46c4c161c5acdf55cffc170a51a39a08e2930bd12e5f5317c54e5344996b3025,c8759f608bdbb8f7e707c5cb2f6f7352f1435901b937345b5d7abb5a5b2faf20,61b44c387e618226f48e8ad3c52a777c2151953742972e144a9a9d04abba1c34,11d6a7222e83acddeb74282e86d1620e358df52ede7f76184e52d87935c6dfb4,a278fc1e1c6edcd6564434707b806daf6af54673a86e6e9e289ea73a44d997f6,cff93c62c1c23a54ee9d52d849ec2338bc7108feda33e539436c8df680ffefdb,acb5af20fc00d58059933d37e78bb328f685dd3a638abf0e8fe5967123af2023,58b68aa77a4750c0ac74e6e4497d1df2ade2f21f9eb632fbe54b069a49dfefd7,1e76835e93066ed4b5037720e1c0d12b41aa891fe1eb299feac03c6d69a64371,0d6851b7d0b527f061e12ce5c027d6539a25fcb3c8b763f7811de6930f42625b,711ddce914b91d131f8ab734bb3dcc0a3ab9d11a014461e88c7286c16890c165
"50","-140","5","1401020002","0","idle","20","40102","185","0.6","20"
"0","1","31","1401020003","","","401001","40102","0","1","401001"
"0","1","31","1401020004","","","401002","40102","0","1","401002"
"-1000","1","31","1401020005","","","401003","40102","-140","0","401003"
"185","1","31","1401020006","","","401004","40102","-60","0","401004"
"135","0.7","31","1401020007","","","401005","40102","-100","0","401005"
"0","1","31","1401020008","","","400010","40102","0","1","400010"
"","","91","1401020009","","","0","40102","","","0"
"","","93","1401020010","","","0.7","40102","","","0"
"1","","3","1401020011","","","1000001","40102","","0.2","<weapon>_run"
"-140","0","2","1401020012","","","1000001","40102","1.5","","-170"
"","","32","1401020013","","","401003","40102","","","1"
"-140","0","33","1401020014","","","401003","40102","1.5","","-170"
"","","93","1401020015","","","0.2","40102","","","0"
"0","","23","1401020016","","","se_travel_top","40102","","","se_travel_top_defeat_foot"
"","","93","1401020017","","","0.5","40102","","","0"
"0.5","0","12","1401020018","220","","1000001","40102","0","20","4"
"","","93","1401020019","","","0.04","40102","","","0"
"0","","23","1401020020","","","se_travel_top","40102","","","se_travel_top_defeat_emote_notice"
"","","91","1401020021","","","1401020012","40102","","",""
"1","","3","1401020022","","","1000001","40102","","0","<weapon>_idle"
"","","32","1401020023","","","401003","40102","","","0"
"","","93","1401020024","","","0.5","40102","","","0"
"0","1","3","1401020025","0","","1000001","40102","<weapon>_idle","0","<weapon>_attack_skipQuest"
"","","93","1401020026","","","0.1","40102","","","0"
"0","","23","1401020027","","","se_travel_top","40102","","","se_travel_top_defeat_attack_jump"
"","","93","1401020028","","","0.06","40102","","","0"
"","","32","1401020029","","","401004","40102","","","1"
"0","","3","1401020030","","","20","40102","","0","die"
"","","93","1401020031","","","0.25","40102","","","0"
"","","32","1401020032","","","401005","40102","","","1"
"","","93","1401020033","","","0.14","40102","","","0"
"0","","23","1401020034","","","se_travel_top","40102","","","se_travel_top_defeat_fadeout"
"","","91","1401020035","","","1401020030","40102","","",""
"1","0","6","1401020036","","","20","40102","1","0.5","1"
"","","93","1401020037","","","0.04","40102","","","0"
"0","","23","1401020038","","","se_travel_top","40102","","","se_travel_top_defeat_drop_box"
"","","91","1401020039","","","1401020036","40102","","",""
"0","","3","1401020040","","","1000001","40102","","0","<weapon>_joy_short"
"","","93","1401020041","","","0.54","40102","","","0"
"0","","23","1401020042","","","se_travel_top","40102","","","se_travel_top_defeat_joy"
"","","91","1401020043","","","1401020040","40102","","",""
"","","111","1401020044","","","","40102","","",""
"","","91","1401020045","","","0","40102","","",""
"0","0.65","31","1401110001","","","401000","40111","-55","1","401000"
"55","-73","5","1401110002","0","normal","0","40111","0","1","0"
"","","91","1401110003","","","0","40111","","","0"
"51","-140","1","1401120001","0","<weapon>_idle","2","40112","-1000","1","1000001"
"50","-140","5","1401120002","0","idle","21","40112","190","0.6","21"
"0","1","31","1401120003","","","401001","40112","0","1","401001"
"0","1","31","1401120004","","","401002","40112","0","1","401002"
"-1000","1","31","1401120005","","","401003","40112","-140","0","401003"
"210","1","31","1401120006","","","401004","40112","10","0","401004"
"135","0.7","31","1401120007","","","401006","40112","-100","0","401006"
"0","1","31","1401120008","","","400011","40112","0","1","400011"
"","","91","1401120009","","","0","40112","","","0"
"","","93","1401120010","","","0.7","40112","","","0"
"1","","3","1401120011","","","1000001","40112","","0.2","<weapon>_run"
"-140","0","2","1401120012","","","1000001","40112","1.5","","-170"
"","","32","1401120013","","","401003","40112","","","1"
"-140","0","33","1401120014","","","401003","40112","1.5","","-170"
"","","93","1401120015","","","0.2","40112","","","0"
"0","","23","1401120016","","","se_travel_top","40112","","","se_travel_top_defeat_foot"
"","","93","1401120017","","","0.5","40112","","","0"
"0.5","0","12","1401120018","220","","1000001","40112","0","20","4"
"","","93","1401120019","","","0.04","40112","","","0"
"0","","23","1401120020","","","se_travel_top","40112","","","se_travel_top_defeat_emote_notice"
"","","91","1401120021","","","1401120012","40112","","",""
"1","","3","1401120022","","","1000001","40112","","0","<weapon>_idle"
"","","32","1401120023","","","401003","40112","","","0"
"","","93","1401120024","","","0.5","40112","","","0"
"0","1","3","1401120025","0","","1000001","40112","<weapon>_idle","0","<weapon>_attack_skipQuest"
"","","93","1401120026","","","0.1","40112","","","0"
"0","","23","1401120027","","","se_travel_top","40112","","","se_travel_top_defeat_attack_jump"
"","","93","1401120028","","","0.06","40112","","","0"
"","","32","1401120029","","","401004","40112","","","1"
"0","","3","1401120030","","","21","40112","","0","die"
"0","","23","1401120031","","","se_travel_top","40112","","","se_travel_top_defeat_wyvern_fall"
"","","93","1401120032","","","1.4","40112","","","0"
"","","32","1401120033","","","401006","40112","","","1"
"0","","23","1401120034","","","se_travel_top","40112","","","se_travel_top_defeat_fadeout"
"","","93","1401120035","","","0.1","40112","","","0"
"0.2","","122","1401120036","","","0","40112","","","24"
"0","","23","1401120037","","","se_travel_top","40112","","","se_travel_top_defeat_appear_silverbox"
"","","91","1401120038","","","1401120030","40112","","",""
"1","0","6","1401120039","","","21","40112","1","0.5","1"
"","","93","1401120040","","","0.5","40112","","","0"
"0","","23","1401120041","","","se_travel_top","40112","","","se_travel_top_defeat_drop_silverbox"
"","","91","1401120042","","","1401120039","40112","","",""
"0","","3","1401120043","","","1000001","40112","","0","<weapon>_joy_short"
"","","93","1401120044","","","0.54","40112","","","0"
"0","","23","1401120045","","","se_travel_top","40112","","","se_travel_top_defeat_joy"
"","","91","1401120046","","","1401120043","40112","","",""
"","","111","1401120047","","","","40112","","",""
"","","91","1401120048","","","0","40112","","",""
"0","0.65","31","1401210001","","","401000","40121","-55","1","401000"
"55","-73","5","1401210002","0","normal","0","40121","0","1","0"
"","","91","1401210003","","","0","40121","","","0"
"51","-140","1","1401220001","0","<weapon>_idle","2","40122","-1100","1","1000001"
"50","-140","5","1401220002","0","idle","22","40122","220","1","22"
"0","1","31","1401220003","","","401001","40122","0","1","401001"
"0","1","31","1401220004","","","401002","40122","0","1","401002"
"-1100","1","31","1401220005","","","401003","40122","-140","0","401003"
"210","1","31","1401220006","","","401004","40122","-30","0","4010041"
"210","1","31","1401220007","","","401004","40122","-30","0","4010042"
"135","0.7","31","1401220008","","","401007","40122","-100","0","401007"
"215","0.8","31","1401220009","","","401008","40122","-135","0","401008"
"0","1","31","1401220010","","","400012","40122","0","1","400012"
"","","91","1401220011","","","0","40122","","","0"
"0","","23","1401220012","","","se_travel_top","40122","","","se_travel_top_defeat_wipe"
"0","1","3","1401220013","0.2","","22","40122","idle","0.2","awake"
"","","93","1401220014","","","0.83","40122","","","0"
"0","","23","1401220015","","","se_travel_top","40122","","","se_travel_top_defeat_move_minotaur"
"","","93","1401220016","","","0.07","40122","","","0"
"0.7","","122","1401220017","","","0","40122","","","24"
"","","93","1401220018","","","0.5","40122","","","0"
"0","","23","1401220019","","","se_travel_top","40122","","","se_travel_top_defeat_move_minotaur2"
"","","93","1401220020","","","1.3","40122","","","0"
"0","","23","1401220021","","","se_travel_top","40122","","","se_travel_top_defeat_awake_minotaur"
"","","32","1401220022","","","401008","40122","","","1"
"1","","122","1401220023","","","0","40122","","","48"
"","","93","1401220024","","","1.27","40122","","","0"
"1","","3","1401220025","","","1000001","40122","","0.2","<weapon>_run"
"-140","0","2","1401220026","","","1000001","40122","1.5","","-170"
"","","32","1401220027","","","401003","40122","","","1"
"-140","0","33","1401220028","","","401003","40122","1.5","","-170"
"","","93","1401220029","","","0.2","40122","","","0"
"0","","23","1401220030","","","se_travel_top","40122","","","se_travel_top_defeat_foot"
"","","93","1401220031","","","0.5","40122","","","0"
"0.5","0","12","1401220032","220","","1000001","40122","0","20","4"
"","","93","1401220033","","","0.04","40122","","","0"
"0","","23","1401220034","","","se_travel_top","40122","","","se_travel_top_defeat_emote_notice"
"","","91","1401220035","","","1401220026","40122","","",""
"1","","3","1401220036","","","1000001","40122","","0","<weapon>_idle"
"","","32","1401220037","","","401003","40122","","","0"
"","","93","1401220038","","","0.5","40122","","","0"
"0","1","3","1401220039","0","","1000001","40122","<weapon>_idle","0","<weapon>_attack_skipQuest"
"","","93","1401220040","","","0.1","40122","","","0"
"0","","23","1401220041","","","se_travel_top","40122","","","se_travel_top_defeat_attack_jump"
"","","93","1401220042","","","0.06","40122","","","0"
"","","32","1401220043","","","4010041","40122","","","1"
"0","1","3","1401220044","0","","22","40122","idle","0","damage"
"","","93","1401220045","","","1.6","40122","","","0"
"0","1","3","1401220046","0","","1000001","40122","<weapon>_idle","0","<weapon>_attack_skipQuest"
"","","93","1401220047","","","0.1","40122","","","0"
"0","","23","1401220048","","","se_travel_top","40122","","","se_travel_top_defeat_attack_jump"
"","","93","1401220049","","","0.06","40122","","","0"
"","","32","1401220050","","","4010042","40122","","","1"
"0","","3","1401220051","","","22","40122","","0","die"
"0","","23","1401220052","","","se_travel_top","40122","","","se_travel_top_defeat_die_minotaur"
"","","93","1401220053","","","1.67","40122","","","0"
"","","32","1401220054","","","401007","40122","","","1"
"0","","23","1401220055","","","se_travel_top","40122","","","se_travel_top_defeat_die_minotaur2"
"","","93","1401220056","","","0.1","40122","","","0"
"0.2","","122","1401220057","","","0","40122","","","24"
"0","","23","1401220058","","","se_travel_top","40122","","","se_travel_top_defeat_appear_goldenbox"
"","","91","1401220059","","","1401220051","40122","","",""
"1","0","6","1401220060","","","22","40122","1","0.5","1"
"0","","23","1401220061","","","se_travel_top","40122","","","se_travel_top_defeat_fadeout"
"","","93","1401220062","","","0.2","40122","","","0"
"0","","23","1401220063","","","se_travel_top","40122","","","se_travel_top_defeat_drop_goldenbox"
"","","91","1401220064","","","1401220060","40122","","",""
"0","","3","1401220065","","","1000001","40122","","0","<weapon>_joy_short"
"","","93","1401220066","","","0.54","40122","","","0"
"0","","23","1401220067","","","se_travel_top","40122","","","se_travel_top_defeat_joy"
"","","91","1401220068","","","1401220065","40122","","",""
"","","111","1401220069","","","","40122","","",""
"","","91","1401220070","","","0","40122","","",""
"0","0.65","31","1401310001","","","401300","40131","-55","1","401300"
"55","-73","5","1401310002","0","normal","0","40131","0","1","0"
"","","91","1401310003","","","0","40131","","","0"
"56","-195","1","1401320001","0","travel_topdrama_r_4000_idle","1","40132","-20","1.75","1000001"
"55","-140","1","1401320002","0","travel_topdrama_r_4000_idle","1","40132","-260","1.75","1000002"
"54","-140","1","1401320003","0","travel_topdrama_r_4000_idle","1","40132","-450","1.75","1000003"
"53","-150","5","1401320004","0","travel_topdrama_r_4013_static","7","40132","435","1","7"
"57","-2000","5","1401320005","0","travel_topdrama_r_4013_catch_1","8","40132","-2000","1.75","8"
"0","1","31","1401320006","","","401301","40132","0","1","401301"
"0","1","31","1401320007","","","401303","40132","0","1","401303"
"50","1","31","1401320008","","","401304","40132","68","0","401304"
"312","1","31","1401320009","","","401305","40132","-158","0","401305"
"312","1","31","1401320010","","","401306","40132","-158","0","401306"
"36","0.8","31","1401320011","","","401307","40132","188","0","401307"
"-258","1","31","1401320012","","","401308","40132","200","0","401308"
"-437","1","31","1401320013","","","401318","40132","255","0","4013082"
"120","1","31","1401320014","","","401309","40132","-15","0","401309"
"120","1","31","1401320015","","","401310","40132","-15","0","401310"
"-42","1","31","1401320016","","","401312","40132","-91","0","401312"
"0","1","31","1401320017","","","401313","40132","0","0","401313"
"0","1","31","1401320018","","","401314","40132","0","0","401314"
"0","1","31","1401320019","","","400013","40132","0","1","400013"
"","","91","1401320020","","","0","40132","","","0"
"","","93","1401320021","","","1","40132","","","0"
"0","","3","1401320022","","","1000001","40132","","0.2","travel_topdrama_r_4013_touch_1"
"","","23","1401320023","","","se_travel_top","40132","","","se_travel_top_aruma_01"
"","","32","1401320024","","","401309","40132","","","1"
"","","93","1401320025","","","1","40132","","","0"
"0","","3","1401320026","","","7","40132","","0","travel_topdrama_r_4013_danger_1"
"","","93","1401320027","","","1.63","40132","","","0"
"","","23","1401320028","","","se_travel_top","40132","","","se_travel_top_aruma_04"
"","","93","1401320029","","","0.04","40132","","","0"
"1","","3","1401320030","","","1000001","40132","","0.6","travel_topdrama_r_4013_touch_loop"
"","","93","1401320031","","","0.4","40132","","","0"
"","","23","1401320032","","","se_travel_top","40132","","","se_travel_top_aruma_05"
"","","93","1401320033","","","1.33","40132","","","0"
"-195","0","2","1401320034","","","8","40132","0","","-20"
"0","0","3","1401320035","0","","8","40132","","0","travel_topdrama_r_4013_catch_1"
"","","23","1401320036","","","se_travel_top","40132","","","se_travel_top_aruma_06"
"0","0","3","1401320037","0.1","","7","40132","travel_topdrama_r_4013_static","0.1","travel_topdrama_r_4013_safe"
"0","1","3","1401320038","0","","1000001","40132","travel_topdrama_r_4013_runaway","0.1","travel_topdrama_r_4013_catch"
"","","32","1401320039","","","401313","40132","","","1"
"","","93","1401320040","","","0.66","40132","","","0"
"","","32","1401320041","","","401312","40132","","","1"
"","","23","1401320042","","","se_travel_top","40132","","","se_travel_top_aruma_07"
"","","93","1401320043","","","0.97","40132","","","0"
"","","4","1401320044","","","1000001","40132","","","1"
"1","1","3","1401320045","","","1000001","40132","","0","travel_topdrama_r_4013_runaway"
"1","1","3","1401320046","","","1000002","40132","","0.1","travel_topdrama_r_4000_run_normal"
"1","1","3","1401320047","","","1000003","40132","","0.1","travel_topdrama_r_4000_run_normal"
"","","23","1401320048","","","se_travel_top","40132","","","se_travel_top_aruma_08"
"","0","4","1401320049","","","8","40132","","","1"
"-195","0","2","1401320050","","","8","40132","2.5","","-1600"
"1","1","3","1401320051","0","","8","40132","","0","travel_topdrama_r_4013_runaway_1"
"-195","0","2","1401320052","","","1000001","40132","2.5","","-1600"
"-195","0","2","1401320053","","","1000002","40132","1.4","","-20"
"-140","0","2","1401320054","","","1000003","40132","1.4","","-215"
"","","93","1401320055","","","1.4","40132","","","0"
"","","32","1401320056","","","401310","40132","","","1"
"0","","3","1401320057","","","1000002","40132","","0.2","travel_topdrama_r_4013_touch_2"
"1","","3","1401320058","","","1000003","40132","","0.2","travel_topdrama_r_4000_idle"
"","","93","1401320059","","","1","40132","","","0"
"0","","3","1401320060","","","7","40132","","0","travel_topdrama_r_4013_danger_2"
"","","93","1401320061","","","1.67","40132","","","0"
"","","32","1401320062","","","401304","40132","","","1"
"","","23","1401320063","","","se_travel_top","40132","","","se_travel_top_aruma_10"
"","","93","1401320064","","","0.3","40132","","","0"
"1","","3","1401320065","","","1000002","40132","","0.6","travel_topdrama_r_4013_touch_loop"
"","","93","1401320066","","","0.1","40132","","","0"
"","","23","1401320067","","","se_travel_top","40132","","","se_travel_top_aruma_05"
"","","93","1401320068","","","0.06","40132","","","0"
"","","32","1401320069","","","401307","40132","","","1"
"","","93","1401320070","","","0.57","40132","","","0"
"","","32","1401320071","","","401314","40132","","","1"
"0","1","3","1401320072","0.1","","7","40132","travel_topdrama_r_4013_idle","0.1","travel_topdrama_r_4013_out"
"","","23","1401320073","","","se_travel_top","40132","","","se_travel_top_aruma_18"
"","","32","1401320074","","","401308","40132","","","1"
"","","32","1401320075","","","4013082","40132","","","1"
"","","93","1401320076","","","0.1","40132","","","0"
"0","1","3","1401320077","0","","1000002","40132","travel_topdrama_r_4013_run","0","travel_topdrama_r_4013_shock"
"0","1","3","1401320078","0","","1000003","40132","travel_topdrama_r_4013_run","0","travel_topdrama_r_4013_shock"
"","","93","1401320079","","","0.86","40132","","","0"
"1","","3","1401320080","","","1000002","40132","","0","travel_topdrama_r_4013_run"
"1","","3","1401320081","","","1000003","40132","","0","travel_topdrama_r_4013_run"
"-195","0","2","1401320082","","","1000002","40132","2.5","","-1600"
"-140","0","2","1401320083","","","1000003","40132","2.5","","-1600"
"","","93","1401320084","","","0.07","40132","","","0"
"0.4","","122","1401320085","","","0","40132","","","24"
"","","32","1401320086","","","401305","40132","","","1"
"","","32","1401320087","","","401306","40132","","","1"
"","","93","1401320088","","","0.9","40132","","","0"
"","","23","1401320089","","","se_travel_top","40132","","","se_travel_top_aruma_21"
"","","93","1401320090","","","1.1","40132","","","0"
"","","111","1401320091","","","0","40132","","",""
"","","91","1401320092","","","0","40132","","",""
"0","0.65","31","1401410001","","","401300","40141","-55","1","401300"
"55","-73","5","1401410002","0","normal","0","40141","0","1","0"
"","","91","1401410003","","","0","40141","","","0"
"56","-195","1","1401420001","0","travel_topdrama_r_4000_idle","1","40142","-20","1.75","1000001"
"55","-140","1","1401420002","0","travel_topdrama_r_4000_idle","1","40142","-260","1.75","1000002"
"54","-140","1","1401420003","0","travel_topdrama_r_4000_idle","1","40142","-450","1.75","1000003"
"53","-150","5","1401420004","0","travel_topdrama_r_4013_static","7","40142","435","1","7"
"57","-2000","5","1401420005","0","travel_topdrama_r_4013_catch_1","8","40142","-2000","1.75","8"
"0","1","31","1401420006","","","401301","40142","0","1","401301"
"0","1","31","1401420007","","","401303","40142","0","1","401303"
"40","1","31","1401420008","","","401304","40142","78","0","401304"
"40","1","31","1401420009","","","401304","40142","78","0","4013042"
"312","1","31","1401420010","","","401305","40142","-158","0","401305"
"312","1","31","1401420011","","","401306","40142","-158","0","401306"
"36","0.8","31","1401420012","","","401307","40142","188","0","401307"
"-258","1","31","1401420013","","","401308","40142","200","0","401308"
"-437","1","31","1401420014","","","401308","40142","255","0","4013082"
"120","1","31","1401420015","","","401309","40142","-15","0","401309"
"120","1","31","1401420016","","","401310","40142","-15","0","401310"
"120","1","31","1401420017","","","401311","40142","-10","0","401311"
"-42","1","31","1401420018","","","401312","40142","-91","0","401312"
"-42","1","31","1401420019","","","401312","40142","-91","0","4013122"
"0","1","31","1401420020","","","401313","40142","0","0","401313"
"0","1","31","1401420021","","","401313","40142","0","0","4013132"
"0","1","31","1401420022","","","401314","40142","0","0","401314"
"0","1","31","1401420023","","","400014","40142","0","1","401400"
"","","91","1401420024","","","0","40142","","","0"
"","","93","1401420025","","","1","40142","","","0"
"0","1","3","1401420026","","","1000001","40142","travel_topdrama_r_4013_touch_loop","0.3","travel_topdrama_r_4013_touch_1"
"","","23","1401420027","","","se_travel_top","40142","","","se_travel_top_aruma_01"
"","","32","1401420028","","","401309","40142","","","1"
"","","93","1401420029","","","1","40142","","","0"
"0","","3","1401420030","","","7","40142","","0","travel_topdrama_r_4013_danger_1"
"","","93","1401420031","","","1.63","40142","","","0"
"","","23","1401420032","","","se_travel_top","40142","","","se_travel_top_aruma_04"
"","","93","1401420033","","","0.04","40142","","","0"
"1","","3","1401420034","","","1000001","40142","","0.3","travel_topdrama_r_4013_touch_loop"
"","","93","1401420035","","","0.4","40142","","","0"
"","","23","1401420036","","","se_travel_top","40142","","","se_travel_top_aruma_05"
"","","93","1401420037","","","1.33","40142","","","0"
"-195","0","2","1401420038","","","8","40142","0","","-20"
"0","0","3","1401420039","","","8","40142","","0","travel_topdrama_r_4013_catch_1"
"","","23","1401420040","","","se_travel_top","40142","","","se_travel_top_aruma_06"
"0","0","3","1401420041","0.1","","7","40142","travel_topdrama_r_4013_static","0.1","travel_topdrama_r_4013_safe"
"0","","3","1401420042","","","1000001","40142","","0.1","travel_topdrama_r_4013_catch"
"","","32","1401420043","","","401313","40142","","","1"
"","","93","1401420044","","","0.66","40142","","","0"
"","","32","1401420045","","","401312","40142","","","1"
"","","23","1401420046","","","se_travel_top","40142","","","se_travel_top_aruma_07"
"","","93","1401420047","","","0.97","40142","","","0"
"","","4","1401420048","","","1000001","40142","","","1"
"1","","3","1401420049","","","1000001","40142","","0","travel_topdrama_r_4013_runaway"
"1","","3","1401420050","","","1000002","40142","","0.1","travel_topdrama_r_4000_run_normal"
"1","","3","1401420051","","","1000003","40142","","0.1","travel_topdrama_r_4000_run_normal"
"","","23","1401420052","","","se_travel_top","40142","","","se_travel_top_aruma_08"
"","0","4","1401420053","","","8","40142","","","1"
"-195","0","2","1401420054","","","8","40142","2.5","","-1600"
"1","1","3","1401420055","","","8","40142","","0","travel_topdrama_r_4013_runaway_1"
"-195","0","2","1401420056","","","1000001","40142","2.5","","-1600"
"-195","0","2","1401420057","","","1000002","40142","1.4","","-20"
"-140","0","2","1401420058","","","1000003","40142","1.4","","-215"
"","","93","1401420059","","","1.4","40142","","","0"
"","","32","1401420060","","","401310","40142","","","1"
"0","1","3","1401420061","0.3","","1000002","40142","travel_topdrama_r_4013_touch_loop","0.2","travel_topdrama_r_4013_touch_2"
"1","","3","1401420062","","","1000003","40142","","0.2","travel_topdrama_r_4000_idle"
"","","93","1401420063","","","1","40142","","","0"
"0","","3","1401420064","","","7","40142","","0","travel_topdrama_r_4013_danger_2"
"","","93","1401420065","","","1.67","40142","","","0"
"","","32","1401420066","","","401304","40142","","","1"
"","","23","1401420067","","","se_travel_top","40142","","","se_travel_top_aruma_10"
"","","93","1401420068","","","0.3","40142","","","0"
"1","","3","1401420069","","","1000002","40142","","0.3","travel_topdrama_r_4013_touch_loop"
"","","93","1401420070","","","0.2","40142","","","0"
"","","23","1401420071","","","se_travel_top","40142","","","se_travel_top_aruma_05"
"","","93","1401420072","","","0.83","40142","","","0"
"","0","4","1401420073","","","8","40142","","","0"
"-195","0","2","1401420074","","","8","40142","0","","-20"
"0","","3","1401420075","","","8","40142","","0","travel_topdrama_r_4013_catch_2"
"","","23","1401420076","","","se_travel_top","40142","","","se_travel_top_aruma_11"
"0","0","3","1401420077","0.1","","7","40142","travel_topdrama_r_4013_static","0.1","travel_topdrama_r_4013_safe"
"0","1","3","1401420078","0","","1000002","40142","travel_topdrama_r_4013_runaway","0.1","travel_topdrama_r_4013_catch"
"","","32","1401420079","","","4013132","40142","","","1"
"","","93","1401420080","","","0.66","40142","","","0"
"","","32","1401420081","","","4013122","40142","","","1"
"","","23","1401420082","","","se_travel_top","40142","","","se_travel_top_aruma_12"
"","","93","1401420083","","","0.97","40142","","","0"
"","","4","1401420084","","","1000002","40142","","","1"
"1","","3","1401420085","","","1000002","40142","","0","travel_topdrama_r_4013_runaway"
"1","","3","1401420086","","","1000003","40142","","0.1","travel_topdrama_r_4000_run_normal"
"","","23","1401420087","","","se_travel_top","40142","","","se_travel_top_aruma_08"
"","0","4","1401420088","","","8","40142","","","1"
"-195","0","2","1401420089","","","8","40142","2.5","","-1600"
"1","","3","1401420090","","","8","40142","","0","travel_topdrama_r_4013_runaway_2"
"-195","0","2","1401420091","","","1000002","40142","2.5","","-1600"
"-195","0","2","1401420092","","","1000003","40142","1.4","","-20"
"","","93","1401420093","","","1.4","40142","","","0"
"0","1","3","1401420094","0.3","","1000003","40142","travel_topdrama_r_4013_touch_loop","0.2","travel_topdrama_r_4013_touch_3"
"","","32","1401420095","","","401311","40142","","","1"
"","","93","1401420096","","","1","40142","","","0"
"0","","3","1401420097","","","7","40142","","0","travel_topdrama_r_4013_danger_3_in"
"","","93","1401420098","","","2.16","40142","","","0"
"","","32","1401420099","","","4013042","40142","","","1"
"","","93","1401420100","","","0.54","40142","","","0"
"1","","3","1401420101","","","1000003","40142","","0.3","travel_topdrama_r_4013_touch_loop"
"","","93","1401420102","","","0.34","40142","","","0"
"","","32","1401420103","","","401307","40142","","","1"
"","","93","1401420104","","","0.5","40142","","","0"
"","","32","1401420105","","","401314","40142","","","1"
"0","1","3","1401420106","0.1","","7","40142","travel_topdrama_r_4013_idle","0.1","travel_topdrama_r_4013_out"
"","","23","1401420107","","","se_travel_top","40142","","","se_travel_top_aruma_18"
"","","32","1401420108","","","401308","40142","","","1"
"","","93","1401420109","","","0.1","40142","","","0"
"0","1","3","1401420110","0","","1000003","40142","travel_topdrama_r_4013_run","0","travel_topdrama_r_4013_shock"
"","","93","1401420111","","","0.86","40142","","","0"
"1","","3","1401420112","","","1000003","40142","","0","travel_topdrama_r_4013_run"
"-195","0","2","1401420113","","","1000003","40142","2.5","","-1600"
"","","93","1401420114","","","0.07","40142","","","0"
"0.4","","122","1401420115","","","0","40142","","","24"
"","","32","1401420116","","","401305","40142","","","1"
"","","32","1401420117","","","401306","40142","","","1"
"","","93","1401420118","","","0.9","40142","","","0"
"","","23","1401420119","","","se_travel_top","40142","","","se_travel_top_aruma_21"
"","","93","1401420120","","","1.1","40142","","","0"
"","","111","1401420121","","","0","40142","","",""
"","","91","1401420122","","","0","40142","","",""
"0","0.65","31","1401510001","","","401300","40151","-55","1","401300"
"55","-73","5","1401510002","0","normal","0","40151","0","1","0"
"","","91","1401510003","","","0","40151","","","0"
"56","-195","1","1401520001","0","travel_topdrama_r_4000_idle","1","40152","-20","1.75","1000001"
"55","-140","1","1401520002","0","travel_topdrama_r_4000_idle","1","40152","-260","1.75","1000002"
"54","-140","1","1401520003","0","travel_topdrama_r_4000_idle","1","40152","-450","1.75","1000003"
"53","-150","5","1401520004","0","travel_topdrama_r_4013_static","7","40152","435","1","7"
"57","-2000","5","1401520005","0","travel_topdrama_r_4013_catch_1","8","40152","-2000","1.75","8"
"0","1","31","1401520006","","","401301","40152","0","1","401301"
"0","1","31","1401520007","","","401303","40152","0","1","401303"
"40","1","31","1401520008","","","401304","40152","78","0","401304"
"40","1","31","1401520009","","","401304","40152","78","0","4013042"
"40","1","31","1401520010","","","401315","40152","78","0","401315"
"27","1","31","1401520011","","","401316","40152","103","0","401316"
"36","0.8","31","1401520012","","","401307","40152","188","0","401307"
"120","1","31","1401520013","","","401309","40152","-15","0","401309"
"120","1","31","1401520014","","","401310","40152","-15","0","401310"
"120","1","31","1401520015","","","401311","40152","-10","0","401311"
"-42","1","31","1401520016","","","401312","40152","-91","0","401312"
"-42","1","31","1401520017","","","401312","40152","-91","0","4013122"
"-42","1","31","1401520018","","","401312","40152","-81","0","4013123"
"0","1","31","1401520019","","","401313","40152","0","0","401313"
"0","1","31","1401520020","","","401313","40152","0","0","4013132"
"0","1","31","1401520021","","","401313","40152","0","0","4013133"
"0","1","31","1401520022","","","400015","40152","0","1","401500"
"","","91","1401520023","","","0","40152","","","0"
"","","93","1401520024","","","1","40152","","","0"
"0","1","3","1401520025","0.3","","1000001","40152","travel_topdrama_r_4013_touch_loop","0.2","travel_topdrama_r_4013_touch_1"
"","","23","1401520026","","","se_travel_top","40152","","","se_travel_top_aruma_01"
"","","32","1401520027","","","401309","40152","","","1"
"","","93","1401520028","","","1","40152","","","0"
"0","","3","1401520029","","","7","40152","","0","travel_topdrama_r_4013_danger_1"
"","","93","1401520030","","","1.63","40152","","","0"
"","","23","1401520031","","","se_travel_top","40152","","","se_travel_top_aruma_04"
"","","93","1401520032","","","0.04","40152","","","0"
"1","","3","1401520033","","","1000001","40152","","0.3","travel_topdrama_r_4013_touch_loop"
"","","93","1401520034","","","0.4","40152","","","0"
"","","23","1401520035","","","se_travel_top","40152","","","se_travel_top_aruma_05"
"","","93","1401520036","","","0.83","40152","","","0"
"-195","0","2","1401520037","","","8","40152","0","","-20"
"0","","3","1401520038","","","8","40152","","0","travel_topdrama_r_4013_catch_1"
"","","23","1401520039","","","se_travel_top","40152","","","se_travel_top_aruma_06"
"0","0","3","1401520040","0.1","","7","40152","travel_topdrama_r_4013_static","0.1","travel_topdrama_r_4013_safe"
