bdc5082f286b623aa32f71f5e8197b7c42cb2e8574e14dc622d5bf3ba149d64e,630791eb9130072733d71a00f050785433ac0ae25acdcc7d9057c4a707d4b8dd,5e35254868dcd851af39a70336f6887050f8ccd4faeeb04a8b19ce02a9057a0e,1e41d0bf5764e28cb447b871e2ddb2d698a55e2016281dc6d9209d366bc90db6,257c320d0066dd0ea140d49bc55ef79abab8c3d0069f4a9258247d1aedd67a54
"19","1","2100961","72052024","20052047"
"2","10","31224","72052025","20052048"
"2","10","31002","72052025","20052049"
"8","30","91002","72053001","20053001"
"2","1","22002","72053001","20053002"
"8","30","91002","72053002","20053003"
"2","1","22002","72053002","20053004"
"8","30","91002","72053003","20053005"
"2","1","22002","72053003","20053006"
"8","30","91002","72053004","20053007"
"2","1","22002","72053004","20053008"
"8","30","91002","72053005","20053009"
"2","1","22002","72053005","20053010"
"8","30","91002","72053006","20053011"
"2","1","22002","72053006","20053012"
"8","30","91002","72053007","20053013"
"2","1","22002","72053007","20053014"
"8","30","91002","72053008","20053015"
"2","1","22002","72053008","20053016"
"8","30","91002","72053009","20053017"
"2","1","22002","72053009","20053018"
"8","30","91002","72053010","20053019"
"2","1","22002","72053010","20053020"
"8","30","91002","72053011","20053021"
"2","1","22002","72053011","20053022"
"8","30","91002","72053012","20053023"
"2","1","22002","72053012","20053024"
"8","30","91002","72053013","20053025"
"2","1","22002","72053013","20053026"
"8","30","91002","72053014","20053027"
"2","1","22002","72053014","20053028"
"8","30","91002","72053015","20053029"
"2","1","22002","72053015","20053030"
"2","40","50003","72053015","20053031"
"8","60","91002","72053016","20053032"
"2","2","22002","72053016","20053033"
"8","60","91002","72053017","20053034"
"2","2","22002","72053017","20053035"
"8","60","91002","72053018","20053036"
"2","2","22002","72053018","20053037"
"8","60","91002","72053019","20053038"
"2","2","22002","72053019","20053039"
"8","60","91002","72053020","20053040"
"2","2","22002","72053020","20053041"
"2","40","50003","72053020","20053042"
"1","1","122801","72053021","20053043"
"2","1","21013","72053022","20053044"
"2","10","31228","72053023","20053045"
"2","10","31036","72053023","20053046"
"19","1","2100981","72053024","20053047"
"2","10","31228","72053025","20053048"
"2","10","31036","72053025","20053049"
"8","30","91002","72054001","20054001"
"2","1","22002","72054001","20054002"
"8","30","91002","72054002","20054003"
"2","1","22002","72054002","20054004"
"8","30","91002","72054003","20054005"
"2","1","22002","72054003","20054006"
"8","30","91002","72054004","20054007"
"2","1","22002","72054004","20054008"
"8","30","91002","72054005","20054009"
"2","1","22002","72054005","20054010"
"8","30","91002","72054006","20054011"
"2","1","22002","72054006","20054012"
"8","30","91002","72054007","20054013"
"2","1","22002","72054007","20054014"
"8","30","91002","72054008","20054015"
"2","1","22002","72054008","20054016"
"8","30","91002","72054009","20054017"
"2","1","22002","72054009","20054018"
"8","30","91002","72054010","20054019"
"2","1","22002","72054010","20054020"
"8","30","91002","72054011","20054021"
"2","1","22002","72054011","20054022"
"8","30","91002","72054012","20054023"
"2","1","22002","72054012","20054024"
"8","30","91002","72054013","20054025"
"2","1","22002","72054013","20054026"
"8","30","91002","72054014","20054027"
"2","1","22002","72054014","20054028"
"8","30","91002","72054015","20054029"
"2","1","22002","72054015","20054030"
"2","40","50003","72054015","20054031"
"8","60","91002","72054016","20054032"
"2","2","22002","72054016","20054033"
"8","60","91002","72054017","20054034"
"2","2","22002","72054017","20054035"
"8","60","91002","72054018","20054036"
"2","2","22002","72054018","20054037"
"8","60","91002","72054019","20054038"
"2","2","22002","72054019","20054039"
"8","60","91002","72054020","20054040"
"2","2","22002","72054020","20054041"
"2","40","50003","72054020","20054042"
"2","5","31010","72054021","20054043"
"2","5","31023","72054021","20054044"
"2","1","21901","72054022","20054045"
"2","1","21901","72054023","20054046"
"2","5","31010","72054024","20054047"
"2","5","31023","72054024","20054048"
"19","1","2101001","72054025","20054049"
"2","10","31010","72054026","20054050"
"2","10","31023","72054026","20054051"
