ecc970bee923faa6438214b97455d375f22dcb93e589265cc08005afcd702728,57e39a8dd22a8e5d4bf9259ddf9ed0cf2d711febcc9c364b852ea52da5e1ab63,6ac7cf770c4370fa1689fd3e91f068edbbd8b975343a17b123526e414072b372,062bb252eac31bf0a380f871df865b0f6873ddd201fb202029884842b427f8f9,9cd6228b2fa93a4514dbea7b16ed46d2ab6fd0937b6297810dec17fd0b9018a3,fe7ae7b78b1bc8e20d9c4eb7372207dfa7153a2b22f609eb85b3c641772f48ab,8caba80404a972b94a9412ff17312a9f425cfe45c7119aaa1037dc59150ccb4f,8dff3d25615b4ff09191303e88c4ca2f5a15202141848d950348f1c511c5ea3a,f5ff534ea11e99b2c7b00fea83827ce0351da80cfcc8715560040c5a4c318389,3b3fc33b2b237ed2f596b2398eecee1c4d4c1455c413f24b7e728505f1113e61,a3446d80b1b71b749332a54745152ee9972e65274de066ba355d719acdb726af
"","","","923","","19230018","","91","","0",""
"","0","","923","","19230019","","93","","0.5",""
"","vo_fpc_22302","","923","","19230020","","21","0","vo_fpc","0"
"0","雖說如果是在美食街賣\n就不會有任何突兀感。","0","923","0","19230021","0.5","11","7","115711","1"
"","","","923","","19230022","","91","","0",""
"","0","","923","","19230023","","93","","0.5",""
"","20_kasumi_cool_sad","","923","0.2","19230024","","3","1","115711",""
"","20_kasumi_cool_loop","","923","0.2","19230025","","3","1","3",""
"","vo_fpc_22303","","923","","19230026","","21","0","vo_fpc","0"
"0","……但竟然在容易弄溼的泳池區域賣，\n這是常人的思維所無法想像的。","0","923","0","19230027","0.5","11","9","115711","1"
"","","","923","","19230028","","91","","0",""
"","0","","923","","19230029","","93","","0.5",""
"","20_kasumi_cool_anger","","923","0.2","19230030","","3","1","115711",""
"","20_kasumi_cool_loop","","923","0.2","19230031","","3","1","3",""
"","vo_fpc_22304","","923","","19230032","","21","0","vo_fpc","0"
"0","而且鯛魚燒的內餡據說是彩虹色的，\n味道還是極品呢。","0","923","0","19230033","0.5","11","8","115711","1"
"","","","923","","19230034","","91","","0",""
"","0","","923","","19230035","","93","","0.5",""
"","20_kasumi_doya_normal2","","923","0.2","19230036","","3","1","115711",""
"","20_kasumi_doya_normal2","","923","0.2","19230037","","3","1","3",""
"","vo_fpc_22305","","923","","19230038","","21","0","vo_fpc","0"
"0","也有聽說要是看見夢幻鯛魚燒小販，\n就能夠變得幸福喔。","0","923","0","19230039","0.5","11","8","115711","1"
"","","","923","","19230040","","91","","0",""
"","0","","923","","19230041","","93","","0.5",""
"1","20_kasumi_approach_in","0","923","0.3","19230042","","3","0","115711","20_kasumi_approach_loop"
"1","20_kasumi_approach_in","0","923","0.3","19230043","","3","0","3","20_kasumi_approach_loop"
"","vo_fpc_22306","","923","","19230044","","21","0","vo_fpc","0"
"0","在泳池邊\n賣鯛魚燒的怪人，是嗎。","0","923","0","19230045","0.5","11","8","115711","1"
"","","","923","","19230046","","91","","0",""
"","0","","923","","19230047","","93","","0.5",""
"","20_kasumi_thinking","","923","0.2","19230048","","3","1","115711",""
"","20_kasumi_thinking","","923","0.2","19230049","","3","1","3",""
"","vo_fpc_22307","","923","","19230050","","21","0","vo_fpc","0"
"0","究竟那樣的人物\n是真實存在的嗎……","0","923","0","19230051","0.5","11","7","115711","1"
"","","","923","","19230052","","91","","0",""
"","0","","923","","19230053","","93","","0.5",""
"","20_kasumi_walk","","923","0.2","19230054","","3","1","115711",""
"","20_kasumi_walk","","923","0.2","19230055","","3","1","3",""
"0","750","","923","","19230056","","2","-15","115711","4.41176470588235"
"0","750","","923","","19230057","","2","-15","3","4.41176470588235"
"","","","923","","19230058","","91","","0",""
"-180","107511","0","941","1.75","19410001","41_pekorine_swim_loop","1","23","1","-910"
"-180","107611","0","941","1.75","19410002","cmn_float","1","22","1","-800"
"-180","22","0","941","1.75","19410003","41_kyaru_floatRing","5","22","22","-1000"
"1","1075111","","941","1","19410004","","31","-890","1","-180"
"1","1075114","","941","0","19410005","","31","0","14","-180"
"1","107611","","941","1","19410006","","31","-800","4","-180"
"1","22","","941","1","19410007","","31","-830","126","-180"
"1","105","","941","0","19410008","","31","140","105","-180"
"1","108","","941","0","19410009","","31","320","108","40"
"1","1001","","941","0","19410010","","31","-160","1001","-110"
"","se_fpc_water_random","","941","1","19410011","","23","1","se_10053800",""
"","0","","941","","19410012","","91","","19410010",""
"12","-150","","941","","19410013","","2","-180","22","5"
"12","-10","","941","","19410014","","33","-180","22","5"
"","","","941","","19410015","","91","","0",""
"","vo_fpc_30101","","941","","19410016","","21","","vo_fpc","0"
"0","呼～偶爾像這樣\n悠悠哉哉的也不錯呢～","0","941","0","19410017","1","11","4","22","1"
"","0","","941","","19410018","","91","","0",""
"0","0","","941","","19410019","","2","-180","107511","4.52941176470588"
"0","0","","941","","19410020","","33","-180","1075111","4.52941176470588"
"12","0","","941","","19410021","","2","-180","22","4.52941176470588"
"12","140","","941","","19410022","","33","-180","22","4.52941176470588"
"","0","","941","","19410023","","93","","1.5",""
"","vo_fpc_30102","","941","","19410024","","21","","vo_fpc","0"
"0","小──凱──留──！\n嘿！","0","941","0","19410025","1","11","5","107511","1"
"","","","941","","19410026","","91","","19410019",""
"","0","","941","","19410027","","32","","1075111",""
"","1","","941","","19410028","","32","","1075114",""
"1","41_pekorine_hug","0.1","941","0.1","19410029","","3","0","107511","41_pekorine_hug_loop"
"1","41_kyaru_surprise","0.1","941","0.1","19410030","","3","0","22","41_kyaru_surprise_loop"
"","0","","941","","19410031","","93","","0.6",""
"","1","","941","","19410032","","32","","105",""
"","0","","941","","19410033","","93","","0.6",""
"","0","","941","","19410034","","32","","105",""
"","","","941","","19410035","","91","","19410025",""
"12","-300","","941","","19410036","","2","-180","107611","2.94117647058824"
"12","-300","","941","","19410037","","33","-180","107611","2.94117647058824"
"","vo_fpc_30103","","941","","19410038","","21","","vo_fpc","0"
"0","等等！喂！\n不要突然抱過來啊，白癡佩可！\n這個游泳圈只限一個人用啦！","0","941","0","19410039","1","11","7","22","1"
"","0","","941","","19410040","","91","","0",""
"","","","941","","19410041","","91","","19410036",""
"","1","","941","","19410042","","32","","105",""
"","41_pekorine_shake","","941","0.1","19410043","","3","1","107511",""
"","41_kyaru_shake","","941","0.1","19410044","","3","1","22",""
"","vo_fpc_30104","","941","","19410045","","21","","vo_fpc","0"
"","41_kokkoro_float_loop","","941","0.1","19410046","","3","1","107611",""
"0","呵呵，兩位已經完全\n沉浸在嬉鬧之中……\n好像很開心呢。","0","941","0","19410047","1","11","6","107611","1"
"","0","","941","","19410048","","91","","0",""
"","vo_fpc_30105","","941","","19410049","","21","","vo_fpc","0"
"0","啊，不行……\n已經，到極……限了……","0","941","0","19410050","1","11","11","22","1"
"","0","","941","","19410051","","91","","0",""
"","41_kyaru_drown","","941","0.2","19410052","","3","0","22",""
"","41_pekorine_shake","","941","0.2","19410053","","3","1","107511",""
"","0","","941","","19410054","","93","","0.2",""
"","se_10053800_941_bishokuden","","941","1","19410055","","23","0","se_10053800",""
"","0","","941","","19410056","","93","","0.8",""
"1","41_kokkoro_surprise","0.1","941","0.1","19410057","","3","0","107611","41_kokkoro_surprise_loop"
"","0","","941","","19410058","","93","","0.5",""
"","1","","941","","19410059","","32","","108",""
"","0","","941","","19410060","","93","","2.5",""
"","41_kyaru_drown_loop","0.1","941","0.1","19410061","","3","1","22",""
"1","41_pekorine_notice","0.1","941","0.1","19410062","","3","0","107511","41_pekorine_notice_loop"
"","0","","941","","19410063","","32","","105",""
"","0","","941","","19410064","","32","","22",""
"","vo_fpc_30106","","941","","19410065","","21","","vo_fpc","0"
"0","咦？\n小凱留？\n妳跑哪去了？","0","941","0","19410066","1","11","6","107511","1"
"","0","","941","","19410067","","91","","0",""
"","vo_fpc_30107","","941","","19410068","","21","","vo_fpc","0"
"0","糟、糟了……\n風之精靈啊！\n現在立刻用空氣\n將凱留小姐包覆起來！","0","941","0","19410069","1","11","9","107611","1"
"","0","","941","","19410070","","93","","2.1",""
"1","41_kokkoro_action","0.1","941","0.1","19410071","","3","0","107611","41_kokkoro_action_loop"
"","1","","941","","19410072","","32","","1001",""
"1","41_pekorine_flutterKick_floatRing_in","0.1","941","0","19410073","","3","0","107511","cmn_swm_flutterKick_floatRing"
"","41_kyaru_flutterKick_floatRing","","941","0.1","19410074","","3","1","22",""
"0","1000","","941","","19410075","","2","-180","107511","4.52488687782805"
"","1","","941","","19410076","","32","","1075111",""
"","0","","941","","19410077","","32","","1075114",""
"0","1000","","941","","19410078","","33","-180","1075111","4.52488687782805"
"0","1000","","941","","19410079","","2","-180","22","4.52488687782805"
"0","1000","","941","","19410080","","2","-180","107611","5.88235294117647"
"0","1000","","941","","19410081","","33","-180","107611","5.88235294117647"
"0","1140","","941","","19410082","","33","-110","1001","5.88235294117647"
"","","","941","","19410083","","91","","19410081",""
"-250","113211","0","942","1.75","19420001","42_anna_idle","1","33","1","-1060"
"-250","127111","0","942","1.75","19420002","42_shinobu_idle","1","33","1","-920"
"-250","2","0","942","1.75","19420003","42_boat_idle","5","32","2","-1000"
"1","107","","942","0","19420004","","31","0","107","0"
"1","106","","942","1","19420005","","31","-1000","106","-250"
"","47","","942","","19420006","","13","","113211",""
"","47","","942","","19420007","","13","","127111",""
"","se_fpc_water_random","","942","1","19420008","","23","1","se_10053800",""
"","0","","942","","19420009","","91","","19420007",""
"12","-60","","942","","19420010","","2","-250","113211","5.88235294117647"
"12","80","","942","","19420011","","2","-250","127111","5.88235294117647"
"12","0","","942","","19420012","","2","-250","2","5.88235294117647"
"12","0","","942","","19420013","","33","-250","106","5.88235294117647"
"","","","942","","19420014","","91","","",""
"","42_anna_doyatalk","","942","0.2","19420015","","3","1","113211",""
"","42_shinobu_idle","","942","0.2","19420016","","3","1","127111",""
"","42_boat_idle","","942","0.2","19420017","","3","1","2",""
"","vo_fpc_30201","","942","","19420018","","21","","vo_fpc","0"
"0","哈──哈哈哈！\n像這樣在水上擺盪，\n就會想起那次冒險呢！","0","942","0","19420019","1","11","4","113211","1"
"","0","","942","","19420020","","91","","0",""
"","42_anna_doyatalk","","942","0.2","19420021","","3","1","113211",""
"1","42_shinobu_idle2talk","0.1","942","0.2","19420022","","3","0","127111","42_shinobu_talk"
"","42_boat_idle","","942","0.2","19420023","","3","1","2",""
"","vo_fpc_30202","","942","","19420024","","21","","vo_fpc","0"
"0","是啊，真是非常愉快的冒險呢。\n我到現在也很珍惜地\n保管著那套服裝喔。","0","942","0","19420025","1","11","6","127111","1"
"","0","","942","","19420026","","91","","0",""
"1","42_shinobu_talk2idle","0.1","942","0.2","19420027","","3","0","127111","42_shinobu_idle"
"1","42_anna_doya2idle","0.1","942","0.2","19420028","","3","0","113211","42_anna_idle"
"","42_boat_idle","","942","0.2","19420029","","3","1","2",""
"","vo_fpc_30203","","942","","19420030","","21","","vo_fpc","0"
"0","那之後怎麼樣了？\n要是有什麼有趣的事件或冒險，\n請務必要說給我聽！","0","942","0","19420031","0.5","11","6","113211","1"
"","0","","942","","19420032","","91","","0",""
"","vo_fpc_30204","","942","","19420033","","21","","vo_fpc","0"
"0","（說不定會成為\n冥風戰記的好靈感呢！）","0","942","0","19420034","1","11","7","113211","1"
"","0","","942","","19420035","","91","","0",""
"","42_anna_idle","","942","0.2","19420036","","3","1","113211",""
"1","42_shinobu_idle2talk","0.1","942","0.2","19420037","","3","0","127111","42_shinobu_talk"
"","42_boat_idle","","942","0.2","19420038","","3","1","2",""
"","vo_fpc_30205","","942","","19420039","","21","","vo_fpc","0"
"0","嗯，有喔。\n在度假村發生的\n各種靈異現象……","0","942","0","19420040","0.5","11","4","127111","1"
"","0","","942","","19420041","","91","","0",""
"","42_anna_idle","","942","0.2","19420042","","3","1","113211",""
"1","42_shinobu_talk2horror","0.1","942","0.2","19420043","","3","0","127111","42_shinobu_horror"
"","42_boat_idle","","942","0.2","19420044","","3","1","2",""
"","1","","942","","19420045","","32","","107",""
"","vo_fpc_30206","","942","","19420046","","21","","vo_fpc","0"
"0","在那背後是生者與死者的欲望\n混雜在一起的深沉真相……","0","942","0","19420047","1","11","4","127111","1"
"","0","","942","","19420048","","93","","6.5",""
"","0","","942","","19420049","","93","","1.5",""
"","0","","942","","19420050","","91","","19420047",""
"","42_shinobu_horror","","942","0.1","19420051","","3","1","127111",""
"","42_anna_scared","","942","0.1","19420052","","3","1","113211",""
"","42_boat_idle","","942","0.1","19420053","","3","1","2",""
"","vo_fpc_30207","","942","","19420054","","21","","vo_fpc","0"
"0","等！等一下！\n那種事沒問題嗎？\n喂，忍……我說忍啊！","0","942","0","19420055","1.5","11","4","113211","1"
"","0","","942","","19420056","","93","","9.13333333333333",""
"","0","","942","","19420057","","93","","1.5",""
"","0","","942","","19420058","","91","","19420055",""
"","940","","942","","19420059","","2","-250","113211","4.52488687782805"
"","1080","","942","","19420060","","2","-250","127111","4.52488687782805"
"","1000","","942","","19420061","","2","-250","2","4.52488687782805"
"","1000","","942","","19420062","","33","-250","106","4.52488687782805"
"","","","942","","19420063","","91","","0",""
"-180","122511","0","943","1.75","19430001","cmn_float","1","23","1","-850"
"-125","117411","0","943","1.75","19430002","43_tsumugi_deredere","1","13","1","-800"
"-125","11","0","943","1.75","19430003","cmn_float_item_09_Ball","5","12","1","-1675"
"-250","12","0","943","1.75","19430004","cmn_floatRing_pink","5","32","1","-850"
"-250","13","0","943","1.75","19430005","cmn_floatRing_blue","5","32","1","-2500"
"1","1225114","","943","1","19430006","","31","-850","8","-180"
"1","1174114","","943","1","19430007","","31","-800","5","-125"
"1","411","","943","1","19430008","","31","-1675","5","-125"
"1","412","","943","1","19430009","","31","-850","4","-250"
"1","413","","943","1","19430010","","31","-2500","4","-250"
"1","1101","","943","0","19430011","","31","-350","110","-125"
"","se_fpc_water_random","","943","1","19430012","","23","1","se_10053800",""
"","","","943","","19430013","","91","","19430011",""
"","2450","","943","","19430014","","2","-250","12","24.2647058823529"
"","2450","","943","","19430015","","33","-250","412","24.2647058823529"
"","1625","","943","","19430016","","2","-125","11","24.2647058823529"
"","1625","","943","","19430017","","33","-125","411","24.2647058823529"
"","800","","943","","19430018","","2","-250","13","24.2647058823529"
"","800","","943","","19430019","","33","-250","413","24.2647058823529"
"","0","","943","","19430020","","93","","2",""
"12","0","","943","","19430021","","2","-180","122511","6.25"
"12","0","","943","","19430022","","33","-180","1225114","6.25"
"","","","943","","19430023","","91","","19430021",""
"","vo_fpc_30301","","943","","19430024","","21","","vo_fpc","0"
"0","有好多東西在漂流著呢。\n如果這裡不是泳池，\n感覺會潛藏著魚……","0","943","0","19430025","1","11","5","122511","1"
"","","","943","","19430026","","91","","0",""
"12","-350","","943","","19430027","","2","-125","117411","6.92307692307692"
"12","-350","","943","","19430028","","33","-125","1174114","6.92307692307692"
"","vo_fpc_30302","","943","","19430029","","21","","vo_fpc","0"
"0","對了，如果能透過委身於這股水流\n來體會溪流中魚群的心情，\n或許能活用在下次釣魚時呢。","0","943","0","19430030","1","11","5","122511","1"
"","","","943","","19430031","","91","","0",""
"","","","943","","19430032","","91","","19430028",""
"","vo_fpc_30303","","943","","19430033","","21","","vo_fpc","0"
"0","啊，怜大人……♡\n漂流的姿態也好美呢。\n我可以一直看下去……","0","943","0","19430034","1","11","6","117411","1"
"","","","943","","19430035","","91","","0",""
"1","43_rei_notice_in","0.1","943","0.1","19430036","","3","0","122511","43_rei_notice_loop"
"","vo_fpc_30304","","943","","19430037","","21","","vo_fpc","0"
"0","唔……怎麼？\n這股像是猛禽鎖定獵物般的殺氣是？\n是有誰在嗎？","0","943","0","19430038","0.5","11","4","122511","1"
"","","","943","","19430039","","91","","0",""
"","1","","943","","19430040","","32","","1101",""
"","0","","943","","19430041","","32","","1174114",""
"1","43_rei_turn","0.1","943","0.1","19430042","","3","0","122511","43_rei_aseri"
"","43_tsumugi_hide","","943","0.1","19430043","","3","0","117411",""
"","0","","943","","19430044","","93","","3",""
"1","43_tsumugi_appear","0.1","943","0.1","19430045","","3","0","117411","43_tsumugi_deredere"
"","0","","943","","19430046","","93","","1",""
"","0","","943","","19430047","","32","","1101",""
"","1","","943","","19430048","","32","","1174114",""
"","vo_fpc_30305","","943","","19430049","","21","","vo_fpc","0"
"0","沒有任何人啊……\n不……在那裡！","0","943","0","19430050","0.5","11","6","122511","1"
"","","","943","","19430051","","91","","0",""
"","1","","943","","19430052","","32","","1101",""
"","0","","943","","19430053","","32","","1174114",""
"1","43_rei_turn","0.1","943","0.1","19430054","","3","0","122511","43_rei_aseri_2"
"","43_tsumugi_hide","","943","0.1","19430055","","3","0","117411",""
"","0","","943","","19430056","","93","","3",""
"1","43_tsumugi_appear","0.1","943","0.1","19430057","","3","0","117411","43_tsumugi_deredere"
"","0","","943","","19430058","","93","","1",""
"","0","","943","","19430059","","32","","1101",""
"","1","","943","","19430060","","32","","1174114",""
"","vo_fpc_30306","","943","","19430061","","21","","vo_fpc","0"
"0","果然沒有任何人嗎。\n但這陣惡寒是怎麼回事……？\n唔，感覺簡直就像是被盯上的魚啊。","0","943","0","19430062","1","11","5","122511","1"
"","","","943","","19430063","","91","","0",""
"","850","","943","","19430064","","2","-180","122511","3.84615384615385"
"","850","","943","","19430065","","33","-180","1225114","3.84615384615385"
"12","0","","943","","19430066","","2","-125","117411","2.57352941176471"
"12","0","","943","","19430067","","33","-125","1174114","2.57352941176471"
"","","","943","","19430068","","91","","0",""
"","vo_fpc_30307","","943","","19430069","","21","","vo_fpc","0"
"0","啊啊，竟然能這麼近地\n欣賞怜大人凜然的姿態，\n真是大飽眼福～","0","943","0","19430070","1","11","5","117411","1"
"","","","943","","19430071","","91","","0",""
"","850","","943","","19430072","","2","-125","117411","3.84615384615385"
"","850","","943","","19430073","","33","-125","1174114","3.84615384615385"
"","","","943","","19430074","","91","","0",""
"-15","107911","0","944","1.4875","19440001","44_tamaki_in","1","12","1","800"
"-15","3","0","944","1.4875","19440002","44_tamaki_in","5","13","3","800"
"-250","126811","0","944","1.75","19440003","44_yukari_idle","1","33","1","-1000"
"-250","2","0","944","1.75","19440004","cmn_boat_idle","5","32","2","-1000"
"-15","108011","0","944","1.4875","19440005","44_mifuyu_run","1","12","1","-800"
"1","126811","","944","1","19440006","","31","-1000","101","-250"
"1","1004","","944","0","19440007","","31","-560","1004","140"
"","se_fpc_water_random","","944","1","19440008","","23","1","se_10053800",""
"","0","","944","","19440009","","91","","19440007",""
"","300","","944","","19440010","","2","-15","107911","2.26244343891403"
"","300","","944","","19440011","","2","-15","3","2.26244343891403"
"","","","944","","19440012","","91","","",""
"1","44_tamaki_sale","0.1","944","0.1","19440013","","3","","107911","44_tamaki_sale_loop"
"1","44_tamaki_sale","0.1","944","0.1","19440014","","3","","3","44_tamaki_sale_loop"
"","vo_fpc_30401","","944","","19440015","","21","","vo_fpc","0"
"0","鯛魚燒～鯛魚燒～\n好吃的鯛魚燒店喵～","0","944","0","19440016","1","11","4","107911","1"
"","","","944","","19440017","","91","","0",""
"12","-100","","944","","19440018","","2","-250","126811","5.29411764705882"
"12","-100","","944","","19440019","","2","-250","2","5.29411764705882"
"12","-100","","944","","19440020","","33","-250","126811","5.29411764705882"
"","","","944","","19440021","","91","","",""
"1","44_tamaki_present","0.1","944","0.1","19440022","","3","0","107911","44_tamaki_present_loop"
"1","44_tamaki_present","0.1","944","0.1","19440023","","3","0","3","44_tamaki_present_loop"
"","vo_fpc_30402","","944","","19440024","","21","","vo_fpc","0"
"0","好的，那邊漂過來的小姐，\n要不要來一份鯛魚燒喵？","0","944","0","19440025","1","11","7","107911","1"
"","","","944","","19440026","","91","","0",""
"1","44_yukari_notice","0.1","944","0.2","19440027","","3","0","126811","44_yukari_notice_loop"
"","cmn_boat_idle","","944","0.2","19440028","","3","1","2",""
"","vo_fpc_30403","","944","","19440029","","21","","vo_fpc","0"
"0","哎呀，這不是珠希嗎。\n妳在這種地方做什麼？","0","944","0","19440030","1","11","7","126811","1"
"","","","944","","19440031","","91","","0",""
"","vo_fpc_30404","","944","","19440032","","21","","vo_fpc","0"
"0","什麼嘛，是優花梨啊喵。\n妳問我在做什麼，當然是做生意喵！","0","944","0","19440033","1","11","10","107911","1"
"","","","944","","19440034","","91","","0",""
"1","44_tamaki_present2sale","0.1","944","0.1","19440035","","3","0","107911","44_tamaki_sale_loop"
"1","44_tamaki_present2sale","0.1","944","0.1","19440036","","3","0","3","44_tamaki_sale_loop"
"","vo_fpc_30405","","944","","19440037","","21","","vo_fpc","0"
"0","有這麼多人在的商機，\n我可不能錯過喵！","0","944","0","19440038","1","11","6","107911","1"
"","","","944","","19440039","","91","","0",""
"1","44_yukari_worry","0.1","944","0.2","19440040","","3","0","126811","44_yukari_worry_loop"
"","cmn_boat_idle","","944","0.2","19440041","","3","1","2",""
"","vo_fpc_30406","","944","","19440042","","21","","vo_fpc","0"
"0","那個有得到秋乃的同意嗎？\n要是無照營業，可是會被罵喔？","0","944","0","19440043","1","11","5","126811","1"
"","","","944","","19440044","","91","","0",""
"","vo_fpc_30407","","944","","19440045","","21","","vo_fpc","0"
"0","沒問題的喵！為了不被發現……\n話說，不妙喵！是巡邏喵！","0","944","0","19440046","0.5","11","7","107911","1"
"","","","944","","19440047","","91","","0",""
"","1","","944","","19440048","","32","","1004",""
"","0","","944","","19440049","","93","","1",""
"1","44_tamaki_surprise","0.1","944","0.1","19440050","","3","0","107911","44_tamaki_run"
"1","44_tamaki_surprise","0.1","944","0.1","19440051","","3","0","3","44_tamaki_run"
"1","44_tamaki_surprise","0.1","944","0.1","19440052","","3","0","3","44_tamaki_run"
"","vo_fpc_30408","","944","","19440053","","21","","vo_fpc","0"
"0","快溜喵──！","0","944","0","19440054","1","11","8","107911","1"
"","0","","944","","19440055","","93","","0.8",""
"","800","","944","","19440056","","2","-15","107911","1.74034110685694"
"","800","","944","","19440057","","2","-15","3","1.74034110685694"
"","800","","944","","19440058","","2","-15","108011","4.82654600301659"
"","800","","944","","19440059","","33","-15","1004","4.82654600301659"
"","0","","944","","19440060","","93","","0.8",""
"","vo_fpc_30409","","944","","19440061","","21","","vo_fpc","0"
"0","無照營業是要被取締的！\n給我等一下！","0","944","0","19440062","0.5","11","12","108011","1"
"","","","944","","19440063","","91","","19440058",""
"","vo_fpc_30410","","944","","19440064","","21","","vo_fpc","0"
"0","等等，珠希？\n果然是沒取得同意嘛。\n……總覺得肚子餓了呢。\n要是有先點個鯛魚燒就好了啊。","0","944","0","19440065","1.5","11","5","126811","1"
"","1","","944","","19440066","","93","","11.6571428571429",""
"1","44_yukari_smile","0.1","944","0.2","19440067","","3","0","126811","44_yukari_smile_loop"
"","cmn_boat_idle","","944","0.2","19440068","","3","1","2",""
"","0","","944","","19440069","","93","","1.5",""
"","","","944","","19440070","","91","","19440065",""
"","1000","","944","","19440071","","2","-250","126811","4.97737556561086"
"","1000","","944","","19440072","","2","-250","2","4.97737556561086"
"","1000","","944","","19440073","","33","-250","126811","4.97737556561086"
"","","","944","","19440074","","91","","0",""
"-180","122611","0","945","1.75","19450001","45_yui_cmn_swm_tread","1","23","1","-1150"
"-125","110411","0","945","1.75","19450002","45_makoto_idle","1","12","1","-800"
"-180","23","0","945","1.75","19450003","empty","5","32","23","-250"
"-180","1","0","945","1.75","19450004","cmn_swm_tread_pink","5","22","1","-1150"
"1","1226113","","945","1","19450005","","31","-1150","3","-180"
"1","1104111","","945","1","19450006","","31","-770","4","-125"
"1","117","","945","0","19450007","","31","150","117","-125"
"1","111","","945","0","19450008","","31","-250","111","-180"
"","se_fpc_water_random","","945","1","19450009","","23","1","se_10053800",""
"","0","","945","","19450010","","91","","19450008",""
"12","150","","945","","19450011","","2","-125","110411","5.58823529411765"
"12","180","","945","","19450012","","33","-125","1104111","5.58823529411765"
"12","-200","","945","","19450013","","2","-180","122611","5.58823529411765"
"12","-200","","945","","19450014","","2","-180","1","5.58823529411765"
"12","-200","","945","","19450015","","33","-180","1226113","5.58823529411765"
"","","","945","","19450016","","91","","19450015",""
"","45_yui_idle","","945","0.1","19450017","","3","1","122611",""
"","45_yui_idle","","945","0.1","19450018","","3","1","1",""
"","45_makoto_talk","","945","0.1","19450019","","3","1","110411",""
"","vo_fpc_30501","","945","","19450020","","21","","vo_fpc","0"
"0","怎麼了，優衣？\n妳特意為那傢伙\n做了便當吧？\n趕快邀請他不就好了。","0","945","0","19450021","1","11","6","110411","1"
"","","","945","","19450022","","91","","0",""
"","vo_fpc_30502","","945","","19450023","","21","","vo_fpc","0"
"0","我明明連採買都請妳幫忙了，\n抱歉啊。不過，便當的內容\n有點太幹勁十足了……","0","945","0","19450024","1","11","5","122611","1"
"","","","945","","19450025","","91","","0",""
"","vo_fpc_30503","","945","","19450026","","21","","vo_fpc","0"
"0","太幹勁十足是怎樣啊？\n妳準備的材料很正常吧？\n嗯？話說回來，妳有買粉紅色的\n櫻花魚鬆吧。難不成……","0","945","0","19450027","1","11","5","110411","1"
"","","","945","","19450028","","91","","0",""
"1","45_makoto_talk_surprise","0.1","945","0.1","19450029","","3","0","110411","45_makoto_talk_surprise_loop"
"1","45_yui_shy_in","0.1","945","0.1","19450030","","3","0","122611","45_yui_shy_loop"
"1","45_yui_shy_in","0.1","945","0.1","19450031","","3","0","1","45_yui_shy_loop"
"","vo_fpc_30504","","945","","19450032","","21","","vo_fpc","0"
"0","……嗯，我做了……\n巨大的愛心圖案……\n果然還是不能邀他吧！\n真琴能幫我吃掉嗎！？","0","945","0","19450033","1","11","4","122611","1"
"","","","945","","19450034","","91","","0",""
"","45_makoto_idle","","945","0.1","19450035","","3","1","110411",""
"","vo_fpc_30505","","945","","19450036","","21","","vo_fpc","0"
"0","我知道了啦。我會陪妳去，\n然後替妳吃掉的……\n其他的配菜是妳的得意之作吧？\n好了，快點走囉！","0","945","0","19450037","0.5","11","7","110411","1"
"","","","945","","19450038","","91","","0",""
"1","45_makoto_dogscratch_in","0.1","945","0.1","19450039","","3","0","110411","cmn_swm_dogscratch"
"","0","","945","","19450040","","93","","0.5",""
"","0","","945","","19450041","","32","","1104111",""
"","1","","945","","19450042","","32","","117",""
"0","1050","","945","","19450043","","2","-125","110411","4.07239819004525"
"0","1050","","945","","19450044","","33","-125","117","4.07239819004525"
"1","45_yui_notice","0.1","945","0.1","19450045","","3","0","122611","45_yui_idle_2"
"1","45_yui_notice","0.1","945","0.1","19450046","","3","0","1","45_yui_idle"
"","vo_fpc_30506","","945","","19450047","","21","","vo_fpc","0"
"0","啊，真琴？\n等一下啦──！","0","945","0","19450048","1","11","9","122611","1"
"","","","945","","19450049","","91","","0",""
"","45_yui_cmn_swm_tread","","945","0.1","19450050","","3","1","122611",""
"","cmn_swm_tread_pink","","945","0.1","19450051","","3","1","1",""
"0","850","","945","","19450052","","2","-180","122611","4.75113122171946"
"0","850","","945","","19450053","","2","-180","1","4.75113122171946"
"0","850","","945","","19450054","","33","-180","1226113","4.75113122171946"
"","0","","945","","19450055","","93","","3",""
"","1","","945","","19450056","","32","","111",""
"1","45_eriko_float_in","0.1","945","0.1","19450057","","3","0","23","45_eriko_float_loop"
"","0","","945","","19450058","","93","","2",""
"","vo_fpc_30507","","945","","19450059","","21","","vo_fpc","0"
"0","有盯上那位大人的不檢點氣息……\n這是偷腥貓，不對，是母狗的味道？\n必須要排除才行……","0","945","0","19450060","3","11","3","23","1"
"","0","","945","","19450061","","93","","16.7666666666667",""
"","0","","945","","19450062","","93","","1.5",""
"","","","945","","19450063","","91","","19450060",""
"","45_eriko_float_end","","945","0.1","19450064","","3","0","23",""
"","0","","945","","19450065","","93","","3",""
"","","","945","","19450066","","91","","0",""
"-15","107911","0","946","1.4875","19460001","cmn_walk","1","12","1","-800"
"-15","107811","0","946","1.4875","19460002","cmn_walk","1","12","1","-1000"
