fa8b2f61aad4df1df04e81e6e2125eff48c4e474e5a8f88ef7bcde3a3e86bb33,7f40ea7bef47d44134854b51ecb14e70baf3e6f7983105461c2db7e65588cf84,5c362cf4bf34dc8a1f70a3569758b0647c979e927f43a3d720e2bc525f363820,a44a1fe40128311ec7c508e1d701d91879e74fcd29743ce0020d9de75e271593,3a12c1698d561f38df359007645d8ab02aa53ef3c334b30c166eb955bc4d0b5c,8a060e3e3810b0e26b1ed55b0bed98fec82116f9a9fa9d545e6a79477128ef38,e071386a22e50bfdf9ffe52ac5d60b7a417159a9fbef83b626a85c5769a2e8c7,ff8e1ed93d5e41df1e727ca375c000f6490904d0f84f0b6cd04f0f4e9efc33b4,ecdf2dc56dc735947e6ac2bc67a2c4cdb74c35948fc8d0e230b5648556925a81,5a4ba5e576697a92683b019fb303e2da3398c39de4a3e907659545bb6c1b60e4,d9087056ff7fb2281b1dab5a1a80a9415529d55ba3f999a15ec7cb65ffc7496e,26130e29531438f08bc4f4f48c279b8e463ee13c4724a58dfbe2abdd838cfbf2,f7a1e01d0406375aa896980f419ed9a3e3f7f432eb1853711d7cd8df4daa07fe,b4b5ac9629f9b6fea6e5c61cfea6994fa17236f181803b25429b72ae742202dd,3906423bb47ec4218cf11c5862040822056bbf74395a8541cab59e277cfc5de6,133ae975d6f924dc017cb7e765f66e873e11ed3590c8499123525402197d6ee8,9c2b593e6288a0c2f65c8d04e325e1c428b6cad7d3474fb0f3cae8befb2e4493,52a0301866f19bdfd6b0a50336e7b5611b5f9402b6b0bb5492979f467044e6fc,8ab7b4d4759bab95a4468ab910c747cc7ee18e12dcc390cd2c4e491ccbcfad31,799974eb536756305d93ebafa8cdacbbe2201ff48f311e7ad393a4d3e931d8d4
"3","在法國餐廳裡，最常見的前菜料理。","28900","烤勃根蝸牛","6","2","6","0","6","烤勃根地蝸牛","21187","5129","這個的名稱是什麼？","34680","5","26681","6","29275","6","烤勃根地蝸牛"
"1","以可可豆為原料的熱門點心。從苦到甜有各式各樣的種類。(用英文作答)","67","Choco","3","2","3","0","2","Chocolate","104","5130","這個的名稱是什麼？","99","5","111","3","111","3","Chocolate"
"3","過去出自貴族階級的話語。","39640","高貴的身分","6","2","6","0","6","高貴的身分就伴隨著社會義務","36020","5131","這個的名稱是什麼？","36523","5","30340","6","20998","6","高貴的身分就伴隨著社會義務"
"2","辣椒和南瓜等綠色或黃色蔬菜的總稱。定義上是指含有一定程度以上胡蘿蔔素的蔬菜。","40643","黃綠色蔬菜","6","2","6","0","6","","32160","5132","這個的名稱是什麼？","34092","5","33394","6","33756","6","黃綠色蔬菜"
"1","「太陽蛋」的英文。","83","Sunny","3","2","3","0","2","Sunny-side-up egg","117","5133","這個的名稱是什麼？","110","5","110","3","121","3","Sunny-side-up egg"
"2","","82","Runny","3","2","3","0","2","雙面半生荷包蛋=Runny egg","117","5134","這個的名稱是什麼？","110","5","110","3","121","3","雙面半生荷包蛋=Runny egg"
"1","大尺寸的毛巾，如字面意思，是在洗好澡時擦乾身體用。","116","towel","3","2","3","0","3","浴巾=Bath towel","111","5135","這個的名稱是什麼？","101","5","119","3","108","3","浴巾=Bath towel"
"3","","49","100萬次","1","1","6","5136","1","","48","5136","這個的名稱是什麼？","33836","5","48","1","27425","6","100萬次"
"1","在使用羊肉的料理中非常受歡迎。在特殊形狀的鐵板上將羊肉和蔬菜一起烤。","25104","成吉思汗羊","6","2","6","0","6","成吉思汗羊肉","21513","5137","這個的名稱是什麼？","27735","5","24605","6","32650","6","成吉思汗羊肉"
"1","是一棟獨立的洋房建築，也稱為「單戶住宅」。","29544","獨立式洋房","6","2","6","0","6","","31435","5138","這個的名稱是什麼？","27915","5","24335","6","25151","6","獨立式洋房"
"1","又稱為行動不便者使用設施。","28961","無障礙設施","6","2","6","0","6","","38556","5139","這個的名稱是什麼？","35373","5","31001","6","26045","6","無障礙設施"
"2","與一般面對牆壁形式的廚房不同，而是像島一樣獨立型態的廚房。","20013","中島式廚房","6","2","6","0","6","","23798","5140","這個的名稱是什麼？","24282","5","24335","6","25151","6","中島式廚房"
"3","綠建築分為九大指標，其中「增加生物棲地，使物種多樣化」是哪一個指標？","29983","生物多樣性","6","2","6","0","6","生物多樣性指標","29289","5141","這個的名稱是什麼？","27171","5","22810","6","24615","6","生物多樣性指標"
"3","綠建築分為九大指標，其中「建築排放的二氧化碳轉換成植物吸收量」是哪一個指標？","32160","綠化量指標","6","2","6","0","6","","21270","5142","這個的名稱是什麼？","25351","5","37327","6","27161","6","綠化量指標"
"3","綠建築分為九大指標，其中「使土地涵養水源，減少都市洪荒」是哪一個指標？","22320","地保水指標","6","2","6","0","6","基地保水指標","20445","5143","這個的名稱是什麼？","25351","5","27700","6","27161","6","基地保水指標"
"1","「打工度假」的英文。","104","holid","3","2","3","0","3","Working holiday","111","5144","這個的名稱是什麼？","105","5","108","3","100","3","Working holiday"
"3","綠建築分為九大指標，其中「節省日常使用能源」是哪一個指標？","24120","常節能指標","6","2","6","0","6","日常節能指標","31680","5145","這個的唸法是什麼？","25351","5","33021","6","27161","6","日常節能指標"
"3","綠建築分為九大指標，其中「使用低二氧化碳排放的建材」是哪一個指標？","20108","二氧化碳減","6","2","6","0","6","二氧化碳減量指標","27687","5146","這個的名稱是什麼？","30899","5","21270","6","28187","6","二氧化碳減量指標"
"3","綠建築分為九大指標，其中「運用自動化及規格化，避免浪費」是哪一個指標？","24290","廢棄物減量","6","2","6","0","6","廢棄物減量指標","26820","5147","這個的唸法是什麼？","28187","5","29289","6","37327","6","廢棄物減量指標"
"3","綠建築分為九大指標，其中「避免有音、光、熱、空氣、電磁等影響室內健康的因子」是哪一個指標？","20839","內健康指標","6","2","6","0","6","室內健康指標","20581","5148","這個的名稱是什麼？","25351","5","24247","6","27161","6","室內健康指標"
"3","綠建築分為九大指標，其中「節省水源」是哪一個指標？","27700","水資源指標","6","2","6","0","6","","36039","5149","這個的名稱是什麼？","25351","5","28304","6","27161","6","水資源指標"
"3","綠建築分為九大指標，其中「減少日常汙水與垃圾使用量」是哪一個指標？","27737","汙水垃圾減","6","2","6","0","6","汙水與垃圾減量指標","27700","5150","這個的名稱是什麼？","22334","5","22403","6","28187","6","汙水與垃圾減量指標"
"2","意指每天晚上會進行的個人習慣。","38291","間例行公事","6","2","6","0","6","夜間例行公事","20363","5151","這個的名稱是什麼？","20844","5","34892","6","20107","6","夜間例行公事"
"1","美國知名劇院，是紐約市重要的旅遊景點。","30334","百老匯劇院","6","2","6","0","6","","32769","5152","這個的唸法是什麼？","21127","5","21295","6","38498","6","百老匯劇院"
"3","被稱作「江戶四大食」。","22781","壽司天婦羅","6","2","6","0","6","壽司、鰻魚、蕎麥麵、天婦羅","21496","5153","這個的名稱是什麼？","23142","5","22825","6","32645","6","壽司、鰻魚、蕎麥麵、天婦羅"
"3","","25226","把盤子摔破","6","1","6","5154","6","","30436","5154","這個「？」裡填入的是？","25684","5","23376","6","30772","6","把盤子摔破"
"3","十分受歡迎的紅茶品種。和「烏巴紅茶」、「祁門紅茶」齊名，被譽為「世界三大紅茶」。","22823","大吉嶺紅茶","6","2","6","0","6","","21513","5155","這個的名稱是什麼？","32005","5","23994","6","33590","6","大吉嶺紅茶"
"2","受大眾歡迎的一種紅茶，也常是製作點心的食材。含有「伯爵」的意思。","26684","格雷伯爵茶","6","2","6","0","6","","38647","5156","這個的名稱是什麼？","29237","5","20271","6","33590","6","格雷伯爵茶"
"2","紅茶的一種。帶有淡淡的麥芽香、玫瑰香。","38463","阿薩姆紅茶","6","2","6","0","6","","34217","5157","這個的名稱是什麼？","32005","5","22982","6","33590","6","阿薩姆紅茶"
"2","意指家庭支出總額中，「伙食費」所占的比例。","24681","恩格爾定律","6","2","6","0","6","","26684","5158","這個的名稱是什麼？","23450","5","29246","6","24459","6","恩格爾定律"
"2","血中尿酸過多的□□□□□，會增加痛風的風險。","39640","高尿酸血症","6","2","6","0","6","","23615","5159","這個的名稱是什麼？","34880","5","37240","6","30151","6","高尿酸血症"
"2","紅茶的一種。在地野生種臺灣山茶與緬甸大葉種紅茶配種而成，茶色偏紅。又稱為「紅玉」","21488","台茶18號","6","2","1","0","6","","33590","5160","這個的名稱是什麼？","56","5","49","1","34399","6","台茶18號"
"3","紅茶的一種。帶有樹、草與苔的中性香氣，最適合調製奶茶。","37675","錫蘭烏巴茶","6","2","6","0","6","錫蘭烏巴茶","34349","5161","這個的名稱是什麼？","24052","5","28879","6","33590","6","錫蘭烏巴茶"
"3","茶類之一。有濃濃的蜂蜜香、熟果味。顏色是橙紅色。","26481","東方美人茶","6","2","6","0","6","","26041","5162","這個的名稱是什麼？","20154","5","32654","6","33590","6","東方美人茶"
"2","又稱為「花粉症」。","36942","過敏性鼻炎","6","2","6","0","6","","25935","5163","這個的名稱是什麼？","40763","5","24615","6","28814","6","過敏性鼻炎"
"2","不同於以往在固定時段工作的形式，可以自由決定上下班時間的工作制度。","24392","彈性工時制","6","2","6","0","6","","24615","5164","這個的名稱是什麼？","26178","5","24037","6","21046","6","彈性工時制"
"2","沙拉醬之一，醬油為基底，除了加上果糖、洋蔥、糖之外，額外還會加上鹽巴，使得鈉含量偏高。","26085","日式和風醬","6","2","6","0","6","","24335","5165","這個的名稱是什麼？","39080","5","21644","6","37292","6","日式和風醬"
"2","「莎莎醬」的英文。","83","Salsa","3","2","3","0","2","","97","5166","這個的名稱是什麼？","115","5","108","3","97","3","Salsa"
"1","「番茄醬」的英文。","75","Ketch","3","2","3","0","2","Ketchup","101","5167","這個的名稱是什麼？","99","5","116","3","104","3","Ketchup"
"1","人造奶油因生產過程經氫化後會產生□□□□□，容易增加心臟病與糖尿病等機率。","21453","反式脂肪酸","6","2","6","0","6","","24335","5168","這個的名稱是什麼？","32938","5","33026","6","37240","6","反式脂肪酸"
"3","料理的「基本調味料」，其使用順序為何？","31958","糖鹽醋醬油","6","2","6","0","6","糖、鹽、醋、醬油、味精","40573","5169","這個的名稱是什麼？","37292","5","37259","6","27833","6","糖、鹽、醋、醬油、味精"
"1","","66","Buffet","3","2","3","0","2","自助餐=Buffet  吃到飽=All-you-can-eat","117","5170","這個的名稱是什麼？","102","5","102","3","101","3","自助餐=Buffet  吃到飽=All-you-can-eat"
"3","「吃到飽」的英文簡稱為「AYCE」，那全名為？","108","lleat","3","2","3","0","3","吃到飽=All-you-can-eat","108","5171","這個的名稱是什麼？","97","5","101","3","116","3","吃到飽=All-you-can-eat"
"3","現今飲食界廣泛使用的辣度量度指標是：","39640","高維爾指標","6","2","6","0","6","史高維爾指標","32173","5172","這個的名稱是什麼？","25351","5","29246","6","27161","6","史高維爾指標"
"2","黏果酸漿，有著獨特的酸味，是墨西哥菜常用的佐料。又稱為？","22696","墨西哥番茄","6","2","6","0","6","墨西哥綠番茄","35199","5173","這個的名稱是什麼？","30058","5","21733","6","33540","6","墨西哥綠番茄"
"1","經過炸什錦等方式料理後頗受歡迎的食用小蝦。身體是透明的粉紅色，再與飯一起炒可成為一道料理。","27387","櫻花蝦炒飯","6","2","6","0","6","","33457","5174","這個的名稱是什麼？","28818","5","34662","6","39151","6","櫻花蝦炒飯"
"3","美國為第一個設立父親節的國家，請問當時設立父親節的日期為？ ","49","10619","1","2","1","0","1","1910年6月19日","48","5175","這個的名稱是什麼？","49","5","54","1","57","1","1910年6月19日"
"3","以生番茄、各種辣椒、香料製成，為濃稠滑順的醬料，通常使用在熱菜上。","29287","牧場莎莎醬","6","2","6","0","6","","22580","5176","這個的名稱是什麼？","33678","5","33678","6","37292","6","牧場莎莎醬"
"2","「狂野莎莎醬」是從西班牙馬德里變化出的莎莎醬，因為吃來很辣，又被稱為？","21191","勇敢莎莎醬","6","2","6","0","6","","25954","5177","這個的名稱是什麼？","33678","5","33678","6","37292","6","勇敢莎莎醬"
"2","以酪梨為主料的混醬(混醬是以紅辣椒為基底的墨西哥醬料形式)。","37226","酪梨莎莎醬","6","2","6","0","6","","26792","5178","這個的名稱是什麼？","33678","5","33678","6","37292","6","酪梨莎莎醬"
"3","用酸度較高的芒果，搭配又辣又甜Tabasco辣椒醬的醬料。","33426","芒果莎莎醬","6","2","6","0","6","","26524","5179","這個的名稱是什麼？","33678","5","33678","6","37292","6","芒果莎莎醬"
"3","臺灣人熟悉的醬料，常用於開胃小點，會搭配白麵包。","30058","番茄莎莎醬","6","2","6","0","6","","33540","5180","這個的名稱是什麼？","33678","5","33678","6","37292","6","番茄莎莎醬"
"3","是一種用葡萄榨汁熬煮，再進行醋化後的調味品，可使用在沙拉、醬汁，搭配肉類、海鮮類的餐點。","24052","巴薩米克醋","6","2","6","0","6","","34217","5181","這個的名稱是什麼？","20811","5","31859","6","37259","6","巴薩米克醋"
"2","用柳丁做基底的莎莎醬，酸甜清新，很適合拌入沙拉。","26577","柑橘莎莎醬","6","2","6","0","6","","27224","5182","這個的名稱是什麼？","33678","5","33678","6","37292","6","柑橘莎莎醬"
"1","在高速公路上，外側車道是指主線車道中□□□□□。","26368","最右側車道","6","2","6","0","6","","21491","5183","這個的名稱是什麼？","36554","5","20596","6","36947","6","最右側車道"
"2","意指「具有恰到好處的肌肉，低脂肪且結實的身材」的俗語。反義詞是「猩猩肌肉猛男」。","32406","纖瘦肌肉男","6","2","6","0","6","","30246","5184","這個的名稱是什麼？","32905","5","32908","6","30007","6","纖瘦肌肉男"
"1","在高速公路上，內側車道是指主線車道中□□□□□。","26368","最左側車道","6","2","6","0","6","","24038","5185","這個的名稱是什麼？","36554","5","20596","6","36947","6","最左側車道"
"2","在高速公路上，中線車道是指□□□□□或五車道中之中間車道","21516","同向三車道","6","2","6","0","6","","21521","5186","這個的名稱是什麼？","36554","5","19977","6","36947","6","同向三車道"
"2","在高速公路上，中外車道是指同向四車道或五車道中□□□□□道之車道。","37168","鄰接外側車","6","2","6","0","6","鄰接外側車道之車道","25509","5187","這個的名稱是什麼？","20596","5","22806","6","36554","6","鄰接外側車道之車道"
"1","海苔壽司捲之一，中間捲有黃瓜。","23567","小黃瓜壽司","6","2","6","0","6","","40643","5188","這個的名稱是什麼？","22781","5","29916","6","21496","6","小黃瓜壽司"
"2","在高速公路上，中內車道是指同向四車道或五車道中□□□□□道之車道。","37168","鄰接內側車","6","2","6","0","6","鄰接內側車道之車道","25509","5189","這個的名稱是什麼？","20596","5","20839","6","36554","6","鄰接內側車道之車道"
"3","在高速公路上，加速車道是指設於□□與□□□道之間，專供汽車由匝道駛入主線車道前加速之車道。","21277","匝道主線車","6","2","6","0","6","匝道與主線車道之間","36947","5190","這個的名稱是什麼？","32218","5","20027","6","36554","6","匝道與主線車道之間"
"3","「蕎麥麵」的一種分類，將蕎麥麵粉與烏龍麵專用粉以2：8比例混製的蕎麥麵。","20108","二八蕎麥麵","6","2","6","0","6","","20843","5191","這個的名稱是什麼？","40613","5","34126","6","40629","6","二八蕎麥麵"
"1","如果按照順序排列「地支」，最前面的五個是？","30002","甲乙丙丁戊","6","2","6","0","6","甲、乙、丙、丁、戊、己、庚……","20057","5192","這個的名稱是什麼？","19969","5","19993","6","25098","6","甲、乙、丙、丁、戊、己、庚……"
"3","如果按照順序排列「天干」，最前面的五個是？","23376","子丑寅卯辰","6","2","6","0","6","子、丑、寅、卯、辰、巳、午、未、申……","19985","5193","這個的名稱是什麼？","21359","5","23493","6","36784","6","子、丑、寅、卯、辰、巳、午、未、申……"
"1","","19981","不可燃垃圾","6","2","6","0","6","","21487","5194","這個的名稱是什麼？","22403","5","29123","6","22334","6","可燃垃圾⇔不可燃垃圾"
"3","在高速公路上，減速車道是指設於主線車道與匝道之間，專供汽車□□□□□道進入匝道前減速之車道。","39387","駛離主線車","6","2","6","0","6","駛離主線車道","38626","5195","這個的名稱是什麼？","32218","5","20027","6","36554","6","駛離主線車道"
"3","輔助車道是指設於□□□□□側，銜接相鄰兩交流道間加、減速車道，專供車輛進出高速公路及快速公路使用之車道。","20027","主線車道外","6","2","6","0","6","主線車道外側","32218","5196","這個的名稱是什麼？","36947","5","36554","6","22806","6","主線車道外側"
"2","在高速公路上，指專供特定車種或乘載一定人數以上之車輛行駛之車道。","39640","高乘載車道","6","2","6","0","6","","20056","5197","這個的名稱是什麼？","36554","5","36617","6","36947","6","高乘載車道"
"2","交流道指高速公路或快速公路與其他道路連接，以□□構成□□□交之部分。","21277","匝道立體相","6","2","6","0","6","匝道構成立體相交","36947","5198","這個的名稱是什麼？","39636","5","31435","6","30456","6","匝道構成立體相交"
"3","在高速公路上，爬坡道是指設於上坡路段□□□□□側，供爬坡時速低於最低速限之車輛行駛之車道。","20027","主線車道外","6","2","6","0","6","主線車道外側","32218","5199","這個的名稱是什麼？","36947","5","36554","6","22806","6","主線車道外側"
"2","在高速公路上，指隔離雙向行車之中間界區。","20013","中央分隔帶","6","2","6","0","6","","22830","5200","這個的名稱是什麼？","38548","5","20998","6","24118","6","中央分隔帶"
"2","哪一種機車是能行駛於高速公路與快速道路。","22411","型重型機車","6","2","6","0","6","大型重型機車","37325","5201","這個的名稱是什麼？","27231","5","22411","6","36554","6","大型重型機車"
"2","「休息站」的英文。","115","strea","3","2","3","0","3","Rest area","116","5202","這個的名稱是什麼？","101","5","114","3","97","3","Rest area"
"1","刮鬍刀的一種。能節省時間，需要用到電才能使用。","38651","電動刮鬍刀","6","2","6","0","6","","21205","5203","這個的名稱是什麼？","39693","5","21038","6","20992","6","電動刮鬍刀"
"2","「高速公路」的英文。","105","ighwa","3","2","3","0","3","Highway","103","5204","這個的名稱是什麼？","119","5","104","3","97","3","Highway"
"1","「早餐」的英文。","66","Break","3","2","3","0","2","Breakfast","114","5205","這個的名稱是什麼？","97","5","101","3","107","3","Breakfast"
"1","「午餐」的英文。","76","Lunch","3","2","3","0","2","","117","5206","這個的名稱是什麼？","99","5","110","3","104","3","Lunch"
"2","「蛋餅」的英文。","69","Eggro","3","2","3","0","2","Egg roll","103","5207","這個的名稱是什麼？","114","5","103","3","111","3","Egg roll"
"3","隸屬「克蕾琪塔」的公會名稱是？","22763","士滿工商會","6","1","6","6020","6","里士滿工商會","28415","5209","這個的名稱是什麼？","21830","5","24037","6","26371","6","里士滿工商會"
"3","「饅頭」的英文。","83","Steam","3","2","3","0","2","Steamed bun","116","5211","這個的名稱是什麼？","97","5","101","3","109","3","Steamed bun"
"2","「油條」的英文。","70","Fried","3","2","3","0","2","Fried bread stick","114","5212","這個的名稱是什麼？","101","5","105","3","100","3","Fried bread stick"
"2","「米漿」的英文。","112","peanu","3","2","3","0","3","Rice and peanut milk","101","5213","這個的名稱是什麼？","110","5","97","3","117","3","Rice and peanut milk"
"2","可遊玩小遊戲的公會小屋家具。","22823","大家遊戲桌","6","1","6","5214","6","大家的遊戲桌","23478","5214","這個的名稱是什麼？","25138","5","36938","6","26700","6","大家的遊戲桌"
"3","「花凜」會製造出掃蕩券的公會小屋家具。","33457","花凜辦公桌","6","1","6","5215","6","花凜的辦公桌","20956","5215","這個的名稱是什麼？","20844","5","36774","6","26700","6","花凜的辦公桌"
"3","作為登頂「綠龍骸嶺」的證明，美食殿堂所獲得的料理兼公會小屋家具。","40845","龍尾關東煮","6","1","6","5216","6","頂級的龍尾關東煮","23614","5216","這個的名稱是什麼？","26481","5","38364","6","29038","6","頂級的龍尾關東煮"
"3","作為登頂「雲海山脈」的證明，美食殿堂所獲得的料理兼公會小屋家具。","38642","雲海魔物肉","6","1","6","5217","6","雲海的魔物肉","28023","5217","這個的名稱是什麼？","29289","5","39764","6","32905","6","雲海的魔物肉"
"3","作為登頂「毒瘴闇稜」的證明，美食殿堂所獲得的料理兼公會小屋家具。","32085","絕世海量飯","6","1","6","5218","6","絕世好蛋與海量飯山","19990","5218","這個的名稱是什麼？","37327","5","28023","6","39151","6","絕世好蛋與海量飯山"
"3","「魷魚串」的英文。","115","squid","3","2","3","0","3","Grilled squid","113","5219","這個的名稱是什麼？","105","5","117","3","100","3","Grilled squid"
"2","某位角色親手製作的公會小屋家具，可以儲存瑪那。","21487","可可蘿錢包","6","1","6","5220","6","可可蘿的錢包","21487","5220","這個的名稱是什麼？","37666","5","34367","6","21253","6","可可蘿的錢包"
"3","洋溢著振興大間鎮的希望，繪有釣起某大魚景象的海報。","26032","新春金槍鮪","6","1","6","5221","6","新春金槍鮪釣起圖","26149","5221","這個的名稱是什麼？","27085","5","37329","6","39850","6","新春金槍鮪釣起圖"
"2","「Cucumber Salad 」的中文為：","28092","涼拌小黃瓜","6","2","6","0","6","","25292","5222","這個的名稱是什麼？","40643","5","23567","6","29916","6","涼拌小黃瓜"
"3","克莉絲提娜所打造的SPA設備，不僅外觀華美，效果更是超群。","24230","度假SPA","6","1","2","5223","6","克莉絲提娜度假SPA","20551","5223","這個的名稱是什麼？","80","5","83","2","65","2","克莉絲提娜度假SPA"
"2","「培根串」的英文。","66","Bacon","3","2","3","0","2","Bacon root","97","5224","這個的名稱是什麼？","111","5","99","3","110","3","Bacon root"
"1","又稱為世運會，每四年舉行一次，於每屆奧運一年後舉行，世運會沒有冬季項目。","19990","世界運動會","6","2","6","0","6","世界運動會","30028","6001","全名是什麼？","21205","6","36939","6","26371","6","世界運動會"
"1","青蛙或蠑螈這類水陸兩棲的生物。","20841","兩棲類生物","6","2","6","0","6","","26866","6002","這個的名稱是什麼？","29983","6","39006","6","29289","6","兩棲類生物"
"2","","35722","變態可疑分","6","1","6","6003","6","變態可疑分子","24907","6003","左側的角色如何稱呼右邊的角色？","30097","6","21487","6","20998","6","變態可疑分子"
"2","疑似是月光學院的男同學用以指稱優妮之「恐怖」的用語。","24503","德蕾女狂人","6","1","6","6004","6","德蕾女的狂人","34174","6004","這個的名稱是什麼？","29378","6","22899","6","20154","6","德蕾女的狂人"
"2","疑似是月光學院的男同學用以指稱琪愛兒之「恐怖」的用語。","24503","德蕾女狂人","6","1","6","6005","6","德蕾女的狂人","34174","6005","這個的名稱是什麼？","29378","6","22899","6","20154","6","德蕾女的狂人"
"2","疑似是月光學院的男同學用以指稱克蘿依之「恐怖」的用語。","24503","德蕾女狂人","6","1","6","6006","6","德蕾女的狂人","34174","6006","這個的名稱是什麼？","29378","6","22899","6","20154","6","德蕾女的狂人"
"2","將「七七香」升到★5時\n可獲得的稱號。","24375","強魔法少女","6","1","6","6007","6","可愛到爆的超強魔法少女","39764","6007","這個的名稱是什麼？","23569","6","27861","6","22899","6","可愛到爆的超強魔法少女"
"2","紅鶴的一種。分布在安地斯山脈，羽毛是粉白色，腳是唯一一種有者黃色腳的紅鶴。","23433","安第斯紅鶴","6","2","6","0","6","","31532","6008","這個的名稱是什麼？","32005","6","26031","6","40372","6","安第斯紅鶴"
"1","犰狳屬於什麼類型的動物？","21754","哺乳類動物","6","2","6","0","6","","20083","6009","這個的名稱是什麼？","21205","6","39006","6","29289","6","哺乳類動物"
"1","「鵝」的英文。","71","Goose","3","2","3","0","2","","111","6010","這個的名稱是什麼？","115","6","111","3","101","3","Goose"
"2","一種猿類。他的肩及背部有長達30公分的親黃色長毛。","22235","四川金絲猴","6","2","6","0","6","","24029","6012","這個的名稱是什麼？","32114","6","37329","6","29492","6","四川金絲猴"
"2","長臂猿分為：白臂長臂猿和？","30333","白掌長臂猿","6","2","6","0","6","","25484","6013","這個的名稱是什麼？","33218","6","38263","6","29503","6","白掌長臂猿"
"3","世界最大的陸龜。最高紀錄為身長6米，800斤重。","21152","加拉帕戈斯","6","2","6","0","6","加拉帕戈斯象龜","25289","6014","這個的名稱是什麼？","25096","6","24085","6","26031","6","加拉帕戈斯象龜"
"1","「袋鼠」的英文。","75","Kanga","3","2","3","0","2","Kangaroo","97","6015","這個的名稱是什麼？","103","6","110","3","97","3","Kangaroo"
"1","【里士滿工商會】的公會長「克蕾琪塔」。全名叫作什麼？","34174","蕾琪塔凱許","6","1","6","6020","6","克蕾琪塔‧凱許","29738","6020","這個的名稱是什麼？","20977","6","22612","6","35377","6","克蕾琪塔‧凱許"
"2","將「依里」升到★5時\n可獲得的稱號。","20658","傲嬌的害羞","6","1","6","6021","6","傲嬌的害羞女孩","23308","6021","這個人是誰？","23475","6","30340","6","32670","6","傲嬌的害羞女孩"
"1","「貓熊」的英文。","80","Panda","3","2","3","0","2","","97","6022","這個的名稱是什麼？","100","6","110","3","97","3","Panda"
"1","琪愛兒身為「慈樂之音粉絲」的綽號。","22909","好棒棒武士","6","1","6","6024","6","慈樂之音好棒棒武士","26834","6024","這個人是誰？","27494","6","26834","6","22763","6","慈樂之音好棒棒武士"
"2","「杏奈」的綽號。","30142","疾風之冥姬","6","1","6","3002","6","疾風之冥姬","39080","6025","這個的名稱是什麼？","20901","6","20043","6","23020","6","疾風之冥姬"
"2","將「美里」升到★5時可獲得的稱號。","20320","你看是媽媽","6","1","6","6028","6","你看，是媽媽哦～","30475","6028","這上面寫著什麼？","23229","6","26159","6","23229","6","你看，是媽媽哦～"
"2","「凱留」在夢境裡的姓名為？","30334","百地希留耶","6","1","6","0","6","","22320","6041","這個的名稱是什麼？","30041","6","24076","6","32822","6","百地希留耶"
"1","活動「王都的名偵探 嘆息的追緝者」的Boss。","21696","哀嘆之女神","6","1","6","6042","6","哀嘆之女神","22022","6042","這個的名稱是什麼？","22899","6","20043","6","31070","6","哀嘆之女神"
"2","「璃乃」在夢境裡的姓名為？","34915","衣之咲璃乃","6","1","6","0","6","衣之咲璃乃","20043","6043","這個的名稱是什麼？","29827","6","21682","6","20035","6","衣之咲璃乃"
"1","活動「七夕劍客旅情譚 天際川流夏之戀」的Boss。","35258","覺醒花心星","6","1","6","6044","6","覺醒‧花心星","37266","6044","這個的名稱是什麼？","24515","6","33457","6","26143","6","覺醒‧花心星"
"2","活動「新春美食公主！　賭上關鍵一擲的少女們」的Boss。","31350","究極金槍鮪","6","1","6","6045","6","究極金槍鮪","26997","6045","這個的名稱是什麼？","27085","6","37329","6","39850","6","究極金槍鮪"
"1","活動「慈樂之音的夏日演唱會　Just a moment！」的Boss。","22899","女王歌水母","6","1","6","6046","6","女王歌唱水母","29579","6046","這個的名稱是什麼？","27700","6","27468","6","27597","6","女王歌唱水母"
"1","活動「魔法少女外傳　黑暗魔法★三人組！」的Boss。","21453","反逆獸三重","6","1","6","6047","6","反逆獸‧三重","36870","6047","這個的名稱是什麼？","19977","6","29560","6","37325","6","反逆獸‧三重"
"2","用以形容「美咲」是個什麼樣的女性的俗稱。裝成熟的感覺很可愛。","25104","成熟的淑女","6","1","6","6048","6","成熟的淑女","29087","6048","這個的名稱是什麼？","28113","6","30340","6","22899","6","成熟的淑女"
"3","別名金錢龜、紅邊龜、金頭龜。","19977","三線閉殼龜","6","2","6","0","6","","32218","6049","這個的名稱是什麼？","27580","6","38281","6","40860","6","三線閉殼龜"
"2","世界上體型最小的烏龜。","36855","迷你麝香龜","6","2","6","0","6","","20320","6050","這個的名稱是什麼？","39321","6","40605","6","40860","6","迷你麝香龜"
"2","將「千歌」升到★5時可獲得的稱號。","39080","風唱喚歌姬","6","2","6","0","6","風之唱喚歌姬","21809","6051","這個的名稱是什麼？","27468","6","21914","6","23020","6","風之唱喚歌姬"
"2","生長在熱帶和亞熱帶部分水域的植物之總稱，會形成形狀非常獨特的根部，具有重要的生態功能。","32005","紅樹林生態","6","2","6","0","6","紅樹林生態系","27193","6052","這個的名稱是什麼？","29983","6","26519","6","24907","6","紅樹林生態系"
"1","作為學術性貴重資產而被保護的天然動植物、地質、礦物。例如信天翁和朱鷺等。","33258","自然紀念物","6","2","6","0","6","","28982","6053","這個的名稱是什麼？","24565","6","32000","6","29289","6","自然紀念物"
"2","扁平足分為兩種：柔軟性扁平足與？","20725","僵硬性扁平","6","2","6","0","6","僵硬性扁平足","30828","6054","這個的名稱是什麼？","25153","6","24615","6","24179","6","僵硬性扁平足"
