ea7685e34aeb5e8a615b5091294a0cd8c16d9e4e967685a738c0777806dc05ee,6ba3726a462eb06d55f6637c59d4c963a8cc5ca6d1656a551fe6a160098ab10a,15169539c0cda374ffc10bfcc8cd7b1abc336b28bac1cd0556ff8df7195144f7,372b2c0f77418592ab24ac4b8779537a283a0ce15ff63567a574854a5fc0e16e,bb380611ec6d4205a6ef177f5b709b5330b5186f4af977e89e7c855bd0ba70b1,b2e332442832409ce181c1377b93aa0a39306e5a1c148557e2d3a30c1a352e7b,e17f03180f725dd7927446eec4864512ea9c6498a1e6dead5e60d364940a9d9d,f42f7f2f11573fede076a73f305368828ced020d0305773b4da3aecc4cb25164,655a91a099e9af7a011bd26dcaa3b74157feed338db5099b8636189c405a19eb,e5459444fb04c61939f9e5f30782268f400aa5e8172dd9b5e60f12467248c698,6e0c622f21e4d1bff4d0ca7292b49f1ce5a3b0119dbf20664a772b2970145bb9
"","31714063","","31714","","","0","91","","",""
"","31714064","1","31714","wac_birthday_idle_smile","","118111","3","","0.2",""
"","31714065","1","31714","wac_birthday_talk_sad","","105911","3","","0.2",""
"","31714066","0","31714","vo_wac_31714_002","","vo_wac_31714","21","","","0"
"0","31714067","10","31714","餵主人嗎……！？\n唔……沒辦法，\n今天就容許您吧。\n……只能餵一口喔。","0.5","105911","11","1","0","1"
"","31714068","","31714","","","0","91","","",""
"","31714069","1","31714","wac_birthday_idle_sad","","105911","3","","0.2",""
"","31714070","1","31714","wac_birthday_talk_normal","","118111","3","","0.2",""
"","31714071","0","31714","vo_wac_31714_003","","vo_wac_31714","21","","","0"
"0","31714072","10","31714","謝、謝謝……！\n那我馬上，來切蛋糕喔……？\n呵呵……最好吃的地方……\n留給你……♪","0.5","118111","11","1","0","1"
"","31714073","","31714","1","","10","93","","",""
"","31714074","1","31714","wac_birthday_talk_wish","","118111","3","","0.2",""
"","31714075","","31714","","","31714072","91","","",""
"","31714076","","31714","","","0","22","","",""
"","32114001","","32114","bgm_M321_2C","","bgm_M321","25","","",""
"0","32114002","250","32114","102611","wac_birthday_idle_normal","1","1","-70","2","-1000"
"1","32114003","256","32114","105211","wac_birthday_idle_normal","1","1","-270","2","200"
"1","32114004","258","32114","103811","wac_birthday_idle_smile","1","1","-310","2","320"
"1","32114005","257","32114","103311","wac_birthday_idle_smile","1","1","-290","2","440"
"","32114006","","32114","300","","102611","13","","",""
"","32114007","","32114","300","","105211","13","","",""
"","32114008","","32114","300","","103811","13","","",""
"","32114009","","32114","300","","103311","13","","",""
"","32114010","0","32114","502","","502","31","1","0","0"
"","32114011","0","32114","600","","600","31","1","1","0"
"","32114012","0","32114","602","","602","31","1","0","0"
"","32114013","0","32114","603","","603","31","1","0","0"
"","32114014","30","32114","604","","604","31","1","1","60"
"","32114015","0","32114","615","","615","31","1","1","0"
"","32114016","0","32114","700","","700","31","1","0","0"
"","32114017","0","32114","701","","701","31","1","0","0"
"","32114018","0","32114","702","","702","31","1","0","0"
"","32114019","0","32114","800","","800","31","1","0","0"
"","32114020","30","32114","955","","955","31","1","1","60"
"","32114021","","32114","","","1","93","","",""
"0.2","32114022","0","32114","wac_birthday_reaction_01","","103811","3","1","0.2","wac_birthday_reaction_03"
"","32114023","","32114","","","0.1","93","","",""
"0.2","32114024","0","32114","wac_birthday_reaction_05","","105211","3","1","0.2","wac_birthday_reaction_04"
"0.2","32114025","0","32114","wac_birthday_reaction_02","","103311","3","1","0.2","wac_birthday_reaction_03"
"","32114026","","32114","","","0.3","93","","",""
"","32114027","1","32114","wac_birthday_rin_run_01","","102611","3","","0.2",""
"","32114028","-70","32114","0","","102611","2","","","3"
"","32114029","","32114","","","2.5","93","","",""
"","32114030","","32114","1","","602","32","","",""
"","32114031","","32114","","","0.6","93","","",""
"","32114032","","32114","1","","502","32","","",""
"","32114033","","32114","0","","600","32","","",""
"","32114034","","32114","0","","615","32","","",""
"","32114035","","32114","0","","604","32","","",""
"","32114036","","32114","1","","701","32","","",""
"","32114037","0","32114","0","","955","33","","","0.01"
"0.2","32114038","0","32114","wac_birthday_blowout_01","","102611","3","1","0.2","wac_birthday_wish_04"
"","32114039","-330","32114","-200","","102611","2","","","0.01"
"","32114040","1","32114","wac_birthday_idle_normal","","105211","3","","0.2",""
"","32114041","-320","32114","180","","105211","2","","","0.01"
"","32114042","1","32114","wac_birthday_idle_smile","","103811","3","","0.2",""
"","32114043","-360","32114","300","","103811","2","","","0.01"
"","32114044","1","32114","wac_birthday_idle_smile","","103311","3","","0.2",""
"","32114045","-340","32114","420","","103311","2","","","0.01"
"","32114046","","32114","","","0","93","","",""
"","32114047","","32114","1","","800","32","","",""
"","32114048","","32114","","","0.7","93","","",""
"","32114049","","32114","1","","702","32","","",""
"","32114050","","32114","","","0.5","93","","",""
"","32114051","0","32114","se_sys_login_birthday_blow_candle","","se_common","23","","",""
"","32114052","","32114","0","","701","32","","",""
"","32114053","","32114","","","0.4","93","","",""
"","32114054","0","32114","se_sys_login_birthday_cracker","","se_common","23","","",""
"","32114055","","32114","1","","700","32","","",""
"","32114056","0","32114","se_sys_login_birthday_calendar_applause","","se_common","23","","",""
"0.2","32114057","0","32114","wac_birthday_clap","","105211","3","1","0.2","wac_birthday_idle_normal"
"","32114058","","32114","","","0.1","93","","",""
"0.2","32114059","0","32114","wac_birthday_clap","","103811","3","1","0.2","wac_birthday_idle_smile"
"","32114060","","32114","","","0.1","93","","",""
"0.2","32114061","0","32114","wac_birthday_clap","","103311","3","1","0.2","wac_birthday_idle_smile"
"","32114062","","32114","","","2","93","","",""
"","32114063","","32114","","","1","131","","",""
"","32114064","0","32114","vo_wac_32114_000","","vo_wac_32114","21","","","0"
"0","32114065","10","32114","我說啊，那個……\n我平常沒什麼在工作，\n你們卻這樣大肆為我慶祝，\n我覺得很不好意思耶……","0.5","102611","11","1","0","1"
"","32114066","","32114","","","0","91","","",""
"","32114067","1","32114","wac_birthday_idle_normal","","102611","3","","0.2",""
"","32114068","1","32114","wac_birthday_talk_smile","","105211","3","","0.2",""
"","32114069","0","32114","vo_wac_32114_001","","vo_wac_32114","21","","","0"
"0","32114070","10","32114","與其現在才在這裡在意，\n平時好好工作不就好了嘛。\n……這種牢騷就先不說了，\n鈴，祝妳生日快樂♪","0.5","105211","11","1","0","1"
"","32114071","","32114","","","0","91","","",""
"","32114072","1","32114","wac_birthday_idle_smile","","105211","3","","0.2",""
"","32114073","1","32114","wac_birthday_talk_wish","","103811","3","","0.2",""
"","32114074","0","32114","vo_wac_32114_002","","vo_wac_32114","21","","","0"
"0","32114075","10","32114","請不必太過客氣哦。\n因為大家都是想為鈴慶生，\n才鼓足了幹勁準備啊。","0.5","103811","11","1","0","1"
"","32114076","","32114","","","0","91","","",""
"","32114077","1","32114","wac_birthday_idle_wish","","103811","3","","0.2",""
"","32114078","1","32114","wac_birthday_talk_smile","","102611","3","","0.2",""
"","32114079","0","32114","vo_wac_32114_003","","vo_wac_32114","21","","","0"
"0","32114080","10","32114","唔唔……這樣啊……\n既然你們都為我做到這種地步了，\n那麼我也會洗心革面，\n從明年開始好好工作的！","0.5","102611","11","1","0","1"
"","32114081","","32114","","","0","91","","",""
"","32114082","1","32114","wac_birthday_idle_smile","","102611","3","","0.2",""
"","32114083","1","32114","wac_birthday_talk_kyapi","","103311","3","","0.2",""
"","32114084","0","32114","vo_wac_32114_004","","vo_wac_32114","21","","","0"
"0","32114085","10","32114","真、真的嗎！？\n辛苦準備生日派對\n還真是值得啦……呃，嗯？\n等一下，妳說明年？","0.5","103311","11","1","0","1"
"","32114086","","32114","1","","7","93","","",""
"","32114087","1","32114","wac_birthday_talk_sad","","103311","3","","0.2",""
"","32114088","","32114","","","32114085","91","","",""
"","32114089","1","32114","wac_birthday_idle_sad","","103311","3","","0.2",""
"","32114090","1","32114","wac_birthday_talk_normal","","102611","3","","0.2",""
"","32114091","0","32114","vo_wac_32114_005","","vo_wac_32114","21","","","0"
"0","32114092","10","32114","沒錯，從明年開始～\n所以我今年一整年\n也會像平時一樣\n懶散地度過，請多指教～","0.5","102611","11","1","0","1"
"","32114093","","32114","","","0","91","","",""
"","32114094","","32114","","","0","22","","",""
"","32314001","","32314","bgm_M321_2C","","bgm_M321","25","","",""
"0","32314002","250","32314","105011","wac_birthday_idle_normal","1","1","-70","2","-1000"
"1","32314003","256","32314","101611","wac_birthday_idle_normal","1","1","-270","2","230"
"1","32314004","257","32314","101811","wac_birthday_idle_wish","1","1","-310","2","410"
"","32314005","","32314","300","","105011","13","","",""
"","32314006","","32314","300","","101611","13","","",""
"","32314007","","32314","300","","101811","13","","",""
"","32314008","0","32314","502","","502","31","1","0","0"
"","32314009","0","32314","600","","600","31","1","1","0"
"","32314010","0","32314","602","","602","31","1","0","0"
"","32314011","0","32314","603","","603","31","1","0","0"
"","32314012","30","32314","604","","604","31","1","1","60"
"","32314013","0","32314","615","","615","31","1","1","0"
"","32314014","0","32314","700","","700","31","1","0","0"
"","32314015","0","32314","701","","701","31","1","0","0"
"","32314016","0","32314","702","","702","31","1","0","0"
"","32314017","0","32314","800","","800","31","1","0","0"
"","32314018","30","32314","956","","956","31","1","1","60"
"","32314019","","32314","","","1","93","","",""
"0.2","32314020","0","32314","wac_birthday_reaction_01","","101811","3","1","0.2","wac_birthday_reaction_03"
"","32314021","","32314","","","0.1","93","","",""
"0.2","32314022","0","32314","wac_birthday_reaction_02","","101611","3","1","0.2","wac_birthday_reaction_03"
"","32314023","","32314","","","0.3","93","","",""
"","32314024","1","32314","wac_birthday_run_01","","105011","3","","0.2",""
"","32314025","-70","32314","0","","105011","2","","","3"
"","32314026","","32314","","","2.5","93","","",""
"","32314027","","32314","1","","602","32","","",""
"","32314028","","32314","","","0.6","93","","",""
"","32314029","","32314","1","","502","32","","",""
"","32314030","","32314","0","","600","32","","",""
"","32314031","","32314","0","","615","32","","",""
"","32314032","","32314","0","","604","32","","",""
"","32314033","","32314","1","","701","32","","",""
"","32314034","0","32314","0","","956","33","","","0.01"
"0.2","32314035","0","32314","wac_birthday_blowout_01","","105011","3","1","0.2","wac_birthday_wish_02"
"","32314036","-330","32314","-200","","105011","2","","","0.01"
"","32314037","1","32314","wac_birthday_idle_normal","","101611","3","","0.2",""
"","32314038","-320","32314","180","","101611","2","","","0.01"
"","32314039","1","32314","wac_birthday_idle_wish","","101811","3","","0.2",""
"","32314040","-340","32314","320","","101811","2","","","0.01"
"","32314041","","32314","","","0","93","","",""
"","32314042","","32314","1","","800","32","","",""
"","32314043","","32314","","","0.7","93","","",""
"","32314044","","32314","1","","702","32","","",""
"","32314045","","32314","","","0.5","93","","",""
"","32314046","0","32314","se_sys_login_birthday_blow_candle","","se_common","23","","",""
"","32314047","","32314","0","","701","32","","",""
"","32314048","","32314","","","0.4","93","","",""
"","32314049","0","32314","se_sys_login_birthday_cracker","","se_common","23","","",""
"","32314050","","32314","1","","700","32","","",""
"","32314051","0","32314","se_sys_login_birthday_calendar_applause","","se_common","23","","",""
"0.2","32314052","0","32314","wac_birthday_clap","","101611","3","1","0.2","wac_birthday_idle_normal"
"","32314053","","32314","","","0.1","93","","",""
"0.2","32314054","0","32314","wac_birthday_clap_to_wish","","101811","3","1","0.2","wac_birthday_idle_wish"
"","32314055","","32314","","","2","93","","",""
"","32314056","","32314","","","1","131","","",""
"","32314057","0","32314","vo_wac_32314_000","","vo_wac_32314","21","","","0"
"0","32314058","10","32314","謝謝你們為我慶生！\n感覺我也已經是個\n出色的淑女了呢♪","0.5","105011","11","1","0","1"
"","32314059","","32314","","","0","91","","",""
"","32314060","1","32314","wac_birthday_idle_smile","","105011","3","","0.2",""
"","32314061","1","32314","wac_birthday_talk_kyapi","","101611","3","","0.2",""
"","32314062","0","32314","vo_wac_32314_001","","vo_wac_32314","21","","","0"
"0","32314063","10","32314","美咲，生日真的恭喜～！\n那飲料先試試咖啡，應該不錯吧？\n人家之前請店家做成大人的口味，\n結果超級苦的！","0.5","101611","11","1","0","1"
"","32314064","","32314","","","0","91","","",""
"","32314065","1","32314","wac_birthday_idle_kyapi","","101611","3","","0.2",""
"","32314066","1","32314","wac_birthday_talk_sad","","105011","3","","0.2",""
"","32314067","0","32314","vo_wac_32314_002","","vo_wac_32314","21","","","0"
"0","32314068","10","32314","咦！？\n那、那個、嗯……\n沒有什麼適合成熟淑女的果汁嗎？\n雖然會苦的也不是不行！","0.5","105011","11","1","0","1"
"","32314069","","32314","","","0","91","","",""
"","32314070","1","32314","wac_birthday_idle_sad","","105011","3","","0.2",""
"","32314071","1","32314","wac_birthday_talk_smile","","101811","3","","0.2",""
"","32314072","0","32314","vo_wac_32314_003","","vo_wac_32314","21","","","0"
"0","32314073","10","32314","呵呵，確實有哦♪\n像這樣在時髦的玻璃杯中\n注入葡萄汁……\n看，很有大人的感覺吧？","0.5","101811","11","1","0","1"
"","32314074","","32314","","","0","91","","",""
"","32314075","1","32314","wac_birthday_idle_smile","","101811","3","","0.2",""
"","32314076","1","32314","wac_birthday_talk_smile","","105011","3","","0.2",""
"","32314077","0","32314","vo_wac_32314_004","","vo_wac_32314","21","","","0"
"0","32314078","10","32314","真的耶，很有那種感覺！\n嘿嘿，來拍個照吧～♪\n你也要一起拍嗎？","0.5","105011","11","1","0","1"
"","32314079","","32314","","","0","91","","",""
"","32314080","","32314","","","0","22","","",""
"","33214001","","33214","bgm_M321_2C","","bgm_M321","25","","",""
"0","33214002","250","33214","100311","wac_birthday_idle_normal","1","1","-70","2","-1000"
"1","33214003","256","33214","100211","wac_birthday_idle_wish","1","1","-270","2","230"
"1","33214004","257","33214","100111","wac_birthday_idle_smile","1","1","-310","2","410"
"","33214005","","33214","300","","100311","13","","",""
"","33214006","","33214","300","","100211","13","","",""
"","33214007","","33214","300","","100111","13","","",""
"","33214008","0","33214","502","","502","31","1","0","0"
"","33214009","0","33214","600","","600","31","1","1","0"
"","33214010","0","33214","602","","602","31","1","0","0"
"","33214011","0","33214","603","","603","31","1","0","0"
"","33214012","30","33214","604","","604","31","1","1","60"
"","33214013","0","33214","615","","615","31","1","1","0"
"","33214014","0","33214","700","","700","31","1","0","0"
"","33214015","0","33214","701","","701","31","1","0","0"
"","33214016","0","33214","702","","702","31","1","0","0"
"","33214017","0","33214","800","","800","31","1","0","0"
"","33214018","30","33214","957","","957","31","1","1","60"
"","33214019","","33214","","","1","93","","",""
"0.2","33214020","0","33214","wac_birthday_reaction_02","","100111","3","1","0.2","wac_birthday_reaction_03"
"","33214021","","33214","","","0.1","93","","",""
"0.2","33214022","0","33214","wac_birthday_reaction_01","","100211","3","1","0.2","wac_birthday_reaction_04"
"","33214023","","33214","","","0.3","93","","",""
"","33214024","1","33214","wac_birthday_rei_run_01","","100311","3","","0.2",""
"","33214025","-70","33214","0","","100311","2","","","3"
"","33214026","","33214","","","2.5","93","","",""
"","33214027","","33214","1","","602","32","","",""
"","33214028","","33214","","","0.6","93","","",""
"","33214029","","33214","1","","502","32","","",""
"","33214030","","33214","0","","600","32","","",""
"","33214031","","33214","0","","615","32","","",""
"","33214032","","33214","0","","604","32","","",""
"","33214033","","33214","1","","701","32","","",""
"","33214034","0","33214","0","","957","33","","","0.01"
"0.2","33214035","0","33214","wac_birthday_blowout_01","","100311","3","1","0.2","wac_birthday_wish_05"
"","33214036","-330","33214","-200","","100311","2","","","0.01"
"","33214037","1","33214","wac_birthday_idle_wish","","100211","3","","0.2",""
"","33214038","-320","33214","180","","100211","2","","","0.01"
"","33214039","1","33214","wac_birthday_idle_smile","","100111","3","","0.2",""
"","33214040","-340","33214","320","","100111","2","","","0.01"
"","33214041","","33214","","","0","93","","",""
"","33214042","","33214","1","","800","32","","",""
"","33214043","","33214","","","0.7","93","","",""
"","33214044","","33214","1","","702","32","","",""
"","33214045","","33214","","","0.5","93","","",""
"","33214046","0","33214","se_sys_login_birthday_blow_candle","","se_common","23","","",""
"","33214047","","33214","0","","701","32","","",""
"","33214048","","33214","","","0.4","93","","",""
"","33214049","0","33214","se_sys_login_birthday_cracker","","se_common","23","","",""
"","33214050","","33214","1","","700","32","","",""
"","33214051","0","33214","se_sys_login_birthday_calendar_applause","","se_common","23","","",""
"0.2","33214052","0","33214","wac_birthday_clap_to_wish","","100211","3","1","0.2","wac_birthday_idle_wish"
"","33214053","","33214","","","0.1","93","","",""
"0.2","33214054","0","33214","wac_birthday_clap","","100111","3","1","0.2","wac_birthday_idle_smile"
"","33214055","","33214","","","2","93","","",""
"","33214056","","33214","","","1","131","","",""
"","33214057","0","33214","vo_wac_33214_000","","vo_wac_33214","21","","","0"
"0","33214058","10","33214","謝謝你們今天為我準備了\n這麼棒的生日蛋糕。\n那個……抱歉，總覺得太害羞了，\n所以沒辦法表達得很好。","0.5","100311","11","1","0","1"
"","33214059","","33214","","","0","91","","",""
"","33214060","1","33214","wac_birthday_idle_normal","","100311","3","","0.2",""
"","33214061","1","33214","wac_birthday_talk_smile","","100211","3","","0.2",""
"","33214062","0","33214","vo_wac_33214_001","","vo_wac_33214","21","","","0"
"0","33214063","10","33214","沒關係的。\n看怜妳現在的表情，\n就知道妳非常高興了♪","0.5","100211","11","1","0","1"
"","33214064","","33214","","","0","91","","",""
"","33214065","1","33214","wac_birthday_idle_smile","","100211","3","","0.2",""
"","33214066","1","33214","wac_birthday_talk_doya","","100111","3","","0.2",""
"","33214067","0","33214","vo_wac_33214_002","","vo_wac_33214","21","","","0"
"0","33214068","10","33214","難得能看到怜滿臉通紅的模樣呢～\n來吧來吧，騎士先生也要牢牢地\n把這副模樣烙印在腦海裡喔♪","0.5","100111","11","1","0","1"
"","33214069","","33214","","","0","91","","",""
"","33214070","1","33214","wac_birthday_idle_doya","","100111","3","","0.2",""
"","33214071","1","33214","wac_birthday_talk_wish","","100311","3","","0.2",""
"","33214072","0","33214","vo_wac_33214_003","","vo_wac_33214","21","","","0"
"0","33214073","10","33214","日、日和妳別這樣……！\n你也別把這種話當真，\n別目不轉睛地盯著我看！\n我的表情會變得更奇怪的……！","0.5","100311","11","1","0","1"
"","33214074","","33214","","","0","91","","",""
"","33214075","","33214","","","0","22","","",""
"","34314001","","34314","bgm_M321_2C","","bgm_M321","25","","",""
"0","34314002","250","34314","100711","wac_birthday_idle_normal","1","1","-70","2","-1000"
"1","34314003","256","34314","100611","wac_birthday_idle_normal","1","1","-260","2","170"
"1","34314004","259","34314","102211","wac_birthday_idle_wish","1","1","-310","2","270"
"1","34314005","257","34314","103111","wac_birthday_idle_smile","1","1","-270","2","385"
"1","34314006","258","34314","104411","wac_birthday_idle_smile","1","1","-310","2","510"
"","34314007","","34314","300","","100711","13","","",""
"","34314008","","34314","300","","100611","13","","",""
"","34314009","","34314","300","","102211","13","","",""
"","34314010","","34314","300","","103111","13","","",""
"","34314011","","34314","300","","104411","13","","",""
"","34314012","0","34314","502","","502","31","1","0","0"
"","34314013","0","34314","600","","600","31","1","1","0"
"","34314014","0","34314","602","","602","31","1","0","0"
"","34314015","0","34314","603","","603","31","1","0","0"
"","34314016","30","34314","604","","604","31","1","1","60"
"","34314017","0","34314","615","","615","31","1","1","0"
"","34314018","0","34314","700","","700","31","1","0","0"
"","34314019","0","34314","701","","701","31","1","0","0"
"","34314020","0","34314","702","","702","31","1","0","0"
"","34314021","0","34314","800","","800","31","1","0","0"
"","34314022","30","34314","958","","958","31","1","1","60"
"","34314023","","34314","","","1","93","","",""
"0.2","34314024","0","34314","wac_birthday_reaction_05","","102211","3","1","0.2","wac_birthday_reaction_03"
"0.2","34314025","0","34314","wac_birthday_reaction_01","","100611","3","1","0.2","wac_birthday_reaction_03"
"","34314026","","34314","","","0.1","93","","",""
"0.2","34314027","0","34314","wac_birthday_reaction_01","","103111","3","1","0.2","wac_birthday_reaction_04"
"0.2","34314028","0","34314","wac_birthday_reaction_02","","104411","3","1","0.2","wac_birthday_reaction_03"
"","34314029","","34314","","","0.3","93","","",""
"","34314030","1","34314","wac_birthday_run_01","","100711","3","","0.2",""
"","34314031","-70","34314","0","","100711","2","","","3"
"","34314032","","34314","","","2.5","93","","",""
"","34314033","","34314","1","","602","32","","",""
"","34314034","","34314","","","0.6","93","","",""
"","34314035","","34314","1","","502","32","","",""
"","34314036","","34314","0","","600","32","","",""
"","34314037","","34314","0","","615","32","","",""
"","34314038","","34314","0","","604","32","","",""
"","34314039","","34314","1","","701","32","","",""
"","34314040","0","34314","0","","958","33","","","0.01"
"0.2","34314041","0","34314","wac_birthday_blowout_02","","100711","3","1","0.2","wac_birthday_wish_02"
"","34314042","-330","34314","-200","","100711","2","","","0.01"
"","34314043","1","34314","wac_birthday_idle_normal","","100611","3","","0.2",""
"","34314044","-320","34314","150","","100611","2","","","0.01"
"","34314045","1","34314","wac_birthday_idle_wish","","102211","3","","0.2",""
"","34314046","-360","34314","250","","102211","2","","","0.01"
"","34314047","1","34314","wac_birthday_idle_smile","","103111","3","","0.2",""
"","34314048","-320","34314","370","","103111","2","","","0.01"
"","34314049","1","34314","wac_birthday_idle_smile","","104411","3","","0.2",""
"","34314050","-360","34314","490","","104411","2","","","0.01"
"","34314051","","34314","","","0","93","","",""
"","34314052","","34314","1","","800","32","","",""
"","34314053","","34314","","","0.7","93","","",""
"","34314054","","34314","1","","702","32","","",""
"","34314055","","34314","","","0.5","93","","",""
"","34314056","0","34314","se_sys_login_birthday_blow_candle","","se_common","23","","",""
"","34314057","","34314","0","","701","32","","",""
"","34314058","","34314","","","0.4","93","","",""
"","34314059","0","34314","se_sys_login_birthday_cracker","","se_common","23","","",""
"","34314060","","34314","1","","700","32","","",""
"","34314061","0","34314","se_sys_login_birthday_calendar_applause","","se_common","23","","",""
"0.2","34314062","0","34314","wac_birthday_clap","","100611","3","1","0.2","wac_birthday_idle_normal"
"0.2","34314063","0","34314","wac_birthday_clap","","103111","3","1","0.2","wac_birthday_idle_smile"
"","34314064","","34314","","","0.1","93","","",""
"0.2","34314065","0","34314","wac_birthday_clap_to_wish","","102211","3","1","0.2","wac_birthday_idle_wish"
"","34314066","","34314","","","0.1","93","","",""
"0.2","34314067","0","34314","wac_birthday_clap","","104411","3","1","0.2","wac_birthday_idle_smile"
"","34314068","","34314","","","2","93","","",""
"","34314069","","34314","","","1","131","","",""
"","34314070","0","34314","vo_wac_34314_000","","vo_wac_34314","21","","","0"
"0","34314071","10","34314","這天終於到來了～！\n今天是宮子的生日，\n所以要準備像山一樣多的布丁，\n盛大地慶祝一番～♪","0.5","100711","11","1","0","1"
"","34314072","","34314","","","0","91","","",""
"","34314073","1","34314","wac_birthday_idle_smile","","100711","3","","0.2",""
"","34314074","1","34314","wac_birthday_talk_smile","","100611","3","","0.2",""
"","34314075","0","34314","vo_wac_34314_001","","vo_wac_34314","21","","","0"
"0","34314076","10","34314","我們當然準備了很多\n香甜又滑嫩的布丁囉～♪\n一口氣塞滿嘴巴，\n可能會從嘴邊滴下來唷～♪","0.5","100611","11","1","0","1"
"","34314077","","34314","","","0","91","","",""
"","34314078","1","34314","wac_birthday_idle_smile","","100611","3","","0.2",""
"","34314079","1","34314","wac_birthday_talk_doya","","100711","3","","0.2",""
"","34314080","0","34314","vo_wac_34314_002","","vo_wac_34314","21","","","0"
"0","34314081","10","34314","你們很懂該送什麼禮物嘛！\n真的很感謝喲～♪\n之後除了生日以外，\n盂蘭盆節和忌日時也交出布丁來吧～","0.5","100711","11","1","0","1"
"","34314082","","34314","","","0","91","","",""
"","34314083","1","34314","wac_birthday_idle_doya","","100711","3","","0.2",""
"","34314084","1","34314","wac_birthday_talk_sad","","102211","3","","0.2",""
"","34314085","0","34314","vo_wac_34314_003","","vo_wac_34314","21","","","0"
"0","34314086","10","34314","等一下，妳也太貪心了吧！？\n一年內辦好幾次的話，\n蘭德索爾的布丁\n會全消失的！","0.5","102211","11","1","0","1"
"","34314087","","34314","","","0","91","","",""
"","34314088","1","34314","wac_birthday_idle_sad","","102211","3","","0.2",""
"","34314089","1","34314","wac_birthday_talk_wish","","103111","3","","0.2",""
"","34314090","0","34314","vo_wac_34314_004","","vo_wac_34314","21","","","0"
"0","34314091","10","34314","不過，妳開心真是太好了。\n只要宮子一直都這麼開心，\n靈魂就能維持純潔，\n不會轉變成惡靈吧……","0.5","103111","11","1","0","1"
"","34314092","","34314","","","0","91","","",""
"","34314093","1","34314","wac_birthday_idle_wish","","103111","3","","0.2",""
"","34314094","1","34314","wac_birthday_talk_sad","","104411","3","","0.2",""
"","34314095","0","34314","vo_wac_34314_005","","vo_wac_34314","21","","","0"
"0","34314096","10","34314","嗯～\n無止境地要求布丁，\n其實已經有一半算是惡靈了吧？","0.5","104411","11","1","0","1"
"","34314097","","34314","","","0","91","","",""
"","34314098","","34314","","","0","22","","",""
"","34414001","","34414","bgm_M321_2C","","bgm_M321","25","","",""
"0","34414002","250","34414","102911","wac_birthday_idle_normal","1","1","-70","2","-1000"
"1","34414003","256","34414","104211","wac_birthday_idle_smile","1","1","-270","2","230"
"1","34414004","257","34414","105411","wac_birthday_idle_normal","1","1","-310","2","410"
"","34414005","","34414","300","","102911","13","","",""
"","34414006","","34414","300","","104211","13","","",""
"","34414007","","34414","300","","105411","13","","",""
"","34414008","0","34414","502","","502","31","1","0","0"
"","34414009","0","34414","600","","600","31","1","1","0"
"","34414010","0","34414","602","","602","31","1","0","0"
"","34414011","0","34414","603","","603","31","1","0","0"
"","34414012","30","34414","604","","604","31","1","1","60"
"","34414013","0","34414","615","","615","31","1","1","0"
"","34414014","0","34414","700","","700","31","1","0","0"
"","34414015","0","34414","701","","701","31","1","0","0"
"","34414016","0","34414","702","","702","31","1","0","0"
"","34414017","0","34414","800","","800","31","1","0","0"
"","34414018","30","34414","959","","959","31","1","1","60"
"","34414019","","34414","","","1","93","","",""
"0.2","34414020","0","34414","wac_birthday_reaction_01","","105411","3","1","0.2","wac_birthday_reaction_03"
"","34414021","","34414","","","0.1","93","","",""
"0.2","34414022","0","34414","wac_birthday_reaction_01","","104211","3","1","0.2","wac_birthday_reaction_04"
"","34414023","","34414","","","0.3","93","","",""
"","34414024","1","34414","wac_birthday_run_01","","102911","3","","0.2",""
"","34414025","-70","34414","0","","102911","2","","","3"
"","34414026","","34414","","","2.5","93","","",""
"","34414027","","34414","1","","602","32","","",""
"","34414028","","34414","","","0.6","93","","",""
"","34414029","","34414","1","","502","32","","",""
"","34414030","","34414","0","","600","32","","",""
"","34414031","","34414","0","","615","32","","",""
"","34414032","","34414","0","","604","32","","",""
"","34414033","","34414","1","","701","32","","",""
"","34414034","0","34414","0","","959","33","","","0.01"
"0.2","34414035","0","34414","wac_birthday_blowout_01","","102911","3","1","0.2","wac_birthday_wish_02"
"","34414036","-330","34414","-200","","102911","2","","","0.01"
"","34414037","1","34414","wac_birthday_idle_smile","","104211","3","","0.2",""
"","34414038","-320","34414","180","","104211","2","","","0.01"
"","34414039","1","34414","wac_birthday_idle_normal","","105411","3","","0.2",""
"","34414040","-340","34414","320","","105411","2","","","0.01"
"","34414041","","34414","","","0","93","","",""
"","34414042","","34414","1","","800","32","","",""
"","34414043","","34414","","","0.7","93","","",""
"","34414044","","34414","1","","702","32","","",""
"","34414045","","34414","","","0.5","93","","",""
"","34414046","0","34414","se_sys_login_birthday_blow_candle","","se_common","23","","",""
"","34414047","","34414","0","","701","32","","",""
"","34414048","","34414","","","0.4","93","","",""
"","34414049","0","34414","se_sys_login_birthday_cracker","","se_common","23","","",""
"","34414050","","34414","1","","700","32","","",""
"","34414051","0","34414","se_sys_login_birthday_calendar_applause","","se_common","23","","",""
"0.2","34414052","0","34414","wac_birthday_clap","","104211","3","1","0.2","wac_birthday_idle_smile"
"","34414053","","34414","","","0.1","93","","",""
"0.2","34414054","0","34414","wac_birthday_clap","","105411","3","1","0.2","wac_birthday_idle_normal"
"","34414055","","34414","","","2","93","","",""
"","34414056","","34414","","","1","131","","",""
