e45169fae97576e9ce81df5f9acb200a2f416211a1b9fd3763e904b8589ead7e,3e7f66c0b221f6c95ec7ef307b07d71e736206335cdeaaff379b008be2b7bf33,05f4b855f177a0b2499bc852b16723cc46b1d13aad737a1d0d1c00f36b07cecf,9f17805395417fd24e5a647ee4c0065c7464b19a6a92f1cd1d6146b5ec498510,48af36fb1db240d4e55b663eef485054e16502cbf8b263b5f8c87784e0fa5473,105628809775c98c0d7b1e8fbcf7954405e9a75f7c7bda7a042052673a8a0d46,86d2efcc7063ddc4d62d395a2cfe1adc63db640962b3af67e0c49775191b15f9,59f17215e4854ca320609784ffce9b6a6c5c8042d881a59c4995f1f12d8869cc,ccb8ee37b5e9f5dbad3279b5691fa065f3c4e8e99912515eb65bea72575576a5,185672cf45678b4bbc2ab81dee0674a15be9205b0a6ee1d6f0e49ae5bc32c224,60c5d293ea91c4216a28f0047290be4485b7fe20f10f0a0a5c2a0b322e7412c8
"1007414134","2","1.5","0","-220","31","35","","1007414","",""
"1007414135","2","1.5","0","-220","11","35","","1007414","",""
"1007414136","2","1.5","0","-220","12","35","","1007414","",""
"1007414137","93","","","","0.3","0","","1007414","",""
"1007414138","3","mhp_handover_loop","1","0","117531","mhp_handover_in","0.2","1007414","0",""
"1007414139","6","1","1","1","21","1","0","1007414","0",""
"1007414140","6","1","1","1","22","1","0","1007414","0",""
"1007414141","3","mhp_handover_loop","1","0","21","mhp_handover_in","0.2","1007414","0",""
"1007414142","3","mhp_item_EX0013_handover_loop","1","0","22","mhp_item_EX0013_handover_in","0.2","1007414","0",""
"1007414143","93","","","","1.2","0","","1007414","",""
"1007414144","3","","","1","100931","mhp_idle_sad","0.2","1007414","",""
"1007414145","93","","","","0.5","0","","1007414","",""
"1007414146","3","mhp_talk_surprise1","1","0","100931","mhp_surprise","0.2","1007414","0",""
"1007414147","21","0","","0","vo_mhp_1007414","vo_mhp_3112","","1007414","",""
"1007414148","11","1","0","5","100931","這、這是那個傳說中的……！\n哼哼哼，這樣一來，\n我應該就能抵達無上的領域了吧！","0","1007414","0","0.5"
"1007414149","93","","","","3.5","1","","1007414","",""
"1007414150","3","","","0","100931","mhp_anna_huhuStand_in","0.2","1007414","",""
"1007414151","91","","","","0","","","1007414","",""
"1007414152","3","mhp_anna_ahahaStand_loop","1","0","100931","mhp_anna_ahahaStand_in","0.2","1007414","0.2",""
"1007414153","91","","","","1007414148","","","1007414","",""
"1007414154","22","","","","0","0","","1007414","",""
"1007414155","93","","","","1","0","","1007414","",""
"1007414156","3","mhp_handover_receive_loop","1","0","100931","mhp_handover_receive_in","0.2","1007414","0",""
"1007414157","6","1","1","1","11","1","0","1007414","0",""
"1007414158","6","1","1","1","12","1","0","1007414","0",""
"1007414159","3","mhp_receive_anna_loop","1","0","11","mhp_receive_anna_in","0.2","1007414","0",""
"1007414160","3","mhp_item_EX0013_receive_loop","1","0","12","mhp_item_EX0013_receive_in","0.2","1007414","0",""
"1007414161","93","","","","0.6","0","","1007414","",""
"1007414162","6","1","1","1","22","1","0.4","1007414","0",""
"1007414163","93","","","","0.4","0","","1007414","",""
"1007414164","3","mhp_idle_normal","1","0","117531","mhp_handover_out","0.2","1007414","0",""
"1007414165","3","NoItem_idle","1","0","21","mhp_handover_out","0.2","1007414","0",""
"1007414166","3","NoItem_idle","1","0","22","mhp_item_EX0013_handover_out","0.2","1007414","0",""
"1007414167","93","","","","0.4","0","","1007414","",""
"1007414168","3","mhp_idle_normal","1","0","100931","mhp_handover_receive_out","0.2","1007414","0",""
"1007414169","3","NoItem_idle","1","0","11","mhp_receive_anna_out","0.2","1007414","0",""
"1007414170","3","NoItem_idle","1","0","12","mhp_item_EX0013_receive_out","0.2","1007414","0",""
"1007414171","93","","","","2","","","1007414","",""
"1007414172","3","","","1","100931","mhp_idle_memory","0.2","1007414","",""
"1007414173","93","","","","0.2","","","1007414","",""
"1007414174","3","","","1","117531","mhp_idle_thinking","0.2","1007414","",""
"1007414175","21","0","","0","vo_mhp_1007414","vo_mhp_3113","","1007414","",""
"1007414176","11","1","0","6","117531","（普通的杯子就能讓她這麼開心，\n這還真是划算。）","0","1007414","0","0.5"
"1007414177","91","","","","0","","","1007414","",""
"1007414178","3","","","1","117531","mhp_idle_normal","0.2","1007414","",""
"1007414179","101","","","","1007414224","","","1007414","",""
"1007414180","3","mhp_idle_normal","1","0","117531","mhp_sit_out","0.2","1007414","0",""
"1007414181","93","","","","0.6","0","","1007414","",""
"1007414182","3","mhp_idle_normal","1","0","100931","mhp_sit_out","0.2","1007414","0",""
"1007414183","93","","","","0.2","0","","1007414","",""
"1007414184","3","","0","1","100931","mhp_walk_sad","0.2","1007414","",""
"1007414185","2","1.5","0","-220","100931","35","","1007414","",""
"1007414186","2","1.5","0","-220","31","35","","1007414","",""
"1007414187","2","1.5","0","-220","11","35","","1007414","",""
"1007414188","2","1.5","0","-220","12","35","","1007414","",""
"1007414189","93","","","","0.3","0","","1007414","",""
"1007414190","3","mhp_handover_loop","1","0","117531","mhp_handover_in","0.2","1007414","0",""
"1007414191","6","1","1","1","21","1","0","1007414","0",""
"1007414192","6","1","1","1","22","1","0","1007414","0",""
"1007414193","3","mhp_handover_loop","1","0","21","mhp_handover_in","0.2","1007414","0",""
"1007414194","3","mhp_item_EX0012_handover_loop","1","0","22","mhp_item_EX0012_handover_in","0.2","1007414","0",""
"1007414195","93","","","","1.2","0","","1007414","",""
"1007414196","3","mhp_handover_receive_sad_loop","1","0","100931","mhp_handover_receive_sad_in","0.2","1007414","0",""
"1007414197","6","1","1","1","11","1","0","1007414","0",""
"1007414198","6","1","1","1","12","1","0","1007414","0",""
"1007414199","3","mhp_receive_anna_loop","1","0","11","mhp_receive_anna_in","0.2","1007414","0",""
"1007414200","3","mhp_item_EX0012_receive_loop","1","0","12","mhp_item_EX0012_receive_in","0.2","1007414","0",""
"1007414201","93","","","","0.6","0","","1007414","",""
"1007414202","6","1","1","1","22","1","0.4","1007414","0",""
"1007414203","93","","","","0.4","0","","1007414","",""
"1007414204","3","mhp_idle_normal","1","0","117531","mhp_handover_out","0.2","1007414","0",""
"1007414205","3","NoItem_idle","1","0","21","mhp_handover_out","0.2","1007414","0",""
"1007414206","3","NoItem_idle","1","0","22","mhp_item_EX0012_handover_out","0.2","1007414","0",""
"1007414207","93","","","","0.4","0","","1007414","",""
"1007414208","3","mhp_idle_normal_sad","1","0","100931","mhp_handover_receive_sad_out","0.2","1007414","0",""
"1007414209","3","NoItem_idle","1","0","11","mhp_receive_anna_out","0.2","1007414","0",""
"1007414210","3","NoItem_idle","1","0","12","mhp_item_EX0012_receive_out","0.2","1007414","0",""
"1007414211","93","","","","2","","","1007414","",""
"1007414212","3","","","1","100931","mhp_idle_worry","0.2","1007414","",""
"1007414213","93","","","","0.2","0","","1007414","",""
"1007414214","3","","","1","100931","mhp_talk_worry","0.2","1007414","",""
"1007414215","21","0","","0","vo_mhp_1007414","vo_mhp_3114","","1007414","",""
"1007414216","11","1","0","4","100931","嗚，也就是要採取戰略性休息嗎？\n我明白了，現在就乖乖照做吧……","0","1007414","0","0.5"
"1007414217","91","","","","0","","","1007414","",""
"1007414218","3","","","1","100931","mhp_idle_worry","0.2","1007414","",""
"1007414219","3","","","1","117531","mhp_idle_thinking","0.2","1007414","",""
"1007414220","21","0","","0","vo_mhp_1007414","vo_mhp_3115","","1007414","",""
"1007414221","11","1","0","6","117531","（居然這樣稱呼市售口罩……\n這樣不是連我都快被影響了嗎？）","0","1007414","0","0.5"
"1007414222","91","","","","0","","","1007414","",""
"1007414223","3","","","1","117531","mhp_idle_normal","0.2","1007414","",""
"1007414224","91","","","","0","","","1007414","",""
"1007414225","3","mhp_anna_darkStand_loop","1","0","100931","mhp_anna_darkStand_in","0.2","1007414","0.2",""
"1007414226","3","mhp_anna_darkStand_loop","1","0","31","mhp_anna_darkStand_in","0.2","1007414","0.2",""
"1007414227","93","","","","0.1","0","","1007414","",""
"1007414228","21","0","","0","vo_mhp_1007414","vo_mhp_3116","","1007414","",""
"1007414229","11","1","0","4","100931","「無形之暗殺者」……\n對方是超乎想像的強敵。\n但那群傢伙應該會後悔吧。","0","1007414","0","0.5"
"1007414230","91","","","","0","","","1007414","",""
"1007414231","3","mhp_anna_ahahaStand_loop","1","0","100931","mhp_anna_ahahaStand_in","0.2","1007414","0.2",""
"1007414232","3","","","1","31","NoItem","0.2","1007414","",""
"1007414233","21","0","","0","vo_mhp_1007414","vo_mhp_3117","","1007414","",""
"1007414234","11","1","0","5","100931","為我在克服這個危機後\n得到的全新力量渾身顫慄吧！","0","1007414","0","0.5"
"1007414235","91","","","","0","","","1007414","",""
"1007414236","3","","","1","117531","mhp_talk_worry","0.2","1007414","",""
"1007414237","21","0","","0","vo_mhp_1007414","vo_mhp_3118","","1007414","",""
"1007414238","11","1","0","8","117531","所以說，在醫院請保持安靜。","0","1007414","0","0.5"
"1007414239","91","","","","0","","","1007414","",""
"1007414240","3","","","1","117531","mhp_idle_normal","0.2","1007414","",""
"1007414241","3","","","1","100931","mhp_talk_worry","0.2","1007414","",""
"1007414242","3","","","1","31","NoItem","0.2","1007414","",""
"1007414243","21","0","","0","vo_mhp_1007414","vo_mhp_3119","","1007414","",""
"1007414244","11","1","0","8","100931","好、好的……","0","1007414","0","0.5"
"1007414245","91","","","","0","","","1007414","",""
"1007414246","93","","","","1","","","1007414","",""
"1007414247","3","","","1","100931","mhp_run_sad","0.2","1007414","",""
"1007414248","4","","","","100931","1","","1007414","",""
"1007414249","2","3","0","-220","100931","-1000","","1007414","",""
"1007414250","93","","","","3","0","","1007414","",""
"1007414251","91","","","","0","","","1007414","",""
"1007415001","1","-1000","-220","100","1","100931","1.7","1007415","0","mhp_idle_normal"
"1007415002","1","365","-200","100","1","117631","1.7","1007415","1","mhp_sit_idle"
"1007415003","1","185","-220","104","1","117531","1.7","1007415","1","mhp_sit_idle"
"1007415004","31","-154","0.85","-240","1","1","1","1007415","",""
"1007415005","31","-237","1","-50","20","120","0","1007415","",""
"1007415006","31","160","1","0","30","130","0","1007415","",""
"1007415007","31","0","1","0","11","111","0","1007415","",""
"1007415008","5","-200","-220","110","1","11","1.7","1007415","0","NoItem"
"1007415009","5","-200","-220","105","1","12","1.7","1007415","0","NoItem"
"1007415010","5","170","-220","110","1","21","1.7","1007415","1","NoItem"
"1007415011","5","170","-220","105","1","22","1.7","1007415","1","NoItem"
"1007415012","6","1","0","1","11","1","0","1007415","0",""
"1007415013","6","1","0","1","12","1","0","1007415","0",""
"1007415014","6","1","0","1","21","1","0","1007415","0",""
"1007415015","6","1","0","1","22","1","0","1007415","0",""
"1007415016","91","","","","0","","","1007415","",""
"1007415017","3","","","1","117531","mhp_sit_talk_normal","0.2","1007415","",""
"1007415018","21","0","","0","vo_mhp_1007415","vo_mhp_3201","","1007415","",""
"1007415019","11","0","0","4","117531","杏奈，請進～","0","1007415","0","0.5"
"1007415020","91","","","","0","","","1007415","",""
"1007415021","3","","","1","117531","mhp_sit_idle","0.2","1007415","",""
"1007415022","3","","","1","100931","mhp_anna_chill_walk","0.2","1007415","",""
"1007415023","2","4","0","-220","100931","-200","","1007415","",""
"1007415024","91","","","","0","","","1007415","",""
"1007415025","3","mhp_anna_chill_sit_idle","1","0","100931","mhp_anna_chill_sit_in","0.2","1007415","0.2",""
"1007415026","93","","","","2","0","","1007415","",""
"1007415027","3","","","1","117531","mhp_sit_talk_normal","0.2","1007415","",""
"1007415028","21","0","","0","vo_mhp_1007415","vo_mhp_3202","","1007415","",""
"1007415029","11","1","0","6","117531","呃……妳看起來非常難受呢，\n這也是「無形之暗殺者」\n做的好事嗎？","0","1007415","0","0.5"
"1007415030","91","","","","0","","","1007415","",""
"1007415031","3","","","1","117531","mhp_sit_idle","0.2","1007415","",""
"1007415032","3","","","1","100931","mhp_anna_chill_loop","0.2","1007415","",""
"1007415033","21","0","","0","vo_mhp_1007415","vo_mhp_3203","","1007415","",""
"1007415034","11","1","0","3","100931","我不知道……\n我一直昏昏沉沉的，\n又頭暈腦脹，就是很難受……","0","1007415","0","0.5"
"1007415035","91","","","","0","","","1007415","",""
"1007415036","3","","","1","117531","mhp_sit_talk_normal","0.2","1007415","",""
"1007415037","21","0","","0","vo_mhp_1007415","vo_mhp_3204","","1007415","",""
"1007415038","11","1","0","6","117531","這是因為妳在之前的症狀康復後，\n和七七香打起魔法對戰，\n玩得太過火而造成的吧，\n呵呵，真是個不乖的團長♪","0","1007415","0","0.5"
"1007415039","91","","","","0","","","1007415","",""
"1007415040","3","","","1","117531","mhp_sit_idle","0.2","1007415","",""
"1007415041","3","","","1","100931","mhp_anna_sit_talk_sad","0.2","1007415","",""
"1007415042","21","0","","0","vo_mhp_1007415","vo_mhp_3205","","1007415","",""
"1007415043","11","1","0","3","100931","對不、起……","0","1007415","0","0.5"
"1007415044","91","","","","0","","","1007415","",""
"1007415045","3","","","1","100931","mhp_anna_chill_sit_idle","0.2","1007415","",""
"1007415046","3","","","1","117531","mhp_sit_talk_normal","0.2","1007415","",""
"1007415047","21","0","","0","vo_mhp_1007415","vo_mhp_3206","","1007415","",""
"1007415048","11","1","0","4","117531","唉，看妳這副樣子，\n捉弄妳也沒意思啊。\n得懲罰這麼不中用的妳才行。","0","1007415","0","0.5"
"1007415049","91","","","","0","","","1007415","",""
"1007415050","3","","","1","117531","mhp_sit_idle","0.2","1007415","",""
"1007415051","3","","","1","100931","mhp_anna_sit_talk_worry","0.2","1007415","",""
"1007415052","21","0","","0","vo_mhp_1007415","vo_mhp_3207","","1007415","",""
"1007415053","11","1","0","4","100931","我、我做好覺悟了……\n但會痛的話，還是……","0","1007415","0","0.5"
"1007415054","91","","","","0","","","1007415","",""
"1007415055","3","","","1","100931","mhp_anna_chill_sit_idle","0.2","1007415","",""
"1007415056","3","mhp_anna_ahahaStand_loop","1","0","117531","mhp_sit_out","0.2","1007415","0.2",""
"1007415057","21","0","","0","vo_mhp_1007415","vo_mhp_3208","","1007415","",""
"1007415058","11","1","0","6","117531","沒事的，因為不管是什麼樣的疾病，\n都無法逃過我的獨眼！","0","1007415","0","0.5"
"1007415059","91","","","","0","","","1007415","",""
"1007415060","22","","","","0","0","","1007415","",""
"1007415061","3","","0","1","117531","mhp_walk","0.2","1007415","",""
"1007415062","2","2","0","-220","117531","-50","","1007415","",""
"1007415063","2","2","0","-220","21","-50","","1007415","",""
"1007415064","2","2","0","-220","22","-50","","1007415","",""
"1007415065","93","","","","2","0","","1007415","",""
"1007415066","6","1","1","1","21","1","0","1007415","0",""
"1007415067","3","mhp_mitsuki_injection_loop","1","0","117531","mhp_mitsuki_injection_in","0.2","1007415","0",""
"1007415068","3","mhp_mitsuki_injection_loop","1","0","21","mhp_mitsuki_injection_in","0.2","1007415","0",""
"1007415069","3","","","1","100931","mhp_anna_pain_in_blue","0.2","1007415","",""
"1007415070","93","","","","1.2","","","1007415","",""
"1007415071","23","","","","se_10031400","se_10031400_syringe","","1007415","",""
"1007415072","93","","","","0.6","","","1007415","",""
"1007415073","3","mhp_idle_normal","1","0","117531","mhp_mitsuki_injection_out","0.2","1007415","0",""
"1007415074","3","NoItem","1","0","21","mhp_mitsuki_injection_out","0.2","1007415","0",""
"1007415075","93","","","","0.5","","","1007415","",""
"1007415076","3","","","0","100931","mhp_anna_down","0.2","1007415","",""
"1007415077","21","0","","0","vo_mhp_1007415","vo_mhp_3209","","1007415","",""
"1007415078","11","1","0","8","100931","啊……","0","1007415","0","0.5"
"1007415079","93","","","","0.3","","","1007415","",""
"1007415080","4","","","","100931","1","","1007415","",""
"1007415081","23","","","","se_10031400","se_10031400_bodyfall","","1007415","",""
"1007415082","91","","","","1007415078","","","1007415","",""
"1007415083","3","","","1","117631","mhp_sit_talk_surprise2","0.2","1007415","",""
"1007415084","21","0","","0","vo_mhp_1007415","vo_mhp_3210","","1007415","",""
"1007415085","11","1","0","4","117631","這、這個人怎麼了？\n難道她死、死掉了──","0","1007415","0","0.5"
"1007415086","91","","","","0","","","1007415","",""
"1007415087","3","","","1","117631","mhp_sit_idle_surprise1","0.2","1007415","",""
"1007415088","3","","","1","117531","mhp_talk_thinking","0.2","1007415","",""
"1007415089","21","0","","0","vo_mhp_1007415","vo_mhp_3211","","1007415","",""
"1007415090","11","1","0","4","117531","怎麼可能，我只是打了安眠藥喔。\n因為她需要的是別做些多餘的事情，\n安靜地好好休息。","0","1007415","0","0.5"
"1007415091","91","","","","0","","","1007415","",""
"1007415092","3","","","1","117531","mhp_talk_normal","0.2","1007415","",""
"1007415093","21","0","","0","vo_mhp_1007415","vo_mhp_3212","","1007415","",""
"1007415094","11","1","0","5","117531","因為杏奈虛弱的樣子\n一點都不有趣啊。\n如果她不像平常那樣吵吵鬧鬧的，\n連我都會很不對勁。","0","1007415","0","0.5"
"1007415095","91","","","","0","","","1007415","",""
"1007415096","3","","","1","117531","mhp_idle_normal","0.2","1007415","",""
"1007415097","3","","","1","117631","mhp_sit_talk_joy2","0.2","1007415","",""
"1007415098","21","0","","0","vo_mhp_1007415","vo_mhp_3213","","1007415","",""
"1007415099","11","1","0","4","117631","真是的，妳別嚇我啦。\n說是這麼說，醫生果然很溫柔呢♪","0","1007415","0","0.5"
"1007415100","91","","","","0","","","1007415","",""
"1007415101","3","","","1","117631","mhp_sit_idle_joy2","0.2","1007415","",""
"1007415102","3","","","1","117531","mhp_talk_thinking","0.2","1007415","",""
"1007415103","21","0","","0","vo_mhp_1007415","vo_mhp_3214","","1007415","",""
"1007415104","11","1","0","6","117531","不過，因為這是效果很好的安眠藥，\n她或許會睡上一星期左右呢。","0","1007415","0","0.5"
"1007415105","91","","","","0","","","1007415","",""
"1007415106","3","","","1","117531","mhp_idle_thinking","0.2","1007415","",""
"1007415107","3","","","1","117631","mhp_sit_idle_surprise2","0.2","1007415","",""
"1007415108","21","0","","0","vo_mhp_1007415","vo_mhp_3215","","1007415","",""
"1007415109","11","1","0","8","117631","咦？","0","1007415","0","0.5"
"1007415110","91","","","","0","","","1007415","",""
"1007415111","32","","1","","111","1","1","1007415","",""
"1007415112","32","","1","","120","1","1","1007415","",""
"1007415113","23","","","","se_10031400","se_10031400_rose","","1007415","",""
"1007415114","3","","0","0","117531","mhp_mitsuki_kime","0.2","1007415","",""
"1007415115","93","","","","1","","","1007415","",""
"1007415116","32","","1","","130","1","1","1007415","",""
"1007415117","93","","","","4","","","1007415","",""
"1007415118","32","","1","","130","0","1","1007415","",""
"1007415119","91","","","","0","","","1007415","",""
"1007416001","1","-1100","-240","100","1","103111","1.7","1007416","0","mhp_idle_normal"
"1007416002","1","365","-200","100","1","117631","1.7","1007416","1","mhp_sit_idle"
"1007416003","1","185","-220","100","1","117531","1.7","1007416","1","mhp_sit_idle"
"1007416004","31","-154","0.85","-240","1","1","1","1007416","",""
"1007416005","5","-200","-220","110","1","11","1.7","1007416","0","NoItem"
"1007416006","5","-200","-220","105","1","12","1.7","1007416","0","NoItem"
"1007416007","5","185","-220","110","1","21","1.7","1007416","1","NoItem"
"1007416008","5","185","-220","105","1","22","1.7","1007416","1","NoItem"
"1007416009","6","1","0","1","11","1","0","1007416","0",""
"1007416010","6","1","0","1","12","1","0","1007416","0",""
"1007416011","6","1","0","1","21","1","0","1007416","0",""
"1007416012","6","1","0","1","22","1","0","1007416","0",""
"1007416013","5","-1000","-240","110","1","31","1.7","1007416","0","mhp_skull_idle"
"1007416014","91","","","","0","","","1007416","",""
"1007416015","3","","","1","117531","mhp_sit_talk_normal","0.2","1007416","",""
"1007416016","21","0","","0","vo_mhp_1007416","vo_mhp_6001","","1007416","",""
"1007416017","11","1","0","7","117531","下一位請進～","0","1007416","0","0.5"
"1007416018","91","","","","0","","","1007416","",""
"1007416019","3","","","1","117531","mhp_sit_idle","0.2","1007416","",""
"1007416020","3","","","1","103111","mhp_walk","0.2","1007416","",""
"1007416021","2","4","0","-220","103111","-300","","1007416","",""
"1007416022","2","4","0","-220","31","-200","","1007416","",""
"1007416023","91","","","","0","","","1007416","",""
"1007416024","3","","0","0","103111","mhp_idle_sad","0.2","1007416","",""
"1007416025","91","","","","0","","","1007416","",""
"1007416026","3","","0","1","103111","mhp_idle_sad","0.2","1007416","",""
"1007416027","91","","","","0","","","1007416","",""
"1007416028","3","","","1","31","mhp_skull_talk","0.2","1007416","",""
"1007416029","21","0","","0","vo_mhp_1007416","vo_mhp_6002","","1007416","",""
"1007416030","11","1","0","5","31","如何？忍，妳能從這個房間感覺到\n相當強烈的靈魂氣息吧？","0","1007416","0","0.5"
"1007416031","91","","","","0","","","1007416","",""
"1007416032","3","","","1","31","mhp_skull_idle","0.2","1007416","",""
"1007416033","3","","0","1","103111","mhp_talk_sad","0.2","1007416","",""
"1007416034","21","0","","0","vo_mhp_1007416","vo_mhp_6003","","1007416","",""
"1007416035","11","1","0","6","103111","爸爸，你說的是真的嗎？\n但我什麼都沒感覺到……","0","1007416","0","0.5"
"1007416036","91","","","","0","","","1007416","",""
"1007416037","3","","","1","103111","mhp_idle_sad","0.2","1007416","",""
"1007416038","3","","","1","31","mhp_skull_talk","0.2","1007416","",""
"1007416039","21","0","","0","vo_mhp_1007416","vo_mhp_6004","","1007416","",""
"1007416040","11","1","0","7","31","妳看！她果然是符合本大爺\n喜好的超級美女！呼～這種成熟得\n恰到好處的感覺真讓人受不了！","0","1007416","0","1"
"1007416041","93","","","","3","1","","1007416","",""
"1007416042","3","mhp_skull_excite_loop","1","0","31","mhp_skull_excite_in","0.2","1007416","0",""
"1007416043","91","","","","1007416040","","","1007416","",""
"1007416044","3","","0","1","117631","mhp_sit_talk_worry","0.2","1007416","",""
"1007416045","21","0","","0","vo_mhp_1007416","vo_mhp_6005","","1007416","",""
"1007416046","11","1","0","5","117631","嗚哇，什麼？骷髏頭在說話？\n真讓人不舒服……","0","1007416","0","0.5"
"1007416047","91","","","","0","","","1007416","",""
"1007416048","3","","0","1","117631","mhp_sit_idle_sad","0.2","1007416","",""
"1007416049","3","","0","1","103111","mhp_talk_worry","0.2","1007416","",""
"1007416050","21","0","","0","vo_mhp_1007416","vo_mhp_6006","","1007416","",""
"1007416051","11","1","0","5","103111","很抱歉突然來叨擾，\n我們馬上回去……","0","1007416","0","0.5"
"1007416052","91","","","","0","","","1007416","",""
"1007416053","3","","","1","31","mhp_skull_talk","0.2","1007416","",""
"1007416054","3","","","1","103111","mhp_idle_worry","0.2","1007416","",""
"1007416055","21","0","","0","vo_mhp_1007416","vo_mhp_6007","","1007416","",""
"1007416056","11","1","0","4","31","等、等等，忍！\n妳還沒跟那位女醫談談啊！","0","1007416","0","0.5"
"1007416057","91","","","","0","","","1007416","",""
"1007416058","22","","","","0","0","","1007416","",""
"1007416059","103","","","0","不可燃垃圾是什麼時候會有人來收？","1007416062","","1007416","",""
"1007416060","103","","","0","會說話的骷髏頭，真想砍砍看。","1007416075","","1007416","",""
"1007416061","103","","","0","默默地拿下眼罩。","1007416088","","1007416","",""
"1007416062","3","","","1","117531","mhp_sit_idle_bitter2","0.2","1007416","",""
"1007416063","93","","","","0.5","","","1007416","",""
"1007416064","3","mhp_skull_trouble_loop","1","0","31","mhp_skull_trouble_in","0.2","1007416","0",""
"1007416065","21","0","","0","vo_mhp_1007416","vo_mhp_6008","","1007416","",""
"1007416066","11","1","0","5","31","咿！好、好冷淡的眼神……\n但、但也讓人興奮到全身顫抖！","0","1007416","0","0.5"
"1007416067","93","","","","6","1","","1007416","",""
"1007416068","3","mhp_skull_excite_loop","1","0","31","mhp_skull_excite_in","0.2","1007416","0",""
"1007416069","91","","","","1007416066","","","1007416","",""
"1007416070","3","","","1","103111","mhp_talk_sad2","0.2","1007416","",""
"1007416071","21","0","","0","vo_mhp_1007416","vo_mhp_6009","","1007416","",""
"1007416072","11","1","0","6","103111","爸爸，你安靜一下。","0","1007416","0","0.5"
"1007416073","91","","","","0","","","1007416","",""
"1007416074","101","","","","1007416097","","","1007416","",""
"1007416075","3","","","1","117531","mhp_sit_idle_bitter2","0.2","1007416","",""
"1007416076","93","","","","0.5","","","1007416","",""
"1007416077","3","mhp_skull_trouble_loop","1","0","31","mhp_skull_trouble_in","0.2","1007416","0",""
"1007416078","21","0","","0","vo_mhp_1007416","vo_mhp_6010","","1007416","",""
"1007416079","11","1","0","5","31","嗚咿！解剖就饒了本大爺吧……\n不過，想到能被那隻美麗的手觸碰，\n就讓人有點興奮起來啦……！","0","1007416","0","0.5"
"1007416080","93","","","","9","1","","1007416","",""
"1007416081","3","mhp_skull_excite_loop","1","0","31","mhp_skull_excite_in","0.2","1007416","0",""
"1007416082","91","","","","1007416079","","","1007416","",""
"1007416083","3","","0","1","103111","mhp_talk_sad2","0.2","1007416","",""
"1007416084","21","0","","0","vo_mhp_1007416","vo_mhp_6011","","1007416","",""
"1007416085","11","1","0","5","103111","爸爸，這樣很噁心。","0","1007416","0","0.5"
"1007416086","91","","","","0","","","1007416","",""
"1007416087","101","","","","1007416097","","","1007416","",""
"1007416088","3","mhp_mitsuki_sit_kaihou_loop","1","0","117531","mhp_mitsuki_sit_kaihou_in","0.2","1007416","0",""
"1007416089","93","","","","1","","","1007416","",""
"1007416090","3","mhp_skull_trouble_loop","1","0","31","mhp_skull_trouble_in","0.2","1007416","0",""
"1007416091","21","0","","0","vo_mhp_1007416","vo_mhp_6012","","1007416","",""
"1007416092","11","1","0","5","31","慢、慢著慢著！那東西不行。\n本大爺的第六感正在奮力說著快逃！\n忍，撤退！撤退～！","0","1007416","0","0.5"
"1007416093","91","","","","0","","","1007416","",""
"1007416094","3","","0","1","103111","mhp_talk_sad2","0.2","1007416","",""
"1007416095","21","0","","0","vo_mhp_1007416","vo_mhp_6013","","1007416","",""
"1007416096","11","1","0","5","103111","是嗎？但我覺得\n讓你吃到一點苦頭比較好喔？","0","1007416","0","0.5"
"1007416097","91","","","","0","","","1007416","",""
"1007416098","93","","","","1","","","1007416","",""
"1007416099","3","","0","1","103111","mhp_talk_sad","0.2","1007416","",""
"1007416100","21","0","","0","vo_mhp_1007416","vo_mhp_6014","","1007416","",""
"1007416101","11","1","0","3","103111","打擾到各位了……\n我日後再來為此致歉。","0","1007416","0","0.5"
"1007416102","91","","","","0","","","1007416","",""
"1007416103","22","","","","0","0","","1007416","",""
"1007416104","3","mhp_idle_normal","1","0","103111","mhp_shinobu_bow","0.2","1007416","0.2",""
"1007416105","93","","","","4","","","1007416","",""
"1007416106","3","","0","1","103111","mhp_walk","0.2","1007416","",""
"1007416107","4","","","","103111","1","","1007416","",""
"1007416108","4","","","","31","1","","1007416","",""
"1007416109","2","5","0","-220","103111","-1100","","1007416","",""
"1007416110","2","2","0","-220","31","-1000","","1007416","",""
"1007416111","93","","","","4","","","1007416","",""
"1007416112","91","","","","0","","","1007416","",""
"1007416113","3","","","1","117631","mhp_sit_talk_worry","0.2","1007416","",""
"1007416114","21","0","","0","vo_mhp_1007416","vo_mhp_6015","","1007416","",""
"1007416115","11","1","0","6","117631","剛、剛才那是什麼啊……","","1007416","0","0.5"
"1007416116","91","","","","0","","","1007416","",""
"1007416117","22","","","","0","0","","1007416","",""
"1007416118","91","","","","0","","","1007416","",""
"1007417001","1","-1000","-240","100","1","103111","1.7","1007417","0","mhp_idle_normal"
"1007417002","1","365","-200","100","1","117631","1.7","1007417","1","mhp_sit_idle"
"1007417003","1","185","-220","104","1","117531","1.7","1007417","1","mhp_sit_idle"
"1007417004","31","-154","0.85","-240","1","1","1","1007417","",""
"1007417005","31","-237","1","173","20","120","0","1007417","",""
"1007417006","31","160","1","0","30","130","0","1007417","",""
"1007417007","31","0","1","0","11","111","0","1007417","",""
"1007417008","5","-200","-220","110","1","11","1.7","1007417","0","NoItem"
"1007417009","5","-200","-220","105","1","12","1.7","1007417","0","NoItem"
