7d0347c34d265cedf0142654197065620832c13892c461e485d55fd7486f01c0,93c6d5e6c83d4fccbc170527e0e1f5bb7e27ce810eb81eecd2f5396a27845e63,9d543e557ba6839459c819a19d725dd0a9ded2924e3120e72f115a1c3f74cf13,ffeb570dd76ba0b4438ee85699052bd53d0a65817171f5ef89db23d1f7311828,9483a081603feafd60380250c66dba158ff3f731360de2065b88f4232efe4c5f
"30","72053001","91002","8","20053001"
"1","72053001","22002","2","20053002"
"30","72053002","91002","8","20053003"
"1","72053002","22002","2","20053004"
"30","72053003","91002","8","20053005"
"1","72053003","22002","2","20053006"
"30","72053004","91002","8","20053007"
"1","72053004","22002","2","20053008"
"30","72053005","91002","8","20053009"
"1","72053005","22002","2","20053010"
"30","72053006","91002","8","20053011"
"1","72053006","22002","2","20053012"
"30","72053007","91002","8","20053013"
"1","72053007","22002","2","20053014"
"30","72053008","91002","8","20053015"
"1","72053008","22002","2","20053016"
"30","72053009","91002","8","20053017"
"1","72053009","22002","2","20053018"
"30","72053010","91002","8","20053019"
"1","72053010","22002","2","20053020"
"30","72053011","91002","8","20053021"
"1","72053011","22002","2","20053022"
"30","72053012","91002","8","20053023"
"1","72053012","22002","2","20053024"
"30","72053013","91002","8","20053025"
"1","72053013","22002","2","20053026"
"30","72053014","91002","8","20053027"
"1","72053014","22002","2","20053028"
"30","72053015","91002","8","20053029"
"1","72053015","22002","2","20053030"
"40","72053015","50003","2","20053031"
"60","72053016","91002","8","20053032"
"2","72053016","22002","2","20053033"
"60","72053017","91002","8","20053034"
"2","72053017","22002","2","20053035"
"60","72053018","91002","8","20053036"
"2","72053018","22002","2","20053037"
"60","72053019","91002","8","20053038"
"2","72053019","22002","2","20053039"
"60","72053020","91002","8","20053040"
"2","72053020","22002","2","20053041"
"40","72053020","50003","2","20053042"
"1","72053021","122801","1","20053043"
"1","72053022","21013","2","20053044"
"10","72053023","31228","2","20053045"
"10","72053023","31036","2","20053046"
"1","72053024","2100981","19","20053047"
"10","72053025","31228","2","20053048"
"10","72053025","31036","2","20053049"
"30","72054001","91002","8","20054001"
"1","72054001","22002","2","20054002"
"30","72054002","91002","8","20054003"
"1","72054002","22002","2","20054004"
"30","72054003","91002","8","20054005"
"1","72054003","22002","2","20054006"
"30","72054004","91002","8","20054007"
"1","72054004","22002","2","20054008"
"30","72054005","91002","8","20054009"
"1","72054005","22002","2","20054010"
"30","72054006","91002","8","20054011"
"1","72054006","22002","2","20054012"
"30","72054007","91002","8","20054013"
"1","72054007","22002","2","20054014"
"30","72054008","91002","8","20054015"
"1","72054008","22002","2","20054016"
"30","72054009","91002","8","20054017"
"1","72054009","22002","2","20054018"
"30","72054010","91002","8","20054019"
"1","72054010","22002","2","20054020"
"30","72054011","91002","8","20054021"
"1","72054011","22002","2","20054022"
"30","72054012","91002","8","20054023"
"1","72054012","22002","2","20054024"
"30","72054013","91002","8","20054025"
"1","72054013","22002","2","20054026"
"30","72054014","91002","8","20054027"
"1","72054014","22002","2","20054028"
"30","72054015","91002","8","20054029"
"1","72054015","22002","2","20054030"
"40","72054015","50003","2","20054031"
"60","72054016","91002","8","20054032"
"2","72054016","22002","2","20054033"
"60","72054017","91002","8","20054034"
"2","72054017","22002","2","20054035"
"60","72054018","91002","8","20054036"
"2","72054018","22002","2","20054037"
"60","72054019","91002","8","20054038"
"2","72054019","22002","2","20054039"
"60","72054020","91002","8","20054040"
"2","72054020","22002","2","20054041"
"40","72054020","50003","2","20054042"
"5","72054021","31010","2","20054043"
"5","72054021","31023","2","20054044"
"1","72054022","21901","2","20054045"
"1","72054023","21901","2","20054046"
"5","72054024","31010","2","20054047"
"5","72054024","31023","2","20054048"
"1","72054025","2101001","19","20054049"
"10","72054026","31010","2","20054050"
"10","72054026","31023","2","20054051"
"30","72055001","91002","8","20055001"
"1","72055001","22002","2","20055002"
"30","72055002","91002","8","20055003"
"1","72055002","22002","2","20055004"
"30","72055003","91002","8","20055005"
"1","72055003","22002","2","20055006"
"30","72055004","91002","8","20055007"
"1","72055004","22002","2","20055008"
"30","72055005","91002","8","20055009"
"1","72055005","22002","2","20055010"
"30","72055006","91002","8","20055011"
"1","72055006","22002","2","20055012"
"30","72055007","91002","8","20055013"
"1","72055007","22002","2","20055014"
"30","72055008","91002","8","20055015"
"1","72055008","22002","2","20055016"
"30","72055009","91002","8","20055017"
"1","72055009","22002","2","20055018"
"30","72055010","91002","8","20055019"
"1","72055010","22002","2","20055020"
"30","72055011","91002","8","20055021"
"1","72055011","22002","2","20055022"
"30","72055012","91002","8","20055023"
"1","72055012","22002","2","20055024"
"30","72055013","91002","8","20055025"
"1","72055013","22002","2","20055026"
"30","72055014","91002","8","20055027"
"1","72055014","22002","2","20055028"
"30","72055015","91002","8","20055029"
"1","72055015","22002","2","20055030"
"40","72055015","50003","2","20055031"
"60","72055016","91002","8","20055032"
"2","72055016","22002","2","20055033"
"60","72055017","91002","8","20055034"
"2","72055017","22002","2","20055035"
"60","72055018","91002","8","20055036"
"2","72055018","22002","2","20055037"
"60","72055019","91002","8","20055038"
"2","72055019","22002","2","20055039"
"60","72055020","91002","8","20055040"
"2","72055020","22002","2","20055041"
"40","72055020","50003","2","20055042"
"1","72055021","123501","1","20055043"
"1","72055022","21014","2","20055044"
"10","72055023","31235","2","20055045"
"10","72055023","31013","2","20055046"
"10","72055024","31235","2","20055047"
"10","72055024","31013","2","20055048"
"30","72056001","91002","8","20056001"
"1","72056001","22002","2","20056002"
"30","72056002","91002","8","20056003"
"1","72056002","22002","2","20056004"
"30","72056003","91002","8","20056005"
"1","72056003","22002","2","20056006"
"30","72056004","91002","8","20056007"
"1","72056004","22002","2","20056008"
"30","72056005","91002","8","20056009"
"1","72056005","22002","2","20056010"
"30","72056006","91002","8","20056011"
"1","72056006","22002","2","20056012"
"30","72056007","91002","8","20056013"
"1","72056007","22002","2","20056014"
"30","72056008","91002","8","20056015"
"1","72056008","22002","2","20056016"
"30","72056009","91002","8","20056017"
"1","72056009","22002","2","20056018"
"30","72056010","91002","8","20056019"
"1","72056010","22002","2","20056020"
"30","72056011","91002","8","20056021"
"1","72056011","22002","2","20056022"
"30","72056012","91002","8","20056023"
"1","72056012","22002","2","20056024"
"30","72056013","91002","8","20056025"
"1","72056013","22002","2","20056026"
"30","72056014","91002","8","20056027"
"1","72056014","22002","2","20056028"
"30","72056015","91002","8","20056029"
"1","72056015","22002","2","20056030"
"40","72056015","50003","2","20056031"
"60","72056016","91002","8","20056032"
"2","72056016","22002","2","20056033"
"60","72056017","91002","8","20056034"
"2","72056017","22002","2","20056035"
"60","72056018","91002","8","20056036"
"2","72056018","22002","2","20056037"
"60","72056019","91002","8","20056038"
"2","72056019","22002","2","20056039"
"60","72056020","91002","8","20056040"
"2","72056020","22002","2","20056041"
"40","72056020","50003","2","20056042"
"5","72056021","31037","2","20056043"
"5","72056021","31005","2","20056044"
"1","72056022","21901","2","20056045"
"1","72056023","21901","2","20056046"
"5","72056024","31037","2","20056047"
"5","72056024","31005","2","20056048"
"10","72056025","31037","2","20056049"
"10","72056025","31005","2","20056050"
"30","72057001","91002","8","20057001"
"1","72057001","22002","2","20057002"
"30","72057002","91002","8","20057003"
"1","72057002","22002","2","20057004"
"30","72057003","91002","8","20057005"
"1","72057003","22002","2","20057006"
"30","72057004","91002","8","20057007"
"1","72057004","22002","2","20057008"
"30","72057005","91002","8","20057009"
"1","72057005","22002","2","20057010"
"30","72057006","91002","8","20057011"
"1","72057006","22002","2","20057012"
"30","72057007","91002","8","20057013"
"1","72057007","22002","2","20057014"
"30","72057008","91002","8","20057015"
"1","72057008","22002","2","20057016"
"30","72057009","91002","8","20057017"
"1","72057009","22002","2","20057018"
"30","72057010","91002","8","20057019"
"1","72057010","22002","2","20057020"
"30","72057011","91002","8","20057021"
"1","72057011","22002","2","20057022"
"30","72057012","91002","8","20057023"
"1","72057012","22002","2","20057024"
"30","72057013","91002","8","20057025"
"1","72057013","22002","2","20057026"
"30","72057014","91002","8","20057027"
"1","72057014","22002","2","20057028"
"30","72057015","91002","8","20057029"
"1","72057015","22002","2","20057030"
"40","72057015","50003","2","20057031"
"60","72057016","91002","8","20057032"
"2","72057016","22002","2","20057033"
"60","72057017","91002","8","20057034"
"2","72057017","22002","2","20057035"
"60","72057018","91002","8","20057036"
"2","72057018","22002","2","20057037"
"60","72057019","91002","8","20057038"
"2","72057019","22002","2","20057039"
"60","72057020","91002","8","20057040"
"2","72057020","22002","2","20057041"
"40","72057020","50003","2","20057042"
"1","72057021","124101","1","20057043"
"1","72057022","21015","2","20057044"
"10","72057023","31241","2","20057045"
"10","72057023","31047","2","20057046"
"10","72057024","31241","2","20057047"
"10","72057024","31047","2","20057048"
