25632ee2f4ad77cb5a9137ba8abf0a37cab064ed85ba3eaca64ab7a7164dc2e6,7099bfc4339807c356277ca04b2511b955a1cf40b94a85bcc8f3b1fb728dd49b,1ba179bfc13d4c63e8434481b17a5ab2dbd29428314dc5413bd15de883cc3046,c7a5676371412fae5063dfba2df0e92742809738fe0800699a42237a97ef7674,bf14afedf2475f94052f0cb9ec3e253e8db35c64997cf67fc96f248d0ff89e89
"84001061","深域怪物","11","400106102","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001061","賦予TP上升上限","17","400106103","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001061","提升物理防禦力（不可降低）","boss_def_lower_limit","400106104","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001061","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400106105","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001061","降低HP吸收","9","400106106","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001062","光屬性獎勵特大幅度提升","15","400106201","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001062","深域怪物","11","400106202","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001062","賦予TP上升上限","17","400106203","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001062","提升物理防禦力（不可降低）","boss_def_lower_limit","400106204","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001062","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400106205","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001062","降低HP吸收","9","400106206","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001063","光屬性獎勵特大幅度提升","15","400106301","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001063","深域怪物","11","400106302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001063","賦予TP上升上限","17","400106303","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001063","提升物理防禦力（不可降低）","boss_def_lower_limit","400106304","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001063","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400106305","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001063","降低HP吸收","9","400106306","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001064","光屬性獎勵特大幅度提升","15","400106401","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001064","深域怪物","11","400106402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001064","賦予TP上升上限","17","400106403","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001064","提升物理防禦力（不可降低）","boss_def_lower_limit","400106404","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001064","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400106405","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001064","降低HP吸收","9","400106406","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001065","光屬性獎勵特大幅度提升","15","400106501","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001065","深域怪物","11","400106502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001065","賦予TP上升上限","17","400106503","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001065","提升物理防禦力（不可降低）","boss_def_lower_limit","400106504","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001065","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400106505","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001065","降低HP吸收","9","400106506","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001066","危險領域","25","400106601","戰鬥中，發動「降低魔法攻擊力」效果。"
"84001066","光屬性獎勵特大幅度提升","15","400106602","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001066","深域怪物","11","400106603","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001066","賦予TP上升上限","17","400106604","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001066","提升物理防禦力（不可降低）","boss_def_lower_limit","400106605","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001066","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400106606","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001066","降低HP吸收","9","400106607","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001066","降低魔法攻擊力","6","400106608","戰鬥開始時，超大幅度降低全體角色的魔法攻擊力。"
"84001067","光屬性獎勵特大幅度提升","15","400106701","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001067","深域怪物","11","400106702","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001067","賦予TP上升上限","17","400106703","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001067","提升物理防禦力（不可降低）","boss_def_lower_limit","400106704","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001067","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400106705","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001067","降低HP吸收","9","400106706","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001068","光屬性獎勵特大幅度提升","15","400106801","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001068","深域怪物","11","400106802","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001068","賦予TP上升上限","17","400106803","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001068","提升物理防禦力（不可降低）","boss_def_lower_limit","400106804","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001068","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400106805","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001068","降低HP吸收","9","400106806","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001069","光屬性獎勵特大幅度提升","15","400106901","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001069","深域怪物","11","400106902","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001069","賦予TP上升上限","17","400106903","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001069","提升物理防禦力（不可降低）","boss_def_lower_limit","400106904","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001069","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400106905","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001069","降低HP吸收","9","400106906","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001070","光屬性獎勵特大幅度提升","15","400107001","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001070","深域怪物","11","400107002","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001070","賦予TP上升上限","17","400107003","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001070","提升物理防禦力（不可降低）","boss_def_lower_limit","400107004","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001070","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400107005","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001070","降低HP吸收","9","400107006","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"84001070","減少TP下降","boss_tp_down_cut","400107007","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。"
"84001070","戰鬥中物理防禦力提升","boss_def_up","400107008","戰鬥開始45秒後，讓所有怪物的物理防禦力大幅度提升。"
"84001070","戰鬥中魔法防禦力提升","boss_magic_def_up","400107009","戰鬥開始45秒後，讓所有怪物的魔法防禦力大幅度提升。"
"84001071","光屬性獎勵特大幅度提升","15","400107101","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001071","深域怪物","11","400107102","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001071","賦予TP上升上限","17","400107103","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001071","提升物理防禦力（不可降低）","boss_def_lower_limit","400107104","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001071","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400107105","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001071","降低HP吸收","9","400107106","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001071","傷害降低","boss_damage_cut","400107107","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001071","物理魔法暴擊率降低","35","400107108","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001072","光屬性獎勵特大幅度提升","15","400107201","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001072","深域怪物","11","400107202","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001072","賦予TP上升上限","17","400107203","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001072","提升物理防禦力（不可降低）","boss_def_lower_limit","400107204","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001072","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400107205","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001072","降低HP吸收","9","400107206","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001072","傷害降低","boss_damage_cut","400107207","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001072","物理魔法暴擊率降低","35","400107208","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001073","光屬性獎勵特大幅度提升","15","400107301","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001073","深域怪物","11","400107302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001073","賦予TP上升上限","17","400107303","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001073","提升物理防禦力（不可降低）","boss_def_lower_limit","400107304","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001073","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400107305","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001073","降低HP吸收","9","400107306","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001073","傷害降低","boss_damage_cut","400107307","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001073","物理魔法暴擊率降低","35","400107308","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001074","光屬性獎勵特大幅度提升","15","400107401","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001074","深域怪物","11","400107402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001074","賦予TP上升上限","17","400107403","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001074","提升物理防禦力（不可降低）","boss_def_lower_limit","400107404","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001074","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400107405","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001074","降低HP吸收","9","400107406","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001074","傷害降低","boss_damage_cut","400107407","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001074","物理魔法暴擊率降低","35","400107408","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001075","光屬性獎勵特大幅度提升","15","400107501","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001075","深域怪物","11","400107502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001075","賦予TP上升上限","17","400107503","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001075","提升物理防禦力（不可降低）","boss_def_lower_limit","400107504","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001075","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400107505","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001075","降低HP吸收","9","400107506","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001075","傷害降低","boss_damage_cut","400107507","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001075","物理魔法暴擊率降低","35","400107508","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001076","危險領域","25","400107601","戰鬥中，發動「持續ＴＰ恢復」效果。"
"84001076","光屬性獎勵特大幅度提升","15","400107602","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001076","深域怪物","11","400107603","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001076","賦予TP上升上限","17","400107604","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001076","提升物理防禦力（不可降低）","boss_def_lower_limit","400107605","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001076","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400107606","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001076","降低HP吸收","9","400107607","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001076","傷害降低","boss_damage_cut","400107608","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001076","物理魔法暴擊率降低","35","400107609","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001076","持續恢復TP","energy_recover","400107610","戰鬥開始時，對所有怪物施加持續小幅度恢復ＴＰ狀態。"
"84001077","光屬性獎勵特大幅度提升","15","400107701","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001077","深域怪物","11","400107702","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001077","賦予TP上升上限","17","400107703","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001077","提升物理防禦力（不可降低）","boss_def_lower_limit","400107704","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001077","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400107705","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001077","降低HP吸收","9","400107706","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001077","傷害降低","boss_damage_cut","400107707","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001077","物理魔法暴擊率降低","35","400107708","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001078","光屬性獎勵特大幅度提升","15","400107801","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001078","深域怪物","11","400107802","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001078","賦予TP上升上限","17","400107803","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001078","提升物理防禦力（不可降低）","boss_def_lower_limit","400107804","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001078","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400107805","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001078","降低HP吸收","9","400107806","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001078","傷害降低","boss_damage_cut","400107807","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001078","物理魔法暴擊率降低","35","400107808","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001079","光屬性獎勵特大幅度提升","15","400107901","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001079","深域怪物","11","400107902","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001079","賦予TP上升上限","17","400107903","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001079","提升物理防禦力（不可降低）","boss_def_lower_limit","400107904","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001079","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400107905","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001079","降低HP吸收","9","400107906","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001079","傷害降低","boss_damage_cut","400107907","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001079","物理魔法暴擊率降低","35","400107908","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001080","光屬性獎勵特大幅度提升","15","400108001","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001080","深域怪物","11","400108002","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001080","賦予TP上升上限","17","400108003","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001080","提升物理防禦力（不可降低）","boss_def_lower_limit","400108004","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001080","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400108005","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001080","降低HP吸收","9","400108006","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"84001080","減少TP下降","boss_tp_down_cut","400108007","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。"
"84001080","傷害降低","boss_damage_cut","400108008","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001080","物理魔法暴擊率降低","35","400108009","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001080","魔法傷害降低","boss_magic_cut","400108010","戰鬥開始時，所有怪物的魔法傷害為減少50％的狀態。"
"84001081","光屬性獎勵特大幅度提升","15","400108101","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001081","深域怪物","11","400108102","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001081","賦予TP上升上限","17","400108103","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001081","提升物理防禦力（不可降低）","boss_def_lower_limit","400108104","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001081","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400108105","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001081","降低HP吸收","9","400108106","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001081","傷害降低","boss_damage_cut","400108107","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001081","物理魔法暴擊率降低","35","400108108","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001082","光屬性獎勵特大幅度提升","15","400108201","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001082","深域怪物","11","400108202","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001082","賦予TP上升上限","17","400108203","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001082","提升物理防禦力（不可降低）","boss_def_lower_limit","400108204","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001082","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400108205","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001082","降低HP吸收","9","400108206","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001082","傷害降低","boss_damage_cut","400108207","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001082","物理魔法暴擊率降低","35","400108208","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001083","光屬性獎勵特大幅度提升","15","400108301","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001083","深域怪物","11","400108302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001083","賦予TP上升上限","17","400108303","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001083","提升物理防禦力（不可降低）","boss_def_lower_limit","400108304","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001083","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400108305","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001083","降低HP吸收","9","400108306","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001083","傷害降低","boss_damage_cut","400108307","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001083","物理魔法暴擊率降低","35","400108308","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001084","光屬性獎勵特大幅度提升","15","400108401","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001084","深域怪物","11","400108402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001084","賦予TP上升上限","17","400108403","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001084","提升物理防禦力（不可降低）","boss_def_lower_limit","400108404","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001084","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400108405","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001084","降低HP吸收","9","400108406","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001084","傷害降低","boss_damage_cut","400108407","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001084","物理魔法暴擊率降低","35","400108408","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001085","光屬性獎勵特大幅度提升","15","400108501","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001085","深域怪物","11","400108502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001085","賦予TP上升上限","17","400108503","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001085","提升物理防禦力（不可降低）","boss_def_lower_limit","400108504","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001085","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400108505","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001085","降低HP吸收","9","400108506","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001085","傷害降低","boss_damage_cut","400108507","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001085","物理魔法暴擊率降低","35","400108508","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001086","危險領域","25","400108601","戰鬥中，發動「降低物理防禦力」、「降低魔法防禦力」效果。"
"84001086","光屬性獎勵特大幅度提升","15","400108602","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001086","深域怪物","11","400108603","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001086","賦予TP上升上限","17","400108604","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001086","提升物理防禦力（不可降低）","boss_def_lower_limit","400108605","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001086","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400108606","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001086","降低HP吸收","9","400108607","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001086","傷害降低","boss_damage_cut","400108608","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001086","物理魔法暴擊率降低","35","400108609","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001086","降低物理防禦力","7","400108610","戰鬥開始時，大幅度降低全體角色的物理防禦力。"
"84001086","降低魔法防禦力","8","400108611","戰鬥開始時，大幅度降低全體角色的魔法防禦力。"
"84001087","光屬性獎勵特大幅度提升","15","400108701","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"84001087","深域怪物","11","400108702","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"84001087","賦予TP上升上限","17","400108703","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"84001087","提升物理防禦力（不可降低）","boss_def_lower_limit","400108704","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"84001087","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","400108705","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"84001087","降低HP吸收","9","400108706","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"84001087","傷害降低","boss_damage_cut","400108707","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"84001087","物理魔法暴擊率降低","35","400108708","戰鬥開始時，大幅度降低全體角色的物理與魔法暴擊率。"
"84001088","光屬性獎勵特大幅度提升","15","400108801","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
