b065af52f6db3e6952ec06b0952de14ebb3d4d9566ab3360a5b5173a573f2e1a,49387fd2aed788971c9949f0aa216f0b2d211bc9472345241e92f0386765a9dc,886118258c69cddd5fe8a95122901c01e906d8afd3601d56fe6a7fde4782519f,0d76f04f96aa9d32b23a95f299b8b228af82a45b98576a3f1e36a56b7d6f59a2,709c120ef4b150926a861b011bdb48c2b5cbb7fb9279a17905c942ee51b9da16,6750acc3ae5fb470dc635d1f6162ed73b4a38f3c5fb83de77386cc56d5a5d09f,423cd61b4fb95e9baa7a9d1be51c78995119a81570b2a9e8c8d52f6b91488e66,13b703e55aec0ac1c99d1e810b95d4e3923d06e14be3567559c5a5f82b4a62c6,7487ffa0f327c4110705decdda050e53cf85f61ffd825831b94654f823047d1c,094129ffb1ccecf7513d90ffe0c68f407775903544b62224819b0657d41654f5,7c6b18edcfb2f526b9664f0f069813170fdecd5d5859d569070345b75d53ca85,31453d7d97457fe737b1ffe4c7b4dd323670be4231ceeb61daffd1fe64253769,640036b722122af3e186007fb4c01eea03ced01ccce6e33cd98fc0c095d6e2e5,ec82bad90b1090e6f86be2e6e7d1d2fd5eff4d05d5e63cb1dfe1029b1cbe2627,cc696b4aea59ed8bca8289e3941796b0e21d17658fc976ad8aa9d42449928ca7,12df7630c6e0cdc3ead396be477d12b54c6357ebd4ad573f679c19460159a5ef,d4ea7064602df5dc8a5ed9608207d6ada2853a4ca1174c9ac5ce0cdcf996a929,5ae2f1c14dbf1d9b36eebc7bf03d78c165365dc2656d050dace8219bb3603d86,cde4827c1c3fbc387c33c30806955b955f567cd110d8640ba634aa464a258bfa
"7038","35","177","4260","19","159","0","104","0","0","14","0","943","0","129401","5455","9","64","30"
"7932","40","177","4260","20","169","0","114","0","0","14","0","1061","0","129401","5900","9","64","30"
"8904","45","177","4260","21","182","0","126","0","0","14","0","1208","0","129401","6155","9","64","30"
"10090","45","177","4260","22","195","0","138","0","0","14","0","1373","0","129401","6310","9","64","30"
"11476","45","177","4260","23","206","0","152","0","0","14","0","1490","0","129401","6400","9","64","30"
"12987","45","177","4260","24","211","0","160","0","0","14","0","1584","0","129401","7015","9","64","30"
"14663","45","177","4260","25","217","0","169","0","0","14","0","1667","0","129401","7540","9","64","30"
"16502","45","177","4260","26","223","0","178","0","0","14","0","1716","0","129401","8065","9","64","30"
"18441","45","177","4260","27","228","0","185","0","0","14","0","1744","0","129401","8910","9","64","30"
"20518","45","177","4260","28","238","0","197","0","0","14","0","1772","0","129401","9230","9","64","30"
"22768","45","177","4260","29","248","0","207","0","0","14","0","1801","0","129401","9550","9","64","30"
"25163","45","177","4260","30","258","0","217","0","0","14","0","1831","0","129401","9870","9","64","30"
"27667","45","177","4260","31","268","0","227","0","0","14","0","1861","0","129401","10190","9","64","30"
"30270","45","177","4260","32","279","0","238","0","0","14","0","1891","0","129401","10510","9","64","30"
"33003","45","177","4260","33","291","0","250","0","0","14","0","1920","0","129401","10880","9","64","30"
"35901","45","177","4260","34","303","0","262","0","0","14","0","1948","0","129401","11250","9","64","30"
"38928","45","177","4260","35","315","0","274","0","0","14","0","1976","0","129401","11620","9","64","30"
"21","1","5","75","2","1","0","0","0","0","0","0","0","0","129501","65","0","0","0"
"71","3","20","125","3","5","0","0","0","0","0","0","0","0","129501","125","0","0","0"
"170","5","55","295","4","8","0","2","0","0","0","0","0","0","129501","305","0","0","0"
"318","8","105","455","5","13","0","4","0","0","0","0","0","0","129501","575","0","0","10"
"537","12","120","845","6","21","0","5","0","0","0","0","0","0","129501","925","3","0","10"
"800","16","145","1685","7","27","0","7","0","0","0","0","0","0","129501","1245","6","0","10"
"1153","16","170","2245","8","35","0","9","0","0","9","0","10","0","129501","1675","9","0","10"
"1518","23","170","2245","9","50","0","14","0","0","23","5","40","0","129501","2090","9","0","10"
"1924","24","170","2245","10","60","0","25","0","0","28","10","90","0","129501","2470","9","0","20"
"2351","31","170","2245","11","63","0","36","0","0","28","10","134","0","129501","2670","9","13","40"
"2823","33","170","2495","12","75","0","39","0","0","28","10","178","0","129501","3140","9","26","40"
"3297","33","195","2495","13","88","0","47","0","0","28","10","231","0","129501","3390","9","46","40"
"3792","35","220","2495","14","106","0","61","0","0","28","10","308","0","129501","3550","9","46","40"
"4364","35","220","2495","15","120","0","75","0","0","28","10","428","0","129501","3550","9","46","40"
"4967","35","220","2495","16","133","0","87","0","0","28","10","566","0","129501","3550","9","49","40"
"5608","35","220","2495","17","151","0","96","0","0","28","10","691","0","129501","3600","9","52","40"
"6303","35","220","2495","18","166","0","112","0","0","28","10","836","0","129501","3650","9","52","40"
"7141","35","220","2495","19","177","0","125","0","0","28","10","974","0","129501","3745","9","52","40"
"8069","35","220","2495","20","195","0","135","0","0","28","10","1065","0","129501","3940","9","52","40"
"9043","35","220","2495","21","218","0","147","0","0","28","10","1160","0","129501","4250","9","52","40"
"10184","35","220","2495","22","241","0","165","0","0","28","10","1244","0","129501","4460","9","52","40"
"11548","35","220","2495","23","258","0","185","0","0","28","10","1285","0","129501","4550","9","52","40"
"13091","35","220","2495","24","263","0","193","0","0","28","10","1314","0","129501","5165","9","52","40"
"14792","35","220","2495","25","269","0","202","0","0","28","10","1347","0","129501","5690","9","52","40"
"16644","35","220","2495","26","275","0","211","0","0","28","10","1371","0","129501","6215","9","52","40"
"18588","35","220","2495","27","280","0","218","0","0","28","10","1389","0","129501","7060","9","52","40"
"20665","35","220","2495","28","290","0","230","0","0","28","10","1414","0","129501","7380","9","52","40"
"22912","35","220","2495","29","300","0","240","0","0","28","10","1447","0","129501","7700","9","52","40"
"25305","35","220","2495","30","310","0","250","0","0","28","10","1481","0","129501","8020","9","52","40"
"27807","35","220","2495","31","320","0","260","0","0","28","10","1515","0","129501","8340","9","52","40"
"30409","35","220","2495","32","331","0","271","0","0","28","10","1548","0","129501","8660","9","52","40"
"33141","35","220","2495","33","343","0","283","0","0","28","10","1579","0","129501","9030","9","52","40"
"36037","35","220","2495","34","355","0","295","0","0","28","10","1609","0","129501","9400","9","52","40"
"39062","35","220","2495","35","367","0","307","0","0","28","10","1639","0","129501","9770","9","52","40"
"22","0","0","100","2","2","0","0","0","0","0","0","0","0","129601","80","0","0","0"
"76","0","5","150","3","4","0","0","0","0","0","0","0","0","129601","335","0","0","0"
"157","0","20","200","4","10","0","3","0","0","0","0","0","0","129601","790","0","0","0"
"293","3","35","200","5","15","0","7","0","0","0","0","0","0","129601","1420","0","0","0"
"470","3","35","200","6","26","0","12","0","0","0","0","0","0","129601","2420","3","0","0"
"706","3","60","570","7","39","0","18","0","0","0","0","0","0","129601","3030","6","0","0"
"1015","3","85","870","8","50","0","24","0","0","0","0","0","0","129601","3735","6","0","0"
"1289","4","85","1320","9","66","0","41","0","0","5","0","10","0","129601","4400","10","0","0"
"1603","5","85","1620","10","79","0","59","0","0","10","0","30","10","129601","5010","10","5","10"
"1916","7","85","2170","11","98","0","66","0","0","10","0","68","10","129601","5930","10","20","10"
"2259","7","85","2570","12","115","0","74","0","0","12","0","118","10","129601","6660","10","40","20"
"2612","7","110","2890","13","140","0","92","0","0","14","0","167","10","129601","7060","10","50","20"
"3002","9","116","3010","14","165","0","115","0","0","14","0","227","10","129601","7530","10","50","22"
"3489","9","134","3010","15","186","0","135","0","0","14","2","305","10","129601","7640","10","50","22"
"3960","9","134","3110","16","210","0","165","0","0","14","2","380","10","129601","7720","10","53","22"
"4379","9","134","3110","17","239","0","206","0","0","14","2","453","10","129601","8000","10","57","22"
"4840","12","134","3110","18","263","0","252","0","0","14","2","563","10","129601","8280","10","61","22"
"5398","12","134","3110","19","297","0","294","0","0","14","2","660","10","129601","8745","10","61","22"
"6007","17","134","3205","20","335","0","339","0","0","14","2","728","10","129601","9095","10","61","22"
"6757","22","134","3205","21","370","0","379","0","0","14","2","834","10","129601","9285","10","61","22"
"7749","22","134","3205","22","405","0","410","0","0","14","2","973","10","129601","9460","10","61","22"
"8811","22","134","3205","23","450","0","449","0","0","14","2","1078","10","129601","9865","10","61","22"
"9961","22","134","3205","24","497","0","495","0","0","14","2","1161","10","129601","10185","10","61","22"
"11324","22","134","3205","25","537","0","539","0","0","14","2","1226","10","129601","10505","10","61","22"
"12877","22","134","3205","26","569","0","574","0","0","14","2","1260","10","129601","11325","10","61","22"
"14508","22","134","3205","27","600","0","607","0","0","14","2","1279","10","129601","12625","10","61","22"
"16249","22","134","3205","28","632","0","641","0","0","14","2","1298","10","129601","14015","10","61","22"
"18052","22","134","3205","29","675","0","684","0","0","14","2","1318","10","129601","15420","10","61","22"
"19841","22","134","3205","30","735","0","744","0","0","14","2","1338","10","129601","16715","10","61","22"
"21814","22","134","3205","31","786","0","795","0","0","14","2","1358","10","129601","18150","10","61","22"
"23998","22","134","3205","32","823","0","832","0","0","14","2","1378","10","129601","19930","10","61","22"
"26293","22","134","3205","33","862","0","871","0","0","14","2","1397","10","129601","21835","10","61","22"
"28602","22","134","3205","34","916","0","925","0","0","14","2","1416","10","129601","23745","10","61","22"
"31003","22","134","3205","35","971","0","980","0","0","14","2","1435","10","129601","25895","10","61","22"
"18","1","0","50","2","3","0","0","0","0","0","0","0","0","129701","65","0","0","0"
"58","1","0","100","3","10","0","1","0","0","0","0","0","0","129701","250","0","0","0"
"153","1","0","125","4","19","0","3","0","0","0","0","0","0","129701","590","0","0","0"
"285","4","0","125","5","32","0","7","0","0","0","0","0","0","129701","1045","0","0","0"
"458","4","0","125","6","50","0","16","0","0","0","0","0","0","129701","1785","0","0","0"
"714","8","0","125","7","68","0","22","0","0","0","0","0","0","129701","2280","0","0","0"
"935","8","0","125","8","93","0","33","0","0","0","0","0","0","129701","3360","0","0","0"
"1189","13","0","125","9","112","0","44","0","0","5","0","5","10","129701","4270","0","0","15"
"1569","18","0","125","10","124","0","55","0","0","13","0","25","10","129701","4490","3","0","40"
"1981","18","0","125","11","139","0","73","0","0","13","0","67","10","129701","4790","7","0","50"
"2369","25","0","125","12","153","0","88","0","0","13","0","89","10","129701","5180","9","11","60"
"2739","27","0","125","13","182","0","109","0","0","16","0","119","10","129701","5370","9","21","62"
"3096","27","25","125","14","215","0","136","0","0","16","3","154","10","129701","5540","11","21","62"
"3539","27","25","325","15","242","0","165","0","0","16","3","190","10","129701","5610","11","24","62"
"3991","29","25","375","16","274","0","191","0","0","16","3","218","10","129701","5910","11","24","62"
"4398","32","25","425","17","311","0","224","0","0","16","3","247","10","129701","6395","11","27","62"
"4852","32","25","425","18","355","0","259","0","0","16","3","296","10","129701","6930","11","27","62"
"5416","32","40","520","19","399","0","294","0","0","16","3","334","10","129701","7325","11","27","62"
"5990","32","75","520","20","448","0","336","0","0","16","3","384","10","129701","7800","11","27","62"
"6591","32","124","520","21","499","0","386","0","0","16","3","425","10","129701","8385","11","27","62"
"7251","32","164","520","22","564","0","439","0","0","16","3","469","10","129701","9345","11","27","62"
"7978","32","184","520","23","639","0","505","0","0","16","3","499","10","129701","10370","11","27","62"
"8796","32","184","520","24","719","0","570","0","0","16","3","535","10","129701","11530","11","27","62"
"9905","32","184","520","25","787","0","630","0","0","16","3","570","10","129701","12295","11","27","62"
"11323","32","184","520","26","834","0","683","0","0","16","3","611","10","129701","12820","11","27","62"
"12879","32","184","520","27","878","0","732","0","0","16","3","638","10","129701","13465","11","27","62"
"14550","32","184","520","28","924","0","780","0","0","16","3","665","10","129701","14185","11","27","62"
"16326","32","184","520","29","975","0","831","0","0","16","3","695","10","129701","15060","11","27","62"
"18219","32","184","520","30","1028","0","884","0","0","16","3","726","10","129701","16015","11","27","62"
"20202","32","184","520","31","1082","0","938","0","0","16","3","757","10","129701","17050","11","27","62"
"22275","32","184","520","32","1137","0","993","0","0","16","3","788","10","129701","18160","11","27","62"
"24454","32","184","520","33","1193","0","1049","0","0","16","3","818","10","129701","19540","11","27","62"
"26750","32","184","520","34","1251","0","1107","0","0","16","3","846","10","129701","21160","11","27","62"
"29155","32","184","520","35","1309","0","1165","0","0","16","3","874","10","129701","22950","11","27","62"
"25","0","0","25","2","2","0","0","0","0","0","0","0","0","129801","110","0","0","0"
"82","0","0","50","3","4","0","1","0","0","0","0","0","0","129801","370","0","0","0"
"190","0","5","80","4","8","0","2","0","0","0","0","0","0","129801","810","0","0","0"
"382","0","15","170","5","13","0","3","0","0","0","0","0","0","129801","1245","0","0","5"
"604","0","15","260","6","24","0","5","0","0","0","0","0","0","129801","2090","0","0","5"
"872","0","15","495","7","34","0","7","0","0","0","0","0","0","129801","2980","2","0","5"
"1235","0","15","730","8","42","0","9","0","0","8","0","0","0","129801","3655","4","0","5"
"1662","0","40","730","9","51","0","11","0","0","21","0","25","0","129801","4055","6","0","5"
"2117","0","40","830","10","57","0","23","0","0","34","0","70","0","129801","4355","6","0","15"
"2624","0","40","1180","11","64","0","25","0","0","34","0","129","0","129801","4755","6","3","25"
"3142","0","40","1280","12","70","0","29","0","0","37","0","185","0","129801","5125","6","16","31"
"3695","0","65","1280","13","76","0","35","0","0","37","0","246","0","129801","5275","8","29","37"
"4304","0","90","1280","14","83","0","40","0","0","37","0","325","0","129801","5435","10","29","43"
"4937","0","102","1280","15","93","0","46","0","0","37","0","417","0","129801","5615","12","29","43"
"5613","0","102","1280","16","105","0","48","0","0","37","0","534","0","129801","5795","12","34","43"
"6339","0","102","1280","17","115","0","52","0","0","37","0","647","0","129801","5945","12","39","43"
"7174","0","102","1280","18","118","0","57","0","0","37","0","805","0","129801","5995","12","41","43"
"8080","0","102","1280","19","127","0","64","0","0","37","0","966","0","129801","6090","12","41","43"
"9057","0","102","1280","20","140","0","69","0","0","37","0","1149","0","129801","6285","12","46","43"
"10155","0","102","1280","21","146","0","74","0","0","37","0","1362","0","129801","6475","12","51","43"
"11432","0","102","1280","22","157","0","80","0","0","37","0","1548","0","129801","6565","12","56","43"
"12876","0","102","1280","23","167","0","88","0","0","37","0","1693","0","129801","6655","12","56","43"
"14452","0","102","1280","24","172","0","88","0","0","37","0","1807","0","129801","7310","12","56","43"
"16206","0","102","1280","25","178","0","97","0","0","37","0","1910","0","129801","7390","12","56","43"
"18086","0","102","1280","26","184","0","106","0","0","37","0","1977","0","129801","7840","12","56","43"
"20104","0","102","1280","27","189","0","113","0","0","37","0","2019","0","129801","8300","12","56","43"
"22302","0","102","1280","28","194","0","118","0","0","37","0","2050","0","129801","8450","12","56","43"
"24628","0","102","1280","29","199","0","123","0","0","37","0","2083","0","129801","8920","12","56","43"
"27138","0","102","1280","30","204","0","128","0","0","37","0","2118","0","129801","9070","12","56","43"
"29749","0","102","1280","31","204","0","128","0","0","37","0","2153","0","129801","9745","12","56","43"
"32470","0","102","1280","32","210","0","134","0","0","37","0","2188","0","129801","9905","12","56","43"
"35295","0","102","1280","33","216","0","140","0","0","37","0","2222","0","129801","10445","12","56","43"
"38310","0","102","1280","34","222","0","146","0","0","37","0","2255","0","129801","10625","12","56","43"
"41431","0","102","1280","35","228","0","152","0","0","37","0","2288","0","129801","11175","12","56","43"
"32","0","0","50","2","3","0","0","0","0","0","0","0","0","129901","15","0","0","0"
"109","0","0","100","3","5","0","0","0","0","0","0","0","0","129901","105","0","0","0"
"256","0","10","160","4","6","0","1","0","0","0","0","0","0","129901","255","0","0","0"
"473","0","30","160","5","9","0","2","0","0","0","0","0","0","129901","500","0","0","10"
"763","0","30","340","6","17","0","4","0","0","0","0","0","0","129901","825","0","0","10"
"1102","0","30","810","7","23","0","6","0","0","0","0","0","0","129901","1205","0","0","10"
"1462","0","30","1045","8","35","0","8","0","0","0","0","0","0","129901","1795","0","0","10"
"1909","0","55","1045","9","44","0","10","0","0","5","0","10","0","129901","2115","0","0","10"
"2411","0","55","1045","10","51","0","16","0","0","10","0","50","0","129901","2265","0","0","20"
"2933","2","55","1045","11","55","0","21","0","0","10","0","88","0","129901","2425","2","11","30"
"3463","2","55","1045","12","61","0","25","0","0","16","0","130","0","129901","2795","4","22","30"
"4011","2","80","1045","13","69","0","31","0","0","19","0","185","0","129901","2985","6","33","30"
"4652","2","105","1145","14","74","0","35","0","0","22","0","266","0","129901","3045","6","33","30"
"5345","2","105","1245","15","79","0","40","0","0","22","0","354","0","129901","3105","6","33","30"
"6078","2","105","1345","16","87","0","43","0","0","22","0","432","0","129901","3105","6","36","30"
"6833","2","105","1345","17","93","0","48","0","0","22","0","510","0","129901","3355","6","39","30"
"7679","2","105","1345","18","96","0","53","0","0","22","0","617","0","129901","3605","6","39","30"
"8595","2","105","1345","19","105","0","60","0","0","22","0","715","0","129901","3900","6","39","30"
"9632","2","114","1345","20","118","0","65","0","0","22","0","796","0","129901","4095","6","39","30"
"10642","2","123","1345","21","137","0","75","0","0","22","0","891","0","129901","4285","6","39","30"
"11857","2","123","1345","22","149","0","86","0","0","22","0","975","0","129901","4630","6","39","30"
"13310","2","123","1345","23","154","0","94","0","0","22","0","1041","0","129901","5215","6","39","30"
"14882","2","123","1345","24","154","0","94","0","0","22","0","1095","0","129901","6395","6","39","30"
"16567","2","123","1345","25","165","0","108","0","0","22","0","1170","0","129901","6775","6","39","30"
"18290","2","123","1345","26","182","0","131","0","0","22","0","1211","0","129901","7265","6","39","30"
"20305","2","123","1345","27","187","0","138","0","0","22","0","1229","0","129901","7855","6","39","30"
"22445","2","123","1345","28","196","0","147","0","0","22","0","1259","0","129901","8155","6","39","30"
"24629","2","123","1345","29","210","0","161","0","0","22","0","1293","0","129901","8675","6","39","30"
"27071","2","123","1345","30","220","0","171","0","0","22","0","1331","0","129901","8975","6","39","30"
"29527","2","123","1345","31","230","0","181","0","0","22","0","1366","0","129901","9700","6","39","30"
"32225","2","123","1345","32","230","0","181","0","0","22","0","1395","0","129901","10625","6","39","30"
"35015","2","123","1345","33","236","0","187","0","0","22","0","1423","0","129901","11495","6","39","30"
"37869","2","123","1345","34","248","0","199","0","0","22","0","1447","0","129901","12265","6","39","30"
"40852","2","123","1345","35","260","0","211","0","0","22","0","1471","0","129901","13035","6","39","30"
"16","0","0","125","2","3","0","0","0","0","0","0","0","0","130001","80","0","0","0"
"56","1","0","175","3","6","0","1","0","0","0","0","0","0","130001","370","0","0","0"
"130","1","0","200","4","14","0","3","0","0","0","0","0","0","130001","965","0","0","0"
"230","1","0","200","5","25","0","10","0","0","0","0","0","0","130001","1850","0","0","0"
"340","5","0","200","6","39","0","18","0","0","0","0","0","0","130001","3075","0","0","0"
"525","5","0","200","7","57","0","28","0","0","0","0","0","0","130001","4280","0","0","0"
"649","5","15","200","8","81","0","46","0","0","0","0","0","0","130001","5830","0","0","0"
"842","10","30","200","9","98","0","60","0","0","9","0","10","10","130001","7010","0","0","15"
"1092","10","55","200","10","120","0","77","0","0","18","0","30","20","130001","7980","2","0","15"
"1327","10","55","200","11","147","0","102","0","0","18","0","50","20","130001","8990","5","3","25"
"1617","15","55","300","12","169","0","121","0","0","21","0","60","20","130001","9730","5","9","45"
"1914","15","63","400","13","205","0","145","0","0","24","0","70","20","130001","10410","5","12","47"
"2208","15","71","400","14","245","0","177","0","0","24","3","74","20","130001","10900","5","12","49"
"2529","15","71","500","15","284","0","214","0","0","24","5","88","20","130001","11270","5","12","49"
"2875","15","83","650","16","323","0","254","0","0","24","5","112","20","130001","11560","5","12","49"
"3195","18","83","700","17","371","0","296","0","0","24","5","142","20","130001","11985","5","12","49"
"3553","21","83","700","18","424","0","338","0","0","24","5","179","20","130001","12545","5","12","49"
"3960","21","98","795","19","481","0","386","0","0","24","5","220","20","130001","13170","5","12","49"
"4411","21","133","890","20","542","0","440","0","0","24","5","258","20","130001","13680","5","12","49"
"4914","21","173","890","21","607","0","497","0","0","24","5","294","20","130001","14295","5","12","49"
"5463","21","213","890","22","679","0","563","0","0","24","5","328","20","130001","15400","5","12","49"
"6030","21","233","890","23","764","0","644","0","0","24","5","358","20","130001","16740","5","12","49"
"6646","21","233","890","24","862","0","733","0","0","24","5","390","20","130001","17840","5","12","49"
"7562","21","233","890","25","946","0","813","0","0","24","5","420","20","130001","18735","5","12","49"
"8779","21","233","890","26","1004","0","874","0","0","24","5","435","20","130001","20310","5","12","49"
"10040","21","233","890","27","1062","0","934","0","0","24","5","441","20","130001","22555","5","12","49"
"11392","21","233","890","28","1122","0","996","0","0","24","5","447","20","130001","24965","5","12","49"
"12769","21","233","890","29","1195","0","1069","0","0","24","5","453","20","130001","27545","5","12","49"
"14114","21","233","890","30","1286","0","1160","0","0","24","5","459","20","130001","30095","5","12","49"
"15605","21","233","890","31","1374","0","1248","0","0","24","5","474","20","130001","32545","5","12","49"
"17232","21","233","890","32","1459","0","1333","0","0","24","5","498","20","130001","34990","5","12","49"
"18950","21","233","890","33","1535","0","1409","0","0","24","5","513","20","130001","38305","5","12","49"
"20690","21","233","890","34","1617","0","1491","0","0","24","5","519","20","130001","42390","5","12","49"
"22498","21","233","890","35","1711","0","1585","0","0","24","5","533","20","130001","46360","5","12","49"
"32","0","0","50","2","3","0","0","0","0","0","0","0","0","130101","15","0","0","0"
"109","0","0","100","3","5","0","0","0","0","0","0","0","0","130101","105","0","0","0"
"256","0","10","160","4","6","0","1","0","0","0","0","0","0","130101","255","0","0","0"
"473","0","30","160","5","9","0","2","0","0","0","0","0","0","130101","500","0","0","10"
"763","0","30","340","6","17","0","4","0","0","0","0","0","0","130101","825","0","0","10"
"1102","0","30","810","7","23","0","6","0","0","0","0","0","0","130101","1205","0","0","10"
"1462","0","30","1045","8","35","0","8","0","0","0","0","0","0","130101","1795","0","0","10"
"1909","0","55","1045","9","44","0","10","0","0","5","0","10","0","130101","2115","0","0","10"
"2411","0","55","1045","10","51","0","16","0","0","10","0","50","0","130101","2265","0","0","20"
"2933","2","55","1045","11","55","0","21","0","0","10","0","88","0","130101","2425","2","11","30"
"3463","2","55","1045","12","61","0","25","0","0","16","0","130","0","130101","2795","4","22","30"
"4011","2","80","1045","13","69","0","31","0","0","19","0","185","0","130101","2985","6","33","30"
"4652","2","105","1145","14","74","0","35","0","0","22","0","266","0","130101","3045","6","33","30"
"5345","2","105","1245","15","79","0","40","0","0","22","0","354","0","130101","3105","6","33","30"
"6078","2","105","1345","16","87","0","43","0","0","22","0","432","0","130101","3105","6","36","30"
"6833","2","105","1345","17","93","0","48","0","0","22","0","510","0","130101","3355","6","39","30"
"7679","2","105","1345","18","96","0","53","0","0","22","0","617","0","130101","3605","6","39","30"
"8595","2","105","1345","19","105","0","60","0","0","22","0","715","0","130101","3900","6","39","30"
"9632","2","114","1345","20","118","0","65","0","0","22","0","796","0","130101","4095","6","39","30"
"10642","2","123","1345","21","137","0","75","0","0","22","0","891","0","130101","4285","6","39","30"
"11857","2","123","1345","22","149","0","86","0","0","22","0","975","0","130101","4630","6","39","30"
"13310","2","123","1345","23","154","0","94","0","0","22","0","1041","0","130101","5215","6","39","30"
"14882","2","123","1345","24","154","0","94","0","0","22","0","1095","0","130101","6395","6","39","30"
"16567","2","123","1345","25","165","0","108","0","0","22","0","1170","0","130101","6775","6","39","30"
"18290","2","123","1345","26","182","0","131","0","0","22","0","1211","0","130101","7265","6","39","30"
"20305","2","123","1345","27","187","0","138","0","0","22","0","1229","0","130101","7855","6","39","30"
"22445","2","123","1345","28","196","0","147","0","0","22","0","1259","0","130101","8155","6","39","30"
"24629","2","123","1345","29","210","0","161","0","0","22","0","1293","0","130101","8675","6","39","30"
"27071","2","123","1345","30","220","0","171","0","0","22","0","1331","0","130101","8975","6","39","30"
"29527","2","123","1345","31","230","0","181","0","0","22","0","1366","0","130101","9700","6","39","30"
"32225","2","123","1345","32","230","0","181","0","0","22","0","1395","0","130101","10625","6","39","30"
"35015","2","123","1345","33","236","0","187","0","0","22","0","1423","0","130101","11495","6","39","30"
"37869","2","123","1345","34","248","0","199","0","0","22","0","1447","0","130101","12265","6","39","30"
"40852","2","123","1345","35","260","0","211","0","0","22","0","1471","0","130101","13035","6","39","30"
"20","1","0","50","2","2","0","0","0","0","0","0","0","0","130201","95","0","0","0"
"70","3","0","100","3","6","0","0","0","0","0","0","0","0","130201","245","0","0","0"
"169","5","10","270","4","9","0","2","0","0","0","0","0","0","130201","575","0","0","0"
"317","8","30","430","5","14","0","4","0","0","0","0","0","0","130201","1050","0","0","10"
"536","12","30","820","6","22","0","5","0","0","0","0","0","0","130201","1650","0","0","10"
"799","16","30","1660","7","28","0","7","0","0","0","0","0","0","130201","2270","0","0","10"
"1096","16","45","1985","8","43","0","13","0","0","0","0","0","0","130201","3005","0","0","10"
"1435","23","60","1985","9","58","0","18","0","0","9","0","20","0","130201","3490","0","0","10"
"1841","24","60","1985","10","68","0","25","0","0","18","0","60","0","130201","4010","2","0","20"
"2248","31","60","1985","11","71","0","32","0","0","18","0","98","0","130201","4470","4","13","40"
"2616","33","60","2235","12","89","0","41","0","0","18","0","118","0","130201","5180","4","29","50"
"3075","33","93","2235","13","99","0","49","0","0","18","0","141","0","130201","5690","4","52","50"
"3578","35","126","2235","14","110","0","63","0","0","18","0","192","0","130201","6150","4","52","50"
"4192","35","126","2235","15","120","0","71","0","0","18","0","280","0","130201","6370","4","52","50"
"4828","35","126","2235","16","133","0","77","0","0","18","0","382","0","130201","6510","4","55","50"
"5502","35","126","2235","17","147","0","83","0","0","18","0","479","0","130201","6700","4","58","50"
"6248","35","126","2235","18","156","0","92","0","0","18","0","603","0","130201","6965","4","58","50"
"7094","35","126","2235","19","163","0","101","0","0","18","0","752","0","130201","7290","4","58","50"
"8028","35","126","2235","20","173","0","111","0","0","18","0","881","0","130201","7615","4","58","50"
"9037","35","126","2235","21","186","0","123","0","0","18","0","1012","0","130201","7900","4","58","50"
"10240","35","126","2235","22","199","0","135","0","0","18","0","1130","0","130201","8115","4","58","50"
"11620","35","126","2235","23","210","0","149","0","0","18","0","1201","0","130201","8460","4","58","50"
"13204","35","126","2235","24","210","0","149","0","0","18","0","1278","0","130201","9430","4","58","50"
"14939","35","126","2235","25","216","0","158","0","0","18","0","1355","0","130201","9800","4","58","50"
"16846","35","126","2235","26","216","0","158","0","0","18","0","1412","0","130201","10725","4","58","50"
"18827","35","126","2235","27","221","0","165","0","0","18","0","1448","0","130201","11545","4","58","50"
"20976","35","126","2235","28","226","0","170","0","0","18","0","1475","0","130201","12145","4","58","50"
"23254","35","126","2235","29","231","0","175","0","0","18","0","1503","0","130201","13065","4","58","50"
"25717","35","126","2235","30","236","0","180","0","0","18","0","1532","0","130201","13665","4","58","50"
"28254","35","126","2235","31","241","0","185","0","0","18","0","1561","0","130201","14585","4","58","50"
"30917","35","126","2235","32","247","0","191","0","0","18","0","1590","0","130201","15285","4","58","50"
"33674","35","126","2235","33","253","0","197","0","0","18","0","1618","0","130201","16455","4","58","50"
"36611","35","126","2235","34","259","0","203","0","0","18","0","1645","0","130201","17355","4","58","50"
"39654","35","126","2235","35","265","0","209","0","0","18","0","1672","0","130201","18625","4","58","50"
"0","0","0","50","2","0","0","4","0","0","0","0","0","28","130701","0","0","0","0"
"0","0","0","100","3","0","0","8","0","0","0","0","0","100","130701","60","0","0","0"
"0","0","0","100","4","2","0","16","0","0","0","0","0","220","130701","60","0","0","20"
"0","0","25","100","5","2","0","27","0","0","0","0","0","421","130701","150","0","0","20"
"0","0","75","100","6","5","0","40","0","0","0","0","0","657","130701","380","0","0","20"
"0","0","145","100","7","7","0","50","0","0","0","0","0","943","130701","740","0","0","25"
"0","0","180","100","8","13","0","63","0","0","0","0","0","1252","130701","1150","1","0","45"
"0","0","215","100","9","17","0","76","16","0","5","0","0","1612","130701","1455","2","0","60"
"0","0","250","520","10","18","0","92","45","0","10","0","0","2000","130701","1815","3","0","60"
"0","0","266","940","11","19","0","109","85","0","10","5","0","2423","130701","2075","4","0","60"
"0","0","302","940","12","22","0","119","140","0","10","13","0","2889","130701","2215","4","0","60"
"0","0","334","940","13","31","0","134","192","0","12","16","0","3349","130701","2455","4","0","60"
