cc31c8879816231da2a5b2724c2b47c01ba0b3ecab0bb92d273d4f60eba7320b,2ddebeb433969e76e955048d064c8edab2d7d4053b9bc26dc5194087a7ccf59f,90e13a6881e94587d6be9d373f553507cb8e9172a766b5f33349fe1679d783e0,c282337cce4a2d63a0b98e5ebca8071845c4b3ba1be6fa018e5a5aa6b2dd6a22,68f48daa4c902cb5fe17496dd37602f65b01e779b374e0de70af5c6995aa9e4b
"1","71149032","1","126701","10149054"
"4","71149033","2","31267","10149055"
"1","81149001","2","31267","10149056"
"25","81149001","8","91002","10149057"
"100","81149001","2","61482","10149058"
"1","81149002","2","31267","10149059"
"25","81149002","8","91002","10149060"
"1","81149003","2","31267","10149061"
"25","81149003","8","91002","10149062"
"100","81149003","2","61482","10149063"
"50","81149004","8","91002","10149064"
"120000","81149004","12","94002","10149065"
"5","61150001","2","61492","10150001"
"5","61150002","2","61492","10150002"
"30","71150001","8","91002","10150003"
"1","71150001","2","22002","10150004"
"30","71150002","8","91002","10150005"
"1","71150002","2","22002","10150006"
"30","71150003","8","91002","10150007"
"1","71150003","2","22002","10150008"
"30","71150004","8","91002","10150009"
"1","71150004","2","22002","10150010"
"30","71150005","8","91002","10150011"
"1","71150005","2","22002","10150012"
"30","71150006","8","91002","10150013"
"1","71150006","2","22002","10150014"
"30","71150007","8","91002","10150015"
"1","71150007","2","22002","10150016"
"30","71150008","8","91002","10150017"
"1","71150008","2","22002","10150018"
"30","71150009","8","91002","10150019"
"1","71150009","2","22002","10150020"
"30","71150010","8","91002","10150021"
"1","71150010","2","22002","10150022"
"60","71150016","8","91002","10150023"
"2","71150016","2","22002","10150024"
"60","71150017","8","91002","10150025"
"2","71150017","2","22002","10150026"
"60","71150018","8","91002","10150027"
"2","71150018","2","22002","10150028"
"60","71150019","8","91002","10150029"
"2","71150019","2","22002","10150030"
"60","71150020","8","91002","10150031"
"2","71150020","2","22002","10150032"
"50000","71150021","12","94002","10150033"
"100000","71150022","12","94002","10150034"
"150000","71150023","12","94002","10150035"
"200000","71150024","12","94002","10150036"
"250000","71150025","12","94002","10150037"
"50","71150026","8","91002","10150038"
"1","71150027","2","31047","10150039"
"1","71150028","2","31047","10150040"
"2","71150029","2","31047","10150041"
"2","71150030","2","31047","10150042"
"4","71150031","2","31047","10150043"
"10","71150032","2","31047","10150044"
"2","81150001","2","31047","10150045"
"30","81150001","8","91002","10150046"
"200","81150001","2","61492","10150047"
"2","81150002","2","31047","10150048"
"30","81150002","8","91002","10150049"
"200","81150002","2","61492","10150050"
"2","81150003","2","31047","10150051"
"30","81150003","8","91002","10150052"
"120000","81150003","12","94002","10150053"
"100","81150004","8","91002","10150054"
"500000","81150011","12","94002","10150055"
"500000","81150012","12","94002","10150056"
"20","81150013","4","140001","10150057"
"1000000","81150013","12","94002","10150058"
"5","61151001","2","61502","10151001"
"5","61151002","2","61502","10151002"
"30","71151001","8","91002","10151003"
"1","71151001","2","22002","10151004"
"30","71151002","8","91002","10151005"
"1","71151002","2","22002","10151006"
"30","71151003","8","91002","10151007"
"1","71151003","2","22002","10151008"
"30","71151004","8","91002","10151009"
"1","71151004","2","22002","10151010"
"30","71151005","8","91002","10151011"
"1","71151005","2","22002","10151012"
"30","71151006","8","91002","10151013"
"1","71151006","2","22002","10151014"
"30","71151007","8","91002","10151015"
"1","71151007","2","22002","10151016"
"30","71151008","8","91002","10151017"
"1","71151008","2","22002","10151018"
"30","71151009","8","91002","10151019"
"1","71151009","2","22002","10151020"
"30","71151010","8","91002","10151021"
"1","71151010","2","22002","10151022"
"30","71151011","8","91002","10151023"
"1","71151011","2","22002","10151024"
"30","71151012","8","91002","10151025"
"1","71151012","2","22002","10151026"
"30","71151013","8","91002","10151027"
"1","71151013","2","22002","10151028"
"30","71151014","8","91002","10151029"
"1","71151014","2","22002","10151030"
"30","71151015","8","91002","10151031"
"1","71151015","2","22002","10151032"
"60","71151016","8","91002","10151033"
"2","71151016","2","22002","10151034"
"60","71151017","8","91002","10151035"
"2","71151017","2","22002","10151036"
"60","71151018","8","91002","10151037"
"2","71151018","2","22002","10151038"
"60","71151019","8","91002","10151039"
"2","71151019","2","22002","10151040"
"60","71151020","8","91002","10151041"
"2","71151020","2","22002","10151042"
"50000","71151021","12","94002","10151043"
"100000","71151022","12","94002","10151044"
"150000","71151023","12","94002","10151045"
"200000","71151024","12","94002","10151046"
"250000","71151025","12","94002","10151047"
"50","71151026","8","91002","10151048"
"1","71151027","2","31270","10151049"
"1","71151028","2","31270","10151050"
"1","71151029","2","31270","10151051"
"1","71151030","2","31270","10151052"
"1","71151031","2","31270","10151053"
"1","71151032","1","127001","10151054"
"4","71151033","2","31270","10151055"
"1","81151001","2","31270","10151056"
"25","81151001","8","91002","10151057"
"100","81151001","2","61502","10151058"
"1","81151002","2","31270","10151059"
"25","81151002","8","91002","10151060"
"1","81151003","2","31270","10151061"
"25","81151003","8","91002","10151062"
"100","81151003","2","61502","10151063"
"50","81151004","8","91002","10151064"
"120000","81151004","12","94002","10151065"
"5","61152001","2","61512","10152001"
"5","61152002","2","61512","10152002"
"30","71152001","8","91002","10152003"
"1","71152001","2","22002","10152004"
"30","71152002","8","91002","10152005"
"1","71152002","2","22002","10152006"
"30","71152003","8","91002","10152007"
"1","71152003","2","22002","10152008"
"30","71152004","8","91002","10152009"
"1","71152004","2","22002","10152010"
"30","71152005","8","91002","10152011"
"1","71152005","2","22002","10152012"
"30","71152006","8","91002","10152013"
"1","71152006","2","22002","10152014"
"30","71152007","8","91002","10152015"
"1","71152007","2","22002","10152016"
"30","71152008","8","91002","10152017"
"1","71152008","2","22002","10152018"
"30","71152009","8","91002","10152019"
"1","71152009","2","22002","10152020"
"30","71152010","8","91002","10152021"
"1","71152010","2","22002","10152022"
"60","71152016","8","91002","10152023"
"2","71152016","2","22002","10152024"
"60","71152017","8","91002","10152025"
"2","71152017","2","22002","10152026"
"60","71152018","8","91002","10152027"
"2","71152018","2","22002","10152028"
"60","71152019","8","91002","10152029"
"2","71152019","2","22002","10152030"
"60","71152020","8","91002","10152031"
"2","71152020","2","22002","10152032"
"50000","71152021","12","94002","10152033"
"100000","71152022","12","94002","10152034"
"150000","71152023","12","94002","10152035"
"200000","71152024","12","94002","10152036"
"250000","71152025","12","94002","10152037"
"50","71152026","8","91002","10152038"
"1","71152027","2","31319","10152039"
"1","71152028","2","31319","10152040"
"2","71152029","2","31319","10152041"
"2","71152030","2","31319","10152042"
"4","71152031","2","31319","10152043"
"1","71152032","1","131901","10152044"
"10","71152033","2","31319","10152045"
"2","81152001","2","31319","10152046"
"30","81152001","8","91002","10152047"
"200","81152001","2","61512","10152048"
"2","81152002","2","31319","10152049"
"30","81152002","8","91002","10152050"
"200","81152002","2","61512","10152051"
"2","81152003","2","31319","10152052"
"30","81152003","8","91002","10152053"
"120000","81152003","12","94002","10152054"
"100","81152004","8","91002","10152055"
"500000","81152011","12","94002","10152056"
"500000","81152012","12","94002","10152057"
"20","81152013","4","140001","10152058"
"1000000","81152013","12","94002","10152059"
"5","61153001","2","61522","10153001"
"5","61153002","2","61522","10153002"
"30","71153001","8","91002","10153003"
"1","71153001","2","22002","10153004"
"30","71153002","8","91002","10153005"
"1","71153002","2","22002","10153006"
"30","71153003","8","91002","10153007"
"1","71153003","2","22002","10153008"
"30","71153004","8","91002","10153009"
"1","71153004","2","22002","10153010"
"30","71153005","8","91002","10153011"
"1","71153005","2","22002","10153012"
"30","71153006","8","91002","10153013"
"1","71153006","2","22002","10153014"
"30","71153007","8","91002","10153015"
"1","71153007","2","22002","10153016"
"30","71153008","8","91002","10153017"
"1","71153008","2","22002","10153018"
"30","71153009","8","91002","10153019"
"1","71153009","2","22002","10153020"
"30","71153010","8","91002","10153021"
"1","71153010","2","22002","10153022"
"30","71153011","8","91002","10153023"
"1","71153011","2","22002","10153024"
"30","71153012","8","91002","10153025"
"1","71153012","2","22002","10153026"
"30","71153013","8","91002","10153027"
"1","71153013","2","22002","10153028"
"30","71153014","8","91002","10153029"
"1","71153014","2","22002","10153030"
"30","71153015","8","91002","10153031"
"1","71153015","2","22002","10153032"
"60","71153016","8","91002","10153033"
"2","71153016","2","22002","10153034"
"60","71153017","8","91002","10153035"
"2","71153017","2","22002","10153036"
"60","71153018","8","91002","10153037"
"2","71153018","2","22002","10153038"
"60","71153019","8","91002","10153039"
"2","71153019","2","22002","10153040"
"60","71153020","8","91002","10153041"
"2","71153020","2","22002","10153042"
"50000","71153021","12","94002","10153043"
"100000","71153022","12","94002","10153044"
"150000","71153023","12","94002","10153045"
"200000","71153024","12","94002","10153046"
"50","71153025","8","91002","10153047"
"1","71153026","2","31098","10153048"
"1","71153027","2","31098","10153049"
"1","71153028","2","31098","10153050"
"1","71153029","2","31098","10153051"
"1","71153030","2","31098","10153052"
"1","71153031","1","109801","10153053"
"4","71153032","2","31098","10153054"
"1","81153001","2","31098","10153055"
"25","81153001","8","91002","10153056"
"100","81153001","2","61522","10153057"
"1","81153002","2","31098","10153058"
"25","81153002","8","91002","10153059"
"1","81153003","2","31098","10153060"
"25","81153003","8","91002","10153061"
"100","81153003","2","61522","10153062"
"50","81153004","8","91002","10153063"
"120000","81153004","12","94002","10153064"
"5","61154001","2","61532","10154001"
"5","61154002","2","61532","10154002"
"30","71154001","8","91002","10154003"
"1","71154001","2","22002","10154004"
"30","71154002","8","91002","10154005"
"1","71154002","2","22002","10154006"
"30","71154003","8","91002","10154007"
"1","71154003","2","22002","10154008"
"30","71154004","8","91002","10154009"
"1","71154004","2","22002","10154010"
"30","71154005","8","91002","10154011"
"1","71154005","2","22002","10154012"
"30","71154006","8","91002","10154013"
"1","71154006","2","22002","10154014"
"30","71154007","8","91002","10154015"
"1","71154007","2","22002","10154016"
"30","71154008","8","91002","10154017"
"1","71154008","2","22002","10154018"
"30","71154009","8","91002","10154019"
"1","71154009","2","22002","10154020"
"30","71154010","8","91002","10154021"
"1","71154010","2","22002","10154022"
"60","71154016","8","91002","10154023"
"2","71154016","2","22002","10154024"
"60","71154017","8","91002","10154025"
"2","71154017","2","22002","10154026"
"60","71154018","8","91002","10154027"
"2","71154018","2","22002","10154028"
"60","71154019","8","91002","10154029"
"2","71154019","2","22002","10154030"
"60","71154020","8","91002","10154031"
"2","71154020","2","22002","10154032"
"50000","71154021","12","94002","10154033"
"100000","71154022","12","94002","10154034"
"150000","71154023","12","94002","10154035"
"200000","71154024","12","94002","10154036"
"250000","71154025","12","94002","10154037"
"50","71154026","8","91002","10154038"
"1","71154027","2","31012","10154039"
"1","71154028","2","31012","10154040"
"2","71154029","2","31012","10154041"
"2","71154030","2","31012","10154042"
"4","71154031","2","31012","10154043"
"10","71154032","2","31012","10154044"
"2","81154001","2","31012","10154045"
"30","81154001","8","91002","10154046"
"200","81154001","2","61532","10154047"
"2","81154002","2","31012","10154048"
"30","81154002","8","91002","10154049"
"200","81154002","2","61532","10154050"
"2","81154003","2","31012","10154051"
"30","81154003","8","91002","10154052"
"120000","81154003","12","94002","10154053"
"100","81154004","8","91002","10154054"
"500000","81154011","12","94002","10154055"
"500000","81154012","12","94002","10154056"
"20","81154013","4","140001","10154057"
"1000000","81154013","12","94002","10154058"
"5","61155001","2","61542","10155001"
"5","61155002","2","61542","10155002"
"30","71155001","8","91002","10155003"
"1","71155001","2","22002","10155004"
"30","71155002","8","91002","10155005"
"1","71155002","2","22002","10155006"
"30","71155003","8","91002","10155007"
"1","71155003","2","22002","10155008"
"30","71155004","8","91002","10155009"
"1","71155004","2","22002","10155010"
"30","71155005","8","91002","10155011"
"1","71155005","2","22002","10155012"
"30","71155006","8","91002","10155013"
"1","71155006","2","22002","10155014"
"30","71155007","8","91002","10155015"
"1","71155007","2","22002","10155016"
"30","71155008","8","91002","10155017"
"1","71155008","2","22002","10155018"
"30","71155009","8","91002","10155019"
"1","71155009","2","22002","10155020"
"30","71155010","8","91002","10155021"
"1","71155010","2","22002","10155022"
"30","71155011","8","91002","10155023"
"1","71155011","2","22002","10155024"
"30","71155012","8","91002","10155025"
"1","71155012","2","22002","10155026"
"30","71155013","8","91002","10155027"
"1","71155013","2","22002","10155028"
"30","71155014","8","91002","10155029"
"1","71155014","2","22002","10155030"
"30","71155015","8","91002","10155031"
"1","71155015","2","22002","10155032"
"60","71155016","8","91002","10155033"
"2","71155016","2","22002","10155034"
"60","71155017","8","91002","10155035"
"2","71155017","2","22002","10155036"
"60","71155018","8","91002","10155037"
"2","71155018","2","22002","10155038"
"60","71155019","8","91002","10155039"
"2","71155019","2","22002","10155040"
"60","71155020","8","91002","10155041"
"2","71155020","2","22002","10155042"
"50000","71155021","12","94002","10155043"
"100000","71155022","12","94002","10155044"
"150000","71155023","12","94002","10155045"
"200000","71155024","12","94002","10155046"
"250000","71155025","12","94002","10155047"
"50","71155026","8","91002","10155048"
"1","71155027","2","31011","10155049"
"1","71155028","2","31011","10155050"
"1","71155029","2","31011","10155051"
"1","71155030","2","31011","10155052"
"1","71155031","2","31011","10155053"
"4","71155032","2","31011","10155054"
"1","81155001","2","31011","10155055"
"25","81155001","8","91002","10155056"
"200","81155001","2","61542","10155057"
"1","81155002","2","31011","10155058"
"25","81155002","8","91002","10155059"
"200","81155002","2","61542","10155060"
"1","81155003","2","31011","10155061"
"25","81155003","8","91002","10155062"
"120000","81155003","12","94002","10155063"
"50","81155004","8","91002","10155064"
"5","61156001","2","61552","10156001"
"5","61156002","2","61552","10156002"
"30","71156001","8","91002","10156003"
"1","71156001","2","22002","10156004"
"30","71156002","8","91002","10156005"
"1","71156002","2","22002","10156006"
"30","71156003","8","91002","10156007"
"1","71156003","2","22002","10156008"
"30","71156004","8","91002","10156009"
"1","71156004","2","22002","10156010"
"30","71156005","8","91002","10156011"
"1","71156005","2","22002","10156012"
"30","71156006","8","91002","10156013"
"1","71156006","2","22002","10156014"
"30","71156007","8","91002","10156015"
"1","71156007","2","22002","10156016"
"30","71156008","8","91002","10156017"
"1","71156008","2","22002","10156018"
"30","71156009","8","91002","10156019"
"1","71156009","2","22002","10156020"
"30","71156010","8","91002","10156021"
"1","71156010","2","22002","10156022"
"60","71156016","8","91002","10156023"
"2","71156016","2","22002","10156024"
"60","71156017","8","91002","10156025"
"2","71156017","2","22002","10156026"
"60","71156018","8","91002","10156027"
"2","71156018","2","22002","10156028"
"60","71156019","8","91002","10156029"
"2","71156019","2","22002","10156030"
"60","71156020","8","91002","10156031"
"2","71156020","2","22002","10156032"
"50000","71156021","12","94002","10156033"
"100000","71156022","12","94002","10156034"
"150000","71156023","12","94002","10156035"
"200000","71156024","12","94002","10156036"
"250000","71156025","12","94002","10156037"
"50","71156026","8","91002","10156038"
"1","71156027","2","31049","10156039"
"1","71156028","2","31049","10156040"
"2","71156029","2","31049","10156041"
"2","71156030","2","31049","10156042"
"4","71156031","2","31049","10156043"
"10","71156032","2","31049","10156044"
"2","81156001","2","31049","10156045"
"30","81156001","8","91002","10156046"
"200","81156001","2","61552","10156047"
"2","81156002","2","31049","10156048"
"30","81156002","8","91002","10156049"
"200","81156002","2","61552","10156050"
"2","81156003","2","31049","10156051"
"30","81156003","8","91002","10156052"
"120000","81156003","12","94002","10156053"
"100","81156004","8","91002","10156054"
"500000","81156011","12","94002","10156055"
"500000","81156012","12","94002","10156056"
"20","81156013","4","140001","10156057"
"1000000","81156013","12","94002","10156058"
"5","61157001","2","61562","10157001"
"5","61157002","2","61562","10157002"
"30","71157001","8","91002","10157003"
"1","71157001","2","22002","10157004"
"30","71157002","8","91002","10157005"
"1","71157002","2","22002","10157006"
"30","71157003","8","91002","10157007"
"1","71157003","2","22002","10157008"
"30","71157004","8","91002","10157009"
"1","71157004","2","22002","10157010"
"30","71157005","8","91002","10157011"
"1","71157005","2","22002","10157012"
"30","71157006","8","91002","10157013"
"1","71157006","2","22002","10157014"
"30","71157007","8","91002","10157015"
"1","71157007","2","22002","10157016"
"30","71157008","8","91002","10157017"
"1","71157008","2","22002","10157018"
"30","71157009","8","91002","10157019"
"1","71157009","2","22002","10157020"
"30","71157010","8","91002","10157021"
"1","71157010","2","22002","10157022"
"30","71157011","8","91002","10157023"
"1","71157011","2","22002","10157024"
"30","71157012","8","91002","10157025"
"1","71157012","2","22002","10157026"
"30","71157013","8","91002","10157027"
"1","71157013","2","22002","10157028"
"30","71157014","8","91002","10157029"
"1","71157014","2","22002","10157030"
"30","71157015","8","91002","10157031"
"1","71157015","2","22002","10157032"
"60","71157016","8","91002","10157033"
"2","71157016","2","22002","10157034"
"60","71157017","8","91002","10157035"
"2","71157017","2","22002","10157036"
"60","71157018","8","91002","10157037"
"2","71157018","2","22002","10157038"
"60","71157019","8","91002","10157039"
"2","71157019","2","22002","10157040"
"60","71157020","8","91002","10157041"
"2","71157020","2","22002","10157042"
"50000","71157021","12","94002","10157043"
"100000","71157022","12","94002","10157044"
"150000","71157023","12","94002","10157045"
"200000","71157024","12","94002","10157046"
"250000","71157025","12","94002","10157047"
"50","71157026","8","91002","10157048"
"1","71157027","2","31056","10157049"
"1","71157028","2","31056","10157050"
"1","71157029","2","31056","10157051"
"1","71157030","2","31056","10157052"
"1","71157031","2","31056","10157053"
"4","71157032","2","31056","10157054"
"1","81157001","2","31056","10157055"
"25","81157001","8","91002","10157056"
"200","81157001","2","61562","10157057"
"1","81157002","2","31056","10157058"
"25","81157002","8","91002","10157059"
"200","81157002","2","61562","10157060"
"1","81157003","2","31056","10157061"
"25","81157003","8","91002","10157062"
"120000","81157003","12","94002","10157063"
"50","81157004","8","91002","10157064"
"5","61158001","2","61572","10158001"
"5","61158002","2","61572","10158002"
"30","71158001","8","91002","10158003"
"1","71158001","2","22002","10158004"
"30","71158002","8","91002","10158005"
"1","71158002","2","22002","10158006"
"30","71158003","8","91002","10158007"
"1","71158003","2","22002","10158008"
"30","71158004","8","91002","10158009"
"1","71158004","2","22002","10158010"
"30","71158005","8","91002","10158011"
"1","71158005","2","22002","10158012"
"30","71158006","8","91002","10158013"
"1","71158006","2","22002","10158014"
"30","71158007","8","91002","10158015"
"1","71158007","2","22002","10158016"
"30","71158008","8","91002","10158017"
"1","71158008","2","22002","10158018"
"30","71158009","8","91002","10158019"
"1","71158009","2","22002","10158020"
"30","71158010","8","91002","10158021"
"1","71158010","2","22002","10158022"
"60","71158016","8","91002","10158023"
"2","71158016","2","22002","10158024"
"60","71158017","8","91002","10158025"
"2","71158017","2","22002","10158026"
"60","71158018","8","91002","10158027"
"2","71158018","2","22002","10158028"
"60","71158019","8","91002","10158029"
"2","71158019","2","22002","10158030"
"60","71158020","8","91002","10158031"
"2","71158020","2","22002","10158032"
"50000","71158021","12","94002","10158033"
"100000","71158022","12","94002","10158034"
"150000","71158023","12","94002","10158035"
"200000","71158024","12","94002","10158036"
"250000","71158025","12","94002","10158037"
"50","71158026","8","91002","10158038"
"1","71158027","2","31016","10158039"
"1","71158028","2","31016","10158040"
"2","71158029","2","31016","10158041"
"2","71158030","2","31016","10158042"
"4","71158031","2","31016","10158043"
"10","71158032","2","31016","10158044"
"2","81158001","2","31016","10158045"
"30","81158001","8","91002","10158046"
"200","81158001","2","61572","10158047"
"2","81158002","2","31016","10158048"
"30","81158002","8","91002","10158049"
"200","81158002","2","61572","10158050"
"2","81158003","2","31016","10158051"
"30","81158003","8","91002","10158052"
"120000","81158003","12","94002","10158053"
"100","81158004","8","91002","10158054"
"500000","81158011","12","94002","10158055"
"500000","81158012","12","94002","10158056"
"20","81158013","4","140001","10158057"
"1000000","81158013","12","94002","10158058"
"5","61159001","2","61582","10159001"
"5","61159002","2","61582","10159002"
"30","71159001","8","91002","10159003"
"1","71159001","2","22002","10159004"
"30","71159002","8","91002","10159005"
"1","71159002","2","22002","10159006"
"30","71159003","8","91002","10159007"
"1","71159003","2","22002","10159008"
"30","71159004","8","91002","10159009"
"1","71159004","2","22002","10159010"
"30","71159005","8","91002","10159011"
"1","71159005","2","22002","10159012"
"30","71159006","8","91002","10159013"
"1","71159006","2","22002","10159014"
"30","71159007","8","91002","10159015"
"1","71159007","2","22002","10159016"
"30","71159008","8","91002","10159017"
"1","71159008","2","22002","10159018"
"30","71159009","8","91002","10159019"
"1","71159009","2","22002","10159020"
"30","71159010","8","91002","10159021"
"1","71159010","2","22002","10159022"
"30","71159011","8","91002","10159023"
"1","71159011","2","22002","10159024"
"30","71159012","8","91002","10159025"
"1","71159012","2","22002","10159026"
"30","71159013","8","91002","10159027"
"1","71159013","2","22002","10159028"
"30","71159014","8","91002","10159029"
"1","71159014","2","22002","10159030"
"30","71159015","8","91002","10159031"
"1","71159015","2","22002","10159032"
"60","71159016","8","91002","10159033"
"2","71159016","2","22002","10159034"
"60","71159017","8","91002","10159035"
"2","71159017","2","22002","10159036"
"60","71159018","8","91002","10159037"
"2","71159018","2","22002","10159038"
"60","71159019","8","91002","10159039"
"2","71159019","2","22002","10159040"
"60","71159020","8","91002","10159041"
"2","71159020","2","22002","10159042"
"50000","71159021","12","94002","10159043"
"100000","71159022","12","94002","10159044"
"150000","71159023","12","94002","10159045"
"200000","71159024","12","94002","10159046"
"250000","71159025","12","94002","10159047"
"50","71159026","8","91002","10159048"
"1","71159027","2","31018","10159049"
"1","71159028","2","31018","10159050"
"1","71159029","2","31018","10159051"
"1","71159030","2","31018","10159052"
"1","71159031","2","31018","10159053"
"4","71159032","2","31018","10159054"
"1","81159001","2","31018","10159055"
"25","81159001","8","91002","10159056"
"200","81159001","2","61582","10159057"
"1","81159002","2","31018","10159058"
"25","81159002","8","91002","10159059"
"200","81159002","2","61582","10159060"
"1","81159003","2","31018","10159061"
"25","81159003","8","91002","10159062"
"120000","81159003","12","94002","10159063"
"50","81159004","8","91002","10159064"
"5","61160001","2","61592","10160001"
"5","61160002","2","61592","10160002"
"30","71160001","8","91002","10160003"
"1","71160001","2","22002","10160004"
"30","71160002","8","91002","10160005"
"1","71160002","2","22002","10160006"
"30","71160003","8","91002","10160007"
"1","71160003","2","22002","10160008"
"30","71160004","8","91002","10160009"
"1","71160004","2","22002","10160010"
"30","71160005","8","91002","10160011"
"1","71160005","2","22002","10160012"
"30","71160006","8","91002","10160013"
"1","71160006","2","22002","10160014"
"30","71160007","8","91002","10160015"
"1","71160007","2","22002","10160016"
"30","71160008","8","91002","10160017"
"1","71160008","2","22002","10160018"
"30","71160009","8","91002","10160019"
"1","71160009","2","22002","10160020"
"30","71160010","8","91002","10160021"
"1","71160010","2","22002","10160022"
"60","71160016","8","91002","10160023"
"2","71160016","2","22002","10160024"
"60","71160017","8","91002","10160025"
"2","71160017","2","22002","10160026"
"60","71160018","8","91002","10160027"
"2","71160018","2","22002","10160028"
"60","71160019","8","91002","10160029"
"2","71160019","2","22002","10160030"
"60","71160020","8","91002","10160031"
"2","71160020","2","22002","10160032"
"50000","71160021","12","94002","10160033"
"100000","71160022","12","94002","10160034"
"150000","71160023","12","94002","10160035"
"200000","71160024","12","94002","10160036"
"250000","71160025","12","94002","10160037"
"50","71160026","8","91002","10160038"
"1","71160027","2","31332","10160039"
"1","71160028","2","31332","10160040"
"2","71160029","2","31332","10160041"
"2","71160030","2","31332","10160042"
"4","71160031","2","31332","10160043"
"1","71160032","1","133201","10160044"
"10","71160033","2","31332","10160045"
"2","81160001","2","31332","10160046"
"30","81160001","8","91002","10160047"
"200","81160001","2","61592","10160048"
"2","81160002","2","31332","10160049"
"30","81160002","8","91002","10160050"
"200","81160002","2","61592","10160051"
"2","81160003","2","31332","10160052"
"30","81160003","8","91002","10160053"
"120000","81160003","12","94002","10160054"
"100","81160004","8","91002","10160055"
"500000","81160011","12","94002","10160056"
"500000","81160012","12","94002","10160057"
"20","81160013","4","140001","10160058"
"1000000","81160013","12","94002","10160059"
"5","61161001","2","61602","10161001"
"5","61161002","2","61602","10161002"
"30","71161001","8","91002","10161003"
"1","71161001","2","22002","10161004"
"30","71161002","8","91002","10161005"
"1","71161002","2","22002","10161006"
"30","71161003","8","91002","10161007"
"1","71161003","2","22002","10161008"
"30","71161004","8","91002","10161009"
"1","71161004","2","22002","10161010"
"30","71161005","8","91002","10161011"
"1","71161005","2","22002","10161012"
"30","71161006","8","91002","10161013"
"1","71161006","2","22002","10161014"
"30","71161007","8","91002","10161015"
"1","71161007","2","22002","10161016"
"30","71161008","8","91002","10161017"
"1","71161008","2","22002","10161018"
"30","71161009","8","91002","10161019"
"1","71161009","2","22002","10161020"
"30","71161010","8","91002","10161021"
"1","71161010","2","22002","10161022"
"60","71161016","8","91002","10161023"
"2","71161016","2","22002","10161024"
"60","71161017","8","91002","10161025"
"2","71161017","2","22002","10161026"
"60","71161018","8","91002","10161027"
"2","71161018","2","22002","10161028"
"60","71161019","8","91002","10161029"
"2","71161019","2","22002","10161030"
"60","71161020","8","91002","10161031"
"2","71161020","2","22002","10161032"
"50000","71161021","12","94002","10161033"
"100000","71161022","12","94002","10161034"
"150000","71161023","12","94002","10161035"
"200000","71161024","12","94002","10161036"
"250000","71161025","12","94002","10161037"
"50","71161026","8","91002","10161038"
"1","71161027","2","31028","10161039"
"1","71161028","2","31028","10161040"
"1","71161029","2","31028","10161041"
"1","71161030","2","31028","10161042"
"1","71161031","2","31028","10161043"
"4","71161032","2","31028","10161044"
"1","81161001","2","31028","10161045"
"25","81161001","8","91002","10161046"
"200","81161001","2","61602","10161047"
"1","81161002","2","31028","10161048"
"25","81161002","8","91002","10161049"
"200","81161002","2","61602","10161050"
"1","81161003","2","31028","10161051"
"25","81161003","8","91002","10161052"
"120000","81161003","12","94002","10161053"
"50","81161004","8","91002","10161054"
"5","61163001","2","61622","10163001"
"5","61163002","2","61622","10163002"
"30","71163001","8","91002","10163003"
"1","71163001","2","22002","10163004"
"30","71163002","8","91002","10163005"
"1","71163002","2","22002","10163006"
"30","71163003","8","91002","10163007"
"1","71163003","2","22002","10163008"
"30","71163004","8","91002","10163009"
"1","71163004","2","22002","10163010"
"30","71163005","8","91002","10163011"
"1","71163005","2","22002","10163012"
"30","71163006","8","91002","10163013"
"1","71163006","2","22002","10163014"
"30","71163007","8","91002","10163015"
"1","71163007","2","22002","10163016"
"30","71163008","8","91002","10163017"
"1","71163008","2","22002","10163018"
"30","71163009","8","91002","10163019"
"1","71163009","2","22002","10163020"
"30","71163010","8","91002","10163021"
"1","71163010","2","22002","10163022"
"60","71163016","8","91002","10163023"
"2","71163016","2","22002","10163024"
"60","71163017","8","91002","10163025"
"2","71163017","2","22002","10163026"
"60","71163018","8","91002","10163027"
"2","71163018","2","22002","10163028"
"60","71163019","8","91002","10163029"
"2","71163019","2","22002","10163030"
"60","71163020","8","91002","10163031"
"2","71163020","2","22002","10163032"
"50000","71163021","12","94002","10163033"
"100000","71163022","12","94002","10163034"
"150000","71163023","12","94002","10163035"
"200000","71163024","12","94002","10163036"
"250000","71163025","12","94002","10163037"
"50","71163026","8","91002","10163038"
"1","71163027","2","31283","10163039"
"1","71163028","2","31283","10163040"
"1","71163029","2","31283","10163041"
"1","71163030","2","31283","10163042"
"1","71163031","2","31283","10163043"
"1","71163032","1","128301","10163044"
"4","71163033","2","31283","10163045"
"1","81163001","2","31283","10163046"
"25","81163001","8","91002","10163047"
"200","81163001","2","61622","10163048"
"1","81163002","2","31283","10163049"
"25","81163002","8","91002","10163050"
"200","81163002","2","61622","10163051"
"1","81163003","2","31283","10163052"
"25","81163003","8","91002","10163053"
"120000","81163003","12","94002","10163054"
"50","81163004","8","91002","10163055"
"5","61164001","2","61632","10164001"
"5","61164002","2","61632","10164002"
"30","71164001","8","91002","10164003"
"1","71164001","2","22002","10164004"
"30","71164002","8","91002","10164005"
"1","71164002","2","22002","10164006"
"30","71164003","8","91002","10164007"
"1","71164003","2","22002","10164008"
"30","71164004","8","91002","10164009"
"1","71164004","2","22002","10164010"
"30","71164005","8","91002","10164011"
"1","71164005","2","22002","10164012"
