2bdb65d2196896a867737587d892bc3ad774a0db54129df9b927c700e6060203,5aa3fac5e7a15ec021d12dbe697ebe72a93c69338f0a25faa053f1d9cad60501,1c9090c89bbb8368a4f25d64a5e5b1054ddf61c802c1411dd1ff57e67606898c,f8d87c6a942f4f71d612b3b1bb8a831a6ce3eb9155845ec0011996151536cdb6,fc1fb77c3cb263d38676a1d3c8d9f503b0156dabce7f2b67208b2fd92d7ecfbc,17c72694f44ca3a0c88ed7c083fc54a84cfeb52de3a02096598ec8f47693f3b4,9e3694aaab0c4cabea82e9ece6855e68000514ab13ba7b10f154a6db9438ff2d,9ba09e679877d1f403a3be2bdfc01310dd77ce10e2e9744b1741a091831d86cd,ff5694dd2d221ee23076e9cd83991f6be90ea5367eaba70696284eb597a425c4,491a6359acd032581b1e0ae90e07dbcc2e372838bffa80f745e4b24b7d9d81c6,0dc6eaad2ce0d070a31e667060ef0a403e861e63845c12112c213d06e2c168b8
"923","","0","","","91","","19230022","","",""
"923","0","0.5","","","93","","19230023","","",""
"923","20_kasumi_cool_sad","115711","","","3","1","19230024","","0.2",""
"923","20_kasumi_cool_loop","3","","","3","1","19230025","","0.2",""
"923","vo_fpc_22303","vo_fpc","","","21","0","19230026","","","0"
"923","……但竟然在容易弄溼的泳池區域賣，\n這是常人的思維所無法想像的。","115711","0","0.5","11","9","19230027","0","0","1"
"923","","0","","","91","","19230028","","",""
"923","0","0.5","","","93","","19230029","","",""
"923","20_kasumi_cool_anger","115711","","","3","1","19230030","","0.2",""
"923","20_kasumi_cool_loop","3","","","3","1","19230031","","0.2",""
"923","vo_fpc_22304","vo_fpc","","","21","0","19230032","","","0"
"923","而且鯛魚燒的內餡據說是彩虹色的，\n味道還是極品呢。","115711","0","0.5","11","8","19230033","0","0","1"
"923","","0","","","91","","19230034","","",""
"923","0","0.5","","","93","","19230035","","",""
"923","20_kasumi_doya_normal2","115711","","","3","1","19230036","","0.2",""
"923","20_kasumi_doya_normal2","3","","","3","1","19230037","","0.2",""
"923","vo_fpc_22305","vo_fpc","","","21","0","19230038","","","0"
"923","也有聽說要是看見夢幻鯛魚燒小販，\n就能夠變得幸福喔。","115711","0","0.5","11","8","19230039","0","0","1"
"923","","0","","","91","","19230040","","",""
"923","0","0.5","","","93","","19230041","","",""
"923","20_kasumi_approach_in","115711","0","","3","0","19230042","1","0.3","20_kasumi_approach_loop"
"923","20_kasumi_approach_in","3","0","","3","0","19230043","1","0.3","20_kasumi_approach_loop"
"923","vo_fpc_22306","vo_fpc","","","21","0","19230044","","","0"
"923","在泳池邊\n賣鯛魚燒的怪人，是嗎。","115711","0","0.5","11","8","19230045","0","0","1"
"923","","0","","","91","","19230046","","",""
"923","0","0.5","","","93","","19230047","","",""
"923","20_kasumi_thinking","115711","","","3","1","19230048","","0.2",""
"923","20_kasumi_thinking","3","","","3","1","19230049","","0.2",""
"923","vo_fpc_22307","vo_fpc","","","21","0","19230050","","","0"
"923","究竟那樣的人物\n是真實存在的嗎……","115711","0","0.5","11","7","19230051","0","0","1"
"923","","0","","","91","","19230052","","",""
"923","0","0.5","","","93","","19230053","","",""
"923","20_kasumi_walk","115711","","","3","1","19230054","","0.2",""
"923","20_kasumi_walk","3","","","3","1","19230055","","0.2",""
"923","750","115711","","","2","-15","19230056","0","","4.41176470588235"
"923","750","3","","","2","-15","19230057","0","","4.41176470588235"
"923","","0","","","91","","19230058","","",""
"941","107511","1","0","41_pekorine_swim_loop","1","23","19410001","-180","1.75","-910"
"941","107611","1","0","cmn_float","1","22","19410002","-180","1.75","-800"
"941","22","22","0","41_kyaru_floatRing","5","22","19410003","-180","1.75","-1000"
"941","1075111","1","","","31","-890","19410004","1","1","-180"
"941","1075114","14","","","31","0","19410005","1","0","-180"
"941","107611","4","","","31","-800","19410006","1","1","-180"
"941","22","126","","","31","-830","19410007","1","1","-180"
"941","105","105","","","31","140","19410008","1","0","-180"
"941","108","108","","","31","320","19410009","1","0","40"
"941","1001","1001","","","31","-160","19410010","1","0","-110"
"941","se_fpc_water_random","se_10053800","","","23","1","19410011","","1",""
"941","0","19410010","","","91","","19410012","","",""
"941","-150","22","","","2","-180","19410013","12","","5"
"941","-10","22","","","33","-180","19410014","12","","5"
"941","","0","","","91","","19410015","","",""
"941","vo_fpc_30101","vo_fpc","","","21","","19410016","","","0"
"941","呼～偶爾像這樣\n悠悠哉哉的也不錯呢～","22","0","1","11","4","19410017","0","0","1"
"941","0","0","","","91","","19410018","","",""
"941","0","107511","","","2","-180","19410019","0","","4.52941176470588"
"941","0","1075111","","","33","-180","19410020","0","","4.52941176470588"
"941","0","22","","","2","-180","19410021","12","","4.52941176470588"
"941","140","22","","","33","-180","19410022","12","","4.52941176470588"
"941","0","1.5","","","93","","19410023","","",""
"941","vo_fpc_30102","vo_fpc","","","21","","19410024","","","0"
"941","小──凱──留──！\n嘿！","107511","0","1","11","5","19410025","0","0","1"
"941","","19410019","","","91","","19410026","","",""
"941","0","1075111","","","32","","19410027","","",""
"941","1","1075114","","","32","","19410028","","",""
"941","41_pekorine_hug","107511","0.1","","3","0","19410029","1","0.1","41_pekorine_hug_loop"
"941","41_kyaru_surprise","22","0.1","","3","0","19410030","1","0.1","41_kyaru_surprise_loop"
"941","0","0.6","","","93","","19410031","","",""
"941","1","105","","","32","","19410032","","",""
"941","0","0.6","","","93","","19410033","","",""
"941","0","105","","","32","","19410034","","",""
"941","","19410025","","","91","","19410035","","",""
"941","-300","107611","","","2","-180","19410036","12","","2.94117647058824"
"941","-300","107611","","","33","-180","19410037","12","","2.94117647058824"
"941","vo_fpc_30103","vo_fpc","","","21","","19410038","","","0"
"941","等等！喂！\n不要突然抱過來啊，白癡佩可！\n這個游泳圈只限一個人用啦！","22","0","1","11","7","19410039","0","0","1"
"941","0","0","","","91","","19410040","","",""
"941","","19410036","","","91","","19410041","","",""
"941","1","105","","","32","","19410042","","",""
"941","41_pekorine_shake","107511","","","3","1","19410043","","0.1",""
"941","41_kyaru_shake","22","","","3","1","19410044","","0.1",""
"941","vo_fpc_30104","vo_fpc","","","21","","19410045","","","0"
"941","41_kokkoro_float_loop","107611","","","3","1","19410046","","0.1",""
"941","呵呵，兩位已經完全\n沉浸在嬉鬧之中……\n好像很開心呢。","107611","0","1","11","6","19410047","0","0","1"
"941","0","0","","","91","","19410048","","",""
"941","vo_fpc_30105","vo_fpc","","","21","","19410049","","","0"
"941","啊，不行……\n已經，到極……限了……","22","0","1","11","11","19410050","0","0","1"
"941","0","0","","","91","","19410051","","",""
"941","41_kyaru_drown","22","","","3","0","19410052","","0.2",""
"941","41_pekorine_shake","107511","","","3","1","19410053","","0.2",""
"941","0","0.2","","","93","","19410054","","",""
"941","se_10053800_941_bishokuden","se_10053800","","","23","0","19410055","","1",""
"941","0","0.8","","","93","","19410056","","",""
"941","41_kokkoro_surprise","107611","0.1","","3","0","19410057","1","0.1","41_kokkoro_surprise_loop"
"941","0","0.5","","","93","","19410058","","",""
"941","1","108","","","32","","19410059","","",""
"941","0","2.5","","","93","","19410060","","",""
"941","41_kyaru_drown_loop","22","0.1","","3","1","19410061","","0.1",""
"941","41_pekorine_notice","107511","0.1","","3","0","19410062","1","0.1","41_pekorine_notice_loop"
"941","0","105","","","32","","19410063","","",""
"941","0","22","","","32","","19410064","","",""
"941","vo_fpc_30106","vo_fpc","","","21","","19410065","","","0"
"941","咦？\n小凱留？\n妳跑哪去了？","107511","0","1","11","6","19410066","0","0","1"
"941","0","0","","","91","","19410067","","",""
"941","vo_fpc_30107","vo_fpc","","","21","","19410068","","","0"
"941","糟、糟了……\n風之精靈啊！\n現在立刻用空氣\n將凱留小姐包覆起來！","107611","0","1","11","9","19410069","0","0","1"
"941","0","2.1","","","93","","19410070","","",""
"941","41_kokkoro_action","107611","0.1","","3","0","19410071","1","0.1","41_kokkoro_action_loop"
"941","1","1001","","","32","","19410072","","",""
"941","41_pekorine_flutterKick_floatRing_in","107511","0.1","","3","0","19410073","1","0","cmn_swm_flutterKick_floatRing"
"941","41_kyaru_flutterKick_floatRing","22","","","3","1","19410074","","0.1",""
"941","1000","107511","","","2","-180","19410075","0","","4.52488687782805"
"941","1","1075111","","","32","","19410076","","",""
"941","0","1075114","","","32","","19410077","","",""
"941","1000","1075111","","","33","-180","19410078","0","","4.52488687782805"
"941","1000","22","","","2","-180","19410079","0","","4.52488687782805"
"941","1000","107611","","","2","-180","19410080","0","","5.88235294117647"
"941","1000","107611","","","33","-180","19410081","0","","5.88235294117647"
"941","1140","1001","","","33","-110","19410082","0","","5.88235294117647"
"941","","19410081","","","91","","19410083","","",""
"942","113211","1","0","42_anna_idle","1","33","19420001","-250","1.75","-1060"
"942","127111","1","0","42_shinobu_idle","1","33","19420002","-250","1.75","-920"
"942","2","2","0","42_boat_idle","5","32","19420003","-250","1.75","-1000"
"942","107","107","","","31","0","19420004","1","0","0"
"942","106","106","","","31","-1000","19420005","1","1","-250"
"942","47","113211","","","13","","19420006","","",""
"942","47","127111","","","13","","19420007","","",""
"942","se_fpc_water_random","se_10053800","","","23","1","19420008","","1",""
"942","0","19420007","","","91","","19420009","","",""
"942","-60","113211","","","2","-250","19420010","12","","5.88235294117647"
"942","80","127111","","","2","-250","19420011","12","","5.88235294117647"
"942","0","2","","","2","-250","19420012","12","","5.88235294117647"
"942","0","106","","","33","-250","19420013","12","","5.88235294117647"
"942","","","","","91","","19420014","","",""
"942","42_anna_doyatalk","113211","","","3","1","19420015","","0.2",""
"942","42_shinobu_idle","127111","","","3","1","19420016","","0.2",""
"942","42_boat_idle","2","","","3","1","19420017","","0.2",""
"942","vo_fpc_30201","vo_fpc","","","21","","19420018","","","0"
"942","哈──哈哈哈！\n像這樣在水上擺盪，\n就會想起那次冒險呢！","113211","0","1","11","4","19420019","0","0","1"
"942","0","0","","","91","","19420020","","",""
"942","42_anna_doyatalk","113211","","","3","1","19420021","","0.2",""
"942","42_shinobu_idle2talk","127111","0.1","","3","0","19420022","1","0.2","42_shinobu_talk"
"942","42_boat_idle","2","","","3","1","19420023","","0.2",""
"942","vo_fpc_30202","vo_fpc","","","21","","19420024","","","0"
"942","是啊，真是非常愉快的冒險呢。\n我到現在也很珍惜地\n保管著那套服裝喔。","127111","0","1","11","6","19420025","0","0","1"
"942","0","0","","","91","","19420026","","",""
"942","42_shinobu_talk2idle","127111","0.1","","3","0","19420027","1","0.2","42_shinobu_idle"
"942","42_anna_doya2idle","113211","0.1","","3","0","19420028","1","0.2","42_anna_idle"
"942","42_boat_idle","2","","","3","1","19420029","","0.2",""
"942","vo_fpc_30203","vo_fpc","","","21","","19420030","","","0"
"942","那之後怎麼樣了？\n要是有什麼有趣的事件或冒險，\n請務必要說給我聽！","113211","0","0.5","11","6","19420031","0","0","1"
"942","0","0","","","91","","19420032","","",""
"942","vo_fpc_30204","vo_fpc","","","21","","19420033","","","0"
"942","（說不定會成為\n冥風戰記的好靈感呢！）","113211","0","1","11","7","19420034","0","0","1"
"942","0","0","","","91","","19420035","","",""
"942","42_anna_idle","113211","","","3","1","19420036","","0.2",""
"942","42_shinobu_idle2talk","127111","0.1","","3","0","19420037","1","0.2","42_shinobu_talk"
"942","42_boat_idle","2","","","3","1","19420038","","0.2",""
"942","vo_fpc_30205","vo_fpc","","","21","","19420039","","","0"
"942","嗯，有喔。\n在度假村發生的\n各種靈異現象……","127111","0","0.5","11","4","19420040","0","0","1"
"942","0","0","","","91","","19420041","","",""
"942","42_anna_idle","113211","","","3","1","19420042","","0.2",""
"942","42_shinobu_talk2horror","127111","0.1","","3","0","19420043","1","0.2","42_shinobu_horror"
"942","42_boat_idle","2","","","3","1","19420044","","0.2",""
"942","1","107","","","32","","19420045","","",""
"942","vo_fpc_30206","vo_fpc","","","21","","19420046","","","0"
"942","在那背後是生者與死者的欲望\n混雜在一起的深沉真相……","127111","0","1","11","4","19420047","0","0","1"
"942","0","6.5","","","93","","19420048","","",""
"942","0","1.5","","","93","","19420049","","",""
"942","0","19420047","","","91","","19420050","","",""
"942","42_shinobu_horror","127111","","","3","1","19420051","","0.1",""
"942","42_anna_scared","113211","","","3","1","19420052","","0.1",""
"942","42_boat_idle","2","","","3","1","19420053","","0.1",""
"942","vo_fpc_30207","vo_fpc","","","21","","19420054","","","0"
"942","等！等一下！\n那種事沒問題嗎？\n喂，忍……我說忍啊！","113211","0","1.5","11","4","19420055","0","0","1"
"942","0","9.13333333333333","","","93","","19420056","","",""
"942","0","1.5","","","93","","19420057","","",""
"942","0","19420055","","","91","","19420058","","",""
"942","940","113211","","","2","-250","19420059","","","4.52488687782805"
"942","1080","127111","","","2","-250","19420060","","","4.52488687782805"
"942","1000","2","","","2","-250","19420061","","","4.52488687782805"
"942","1000","106","","","33","-250","19420062","","","4.52488687782805"
"942","","0","","","91","","19420063","","",""
"943","122511","1","0","cmn_float","1","23","19430001","-180","1.75","-850"
"943","117411","1","0","43_tsumugi_deredere","1","13","19430002","-125","1.75","-800"
"943","11","1","0","cmn_float_item_09_Ball","5","12","19430003","-125","1.75","-1675"
"943","12","1","0","cmn_floatRing_pink","5","32","19430004","-250","1.75","-850"
"943","13","1","0","cmn_floatRing_blue","5","32","19430005","-250","1.75","-2500"
"943","1225114","8","","","31","-850","19430006","1","1","-180"
"943","1174114","5","","","31","-800","19430007","1","1","-125"
"943","411","5","","","31","-1675","19430008","1","1","-125"
"943","412","4","","","31","-850","19430009","1","1","-250"
"943","413","4","","","31","-2500","19430010","1","1","-250"
"943","1101","110","","","31","-350","19430011","1","0","-125"
"943","se_fpc_water_random","se_10053800","","","23","1","19430012","","1",""
"943","","19430011","","","91","","19430013","","",""
"943","2450","12","","","2","-250","19430014","","","24.2647058823529"
"943","2450","412","","","33","-250","19430015","","","24.2647058823529"
"943","1625","11","","","2","-125","19430016","","","24.2647058823529"
"943","1625","411","","","33","-125","19430017","","","24.2647058823529"
"943","800","13","","","2","-250","19430018","","","24.2647058823529"
"943","800","413","","","33","-250","19430019","","","24.2647058823529"
"943","0","2","","","93","","19430020","","",""
"943","0","122511","","","2","-180","19430021","12","","6.25"
"943","0","1225114","","","33","-180","19430022","12","","6.25"
"943","","19430021","","","91","","19430023","","",""
"943","vo_fpc_30301","vo_fpc","","","21","","19430024","","","0"
"943","有好多東西在漂流著呢。\n如果這裡不是泳池，\n感覺會潛藏著魚……","122511","0","1","11","5","19430025","0","0","1"
"943","","0","","","91","","19430026","","",""
"943","-350","117411","","","2","-125","19430027","12","","6.92307692307692"
"943","-350","1174114","","","33","-125","19430028","12","","6.92307692307692"
"943","vo_fpc_30302","vo_fpc","","","21","","19430029","","","0"
"943","對了，如果能透過委身於這股水流\n來體會溪流中魚群的心情，\n或許能活用在下次釣魚時呢。","122511","0","1","11","5","19430030","0","0","1"
"943","","0","","","91","","19430031","","",""
"943","","19430028","","","91","","19430032","","",""
"943","vo_fpc_30303","vo_fpc","","","21","","19430033","","","0"
"943","啊，怜大人……♡\n漂流的姿態也好美呢。\n我可以一直看下去……","117411","0","1","11","6","19430034","0","0","1"
"943","","0","","","91","","19430035","","",""
"943","43_rei_notice_in","122511","0.1","","3","0","19430036","1","0.1","43_rei_notice_loop"
"943","vo_fpc_30304","vo_fpc","","","21","","19430037","","","0"
"943","唔……怎麼？\n這股像是猛禽鎖定獵物般的殺氣是？\n是有誰在嗎？","122511","0","0.5","11","4","19430038","0","0","1"
"943","","0","","","91","","19430039","","",""
"943","1","1101","","","32","","19430040","","",""
"943","0","1174114","","","32","","19430041","","",""
"943","43_rei_turn","122511","0.1","","3","0","19430042","1","0.1","43_rei_aseri"
"943","43_tsumugi_hide","117411","","","3","0","19430043","","0.1",""
"943","0","3","","","93","","19430044","","",""
"943","43_tsumugi_appear","117411","0.1","","3","0","19430045","1","0.1","43_tsumugi_deredere"
"943","0","1","","","93","","19430046","","",""
"943","0","1101","","","32","","19430047","","",""
"943","1","1174114","","","32","","19430048","","",""
"943","vo_fpc_30305","vo_fpc","","","21","","19430049","","","0"
"943","沒有任何人啊……\n不……在那裡！","122511","0","0.5","11","6","19430050","0","0","1"
"943","","0","","","91","","19430051","","",""
"943","1","1101","","","32","","19430052","","",""
"943","0","1174114","","","32","","19430053","","",""
"943","43_rei_turn","122511","0.1","","3","0","19430054","1","0.1","43_rei_aseri_2"
"943","43_tsumugi_hide","117411","","","3","0","19430055","","0.1",""
"943","0","3","","","93","","19430056","","",""
"943","43_tsumugi_appear","117411","0.1","","3","0","19430057","1","0.1","43_tsumugi_deredere"
"943","0","1","","","93","","19430058","","",""
"943","0","1101","","","32","","19430059","","",""
"943","1","1174114","","","32","","19430060","","",""
"943","vo_fpc_30306","vo_fpc","","","21","","19430061","","","0"
"943","果然沒有任何人嗎。\n但這陣惡寒是怎麼回事……？\n唔，感覺簡直就像是被盯上的魚啊。","122511","0","1","11","5","19430062","0","0","1"
"943","","0","","","91","","19430063","","",""
"943","850","122511","","","2","-180","19430064","","","3.84615384615385"
"943","850","1225114","","","33","-180","19430065","","","3.84615384615385"
"943","0","117411","","","2","-125","19430066","12","","2.57352941176471"
"943","0","1174114","","","33","-125","19430067","12","","2.57352941176471"
"943","","0","","","91","","19430068","","",""
"943","vo_fpc_30307","vo_fpc","","","21","","19430069","","","0"
"943","啊啊，竟然能這麼近地\n欣賞怜大人凜然的姿態，\n真是大飽眼福～","117411","0","1","11","5","19430070","0","0","1"
"943","","0","","","91","","19430071","","",""
"943","850","117411","","","2","-125","19430072","","","3.84615384615385"
"943","850","1174114","","","33","-125","19430073","","","3.84615384615385"
"943","","0","","","91","","19430074","","",""
"944","107911","1","0","44_tamaki_in","1","12","19440001","-15","1.4875","800"
"944","3","3","0","44_tamaki_in","5","13","19440002","-15","1.4875","800"
"944","126811","1","0","44_yukari_idle","1","33","19440003","-250","1.75","-1000"
"944","2","2","0","cmn_boat_idle","5","32","19440004","-250","1.75","-1000"
"944","108011","1","0","44_mifuyu_run","1","12","19440005","-15","1.4875","-800"
"944","126811","101","","","31","-1000","19440006","1","1","-250"
"944","1004","1004","","","31","-560","19440007","1","0","140"
"944","se_fpc_water_random","se_10053800","","","23","1","19440008","","1",""
"944","0","19440007","","","91","","19440009","","",""
"944","300","107911","","","2","-15","19440010","","","2.26244343891403"
"944","300","3","","","2","-15","19440011","","","2.26244343891403"
"944","","","","","91","","19440012","","",""
"944","44_tamaki_sale","107911","0.1","","3","","19440013","1","0.1","44_tamaki_sale_loop"
"944","44_tamaki_sale","3","0.1","","3","","19440014","1","0.1","44_tamaki_sale_loop"
"944","vo_fpc_30401","vo_fpc","","","21","","19440015","","","0"
"944","鯛魚燒～鯛魚燒～\n好吃的鯛魚燒店喵～","107911","0","1","11","4","19440016","0","0","1"
"944","","0","","","91","","19440017","","",""
"944","-100","126811","","","2","-250","19440018","12","","5.29411764705882"
"944","-100","2","","","2","-250","19440019","12","","5.29411764705882"
"944","-100","126811","","","33","-250","19440020","12","","5.29411764705882"
"944","","","","","91","","19440021","","",""
"944","44_tamaki_present","107911","0.1","","3","0","19440022","1","0.1","44_tamaki_present_loop"
"944","44_tamaki_present","3","0.1","","3","0","19440023","1","0.1","44_tamaki_present_loop"
"944","vo_fpc_30402","vo_fpc","","","21","","19440024","","","0"
"944","好的，那邊漂過來的小姐，\n要不要來一份鯛魚燒喵？","107911","0","1","11","7","19440025","0","0","1"
"944","","0","","","91","","19440026","","",""
"944","44_yukari_notice","126811","0.1","","3","0","19440027","1","0.2","44_yukari_notice_loop"
"944","cmn_boat_idle","2","","","3","1","19440028","","0.2",""
"944","vo_fpc_30403","vo_fpc","","","21","","19440029","","","0"
"944","哎呀，這不是珠希嗎。\n妳在這種地方做什麼？","126811","0","1","11","7","19440030","0","0","1"
"944","","0","","","91","","19440031","","",""
"944","vo_fpc_30404","vo_fpc","","","21","","19440032","","","0"
"944","什麼嘛，是優花梨啊喵。\n妳問我在做什麼，當然是做生意喵！","107911","0","1","11","10","19440033","0","0","1"
"944","","0","","","91","","19440034","","",""
"944","44_tamaki_present2sale","107911","0.1","","3","0","19440035","1","0.1","44_tamaki_sale_loop"
"944","44_tamaki_present2sale","3","0.1","","3","0","19440036","1","0.1","44_tamaki_sale_loop"
"944","vo_fpc_30405","vo_fpc","","","21","","19440037","","","0"
"944","有這麼多人在的商機，\n我可不能錯過喵！","107911","0","1","11","6","19440038","0","0","1"
"944","","0","","","91","","19440039","","",""
"944","44_yukari_worry","126811","0.1","","3","0","19440040","1","0.2","44_yukari_worry_loop"
"944","cmn_boat_idle","2","","","3","1","19440041","","0.2",""
"944","vo_fpc_30406","vo_fpc","","","21","","19440042","","","0"
"944","那個有得到秋乃的同意嗎？\n要是無照營業，可是會被罵喔？","126811","0","1","11","5","19440043","0","0","1"
"944","","0","","","91","","19440044","","",""
"944","vo_fpc_30407","vo_fpc","","","21","","19440045","","","0"
"944","沒問題的喵！為了不被發現……\n話說，不妙喵！是巡邏喵！","107911","0","0.5","11","7","19440046","0","0","1"
"944","","0","","","91","","19440047","","",""
"944","1","1004","","","32","","19440048","","",""
"944","0","1","","","93","","19440049","","",""
"944","44_tamaki_surprise","107911","0.1","","3","0","19440050","1","0.1","44_tamaki_run"
"944","44_tamaki_surprise","3","0.1","","3","0","19440051","1","0.1","44_tamaki_run"
"944","44_tamaki_surprise","3","0.1","","3","0","19440052","1","0.1","44_tamaki_run"
"944","vo_fpc_30408","vo_fpc","","","21","","19440053","","","0"
"944","快溜喵──！","107911","0","1","11","8","19440054","0","0","1"
"944","0","0.8","","","93","","19440055","","",""
"944","800","107911","","","2","-15","19440056","","","1.74034110685694"
"944","800","3","","","2","-15","19440057","","","1.74034110685694"
"944","800","108011","","","2","-15","19440058","","","4.82654600301659"
"944","800","1004","","","33","-15","19440059","","","4.82654600301659"
"944","0","0.8","","","93","","19440060","","",""
"944","vo_fpc_30409","vo_fpc","","","21","","19440061","","","0"
"944","無照營業是要被取締的！\n給我等一下！","108011","0","0.5","11","12","19440062","0","0","1"
"944","","19440058","","","91","","19440063","","",""
"944","vo_fpc_30410","vo_fpc","","","21","","19440064","","","0"
"944","等等，珠希？\n果然是沒取得同意嘛。\n……總覺得肚子餓了呢。\n要是有先點個鯛魚燒就好了啊。","126811","0","1.5","11","5","19440065","0","0","1"
"944","1","11.6571428571429","","","93","","19440066","","",""
"944","44_yukari_smile","126811","0.1","","3","0","19440067","1","0.2","44_yukari_smile_loop"
"944","cmn_boat_idle","2","","","3","1","19440068","","0.2",""
"944","0","1.5","","","93","","19440069","","",""
"944","","19440065","","","91","","19440070","","",""
"944","1000","126811","","","2","-250","19440071","","","4.97737556561086"
"944","1000","2","","","2","-250","19440072","","","4.97737556561086"
"944","1000","126811","","","33","-250","19440073","","","4.97737556561086"
"944","","0","","","91","","19440074","","",""
"945","122611","1","0","45_yui_cmn_swm_tread","1","23","19450001","-180","1.75","-1150"
"945","110411","1","0","45_makoto_idle","1","12","19450002","-125","1.75","-800"
"945","23","23","0","empty","5","32","19450003","-180","1.75","-250"
"945","1","1","0","cmn_swm_tread_pink","5","22","19450004","-180","1.75","-1150"
"945","1226113","3","","","31","-1150","19450005","1","1","-180"
"945","1104111","4","","","31","-770","19450006","1","1","-125"
"945","117","117","","","31","150","19450007","1","0","-125"
"945","111","111","","","31","-250","19450008","1","0","-180"
"945","se_fpc_water_random","se_10053800","","","23","1","19450009","","1",""
"945","0","19450008","","","91","","19450010","","",""
"945","150","110411","","","2","-125","19450011","12","","5.58823529411765"
"945","180","1104111","","","33","-125","19450012","12","","5.58823529411765"
"945","-200","122611","","","2","-180","19450013","12","","5.58823529411765"
"945","-200","1","","","2","-180","19450014","12","","5.58823529411765"
"945","-200","1226113","","","33","-180","19450015","12","","5.58823529411765"
"945","","19450015","","","91","","19450016","","",""
"945","45_yui_idle","122611","","","3","1","19450017","","0.1",""
"945","45_yui_idle","1","","","3","1","19450018","","0.1",""
"945","45_makoto_talk","110411","","","3","1","19450019","","0.1",""
"945","vo_fpc_30501","vo_fpc","","","21","","19450020","","","0"
"945","怎麼了，優衣？\n妳特意為那傢伙\n做了便當吧？\n趕快邀請他不就好了。","110411","0","1","11","6","19450021","0","0","1"
"945","","0","","","91","","19450022","","",""
"945","vo_fpc_30502","vo_fpc","","","21","","19450023","","","0"
"945","我明明連採買都請妳幫忙了，\n抱歉啊。不過，便當的內容\n有點太幹勁十足了……","122611","0","1","11","5","19450024","0","0","1"
"945","","0","","","91","","19450025","","",""
"945","vo_fpc_30503","vo_fpc","","","21","","19450026","","","0"
"945","太幹勁十足是怎樣啊？\n妳準備的材料很正常吧？\n嗯？話說回來，妳有買粉紅色的\n櫻花魚鬆吧。難不成……","110411","0","1","11","5","19450027","0","0","1"
"945","","0","","","91","","19450028","","",""
"945","45_makoto_talk_surprise","110411","0.1","","3","0","19450029","1","0.1","45_makoto_talk_surprise_loop"
"945","45_yui_shy_in","122611","0.1","","3","0","19450030","1","0.1","45_yui_shy_loop"
"945","45_yui_shy_in","1","0.1","","3","0","19450031","1","0.1","45_yui_shy_loop"
"945","vo_fpc_30504","vo_fpc","","","21","","19450032","","","0"
"945","……嗯，我做了……\n巨大的愛心圖案……\n果然還是不能邀他吧！\n真琴能幫我吃掉嗎！？","122611","0","1","11","4","19450033","0","0","1"
"945","","0","","","91","","19450034","","",""
"945","45_makoto_idle","110411","","","3","1","19450035","","0.1",""
"945","vo_fpc_30505","vo_fpc","","","21","","19450036","","","0"
"945","我知道了啦。我會陪妳去，\n然後替妳吃掉的……\n其他的配菜是妳的得意之作吧？\n好了，快點走囉！","110411","0","0.5","11","7","19450037","0","0","1"
"945","","0","","","91","","19450038","","",""
"945","45_makoto_dogscratch_in","110411","0.1","","3","0","19450039","1","0.1","cmn_swm_dogscratch"
"945","0","0.5","","","93","","19450040","","",""
"945","0","1104111","","","32","","19450041","","",""
"945","1","117","","","32","","19450042","","",""
"945","1050","110411","","","2","-125","19450043","0","","4.07239819004525"
"945","1050","117","","","33","-125","19450044","0","","4.07239819004525"
"945","45_yui_notice","122611","0.1","","3","0","19450045","1","0.1","45_yui_idle_2"
"945","45_yui_notice","1","0.1","","3","0","19450046","1","0.1","45_yui_idle"
"945","vo_fpc_30506","vo_fpc","","","21","","19450047","","","0"
"945","啊，真琴？\n等一下啦──！","122611","0","1","11","9","19450048","0","0","1"
"945","","0","","","91","","19450049","","",""
"945","45_yui_cmn_swm_tread","122611","","","3","1","19450050","","0.1",""
"945","cmn_swm_tread_pink","1","","","3","1","19450051","","0.1",""
"945","850","122611","","","2","-180","19450052","0","","4.75113122171946"
"945","850","1","","","2","-180","19450053","0","","4.75113122171946"
"945","850","1226113","","","33","-180","19450054","0","","4.75113122171946"
"945","0","3","","","93","","19450055","","",""
"945","1","111","","","32","","19450056","","",""
"945","45_eriko_float_in","23","0.1","","3","0","19450057","1","0.1","45_eriko_float_loop"
"945","0","2","","","93","","19450058","","",""
"945","vo_fpc_30507","vo_fpc","","","21","","19450059","","","0"
"945","有盯上那位大人的不檢點氣息……\n這是偷腥貓，不對，是母狗的味道？\n必須要排除才行……","23","0","3","11","3","19450060","0","0","1"
"945","0","16.7666666666667","","","93","","19450061","","",""
"945","0","1.5","","","93","","19450062","","",""
"945","","19450060","","","91","","19450063","","",""
"945","45_eriko_float_end","23","","","3","0","19450064","","0.1",""
"945","0","3","","","93","","19450065","","",""
"945","","0","","","91","","19450066","","",""
"946","107911","1","0","cmn_walk","1","12","19460001","-15","1.4875","-800"
"946","107811","1","0","cmn_walk","1","12","19460002","-15","1.4875","-1000"
"946","122411","1","0","cmn_swm_flutterKick","1","22","19460003","-180","1.75","-910"
"946","122411","1","","","31","-910","19460004","1","1","-180"
"946","115","1","","","31","-910","19460005","1","1","-180"
"946","se_fpc_water_random","se_10053800","","","23","1","19460006","","1",""
"946","0","19460005","","","91","","19460007","","",""
