7baeb91d843c49583cde4ab0d0c65ce6a72b0408b986eea9ee59d6a2b5af4b77,ee1130a100f30ecd74918b876c1f9351365ea7f5083b7222093b136d9cf454ec,6caa1549d5f23d525db101d50ef55d6277806025d4686fd6de8512970406d550,b2b1ef3070bc5d2a6b721241dec375f5fbd973bbd94cf26aeb30e236fbcc7130,2623dd9f17b8eb20a25e91ce6367a3bbbe18a4fa1f4642601cf1257e2f2e3131,ec6290206908403cfc1d68cd44c30dee3781c77013a9bd09cf13edc10874bedd,2a6ef2eed850714d5b5ee511b16e63d4d39c732c27a2ed354583b6e987b106cf
"bgm_MC143","0:00","花開季節的真心","1:20","357","bgm_MC143_juke","故事劇情主題曲\n-「映照在眼中的倒影」編曲-\n\n時間 / 01:20\n作曲 / ReNee\n編曲 / 多田彰文"
"bgm_MC145","0:00","魔物植物‧莫培爾培","2:25","358","bgm_MC145_juke","故事劇情Boss戰\n\n時間 / 02:25\n作曲 / Enarak（Cygames）\n編曲 / Enarak（Cygames）"
"bgm_MC152","0:50","映照在眼中的倒影","1:29","359","bgm_MC152","角色歌曲\n\n時間 / 01:29\n演唱　 / 鈴莓（悠木碧）\n　　　鏡華（小倉唯）\n作詞 / ReNee\n作曲 / ReNee\n編曲 / 戸嶋友祐"
"bgm_MC142","0:00","坐鎮於煉獄之物","1:31","360","bgm_MC142_juke","主線冒險Boss戰\n-｢業火燃燒的密林｣編曲-\n\n時間 / 01:31\n作曲 / 松尾早人、IM.Lab\n編曲 / 松尾早人"
"bgm_MC147","0:00","大夢想樂園大遊行　寶石兔與祕密的夥伴們","2:43","361","bgm_MC147_juke","故事劇情主題曲\n-《神奇寶石遊行！》編曲-\n\n時間 / 02:43\n作曲 / INN\n編曲 / 小出大和（Cygames）"
"bgm_MC150","0:00","捲土重來‧吉諾","1:42","362","bgm_MC150_juke","故事劇情Boss戰\n\n時間 / 01:42\n作曲 / 岡本優一（Cygames）\n編曲 / 岡本優一（Cygames）"
"bgm_MC153","0:48","神奇寶石遊行！","1:23","363","bgm_MC153","角色歌曲\n\n時間 / 01:23\n歌　 / 庫露露（田中美海）\n作詞 / 松井洋平\n作曲 / INN\n編曲 / INN"
"bgm_MC148","0:00","大夢想樂園導覽","2:47","364","bgm_MC148_juke","故事劇情迷你內容\n-《神奇寶石遊行！》編曲-\n\n時間 / 02:47\n作曲 / INN\n編曲 / IM.Lab"
"bgm_MC156","0:00","集合吧，做好事社團！　美空的愉快暑假","1:45","365","bgm_MC156_juke","故事劇情主題曲\n-《Ai-愛的逃亡★》、《最終冒險★》編曲-\n\n時間 / 01:45\n作曲 / 梯拓哉（Cygames）、IM.Lab\n編曲 / 塚越廉"
"bgm_MC158","0:00","盛夏的發狂史萊姆","2:00","366","bgm_MC158_juke","故事劇情Boss戰\n\n時間 / 02:00\n作曲 / 田山里奈\n編曲 / 田山里奈"
"bgm_MC154","0:42","Ai-愛的逃亡★","1:24","367","bgm_MC154","角色歌曲\n\n時間 / 01:24\n歌　 / 美空（鬼頭明里）\n作詞 / 岩井彩夏\n作曲 / 梯拓哉（Cygames）\n編曲 / 梯拓哉（Cygames）"
"bgm_MC157","0:00","修復夏日相片","1:48","368","bgm_MC157_juke","故事劇情迷你內容\n-《Ai-愛的逃亡★》編曲-\n\n時間 / 01:48\n作曲 / 梯拓哉（Cygames）\n編曲 / 古見千桜子（Cygames）"
"bgm_MC162","0:00","幻惑的妖精　-於盛夏之園起舞的身影-","1:27","369","bgm_MC162_juke","故事劇情主題曲\n-「Re:collection」編曲-\n\n時間 / 01:27\n作曲 / 滝澤俊輔（TRYTONELABO）\n編曲 / Enarak（Cygames）"
"bgm_MC164","0:00","混沌生成系統","2:15","370","bgm_MC164_juke","故事劇情Boss戰\n\n時間 / 02:15\n作曲 / 田山里奈\n編曲 / 田山里奈"
"bgm_MC193","0:50","Re:collection","1:28","371","bgm_MC193","角色歌曲\n\n時間 / 01:28\n演唱　 / 愛梅斯（相坂優歌）\n作詞 / Mitsu（TRYTONELABO）\n作曲 / 滝澤俊輔（TRYTONELABO）\n編曲 / 滝澤俊輔（TRYTONELABO）"
"bgm_MC163A","0:00","水都的回憶","1:49","372","bgm_MC163A_juke","故事劇情迷你內容\n-「Re:collection」編曲-\n\n時間 / 01:49\n作曲 / 滝澤俊輔（TRYTONELABO）\n編曲 / 小半大"
"bgm_MC178A","0:00","煉獄之叛亂","1:29","373","bgm_MC178A_juke","煉獄之叛亂\n\n時間 / 1:29\n作曲 / 中町友洋\n編曲 / 中町友洋"
"bgm_MC178B","0:00","煉獄之叛亂　-六凶‧魔蜘蛛阿剌克涅-","1:39","374","bgm_MC178B_juke","煉獄之叛亂\n\n時間 / 1:39\n作曲 / 中町友洋\n編曲 / 中町友洋"
"bgm_MC179A","0:00","與魔蜘蛛僕人的戰鬥","1:40","375","bgm_MC179A_juke","煉獄之叛亂Boss戰\n\n時間 / 1:40\n作曲 / 植田能平\n編曲 / 植田能平"
"bgm_MC179B","0:00","拿不准的盜賊三姊妹","1:40","376","bgm_MC179B_juke","煉獄之叛亂Boss戰\n\n時間 / 1:40\n作曲 / 植田能平‧関根修平（Cygames）\n編曲 / 植田能平"
"bgm_MC180","0:00","與革命少女的戰鬥","2:07","377","bgm_MC180_juke","煉獄之叛亂Boss戰\n\n時間 / 2:07\n作曲 / IM.Lab‧Enarak（Cygames）\n編曲 / Enarak（Cygames）"
"bgm_MC181A","0:00","潛藏在地底煉獄的災禍","2:05","378","bgm_MC181A_juke","煉獄之叛亂Boss戰\n\n時間 / 2:05\n作曲 / IM.Lab\n編曲 / 東大路憲太"
"bgm_MC181B","0:00","甦醒的六凶‧魔蜘蛛阿剌克涅","2:08","379","bgm_MC181B_juke","煉獄之叛亂Boss戰\n\n時間 / 2:08\n作曲 / IM.Lab\n編曲 / 東大路憲太"
"bgm_MC182","0:00","再臨的公主造型冰龍","2:49","380","bgm_MC182_juke","煉獄之叛亂Boss戰\n-「Yes！ Precious Harmony！」編曲-\n\n時間 / 2:49\n作曲 / 高尾奏之介（F.M.F）\n編曲 / 中川峻彰"
"bgm_M408","0:00","雪菲","1:47","381","bgm_M408_juke","角色主題曲\n\n時間 / 1:47\n作曲 / 中川峻彰\n編曲 / 中川峻彰"
"bgm_MC069","0:00","芙蕾雅","2:50","382","bgm_MC069_juke","角色主題曲\n\n時間 / 2:50\n作曲 / IM.Lab\n編曲 / IM.Lab"
"bgm_MC059","0:00","阿剌克涅","1:55","383","bgm_MC059_juke","角色主題曲\n\n時間 / 1:55\n作曲 / IM.Lab\n編曲 / IM.Lab"
"bgm_MC176B","0:00","顯現的魔蜘蛛真容","3:15","384","bgm_MC176B_juke","主線劇情\n\n時間 / 3:15\n作曲 / IM.Lab\n編曲 / IM.Lab"
"bgm_MC186","0:00","望的一日店長記　這裡是阿爾克絲鍊金堂","1:37","385","bgm_MC186_juke","故事劇情主題曲\n-《Dance in the Fragrance》《阿爾克絲鍊金堂》\n編曲-\n\n時間 / 01:37\n作曲 / 山本真央樹、小出大和（Cygames）\n編曲 / 小出大和（Cygames）"
"bgm_MC188","0:00","惡毒巨蛇","1:34","386","bgm_MC188_juke","故事劇情Boss戰\n\n時間 / 01:34\n作曲 / 岡本優一（Cygames）\n編曲 / 岡本優一（Cygames）"
"bgm_MC207","0:55","Dance in the Fragrance","1:24","387","bgm_MC207","角色歌曲\n\n時間 / 01:24\n演唱　 / 望（日笠陽子）\n　　　露易絲瑪莉（鈴代紗弓）\n　　　彩羽（青山吉能）\n　　　苑（井上ほの花）\n作詞 / 児玉雨子\n作曲 / 山本真央樹\n編曲 / 山本真央"
"bgm_MC187","0:00","阿爾克絲鍊金堂　業務日誌","2:01","388","bgm_MC187_juke","故事劇情迷你內容\n-《Dance in the Fragrance》編曲-\n\n時間 / 02:01\n作曲 / 山本真央樹\n編曲 / Enarak（Cygames）"
"bgm_MC189A","0:00","阿爾克絲鍊金堂","1:39","389","bgm_MC189A_juke","角色主題曲\n\n時間 / 01:39\n作曲 / 小出大和（Cygames）\n編曲 / 岡本優一（Cygames）"
"bgm_MC189B","0:00","阿爾克絲鍊金堂（化學Ver.）","1:39","390","bgm_MC189B_juke","角色主題曲\n\n時間 / 01:39\n作曲 / 小出大和（Cygames）\n編曲 / 小出大和（Cygames）、岡本優一（Cygames）"
"bgm_MC194","0:00","蠻賊歸來　炎國的無法無天姊妹","1:55","391","bgm_MC194_juke","故事劇情主題曲\n-「狂野蠻賊表演時間！！」編曲-\n\n時間 / 01:55\n作曲 / 関根修平（Cygames）\n編曲 / 塚越廉"
"bgm_MC196","0:00","超級 衝刺喬","1:37","392","bgm_MC196_juke","故事劇情Boss戰\n\n時間 / 01:37\n作曲 / 中村博\n編曲 / 中村博"
"bgm_MC208","0:39","狂野蠻賊表演時間！！","1:20","393","bgm_MC208","角色歌曲\n\n時間 / 01:20\n演唱　 / 倭（ファイルーズあい）\n　　　若菜 (石見舞菜香)\n　　　布武機 (花井美春)\n作詞 / 岩井彩夏（Cygames）、佐藤遥（Cygames）\n作曲 / 関根修平（Cygames）\n編曲 / 関根修平（Cygames）"
"bgm_MC198","0:00","衝突！破壞！非法坦克大戰","1:54","394","bgm_MC198_juke","小遊戲\n-「狂野蠻賊表演時間！！」編曲-\n\n時間 / 01:54\n作曲 / 関根修平（Cygames）\n編曲 / 小出大和（Cygames）"
"bgm_MC199","0:00","出擊吧！戰車戰鬥！","0:23","395","bgm_MC199_Battle","小遊戲\n-「蠻賊三姊妹」編曲-\n\n時間 / 00:23\n作曲 / 関根修平（Cygames）\n編曲 / 小出大和（Cygames）"
"bgm_MC190","0:00","Let's！「究極鍊成」！","2:05","396","bgm_MC190_juke","究極鍊成\n-「阿爾克絲鍊金堂」編曲-\n\n時間 / 02:05\n作曲 / 小出大和（Cygames）\n編曲 / Enarak（Cygames）"
"bgm_MC191","0:00","於此地邂逅身經百戰的強敵","1:18","397","bgm_MC191_juke","追憶之戰域\n\n時間 / 01:18\n作曲 / Enarak（Cygames）\n編曲 / Enarak（Cygames）"
