e07fb443e2cca0bd44c4a1a19a2840c58f779dfd56dba2dd355860d2c51bd217,d90dc916394388e331146cd624eb84f342bf5dab9f25fdb180bb9f5095aa40c8,02e8dc09f81d0abadaf9019db22abf43b188b864e7f8b49fc2e748979db58b23,0087e60eed01f94ec2652225b726432d2ac952ffdfc99659f8c75a9a0ebe47c7,74e49fc3cc20b55f632c94b7d2f6b128cf6bacd880c0e549f3b4b06baf8af6f6,4ffb5f915a2afa35065e6dc294af032bc3d153cacd4d28ea523d1fbcbd2fc4c3
"85","對霰彈槍附加<0>攻擊力+85%","3","2","30502085","5"
"86","對霰彈槍附加<0>攻擊力+86%","3","2","30502086","5"
"87","對霰彈槍附加<0>攻擊力+87%","3","2","30502087","5"
"88","對霰彈槍附加<0>攻擊力+88%","3","2","30502088","5"
"89","對霰彈槍附加<0>攻擊力+89%","3","2","30502089","5"
"90","對霰彈槍附加<0>攻擊力+90%","3","2","30502090","5"
"91","對霰彈槍附加<0>攻擊力+91%","3","2","30502091","5"
"92","對霰彈槍附加<0>攻擊力+92%","3","2","30502092","5"
"93","對霰彈槍附加<0>攻擊力+93%","3","2","30502093","5"
"94","對霰彈槍附加<0>攻擊力+94%","3","2","30502094","5"
"95","對霰彈槍附加<0>攻擊力+95%","3","2","30502095","5"
"96","對霰彈槍附加<0>攻擊力+96%","3","2","30502096","5"
"97","對霰彈槍附加<0>攻擊力+97%","3","2","30502097","5"
"98","對霰彈槍附加<0>攻擊力+98%","3","2","30502098","5"
"99","對霰彈槍附加<0>攻擊力+99%","3","2","30502099","5"
"100","對霰彈槍附加<0>攻擊力+100%","3","2","30502100","5"
"10","對升降機附加<1>HP+10%","4","1","40101010","1"
"11","對升降機附加<1>HP+11%","4","1","40101011","1"
"12","對升降機附加<1>HP+12%","4","1","40101012","1"
"13","對升降機附加<1>HP+13%","4","1","40101013","1"
"14","對升降機附加<1>HP+14%","4","1","40101014","1"
"15","對升降機附加<1>HP+15%","4","1","40101015","1"
"16","對升降機附加<1>HP+16%","4","1","40101016","1"
"17","對升降機附加<1>HP+17%","4","1","40101017","1"
"18","對升降機附加<1>HP+18%","4","1","40101018","1"
"19","對升降機附加<1>HP+19%","4","1","40101019","1"
"20","對升降機附加<1>HP+20%","4","1","40101020","1"
"21","對升降機附加<1>HP+21%","4","1","40101021","1"
"22","對升降機附加<1>HP+22%","4","1","40101022","1"
"23","對升降機附加<1>HP+23%","4","1","40101023","1"
"24","對升降機附加<1>HP+24%","4","1","40101024","1"
"25","對升降機附加<1>HP+25%","4","1","40101025","1"
"26","對升降機附加<1>HP+26%","4","1","40101026","1"
"27","對升降機附加<1>HP+27%","4","1","40101027","1"
"28","對升降機附加<1>HP+28%","4","1","40101028","1"
"29","對升降機附加<1>HP+29%","4","1","40101029","1"
"30","對升降機附加<1>HP+30%","4","1","40101030","1"
"31","對升降機附加<1>HP+31%","4","1","40101031","1"
"32","對升降機附加<1>HP+32%","4","1","40101032","1"
"33","對升降機附加<1>HP+33%","4","1","40101033","1"
"34","對升降機附加<1>HP+34%","4","1","40101034","1"
"35","對升降機附加<1>HP+35%","4","1","40101035","1"
"36","對升降機附加<1>HP+36%","4","1","40101036","1"
"37","對升降機附加<1>HP+37%","4","1","40101037","1"
"38","對升降機附加<1>HP+38%","4","1","40101038","1"
"39","對升降機附加<1>HP+39%","4","1","40101039","1"
"40","對升降機附加<1>HP+40%","4","1","40101040","1"
"41","對升降機附加<1>HP+41%","4","1","40101041","1"
"42","對升降機附加<1>HP+42%","4","1","40101042","1"
"43","對升降機附加<1>HP+43%","4","1","40101043","1"
"44","對升降機附加<1>HP+44%","4","1","40101044","1"
"45","對升降機附加<1>HP+45%","4","1","40101045","1"
"46","對升降機附加<1>HP+46%","4","1","40101046","1"
"47","對升降機附加<1>HP+47%","4","1","40101047","1"
"48","對升降機附加<1>HP+48%","4","1","40101048","1"
"49","對升降機附加<1>HP+49%","4","1","40101049","1"
"50","對升降機附加<1>HP+50%","4","1","40101050","1"
"51","對升降機附加<1>HP+51%","4","1","40101051","1"
"52","對升降機附加<1>HP+52%","4","1","40101052","1"
"53","對升降機附加<1>HP+53%","4","1","40101053","1"
"54","對升降機附加<1>HP+54%","4","1","40101054","1"
"55","對升降機附加<1>HP+55%","4","1","40101055","1"
"56","對升降機附加<1>HP+56%","4","1","40101056","1"
"57","對升降機附加<1>HP+57%","4","1","40101057","1"
"58","對升降機附加<1>HP+58%","4","1","40101058","1"
"59","對升降機附加<1>HP+59%","4","1","40101059","1"
"60","對升降機附加<1>HP+60%","4","1","40101060","1"
"61","對升降機附加<1>HP+61%","4","1","40101061","1"
"62","對升降機附加<1>HP+62%","4","1","40101062","1"
"63","對升降機附加<1>HP+63%","4","1","40101063","1"
"64","對升降機附加<1>HP+64%","4","1","40101064","1"
"65","對升降機附加<1>HP+65%","4","1","40101065","1"
"66","對升降機附加<1>HP+66%","4","1","40101066","1"
"67","對升降機附加<1>HP+67%","4","1","40101067","1"
"68","對升降機附加<1>HP+68%","4","1","40101068","1"
"69","對升降機附加<1>HP+69%","4","1","40101069","1"
"70","對升降機附加<1>HP+70%","4","1","40101070","1"
"71","對升降機附加<1>HP+71%","4","1","40101071","1"
"72","對升降機附加<1>HP+72%","4","1","40101072","1"
"73","對升降機附加<1>HP+73%","4","1","40101073","1"
"74","對升降機附加<1>HP+74%","4","1","40101074","1"
"75","對升降機附加<1>HP+75%","4","1","40101075","1"
"76","對升降機附加<1>HP+76%","4","1","40101076","1"
"77","對升降機附加<1>HP+77%","4","1","40101077","1"
"78","對升降機附加<1>HP+78%","4","1","40101078","1"
"79","對升降機附加<1>HP+79%","4","1","40101079","1"
"80","對升降機附加<1>HP+80%","4","1","40101080","1"
"81","對升降機附加<1>HP+81%","4","1","40101081","1"
"82","對升降機附加<1>HP+82%","4","1","40101082","1"
"83","對升降機附加<1>HP+83%","4","1","40101083","1"
"84","對升降機附加<1>HP+84%","4","1","40101084","1"
"85","對升降機附加<1>HP+85%","4","1","40101085","1"
"86","對升降機附加<1>HP+86%","4","1","40101086","1"
"87","對升降機附加<1>HP+87%","4","1","40101087","1"
"88","對升降機附加<1>HP+88%","4","1","40101088","1"
"89","對升降機附加<1>HP+89%","4","1","40101089","1"
"90","對升降機附加<1>HP+90%","4","1","40101090","1"
"91","對升降機附加<1>HP+91%","4","1","40101091","1"
"92","對升降機附加<1>HP+92%","4","1","40101092","1"
"93","對升降機附加<1>HP+93%","4","1","40101093","1"
"94","對升降機附加<1>HP+94%","4","1","40101094","1"
"95","對升降機附加<1>HP+95%","4","1","40101095","1"
"96","對升降機附加<1>HP+96%","4","1","40101096","1"
"97","對升降機附加<1>HP+97%","4","1","40101097","1"
"98","對升降機附加<1>HP+98%","4","1","40101098","1"
"99","對升降機附加<1>HP+99%","4","1","40101099","1"
"100","對升降機附加<1>HP+100%","4","1","40101100","1"
"10","對鉤子附加<1>HP+10%","4","1","40201010","2"
"11","對鉤子附加<1>HP+11%","4","1","40201011","2"
"12","對鉤子附加<1>HP+12%","4","1","40201012","2"
"13","對鉤子附加<1>HP+13%","4","1","40201013","2"
"14","對鉤子附加<1>HP+14%","4","1","40201014","2"
"15","對鉤子附加<1>HP+15%","4","1","40201015","2"
"16","對鉤子附加<1>HP+16%","4","1","40201016","2"
"17","對鉤子附加<1>HP+17%","4","1","40201017","2"
"18","對鉤子附加<1>HP+18%","4","1","40201018","2"
"19","對鉤子附加<1>HP+19%","4","1","40201019","2"
"20","對鉤子附加<1>HP+20%","4","1","40201020","2"
"21","對鉤子附加<1>HP+21%","4","1","40201021","2"
"22","對鉤子附加<1>HP+22%","4","1","40201022","2"
"23","對鉤子附加<1>HP+23%","4","1","40201023","2"
"24","對鉤子附加<1>HP+24%","4","1","40201024","2"
"25","對鉤子附加<1>HP+25%","4","1","40201025","2"
"26","對鉤子附加<1>HP+26%","4","1","40201026","2"
"27","對鉤子附加<1>HP+27%","4","1","40201027","2"
"28","對鉤子附加<1>HP+28%","4","1","40201028","2"
"29","對鉤子附加<1>HP+29%","4","1","40201029","2"
"30","對鉤子附加<1>HP+30%","4","1","40201030","2"
"31","對鉤子附加<1>HP+31%","4","1","40201031","2"
"32","對鉤子附加<1>HP+32%","4","1","40201032","2"
"33","對鉤子附加<1>HP+33%","4","1","40201033","2"
"34","對鉤子附加<1>HP+34%","4","1","40201034","2"
"35","對鉤子附加<1>HP+35%","4","1","40201035","2"
"36","對鉤子附加<1>HP+36%","4","1","40201036","2"
"37","對鉤子附加<1>HP+37%","4","1","40201037","2"
"38","對鉤子附加<1>HP+38%","4","1","40201038","2"
"39","對鉤子附加<1>HP+39%","4","1","40201039","2"
"40","對鉤子附加<1>HP+40%","4","1","40201040","2"
"41","對鉤子附加<1>HP+41%","4","1","40201041","2"
"42","對鉤子附加<1>HP+42%","4","1","40201042","2"
"43","對鉤子附加<1>HP+43%","4","1","40201043","2"
"44","對鉤子附加<1>HP+44%","4","1","40201044","2"
"45","對鉤子附加<1>HP+45%","4","1","40201045","2"
"46","對鉤子附加<1>HP+46%","4","1","40201046","2"
"47","對鉤子附加<1>HP+47%","4","1","40201047","2"
"48","對鉤子附加<1>HP+48%","4","1","40201048","2"
"49","對鉤子附加<1>HP+49%","4","1","40201049","2"
"50","對鉤子附加<1>HP+50%","4","1","40201050","2"
"51","對鉤子附加<1>HP+51%","4","1","40201051","2"
"52","對鉤子附加<1>HP+52%","4","1","40201052","2"
"53","對鉤子附加<1>HP+53%","4","1","40201053","2"
"54","對鉤子附加<1>HP+54%","4","1","40201054","2"
"55","對鉤子附加<1>HP+55%","4","1","40201055","2"
"56","對鉤子附加<1>HP+56%","4","1","40201056","2"
"57","對鉤子附加<1>HP+57%","4","1","40201057","2"
"58","對鉤子附加<1>HP+58%","4","1","40201058","2"
"59","對鉤子附加<1>HP+59%","4","1","40201059","2"
"60","對鉤子附加<1>HP+60%","4","1","40201060","2"
"61","對鉤子附加<1>HP+61%","4","1","40201061","2"
"62","對鉤子附加<1>HP+62%","4","1","40201062","2"
"63","對鉤子附加<1>HP+63%","4","1","40201063","2"
"64","對鉤子附加<1>HP+64%","4","1","40201064","2"
"65","對鉤子附加<1>HP+65%","4","1","40201065","2"
"66","對鉤子附加<1>HP+66%","4","1","40201066","2"
"67","對鉤子附加<1>HP+67%","4","1","40201067","2"
"68","對鉤子附加<1>HP+68%","4","1","40201068","2"
"69","對鉤子附加<1>HP+69%","4","1","40201069","2"
"70","對鉤子附加<1>HP+70%","4","1","40201070","2"
"71","對鉤子附加<1>HP+71%","4","1","40201071","2"
"72","對鉤子附加<1>HP+72%","4","1","40201072","2"
"73","對鉤子附加<1>HP+73%","4","1","40201073","2"
"74","對鉤子附加<1>HP+74%","4","1","40201074","2"
"75","對鉤子附加<1>HP+75%","4","1","40201075","2"
"76","對鉤子附加<1>HP+76%","4","1","40201076","2"
"77","對鉤子附加<1>HP+77%","4","1","40201077","2"
"78","對鉤子附加<1>HP+78%","4","1","40201078","2"
"79","對鉤子附加<1>HP+79%","4","1","40201079","2"
"80","對鉤子附加<1>HP+80%","4","1","40201080","2"
"81","對鉤子附加<1>HP+81%","4","1","40201081","2"
"82","對鉤子附加<1>HP+82%","4","1","40201082","2"
"83","對鉤子附加<1>HP+83%","4","1","40201083","2"
"84","對鉤子附加<1>HP+84%","4","1","40201084","2"
"85","對鉤子附加<1>HP+85%","4","1","40201085","2"
"86","對鉤子附加<1>HP+86%","4","1","40201086","2"
"87","對鉤子附加<1>HP+87%","4","1","40201087","2"
"88","對鉤子附加<1>HP+88%","4","1","40201088","2"
"89","對鉤子附加<1>HP+89%","4","1","40201089","2"
"90","對鉤子附加<1>HP+90%","4","1","40201090","2"
"91","對鉤子附加<1>HP+91%","4","1","40201091","2"
"92","對鉤子附加<1>HP+92%","4","1","40201092","2"
"93","對鉤子附加<1>HP+93%","4","1","40201093","2"
"94","對鉤子附加<1>HP+94%","4","1","40201094","2"
"95","對鉤子附加<1>HP+95%","4","1","40201095","2"
"96","對鉤子附加<1>HP+96%","4","1","40201096","2"
"97","對鉤子附加<1>HP+97%","4","1","40201097","2"
"98","對鉤子附加<1>HP+98%","4","1","40201098","2"
"99","對鉤子附加<1>HP+99%","4","1","40201099","2"
"100","對鉤子附加<1>HP+100%","4","1","40201100","2"
"10","對推進器附加<1>HP+10%","4","1","40301010","3"
"11","對推進器附加<1>HP+11%","4","1","40301011","3"
"12","對推進器附加<1>HP+12%","4","1","40301012","3"
"13","對推進器附加<1>HP+13%","4","1","40301013","3"
"14","對推進器附加<1>HP+14%","4","1","40301014","3"
"15","對推進器附加<1>HP+15%","4","1","40301015","3"
"16","對推進器附加<1>HP+16%","4","1","40301016","3"
"17","對推進器附加<1>HP+17%","4","1","40301017","3"
"18","對推進器附加<1>HP+18%","4","1","40301018","3"
"19","對推進器附加<1>HP+19%","4","1","40301019","3"
"20","對推進器附加<1>HP+20%","4","1","40301020","3"
"21","對推進器附加<1>HP+21%","4","1","40301021","3"
"22","對推進器附加<1>HP+22%","4","1","40301022","3"
"23","對推進器附加<1>HP+23%","4","1","40301023","3"
"24","對推進器附加<1>HP+24%","4","1","40301024","3"
"25","對推進器附加<1>HP+25%","4","1","40301025","3"
"26","對推進器附加<1>HP+26%","4","1","40301026","3"
"27","對推進器附加<1>HP+27%","4","1","40301027","3"
"28","對推進器附加<1>HP+28%","4","1","40301028","3"
"29","對推進器附加<1>HP+29%","4","1","40301029","3"
"30","對推進器附加<1>HP+30%","4","1","40301030","3"
"31","對推進器附加<1>HP+31%","4","1","40301031","3"
"32","對推進器附加<1>HP+32%","4","1","40301032","3"
"33","對推進器附加<1>HP+33%","4","1","40301033","3"
"34","對推進器附加<1>HP+34%","4","1","40301034","3"
"35","對推進器附加<1>HP+35%","4","1","40301035","3"
"36","對推進器附加<1>HP+36%","4","1","40301036","3"
"37","對推進器附加<1>HP+37%","4","1","40301037","3"
"38","對推進器附加<1>HP+38%","4","1","40301038","3"
"39","對推進器附加<1>HP+39%","4","1","40301039","3"
"40","對推進器附加<1>HP+40%","4","1","40301040","3"
"41","對推進器附加<1>HP+41%","4","1","40301041","3"
"42","對推進器附加<1>HP+42%","4","1","40301042","3"
"43","對推進器附加<1>HP+43%","4","1","40301043","3"
"44","對推進器附加<1>HP+44%","4","1","40301044","3"
"45","對推進器附加<1>HP+45%","4","1","40301045","3"
"46","對推進器附加<1>HP+46%","4","1","40301046","3"
"47","對推進器附加<1>HP+47%","4","1","40301047","3"
"48","對推進器附加<1>HP+48%","4","1","40301048","3"
"49","對推進器附加<1>HP+49%","4","1","40301049","3"
"50","對推進器附加<1>HP+50%","4","1","40301050","3"
"51","對推進器附加<1>HP+51%","4","1","40301051","3"
"52","對推進器附加<1>HP+52%","4","1","40301052","3"
"53","對推進器附加<1>HP+53%","4","1","40301053","3"
"54","對推進器附加<1>HP+54%","4","1","40301054","3"
"55","對推進器附加<1>HP+55%","4","1","40301055","3"
"56","對推進器附加<1>HP+56%","4","1","40301056","3"
"57","對推進器附加<1>HP+57%","4","1","40301057","3"
"58","對推進器附加<1>HP+58%","4","1","40301058","3"
"59","對推進器附加<1>HP+59%","4","1","40301059","3"
"60","對推進器附加<1>HP+60%","4","1","40301060","3"
"61","對推進器附加<1>HP+61%","4","1","40301061","3"
"62","對推進器附加<1>HP+62%","4","1","40301062","3"
"63","對推進器附加<1>HP+63%","4","1","40301063","3"
"64","對推進器附加<1>HP+64%","4","1","40301064","3"
"65","對推進器附加<1>HP+65%","4","1","40301065","3"
"66","對推進器附加<1>HP+66%","4","1","40301066","3"
"67","對推進器附加<1>HP+67%","4","1","40301067","3"
"68","對推進器附加<1>HP+68%","4","1","40301068","3"
"69","對推進器附加<1>HP+69%","4","1","40301069","3"
"70","對推進器附加<1>HP+70%","4","1","40301070","3"
"71","對推進器附加<1>HP+71%","4","1","40301071","3"
"72","對推進器附加<1>HP+72%","4","1","40301072","3"
"73","對推進器附加<1>HP+73%","4","1","40301073","3"
"74","對推進器附加<1>HP+74%","4","1","40301074","3"
"75","對推進器附加<1>HP+75%","4","1","40301075","3"
"76","對推進器附加<1>HP+76%","4","1","40301076","3"
"77","對推進器附加<1>HP+77%","4","1","40301077","3"
"78","對推進器附加<1>HP+78%","4","1","40301078","3"
"79","對推進器附加<1>HP+79%","4","1","40301079","3"
"80","對推進器附加<1>HP+80%","4","1","40301080","3"
"81","對推進器附加<1>HP+81%","4","1","40301081","3"
"82","對推進器附加<1>HP+82%","4","1","40301082","3"
"83","對推進器附加<1>HP+83%","4","1","40301083","3"
"84","對推進器附加<1>HP+84%","4","1","40301084","3"
"85","對推進器附加<1>HP+85%","4","1","40301085","3"
"86","對推進器附加<1>HP+86%","4","1","40301086","3"
"87","對推進器附加<1>HP+87%","4","1","40301087","3"
"88","對推進器附加<1>HP+88%","4","1","40301088","3"
"89","對推進器附加<1>HP+89%","4","1","40301089","3"
"90","對推進器附加<1>HP+90%","4","1","40301090","3"
"91","對推進器附加<1>HP+91%","4","1","40301091","3"
"92","對推進器附加<1>HP+92%","4","1","40301092","3"
"93","對推進器附加<1>HP+93%","4","1","40301093","3"
"94","對推進器附加<1>HP+94%","4","1","40301094","3"
"95","對推進器附加<1>HP+95%","4","1","40301095","3"
"96","對推進器附加<1>HP+96%","4","1","40301096","3"
"97","對推進器附加<1>HP+97%","4","1","40301097","3"
"98","對推進器附加<1>HP+98%","4","1","40301098","3"
"99","對推進器附加<1>HP+99%","4","1","40301099","3"
"100","對推進器附加<1>HP+100%","4","1","40301100","3"
