e0df6fadbaccae635c09da7232354c9dca69ff10b00ab18d785ba52ed5690385,cf8003f38bc81e1a8c851e7240d052fca24b69e5a209e0c19b8d49d6c4c5a823,a8314e903a712eb8a391eab5a3d7379760c58e896fcb09a47653e6efe403b61f,6e9f4cfc02b75da8584e7eece0f81859a5276ce61a8813a7e610499d70646177,567495a40fdeb3e4f465d55d8964dccc196460d72cb891c1ad95ad3bda81050e,c6ae868eaeceab8df3f51510bf05aa409538a9976a761d87d241a53f1c6607d2,f7e30a6aa30d144f0633c66da06382e7c88f4143ecdfc97c7d7914a635f7ba54,0e6619260c474cf5ee89823e71b6134c3d23a8b8ba74af03dffb6e84e3d3c5e3,42e4dc7b8067ba4c3cf57da11d91780912cc67f2356db891ddc08974400b8572,3c1e57aeabb17ccf4c7df67677b17498487e7f5ece84e648d4c607a0e261dd8e,c459f8a802d520685c21d2b047d88263c538546073f8ae8c29429370876470ec,c611a3f6c131ae3e00ee80baea12ca8aa12bc752ed363a82a5dd3741e0db5fe7,aca1d5471d05125f6a1d839bdf1d9db82c80184b93705cfbe5fa7ba1d4cad180,6eb847b2523cf8561a11928baba5b226bfffbb5c8768cc84c3a01cd49dd6c1d3,a149cedc54a04b156a5f8000a201f4948f6740ddc84f090bbde36c0e0616cf5f,5ad622ae064fc1d351bcfded080c4aaf975b47414b0a1a36fc927c099ef0fec9,c51ff0e4a9ded568cea1e95c7582a47227da40ad74fa5d6af0a1ba3edcf15c75,9c6fcdc9509ae52c22803a5b954bda2a1825df0c9b789e1cdac1877a6eab76d9,1e8ca3a646394c77c2924e31938df067f3315a7161803dd2098de93d269a1f6d,1cf987bb865605e41f2eb761b9fe4833e424970b8ade86c9ca8d8edc7686216d,d239eeb9a413e30c75c6ca88dbb62b7cda17d8f3ff7f33ac8b11139b13ef7bb3,9839d7b3914c87cc1bfc2fe48f919e352a579e1194ff638265860d675405972a,d69638161b2ef137b0c2063a5b130a11d3e46f39d2d44b5ef2ca7e8b76065f1c,7af32bce69885f702e87ac8ed9952675343afb20a3254aa839f58f2b5134ca42,bdfe40a38f67d7190d6ec3cd6aa872ac05759a88f1a170f1e67e30c4dc2d69ef,298bc0e2542a5f018d4d2895f16e04d02299236485906dbe03c1ff4896059e25,2703f40f5d3cb08cc83281c25aa9b2eb4a466ee8a2c200bcf69e5baf95ac0fbc,fc3d36554b4cfeb03ad780effbd1f462fe78d9f1777312a0c5311e876194934c,e8b24522f8cb23349360bbc4f38b7dc93e624392ae0a8f75afed246a6a052480,177e4ca1be0bf3715ab9c6b4d0dbe5bcd5d8eac205b75e676e17e3c8a2fc020c,090f53f996e5d23979e5b6741a11277b691650ec60e6027611c83b773fb9f2d3,46008659acbc6a005b0630af24d9aa2c5dce68a2d434e2eb89cb8f409143f9ab,66628f653bb315ef2d96665ac38f8ed024f92e1534f5f8db4304bdfe88190dd8,e1b5a1f56617da1c3b6023887bb4bfbe73262b1aabdb02aa3133e39308760a40,13ffc2b3457ba4c2c8b33a04df69570382fbcd1ba9cbc8c4a7b5d33676d88328,1f7e8637cddacef31041ba27abe9556f0194601d6719dc5d25f0622cbc02cc92,c1a1607418fb23e77c277e0e57619a39764acdc69675b8ed7ecac6af48b2b263,fd6df5a6e361f38b5922e92152bfaa8c0c51ed636117ac3ff0bf123c90c48f4f,8fb15a4ccbef079b7b9ccfa92bca24b853e04b88cf0104df576b58bf4c45fab5
"1004106","258","10560105","1004207","10560104","1004110","0.03","401056071","710081","401056081","10560103","1004109","3","401056091","1.4","0","1004206","10560101","1.2","1004107","2","2","1","1004208","1056","1004108","401056101","1","1.2","1","401056061","1000000","1004210","1.3","1001303","1.5","0","10560102","1004209"
"1004106","259","10560105","1004207","10560104","1004110","0.06","401056121","710081","401056131","10560103","1004109","10","401056141","1.9","0","1004206","10560101","1.6","1004107","4","4","2","1004208","1056","1004108","401056151","1","1.6","2","401056111","1000000","1004210","1.8","1001303","2","0","10560102","1004209"
"1004106","260","10560105","1004207","10560104","1004110","0.06","401056171","710081","401056181","10560103","1004109","30","401056191","2.4","0","1004206","10560101","2","1004107","11","11","2","1004208","1056","1004108","401056201","1","2","3","401056161","1000000","1004210","2.4","1001303","2.6","0","10560102","1004209"
"1004106","261","10560105","1004207","10560104","1004110","0.06","401056221","710081","401056231","10560103","1004109","38","401056241","3.8","0","1004206","10560101","3.5","1004107","31","31","2","1004208","1056","1004108","401056251","1","3.5","4","401056211","1000000","1004210","3.7","1001303","4","0","10560102","1004209"
"1004106","262","10560105","1004207","10560104","1004110","0.06","401056271","710081","401056281","10560103","1004109","-1","401056291","3.8","0","1004206","10560101","3.5","1004107","39","39","2","1004208","1056","1004108","401056301","1","3.5","5","401056261","1000000","1004210","3.7","1001303","4","0","10560102","1004209"
"1004101","263","10570105","1004202","10570104","1004105","0.03","401056471","710091","401056481","10570103","1004104","1","401056491","1.4","0","1004201","10570101","1.2","1004102","1","1","1","1004203","1057","1004103","401056501","1","1.2","1","401056461","1000000","1004205","1.3","1001301","1.5","0","10570102","1004204"
"1004106","264","10570105","1004207","10570104","1004110","0.03","401056471","710091","401056481","10570103","1004109","3","401056491","1.4","0","1004206","10570101","1.2","1004107","2","2","1","1004208","1057","1004108","401056501","1","1.2","1","401056461","1000000","1004210","1.3","1001303","1.5","0","10570102","1004209"
"1004106","265","10570105","1004207","10570104","1004110","0.06","401056521","710091","401056531","10570103","1004109","10","401056541","1.9","0","1004206","10570101","1.6","1004107","4","4","2","1004208","1057","1004108","401056551","1","1.6","2","401056511","1000000","1004210","1.8","1001303","2","0","10570102","1004209"
"1004106","266","10570105","1004207","10570104","1004110","0.06","401056571","710091","401056581","10570103","1004109","30","401056591","2.4","0","1004206","10570101","2","1004107","11","11","2","1004208","1057","1004108","401056601","1","2","3","401056561","1000000","1004210","2.4","1001303","2.6","0","10570102","1004209"
"1004106","267","10570105","1004207","10570104","1004110","0.06","401056621","710091","401056631","10570103","1004109","38","401056641","3.8","0","1004206","10570101","3.5","1004107","31","31","2","1004208","1057","1004108","401056651","1","3.5","4","401056611","1000000","1004210","3.7","1001303","4","0","10570102","1004209"
"1004106","268","10570105","1004207","10570104","1004110","0.06","401056671","710091","401056681","10570103","1004109","-1","401056691","3.8","0","1004206","10570101","3.5","1004107","39","39","2","1004208","1057","1004108","401056701","1","3.5","5","401056661","1000000","1004210","3.7","1001303","4","0","10570102","1004209"
"1004101","269","10580105","1004202","10580104","1004105","0.03","401056871","710101","401056881","10580103","1004104","1","401056891","1.4","0","1004201","10580101","1.2","1004102","1","1","1","1004203","1058","1004103","401056901","1","1.2","1","401056861","1000000","1004205","1.3","1001301","1.5","0","10580102","1004204"
"1004106","270","10580105","1004207","10580104","1004110","0.03","401056871","710101","401056881","10580103","1004109","3","401056891","1.4","0","1004206","10580101","1.2","1004107","2","2","1","1004208","1058","1004108","401056901","1","1.2","1","401056861","1000000","1004210","1.3","1001303","1.5","0","10580102","1004209"
"1004106","271","10580105","1004207","10580104","1004110","0.06","401056921","710101","401056931","10580103","1004109","10","401056941","1.9","0","1004206","10580101","1.6","1004107","4","4","2","1004208","1058","1004108","401056951","1","1.6","2","401056911","1000000","1004210","1.8","1001303","2","0","10580102","1004209"
"1004106","272","10580105","1004207","10580104","1004110","0.06","401056971","710101","401056981","10580103","1004109","30","401056991","2.4","0","1004206","10580101","2","1004107","11","11","2","1004208","1058","1004108","401057001","1","2","3","401056961","1000000","1004210","2.4","1001303","2.6","0","10580102","1004209"
"1004106","273","10580105","1004207","10580104","1004110","0.06","401057021","710101","401057031","10580103","1004109","38","401057041","3.8","0","1004206","10580101","3.5","1004107","31","31","2","1004208","1058","1004108","401057051","1","3.5","4","401057011","1000000","1004210","3.7","1001303","4","0","10580102","1004209"
"1004106","274","10580105","1004207","10580104","1004110","0.06","401057071","710101","401057081","10580103","1004109","-1","401057091","3.8","0","1004206","10580101","3.5","1004107","39","39","2","1004208","1058","1004108","401057101","1","3.5","5","401057061","1000000","1004210","3.7","1001303","4","0","10580102","1004209"
"1004101","275","10590105","1004202","10590104","1004105","0.03","401057271","710111","401057281","10590103","1004104","1","401057291","1.4","0","1004201","10590101","1.2","1004102","1","1","1","1004203","1059","1004103","401057301","1","1.2","1","401057261","1000000","1004205","1.3","1001301","1.5","0","10590102","1004204"
"1004106","276","10590105","1004207","10590104","1004110","0.03","401057271","710111","401057281","10590103","1004109","3","401057291","1.4","0","1004206","10590101","1.2","1004107","2","2","1","1004208","1059","1004108","401057301","1","1.2","1","401057261","1000000","1004210","1.3","1001303","1.5","0","10590102","1004209"
"1004106","277","10590105","1004207","10590104","1004110","0.06","401057321","710111","401057331","10590103","1004109","9","401057341","1.9","0","1004206","10590101","1.6","1004107","4","4","2","1004208","1059","1004108","401057351","1","1.6","2","401057311","1000000","1004210","1.8","1001303","2","0","10590102","1004209"
"1004106","278","10590105","1004207","10590104","1004110","0.06","401057371","710111","401057381","10590103","1004109","25","401057391","2.1","0","1004206","10590101","2","1004107","10","10","2","1004208","1059","1004108","401057401","1","2","3","401057361","1000000","1004210","2.1","1001303","2.2","0","10590102","1004209"
"1004106","279","10590105","1004207","10590104","1004110","0.06","401057421","710111","401057431","10590103","1004109","-1","401057441","4.8","0","1004206","10590101","4.5","1004107","26","26","2","1004208","1059","1004108","401057451","1","4.5","4","401057411","1000000","1004210","4.7","1001303","5","0","10590102","1004209"
"1004101","281","10600105","1004202","10600104","1004105","0.03","401057671","710121","401057681","10600103","1004104","1","401057691","1.4","0","1004201","10600101","1.2","1004102","1","1","1","1004203","1060","1004103","401057701","1","1.2","1","401057661","1000000","1004205","1.3","1001301","1.5","0","10600102","1004204"
"1004106","282","10600105","1004207","10600104","1004110","0.03","401057671","710121","401057681","10600103","1004109","3","401057691","1.4","0","1004206","10600101","1.2","1004107","2","2","1","1004208","1060","1004108","401057701","1","1.2","1","401057661","1000000","1004210","1.3","1001303","1.5","0","10600102","1004209"
"1004106","283","10600105","1004207","10600104","1004110","0.06","401057721","710121","401057731","10600103","1004109","9","401057741","1.9","0","1004206","10600101","1.6","1004107","4","4","2","1004208","1060","1004108","401057751","1","1.6","2","401057711","1000000","1004210","1.8","1001303","2","0","10600102","1004209"
"1004106","284","10600105","1004207","10600104","1004110","0.06","401057771","710121","401057781","10600103","1004109","25","401057791","2.1","0","1004206","10600101","2","1004107","10","10","2","1004208","1060","1004108","401057801","1","2","3","401057761","1000000","1004210","2.1","1001303","2.2","0","10600102","1004209"
"1004106","285","10600105","1004207","10600104","1004110","0.06","401057821","710121","401057831","10600103","1004109","-1","401057841","4.8","0","1004206","10600101","4.5","1004107","26","26","2","1004208","1060","1004108","401057851","1","4.5","4","401057811","1000000","1004210","4.7","1001303","5","0","10600102","1004209"
"1004101","287","10610105","1004202","10610104","1004105","0.03","401058071","710011","401058081","10610103","1004104","1","401058091","1.4","0","1004201","10610101","1.2","1004102","1","1","1","1004203","1061","1004103","401058101","1","1.2","1","401058061","1000000","1004205","1.3","1001301","1.5","0","10610102","1004204"
"1004106","288","10610105","1004207","10610104","1004110","0.03","401058071","710011","401058081","10610103","1004109","3","401058091","1.4","0","1004206","10610101","1.2","1004107","2","2","1","1004208","1061","1004108","401058101","1","1.2","1","401058061","1000000","1004210","1.3","1001303","1.5","0","10610102","1004209"
"1004106","289","10610105","1004207","10610104","1004110","0.06","401058121","710011","401058131","10610103","1004109","9","401058141","1.9","0","1004206","10610101","1.6","1004107","4","4","2","1004208","1061","1004108","401058151","1","1.6","2","401058111","1000000","1004210","1.8","1001303","2","0","10610102","1004209"
"1004106","290","10610105","1004207","10610104","1004110","0.06","401058171","710011","401058181","10610103","1004109","25","401058191","2.1","0","1004206","10610101","2","1004107","10","10","2","1004208","1061","1004108","401058201","1","2","3","401058161","1000000","1004210","2.1","1001303","2.2","0","10610102","1004209"
"1004106","291","10610105","1004207","10610104","1004110","0.06","401058221","710011","401058231","10610103","1004109","-1","401058241","4.8","0","1004206","10610101","4.5","1004107","26","26","2","1004208","1061","1004108","401058251","1","4.5","4","401058211","1000000","1004210","4.7","1001303","5","0","10610102","1004209"
"1004101","293","10630105","1004202","10630104","1004105","0.03","401058471","710021","401058481","10630103","1004104","1","401058491","1.4","0","1004201","10630101","1.2","1004102","1","1","1","1004203","1063","1004103","401058501","1","1.2","1","401058461","1000000","1004205","1.3","1001301","1.5","0","10630102","1004204"
"1004106","294","10630105","1004207","10630104","1004110","0.03","401058471","710021","401058481","10630103","1004109","3","401058491","1.4","0","1004206","10630101","1.2","1004107","2","2","1","1004208","1063","1004108","401058501","1","1.2","1","401058461","1000000","1004210","1.3","1001303","1.5","0","10630102","1004209"
"1004106","295","10630105","1004207","10630104","1004110","0.06","401058521","710021","401058531","10630103","1004109","9","401058541","1.9","0","1004206","10630101","1.6","1004107","4","4","2","1004208","1063","1004108","401058551","1","1.6","2","401058511","1000000","1004210","1.8","1001303","2","0","10630102","1004209"
"1004106","296","10630105","1004207","10630104","1004110","0.06","401058571","710021","401058581","10630103","1004109","25","401058591","2.1","0","1004206","10630101","2","1004107","10","10","2","1004208","1063","1004108","401058601","1","2","3","401058561","1000000","1004210","2.1","1001303","2.2","0","10630102","1004209"
"1004106","297","10630105","1004207","10630104","1004110","0.06","401058621","710021","401058631","10630103","1004109","-1","401058641","4.8","0","1004206","10630101","4.5","1004107","26","26","2","1004208","1063","1004108","401058651","1","4.5","4","401058611","1000000","1004210","4.7","1001303","5","0","10630102","1004209"
"1004101","298","10640105","1004202","10640104","1004105","0.03","401058821","710031","401058831","10640103","1004104","1","401058841","1.4","0","1004201","10640101","1.2","1004102","1","1","1","1004203","1064","1004103","401058851","1","1.2","1","401058811","1000000","1004205","1.3","1001301","1.5","0","10640102","1004204"
"1004106","299","10640105","1004207","10640104","1004110","0.03","401058821","710031","401058831","10640103","1004109","3","401058841","1.4","0","1004206","10640101","1.2","1004107","2","2","1","1004208","1064","1004108","401058851","1","1.2","1","401058811","1000000","1004210","1.3","1001303","1.5","0","10640102","1004209"
"1004106","300","10640105","1004207","10640104","1004110","0.06","401058871","710031","401058881","10640103","1004109","9","401058891","1.9","0","1004206","10640101","1.6","1004107","4","4","2","1004208","1064","1004108","401058901","1","1.6","2","401058861","1000000","1004210","1.8","1001303","2","0","10640102","1004209"
"1004106","301","10640105","1004207","10640104","1004110","0.06","401058921","710031","401058931","10640103","1004109","25","401058941","2.1","0","1004206","10640101","2","1004107","10","10","2","1004208","1064","1004108","401058951","1","2","3","401058911","1000000","1004210","2.1","1001303","2.2","0","10640102","1004209"
"1004106","302","10640105","1004207","10640104","1004110","0.06","401058971","710031","401058981","10640103","1004109","-1","401058991","4.8","0","1004206","10640101","4.5","1004107","26","26","2","1004208","1064","1004108","401059001","1","4.5","4","401058961","1000000","1004210","4.7","1001303","5","0","10640102","1004209"
"1004101","303","10650105","1004202","10650104","1004105","0.03","401059171","710041","401059181","10650103","1004104","1","401059191","1.4","0","1004201","10650101","1.2","1004102","1","1","1","1004203","1065","1004103","401059201","1","1.2","1","401059161","1000000","1004205","1.3","1001301","1.5","0","10650102","1004204"
"1004106","304","10650105","1004207","10650104","1004110","0.03","401059171","710041","401059181","10650103","1004109","3","401059191","1.4","0","1004206","10650101","1.2","1004107","2","2","1","1004208","1065","1004108","401059201","1","1.2","1","401059161","1000000","1004210","1.3","1001303","1.5","0","10650102","1004209"
"1004106","305","10650105","1004207","10650104","1004110","0.06","401059221","710041","401059231","10650103","1004109","9","401059241","1.9","0","1004206","10650101","1.6","1004107","4","4","2","1004208","1065","1004108","401059251","1","1.6","2","401059211","1000000","1004210","1.8","1001303","2","0","10650102","1004209"
"1004106","306","10650105","1004207","10650104","1004110","0.06","401059271","710041","401059281","10650103","1004109","25","401059291","2.1","0","1004206","10650101","2","1004107","10","10","2","1004208","1065","1004108","401059301","1","2","3","401059261","1000000","1004210","2.1","1001303","2.2","0","10650102","1004209"
"1004106","307","10650105","1004207","10650104","1004110","0.06","401059321","710041","401059331","10650103","1004109","-1","401059341","4.8","0","1004206","10650101","4.5","1004107","26","26","2","1004208","1065","1004108","401059351","1","4.5","4","401059311","1000000","1004210","4.7","1001303","5","0","10650102","1004209"
"1004101","308","10660105","1004202","10660104","1004105","0.03","401059521","710051","401059531","10660103","1004104","1","401059541","1.4","0","1004201","10660101","1.2","1004102","1","1","1","1004203","1066","1004103","401059551","1","1.2","1","401059511","1000000","1004205","1.3","1001301","1.5","0","10660102","1004204"
"1004106","309","10660105","1004207","10660104","1004110","0.03","401059521","710051","401059531","10660103","1004109","3","401059541","1.4","0","1004206","10660101","1.2","1004107","2","2","1","1004208","1066","1004108","401059551","1","1.2","1","401059511","1000000","1004210","1.3","1001303","1.5","0","10660102","1004209"
"1004106","310","10660105","1004207","10660104","1004110","0.06","401059571","710051","401059581","10660103","1004109","9","401059591","1.9","0","1004206","10660101","1.6","1004107","4","4","2","1004208","1066","1004108","401059601","1","1.6","2","401059561","1000000","1004210","1.8","1001303","2","0","10660102","1004209"
"1004106","311","10660105","1004207","10660104","1004110","0.06","401059621","710051","401059631","10660103","1004109","25","401059641","2.1","0","1004206","10660101","2","1004107","10","10","2","1004208","1066","1004108","401059651","1","2","3","401059611","1000000","1004210","2.1","1001303","2.2","0","10660102","1004209"
"1004106","312","10660105","1004207","10660104","1004110","0.06","401059671","710051","401059681","10660103","1004109","-1","401059691","4.8","0","1004206","10660101","4.5","1004107","26","26","2","1004208","1066","1004108","401059701","1","4.5","4","401059661","1000000","1004210","4.7","1001303","5","0","10660102","1004209"
"1004101","313","10670105","1004202","10670104","1004105","0.03","401059871","710061","401059881","10670103","1004104","1","401059891","1.4","0","1004201","10670101","1.2","1004102","1","1","1","1004203","1067","1004103","401059901","1","1.2","1","401059861","1000000","1004205","1.3","1001301","1.5","0","10670102","1004204"
"1004106","314","10670105","1004207","10670104","1004110","0.03","401059871","710061","401059881","10670103","1004109","3","401059891","1.4","0","1004206","10670101","1.2","1004107","2","2","1","1004208","1067","1004108","401059901","1","1.2","1","401059861","1000000","1004210","1.3","1001303","1.5","0","10670102","1004209"
"1004106","315","10670105","1004207","10670104","1004110","0.06","401059921","710061","401059931","10670103","1004109","9","401059941","1.9","0","1004206","10670101","1.6","1004107","4","4","2","1004208","1067","1004108","401059951","1","1.6","2","401059911","1000000","1004210","1.8","1001303","2","0","10670102","1004209"
"1004106","316","10670105","1004207","10670104","1004110","0.06","401059971","710061","401059981","10670103","1004109","25","401059991","2.1","0","1004206","10670101","2","1004107","10","10","2","1004208","1067","1004108","401060001","1","2","3","401059961","1000000","1004210","2.1","1001303","2.2","0","10670102","1004209"
"1004106","317","10670105","1004207","10670104","1004110","0.06","401060021","710061","401060031","10670103","1004109","-1","401060041","4.8","0","1004206","10670101","4.5","1004107","26","26","2","1004208","1067","1004108","401060051","1","4.5","4","401060011","1000000","1004210","4.7","1001303","5","0","10670102","1004209"
"0","318","10680105","1004207","10680104","0","0.03","401060221","710071","401060231","10680103","0","-2","401060241","1.4","0","1004206","10680101","1.2","0","-2","-2","1","1004208","1068","0","401060251","1","1.2","1","401060211","1000000","1004210","1.3","0","1.5","0","10680102","1004209"
"1004101","319","10680105","1004202","10680104","1004105","0.06","401060271","710071","401060281","10680103","1004104","1","401060291","1.9","0","1004201","10680101","1.6","1004102","1","1","2","1004203","1068","1004103","401060301","1","1.6","2","401060261","1000000","1004205","1.8","1001301","2","0","10680102","1004204"
"1004106","320","10680105","1004207","10680104","1004110","0.06","401060271","710071","401060281","10680103","1004109","6","401060291","1.9","0","1004206","10680101","1.6","1004107","2","2","2","1004208","1068","1004108","401060301","1","1.6","2","401060261","1000000","1004210","1.8","1001303","2","0","10680102","1004209"
"1004106","321","10680105","1004207","10680104","1004110","0.06","401060321","710071","401060331","10680103","1004109","22","401060341","2.1","0","1004206","10680101","2","1004107","7","7","2","1004208","1068","1004108","401060351","1","2","3","401060311","1000000","1004210","2.1","1001303","2.2","0","10680102","1004209"
"1004106","322","10680105","1004207","10680104","1004110","0.06","401060371","710071","401060381","10680103","1004109","-1","401060391","4.8","0","1004206","10680101","4.5","1004107","23","23","2","1004208","1068","1004108","401060401","1","4.5","4","401060361","1000000","1004210","4.7","1001303","5","0","10680102","1004209"
"0","323","10690105","1004207","10690104","0","0.03","401060571","710081","401060581","10690103","0","-2","401060591","1.4","0","1004206","10690101","1.2","0","-2","-2","1","1004208","1069","0","401060601","1","1.2","1","401060561","1000000","1004210","1.3","0","1.5","0","10690102","1004209"
"1004101","324","10690105","1004202","10690104","1004105","0.06","401060621","710081","401060631","10690103","1004104","1","401060641","1.9","0","1004201","10690101","1.6","1004102","1","1","2","1004203","1069","1004103","401060651","1","1.6","2","401060611","1000000","1004205","1.8","1001301","2","0","10690102","1004204"
"1004106","325","10690105","1004207","10690104","1004110","0.06","401060621","710081","401060631","10690103","1004109","6","401060641","1.9","0","1004206","10690101","1.6","1004107","2","2","2","1004208","1069","1004108","401060651","1","1.6","2","401060611","1000000","1004210","1.8","1001303","2","0","10690102","1004209"
"1004106","326","10690105","1004207","10690104","1004110","0.06","401060671","710081","401060681","10690103","1004109","22","401060691","2.1","0","1004206","10690101","2","1004107","7","7","2","1004208","1069","1004108","401060701","1","2","3","401060661","1000000","1004210","2.1","1001303","2.2","0","10690102","1004209"
"1004106","327","10690105","1004207","10690104","1004110","0.06","401060721","710081","401060731","10690103","1004109","-1","401060741","4.8","0","1004206","10690101","4.5","1004107","23","23","2","1004208","1069","1004108","401060751","1","4.5","4","401060711","1000000","1004210","4.7","1001303","5","0","10690102","1004209"
"0","328","10700105","1004207","10700104","0","0.03","401060921","710091","401060931","10700103","0","-2","401060941","1.4","0","1004206","10700101","1.2","0","-2","-2","1","1004208","1070","0","401060951","1","1.2","1","401060911","1000000","1004210","1.3","0","1.5","0","10700102","1004209"
"1004101","329","10700105","1004202","10700104","1004105","0.06","401060971","710091","401060981","10700103","1004104","1","401060991","1.9","0","1004201","10700101","1.6","1004102","1","1","2","1004203","1070","1004103","401061001","1","1.6","2","401060961","1000000","1004205","1.8","1001301","2","0","10700102","1004204"
"1004106","330","10700105","1004207","10700104","1004110","0.06","401060971","710091","401060981","10700103","1004109","6","401060991","1.9","0","1004206","10700101","1.6","1004107","2","2","2","1004208","1070","1004108","401061001","1","1.6","2","401060961","1000000","1004210","1.8","1001303","2","0","10700102","1004209"
"1004106","331","10700105","1004207","10700104","1004110","0.06","401061021","710091","401061031","10700103","1004109","22","401061041","2.1","0","1004206","10700101","2","1004107","7","7","2","1004208","1070","1004108","401061051","1","2","3","401061011","1000000","1004210","2.1","1001303","2.2","0","10700102","1004209"
"1004106","332","10700105","1004207","10700104","1004110","0.06","401061071","710091","401061081","10700103","1004109","-1","401061091","4.8","0","1004206","10700101","4.5","1004107","23","23","2","1004208","1070","1004108","401061101","1","4.5","4","401061061","1000000","1004210","4.7","1001303","5","0","10700102","1004209"
"0","333","10710105","1004207","10710104","0","0.03","401061271","710101","401061281","10710103","0","-2","401061291","1.4","0","1004206","10710101","1.2","0","-2","-2","1","1004208","1071","0","401061301","1","1.2","1","401061261","1000000","1004210","1.3","0","1.5","0","10710102","1004209"
"1004101","334","10710105","1004202","10710104","1004105","0.06","401061321","710101","401061331","10710103","1004104","1","401061341","1.9","0","1004201","10710101","1.6","1004102","1","1","2","1004203","1071","1004103","401061351","1","1.6","2","401061311","1000000","1004205","1.8","1001301","2","0","10710102","1004204"
"1004106","335","10710105","1004207","10710104","1004110","0.06","401061321","710101","401061331","10710103","1004109","6","401061341","1.9","0","1004206","10710101","1.6","1004107","2","2","2","1004208","1071","1004108","401061351","1","1.6","2","401061311","1000000","1004210","1.8","1001303","2","0","10710102","1004209"
"1004106","336","10710105","1004207","10710104","1004110","0.06","401061371","710101","401061381","10710103","1004109","22","401061391","2.1","0","1004206","10710101","2","1004107","7","7","2","1004208","1071","1004108","401061401","1","2","3","401061361","1000000","1004210","2.1","1001303","2.2","0","10710102","1004209"
"1004106","337","10710105","1004207","10710104","1004110","0.06","401061421","710101","401061431","10710103","1004109","-1","401061441","4.8","0","1004206","10710101","4.5","1004107","23","23","2","1004208","1071","1004108","401061451","1","4.5","4","401061411","1000000","1004210","4.7","1001303","5","0","10710102","1004209"
"0","338","10720105","1004207","10720104","0","0.03","401061621","710111","401061631","10720103","0","-2","401061641","1.4","0","1004206","10720101","1.2","0","-2","-2","1","1004208","1072","0","401061651","1","1.2","1","401061611","1000000","1004210","1.3","0","1.5","0","10720102","1004209"
"1004101","339","10720105","1004202","10720104","1004105","0.06","401061671","710111","401061681","10720103","1004104","1","401061691","1.9","0","1004201","10720101","1.6","1004102","1","1","2","1004203","1072","1004103","401061701","1","1.6","2","401061661","1000000","1004205","1.8","1001301","2","0","10720102","1004204"
"1004106","340","10720105","1004207","10720104","1004110","0.06","401061671","710111","401061681","10720103","1004109","6","401061691","1.9","0","1004206","10720101","1.6","1004107","2","2","2","1004208","1072","1004108","401061701","1","1.6","2","401061661","1000000","1004210","1.8","1001303","2","0","10720102","1004209"
"1004106","341","10720105","1004207","10720104","1004110","0.06","401061721","710111","401061731","10720103","1004109","22","401061741","2.1","0","1004206","10720101","2","1004107","7","7","2","1004208","1072","1004108","401061751","1","2","3","401061711","1000000","1004210","2.1","1001303","2.2","0","10720102","1004209"
"1004106","342","10720105","1004207","10720104","1004110","0.06","401061771","710111","401061781","10720103","1004109","-1","401061791","4.8","0","1004206","10720101","4.5","1004107","23","23","2","1004208","1072","1004108","401061801","1","4.5","4","401061761","1000000","1004210","4.7","1001303","5","0","10720102","1004209"
"0","343","10730105","1004207","10730104","0","0.03","401061971","710121","401061981","10730103","0","-2","401061991","1.4","0","1004206","10730101","1.2","0","-2","-2","1","1004208","1073","0","401062001","1","1.2","1","401061961","1000000","1004210","1.3","0","1.5","0","10730102","1004209"
"1004101","344","10730105","1004202","10730104","1004105","0.06","401062021","710121","401062031","10730103","1004104","1","401062041","1.9","0","1004201","10730101","1.6","1004102","1","1","2","1004203","1073","1004103","401062051","1","1.6","2","401062011","1000000","1004205","1.8","1001301","2","0","10730102","1004204"
"1004106","345","10730105","1004207","10730104","1004110","0.06","401062021","710121","401062031","10730103","1004109","6","401062041","1.9","0","1004206","10730101","1.6","1004107","2","2","2","1004208","1073","1004108","401062051","1","1.6","2","401062011","1000000","1004210","1.8","1001303","2","0","10730102","1004209"
"1004106","346","10730105","1004207","10730104","1004110","0.06","401062071","710121","401062081","10730103","1004109","22","401062091","2.1","0","1004206","10730101","2","1004107","7","7","2","1004208","1073","1004108","401062101","1","2","3","401062061","1000000","1004210","2.1","1001303","2.2","0","10730102","1004209"
"1004106","347","10730105","1004207","10730104","1004110","0.06","401062121","710121","401062131","10730103","1004109","-1","401062141","4.8","0","1004206","10730101","4.5","1004107","23","23","2","1004208","1073","1004108","401062151","1","4.5","4","401062111","1000000","1004210","4.7","1001303","5","0","10730102","1004209"
"0","348","10740105","1004207","10740104","0","0.03","401062321","710011","401062331","10740103","0","-2","401062341","1.4","0","1004206","10740101","1.2","0","-2","-2","1","1004208","1074","0","401062351","1","1.2","1","401062311","1000000","1004210","1.3","0","1.5","0","10740102","1004209"
"1004101","349","10740105","1004202","10740104","1004105","0.06","401062371","710011","401062381","10740103","1004104","1","401062391","1.9","0","1004201","10740101","1.6","1004102","1","1","2","1004203","1074","1004103","401062401","1","1.6","2","401062361","1000000","1004205","1.8","1001301","2","0","10740102","1004204"
"1004106","350","10740105","1004207","10740104","1004110","0.06","401062371","710011","401062381","10740103","1004109","6","401062391","1.9","0","1004206","10740101","1.6","1004107","2","2","2","1004208","1074","1004108","401062401","1","1.6","2","401062361","1000000","1004210","1.8","1001303","2","0","10740102","1004209"
