61deacef6ddb7c4d861a9534b1167c96dc1b85aa476996253b6d6c4a84b3e22b,e99569b65b78caa3de6d67590b52a26a2a88b5d92c9bc9e38c0c47838efc05d0,84191da84db76310833d72960596b076179511f7ff383b475592c42e065ed8bb,ee63a0d14264af35d3660738a28d822829364821f0243c598c22ba4bae9558a9,60881060a5a9a3258350fd3772f63a19a63ca1094a333ecf4193847fbae19788,756a35dc06d2c2262eb3f24a91e157eb89332e4e3b12b7789b1a863d0329827c,7a2d95141abf168af29ea00d5dec1d24f3bbea4c5a5107dab7394a4796c79856,1a0882b3ac90addeb6e9d17e61d29636f8e51ed2c14a0d84e69e3c155ee39a89,847511f2c94a88a98d36c90b76f7002be95b8d8b361f446a38bd552b38ef73d7,9d4dbce4dc27051ab1126b2d58d3fb211cee0f12c5c2a443ca64fac2f26caf86,0de5eaf961ba9d7a6a0aa0e3612d6d76800eb5733fdf4c3b9d50006a966c43f1
"","3","105811","0.2","","1","tahaha_idle","68069","5146068","",""
"","3","1058","0.2","","1","tahaha_idle","68070","5146068","",""
"1","3","106011","0.2","surprise3_loop_anger2","0","surprise3_in_anger2","68071","5146068","","0"
"1","3","1060","0.2","surprise3_loop_anger2","0","surprise3_in_anger2","68072","5146068","","0"
"","21","vo_apg","","0","0","vo_apg_0808","68073","5146068","",""
"1","11","106011","0","1","9","不要把方向盤跟甜甜圈搞混啦～！","68074","5146068","0","0"
"","91","0","","","","","68075","5146068","",""
"","4","106011","","","","0","68076","5146068","",""
"","4","1060","","","","0","68077","5146068","",""
"","3","106011","0.2","","1","surprise3_loop_surprise_slow","68078","5146068","",""
"","3","1060","0.2","","1","surprise3_loop_surprise_slow","68079","5146068","",""
"1","3","105811","0.2","peko_slurp_loop","0","peko_slurp_in","68080","5146068","","0"
"1","3","1058","0.2","peko_slurp_loop","0","peko_slurp_in","68081","5146068","","0"
"1","3","130911","0.2","takeout_talk","0","takeout_in","68082","5146068","","0"
"1","3","97","0.2","takeout_talk","0","takeout_in","68083","5146068","","0"
"","21","vo_apg","","0","0","vo_apg_0809","68084","5146068","",""
"1","11","130911","0","1","7","啊，妳不必那樣道歉哦。\n因為可以換上\n新的甜甜圈方向盤♪","68085","5146068","0","0"
"","91","0","","","","","68086","5146068","",""
"","3","130911","0.2","","1","takeout_idle","68087","5146068","",""
"","3","97","0.2","","1","takeout_idle","68088","5146068","",""
"","3","105811","0.2","","1","peko_slurp_loop","68089","5146068","",""
"","3","1058","0.2","","1","peko_slurp_loop","68090","5146068","",""
"1","3","106011","0.2","cool_talk_jitome","0","cool_idle_jitome","68091","5146068","","0.2"
"1","3","1060","0.2","cool_talk_jitome","0","cool_idle_jitome_in","68092","5146068","","0.2"
"","21","vo_apg","","0","0","vo_apg_0810","68093","5146068","",""
"1","11","106011","0","1","9","……\n甜甜圈就是甜甜圈吧……","68094","5146068","0","0"
"","91","0","","","","","68095","5146068","",""
"","101","68097","","","","","68096","5146068","",""
"","22","0","","","","0.2","68097","5146068","",""
"-278","1","1","1.8","-225","100","131311","69001","5146069","riri_idle","0"
"-278","5","5","1.8","-225","101","1313","69002","5146069","riri_idle","0"
"-288","1","1","1.8","-385","103","131411","69003","5146069","idle_normal","0"
"-288","5","2","1.8","-385","104","1314","69004","5146069","idle_normal","0"
"-278","1","1","1.8","225","106","130911","69005","5146069","joy_idle_noface","1"
"-278","5","1","1.8","225","107","98","69006","5146069","joy_idle_kururu","1"
"","13","131311","","","","200","69007","5146069","",""
"","13","131411","","","","203","69008","5146069","",""
"","13","130911","","","","206","69009","5146069","",""
"-174","5","9","0.85","0","15","9","69010","5146069","idle","0"
"12","5","22","1","-307","210","22","69011","5146069","empty","0"
"153","5","21","1","0","60","21","69012","5146069","empty","0"
"1","31","1","1","0","0","1","69013","5146069","",""
"","91","0","","","","0","69014","5146069","",""
"","102","0","","","0","0","69015","5146069","",""
"","93","1","","","","0","69016","5146069","",""
"","3","131311","0.2","","1","riri_talk_noface","69017","5146069","",""
"","3","1313","0.2","","1","riri_talk_noface","69018","5146069","",""
"","3","131411","0.2","","1","idle_normal_surprise_lookupS","69019","5146069","",""
"","3","1314","0.2","","1","idle_normal_surprise_lookupS","69020","5146069","",""
"","21","vo_apg","","0","0","vo_apg_0901","69021","5146069","",""
"1","11","131311","0","1","7","璃亞。\n我發現一個沒看過的東西\n這是什麼呢……？","69022","5146069","0","0"
"","91","0","","","","","69023","5146069","",""
"","3","131311","0.2","","1","riri_idle_lookup","69024","5146069","",""
"","3","1313","0.2","","1","riri_idle_lookup","69025","5146069","",""
"","3","21","0","","0","coffee_2_in","69026","5146069","",""
"","23","se_10055900","","","0","se_10055900_photo","69027","5146069","",""
"","93","0.1","","","","0","69028","5146069","",""
"1","3","131411","0.2","talk_normal_joy_lookup","0","idle_normal_surprise_lookup","69029","5146069","","0.2"
"1","3","1314","0.2","talk_normal_joy_lookup","0","idle_normal_surprise_lookup","69030","5146069","","0.2"
"","21","vo_apg","","0","0","vo_apg_0902","69031","5146069","",""
"1","11","131411","0","1","7","咦？\n……啊，這莫非是\n卡巴邦的剪影嗎？","69032","5146069","0","0"
"","91","0","","","","","69033","5146069","",""
"","3","131311","0.2","","1","riri_idle_surprise","69034","5146069","",""
"","3","1313","0.2","","1","riri_idle_surprise","69035","5146069","",""
"","3","131411","0.2","","1","idle_normal_surprise","69036","5146069","",""
"","3","1314","0.2","","1","idle_normal_surprise","69037","5146069","",""
"1","3","130911","0.2","talk_normal_joy","0","handsup_to_talk","69038","5146069","","0.2"
"","3","98","0.2","","1","handsup","69039","5146069","","0.2"
"","21","vo_apg","","0","0","vo_apg_0903","69040","5146069","",""
"1","11","130911","0","1","6","恭喜恭喜妳們！！\n真虧妳們能發現！","69041","5146069","0","0"
"","91","0","","","","","69042","5146069","",""
"","3","130911","0.2","","1","joy_talk_anger","69043","5146069","",""
"","21","vo_apg","","0","0","vo_apg_0904","69044","5146069","",""
"1","11","130911","0","1","7","這個就是！\n「隱藏卡巴邦」哦♪","69045","5146069","0","0"
"","91","0","","","","","69046","5146069","",""
"","3","130911","0.2","","1","joy_idle_doya","69047","5146069","",""
"1","3","131311","0.2","notice_loop_shy","0","notice_in_shy","69048","5146069","","0"
"1","3","1313","0.2","notice_loop_shy","0","notice_in_shy","69049","5146069","","0"
"","3","131411","0.2","","1","surprise_talk_normal","69050","5146069","",""
"","3","1314","0.2","","1","surprise_talk_normal","69051","5146069","",""
"","21","vo_apg","","0","0","vo_apg_0905","69052","5146069","",""
"","3","22","0","","0","0905_in","69053","5146069","",""
"","93","1.2","","","","1","69054","5146069","",""
"","3","22","0","","0","0905_mid","69055","5146069","",""
"","92","","","","","","69056","5146069","",""
"","3","22","0","","0","0905_out","69057","5146069","",""
"","93","0.2","","","","0","69058","5146069","",""
"","91","0","","","","","69059","5146069","",""
"","3","131311","0.2","","1","riri_sad_talk_dead","69060","5146069","",""
"","3","1313","0.2","","1","riri_sad_talk_dead","69061","5146069","",""
"","3","131411","0.2","","1","surprise_idle","69062","5146069","",""
"","3","1314","0.2","","1","surprise_idle","69063","5146069","",""
"","3","130911","0.2","","1","idle_normal_surprise2","69064","5146069","",""
"","21","vo_apg","","0","0","vo_apg_0906","69065","5146069","",""
"1","11","131311","0","1","9","原來卡巴邦先生想把自己藏起來呢。\n非常抱歉，雖說是不知情，\n但我們不小心發現，\n而且當成了話題……","69066","5146069","0","0"
"","91","0","","","","","69067","5146069","",""
"","3","131311","0.2","","1","riri_sad_idle","69068","5146069","",""
"","3","1313","0.2","","1","riri_sad_idle","69069","5146069","",""
"1","3","130911","0.2","talk_normal_dere","0","watawata","69070","5146069","","0.2"
"1","3","98","0.2","talk_normal_dere","0","watawata","69071","5146069","","0.2"
"","21","vo_apg","","0","0","vo_apg_0907","69072","5146069","",""
"1","11","130911","0","1","8","不不不，不是的～\n因為藏得太隱密，\n所以都沒有人發現～～\n請妳們試著尋找其他卡巴邦吧♪","69073","5146069","0","0"
"","91","0","","","","","69074","5146069","",""
"","3","130911","0.2","","1","idle_normal_noface","69075","5146069","",""
"","3","98","0.2","","1","idle_normal_kururu","69076","5146069","",""
"","3","21","0","","0","coffee_2_out","69077","5146069","",""
"","3","131411","0.2","","1","clear_wish_talk_joy","69078","5146069","",""
"","3","1314","0.2","","1","clear_wish_talk_joy","69079","5146069","",""
"","21","vo_apg","","0","0","vo_apg_0908","69080","5146069","",""
"1","11","131411","0","1","8","哇，好像很有趣呢～♪\n莉莉，我們一起找吧♪","69081","5146069","0","0"
"","91","0","","","","","69082","5146069","",""
"","3","131411","0.2","","1","clear_wish_idle","69083","5146069","",""
"","3","1314","0.2","","1","clear_wish_idle","69084","5146069","",""
"","3","131311","0.2","","1","guts2_talk_joy3","69085","5146069","",""
"","3","1313","0.2","","1","guts2_talk_joy3","69086","5146069","",""
"","21","vo_apg","","0","0","vo_apg_0909","69087","5146069","",""
"1","11","131311","0","1","8","好的，璃亞！","69088","5146069","0","0"
"","91","0","","","","","69089","5146069","",""
"","3","131311","0.2","","1","riri_idle","69090","5146069","",""
"","3","1313","0.2","","1","riri_idle","69091","5146069","",""
"","3","131411","0.2","","1","clear_wish_idle_normal","69092","5146069","",""
"","3","1314","0.2","","1","clear_wish_idle_normal","69093","5146069","",""
"","3","130911","0.2","","1","talk_normal_anger","69094","5146069","",""
"","3","98","0.2","","1","talk_normal","69095","5146069","",""
"","21","vo_apg","","0","0","vo_apg_0910","69096","5146069","",""
"1","11","130911","0","1","8","那麼那麼，\n我先帶妳們前往第一個\n「隱藏卡巴邦」的地點吧～♪","69097","5146069","0","0"
"","91","0","","","","","69098","5146069","",""
"","3","130911","0.2","","1","idle_normal_noface","69099","5146069","",""
"","3","98","0.2","","1","idle_normal_kururu","69100","5146069","",""
"1","3","131311","0.2","idle_normal_joy2","0","riri_bow","69101","5146069","","0"
"1","3","1313","0.2","idle_normal_joy2","0","riri_bow","69102","5146069","","0"
"1","3","131411","0.2","idle_normal_joy2","0","clear_agree","69103","5146069","","0.2"
"1","3","1314","0.2","idle_normal_joy2","0","clear_agree","69104","5146069","","0.2"
"","21","vo_apg","","0","0","vo_apg_0911","69105","5146069","",""
"","3","22","0","","0","0911_in","69106","5146069","",""
"","93","0.9","","","","1","69107","5146069","",""
"","3","22","0","","0","0911_mid","69108","5146069","",""
"","92","","","","","","69109","5146069","",""
"","3","22","0","","0","0911_out","69110","5146069","",""
"","93","0.2","","","","0","69111","5146069","",""
"","91","0","","","","","69112","5146069","",""
"","4","130911","","","","0","69113","5146069","",""
"","4","98","","","","0","69114","5146069","",""
"","3","131311","0.2","","1","walk_normal_slow","69115","5146069","",""
"","3","1313","0.2","","1","walk_normal_slow","69116","5146069","",""
"","3","131411","0.2","","1","walk_normal_slow","69117","5146069","",""
"","3","1314","0.2","","1","walk_normal_slow","69118","5146069","",""
"","3","130911","0.2","","1","walk_kyapi_slow","69119","5146069","",""
"","3","98","0.2","","1","walk_kyapi_slow","69120","5146069","",""
"0","2","131311","","1.5","-278","-75","69121","5146069","",""
"0","2","1313","","1.5","-278","-75","69122","5146069","",""
"0","2","131411","","1.5","-288","-225","69123","5146069","",""
"0","2","1314","","1.5","-288","-225","69124","5146069","",""
"0","2","130911","","1.5","-278","325","69125","5146069","",""
"","93","1.5","","","","0","69126","5146069","",""
"","4","131311","","","","1","69127","5146069","",""
"","4","1313","","","","1","69128","5146069","",""
"","4","130911","","","","1","69129","5146069","",""
"","3","131311","0.2","","1","idle_normal_surprise","69130","5146069","",""
"","3","1313","0.2","","1","idle_normal_surprise","69131","5146069","",""
"1","3","131411","0.2","notice_loop_dere","0","notice_in_dere","69132","5146069","","0"
"1","3","1314","0.2","notice_loop_dere","0","notice_in_dere","69133","5146069","","0"
"","3","130911","0.2","","1","idle_normal_surprise","69134","5146069","",""
"","21","vo_apg","","0","0","vo_apg_0912","69135","5146069","",""
"1","11","131411","0","1","11","……咦，\n要是告訴我們位置，\n不就沒有尋找的意義了嗎……？","69136","5146069","0","0"
"","91","0","","","","","69137","5146069","",""
"","3","130911","0.2","","0","hawawa","69138","5146069","",""
"","21","vo_apg","","0","0","vo_apg_0913","69139","5146069","",""
"1","11","130911","-30","1","8","哈哇哇！？","69140","5146069","0","0"
"","91","0","","","","","69141","5146069","",""
"","3","130911","0.1","","0","bowbowbow","69142","5146069","",""
"","4","131311","","","","0","69143","5146069","",""
"","4","1313","","","","0","69144","5146069","",""
"","3","131311","0.2","","1","riri_talk_noervous","69145","5146069","",""
"","3","1313","0.2","","1","riri_talk_noervous","69146","5146069","",""
"1","3","131411","0.2","clear_smile_idle","0","clear_smile_in","69147","5146069","","0"
"1","3","1314","0.2","clear_smile_idle","0","clear_smile_in","69148","5146069","","0"
"0","12","131311","0","0","2","2","69149","5146069","0","0"
"0","12","131411","0","0","2","2","69150","5146069","0","0"
"0","12","130911","-30","0","2","2","69151","5146069","0","0"
"","93","2","","","","0","69152","5146069","",""
"","101","69154","","","","","69153","5146069","",""
"","22","0","","","","0.2","69154","5146069","",""
"-278","1","1","1.8","0","106","102111","70001","5146070","walk_normal_joy","1"
"-278","5","1","1.8","-195","107","99","70002","5146070","idle_normal","0"
"-278","1","1","1.8","195","108","130911","70003","5146070","idle_normal_noface","1"
"-278","5","1","1.8","195","109","98","70004","5146070","idle_normal_kururu","1"
"","13","102111","","","","206","70005","5146070","",""
"","13","130911","","","","208","70006","5146070","",""
"-174","5","10","0.85","0","15","10","70007","5146070","idle","0"
"48","5","20","1","-237","290","20","70008","5146070","empty","0"
"1","31","1","1","0","0","1","70009","5146070","",""
"1","31","2","1","-57.7","0","2","70010","5146070","",""
"","37","2","","","","black","70011","5146070","",""
"1","31","14","0","-278","-176","14","70012","5146070","",""
"","91","0","","","","0","70013","5146070","",""
"","102","0","","","0","0","70014","5146070","",""
"","93","0.4","","","","0","70015","5146070","",""
"","37","2","","","","iris_out","70016","5146070","",""
"0","2","102111","","2","-278","-195","70017","5146070","",""
"","93","2","","","","0","70018","5146070","",""
"","4","102111","","","","0","70019","5146070","",""
"","3","102111","0.2","","1","idle_normal_joy","70020","5146070","",""
"","3","99","0.2","","1","idle_normal_joy","70021","5146070","",""
"","93","0.1","","","","0","70022","5146070","",""
"","3","102111","0.2","","1","wish_talk_noface","70023","5146070","",""
"","3","99","0.2","","1","kurumi_wish_talk","70024","5146070","",""
"","21","vo_apg","","0","0","vo_apg_1001","70025","5146070","",""
"1","11","102111","0","1","7","哇……♪\n「潛入3D世界」\n讓人興奮不已呢……♪","70026","5146070","0","0"
"","91","0","","","","","70027","5146070","",""
"1","3","102111","0.2","sad_talk_normal","0","notice_in_normal2","70028","5146070","","0.2"
"1","3","99","0.2","sad_talk","0","notice_in","70029","5146070","","0.2"
"","21","vo_apg","","0","0","vo_apg_1002","70030","5146070","",""
"1","11","102111","0","1","10","對了，把這設施當作舞台\n用來創作故事給觀眾體驗，\n感覺也會很有趣呢……♪","70031","5146070","0","0"
"","91","0","","","","","70032","5146070","",""
"","3","102111","0.2","","1","talk_normal_noface","70033","5146070","",""
"","3","99","0.2","","1","kurumi_talk_normal","70034","5146070","",""
"","21","vo_apg","","0","0","vo_apg_1003","70035","5146070","",""
"1","11","102111","0","1","9","庫露露小姐，下次立體影像的題材\n像是洞窟探險，妳覺得如何呢？\n跟立體老鼠先生一起展開大冒險♪","70036","5146070","0","0"
"","91","0","","","","","70037","5146070","",""
"","3","102111","0.2","","1","idle_normal_noface","70038","5146070","",""
"","3","99","0.2","","1","kurumi_idle_normal","70039","5146070","",""
"","3","130911","0.2","","1","kururu_wish_talk_joy","70040","5146070","",""
"","3","98","0.2","","1","kururu_wish_talk_joy","70041","5146070","",""
"","21","vo_apg","","0","0","vo_apg_1004","70042","5146070","",""
"1","11","130911","0","1","7","哇啊，這主意真棒♪\n到時請胡桃一定要擔任主角……","70043","5146070","0","0"
"","91","0","","","","","70044","5146070","",""
"","3","130911","0.2","","1","kururu_wish_idle_surprise","70045","5146070","",""
"","3","98","0.2","","1","kururu_wish_idle_light","70046","5146070","",""
"","3","102111","0.2","","1","surprise_talk_dere","70047","5146070","",""
"","3","99","0.2","","1","surprise_talk_dere","70048","5146070","",""
"","21","vo_apg","","0","0","vo_apg_1005","70049","5146070","",""
"1","11","102111","0","1","9","大家才是遊樂園的主角……♪\n而且，我偶爾也想嘗試\n扮演恐怖的角色……\n像是邪惡魔女的話，就是這個樣子……","70050","5146070","0","0"
"","91","0","","","","","70051","5146070","",""
"","22","0","","","","0","70052","5146070","",""
"1","3","102111","0.2","kurumi_witch_loop","0","kurumi_witch_in","70053","5146070","","0"
"1","3","99","0.2","kurumi_witch_loop","0","kurumi_witch_in","70054","5146070","","0"
"","93","0.3","","","","0","70055","5146070","",""
"0","121","0","0","1.05","1.05","20","70056","5146070","",""
"","37","2","","","","fade105_in","70057","5146070","",""
"","122","30","","","0.5","30","70058","5146070","",""
"","3","130911","0","","1","kururu_wish_doteyes_static","70059","5146070","",""
"","21","vo_apg","","0","0","vo_apg_1006","70060","5146070","",""
"","3","20","0","","0","1006_in","70061","5146070","",""
"","93","1.2","","","","1","70062","5146070","",""
"","3","20","0","","0","1006_mid","70063","5146070","",""
"","92","","","","","","70064","5146070","",""
"","3","20","0","","0","1006_out","70065","5146070","",""
"","93","0.2","","","","0","70066","5146070","",""
"1","3","102111","0.2","idle_normal","0","kurumi_witch_out","70067","5146070","","0"
"1","3","99","0.2","idle_normal","0","kurumi_witch_out","70068","5146070","","0"
"0","2","20","","0","-45","305","70069","5146070","",""
"","37","2","","","","fade105_out","70070","5146070","",""
"0","121","0","0","1","1","0","70071","5146070","",""
"","122","30","","","0.5","30","70072","5146070","",""
"1","3","130911","0.2","kururu_scared_idle","0","kururu_scared_in","70073","5146070","","0"
"","21","vo_apg","","0","0","vo_apg_1007","70074","5146070","",""
"","3","20","0","","0","1007_in","70075","5146070","",""
"","93","1.2","","","","1","70076","5146070","",""
"","3","20","0","","0","1007_mid","70077","5146070","",""
"","92","","","","","","70078","5146070","",""
"","3","20","0","","0","1007_out","70079","5146070","",""
"","93","0.2","","","","0","70080","5146070","",""
"","3","20","0","","0","empty","70081","5146070","",""
"","3","102111","0.2","","1","worry_talk_lookdown","70082","5146070","",""
"","3","99","0.2","","1","worry_talk_lookdown","70083","5146070","",""
"","21","vo_apg","","0","0","vo_apg_1008","70084","5146070","",""
"1","11","102111","0","1","8","對……對不起……\n妳沒事吧……？","70085","5146070","0","0"
"","91","0","","","","","70086","5146070","",""
"","3","130911","0.2","","1","kururu_scared_talk_dere","70087","5146070","",""
"","3","98","0.2","","1","kururu_scared_talk_dere","70088","5146070","",""
"","21","vo_apg","","0","0","vo_apg_1009","70089","5146070","",""
"1","11","130911","-10","1","10","不不、不愧是天才女演員大人……\n比起立體影像，\n更充滿了魄力～","70090","5146070","0","-60"
"","91","0","","","","","70091","5146070","",""
"","3","130911","0.2","","1","kururu_scared_idle_noface","70092","5146070","",""
"","3","98","0.2","","1","kururu_scared_idle","70093","5146070","",""
"","3","102111","0.2","","1","anger_talk_dere_red","70094","5146070","",""
"","3","99","0.2","","1","anger_talk_dere_red","70095","5146070","",""
"","21","vo_apg","","0","0","vo_apg_1010","70096","5146070","",""
"1","11","102111","0","1","10","……竟、竟然說我是天才……","70097","5146070","0","0"
"","91","0","","","","","70098","5146070","",""
"","22","0","","","","0","70099","5146070","",""
"","32","14","","","","1","70100","5146070","",""
"1","3","102111","0.2","kurumi_shy_loop","0","kurumi_shy_in","70101","5146070","","0"
"1","3","99","0.2","kurumi_shy_loop","0","kurumi_shy_in","70102","5146070","","0"
"","93","2.5","","","","0","70103","5146070","",""
"","3","130911","0.2","","1","kururu_scared_talk_dere","70104","5146070","",""
"","3","98","0.2","","1","kururu_scared_talk_dere","70105","5146070","",""
"","21","vo_apg","","0","0","vo_apg_1011","70106","5146070","",""
"1","11","130911","-10","1","13","……那個","70107","5146070","0","-60"
"","91","0","","","","","70108","5146070","",""
"","3","130911","0.2","","1","kururu_scared_talk_nervous","70109","5146070","",""
"1","3","98","0","kururu_scared_talk_sweat_loop","0","kururu_scared_talk_sweat_in","70110","5146070","","0"
"","21","vo_apg","","0","0","vo_apg_1012","70111","5146070","",""
"1","11","130911","-10","1","7","我嚇到腳軟了……","70112","5146070","0","-60"
"","91","0","","","","","70113","5146070","",""
"","101","70115","","","","","70114","5146070","",""
"","22","0","","","","0.2","70115","5146070","",""
"-278","1","1","1.8","-1100","110","130911","71001","5146071","idle_normal","0"
"-233","5","11","0.5","-193","106","8","71002","5146071","idle","0"
"-233","5","12","0.6","267","107","9","71003","5146071","idle","0"
"","13","130911","","","","210","71004","5146071","",""
"","13","8","","","","206","71005","5146071","",""
"","13","9","","","","207","71006","5146071","",""
"-174","5","10","0.85","0","15","10","71007","5146071","idle","0"
"1","31","1","1","0","0","1","71008","5146071","",""
"1","31","2","0","0","0","2","71009","5146071","",""
"1","31","14","0","-278","0","14","71010","5146071","",""
"1","31","17","0","0","0","17","71011","5146071","",""
"1","31","18","0","0","0","18","71012","5146071","",""
"","91","0","","","","0","71013","5146071","",""
"","102","0","","","0","0","71014","5146071","",""
"","93","0.2","","","","0","71015","5146071","",""
"","32","17","","","","1","71016","5146071","",""
"","93","0.5","","","","0","71017","5146071","",""
"","93","0","","","","0","71018","5146071","",""
"","93","3.5","","","","0","71019","5146071","",""
"0","12","8","0","0","2.2","12","71020","5146071","0","0"
"0","12","9","0","0","2.2","12","71021","5146071","0","0"
"","3","8","0.6","","1","lookup","71022","5146071","",""
"","3","9","0.6","","1","lookdown","71023","5146071","",""
"0","2","130911","","3","-278","-380","71024","5146071","",""
"","3","130911","0.2","","1","walk_normal","71025","5146071","",""
"","93","3","","","","0","71026","5146071","",""
"","3","130911","0.2","","1","kururu_surprise_talk","71027","5146071","",""
"","21","vo_apg","","0","0","vo_apg_1101","71028","5146071","",""
"1","11","130911","0","1","7","等候參加新吉祥物徵選會的\n怪奇怪靈先生～","71029","5146071","0","0"
"","91","0","","","","","71030","5146071","",""
"0","121","0","0","1.1","1.1","20","71031","5146071","",""
"","32","2","","","","1","71032","5146071","",""
"","37","2","","","","fade105_in","71033","5146071","",""
"","122","50","","","0.5","50","71034","5146071","",""
"","32","18","","","","1","71035","5146071","",""
"","23","se_10055900","","","0","se_10055900_bachibachi","71036","5146071","",""
"1","3","130911","0.2","shock_loop_surprise2","0","shock_in_surprise2","71037","5146071","","0"
"","21","vo_apg","","0","0","vo_apg_1102","71038","5146071","",""
"1","11","130911","-20","1","9","咦咦咦！？\n競爭的火花劈哩啪啦！？","71039","5146071","0","0"
"","91","0","","","","","71040","5146071","",""
"","22","0","","","","0","71041","5146071","",""
"","32","18","","","","0","71042","5146071","",""
"","37","2","","","","fade105_out","71043","5146071","",""
"0.5","121","0","11","1","1","0","71044","5146071","",""
"","3","130911","0.2","","1","walk_jog_sad_quick","71045","5146071","",""
"","3","8","0.4","","1","idle","71046","5146071","",""
"","3","9","0.4","","1","idle","71047","5146071","",""
"0","2","130911","","0.5","-278","0","71048","5146071","",""
"","93","0.3","","","","0","71049","5146071","",""
"","3","8","0.4","","1","idle","71050","5146071","",""
"","3","9","0.4","","1","idle","71051","5146071","",""
"","93","0.2","","","","0","71052","5146071","",""
"","4","130911","","","","1","71053","5146071","",""
"","3","130911","0","","1","kururu_worry_talk_lookdown","71054","5146071","",""
"","21","vo_apg","","0","0","vo_apg_1103","71055","5146071","",""
"1","11","130911","0","1","7","卡、卡巴邦，請放心！\n因為我們的主要吉祥物\n是卡巴邦啊……♪","71056","5146071","0","0"
"","91","0","","","","","71057","5146071","",""
"","4","130911","","","","0","71058","5146071","",""
"","3","130911","0","","1","kururu_worry_talk_lookup","71059","5146071","",""
"","21","vo_apg","","0","0","vo_apg_1104","71060","5146071","",""
"1","11","130911","0","1","8","但、但是但是，有時候勁敵角色\n也會更受歡迎……","71061","5146071","0","0"
"","91","0","","","","","71062","5146071","",""
"10","121","0","10","1.15","1.15","40","71063","5146071","",""
"","32","14","","","","1","71064","5146071","",""
"","22","0","","","","0","71065","5146071","",""
"","4","130911","","","","0","71066","5146071","",""
"","3","130911","0.2","","1","kururu_wish_idle_search","71067","5146071","",""
"0","12","8","0","0","3","12","71068","5146071","0","0"
"0","12","9","0","0","3","12","71069","5146071","0","0"
"","93","4","","","","0","71070","5146071","",""
"","32","14","","","","0","71071","5146071","",""
"1","3","8","0.2","approach_loop","0","approach_in","71072","5146071","","0"
"1","3","9","0.2","approach_loop","0","approach_in","71073","5146071","","0"
"1","6","8","0.6","0.8","0.8","0.8","71074","5146071","","10"
"1","6","9","0.6","0.8","0.8","0.8","71075","5146071","","10"
"","93","0.6","","","","0","71076","5146071","",""
"1","3","130911","0.2","kururu_down_loop","0","kururu_down_in","71077","5146071","","0"
"","21","vo_apg","","0","0","vo_apg_1105","71078","5146071","",""
"1","11","130911","0","1","13","噫噫噫……","71079","5146071","0","0"
"","91","0","","","","","71080","5146071","",""
"","101","71082","","","","","71081","5146071","",""
"","22","0","","","","0.2","71082","5146071","",""
