061a870dc31789256e9bb561f05f131bcd00281c21bce1a885394f1b6f728011,527835777fd691a38fe7d0ab61679a913a912fa692ece50b09df48f5fe7b3ca3,e94bb96d0f7114925060c4ba1e500398f9aa834ec529a9a4caa68a6d6796b1ba,e8ea3ba20cd7c3314064fe1dc2c22269a5f78db7fcbb12b10457ed1e9dea300a,b9c53e39e9352a22677bd82a9b9f589ed153dcff69733bc61e8599780073469a,303da7c3e5ee1d2e146a1772a59b6e4919a5217896ebf9ac68ce4c5b7a288602,6d241e14da77b77efd293c2d2d0bded1cdb4edcfa655d9a958c2451ff814ed7f,5816e0fac182e7da658527ec8d2eed66d78a94c9c006287a2e300becf2a55fd3,7df8f751e9f081aac29534d08f1bb929d009c8689904a0c4708599eca6455bd8,f305962c297c680ae98e22de76d459517345cddf9e0d066f8fd89bd8a14bfddf,4e52dcad9e1f7a2c6a909508807b10474b78ab15480995b72828c5eccb7904ae
"68069","1","tahaha_idle","","5146068","","3","","0.2","","105811"
"68070","1","tahaha_idle","","5146068","","3","","0.2","","1058"
"68071","0","surprise3_in_anger2","1","5146068","0","3","surprise3_loop_anger2","0.2","","106011"
"68072","0","surprise3_in_anger2","1","5146068","0","3","surprise3_loop_anger2","0.2","","1060"
"68073","0","vo_apg_0808","","5146068","","21","0","","","vo_apg"
"68074","9","不要把方向盤跟甜甜圈搞混啦～！","1","5146068","0","11","1","0","0","106011"
"68075","","","","5146068","","91","","","","0"
"68076","","0","","5146068","","4","","","","106011"
"68077","","0","","5146068","","4","","","","1060"
"68078","1","surprise3_loop_surprise_slow","","5146068","","3","","0.2","","106011"
"68079","1","surprise3_loop_surprise_slow","","5146068","","3","","0.2","","1060"
"68080","0","peko_slurp_in","1","5146068","0","3","peko_slurp_loop","0.2","","105811"
"68081","0","peko_slurp_in","1","5146068","0","3","peko_slurp_loop","0.2","","1058"
"68082","0","takeout_in","1","5146068","0","3","takeout_talk","0.2","","130911"
"68083","0","takeout_in","1","5146068","0","3","takeout_talk","0.2","","97"
"68084","0","vo_apg_0809","","5146068","","21","0","","","vo_apg"
"68085","7","啊，妳不必那樣道歉哦。\n因為可以換上\n新的甜甜圈方向盤♪","1","5146068","0","11","1","0","0","130911"
"68086","","","","5146068","","91","","","","0"
"68087","1","takeout_idle","","5146068","","3","","0.2","","130911"
"68088","1","takeout_idle","","5146068","","3","","0.2","","97"
"68089","1","peko_slurp_loop","","5146068","","3","","0.2","","105811"
"68090","1","peko_slurp_loop","","5146068","","3","","0.2","","1058"
"68091","0","cool_idle_jitome","1","5146068","0.2","3","cool_talk_jitome","0.2","","106011"
"68092","0","cool_idle_jitome_in","1","5146068","0.2","3","cool_talk_jitome","0.2","","1060"
"68093","0","vo_apg_0810","","5146068","","21","0","","","vo_apg"
"68094","9","……\n甜甜圈就是甜甜圈吧……","1","5146068","0","11","1","0","0","106011"
"68095","","","","5146068","","91","","","","0"
"68096","","","","5146068","","101","","","","68097"
"68097","","0.2","","5146068","","22","","","","0"
"69001","100","131311","-278","5146069","0","1","-225","1.8","riri_idle","1"
"69002","101","1313","-278","5146069","0","5","-225","1.8","riri_idle","5"
"69003","103","131411","-288","5146069","0","1","-385","1.8","idle_normal","1"
"69004","104","1314","-288","5146069","0","5","-385","1.8","idle_normal","2"
"69005","106","130911","-278","5146069","1","1","225","1.8","joy_idle_noface","1"
"69006","107","98","-278","5146069","1","5","225","1.8","joy_idle_kururu","1"
"69007","","200","","5146069","","13","","","","131311"
"69008","","203","","5146069","","13","","","","131411"
"69009","","206","","5146069","","13","","","","130911"
"69010","15","9","-174","5146069","0","5","0","0.85","idle","9"
"69011","210","22","12","5146069","0","5","-307","1","empty","22"
"69012","60","21","153","5146069","0","5","0","1","empty","21"
"69013","0","1","1","5146069","","31","0","1","","1"
"69014","","0","","5146069","","91","","","","0"
"69015","0","0","","5146069","","102","","","","0"
"69016","","0","","5146069","","93","","","","1"
"69017","1","riri_talk_noface","","5146069","","3","","0.2","","131311"
"69018","1","riri_talk_noface","","5146069","","3","","0.2","","1313"
"69019","1","idle_normal_surprise_lookupS","","5146069","","3","","0.2","","131411"
"69020","1","idle_normal_surprise_lookupS","","5146069","","3","","0.2","","1314"
"69021","0","vo_apg_0901","","5146069","","21","0","","","vo_apg"
"69022","7","璃亞。\n我發現一個沒看過的東西\n這是什麼呢……？","1","5146069","0","11","1","0","0","131311"
"69023","","","","5146069","","91","","","","0"
"69024","1","riri_idle_lookup","","5146069","","3","","0.2","","131311"
"69025","1","riri_idle_lookup","","5146069","","3","","0.2","","1313"
"69026","0","coffee_2_in","","5146069","","3","","0","","21"
"69027","0","se_10055900_photo","","5146069","","23","","","","se_10055900"
"69028","","0","","5146069","","93","","","","0.1"
"69029","0","idle_normal_surprise_lookup","1","5146069","0.2","3","talk_normal_joy_lookup","0.2","","131411"
"69030","0","idle_normal_surprise_lookup","1","5146069","0.2","3","talk_normal_joy_lookup","0.2","","1314"
"69031","0","vo_apg_0902","","5146069","","21","0","","","vo_apg"
"69032","7","咦？\n……啊，這莫非是\n卡巴邦的剪影嗎？","1","5146069","0","11","1","0","0","131411"
"69033","","","","5146069","","91","","","","0"
"69034","1","riri_idle_surprise","","5146069","","3","","0.2","","131311"
"69035","1","riri_idle_surprise","","5146069","","3","","0.2","","1313"
"69036","1","idle_normal_surprise","","5146069","","3","","0.2","","131411"
"69037","1","idle_normal_surprise","","5146069","","3","","0.2","","1314"
"69038","0","handsup_to_talk","1","5146069","0.2","3","talk_normal_joy","0.2","","130911"
"69039","1","handsup","","5146069","0.2","3","","0.2","","98"
"69040","0","vo_apg_0903","","5146069","","21","0","","","vo_apg"
"69041","6","恭喜恭喜妳們！！\n真虧妳們能發現！","1","5146069","0","11","1","0","0","130911"
"69042","","","","5146069","","91","","","","0"
"69043","1","joy_talk_anger","","5146069","","3","","0.2","","130911"
"69044","0","vo_apg_0904","","5146069","","21","0","","","vo_apg"
"69045","7","這個就是！\n「隱藏卡巴邦」哦♪","1","5146069","0","11","1","0","0","130911"
"69046","","","","5146069","","91","","","","0"
"69047","1","joy_idle_doya","","5146069","","3","","0.2","","130911"
"69048","0","notice_in_shy","1","5146069","0","3","notice_loop_shy","0.2","","131311"
"69049","0","notice_in_shy","1","5146069","0","3","notice_loop_shy","0.2","","1313"
"69050","1","surprise_talk_normal","","5146069","","3","","0.2","","131411"
"69051","1","surprise_talk_normal","","5146069","","3","","0.2","","1314"
"69052","0","vo_apg_0905","","5146069","","21","0","","","vo_apg"
"69053","0","0905_in","","5146069","","3","","0","","22"
"69054","","1","","5146069","","93","","","","1.2"
"69055","0","0905_mid","","5146069","","3","","0","","22"
"69056","","","","5146069","","92","","","",""
"69057","0","0905_out","","5146069","","3","","0","","22"
"69058","","0","","5146069","","93","","","","0.2"
"69059","","","","5146069","","91","","","","0"
"69060","1","riri_sad_talk_dead","","5146069","","3","","0.2","","131311"
"69061","1","riri_sad_talk_dead","","5146069","","3","","0.2","","1313"
"69062","1","surprise_idle","","5146069","","3","","0.2","","131411"
"69063","1","surprise_idle","","5146069","","3","","0.2","","1314"
"69064","1","idle_normal_surprise2","","5146069","","3","","0.2","","130911"
"69065","0","vo_apg_0906","","5146069","","21","0","","","vo_apg"
"69066","9","原來卡巴邦先生想把自己藏起來呢。\n非常抱歉，雖說是不知情，\n但我們不小心發現，\n而且當成了話題……","1","5146069","0","11","1","0","0","131311"
"69067","","","","5146069","","91","","","","0"
"69068","1","riri_sad_idle","","5146069","","3","","0.2","","131311"
"69069","1","riri_sad_idle","","5146069","","3","","0.2","","1313"
"69070","0","watawata","1","5146069","0.2","3","talk_normal_dere","0.2","","130911"
"69071","0","watawata","1","5146069","0.2","3","talk_normal_dere","0.2","","98"
"69072","0","vo_apg_0907","","5146069","","21","0","","","vo_apg"
"69073","8","不不不，不是的～\n因為藏得太隱密，\n所以都沒有人發現～～\n請妳們試著尋找其他卡巴邦吧♪","1","5146069","0","11","1","0","0","130911"
"69074","","","","5146069","","91","","","","0"
"69075","1","idle_normal_noface","","5146069","","3","","0.2","","130911"
"69076","1","idle_normal_kururu","","5146069","","3","","0.2","","98"
"69077","0","coffee_2_out","","5146069","","3","","0","","21"
"69078","1","clear_wish_talk_joy","","5146069","","3","","0.2","","131411"
"69079","1","clear_wish_talk_joy","","5146069","","3","","0.2","","1314"
"69080","0","vo_apg_0908","","5146069","","21","0","","","vo_apg"
"69081","8","哇，好像很有趣呢～♪\n莉莉，我們一起找吧♪","1","5146069","0","11","1","0","0","131411"
"69082","","","","5146069","","91","","","","0"
"69083","1","clear_wish_idle","","5146069","","3","","0.2","","131411"
"69084","1","clear_wish_idle","","5146069","","3","","0.2","","1314"
"69085","1","guts2_talk_joy3","","5146069","","3","","0.2","","131311"
"69086","1","guts2_talk_joy3","","5146069","","3","","0.2","","1313"
"69087","0","vo_apg_0909","","5146069","","21","0","","","vo_apg"
"69088","8","好的，璃亞！","1","5146069","0","11","1","0","0","131311"
"69089","","","","5146069","","91","","","","0"
"69090","1","riri_idle","","5146069","","3","","0.2","","131311"
"69091","1","riri_idle","","5146069","","3","","0.2","","1313"
"69092","1","clear_wish_idle_normal","","5146069","","3","","0.2","","131411"
"69093","1","clear_wish_idle_normal","","5146069","","3","","0.2","","1314"
"69094","1","talk_normal_anger","","5146069","","3","","0.2","","130911"
"69095","1","talk_normal","","5146069","","3","","0.2","","98"
"69096","0","vo_apg_0910","","5146069","","21","0","","","vo_apg"
"69097","8","那麼那麼，\n我先帶妳們前往第一個\n「隱藏卡巴邦」的地點吧～♪","1","5146069","0","11","1","0","0","130911"
"69098","","","","5146069","","91","","","","0"
"69099","1","idle_normal_noface","","5146069","","3","","0.2","","130911"
"69100","1","idle_normal_kururu","","5146069","","3","","0.2","","98"
"69101","0","riri_bow","1","5146069","0","3","idle_normal_joy2","0.2","","131311"
"69102","0","riri_bow","1","5146069","0","3","idle_normal_joy2","0.2","","1313"
"69103","0","clear_agree","1","5146069","0.2","3","idle_normal_joy2","0.2","","131411"
"69104","0","clear_agree","1","5146069","0.2","3","idle_normal_joy2","0.2","","1314"
"69105","0","vo_apg_0911","","5146069","","21","0","","","vo_apg"
"69106","0","0911_in","","5146069","","3","","0","","22"
"69107","","1","","5146069","","93","","","","0.9"
"69108","0","0911_mid","","5146069","","3","","0","","22"
"69109","","","","5146069","","92","","","",""
"69110","0","0911_out","","5146069","","3","","0","","22"
"69111","","0","","5146069","","93","","","","0.2"
"69112","","","","5146069","","91","","","","0"
"69113","","0","","5146069","","4","","","","130911"
"69114","","0","","5146069","","4","","","","98"
"69115","1","walk_normal_slow","","5146069","","3","","0.2","","131311"
"69116","1","walk_normal_slow","","5146069","","3","","0.2","","1313"
"69117","1","walk_normal_slow","","5146069","","3","","0.2","","131411"
"69118","1","walk_normal_slow","","5146069","","3","","0.2","","1314"
"69119","1","walk_kyapi_slow","","5146069","","3","","0.2","","130911"
"69120","1","walk_kyapi_slow","","5146069","","3","","0.2","","98"
"69121","-278","-75","0","5146069","","2","1.5","","","131311"
"69122","-278","-75","0","5146069","","2","1.5","","","1313"
"69123","-288","-225","0","5146069","","2","1.5","","","131411"
"69124","-288","-225","0","5146069","","2","1.5","","","1314"
"69125","-278","325","0","5146069","","2","1.5","","","130911"
"69126","","0","","5146069","","93","","","","1.5"
"69127","","1","","5146069","","4","","","","131311"
"69128","","1","","5146069","","4","","","","1313"
"69129","","1","","5146069","","4","","","","130911"
"69130","1","idle_normal_surprise","","5146069","","3","","0.2","","131311"
"69131","1","idle_normal_surprise","","5146069","","3","","0.2","","1313"
"69132","0","notice_in_dere","1","5146069","0","3","notice_loop_dere","0.2","","131411"
"69133","0","notice_in_dere","1","5146069","0","3","notice_loop_dere","0.2","","1314"
"69134","1","idle_normal_surprise","","5146069","","3","","0.2","","130911"
"69135","0","vo_apg_0912","","5146069","","21","0","","","vo_apg"
"69136","11","……咦，\n要是告訴我們位置，\n不就沒有尋找的意義了嗎……？","1","5146069","0","11","1","0","0","131411"
"69137","","","","5146069","","91","","","","0"
"69138","0","hawawa","","5146069","","3","","0.2","","130911"
"69139","0","vo_apg_0913","","5146069","","21","0","","","vo_apg"
"69140","8","哈哇哇！？","1","5146069","0","11","1","-30","0","130911"
"69141","","","","5146069","","91","","","","0"
"69142","0","bowbowbow","","5146069","","3","","0.1","","130911"
"69143","","0","","5146069","","4","","","","131311"
"69144","","0","","5146069","","4","","","","1313"
"69145","1","riri_talk_noervous","","5146069","","3","","0.2","","131311"
"69146","1","riri_talk_noervous","","5146069","","3","","0.2","","1313"
"69147","0","clear_smile_in","1","5146069","0","3","clear_smile_idle","0.2","","131411"
"69148","0","clear_smile_in","1","5146069","0","3","clear_smile_idle","0.2","","1314"
"69149","2","2","0","5146069","0","12","0","0","0","131311"
"69150","2","2","0","5146069","0","12","0","0","0","131411"
"69151","2","2","0","5146069","0","12","0","-30","0","130911"
"69152","","0","","5146069","","93","","","","2"
"69153","","","","5146069","","101","","","","69154"
"69154","","0.2","","5146069","","22","","","","0"
"70001","106","102111","-278","5146070","1","1","0","1.8","walk_normal_joy","1"
"70002","107","99","-278","5146070","0","5","-195","1.8","idle_normal","1"
"70003","108","130911","-278","5146070","1","1","195","1.8","idle_normal_noface","1"
"70004","109","98","-278","5146070","1","5","195","1.8","idle_normal_kururu","1"
"70005","","206","","5146070","","13","","","","102111"
"70006","","208","","5146070","","13","","","","130911"
"70007","15","10","-174","5146070","0","5","0","0.85","idle","10"
"70008","290","20","48","5146070","0","5","-237","1","empty","20"
"70009","0","1","1","5146070","","31","0","1","","1"
"70010","0","2","1","5146070","","31","-57.7","1","","2"
"70011","","black","","5146070","","37","","","","2"
"70012","-176","14","1","5146070","","31","-278","0","","14"
"70013","","0","","5146070","","91","","","","0"
"70014","0","0","","5146070","","102","","","","0"
"70015","","0","","5146070","","93","","","","0.4"
"70016","","iris_out","","5146070","","37","","","","2"
"70017","-278","-195","0","5146070","","2","2","","","102111"
"70018","","0","","5146070","","93","","","","2"
"70019","","0","","5146070","","4","","","","102111"
"70020","1","idle_normal_joy","","5146070","","3","","0.2","","102111"
"70021","1","idle_normal_joy","","5146070","","3","","0.2","","99"
"70022","","0","","5146070","","93","","","","0.1"
"70023","1","wish_talk_noface","","5146070","","3","","0.2","","102111"
"70024","1","kurumi_wish_talk","","5146070","","3","","0.2","","99"
"70025","0","vo_apg_1001","","5146070","","21","0","","","vo_apg"
"70026","7","哇……♪\n「潛入3D世界」\n讓人興奮不已呢……♪","1","5146070","0","11","1","0","0","102111"
"70027","","","","5146070","","91","","","","0"
"70028","0","notice_in_normal2","1","5146070","0.2","3","sad_talk_normal","0.2","","102111"
"70029","0","notice_in","1","5146070","0.2","3","sad_talk","0.2","","99"
"70030","0","vo_apg_1002","","5146070","","21","0","","","vo_apg"
"70031","10","對了，把這設施當作舞台\n用來創作故事給觀眾體驗，\n感覺也會很有趣呢……♪","1","5146070","0","11","1","0","0","102111"
"70032","","","","5146070","","91","","","","0"
"70033","1","talk_normal_noface","","5146070","","3","","0.2","","102111"
"70034","1","kurumi_talk_normal","","5146070","","3","","0.2","","99"
"70035","0","vo_apg_1003","","5146070","","21","0","","","vo_apg"
"70036","9","庫露露小姐，下次立體影像的題材\n像是洞窟探險，妳覺得如何呢？\n跟立體老鼠先生一起展開大冒險♪","1","5146070","0","11","1","0","0","102111"
"70037","","","","5146070","","91","","","","0"
"70038","1","idle_normal_noface","","5146070","","3","","0.2","","102111"
"70039","1","kurumi_idle_normal","","5146070","","3","","0.2","","99"
"70040","1","kururu_wish_talk_joy","","5146070","","3","","0.2","","130911"
"70041","1","kururu_wish_talk_joy","","5146070","","3","","0.2","","98"
"70042","0","vo_apg_1004","","5146070","","21","0","","","vo_apg"
"70043","7","哇啊，這主意真棒♪\n到時請胡桃一定要擔任主角……","1","5146070","0","11","1","0","0","130911"
"70044","","","","5146070","","91","","","","0"
"70045","1","kururu_wish_idle_surprise","","5146070","","3","","0.2","","130911"
"70046","1","kururu_wish_idle_light","","5146070","","3","","0.2","","98"
"70047","1","surprise_talk_dere","","5146070","","3","","0.2","","102111"
"70048","1","surprise_talk_dere","","5146070","","3","","0.2","","99"
"70049","0","vo_apg_1005","","5146070","","21","0","","","vo_apg"
"70050","9","大家才是遊樂園的主角……♪\n而且，我偶爾也想嘗試\n扮演恐怖的角色……\n像是邪惡魔女的話，就是這個樣子……","1","5146070","0","11","1","0","0","102111"
"70051","","","","5146070","","91","","","","0"
"70052","","0","","5146070","","22","","","","0"
"70053","0","kurumi_witch_in","1","5146070","0","3","kurumi_witch_loop","0.2","","102111"
"70054","0","kurumi_witch_in","1","5146070","0","3","kurumi_witch_loop","0.2","","99"
"70055","","0","","5146070","","93","","","","0.3"
"70056","1.05","20","0","5146070","","121","1.05","0","","0"
"70057","","fade105_in","","5146070","","37","","","","2"
"70058","0.5","30","","5146070","","122","","","","30"
"70059","1","kururu_wish_doteyes_static","","5146070","","3","","0","","130911"
"70060","0","vo_apg_1006","","5146070","","21","0","","","vo_apg"
"70061","0","1006_in","","5146070","","3","","0","","20"
"70062","","1","","5146070","","93","","","","1.2"
"70063","0","1006_mid","","5146070","","3","","0","","20"
"70064","","","","5146070","","92","","","",""
"70065","0","1006_out","","5146070","","3","","0","","20"
"70066","","0","","5146070","","93","","","","0.2"
"70067","0","kurumi_witch_out","1","5146070","0","3","idle_normal","0.2","","102111"
"70068","0","kurumi_witch_out","1","5146070","0","3","idle_normal","0.2","","99"
"70069","-45","305","0","5146070","","2","0","","","20"
"70070","","fade105_out","","5146070","","37","","","","2"
"70071","1","0","0","5146070","","121","1","0","","0"
"70072","0.5","30","","5146070","","122","","","","30"
"70073","0","kururu_scared_in","1","5146070","0","3","kururu_scared_idle","0.2","","130911"
"70074","0","vo_apg_1007","","5146070","","21","0","","","vo_apg"
"70075","0","1007_in","","5146070","","3","","0","","20"
"70076","","1","","5146070","","93","","","","1.2"
"70077","0","1007_mid","","5146070","","3","","0","","20"
"70078","","","","5146070","","92","","","",""
"70079","0","1007_out","","5146070","","3","","0","","20"
"70080","","0","","5146070","","93","","","","0.2"
"70081","0","empty","","5146070","","3","","0","","20"
"70082","1","worry_talk_lookdown","","5146070","","3","","0.2","","102111"
"70083","1","worry_talk_lookdown","","5146070","","3","","0.2","","99"
"70084","0","vo_apg_1008","","5146070","","21","0","","","vo_apg"
"70085","8","對……對不起……\n妳沒事吧……？","1","5146070","0","11","1","0","0","102111"
"70086","","","","5146070","","91","","","","0"
"70087","1","kururu_scared_talk_dere","","5146070","","3","","0.2","","130911"
"70088","1","kururu_scared_talk_dere","","5146070","","3","","0.2","","98"
"70089","0","vo_apg_1009","","5146070","","21","0","","","vo_apg"
"70090","10","不不、不愧是天才女演員大人……\n比起立體影像，\n更充滿了魄力～","1","5146070","-60","11","1","-10","0","130911"
"70091","","","","5146070","","91","","","","0"
"70092","1","kururu_scared_idle_noface","","5146070","","3","","0.2","","130911"
"70093","1","kururu_scared_idle","","5146070","","3","","0.2","","98"
"70094","1","anger_talk_dere_red","","5146070","","3","","0.2","","102111"
"70095","1","anger_talk_dere_red","","5146070","","3","","0.2","","99"
"70096","0","vo_apg_1010","","5146070","","21","0","","","vo_apg"
"70097","10","……竟、竟然說我是天才……","1","5146070","0","11","1","0","0","102111"
"70098","","","","5146070","","91","","","","0"
"70099","","0","","5146070","","22","","","","0"
"70100","","1","","5146070","","32","","","","14"
"70101","0","kurumi_shy_in","1","5146070","0","3","kurumi_shy_loop","0.2","","102111"
"70102","0","kurumi_shy_in","1","5146070","0","3","kurumi_shy_loop","0.2","","99"
"70103","","0","","5146070","","93","","","","2.5"
"70104","1","kururu_scared_talk_dere","","5146070","","3","","0.2","","130911"
"70105","1","kururu_scared_talk_dere","","5146070","","3","","0.2","","98"
"70106","0","vo_apg_1011","","5146070","","21","0","","","vo_apg"
"70107","13","……那個","1","5146070","-60","11","1","-10","0","130911"
"70108","","","","5146070","","91","","","","0"
"70109","1","kururu_scared_talk_nervous","","5146070","","3","","0.2","","130911"
"70110","0","kururu_scared_talk_sweat_in","1","5146070","0","3","kururu_scared_talk_sweat_loop","0","","98"
"70111","0","vo_apg_1012","","5146070","","21","0","","","vo_apg"
"70112","7","我嚇到腳軟了……","1","5146070","-60","11","1","-10","0","130911"
"70113","","","","5146070","","91","","","","0"
"70114","","","","5146070","","101","","","","70115"
"70115","","0.2","","5146070","","22","","","","0"
"71001","110","130911","-278","5146071","0","1","-1100","1.8","idle_normal","1"
"71002","106","8","-233","5146071","0","5","-193","0.5","idle","11"
"71003","107","9","-233","5146071","0","5","267","0.6","idle","12"
"71004","","210","","5146071","","13","","","","130911"
"71005","","206","","5146071","","13","","","","8"
"71006","","207","","5146071","","13","","","","9"
"71007","15","10","-174","5146071","0","5","0","0.85","idle","10"
"71008","0","1","1","5146071","","31","0","1","","1"
"71009","0","2","1","5146071","","31","0","0","","2"
"71010","0","14","1","5146071","","31","-278","0","","14"
"71011","0","17","1","5146071","","31","0","0","","17"
"71012","0","18","1","5146071","","31","0","0","","18"
"71013","","0","","5146071","","91","","","","0"
"71014","0","0","","5146071","","102","","","","0"
"71015","","0","","5146071","","93","","","","0.2"
"71016","","1","","5146071","","32","","","","17"
"71017","","0","","5146071","","93","","","","0.5"
"71018","","0","","5146071","","93","","","","0"
"71019","","0","","5146071","","93","","","","3.5"
"71020","2.2","12","0","5146071","0","12","0","0","0","8"
"71021","2.2","12","0","5146071","0","12","0","0","0","9"
"71022","1","lookup","","5146071","","3","","0.6","","8"
"71023","1","lookdown","","5146071","","3","","0.6","","9"
"71024","-278","-380","0","5146071","","2","3","","","130911"
"71025","1","walk_normal","","5146071","","3","","0.2","","130911"
"71026","","0","","5146071","","93","","","","3"
"71027","1","kururu_surprise_talk","","5146071","","3","","0.2","","130911"
"71028","0","vo_apg_1101","","5146071","","21","0","","","vo_apg"
"71029","7","等候參加新吉祥物徵選會的\n怪奇怪靈先生～","1","5146071","0","11","1","0","0","130911"
"71030","","","","5146071","","91","","","","0"
"71031","1.1","20","0","5146071","","121","1.1","0","","0"
"71032","","1","","5146071","","32","","","","2"
"71033","","fade105_in","","5146071","","37","","","","2"
"71034","0.5","50","","5146071","","122","","","","50"
"71035","","1","","5146071","","32","","","","18"
"71036","0","se_10055900_bachibachi","","5146071","","23","","","","se_10055900"
"71037","0","shock_in_surprise2","1","5146071","0","3","shock_loop_surprise2","0.2","","130911"
"71038","0","vo_apg_1102","","5146071","","21","0","","","vo_apg"
"71039","9","咦咦咦！？\n競爭的火花劈哩啪啦！？","1","5146071","0","11","1","-20","0","130911"
"71040","","","","5146071","","91","","","","0"
"71041","","0","","5146071","","22","","","","0"
"71042","","0","","5146071","","32","","","","18"
"71043","","fade105_out","","5146071","","37","","","","2"
"71044","1","0","0.5","5146071","","121","1","11","","0"
"71045","1","walk_jog_sad_quick","","5146071","","3","","0.2","","130911"
"71046","1","idle","","5146071","","3","","0.4","","8"
"71047","1","idle","","5146071","","3","","0.4","","9"
"71048","-278","0","0","5146071","","2","0.5","","","130911"
"71049","","0","","5146071","","93","","","","0.3"
"71050","1","idle","","5146071","","3","","0.4","","8"
"71051","1","idle","","5146071","","3","","0.4","","9"
"71052","","0","","5146071","","93","","","","0.2"
"71053","","1","","5146071","","4","","","","130911"
"71054","1","kururu_worry_talk_lookdown","","5146071","","3","","0","","130911"
"71055","0","vo_apg_1103","","5146071","","21","0","","","vo_apg"
"71056","7","卡、卡巴邦，請放心！\n因為我們的主要吉祥物\n是卡巴邦啊……♪","1","5146071","0","11","1","0","0","130911"
"71057","","","","5146071","","91","","","","0"
"71058","","0","","5146071","","4","","","","130911"
"71059","1","kururu_worry_talk_lookup","","5146071","","3","","0","","130911"
"71060","0","vo_apg_1104","","5146071","","21","0","","","vo_apg"
"71061","8","但、但是但是，有時候勁敵角色\n也會更受歡迎……","1","5146071","0","11","1","0","0","130911"
"71062","","","","5146071","","91","","","","0"
"71063","1.15","40","10","5146071","","121","1.15","10","","0"
"71064","","1","","5146071","","32","","","","14"
"71065","","0","","5146071","","22","","","","0"
"71066","","0","","5146071","","4","","","","130911"
"71067","1","kururu_wish_idle_search","","5146071","","3","","0.2","","130911"
"71068","3","12","0","5146071","0","12","0","0","0","8"
"71069","3","12","0","5146071","0","12","0","0","0","9"
"71070","","0","","5146071","","93","","","","4"
"71071","","0","","5146071","","32","","","","14"
"71072","0","approach_in","1","5146071","0","3","approach_loop","0.2","","8"
"71073","0","approach_in","1","5146071","0","3","approach_loop","0.2","","9"
"71074","0.8","0.8","1","5146071","10","6","0.8","0.6","","8"
"71075","0.8","0.8","1","5146071","10","6","0.8","0.6","","9"
"71076","","0","","5146071","","93","","","","0.6"
"71077","0","kururu_down_in","1","5146071","0","3","kururu_down_loop","0.2","","130911"
"71078","0","vo_apg_1105","","5146071","","21","0","","","vo_apg"
"71079","13","噫噫噫……","1","5146071","0","11","1","0","0","130911"
"71080","","","","5146071","","91","","","","0"
"71081","","","","5146071","","101","","","","71082"
"71082","","0.2","","5146071","","22","","","","0"
