2ba1174a200c7d5fec687aa0f41b101a8e79a76d13c4789c1866d89b91fc01f8,5fa0f3fb7d8417636f702f5be1b35f0d7a6464ac75e5096c52bc36d0a018fa69,168369f1f6e4b5d1e5980630e9d78bb85fdca3d33c76fb0220a045abb52463d4,1a7cf1a058000e5d3b0e6bffeb24623561a14458c0d02cc593b75fd97c62261e,0aecf594db1561cbf0e8c3b5f3efb73232d363f22adb2dcf63aa5108994d3c1d,4bdc301e1ddf3d1e9ba55f57b10a9f550fb0761cd854ae248188fc0d1454b542,20c84d975a4b4ec11ce649a7fb5d330639ab3e3d230aaba4cd6df7ccc3053883,628ba6ad543cc423580619b98dc3ddf7489ff7a697bec2d197c1f14f3d679cb0,d3cd3a461bac871822222b6ba04cb58804bddf0f225e9a47c96f7c4404919028,9193c64c21c53fa9413dcab038e4c25a07d643458de2e2b333dedf285539531b,9a3496e424b19e5c88a180bc24719f1a9a30ce3fa3827d885a6d9856b8a33dd5
"3","","1009811","103611","1","","","","lsv_talk_joy1_normal","1009811100","0.2"
"93","","1009811","3","","","","","0","1009811101",""
"3","","1009811","103611","1","","","","lsv_idle_wish","1009811102","0.2"
"12","0","1009811","102011","1","0","0","0","6","1009811103","0"
"3","","1009811","102011","1","","","","lsv_talk_memory_dere2","1009811104","0.2"
"93","","1009811","3","","","","","0","1009811105",""
"3","","1009811","102011","1","","","","lsv_idle_joy","1009811106","0.2"
"101","","1009811","1009811095","","","","","","1009811107",""
"6","","1009811","333","1","0","0","1","1","1009811108","1"
"4","","1009811","102011","","","","","1","1009811109",""
"3","","1009811","102011","1","","","","lsv_run","1009811110","0.2"
"2","","1009811","102011","-235","","0","0.8","-750","1009811111",""
"4","","1009811","103611","","","","","0","1009811112",""
"3","","1009811","103611","1","","","","lsv_run","1009811113","0.2"
"2","","1009811","103611","-220","","0","0.8","750","1009811114",""
"4","","1009811","100411","","","","","0","1009811115",""
"3","","1009811","100411","1","","","","lsv_run","1009811116","0.2"
"2","","1009811","100411","-250","","0","0.8","850","1009811117",""
"93","","1009811","0.6","","","","","","1009811118",""
"6","","1009811","102011","1","0","0","1","1","1009811119","0.2"
"6","","1009811","103611","1","0","0","1","1","1009811120","0.2"
"6","","1009811","100411","1","0","0","1","1","1009811121","0.2"
"91","","1009811","0","","","","","","1009811122",""
"1","lsv_idle_normal","1009812","1","102","0","-235","-750","103611","1009812001","1.95"
"1","lsv_idle_normal","1009812","1","100","1","-220","650","100411","1009812002","1.95"
"1","lsv_idle_normal","1009812","1","101","1","-250","750","102011","1009812003","1.95"
"5","lsv_white_loop","1009812","1","0","0","0","0","333","1009812004","1"
"6","","1009812","333","1","0","0","1","1","1009812005","0"
"6","","1009812","103611","1","0","0","1","1","1009812006","0"
"6","","1009812","100411","1","0","0","1","1","1009812007","0"
"6","","1009812","102011","1","0","0","1","1","1009812008","0"
"7","","1009812","103611","0","","","0","2","1009812009",""
"2","","1009812","103611","-235","","0","0.5","-750","1009812010",""
"31","","1009812","1","-140","","0.8","10","16","1009812011","0"
"34","","1009812","16","0","","","0","2","1009812012",""
"93","","1009812","1","","","","","0","1009812013",""
"6","","1009812","333","1","0","0.4","1","1","1009812014","0.8"
"3","","1009812","103611","0","0","1","lsv_see_think","lsv_see_think_pre","1009812015","0.2"
"2","","1009812","103611","-235","","0","1.1","-600","1009812016",""
"6","","1009812","103611","1","0","1","1","1","1009812017","0.4"
"93","","1009812","1","","","","","","1009812018",""
"32","","1009812","16","","","","","1","1009812019",""
"91","","1009812","0","","","","","","1009812020",""
"94","","1009812","103611","260","","80","0","240","1009812021",""
"32","","1009812","16","","","","","0","1009812022",""
"7","","1009812","103611","2","","","0","0","1009812023",""
"3","","1009812","103611","1","","","","lsv_walk","1009812024","0.2"
"2","","1009812","103611","-235","","0","2","-250","1009812025",""
"3","","1009812","100411","1","","","","lsv_walk_joy","1009812026","0.2"
"2","","1009812","100411","-220","","0","2","100","1009812027",""
"6","","1009812","100411","1","0","1","1","1","1009812028","0.4"
"3","","1009812","102011","1","","","","lsv_walk","1009812029","0.2"
"2","","1009812","102011","-250","","0","2","270","1009812030",""
"6","","1009812","102011","1","0","1","1","1","1009812031","0.4"
"93","","1009812","2","","","","","","1009812032",""
"3","","1009812","103611","1","","","","lsv_idle_normal","1009812033","0.2"
"3","","1009812","100411","1","","","","lsv_idle_joy","1009812034","0.2"
"3","","1009812","102011","1","","","","lsv_idle_normal","1009812035","0.2"
"93","","1009812","0.5","","","","","","1009812036",""
"91","","1009812","0","","","","","","1009812037",""
"3","","1009812","103611","1","","","","lsv_talk_normal_sad","1009812038","0.2"
"21","","1009812","vo_lsv","0","","","0","vo_lsv_1221","1009812039",""
"11","0","1009812","103611","10","0","1","1","寫說是祕密……\n但答案已經畫出來了吧？","1009812040","0"
"91","","1009812","0","","","","","","1009812041",""
"3","","1009812","103611","1","","","","lsv_idle_normal_sad","1009812042","0.2"
"3","","1009812","102011","1","","","","lsv_talk_sad","1009812043","0.2"
"21","","1009812","vo_lsv","0","","","0","vo_lsv_1222","1009812044",""
"11","0","1009812","102011","10","0","1","1","禊\n對哥哥\n惡作劇了嗎？","1009812045","0"
"91","","1009812","0","","","","","","1009812046",""
"3","","1009812","102011","1","","","","lsv_idle_sad","1009812047","0.2"
"3","","1009812","100411","0","0.2","1","lsv_talk_cool_joy_loop","lsv_talk_cool_joy","1009812048","0"
"21","","1009812","vo_lsv","0","","","0","vo_lsv_1223","1009812049",""
"11","0","1009812","100411","10","0","1","1","嘖嘖嘖！\n這是想像的啦──！\n還只是教牠而已。","1009812050","0"
"91","","1009812","0","","","","","","1009812051",""
"3","","1009812","100411","1","","","","lsv_talk_cool_joy_loop","1009812052","0.2"
"21","","1009812","vo_lsv","0","","","0","vo_lsv_1224","1009812053",""
"11","0","1009812","100411","10","0","1","1","還有，禊教牠的事\n可不只一件喔？\n禊老師的課程可是很豐富的！","1009812054","0"
"91","","1009812","0","","","","","","1009812055",""
"3","","1009812","100411","1","","","","lsv_idle_cool_joy","1009812056","0.2"
"3","","1009812","103611","1","","","","lsv_talk_bitter_sad","1009812057","0.2"
"21","","1009812","vo_lsv","0","","","0","vo_lsv_1225","1009812058",""
"11","0","1009812","103611","10","0","1","1","禊到底教了些什麼啊？\n真叫人不安……","1009812059","0"
"91","","1009812","0","","","","","","1009812060",""
"3","","1009812","103611","1","","","","lsv_idle_bitter_sad","1009812061","0.2"
"3","","1009812","103611","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009812062","0"
"3","","1009812","100411","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009812063","0"
"3","","1009812","102011","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009812064","0"
"93","","1009812","0.1","","","","","0","1009812065",""
"2","","1009812","103611","-235","0.2","2","0.33","-452","1009812066",""
"2","","1009812","100411","-220","0.2","2","0.33","420","1009812067",""
"2","","1009812","102011","-250","0.2","2","0.33","545","1009812068",""
"22","","1009812","0","1","","","","0","1009812069","0.2"
"103","","1009812","地洞陷阱的作法之類的？","0","","","","1009812073","1009812070",""
"103","","1009812","逃跑講座之類的？","0","","","","1009812097","1009812071",""
"103","","1009812","假哭的方法之類的？","0","","","","1009812121","1009812072",""
"3","","1009812","103611","0","0.2","1","lsv_idle_normal","lsv_choice","1009812073","0"
"3","","1009812","100411","0","0.2","1","lsv_idle_normal","lsv_choice","1009812074","0"
"3","","1009812","102011","0","0.2","1","lsv_idle_normal","lsv_choice","1009812075","0"
"93","","1009812","0.1","","","","","0","1009812076",""
"2","","1009812","103611","-235","0.2","2","0.33","-200","1009812077",""
"2","","1009812","100411","-220","0.2","2","0.33","100","1009812078",""
"2","","1009812","102011","-250","0.2","2","0.33","270","1009812079",""
"93","","1009812","0.7","","","","","0","1009812080",""
"3","","1009812","102011","0","0.2","1","lsv_talk_surprise_R2","lsv_surprise_R2","1009812081","0"
"21","","1009812","vo_lsv","0","","","0","vo_lsv_1226","1009812082",""
"11","0","1009812","102011","10","0","1","1","咦咦？\n地洞陷阱有點危險耶～","1009812083","0"
"91","","1009812","0","","","","","","1009812084",""
"3","","1009812","102011","1","","","","lsv_idle_surprise","1009812085","0.2"
"3","","1009812","100411","1","","","","lsv_talk_bitter","1009812086","0.2"
"21","","1009812","vo_lsv","0","","","0","vo_lsv_1227","1009812087",""
"11","0","1009812","100411","10","0","1","1","嗯……地洞陷阱呢──\n因為小繆拿不了鏟子，\n所以放棄了──","1009812088","0"
"91","","1009812","0","","","","","","1009812089",""
"3","","1009812","100411","1","","","","lsv_idle_bitter","1009812090","0.2"
"3","","1009812","103611","0","0.2","1","lsv_talk_cool_sad_loop","lsv_talk_cool_sad","1009812091","0"
"21","","1009812","vo_lsv","0","","","0","vo_lsv_1228","1009812092",""
"11","0","1009812","103611","10","0","1","1","所以有嘗試過啊……","1009812093","0"
"91","","1009812","0","","","","","","1009812094",""
"3","","1009812","103611","1","","","","lsv_idle_normal_sad","1009812095","0.2"
"101","","1009812","1009812145","","","","","","1009812096",""
"3","","1009812","103611","0","0.2","1","lsv_idle_normal","lsv_choice","1009812097","0"
"3","","1009812","100411","0","0.2","1","lsv_idle_normal","lsv_choice","1009812098","0"
"3","","1009812","102011","0","0.2","1","lsv_idle_normal","lsv_choice","1009812099","0"
"93","","1009812","0.1","","","","","0","1009812100",""
"2","","1009812","103611","-235","0.2","2","0.33","-200","1009812101",""
"2","","1009812","100411","-220","0.2","2","0.33","100","1009812102",""
"2","","1009812","102011","-250","0.2","2","0.33","270","1009812103",""
"93","","1009812","0.7","","","","","0","1009812104",""
"3","","1009812","100411","0","0.2","1","lsv_exactly_joy_loop","lsv_exactly_joy_in","1009812105","0"
"21","","1009812","vo_lsv","0","","","0","vo_lsv_1229","1009812106",""
"11","0","1009812","100411","10","0","1","1","喔！哥哥真敏銳！\n正確解答！\n因為逃跑很重要啊──","1009812107","0"
"91","","1009812","0","","","","","","1009812108",""
"3","","1009812","100411","1","","","","lsv_idle_joy","1009812109","0.2"
"3","","1009812","103611","1","","","","lsv_talk_thinking","1009812110","0.2"
"21","","1009812","vo_lsv","0","","","0","vo_lsv_1230","1009812111",""
"11","0","1009812","103611","10","0","1","1","逃跑……\n不過的確，在大自然中，\n逃跑或許真的很重要。","1009812112","0"
"91","","1009812","0","","","","","","1009812113",""
"3","","1009812","103611","1","","","","lsv_idle_thinking_anger","1009812114","0.2"
"3","","1009812","102011","1","","","","lsv_talk_wish_joy","1009812115","0.2"
"21","","1009812","vo_lsv","0","","","0","vo_lsv_1231","1009812116",""
"11","0","1009812","102011","10","0","1","1","擅長賽跑的小繆\n也很可愛呢～","1009812117","0"
"91","","1009812","0","","","","","","1009812118",""
"3","","1009812","102011","1","","","","lsv_idle_wish_joy","1009812119","0.2"
"101","","1009812","1009812145","","","","","","1009812120",""
"3","","1009812","103611","0","0.2","1","lsv_idle_normal","lsv_choice","1009812121","0"
"3","","1009812","100411","0","0.2","1","lsv_idle_normal","lsv_choice","1009812122","0"
"3","","1009812","102011","0","0.2","1","lsv_idle_normal","lsv_choice","1009812123","0"
"93","","1009812","0.1","","","","","0","1009812124",""
"2","","1009812","103611","-235","0.2","2","0.33","-200","1009812125",""
"2","","1009812","100411","-220","0.2","2","0.33","100","1009812126",""
"2","","1009812","102011","-250","0.2","2","0.33","270","1009812127",""
"93","","1009812","0.7","","","","","0","1009812128",""
"3","","1009812","100411","1","","","","lsv_idle_sad3","1009812129","0.2"
"21","","1009812","vo_lsv","0","","","0","vo_lsv_1232","1009812130",""
"11","0","1009812","100411","10","0","1","1","……抽泣。\n禊才沒有教牠\n假哭呢……嗚嗚……","1009812131","0"
"91","","1009812","0","","","","","","1009812132",""
"3","","1009812","100411","1","","","","lsv_idle_sad3","1009812133","0.2"
"3","","1009812","102011","1","","","","lsv_talk_sad3","1009812134","0.2"
"21","","1009812","vo_lsv","0","","","0","vo_lsv_1233","1009812135",""
"11","0","1009812","102011","10","0","1","1","哇哇……！\n禊，不要哭～","1009812136","0"
"91","","1009812","0","","","","","","1009812137",""
"3","","1009812","102011","1","","","","lsv_idle_sad","1009812138","0.2"
"3","","1009812","103611","0","0.2","1","lsv_talk_cool_sad_loop","lsv_talk_cool_sad","1009812139","0"
"21","","1009812","vo_lsv","0","","","0","vo_lsv_1234","1009812140",""
"11","0","1009812","103611","10","0","1","1","……這絕對是教了吧。\n真是的……","1009812141","0"
"91","","1009812","0","","","","","","1009812142",""
"3","","1009812","103611","1","","","","lsv_idle_cool_sad","1009812143","0.2"
"101","","1009812","1009812145","","","","","","1009812144",""
"91","","1009812","0","","","","","","1009812145",""
"102","","1009812","","","","","","","1009812146",""
"22","","1009812","0","","","","","0.2","1009812147",""
"93","","1009812","0.2","","","","","","1009812148",""
"12","0","1009812","100411","1","0","0","0","10","1009812149","0"
"3","","1009812","100411","0","0.2","1","lsv_eieio_loop","lsv_eieio","1009812150","0"
"93","","1009812","3","","","","","0","1009812151",""
"3","","1009812","100411","1","","","","lsv_idle_cool_joy","1009812152","0.2"
"12","0","1009812","102011","1","0","0","0","4","1009812153","0"
"3","","1009812","102011","0","0.2","1","lsv_talk_surprise","lsv_surprise","1009812154","0"
"93","","1009812","3","","","","","0","1009812155",""
"3","","1009812","102011","1","","","","lsv_idle_wish_joyR","1009812156","0.2"
"12","0","1009812","103611","1","0","0","0","2","1009812157","0"
"3","","1009812","103611","1","","","","lsv_talk_sad","1009812158","0.2"
"93","","1009812","3","","","","","0","1009812159",""
"3","","1009812","103611","1","","","","lsv_idle_sad","1009812160","0.2"
"101","","1009812","1009812149","","","","","","1009812161",""
"6","","1009812","333","1","0","0","1","1","1009812162","1"
"4","","1009812","103611","","","","","1","1009812163",""
"3","","1009812","103611","1","","","","lsv_run","1009812164","0.2"
"2","","1009812","103611","-235","","0","0.8","-750","1009812165",""
"4","","1009812","100411","","","","","0","1009812166",""
"3","","1009812","100411","1","","","","lsv_run","1009812167","0.2"
"2","","1009812","100411","-220","","0","0.8","750","1009812168",""
"4","","1009812","102011","","","","","0","1009812169",""
"3","","1009812","102011","1","","","","lsv_run","1009812170","0.2"
"2","","1009812","102011","-250","","0","0.8","850","1009812171",""
"93","","1009812","0.6","","","","","","1009812172",""
"6","","1009812","103611","1","0","0","1","1","1009812173","0.2"
"6","","1009812","100411","1","0","0","1","1","1009812174","0.2"
"6","","1009812","102011","1","0","0","1","1","1009812175","0.2"
"91","","1009812","0","","","","","","1009812176",""
"1","lsv_idle_normal","1009813","1","102","0","-235","-750","100411","1009813001","1.95"
"1","lsv_idle_normal","1009813","1","100","1","-220","650","103611","1009813002","1.95"
"1","lsv_idle_normal","1009813","1","101","1","-250","750","102011","1009813003","1.95"
"5","lsv_white_loop","1009813","1","0","0","0","0","333","1009813004","1"
"6","","1009813","333","1","0","0","1","1","1009813005","0"
"6","","1009813","100411","1","0","0","1","1","1009813006","0"
"6","","1009813","103611","1","0","0","1","1","1009813007","0"
"6","","1009813","102011","1","0","0","1","1","1009813008","0"
"7","","1009813","100411","0","","","0","2","1009813009",""
"2","","1009813","100411","-235","","0","0.5","-750","1009813010",""
"31","","1009813","1","-140","","0.8","10","16","1009813011","0"
"34","","1009813","16","0","","","0","2","1009813012",""
"93","","1009813","1","","","","","0","1009813013",""
"6","","1009813","333","1","0","0.4","1","1","1009813014","0.8"
"3","","1009813","100411","0","0","1","lsv_see_think","lsv_see_think_pre","1009813015","0.2"
"2","","1009813","100411","-235","","0","1.1","-600","1009813016",""
"6","","1009813","100411","1","0","1","1","1","1009813017","0.4"
"93","","1009813","1","","","","","","1009813018",""
"32","","1009813","16","","","","","1","1009813019",""
"91","","1009813","0","","","","","","1009813020",""
"94","","1009813","100411","260","","80","0","240","1009813021",""
"32","","1009813","16","","","","","0","1009813022",""
"7","","1009813","100411","2","","","0","0","1009813023",""
"3","","1009813","100411","1","","","","lsv_walk","1009813024","0.2"
"2","","1009813","100411","-235","","0","2","-250","1009813025",""
"3","","1009813","103611","1","","","","lsv_walk_joy","1009813026","0.2"
"2","","1009813","103611","-220","","0","2","100","1009813027",""
"6","","1009813","103611","1","0","1","1","1","1009813028","0.4"
"3","","1009813","102011","1","","","","lsv_walk","1009813029","0.2"
"2","","1009813","102011","-250","","0","2","270","1009813030",""
"6","","1009813","102011","1","0","1","1","1","1009813031","0.4"
"93","","1009813","2","","","","","","1009813032",""
"3","","1009813","100411","1","","","","lsv_idle_normal_talkR","1009813033","0.2"
"3","","1009813","103611","1","","","","lsv_idle_joy","1009813034","0.2"
"3","","1009813","102011","1","","","","lsv_idle_normal","1009813035","0.2"
"93","","1009813","0.5","","","","","","1009813036",""
"91","","1009813","0","","","","","","1009813037",""
"3","","1009813","100411","1","","","","lsv_talk_sad","1009813038","0.2"
"21","","1009813","vo_lsv","0","","","0","vo_lsv_1321","1009813039",""
"11","0","1009813","100411","10","0","1","1","唔唔……感覺好像真的是\n學校的老師\n會寫的東西呢……","1009813040","0"
"91","","1009813","0","","","","","","1009813041",""
"3","","1009813","100411","1","","","","lsv_idle_surprise_talkR1","1009813042","0.2"
"3","","1009813","103611","0","0.2","1","lsv_talk_doya_loop","lsv_talk_doya","1009813043","0"
"21","","1009813","vo_lsv","0","","","0","vo_lsv_1322","1009813044",""
"11","0","1009813","103611","10","0","1","1","因為今天我是老師啊。\n當然得像位老師才行！","1009813045","0"
"91","","1009813","0","","","","","","1009813046",""
"3","","1009813","103611","1","","","","lsv_idle_doya","1009813047","0.2"
"3","","1009813","102011","1","","","","lsv_talk_wish_joy","1009813048","0.2"
"21","","1009813","vo_lsv","0","","","0","vo_lsv_1323","1009813049",""
"11","0","1009813","102011","10","0","1","1","鏡華\n幹勁十足呢♪\n你們學了什麼呢？","1009813050","0"
"91","","1009813","0","","","","","","1009813051",""
"3","","1009813","102011","1","","","","lsv_idle_wish_joy","1009813052","0.2"
"3","","1009813","103611","1","","","","lsv_talk_cool_joy_loop","1009813053","0.2"
"21","","1009813","vo_lsv","0","","","0","vo_lsv_1324","1009813054",""
"11","0","1009813","103611","10","0","1","1","美美妳問得很好。\n那麼……\n在此要向各位提問。","1009813055","0"
"91","","1009813","0","","","","","","1009813056",""
"3","","1009813","103611","1","","","","lsv_idle_cool_joy","1009813057","0.2"
"3","","1009813","100411","0","0.2","1","lsv_talk_cool_sad_loop","lsv_talk_cool_sad","1009813058","0"
"21","","1009813","vo_lsv","0","","","0","vo_lsv_1325","1009813059",""
"11","0","1009813","100411","10","0","1","1","突然裝得好像老師……！\n……欸，\n哥哥也說點什麼吧。","1009813060","0"
"91","","1009813","0","","","","","","1009813061",""
"3","","1009813","100411","1","","","","lsv_idle_cool_sad","1009813062","0.2"
"3","","1009813","100411","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009813063","0"
"3","","1009813","103611","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009813064","0"
"3","","1009813","102011","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009813065","0"
"93","","1009813","0.1","","","","","0","1009813066",""
"2","","1009813","100411","-235","0.2","2","0.33","-452","1009813067",""
"2","","1009813","103611","-220","0.2","2","0.33","420","1009813068",""
"2","","1009813","102011","-250","0.2","2","0.33","545","1009813069",""
"22","","1009813","0","1","","","","0","1009813070","0.2"
"103","","1009813","好的老師！","0","","","","1009813074","1009813071",""
"103","","1009813","裝睡吧。","0","","","","1009813096","1009813072",""
"103","","1009813","要問我們什麼呢？","0","","","","1009813119","1009813073",""
"3","","1009813","100411","0","0.2","1","lsv_idle_normal","lsv_choice","1009813074","0"
"3","","1009813","103611","0","0.2","1","lsv_idle_normal","lsv_choice","1009813075","0"
"3","","1009813","102011","0","0.2","1","lsv_idle_normal","lsv_choice","1009813076","0"
"93","","1009813","0.1","","","","","0","1009813077",""
"2","","1009813","100411","-235","0.2","2","0.33","-200","1009813078",""
"2","","1009813","103611","-220","0.2","2","0.33","100","1009813079",""
"2","","1009813","102011","-250","0.2","2","0.33","270","1009813080",""
"93","","1009813","0.7","","","","","0","1009813081",""
"3","","1009813","100411","0","0.2","1","lsv_surprise3_loop","lsv_surprise3","1009813082","0"
"21","","1009813","vo_lsv","0","","","0","vo_lsv_1326","1009813083",""
"11","0","1009813","100411","10","0","1","1","竟然躍躍欲試！？","1009813084","0"
"91","","1009813","0","","","","","","1009813085",""
"3","","1009813","103611","1","","","","lsv_talk_thinking_joyR","1009813086","0.2"
"21","","1009813","vo_lsv","0","","","0","vo_lsv_1327","1009813087",""
"11","0","1009813","103611","10","0","1","1","回答得很棒呢。\n那麼，大家\n一起來複習看看吧。","1009813088","0"
"91","","1009813","0","","","","","","1009813089",""
"3","","1009813","103611","1","","","","lsv_idle_thinking_joy1","1009813090","0.2"
"3","","1009813","102011","0","0.2","1","lsv_idle_joy","lsv_handsup_joy","1009813091","0"
"21","","1009813","vo_lsv","0","","","0","vo_lsv_1328","1009813092",""
"11","0","1009813","102011","10","0","1","1","好的～我知道了。\n鏡華老師♪","1009813093","0"
"91","","1009813","0","","","","","","1009813094",""
"101","","1009813","1009813143","","","","","","1009813095",""
"3","","1009813","100411","0","0.2","1","lsv_idle_normal","lsv_choice","1009813096","0"
"3","","1009813","103611","0","0.2","1","lsv_idle_normal","lsv_choice","1009813097","0"
"3","","1009813","102011","0","0.2","1","lsv_idle_normal","lsv_choice","1009813098","0"
"93","","1009813","0.1","","","","","0","1009813099",""
"2","","1009813","100411","-235","0.2","2","0.33","-200","1009813100",""
"2","","1009813","103611","-220","0.2","2","0.33","100","1009813101",""
"2","","1009813","102011","-250","0.2","2","0.33","270","1009813102",""
"93","","1009813","0.7","","","","","0","1009813103",""
"3","","1009813","100411","0","0.2","1","lsv_sleep","lsv_look_idle_sad_wink","1009813104","0.2"
"21","","1009813","vo_lsv","0","","","0","vo_lsv_1329","1009813105",""
"11","0","1009813","100411","10","0","1","1","就……\n就是這個！哥哥。\n……呼──呼──呼──","1009813106","0"
"91","","1009813","0","","","","","","1009813107",""
"3","","1009813","100411","1","","","","lsv_sleep","1009813108","0.2"
"3","","1009813","103611","0","0.2","1","lsv_exactly_loop","lsv_exactly_in","1009813109","0"
"21","","1009813","vo_lsv","0","","","0","vo_lsv_1330","1009813110",""
"11","0","1009813","103611","10","0","1","1","嘿，那邊兩位同學！\n別在上課時睡覺！","1009813111","0"
"91","","1009813","0","","","","","","1009813112",""
"3","","1009813","103611","1","","","","lsv_idle_arm_crossed","1009813113","0.2"
"3","","1009813","102011","0","0.2","1","lsv_surprise3_pain_loop","lsv_surprise3_pain","1009813114","0"
"21","","1009813","vo_lsv","0","","","0","vo_lsv_1331","1009813115",""
"11","0","1009813","102011","10","0","1","1","你們起來啦～！\n大家一起學習嘛～！","1009813116","0"
"91","","1009813","0","","","","","","1009813117",""
"101","","1009813","1009813143","","","","","","1009813118",""
"3","","1009813","100411","0","0.2","1","lsv_idle_normal","lsv_choice","1009813119","0"
"3","","1009813","103611","0","0.2","1","lsv_idle_normal","lsv_choice","1009813120","0"
"3","","1009813","102011","0","0.2","1","lsv_idle_normal","lsv_choice","1009813121","0"
"93","","1009813","0.1","","","","","0","1009813122",""
"2","","1009813","100411","-235","0.2","2","0.33","-200","1009813123",""
"2","","1009813","103611","-220","0.2","2","0.33","100","1009813124",""
"2","","1009813","102011","-250","0.2","2","0.33","270","1009813125",""
"93","","1009813","0.7","","","","","0","1009813126",""
"3","","1009813","100411","1","","","","lsv_talk_bitter_sad","1009813127","0.2"
"21","","1009813","vo_lsv","0","","","0","vo_lsv_1332","1009813128",""
"11","0","1009813","100411","10","0","1","1","啊，結果說這個？\n沒有要對扮演老師的鏡華\n吐槽啊……","1009813129","0"
"91","","1009813","0","","","","","","1009813130",""
"3","","1009813","100411","1","","","","lsv_idle_bitter","1009813131","0.2"
"3","","1009813","103611","0","0.2","1","lsv_exactly_loop","lsv_exactly_in","1009813132","0"
"21","","1009813","vo_lsv","0","","","0","vo_lsv_1333","1009813133",""
"11","0","1009813","103611","10","0","1","1","禊同學？\n不可以說老師\n是在扮演！","1009813134","0"
"91","","1009813","0","","","","","","1009813135",""
"3","","1009813","103611","1","","","","lsv_idle_arm_crossed","1009813136","0.2"
"3","","1009813","102011","1","","","","lsv_talk_surprise_talkjoy","1009813137","0.2"
"21","","1009813","vo_lsv","0","","","0","vo_lsv_1334","1009813138",""
"11","0","1009813","102011","10","0","1","1","哇啊……！\n好像真的老師喔～！\n要好好學習才行……！","1009813139","0"
"91","","1009813","0","","","","","","1009813140",""
"3","","1009813","102011","1","","","","lsv_idle_surprise_joy","1009813141","0.2"
"101","","1009813","1009813143","","","","","","1009813142",""
"91","","1009813","0","","","","","","1009813143",""
"102","","1009813","","","","","","","1009813144",""
"22","","1009813","0","","","","","0.2","1009813145",""
"93","","1009813","0.2","","","","","","1009813146",""
"12","0","1009813","102011","1","0","0","0","5","1009813147","0"
"3","","1009813","102011","1","","","","lsv_talk_surprise","1009813148","0.2"
"93","","1009813","3","","","","","0","1009813149",""
"3","","1009813","102011","1","","","","lsv_idle_surprise","1009813150","0.2"
"12","0","1009813","103611","1","0","0","0","10","1009813151","0"
"3","","1009813","103611","0","0.2","1","lsv_talk_arm_crossed_loop_joy","lsv_talk_arm_crossed_joy","1009813152","0"
"93","","1009813","3","","","","","0","1009813153",""
"3","","1009813","103611","1","","","","lsv_idle_cool_joy","1009813154","0.2"
"12","0","1009813","100411","1","0","0","0","2","1009813155","0"
"3","","1009813","100411","1","","","","lsv_talk_bitter","1009813156","0.2"
"93","","1009813","3","","","","","0","1009813157",""
"3","","1009813","100411","1","","","","lsv_idle_normal_talkR","1009813158","0.2"
"101","","1009813","1009813147","","","","","","1009813159",""
"6","","1009813","333","1","0","0","1","1","1009813160","1"
"4","","1009813","100411","","","","","1","1009813161",""
"3","","1009813","100411","1","","","","lsv_run","1009813162","0.2"
"2","","1009813","100411","-235","","0","0.8","-750","1009813163",""
"4","","1009813","103611","","","","","0","1009813164",""
"3","","1009813","103611","1","","","","lsv_run","1009813165","0.2"
"2","","1009813","103611","-220","","0","0.8","750","1009813166",""
"4","","1009813","102011","","","","","0","1009813167",""
"3","","1009813","102011","1","","","","lsv_run","1009813168","0.2"
"2","","1009813","102011","-250","","0","0.8","850","1009813169",""
"93","","1009813","0.6","","","","","","1009813170",""
"6","","1009813","100411","1","0","0","1","1","1009813171","0.2"
"6","","1009813","103611","1","0","0","1","1","1009813172","0.2"
"6","","1009813","102011","1","0","0","1","1","1009813173","0.2"
"91","","1009813","0","","","","","","1009813174",""
"1","lsv_idle_normal","1009814","1","102","0","-235","-650","122811","1009814001","1.95"
"1","lsv_idle_normal","1009814","1","100","1","-220","650","122911","1009814002","1.95"
"1","lsv_idle_normal","1009814","1","101","1","-250","750","122711","1009814003","1.95"
"5","lsv_white_loop","1009814","1","0","0","0","0","333","1009814004","1"
"6","","1009814","333","1","0","0","1","1","1009814005","0"
"6","","1009814","122811","1","0","0","1","1","1009814006","0"
"6","","1009814","122911","1","0","0","1","1","1009814007","0"
"6","","1009814","122711","1","0","0","1","1","1009814008","0"
"25","","1009814","bgm_M610","0","","","0","bgm_M610","1009814009",""
"93","","1009814","1","","","","","0","1009814010",""
"6","","1009814","333","1","0","0.4","1","1","1009814011","0.8"
"3","","1009814","122911","1","","","","lsv_walk","1009814012","0.2"
"2","","1009814","122911","-220","","0","2","100","1009814013",""
"6","","1009814","122911","1","0","1","1","1","1009814014","0.4"
"3","","1009814","122711","1","","","","lsv_walk","1009814015","0.2"
"2","","1009814","122711","-250","","0","2","270","1009814016",""
"6","","1009814","122711","1","0","1","1","1","1009814017","0.4"
"93","","1009814","2","","","","","0","1009814018",""
"3","","1009814","122911","1","","","","lsv_idle_normal","1009814019","0.2"
"3","","1009814","122711","1","","","","lsv_idle_normal","1009814020","0.2"
