b9025b34bed511c176e87a5623263c3a533ac47f8f98bf4504a22e255565e5e4,6ab57fc0f9264859651606e43cec206c2bc6bb4b6877a792ec046385bd78250a,d7338c515eaaef530f3882d43bcf3120720b20ef08c8d4d388974de28692cc12,e84cec91c3c315bf0dbe88ea2ed567e7e8b88347c32d3a2934f1782088de58fd,cde5b0be5d836da2e4d471f65829d2414dcd1f7c19aea06ad6712a4fa0e70de8,099d376bc4ebf516c6add9d3954c94c656f569be208f913c2d666361b5558a6b,074e80f173ac5bc9f08f6935c413947cb95931e70aefc33f4cbf2dcef625f60d,66799aeba7abfffd6ec07431b644b78adf47a2eb3d781aa24d6fa98e70f5845a,284d5a22f1e9652b364598f188273cf56a536d5e601e99277caf4bcf581d46c6,76a096a1bcb3caa957e81c5eee74a528c42c37b9b588f208f502b3d79c349d53,e5637f7936dc484cac70befac1f007ac3a21e966c5e4d006fea45f5884998ba8
"","0.5","","40102","1401020024","93","","","","0",""
"1","1000001","0","40102","1401020025","3","0","<weapon>_idle","","<weapon>_attack_skipQuest","0"
"","0.1","","40102","1401020026","93","","","","0",""
"","se_travel_top","0","40102","1401020027","23","","","","se_travel_top_defeat_attack_jump",""
"","0.06","","40102","1401020028","93","","","","0",""
"","401004","","40102","1401020029","32","","","","1",""
"","20","0","40102","1401020030","3","0","","","die",""
"","0.25","","40102","1401020031","93","","","","0",""
"","401005","","40102","1401020032","32","","","","1",""
"","0.14","","40102","1401020033","93","","","","0",""
"","se_travel_top","0","40102","1401020034","23","","","","se_travel_top_defeat_fadeout",""
"","1401020030","","40102","1401020035","91","","","","",""
"0","20","1","40102","1401020036","6","0.5","1","","1",""
"","0.04","","40102","1401020037","93","","","","0",""
"","se_travel_top","0","40102","1401020038","23","","","","se_travel_top_defeat_drop_box",""
"","1401020036","","40102","1401020039","91","","","","",""
"","1000001","0","40102","1401020040","3","0","","","<weapon>_joy_short",""
"","0.54","","40102","1401020041","93","","","","0",""
"","se_travel_top","0","40102","1401020042","23","","","","se_travel_top_defeat_joy",""
"","1401020040","","40102","1401020043","91","","","","",""
"","","","40102","1401020044","111","","","","",""
"","0","","40102","1401020045","91","","","","",""
"0.65","401000","0","40111","1401110001","31","1","-55","","401000",""
"-73","0","55","40111","1401110002","5","1","0","normal","0","0"
"","0","","40111","1401110003","91","","","","0",""
"-140","2","51","40112","1401120001","1","1","-1000","<weapon>_idle","1000001","0"
"-140","21","50","40112","1401120002","5","0.6","190","idle","21","0"
"1","401001","0","40112","1401120003","31","1","0","","401001",""
"1","401002","0","40112","1401120004","31","1","0","","401002",""
"1","401003","-1000","40112","1401120005","31","0","-140","","401003",""
"1","401004","210","40112","1401120006","31","0","10","","401004",""
"0.7","401006","135","40112","1401120007","31","0","-100","","401006",""
"1","400011","0","40112","1401120008","31","1","0","","400011",""
"","0","","40112","1401120009","91","","","","0",""
"","0.7","","40112","1401120010","93","","","","0",""
"","1000001","1","40112","1401120011","3","0.2","","","<weapon>_run",""
"0","1000001","-140","40112","1401120012","2","","1.5","","-170",""
"","401003","","40112","1401120013","32","","","","1",""
"0","401003","-140","40112","1401120014","33","","1.5","","-170",""
"","0.2","","40112","1401120015","93","","","","0",""
"","se_travel_top","0","40112","1401120016","23","","","","se_travel_top_defeat_foot",""
"","0.5","","40112","1401120017","93","","","","0",""
"0","1000001","0.5","40112","1401120018","12","20","0","","4","220"
"","0.04","","40112","1401120019","93","","","","0",""
"","se_travel_top","0","40112","1401120020","23","","","","se_travel_top_defeat_emote_notice",""
"","1401120012","","40112","1401120021","91","","","","",""
"","1000001","1","40112","1401120022","3","0","","","<weapon>_idle",""
"","401003","","40112","1401120023","32","","","","0",""
"","0.5","","40112","1401120024","93","","","","0",""
"1","1000001","0","40112","1401120025","3","0","<weapon>_idle","","<weapon>_attack_skipQuest","0"
"","0.1","","40112","1401120026","93","","","","0",""
"","se_travel_top","0","40112","1401120027","23","","","","se_travel_top_defeat_attack_jump",""
"","0.06","","40112","1401120028","93","","","","0",""
"","401004","","40112","1401120029","32","","","","1",""
"","21","0","40112","1401120030","3","0","","","die",""
"","se_travel_top","0","40112","1401120031","23","","","","se_travel_top_defeat_wyvern_fall",""
"","1.4","","40112","1401120032","93","","","","0",""
"","401006","","40112","1401120033","32","","","","1",""
"","se_travel_top","0","40112","1401120034","23","","","","se_travel_top_defeat_fadeout",""
"","0.1","","40112","1401120035","93","","","","0",""
"","0","0.2","40112","1401120036","122","","","","24",""
"","se_travel_top","0","40112","1401120037","23","","","","se_travel_top_defeat_appear_silverbox",""
"","1401120030","","40112","1401120038","91","","","","",""
"0","21","1","40112","1401120039","6","0.5","1","","1",""
"","0.5","","40112","1401120040","93","","","","0",""
"","se_travel_top","0","40112","1401120041","23","","","","se_travel_top_defeat_drop_silverbox",""
"","1401120039","","40112","1401120042","91","","","","",""
"","1000001","0","40112","1401120043","3","0","","","<weapon>_joy_short",""
"","0.54","","40112","1401120044","93","","","","0",""
"","se_travel_top","0","40112","1401120045","23","","","","se_travel_top_defeat_joy",""
"","1401120043","","40112","1401120046","91","","","","",""
"","","","40112","1401120047","111","","","","",""
"","0","","40112","1401120048","91","","","","",""
"0.65","401000","0","40121","1401210001","31","1","-55","","401000",""
"-73","0","55","40121","1401210002","5","1","0","normal","0","0"
"","0","","40121","1401210003","91","","","","0",""
"-140","2","51","40122","1401220001","1","1","-1100","<weapon>_idle","1000001","0"
"-140","22","50","40122","1401220002","5","1","220","idle","22","0"
"1","401001","0","40122","1401220003","31","1","0","","401001",""
"1","401002","0","40122","1401220004","31","1","0","","401002",""
"1","401003","-1100","40122","1401220005","31","0","-140","","401003",""
"1","401004","210","40122","1401220006","31","0","-30","","4010041",""
"1","401004","210","40122","1401220007","31","0","-30","","4010042",""
"0.7","401007","135","40122","1401220008","31","0","-100","","401007",""
"0.8","401008","215","40122","1401220009","31","0","-135","","401008",""
"1","400012","0","40122","1401220010","31","1","0","","400012",""
"","0","","40122","1401220011","91","","","","0",""
"","se_travel_top","0","40122","1401220012","23","","","","se_travel_top_defeat_wipe",""
"1","22","0","40122","1401220013","3","0.2","idle","","awake","0.2"
"","0.83","","40122","1401220014","93","","","","0",""
"","se_travel_top","0","40122","1401220015","23","","","","se_travel_top_defeat_move_minotaur",""
"","0.07","","40122","1401220016","93","","","","0",""
"","0","0.7","40122","1401220017","122","","","","24",""
"","0.5","","40122","1401220018","93","","","","0",""
"","se_travel_top","0","40122","1401220019","23","","","","se_travel_top_defeat_move_minotaur2",""
"","1.3","","40122","1401220020","93","","","","0",""
"","se_travel_top","0","40122","1401220021","23","","","","se_travel_top_defeat_awake_minotaur",""
"","401008","","40122","1401220022","32","","","","1",""
"","0","1","40122","1401220023","122","","","","48",""
"","1.27","","40122","1401220024","93","","","","0",""
"","1000001","1","40122","1401220025","3","0.2","","","<weapon>_run",""
"0","1000001","-140","40122","1401220026","2","","1.5","","-170",""
"","401003","","40122","1401220027","32","","","","1",""
"0","401003","-140","40122","1401220028","33","","1.5","","-170",""
"","0.2","","40122","1401220029","93","","","","0",""
"","se_travel_top","0","40122","1401220030","23","","","","se_travel_top_defeat_foot",""
"","0.5","","40122","1401220031","93","","","","0",""
"0","1000001","0.5","40122","1401220032","12","20","0","","4","220"
"","0.04","","40122","1401220033","93","","","","0",""
"","se_travel_top","0","40122","1401220034","23","","","","se_travel_top_defeat_emote_notice",""
"","1401220026","","40122","1401220035","91","","","","",""
"","1000001","1","40122","1401220036","3","0","","","<weapon>_idle",""
"","401003","","40122","1401220037","32","","","","0",""
"","0.5","","40122","1401220038","93","","","","0",""
"1","1000001","0","40122","1401220039","3","0","<weapon>_idle","","<weapon>_attack_skipQuest","0"
"","0.1","","40122","1401220040","93","","","","0",""
"","se_travel_top","0","40122","1401220041","23","","","","se_travel_top_defeat_attack_jump",""
"","0.06","","40122","1401220042","93","","","","0",""
"","4010041","","40122","1401220043","32","","","","1",""
"1","22","0","40122","1401220044","3","0","idle","","damage","0"
"","1.6","","40122","1401220045","93","","","","0",""
"1","1000001","0","40122","1401220046","3","0","<weapon>_idle","","<weapon>_attack_skipQuest","0"
"","0.1","","40122","1401220047","93","","","","0",""
"","se_travel_top","0","40122","1401220048","23","","","","se_travel_top_defeat_attack_jump",""
"","0.06","","40122","1401220049","93","","","","0",""
"","4010042","","40122","1401220050","32","","","","1",""
"","22","0","40122","1401220051","3","0","","","die",""
"","se_travel_top","0","40122","1401220052","23","","","","se_travel_top_defeat_die_minotaur",""
"","1.67","","40122","1401220053","93","","","","0",""
"","401007","","40122","1401220054","32","","","","1",""
"","se_travel_top","0","40122","1401220055","23","","","","se_travel_top_defeat_die_minotaur2",""
"","0.1","","40122","1401220056","93","","","","0",""
"","0","0.2","40122","1401220057","122","","","","24",""
"","se_travel_top","0","40122","1401220058","23","","","","se_travel_top_defeat_appear_goldenbox",""
"","1401220051","","40122","1401220059","91","","","","",""
"0","22","1","40122","1401220060","6","0.5","1","","1",""
"","se_travel_top","0","40122","1401220061","23","","","","se_travel_top_defeat_fadeout",""
"","0.2","","40122","1401220062","93","","","","0",""
"","se_travel_top","0","40122","1401220063","23","","","","se_travel_top_defeat_drop_goldenbox",""
"","1401220060","","40122","1401220064","91","","","","",""
"","1000001","0","40122","1401220065","3","0","","","<weapon>_joy_short",""
"","0.54","","40122","1401220066","93","","","","0",""
"","se_travel_top","0","40122","1401220067","23","","","","se_travel_top_defeat_joy",""
"","1401220065","","40122","1401220068","91","","","","",""
"","","","40122","1401220069","111","","","","",""
"","0","","40122","1401220070","91","","","","",""
"0.65","401300","0","40131","1401310001","31","1","-55","","401300",""
"-73","0","55","40131","1401310002","5","1","0","normal","0","0"
"","0","","40131","1401310003","91","","","","0",""
"-195","1","56","40132","1401320001","1","1.75","-20","travel_topdrama_r_4000_idle","1000001","0"
"-140","1","55","40132","1401320002","1","1.75","-260","travel_topdrama_r_4000_idle","1000002","0"
"-140","1","54","40132","1401320003","1","1.75","-450","travel_topdrama_r_4000_idle","1000003","0"
"-150","7","53","40132","1401320004","5","1","435","travel_topdrama_r_4013_static","7","0"
"-2000","8","57","40132","1401320005","5","1.75","-2000","travel_topdrama_r_4013_catch_1","8","0"
"1","401301","0","40132","1401320006","31","1","0","","401301",""
"1","401303","0","40132","1401320007","31","1","0","","401303",""
"1","401304","50","40132","1401320008","31","0","68","","401304",""
"1","401305","312","40132","1401320009","31","0","-158","","401305",""
"1","401306","312","40132","1401320010","31","0","-158","","401306",""
"0.8","401307","36","40132","1401320011","31","0","188","","401307",""
"1","401308","-258","40132","1401320012","31","0","200","","401308",""
"1","401318","-437","40132","1401320013","31","0","255","","4013082",""
"1","401309","120","40132","1401320014","31","0","-15","","401309",""
"1","401310","120","40132","1401320015","31","0","-15","","401310",""
"1","401312","-42","40132","1401320016","31","0","-91","","401312",""
"1","401313","0","40132","1401320017","31","0","0","","401313",""
"1","401314","0","40132","1401320018","31","0","0","","401314",""
"1","400013","0","40132","1401320019","31","1","0","","400013",""
"","0","","40132","1401320020","91","","","","0",""
"","1","","40132","1401320021","93","","","","0",""
"","1000001","0","40132","1401320022","3","0.2","","","travel_topdrama_r_4013_touch_1",""
"","se_travel_top","","40132","1401320023","23","","","","se_travel_top_aruma_01",""
"","401309","","40132","1401320024","32","","","","1",""
"","1","","40132","1401320025","93","","","","0",""
"","7","0","40132","1401320026","3","0","","","travel_topdrama_r_4013_danger_1",""
"","1.63","","40132","1401320027","93","","","","0",""
"","se_travel_top","","40132","1401320028","23","","","","se_travel_top_aruma_04",""
"","0.04","","40132","1401320029","93","","","","0",""
"","1000001","1","40132","1401320030","3","0.6","","","travel_topdrama_r_4013_touch_loop",""
"","0.4","","40132","1401320031","93","","","","0",""
"","se_travel_top","","40132","1401320032","23","","","","se_travel_top_aruma_05",""
"","1.33","","40132","1401320033","93","","","","0",""
"0","8","-195","40132","1401320034","2","","0","","-20",""
"0","8","0","40132","1401320035","3","0","","","travel_topdrama_r_4013_catch_1","0"
"","se_travel_top","","40132","1401320036","23","","","","se_travel_top_aruma_06",""
"0","7","0","40132","1401320037","3","0.1","travel_topdrama_r_4013_static","","travel_topdrama_r_4013_safe","0.1"
"1","1000001","0","40132","1401320038","3","0.1","travel_topdrama_r_4013_runaway","","travel_topdrama_r_4013_catch","0"
"","401313","","40132","1401320039","32","","","","1",""
"","0.66","","40132","1401320040","93","","","","0",""
"","401312","","40132","1401320041","32","","","","1",""
"","se_travel_top","","40132","1401320042","23","","","","se_travel_top_aruma_07",""
"","0.97","","40132","1401320043","93","","","","0",""
"","1000001","","40132","1401320044","4","","","","1",""
"1","1000001","1","40132","1401320045","3","0","","","travel_topdrama_r_4013_runaway",""
"1","1000002","1","40132","1401320046","3","0.1","","","travel_topdrama_r_4000_run_normal",""
"1","1000003","1","40132","1401320047","3","0.1","","","travel_topdrama_r_4000_run_normal",""
"","se_travel_top","","40132","1401320048","23","","","","se_travel_top_aruma_08",""
"0","8","","40132","1401320049","4","","","","1",""
"0","8","-195","40132","1401320050","2","","2.5","","-1600",""
"1","8","1","40132","1401320051","3","0","","","travel_topdrama_r_4013_runaway_1","0"
"0","1000001","-195","40132","1401320052","2","","2.5","","-1600",""
"0","1000002","-195","40132","1401320053","2","","1.4","","-20",""
"0","1000003","-140","40132","1401320054","2","","1.4","","-215",""
"","1.4","","40132","1401320055","93","","","","0",""
"","401310","","40132","1401320056","32","","","","1",""
"","1000002","0","40132","1401320057","3","0.2","","","travel_topdrama_r_4013_touch_2",""
"","1000003","1","40132","1401320058","3","0.2","","","travel_topdrama_r_4000_idle",""
"","1","","40132","1401320059","93","","","","0",""
"","7","0","40132","1401320060","3","0","","","travel_topdrama_r_4013_danger_2",""
"","1.67","","40132","1401320061","93","","","","0",""
"","401304","","40132","1401320062","32","","","","1",""
"","se_travel_top","","40132","1401320063","23","","","","se_travel_top_aruma_10",""
"","0.3","","40132","1401320064","93","","","","0",""
"","1000002","1","40132","1401320065","3","0.6","","","travel_topdrama_r_4013_touch_loop",""
"","0.1","","40132","1401320066","93","","","","0",""
"","se_travel_top","","40132","1401320067","23","","","","se_travel_top_aruma_05",""
"","0.06","","40132","1401320068","93","","","","0",""
"","401307","","40132","1401320069","32","","","","1",""
"","0.57","","40132","1401320070","93","","","","0",""
"","401314","","40132","1401320071","32","","","","1",""
"1","7","0","40132","1401320072","3","0.1","travel_topdrama_r_4013_idle","","travel_topdrama_r_4013_out","0.1"
"","se_travel_top","","40132","1401320073","23","","","","se_travel_top_aruma_18",""
"","401308","","40132","1401320074","32","","","","1",""
"","4013082","","40132","1401320075","32","","","","1",""
"","0.1","","40132","1401320076","93","","","","0",""
"1","1000002","0","40132","1401320077","3","0","travel_topdrama_r_4013_run","","travel_topdrama_r_4013_shock","0"
"1","1000003","0","40132","1401320078","3","0","travel_topdrama_r_4013_run","","travel_topdrama_r_4013_shock","0"
"","0.86","","40132","1401320079","93","","","","0",""
"","1000002","1","40132","1401320080","3","0","","","travel_topdrama_r_4013_run",""
"","1000003","1","40132","1401320081","3","0","","","travel_topdrama_r_4013_run",""
"0","1000002","-195","40132","1401320082","2","","2.5","","-1600",""
"0","1000003","-140","40132","1401320083","2","","2.5","","-1600",""
"","0.07","","40132","1401320084","93","","","","0",""
"","0","0.4","40132","1401320085","122","","","","24",""
"","401305","","40132","1401320086","32","","","","1",""
"","401306","","40132","1401320087","32","","","","1",""
"","0.9","","40132","1401320088","93","","","","0",""
"","se_travel_top","","40132","1401320089","23","","","","se_travel_top_aruma_21",""
"","1.1","","40132","1401320090","93","","","","0",""
"","0","","40132","1401320091","111","","","","",""
"","0","","40132","1401320092","91","","","","",""
"0.65","401300","0","40141","1401410001","31","1","-55","","401300",""
"-73","0","55","40141","1401410002","5","1","0","normal","0","0"
"","0","","40141","1401410003","91","","","","0",""
"-195","1","56","40142","1401420001","1","1.75","-20","travel_topdrama_r_4000_idle","1000001","0"
"-140","1","55","40142","1401420002","1","1.75","-260","travel_topdrama_r_4000_idle","1000002","0"
"-140","1","54","40142","1401420003","1","1.75","-450","travel_topdrama_r_4000_idle","1000003","0"
"-150","7","53","40142","1401420004","5","1","435","travel_topdrama_r_4013_static","7","0"
"-2000","8","57","40142","1401420005","5","1.75","-2000","travel_topdrama_r_4013_catch_1","8","0"
"1","401301","0","40142","1401420006","31","1","0","","401301",""
"1","401303","0","40142","1401420007","31","1","0","","401303",""
"1","401304","40","40142","1401420008","31","0","78","","401304",""
"1","401304","40","40142","1401420009","31","0","78","","4013042",""
"1","401305","312","40142","1401420010","31","0","-158","","401305",""
"1","401306","312","40142","1401420011","31","0","-158","","401306",""
"0.8","401307","36","40142","1401420012","31","0","188","","401307",""
"1","401308","-258","40142","1401420013","31","0","200","","401308",""
"1","401308","-437","40142","1401420014","31","0","255","","4013082",""
"1","401309","120","40142","1401420015","31","0","-15","","401309",""
"1","401310","120","40142","1401420016","31","0","-15","","401310",""
"1","401311","120","40142","1401420017","31","0","-10","","401311",""
"1","401312","-42","40142","1401420018","31","0","-91","","401312",""
"1","401312","-42","40142","1401420019","31","0","-91","","4013122",""
"1","401313","0","40142","1401420020","31","0","0","","401313",""
"1","401313","0","40142","1401420021","31","0","0","","4013132",""
"1","401314","0","40142","1401420022","31","0","0","","401314",""
"1","400014","0","40142","1401420023","31","1","0","","401400",""
"","0","","40142","1401420024","91","","","","0",""
"","1","","40142","1401420025","93","","","","0",""
"1","1000001","0","40142","1401420026","3","0.3","travel_topdrama_r_4013_touch_loop","","travel_topdrama_r_4013_touch_1",""
"","se_travel_top","","40142","1401420027","23","","","","se_travel_top_aruma_01",""
"","401309","","40142","1401420028","32","","","","1",""
"","1","","40142","1401420029","93","","","","0",""
"","7","0","40142","1401420030","3","0","","","travel_topdrama_r_4013_danger_1",""
"","1.63","","40142","1401420031","93","","","","0",""
"","se_travel_top","","40142","1401420032","23","","","","se_travel_top_aruma_04",""
"","0.04","","40142","1401420033","93","","","","0",""
"","1000001","1","40142","1401420034","3","0.3","","","travel_topdrama_r_4013_touch_loop",""
"","0.4","","40142","1401420035","93","","","","0",""
"","se_travel_top","","40142","1401420036","23","","","","se_travel_top_aruma_05",""
"","1.33","","40142","1401420037","93","","","","0",""
"0","8","-195","40142","1401420038","2","","0","","-20",""
"0","8","0","40142","1401420039","3","0","","","travel_topdrama_r_4013_catch_1",""
"","se_travel_top","","40142","1401420040","23","","","","se_travel_top_aruma_06",""
"0","7","0","40142","1401420041","3","0.1","travel_topdrama_r_4013_static","","travel_topdrama_r_4013_safe","0.1"
"","1000001","0","40142","1401420042","3","0.1","","","travel_topdrama_r_4013_catch",""
"","401313","","40142","1401420043","32","","","","1",""
"","0.66","","40142","1401420044","93","","","","0",""
"","401312","","40142","1401420045","32","","","","1",""
"","se_travel_top","","40142","1401420046","23","","","","se_travel_top_aruma_07",""
"","0.97","","40142","1401420047","93","","","","0",""
"","1000001","","40142","1401420048","4","","","","1",""
"","1000001","1","40142","1401420049","3","0","","","travel_topdrama_r_4013_runaway",""
"","1000002","1","40142","1401420050","3","0.1","","","travel_topdrama_r_4000_run_normal",""
"","1000003","1","40142","1401420051","3","0.1","","","travel_topdrama_r_4000_run_normal",""
"","se_travel_top","","40142","1401420052","23","","","","se_travel_top_aruma_08",""
"0","8","","40142","1401420053","4","","","","1",""
"0","8","-195","40142","1401420054","2","","2.5","","-1600",""
"1","8","1","40142","1401420055","3","0","","","travel_topdrama_r_4013_runaway_1",""
"0","1000001","-195","40142","1401420056","2","","2.5","","-1600",""
"0","1000002","-195","40142","1401420057","2","","1.4","","-20",""
"0","1000003","-140","40142","1401420058","2","","1.4","","-215",""
"","1.4","","40142","1401420059","93","","","","0",""
"","401310","","40142","1401420060","32","","","","1",""
"1","1000002","0","40142","1401420061","3","0.2","travel_topdrama_r_4013_touch_loop","","travel_topdrama_r_4013_touch_2","0.3"
"","1000003","1","40142","1401420062","3","0.2","","","travel_topdrama_r_4000_idle",""
"","1","","40142","1401420063","93","","","","0",""
"","7","0","40142","1401420064","3","0","","","travel_topdrama_r_4013_danger_2",""
"","1.67","","40142","1401420065","93","","","","0",""
"","401304","","40142","1401420066","32","","","","1",""
"","se_travel_top","","40142","1401420067","23","","","","se_travel_top_aruma_10",""
"","0.3","","40142","1401420068","93","","","","0",""
"","1000002","1","40142","1401420069","3","0.3","","","travel_topdrama_r_4013_touch_loop",""
"","0.2","","40142","1401420070","93","","","","0",""
"","se_travel_top","","40142","1401420071","23","","","","se_travel_top_aruma_05",""
"","0.83","","40142","1401420072","93","","","","0",""
"0","8","","40142","1401420073","4","","","","0",""
"0","8","-195","40142","1401420074","2","","0","","-20",""
"","8","0","40142","1401420075","3","0","","","travel_topdrama_r_4013_catch_2",""
"","se_travel_top","","40142","1401420076","23","","","","se_travel_top_aruma_11",""
"0","7","0","40142","1401420077","3","0.1","travel_topdrama_r_4013_static","","travel_topdrama_r_4013_safe","0.1"
"1","1000002","0","40142","1401420078","3","0.1","travel_topdrama_r_4013_runaway","","travel_topdrama_r_4013_catch","0"
"","4013132","","40142","1401420079","32","","","","1",""
"","0.66","","40142","1401420080","93","","","","0",""
"","4013122","","40142","1401420081","32","","","","1",""
"","se_travel_top","","40142","1401420082","23","","","","se_travel_top_aruma_12",""
"","0.97","","40142","1401420083","93","","","","0",""
"","1000002","","40142","1401420084","4","","","","1",""
"","1000002","1","40142","1401420085","3","0","","","travel_topdrama_r_4013_runaway",""
"","1000003","1","40142","1401420086","3","0.1","","","travel_topdrama_r_4000_run_normal",""
"","se_travel_top","","40142","1401420087","23","","","","se_travel_top_aruma_08",""
"0","8","","40142","1401420088","4","","","","1",""
"0","8","-195","40142","1401420089","2","","2.5","","-1600",""
"","8","1","40142","1401420090","3","0","","","travel_topdrama_r_4013_runaway_2",""
"0","1000002","-195","40142","1401420091","2","","2.5","","-1600",""
"0","1000003","-195","40142","1401420092","2","","1.4","","-20",""
"","1.4","","40142","1401420093","93","","","","0",""
"1","1000003","0","40142","1401420094","3","0.2","travel_topdrama_r_4013_touch_loop","","travel_topdrama_r_4013_touch_3","0.3"
"","401311","","40142","1401420095","32","","","","1",""
"","1","","40142","1401420096","93","","","","0",""
"","7","0","40142","1401420097","3","0","","","travel_topdrama_r_4013_danger_3_in",""
"","2.16","","40142","1401420098","93","","","","0",""
"","4013042","","40142","1401420099","32","","","","1",""
"","0.54","","40142","1401420100","93","","","","0",""
"","1000003","1","40142","1401420101","3","0.3","","","travel_topdrama_r_4013_touch_loop",""
"","0.34","","40142","1401420102","93","","","","0",""
"","401307","","40142","1401420103","32","","","","1",""
"","0.5","","40142","1401420104","93","","","","0",""
"","401314","","40142","1401420105","32","","","","1",""
"1","7","0","40142","1401420106","3","0.1","travel_topdrama_r_4013_idle","","travel_topdrama_r_4013_out","0.1"
"","se_travel_top","","40142","1401420107","23","","","","se_travel_top_aruma_18",""
"","401308","","40142","1401420108","32","","","","1",""
"","0.1","","40142","1401420109","93","","","","0",""
"1","1000003","0","40142","1401420110","3","0","travel_topdrama_r_4013_run","","travel_topdrama_r_4013_shock","0"
"","0.86","","40142","1401420111","93","","","","0",""
"","1000003","1","40142","1401420112","3","0","","","travel_topdrama_r_4013_run",""
"0","1000003","-195","40142","1401420113","2","","2.5","","-1600",""
"","0.07","","40142","1401420114","93","","","","0",""
"","0","0.4","40142","1401420115","122","","","","24",""
"","401305","","40142","1401420116","32","","","","1",""
"","401306","","40142","1401420117","32","","","","1",""
"","0.9","","40142","1401420118","93","","","","0",""
"","se_travel_top","","40142","1401420119","23","","","","se_travel_top_aruma_21",""
"","1.1","","40142","1401420120","93","","","","0",""
"","0","","40142","1401420121","111","","","","",""
"","0","","40142","1401420122","91","","","","",""
"0.65","401300","0","40151","1401510001","31","1","-55","","401300",""
"-73","0","55","40151","1401510002","5","1","0","normal","0","0"
"","0","","40151","1401510003","91","","","","0",""
"-195","1","56","40152","1401520001","1","1.75","-20","travel_topdrama_r_4000_idle","1000001","0"
"-140","1","55","40152","1401520002","1","1.75","-260","travel_topdrama_r_4000_idle","1000002","0"
"-140","1","54","40152","1401520003","1","1.75","-450","travel_topdrama_r_4000_idle","1000003","0"
"-150","7","53","40152","1401520004","5","1","435","travel_topdrama_r_4013_static","7","0"
"-2000","8","57","40152","1401520005","5","1.75","-2000","travel_topdrama_r_4013_catch_1","8","0"
"1","401301","0","40152","1401520006","31","1","0","","401301",""
"1","401303","0","40152","1401520007","31","1","0","","401303",""
"1","401304","40","40152","1401520008","31","0","78","","401304",""
"1","401304","40","40152","1401520009","31","0","78","","4013042",""
"1","401315","40","40152","1401520010","31","0","78","","401315",""
"1","401316","27","40152","1401520011","31","0","103","","401316",""
"0.8","401307","36","40152","1401520012","31","0","188","","401307",""
"1","401309","120","40152","1401520013","31","0","-15","","401309",""
"1","401310","120","40152","1401520014","31","0","-15","","401310",""
"1","401311","120","40152","1401520015","31","0","-10","","401311",""
"1","401312","-42","40152","1401520016","31","0","-91","","401312",""
"1","401312","-42","40152","1401520017","31","0","-91","","4013122",""
"1","401312","-42","40152","1401520018","31","0","-81","","4013123",""
"1","401313","0","40152","1401520019","31","0","0","","401313",""
"1","401313","0","40152","1401520020","31","0","0","","4013132",""
"1","401313","0","40152","1401520021","31","0","0","","4013133",""
"1","400015","0","40152","1401520022","31","1","0","","401500",""
"","0","","40152","1401520023","91","","","","0",""
"","1","","40152","1401520024","93","","","","0",""
"1","1000001","0","40152","1401520025","3","0.2","travel_topdrama_r_4013_touch_loop","","travel_topdrama_r_4013_touch_1","0.3"
"","se_travel_top","","40152","1401520026","23","","","","se_travel_top_aruma_01",""
"","401309","","40152","1401520027","32","","","","1",""
"","1","","40152","1401520028","93","","","","0",""
"","7","0","40152","1401520029","3","0","","","travel_topdrama_r_4013_danger_1",""
"","1.63","","40152","1401520030","93","","","","0",""
"","se_travel_top","","40152","1401520031","23","","","","se_travel_top_aruma_04",""
"","0.04","","40152","1401520032","93","","","","0",""
"","1000001","1","40152","1401520033","3","0.3","","","travel_topdrama_r_4013_touch_loop",""
"","0.4","","40152","1401520034","93","","","","0",""
"","se_travel_top","","40152","1401520035","23","","","","se_travel_top_aruma_05",""
"","0.83","","40152","1401520036","93","","","","0",""
"0","8","-195","40152","1401520037","2","","0","","-20",""
"","8","0","40152","1401520038","3","0","","","travel_topdrama_r_4013_catch_1",""
"","se_travel_top","","40152","1401520039","23","","","","se_travel_top_aruma_06",""
"0","7","0","40152","1401520040","3","0.1","travel_topdrama_r_4013_static","","travel_topdrama_r_4013_safe","0.1"
"","1000001","0","40152","1401520041","3","0.1","","","travel_topdrama_r_4013_catch",""
"","401313","","40152","1401520042","32","","","","1",""
"","0.66","","40152","1401520043","93","","","","0",""
"","401312","","40152","1401520044","32","","","","1",""
"","se_travel_top","","40152","1401520045","23","","","","se_travel_top_aruma_07",""
"","0.97","","40152","1401520046","93","","","","0",""
"","1000001","","40152","1401520047","4","","","","1",""
"","1000001","1","40152","1401520048","3","0","","","travel_topdrama_r_4013_runaway",""
"","1000002","1","40152","1401520049","3","0.1","","","travel_topdrama_r_4000_run_normal",""
"","1000003","1","40152","1401520050","3","0.1","","","travel_topdrama_r_4000_run_normal",""
"","se_travel_top","","40152","1401520051","23","","","","se_travel_top_aruma_08",""
"0","8","","40152","1401520052","4","","","","1",""
"0","8","-195","40152","1401520053","2","","2.5","","-1600",""
"1","8","1","40152","1401520054","3","0","","","travel_topdrama_r_4013_runaway_1",""
"0","1000001","-195","40152","1401520055","2","","2.5","","-1600",""
"0","1000002","-195","40152","1401520056","2","","1.4","","-20",""
"0","1000003","-140","40152","1401520057","2","","1.4","","-215",""
"","1.4","","40152","1401520058","93","","","","0",""
"","401310","","40152","1401520059","32","","","","1",""
