88cbc0fc5fd01888a43f62a3eb24dd8046ebebd7c9b52b0911c4122a3b06e813,4c20db6898a562023c5920079e4816ebc38ffccb46cf426745a2af5034738527,efbb643247a935526ca0f88850e618e8fe0bc87255b98aaa8c8433fc43cfaac4,1915c5d6740846598c47e08905c20d264eb73a624cd5d0e45a54bfac1646053a,1e0a229f7e47a2f99b8ad90065d028c129c2463fa2ebdd9548d16cb0b5b54fcb,0ebe8605cdcfaa73a86ee571051c275cc4e6fab7f959f19605c25dbfd703fe87,0a6f7ccc998d92f2344f0736bca5bd3bdcbf8a30df5b25652e05e96c99781788,b91aa963184eab2983d77e865dcb592faeaaf91722513fd0ab408195c865774a,94790e7dda0823263dd2c8e181d79e485f3a023249d6f7f0e3ee1fe4380264a8,7e97170f416fc2527d0de167e7cebf5a5e41c4687644291000978dce149d3da6,471929f48703c0c4812914c6272c9120dbf2cc42fdaa3c7b97bc79d84f3cfa5a,c2810f6d44ab51fa7ef551d0d357b5251289858869d61410762168f57be75864,66fbb0aee13e8acc02cc77e2efc656e29bd6e30424f59d1826916fe233f4e3d3,6c5d016719f419f7dc3a996e5d2a4e2182327e990d1776114b89cb5b06459618,e86fae2a8ec14a9b58a242edf436e6ee00ba96bcde7bcd7c7332edf119e1d923,489621b2f1c5ff634c33dcc9b20b657371fbdb03209d8f889330ee1b21971c50,8a64aa2ecae6dd6bacf95df3d24d79a3e08c09f7ae97807c94814436a82a0c3f,1280a0e7b7223e7924628a3b87c3ca237dddbadd1d9ec2920098f5d2446d41f6,e7823bd5e6db4830b3b0240f64d2c4eee7fc7fde15ef390039da1a43793b5437,64e4759a18c7baadc3e66119db5f03ef2a6bf1b1a663bb5152f9314f9789eed3,2388ec6c8645515aab08e16a56de326f4b77f4dbdc588cf68c151a297e07cdd8,a9af709c27682315e7ec497c7e2dfd1d46930c7e4edce49fbc28af568272ee7a,d296af97a48f3414fd469a648c0d3c6d28fc8f2f7425db507a4929dd4a83a7aa,1590f044a6127ca46d74f56031f9894ff91f9261310db81d0968ff88a747ebb8,554aa9841b0cd3ae7b4ef671670dbab18d630d87f3954acd61a848013f2a837c,364ec0d639039d4347339c281537cae43b192993b6d3cbb9ef87cea9ce54aa5c,10668f25c927594c96b56aeb8ad1f8b1d436cd5d67caebbbed95c6028f9e3786,808bc10e868aabc4dd0b31898e51a88deb71d51a7ba9bdea83ebea97b190edb7,d6a6a8a7bc658b43fb3c85aab17c912d236f9798d46c32ab7c7fe9c878f28a6b,2c1aabaabb48a8246e9d1ad015b4b6f9beae59889b927ae2d6748132d0c97480,bf5811f881c5e1a6b54750a89a2b92b3dedf50e9e4b3726750bf4bb37f51f314,bfe52fbfb6a7b315324c8e3ff3990aa28815ecbd1905e2272cf4721a458061a5,1143920a33cc78fc24a0a12aabfb8ce1ff7451ca9c621df0f695ea22179b99eb,f08afd5e0f4c1e029b5ea1df25c22fa3fbff0df1224e1cd2792248f90cf1d04c,ef90af3f1a7bc78185f21aed8b34b61717bc90d07e5d5f08c4921b7864df557c,27bbf0acc06971e73cee3283b9501ce1600fce7f38d37c180da7a61e04689c57,83100b8f5e5ed47d78562d2db897fa32b6ae4a336399f3c84ce5e86ad2f9c176,34dfdfb6d0fdd499454c1f96b9e1b272583f50a9593a790387a28249c07e0c83,faa6c8302153a9b50de36e31738af8acc408217711f2654ecfd612994205de07,75a32cf206f3979a2618c2c2d9ab635d0658b074c7c3cd14eebd5d41235d10ac
"25","25","0","1","10","200000001","25","25","0","0","25","0","25","25","0","25","25","22","25","25","25","330","16","0","25","25","25","0","204200","0","0","30","2759","25","0","1","25","10","1","620420025"
"26","26","0","1","10","200000001","26","26","0","0","26","0","26","26","0","26","26","24","26","26","26","351","17","0","26","26","26","0","204200","0","0","30","2962","26","0","1","26","10","1","620420026"
"27","27","0","1","10","200000001","27","27","0","0","27","0","27","27","0","27","27","26","27","27","27","373","18","0","27","27","27","0","204200","0","0","30","3165","27","0","1","27","10","1","620420027"
"28","28","0","1","10","200000001","28","28","0","0","28","0","28","28","0","28","28","27","28","28","28","394","19","0","28","28","28","0","204200","0","0","30","3368","28","0","1","28","10","1","620420028"
"29","29","0","1","10","200000001","29","29","0","0","29","0","29","29","0","29","29","29","29","29","29","415","20","0","29","29","29","0","204200","0","0","30","3572","29","0","1","29","10","1","620420029"
"30","30","0","1","10","200000001","30","30","0","0","30","0","30","30","0","30","30","30","30","30","30","450","21","0","30","30","30","0","204200","0","0","30","3995","30","0","1","30","10","1","620420030"
"31","31","0","1","10","200000001","31","31","0","0","31","0","31","31","0","31","31","30","31","31","31","485","22","0","31","31","31","0","204200","0","0","30","4419","31","0","1","31","10","1","620420031"
"32","32","0","1","10","200000001","32","32","0","0","32","0","32","32","0","32","32","31","32","32","32","520","23","0","32","32","32","0","204200","0","0","30","4843","32","0","1","32","10","1","620420032"
"33","33","0","1","10","200000001","33","33","0","0","33","0","33","33","0","33","33","31","33","33","33","545","23","0","33","33","33","0","204200","0","0","30","5274","33","0","1","33","10","1","620420033"
"34","34","0","1","10","200000001","34","34","0","0","34","0","34","34","0","34","34","31","34","34","34","569","24","0","34","34","34","0","204200","0","0","30","5706","34","0","1","34","10","1","620420034"
"35","35","0","1","10","200000001","35","35","0","0","35","0","35","35","0","35","35","31","35","35","35","594","24","0","35","35","35","0","204200","0","0","30","6137","35","0","1","35","10","1","620420035"
"36","36","0","1","10","200000001","36","36","0","0","36","0","36","36","0","36","36","32","36","36","36","675","24","0","36","36","36","0","204200","0","0","30","6533","36","0","1","36","10","1","620420036"
"37","37","0","1","10","200000001","37","37","0","0","37","0","37","37","0","37","37","32","37","37","37","755","24","0","37","37","37","0","204200","0","0","30","6929","37","0","1","37","10","1","620420037"
"38","38","0","1","10","200000001","38","38","0","0","38","0","38","38","0","38","38","32","38","38","38","755","24","0","38","38","38","0","204200","0","0","30","6929","38","0","1","38","10","1","620420038"
"39","39","0","1","10","200000001","39","39","0","0","39","0","39","39","0","39","39","47","39","39","39","860","35","0","39","39","39","0","204200","0","0","30","8267","39","0","1","39","10","1","620420039"
"40","40","0","1","10","200000001","40","40","0","0","40","0","40","40","0","40","40","49","40","40","40","979","36","0","40","40","40","0","204200","0","0","30","10525","40","0","1","40","10","1","620420040"
"41","41","0","1","10","200000001","41","41","0","0","41","0","41","41","0","41","41","49","41","41","41","1295","36","0","41","41","41","0","204200","0","0","30","11496","41","0","1","41","10","1","620420041"
"42","42","0","1","10","200000001","42","42","0","0","42","0","42","42","0","42","42","50","42","42","42","1349","37","0","42","42","42","0","204200","0","0","30","12059","42","0","1","42","10","1","620420042"
"43","43","0","1","10","200000001","43","43","0","0","43","0","43","43","0","43","43","51","43","43","43","1404","38","0","43","43","43","0","204200","0","0","30","12621","43","0","1","43","10","1","620420043"
"44","44","0","1","10","200000001","44","44","0","0","44","0","44","44","0","44","44","54","44","44","44","1449","40","0","44","44","44","0","204200","0","0","30","13704","44","0","1","44","10","1","620420044"
"45","45","0","1","10","200000001","45","45","0","0","45","0","45","45","0","45","45","56","45","45","45","1495","41","0","45","45","45","0","204200","0","0","30","14786","45","0","1","45","10","1","620420045"
"46","46","0","1","10","200000001","46","46","0","0","46","0","46","46","0","46","46","59","46","46","46","1540","43","0","46","46","46","0","204200","0","0","30","15868","46","0","1","46","10","1","620420046"
"47","47","0","1","10","200000001","47","47","0","0","47","0","47","47","0","47","47","60","47","47","47","1634","43","0","47","47","47","0","204200","0","0","30","15868","47","0","1","47","10","1","620420047"
"48","48","0","1","10","200000001","48","48","0","0","48","0","48","48","0","48","48","62","48","48","48","2360","45","0","48","48","48","0","204200","0","0","30","22775","48","0","1","48","10","1","620420048"
"49","49","0","1","10","200000001","49","49","0","0","49","0","49","49","0","49","49","60","49","49","49","2450","44","0","49","49","49","0","204200","0","0","30","23993","49","0","1","49","10","1","620420049"
"50","50","0","1","10","200000001","50","50","0","0","50","0","50","50","0","50","50","63","50","50","50","2365","45","0","50","50","50","0","204200","0","0","30","24828","50","0","1","50","10","1","620420050"
"51","51","0","1","10","200000001","51","51","0","0","51","0","51","51","0","51","51","66","51","51","51","2367","46","0","51","51","51","0","204200","0","0","30","25665","51","0","1","51","10","1","620420051"
"52","52","0","1","10","200000001","52","52","0","0","52","0","52","52","0","52","52","67","52","52","52","2369","47","0","52","52","52","0","204200","0","0","30","26500","52","0","1","52","10","1","620420052"
"53","53","0","1","10","200000001","53","53","0","0","53","0","53","53","0","53","53","70","53","53","53","2373","48","0","53","53","53","0","204200","0","0","30","27335","53","0","1","53","10","1","620420053"
"54","54","0","1","10","200000001","54","54","0","0","54","0","54","54","0","54","54","71","54","54","54","2375","49","0","54","54","54","0","204200","0","0","30","28171","54","0","1","54","10","1","620420054"
"55","55","0","1","10","200000001","55","55","0","0","55","0","55","55","0","55","55","74","55","55","55","2377","50","0","55","55","55","0","204200","0","0","30","29006","55","0","1","55","10","1","620420055"
"56","56","0","1","10","200000001","56","56","0","0","56","0","56","56","0","56","56","75","56","56","56","2380","51","0","56","56","56","0","204200","0","0","30","29841","56","0","1","56","10","1","620420056"
"57","57","0","1","10","200000001","57","57","0","0","57","0","57","57","0","57","57","77","57","57","57","2382","53","0","57","57","57","0","204200","0","0","30","30727","57","0","1","57","10","1","620420057"
"58","58","0","1","10","200000001","58","58","0","0","58","0","58","58","0","58","58","78","58","58","58","2384","54","0","58","58","58","0","204200","0","0","30","31612","58","0","1","58","10","1","620420058"
"59","59","0","1","10","200000001","59","59","0","0","59","0","59","59","0","59","59","81","59","59","59","2387","55","0","59","59","59","0","204200","0","0","30","32550","59","0","1","59","10","1","620420059"
"60","60","0","1","10","200000001","60","60","0","0","60","0","60","60","0","60","60","82","60","60","60","2390","56","0","60","60","60","0","204200","0","0","30","33488","60","0","1","60","10","1","620420060"
"61","61","0","1","10","200000001","61","61","0","0","61","0","61","61","0","61","61","85","61","61","61","2392","58","0","61","61","61","0","204200","0","0","30","34480","61","0","1","61","10","1","620420061"
"62","62","0","1","10","200000001","62","62","0","0","62","0","62","62","0","62","62","86","62","62","62","2448","59","0","62","62","62","0","204200","0","0","30","34714","62","0","1","62","10","1","620420062"
"63","63","0","1","10","200000001","63","63","0","0","63","0","63","63","0","63","63","87","63","63","63","2504","60","0","63","63","63","0","204200","0","0","30","34948","63","0","1","63","10","1","620420063"
"64","64","0","1","10","200000001","64","64","0","0","64","0","64","64","0","64","64","87","64","64","64","2560","61","0","64","64","64","0","204200","0","0","30","35183","64","0","1","64","10","1","620420064"
"65","65","0","1","10","200000001","65","65","0","0","65","0","65","65","0","65","65","88","65","65","65","2615","63","0","65","65","65","0","204200","0","0","30","35417","65","0","1","65","10","1","620420065"
"66","66","0","1","10","200000001","66","66","0","0","66","0","66","66","0","66","66","89","66","66","66","2671","64","0","66","66","66","0","204200","0","0","30","35651","66","0","1","66","10","1","620420066"
"67","67","0","1","10","200000001","67","67","0","0","67","0","67","67","0","67","67","90","67","67","67","2727","65","0","67","67","67","0","204200","0","0","30","35885","67","0","1","67","10","1","620420067"
"68","68","0","1","10","200000001","68","68","0","0","68","0","68","68","0","68","68","91","68","68","68","2783","66","0","68","68","68","0","204200","0","0","30","36119","68","0","1","68","10","1","620420068"
"69","69","0","1","10","200000001","69","69","0","0","69","0","69","69","0","69","69","91","69","69","69","2839","67","0","69","69","69","0","204200","0","0","30","36354","69","0","1","69","10","1","620420069"
"70","70","0","1","10","200000001","70","70","0","0","70","0","70","70","0","70","70","92","70","70","70","2895","68","0","70","70","70","0","204200","0","0","30","36588","70","0","1","70","10","1","620420070"
"71","71","0","1","10","200000001","71","71","0","0","71","0","71","71","0","71","71","93","71","71","71","2950","70","0","71","71","71","0","204200","0","0","30","36822","71","0","1","71","10","1","620420071"
"1","1","0","1","10","200000009","1","1","0","7","1","0","1","1","0","1","1","2","1","1","1","0","5","0","1","1","1","0","204300","0","0","30","245","1","0","1","1","10","1","620430001"
"2","2","0","1","10","200000009","2","2","0","14","2","0","2","2","0","2","2","2","2","2","2","0","5","0","2","2","2","0","204300","0","0","30","272","2","0","1","2","10","1","620430002"
"3","3","0","1","10","200000009","3","3","0","17","3","0","3","3","0","3","3","3","3","3","3","0","5","0","3","3","3","0","204300","0","0","30","285","3","0","1","3","10","1","620430003"
"4","4","0","1","10","200000009","4","4","0","34","4","0","4","4","0","4","4","4","4","4","4","0","5","0","4","4","4","0","204300","0","0","30","317","4","0","1","4","10","1","620430004"
"5","5","0","1","10","200000009","5","5","0","42","5","0","5","5","0","5","5","6","5","5","5","0","5","0","5","5","5","0","204300","0","0","30","331","5","0","1","5","10","1","620430005"
"6","6","0","1","10","200000009","6","6","0","49","6","0","6","6","0","6","6","7","6","6","6","0","5","0","6","6","6","0","204300","0","0","30","346","6","0","1","6","10","1","620430006"
"7","7","0","1","10","200000009","7","7","0","58","7","0","7","7","0","7","7","8","7","7","7","0","5","0","7","7","7","0","204300","0","0","30","429","7","0","1","7","10","1","620430007"
"8","8","0","1","10","200000009","8","8","0","68","8","0","8","8","0","8","8","8","8","8","8","0","6","0","8","8","8","0","204300","0","0","30","512","8","0","1","8","10","1","620430008"
"9","9","0","1","10","200000009","9","9","0","77","9","0","9","9","0","9","9","9","9","9","9","0","6","0","9","9","9","0","204300","0","0","30","596","9","0","1","9","10","1","620430009"
"10","10","0","1","10","200000009","10","10","0","87","10","0","10","10","0","10","10","9","10","10","10","0","7","0","10","10","10","0","204300","0","0","30","679","10","0","1","10","10","1","620430010"
"11","11","0","1","10","200000009","11","11","0","97","11","0","11","11","0","11","11","9","11","11","11","0","7","0","11","11","11","0","204300","0","0","30","761","11","0","1","11","10","1","620430011"
"12","12","0","1","10","200000009","12","12","0","107","12","0","12","12","0","12","12","10","12","12","12","0","7","0","12","12","12","0","204300","0","0","30","844","12","0","1","12","10","1","620430012"
"13","13","0","1","10","200000009","13","13","0","116","13","0","13","13","0","13","13","11","13","13","13","0","8","0","13","13","13","0","204300","0","0","30","928","13","0","1","13","10","1","620430013"
"14","14","0","1","10","200000009","14","14","0","126","14","0","14","14","0","14","14","11","14","14","14","0","8","0","14","14","14","0","204300","0","0","30","1011","14","0","1","14","10","1","620430014"
"15","15","0","1","10","200000009","15","15","0","135","15","0","15","15","0","15","15","12","15","15","15","0","8","0","15","15","15","0","204300","0","0","30","1094","15","0","1","15","10","1","620430015"
"16","16","0","1","10","200000009","16","16","0","145","16","0","16","16","0","16","16","12","16","16","16","0","8","0","16","16","16","0","204300","0","0","30","1177","16","0","1","16","10","1","620430016"
"17","17","0","1","10","200000009","17","17","0","154","17","0","17","17","0","17","17","13","17","17","17","0","9","0","17","17","17","0","204300","0","0","30","1260","17","0","1","17","10","1","620430017"
"18","18","0","1","10","200000009","18","18","0","164","18","0","18","18","0","18","18","14","18","18","18","0","9","0","18","18","18","0","204300","0","0","30","1344","18","0","1","18","10","1","620430018"
"19","19","0","1","10","200000009","19","19","0","174","19","0","19","19","0","19","19","14","19","19","19","0","9","0","19","19","19","0","204300","0","0","30","1426","19","0","1","19","10","1","620430019"
"20","20","0","1","10","200000009","20","20","0","183","20","0","20","20","0","20","20","14","20","20","20","0","10","0","20","20","20","0","204300","0","0","30","1509","20","0","1","20","10","1","620430020"
"21","21","0","1","10","200000009","21","21","0","193","21","0","21","21","0","21","21","15","21","21","21","0","10","0","21","21","21","0","204300","0","0","30","1592","21","0","1","21","10","1","620430021"
"22","22","0","1","10","200000009","22","22","0","202","22","0","22","22","0","22","22","15","22","22","22","0","11","0","22","22","22","0","204300","0","0","30","1676","22","0","1","22","10","1","620430022"
"23","23","0","1","10","200000009","23","23","0","212","23","0","23","23","0","23","23","16","23","23","23","0","11","0","23","23","23","0","204300","0","0","30","1759","23","0","1","23","10","1","620430023"
"24","24","0","1","10","200000009","24","24","0","243","24","0","24","24","0","24","24","20","24","24","24","0","14","0","24","24","24","0","204300","0","0","30","1924","24","0","1","24","10","1","620430024"
"25","25","0","1","10","200000009","25","25","0","274","25","0","25","25","0","25","25","25","25","25","25","0","16","0","25","25","25","0","204300","0","0","30","2090","25","0","1","25","10","1","620430025"
"26","26","0","1","10","200000009","26","26","0","308","26","0","26","26","0","26","26","26","26","26","26","0","17","0","26","26","26","0","204300","0","0","30","2374","26","0","1","26","10","1","620430026"
"27","27","0","1","10","200000009","27","27","0","341","27","0","27","27","0","27","27","27","27","27","27","0","18","0","27","27","27","0","204300","0","0","30","2658","27","0","1","27","10","1","620430027"
"28","28","0","1","10","200000009","28","28","0","376","28","0","28","28","0","28","28","28","28","28","28","0","18","0","28","28","28","0","204300","0","0","30","2943","28","0","1","28","10","1","620430028"
"29","29","0","1","10","200000009","29","29","0","409","29","0","29","29","0","29","29","29","29","29","29","0","19","0","29","29","29","0","204300","0","0","30","3227","29","0","1","29","10","1","620430029"
"30","30","0","1","10","200000009","30","30","0","443","30","0","30","30","0","30","30","30","30","30","30","0","20","0","30","30","30","0","204300","0","0","30","3512","30","0","1","30","10","1","620430030"
"31","31","0","1","10","200000009","31","31","0","477","31","0","31","31","0","31","31","32","31","31","31","0","21","0","31","31","31","0","204300","0","0","30","3796","31","0","1","31","10","1","620430031"
"32","32","0","1","10","200000009","32","32","0","510","32","0","32","32","0","32","32","32","32","32","32","0","22","0","32","32","32","0","204300","0","0","30","4080","32","0","1","32","10","1","620430032"
"33","33","0","1","10","200000009","33","33","0","544","33","0","33","33","0","33","33","33","33","33","33","0","22","0","33","33","33","0","204300","0","0","30","4364","33","0","1","33","10","1","620430033"
"34","34","0","1","10","200000009","34","34","0","578","34","0","34","34","0","34","34","34","34","34","34","0","22","0","34","34","34","0","204300","0","0","30","4648","34","0","1","34","10","1","620430034"
"35","35","0","1","10","200000009","35","35","0","612","35","0","35","35","0","35","35","36","35","35","35","0","23","0","35","35","35","0","204300","0","0","30","4932","35","0","1","35","10","1","620430035"
"36","36","0","1","10","200000009","36","36","0","645","36","0","36","36","0","36","36","37","36","36","36","0","24","0","36","36","36","0","204300","0","0","30","5216","36","0","1","36","10","1","620430036"
"37","37","0","1","10","200000009","37","37","0","679","37","0","37","37","0","37","37","37","37","37","37","0","25","0","37","37","37","0","204300","0","0","30","5501","37","0","1","37","10","1","620430037"
"38","38","0","1","10","200000009","38","38","0","713","38","0","38","38","0","38","38","38","38","38","38","0","25","0","38","38","38","0","204300","0","0","30","5785","38","0","1","38","10","1","620430038"
"39","39","0","1","10","200000009","39","39","0","747","39","0","39","39","0","39","39","40","39","39","39","0","26","0","39","39","39","0","204300","0","0","30","6069","39","0","1","39","10","1","620430039"
"40","40","0","1","10","200000009","40","40","0","781","40","0","40","40","0","40","40","41","40","40","40","0","27","0","40","40","40","0","204300","0","0","30","6354","40","0","1","40","10","1","620430040"
"41","41","0","1","10","200000009","41","41","0","814","41","0","41","41","0","41","41","42","41","41","41","0","28","0","41","41","41","0","204300","0","0","30","6638","41","0","1","41","10","1","620430041"
"42","42","0","1","10","200000009","42","42","0","882","42","0","42","42","0","42","42","42","42","42","42","0","28","0","42","42","42","0","204300","0","0","30","8494","42","0","1","42","10","1","620430042"
"43","43","0","1","10","200000009","43","43","0","921","43","0","43","43","0","43","43","45","43","43","43","0","30","0","43","43","43","0","204300","0","0","30","9011","43","0","1","43","10","1","620430043"
"44","44","0","1","10","200000009","44","44","0","960","44","0","44","44","0","44","44","47","44","44","44","0","31","0","44","44","44","0","204300","0","0","30","9528","44","0","1","44","10","1","620430044"
"45","45","0","1","10","200000009","45","45","0","999","45","0","45","45","0","45","45","50","45","45","45","0","33","0","45","45","45","0","204300","0","0","30","10046","45","0","1","45","10","1","620430045"
"46","46","0","1","10","200000009","46","46","0","1039","46","0","46","46","0","46","46","53","46","46","46","0","35","0","46","46","46","0","204300","0","0","30","10563","46","0","1","46","10","1","620430046"
"47","47","0","1","10","200000009","47","47","0","1192","47","0","47","47","0","47","47","55","47","47","47","0","36","0","47","47","47","0","204300","0","0","30","13322","47","0","1","47","10","1","620430047"
"48","48","0","1","10","200000009","48","48","0","1238","48","0","48","48","0","48","48","54","48","48","48","0","35","0","48","48","48","0","204300","0","0","30","15919","48","0","1","48","10","1","620430048"
"49","49","0","1","10","200000009","49","49","0","1254","49","0","49","49","0","49","49","55","49","49","49","0","37","0","49","49","49","0","204300","0","0","30","13322","49","0","1","49","10","1","620430049"
"50","50","0","1","10","200000009","50","50","0","1271","50","0","50","50","0","50","50","69","50","50","50","0","48","0","50","50","50","0","204300","0","0","30","13899","50","0","1","50","10","1","620430050"
"51","51","0","1","10","200000009","51","51","0","1506","51","0","51","51","0","51","51","70","51","51","51","0","48","0","51","51","51","0","204300","0","0","30","15542","51","0","1","51","10","1","620430051"
"52","52","0","1","10","200000009","52","52","0","1741","52","0","52","52","0","52","52","70","52","52","52","0","48","0","52","52","52","0","204300","0","0","30","17184","52","0","1","52","10","1","620430052"
"53","53","0","1","10","200000009","53","53","0","1841","53","0","53","53","0","53","53","70","53","53","53","0","48","0","53","53","53","0","204300","0","0","30","19184","53","0","1","53","10","1","620430053"
"54","54","0","1","10","200000009","54","54","0","1891","54","0","54","54","0","54","54","70","54","54","54","0","48","0","54","54","54","0","204300","0","0","30","19751","54","0","1","54","10","1","620430054"
"55","55","0","1","10","200000009","55","55","0","1941","55","0","55","55","0","55","55","70","55","55","55","0","49","0","55","55","55","0","204300","0","0","30","20317","55","0","1","55","10","1","620430055"
"56","56","0","1","10","200000009","56","56","0","1991","56","0","56","56","0","56","56","70","56","56","56","0","49","0","56","56","56","0","204300","0","0","30","20884","56","0","1","56","10","1","620430056"
"57","57","0","1","10","200000009","57","57","0","1991","57","0","57","57","0","57","57","70","57","57","57","0","49","0","57","57","57","0","204300","0","0","30","20684","57","0","1","57","10","1","620430057"
"58","58","0","1","10","200000009","58","58","0","1991","58","0","58","58","0","58","58","71","58","58","58","0","49","0","58","58","58","0","204300","0","0","30","20684","58","0","1","58","10","1","620430058"
"59","59","0","1","10","200000009","59","59","0","1991","59","0","59","59","0","59","59","73","59","59","59","0","50","0","59","59","59","0","204300","0","0","30","20684","59","0","1","59","10","1","620430059"
"60","60","0","1","10","200000009","60","60","0","1991","60","0","60","60","0","60","60","74","60","60","60","0","50","0","60","60","60","0","204300","0","0","30","20684","60","0","1","60","10","1","620430060"
"61","61","0","1","10","200000009","61","61","0","1991","61","0","61","61","0","61","61","75","61","61","61","0","50","0","61","61","61","0","204300","0","0","30","20684","61","0","1","61","10","1","620430061"
"62","62","0","1","10","200000009","62","62","0","2055","62","0","62","62","0","62","62","77","62","62","62","0","52","0","62","62","62","0","204300","0","0","30","21303","62","0","1","62","10","1","620430062"
"63","63","0","1","10","200000009","63","63","0","2119","63","0","63","63","0","63","63","78","63","63","63","0","53","0","63","63","63","0","204300","0","0","30","21923","63","0","1","63","10","1","620430063"
"64","64","0","1","10","200000009","64","64","0","2183","64","0","64","64","0","64","64","80","64","64","64","0","55","0","64","64","64","0","204300","0","0","30","22542","64","0","1","64","10","1","620430064"
"65","65","0","1","10","200000009","65","65","0","2248","65","0","65","65","0","65","65","81","65","65","65","0","57","0","65","65","65","0","204300","0","0","30","23161","65","0","1","65","10","1","620430065"
"66","66","0","1","10","200000009","66","66","0","2312","66","0","66","66","0","66","66","83","66","66","66","0","58","0","66","66","66","0","204300","0","0","30","23781","66","0","1","66","10","1","620430066"
"67","67","0","1","10","200000009","67","67","0","2376","67","0","67","67","0","67","67","84","67","67","67","0","60","0","67","67","67","0","204300","0","0","30","24400","67","0","1","67","10","1","620430067"
"68","68","0","1","10","200000009","68","68","0","2440","68","0","68","68","0","68","68","86","68","68","68","0","61","0","68","68","68","0","204300","0","0","30","25020","68","0","1","68","10","1","620430068"
"69","69","0","1","10","200000009","69","69","0","2504","69","0","69","69","0","69","69","88","69","69","69","0","63","0","69","69","69","0","204300","0","0","30","25639","69","0","1","69","10","1","620430069"
"70","70","0","1","10","200000009","70","70","0","2568","70","0","70","70","0","70","70","89","70","70","70","0","65","0","70","70","70","0","204300","0","0","30","26258","70","0","1","70","10","1","620430070"
"71","71","0","1","10","200000009","71","71","0","2633","71","0","71","71","0","71","71","91","71","71","71","0","66","0","71","71","71","0","204300","0","0","30","26878","71","0","1","71","10","1","620430071"
"72","72","0","1","10","200000009","72","72","0","2697","72","0","72","72","0","72","72","92","72","72","72","0","68","0","72","72","72","0","204300","0","0","30","27497","72","0","1","72","10","1","620430072"
"1","1","0","1","10","200000006","1","1","0","0","1","0","1","1","0","1","1","6","1","1","1","33","4","0","1","1","1","0","204400","0","0","30","308","1","0","1","1","10","1","620440001"
"2","2","0","1","10","200000006","2","2","0","0","2","0","2","2","0","2","2","6","2","2","2","37","4","0","2","2","2","0","204400","0","0","30","342","2","0","1","2","10","1","620440002"
"3","3","0","1","10","200000006","3","3","0","0","3","0","3","3","0","3","3","6","3","3","3","38","4","0","3","3","3","0","204400","0","0","30","358","3","0","1","3","10","1","620440003"
"4","4","0","1","10","200000006","4","4","0","0","4","0","4","4","0","4","4","7","4","4","4","43","5","0","4","4","4","0","204400","0","0","30","399","4","0","1","4","10","1","620440004"
"5","5","0","1","10","200000006","5","5","0","0","5","0","5","5","0","5","5","8","5","5","5","45","5","0","5","5","5","0","204400","0","0","30","417","5","0","1","5","10","1","620440005"
"6","6","0","1","10","200000006","6","6","0","0","6","0","6","6","0","6","6","8","6","6","6","47","5","0","6","6","6","0","204400","0","0","30","435","6","0","1","6","10","1","620440006"
"7","7","0","1","10","200000006","7","7","0","0","7","0","7","7","0","7","7","9","7","7","7","66","5","0","7","7","7","0","204400","0","0","30","579","7","0","1","7","10","1","620440007"
"8","8","0","1","10","200000006","8","8","0","0","8","0","8","8","0","8","8","9","8","8","8","77","6","0","8","8","8","0","204400","0","0","30","723","8","0","1","8","10","1","620440008"
"9","9","0","1","10","200000006","9","9","0","0","9","0","9","9","0","9","9","10","9","9","9","84","6","0","9","9","9","0","204400","0","0","30","867","9","0","1","9","10","1","620440009"
"10","10","0","1","10","200000006","10","10","0","0","10","0","10","10","0","10","10","10","10","10","10","87","7","0","10","10","10","0","204400","0","0","30","1011","10","0","1","10","10","1","620440010"
"11","11","0","1","10","200000006","11","11","0","0","11","0","11","11","0","11","11","11","11","11","11","89","7","0","11","11","11","0","204400","0","0","30","1155","11","0","1","11","10","1","620440011"
"12","12","0","1","10","200000006","12","12","0","0","12","0","12","12","0","12","12","11","12","12","12","92","7","0","12","12","12","0","204400","0","0","30","1299","12","0","1","12","10","1","620440012"
"13","13","0","1","10","200000006","13","13","0","0","13","0","13","13","0","13","13","15","13","13","13","103","10","0","13","13","13","0","204400","0","0","30","1442","13","0","1","13","10","1","620440013"
"14","14","0","1","10","200000006","14","14","0","0","14","0","14","14","0","14","14","15","14","14","14","103","10","0","14","14","14","0","204400","0","0","30","1587","14","0","1","14","10","1","620440014"
"15","15","0","1","10","200000006","15","15","0","0","15","0","15","15","0","15","15","15","15","15","15","106","10","0","15","15","15","0","204400","0","0","30","1731","15","0","1","15","10","1","620440015"
"16","16","0","1","10","200000006","16","16","0","0","16","0","16","16","0","16","16","16","16","16","16","110","10","0","16","16","16","0","204400","0","0","30","1875","16","0","1","16","10","1","620440016"
"17","17","0","1","10","200000006","17","17","0","0","17","0","17","17","0","17","17","16","17","17","17","150","10","0","17","17","17","0","204400","0","0","30","2019","17","0","1","17","10","1","620440017"
"18","18","0","1","10","200000006","18","18","0","0","18","0","18","18","0","18","18","16","18","18","18","156","11","0","18","18","18","0","204400","0","0","30","2163","18","0","1","18","10","1","620440018"
"19","19","0","1","10","200000006","19","19","0","0","19","0","19","19","0","19","19","16","19","19","19","162","11","0","19","19","19","0","204400","0","0","30","2306","19","0","1","19","10","1","620440019"
