58fa188c9734cebcdabefa6638ccdadcb02f520d69d600afb359c125c358bb4b,920c1194004a1791469e3cb791dd9286c51f4a0c3a2d3145f50aa23f6c5bec2c,e3a45f5b476183dac64b3a6a43794174a66adaac27cc247dd25044bf50fd9447,8a71d748829710bb48dd43f00d23330bbf4121ea6d770b01170e1e214a349692,4e90e0a88fa0c50b81ce21af01f37c48db47a2009ff5d88d825d4774dac351de
"31002","72052025","2","10","20052049"
"91002","72053001","8","30","20053001"
"22002","72053001","2","1","20053002"
"91002","72053002","8","30","20053003"
"22002","72053002","2","1","20053004"
"91002","72053003","8","30","20053005"
"22002","72053003","2","1","20053006"
"91002","72053004","8","30","20053007"
"22002","72053004","2","1","20053008"
"91002","72053005","8","30","20053009"
"22002","72053005","2","1","20053010"
"91002","72053006","8","30","20053011"
"22002","72053006","2","1","20053012"
"91002","72053007","8","30","20053013"
"22002","72053007","2","1","20053014"
"91002","72053008","8","30","20053015"
"22002","72053008","2","1","20053016"
"91002","72053009","8","30","20053017"
"22002","72053009","2","1","20053018"
"91002","72053010","8","30","20053019"
"22002","72053010","2","1","20053020"
"91002","72053011","8","30","20053021"
"22002","72053011","2","1","20053022"
"91002","72053012","8","30","20053023"
"22002","72053012","2","1","20053024"
"91002","72053013","8","30","20053025"
"22002","72053013","2","1","20053026"
"91002","72053014","8","30","20053027"
"22002","72053014","2","1","20053028"
"91002","72053015","8","30","20053029"
"22002","72053015","2","1","20053030"
"50003","72053015","2","40","20053031"
"91002","72053016","8","60","20053032"
"22002","72053016","2","2","20053033"
"91002","72053017","8","60","20053034"
"22002","72053017","2","2","20053035"
"91002","72053018","8","60","20053036"
"22002","72053018","2","2","20053037"
"91002","72053019","8","60","20053038"
"22002","72053019","2","2","20053039"
"91002","72053020","8","60","20053040"
"22002","72053020","2","2","20053041"
"50003","72053020","2","40","20053042"
"122801","72053021","1","1","20053043"
"21013","72053022","2","1","20053044"
"31228","72053023","2","10","20053045"
"31036","72053023","2","10","20053046"
"2100981","72053024","19","1","20053047"
"31228","72053025","2","10","20053048"
"31036","72053025","2","10","20053049"
"91002","72054001","8","30","20054001"
"22002","72054001","2","1","20054002"
"91002","72054002","8","30","20054003"
"22002","72054002","2","1","20054004"
"91002","72054003","8","30","20054005"
"22002","72054003","2","1","20054006"
"91002","72054004","8","30","20054007"
"22002","72054004","2","1","20054008"
"91002","72054005","8","30","20054009"
"22002","72054005","2","1","20054010"
"91002","72054006","8","30","20054011"
"22002","72054006","2","1","20054012"
"91002","72054007","8","30","20054013"
"22002","72054007","2","1","20054014"
"91002","72054008","8","30","20054015"
"22002","72054008","2","1","20054016"
"91002","72054009","8","30","20054017"
"22002","72054009","2","1","20054018"
"91002","72054010","8","30","20054019"
"22002","72054010","2","1","20054020"
"91002","72054011","8","30","20054021"
"22002","72054011","2","1","20054022"
"91002","72054012","8","30","20054023"
"22002","72054012","2","1","20054024"
"91002","72054013","8","30","20054025"
"22002","72054013","2","1","20054026"
"91002","72054014","8","30","20054027"
"22002","72054014","2","1","20054028"
"91002","72054015","8","30","20054029"
"22002","72054015","2","1","20054030"
"50003","72054015","2","40","20054031"
"91002","72054016","8","60","20054032"
"22002","72054016","2","2","20054033"
"91002","72054017","8","60","20054034"
"22002","72054017","2","2","20054035"
"91002","72054018","8","60","20054036"
"22002","72054018","2","2","20054037"
"91002","72054019","8","60","20054038"
"22002","72054019","2","2","20054039"
"91002","72054020","8","60","20054040"
"22002","72054020","2","2","20054041"
"50003","72054020","2","40","20054042"
"31010","72054021","2","5","20054043"
"31023","72054021","2","5","20054044"
"21901","72054022","2","1","20054045"
"21901","72054023","2","1","20054046"
"31010","72054024","2","5","20054047"
"31023","72054024","2","5","20054048"
"2101001","72054025","19","1","20054049"
"31010","72054026","2","10","20054050"
"31023","72054026","2","10","20054051"
"91002","72055001","8","30","20055001"
"22002","72055001","2","1","20055002"
"91002","72055002","8","30","20055003"
"22002","72055002","2","1","20055004"
"91002","72055003","8","30","20055005"
"22002","72055003","2","1","20055006"
"91002","72055004","8","30","20055007"
"22002","72055004","2","1","20055008"
"91002","72055005","8","30","20055009"
"22002","72055005","2","1","20055010"
"91002","72055006","8","30","20055011"
"22002","72055006","2","1","20055012"
"91002","72055007","8","30","20055013"
"22002","72055007","2","1","20055014"
"91002","72055008","8","30","20055015"
"22002","72055008","2","1","20055016"
"91002","72055009","8","30","20055017"
"22002","72055009","2","1","20055018"
"91002","72055010","8","30","20055019"
"22002","72055010","2","1","20055020"
"91002","72055011","8","30","20055021"
"22002","72055011","2","1","20055022"
"91002","72055012","8","30","20055023"
"22002","72055012","2","1","20055024"
"91002","72055013","8","30","20055025"
"22002","72055013","2","1","20055026"
"91002","72055014","8","30","20055027"
"22002","72055014","2","1","20055028"
"91002","72055015","8","30","20055029"
"22002","72055015","2","1","20055030"
"50003","72055015","2","40","20055031"
"91002","72055016","8","60","20055032"
"22002","72055016","2","2","20055033"
"91002","72055017","8","60","20055034"
"22002","72055017","2","2","20055035"
"91002","72055018","8","60","20055036"
"22002","72055018","2","2","20055037"
"91002","72055019","8","60","20055038"
"22002","72055019","2","2","20055039"
"91002","72055020","8","60","20055040"
"22002","72055020","2","2","20055041"
"50003","72055020","2","40","20055042"
"123501","72055021","1","1","20055043"
"21014","72055022","2","1","20055044"
"31235","72055023","2","10","20055045"
"31013","72055023","2","10","20055046"
"31235","72055024","2","10","20055047"
"31013","72055024","2","10","20055048"
"91002","72056001","8","30","20056001"
"22002","72056001","2","1","20056002"
"91002","72056002","8","30","20056003"
"22002","72056002","2","1","20056004"
"91002","72056003","8","30","20056005"
"22002","72056003","2","1","20056006"
"91002","72056004","8","30","20056007"
"22002","72056004","2","1","20056008"
"91002","72056005","8","30","20056009"
"22002","72056005","2","1","20056010"
"91002","72056006","8","30","20056011"
"22002","72056006","2","1","20056012"
"91002","72056007","8","30","20056013"
"22002","72056007","2","1","20056014"
"91002","72056008","8","30","20056015"
"22002","72056008","2","1","20056016"
"91002","72056009","8","30","20056017"
"22002","72056009","2","1","20056018"
"91002","72056010","8","30","20056019"
"22002","72056010","2","1","20056020"
"91002","72056011","8","30","20056021"
"22002","72056011","2","1","20056022"
"91002","72056012","8","30","20056023"
"22002","72056012","2","1","20056024"
"91002","72056013","8","30","20056025"
"22002","72056013","2","1","20056026"
"91002","72056014","8","30","20056027"
"22002","72056014","2","1","20056028"
"91002","72056015","8","30","20056029"
"22002","72056015","2","1","20056030"
"50003","72056015","2","40","20056031"
"91002","72056016","8","60","20056032"
"22002","72056016","2","2","20056033"
"91002","72056017","8","60","20056034"
"22002","72056017","2","2","20056035"
"91002","72056018","8","60","20056036"
"22002","72056018","2","2","20056037"
"91002","72056019","8","60","20056038"
"22002","72056019","2","2","20056039"
"91002","72056020","8","60","20056040"
"22002","72056020","2","2","20056041"
"50003","72056020","2","40","20056042"
"31037","72056021","2","5","20056043"
"31005","72056021","2","5","20056044"
"21901","72056022","2","1","20056045"
"21901","72056023","2","1","20056046"
"31037","72056024","2","5","20056047"
"31005","72056024","2","5","20056048"
"31037","72056025","2","10","20056049"
"31005","72056025","2","10","20056050"
"91002","72057001","8","30","20057001"
"22002","72057001","2","1","20057002"
"91002","72057002","8","30","20057003"
"22002","72057002","2","1","20057004"
"91002","72057003","8","30","20057005"
"22002","72057003","2","1","20057006"
"91002","72057004","8","30","20057007"
"22002","72057004","2","1","20057008"
"91002","72057005","8","30","20057009"
"22002","72057005","2","1","20057010"
"91002","72057006","8","30","20057011"
"22002","72057006","2","1","20057012"
"91002","72057007","8","30","20057013"
"22002","72057007","2","1","20057014"
"91002","72057008","8","30","20057015"
"22002","72057008","2","1","20057016"
"91002","72057009","8","30","20057017"
"22002","72057009","2","1","20057018"
"91002","72057010","8","30","20057019"
"22002","72057010","2","1","20057020"
"91002","72057011","8","30","20057021"
"22002","72057011","2","1","20057022"
"91002","72057012","8","30","20057023"
"22002","72057012","2","1","20057024"
"91002","72057013","8","30","20057025"
"22002","72057013","2","1","20057026"
"91002","72057014","8","30","20057027"
"22002","72057014","2","1","20057028"
"91002","72057015","8","30","20057029"
"22002","72057015","2","1","20057030"
"50003","72057015","2","40","20057031"
"91002","72057016","8","60","20057032"
"22002","72057016","2","2","20057033"
"91002","72057017","8","60","20057034"
"22002","72057017","2","2","20057035"
"91002","72057018","8","60","20057036"
"22002","72057018","2","2","20057037"
"91002","72057019","8","60","20057038"
"22002","72057019","2","2","20057039"
"91002","72057020","8","60","20057040"
"22002","72057020","2","2","20057041"
"50003","72057020","2","40","20057042"
"124101","72057021","1","1","20057043"
"21015","72057022","2","1","20057044"
"31241","72057023","2","10","20057045"
"31047","72057023","2","10","20057046"
"31241","72057024","2","10","20057047"
"31047","72057024","2","10","20057048"
"91002","72058001","8","30","20058001"
"22002","72058001","2","1","20058002"
"91002","72058002","8","30","20058003"
"22002","72058002","2","1","20058004"
"91002","72058003","8","30","20058005"
"22002","72058003","2","1","20058006"
"91002","72058004","8","30","20058007"
"22002","72058004","2","1","20058008"
"91002","72058005","8","30","20058009"
"22002","72058005","2","1","20058010"
"91002","72058006","8","30","20058011"
"22002","72058006","2","1","20058012"
"91002","72058007","8","30","20058013"
"22002","72058007","2","1","20058014"
"91002","72058008","8","30","20058015"
"22002","72058008","2","1","20058016"
"91002","72058009","8","30","20058017"
"22002","72058009","2","1","20058018"
"91002","72058010","8","30","20058019"
"22002","72058010","2","1","20058020"
"91002","72058011","8","30","20058021"
"22002","72058011","2","1","20058022"
"91002","72058012","8","30","20058023"
"22002","72058012","2","1","20058024"
"91002","72058013","8","30","20058025"
"22002","72058013","2","1","20058026"
"91002","72058014","8","30","20058027"
"22002","72058014","2","1","20058028"
"91002","72058015","8","30","20058029"
"22002","72058015","2","1","20058030"
"50003","72058015","2","40","20058031"
"91002","72058016","8","60","20058032"
"22002","72058016","2","2","20058033"
"91002","72058017","8","60","20058034"
"22002","72058017","2","2","20058035"
"91002","72058018","8","60","20058036"
"22002","72058018","2","2","20058037"
"91002","72058019","8","60","20058038"
"22002","72058019","2","2","20058039"
"91002","72058020","8","60","20058040"
"22002","72058020","2","2","20058041"
"50003","72058020","2","40","20058042"
"124701","72058021","1","1","20058043"
"21016","72058022","2","1","20058044"
"31247","72058023","2","10","20058045"
"31066","72058023","2","10","20058046"
"31247","72058024","2","10","20058047"
"31066","72058024","2","10","20058048"
"91002","72059001","8","30","20059001"
"22002","72059001","2","1","20059002"
"91002","72059002","8","30","20059003"
"22002","72059002","2","1","20059004"
"91002","72059003","8","30","20059005"
"22002","72059003","2","1","20059006"
"91002","72059004","8","30","20059007"
"22002","72059004","2","1","20059008"
"91002","72059005","8","30","20059009"
"22002","72059005","2","1","20059010"
"91002","72059006","8","30","20059011"
"22002","72059006","2","1","20059012"
"91002","72059007","8","30","20059013"
"22002","72059007","2","1","20059014"
"91002","72059008","8","30","20059015"
"22002","72059008","2","1","20059016"
"91002","72059009","8","30","20059017"
"22002","72059009","2","1","20059018"
"91002","72059010","8","30","20059019"
"22002","72059010","2","1","20059020"
"91002","72059011","8","30","20059021"
"22002","72059011","2","1","20059022"
"91002","72059012","8","30","20059023"
"22002","72059012","2","1","20059024"
"91002","72059013","8","30","20059025"
"22002","72059013","2","1","20059026"
"91002","72059014","8","30","20059027"
"22002","72059014","2","1","20059028"
"91002","72059015","8","30","20059029"
"22002","72059015","2","1","20059030"
"50003","72059015","2","40","20059031"
"91002","72059016","8","60","20059032"
"22002","72059016","2","2","20059033"
"91002","72059017","8","60","20059034"
"22002","72059017","2","2","20059035"
"91002","72059018","8","60","20059036"
"22002","72059018","2","2","20059037"
"91002","72059019","8","60","20059038"
"22002","72059019","2","2","20059039"
"91002","72059020","8","60","20059040"
"22002","72059020","2","2","20059041"
"50003","72059020","2","40","20059042"
"124901","72059021","1","1","20059043"
"21017","72059022","2","1","20059044"
"31249","72059023","2","10","20059045"
"31029","72059023","2","10","20059046"
"31249","72059024","2","10","20059047"
"31029","72059024","2","10","20059048"
"91002","72060001","8","30","20060001"
"22002","72060001","2","1","20060002"
"91002","72060002","8","30","20060003"
"22002","72060002","2","1","20060004"
"91002","72060003","8","30","20060005"
"22002","72060003","2","1","20060006"
"91002","72060004","8","30","20060007"
"22002","72060004","2","1","20060008"
"91002","72060005","8","30","20060009"
"22002","72060005","2","1","20060010"
"91002","72060006","8","30","20060011"
"22002","72060006","2","1","20060012"
"91002","72060007","8","30","20060013"
"22002","72060007","2","1","20060014"
"91002","72060008","8","30","20060015"
"22002","72060008","2","1","20060016"
"91002","72060009","8","30","20060017"
"22002","72060009","2","1","20060018"
"91002","72060010","8","30","20060019"
"22002","72060010","2","1","20060020"
"91002","72060011","8","30","20060021"
"22002","72060011","2","1","20060022"
"91002","72060012","8","30","20060023"
"22002","72060012","2","1","20060024"
"91002","72060013","8","30","20060025"
"22002","72060013","2","1","20060026"
"91002","72060014","8","30","20060027"
"22002","72060014","2","1","20060028"
"91002","72060015","8","30","20060029"
"22002","72060015","2","1","20060030"
"50003","72060015","2","40","20060031"
"91002","72060016","8","60","20060032"
"22002","72060016","2","2","20060033"
"91002","72060017","8","60","20060034"
"22002","72060017","2","2","20060035"
"91002","72060018","8","60","20060036"
"22002","72060018","2","2","20060037"
"91002","72060019","8","60","20060038"
"22002","72060019","2","2","20060039"
"91002","72060020","8","60","20060040"
"22002","72060020","2","2","20060041"
"50003","72060020","2","40","20060042"
"31249","72060021","2","5","20060043"
"31042","72060021","2","5","20060044"
"21902","72060022","2","1","20060045"
"31249","72060023","2","5","20060046"
"31042","72060023","2","5","20060047"
"31249","72060024","2","10","20060048"
"31042","72060024","2","10","20060049"
"91002","72061001","8","30","20061001"
"22002","72061001","2","1","20061002"
"91002","72061002","8","30","20061003"
"22002","72061002","2","1","20061004"
"91002","72061003","8","30","20061005"
"22002","72061003","2","1","20061006"
"91002","72061004","8","30","20061007"
"22002","72061004","2","1","20061008"
"91002","72061005","8","30","20061009"
"22002","72061005","2","1","20061010"
"91002","72061006","8","30","20061011"
"22002","72061006","2","1","20061012"
"91002","72061007","8","30","20061013"
"22002","72061007","2","1","20061014"
"91002","72061008","8","30","20061015"
"22002","72061008","2","1","20061016"
"91002","72061009","8","30","20061017"
"22002","72061009","2","1","20061018"
"91002","72061010","8","30","20061019"
"22002","72061010","2","1","20061020"
"91002","72061011","8","30","20061021"
"22002","72061011","2","1","20061022"
"91002","72061012","8","30","20061023"
"22002","72061012","2","1","20061024"
"91002","72061013","8","30","20061025"
"22002","72061013","2","1","20061026"
"91002","72061014","8","30","20061027"
"22002","72061014","2","1","20061028"
"91002","72061015","8","30","20061029"
"22002","72061015","2","1","20061030"
"50003","72061015","2","40","20061031"
"91002","72061016","8","60","20061032"
"22002","72061016","2","2","20061033"
"91002","72061017","8","60","20061034"
"22002","72061017","2","2","20061035"
"91002","72061018","8","60","20061036"
"22002","72061018","2","2","20061037"
"91002","72061019","8","60","20061038"
"22002","72061019","2","2","20061039"
"91002","72061020","8","60","20061040"
"22002","72061020","2","2","20061041"
"50003","72061020","2","40","20061042"
"31053","72061021","2","5","20061043"
"31046","72061021","2","5","20061044"
"21902","72061022","2","1","20061045"
"21902","72061023","2","1","20061046"
"31053","72061024","2","5","20061047"
"31046","72061024","2","5","20061048"
"31053","72061025","2","10","20061049"
"31046","72061025","2","10","20061050"
"91002","72062001","8","30","20062001"
"22002","72062001","2","1","20062002"
"91002","72062002","8","30","20062003"
"22002","72062002","2","1","20062004"
"91002","72062003","8","30","20062005"
"22002","72062003","2","1","20062006"
"91002","72062004","8","30","20062007"
"22002","72062004","2","1","20062008"
"91002","72062005","8","30","20062009"
"22002","72062005","2","1","20062010"
"91002","72062006","8","30","20062011"
"22002","72062006","2","1","20062012"
"91002","72062007","8","30","20062013"
"22002","72062007","2","1","20062014"
"91002","72062008","8","30","20062015"
"22002","72062008","2","1","20062016"
"91002","72062009","8","30","20062017"
"22002","72062009","2","1","20062018"
"91002","72062010","8","30","20062019"
"22002","72062010","2","1","20062020"
"91002","72062011","8","30","20062021"
"22002","72062011","2","1","20062022"
"91002","72062012","8","30","20062023"
"22002","72062012","2","1","20062024"
"91002","72062013","8","30","20062025"
"22002","72062013","2","1","20062026"
"91002","72062014","8","30","20062027"
"22002","72062014","2","1","20062028"
"91002","72062015","8","30","20062029"
"22002","72062015","2","1","20062030"
"50003","72062015","2","40","20062031"
"91002","72062016","8","60","20062032"
"22002","72062016","2","2","20062033"
"91002","72062017","8","60","20062034"
"22002","72062017","2","2","20062035"
"91002","72062018","8","60","20062036"
"22002","72062018","2","2","20062037"
"91002","72062019","8","60","20062038"
"22002","72062019","2","2","20062039"
"91002","72062020","8","60","20062040"
"22002","72062020","2","2","20062041"
"50003","72062020","2","40","20062042"
"31012","72062021","2","5","20062043"
"31038","72062021","2","5","20062044"
"21902","72062022","2","1","20062045"
"21902","72062023","2","1","20062046"
"31012","72062024","2","5","20062047"
"31038","72062024","2","5","20062048"
"31012","72062025","2","10","20062049"
"31038","72062025","2","10","20062050"
"91002","72063001","8","30","20063001"
"22002","72063001","2","1","20063002"
"91002","72063002","8","30","20063003"
"22002","72063002","2","1","20063004"
"91002","72063003","8","30","20063005"
"22002","72063003","2","1","20063006"
"91002","72063004","8","30","20063007"
"22002","72063004","2","1","20063008"
"91002","72063005","8","30","20063009"
"22002","72063005","2","1","20063010"
"91002","72063006","8","30","20063011"
"22002","72063006","2","1","20063012"
"91002","72063007","8","30","20063013"
"22002","72063007","2","1","20063014"
"91002","72063008","8","30","20063015"
"22002","72063008","2","1","20063016"
"91002","72063009","8","30","20063017"
"22002","72063009","2","1","20063018"
"91002","72063010","8","30","20063019"
"22002","72063010","2","1","20063020"
"91002","72063011","8","30","20063021"
"22002","72063011","2","1","20063022"
"91002","72063012","8","30","20063023"
"22002","72063012","2","1","20063024"
"91002","72063013","8","30","20063025"
"22002","72063013","2","1","20063026"
"91002","72063014","8","30","20063027"
"22002","72063014","2","1","20063028"
"91002","72063015","8","30","20063029"
"22002","72063015","2","1","20063030"
"50003","72063015","2","40","20063031"
"91002","72063016","8","60","20063032"
"22002","72063016","2","2","20063033"
"91002","72063017","8","60","20063034"
"22002","72063017","2","2","20063035"
"91002","72063018","8","60","20063036"
"22002","72063018","2","2","20063037"
"91002","72063019","8","60","20063038"
"22002","72063019","2","2","20063039"
"91002","72063020","8","60","20063040"
"22002","72063020","2","2","20063041"
"50003","72063020","2","40","20063042"
"125701","72063021","1","1","20063043"
"21018","72063022","2","1","20063044"
"31257","72063023","2","10","20063045"
"31057","72063023","2","10","20063046"
"31257","72063024","2","10","20063047"
"31057","72063024","2","10","20063048"
"91002","72064001","8","30","20064001"
"22002","72064001","2","1","20064002"
"91002","72064002","8","30","20064003"
"22002","72064002","2","1","20064004"
"91002","72064003","8","30","20064005"
"22002","72064003","2","1","20064006"
"91002","72064004","8","30","20064007"
"22002","72064004","2","1","20064008"
"91002","72064005","8","30","20064009"
"22002","72064005","2","1","20064010"
"91002","72064006","8","30","20064011"
"22002","72064006","2","1","20064012"
"91002","72064007","8","30","20064013"
"22002","72064007","2","1","20064014"
"91002","72064008","8","30","20064015"
"22002","72064008","2","1","20064016"
"91002","72064009","8","30","20064017"
"22002","72064009","2","1","20064018"
"91002","72064010","8","30","20064019"
"22002","72064010","2","1","20064020"
"91002","72064011","8","30","20064021"
"22002","72064011","2","1","20064022"
"91002","72064012","8","30","20064023"
"22002","72064012","2","1","20064024"
"91002","72064013","8","30","20064025"
"22002","72064013","2","1","20064026"
"91002","72064014","8","30","20064027"
"22002","72064014","2","1","20064028"
"91002","72064015","8","30","20064029"
"22002","72064015","2","1","20064030"
"50003","72064015","2","40","20064031"
"91002","72064016","8","60","20064032"
"22002","72064016","2","2","20064033"
"91002","72064017","8","60","20064034"
"22002","72064017","2","2","20064035"
"91002","72064018","8","60","20064036"
"22002","72064018","2","2","20064037"
"91002","72064019","8","60","20064038"
"22002","72064019","2","2","20064039"
"91002","72064020","8","60","20064040"
"22002","72064020","2","2","20064041"
"50003","72064020","2","40","20064042"
"31044","72064021","2","5","20064043"
"31008","72064021","2","5","20064044"
"21902","72064022","2","1","20064045"
"21902","72064023","2","1","20064046"
"31044","72064024","2","5","20064047"
"31008","72064024","2","5","20064048"
"31044","72064025","2","10","20064049"
"31008","72064025","2","10","20064050"
"91002","72065001","8","30","20065001"
"22002","72065001","2","1","20065002"
"91002","72065002","8","30","20065003"
"22002","72065002","2","1","20065004"
"91002","72065003","8","30","20065005"
"22002","72065003","2","1","20065006"
"91002","72065004","8","30","20065007"
"22002","72065004","2","1","20065008"
"91002","72065005","8","30","20065009"
"22002","72065005","2","1","20065010"
"91002","72065006","8","30","20065011"
"22002","72065006","2","1","20065012"
"91002","72065007","8","30","20065013"
"22002","72065007","2","1","20065014"
"91002","72065008","8","30","20065015"
"22002","72065008","2","1","20065016"
"91002","72065009","8","30","20065017"
"22002","72065009","2","1","20065018"
"91002","72065010","8","30","20065019"
"22002","72065010","2","1","20065020"
"91002","72065011","8","30","20065021"
"22002","72065011","2","1","20065022"
"91002","72065012","8","30","20065023"
"22002","72065012","2","1","20065024"
"91002","72065013","8","30","20065025"
"22002","72065013","2","1","20065026"
"91002","72065014","8","30","20065027"
"22002","72065014","2","1","20065028"
"91002","72065015","8","30","20065029"
"22002","72065015","2","1","20065030"
"50003","72065015","2","40","20065031"
"91002","72065016","8","60","20065032"
"22002","72065016","2","2","20065033"
"91002","72065017","8","60","20065034"
"22002","72065017","2","2","20065035"
"91002","72065018","8","60","20065036"
"22002","72065018","2","2","20065037"
"91002","72065019","8","60","20065038"
"22002","72065019","2","2","20065039"
"91002","72065020","8","60","20065040"
"22002","72065020","2","2","20065041"
"50003","72065020","2","40","20065042"
"126701","72065021","1","1","20065043"
"21019","72065022","2","1","20065044"
"31267","72065023","2","10","20065045"
"31048","72065023","2","10","20065046"
"31267","72065024","2","10","20065047"
"31048","72065024","2","10","20065048"
"91002","72066001","8","30","20066001"
"22002","72066001","2","1","20066002"
"91002","72066002","8","30","20066003"
"22002","72066002","2","1","20066004"
"91002","72066003","8","30","20066005"
"22002","72066003","2","1","20066006"
"91002","72066004","8","30","20066007"
"22002","72066004","2","1","20066008"
"91002","72066005","8","30","20066009"
"22002","72066005","2","1","20066010"
"91002","72066006","8","30","20066011"
"22002","72066006","2","1","20066012"
"91002","72066007","8","30","20066013"
"22002","72066007","2","1","20066014"
"91002","72066008","8","30","20066015"
"22002","72066008","2","1","20066016"
"91002","72066009","8","30","20066017"
"22002","72066009","2","1","20066018"
"91002","72066010","8","30","20066019"
"22002","72066010","2","1","20066020"
"91002","72066011","8","30","20066021"
"22002","72066011","2","1","20066022"
"91002","72066012","8","30","20066023"
"22002","72066012","2","1","20066024"
"91002","72066013","8","30","20066025"
"22002","72066013","2","1","20066026"
"91002","72066014","8","30","20066027"
"22002","72066014","2","1","20066028"
"91002","72066015","8","30","20066029"
"22002","72066015","2","1","20066030"
"50003","72066015","2","40","20066031"
"91002","72066016","8","60","20066032"
"22002","72066016","2","2","20066033"
"91002","72066017","8","60","20066034"
"22002","72066017","2","2","20066035"
"91002","72066018","8","60","20066036"
"22002","72066018","2","2","20066037"
"91002","72066019","8","60","20066038"
"22002","72066019","2","2","20066039"
"91002","72066020","8","60","20066040"
"22002","72066020","2","2","20066041"
"50003","72066020","2","40","20066042"
"127001","72066021","1","1","20066043"
"21020","72066022","2","1","20066044"
"31270","72066023","2","10","20066045"
"31031","72066023","2","10","20066046"
"31270","72066024","2","10","20066047"
"31031","72066024","2","10","20066048"
"91002","72067001","8","30","20067001"
"22002","72067001","2","1","20067002"
"91002","72067002","8","30","20067003"
"22002","72067002","2","1","20067004"
"91002","72067003","8","30","20067005"
"22002","72067003","2","1","20067006"
"91002","72067004","8","30","20067007"
"22002","72067004","2","1","20067008"
"91002","72067005","8","30","20067009"
"22002","72067005","2","1","20067010"
"91002","72067006","8","30","20067011"
"22002","72067006","2","1","20067012"
"91002","72067007","8","30","20067013"
"22002","72067007","2","1","20067014"
"91002","72067008","8","30","20067015"
"22002","72067008","2","1","20067016"
"91002","72067009","8","30","20067017"
"22002","72067009","2","1","20067018"
"91002","72067010","8","30","20067019"
"22002","72067010","2","1","20067020"
"50003","72067010","2","40","20067021"
"91002","72067016","8","60","20067022"
"22002","72067016","2","2","20067023"
"91002","72067017","8","60","20067024"
"22002","72067017","2","2","20067025"
"91002","72067018","8","60","20067026"
"22002","72067018","2","2","20067027"
"91002","72067019","8","60","20067028"
"22002","72067019","2","2","20067029"
"91002","72067020","8","60","20067030"
"22002","72067020","2","2","20067031"
"50003","72067020","2","40","20067032"
"128801","72067021","1","1","20067033"
"21022","72067022","2","1","20067034"
"31288","72067023","2","10","20067035"
"31002","72067023","2","10","20067036"
"31288","72067024","2","10","20067037"
"31002","72067024","2","10","20067038"
"91002","72068001","8","30","20068001"
"22002","72068001","2","1","20068002"
"91002","72068002","8","30","20068003"
"22002","72068002","2","1","20068004"
"91002","72068003","8","30","20068005"
"22002","72068003","2","1","20068006"
"91002","72068004","8","30","20068007"
"22002","72068004","2","1","20068008"
"91002","72068005","8","30","20068009"
"22002","72068005","2","1","20068010"
"91002","72068006","8","30","20068011"
"22002","72068006","2","1","20068012"
"91002","72068007","8","30","20068013"
"22002","72068007","2","1","20068014"
"91002","72068008","8","30","20068015"
"22002","72068008","2","1","20068016"
"91002","72068009","8","30","20068017"
"22002","72068009","2","1","20068018"
"91002","72068010","8","30","20068029"
"22002","72068010","2","1","20068030"
"50003","72068010","2","40","20068031"
"91002","72068016","8","60","20068032"
"22002","72068016","2","2","20068033"
"91002","72068017","8","60","20068034"
"22002","72068017","2","2","20068035"
"91002","72068018","8","60","20068036"
"22002","72068018","2","2","20068037"
"91002","72068019","8","60","20068038"
"22002","72068019","2","2","20068039"
"91002","72068020","8","60","20068040"
"22002","72068020","2","2","20068041"
"50003","72068020","2","40","20068042"
"31288","72068021","2","5","20068043"
"31001","72068021","2","5","20068044"
"21905","72068022","2","1","20068045"
"31288","72068024","2","5","20068047"
"31001","72068024","2","5","20068048"
"31288","72068025","2","10","20068049"
"31001","72068025","2","10","20068050"
"91002","72069001","8","30","20069001"
"22002","72069001","2","1","20069002"
"91002","72069002","8","30","20069003"
"22002","72069002","2","1","20069004"
"91002","72069003","8","30","20069005"
"22002","72069003","2","1","20069006"
"91002","72069004","8","30","20069007"
"22002","72069004","2","1","20069008"
"91002","72069005","8","30","20069009"
"22002","72069005","2","1","20069010"
"91002","72069006","8","30","20069011"
"22002","72069006","2","1","20069012"
"91002","72069007","8","30","20069013"
"22002","72069007","2","1","20069014"
"91002","72069008","8","30","20069015"
"22002","72069008","2","1","20069016"
"91002","72069009","8","30","20069017"
"22002","72069009","2","1","20069018"
"91002","72069010","8","30","20069019"
"22002","72069010","2","1","20069020"
"91002","72069011","8","30","20069021"
"22002","72069011","2","1","20069022"
"91002","72069012","8","30","20069023"
"22002","72069012","2","1","20069024"
"91002","72069013","8","30","20069025"
"22002","72069013","2","1","20069026"
"91002","72069014","8","30","20069027"
"22002","72069014","2","1","20069028"
"91002","72069015","8","30","20069029"
"22002","72069015","2","1","20069030"
"50003","72069015","2","40","20069031"
"91002","72069016","8","60","20069032"
"22002","72069016","2","2","20069033"
"91002","72069017","8","60","20069034"
"22002","72069017","2","2","20069035"
"91002","72069018","8","60","20069036"
"22002","72069018","2","2","20069037"
"91002","72069019","8","60","20069038"
"22002","72069019","2","2","20069039"
"91002","72069020","8","60","20069040"
"22002","72069020","2","2","20069041"
"50003","72069020","2","40","20069042"
"31011","72069021","2","5","20069043"
"31060","72069021","2","5","20069044"
"21902","72069022","2","1","20069045"
"21902","72069023","2","1","20069046"
"31011","72069024","2","5","20069047"
"31060","72069024","2","5","20069048"
