92a77eeb9e3fdac6a87ba9b266c1ae995026dbb5cb9285aad79d2e4abbd863a7,da5da3e2ffa0ea06e0b31a06beda74dafcb55c6afbd3424f065d7aa89e74d392,e832c0c5a61dc75df15b67205eea84995a50c781f287176e4d955210d91306a6,268dd0b9e3ce138413bd68fb9202204f61f0651d9f6a7ef2b40c6164a9a1223c,279ae35b87c962ee85221c5a2c12c372ebad0d82a01eb18ceb7c162df31d1642,0b64d7bbf484b6656fb542ac6e86eba8abe16486d9a6c2dffce5bebadc307dd7,4a54900e9b4f1e499d5b416d5a4cafeb8ecaeb78cca577c58ca63e126518e906,2ca58603b41615da2f21337e0a306a281a53bae44afbbd67e0f3d0ef07a403ac,ded148c683a1b8ffc9c4d749ac420349da8f81e651d13fc1b8c4c2b5336cd646
"10140029","140","2","159","2023/04/17 04:59:59","4","22002","2021/02/09 05:00:00","14003001"
"10140030","140","12","159","2030/12/31 23:59:59","80000","94002","2023/04/17 05:00:00","11001001"
"10140031","140","8","159","2030/12/31 23:59:59","10","91002","2023/04/17 05:00:00","11001001"
"10140032","140","5","159","2030/12/31 23:59:59","110","0","2023/04/17 05:00:00","11003001"
"10140033","140","2","159","2030/12/31 23:59:59","26","20002","2023/04/17 05:00:00","11003001"
"10140034","140","8","159","2030/12/31 23:59:59","10","91002","2023/04/17 05:00:00","11003001"
"10140035","140","5","159","2030/12/31 23:59:59","50","0","2023/04/17 05:00:00","13002001"
"10140036","140","5","159","2030/12/31 23:59:59","50","0","2023/04/17 05:00:00","18004001"
"10140037","140","5","159","2024/06/14 15:59:59","70","0","2023/04/17 05:00:00","16006001"
"10140038","140","5","159","2024/06/14 15:59:59","70","0","2023/04/17 05:00:00","16007001"
"10140039","140","2","159","2024/06/14 15:59:59","3","22001","2023/04/17 05:00:00","16007001"
"10140040","140","5","159","2030/12/31 23:59:59","80","0","2023/04/17 05:00:00","11004001"
"10140041","140","2","159","2030/12/31 23:59:59","26","20002","2023/04/17 05:00:00","11004001"
"10140042","140","2","159","2030/12/31 23:59:59","500","90007","2023/04/17 05:00:00","11004001"
"10140043","140","5","159","2030/12/31 23:59:59","110","0","2023/04/17 05:00:00","11005001"
"10140044","140","12","159","2030/12/31 23:59:59","80000","94002","2023/04/17 05:00:00","11005001"
"10140045","140","2","159","2030/12/31 23:59:59","500","90007","2023/04/17 05:00:00","11005001"
"10140046","140","5","159","2030/12/31 23:59:59","110","0","2023/04/17 05:00:00","14001001"
"10140047","140","12","159","2030/12/31 23:59:59","220000","94002","2023/04/17 05:00:00","14001001"
"10140048","140","2","159","2030/12/31 23:59:59","8","20003","2023/04/17 05:00:00","14001001"
"10140049","140","5","159","2030/12/31 23:59:59","140","0","2023/04/17 05:00:00","14003001"
"10140050","140","12","159","2030/12/31 23:59:59","380000","94002","2023/04/17 05:00:00","14003001"
"10140051","140","2","159","2030/12/31 23:59:59","4","22002","2023/04/17 05:00:00","14003001"
"10140114","140","5","159","2023/04/17 04:59:59","25","0","2021/02/09 05:00:00","11101001"
"10140115","140","2","159","2023/04/17 04:59:59","8","20003","2021/02/09 05:00:00","11101001"
"10140121","140","5","159","2023/04/17 04:59:59","40","0","2021/02/09 05:00:00","11001002"
"10140122","140","12","159","2023/04/17 04:59:59","80000","94002","2021/02/09 05:00:00","11001002"
"10140123","140","2","159","2023/04/17 04:59:59","6","23001","2021/02/09 05:00:00","11001002"
"10140152","140","5","159","2030/12/31 23:59:59","50","0","2023/04/17 05:00:00","11101001"
"10140153","140","2","159","2030/12/31 23:59:59","8","20003","2023/04/17 05:00:00","11101001"
"10140154","140","5","159","2030/12/31 23:59:59","80","0","2023/04/17 05:00:00","11001002"
"10140155","140","12","159","2030/12/31 23:59:59","80000","94002","2023/04/17 05:00:00","11001002"
"10140156","140","2","159","2030/12/31 23:59:59","6","23001","2023/04/17 05:00:00","11001002"
"10160003","160","5","179","2023/04/17 04:59:59","40","0","2021/02/09 05:00:00","11001001"
"10160004","160","12","179","2023/04/17 04:59:59","90000","94002","2021/02/09 05:00:00","11001001"
"10160005","160","8","179","2023/04/17 04:59:59","10","91002","2021/02/09 05:00:00","11001001"
"10160006","160","5","179","2023/04/17 04:59:59","55","0","2021/02/09 05:00:00","11003001"
"10160007","160","2","179","2023/04/17 04:59:59","30","20002","2021/02/09 05:00:00","11003001"
"10160008","160","8","179","2023/04/17 04:59:59","10","91002","2021/02/09 05:00:00","11003001"
"10160009","160","5","179","2023/04/17 04:59:59","30","0","2021/02/09 05:00:00","13002001"
"10160010","160","5","179","2023/04/17 04:59:59","30","0","2021/02/09 05:00:00","18004001"
"10160011","160","5","179","2023/04/17 04:59:59","35","0","2021/02/09 05:00:00","16006001"
"10160012","160","5","179","2023/04/17 04:59:59","35","0","2021/02/09 05:00:00","16007001"
"10160013","160","2","179","2023/04/17 04:59:59","3","22001","2021/02/09 05:00:00","16007001"
"10160014","160","5","179","2023/04/17 04:59:59","40","0","2021/02/09 05:00:00","11004001"
"10160015","160","2","179","2023/04/17 04:59:59","30","20002","2021/02/09 05:00:00","11004001"
"10160016","160","2","179","2023/04/17 04:59:59","500","90007","2021/02/09 05:00:00","11004001"
"10160017","160","5","179","2023/04/17 04:59:59","55","0","2021/02/09 05:00:00","11005001"
"10160018","160","12","179","2023/04/17 04:59:59","90000","94002","2021/02/09 05:00:00","11005001"
"10160019","160","2","179","2023/04/17 04:59:59","500","90007","2021/02/09 05:00:00","11005001"
"10160023","160","5","179","2030/12/31 23:59:59","80","0","2023/04/17 05:00:00","11001001"
"10160024","160","5","179","2023/04/17 04:59:59","55","0","2021/02/09 05:00:00","14001001"
"10160025","160","12","179","2023/04/17 04:59:59","240000","94002","2021/02/09 05:00:00","14001001"
"10160026","160","2","179","2023/04/17 04:59:59","9","20003","2021/02/09 05:00:00","14001001"
"10160027","160","5","179","2023/04/17 04:59:59","70","0","2021/02/09 05:00:00","14003001"
"10160028","160","12","179","2023/04/17 04:59:59","410000","94002","2021/02/09 05:00:00","14003001"
"10160029","160","2","179","2023/04/17 04:59:59","4","22002","2021/02/09 05:00:00","14003001"
"10160030","160","12","179","2030/12/31 23:59:59","90000","94002","2023/04/17 05:00:00","11001001"
"10160031","160","8","179","2030/12/31 23:59:59","10","91002","2023/04/17 05:00:00","11001001"
"10160032","160","5","179","2030/12/31 23:59:59","110","0","2023/04/17 05:00:00","11003001"
"10160033","160","2","179","2030/12/31 23:59:59","30","20002","2023/04/17 05:00:00","11003001"
"10160034","160","8","179","2030/12/31 23:59:59","10","91002","2023/04/17 05:00:00","11003001"
"10160035","160","5","179","2030/12/31 23:59:59","60","0","2023/04/17 05:00:00","13002001"
"10160036","160","5","179","2030/12/31 23:59:59","60","0","2023/04/17 05:00:00","18004001"
"10160037","160","5","179","2024/06/14 15:59:59","70","0","2023/04/17 05:00:00","16006001"
"10160038","160","5","179","2024/06/14 15:59:59","70","0","2023/04/17 05:00:00","16007001"
"10160039","160","2","179","2024/06/14 15:59:59","3","22001","2023/04/17 05:00:00","16007001"
"10160040","160","5","179","2030/12/31 23:59:59","80","0","2023/04/17 05:00:00","11004001"
"10160041","160","2","179","2030/12/31 23:59:59","30","20002","2023/04/17 05:00:00","11004001"
"10160042","160","2","179","2030/12/31 23:59:59","500","90007","2023/04/17 05:00:00","11004001"
"10160043","160","5","179","2030/12/31 23:59:59","110","0","2023/04/17 05:00:00","11005001"
"10160044","160","12","179","2030/12/31 23:59:59","90000","94002","2023/04/17 05:00:00","11005001"
"10160045","160","2","179","2030/12/31 23:59:59","500","90007","2023/04/17 05:00:00","11005001"
"10160046","160","5","179","2030/12/31 23:59:59","110","0","2023/04/17 05:00:00","14001001"
"10160047","160","12","179","2030/12/31 23:59:59","240000","94002","2023/04/17 05:00:00","14001001"
"10160048","160","2","179","2030/12/31 23:59:59","9","20003","2023/04/17 05:00:00","14001001"
"10160049","160","5","179","2030/12/31 23:59:59","140","0","2023/04/17 05:00:00","14003001"
"10160050","160","12","179","2030/12/31 23:59:59","410000","94002","2023/04/17 05:00:00","14003001"
"10160051","160","2","179","2030/12/31 23:59:59","4","22002","2023/04/17 05:00:00","14003001"
"10160114","160","5","179","2023/04/17 04:59:59","25","0","2021/02/09 05:00:00","11101001"
"10160115","160","2","179","2023/04/17 04:59:59","9","20003","2021/02/09 05:00:00","11101001"
"10160121","160","5","179","2023/04/17 04:59:59","40","0","2021/02/09 05:00:00","11001002"
"10160122","160","12","179","2023/04/17 04:59:59","90000","94002","2021/02/09 05:00:00","11001002"
"10160123","160","2","179","2023/04/17 04:59:59","6","23001","2021/02/09 05:00:00","11001002"
"10160152","160","5","179","2030/12/31 23:59:59","50","0","2023/04/17 05:00:00","11101001"
"10160153","160","2","179","2030/12/31 23:59:59","9","20003","2023/04/17 05:00:00","11101001"
"10160154","160","5","179","2030/12/31 23:59:59","80","0","2023/04/17 05:00:00","11001002"
"10160155","160","12","179","2030/12/31 23:59:59","90000","94002","2023/04/17 05:00:00","11001002"
"10160156","160","2","179","2030/12/31 23:59:59","6","23001","2023/04/17 05:00:00","11001002"
"10180003","180","5","199","2023/04/17 04:59:59","40","0","2021/02/09 05:00:00","11001001"
"10180004","180","12","199","2023/04/17 04:59:59","100000","94002","2021/02/09 05:00:00","11001001"
"10180005","180","8","199","2023/04/17 04:59:59","10","91002","2021/02/09 05:00:00","11001001"
"10180006","180","5","199","2023/04/17 04:59:59","55","0","2021/02/09 05:00:00","11003001"
"10180007","180","2","199","2023/04/17 04:59:59","34","20002","2021/02/09 05:00:00","11003001"
"10180008","180","8","199","2023/04/17 04:59:59","10","91002","2021/02/09 05:00:00","11003001"
"10180009","180","5","199","2023/04/17 04:59:59","30","0","2021/02/09 05:00:00","13002001"
"10180010","180","5","199","2023/04/17 04:59:59","30","0","2021/02/09 05:00:00","18004001"
"10180011","180","5","199","2023/04/17 04:59:59","35","0","2021/02/09 05:00:00","16006001"
"10180012","180","5","199","2023/04/17 04:59:59","35","0","2021/02/09 05:00:00","16007001"
"10180013","180","2","199","2023/04/17 04:59:59","3","22001","2021/02/09 05:00:00","16007001"
"10180014","180","5","199","2023/04/17 04:59:59","45","0","2021/02/09 05:00:00","11004001"
"10180015","180","2","199","2023/04/17 04:59:59","34","20002","2021/02/09 05:00:00","11004001"
"10180016","180","2","199","2023/04/17 04:59:59","500","90007","2021/02/09 05:00:00","11004001"
"10180017","180","5","199","2023/04/17 04:59:59","55","0","2021/02/09 05:00:00","11005001"
"10180018","180","12","199","2023/04/17 04:59:59","100000","94002","2021/02/09 05:00:00","11005001"
"10180019","180","2","199","2023/04/17 04:59:59","500","90007","2021/02/09 05:00:00","11005001"
"10180023","180","5","199","2030/12/31 23:59:59","80","0","2023/04/17 05:00:00","11001001"
"10180024","180","5","199","2023/04/17 04:59:59","55","0","2021/02/09 05:00:00","14001001"
"10180025","180","12","199","2023/04/17 04:59:59","260000","94002","2021/02/09 05:00:00","14001001"
"10180026","180","2","199","2023/04/17 04:59:59","10","20003","2021/02/09 05:00:00","14001001"
"10180027","180","5","199","2023/04/17 04:59:59","70","0","2021/02/09 05:00:00","14003001"
"10180028","180","12","199","2023/04/17 04:59:59","450000","94002","2021/02/09 05:00:00","14003001"
"10180029","180","2","199","2023/04/17 04:59:59","4","22002","2021/02/09 05:00:00","14003001"
"10180030","180","12","199","2030/12/31 23:59:59","100000","94002","2023/04/17 05:00:00","11001001"
"10180031","180","8","199","2030/12/31 23:59:59","10","91002","2023/04/17 05:00:00","11001001"
"10180032","180","5","199","2030/12/31 23:59:59","110","0","2023/04/17 05:00:00","11003001"
"10180033","180","2","199","2030/12/31 23:59:59","34","20002","2023/04/17 05:00:00","11003001"
"10180034","180","8","199","2030/12/31 23:59:59","10","91002","2023/04/17 05:00:00","11003001"
"10180035","180","5","199","2030/12/31 23:59:59","60","0","2023/04/17 05:00:00","13002001"
"10180036","180","5","199","2030/12/31 23:59:59","60","0","2023/04/17 05:00:00","18004001"
"10180037","180","5","199","2024/06/14 15:59:59","70","0","2023/04/17 05:00:00","16006001"
"10180038","180","5","199","2024/06/14 15:59:59","70","0","2023/04/17 05:00:00","16007001"
"10180039","180","2","199","2024/06/14 15:59:59","3","22001","2023/04/17 05:00:00","16007001"
"10180040","180","5","199","2030/12/31 23:59:59","90","0","2023/04/17 05:00:00","11004001"
"10180041","180","2","199","2030/12/31 23:59:59","34","20002","2023/04/17 05:00:00","11004001"
"10180042","180","2","199","2030/12/31 23:59:59","500","90007","2023/04/17 05:00:00","11004001"
"10180043","180","5","199","2030/12/31 23:59:59","110","0","2023/04/17 05:00:00","11005001"
"10180044","180","12","199","2030/12/31 23:59:59","100000","94002","2023/04/17 05:00:00","11005001"
"10180045","180","2","199","2030/12/31 23:59:59","500","90007","2023/04/17 05:00:00","11005001"
"10180046","180","5","199","2030/12/31 23:59:59","110","0","2023/04/17 05:00:00","14001001"
"10180047","180","12","199","2030/12/31 23:59:59","260000","94002","2023/04/17 05:00:00","14001001"
"10180048","180","2","199","2030/12/31 23:59:59","10","20003","2023/04/17 05:00:00","14001001"
"10180049","180","5","199","2030/12/31 23:59:59","140","0","2023/04/17 05:00:00","14003001"
"10180050","180","12","199","2030/12/31 23:59:59","450000","94002","2023/04/17 05:00:00","14003001"
"10180051","180","2","199","2030/12/31 23:59:59","4","22002","2023/04/17 05:00:00","14003001"
"10180114","180","5","199","2023/04/17 04:59:59","30","0","2021/02/09 05:00:00","11101001"
"10180115","180","2","199","2023/04/17 04:59:59","10","20003","2021/02/09 05:00:00","11101001"
"10180121","180","5","199","2023/04/17 04:59:59","40","0","2021/02/09 05:00:00","11001002"
"10180122","180","12","199","2023/04/17 04:59:59","100000","94002","2021/02/09 05:00:00","11001002"
"10180123","180","2","199","2023/04/17 04:59:59","6","23001","2021/02/09 05:00:00","11001002"
"10180152","180","5","199","2030/12/31 23:59:59","60","0","2023/04/17 05:00:00","11101001"
"10180153","180","2","199","2030/12/31 23:59:59","10","20003","2023/04/17 05:00:00","11101001"
"10180154","180","5","199","2030/12/31 23:59:59","80","0","2023/04/17 05:00:00","11001002"
"10180155","180","12","199","2030/12/31 23:59:59","100000","94002","2023/04/17 05:00:00","11001002"
"10180156","180","2","199","2030/12/31 23:59:59","6","23001","2023/04/17 05:00:00","11001002"
"10200003","200","5","219","2030/12/31 23:59:59","45","0","2021/10/15 16:00:00","11001001"
"10200004","200","12","219","2030/12/31 23:59:59","110000","94002","2021/10/15 16:00:00","11001001"
"10200005","200","8","219","2030/12/31 23:59:59","10","91002","2021/10/15 16:00:00","11001001"
"10200006","200","5","219","2030/12/31 23:59:59","55","0","2021/10/15 16:00:00","11003001"
"10200007","200","2","219","2030/12/31 23:59:59","38","20002","2021/10/15 16:00:00","11003001"
"10200008","200","8","219","2030/12/31 23:59:59","10","91002","2021/10/15 16:00:00","11003001"
"10200009","200","5","219","2030/12/31 23:59:59","30","0","2022/11/15 16:00:00","13002001"
"10200010","200","5","219","2030/12/31 23:59:59","30","0","2021/10/15 16:00:00","18004001"
"10200011","200","5","219","2024/06/14 15:59:59","35","0","2021/10/15 16:00:00","16006001"
"10200012","200","5","219","2024/06/14 15:59:59","35","0","2021/10/15 16:00:00","16007001"
"10200013","200","2","219","2024/06/14 15:59:59","3","22001","2021/10/15 16:00:00","16007001"
"10200014","200","5","219","2030/12/31 23:59:59","45","0","2021/10/15 16:00:00","11004001"
"10200015","200","2","219","2030/12/31 23:59:59","38","20002","2021/10/15 16:00:00","11004001"
"10200016","200","2","219","2030/12/31 23:59:59","500","90007","2021/10/15 16:00:00","11004001"
"10200017","200","5","219","2030/12/31 23:59:59","55","0","2021/10/15 16:00:00","11005001"
"10200018","200","12","219","2030/12/31 23:59:59","120000","94002","2021/10/15 16:00:00","11005001"
"10200019","200","2","219","2030/12/31 23:59:59","500","90007","2021/10/15 16:00:00","11005001"
"10200024","200","5","219","2030/12/31 23:59:59","55","0","2021/10/15 16:00:00","14001001"
"10200025","200","12","219","2030/12/31 23:59:59","280000","94002","2021/10/15 16:00:00","14001001"
"10200026","200","2","219","2030/12/31 23:59:59","11","20003","2021/10/15 16:00:00","14001001"
"10200027","200","5","219","2030/12/31 23:59:59","70","0","2021/10/15 16:00:00","14003001"
"10200028","200","12","219","2030/12/31 23:59:59","480000","94002","2021/10/15 16:00:00","14003001"
"10200029","200","2","219","2030/12/31 23:59:59","4","22002","2021/10/15 16:00:00","14003001"
"10200114","200","5","219","2030/12/31 23:59:59","30","0","2021/10/15 16:00:00","11101001"
"10200115","200","2","219","2030/12/31 23:59:59","11","20003","2021/10/15 16:00:00","11101001"
"10200121","200","5","219","2030/12/31 23:59:59","45","0","2021/10/15 16:00:00","11001002"
"10200122","200","12","219","2030/12/31 23:59:59","110000","94002","2021/10/15 16:00:00","11001002"
"10200123","200","2","219","2030/12/31 23:59:59","6","23001","2021/10/15 16:00:00","11001002"
"10220003","220","5","239","2030/12/31 23:59:59","45","0","2022/04/15 16:00:00","11001001"
"10220004","220","12","239","2030/12/31 23:59:59","120000","94002","2022/04/15 16:00:00","11001001"
"10220005","220","8","239","2030/12/31 23:59:59","10","91002","2022/04/15 16:00:00","11001001"
"10220006","220","5","239","2030/12/31 23:59:59","60","0","2022/04/15 16:00:00","11003001"
"10220007","220","2","239","2030/12/31 23:59:59","42","20002","2022/04/15 16:00:00","11003001"
"10220008","220","8","239","2030/12/31 23:59:59","10","91002","2022/04/15 16:00:00","11003001"
"10220009","220","5","239","2030/12/31 23:59:59","30","0","2022/11/15 16:00:00","13002001"
"10220010","220","5","239","2030/12/31 23:59:59","30","0","2022/04/15 16:00:00","18004001"
"10220011","220","5","239","2024/06/14 15:59:59","40","0","2022/04/15 16:00:00","16006001"
"10220012","220","5","239","2024/06/14 15:59:59","35","0","2022/04/15 16:00:00","16007001"
"10220013","220","2","239","2024/06/14 15:59:59","3","22001","2022/04/15 16:00:00","16007001"
"10220014","220","5","239","2030/12/31 23:59:59","45","0","2022/04/15 16:00:00","11004001"
"10220015","220","2","239","2030/12/31 23:59:59","42","20002","2022/04/15 16:00:00","11004001"
"10220016","220","2","239","2030/12/31 23:59:59","500","90007","2022/04/15 16:00:00","11004001"
"10220017","220","5","239","2030/12/31 23:59:59","55","0","2022/04/15 16:00:00","11005001"
"10220018","220","12","239","2030/12/31 23:59:59","130000","94002","2022/04/15 16:00:00","11005001"
"10220019","220","2","239","2030/12/31 23:59:59","500","90007","2022/04/15 16:00:00","11005001"
"10220024","220","5","239","2030/12/31 23:59:59","55","0","2022/04/15 16:00:00","14001001"
"10220025","220","12","239","2030/12/31 23:59:59","300000","94002","2022/04/15 16:00:00","14001001"
"10220026","220","2","239","2030/12/31 23:59:59","12","20003","2022/04/15 16:00:00","14001001"
"10220027","220","5","239","2030/12/31 23:59:59","70","0","2022/04/15 16:00:00","14003001"
"10220028","220","12","239","2030/12/31 23:59:59","510000","94002","2022/04/15 16:00:00","14003001"
"10220029","220","2","239","2030/12/31 23:59:59","4","22002","2022/04/15 16:00:00","14003001"
"10220114","220","5","239","2030/12/31 23:59:59","30","0","2022/04/15 16:00:00","11101001"
"10220115","220","2","239","2030/12/31 23:59:59","12","20003","2022/04/15 16:00:00","11101001"
"10220121","220","5","239","2030/12/31 23:59:59","45","0","2022/04/15 16:00:00","11001002"
"10220122","220","12","239","2030/12/31 23:59:59","120000","94002","2022/04/15 16:00:00","11001002"
"10220123","220","2","239","2030/12/31 23:59:59","6","23001","2022/04/15 16:00:00","11001002"
"10240003","240","5","259","2030/12/31 23:59:59","45","0","2022/11/15 16:00:00","11001001"
"10240004","240","12","259","2030/12/31 23:59:59","130000","94002","2022/11/15 16:00:00","11001001"
"10240005","240","8","259","2030/12/31 23:59:59","10","91002","2022/11/15 16:00:00","11001001"
"10240006","240","5","259","2030/12/31 23:59:59","60","0","2022/11/15 16:00:00","11003001"
"10240007","240","2","259","2030/12/31 23:59:59","46","20002","2022/11/15 16:00:00","11003001"
"10240008","240","8","259","2030/12/31 23:59:59","10","91002","2022/11/15 16:00:00","11003001"
"10240009","240","5","259","2030/12/31 23:59:59","30","0","2022/11/15 16:00:00","13002001"
"10240010","240","5","259","2030/12/31 23:59:59","30","0","2022/11/15 16:00:00","18004001"
"10240011","240","5","259","2024/06/14 15:59:59","40","0","2022/11/15 16:00:00","16006001"
"10240012","240","5","259","2024/06/14 15:59:59","35","0","2022/11/15 16:00:00","16007001"
"10240013","240","2","259","2024/06/14 15:59:59","3","22001","2022/11/15 16:00:00","16007001"
"10240014","240","5","259","2030/12/31 23:59:59","45","0","2022/11/15 16:00:00","11004001"
"10240015","240","2","259","2030/12/31 23:59:59","46","20002","2022/11/15 16:00:00","11004001"
"10240016","240","2","259","2030/12/31 23:59:59","500","90007","2022/11/15 16:00:00","11004001"
"10240017","240","5","259","2030/12/31 23:59:59","55","0","2022/11/15 16:00:00","11005001"
"10240018","240","12","259","2030/12/31 23:59:59","140000","94002","2022/11/15 16:00:00","11005001"
"10240019","240","2","259","2030/12/31 23:59:59","500","90007","2022/11/15 16:00:00","11005001"
"10240024","240","5","259","2030/12/31 23:59:59","55","0","2022/11/15 16:00:00","14001001"
"10240025","240","12","259","2030/12/31 23:59:59","320000","94002","2022/11/15 16:00:00","14001001"
"10240026","240","2","259","2030/12/31 23:59:59","13","20003","2022/11/15 16:00:00","14001001"
"10240027","240","5","259","2030/12/31 23:59:59","70","0","2022/11/15 16:00:00","14003001"
"10240028","240","12","259","2030/12/31 23:59:59","540000","94002","2022/11/15 16:00:00","14003001"
"10240029","240","2","259","2030/12/31 23:59:59","4","22002","2022/11/15 16:00:00","14003001"
"10240114","240","5","259","2030/12/31 23:59:59","30","0","2022/11/15 16:00:00","11101001"
"10240115","240","2","259","2030/12/31 23:59:59","13","20003","2022/11/15 16:00:00","11101001"
"10240121","240","5","259","2030/12/31 23:59:59","45","0","2022/11/15 16:00:00","11001002"
"10240122","240","12","259","2030/12/31 23:59:59","130000","94002","2022/11/15 16:00:00","11001002"
"10240123","240","2","259","2030/12/31 23:59:59","6","23001","2022/11/15 16:00:00","11001002"
"10260003","260","5","279","2030/12/31 23:59:59","45","0","2023/06/15 16:00:00","11001001"
"10260004","260","12","279","2030/12/31 23:59:59","140000","94002","2023/06/15 16:00:00","11001001"
"10260005","260","8","279","2030/12/31 23:59:59","10","91002","2023/06/15 16:00:00","11001001"
"10260006","260","5","279","2030/12/31 23:59:59","60","0","2023/06/15 16:00:00","11003001"
"10260007","260","2","279","2030/12/31 23:59:59","50","20002","2023/06/15 16:00:00","11003001"
"10260008","260","8","279","2030/12/31 23:59:59","10","91002","2023/06/15 16:00:00","11003001"
"10260009","260","5","279","2030/12/31 23:59:59","30","0","2023/06/15 16:00:00","13002001"
"10260010","260","5","279","2030/12/31 23:59:59","30","0","2023/06/15 16:00:00","18004001"
"10260011","260","5","279","2024/06/14 15:59:59","40","0","2023/06/15 16:00:00","16006001"
"10260012","260","5","279","2024/06/14 15:59:59","35","0","2023/06/15 16:00:00","16007001"
"10260013","260","2","279","2024/06/14 15:59:59","3","22001","2023/06/15 16:00:00","16007001"
"10260014","260","5","279","2030/12/31 23:59:59","45","0","2023/06/15 16:00:00","11004001"
"10260015","260","2","279","2030/12/31 23:59:59","50","20002","2023/06/15 16:00:00","11004001"
"10260016","260","2","279","2030/12/31 23:59:59","500","90007","2023/06/15 16:00:00","11004001"
"10260017","260","5","279","2030/12/31 23:59:59","55","0","2023/06/15 16:00:00","11005001"
"10260018","260","12","279","2030/12/31 23:59:59","150000","94002","2023/06/15 16:00:00","11005001"
"10260019","260","2","279","2030/12/31 23:59:59","500","90007","2023/06/15 16:00:00","11005001"
"10260024","260","5","279","2030/12/31 23:59:59","55","0","2023/06/15 16:00:00","14001001"
"10260025","260","12","279","2030/12/31 23:59:59","340000","94002","2023/06/15 16:00:00","14001001"
"10260026","260","2","279","2030/12/31 23:59:59","14","20003","2023/06/15 16:00:00","14001001"
"10260027","260","5","279","2030/12/31 23:59:59","70","0","2023/06/15 16:00:00","14003001"
"10260028","260","12","279","2030/12/31 23:59:59","570000","94002","2023/06/15 16:00:00","14003001"
"10260029","260","2","279","2030/12/31 23:59:59","4","22002","2023/06/15 16:00:00","14003001"
"10260114","260","5","279","2030/12/31 23:59:59","30","0","2023/06/15 16:00:00","11101001"
"10260115","260","2","279","2030/12/31 23:59:59","14","20003","2023/06/15 16:00:00","11101001"
"10260121","260","5","279","2030/12/31 23:59:59","45","0","2023/06/15 16:00:00","11001002"
"10260122","260","12","279","2030/12/31 23:59:59","140000","94002","2023/06/15 16:00:00","11001002"
"10260123","260","2","279","2030/12/31 23:59:59","6","23001","2023/06/15 16:00:00","11001002"
"10280003","280","5","299","2030/12/31 23:59:59","45","0","2023/12/15 16:00:00","11001001"
"10280004","280","12","299","2030/12/31 23:59:59","150000","94002","2023/12/15 16:00:00","11001001"
"10280005","280","8","299","2030/12/31 23:59:59","10","91002","2023/12/15 16:00:00","11001001"
"10280006","280","5","299","2030/12/31 23:59:59","60","0","2023/12/15 16:00:00","11003001"
"10280007","280","2","299","2030/12/31 23:59:59","54","20002","2023/12/15 16:00:00","11003001"
"10280008","280","8","299","2030/12/31 23:59:59","10","91002","2023/12/15 16:00:00","11003001"
"10280009","280","5","299","2030/12/31 23:59:59","30","0","2023/12/15 16:00:00","13002001"
"10280010","280","5","299","2030/12/31 23:59:59","30","0","2023/12/15 16:00:00","18004001"
"10280011","280","5","-1","2024/06/14 15:59:59","40","0","2023/12/15 16:00:00","16006001"
"10280012","280","5","-1","2024/06/14 15:59:59","35","0","2023/12/15 16:00:00","16007001"
"10280013","280","2","-1","2024/06/14 15:59:59","3","22001","2023/12/15 16:00:00","16007001"
"10280014","280","5","299","2030/12/31 23:59:59","45","0","2023/12/15 16:00:00","11004001"
"10280015","280","2","299","2030/12/31 23:59:59","54","20002","2023/12/15 16:00:00","11004001"
"10280016","280","2","299","2030/12/31 23:59:59","500","90007","2023/12/15 16:00:00","11004001"
"10280017","280","5","299","2030/12/31 23:59:59","55","0","2023/12/15 16:00:00","11005001"
"10280018","280","12","299","2030/12/31 23:59:59","160000","94002","2023/12/15 16:00:00","11005001"
"10280019","280","2","299","2030/12/31 23:59:59","500","90007","2023/12/15 16:00:00","11005001"
"10280024","280","5","299","2030/12/31 23:59:59","55","0","2023/12/15 16:00:00","14001001"
"10280025","280","12","299","2030/12/31 23:59:59","360000","94002","2023/12/15 16:00:00","14001001"
"10280026","280","2","299","2030/12/31 23:59:59","15","20003","2023/12/15 16:00:00","14001001"
"10280027","280","5","299","2030/12/31 23:59:59","70","0","2023/12/15 16:00:00","14003001"
"10280028","280","12","299","2030/12/31 23:59:59","600000","94002","2023/12/15 16:00:00","14003001"
"10280029","280","2","299","2030/12/31 23:59:59","4","22002","2023/12/15 16:00:00","14003001"
"10280114","280","5","299","2030/12/31 23:59:59","30","0","2023/12/15 16:00:00","11101001"
"10280115","280","2","299","2030/12/31 23:59:59","15","20003","2023/12/15 16:00:00","11101001"
"10280121","280","5","299","2030/12/31 23:59:59","45","0","2023/12/15 16:00:00","11001002"
"10280122","280","12","299","2030/12/31 23:59:59","150000","94002","2023/12/15 16:00:00","11001002"
"10280123","280","2","299","2030/12/31 23:59:59","6","23001","2023/12/15 16:00:00","11001002"
"10290011","1","5","-1","2030/12/31 23:59:59","140","0","2024/06/14 16:00:00","16008001"
"10290012","1","2","-1","2030/12/31 23:59:59","3","22001","2024/06/14 16:00:00","16008001"
"10300003","300","5","319","2030/12/31 23:59:59","45","0","2024/07/15 16:00:00","11001001"
"10300004","300","12","319","2030/12/31 23:59:59","160000","94002","2024/07/15 16:00:00","11001001"
"10300005","300","8","319","2030/12/31 23:59:59","10","91002","2024/07/15 16:00:00","11001001"
