c1b74586625890f10e4e5400b35d54b67e2dcf9ad5f6a109819a90fc5eaac00e,b2ccea8aff1dd84ab62784310c3e9d09da1af36805ac898cf9fcdd706a6e263d,ffe82516df81a77770d5a39245e9eea773a55683ce03132cb2e3e77a5d706962,6bfbdfdfee04397163ce7c0a4ab46bcc71cb41374ea38ea30b30addde29ff0c0,6cc2b92c3ca7b4a937b87dba0fc3e42280bb609b09fafc488371d32f141c6c84,380b499600b59b6eed143dfcaf3cd448097ebd00efc30cf053e8de3270490d98,eca2529ef7678e21d4890af02141c814b920f7da874692979680a67ab1171c50,d899ced72766c592981c3c413106cb8005f698b2885ecef75469df691e241a9e,d75739bd769e888b2838e3c425a4e2a76e59993cfeaa6c6bf93f8c9b45dc7afc,2cc26a5f4dd9eedcdcbc9348ebd50a18fd381af29b1266d5e33a181bcdd953c2,e6e25f692f79a4852803ee69e27e6f5ec5994554f2687d07cf5659853b604773,208c168094875c9c8265e426ef5cf73f954cdc17127b421b99a16f29b3ec31e6,d6b6722d78f26bcab4914282bdccdd8d6547e4e59f618936e7c77de851459aa9,5e6a2c8a0fbc344d4296b799b14b2412be5f3413786c82cf7ee5117d570a3415,02b4a646142ba0c610e5942e6ea6bdbb7d82befa3382b0da4bcbe225e859f0ab,86c31fcf1df34f323dd5122b3f2b6e32bb13e9368bf7c54058b36f7196290126,3095c471764458a2aa62c3bd6ab59f42f3b21790f9a99f2352fd95dc163d9cc9,8a164f7e0a01075d4f52d675077e193547baa757b94a639e6bf47b95f62d9626,2ac727a8f6e62a0087ea9d895beb1ba90d52ce53fa6eba8457a609eb63b23d9f,c2166f357cb2b0e53ea3e071599d18daa9b342b2a93fa4470dfe45ff4775e37e,5ebfeb1c1b2236da2aa4f06fde0a64b0aea5cb852eb83465538fc02797fdcf08,c75724f7fe790b10b50bba2b8cbad433426a715c916e73106fe1d5254dd27ab8,b6a5d4c4a9e58fe9b0cbbb124d3bee1abd1225a760e2706f6255f7309d8ee3f6,72c60ffec24bad51d108f8c1082a80777aa5b7591cf10d0cdd6b47608f4d0295,0ce2fea12ef98fea0a028027f0ee194b74e85daff10bbe56d67bf1cbc1271da5,1befb1fb03d2e6235fbc30a81541c7dca39bfa616b9c6db9042bb96f35c74a19,852a9594a8454bb2d079521f774f91cf252bfdd55ffb50d17bdf31a33d90e7f1,e22604794ffeb22e2329f755713f31d2fbd036b5454dc1560e88a55927de051b,32ec7668a2e507fc8966b5d1c21b2fdc0a9dc2d737a17439f462d9ba07dd81a1,5e9de8112557888dbccff68a87429f05bcec48a17ba252841053860280e918d6,32f82cc3dbf410d8e46f5868042e1ea46672cd5b37187aeae5016d07613d0adf,8b8fe9bb5f7200b6cdf5d2f4fd2e5a9a1259153c71bde34934b1693d40f03970,e6f6d2d7c2bc39a08e921e41d55da49b9bd45768c0478106ae70e9990afa2988,34452c8fad7a0083ceb48aa258c8e60a2bcf435a2fab314ea3255a1f7e627886,7c9a04d7b10a97f1a1fbe5a18459aef137288eab57a8ee18a4ae2a17b0889e1c,94f40d96eab7fdcf7344c01f656e116be7fb305349bbd6b897bb7b31e3a29a3a,675df83924c24b5f07690f6c584868a4255b9144ae330ceb2713a717faa524d6,c18dce664716c04877aaef515cbe4e18855d5e073bf07c62c8428f7ba10f8a06,8aa292f0590f58980fb199ba7bba50d23136c544939f96aa4535e81f4c306c74,90091176489e48d6ee7430bd0c08baf4a8c0c927317c7d725a8df57f8d04d5af
"58","58","58","58","1","2453","200000001","203400","58","10","31993","0","0","0","0","670340058","0","58","30","58","58","58","58","0","0","81","0","58","0","58","58","58","1","58","58","51","58","0","1","10"
"59","59","59","59","1","2537","200000001","203400","59","10","33508","0","0","0","0","670340059","0","59","30","59","59","59","59","0","0","82","0","59","0","59","59","59","1","59","59","52","59","0","1","10"
"60","60","60","60","1","2670","200000001","203400","60","10","35024","0","0","0","0","670340060","0","60","30","60","60","60","60","0","0","84","0","60","0","60","60","60","1","60","60","52","60","0","1","10"
"61","61","61","61","1","2706","200000001","203400","61","10","36608","0","0","0","0","670340061","0","61","30","61","61","61","61","0","0","85","0","61","0","61","61","61","1","61","61","53","61","0","1","10"
"62","62","62","62","1","2766","200000001","203400","62","10","37216","0","0","0","0","670340062","0","62","30","62","62","62","62","0","0","86","0","62","0","62","62","62","1","62","62","54","62","0","1","10"
"63","63","63","63","1","2827","200000001","203400","63","10","37824","0","0","0","0","670340063","0","63","30","63","63","63","63","0","0","88","0","63","0","63","63","63","1","63","63","56","63","0","1","10"
"64","64","64","64","1","2887","200000001","203400","64","10","38432","0","0","0","0","670340064","0","64","30","64","64","64","64","0","0","89","0","64","0","64","64","64","1","64","64","57","64","0","1","10"
"65","65","65","65","1","2947","200000001","203400","65","10","39040","0","0","0","0","670340065","0","65","30","65","65","65","65","0","0","90","0","65","0","65","65","65","1","65","65","59","65","0","1","10"
"66","66","66","66","1","3008","200000001","203400","66","10","39648","0","0","0","0","670340066","0","66","30","66","66","66","66","0","0","92","0","66","0","66","66","66","1","66","66","60","66","0","1","10"
"67","67","67","67","1","3068","200000001","203400","67","10","40256","0","0","0","0","670340067","0","67","30","67","67","67","67","0","0","93","0","67","0","67","67","67","1","67","67","62","67","0","1","10"
"68","68","68","68","1","3128","200000001","203400","68","10","40864","0","0","0","0","670340068","0","68","30","68","68","68","68","0","0","94","0","68","0","68","68","68","1","68","68","63","68","0","1","10"
"69","69","69","69","1","3189","200000001","203400","69","10","41472","0","0","0","0","670340069","0","69","30","69","69","69","69","0","0","95","0","69","0","69","69","69","1","69","69","65","69","0","1","10"
"70","70","70","70","1","3249","200000001","203400","70","10","42080","0","0","0","0","670340070","0","70","30","70","70","70","70","0","0","97","0","70","0","70","70","70","1","70","70","66","70","0","1","10"
"71","71","71","71","1","3309","200000001","203400","71","10","42688","0","0","0","0","670340071","0","71","30","71","71","71","71","0","0","98","0","71","0","71","71","71","1","71","71","67","71","0","1","10"
"1","1","1","1","1","0","200000006","203500","1","10","563","0","0","24","0","670350001","0","1","30","1","1","1","1","0","0","3","0","1","0","1","1","1","1","1","1","5","1","0","1","10"
"2","2","2","2","1","0","200000006","203500","2","10","578","0","0","28","0","670350002","0","2","30","2","2","2","2","0","0","3","0","2","0","2","2","2","1","2","2","12","2","0","1","10"
"3","3","3","3","1","0","200000006","203500","3","10","594","0","0","32","0","670350003","0","3","30","3","3","3","3","0","0","4","0","3","0","3","3","3","1","3","3","6","3","0","1","10"
"4","4","4","4","1","0","200000006","203500","4","10","594","0","0","32","0","670350004","0","4","30","4","4","4","4","0","0","4","0","4","0","4","4","4","1","4","4","6","4","0","1","10"
"5","5","5","5","1","0","200000006","203500","5","10","597","0","0","35","0","670350005","0","5","30","5","5","5","5","0","0","4","0","5","0","5","5","5","1","5","5","6","5","0","1","10"
"6","6","6","6","1","0","200000006","203500","6","10","628","0","0","49","0","670350006","0","6","30","6","6","6","6","0","0","6","0","6","0","6","6","6","1","6","6","9","6","0","1","10"
"7","7","7","7","1","0","200000006","203500","7","10","856","0","0","69","0","670350007","0","7","30","7","7","7","7","0","0","6","0","7","0","7","7","7","1","7","7","10","7","0","1","10"
"8","8","8","8","1","0","200000006","203500","8","10","1063","0","0","80","0","670350008","0","8","30","8","8","8","8","0","0","7","0","8","0","8","8","8","1","8","8","10","8","0","1","10"
"9","9","9","9","1","0","200000006","203500","9","10","1091","0","0","93","0","670350009","0","9","30","9","9","9","9","0","0","7","0","9","0","9","9","9","1","9","9","11","9","0","1","10"
"10","10","10","10","1","0","200000006","203500","10","10","1121","0","0","97","0","670350010","0","10","30","10","10","10","10","0","0","8","0","10","0","10","10","10","1","10","10","11","10","0","1","10"
"11","11","11","11","1","0","200000006","203500","11","10","1151","0","0","100","0","670350011","0","11","30","11","11","11","11","0","0","8","0","11","0","11","11","11","1","11","11","12","11","0","1","10"
"12","12","12","12","1","0","200000006","203500","12","10","1180","0","0","103","0","670350012","0","12","30","12","12","12","12","0","0","8","0","12","0","12","12","12","1","12","12","12","12","0","1","10"
"13","13","13","13","1","0","200000006","203500","13","10","1180","0","0","103","0","670350013","0","13","30","13","13","13","13","0","0","8","0","13","0","13","13","13","1","13","13","12","13","0","1","10"
"14","14","14","14","1","0","200000006","203500","14","10","1158","0","0","96","0","670350014","0","14","30","14","14","14","14","0","0","12","0","14","0","14","14","14","1","14","14","17","14","0","1","10"
"15","15","15","15","1","0","200000006","203500","15","10","1184","0","0","99","0","670350015","0","15","30","15","15","15","15","0","0","12","0","15","0","15","15","15","1","15","15","18","15","0","1","10"
"16","16","16","16","1","0","200000006","203500","16","10","1589","0","0","113","0","670350016","0","16","30","16","16","16","16","0","0","12","0","16","0","16","16","16","1","16","16","18","16","0","1","10"
"17","17","17","17","1","0","200000006","203500","17","10","1882","0","0","134","0","670350017","0","17","30","17","17","17","17","0","0","12","0","17","0","17","17","17","1","17","17","18","17","0","1","10"
"18","18","18","18","1","0","200000006","203500","18","10","2176","0","0","156","0","670350018","0","18","30","18","18","18","18","0","0","13","0","18","0","18","18","18","1","18","18","19","18","0","1","10"
"19","19","19","19","1","0","200000006","203500","19","10","2469","0","0","177","0","670350019","0","19","30","19","19","19","19","0","0","13","0","19","0","19","19","19","1","19","19","19","19","0","1","10"
"20","20","20","20","1","0","200000006","203500","20","10","2621","0","0","186","0","670350020","0","20","30","20","20","20","20","0","0","13","0","20","0","20","20","20","1","20","20","19","20","0","1","10"
"21","21","21","21","1","0","200000006","203500","21","10","2659","0","0","189","0","670350021","0","21","30","21","21","21","21","0","0","13","0","21","0","21","21","21","1","21","21","19","21","0","1","10"
"22","22","22","22","1","0","200000006","203500","22","10","2777","0","0","213","0","670350022","0","22","30","22","22","22","22","0","0","14","0","22","0","22","22","22","1","22","22","20","22","0","1","10"
"23","23","23","23","1","0","200000006","203500","23","10","2788","0","0","215","0","670350023","0","23","30","23","23","23","23","0","0","21","0","23","0","23","23","23","1","23","23","28","23","0","1","10"
"24","24","24","24","1","0","200000006","203500","24","10","3065","0","0","218","0","670350024","0","24","30","24","24","24","24","0","0","21","0","24","0","24","24","24","1","24","24","29","24","0","1","10"
"25","25","25","25","1","0","200000006","203500","25","10","3346","0","0","244","0","670350025","0","25","30","25","25","25","25","0","0","21","0","25","0","25","25","25","1","25","25","29","25","0","1","10"
"26","26","26","26","1","0","200000006","203500","26","10","3627","0","0","269","0","670350026","0","26","30","26","26","26","26","0","0","21","0","26","0","26","26","26","1","26","26","29","26","0","1","10"
"27","27","27","27","1","0","200000006","203500","27","10","3576","0","0","272","0","670350027","0","27","30","27","27","27","27","0","0","22","0","27","0","27","27","27","1","27","27","29","27","0","1","10"
"28","28","28","28","1","0","200000006","203500","28","10","3981","0","0","278","0","670350028","0","28","30","28","28","28","28","0","0","23","0","28","0","28","28","28","1","28","28","31","28","0","1","10"
"29","29","29","29","1","0","200000006","203500","29","10","4571","0","0","320","0","670350029","0","29","30","29","29","29","29","0","0","24","0","29","0","29","29","29","1","29","29","32","29","0","1","10"
"30","30","30","30","1","0","200000006","203500","30","10","5161","0","0","362","0","670350030","0","30","30","30","30","30","30","0","0","24","0","30","0","30","30","30","1","30","30","32","30","0","1","10"
"31","31","31","31","1","0","200000006","203500","31","10","5211","0","0","377","0","670350031","0","31","30","31","31","31","31","0","0","24","0","31","0","31","31","31","1","31","31","32","31","0","1","10"
"32","32","32","32","1","0","200000006","203500","32","10","5261","0","0","392","0","670350032","0","32","30","32","32","32","32","0","0","24","0","32","0","32","32","32","1","32","32","32","32","0","1","10"
"33","33","33","33","1","0","200000006","203500","33","10","5728","0","0","412","0","670350033","0","33","30","33","33","33","33","0","0","26","0","33","0","33","33","33","1","33","33","32","33","0","1","10"
"34","34","34","34","1","0","200000006","203500","34","10","6195","0","0","431","0","670350034","0","34","30","34","34","34","34","0","0","28","0","34","0","34","34","34","1","34","34","33","34","0","1","10"
"35","35","35","35","1","0","200000006","203500","35","10","6662","0","0","451","0","670350035","0","35","30","35","35","35","35","0","0","31","0","35","0","35","35","35","1","35","35","33","35","0","1","10"
"36","36","36","36","1","0","200000006","203500","36","10","7129","0","0","471","0","670350036","0","36","30","36","36","36","36","0","0","33","0","36","0","36","36","36","1","36","36","33","36","0","1","10"
"37","37","37","37","1","0","200000006","203500","37","10","7457","0","0","494","0","670350037","0","37","30","37","37","37","37","0","0","34","0","37","0","37","37","37","1","37","37","41","37","0","1","10"
"38","38","38","38","1","0","200000006","203500","38","10","7784","0","0","516","0","670350038","0","38","30","38","38","38","38","0","0","35","0","38","0","38","38","38","1","38","38","48","38","0","1","10"
"39","39","39","39","1","0","200000006","203500","39","10","10059","0","0","595","0","670350039","0","39","30","39","39","39","39","0","0","35","0","39","0","39","39","39","1","39","39","48","39","0","1","10"
"40","40","40","40","1","0","200000006","203500","40","10","12334","0","0","673","0","670350040","0","40","30","40","40","40","40","0","0","35","0","40","0","40","40","40","1","40","40","48","40","0","1","10"
"41","41","41","41","1","0","200000006","203500","41","10","13262","0","0","829","0","670350041","0","41","30","41","41","41","41","0","0","36","0","41","0","41","41","41","1","41","41","49","41","0","1","10"
"42","42","42","42","1","0","200000006","203500","42","10","14190","0","0","984","0","670350042","0","42","30","42","42","42","42","0","0","36","0","42","0","42","42","42","1","42","42","50","42","0","1","10"
"43","43","43","43","1","0","200000006","203500","43","10","14464","0","0","1010","0","670350043","0","43","30","43","43","43","43","0","0","36","0","43","0","43","43","43","1","43","43","50","43","0","1","10"
"44","44","44","44","1","0","200000006","203500","44","10","20501","0","0","1365","0","670350044","0","44","30","44","44","44","44","0","0","47","0","44","0","44","44","44","1","44","44","64","44","0","1","10"
"45","45","45","45","1","0","200000006","203500","45","10","26537","0","0","1721","0","670350045","0","45","30","45","45","45","45","0","0","58","0","45","0","45","45","45","1","45","45","79","45","0","1","10"
"46","46","46","46","1","0","200000006","203500","46","10","32574","0","0","2076","0","670350046","0","46","30","46","46","46","46","0","0","69","0","46","0","46","46","46","1","46","46","93","46","0","1","10"
"47","47","47","47","1","0","200000006","203500","47","10","34796","0","0","2190","0","670350047","0","47","30","47","47","47","47","0","0","70","0","47","0","47","47","47","1","47","47","95","47","0","1","10"
"48","48","48","48","1","0","200000006","203500","48","10","37018","0","0","2304","0","670350048","0","48","30","48","48","48","48","0","0","72","0","48","0","48","48","48","1","48","48","97","48","0","1","10"
"49","49","49","49","1","0","200000006","203500","49","10","37448","0","0","2321","0","670350049","0","49","30","49","49","49","49","0","0","72","0","49","0","49","49","49","1","49","49","97","49","0","1","10"
"50","50","50","50","1","0","200000006","203500","50","10","38292","0","0","2434","0","670350050","0","50","30","50","50","50","50","0","0","75","0","50","0","50","50","50","1","50","50","103","50","0","1","10"
"51","51","51","51","1","0","200000006","203500","51","10","39137","0","0","2546","0","670350051","0","51","30","51","51","51","51","0","0","78","0","51","0","51","51","51","1","51","51","109","51","0","1","10"
"52","52","52","52","1","0","200000006","203500","52","10","39981","0","0","2660","0","670350052","0","52","30","52","52","52","52","0","0","82","0","52","0","52","52","52","1","52","52","115","52","0","1","10"
"53","53","53","53","1","0","200000006","203500","53","10","40825","0","0","2773","0","670350053","0","53","30","53","53","53","53","0","0","85","0","53","0","53","53","53","1","53","53","121","53","0","1","10"
"54","54","54","54","1","0","200000006","203500","54","10","41670","0","0","2885","0","670350054","0","54","30","54","54","54","54","0","0","88","0","54","0","54","54","54","1","54","54","127","54","0","1","10"
"55","55","55","55","1","0","200000006","203500","55","10","42514","0","0","2998","0","670350055","0","55","30","55","55","55","55","0","0","92","0","55","0","55","55","55","1","55","55","133","55","0","1","10"
"56","56","56","56","1","0","200000006","203500","56","10","43358","0","0","3110","0","670350056","0","56","30","56","56","56","56","0","0","95","0","56","0","56","56","56","1","56","56","139","56","0","1","10"
"57","57","57","57","1","0","200000006","203500","57","10","44203","0","0","3222","0","670350057","0","57","30","57","57","57","57","0","0","98","0","57","0","57","57","57","1","57","57","145","57","0","1","10"
"58","58","58","58","1","0","200000006","203500","58","10","45047","0","0","3335","0","670350058","0","58","30","58","58","58","58","0","0","102","0","58","0","58","58","58","1","58","58","151","58","0","1","10"
"59","59","59","59","1","0","200000006","203500","59","10","48787","0","0","3488","0","670350059","0","59","30","59","59","59","59","0","0","107","0","59","0","59","59","59","1","59","59","157","59","0","1","10"
"60","60","60","60","1","0","200000006","203500","60","10","52526","0","0","3642","0","670350060","0","60","30","60","60","60","60","0","0","112","0","60","0","60","60","60","1","60","60","163","60","0","1","10"
"61","61","61","61","1","0","200000006","203500","61","10","56266","0","0","3795","0","670350061","0","61","30","61","61","61","61","0","0","117","0","61","0","61","61","61","1","61","61","170","61","0","1","10"
"62","62","62","62","1","0","200000006","203500","62","10","57110","0","0","3948","0","670350062","0","62","30","62","62","62","62","0","0","122","0","62","0","62","62","62","1","62","62","176","62","0","1","10"
"63","63","63","63","1","0","200000006","203500","63","10","57954","0","0","4101","0","670350063","0","63","30","63","63","63","63","0","0","127","0","63","0","63","63","63","1","63","63","182","63","0","1","10"
"64","64","64","64","1","0","200000006","203500","64","10","58798","0","0","4254","0","670350064","0","64","30","64","64","64","64","0","0","132","0","64","0","64","64","64","1","64","64","188","64","0","1","10"
"65","65","65","65","1","0","200000006","203500","65","10","59642","0","0","4407","0","670350065","0","65","30","65","65","65","65","0","0","137","0","65","0","65","65","65","1","65","65","194","65","0","1","10"
"66","66","66","66","1","0","200000006","203500","66","10","60486","0","0","4560","0","670350066","0","66","30","66","66","66","66","0","0","142","0","66","0","66","66","66","1","66","66","200","66","0","1","10"
"67","67","67","67","1","0","200000006","203500","67","10","61330","0","0","4713","0","670350067","0","67","30","67","67","67","67","0","0","147","0","67","0","67","67","67","1","67","67","206","67","0","1","10"
"68","68","68","68","1","0","200000006","203500","68","10","62174","0","0","4866","0","670350068","0","68","30","68","68","68","68","0","0","152","0","68","0","68","68","68","1","68","68","212","68","0","1","10"
"69","69","69","69","1","0","200000006","203500","69","10","63018","0","0","5019","0","670350069","0","69","30","69","69","69","69","0","0","157","0","69","0","69","69","69","1","69","69","218","69","0","1","10"
"70","70","70","70","1","0","200000006","203500","70","10","63862","0","0","5172","0","670350070","0","70","30","70","70","70","70","0","0","162","0","70","0","70","70","70","1","70","70","224","70","0","1","10"
"71","71","71","71","1","0","200000006","203500","71","10","64706","0","0","5325","0","670350071","0","71","30","71","71","71","71","0","0","167","0","71","0","71","71","71","1","71","71","230","71","0","1","10"
"1","1","1","1","1","0","200000006","203700","1","10","328","0","0","29","0","670370001","0","1","30","1","1","1","1","0","0","1","0","1","0","1","1","1","1","1","1","3","1","0","1","10"
"2","2","2","2","1","0","200000006","203700","2","10","430","0","0","33","0","670370002","0","2","30","2","2","2","2","0","0","2","0","2","0","2","2","2","1","2","2","4","2","0","1","10"
"3","3","3","3","1","0","200000006","203700","3","10","718","0","0","36","0","670370003","0","3","30","3","3","3","3","0","0","4","0","3","0","3","3","3","1","3","3","5","3","0","1","10"
"4","4","4","4","1","0","200000006","203700","4","10","633","0","0","52","0","670370004","0","4","30","4","4","4","4","0","0","4","0","4","0","4","4","4","1","4","4","5","4","0","1","10"
"5","5","5","5","1","0","200000006","203700","5","10","702","0","0","76","0","670370005","0","5","30","5","5","5","5","0","0","4","0","5","0","5","5","5","1","5","5","6","5","0","1","10"
"6","6","6","6","1","0","200000006","203700","6","10","771","0","0","101","0","670370006","0","6","30","6","6","6","6","0","0","5","0","6","0","6","6","6","1","6","6","7","6","0","1","10"
"7","7","7","7","1","0","200000006","203700","7","10","949","0","0","125","0","670370007","0","7","30","7","7","7","7","0","0","6","0","7","0","7","7","7","1","7","7","8","7","0","1","10"
"8","8","8","8","1","0","200000006","203700","8","10","1126","0","0","149","0","670370008","0","8","30","8","8","8","8","0","0","7","0","8","0","8","8","8","1","8","8","9","8","0","1","10"
"9","9","9","9","1","0","200000006","203700","9","10","1159","0","0","160","0","670370009","0","9","30","9","9","9","9","0","0","7","0","9","0","9","9","9","1","9","9","9","9","0","1","10"
"10","10","10","10","1","0","200000006","203700","10","10","1191","0","0","171","0","670370010","0","10","30","10","10","10","10","0","0","7","0","10","0","10","10","10","1","10","10","10","10","0","1","10"
"11","11","11","11","1","0","200000006","203700","11","10","1225","0","0","182","0","670370011","0","11","30","11","11","11","11","0","0","7","0","11","0","11","11","11","1","11","11","10","11","0","1","10"
"12","12","12","12","1","0","200000006","203700","12","10","1257","0","0","193","0","670370012","0","12","30","12","12","12","12","0","0","7","0","12","0","12","12","12","1","12","12","10","12","0","1","10"
"13","13","13","13","1","0","200000006","203700","13","10","1489","0","0","213","0","670370013","0","13","30","13","13","13","13","0","0","8","0","13","0","13","13","13","1","13","13","11","13","0","1","10"
"14","14","14","14","1","0","200000006","203700","14","10","1721","0","0","233","0","670370014","0","14","30","14","14","14","14","0","0","9","0","14","0","14","14","14","1","14","14","11","14","0","1","10"
"15","15","15","15","1","0","200000006","203700","15","10","1953","0","0","252","0","670370015","0","15","30","15","15","15","15","0","0","9","0","15","0","15","15","15","1","15","15","12","15","0","1","10"
"16","16","16","16","1","0","200000006","203700","16","10","2185","0","0","272","0","670370016","0","16","30","16","16","16","16","0","0","10","0","16","0","16","16","16","1","16","16","13","16","0","1","10"
"17","17","17","17","1","0","200000006","203700","17","10","2417","0","0","292","0","670370017","0","17","30","17","17","17","17","0","0","11","0","17","0","17","17","17","1","17","17","14","17","0","1","10"
"18","18","18","18","1","0","200000006","203700","18","10","2649","0","0","312","0","670370018","0","18","30","18","18","18","18","0","0","12","0","18","0","18","18","18","1","18","18","15","18","0","1","10"
"19","19","19","19","1","0","200000006","203700","19","10","2881","0","0","332","0","670370019","0","19","30","19","19","19","19","0","0","12","0","19","0","19","19","19","1","19","19","15","19","0","1","10"
"20","20","20","20","1","0","200000006","203700","20","10","3113","0","0","351","0","670370020","0","20","30","20","20","20","20","0","0","12","0","20","0","20","20","20","1","20","20","16","20","0","1","10"
"21","21","21","21","1","0","200000006","203700","21","10","3284","0","0","362","0","670370021","0","21","30","21","21","21","21","0","0","12","0","21","0","21","21","21","1","21","21","16","21","0","1","10"
"22","22","22","22","1","0","200000006","203700","22","10","3455","0","0","373","0","670370022","0","22","30","22","22","22","22","0","0","12","0","22","0","22","22","22","1","22","22","16","22","0","1","10"
"23","23","23","23","1","0","200000006","203700","23","10","3625","0","0","384","0","670370023","0","23","30","23","23","23","23","0","0","12","0","23","0","23","23","23","1","23","23","16","23","0","1","10"
"24","24","24","24","1","0","200000006","203700","24","10","3602","0","0","445","0","670370024","0","24","30","24","24","24","24","0","0","20","0","24","0","24","24","24","1","24","24","24","24","0","1","10"
"25","25","25","25","1","0","200000006","203700","25","10","3907","0","0","467","0","670370025","0","25","30","25","25","25","25","0","0","20","0","25","0","25","25","25","1","25","25","24","25","0","1","10"
"26","26","26","26","1","0","200000006","203700","26","10","4214","0","0","490","0","670370026","0","26","30","26","26","26","26","0","0","20","0","26","0","26","26","26","1","26","26","24","26","0","1","10"
"27","27","27","27","1","0","200000006","203700","27","10","4520","0","0","512","0","670370027","0","27","30","27","27","27","27","0","0","20","0","27","0","27","27","27","1","27","27","25","27","0","1","10"
"28","28","28","28","1","0","200000006","203700","28","10","4825","0","0","535","0","670370028","0","28","30","28","28","28","28","0","0","21","0","28","0","28","28","28","1","28","28","25","28","0","1","10"
"29","29","29","29","1","0","200000006","203700","29","10","5132","0","0","557","0","670370029","0","29","30","29","29","29","29","0","0","21","0","29","0","29","29","29","1","29","29","26","29","0","1","10"
"30","30","30","30","1","0","200000006","203700","30","10","5437","0","0","580","0","670370030","0","30","30","30","30","30","30","0","0","21","0","30","0","30","30","30","1","30","30","26","30","0","1","10"
"31","31","31","31","1","0","200000006","203700","31","10","5739","0","0","587","0","670370031","0","31","30","31","31","31","31","0","0","21","0","31","0","31","31","31","1","31","31","26","31","0","1","10"
"32","32","32","32","1","0","200000006","203700","32","10","6039","0","0","594","0","670370032","0","32","30","32","32","32","32","0","0","21","0","32","0","32","32","32","1","32","32","26","32","0","1","10"
"33","33","33","33","1","0","200000006","203700","33","10","6577","0","0","621","0","670370033","0","33","30","33","33","33","33","0","0","23","0","33","0","33","33","33","1","33","33","28","33","0","1","10"
"34","34","34","34","1","0","200000006","203700","34","10","7114","0","0","648","0","670370034","0","34","30","34","34","34","34","0","0","24","0","34","0","34","34","34","1","34","34","30","34","0","1","10"
"35","35","35","35","1","0","200000006","203700","35","10","7652","0","0","675","0","670370035","0","35","30","35","35","35","35","0","0","26","0","35","0","35","35","35","1","35","35","33","35","0","1","10"
"36","36","36","36","1","0","200000006","203700","36","10","8189","0","0","702","0","670370036","0","36","30","36","36","36","36","0","0","27","0","36","0","36","36","36","1","36","36","35","36","0","1","10"
"37","37","37","37","1","0","200000006","203700","37","10","7611","0","0","657","0","670370037","0","37","30","37","37","37","37","0","0","29","0","37","0","37","37","37","1","37","37","37","37","0","1","10"
"38","38","38","38","1","0","200000006","203700","38","10","9264","0","0","756","0","670370038","0","38","30","38","38","38","38","0","0","30","0","38","0","38","38","38","1","38","38","39","38","0","1","10"
"39","39","39","39","1","0","200000006","203700","39","10","11050","0","0","819","0","670370039","0","39","30","39","39","39","39","0","0","30","0","39","0","39","39","39","1","39","39","39","39","0","1","10"
"40","40","40","40","1","0","200000006","203700","40","10","11521","0","0","897","0","670370040","0","40","30","40","40","40","40","0","0","31","0","40","0","40","40","40","1","40","40","40","40","0","1","10"
"41","41","41","41","1","0","200000006","203700","41","10","13112","0","0","913","0","670370041","0","41","30","41","41","41","41","0","0","31","0","41","0","41","41","41","1","41","41","41","41","0","1","10"
"42","42","42","42","1","0","200000006","203700","42","10","14703","0","0","928","0","670370042","0","42","30","42","42","42","42","0","0","31","0","42","0","42","42","42","1","42","42","41","42","0","1","10"
"43","43","43","43","1","0","200000006","203700","43","10","13629","0","0","1068","0","670370043","0","43","30","43","43","43","43","0","0","32","0","43","0","43","43","43","1","43","43","41","43","0","1","10"
"44","44","44","44","1","0","200000006","203700","44","10","14145","0","0","1208","0","670370044","0","44","30","44","44","44","44","0","0","32","0","44","0","44","44","44","1","44","44","41","44","0","1","10"
"45","45","45","45","1","0","200000006","203700","45","10","14662","0","0","1348","0","670370045","0","45","30","45","45","45","45","0","0","33","0","45","0","45","45","45","1","45","45","43","45","0","1","10"
"46","46","46","46","1","0","200000006","203700","46","10","15259","0","0","1377","0","670370046","0","46","30","46","46","46","46","0","0","35","0","46","0","46","46","46","1","46","46","45","46","0","1","10"
"47","47","47","47","1","0","200000006","203700","47","10","15856","0","0","1406","0","670370047","0","47","30","47","47","47","47","0","0","37","0","47","0","47","47","47","1","47","47","47","47","0","1","10"
"48","48","48","48","1","0","200000006","203700","48","10","16454","0","0","1435","0","670370048","0","48","30","48","48","48","48","0","0","38","0","48","0","48","48","48","1","48","48","50","48","0","1","10"
"49","49","49","49","1","0","200000006","203700","49","10","17051","0","0","1464","0","670370049","0","49","30","49","49","49","49","0","0","40","0","49","0","49","49","49","1","49","49","52","49","0","1","10"
"50","50","50","50","1","0","200000006","203700","50","10","17648","0","0","1494","0","670370050","0","50","30","50","50","50","50","0","0","42","0","50","0","50","50","50","1","50","50","54","50","0","1","10"
"51","51","51","51","1","0","200000006","203700","51","10","18246","0","0","1523","0","670370051","0","51","30","51","51","51","51","0","0","44","0","51","0","51","51","51","1","51","51","56","51","0","1","10"
"52","52","52","52","1","0","200000006","203700","52","10","18843","0","0","1552","0","670370052","0","52","30","52","52","52","52","0","0","46","0","52","0","52","52","52","1","52","52","58","52","0","1","10"
"53","53","53","53","1","0","200000006","203700","53","10","19440","0","0","1582","0","670370053","0","53","30","53","53","53","53","0","0","47","0","53","0","53","53","53","1","53","53","61","53","0","1","10"
