780399ef91f91ed1ad22e472e841d7020d797a19c285e1ae54ac022791fff335,bb9074d09cd96c3316b671587d33d085f1f04d58e12ade61d16d6cb088126fad,5dda0ec1c84c5e1edc724cb9a064c6ff35cfad1c818062ea6ce65419fddb6187,a718a1857b0a0b7fc8880f7fb0db3661f801407e10be2d2865a9d89d27cf1236,2bb9a3a2612697583b3da3b2922dfaf195e5843d8a9397ad9217db464bccc7ff,661d59e66d0677639383988fead496753b79ffbea5403768d393036b9452bcb1,fc43d9a38cdbc2e325238de0e67723df9df736e954872778ceff488f227f7b98,18227fffbe094cbe0749308ac8d0105aec004cde34128946b24b08ed353cb0c3,591547cb5e98f48a5bda1e82d99937e675f92467e6ef9b338072c204eac98b7d,cfd44e05bdd89dd99e78be6874b8af643e4324877e78796084ba04e0161e3826,66886144c5a78dd0d9d19a085982329ab7df7d782ae713e67eb454876fffcbc7
"3","20_kasumi_doya_normal2","","0.2","3","19230037","","923","","","1"
"21","vo_fpc_22305","","","vo_fpc","19230038","","923","0","","0"
"11","也有聽說要是看見夢幻鯛魚燒小販，\n就能夠變得幸福喔。","0.5","0","115711","19230039","0","923","1","0","8"
"91","","","","0","19230040","","923","","",""
"93","0","","","0.5","19230041","","923","","",""
"3","20_kasumi_approach_in","","0.3","115711","19230042","1","923","20_kasumi_approach_loop","0","0"
"3","20_kasumi_approach_in","","0.3","3","19230043","1","923","20_kasumi_approach_loop","0","0"
"21","vo_fpc_22306","","","vo_fpc","19230044","","923","0","","0"
"11","在泳池邊\n賣鯛魚燒的怪人，是嗎。","0.5","0","115711","19230045","0","923","1","0","8"
"91","","","","0","19230046","","923","","",""
"93","0","","","0.5","19230047","","923","","",""
"3","20_kasumi_thinking","","0.2","115711","19230048","","923","","","1"
"3","20_kasumi_thinking","","0.2","3","19230049","","923","","","1"
"21","vo_fpc_22307","","","vo_fpc","19230050","","923","0","","0"
"11","究竟那樣的人物\n是真實存在的嗎……","0.5","0","115711","19230051","0","923","1","0","7"
"91","","","","0","19230052","","923","","",""
"93","0","","","0.5","19230053","","923","","",""
"3","20_kasumi_walk","","0.2","115711","19230054","","923","","","1"
"3","20_kasumi_walk","","0.2","3","19230055","","923","","","1"
"2","750","","","115711","19230056","0","923","4.41176470588235","","-15"
"2","750","","","3","19230057","0","923","4.41176470588235","","-15"
"91","","","","0","19230058","","923","","",""
"1","107511","41_pekorine_swim_loop","1.75","1","19410001","-180","941","-910","0","23"
"1","107611","cmn_float","1.75","1","19410002","-180","941","-800","0","22"
"5","22","41_kyaru_floatRing","1.75","22","19410003","-180","941","-1000","0","22"
"31","1075111","","1","1","19410004","1","941","-180","","-890"
"31","1075114","","0","14","19410005","1","941","-180","","0"
"31","107611","","1","4","19410006","1","941","-180","","-800"
"31","22","","1","126","19410007","1","941","-180","","-830"
"31","105","","0","105","19410008","1","941","-180","","140"
"31","108","","0","108","19410009","1","941","40","","320"
"31","1001","","0","1001","19410010","1","941","-110","","-160"
"23","se_fpc_water_random","","1","se_10053800","19410011","","941","","","1"
"91","0","","","19410010","19410012","","941","","",""
"2","-150","","","22","19410013","12","941","5","","-180"
"33","-10","","","22","19410014","12","941","5","","-180"
"91","","","","0","19410015","","941","","",""
"21","vo_fpc_30101","","","vo_fpc","19410016","","941","0","",""
"11","呼～偶爾像這樣\n悠悠哉哉的也不錯呢～","1","0","22","19410017","0","941","1","0","4"
"91","0","","","0","19410018","","941","","",""
"2","0","","","107511","19410019","0","941","4.52941176470588","","-180"
"33","0","","","1075111","19410020","0","941","4.52941176470588","","-180"
"2","0","","","22","19410021","12","941","4.52941176470588","","-180"
"33","140","","","22","19410022","12","941","4.52941176470588","","-180"
"93","0","","","1.5","19410023","","941","","",""
"21","vo_fpc_30102","","","vo_fpc","19410024","","941","0","",""
"11","小──凱──留──！\n嘿！","1","0","107511","19410025","0","941","1","0","5"
"91","","","","19410019","19410026","","941","","",""
"32","0","","","1075111","19410027","","941","","",""
"32","1","","","1075114","19410028","","941","","",""
"3","41_pekorine_hug","","0.1","107511","19410029","1","941","41_pekorine_hug_loop","0.1","0"
"3","41_kyaru_surprise","","0.1","22","19410030","1","941","41_kyaru_surprise_loop","0.1","0"
"93","0","","","0.6","19410031","","941","","",""
"32","1","","","105","19410032","","941","","",""
"93","0","","","0.6","19410033","","941","","",""
"32","0","","","105","19410034","","941","","",""
"91","","","","19410025","19410035","","941","","",""
"2","-300","","","107611","19410036","12","941","2.94117647058824","","-180"
"33","-300","","","107611","19410037","12","941","2.94117647058824","","-180"
"21","vo_fpc_30103","","","vo_fpc","19410038","","941","0","",""
"11","等等！喂！\n不要突然抱過來啊，白癡佩可！\n這個游泳圈只限一個人用啦！","1","0","22","19410039","0","941","1","0","7"
"91","0","","","0","19410040","","941","","",""
"91","","","","19410036","19410041","","941","","",""
"32","1","","","105","19410042","","941","","",""
"3","41_pekorine_shake","","0.1","107511","19410043","","941","","","1"
"3","41_kyaru_shake","","0.1","22","19410044","","941","","","1"
"21","vo_fpc_30104","","","vo_fpc","19410045","","941","0","",""
"3","41_kokkoro_float_loop","","0.1","107611","19410046","","941","","","1"
"11","呵呵，兩位已經完全\n沉浸在嬉鬧之中……\n好像很開心呢。","1","0","107611","19410047","0","941","1","0","6"
"91","0","","","0","19410048","","941","","",""
"21","vo_fpc_30105","","","vo_fpc","19410049","","941","0","",""
"11","啊，不行……\n已經，到極……限了……","1","0","22","19410050","0","941","1","0","11"
"91","0","","","0","19410051","","941","","",""
"3","41_kyaru_drown","","0.2","22","19410052","","941","","","0"
"3","41_pekorine_shake","","0.2","107511","19410053","","941","","","1"
"93","0","","","0.2","19410054","","941","","",""
"23","se_10053800_941_bishokuden","","1","se_10053800","19410055","","941","","","0"
"93","0","","","0.8","19410056","","941","","",""
"3","41_kokkoro_surprise","","0.1","107611","19410057","1","941","41_kokkoro_surprise_loop","0.1","0"
"93","0","","","0.5","19410058","","941","","",""
"32","1","","","108","19410059","","941","","",""
"93","0","","","2.5","19410060","","941","","",""
"3","41_kyaru_drown_loop","","0.1","22","19410061","","941","","0.1","1"
"3","41_pekorine_notice","","0.1","107511","19410062","1","941","41_pekorine_notice_loop","0.1","0"
"32","0","","","105","19410063","","941","","",""
"32","0","","","22","19410064","","941","","",""
"21","vo_fpc_30106","","","vo_fpc","19410065","","941","0","",""
"11","咦？\n小凱留？\n妳跑哪去了？","1","0","107511","19410066","0","941","1","0","6"
"91","0","","","0","19410067","","941","","",""
"21","vo_fpc_30107","","","vo_fpc","19410068","","941","0","",""
"11","糟、糟了……\n風之精靈啊！\n現在立刻用空氣\n將凱留小姐包覆起來！","1","0","107611","19410069","0","941","1","0","9"
"93","0","","","2.1","19410070","","941","","",""
"3","41_kokkoro_action","","0.1","107611","19410071","1","941","41_kokkoro_action_loop","0.1","0"
"32","1","","","1001","19410072","","941","","",""
"3","41_pekorine_flutterKick_floatRing_in","","0","107511","19410073","1","941","cmn_swm_flutterKick_floatRing","0.1","0"
"3","41_kyaru_flutterKick_floatRing","","0.1","22","19410074","","941","","","1"
"2","1000","","","107511","19410075","0","941","4.52488687782805","","-180"
"32","1","","","1075111","19410076","","941","","",""
"32","0","","","1075114","19410077","","941","","",""
"33","1000","","","1075111","19410078","0","941","4.52488687782805","","-180"
"2","1000","","","22","19410079","0","941","4.52488687782805","","-180"
"2","1000","","","107611","19410080","0","941","5.88235294117647","","-180"
"33","1000","","","107611","19410081","0","941","5.88235294117647","","-180"
"33","1140","","","1001","19410082","0","941","5.88235294117647","","-110"
"91","","","","19410081","19410083","","941","","",""
"1","113211","42_anna_idle","1.75","1","19420001","-250","942","-1060","0","33"
"1","127111","42_shinobu_idle","1.75","1","19420002","-250","942","-920","0","33"
"5","2","42_boat_idle","1.75","2","19420003","-250","942","-1000","0","32"
"31","107","","0","107","19420004","1","942","0","","0"
"31","106","","1","106","19420005","1","942","-250","","-1000"
"13","47","","","113211","19420006","","942","","",""
"13","47","","","127111","19420007","","942","","",""
"23","se_fpc_water_random","","1","se_10053800","19420008","","942","","","1"
"91","0","","","19420007","19420009","","942","","",""
"2","-60","","","113211","19420010","12","942","5.88235294117647","","-250"
"2","80","","","127111","19420011","12","942","5.88235294117647","","-250"
"2","0","","","2","19420012","12","942","5.88235294117647","","-250"
"33","0","","","106","19420013","12","942","5.88235294117647","","-250"
"91","","","","","19420014","","942","","",""
"3","42_anna_doyatalk","","0.2","113211","19420015","","942","","","1"
"3","42_shinobu_idle","","0.2","127111","19420016","","942","","","1"
"3","42_boat_idle","","0.2","2","19420017","","942","","","1"
"21","vo_fpc_30201","","","vo_fpc","19420018","","942","0","",""
"11","哈──哈哈哈！\n像這樣在水上擺盪，\n就會想起那次冒險呢！","1","0","113211","19420019","0","942","1","0","4"
"91","0","","","0","19420020","","942","","",""
"3","42_anna_doyatalk","","0.2","113211","19420021","","942","","","1"
"3","42_shinobu_idle2talk","","0.2","127111","19420022","1","942","42_shinobu_talk","0.1","0"
"3","42_boat_idle","","0.2","2","19420023","","942","","","1"
"21","vo_fpc_30202","","","vo_fpc","19420024","","942","0","",""
"11","是啊，真是非常愉快的冒險呢。\n我到現在也很珍惜地\n保管著那套服裝喔。","1","0","127111","19420025","0","942","1","0","6"
"91","0","","","0","19420026","","942","","",""
"3","42_shinobu_talk2idle","","0.2","127111","19420027","1","942","42_shinobu_idle","0.1","0"
"3","42_anna_doya2idle","","0.2","113211","19420028","1","942","42_anna_idle","0.1","0"
"3","42_boat_idle","","0.2","2","19420029","","942","","","1"
"21","vo_fpc_30203","","","vo_fpc","19420030","","942","0","",""
"11","那之後怎麼樣了？\n要是有什麼有趣的事件或冒險，\n請務必要說給我聽！","0.5","0","113211","19420031","0","942","1","0","6"
"91","0","","","0","19420032","","942","","",""
"21","vo_fpc_30204","","","vo_fpc","19420033","","942","0","",""
"11","（說不定會成為\n冥風戰記的好靈感呢！）","1","0","113211","19420034","0","942","1","0","7"
"91","0","","","0","19420035","","942","","",""
"3","42_anna_idle","","0.2","113211","19420036","","942","","","1"
"3","42_shinobu_idle2talk","","0.2","127111","19420037","1","942","42_shinobu_talk","0.1","0"
"3","42_boat_idle","","0.2","2","19420038","","942","","","1"
"21","vo_fpc_30205","","","vo_fpc","19420039","","942","0","",""
"11","嗯，有喔。\n在度假村發生的\n各種靈異現象……","0.5","0","127111","19420040","0","942","1","0","4"
"91","0","","","0","19420041","","942","","",""
"3","42_anna_idle","","0.2","113211","19420042","","942","","","1"
"3","42_shinobu_talk2horror","","0.2","127111","19420043","1","942","42_shinobu_horror","0.1","0"
"3","42_boat_idle","","0.2","2","19420044","","942","","","1"
"32","1","","","107","19420045","","942","","",""
"21","vo_fpc_30206","","","vo_fpc","19420046","","942","0","",""
"11","在那背後是生者與死者的欲望\n混雜在一起的深沉真相……","1","0","127111","19420047","0","942","1","0","4"
"93","0","","","6.5","19420048","","942","","",""
"93","0","","","1.5","19420049","","942","","",""
"91","0","","","19420047","19420050","","942","","",""
"3","42_shinobu_horror","","0.1","127111","19420051","","942","","","1"
"3","42_anna_scared","","0.1","113211","19420052","","942","","","1"
"3","42_boat_idle","","0.1","2","19420053","","942","","","1"
"21","vo_fpc_30207","","","vo_fpc","19420054","","942","0","",""
"11","等！等一下！\n那種事沒問題嗎？\n喂，忍……我說忍啊！","1.5","0","113211","19420055","0","942","1","0","4"
"93","0","","","9.13333333333333","19420056","","942","","",""
"93","0","","","1.5","19420057","","942","","",""
"91","0","","","19420055","19420058","","942","","",""
"2","940","","","113211","19420059","","942","4.52488687782805","","-250"
"2","1080","","","127111","19420060","","942","4.52488687782805","","-250"
"2","1000","","","2","19420061","","942","4.52488687782805","","-250"
"33","1000","","","106","19420062","","942","4.52488687782805","","-250"
"91","","","","0","19420063","","942","","",""
"1","122511","cmn_float","1.75","1","19430001","-180","943","-850","0","23"
"1","117411","43_tsumugi_deredere","1.75","1","19430002","-125","943","-800","0","13"
"5","11","cmn_float_item_09_Ball","1.75","1","19430003","-125","943","-1675","0","12"
"5","12","cmn_floatRing_pink","1.75","1","19430004","-250","943","-850","0","32"
"5","13","cmn_floatRing_blue","1.75","1","19430005","-250","943","-2500","0","32"
"31","1225114","","1","8","19430006","1","943","-180","","-850"
"31","1174114","","1","5","19430007","1","943","-125","","-800"
"31","411","","1","5","19430008","1","943","-125","","-1675"
"31","412","","1","4","19430009","1","943","-250","","-850"
"31","413","","1","4","19430010","1","943","-250","","-2500"
"31","1101","","0","110","19430011","1","943","-125","","-350"
"23","se_fpc_water_random","","1","se_10053800","19430012","","943","","","1"
"91","","","","19430011","19430013","","943","","",""
"2","2450","","","12","19430014","","943","24.2647058823529","","-250"
"33","2450","","","412","19430015","","943","24.2647058823529","","-250"
"2","1625","","","11","19430016","","943","24.2647058823529","","-125"
"33","1625","","","411","19430017","","943","24.2647058823529","","-125"
"2","800","","","13","19430018","","943","24.2647058823529","","-250"
"33","800","","","413","19430019","","943","24.2647058823529","","-250"
"93","0","","","2","19430020","","943","","",""
"2","0","","","122511","19430021","12","943","6.25","","-180"
"33","0","","","1225114","19430022","12","943","6.25","","-180"
"91","","","","19430021","19430023","","943","","",""
"21","vo_fpc_30301","","","vo_fpc","19430024","","943","0","",""
"11","有好多東西在漂流著呢。\n如果這裡不是泳池，\n感覺會潛藏著魚……","1","0","122511","19430025","0","943","1","0","5"
"91","","","","0","19430026","","943","","",""
"2","-350","","","117411","19430027","12","943","6.92307692307692","","-125"
"33","-350","","","1174114","19430028","12","943","6.92307692307692","","-125"
"21","vo_fpc_30302","","","vo_fpc","19430029","","943","0","",""
"11","對了，如果能透過委身於這股水流\n來體會溪流中魚群的心情，\n或許能活用在下次釣魚時呢。","1","0","122511","19430030","0","943","1","0","5"
"91","","","","0","19430031","","943","","",""
"91","","","","19430028","19430032","","943","","",""
"21","vo_fpc_30303","","","vo_fpc","19430033","","943","0","",""
"11","啊，怜大人……♡\n漂流的姿態也好美呢。\n我可以一直看下去……","1","0","117411","19430034","0","943","1","0","6"
"91","","","","0","19430035","","943","","",""
"3","43_rei_notice_in","","0.1","122511","19430036","1","943","43_rei_notice_loop","0.1","0"
"21","vo_fpc_30304","","","vo_fpc","19430037","","943","0","",""
"11","唔……怎麼？\n這股像是猛禽鎖定獵物般的殺氣是？\n是有誰在嗎？","0.5","0","122511","19430038","0","943","1","0","4"
"91","","","","0","19430039","","943","","",""
"32","1","","","1101","19430040","","943","","",""
"32","0","","","1174114","19430041","","943","","",""
"3","43_rei_turn","","0.1","122511","19430042","1","943","43_rei_aseri","0.1","0"
"3","43_tsumugi_hide","","0.1","117411","19430043","","943","","","0"
"93","0","","","3","19430044","","943","","",""
"3","43_tsumugi_appear","","0.1","117411","19430045","1","943","43_tsumugi_deredere","0.1","0"
"93","0","","","1","19430046","","943","","",""
"32","0","","","1101","19430047","","943","","",""
"32","1","","","1174114","19430048","","943","","",""
"21","vo_fpc_30305","","","vo_fpc","19430049","","943","0","",""
"11","沒有任何人啊……\n不……在那裡！","0.5","0","122511","19430050","0","943","1","0","6"
"91","","","","0","19430051","","943","","",""
"32","1","","","1101","19430052","","943","","",""
"32","0","","","1174114","19430053","","943","","",""
"3","43_rei_turn","","0.1","122511","19430054","1","943","43_rei_aseri_2","0.1","0"
"3","43_tsumugi_hide","","0.1","117411","19430055","","943","","","0"
"93","0","","","3","19430056","","943","","",""
"3","43_tsumugi_appear","","0.1","117411","19430057","1","943","43_tsumugi_deredere","0.1","0"
"93","0","","","1","19430058","","943","","",""
"32","0","","","1101","19430059","","943","","",""
"32","1","","","1174114","19430060","","943","","",""
"21","vo_fpc_30306","","","vo_fpc","19430061","","943","0","",""
"11","果然沒有任何人嗎。\n但這陣惡寒是怎麼回事……？\n唔，感覺簡直就像是被盯上的魚啊。","1","0","122511","19430062","0","943","1","0","5"
"91","","","","0","19430063","","943","","",""
"2","850","","","122511","19430064","","943","3.84615384615385","","-180"
"33","850","","","1225114","19430065","","943","3.84615384615385","","-180"
"2","0","","","117411","19430066","12","943","2.57352941176471","","-125"
"33","0","","","1174114","19430067","12","943","2.57352941176471","","-125"
"91","","","","0","19430068","","943","","",""
"21","vo_fpc_30307","","","vo_fpc","19430069","","943","0","",""
"11","啊啊，竟然能這麼近地\n欣賞怜大人凜然的姿態，\n真是大飽眼福～","1","0","117411","19430070","0","943","1","0","5"
"91","","","","0","19430071","","943","","",""
"2","850","","","117411","19430072","","943","3.84615384615385","","-125"
"33","850","","","1174114","19430073","","943","3.84615384615385","","-125"
"91","","","","0","19430074","","943","","",""
"1","107911","44_tamaki_in","1.4875","1","19440001","-15","944","800","0","12"
"5","3","44_tamaki_in","1.4875","3","19440002","-15","944","800","0","13"
"1","126811","44_yukari_idle","1.75","1","19440003","-250","944","-1000","0","33"
"5","2","cmn_boat_idle","1.75","2","19440004","-250","944","-1000","0","32"
"1","108011","44_mifuyu_run","1.4875","1","19440005","-15","944","-800","0","12"
"31","126811","","1","101","19440006","1","944","-250","","-1000"
"31","1004","","0","1004","19440007","1","944","140","","-560"
"23","se_fpc_water_random","","1","se_10053800","19440008","","944","","","1"
"91","0","","","19440007","19440009","","944","","",""
"2","300","","","107911","19440010","","944","2.26244343891403","","-15"
"2","300","","","3","19440011","","944","2.26244343891403","","-15"
"91","","","","","19440012","","944","","",""
"3","44_tamaki_sale","","0.1","107911","19440013","1","944","44_tamaki_sale_loop","0.1",""
"3","44_tamaki_sale","","0.1","3","19440014","1","944","44_tamaki_sale_loop","0.1",""
"21","vo_fpc_30401","","","vo_fpc","19440015","","944","0","",""
"11","鯛魚燒～鯛魚燒～\n好吃的鯛魚燒店喵～","1","0","107911","19440016","0","944","1","0","4"
"91","","","","0","19440017","","944","","",""
"2","-100","","","126811","19440018","12","944","5.29411764705882","","-250"
"2","-100","","","2","19440019","12","944","5.29411764705882","","-250"
"33","-100","","","126811","19440020","12","944","5.29411764705882","","-250"
"91","","","","","19440021","","944","","",""
"3","44_tamaki_present","","0.1","107911","19440022","1","944","44_tamaki_present_loop","0.1","0"
"3","44_tamaki_present","","0.1","3","19440023","1","944","44_tamaki_present_loop","0.1","0"
"21","vo_fpc_30402","","","vo_fpc","19440024","","944","0","",""
"11","好的，那邊漂過來的小姐，\n要不要來一份鯛魚燒喵？","1","0","107911","19440025","0","944","1","0","7"
"91","","","","0","19440026","","944","","",""
"3","44_yukari_notice","","0.2","126811","19440027","1","944","44_yukari_notice_loop","0.1","0"
"3","cmn_boat_idle","","0.2","2","19440028","","944","","","1"
"21","vo_fpc_30403","","","vo_fpc","19440029","","944","0","",""
"11","哎呀，這不是珠希嗎。\n妳在這種地方做什麼？","1","0","126811","19440030","0","944","1","0","7"
"91","","","","0","19440031","","944","","",""
"21","vo_fpc_30404","","","vo_fpc","19440032","","944","0","",""
"11","什麼嘛，是優花梨啊喵。\n妳問我在做什麼，當然是做生意喵！","1","0","107911","19440033","0","944","1","0","10"
"91","","","","0","19440034","","944","","",""
"3","44_tamaki_present2sale","","0.1","107911","19440035","1","944","44_tamaki_sale_loop","0.1","0"
"3","44_tamaki_present2sale","","0.1","3","19440036","1","944","44_tamaki_sale_loop","0.1","0"
"21","vo_fpc_30405","","","vo_fpc","19440037","","944","0","",""
"11","有這麼多人在的商機，\n我可不能錯過喵！","1","0","107911","19440038","0","944","1","0","6"
"91","","","","0","19440039","","944","","",""
"3","44_yukari_worry","","0.2","126811","19440040","1","944","44_yukari_worry_loop","0.1","0"
"3","cmn_boat_idle","","0.2","2","19440041","","944","","","1"
"21","vo_fpc_30406","","","vo_fpc","19440042","","944","0","",""
"11","那個有得到秋乃的同意嗎？\n要是無照營業，可是會被罵喔？","1","0","126811","19440043","0","944","1","0","5"
"91","","","","0","19440044","","944","","",""
"21","vo_fpc_30407","","","vo_fpc","19440045","","944","0","",""
"11","沒問題的喵！為了不被發現……\n話說，不妙喵！是巡邏喵！","0.5","0","107911","19440046","0","944","1","0","7"
"91","","","","0","19440047","","944","","",""
"32","1","","","1004","19440048","","944","","",""
"93","0","","","1","19440049","","944","","",""
"3","44_tamaki_surprise","","0.1","107911","19440050","1","944","44_tamaki_run","0.1","0"
"3","44_tamaki_surprise","","0.1","3","19440051","1","944","44_tamaki_run","0.1","0"
"3","44_tamaki_surprise","","0.1","3","19440052","1","944","44_tamaki_run","0.1","0"
"21","vo_fpc_30408","","","vo_fpc","19440053","","944","0","",""
"11","快溜喵──！","1","0","107911","19440054","0","944","1","0","8"
"93","0","","","0.8","19440055","","944","","",""
"2","800","","","107911","19440056","","944","1.74034110685694","","-15"
"2","800","","","3","19440057","","944","1.74034110685694","","-15"
"2","800","","","108011","19440058","","944","4.82654600301659","","-15"
"33","800","","","1004","19440059","","944","4.82654600301659","","-15"
"93","0","","","0.8","19440060","","944","","",""
"21","vo_fpc_30409","","","vo_fpc","19440061","","944","0","",""
"11","無照營業是要被取締的！\n給我等一下！","0.5","0","108011","19440062","0","944","1","0","12"
"91","","","","19440058","19440063","","944","","",""
"21","vo_fpc_30410","","","vo_fpc","19440064","","944","0","",""
"11","等等，珠希？\n果然是沒取得同意嘛。\n……總覺得肚子餓了呢。\n要是有先點個鯛魚燒就好了啊。","1.5","0","126811","19440065","0","944","1","0","5"
"93","1","","","11.6571428571429","19440066","","944","","",""
"3","44_yukari_smile","","0.2","126811","19440067","1","944","44_yukari_smile_loop","0.1","0"
"3","cmn_boat_idle","","0.2","2","19440068","","944","","","1"
"93","0","","","1.5","19440069","","944","","",""
"91","","","","19440065","19440070","","944","","",""
"2","1000","","","126811","19440071","","944","4.97737556561086","","-250"
"2","1000","","","2","19440072","","944","4.97737556561086","","-250"
"33","1000","","","126811","19440073","","944","4.97737556561086","","-250"
"91","","","","0","19440074","","944","","",""
"1","122611","45_yui_cmn_swm_tread","1.75","1","19450001","-180","945","-1150","0","23"
"1","110411","45_makoto_idle","1.75","1","19450002","-125","945","-800","0","12"
"5","23","empty","1.75","23","19450003","-180","945","-250","0","32"
"5","1","cmn_swm_tread_pink","1.75","1","19450004","-180","945","-1150","0","22"
"31","1226113","","1","3","19450005","1","945","-180","","-1150"
"31","1104111","","1","4","19450006","1","945","-125","","-770"
"31","117","","0","117","19450007","1","945","-125","","150"
"31","111","","0","111","19450008","1","945","-180","","-250"
"23","se_fpc_water_random","","1","se_10053800","19450009","","945","","","1"
"91","0","","","19450008","19450010","","945","","",""
"2","150","","","110411","19450011","12","945","5.58823529411765","","-125"
"33","180","","","1104111","19450012","12","945","5.58823529411765","","-125"
"2","-200","","","122611","19450013","12","945","5.58823529411765","","-180"
"2","-200","","","1","19450014","12","945","5.58823529411765","","-180"
"33","-200","","","1226113","19450015","12","945","5.58823529411765","","-180"
"91","","","","19450015","19450016","","945","","",""
"3","45_yui_idle","","0.1","122611","19450017","","945","","","1"
"3","45_yui_idle","","0.1","1","19450018","","945","","","1"
"3","45_makoto_talk","","0.1","110411","19450019","","945","","","1"
"21","vo_fpc_30501","","","vo_fpc","19450020","","945","0","",""
"11","怎麼了，優衣？\n妳特意為那傢伙\n做了便當吧？\n趕快邀請他不就好了。","1","0","110411","19450021","0","945","1","0","6"
"91","","","","0","19450022","","945","","",""
"21","vo_fpc_30502","","","vo_fpc","19450023","","945","0","",""
"11","我明明連採買都請妳幫忙了，\n抱歉啊。不過，便當的內容\n有點太幹勁十足了……","1","0","122611","19450024","0","945","1","0","5"
"91","","","","0","19450025","","945","","",""
"21","vo_fpc_30503","","","vo_fpc","19450026","","945","0","",""
"11","太幹勁十足是怎樣啊？\n妳準備的材料很正常吧？\n嗯？話說回來，妳有買粉紅色的\n櫻花魚鬆吧。難不成……","1","0","110411","19450027","0","945","1","0","5"
"91","","","","0","19450028","","945","","",""
"3","45_makoto_talk_surprise","","0.1","110411","19450029","1","945","45_makoto_talk_surprise_loop","0.1","0"
"3","45_yui_shy_in","","0.1","122611","19450030","1","945","45_yui_shy_loop","0.1","0"
"3","45_yui_shy_in","","0.1","1","19450031","1","945","45_yui_shy_loop","0.1","0"
"21","vo_fpc_30504","","","vo_fpc","19450032","","945","0","",""
"11","……嗯，我做了……\n巨大的愛心圖案……\n果然還是不能邀他吧！\n真琴能幫我吃掉嗎！？","1","0","122611","19450033","0","945","1","0","4"
"91","","","","0","19450034","","945","","",""
"3","45_makoto_idle","","0.1","110411","19450035","","945","","","1"
"21","vo_fpc_30505","","","vo_fpc","19450036","","945","0","",""
"11","我知道了啦。我會陪妳去，\n然後替妳吃掉的……\n其他的配菜是妳的得意之作吧？\n好了，快點走囉！","0.5","0","110411","19450037","0","945","1","0","7"
"91","","","","0","19450038","","945","","",""
"3","45_makoto_dogscratch_in","","0.1","110411","19450039","1","945","cmn_swm_dogscratch","0.1","0"
"93","0","","","0.5","19450040","","945","","",""
"32","0","","","1104111","19450041","","945","","",""
"32","1","","","117","19450042","","945","","",""
"2","1050","","","110411","19450043","0","945","4.07239819004525","","-125"
"33","1050","","","117","19450044","0","945","4.07239819004525","","-125"
"3","45_yui_notice","","0.1","122611","19450045","1","945","45_yui_idle_2","0.1","0"
"3","45_yui_notice","","0.1","1","19450046","1","945","45_yui_idle","0.1","0"
"21","vo_fpc_30506","","","vo_fpc","19450047","","945","0","",""
"11","啊，真琴？\n等一下啦──！","1","0","122611","19450048","0","945","1","0","9"
"91","","","","0","19450049","","945","","",""
"3","45_yui_cmn_swm_tread","","0.1","122611","19450050","","945","","","1"
"3","cmn_swm_tread_pink","","0.1","1","19450051","","945","","","1"
"2","850","","","122611","19450052","0","945","4.75113122171946","","-180"
"2","850","","","1","19450053","0","945","4.75113122171946","","-180"
"33","850","","","1226113","19450054","0","945","4.75113122171946","","-180"
"93","0","","","3","19450055","","945","","",""
"32","1","","","111","19450056","","945","","",""
"3","45_eriko_float_in","","0.1","23","19450057","1","945","45_eriko_float_loop","0.1","0"
"93","0","","","2","19450058","","945","","",""
"21","vo_fpc_30507","","","vo_fpc","19450059","","945","0","",""
"11","有盯上那位大人的不檢點氣息……\n這是偷腥貓，不對，是母狗的味道？\n必須要排除才行……","3","0","23","19450060","0","945","1","0","3"
"93","0","","","16.7666666666667","19450061","","945","","",""
"93","0","","","1.5","19450062","","945","","",""
"91","","","","19450060","19450063","","945","","",""
"3","45_eriko_float_end","","0.1","23","19450064","","945","","","0"
"93","0","","","3","19450065","","945","","",""
"91","","","","0","19450066","","945","","",""
"1","107911","cmn_walk","1.4875","1","19460001","-15","946","-800","0","12"
"1","107811","cmn_walk","1.4875","1","19460002","-15","946","-1000","0","12"
"1","122411","cmn_swm_flutterKick","1.75","1","19460003","-180","946","-910","0","22"
"31","122411","","1","1","19460004","1","946","-180","","-910"
"31","115","","1","1","19460005","1","946","-180","","-910"
"23","se_fpc_water_random","","1","se_10053800","19460006","","946","","","1"
"91","0","","","19460005","19460007","","946","","",""
"93","0","","","0.3","19460008","","946","","",""
"3","cmn_walk","","0.1","107811","19460009","","946","","","1"
"2","-150","","","107911","19460010","","946","3.82352941176471","","-15"
"2","-350","","","107811","19460011","","946","3.82352941176471","","-15"
"91","","","","","19460012","","946","","",""
"3","46_tamaki_talk","","0.1","107911","19460013","1","946","46_tamaki_talk_loop","0.1",""
"3","46_kyaru_idle_jitome","","0.1","107811","19460014","1","946","46_kyaru_idle_jitome_loop","0.1",""
"21","vo_fpc_30601","","","vo_fpc","19460015","","946","0","",""
"11","大家游了那麼久，\n居然都不會膩呢～","1","0","107811","19460016","0","946","1","0","5"
"91","","","","0","19460017","","946","","",""
"21","vo_fpc_30602","","","vo_fpc","19460018","","946","0","",""
"11","嗯？\n難道妳怕水喵？","1","0","107911","19460019","0","946","1","0","4"
"91","","","","0","19460020","","946","","",""
"3","46_kyaru_talk","","0.1","107811","19460021","1","946","46_kyaru_talk_loop","0.1",""
"21","vo_fpc_30603","","","vo_fpc","19460022","","946","0","",""
