eee743833681bb9d33a0d1d77b3d13840132040cb9deb1e10da6ff349cc4821e,fa207cc632e6c10cf82f06190a5f0f9aea9064db547c1f971c67146b5b937d03,2b698e1e871601be613cc979908d1377f047f692563fc19d414244bb495decd9,0b80a2abb9537ade2fe2becab799cdb7b68c32919c2797b5bc68e8a8e5efb7ef,196824c81086b0702e806813d767da4b10d1ec96fc8afd7915f84d8aebe97084
"1151","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001035","11"
"1152","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001035","17"
"1153","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001035","boss_def_lower_limit"
"1154","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001035","boss_magic_def_lower_limit"
"1155","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","84001035","9"
"1156","戰鬥中，發動「狀態異常耐性」、「反擊屏障」效果。","危險領域","84001036","25"
"1157","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001036","15"
"1158","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001036","11"
"1159","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001036","17"
"1160","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001036","boss_def_lower_limit"
"1161","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001036","boss_magic_def_lower_limit"
"1162","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","84001036","9"
"1163","所有怪物全部狀態異常無效、能力提升效果解除無效、降低行動速度無效。","狀態異常、解除提升效果、降低速度無效","84001036","26"
"1164","戰鬥開始時，賦予所有怪物提供 5 個能夠對攻擊角色10000傷害的反擊屏障。","反擊屏障","84001036","24"
"1165","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001037","15"
"1166","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001037","11"
"1167","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001037","17"
"1168","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001037","boss_def_lower_limit"
"1169","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001037","boss_magic_def_lower_limit"
"1170","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","84001037","9"
"1171","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001038","15"
"1172","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001038","11"
"1173","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001038","17"
"1174","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001038","boss_def_lower_limit"
"1175","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001038","boss_magic_def_lower_limit"
"1176","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","84001038","9"
"1177","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001039","15"
"1178","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001039","11"
"1179","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001039","17"
"1180","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001039","boss_def_lower_limit"
"1181","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001039","boss_magic_def_lower_limit"
"1182","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","84001039","9"
"1183","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001040","15"
"1184","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001040","11"
"1185","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001040","17"
"1186","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001040","boss_def_lower_limit"
"1187","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001040","boss_magic_def_lower_limit"
"1188","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","84001040","9"
"1189","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少TP下降","84001040","boss_tp_down_cut"
"1190","戰鬥開始45秒後，大幅度降低全體角色的物理防禦力。","戰鬥中降低物理防禦力","84001040","7"
"1191","戰鬥開始45秒後，大幅度降低全體角色的魔法防禦力。","戰鬥中降低魔法防禦力","84001040","8"
"1192","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001031","16"
"1193","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001031","11"
"1194","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001031","17"
"1195","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001031","boss_def_lower_limit"
"1196","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001031","boss_magic_def_lower_limit"
"1197","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","85001031","9"
"1198","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001032","16"
"1199","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001032","11"
"1200","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001032","17"
"1201","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001032","boss_def_lower_limit"
"1202","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001032","boss_magic_def_lower_limit"
"1203","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","85001032","9"
"1204","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001033","16"
"1205","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001033","11"
"1206","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001033","17"
"1207","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001033","boss_def_lower_limit"
"1208","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001033","boss_magic_def_lower_limit"
"1209","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","85001033","9"
"1210","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001034","16"
"1211","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001034","11"
"1212","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001034","17"
"1213","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001034","boss_def_lower_limit"
"1214","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001034","boss_magic_def_lower_limit"
"1215","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","85001034","9"
"1216","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001035","16"
"1217","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001035","11"
"1218","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001035","17"
"1219","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001035","boss_def_lower_limit"
"1220","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001035","boss_magic_def_lower_limit"
"1221","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","85001035","9"
"1222","戰鬥中，發動「反擊屏障」效果。","危險領域","85001036","25"
"1223","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001036","16"
"1224","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001036","11"
"1225","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001036","17"
"1226","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001036","boss_def_lower_limit"
"1227","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001036","boss_magic_def_lower_limit"
"1228","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","85001036","9"
"1229","戰鬥開始時，賦予所有怪物提供 5 個能夠對攻擊角色10000傷害的反擊屏障。","反擊屏障","85001036","24"
"1230","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001037","16"
"1231","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001037","11"
"1232","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001037","17"
"1233","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001037","boss_def_lower_limit"
"1234","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001037","boss_magic_def_lower_limit"
"1235","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","85001037","9"
"1236","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001038","16"
"1237","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001038","11"
"1238","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001038","17"
"1239","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001038","boss_def_lower_limit"
"1240","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001038","boss_magic_def_lower_limit"
"1241","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","85001038","9"
"1242","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001039","16"
"1243","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001039","11"
"1244","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001039","17"
"1245","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001039","boss_def_lower_limit"
"1246","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001039","boss_magic_def_lower_limit"
"1247","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","85001039","9"
"1248","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","闇屬性獎勵特大幅度提升","85001040","16"
"1249","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","85001040","11"
"1250","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","85001040","17"
"1251","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","85001040","boss_def_lower_limit"
"1252","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","85001040","boss_magic_def_lower_limit"
"1253","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","85001040","9"
"1254","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少TP下降","85001040","boss_tp_down_cut"
"1255","戰鬥開始時，賦予所有怪物中幅度持續恢復TP狀態。","持續恢復TP","85001040","energy_recover"
"1256","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","81001041","12"
"1257","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","81001041","11"
"1258","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","81001041","17"
"1259","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","81001041","boss_def_lower_limit"
"1260","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","81001041","boss_magic_def_lower_limit"
"1261","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","81001041","9"
"1262","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","81001042","12"
"1263","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","81001042","11"
"1264","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","81001042","17"
"1265","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","81001042","boss_def_lower_limit"
"1266","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","81001042","boss_magic_def_lower_limit"
"1267","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","81001042","9"
"1268","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","81001043","12"
"1269","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","81001043","11"
"1270","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","81001043","17"
"1271","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","81001043","boss_def_lower_limit"
"1272","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","81001043","boss_magic_def_lower_limit"
"1273","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","81001043","9"
"1274","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","81001044","12"
"1275","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","81001044","11"
"1276","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","81001044","17"
"1277","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","81001044","boss_def_lower_limit"
"1278","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","81001044","boss_magic_def_lower_limit"
"1279","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","81001044","9"
"1280","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","81001045","12"
"1281","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","81001045","11"
"1282","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","81001045","17"
"1283","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","81001045","boss_def_lower_limit"
"1284","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","81001045","boss_magic_def_lower_limit"
"1285","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","81001045","9"
"1286","戰鬥中，發動「所有怪物全部狀態異常無效、能力提升效果解除無效、降低行動速度無效」、「魔法攻擊力降低」效果。","危險領域","81001046","25"
"1287","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","81001046","12"
"1288","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","81001046","11"
"1289","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","81001046","17"
"1290","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","81001046","boss_def_lower_limit"
"1291","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","81001046","boss_magic_def_lower_limit"
"1292","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","81001046","9"
"1293","所有怪物全部狀態異常無效、能力提升效果解除無效、降低行動速度無效。","狀態異常、解除提升效果、降低速度無效","81001046","26"
"1294","戰鬥開始時，超大幅度降低全體角色的魔法攻擊力。","降低魔法攻擊力","81001046","6"
"1295","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","81001047","12"
"1296","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","81001047","11"
"1297","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","81001047","17"
"1298","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","81001047","boss_def_lower_limit"
"1299","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","81001047","boss_magic_def_lower_limit"
"1300","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","81001047","9"
"1301","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","81001048","12"
"1302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","81001048","11"
"1303","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","81001048","17"
"1304","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","81001048","boss_def_lower_limit"
"1305","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","81001048","boss_magic_def_lower_limit"
"1306","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","81001048","9"
"1307","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","81001049","12"
"1308","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","81001049","11"
"1309","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","81001049","17"
"1310","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","81001049","boss_def_lower_limit"
"1311","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","81001049","boss_magic_def_lower_limit"
"1312","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","81001049","9"
"1313","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","火屬性獎勵特大幅度提升","81001050","12"
"1314","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","81001050","11"
"1315","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","81001050","17"
"1316","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","81001050","boss_def_lower_limit"
"1317","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","81001050","boss_magic_def_lower_limit"
"1318","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","81001050","9"
"1319","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少TP下降","81001050","boss_tp_down_cut"
"1320","戰鬥開始時，讓全體角色最大 HP 減少 30％。","減少最大HP","81001050","max_hp_down"
"1321","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001041","13"
"1322","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001041","11"
"1323","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001041","17"
"1324","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001041","boss_def_lower_limit"
"1325","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001041","boss_magic_def_lower_limit"
"1326","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001041","9"
"1327","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001042","13"
"1328","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001042","11"
"1329","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001042","17"
"1330","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001042","boss_def_lower_limit"
"1331","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001042","boss_magic_def_lower_limit"
"1332","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001042","9"
"1333","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001043","13"
"1334","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001043","11"
"1335","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001043","17"
"1336","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001043","boss_def_lower_limit"
"1337","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001043","boss_magic_def_lower_limit"
"1338","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001043","9"
"1339","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001044","13"
"1340","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001044","11"
"1341","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001044","17"
"1342","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001044","boss_def_lower_limit"
"1343","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001044","boss_magic_def_lower_limit"
"1344","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001044","9"
"1345","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001045","13"
"1346","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001045","11"
"1347","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001045","17"
"1348","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001045","boss_def_lower_limit"
"1349","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","82001045","boss_magic_def_lower_limit"
"1350","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收","82001045","9"
"1351","戰鬥中，發動「反擊屏障」效果。","危險領域","82001046","25"
"1352","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","水屬性獎勵特大幅度提升","82001046","13"
"1353","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","82001046","11"
"1354","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","82001046","17"
"1355","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","82001046","boss_def_lower_limit"
