7b57efa79541fbf7130b5c3930474d023351ca3776f2ec3ad87e0b8a60e5be8f,9f50129995039fc3a9662cbd17df392b4dbe3fcbfb6d97c50304f8f8b670ed17,3a4d4e1cf99cbc96df07d0673407646b449ab0446a435e301f78a87977ea6187,fbde344906f99b67c74e305135093178bd4ab441938b7fc73cd88cc19e037bd8,187f4264fd81cd4ad6c6b5e34ecbf372331eea7d0d0ab2494c41a080e4959130,7fb34218cdcc1152e68b83256e19ebcd0d65caad2bf75a3f7627fe477ad1f05d,301fca8a4adee96960a2f88bff7747963957aec8e6e2269590c344ea26abaa10,459748a50fe8b3d59cfc1496661e73d7ed57113e7ae3385f0119c8dad8fb7a72,0b54452c9f5ad2638da6dd8d77357122dfbe63163af771bae8bb04f7e237d179,1ad8ba57db2a120bb8c03b996fe8dac3bc41d36b0ecea9645199a52bd2c83c10,ae2adfe4cd8b4073bdb226e84a9a0cfc7576c503da2156195a6cc9243afb48ef
"","","57","","","32","29213","","29213006","","1"
"","","11","","","32","29213","","29213007","","0"
"","","0","","","91","29213","","29213008","",""
"202","0","1","-108","wac_default_11","1","29311","-213","29311001","2","100611"
"201","0","1","-108","wac_default_12","5","29311","-213","29311002","2","111"
"0","","43","0","","31","29311","1","29311003","1","43"
"0","","57","0","","31","29311","1","29311004","0","57"
"0","","11","0","","31","29311","1","29311005","0","11"
"0","","502","0","","31","29311","1","29311006","1","502"
"0","","100611","","","3","29311","0","29311007","0.2","wac_paint_11"
"0","","111","","","3","29311","0","29311008","0.2","wac_paint_12"
"","","0.3","","","93","29311","","29311009","","0"
"","","11","","","32","29311","","29311010","","1"
"0","","se_10035700","","","23","29311","","29311011","","se_10035700_roller"
"","","100611","","","13","29311","","29311012","","300"
"","","1","","","131","29311","","29311013","",""
"0","","100611","wac_talk_sad_loop_surprise","","3","29312","1","29312001","0.2","wac_talk_sad_in_surprise"
"1","","111","","","3","29312","","29312002","0.2","wac_no_items"
"-340","","100611","0","","2","29312","","29312003","","200"
"-340","","111","0","","2","29312","","29312004","","200"
"","","43","","","32","29312","","29312005","","0"
"","","57","","","32","29312","","29312006","","1"
"","","11","","","32","29312","","29312007","","0"
"0","","vo_wac_221204","0","","21","29312","","29312008","","vo_wac_221204_000"
"10","0","100611","1","0.5","11","29312","1","29312009","0","不知道這樣子行不行呢～？\n雖然做了好幾次這個工作，\n但總是覺得少了些什麼。\n真想讓氛圍變得再更可愛一點～"
"","","0","","","91","29312","","29312010","",""
"0","","100611","wac_talk_wish_loop","","3","29312","1","29312011","0.2","wac_talk_wish_in"
"0","","vo_wac_221204","0","","21","29312","","29312012","","vo_wac_221204_001"
"10","0","100611","1","0.5","11","29312","1","29312013","0","還是在眼睛裡加上愛心，表情也畫得\n像是嬌羞而臉紅，讓它變成一幅\n大家似乎都很愉快的畫怎麼樣？\n……咦～？為什麼不行呀～？"
"","","0","","","91","29312","","29312014","",""
"","","0","","","22","29312","","29312015","","0"
"1","","100611","","","3","29313","","29313001","0.2","wac_idle_wish"
"1","","111","","","3","29313","","29313002","0.2","wac_no_items"
"-340","","100611","0","","2","29313","","29313003","","200"
"-340","","111","0","","2","29313","","29313004","","200"
"","","43","","","32","29313","","29313005","","0"
"","","57","","","32","29313","","29313006","","1"
"","","11","","","32","29313","","29313007","","0"
"","","0","","","91","29313","","29313008","",""
"202","0","1","-108","wac_default_01","1","29411","-213","29411001","2","102211"
"201","0","1","-108","wac_default_02","5","29411","-213","29411002","2","111"
"0","","43","0","","31","29411","1","29411003","1","43"
"0","","57","0","","31","29411","1","29411004","0","57"
"0","","11","0","","31","29411","1","29411005","0","11"
"0","","502","0","","31","29411","1","29411006","1","502"
"0","","102211","","","3","29411","0","29411007","0.2","wac_paint_01"
"0","","111","","","3","29411","0","29411008","0.2","wac_paint_02"
"","","0","","","93","29411","","29411009","","0"
"","","11","","","32","29411","","29411010","","1"
"0","","se_10035700","","","23","29411","","29411011","","se_10035700_brush"
"","","102211","","","13","29411","","29411012","","300"
"","","1","","","131","29411","","29411013","",""
"0","","102211","wac_talk_doya_loop_surprise","","3","29412","1","29412001","0.2","wac_talk_doya_in_surprise"
"1","","111","","","3","29412","","29412002","0.2","wac_no_items"
"-340","","102211","0","","2","29412","","29412003","","200"
"-340","","111","0","","2","29412","","29412004","","200"
"","","43","","","32","29412","","29412005","","0"
"","","57","","","32","29412","","29412006","","1"
"","","11","","","32","29412","","29412007","","0"
"0","","vo_wac_221205","0","","21","29412","","29412008","","vo_wac_221205_000"
"10","0","102211","1","0.5","11","29412","1","29412009","0","嘿咻……！\n呼……\n原來畫畫是這麼費體力的工作呢。\n茜里她看起來倒是畫得挺輕鬆的。"
"","","0","","","91","29412","","29412010","",""
"1","","102211","","","3","29412","","29412011","0.2","wac_talk_sad_loop_shy"
"0","","vo_wac_221205","0","","21","29412","","29412012","","vo_wac_221205_001"
"10","0","102211","1","0.5","11","29412","1","29412013","0","……果、果然\n不能光是玩遊戲，\n也要運動才行嗎？\n而且這樣也對健康不好呢……"
"","","0","","","91","29412","","29412014","",""
"","","0","","","22","29412","","29412015","","0"
"1","","102211","","","3","29413","","29413001","0.2","wac_idle_sad_shy"
"1","","111","","","3","29413","","29413002","0.2","wac_no_items"
"-340","","102211","0","","2","29413","","29413003","","200"
"-340","","111","0","","2","29413","","29413004","","200"
"","","43","","","32","29413","","29413005","","0"
"","","57","","","32","29413","","29413006","","1"
"","","11","","","32","29413","","29413007","","0"
"","","0","","","91","29413","","29413008","",""
"202","0","1","-108","wac_default_01","1","29511","-213","29511001","2","104411"
"201","0","1","-108","wac_default_02","5","29511","-213","29511002","2","111"
"0","","43","0","","31","29511","1","29511003","1","43"
"0","","57","0","","31","29511","1","29511004","0","57"
"0","","11","0","","31","29511","1","29511005","0","11"
"0","","502","0","","31","29511","1","29511006","1","502"
"0","","104411","","","3","29511","0","29511007","0.2","wac_paint_01"
"0","","111","","","3","29511","0","29511008","0.2","wac_paint_02"
"","","0","","","93","29511","","29511009","","0"
"","","11","","","32","29511","","29511010","","1"
"0","","se_10035700","","","23","29511","","29511011","","se_10035700_brush"
"","","104411","","","13","29511","","29511012","","300"
"","","1","","","131","29511","","29511013","",""
"0","","104411","wac_talk_arm_crossed_loop","","3","29512","1","29512001","0.2","wac_talk_arm_crossed_in"
"1","","111","","","3","29512","","29512002","0.2","wac_no_items"
"-340","","104411","0","","2","29512","","29512003","","200"
"-340","","111","0","","2","29512","","29512004","","200"
"","","43","","","32","29512","","29512005","","0"
"","","57","","","32","29512","","29512006","","1"
"","","11","","","32","29512","","29512007","","0"
"0","","vo_wac_221206","0","","21","29512","","29512008","","vo_wac_221206_000"
"10","0","104411","1","0.5","11","29512","1","29512009","0","這種工作一旦熟悉以後，\n就會想要加點不同的巧思進去……\n妾身也來挑戰看看\n更講究的表現手法好了。"
"","","0","","","91","29512","","29512010","",""
"0","","vo_wac_221206","0","","21","29512","","29512011","","vo_wac_221206_001"
"10","0","104411","1","0.5","11","29512","1","29512012","0","用更前衛而且更抽象的筆觸\n來描繪人類如何？\n……這幅壁畫不是走那個路線？\n嗯，藝術也還真是麻煩呢。"
"","","0","","","91","29512","","29512013","",""
"","","0","","","22","29512","","29512014","","0"
"1","","104411","","","3","29513","","29513001","0.2","wac_idle_arm_crossed"
"1","","111","","","3","29513","","29513002","0.2","wac_no_items"
"-340","","104411","0","","2","29513","","29513003","","200"
"-340","","111","0","","2","29513","","29513004","","200"
"","","43","","","32","29513","","29513005","","0"
"","","57","","","32","29513","","29513006","","1"
"","","11","","","32","29513","","29513007","","0"
"","","0","","","91","29513","","29513008","",""
"202","0","1","-108","wac_default_01","1","29611","-213","29611001","2","100711"
"201","0","1","-108","wac_default_02","5","29611","-213","29611002","2","111"
"0","","43","0","","31","29611","1","29611003","1","43"
"0","","57","0","","31","29611","1","29611004","0","57"
"0","","11","0","","31","29611","1","29611005","0","11"
"0","","502","0","","31","29611","1","29611006","1","502"
"0","","100711","","","3","29611","0","29611007","0.2","wac_paint_01"
"0","","111","","","3","29611","0","29611008","0.2","wac_paint_02"
"","","0","","","93","29611","","29611009","","0"
"","","11","","","32","29611","","29611010","","1"
"0","","se_10035700","","","23","29611","","29611011","","se_10035700_brush"
"","","100711","","","13","29611","","29611012","","300"
"","","1","","","131","29611","","29611013","",""
"1","","100711","","","3","29612","","29612001","0.2","wac_talk_anger_pout"
"1","","111","","","3","29612","","29612002","0.2","wac_no_items"
"-340","","100711","0","","2","29612","","29612003","","200"
"-340","","111","0","","2","29612","","29612004","","200"
"","","43","","","32","29612","","29612005","","0"
"","","57","","","32","29612","","29612006","","1"
"","","11","","","32","29612","","29612007","","0"
"0","","vo_wac_221207","0","","21","29612","","29612008","","vo_wac_221207_000"
"10","0","100711","1","0.5","11","29612","1","29612009","0","人家一～直都在畫畫，\n但卻總是只能拿到相同數量的布丁……\n你絕對是明明還有卻瞞著人家來的～！\n太小氣了喲～！"
"","","0","","","91","29612","","29612010","",""
"0","","vo_wac_221207","0","","21","29612","","29612011","","vo_wac_221207_001"
"10","0","100711","1","0.5","11","29612","1","29612012","0","宮子認真工作\n可是非常罕見的事喲。\n所以你應該給人家更多布丁\n當作獎勵來的～！"
"","","0","","","91","29612","","29612013","",""
"","","0","","","22","29612","","29612014","","0"
"1","","100711","","","3","29613","","29613001","0.2","wac_idle_anger_pout"
"1","","111","","","3","29613","","29613002","0.2","wac_no_items"
"-340","","100711","0","","2","29613","","29613003","","200"
"-340","","111","0","","2","29613","","29613004","","200"
"","","43","","","32","29613","","29613005","","0"
"","","57","","","32","29613","","29613006","","1"
"","","11","","","32","29613","","29613007","","0"
"","","0","","","91","29613","","29613008","",""
"202","0","1","-108","wac_default_01","1","29711","-213","29711001","2","103111"
"201","0","1","-108","wac_default_02","5","29711","-213","29711002","2","111"
"0","","43","0","","31","29711","1","29711003","1","43"
"0","","57","0","","31","29711","1","29711004","0","57"
"0","","11","0","","31","29711","1","29711005","0","11"
"0","","502","0","","31","29711","1","29711006","1","502"
"0","","103111","","","3","29711","0","29711007","0.2","wac_paint_01"
"0","","111","","","3","29711","0","29711008","0.2","wac_paint_02"
"","","0","","","93","29711","","29711009","","0"
"","","11","","","32","29711","","29711010","","1"
"0","","se_10035700","","","23","29711","","29711011","","se_10035700_brush"
"","","103111","","","13","29711","","29711012","","300"
"","","1","","","131","29711","","29711013","",""
"0","","103111","wac_talk_wish_loop_joy","","3","29712","1","29712001","0.2","wac_talk_wish_in_joy"
"1","","111","","","3","29712","","29712002","0.2","wac_no_items"
"-340","","103111","0","","2","29712","","29712003","","200"
"-340","","111","0","","2","29712","","29712004","","200"
"","","43","","","32","29712","","29712005","","0"
"","","57","","","32","29712","","29712006","","1"
"","","11","","","32","29712","","29712007","","0"
"0","","vo_wac_221208","0","","21","29712","","29712008","","vo_wac_221208_000"
"10","0","103111","1","0.5","11","29712","1","29712009","0","……話說回來，\n這幅壁畫在徬徨的幽靈之間，\n似乎也引起了話題喔？"
"","","0","","","91","29712","","29712010","",""
"0","","vo_wac_221208","0","","21","29712","","29712011","","vo_wac_221208_001"
"10","0","103111","1","0.5","11","29712","1","29712012","0","像這種帶有溫度的畫或許有著\n某種魅力，能讓死者魂魄都為之著迷。\n希望這幅畫\n能夠成為它們的慰藉。"
"","","0","","","91","29712","","29712013","",""
"","","0","","","22","29712","","29712014","","0"
"1","","103111","","","3","29713","","29713001","0.2","wac_idle_wish_joy"
"1","","111","","","3","29713","","29713002","0.2","wac_no_items"
"-340","","103111","0","","2","29713","","29713003","","200"
"-340","","111","0","","2","29713","","29713004","","200"
"","","43","","","32","29713","","29713005","","0"
"","","57","","","32","29713","","29713006","","1"
"","","11","","","32","29713","","29713007","","0"
"","","0","","","91","29713","","29713008","",""
"202","0","1","-108","wac_default_11","1","29811","-213","29811001","2","102311"
"201","0","1","-108","wac_default_12","5","29811","-213","29811002","2","111"
"0","","43","0","","31","29811","1","29811003","1","43"
"0","","57","0","","31","29811","1","29811004","0","57"
"0","","11","0","","31","29811","1","29811005","0","11"
"0","","502","0","","31","29811","1","29811006","1","502"
"0","","102311","","","3","29811","0","29811007","0.2","wac_paint_11"
"0","","111","","","3","29811","0","29811008","0.2","wac_paint_12"
"","","0.3","","","93","29811","","29811009","","0"
"","","11","","","32","29811","","29811010","","1"
"0","","se_10035700","","","23","29811","","29811011","","se_10035700_roller"
"","","102311","","","13","29811","","29811012","","300"
"","","1","","","131","29811","","29811013","",""
"0","","102311","wac_talk_smile_loop","","3","29812","1","29812001","0.2","wac_talk_smile_in"
"1","","111","","","3","29812","","29812002","0.2","wac_no_items"
"-340","","102311","0","","2","29812","","29812003","","200"
"-340","","111","0","","2","29812","","29812004","","200"
"","","43","","","32","29812","","29812005","","0"
"","","57","","","32","29812","","29812006","","1"
"","","11","","","32","29812","","29812007","","0"
"0","","vo_wac_221209","0","","21","29812","","29812008","","vo_wac_221209_000"
"10","0","102311","1","0.5","11","29812","1","29812009","0","畫好了～！\n在大牆壁上盡情畫線\n果然很令人開心呢～♪"
"","","0","","","91","29812","","29812010","",""
"0","","vo_wac_221209","0","","21","29812","","29812011","","vo_wac_221209_001"
"10","0","102311","1","0.5","11","29812","1","29812012","0","如果能像這樣畫出更有氣勢的畫，\n感覺會很好玩……對了！\n為了能夠揮筆揮得更快，\n我來做空揮之類的特訓吧♪"
"","","0","","","91","29812","","29812013","",""
"","","0","","","22","29812","","29812014","","0"
"1","","102311","","","3","29813","","29813001","0.2","wac_idle_smile"
"1","","111","","","3","29813","","29813002","0.2","wac_no_items"
"-340","","102311","0","","2","29813","","29813003","","200"
"-340","","111","0","","2","29813","","29813004","","200"
"","","43","","","32","29813","","29813005","","0"
"","","57","","","32","29813","","29813006","","1"
"","","11","","","32","29813","","29813007","","0"
"","","0","","","91","29813","","29813008","",""
"202","0","1","-108","wac_default_01","1","29911","-213","29911001","2","102111"
"201","0","1","-108","wac_default_02","5","29911","-213","29911002","2","111"
"0","","43","0","","31","29911","1","29911003","1","43"
"0","","57","0","","31","29911","1","29911004","0","57"
"0","","11","0","","31","29911","1","29911005","0","11"
"0","","502","0","","31","29911","1","29911006","1","502"
"0","","102111","","","3","29911","0","29911007","0.2","wac_paint_01"
"0","","111","","","3","29911","0","29911008","0.2","wac_paint_02"
"","","0","","","93","29911","","29911009","","0"
"","","11","","","32","29911","","29911010","","1"
"0","","se_10035700","","","23","29911","","29911011","","se_10035700_brush"
"","","102111","","","13","29911","","29911012","","300"
"","","1","","","131","29911","","29911013","",""
"0","","102111","wac_talk_wish_loop","","3","29912","1","29912001","0.2","wac_talk_wish_in"
"1","","111","","","3","29912","","29912002","0.2","wac_no_items"
"-340","","102111","0","","2","29912","","29912003","","200"
"-340","","111","0","","2","29912","","29912004","","200"
"","","43","","","32","29912","","29912005","","0"
"","","57","","","32","29912","","29912006","","1"
"","","11","","","32","29912","","29912007","","0"
"0","","vo_wac_221210","0","","21","29912","","29912008","","vo_wac_221210_000"
"10","0","102111","1","0.5","11","29912","1","29912009","0","呼～畫完了……！\n踮起腳和伸長手來畫畫\n好像還挺累的……"
"","","0","","","91","29912","","29912010","",""
"0","","vo_wac_221210","0","","21","29912","","29912011","","vo_wac_221210_001"
"10","0","102111","1","0.5","11","29912","1","29912012","0","不過，只要努力到最後，\n這面牆一定會變得非常漂亮吧……？\n到那時候，\n我想跟育幼院的大家一起來玩……♪"
"","","0","","","91","29912","","29912013","",""
"","","0","","","22","29912","","29912014","","0"
"1","","102111","","","3","29913","","29913001","0.2","wac_idle_wish"
"1","","111","","","3","29913","","29913002","0.2","wac_no_items"
"-340","","102111","0","","2","29913","","29913003","","200"
"-340","","111","0","","2","29913","","29913004","","200"
"","","43","","","32","29913","","29913005","","0"
"","","57","","","32","29913","","29913006","","1"
"","","11","","","32","29913","","29913007","","0"
"","","0","","","91","29913","","29913008","",""
"202","0","1","-108","wac_default_01","1","30011","-213","30011001","2","102811"
"201","0","1","-108","wac_default_03","5","30011","-213","30011002","2","111"
"0","","43","0","","31","30011","1","30011003","1","43"
"0","","57","0","","31","30011","1","30011004","0","57"
"0","","11","0","","31","30011","1","30011005","0","11"
"0","","502","0","","31","30011","1","30011006","1","502"
"0","","102811","","","3","30011","0","30011007","0.2","wac_paint_01"
"0","","111","","","3","30011","0","30011008","0.2","wac_paint_03"
"","","0","","","93","30011","","30011009","","0"
"","","11","","","32","30011","","30011010","","1"
"0","","se_10035700","","","23","30011","","30011011","","se_10035700_brush"
"","","102811","","","13","30011","","30011012","","300"
"","","1","","","131","30011","","30011013","",""
"0","","102811","wac_talk_doya_loop","","3","30012","1","30012001","0.2","wac_talk_doya_in"
"1","","111","","","3","30012","","30012002","0.2","wac_no_items"
"-340","","102811","0","","2","30012","","30012003","","200"
"-340","","111","0","","2","30012","","30012004","","200"
"","","43","","","32","30012","","30012005","","0"
"","","57","","","32","30012","","30012006","","1"
"","","11","","","32","30012","","30012007","","0"
"0","","vo_wac_221211","0","","21","30012","","30012008","","vo_wac_221211_000"
"10","0","102811","1","0.5","11","30012","1","30012009","0","好了，大概這樣就行了吧？\n或許是因為\n平常都在看孩子們畫畫，\n所以有種回歸童心的感覺。"
"","","0","","","91","30012","","30012010","",""
"0","","102811","wac_talk_wish_loop_joy","","3","30012","1","30012011","0.2","wac_talk_wish_in_joy"
"0","","vo_wac_221211","0","","21","30012","","30012012","","vo_wac_221211_001"
"10","0","102811","1","0.5","11","30012","1","30012013","0","對了，\n下次就帶孩子們來這面牆看看好了？\n這面牆又大又有震撼力，\n我想他們一定會喜歡的♪"
"","","0","","","91","30012","","30012014","",""
"","","0","","","22","30012","","30012015","","0"
"1","","102811","","","3","30013","","30013001","0.2","wac_idle_wish_joy"
"1","","111","","","3","30013","","30013002","0.2","wac_no_items"
"-340","","102811","0","","2","30013","","30013003","","200"
"-340","","111","0","","2","30013","","30013004","","200"
"","","43","","","32","30013","","30013005","","0"
"","","57","","","32","30013","","30013006","","1"
"","","11","","","32","30013","","30013007","","0"
"","","0","","","91","30013","","30013008","",""
"204","0","1","-167","wac_default_31","1","30111","-185","30111001","2","102111"
"202","0","1","230","wac_default_51","1","30111","-185","30111002","2","102511"
"256","0","1","-330","wac_default_bot_61","1","30111","-350","30111003","2","102311"
"254","0","1","340","wac_default_bot_91","1","30111","-350","30111004","2","102811"
"203","0","1","-167","wac_default_32","5","30111","-185","30111005","2","111"
"201","0","1","230","wac_default_58","5","30111","-185","30111006","2","113"
"255","0","1","-330","wac_default_68","5","30111","-350","30111007","2","114"
"253","0","1","340","wac_default_97","5","30111","-350","30111008","2","115"
"","","102311","","","13","30111","","30111009","","300"
"","","102811","","","13","30111","","30111010","","300"
"","","102511","","","13","30111","","30111011","","300"
"","","102111","","","13","30111","","30111012","","300"
"0","","60","0","","31","30111","1","30111013","1","60"
"0","","63","0","","31","30111","1","30111014","0","63"
"0","","15","0","","31","30111","1","30111015","0","15"
"0","","502","0","","31","30111","1","30111016","1","502"
"0","","102111","","","3","30111","0","30111017","0.2","wac_paint_31"
"0","","111","","","3","30111","0","30111018","0.2","wac_paint_32"
"0","","102511","","","3","30111","0","30111019","0.2","wac_paint_51"
"0","","113","","","3","30111","0","30111020","0.2","wac_paint_58"
"0","","102311","","","3","30111","0","30111021","0.2","wac_paint_bot_61"
"0","","114","","","3","30111","0","30111022","0.2","wac_paint_68"
"0","","102811","","","3","30111","0","30111023","0.2","wac_paint_bot_91"
"0","","115","","","3","30111","0","30111024","0.2","wac_paint_97"
"","","0","","","93","30111","","30111025","","0"
"","","15","","","32","30111","","30111026","","1"
"0","","se_common","","","23","30111","","30111027","","se_sys_login_birthday_calendar_smallbrush"
"","","1","","","131","30111","","30111028","",""
"1","","102311","","","3","30112","","30112001","0","wac_idle_doya_L"
"1","","102811","","","3","30112","","30112002","0","wac_idle_arm_crossed_L"
"1","","102511","","","3","30112","","30112003","0","wac_idle_smile"
"1","","102111","","","3","30112","","30112004","0","wac_idle_normal"
"1","","111","","","3","30112","","30112005","0","wac_no_items"
"1","","113","","","3","30112","","30112006","0","wac_no_items"
"1","","114","","","3","30112","","30112007","0","wac_no_items"
"1","","115","","","3","30112","","30112008","0","wac_no_items"
"-360","","102311","0","","2","30112","","30112009","","-335"
"-335","","102811","0","","2","30112","","30112010","","-190"
"-335","","102511","0","","2","30112","","30112011","","190"
"-360","","102111","0","","2","30112","","30112012","","350"
"-360","","111","0","","2","30112","","30112013","","-335"
"-335","","113","0","","2","30112","","30112014","","-190"
"-335","","114","0","","2","30112","","30112015","","190"
"-360","","115","0","","2","30112","","30112016","","350"
"","","60","","","32","30112","","30112017","","0"
"","","63","","","32","30112","","30112018","","1"
"","","15","","","32","30112","","30112019","","0"
"0","","102511","wac_talk_smile_loop","","3","30112","1","30112020","0.2","wac_talk_smile_in"
"0","","vo_wac_221212","0","","21","30112","","30112021","","vo_wac_221212_000"
"10","0","102511","1","0.5","11","30112","1","30112022","0","這次也畫好了～♪\n像這樣許多人一起畫畫，\n果然很令人開心呢～♪\n好了，在這之後要去買食材……"
"","","0","","","91","30112","","30112023","",""
"1","","102511","","","3","30112","1","30112024","0.2","wac_idle_smile"
"0","","102811","wac_talk_sad_loop_surprise_L","","3","30112","1","30112025","0.2","wac_talk_sad_in_surprise_L"
"0","","vo_wac_221212","0","","21","30112","","30112026","","vo_wac_221212_001"
"10","0","102811","1","0.5","11","30112","1","30112027","0","鈴莓看起來還真開心呢。\n……只不過，\n她好像沒發覺她的裙子後面\n沾滿了油漆。"
"","","0","","","91","30112","","30112028","",""
"1","","102811","","","3","30112","1","30112029","0.2","wac_idle_sad_surprise_L"
"0","","102311","wac_talk_doya_loop_surprise_L","","3","30112","1","30112030","0.2","wac_talk_doya_in_surprise_L"
"0","","vo_wac_221212","0","","21","30112","","30112031","","vo_wac_221212_002"
"10","0","102311","1","0.5","11","30112","1","30112032","0","到底怎麼畫\n才會讓那裡沾到油漆呀？\n如果是沾到臉或手，我倒還能夠理解～"
"","","0","","","91","30112","","30112033","",""
"1","","102311","","","3","30112","1","30112034","0.2","wac_idle_doya_surprise_L"
"0","","102111","wac_talk_surprise_loop_shy","","3","30112","1","30112035","0.2","wac_talk_surprise_in_shy"
"0","","vo_wac_221212","0","","21","30112","","30112036","","vo_wac_221212_003"
"10","0","102111","1","0.5","11","30112","1","30112037","0","得、得快點告訴她才行……！\n這樣下去的話，\n鈴莓姐就要帶著紅通通的屁股\n去買東西了……！"
"","","0","","","91","30112","","30112038","",""
"","","0","","","22","30112","","30112039","","0"
"","","","","","111","30112","","30112040","",""
"1","","102311","","","3","30113","","30113001","0.2","wac_idle_doya_surprise_L"
"1","","102811","","","3","30113","","30113002","0.2","wac_idle_sad_surprise_L"
"1","","102511","","","3","30113","","30113003","0.2","wac_idle_smile"
"1","","102111","","","3","30113","","30113004","0.2","wac_idle_surprise_shy"
"1","","111","","","3","30113","","30113005","0.2","wac_no_items"
"1","","113","","","3","30113","","30113006","0.2","wac_no_items"
"1","","114","","","3","30113","","30113007","0.2","wac_no_items"
"1","","115","","","3","30113","","30113008","0.2","wac_no_items"
"-360","","102311","0","","2","30113","","30113009","","-335"
"-335","","102811","0","","2","30113","","30113010","","-190"
"-335","","102511","0","","2","30113","","30113011","","190"
"-360","","102111","0","","2","30113","","30113012","","350"
"-360","","111","0","","2","30113","","30113013","","-335"
"-335","","113","0","","2","30113","","30113014","","-190"
"-335","","114","0","","2","30113","","30113015","","190"
"-360","","115","0","","2","30113","","30113016","","350"
"","","60","","","32","30113","","30113017","","0"
"","","63","","","32","30113","","30113018","","1"
"","","15","","","32","30113","","30113019","","0"
"","","0","","","91","30113","","30113020","",""
"202","0","1","-108","wac_default_11","1","30211","-213","30211001","2","105811"
"201","0","1","-108","wac_default_13","5","30211","-213","30211002","2","111"
"0","","43","0","","31","30211","1","30211003","1","43"
"0","","57","0","","31","30211","1","30211004","0","57"
"0","","11","0","","31","30211","1","30211005","0","11"
"0","","502","0","","31","30211","1","30211006","1","502"
"0","","105811","","","3","30211","0","30211007","0.2","wac_paint_11"
"0","","111","","","3","30211","0","30211008","0.2","wac_paint_13"
"","","0.3","","","93","30211","","30211009","","0"
"","","11","","","32","30211","","30211010","","1"
"0","","se_10035700","","","23","30211","","30211011","","se_10035700_roller"
"","","105811","","","13","30211","","30211012","","300"
"","","1","","","131","30211","","30211013","",""
"0","","105811","wac_talk_smile_loop","","3","30212","1","30212001","0.2","wac_talk_smile_in"
"1","","111","","","3","30212","","30212002","0.2","wac_no_items"
"-340","","105811","0","","2","30212","","30212003","","200"
"-340","","111","0","","2","30212","","30212004","","200"
"","","43","","","32","30212","","30212005","","0"
"","","57","","","32","30212","","30212006","","1"
"","","11","","","32","30212","","30212007","","0"
"0","","vo_wac_221213","0","","21","30212","","30212008","","vo_wac_221213_000"
"10","0","105811","1","0.5","11","30212","1","30212009","0","好，今天的工作結束了♪\n身體動了好久，\n肚子都已經餓扁了～"
"","","0","","","91","30212","","30212010","",""
"0","","vo_wac_221213","0","","21","30212","","30212011","","vo_wac_221213_001"
"10","0","105811","1","0.5","11","30212","1","30212012","0","不嫌棄的話，回去的路上\n要不要繞去哪家食堂吃飯呢？\n我之前發現了一家好吃的店，\n一直很想介紹給你認識♪"
"","","0","","","91","30212","","30212013","",""
"","","0","","","22","30212","","30212014","","0"
"1","","105811","","","3","30213","","30213001","0.2","wac_idle_smile"
"1","","111","","","3","30213","","30213002","0.2","wac_no_items"
"-340","","105811","0","","2","30213","","30213003","","200"
"-340","","111","0","","2","30213","","30213004","","200"
"","","43","","","32","30213","","30213005","","0"
"","","57","","","32","30213","","30213006","","1"
"","","11","","","32","30213","","30213007","","0"
"","","0","","","91","30213","","30213008","",""
"204","0","1","-167","wac_default_bot_31","1","30311","-325","30311001","2","106011"
"202","0","1","230","wac_default_51","1","30311","-325","30311002","2","106411"
"256","0","1","-330","wac_default_bot_61","1","30311","-350","30311003","2","105811"
"254","0","1","340","wac_default_bot_91","1","30311","-350","30311004","2","105911"
"203","0","1","-167","wac_default_bot_38","5","30311","-325","30311005","2","111"
"201","0","1","230","wac_default_bot_52","5","30311","-325","30311006","2","113"
"255","0","1","-330","wac_default_66","5","30311","-350","30311007","2","114"
"253","0","1","340","wac_default_97","5","30311","-350","30311008","2","115"
"","","105811","","","13","30311","","30311009","","300"
"","","105911","","","13","30311","","30311010","","300"
"","","106411","","","13","30311","","30311011","","300"
"","","106011","","","13","30311","","30311012","","300"
"0","","59","0","","31","30311","1","30311013","1","59"
"0","","63","0","","31","30311","1","30311014","0","63"
"0","","17","0","","31","30311","1","30311015","0","17"
"0","","502","0","","31","30311","1","30311016","1","502"
"0","","106011","","","3","30311","0","30311017","0.2","wac_paint_bot_31"
"0","","111","","","3","30311","0","30311018","0.2","wac_paint_bot_38"
"0","","106411","","","3","30311","0","30311019","0.2","wac_paint_bot_51"
"0","","113","","","3","30311","0","30311020","0.2","wac_paint_bot_52"
"0","","105811","","","3","30311","0","30311021","0.2","wac_paint_bot_61"
"0","","114","","","3","30311","0","30311022","0.2","wac_paint_66"
"0","","105911","","","3","30311","0","30311023","0.2","wac_paint_bot_91"
"0","","115","","","3","30311","0","30311024","0.2","wac_paint_97"
"","","0","","","93","30311","","30311025","","0"
"","","17","","","32","30311","","30311026","","1"
"0","","se_common","","","23","30311","","30311027","","se_sys_login_birthday_calendar_smallbrush"
"","","1","","","131","30311","","30311028","",""
"1","","105811","","","3","30312","","30312001","0","wac_idle_smile_L"
"1","","105911","","","3","30312","","30312002","0","wac_idle_wish_L"
"1","","106411","","","3","30312","","30312003","0","wac_idle_sad_surprise"
"1","","106011","","","3","30312","","30312004","0","wac_idle_doya"
"1","","111","","","3","30312","","30312005","0","wac_no_items"
"1","","113","","","3","30312","","30312006","0","wac_no_items"
