204fe277b5a673cb5419fe9f35487c4e2748a27e6e8048498642a7f649b31070,1bec207595441504750df4a0a9bc01c643674a69963e65aa1a5b1cc3e34427f7,a1ada7c2646314dab4b919e195f0b07d91caf6f2d09198109f8698bd14d5501e,97fb010140bda6303478c40b30698fba546802cf1c35bfb9b55406d3f12d1911,1b2e4e82d8be0cf8e8dd7529d68c42803d39fb0e6a236e7e2ff27c2090724fde,01bfdef91044a63447319136a82d180bd49db80d7906daa083bd12e54be6ddf4,1c5459441c31a24d9bc594a8f33198a2ef8ae804fc5546d5bfa3a5d4dd6ef4f2,c513c8bf8edb04408f37aee03ce60e1b77b6a1113b0114ba928683ed854bdc0a,149af64bee8864ca0e17584d95b8fc3f986bc0712be176a41a6518f82d777702,d752aa31ade4a3c2edf44608787ec15d33ab34d42ac11b2a3fe9c91dd585ca4b,8af456c6ab0fd6302ad4117b57f61e7ac3f71a8b174734491781f62e4c30cc98,d85bad6140f01619a063194886cf082946495fb6fe66d7277c6e5ec492868122,02c3def2e4eb874500511885ad124187281ea84731bce47798589786d981c9c9,6bdb6dd6408ba47c0e5f07fe71d9370244b0d5551a2e6e54fd4be73163d422ae,bf43b2d4619b6e33e71c280423873d2db456c3cbd5f63a35cbad0b437bcb3205,ddbf275291726095a832188ab38e020b8751bac1f8b13599d57d4d7e0fa2abb0,f5bb9feaac9e095e54302e1b7a23de9e87c3771398739fe5e2efc71910fea2b3,5f135d7b742d67a3edfc3e4305286a6fb2485872e08fa28f28655b141ab8b897,66e8f369cfdc88a509cbc34edfc5010d8e4a9da883fa3c8209ea626437f9896f,33b90752717cfaa6b5fd939f1384fb49a3837c014287264b6e43a7eec2d04519,e28b9fe219fb2eb79f091083400a687e175a2973b58ae98cae473bc6f67a61e5,d11e1d8c6895cc5854074142365dc1d44e39ad95ae8dc6303f67ffc073e5ef67,e3a27c2ea434dbc1aa97b90f73f86a07a7614c2dc9d78bca1db82d53e0b97cdc,5ab8b0478862eb52278c5ddf5d862ec8f096b01c5ff3da98f4838ceba74e408f,cc3b552409d9a49ddac53792c5663fd22bb6c1eb0ceae1589e3cf0e351bcc4fc,9c0a31f2430eb0cfe50d7519eb7849c409d6bb4007d9357e164ee18911789ed1,44776b8ef1bec5c94646778587f0282ada01b2af405242ddf7a038a42678cdeb,f0759bb228030db43848f4350b36887811fe55e79808404872542cbf06a2916a,f92125d409f642d5e37a3ec88051efca98efb0cc030104ec2d3eb94ec399cf20,389925d6b9f27afd601faededa8f16c5e10788ceb81d10d2ab48b96a767a9dc2,cb4185de7a41e2595de024609a94d8ccf971611e4b27c3bcb4183f670a56897d,f952177c5287e272bed1755cae53acdf4b241578353d6c399260dd6202a17285,268f629e29a5f628a5c629604f4ce99c0dacf33d735e3dd18b5adea0eb447eb2,736a328bff8f12a77c60bd8a14933194bc98fa6adf87e5f65aae8d3535170ee2,0c711a95538db00f4add4422e99deeb141aab2675b20d49235885c8da37cf190,9eb7e3246e6dee6ae140a0867ac19d00807508c89cb308fa956278422721eefc,f635f1e811a131c056d29f20fcffc23f08c1107e52b218d2c74d353d4744f6ba,6f9b83892e79596a85de2941c22571a25911f5fa1957b916b14353fe299d895e,5a0591b997b83945d545f8aef6c8fd89585a68b780c5e211ea3deb09426fedd0
"0.06","3","401056171","1001303","2.6","1056","2","1004108","2","2","1004109","1004107","710081","1004207","10560102","1","401056161","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401056181","401056201","0","30","10560103","260","10560104","10560101","1004210","1004106","401056191","10560105","2.4"
"0.06","4","401056221","1001303","4","1056","2","1004108","3.5","3.5","1004109","1004107","710081","1004207","10560102","1","401056211","1004209","0","3.7","1004206","1004208","1004110","31","1000000","31","401056231","401056251","0","38","10560103","261","10560104","10560101","1004210","1004106","401056241","10560105","3.8"
"0.06","5","401056271","1001303","4","1056","2","1004108","3.5","3.5","1004109","1004107","710081","1004207","10560102","1","401056261","1004209","0","3.7","1004206","1004208","1004110","39","1000000","39","401056281","401056301","0","-1","10560103","262","10560104","10560101","1004210","1004106","401056291","10560105","3.8"
"0.03","1","401056471","1001301","1.5","1057","1","1004103","1.2","1.2","1004104","1004102","710091","1004202","10570102","1","401056461","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401056481","401056501","0","1","10570103","263","10570104","10570101","1004205","1004101","401056491","10570105","1.4"
"0.03","1","401056471","1001303","1.5","1057","1","1004108","1.2","1.2","1004109","1004107","710091","1004207","10570102","1","401056461","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401056481","401056501","0","3","10570103","264","10570104","10570101","1004210","1004106","401056491","10570105","1.4"
"0.06","2","401056521","1001303","2","1057","2","1004108","1.6","1.6","1004109","1004107","710091","1004207","10570102","1","401056511","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401056531","401056551","0","10","10570103","265","10570104","10570101","1004210","1004106","401056541","10570105","1.9"
"0.06","3","401056571","1001303","2.6","1057","2","1004108","2","2","1004109","1004107","710091","1004207","10570102","1","401056561","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401056581","401056601","0","30","10570103","266","10570104","10570101","1004210","1004106","401056591","10570105","2.4"
"0.06","4","401056621","1001303","4","1057","2","1004108","3.5","3.5","1004109","1004107","710091","1004207","10570102","1","401056611","1004209","0","3.7","1004206","1004208","1004110","31","1000000","31","401056631","401056651","0","38","10570103","267","10570104","10570101","1004210","1004106","401056641","10570105","3.8"
"0.06","5","401056671","1001303","4","1057","2","1004108","3.5","3.5","1004109","1004107","710091","1004207","10570102","1","401056661","1004209","0","3.7","1004206","1004208","1004110","39","1000000","39","401056681","401056701","0","-1","10570103","268","10570104","10570101","1004210","1004106","401056691","10570105","3.8"
"0.03","1","401056871","1001301","1.5","1058","1","1004103","1.2","1.2","1004104","1004102","710101","1004202","10580102","1","401056861","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401056881","401056901","0","1","10580103","269","10580104","10580101","1004205","1004101","401056891","10580105","1.4"
"0.03","1","401056871","1001303","1.5","1058","1","1004108","1.2","1.2","1004109","1004107","710101","1004207","10580102","1","401056861","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401056881","401056901","0","3","10580103","270","10580104","10580101","1004210","1004106","401056891","10580105","1.4"
"0.06","2","401056921","1001303","2","1058","2","1004108","1.6","1.6","1004109","1004107","710101","1004207","10580102","1","401056911","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401056931","401056951","0","10","10580103","271","10580104","10580101","1004210","1004106","401056941","10580105","1.9"
"0.06","3","401056971","1001303","2.6","1058","2","1004108","2","2","1004109","1004107","710101","1004207","10580102","1","401056961","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401056981","401057001","0","30","10580103","272","10580104","10580101","1004210","1004106","401056991","10580105","2.4"
"0.06","4","401057021","1001303","4","1058","2","1004108","3.5","3.5","1004109","1004107","710101","1004207","10580102","1","401057011","1004209","0","3.7","1004206","1004208","1004110","31","1000000","31","401057031","401057051","0","38","10580103","273","10580104","10580101","1004210","1004106","401057041","10580105","3.8"
"0.06","5","401057071","1001303","4","1058","2","1004108","3.5","3.5","1004109","1004107","710101","1004207","10580102","1","401057061","1004209","0","3.7","1004206","1004208","1004110","39","1000000","39","401057081","401057101","0","-1","10580103","274","10580104","10580101","1004210","1004106","401057091","10580105","3.8"
"0.03","1","401057271","1001301","1.5","1059","1","1004103","1.2","1.2","1004104","1004102","710111","1004202","10590102","1","401057261","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401057281","401057301","0","1","10590103","275","10590104","10590101","1004205","1004101","401057291","10590105","1.4"
"0.03","1","401057271","1001303","1.5","1059","1","1004108","1.2","1.2","1004109","1004107","710111","1004207","10590102","1","401057261","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401057281","401057301","0","3","10590103","276","10590104","10590101","1004210","1004106","401057291","10590105","1.4"
"0.06","2","401057321","1001303","2","1059","2","1004108","1.6","1.6","1004109","1004107","710111","1004207","10590102","1","401057311","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401057331","401057351","0","9","10590103","277","10590104","10590101","1004210","1004106","401057341","10590105","1.9"
"0.06","3","401057371","1001303","2.2","1059","2","1004108","2","2","1004109","1004107","710111","1004207","10590102","1","401057361","1004209","0","2.1","1004206","1004208","1004110","10","1000000","10","401057381","401057401","0","25","10590103","278","10590104","10590101","1004210","1004106","401057391","10590105","2.1"
"0.06","4","401057421","1001303","5","1059","2","1004108","4.5","4.5","1004109","1004107","710111","1004207","10590102","1","401057411","1004209","0","4.7","1004206","1004208","1004110","26","1000000","26","401057431","401057451","0","-1","10590103","279","10590104","10590101","1004210","1004106","401057441","10590105","4.8"
"0.03","1","401057671","1001301","1.5","1060","1","1004103","1.2","1.2","1004104","1004102","710121","1004202","10600102","1","401057661","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401057681","401057701","0","1","10600103","281","10600104","10600101","1004205","1004101","401057691","10600105","1.4"
"0.03","1","401057671","1001303","1.5","1060","1","1004108","1.2","1.2","1004109","1004107","710121","1004207","10600102","1","401057661","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401057681","401057701","0","3","10600103","282","10600104","10600101","1004210","1004106","401057691","10600105","1.4"
"0.06","2","401057721","1001303","2","1060","2","1004108","1.6","1.6","1004109","1004107","710121","1004207","10600102","1","401057711","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401057731","401057751","0","9","10600103","283","10600104","10600101","1004210","1004106","401057741","10600105","1.9"
"0.06","3","401057771","1001303","2.2","1060","2","1004108","2","2","1004109","1004107","710121","1004207","10600102","1","401057761","1004209","0","2.1","1004206","1004208","1004110","10","1000000","10","401057781","401057801","0","25","10600103","284","10600104","10600101","1004210","1004106","401057791","10600105","2.1"
"0.06","4","401057821","1001303","5","1060","2","1004108","4.5","4.5","1004109","1004107","710121","1004207","10600102","1","401057811","1004209","0","4.7","1004206","1004208","1004110","26","1000000","26","401057831","401057851","0","-1","10600103","285","10600104","10600101","1004210","1004106","401057841","10600105","4.8"
"0.03","1","401058071","1001301","1.5","1061","1","1004103","1.2","1.2","1004104","1004102","710011","1004202","10610102","1","401058061","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401058081","401058101","0","1","10610103","287","10610104","10610101","1004205","1004101","401058091","10610105","1.4"
"0.03","1","401058071","1001303","1.5","1061","1","1004108","1.2","1.2","1004109","1004107","710011","1004207","10610102","1","401058061","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401058081","401058101","0","3","10610103","288","10610104","10610101","1004210","1004106","401058091","10610105","1.4"
"0.06","2","401058121","1001303","2","1061","2","1004108","1.6","1.6","1004109","1004107","710011","1004207","10610102","1","401058111","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401058131","401058151","0","9","10610103","289","10610104","10610101","1004210","1004106","401058141","10610105","1.9"
"0.06","3","401058171","1001303","2.2","1061","2","1004108","2","2","1004109","1004107","710011","1004207","10610102","1","401058161","1004209","0","2.1","1004206","1004208","1004110","10","1000000","10","401058181","401058201","0","25","10610103","290","10610104","10610101","1004210","1004106","401058191","10610105","2.1"
"0.06","4","401058221","1001303","5","1061","2","1004108","4.5","4.5","1004109","1004107","710011","1004207","10610102","1","401058211","1004209","0","4.7","1004206","1004208","1004110","26","1000000","26","401058231","401058251","0","-1","10610103","291","10610104","10610101","1004210","1004106","401058241","10610105","4.8"
"0.03","1","401058471","1001301","1.5","1063","1","1004103","1.2","1.2","1004104","1004102","710021","1004202","10630102","1","401058461","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401058481","401058501","0","1","10630103","293","10630104","10630101","1004205","1004101","401058491","10630105","1.4"
"0.03","1","401058471","1001303","1.5","1063","1","1004108","1.2","1.2","1004109","1004107","710021","1004207","10630102","1","401058461","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401058481","401058501","0","3","10630103","294","10630104","10630101","1004210","1004106","401058491","10630105","1.4"
"0.06","2","401058521","1001303","2","1063","2","1004108","1.6","1.6","1004109","1004107","710021","1004207","10630102","1","401058511","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401058531","401058551","0","9","10630103","295","10630104","10630101","1004210","1004106","401058541","10630105","1.9"
"0.06","3","401058571","1001303","2.2","1063","2","1004108","2","2","1004109","1004107","710021","1004207","10630102","1","401058561","1004209","0","2.1","1004206","1004208","1004110","10","1000000","10","401058581","401058601","0","25","10630103","296","10630104","10630101","1004210","1004106","401058591","10630105","2.1"
"0.06","4","401058621","1001303","5","1063","2","1004108","4.5","4.5","1004109","1004107","710021","1004207","10630102","1","401058611","1004209","0","4.7","1004206","1004208","1004110","26","1000000","26","401058631","401058651","0","-1","10630103","297","10630104","10630101","1004210","1004106","401058641","10630105","4.8"
"0.03","1","401058821","1001301","1.5","1064","1","1004103","1.2","1.2","1004104","1004102","710031","1004202","10640102","1","401058811","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401058831","401058851","0","1","10640103","298","10640104","10640101","1004205","1004101","401058841","10640105","1.4"
"0.03","1","401058821","1001303","1.5","1064","1","1004108","1.2","1.2","1004109","1004107","710031","1004207","10640102","1","401058811","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401058831","401058851","0","3","10640103","299","10640104","10640101","1004210","1004106","401058841","10640105","1.4"
"0.06","2","401058871","1001303","2","1064","2","1004108","1.6","1.6","1004109","1004107","710031","1004207","10640102","1","401058861","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401058881","401058901","0","9","10640103","300","10640104","10640101","1004210","1004106","401058891","10640105","1.9"
"0.06","3","401058921","1001303","2.2","1064","2","1004108","2","2","1004109","1004107","710031","1004207","10640102","1","401058911","1004209","0","2.1","1004206","1004208","1004110","10","1000000","10","401058931","401058951","0","25","10640103","301","10640104","10640101","1004210","1004106","401058941","10640105","2.1"
"0.06","4","401058971","1001303","5","1064","2","1004108","4.5","4.5","1004109","1004107","710031","1004207","10640102","1","401058961","1004209","0","4.7","1004206","1004208","1004110","26","1000000","26","401058981","401059001","0","-1","10640103","302","10640104","10640101","1004210","1004106","401058991","10640105","4.8"
"0.03","1","401059171","1001301","1.5","1065","1","1004103","1.2","1.2","1004104","1004102","710041","1004202","10650102","1","401059161","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401059181","401059201","0","1","10650103","303","10650104","10650101","1004205","1004101","401059191","10650105","1.4"
"0.03","1","401059171","1001303","1.5","1065","1","1004108","1.2","1.2","1004109","1004107","710041","1004207","10650102","1","401059161","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401059181","401059201","0","3","10650103","304","10650104","10650101","1004210","1004106","401059191","10650105","1.4"
"0.06","2","401059221","1001303","2","1065","2","1004108","1.6","1.6","1004109","1004107","710041","1004207","10650102","1","401059211","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401059231","401059251","0","9","10650103","305","10650104","10650101","1004210","1004106","401059241","10650105","1.9"
"0.06","3","401059271","1001303","2.2","1065","2","1004108","2","2","1004109","1004107","710041","1004207","10650102","1","401059261","1004209","0","2.1","1004206","1004208","1004110","10","1000000","10","401059281","401059301","0","25","10650103","306","10650104","10650101","1004210","1004106","401059291","10650105","2.1"
"0.06","4","401059321","1001303","5","1065","2","1004108","4.5","4.5","1004109","1004107","710041","1004207","10650102","1","401059311","1004209","0","4.7","1004206","1004208","1004110","26","1000000","26","401059331","401059351","0","-1","10650103","307","10650104","10650101","1004210","1004106","401059341","10650105","4.8"
"0.03","1","401059521","1001301","1.5","1066","1","1004103","1.2","1.2","1004104","1004102","710051","1004202","10660102","1","401059511","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401059531","401059551","0","1","10660103","308","10660104","10660101","1004205","1004101","401059541","10660105","1.4"
"0.03","1","401059521","1001303","1.5","1066","1","1004108","1.2","1.2","1004109","1004107","710051","1004207","10660102","1","401059511","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401059531","401059551","0","3","10660103","309","10660104","10660101","1004210","1004106","401059541","10660105","1.4"
"0.06","2","401059571","1001303","2","1066","2","1004108","1.6","1.6","1004109","1004107","710051","1004207","10660102","1","401059561","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401059581","401059601","0","9","10660103","310","10660104","10660101","1004210","1004106","401059591","10660105","1.9"
"0.06","3","401059621","1001303","2.2","1066","2","1004108","2","2","1004109","1004107","710051","1004207","10660102","1","401059611","1004209","0","2.1","1004206","1004208","1004110","10","1000000","10","401059631","401059651","0","25","10660103","311","10660104","10660101","1004210","1004106","401059641","10660105","2.1"
"0.06","4","401059671","1001303","5","1066","2","1004108","4.5","4.5","1004109","1004107","710051","1004207","10660102","1","401059661","1004209","0","4.7","1004206","1004208","1004110","26","1000000","26","401059681","401059701","0","-1","10660103","312","10660104","10660101","1004210","1004106","401059691","10660105","4.8"
"0.03","1","401059871","1001301","1.5","1067","1","1004103","1.2","1.2","1004104","1004102","710061","1004202","10670102","1","401059861","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401059881","401059901","0","1","10670103","313","10670104","10670101","1004205","1004101","401059891","10670105","1.4"
"0.03","1","401059871","1001303","1.5","1067","1","1004108","1.2","1.2","1004109","1004107","710061","1004207","10670102","1","401059861","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401059881","401059901","0","3","10670103","314","10670104","10670101","1004210","1004106","401059891","10670105","1.4"
"0.06","2","401059921","1001303","2","1067","2","1004108","1.6","1.6","1004109","1004107","710061","1004207","10670102","1","401059911","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401059931","401059951","0","9","10670103","315","10670104","10670101","1004210","1004106","401059941","10670105","1.9"
"0.06","3","401059971","1001303","2.2","1067","2","1004108","2","2","1004109","1004107","710061","1004207","10670102","1","401059961","1004209","0","2.1","1004206","1004208","1004110","10","1000000","10","401059981","401060001","0","25","10670103","316","10670104","10670101","1004210","1004106","401059991","10670105","2.1"
"0.06","4","401060021","1001303","5","1067","2","1004108","4.5","4.5","1004109","1004107","710061","1004207","10670102","1","401060011","1004209","0","4.7","1004206","1004208","1004110","26","1000000","26","401060031","401060051","0","-1","10670103","317","10670104","10670101","1004210","1004106","401060041","10670105","4.8"
"0.03","1","401060221","0","1.5","1068","1","0","1.2","1.2","0","0","710071","1004207","10680102","1","401060211","1004209","0","1.3","1004206","1004208","0","-2","1000000","-2","401060231","401060251","0","-2","10680103","318","10680104","10680101","1004210","0","401060241","10680105","1.4"
"0.06","2","401060271","1001301","2","1068","2","1004103","1.6","1.6","1004104","1004102","710071","1004202","10680102","1","401060261","1004204","0","1.8","1004201","1004203","1004105","1","1000000","1","401060281","401060301","0","1","10680103","319","10680104","10680101","1004205","1004101","401060291","10680105","1.9"
"0.06","2","401060271","1001303","2","1068","2","1004108","1.6","1.6","1004109","1004107","710071","1004207","10680102","1","401060261","1004209","0","1.8","1004206","1004208","1004110","2","1000000","2","401060281","401060301","0","6","10680103","320","10680104","10680101","1004210","1004106","401060291","10680105","1.9"
"0.06","3","401060321","1001303","2.2","1068","2","1004108","2","2","1004109","1004107","710071","1004207","10680102","1","401060311","1004209","0","2.1","1004206","1004208","1004110","7","1000000","7","401060331","401060351","0","22","10680103","321","10680104","10680101","1004210","1004106","401060341","10680105","2.1"
"0.06","4","401060371","1001303","5","1068","2","1004108","4.5","4.5","1004109","1004107","710071","1004207","10680102","1","401060361","1004209","0","4.7","1004206","1004208","1004110","23","1000000","23","401060381","401060401","0","-1","10680103","322","10680104","10680101","1004210","1004106","401060391","10680105","4.8"
"0.03","1","401060571","0","1.5","1069","1","0","1.2","1.2","0","0","710081","1004207","10690102","1","401060561","1004209","0","1.3","1004206","1004208","0","-2","1000000","-2","401060581","401060601","0","-2","10690103","323","10690104","10690101","1004210","0","401060591","10690105","1.4"
"0.06","2","401060621","1001301","2","1069","2","1004103","1.6","1.6","1004104","1004102","710081","1004202","10690102","1","401060611","1004204","0","1.8","1004201","1004203","1004105","1","1000000","1","401060631","401060651","0","1","10690103","324","10690104","10690101","1004205","1004101","401060641","10690105","1.9"
"0.06","2","401060621","1001303","2","1069","2","1004108","1.6","1.6","1004109","1004107","710081","1004207","10690102","1","401060611","1004209","0","1.8","1004206","1004208","1004110","2","1000000","2","401060631","401060651","0","6","10690103","325","10690104","10690101","1004210","1004106","401060641","10690105","1.9"
"0.06","3","401060671","1001303","2.2","1069","2","1004108","2","2","1004109","1004107","710081","1004207","10690102","1","401060661","1004209","0","2.1","1004206","1004208","1004110","7","1000000","7","401060681","401060701","0","22","10690103","326","10690104","10690101","1004210","1004106","401060691","10690105","2.1"
"0.06","4","401060721","1001303","5","1069","2","1004108","4.5","4.5","1004109","1004107","710081","1004207","10690102","1","401060711","1004209","0","4.7","1004206","1004208","1004110","23","1000000","23","401060731","401060751","0","-1","10690103","327","10690104","10690101","1004210","1004106","401060741","10690105","4.8"
"0.03","1","401060921","0","1.5","1070","1","0","1.2","1.2","0","0","710091","1004207","10700102","1","401060911","1004209","0","1.3","1004206","1004208","0","-2","1000000","-2","401060931","401060951","0","-2","10700103","328","10700104","10700101","1004210","0","401060941","10700105","1.4"
"0.06","2","401060971","1001301","2","1070","2","1004103","1.6","1.6","1004104","1004102","710091","1004202","10700102","1","401060961","1004204","0","1.8","1004201","1004203","1004105","1","1000000","1","401060981","401061001","0","1","10700103","329","10700104","10700101","1004205","1004101","401060991","10700105","1.9"
"0.06","2","401060971","1001303","2","1070","2","1004108","1.6","1.6","1004109","1004107","710091","1004207","10700102","1","401060961","1004209","0","1.8","1004206","1004208","1004110","2","1000000","2","401060981","401061001","0","6","10700103","330","10700104","10700101","1004210","1004106","401060991","10700105","1.9"
"0.06","3","401061021","1001303","2.2","1070","2","1004108","2","2","1004109","1004107","710091","1004207","10700102","1","401061011","1004209","0","2.1","1004206","1004208","1004110","7","1000000","7","401061031","401061051","0","22","10700103","331","10700104","10700101","1004210","1004106","401061041","10700105","2.1"
"0.06","4","401061071","1001303","5","1070","2","1004108","4.5","4.5","1004109","1004107","710091","1004207","10700102","1","401061061","1004209","0","4.7","1004206","1004208","1004110","23","1000000","23","401061081","401061101","0","-1","10700103","332","10700104","10700101","1004210","1004106","401061091","10700105","4.8"
"0.03","1","401061271","0","1.5","1071","1","0","1.2","1.2","0","0","710101","1004207","10710102","1","401061261","1004209","0","1.3","1004206","1004208","0","-2","1000000","-2","401061281","401061301","0","-2","10710103","333","10710104","10710101","1004210","0","401061291","10710105","1.4"
"0.06","2","401061321","1001301","2","1071","2","1004103","1.6","1.6","1004104","1004102","710101","1004202","10710102","1","401061311","1004204","0","1.8","1004201","1004203","1004105","1","1000000","1","401061331","401061351","0","1","10710103","334","10710104","10710101","1004205","1004101","401061341","10710105","1.9"
"0.06","2","401061321","1001303","2","1071","2","1004108","1.6","1.6","1004109","1004107","710101","1004207","10710102","1","401061311","1004209","0","1.8","1004206","1004208","1004110","2","1000000","2","401061331","401061351","0","6","10710103","335","10710104","10710101","1004210","1004106","401061341","10710105","1.9"
"0.06","3","401061371","1001303","2.2","1071","2","1004108","2","2","1004109","1004107","710101","1004207","10710102","1","401061361","1004209","0","2.1","1004206","1004208","1004110","7","1000000","7","401061381","401061401","0","22","10710103","336","10710104","10710101","1004210","1004106","401061391","10710105","2.1"
"0.06","4","401061421","1001303","5","1071","2","1004108","4.5","4.5","1004109","1004107","710101","1004207","10710102","1","401061411","1004209","0","4.7","1004206","1004208","1004110","23","1000000","23","401061431","401061451","0","-1","10710103","337","10710104","10710101","1004210","1004106","401061441","10710105","4.8"
"0.03","1","401061621","0","1.5","1072","1","0","1.2","1.2","0","0","710111","1004207","10720102","1","401061611","1004209","0","1.3","1004206","1004208","0","-2","1000000","-2","401061631","401061651","0","-2","10720103","338","10720104","10720101","1004210","0","401061641","10720105","1.4"
"0.06","2","401061671","1001301","2","1072","2","1004103","1.6","1.6","1004104","1004102","710111","1004202","10720102","1","401061661","1004204","0","1.8","1004201","1004203","1004105","1","1000000","1","401061681","401061701","0","1","10720103","339","10720104","10720101","1004205","1004101","401061691","10720105","1.9"
"0.06","2","401061671","1001303","2","1072","2","1004108","1.6","1.6","1004109","1004107","710111","1004207","10720102","1","401061661","1004209","0","1.8","1004206","1004208","1004110","2","1000000","2","401061681","401061701","0","6","10720103","340","10720104","10720101","1004210","1004106","401061691","10720105","1.9"
"0.06","3","401061721","1001303","2.2","1072","2","1004108","2","2","1004109","1004107","710111","1004207","10720102","1","401061711","1004209","0","2.1","1004206","1004208","1004110","7","1000000","7","401061731","401061751","0","22","10720103","341","10720104","10720101","1004210","1004106","401061741","10720105","2.1"
"0.06","4","401061771","1001303","5","1072","2","1004108","4.5","4.5","1004109","1004107","710111","1004207","10720102","1","401061761","1004209","0","4.7","1004206","1004208","1004110","23","1000000","23","401061781","401061801","0","-1","10720103","342","10720104","10720101","1004210","1004106","401061791","10720105","4.8"
"0.03","1","401061971","0","1.5","1073","1","0","1.2","1.2","0","0","710121","1004207","10730102","1","401061961","1004209","0","1.3","1004206","1004208","0","-2","1000000","-2","401061981","401062001","0","-2","10730103","343","10730104","10730101","1004210","0","401061991","10730105","1.4"
"0.06","2","401062021","1001301","2","1073","2","1004103","1.6","1.6","1004104","1004102","710121","1004202","10730102","1","401062011","1004204","0","1.8","1004201","1004203","1004105","1","1000000","1","401062031","401062051","0","1","10730103","344","10730104","10730101","1004205","1004101","401062041","10730105","1.9"
"0.06","2","401062021","1001303","2","1073","2","1004108","1.6","1.6","1004109","1004107","710121","1004207","10730102","1","401062011","1004209","0","1.8","1004206","1004208","1004110","2","1000000","2","401062031","401062051","0","6","10730103","345","10730104","10730101","1004210","1004106","401062041","10730105","1.9"
"0.06","3","401062071","1001303","2.2","1073","2","1004108","2","2","1004109","1004107","710121","1004207","10730102","1","401062061","1004209","0","2.1","1004206","1004208","1004110","7","1000000","7","401062081","401062101","0","22","10730103","346","10730104","10730101","1004210","1004106","401062091","10730105","2.1"
"0.06","4","401062121","1001303","5","1073","2","1004108","4.5","4.5","1004109","1004107","710121","1004207","10730102","1","401062111","1004209","0","4.7","1004206","1004208","1004110","23","1000000","23","401062131","401062151","0","-1","10730103","347","10730104","10730101","1004210","1004106","401062141","10730105","4.8"
"0.03","1","401062321","0","1.5","1074","1","0","1.2","1.2","0","0","710011","1004207","10740102","1","401062311","1004209","0","1.3","1004206","1004208","0","-2","1000000","-2","401062331","401062351","0","-2","10740103","348","10740104","10740101","1004210","0","401062341","10740105","1.4"
"0.06","2","401062371","1001301","2","1074","2","1004103","1.6","1.6","1004104","1004102","710011","1004202","10740102","1","401062361","1004204","0","1.8","1004201","1004203","1004105","1","1000000","1","401062381","401062401","0","1","10740103","349","10740104","10740101","1004205","1004101","401062391","10740105","1.9"
"0.06","2","401062371","1001303","2","1074","2","1004108","1.6","1.6","1004109","1004107","710011","1004207","10740102","1","401062361","1004209","0","1.8","1004206","1004208","1004110","2","1000000","2","401062381","401062401","0","6","10740103","350","10740104","10740101","1004210","1004106","401062391","10740105","1.9"
"0.06","3","401062421","1001303","2.2","1074","2","1004108","2","2","1004109","1004107","710011","1004207","10740102","1","401062411","1004209","0","2.1","1004206","1004208","1004110","7","1000000","7","401062431","401062451","0","22","10740103","351","10740104","10740101","1004210","1004106","401062441","10740105","2.1"
"0.06","4","401062471","1001303","5","1074","2","1004108","4.5","4.5","1004109","1004107","710011","1004207","10740102","1","401062461","1004209","0","4.7","1004206","1004208","1004110","23","1000000","23","401062481","401062501","0","-1","10740103","352","10740104","10740101","1004210","1004106","401062491","10740105","4.8"
"0.03","1","401062671","0","1.5","1075","1","0","1.2","1.2","0","0","710021","1004207","10750102","1","401062661","1004209","0","1.3","1004206","1004208","0","-2","1000000","-2","401062681","401062701","0","-2","10750103","353","10750104","10750101","1004210","0","401062691","10750105","1.4"
