2bba1388355832f8894357cc225b6c39de9c0a81c46368a7637bf243c470189a,f3d608b72a595c091aaed6c534d56b39d6425f78ba8cc8ee0813a073298e3110,1c004dcfae142b778bd4dc1dbd16f559d2a4fdbc85a11793dc57c5a7a5a97e2c,f372b8545cc8224c885c6646c890a773feeaa4e1cedf374e0b5402b18dae5318,9d62172377b316d95f6e94b445b6712b789d4c5bef230d21be3cc59268c2efa7,f6a4f5f9e6cee7033d37d8bd03b503d66ae66cdc38d64da10ea1b1fa7ec7823f,7545de159cb66b4ee70c000311395b2f3f65f460e3cc1efb8f19df348d4c6390,aebbeb58aed2a3103c9ff7f90561b6fea469e0eba634591c96b525cdf2efebe7,024daeac62f66c02a6f3f329fb18044e5ac93d35006b01df82c76915144323f3,77d8d79822eecee772880399e5f27f4ec726c5162a9211a482c34d925ae07444,652990a47d46dcbd5f69a5a59cbff9c002cef8b429499467507ed20ad0a9a7b8
"","","93","","2","1007414","","1007414119","","",""
"","1","3","0.2","100931","1007414","mhp_idle_memory","1007414120","","",""
"","","93","","0.2","1007414","0","1007414121","","",""
"","1","3","0.2","117631","1007414","mhp_sit_idle_sad","1007414122","","",""
"","0","21","","vo_mhp_1007414","1007414","vo_mhp_3111","1007414123","","","0"
"0","6","11","0","117631","1007414","（那不管怎麼看\n都只是治喉嚨的感冒糖漿吧？\n這就是所謂好壞全看怎麼說嗎？）","1007414124","0","0.5","1"
"","","91","","0","1007414","","1007414125","","",""
"","1","3","0.2","117631","1007414","mhp_sit_idle","1007414126","","",""
"","","101","","1007414224","1007414","","1007414127","","",""
"1","0","3","0.2","117531","1007414","mhp_sit_out","1007414128","0","","mhp_idle_normal"
"","","93","","0.6","1007414","0","1007414129","","",""
"1","0","3","0.2","100931","1007414","mhp_sit_out","1007414130","0","","mhp_idle_normal"
"","","93","","0.2","1007414","0","1007414131","","",""
"0","1","3","0.2","100931","1007414","mhp_walk_sad","1007414132","","",""
"0","-220","2","","100931","1007414","35","1007414133","","","1.5"
"0","-220","2","","31","1007414","35","1007414134","","","1.5"
"0","-220","2","","11","1007414","35","1007414135","","","1.5"
"0","-220","2","","12","1007414","35","1007414136","","","1.5"
"","","93","","0.3","1007414","0","1007414137","","",""
"1","0","3","0.2","117531","1007414","mhp_handover_in","1007414138","0","","mhp_handover_loop"
"1","1","6","0","21","1007414","1","1007414139","0","","1"
"1","1","6","0","22","1007414","1","1007414140","0","","1"
"1","0","3","0.2","21","1007414","mhp_handover_in","1007414141","0","","mhp_handover_loop"
"1","0","3","0.2","22","1007414","mhp_item_EX0013_handover_in","1007414142","0","","mhp_item_EX0013_handover_loop"
"","","93","","1.2","1007414","0","1007414143","","",""
"","1","3","0.2","100931","1007414","mhp_idle_sad","1007414144","","",""
"","","93","","0.5","1007414","0","1007414145","","",""
"1","0","3","0.2","100931","1007414","mhp_surprise","1007414146","0","","mhp_talk_surprise1"
"","0","21","","vo_mhp_1007414","1007414","vo_mhp_3112","1007414147","","","0"
"0","5","11","0","100931","1007414","這、這是那個傳說中的……！\n哼哼哼，這樣一來，\n我應該就能抵達無上的領域了吧！","1007414148","0","0.5","1"
"","","93","","3.5","1007414","1","1007414149","","",""
"","0","3","0.2","100931","1007414","mhp_anna_huhuStand_in","1007414150","","",""
"","","91","","0","1007414","","1007414151","","",""
"1","0","3","0.2","100931","1007414","mhp_anna_ahahaStand_in","1007414152","0.2","","mhp_anna_ahahaStand_loop"
"","","91","","1007414148","1007414","","1007414153","","",""
"","","22","","0","1007414","0","1007414154","","",""
"","","93","","1","1007414","0","1007414155","","",""
"1","0","3","0.2","100931","1007414","mhp_handover_receive_in","1007414156","0","","mhp_handover_receive_loop"
"1","1","6","0","11","1007414","1","1007414157","0","","1"
"1","1","6","0","12","1007414","1","1007414158","0","","1"
"1","0","3","0.2","11","1007414","mhp_receive_anna_in","1007414159","0","","mhp_receive_anna_loop"
"1","0","3","0.2","12","1007414","mhp_item_EX0013_receive_in","1007414160","0","","mhp_item_EX0013_receive_loop"
"","","93","","0.6","1007414","0","1007414161","","",""
"1","1","6","0.4","22","1007414","1","1007414162","0","","1"
"","","93","","0.4","1007414","0","1007414163","","",""
"1","0","3","0.2","117531","1007414","mhp_handover_out","1007414164","0","","mhp_idle_normal"
"1","0","3","0.2","21","1007414","mhp_handover_out","1007414165","0","","NoItem_idle"
"1","0","3","0.2","22","1007414","mhp_item_EX0013_handover_out","1007414166","0","","NoItem_idle"
"","","93","","0.4","1007414","0","1007414167","","",""
"1","0","3","0.2","100931","1007414","mhp_handover_receive_out","1007414168","0","","mhp_idle_normal"
"1","0","3","0.2","11","1007414","mhp_receive_anna_out","1007414169","0","","NoItem_idle"
"1","0","3","0.2","12","1007414","mhp_item_EX0013_receive_out","1007414170","0","","NoItem_idle"
"","","93","","2","1007414","","1007414171","","",""
"","1","3","0.2","100931","1007414","mhp_idle_memory","1007414172","","",""
"","","93","","0.2","1007414","","1007414173","","",""
"","1","3","0.2","117531","1007414","mhp_idle_thinking","1007414174","","",""
"","0","21","","vo_mhp_1007414","1007414","vo_mhp_3113","1007414175","","","0"
"0","6","11","0","117531","1007414","（普通的杯子就能讓她這麼開心，\n這還真是划算。）","1007414176","0","0.5","1"
"","","91","","0","1007414","","1007414177","","",""
"","1","3","0.2","117531","1007414","mhp_idle_normal","1007414178","","",""
"","","101","","1007414224","1007414","","1007414179","","",""
"1","0","3","0.2","117531","1007414","mhp_sit_out","1007414180","0","","mhp_idle_normal"
"","","93","","0.6","1007414","0","1007414181","","",""
"1","0","3","0.2","100931","1007414","mhp_sit_out","1007414182","0","","mhp_idle_normal"
"","","93","","0.2","1007414","0","1007414183","","",""
"0","1","3","0.2","100931","1007414","mhp_walk_sad","1007414184","","",""
"0","-220","2","","100931","1007414","35","1007414185","","","1.5"
"0","-220","2","","31","1007414","35","1007414186","","","1.5"
"0","-220","2","","11","1007414","35","1007414187","","","1.5"
"0","-220","2","","12","1007414","35","1007414188","","","1.5"
"","","93","","0.3","1007414","0","1007414189","","",""
"1","0","3","0.2","117531","1007414","mhp_handover_in","1007414190","0","","mhp_handover_loop"
"1","1","6","0","21","1007414","1","1007414191","0","","1"
"1","1","6","0","22","1007414","1","1007414192","0","","1"
"1","0","3","0.2","21","1007414","mhp_handover_in","1007414193","0","","mhp_handover_loop"
"1","0","3","0.2","22","1007414","mhp_item_EX0012_handover_in","1007414194","0","","mhp_item_EX0012_handover_loop"
"","","93","","1.2","1007414","0","1007414195","","",""
"1","0","3","0.2","100931","1007414","mhp_handover_receive_sad_in","1007414196","0","","mhp_handover_receive_sad_loop"
"1","1","6","0","11","1007414","1","1007414197","0","","1"
"1","1","6","0","12","1007414","1","1007414198","0","","1"
"1","0","3","0.2","11","1007414","mhp_receive_anna_in","1007414199","0","","mhp_receive_anna_loop"
"1","0","3","0.2","12","1007414","mhp_item_EX0012_receive_in","1007414200","0","","mhp_item_EX0012_receive_loop"
"","","93","","0.6","1007414","0","1007414201","","",""
"1","1","6","0.4","22","1007414","1","1007414202","0","","1"
"","","93","","0.4","1007414","0","1007414203","","",""
"1","0","3","0.2","117531","1007414","mhp_handover_out","1007414204","0","","mhp_idle_normal"
"1","0","3","0.2","21","1007414","mhp_handover_out","1007414205","0","","NoItem_idle"
"1","0","3","0.2","22","1007414","mhp_item_EX0012_handover_out","1007414206","0","","NoItem_idle"
"","","93","","0.4","1007414","0","1007414207","","",""
"1","0","3","0.2","100931","1007414","mhp_handover_receive_sad_out","1007414208","0","","mhp_idle_normal_sad"
"1","0","3","0.2","11","1007414","mhp_receive_anna_out","1007414209","0","","NoItem_idle"
"1","0","3","0.2","12","1007414","mhp_item_EX0012_receive_out","1007414210","0","","NoItem_idle"
"","","93","","2","1007414","","1007414211","","",""
"","1","3","0.2","100931","1007414","mhp_idle_worry","1007414212","","",""
"","","93","","0.2","1007414","0","1007414213","","",""
"","1","3","0.2","100931","1007414","mhp_talk_worry","1007414214","","",""
"","0","21","","vo_mhp_1007414","1007414","vo_mhp_3114","1007414215","","","0"
"0","4","11","0","100931","1007414","嗚，也就是要採取戰略性休息嗎？\n我明白了，現在就乖乖照做吧……","1007414216","0","0.5","1"
"","","91","","0","1007414","","1007414217","","",""
"","1","3","0.2","100931","1007414","mhp_idle_worry","1007414218","","",""
"","1","3","0.2","117531","1007414","mhp_idle_thinking","1007414219","","",""
"","0","21","","vo_mhp_1007414","1007414","vo_mhp_3115","1007414220","","","0"
"0","6","11","0","117531","1007414","（居然這樣稱呼市售口罩……\n這樣不是連我都快被影響了嗎？）","1007414221","0","0.5","1"
"","","91","","0","1007414","","1007414222","","",""
"","1","3","0.2","117531","1007414","mhp_idle_normal","1007414223","","",""
"","","91","","0","1007414","","1007414224","","",""
"1","0","3","0.2","100931","1007414","mhp_anna_darkStand_in","1007414225","0.2","","mhp_anna_darkStand_loop"
"1","0","3","0.2","31","1007414","mhp_anna_darkStand_in","1007414226","0.2","","mhp_anna_darkStand_loop"
"","","93","","0.1","1007414","0","1007414227","","",""
"","0","21","","vo_mhp_1007414","1007414","vo_mhp_3116","1007414228","","","0"
"0","4","11","0","100931","1007414","「無形之暗殺者」……\n對方是超乎想像的強敵。\n但那群傢伙應該會後悔吧。","1007414229","0","0.5","1"
"","","91","","0","1007414","","1007414230","","",""
"1","0","3","0.2","100931","1007414","mhp_anna_ahahaStand_in","1007414231","0.2","","mhp_anna_ahahaStand_loop"
"","1","3","0.2","31","1007414","NoItem","1007414232","","",""
"","0","21","","vo_mhp_1007414","1007414","vo_mhp_3117","1007414233","","","0"
"0","5","11","0","100931","1007414","為我在克服這個危機後\n得到的全新力量渾身顫慄吧！","1007414234","0","0.5","1"
"","","91","","0","1007414","","1007414235","","",""
"","1","3","0.2","117531","1007414","mhp_talk_worry","1007414236","","",""
"","0","21","","vo_mhp_1007414","1007414","vo_mhp_3118","1007414237","","","0"
"0","8","11","0","117531","1007414","所以說，在醫院請保持安靜。","1007414238","0","0.5","1"
"","","91","","0","1007414","","1007414239","","",""
"","1","3","0.2","117531","1007414","mhp_idle_normal","1007414240","","",""
"","1","3","0.2","100931","1007414","mhp_talk_worry","1007414241","","",""
"","1","3","0.2","31","1007414","NoItem","1007414242","","",""
"","0","21","","vo_mhp_1007414","1007414","vo_mhp_3119","1007414243","","","0"
"0","8","11","0","100931","1007414","好、好的……","1007414244","0","0.5","1"
"","","91","","0","1007414","","1007414245","","",""
"","","93","","1","1007414","","1007414246","","",""
"","1","3","0.2","100931","1007414","mhp_run_sad","1007414247","","",""
"","","4","","100931","1007414","1","1007414248","","",""
"0","-220","2","","100931","1007414","-1000","1007414249","","","3"
"","","93","","3","1007414","0","1007414250","","",""
"","","91","","0","1007414","","1007414251","","",""
"-220","100","1","1.7","1","1007415","100931","1007415001","0","mhp_idle_normal","-1000"
"-200","100","1","1.7","1","1007415","117631","1007415002","1","mhp_sit_idle","365"
"-220","104","1","1.7","1","1007415","117531","1007415003","1","mhp_sit_idle","185"
"0.85","-240","31","1","1","1007415","1","1007415004","","","-154"
"1","-50","31","0","20","1007415","120","1007415005","","","-237"
"1","0","31","0","30","1007415","130","1007415006","","","160"
"1","0","31","0","11","1007415","111","1007415007","","","0"
"-220","110","5","1.7","1","1007415","11","1007415008","0","NoItem","-200"
"-220","105","5","1.7","1","1007415","12","1007415009","0","NoItem","-200"
"-220","110","5","1.7","1","1007415","21","1007415010","1","NoItem","170"
"-220","105","5","1.7","1","1007415","22","1007415011","1","NoItem","170"
"0","1","6","0","11","1007415","1","1007415012","0","","1"
"0","1","6","0","12","1007415","1","1007415013","0","","1"
"0","1","6","0","21","1007415","1","1007415014","0","","1"
"0","1","6","0","22","1007415","1","1007415015","0","","1"
"","","91","","0","1007415","","1007415016","","",""
"","1","3","0.2","117531","1007415","mhp_sit_talk_normal","1007415017","","",""
"","0","21","","vo_mhp_1007415","1007415","vo_mhp_3201","1007415018","","","0"
"0","4","11","0","117531","1007415","杏奈，請進～","1007415019","0","0.5","0"
"","","91","","0","1007415","","1007415020","","",""
"","1","3","0.2","117531","1007415","mhp_sit_idle","1007415021","","",""
"","1","3","0.2","100931","1007415","mhp_anna_chill_walk","1007415022","","",""
"0","-220","2","","100931","1007415","-200","1007415023","","","4"
"","","91","","0","1007415","","1007415024","","",""
"1","0","3","0.2","100931","1007415","mhp_anna_chill_sit_in","1007415025","0.2","","mhp_anna_chill_sit_idle"
"","","93","","2","1007415","0","1007415026","","",""
"","1","3","0.2","117531","1007415","mhp_sit_talk_normal","1007415027","","",""
"","0","21","","vo_mhp_1007415","1007415","vo_mhp_3202","1007415028","","","0"
"0","6","11","0","117531","1007415","呃……妳看起來非常難受呢，\n這也是「無形之暗殺者」\n做的好事嗎？","1007415029","0","0.5","1"
"","","91","","0","1007415","","1007415030","","",""
"","1","3","0.2","117531","1007415","mhp_sit_idle","1007415031","","",""
"","1","3","0.2","100931","1007415","mhp_anna_chill_loop","1007415032","","",""
"","0","21","","vo_mhp_1007415","1007415","vo_mhp_3203","1007415033","","","0"
"0","3","11","0","100931","1007415","我不知道……\n我一直昏昏沉沉的，\n又頭暈腦脹，就是很難受……","1007415034","0","0.5","1"
"","","91","","0","1007415","","1007415035","","",""
"","1","3","0.2","117531","1007415","mhp_sit_talk_normal","1007415036","","",""
"","0","21","","vo_mhp_1007415","1007415","vo_mhp_3204","1007415037","","","0"
"0","6","11","0","117531","1007415","這是因為妳在之前的症狀康復後，\n和七七香打起魔法對戰，\n玩得太過火而造成的吧，\n呵呵，真是個不乖的團長♪","1007415038","0","0.5","1"
"","","91","","0","1007415","","1007415039","","",""
"","1","3","0.2","117531","1007415","mhp_sit_idle","1007415040","","",""
"","1","3","0.2","100931","1007415","mhp_anna_sit_talk_sad","1007415041","","",""
"","0","21","","vo_mhp_1007415","1007415","vo_mhp_3205","1007415042","","","0"
"0","3","11","0","100931","1007415","對不、起……","1007415043","0","0.5","1"
"","","91","","0","1007415","","1007415044","","",""
"","1","3","0.2","100931","1007415","mhp_anna_chill_sit_idle","1007415045","","",""
"","1","3","0.2","117531","1007415","mhp_sit_talk_normal","1007415046","","",""
"","0","21","","vo_mhp_1007415","1007415","vo_mhp_3206","1007415047","","","0"
"0","4","11","0","117531","1007415","唉，看妳這副樣子，\n捉弄妳也沒意思啊。\n得懲罰這麼不中用的妳才行。","1007415048","0","0.5","1"
"","","91","","0","1007415","","1007415049","","",""
"","1","3","0.2","117531","1007415","mhp_sit_idle","1007415050","","",""
"","1","3","0.2","100931","1007415","mhp_anna_sit_talk_worry","1007415051","","",""
"","0","21","","vo_mhp_1007415","1007415","vo_mhp_3207","1007415052","","","0"
"0","4","11","0","100931","1007415","我、我做好覺悟了……\n但會痛的話，還是……","1007415053","0","0.5","1"
"","","91","","0","1007415","","1007415054","","",""
"","1","3","0.2","100931","1007415","mhp_anna_chill_sit_idle","1007415055","","",""
"1","0","3","0.2","117531","1007415","mhp_sit_out","1007415056","0.2","","mhp_anna_ahahaStand_loop"
"","0","21","","vo_mhp_1007415","1007415","vo_mhp_3208","1007415057","","","0"
"0","6","11","0","117531","1007415","沒事的，因為不管是什麼樣的疾病，\n都無法逃過我的獨眼！","1007415058","0","0.5","1"
"","","91","","0","1007415","","1007415059","","",""
"","","22","","0","1007415","0","1007415060","","",""
"0","1","3","0.2","117531","1007415","mhp_walk","1007415061","","",""
"0","-220","2","","117531","1007415","-50","1007415062","","","2"
"0","-220","2","","21","1007415","-50","1007415063","","","2"
"0","-220","2","","22","1007415","-50","1007415064","","","2"
"","","93","","2","1007415","0","1007415065","","",""
"1","1","6","0","21","1007415","1","1007415066","0","","1"
"1","0","3","0.2","117531","1007415","mhp_mitsuki_injection_in","1007415067","0","","mhp_mitsuki_injection_loop"
"1","0","3","0.2","21","1007415","mhp_mitsuki_injection_in","1007415068","0","","mhp_mitsuki_injection_loop"
"","1","3","0.2","100931","1007415","mhp_anna_pain_in_blue","1007415069","","",""
"","","93","","1.2","1007415","","1007415070","","",""
"","","23","","se_10031400","1007415","se_10031400_syringe","1007415071","","",""
"","","93","","0.6","1007415","","1007415072","","",""
"1","0","3","0.2","117531","1007415","mhp_mitsuki_injection_out","1007415073","0","","mhp_idle_normal"
"1","0","3","0.2","21","1007415","mhp_mitsuki_injection_out","1007415074","0","","NoItem"
"","","93","","0.5","1007415","","1007415075","","",""
"","0","3","0.2","100931","1007415","mhp_anna_down","1007415076","","",""
"","0","21","","vo_mhp_1007415","1007415","vo_mhp_3209","1007415077","","","0"
"0","8","11","0","100931","1007415","啊……","1007415078","0","0.5","1"
"","","93","","0.3","1007415","","1007415079","","",""
"","","4","","100931","1007415","1","1007415080","","",""
"","","23","","se_10031400","1007415","se_10031400_bodyfall","1007415081","","",""
"","","91","","1007415078","1007415","","1007415082","","",""
"","1","3","0.2","117631","1007415","mhp_sit_talk_surprise2","1007415083","","",""
"","0","21","","vo_mhp_1007415","1007415","vo_mhp_3210","1007415084","","","0"
"0","4","11","0","117631","1007415","這、這個人怎麼了？\n難道她死、死掉了──","1007415085","0","0.5","1"
"","","91","","0","1007415","","1007415086","","",""
"","1","3","0.2","117631","1007415","mhp_sit_idle_surprise1","1007415087","","",""
"","1","3","0.2","117531","1007415","mhp_talk_thinking","1007415088","","",""
"","0","21","","vo_mhp_1007415","1007415","vo_mhp_3211","1007415089","","","0"
"0","4","11","0","117531","1007415","怎麼可能，我只是打了安眠藥喔。\n因為她需要的是別做些多餘的事情，\n安靜地好好休息。","1007415090","0","0.5","1"
"","","91","","0","1007415","","1007415091","","",""
"","1","3","0.2","117531","1007415","mhp_talk_normal","1007415092","","",""
"","0","21","","vo_mhp_1007415","1007415","vo_mhp_3212","1007415093","","","0"
"0","5","11","0","117531","1007415","因為杏奈虛弱的樣子\n一點都不有趣啊。\n如果她不像平常那樣吵吵鬧鬧的，\n連我都會很不對勁。","1007415094","0","0.5","1"
"","","91","","0","1007415","","1007415095","","",""
"","1","3","0.2","117531","1007415","mhp_idle_normal","1007415096","","",""
"","1","3","0.2","117631","1007415","mhp_sit_talk_joy2","1007415097","","",""
"","0","21","","vo_mhp_1007415","1007415","vo_mhp_3213","1007415098","","","0"
"0","4","11","0","117631","1007415","真是的，妳別嚇我啦。\n說是這麼說，醫生果然很溫柔呢♪","1007415099","0","0.5","1"
"","","91","","0","1007415","","1007415100","","",""
"","1","3","0.2","117631","1007415","mhp_sit_idle_joy2","1007415101","","",""
"","1","3","0.2","117531","1007415","mhp_talk_thinking","1007415102","","",""
"","0","21","","vo_mhp_1007415","1007415","vo_mhp_3214","1007415103","","","0"
"0","6","11","0","117531","1007415","不過，因為這是效果很好的安眠藥，\n她或許會睡上一星期左右呢。","1007415104","0","0.5","1"
"","","91","","0","1007415","","1007415105","","",""
"","1","3","0.2","117531","1007415","mhp_idle_thinking","1007415106","","",""
"","1","3","0.2","117631","1007415","mhp_sit_idle_surprise2","1007415107","","",""
"","0","21","","vo_mhp_1007415","1007415","vo_mhp_3215","1007415108","","","0"
"0","8","11","0","117631","1007415","咦？","1007415109","0","0.5","1"
"","","91","","0","1007415","","1007415110","","",""
"1","","32","1","111","1007415","1","1007415111","","",""
"1","","32","1","120","1007415","1","1007415112","","",""
"","","23","","se_10031400","1007415","se_10031400_rose","1007415113","","",""
"0","0","3","0.2","117531","1007415","mhp_mitsuki_kime","1007415114","","",""
"","","93","","1","1007415","","1007415115","","",""
"1","","32","1","130","1007415","1","1007415116","","",""
"","","93","","4","1007415","","1007415117","","",""
"1","","32","1","130","1007415","0","1007415118","","",""
"","","91","","0","1007415","","1007415119","","",""
"-240","100","1","1.7","1","1007416","103111","1007416001","0","mhp_idle_normal","-1100"
"-200","100","1","1.7","1","1007416","117631","1007416002","1","mhp_sit_idle","365"
"-220","100","1","1.7","1","1007416","117531","1007416003","1","mhp_sit_idle","185"
"0.85","-240","31","1","1","1007416","1","1007416004","","","-154"
"-220","110","5","1.7","1","1007416","11","1007416005","0","NoItem","-200"
"-220","105","5","1.7","1","1007416","12","1007416006","0","NoItem","-200"
"-220","110","5","1.7","1","1007416","21","1007416007","1","NoItem","185"
"-220","105","5","1.7","1","1007416","22","1007416008","1","NoItem","185"
"0","1","6","0","11","1007416","1","1007416009","0","","1"
"0","1","6","0","12","1007416","1","1007416010","0","","1"
"0","1","6","0","21","1007416","1","1007416011","0","","1"
"0","1","6","0","22","1007416","1","1007416012","0","","1"
"-240","110","5","1.7","1","1007416","31","1007416013","0","mhp_skull_idle","-1000"
"","","91","","0","1007416","","1007416014","","",""
"","1","3","0.2","117531","1007416","mhp_sit_talk_normal","1007416015","","",""
"","0","21","","vo_mhp_1007416","1007416","vo_mhp_6001","1007416016","","","0"
"0","7","11","0","117531","1007416","下一位請進～","1007416017","0","0.5","1"
"","","91","","0","1007416","","1007416018","","",""
"","1","3","0.2","117531","1007416","mhp_sit_idle","1007416019","","",""
"","1","3","0.2","103111","1007416","mhp_walk","1007416020","","",""
"0","-220","2","","103111","1007416","-300","1007416021","","","4"
"0","-220","2","","31","1007416","-200","1007416022","","","4"
"","","91","","0","1007416","","1007416023","","",""
"0","0","3","0.2","103111","1007416","mhp_idle_sad","1007416024","","",""
"","","91","","0","1007416","","1007416025","","",""
"0","1","3","0.2","103111","1007416","mhp_idle_sad","1007416026","","",""
"","","91","","0","1007416","","1007416027","","",""
"","1","3","0.2","31","1007416","mhp_skull_talk","1007416028","","",""
"","0","21","","vo_mhp_1007416","1007416","vo_mhp_6002","1007416029","","","0"
"0","5","11","0","31","1007416","如何？忍，妳能從這個房間感覺到\n相當強烈的靈魂氣息吧？","1007416030","0","0.5","1"
"","","91","","0","1007416","","1007416031","","",""
"","1","3","0.2","31","1007416","mhp_skull_idle","1007416032","","",""
"0","1","3","0.2","103111","1007416","mhp_talk_sad","1007416033","","",""
"","0","21","","vo_mhp_1007416","1007416","vo_mhp_6003","1007416034","","","0"
"0","6","11","0","103111","1007416","爸爸，你說的是真的嗎？\n但我什麼都沒感覺到……","1007416035","0","0.5","1"
"","","91","","0","1007416","","1007416036","","",""
"","1","3","0.2","103111","1007416","mhp_idle_sad","1007416037","","",""
"","1","3","0.2","31","1007416","mhp_skull_talk","1007416038","","",""
"","0","21","","vo_mhp_1007416","1007416","vo_mhp_6004","1007416039","","","0"
"0","7","11","0","31","1007416","妳看！她果然是符合本大爺\n喜好的超級美女！呼～這種成熟得\n恰到好處的感覺真讓人受不了！","1007416040","0","1","1"
"","","93","","3","1007416","1","1007416041","","",""
"1","0","3","0.2","31","1007416","mhp_skull_excite_in","1007416042","0","","mhp_skull_excite_loop"
"","","91","","1007416040","1007416","","1007416043","","",""
"0","1","3","0.2","117631","1007416","mhp_sit_talk_worry","1007416044","","",""
"","0","21","","vo_mhp_1007416","1007416","vo_mhp_6005","1007416045","","","0"
"0","5","11","0","117631","1007416","嗚哇，什麼？骷髏頭在說話？\n真讓人不舒服……","1007416046","0","0.5","1"
"","","91","","0","1007416","","1007416047","","",""
"0","1","3","0.2","117631","1007416","mhp_sit_idle_sad","1007416048","","",""
"0","1","3","0.2","103111","1007416","mhp_talk_worry","1007416049","","",""
"","0","21","","vo_mhp_1007416","1007416","vo_mhp_6006","1007416050","","","0"
"0","5","11","0","103111","1007416","很抱歉突然來叨擾，\n我們馬上回去……","1007416051","0","0.5","1"
"","","91","","0","1007416","","1007416052","","",""
"","1","3","0.2","31","1007416","mhp_skull_talk","1007416053","","",""
"","1","3","0.2","103111","1007416","mhp_idle_worry","1007416054","","",""
"","0","21","","vo_mhp_1007416","1007416","vo_mhp_6007","1007416055","","","0"
"0","4","11","0","31","1007416","等、等等，忍！\n妳還沒跟那位女醫談談啊！","1007416056","0","0.5","1"
"","","91","","0","1007416","","1007416057","","",""
"","","22","","0","1007416","0","1007416058","","",""
"","0","103","","不可燃垃圾是什麼時候會有人來收？","1007416","1007416062","1007416059","","",""
"","0","103","","會說話的骷髏頭，真想砍砍看。","1007416","1007416075","1007416060","","",""
"","0","103","","默默地拿下眼罩。","1007416","1007416088","1007416061","","",""
"","1","3","0.2","117531","1007416","mhp_sit_idle_bitter2","1007416062","","",""
"","","93","","0.5","1007416","","1007416063","","",""
"1","0","3","0.2","31","1007416","mhp_skull_trouble_in","1007416064","0","","mhp_skull_trouble_loop"
"","0","21","","vo_mhp_1007416","1007416","vo_mhp_6008","1007416065","","","0"
"0","5","11","0","31","1007416","咿！好、好冷淡的眼神……\n但、但也讓人興奮到全身顫抖！","1007416066","0","0.5","1"
"","","93","","6","1007416","1","1007416067","","",""
"1","0","3","0.2","31","1007416","mhp_skull_excite_in","1007416068","0","","mhp_skull_excite_loop"
"","","91","","1007416066","1007416","","1007416069","","",""
"","1","3","0.2","103111","1007416","mhp_talk_sad2","1007416070","","",""
"","0","21","","vo_mhp_1007416","1007416","vo_mhp_6009","1007416071","","","0"
"0","6","11","0","103111","1007416","爸爸，你安靜一下。","1007416072","0","0.5","1"
"","","91","","0","1007416","","1007416073","","",""
"","","101","","1007416097","1007416","","1007416074","","",""
"","1","3","0.2","117531","1007416","mhp_sit_idle_bitter2","1007416075","","",""
"","","93","","0.5","1007416","","1007416076","","",""
"1","0","3","0.2","31","1007416","mhp_skull_trouble_in","1007416077","0","","mhp_skull_trouble_loop"
"","0","21","","vo_mhp_1007416","1007416","vo_mhp_6010","1007416078","","","0"
"0","5","11","0","31","1007416","嗚咿！解剖就饒了本大爺吧……\n不過，想到能被那隻美麗的手觸碰，\n就讓人有點興奮起來啦……！","1007416079","0","0.5","1"
"","","93","","9","1007416","1","1007416080","","",""
"1","0","3","0.2","31","1007416","mhp_skull_excite_in","1007416081","0","","mhp_skull_excite_loop"
"","","91","","1007416079","1007416","","1007416082","","",""
"0","1","3","0.2","103111","1007416","mhp_talk_sad2","1007416083","","",""
"","0","21","","vo_mhp_1007416","1007416","vo_mhp_6011","1007416084","","","0"
"0","5","11","0","103111","1007416","爸爸，這樣很噁心。","1007416085","0","0.5","1"
"","","91","","0","1007416","","1007416086","","",""
"","","101","","1007416097","1007416","","1007416087","","",""
"1","0","3","0.2","117531","1007416","mhp_mitsuki_sit_kaihou_in","1007416088","0","","mhp_mitsuki_sit_kaihou_loop"
"","","93","","1","1007416","","1007416089","","",""
"1","0","3","0.2","31","1007416","mhp_skull_trouble_in","1007416090","0","","mhp_skull_trouble_loop"
"","0","21","","vo_mhp_1007416","1007416","vo_mhp_6012","1007416091","","","0"
"0","5","11","0","31","1007416","慢、慢著慢著！那東西不行。\n本大爺的第六感正在奮力說著快逃！\n忍，撤退！撤退～！","1007416092","0","0.5","1"
"","","91","","0","1007416","","1007416093","","",""
"0","1","3","0.2","103111","1007416","mhp_talk_sad2","1007416094","","",""
"","0","21","","vo_mhp_1007416","1007416","vo_mhp_6013","1007416095","","","0"
"0","5","11","0","103111","1007416","是嗎？但我覺得\n讓你吃到一點苦頭比較好喔？","1007416096","0","0.5","1"
"","","91","","0","1007416","","1007416097","","",""
"","","93","","1","1007416","","1007416098","","",""
"0","1","3","0.2","103111","1007416","mhp_talk_sad","1007416099","","",""
"","0","21","","vo_mhp_1007416","1007416","vo_mhp_6014","1007416100","","","0"
"0","3","11","0","103111","1007416","打擾到各位了……\n我日後再來為此致歉。","1007416101","0","0.5","1"
"","","91","","0","1007416","","1007416102","","",""
"","","22","","0","1007416","0","1007416103","","",""
"1","0","3","0.2","103111","1007416","mhp_shinobu_bow","1007416104","0.2","","mhp_idle_normal"
"","","93","","4","1007416","","1007416105","","",""
"0","1","3","0.2","103111","1007416","mhp_walk","1007416106","","",""
"","","4","","103111","1007416","1","1007416107","","",""
"","","4","","31","1007416","1","1007416108","","",""
"0","-220","2","","103111","1007416","-1100","1007416109","","","5"
"0","-220","2","","31","1007416","-1000","1007416110","","","2"
"","","93","","4","1007416","","1007416111","","",""
