075cc5fbb92f289373b9d253da02f20749b92f45d36bcaa006af71db394055e6,8aeb3dda0400bafd7755e53b7f9ac790e202fe1730ae0911bfcee5eff4172d2e,43cfed16d2aedb92d23cb16c6793a772701889ce73fc0429313decad2518fee7,d365873a955004914a88fea37fb19c9bed6266ff57b67b419d96bb8c6ca32471,9e09a2310f6e8f15b362a09a0bd629c92982320b5766c6731262ac2f1a05e901,4bb62b9e37b3c38dde1bbb242df81e7614627ae34d9f7d9e32ab68bcfccb2f95,d530f24510c0a705414018e8d8592a8ad946f896821d675edb49b104f17220bd,4f17978b32efe3d9309595db4e21dc313f2b06ee15a87cd7864e051ca152f485,54ba5a29dd9d0f3548c5ba0c64346a26794bdc8eb53194cc9be58b7d69b42035,051bf78a037308a3976929fbe2b8a9fb654a221add60ae885ba68fb02eb65a2f,df0dc144010186d85a3a6086c0eb81fdc8008f63ef229894d9b5b955b12a945b
"3","33214052","1","wac_birthday_idle_wish","wac_birthday_clap_to_wish","33214","0.2","","0.2","0","100211"
"93","33214053","","","","33214","","","","","0.1"
"3","33214054","1","wac_birthday_idle_smile","wac_birthday_clap","33214","0.2","","0.2","0","100111"
"93","33214055","","","","33214","","","","","2"
"131","33214056","","","","33214","","","","","1"
"21","33214057","","0","vo_wac_33214_000","33214","","","","0","vo_wac_33214"
"11","33214058","1","1","謝謝你們今天為我準備了\n這麼棒的生日蛋糕。\n那個……抱歉，總覺得太害羞了，\n所以沒辦法表達得很好。","33214","0","0.5","0","10","100311"
"91","33214059","","","","33214","","","","","0"
"3","33214060","","","wac_birthday_idle_normal","33214","","","0.2","1","100311"
"3","33214061","","","wac_birthday_talk_smile","33214","","","0.2","1","100211"
"21","33214062","","0","vo_wac_33214_001","33214","","","","0","vo_wac_33214"
"11","33214063","1","1","沒關係的。\n看怜妳現在的表情，\n就知道妳非常高興了♪","33214","0","0.5","0","10","100211"
"91","33214064","","","","33214","","","","","0"
"3","33214065","","","wac_birthday_idle_smile","33214","","","0.2","1","100211"
"3","33214066","","","wac_birthday_talk_doya","33214","","","0.2","1","100111"
"21","33214067","","0","vo_wac_33214_002","33214","","","","0","vo_wac_33214"
"11","33214068","1","1","難得能看到怜滿臉通紅的模樣呢～\n來吧來吧，騎士先生也要牢牢地\n把這副模樣烙印在腦海裡喔♪","33214","0","0.5","0","10","100111"
"91","33214069","","","","33214","","","","","0"
"3","33214070","","","wac_birthday_idle_doya","33214","","","0.2","1","100111"
"3","33214071","","","wac_birthday_talk_wish","33214","","","0.2","1","100311"
"21","33214072","","0","vo_wac_33214_003","33214","","","","0","vo_wac_33214"
"11","33214073","1","1","日、日和妳別這樣……！\n你也別把這種話當真，\n別目不轉睛地盯著我看！\n我的表情會變得更奇怪的……！","33214","0","0.5","0","10","100311"
"91","33214074","","","","33214","","","","","0"
"22","33214075","","","","33214","","","","","0"
"25","34314001","","","bgm_M321_2C","34314","","","","","bgm_M321"
"1","34314002","-70","-1000","100711","34314","0","wac_birthday_idle_normal","2","250","1"
"1","34314003","-260","170","100611","34314","1","wac_birthday_idle_normal","2","256","1"
"1","34314004","-310","270","102211","34314","1","wac_birthday_idle_wish","2","259","1"
"1","34314005","-270","385","103111","34314","1","wac_birthday_idle_smile","2","257","1"
"1","34314006","-310","510","104411","34314","1","wac_birthday_idle_smile","2","258","1"
"13","34314007","","","300","34314","","","","","100711"
"13","34314008","","","300","34314","","","","","100611"
"13","34314009","","","300","34314","","","","","102211"
"13","34314010","","","300","34314","","","","","103111"
"13","34314011","","","300","34314","","","","","104411"
"31","34314012","1","0","502","34314","","","0","0","502"
"31","34314013","1","0","600","34314","","","1","0","600"
"31","34314014","1","0","602","34314","","","0","0","602"
"31","34314015","1","0","603","34314","","","0","0","603"
"31","34314016","1","60","604","34314","","","1","30","604"
"31","34314017","1","0","615","34314","","","1","0","615"
"31","34314018","1","0","700","34314","","","0","0","700"
"31","34314019","1","0","701","34314","","","0","0","701"
"31","34314020","1","0","702","34314","","","0","0","702"
"31","34314021","1","0","800","34314","","","0","0","800"
"31","34314022","1","60","958","34314","","","1","30","958"
"93","34314023","","","","34314","","","","","1"
"3","34314024","1","wac_birthday_reaction_03","wac_birthday_reaction_05","34314","0.2","","0.2","0","102211"
"3","34314025","1","wac_birthday_reaction_03","wac_birthday_reaction_01","34314","0.2","","0.2","0","100611"
"93","34314026","","","","34314","","","","","0.1"
"3","34314027","1","wac_birthday_reaction_04","wac_birthday_reaction_01","34314","0.2","","0.2","0","103111"
"3","34314028","1","wac_birthday_reaction_03","wac_birthday_reaction_02","34314","0.2","","0.2","0","104411"
"93","34314029","","","","34314","","","","","0.3"
"3","34314030","","","wac_birthday_run_01","34314","","","0.2","1","100711"
"2","34314031","","3","0","34314","","","","-70","100711"
"93","34314032","","","","34314","","","","","2.5"
"32","34314033","","","1","34314","","","","","602"
"93","34314034","","","","34314","","","","","0.6"
"32","34314035","","","1","34314","","","","","502"
"32","34314036","","","0","34314","","","","","600"
"32","34314037","","","0","34314","","","","","615"
"32","34314038","","","0","34314","","","","","604"
"32","34314039","","","1","34314","","","","","701"
"33","34314040","","0.01","0","34314","","","","0","958"
"3","34314041","1","wac_birthday_wish_02","wac_birthday_blowout_02","34314","0.2","","0.2","0","100711"
"2","34314042","","0.01","-200","34314","","","","-330","100711"
"3","34314043","","","wac_birthday_idle_normal","34314","","","0.2","1","100611"
"2","34314044","","0.01","150","34314","","","","-320","100611"
"3","34314045","","","wac_birthday_idle_wish","34314","","","0.2","1","102211"
"2","34314046","","0.01","250","34314","","","","-360","102211"
"3","34314047","","","wac_birthday_idle_smile","34314","","","0.2","1","103111"
"2","34314048","","0.01","370","34314","","","","-320","103111"
"3","34314049","","","wac_birthday_idle_smile","34314","","","0.2","1","104411"
"2","34314050","","0.01","490","34314","","","","-360","104411"
"93","34314051","","","","34314","","","","","0"
"32","34314052","","","1","34314","","","","","800"
"93","34314053","","","","34314","","","","","0.7"
"32","34314054","","","1","34314","","","","","702"
"93","34314055","","","","34314","","","","","0.5"
"23","34314056","","","se_sys_login_birthday_blow_candle","34314","","","","0","se_common"
"32","34314057","","","0","34314","","","","","701"
"93","34314058","","","","34314","","","","","0.4"
"23","34314059","","","se_sys_login_birthday_cracker","34314","","","","0","se_common"
"32","34314060","","","1","34314","","","","","700"
"23","34314061","","","se_sys_login_birthday_calendar_applause","34314","","","","0","se_common"
"3","34314062","1","wac_birthday_idle_normal","wac_birthday_clap","34314","0.2","","0.2","0","100611"
"3","34314063","1","wac_birthday_idle_smile","wac_birthday_clap","34314","0.2","","0.2","0","103111"
"93","34314064","","","","34314","","","","","0.1"
"3","34314065","1","wac_birthday_idle_wish","wac_birthday_clap_to_wish","34314","0.2","","0.2","0","102211"
"93","34314066","","","","34314","","","","","0.1"
"3","34314067","1","wac_birthday_idle_smile","wac_birthday_clap","34314","0.2","","0.2","0","104411"
"93","34314068","","","","34314","","","","","2"
"131","34314069","","","","34314","","","","","1"
"21","34314070","","0","vo_wac_34314_000","34314","","","","0","vo_wac_34314"
"11","34314071","1","1","這天終於到來了～！\n今天是宮子的生日，\n所以要準備像山一樣多的布丁，\n盛大地慶祝一番～♪","34314","0","0.5","0","10","100711"
"91","34314072","","","","34314","","","","","0"
"3","34314073","","","wac_birthday_idle_smile","34314","","","0.2","1","100711"
"3","34314074","","","wac_birthday_talk_smile","34314","","","0.2","1","100611"
"21","34314075","","0","vo_wac_34314_001","34314","","","","0","vo_wac_34314"
"11","34314076","1","1","我們當然準備了很多\n香甜又滑嫩的布丁囉～♪\n一口氣塞滿嘴巴，\n可能會從嘴邊滴下來唷～♪","34314","0","0.5","0","10","100611"
"91","34314077","","","","34314","","","","","0"
"3","34314078","","","wac_birthday_idle_smile","34314","","","0.2","1","100611"
"3","34314079","","","wac_birthday_talk_doya","34314","","","0.2","1","100711"
"21","34314080","","0","vo_wac_34314_002","34314","","","","0","vo_wac_34314"
"11","34314081","1","1","你們很懂該送什麼禮物嘛！\n真的很感謝喲～♪\n之後除了生日以外，\n盂蘭盆節和忌日時也交出布丁來吧～","34314","0","0.5","0","10","100711"
"91","34314082","","","","34314","","","","","0"
"3","34314083","","","wac_birthday_idle_doya","34314","","","0.2","1","100711"
"3","34314084","","","wac_birthday_talk_sad","34314","","","0.2","1","102211"
"21","34314085","","0","vo_wac_34314_003","34314","","","","0","vo_wac_34314"
"11","34314086","1","1","等一下，妳也太貪心了吧！？\n一年內辦好幾次的話，\n蘭德索爾的布丁\n會全消失的！","34314","0","0.5","0","10","102211"
"91","34314087","","","","34314","","","","","0"
"3","34314088","","","wac_birthday_idle_sad","34314","","","0.2","1","102211"
"3","34314089","","","wac_birthday_talk_wish","34314","","","0.2","1","103111"
"21","34314090","","0","vo_wac_34314_004","34314","","","","0","vo_wac_34314"
"11","34314091","1","1","不過，妳開心真是太好了。\n只要宮子一直都這麼開心，\n靈魂就能維持純潔，\n不會轉變成惡靈吧……","34314","0","0.5","0","10","103111"
"91","34314092","","","","34314","","","","","0"
"3","34314093","","","wac_birthday_idle_wish","34314","","","0.2","1","103111"
"3","34314094","","","wac_birthday_talk_sad","34314","","","0.2","1","104411"
"21","34314095","","0","vo_wac_34314_005","34314","","","","0","vo_wac_34314"
"11","34314096","1","1","嗯～\n無止境地要求布丁，\n其實已經有一半算是惡靈了吧？","34314","0","0.5","0","10","104411"
"91","34314097","","","","34314","","","","","0"
"22","34314098","","","","34314","","","","","0"
"25","34414001","","","bgm_M321_2C","34414","","","","","bgm_M321"
"1","34414002","-70","-1000","102911","34414","0","wac_birthday_idle_normal","2","250","1"
"1","34414003","-270","230","104211","34414","1","wac_birthday_idle_smile","2","256","1"
"1","34414004","-310","410","105411","34414","1","wac_birthday_idle_normal","2","257","1"
"13","34414005","","","300","34414","","","","","102911"
"13","34414006","","","300","34414","","","","","104211"
"13","34414007","","","300","34414","","","","","105411"
"31","34414008","1","0","502","34414","","","0","0","502"
"31","34414009","1","0","600","34414","","","1","0","600"
"31","34414010","1","0","602","34414","","","0","0","602"
"31","34414011","1","0","603","34414","","","0","0","603"
"31","34414012","1","60","604","34414","","","1","30","604"
"31","34414013","1","0","615","34414","","","1","0","615"
"31","34414014","1","0","700","34414","","","0","0","700"
"31","34414015","1","0","701","34414","","","0","0","701"
"31","34414016","1","0","702","34414","","","0","0","702"
"31","34414017","1","0","800","34414","","","0","0","800"
"31","34414018","1","60","959","34414","","","1","30","959"
"93","34414019","","","","34414","","","","","1"
"3","34414020","1","wac_birthday_reaction_03","wac_birthday_reaction_01","34414","0.2","","0.2","0","105411"
"93","34414021","","","","34414","","","","","0.1"
"3","34414022","1","wac_birthday_reaction_04","wac_birthday_reaction_01","34414","0.2","","0.2","0","104211"
"93","34414023","","","","34414","","","","","0.3"
"3","34414024","","","wac_birthday_run_01","34414","","","0.2","1","102911"
"2","34414025","","3","0","34414","","","","-70","102911"
"93","34414026","","","","34414","","","","","2.5"
"32","34414027","","","1","34414","","","","","602"
"93","34414028","","","","34414","","","","","0.6"
"32","34414029","","","1","34414","","","","","502"
"32","34414030","","","0","34414","","","","","600"
"32","34414031","","","0","34414","","","","","615"
"32","34414032","","","0","34414","","","","","604"
"32","34414033","","","1","34414","","","","","701"
"33","34414034","","0.01","0","34414","","","","0","959"
"3","34414035","1","wac_birthday_wish_02","wac_birthday_blowout_01","34414","0.2","","0.2","0","102911"
"2","34414036","","0.01","-200","34414","","","","-330","102911"
"3","34414037","","","wac_birthday_idle_smile","34414","","","0.2","1","104211"
"2","34414038","","0.01","180","34414","","","","-320","104211"
"3","34414039","","","wac_birthday_idle_normal","34414","","","0.2","1","105411"
"2","34414040","","0.01","320","34414","","","","-340","105411"
"93","34414041","","","","34414","","","","","0"
"32","34414042","","","1","34414","","","","","800"
"93","34414043","","","","34414","","","","","0.7"
"32","34414044","","","1","34414","","","","","702"
"93","34414045","","","","34414","","","","","0.5"
"23","34414046","","","se_sys_login_birthday_blow_candle","34414","","","","0","se_common"
"32","34414047","","","0","34414","","","","","701"
"93","34414048","","","","34414","","","","","0.4"
"23","34414049","","","se_sys_login_birthday_cracker","34414","","","","0","se_common"
"32","34414050","","","1","34414","","","","","700"
"23","34414051","","","se_sys_login_birthday_calendar_applause","34414","","","","0","se_common"
"3","34414052","1","wac_birthday_idle_smile","wac_birthday_clap","34414","0.2","","0.2","0","104211"
"93","34414053","","","","34414","","","","","0.1"
"3","34414054","1","wac_birthday_idle_normal","wac_birthday_clap","34414","0.2","","0.2","0","105411"
"93","34414055","","","","34414","","","","","2"
"131","34414056","","","","34414","","","","","1"
"21","34414057","","0","vo_wac_34414_000","34414","","","","0","vo_wac_34414"
"11","34414058","1","1","各位，今天謝謝你們為我慶生♪\n這種時候果然該來場\n生日演唱會之類的嗎？","34414","0","0.5","0","10","102911"
"91","34414059","","","","34414","","","","","0"
"3","34414060","","","wac_birthday_idle_normal","34414","","","0.2","1","102911"
"3","34414061","","","wac_birthday_talk_normal","34414","","","0.2","1","104211"
"21","34414062","","0","vo_wac_34414_001","34414","","","","0","vo_wac_34414"
"11","34414063","1","1","好像會很開心……\n但仔細想想，\n由慶生對象來唱歌跳舞，\n是件很奇怪的事呢。","34414","0","0.5","0","10","104211"
"91","34414064","","","","34414","","","","","0"
"3","34414065","","","wac_birthday_idle_normal","34414","","","0.2","1","104211"
"3","34414066","","","wac_birthday_talk_wish","34414","","","0.2","1","105411"
"21","34414067","","0","vo_wac_34414_002","34414","","","","0","vo_wac_34414"
"11","34414068","1","1","就想成是回禮怎麼樣？\n想想，這次騎士先生也\n幫忙準備了蛋糕。\n這樣不就能成為偶像風格的回禮嗎？","34414","0","0.5","0","10","105411"
"91","34414069","","","","34414","","","","","0"
"3","34414070","","","wac_birthday_idle_wish","34414","","","0.2","1","105411"
"3","34414071","","","wac_birthday_talk_smile","34414","","","0.2","1","102911"
"21","34414072","","0","vo_wac_34414_003","34414","","","","0","vo_wac_34414"
"11","34414073","1","1","紡希，說得好♪\n那麼就注入感謝的心意……\n為你舉辦一場生日演唱會吧♪","34414","0","0.5","0","10","102911"
"91","34414074","","","","34414","","","","","0"
"22","34414075","","","","34414","","","","","0"
"25","35314001","","","bgm_M321_2C","35314","","","","","bgm_M321"
"1","35314002","-70","-1000","103611","35314","0","wac_birthday_idle_normal","2","250","1"
"1","35314003","-270","230","100411","35314","1","wac_birthday_idle_smile","2","256","1"
"1","35314004","-310","410","102011","35314","1","wac_birthday_idle_wish","2","257","1"
"13","35314005","","","300","35314","","","","","103611"
"13","35314006","","","300","35314","","","","","100411"
"13","35314007","","","300","35314","","","","","102011"
"31","35314008","1","0","502","35314","","","0","0","502"
"31","35314009","1","0","600","35314","","","1","0","600"
"31","35314010","1","0","602","35314","","","0","0","602"
"31","35314011","1","0","603","35314","","","0","0","603"
"31","35314012","1","60","604","35314","","","1","30","604"
"31","35314013","1","0","615","35314","","","1","0","615"
"31","35314014","1","0","700","35314","","","0","0","700"
"31","35314015","1","0","701","35314","","","0","0","701"
"31","35314016","1","0","702","35314","","","0","0","702"
"31","35314017","1","0","800","35314","","","0","0","800"
"31","35314018","1","60","960","35314","","","1","30","960"
"93","35314019","","","","35314","","","","","1"
"3","35314020","1","wac_birthday_reaction_03","wac_birthday_reaction_02","35314","0.2","","0.2","0","102011"
"93","35314021","","","","35314","","","","","0.1"
"3","35314022","1","wac_birthday_reaction_03","wac_birthday_reaction_01","35314","0.2","","0.2","0","100411"
"93","35314023","","","","35314","","","","","0.3"
"3","35314024","","","wac_birthday_kyoka_run_01","35314","","","0.2","1","103611"
"2","35314025","","3","0","35314","","","","-70","103611"
"93","35314026","","","","35314","","","","","2.5"
"32","35314027","","","1","35314","","","","","602"
"93","35314028","","","","35314","","","","","0.6"
"32","35314029","","","1","35314","","","","","502"
"32","35314030","","","0","35314","","","","","600"
"32","35314031","","","0","35314","","","","","615"
"32","35314032","","","0","35314","","","","","604"
"32","35314033","","","1","35314","","","","","701"
"33","35314034","","0.01","0","35314","","","","0","960"
"3","35314035","1","wac_birthday_wish_04","wac_birthday_blowout_03","35314","0.2","","0.2","0","103611"
"2","35314036","","0.01","-200","35314","","","","-330","103611"
"3","35314037","","","wac_birthday_idle_smile","35314","","","0.2","1","100411"
"2","35314038","","0.01","180","35314","","","","-320","100411"
"3","35314039","","","wac_birthday_idle_wish","35314","","","0.2","1","102011"
"2","35314040","","0.01","320","35314","","","","-340","102011"
"93","35314041","","","","35314","","","","","0"
"32","35314042","","","1","35314","","","","","800"
"93","35314043","","","","35314","","","","","0.7"
"32","35314044","","","1","35314","","","","","702"
"93","35314045","","","","35314","","","","","0.5"
"23","35314046","","","se_sys_login_birthday_blow_candle","35314","","","","0","se_common"
"32","35314047","","","0","35314","","","","","701"
"93","35314048","","","","35314","","","","","0.4"
"23","35314049","","","se_sys_login_birthday_cracker","35314","","","","0","se_common"
"32","35314050","","","1","35314","","","","","700"
"23","35314051","","","se_sys_login_birthday_calendar_applause","35314","","","","0","se_common"
"3","35314052","1","wac_birthday_idle_smile","wac_birthday_clap","35314","0.2","","0.2","0","100411"
"93","35314053","","","","35314","","","","","0.1"
"3","35314054","1","wac_birthday_idle_wish","wac_birthday_clap_to_wish","35314","0.2","","0.2","0","102011"
"93","35314055","","","","35314","","","","","2"
"131","35314056","","","","35314","","","","","1"
"21","35314057","","0","vo_wac_35314_000","35314","","","","0","vo_wac_35314"
"11","35314058","1","1","那個，今天謝謝你們……！\n可是這麼壯觀的生日蛋糕，\n我真的可以收下嗎？\n錢沒問題嗎……？","35314","0","0.5","0","10","103611"
"91","35314059","","","","35314","","","","","0"
"3","35314060","","","wac_birthday_idle_wish","35314","","","0.2","1","103611"
"3","35314061","","","wac_birthday_talk_normal","35314","","","0.2","1","100411"
"21","35314062","","0","vo_wac_35314_001","35314","","","","0","vo_wac_35314"
"11","35314063","1","1","鏡華還真是認真耶～\n禊收到蛋糕時，只有思考\n該從哪個裝飾開始吃而已呢。","35314","0","0.5","0","10","100411"
"91","35314064","","","","35314","","","","","0"
"3","35314065","","","wac_birthday_idle_normal","35314","","","0.2","1","100411"
"3","35314066","","","wac_birthday_talk_sad","35314","","","0.2","1","103611"
"21","35314067","","0","vo_wac_35314_002","35314","","","","0","vo_wac_35314"
"11","35314068","1","1","可是，需要回禮對吧？\n我得努力準備跟這個一樣\n壯觀的禮物給大家才行！","35314","0","0.5","0","10","103611"
"91","35314069","","","","35314","","","","","0"
"3","35314070","","","wac_birthday_idle_sad","35314","","","0.2","1","103611"
"3","35314071","","","wac_birthday_talk_smile","35314","","","0.2","1","102011"
"21","35314072","","0","vo_wac_35314_003","35314","","","","0","vo_wac_35314"
"11","35314073","1","1","鏡華，不要緊的。\n美美我們，還有哥哥，\n只要看到鏡華高興，\n就覺得很開心了喔♪","35314","0","0.5","0","10","102011"
"91","35314074","","","","35314","","","","","0"
"3","35314075","","","wac_birthday_idle_smile","35314","","","0.2","1","102011"
"3","35314076","","","wac_birthday_talk_wish","35314","","","0.2","1","103611"
"21","35314077","","0","vo_wac_35314_004","35314","","","","0","vo_wac_35314"
"11","35314078","1","1","……嗯，我知道了。\n之後要是有誰生日，\n再像這樣一起慶生吧♪\n我想這樣就會是最棒的回禮了。","35314","0","0.5","0","10","103611"
"91","35314079","","","","35314","","","","","0"
"22","35314080","","","","35314","","","","","0"
"25","35514001","","","bgm_M321_2C","35514","","","","","bgm_M321"
"1","35514002","-70","-1000","109311","35514","0","wac_birthday_idle_normal","2","250","1"
"1","35514003","-270","230","109211","35514","1","wac_birthday_idle_smile","2","256","1"
"1","35514004","-310","410","109411","35514","1","wac_birthday_idle_normal","2","257","1"
"13","35514005","","","300","35514","","","","","109311"
"13","35514006","","","300","35514","","","","","109211"
"13","35514007","","","300","35514","","","","","109411"
"31","35514008","1","0","502","35514","","","0","0","502"
"31","35514009","1","0","600","35514","","","1","0","600"
"31","35514010","1","0","602","35514","","","0","0","602"
"31","35514011","1","0","603","35514","","","0","0","603"
"31","35514012","1","60","604","35514","","","1","30","604"
"31","35514013","1","0","615","35514","","","1","0","615"
"31","35514014","1","0","700","35514","","","0","0","700"
"31","35514015","1","0","701","35514","","","0","0","701"
"31","35514016","1","0","702","35514","","","0","0","702"
"31","35514017","1","0","800","35514","","","0","0","800"
"31","35514018","1","60","961","35514","","","1","30","961"
"93","35514019","","","","35514","","","","","1"
"3","35514020","1","wac_birthday_reaction_04","wac_birthday_reaction_02","35514","0.2","","0.2","0","109411"
"93","35514021","","","","35514","","","","","0.1"
"3","35514022","1","wac_birthday_reaction_03","wac_birthday_reaction_01","35514","0.2","","0.2","0","109211"
"93","35514023","","","","35514","","","","","0.3"
"3","35514024","","","wac_birthday_run_01","35514","","","0.2","1","109311"
"2","35514025","","3","0","35514","","","","-70","109311"
"93","35514026","","","","35514","","","","","2.5"
"32","35514027","","","1","35514","","","","","602"
"93","35514028","","","","35514","","","","","0.6"
"32","35514029","","","1","35514","","","","","502"
"32","35514030","","","0","35514","","","","","600"
"32","35514031","","","0","35514","","","","","615"
"32","35514032","","","0","35514","","","","","604"
"32","35514033","","","1","35514","","","","","701"
"33","35514034","","0.01","0","35514","","","","0","961"
"3","35514035","1","wac_birthday_wish_02","wac_birthday_blowout_01","35514","0.2","","0.2","0","109311"
"2","35514036","","0.01","-200","35514","","","","-330","109311"
"3","35514037","","","wac_birthday_idle_smile","35514","","","0.2","1","109211"
"2","35514038","","0.01","180","35514","","","","-320","109211"
"3","35514039","","","wac_birthday_idle_normal","35514","","","0.2","1","109411"
"2","35514040","","0.01","320","35514","","","","-340","109411"
"93","35514041","","","","35514","","","","","0"
"32","35514042","","","1","35514","","","","","800"
"93","35514043","","","","35514","","","","","0.7"
"32","35514044","","","1","35514","","","","","702"
"93","35514045","","","","35514","","","","","0.5"
"23","35514046","","","se_sys_login_birthday_blow_candle","35514","","","","0","se_common"
"32","35514047","","","0","35514","","","","","701"
"93","35514048","","","","35514","","","","","0.4"
"23","35514049","","","se_sys_login_birthday_cracker","35514","","","","0","se_common"
"32","35514050","","","1","35514","","","","","700"
"23","35514051","","","se_sys_login_birthday_calendar_applause","35514","","","","0","se_common"
"3","35514052","1","wac_birthday_idle_smile","wac_birthday_clap","35514","0.2","","0.2","0","109211"
"93","35514053","","","","35514","","","","","0.1"
"3","35514054","1","wac_birthday_idle_normal","wac_birthday_clap","35514","0.2","","0.2","0","109411"
"93","35514055","","","","35514","","","","","2"
"131","35514056","","","","35514","","","","","1"
"21","35514057","","0","vo_wac_35514_000","35514","","","","0","vo_wac_35514"
"11","35514058","1","1","哇～咿！是露的蛋糕～～♪\n露一直很期待大家為露慶生呢！","35514","0","0.5","0","10","109311"
"91","35514059","","","","35514","","","","","0"
"3","35514060","","","wac_birthday_idle_smile","35514","","","0.2","1","109311"
"3","35514061","","","wac_birthday_talk_normal","35514","","","0.2","1","109211"
"21","35514062","","0","vo_wac_35514_001","35514","","","","0","vo_wac_35514"
"11","35514063","1","1","妳這麼期待真是太好了！\n因為這次是我和古蕾婭一起\n為露親手製作的呢！\n我負責把材料攪拌混合……","35514","0","0.5","0","10","109211"
"91","35514064","","","","35514","","","","","0"
"3","35514065","","","wac_birthday_idle_normal","35514","","","0.2","1","109211"
"3","35514066","","","wac_birthday_talk_doya","35514","","","0.2","1","109411"
"21","35514067","","0","vo_wac_35514_002","35514","","","","0","vo_wac_35514"
"11","35514068","1","1","我負責將用水果裝飾。\n還有，我們聽了那個人的建議，\n做得比較甜。\n想說露妳應該會喜歡……","35514","0","0.5","0","10","109411"
"91","35514069","","","","35514","","","","","0"
"3","35514070","","","wac_birthday_idle_doya","35514","","","0.2","1","109411"
"3","35514071","","","wac_birthday_talk_kyapi","35514","","","0.2","1","109311"
"21","35514072","","0","vo_wac_35514_003","35514","","","","0","vo_wac_35514"
"11","35514073","1","1","嗚嗚嗚……\n很甜的蛋糕、學姊們……\n還有你，我都最喜歡了！！","35514","0","0.5","0","10","109311"
"91","35514074","","","","35514","","","","","0"
"22","35514075","","","","35514","","","","","0"
"25","35814001","","","bgm_M321_2C","35814","","","","","bgm_M321"
"1","35814002","-70","-1000","107111","35814","0","wac_birthday_idle_normal","2","250","1"
"1","35814003","-270","200","103711","35814","1","wac_birthday_idle_doya","2","256","1"
"1","35814004","-310","320","100511","35814","1","wac_birthday_idle_normal","2","258","1"
"1","35814005","-290","450","104711","35814","1","wac_birthday_idle_normal","2","257","1"
"13","35814006","","","300","35814","","","","","107111"
"13","35814007","","","300","35814","","","","","103711"
"13","35814008","","","300","35814","","","","","100511"
"13","35814009","","","300","35814","","","","","104711"
"31","35814010","1","0","502","35814","","","0","0","502"
"31","35814011","1","0","600","35814","","","1","0","600"
"31","35814012","1","0","602","35814","","","0","0","602"
"31","35814013","1","0","603","35814","","","0","0","603"
"31","35814014","1","60","604","35814","","","1","30","604"
"31","35814015","1","0","615","35814","","","1","0","615"
"31","35814016","1","0","700","35814","","","0","0","700"
"31","35814017","1","0","701","35814","","","0","0","701"
"31","35814018","1","0","702","35814","","","0","0","702"
"31","35814019","1","0","800","35814","","","0","0","800"
"31","35814020","1","60","962","35814","","","1","30","962"
"93","35814021","","","","35814","","","","","1"
"3","35814022","1","wac_birthday_reaction_03","wac_birthday_reaction_01","35814","0.2","","0.2","0","100511"
"93","35814023","","","","35814","","","","","0.1"
"3","35814024","1","wac_birthday_reaction_03","wac_birthday_reaction_05","35814","0.2","","0.2","0","103711"
"3","35814025","1","wac_birthday_reaction_04","wac_birthday_reaction_01","35814","0.2","","0.2","0","104711"
"93","35814026","","","","35814","","","","","0.3"
"3","35814027","","","wac_birthday_run_03","35814","","","0.2","1","107111"
"2","35814028","","3","0","35814","","","","-70","107111"
"93","35814029","","","","35814","","","","","2.5"
"32","35814030","","","1","35814","","","","","602"
"93","35814031","","","","35814","","","","","0.6"
"32","35814032","","","1","35814","","","","","502"
"32","35814033","","","0","35814","","","","","600"
"32","35814034","","","0","35814","","","","","615"
"32","35814035","","","0","35814","","","","","604"
"32","35814036","","","1","35814","","","","","701"
"33","35814037","","0.01","0","35814","","","","0","962"
"3","35814038","1","wac_birthday_wish_04","wac_birthday_blowout_01","35814","0.2","","0.2","0","107111"
"2","35814039","","0.01","-200","35814","","","","-330","107111"
"3","35814040","","","wac_birthday_idle_doya","35814","","","0.2","1","103711"
"2","35814041","","0.01","180","35814","","","","-320","103711"
"3","35814042","","","wac_birthday_idle_normal","35814","","","0.2","1","100511"
"2","35814043","","0.01","300","35814","","","","-360","100511"
"3","35814044","","","wac_birthday_idle_normal","35814","","","0.2","1","104711"
"2","35814045","","0.01","430","35814","","","","-340","104711"
"93","35814046","","","","35814","","","","","0"
"32","35814047","","","1","35814","","","","","800"
"93","35814048","","","","35814","","","","","0.7"
"32","35814049","","","1","35814","","","","","702"
"93","35814050","","","","35814","","","","","0.5"
"23","35814051","","","se_sys_login_birthday_blow_candle","35814","","","","0","se_common"
"32","35814052","","","0","35814","","","","","701"
"93","35814053","","","","35814","","","","","0.4"
"23","35814054","","","se_sys_login_birthday_cracker","35814","","","","0","se_common"
"32","35814055","","","1","35814","","","","","700"
"23","35814056","","","se_sys_login_birthday_calendar_applause","35814","","","","0","se_common"
"3","35814057","1","wac_birthday_idle_doya","wac_birthday_clap","35814","0.2","","0.2","0","103711"
"93","35814058","","","","35814","","","","","0.1"
"3","35814059","1","wac_birthday_idle_normal","wac_birthday_clap","35814","0.2","","0.2","0","100511"
"93","35814060","","","","35814","","","","","0.1"
"3","35814061","1","wac_birthday_idle_normal","wac_birthday_clap","35814","0.2","","0.2","0","104711"
"93","35814062","","","","35814","","","","","2"
"131","35814063","","","","35814","","","","","1"
"21","35814064","","0","vo_wac_35814_000","35814","","","","0","vo_wac_35814"
