cd5175f51ea6642007ebd9baffaabbc26705ead81e5b6722556f9f7ac1bfa03c,f7f6be411ec4885e00cdf1d27b251fca0064da7447aad6399a2671c049f87613,4ace847080fd5094187edb76ec30594c386eba70b93c47bde434666f27678770,6bdd7aac322550bef69debf31a1a3c1219dfca052aa52f182075f9091d262723,5b87ddf1e033ab4e4ed7f3e478347b2ab8ff947c6fc6d6aca358d9ee26d543ce,2c015d3c928292c88f994e4b0676ebb4ccb57c4076a5243439d4a0776a792537,a581dba2140b107f7a3f867928f10a0bacf33c683b2589c397277eea85cc006c,5d0abc830bbf3fd2966d37b94895e2c669b972dc1f4ad0ba6e58917344f4a36d,5693b07139648a270809618cdd8f5087ca5d8a98895a383f3323fa629b31b832,d721d194dad6eb53038fb6980b2a7b7910bc4d28940b88b4e3e7b776a96bf6f6,27610513fce19e13888ff749ec307cfbfd12b38d2518648228ffeda16ce2fa82
"","0.1","","31114","","93","","31114066","","",""
"wac_birthday_idle_normal","104411","","31114","1","3","0.2","31114067","wac_birthday_clap","0","0.2"
"","2","","31114","","93","","31114068","","",""
"","1","","31114","","131","","31114069","","",""
"0","vo_wac_31114","","31114","","21","","31114070","vo_wac_31114_000","0",""
"1","103111","0.5","31114","1","11","0","31114071","今天很謝謝大家\n來幫我慶生……\n還準備了這麼奢華的蛋糕，\n我要來想想回禮該送什麼了。","10","0"
"","0","","31114","","91","","31114072","","",""
"","103111","","31114","","3","","31114073","wac_birthday_idle_normal","1","0.2"
"","100711","","31114","","3","","31114074","wac_birthday_talk_smile","1","0.2"
"0","vo_wac_31114","","31114","","21","","31114075","vo_wac_31114_001","0",""
"1","100711","0.5","31114","1","11","0","31114076","那宮子想要布丁來的～！\n人家想吃跟這個蛋糕\n一樣大的布丁喲～！","10","0"
"","0","","31114","","91","","31114077","","",""
"","100711","","31114","","3","","31114078","wac_birthday_idle_smile","1","0.2"
"","100611","","31114","","3","","31114079","wac_birthday_talk_normal","1","0.2"
"0","vo_wac_31114","","31114","","21","","31114080","vo_wac_31114_002","0",""
"1","100611","0.5","31114","1","11","0","31114081","咦～布丁吃了就沒了啊～\n飾品配件之類的\n比較好吧？","10","0"
"","0","","31114","","91","","31114082","","",""
"","100611","","31114","","3","","31114083","wac_birthday_idle_normal","1","0.2"
"","102211","","31114","","3","","31114084","wac_birthday_talk_wish","1","0.2"
"0","vo_wac_31114","","31114","","21","","31114085","vo_wac_31114_003","0",""
"1","102211","0.5","31114","1","11","0","31114086","我、我想要一款桌遊，\n不對……可是桌遊很貴吧……？\n不太好意思要求忍買……","10","0"
"","0","","31114","","91","","31114087","","",""
"","102211","","31114","","3","","31114088","wac_birthday_idle_wish","1","0.2"
"","104411","","31114","","3","","31114089","wac_birthday_talk_doya","1","0.2"
"0","vo_wac_31114","","31114","","21","","31114090","vo_wac_31114_004","0",""
"1","104411","0.5","31114","1","11","0","31114091","等等，妳們真是的。\n今天是忍的生日，\n不要熱烈討論起回禮啊。\n真是的，這些傢伙……","10","0"
"","0","","31114","","91","","31114092","","",""
"","104411","","31114","","3","","31114093","wac_birthday_idle_doya","1","0.2"
"","103111","","31114","","3","","31114094","wac_birthday_talk_normal","1","0.2"
"0","vo_wac_31114","","31114","","21","","31114095","vo_wac_31114_005","0",""
"1","103111","0.5","31114","1","11","0","31114096","沒關係，伊莉亞，\n大家像平常一樣隨心所欲地幫我慶生，\n會更自在的。\n你一定也這麼想吧？","10","0"
"","0","","31114","","91","","31114097","","",""
"","103111","","31114","","3","","31114098","wac_birthday_talk_wish","1","0.2"
"0","vo_wac_31114","","31114","","21","","31114099","vo_wac_31114_006","0",""
"1","103111","0.5","31114","1","11","0","31114100","……謝謝你們，\n我不會特地去占卜，\n不過希望這樣幸福的日子\n可以持續下去。","10","0"
"","0","","31114","","91","","31114101","","",""
"","0","","31114","","22","","31114102","","",""
"","bgm_M321","","31314","","25","","31314001","bgm_M321_2C","",""
"-1000","1","wac_birthday_idle_normal","31314","-70","1","0","31314002","101211","250","2"
"230","1","wac_birthday_idle_normal","31314","-270","1","1","31314003","101511","256","2"
"410","1","wac_birthday_idle_smile","31314","-310","1","1","31314004","104011","257","2"
"","101211","","31314","","13","","31314005","300","",""
"","101511","","31314","","13","","31314006","300","",""
"","104011","","31314","","13","","31314007","300","",""
"0","502","","31314","1","31","","31314008","502","0","0"
"0","600","","31314","1","31","","31314009","600","0","1"
"0","602","","31314","1","31","","31314010","602","0","0"
"0","603","","31314","1","31","","31314011","603","0","0"
"60","604","","31314","1","31","","31314012","604","30","1"
"0","615","","31314","1","31","","31314013","615","0","1"
"0","700","","31314","1","31","","31314014","700","0","0"
"0","701","","31314","1","31","","31314015","701","0","0"
"0","702","","31314","1","31","","31314016","702","0","0"
"0","800","","31314","1","31","","31314017","800","0","0"
"60","953","","31314","1","31","","31314018","953","30","1"
"","1","","31314","","93","","31314019","","",""
"wac_birthday_reaction_03","104011","","31314","1","3","0.2","31314020","wac_birthday_reaction_02","0","0.2"
"","0.1","","31314","","93","","31314021","","",""
"wac_birthday_reaction_04","101511","","31314","1","3","0.2","31314022","wac_birthday_reaction_01","0","0.2"
"","0.3","","31314","","93","","31314023","","",""
"","101211","","31314","","3","","31314024","wac_birthday_run_01","1","0.2"
"3","101211","","31314","","2","","31314025","0","-70",""
"","2.5","","31314","","93","","31314026","","",""
"","602","","31314","","32","","31314027","1","",""
"","0.6","","31314","","93","","31314028","","",""
"","502","","31314","","32","","31314029","1","",""
"","600","","31314","","32","","31314030","0","",""
"","615","","31314","","32","","31314031","0","",""
"","604","","31314","","32","","31314032","0","",""
"","701","","31314","","32","","31314033","1","",""
"0.01","953","","31314","","33","","31314034","0","0",""
"wac_birthday_wish_03","101211","","31314","1","3","0.2","31314035","wac_birthday_blowout_02","0","0.2"
"0.01","101211","","31314","","2","","31314036","-200","-330",""
"","101511","","31314","","3","","31314037","wac_birthday_idle_normal","1","0.2"
"0.01","101511","","31314","","2","","31314038","180","-320",""
"","104011","","31314","","3","","31314039","wac_birthday_idle_smile","1","0.2"
"0.01","104011","","31314","","2","","31314040","320","-340",""
"","0","","31314","","93","","31314041","","",""
"","800","","31314","","32","","31314042","1","",""
"","0.7","","31314","","93","","31314043","","",""
"","702","","31314","","32","","31314044","1","",""
"","0.5","","31314","","93","","31314045","","",""
"","se_common","","31314","","23","","31314046","se_sys_login_birthday_blow_candle","0",""
"","701","","31314","","32","","31314047","0","",""
"","0.4","","31314","","93","","31314048","","",""
"","se_common","","31314","","23","","31314049","se_sys_login_birthday_cracker","0",""
"","700","","31314","","32","","31314050","1","",""
"","se_common","","31314","","23","","31314051","se_sys_login_birthday_calendar_applause","0",""
"wac_birthday_idle_normal","101511","","31314","1","3","0.2","31314052","wac_birthday_clap","0","0.2"
"","0.1","","31314","","93","","31314053","","",""
"wac_birthday_idle_smile","104011","","31314","1","3","0.2","31314054","wac_birthday_clap","0","0.2"
"","2","","31314","","93","","31314055","","",""
"","1","","31314","","131","","31314056","","",""
"0","vo_wac_31314","","31314","","21","","31314057","vo_wac_31314_000","0",""
"1","101211","0.5","31314","1","11","0","31314058","生日☆快樂☆小初音！\n竟然收到這麼大的蛋糕，\n真是最棒的生日了～閃亮亮☆","10","0"
"","0","","31314","","91","","31314059","","",""
"wac_birthday_idle_kyapi","101211","","31314","1","3","","31314060","wac_birthday_hatsune_wish_to_idle_kyapi","0","0.2"
"","101511","","31314","","3","","31314061","wac_birthday_talk_smile","1","0.2"
"0","vo_wac_31314","","31314","","21","","31314062","vo_wac_31314_001","0",""
"1","101511","0.5","31314","1","11","0","31314063","嗯，生日快樂～♪\n大家合力準備了蛋糕，\n一起開心地慶生吧～\n來，小碧也說幾句話。","10","0"
"","0","","31314","","91","","31314064","","",""
"","101511","","31314","","3","","31314065","wac_birthday_idle_smile","1","0.2"
"","104011","","31314","","3","","31314066","wac_birthday_talk_wish","1","0.2"
"0","vo_wac_31314","","31314","","21","","31314067","vo_wac_31314_002","0",""
"1","104011","0.5","31314","1","11","0","31314068","生、生生生日快樂！\n我這種邊緣人也能為\n初音這種陽光人物慶生，\n真的是誠惶誠恐啊！","10","0"
"","0","","31314","","91","","31314069","","",""
"","104011","","31314","","3","","31314070","wac_birthday_idle_wish","1","0.2"
"","101211","","31314","","3","","31314071","wac_birthday_talk_sad","1","0.2"
"0","vo_wac_31314","","31314","","21","","31314072","vo_wac_31314_003","0",""
"1","101211","0.5","31314","1","11","0","31314073","陽光人物？我聽不太懂，\n反正謝謝美里老師和\n小碧替我慶生～！\n……還有你！","10","0"
"","4","","31314","","93","","31314074","1","",""
"","101211","","31314","","3","","31314075","wac_birthday_talk_normal","1","0.2"
"","31314073","","31314","","91","","31314076","","",""
"","101211","","31314","","3","","31314077","wac_birthday_talk_smile","1","0.2"
"0","vo_wac_31314","","31314","","21","","31314078","vo_wac_31314_004","0",""
"1","101211","0.5","31314","1","11","0","31314079","我可能對你造成過很多麻煩，\n不過謝謝你陪在我身邊，\n以後也要一直守護小初音的\n精彩表現喔～☆","10","0"
"","0","","31314","","91","","31314080","","",""
"","0","","31314","","22","","31314081","","",""
"","bgm_M321","","31714","","25","","31714001","bgm_M321_2C","",""
"-1000","1","wac_birthday_idle_normal","31714","-70","1","0","31714002","118111","250","2"
"230","1","wac_birthday_idle_wish","31714","-270","1","1","31714003","105911","256","2"
"410","1","wac_birthday_idle_smile","31714","-310","1","1","31714004","123311","257","2"
"","118111","","31714","","13","","31714005","300","",""
"","105911","","31714","","13","","31714006","300","",""
"","123311","","31714","","13","","31714007","300","",""
"0","502","","31714","1","31","","31714008","502","0","0"
"0","600","","31714","1","31","","31714009","600","0","1"
"0","602","","31714","1","31","","31714010","602","0","0"
"0","603","","31714","1","31","","31714011","603","0","0"
"60","604","","31714","1","31","","31714012","604","30","1"
"0","615","","31714","1","31","","31714013","615","0","1"
"0","700","","31714","1","31","","31714014","700","0","0"
"0","701","","31714","1","31","","31714015","701","0","0"
"0","702","","31714","1","31","","31714016","702","0","0"
"0","800","","31714","1","31","","31714017","800","0","0"
"60","954","","31714","1","31","","31714018","954","30","1"
"","1","","31714","","93","","31714019","","",""
"wac_birthday_nea_reaction_03","123311","","31714","1","3","0.2","31714020","wac_birthday_reaction_02","0","0.2"
"","0.1","","31714","","93","","31714021","","",""
"wac_birthday_reaction_03","105911","","31714","1","3","0.2","31714022","wac_birthday_reaction_01","0","0.2"
"","0.3","","31714","","93","","31714023","","",""
"","118111","","31714","","3","","31714024","wac_birthday_run_01","1","0.2"
"3","118111","","31714","","2","","31714025","0","-70",""
"","2.5","","31714","","93","","31714026","","",""
"","602","","31714","","32","","31714027","1","",""
"","0.6","","31714","","93","","31714028","","",""
"","502","","31714","","32","","31714029","1","",""
"","600","","31714","","32","","31714030","0","",""
"","615","","31714","","32","","31714031","0","",""
"","604","","31714","","32","","31714032","0","",""
"","701","","31714","","32","","31714033","1","",""
"0.01","954","","31714","","33","","31714034","0","0",""
"wac_birthday_wish_04","118111","","31714","1","3","0.2","31714035","wac_birthday_blowout_01","0","0.2"
"0.01","118111","","31714","","2","","31714036","-200","-330",""
"","105911","","31714","","3","","31714037","wac_birthday_idle_wish","1","0.2"
"0.01","105911","","31714","","2","","31714038","180","-320",""
"","123311","","31714","","3","","31714039","wac_birthday_idle_smile","1","0.2"
"0.01","123311","","31714","","2","","31714040","320","-340",""
"","0","","31714","","93","","31714041","","",""
"","800","","31714","","32","","31714042","1","",""
"","0.7","","31714","","93","","31714043","","",""
"","702","","31714","","32","","31714044","1","",""
"","0.5","","31714","","93","","31714045","","",""
"","se_common","","31714","","23","","31714046","se_sys_login_birthday_blow_candle","0",""
"","701","","31714","","32","","31714047","0","",""
"","0.4","","31714","","93","","31714048","","",""
"","se_common","","31714","","23","","31714049","se_sys_login_birthday_cracker","0",""
"","700","","31714","","32","","31714050","1","",""
"","se_common","","31714","","23","","31714051","se_sys_login_birthday_calendar_applause","0",""
"wac_birthday_idle_wish","105911","","31714","1","3","0.2","31714052","wac_birthday_clap_to_wish","0","0.2"
"","0.1","","31714","","93","","31714053","","",""
"wac_birthday_idle_smile","123311","","31714","1","3","0.2","31714054","wac_birthday_clap_nea","0","0.2"
"","2","","31714","","93","","31714055","","",""
"","1","","31714","","131","","31714056","","",""
"0","vo_wac_31714","","31714","","21","","31714057","vo_wac_31714_000","0",""
"1","118111","0.5","31714","1","11","0","31714058","這就是，生日蛋糕……\n我、我很高興……！\n竟然，為了我這種人……\n謝謝……","10","0"
"","0","","31714","","91","","31714059","","",""
"","118111","","31714","","3","","31714060","wac_birthday_talk_smile","1","0.2"
"0","vo_wac_31714","","31714","","21","","31714061","vo_wac_31714_001","0",""
"1","118111","0.5","31714","1","11","0","31714062","我、我想說……機會難得……\n你要不要、一起吃……？\n我想、餵你……","10","0"
"","0","","31714","","91","","31714063","","",""
"","118111","","31714","","3","","31714064","wac_birthday_idle_smile","1","0.2"
"","105911","","31714","","3","","31714065","wac_birthday_talk_sad","1","0.2"
"0","vo_wac_31714","","31714","","21","","31714066","vo_wac_31714_002","0",""
"1","105911","0.5","31714","1","11","0","31714067","餵主人嗎……！？\n唔……沒辦法，\n今天就容許您吧。\n……只能餵一口喔。","10","0"
"","0","","31714","","91","","31714068","","",""
"","105911","","31714","","3","","31714069","wac_birthday_idle_sad","1","0.2"
"","118111","","31714","","3","","31714070","wac_birthday_talk_normal","1","0.2"
"0","vo_wac_31714","","31714","","21","","31714071","vo_wac_31714_003","0",""
"1","118111","0.5","31714","1","11","0","31714072","謝、謝謝……！\n那我馬上，來切蛋糕喔……？\n呵呵……最好吃的地方……\n留給你……♪","10","0"
"","10","","31714","","93","","31714073","1","",""
"","118111","","31714","","3","","31714074","wac_birthday_talk_wish","1","0.2"
"","31714072","","31714","","91","","31714075","","",""
"","0","","31714","","22","","31714076","","",""
"","bgm_M321","","32114","","25","","32114001","bgm_M321_2C","",""
"-1000","1","wac_birthday_idle_normal","32114","-70","1","0","32114002","102611","250","2"
"200","1","wac_birthday_idle_normal","32114","-270","1","1","32114003","105211","256","2"
"320","1","wac_birthday_idle_smile","32114","-310","1","1","32114004","103811","258","2"
"440","1","wac_birthday_idle_smile","32114","-290","1","1","32114005","103311","257","2"
"","102611","","32114","","13","","32114006","300","",""
"","105211","","32114","","13","","32114007","300","",""
"","103811","","32114","","13","","32114008","300","",""
"","103311","","32114","","13","","32114009","300","",""
"0","502","","32114","1","31","","32114010","502","0","0"
"0","600","","32114","1","31","","32114011","600","0","1"
"0","602","","32114","1","31","","32114012","602","0","0"
"0","603","","32114","1","31","","32114013","603","0","0"
"60","604","","32114","1","31","","32114014","604","30","1"
"0","615","","32114","1","31","","32114015","615","0","1"
"0","700","","32114","1","31","","32114016","700","0","0"
"0","701","","32114","1","31","","32114017","701","0","0"
"0","702","","32114","1","31","","32114018","702","0","0"
"0","800","","32114","1","31","","32114019","800","0","0"
"60","955","","32114","1","31","","32114020","955","30","1"
"","1","","32114","","93","","32114021","","",""
"wac_birthday_reaction_03","103811","","32114","1","3","0.2","32114022","wac_birthday_reaction_01","0","0.2"
"","0.1","","32114","","93","","32114023","","",""
"wac_birthday_reaction_04","105211","","32114","1","3","0.2","32114024","wac_birthday_reaction_05","0","0.2"
"wac_birthday_reaction_03","103311","","32114","1","3","0.2","32114025","wac_birthday_reaction_02","0","0.2"
"","0.3","","32114","","93","","32114026","","",""
"","102611","","32114","","3","","32114027","wac_birthday_rin_run_01","1","0.2"
"3","102611","","32114","","2","","32114028","0","-70",""
"","2.5","","32114","","93","","32114029","","",""
"","602","","32114","","32","","32114030","1","",""
"","0.6","","32114","","93","","32114031","","",""
"","502","","32114","","32","","32114032","1","",""
"","600","","32114","","32","","32114033","0","",""
"","615","","32114","","32","","32114034","0","",""
"","604","","32114","","32","","32114035","0","",""
"","701","","32114","","32","","32114036","1","",""
"0.01","955","","32114","","33","","32114037","0","0",""
"wac_birthday_wish_04","102611","","32114","1","3","0.2","32114038","wac_birthday_blowout_01","0","0.2"
"0.01","102611","","32114","","2","","32114039","-200","-330",""
"","105211","","32114","","3","","32114040","wac_birthday_idle_normal","1","0.2"
"0.01","105211","","32114","","2","","32114041","180","-320",""
"","103811","","32114","","3","","32114042","wac_birthday_idle_smile","1","0.2"
"0.01","103811","","32114","","2","","32114043","300","-360",""
"","103311","","32114","","3","","32114044","wac_birthday_idle_smile","1","0.2"
"0.01","103311","","32114","","2","","32114045","420","-340",""
"","0","","32114","","93","","32114046","","",""
"","800","","32114","","32","","32114047","1","",""
"","0.7","","32114","","93","","32114048","","",""
"","702","","32114","","32","","32114049","1","",""
"","0.5","","32114","","93","","32114050","","",""
"","se_common","","32114","","23","","32114051","se_sys_login_birthday_blow_candle","0",""
"","701","","32114","","32","","32114052","0","",""
"","0.4","","32114","","93","","32114053","","",""
"","se_common","","32114","","23","","32114054","se_sys_login_birthday_cracker","0",""
"","700","","32114","","32","","32114055","1","",""
"","se_common","","32114","","23","","32114056","se_sys_login_birthday_calendar_applause","0",""
"wac_birthday_idle_normal","105211","","32114","1","3","0.2","32114057","wac_birthday_clap","0","0.2"
"","0.1","","32114","","93","","32114058","","",""
"wac_birthday_idle_smile","103811","","32114","1","3","0.2","32114059","wac_birthday_clap","0","0.2"
"","0.1","","32114","","93","","32114060","","",""
"wac_birthday_idle_smile","103311","","32114","1","3","0.2","32114061","wac_birthday_clap","0","0.2"
"","2","","32114","","93","","32114062","","",""
"","1","","32114","","131","","32114063","","",""
"0","vo_wac_32114","","32114","","21","","32114064","vo_wac_32114_000","0",""
"1","102611","0.5","32114","1","11","0","32114065","我說啊，那個……\n我平常沒什麼在工作，\n你們卻這樣大肆為我慶祝，\n我覺得很不好意思耶……","10","0"
"","0","","32114","","91","","32114066","","",""
"","102611","","32114","","3","","32114067","wac_birthday_idle_normal","1","0.2"
"","105211","","32114","","3","","32114068","wac_birthday_talk_smile","1","0.2"
"0","vo_wac_32114","","32114","","21","","32114069","vo_wac_32114_001","0",""
"1","105211","0.5","32114","1","11","0","32114070","與其現在才在這裡在意，\n平時好好工作不就好了嘛。\n……這種牢騷就先不說了，\n鈴，祝妳生日快樂♪","10","0"
"","0","","32114","","91","","32114071","","",""
"","105211","","32114","","3","","32114072","wac_birthday_idle_smile","1","0.2"
"","103811","","32114","","3","","32114073","wac_birthday_talk_wish","1","0.2"
"0","vo_wac_32114","","32114","","21","","32114074","vo_wac_32114_002","0",""
"1","103811","0.5","32114","1","11","0","32114075","請不必太過客氣哦。\n因為大家都是想為鈴慶生，\n才鼓足了幹勁準備啊。","10","0"
"","0","","32114","","91","","32114076","","",""
"","103811","","32114","","3","","32114077","wac_birthday_idle_wish","1","0.2"
"","102611","","32114","","3","","32114078","wac_birthday_talk_smile","1","0.2"
"0","vo_wac_32114","","32114","","21","","32114079","vo_wac_32114_003","0",""
"1","102611","0.5","32114","1","11","0","32114080","唔唔……這樣啊……\n既然你們都為我做到這種地步了，\n那麼我也會洗心革面，\n從明年開始好好工作的！","10","0"
"","0","","32114","","91","","32114081","","",""
"","102611","","32114","","3","","32114082","wac_birthday_idle_smile","1","0.2"
"","103311","","32114","","3","","32114083","wac_birthday_talk_kyapi","1","0.2"
"0","vo_wac_32114","","32114","","21","","32114084","vo_wac_32114_004","0",""
"1","103311","0.5","32114","1","11","0","32114085","真、真的嗎！？\n辛苦準備生日派對\n還真是值得啦……呃，嗯？\n等一下，妳說明年？","10","0"
"","7","","32114","","93","","32114086","1","",""
"","103311","","32114","","3","","32114087","wac_birthday_talk_sad","1","0.2"
"","32114085","","32114","","91","","32114088","","",""
"","103311","","32114","","3","","32114089","wac_birthday_idle_sad","1","0.2"
"","102611","","32114","","3","","32114090","wac_birthday_talk_normal","1","0.2"
"0","vo_wac_32114","","32114","","21","","32114091","vo_wac_32114_005","0",""
"1","102611","0.5","32114","1","11","0","32114092","沒錯，從明年開始～\n所以我今年一整年\n也會像平時一樣\n懶散地度過，請多指教～","10","0"
"","0","","32114","","91","","32114093","","",""
"","0","","32114","","22","","32114094","","",""
"","bgm_M321","","32314","","25","","32314001","bgm_M321_2C","",""
"-1000","1","wac_birthday_idle_normal","32314","-70","1","0","32314002","105011","250","2"
"230","1","wac_birthday_idle_normal","32314","-270","1","1","32314003","101611","256","2"
"410","1","wac_birthday_idle_wish","32314","-310","1","1","32314004","101811","257","2"
"","105011","","32314","","13","","32314005","300","",""
"","101611","","32314","","13","","32314006","300","",""
"","101811","","32314","","13","","32314007","300","",""
"0","502","","32314","1","31","","32314008","502","0","0"
"0","600","","32314","1","31","","32314009","600","0","1"
"0","602","","32314","1","31","","32314010","602","0","0"
"0","603","","32314","1","31","","32314011","603","0","0"
"60","604","","32314","1","31","","32314012","604","30","1"
"0","615","","32314","1","31","","32314013","615","0","1"
"0","700","","32314","1","31","","32314014","700","0","0"
"0","701","","32314","1","31","","32314015","701","0","0"
"0","702","","32314","1","31","","32314016","702","0","0"
"0","800","","32314","1","31","","32314017","800","0","0"
"60","956","","32314","1","31","","32314018","956","30","1"
"","1","","32314","","93","","32314019","","",""
"wac_birthday_reaction_03","101811","","32314","1","3","0.2","32314020","wac_birthday_reaction_01","0","0.2"
"","0.1","","32314","","93","","32314021","","",""
"wac_birthday_reaction_03","101611","","32314","1","3","0.2","32314022","wac_birthday_reaction_02","0","0.2"
"","0.3","","32314","","93","","32314023","","",""
"","105011","","32314","","3","","32314024","wac_birthday_run_01","1","0.2"
"3","105011","","32314","","2","","32314025","0","-70",""
"","2.5","","32314","","93","","32314026","","",""
"","602","","32314","","32","","32314027","1","",""
"","0.6","","32314","","93","","32314028","","",""
"","502","","32314","","32","","32314029","1","",""
"","600","","32314","","32","","32314030","0","",""
"","615","","32314","","32","","32314031","0","",""
"","604","","32314","","32","","32314032","0","",""
"","701","","32314","","32","","32314033","1","",""
"0.01","956","","32314","","33","","32314034","0","0",""
"wac_birthday_wish_02","105011","","32314","1","3","0.2","32314035","wac_birthday_blowout_01","0","0.2"
"0.01","105011","","32314","","2","","32314036","-200","-330",""
"","101611","","32314","","3","","32314037","wac_birthday_idle_normal","1","0.2"
"0.01","101611","","32314","","2","","32314038","180","-320",""
"","101811","","32314","","3","","32314039","wac_birthday_idle_wish","1","0.2"
"0.01","101811","","32314","","2","","32314040","320","-340",""
"","0","","32314","","93","","32314041","","",""
"","800","","32314","","32","","32314042","1","",""
"","0.7","","32314","","93","","32314043","","",""
"","702","","32314","","32","","32314044","1","",""
"","0.5","","32314","","93","","32314045","","",""
"","se_common","","32314","","23","","32314046","se_sys_login_birthday_blow_candle","0",""
"","701","","32314","","32","","32314047","0","",""
"","0.4","","32314","","93","","32314048","","",""
"","se_common","","32314","","23","","32314049","se_sys_login_birthday_cracker","0",""
"","700","","32314","","32","","32314050","1","",""
"","se_common","","32314","","23","","32314051","se_sys_login_birthday_calendar_applause","0",""
"wac_birthday_idle_normal","101611","","32314","1","3","0.2","32314052","wac_birthday_clap","0","0.2"
"","0.1","","32314","","93","","32314053","","",""
"wac_birthday_idle_wish","101811","","32314","1","3","0.2","32314054","wac_birthday_clap_to_wish","0","0.2"
"","2","","32314","","93","","32314055","","",""
"","1","","32314","","131","","32314056","","",""
"0","vo_wac_32314","","32314","","21","","32314057","vo_wac_32314_000","0",""
"1","105011","0.5","32314","1","11","0","32314058","謝謝你們為我慶生！\n感覺我也已經是個\n出色的淑女了呢♪","10","0"
"","0","","32314","","91","","32314059","","",""
"","105011","","32314","","3","","32314060","wac_birthday_idle_smile","1","0.2"
"","101611","","32314","","3","","32314061","wac_birthday_talk_kyapi","1","0.2"
"0","vo_wac_32314","","32314","","21","","32314062","vo_wac_32314_001","0",""
"1","101611","0.5","32314","1","11","0","32314063","美咲，生日真的恭喜～！\n那飲料先試試咖啡，應該不錯吧？\n人家之前請店家做成大人的口味，\n結果超級苦的！","10","0"
"","0","","32314","","91","","32314064","","",""
"","101611","","32314","","3","","32314065","wac_birthday_idle_kyapi","1","0.2"
"","105011","","32314","","3","","32314066","wac_birthday_talk_sad","1","0.2"
"0","vo_wac_32314","","32314","","21","","32314067","vo_wac_32314_002","0",""
"1","105011","0.5","32314","1","11","0","32314068","咦！？\n那、那個、嗯……\n沒有什麼適合成熟淑女的果汁嗎？\n雖然會苦的也不是不行！","10","0"
"","0","","32314","","91","","32314069","","",""
"","105011","","32314","","3","","32314070","wac_birthday_idle_sad","1","0.2"
"","101811","","32314","","3","","32314071","wac_birthday_talk_smile","1","0.2"
"0","vo_wac_32314","","32314","","21","","32314072","vo_wac_32314_003","0",""
"1","101811","0.5","32314","1","11","0","32314073","呵呵，確實有哦♪\n像這樣在時髦的玻璃杯中\n注入葡萄汁……\n看，很有大人的感覺吧？","10","0"
"","0","","32314","","91","","32314074","","",""
"","101811","","32314","","3","","32314075","wac_birthday_idle_smile","1","0.2"
"","105011","","32314","","3","","32314076","wac_birthday_talk_smile","1","0.2"
"0","vo_wac_32314","","32314","","21","","32314077","vo_wac_32314_004","0",""
"1","105011","0.5","32314","1","11","0","32314078","真的耶，很有那種感覺！\n嘿嘿，來拍個照吧～♪\n你也要一起拍嗎？","10","0"
"","0","","32314","","91","","32314079","","",""
"","0","","32314","","22","","32314080","","",""
"","bgm_M321","","33214","","25","","33214001","bgm_M321_2C","",""
"-1000","1","wac_birthday_idle_normal","33214","-70","1","0","33214002","100311","250","2"
"230","1","wac_birthday_idle_wish","33214","-270","1","1","33214003","100211","256","2"
"410","1","wac_birthday_idle_smile","33214","-310","1","1","33214004","100111","257","2"
"","100311","","33214","","13","","33214005","300","",""
"","100211","","33214","","13","","33214006","300","",""
"","100111","","33214","","13","","33214007","300","",""
"0","502","","33214","1","31","","33214008","502","0","0"
"0","600","","33214","1","31","","33214009","600","0","1"
"0","602","","33214","1","31","","33214010","602","0","0"
"0","603","","33214","1","31","","33214011","603","0","0"
"60","604","","33214","1","31","","33214012","604","30","1"
"0","615","","33214","1","31","","33214013","615","0","1"
"0","700","","33214","1","31","","33214014","700","0","0"
"0","701","","33214","1","31","","33214015","701","0","0"
"0","702","","33214","1","31","","33214016","702","0","0"
"0","800","","33214","1","31","","33214017","800","0","0"
"60","957","","33214","1","31","","33214018","957","30","1"
"","1","","33214","","93","","33214019","","",""
"wac_birthday_reaction_03","100111","","33214","1","3","0.2","33214020","wac_birthday_reaction_02","0","0.2"
"","0.1","","33214","","93","","33214021","","",""
"wac_birthday_reaction_04","100211","","33214","1","3","0.2","33214022","wac_birthday_reaction_01","0","0.2"
"","0.3","","33214","","93","","33214023","","",""
"","100311","","33214","","3","","33214024","wac_birthday_rei_run_01","1","0.2"
"3","100311","","33214","","2","","33214025","0","-70",""
"","2.5","","33214","","93","","33214026","","",""
"","602","","33214","","32","","33214027","1","",""
"","0.6","","33214","","93","","33214028","","",""
"","502","","33214","","32","","33214029","1","",""
"","600","","33214","","32","","33214030","0","",""
"","615","","33214","","32","","33214031","0","",""
"","604","","33214","","32","","33214032","0","",""
"","701","","33214","","32","","33214033","1","",""
"0.01","957","","33214","","33","","33214034","0","0",""
"wac_birthday_wish_05","100311","","33214","1","3","0.2","33214035","wac_birthday_blowout_01","0","0.2"
"0.01","100311","","33214","","2","","33214036","-200","-330",""
"","100211","","33214","","3","","33214037","wac_birthday_idle_wish","1","0.2"
"0.01","100211","","33214","","2","","33214038","180","-320",""
"","100111","","33214","","3","","33214039","wac_birthday_idle_smile","1","0.2"
"0.01","100111","","33214","","2","","33214040","320","-340",""
"","0","","33214","","93","","33214041","","",""
"","800","","33214","","32","","33214042","1","",""
"","0.7","","33214","","93","","33214043","","",""
"","702","","33214","","32","","33214044","1","",""
"","0.5","","33214","","93","","33214045","","",""
"","se_common","","33214","","23","","33214046","se_sys_login_birthday_blow_candle","0",""
"","701","","33214","","32","","33214047","0","",""
