631e35e269649bd5a9b1d221c35ca4d9b4c94035f89e78a8bf0dd8587f1eaa6c,9fb283816b3a77311198ea734bd6e1a77d30bb19cf4fceee5c0488237e1d097a,8e59e72612fb0703e8cd664f7e317d1dc84786e3892a5d148dabb76292504c22,bbf2c1c04f38f54cff6d5b152b2b100475cbf2c049f69e7c30d0e5ecf8279f19,d126b850cd0e242c3cfd68114a0e9a0bd024da12aaf682d84593b1aa7c12ca88,21e38a7950a8a1eae72b02e868636058f50fff00f2711c15bd0b764d711deeaa,76335a37c9a36a9d2a81708fca26ce59974787a534f88cf240683da41d1fa9a0,8db21eb9e013fe4cd95a4422b30fdb8799551e5ff74e84bfb4b373ed0362f1db,041133faf84d49f184c72d3036355c5ce4650055b4d26be5565c516866a5daca,2e45eeaa604fa6c22e0aa1521034b708e560a7a296bbb7a0c580db65ef40ee4d,cbd0b8d31d02826c20782791dfae45835fe9b917a769ef5b7dfa5ff6fec45fcf,e2668de34219bc2d6bc66c9545dc81c3571e42d345715662378ac2c834a6f9ac,a5926108cac622c192d7eab11a6f1aacdb59b79daf23cfb55d9ea11b7eef3eea,d3e050bc4ba3df51719981136055d38897926c7be53306c35b795fc172f9d6c7,61ac974e5d3fbff313e87e4ffa1b6a1a3ec4996b6e0452e1716301e4dade1174,717228cb95506f8aa007d78cd8bf6473778835d752c69072a0727430484fee8e,cec04e38cfa78e2ce71c30957e8011a04b3ec448323b5b851de17d65c6e9ce53,df5bfa44e900023c7ecf5190ae2eb69e19b6e9a56f6cf9c0bdacefe2d09a6ec2,2d80980fec5779acea68bc29dcab45bbc96a40cb66fded8a3824e7f31da7a250,5d504b3e9baf5f0be38f30fa26d495b1cbb0b5505274658b35df5551adc9e8d7,ad01f6e6d52d7b3f916b594d3d99a548f029d2ea51d84a650be26b1dc3091df0,ca633b05efe3d30d6e6340ac68451e15ce7921d27465127c32d23af38229b6f0,048161c357142a1c4ccb84d1bba3135670d9548115bc854d3bd0b45c581d6149,10c331fad66001e90a18252172b9160428ab9cea38c970679321c58c4bc0958a,db9fab1f14d2920b3ddf882569f444dd4042860bea3a9ed2eac93277040baca0,5571411acdd4207df312b4444e2d4289e2f6ba8b4bb980dac16831e6cd4ad0a5,418d9b528441dd710af4021a28d6e36c7fb97bf35792cb360f060e966a204a74,4db4af6e1f4f5720a1db24cc9d16f033fe2cfcc84046191f66a9afa2fbef43f8,2777c6b2a39eea27fd5c3eca5f378e2b8d5484e5098fde98f35424917bd5053d,133829278a73788921449df70f25984e61544291241f0b2165540e84d4e78e9a,2ce5cc346ff9aa6e01bb10d6b0b09dd8388cafb09e813b978e12a4fdfb312e47,f758d3facceb605c816030be64b18ca562aae5fdeb0b3f0242dc66d443802354,ab680a85d4889db85e73f07245d81c7f87d093a032544b91e2b9914288a42e1e,6b4a740ce4356fe783b3b1a8d737fb2c14e4180e49eb3a96e847675551083d41,2735b9a613f81a1376ff0296d782ba2a1fdf57c9e49e7aee07ad62397d82b1ac,5d32a44720f4b7dc0f56f75dc9c729b0afc323a97808946ecdf9adc82b6b3efa,22f2515707fb7aa9ab36a858701b55ff4b4b9536d96d4362a9a16d7d9e9237a3,829100072d0295a8164c43abbcaef3f31a09be4053d19878c8a0940eaf3fe271,a38b2380086aa833ac972779fa4be41a60e8cb7fd8c37891576107fae574dd4f,46ee90fa070c22ae6e2d6d5f80f46c557e48af3b7f7431d61f4a6de7f499eb00
"0","0","0","10","64","64","64","30","0","64","1","2676","64","64","148","10","0","64","40587","95","64","64","1","64","0","620320064","0","64","64","203200","64","1","64","0","0","64","64","200000001","0","64"
"0","0","0","10","65","65","65","30","0","65","1","2721","65","65","150","10","0","65","41068","96","65","65","1","65","0","620320065","0","65","65","203200","65","1","65","0","0","65","65","200000001","0","65"
"0","0","0","10","66","66","66","30","0","66","1","2767","66","66","151","10","0","66","41550","98","66","66","1","66","0","620320066","0","66","66","203200","66","1","66","0","0","66","66","200000001","0","66"
"0","0","0","10","67","67","67","30","0","67","1","2812","67","67","152","10","0","67","42032","99","67","67","1","67","0","620320067","0","67","67","203200","67","1","67","0","0","67","67","200000001","0","67"
"0","0","0","10","68","68","68","30","0","68","1","2857","68","68","153","10","0","68","42513","100","68","68","1","68","0","620320068","0","68","68","203200","68","1","68","0","0","68","68","200000001","0","68"
"0","0","0","10","69","69","69","30","0","69","1","2902","69","69","154","10","0","69","42995","102","69","69","1","69","0","620320069","0","69","69","203200","69","1","69","0","0","69","69","200000001","0","69"
"0","0","0","10","70","70","70","30","0","70","1","2948","70","70","155","10","0","70","43476","103","70","70","1","70","0","620320070","0","70","70","203200","70","1","70","0","0","70","70","200000001","0","70"
"0","0","0","10","71","71","71","30","0","71","1","2993","71","71","156","10","0","71","43958","104","71","71","1","71","0","620320071","0","71","71","203200","71","1","71","0","0","71","71","200000001","0","71"
"37","0","0","10","1","1","1","30","0","1","1","0","1","1","2","10","0","1","215","150","1","1","1","1","0","620330001","0","1","1","203300","1","1","1","0","0","1","1","200000001","0","1"
"17","0","0","10","2","2","2","30","0","2","1","0","2","2","28","10","0","2","414","150","2","2","1","2","0","620330002","0","2","2","203300","2","1","2","0","0","2","2","200000001","0","2"
"45","0","0","10","3","3","3","30","0","3","1","0","3","3","4","10","0","3","471","150","3","3","1","3","0","620330003","0","3","3","203300","3","1","3","0","0","3","3","200000001","0","3"
"65","0","0","10","4","4","4","30","0","4","1","0","4","4","6","10","0","4","526","150","4","4","1","4","0","620330004","0","4","4","203300","4","1","4","0","0","4","4","200000001","0","4"
"89","0","0","10","5","5","5","30","0","5","1","0","5","5","7","10","0","5","582","154","5","5","1","5","0","620330005","0","5","5","203300","5","1","5","0","0","5","5","200000001","0","5"
"96","0","0","10","6","6","6","30","0","6","1","0","6","6","7","10","0","6","583","194","6","6","1","6","0","620330006","0","6","6","203300","6","1","6","0","0","6","6","200000001","0","6"
"116","0","0","10","7","7","7","30","0","7","1","0","7","7","8","10","0","7","759","208","7","7","1","7","0","620330007","0","7","7","203300","7","1","7","0","0","7","7","200000001","0","7"
"136","0","0","10","8","8","8","30","0","8","1","0","8","8","8","10","0","8","934","221","8","8","1","8","0","620330008","0","8","8","203300","8","1","8","0","0","8","8","200000001","0","8"
"149","0","0","10","9","9","9","30","0","9","1","0","9","9","8","10","0","9","948","239","9","9","1","9","0","620330009","0","9","9","203300","9","1","9","0","0","9","9","200000001","0","9"
"154","0","0","10","10","10","10","30","0","10","1","0","10","10","8","10","0","10","969","243","10","10","1","10","0","620330010","0","10","10","203300","10","1","10","0","0","10","10","200000001","0","10"
"159","0","0","10","11","11","11","30","0","11","1","0","11","11","9","10","0","11","989","248","11","11","1","11","0","620330011","0","11","11","203300","11","1","11","0","0","11","11","200000001","0","11"
"164","0","0","10","12","12","12","30","0","12","1","0","12","12","9","10","0","12","1010","252","12","12","1","12","0","620330012","0","12","12","203300","12","1","12","0","0","12","12","200000001","0","12"
"164","0","0","10","13","13","13","30","0","13","1","0","13","13","9","10","0","13","1010","252","13","13","1","13","0","620330013","0","13","13","203300","13","1","13","0","0","13","13","200000001","0","13"
"240","0","0","10","14","14","14","30","0","14","1","0","14","14","14","10","0","14","1341","300","14","14","1","14","0","620330014","0","14","14","203300","14","1","14","0","0","14","14","200000001","0","14"
"249","0","0","10","15","15","15","30","0","15","1","0","15","15","14","10","0","15","1539","300","15","15","1","15","0","620330015","0","15","15","203300","15","1","15","0","0","15","15","200000001","0","15"
"257","0","0","10","16","16","16","30","0","16","1","0","16","16","14","10","0","16","1738","300","16","16","1","16","0","620330016","0","16","16","203300","16","1","16","0","0","16","16","200000001","0","16"
"266","0","0","10","17","17","17","30","0","17","1","0","17","17","14","10","0","17","1936","300","17","17","1","17","0","620330017","0","17","17","203300","17","1","17","0","0","17","17","200000001","0","17"
"274","0","0","10","18","18","18","30","0","18","1","0","18","18","14","10","0","18","2135","300","18","18","1","18","0","620330018","0","18","18","203300","18","1","18","0","0","18","18","200000001","0","18"
"283","0","0","10","19","19","19","30","0","19","1","0","19","19","14","10","0","19","2333","300","19","19","1","19","0","620330019","0","19","19","203300","19","1","19","0","0","19","19","200000001","0","19"
"298","0","0","10","20","20","20","30","0","20","1","0","20","20","15","10","0","20","2461","300","20","20","1","20","0","620330020","0","20","20","203300","20","1","20","0","0","20","20","200000001","0","20"
"321","0","0","10","21","21","21","30","0","21","1","0","21","21","16","10","0","21","2589","300","21","21","1","21","0","620330021","0","21","21","203300","21","1","21","0","0","21","21","200000001","0","21"
"344","0","0","10","22","22","22","30","0","22","1","0","22","22","17","10","0","22","2717","300","22","22","1","22","0","620330022","0","22","22","203300","22","1","22","0","0","22","22","200000001","0","22"
"367","0","0","10","23","23","23","30","0","23","1","0","23","23","18","10","0","23","2845","300","23","23","1","23","0","620330023","0","23","23","203300","23","1","23","0","0","23","23","200000001","0","23"
"390","0","0","10","24","24","24","30","0","24","1","0","24","24","19","10","0","24","2973","300","24","24","1","24","0","620330024","0","24","24","203300","24","1","24","0","0","24","24","200000001","0","24"
"413","0","0","10","25","25","25","30","0","25","1","0","25","25","20","10","0","25","3101","300","25","25","1","25","0","620330025","0","25","25","203300","25","1","25","0","0","25","25","200000001","0","25"
"436","0","0","10","26","26","26","30","0","26","1","0","26","26","21","10","0","26","3229","300","26","26","1","26","0","620330026","0","26","26","203300","26","1","26","0","0","26","26","200000001","0","26"
"459","0","0","10","27","27","27","30","0","27","1","0","27","27","22","10","0","27","3357","300","27","27","1","27","0","620330027","0","27","27","203300","27","1","27","0","0","27","27","200000001","0","27"
"482","0","0","10","28","28","28","30","0","28","1","0","28","28","23","10","0","28","3485","300","28","28","1","28","0","620330028","0","28","28","203300","28","1","28","0","0","28","28","200000001","0","28"
"505","0","0","10","29","29","29","30","0","29","1","0","29","29","24","10","0","29","3613","300","29","29","1","29","0","620330029","0","29","29","203300","29","1","29","0","0","29","29","200000001","0","29"
"528","0","0","10","30","30","30","30","0","30","1","0","30","30","25","10","0","30","3741","300","30","30","1","30","0","620330030","0","30","30","203300","30","1","30","0","0","30","30","200000001","0","30"
"535","0","0","10","31","31","31","30","0","31","1","0","31","31","25","10","0","31","3917","300","31","31","1","31","0","620330031","0","31","31","203300","31","1","31","0","0","31","31","200000001","0","31"
"541","0","0","10","32","32","32","30","0","32","1","0","32","32","25","10","0","32","4945","300","32","32","1","32","0","620330032","0","32","32","203300","32","1","32","0","0","32","32","200000001","0","32"
"572","0","0","10","33","33","33","30","0","33","1","0","33","33","25","10","0","33","5045","300","33","33","1","33","0","620330033","0","33","33","203300","33","1","33","0","0","33","33","200000001","0","33"
"602","0","0","10","34","34","34","30","0","34","1","0","34","34","25","10","0","34","5568","300","34","34","1","34","0","620330034","0","34","34","203300","34","1","34","0","0","34","34","200000001","0","34"
"630","0","0","10","35","35","35","30","0","35","1","0","35","35","26","10","0","35","6147","300","35","35","1","35","0","620330035","0","35","35","203300","35","1","35","0","0","35","35","200000001","0","35"
"658","0","0","10","36","36","36","30","0","36","1","0","36","36","26","10","0","36","6725","300","36","36","1","36","0","620330036","0","36","36","203300","36","1","36","0","0","36","36","200000001","0","36"
"697","0","0","10","37","37","37","30","0","37","1","0","37","37","29","10","0","37","6921","300","37","37","1","37","0","620330037","0","37","37","203300","37","1","37","0","0","37","37","200000001","0","37"
"736","0","0","10","38","38","38","30","0","38","1","0","38","38","32","10","0","38","7118","300","38","38","1","38","0","620330038","0","38","38","203300","38","1","38","0","0","38","38","200000001","0","38"
"775","0","0","10","39","39","39","30","0","39","1","0","39","39","34","10","0","39","7314","300","39","39","1","39","0","620330039","0","39","39","203300","39","1","39","0","0","39","39","200000001","0","39"
"814","0","0","10","40","40","40","30","0","40","1","0","40","40","37","10","0","40","7511","300","40","40","1","40","0","620330040","0","40","40","203300","40","1","40","0","0","40","40","200000001","0","40"
"853","0","0","10","41","41","41","30","0","41","1","0","41","41","40","10","0","41","7707","300","41","41","1","41","0","620330041","0","41","41","203300","41","1","41","0","0","41","41","200000001","0","41"
"974","0","0","10","42","42","42","30","0","42","1","0","42","42","50","10","0","42","7904","300","42","42","1","42","0","620330042","0","42","42","203300","42","1","42","0","0","42","42","200000001","0","42"
"1095","0","0","10","43","43","43","30","0","43","1","0","43","43","60","10","0","43","8100","300","43","43","1","43","0","620330043","0","43","43","203300","43","1","43","0","0","43","43","200000001","0","43"
"1210","0","0","10","44","44","44","30","0","44","1","0","44","44","60","10","0","44","9268","300","44","44","1","44","0","620330044","0","44","44","203300","44","1","44","0","0","44","44","200000001","0","44"
"1325","0","0","10","45","45","45","30","0","45","1","0","45","45","61","10","0","45","10437","300","45","45","1","45","0","620330045","0","45","45","203300","45","1","45","0","0","45","45","200000001","0","45"
"1439","0","0","10","46","46","46","30","0","46","1","0","46","46","61","10","0","46","11605","300","46","46","1","46","0","620330046","0","46","46","203300","46","1","46","0","0","46","46","200000001","0","46"
"1554","0","0","10","47","47","47","30","0","47","1","0","47","47","61","10","0","47","12773","300","47","47","1","47","0","620330047","0","47","47","203300","47","1","47","0","0","47","47","200000001","0","47"
"1635","0","0","10","48","48","48","30","0","48","1","0","48","48","61","10","0","48","13690","300","48","48","1","48","0","620330048","0","48","48","203300","48","1","48","0","0","48","48","200000001","0","48"
"1716","0","0","10","49","49","49","30","0","49","1","0","49","49","61","10","0","49","14607","300","49","49","1","49","0","620330049","0","49","49","203300","49","1","49","0","0","49","49","200000001","0","49"
"1797","0","0","10","50","50","50","30","0","50","1","0","50","50","61","10","0","50","15524","300","50","50","1","50","0","620330050","0","50","50","203300","50","1","50","0","0","50","50","200000001","0","50"
"1843","0","0","10","51","51","51","30","0","51","1","0","51","51","61","10","0","51","17255","300","51","51","1","51","0","620330051","0","51","51","203300","51","1","51","0","0","51","51","200000001","0","51"
"1889","0","0","10","52","52","52","30","0","52","1","0","52","52","61","10","0","52","18986","300","52","52","1","52","0","620330052","0","52","52","203300","52","1","52","0","0","52","52","200000001","0","52"
"1935","0","0","10","53","53","53","30","0","53","1","0","53","53","61","10","0","53","20717","300","53","53","1","53","0","620330053","0","53","53","203300","53","1","53","0","0","53","53","200000001","0","53"
"1981","0","0","10","54","54","54","30","0","54","1","0","54","54","61","10","0","54","22448","300","54","54","1","54","0","620330054","0","54","54","203300","54","1","54","0","0","54","54","200000001","0","54"
"2027","0","0","10","55","55","55","30","0","55","1","0","55","55","61","10","0","55","24179","300","55","55","1","55","0","620330055","0","55","55","203300","55","1","55","0","0","55","55","200000001","0","55"
"2073","0","0","10","56","56","56","30","0","56","1","0","56","56","61","10","0","56","25911","300","56","56","1","56","0","620330056","0","56","56","203300","56","1","56","0","0","56","56","200000001","0","56"
"2119","0","0","10","57","57","57","30","0","57","1","0","57","57","61","10","0","57","27642","300","57","57","1","57","0","620330057","0","57","57","203300","57","1","57","0","0","57","57","200000001","0","57"
"2165","0","0","10","58","58","58","30","0","58","1","0","58","58","61","10","0","58","29373","300","58","58","1","58","0","620330058","0","58","58","203300","58","1","58","0","0","58","58","200000001","0","58"
"2211","0","0","10","59","59","59","30","0","59","1","0","59","59","61","10","0","59","31104","300","59","59","1","59","0","620330059","0","59","59","203300","59","1","59","0","0","59","59","200000001","0","59"
"2257","0","0","10","60","60","60","30","0","60","1","0","60","60","61","10","0","60","32835","400","60","60","1","60","0","620330060","0","60","60","203300","60","1","60","0","0","60","60","200000001","0","60"
"2390","0","0","10","61","61","61","30","0","61","1","0","61","61","61","10","0","61","35292","400","61","61","1","61","0","620330061","0","61","61","203300","61","1","61","0","0","61","61","200000001","0","61"
"2433","0","0","10","62","62","62","30","0","62","1","0","62","62","62","10","0","62","35348","400","62","62","1","62","0","620330062","0","62","62","203300","62","1","62","0","0","62","62","200000001","0","62"
"2477","0","0","10","63","63","63","30","0","63","1","0","63","63","63","10","0","63","35405","400","63","63","1","63","0","620330063","0","63","63","203300","63","1","63","0","0","63","63","200000001","0","63"
"2520","0","0","10","64","64","64","30","0","64","1","0","64","64","64","10","0","64","35461","401","64","64","1","64","0","620330064","0","64","64","203300","64","1","64","0","0","64","64","200000001","0","64"
"2564","0","0","10","65","65","65","30","0","65","1","0","65","65","66","10","0","65","35518","401","65","65","1","65","0","620330065","0","65","65","203300","65","1","65","0","0","65","65","200000001","0","65"
"2607","0","0","10","66","66","66","30","0","66","1","0","66","66","67","10","0","66","35574","401","66","66","1","66","0","620330066","0","66","66","203300","66","1","66","0","0","66","66","200000001","0","66"
"2651","0","0","10","67","67","67","30","0","67","1","0","67","67","68","10","0","67","35631","401","67","67","1","67","0","620330067","0","67","67","203300","67","1","67","0","0","67","67","200000001","0","67"
"2694","0","0","10","68","68","68","30","0","68","1","0","68","68","69","10","0","68","35687","401","68","68","1","68","0","620330068","0","68","68","203300","68","1","68","0","0","68","68","200000001","0","68"
"2738","0","0","10","69","69","69","30","0","69","1","0","69","69","70","10","0","69","35743","402","69","69","1","69","0","620330069","0","69","69","203300","69","1","69","0","0","69","69","200000001","0","69"
"2781","0","0","10","70","70","70","30","0","70","1","0","70","70","71","10","0","70","35800","402","70","70","1","70","0","620330070","0","70","70","203300","70","1","70","0","0","70","70","200000001","0","70"
"2824","0","0","10","71","71","71","30","0","71","1","0","71","71","72","10","0","71","35856","402","71","71","1","71","0","620330071","0","71","71","203300","71","1","71","0","0","71","71","200000001","0","71"
"0","0","0","10","1","1","1","30","0","1","1","118","1","1","10","10","0","1","838","8","1","1","1","1","0","620340001","0","1","1","203400","1","1","1","0","0","1","1","200000001","0","1"
"0","0","0","10","2","2","2","30","0","2","1","122","2","2","10","10","0","2","841","8","2","2","1","2","0","620340002","0","2","2","203400","2","1","2","0","0","2","2","200000001","0","2"
"0","0","0","10","3","3","3","30","0","3","1","126","3","3","10","10","0","3","844","8","3","3","1","3","0","620340003","0","3","3","203400","3","1","3","0","0","3","3","200000001","0","3"
"0","0","0","10","4","4","4","30","0","4","1","129","4","4","11","10","0","4","846","9","4","4","1","4","0","620340004","0","4","4","203400","4","1","4","0","0","4","4","200000001","0","4"
"0","0","0","10","5","5","5","30","0","5","1","133","5","5","11","10","0","5","849","9","5","5","1","5","0","620340005","0","5","5","203400","5","1","5","0","0","5","5","200000001","0","5"
"0","0","0","10","6","6","6","30","0","6","1","136","6","6","11","10","0","6","852","9","6","6","1","6","0","620340006","0","6","6","203400","6","1","6","0","0","6","6","200000001","0","6"
"0","0","0","10","7","7","7","30","0","7","1","140","7","7","12","10","0","7","854","10","7","7","1","7","0","620340007","0","7","7","203400","7","1","7","0","0","7","7","200000001","0","7"
"0","0","0","10","8","8","8","30","0","8","1","144","8","8","12","10","0","8","857","10","8","8","1","8","0","620340008","0","8","8","203400","8","1","8","0","0","8","8","200000001","0","8"
"0","0","0","10","9","9","9","30","0","9","1","147","9","9","12","10","0","9","860","10","9","9","1","9","0","620340009","0","9","9","203400","9","1","9","0","0","9","9","200000001","0","9"
"0","0","0","10","10","10","10","30","0","10","1","151","10","10","13","10","0","10","863","10","10","10","1","10","0","620340010","0","10","10","203400","10","1","10","0","0","10","10","200000001","0","10"
"0","0","0","10","11","11","11","30","0","11","1","154","11","11","13","10","0","11","865","11","11","11","1","11","0","620340011","0","11","11","203400","11","1","11","0","0","11","11","200000001","0","11"
"0","0","0","10","12","12","12","30","0","12","1","158","12","12","13","10","0","12","868","11","12","12","1","12","0","620340012","0","12","12","203400","12","1","12","0","0","12","12","200000001","0","12"
"0","0","0","10","13","13","13","30","0","13","1","162","13","13","14","10","0","13","871","11","13","13","1","13","0","620340013","0","13","13","203400","13","1","13","0","0","13","13","200000001","0","13"
"0","0","0","10","14","14","14","30","0","14","1","165","14","14","14","10","0","14","874","12","14","14","1","14","0","620340014","0","14","14","203400","14","1","14","0","0","14","14","200000001","0","14"
"0","0","0","10","15","15","15","30","0","15","1","169","15","15","15","10","0","15","876","13","15","15","1","15","0","620340015","0","15","15","203400","15","1","15","0","0","15","15","200000001","0","15"
"0","0","0","10","16","16","16","30","0","16","1","195","16","16","15","10","0","16","1199","13","16","16","1","16","0","620340016","0","16","16","203400","16","1","16","0","0","16","16","200000001","0","16"
"0","0","0","10","17","17","17","30","0","17","1","220","17","17","15","10","0","17","1522","13","17","17","1","17","0","620340017","0","17","17","203400","17","1","17","0","0","17","17","200000001","0","17"
"0","0","0","10","18","18","18","30","0","18","1","226","18","18","15","10","0","18","1709","13","18","18","1","18","0","620340018","0","18","18","203400","18","1","18","0","0","18","18","200000001","0","18"
"0","0","0","10","19","19","19","30","0","19","1","231","19","19","16","10","0","19","1896","13","19","19","1","19","0","620340019","0","19","19","203400","19","1","19","0","0","19","19","200000001","0","19"
"0","0","0","10","20","20","20","30","0","20","1","237","20","20","16","10","0","20","2083","14","20","20","1","20","0","620340020","0","20","20","203400","20","1","20","0","0","20","20","200000001","0","20"
"0","0","0","10","21","21","21","30","0","21","1","252","21","21","17","10","0","21","2156","14","21","21","1","21","0","620340021","0","21","21","203400","21","1","21","0","0","21","21","200000001","0","21"
"0","0","0","10","22","22","22","30","0","22","1","267","22","22","17","10","0","22","2230","14","22","22","1","22","0","620340022","0","22","22","203400","22","1","22","0","0","22","22","200000001","0","22"
"0","0","0","10","23","23","23","30","0","23","1","267","23","23","17","10","0","23","2411","14","23","23","1","23","0","620340023","0","23","23","203400","23","1","23","0","0","23","23","200000001","0","23"
"0","0","0","10","24","24","24","30","0","24","1","295","24","24","19","10","0","24","2566","16","24","24","1","24","0","620340024","0","24","24","203400","24","1","24","0","0","24","24","200000001","0","24"
"0","0","0","10","25","25","25","30","0","25","1","323","25","25","21","10","0","25","2721","17","25","25","1","25","0","620340025","0","25","25","203400","25","1","25","0","0","25","25","200000001","0","25"
"0","0","0","10","26","26","26","30","0","26","1","352","26","26","24","10","0","26","2875","19","26","26","1","26","0","620340026","0","26","26","203400","26","1","26","0","0","26","26","200000001","0","26"
"0","0","0","10","27","27","27","30","0","27","1","380","27","27","26","10","0","27","3030","21","27","27","1","27","0","620340027","0","27","27","203400","27","1","27","0","0","27","27","200000001","0","27"
"0","0","0","10","28","28","28","30","0","28","1","408","28","28","28","10","0","28","3185","23","28","28","1","28","0","620340028","0","28","28","203400","28","1","28","0","0","28","28","200000001","0","28"
"0","0","0","10","29","29","29","30","0","29","1","448","29","29","29","10","0","29","4202","23","29","29","1","29","0","620340029","0","29","29","203400","29","1","29","0","0","29","29","200000001","0","29"
"0","0","0","10","30","30","30","30","0","30","1","493","30","30","29","10","0","30","4279","23","30","30","1","30","0","620340030","0","30","30","203400","30","1","30","0","0","30","30","200000001","0","30"
"0","0","0","10","31","31","31","30","0","31","1","539","31","31","28","10","0","31","4356","23","31","31","1","31","0","620340031","0","31","31","203400","31","1","31","0","0","31","31","200000001","0","31"
"0","0","0","10","32","32","32","30","0","32","1","548","32","32","28","10","0","32","4433","23","32","32","1","32","0","620340032","0","32","32","203400","32","1","32","0","0","32","32","200000001","0","32"
"0","0","0","10","33","33","33","30","0","33","1","558","33","33","28","10","0","33","4510","23","33","33","1","33","0","620340033","0","33","33","203400","33","1","33","0","0","33","33","200000001","0","33"
"0","0","0","10","34","34","34","30","0","34","1","567","34","34","28","10","0","34","5429","24","34","34","1","34","0","620340034","0","34","34","203400","34","1","34","0","0","34","34","200000001","0","34"
"0","0","0","10","35","35","35","30","0","35","1","594","35","35","32","10","0","35","5661","26","35","35","1","35","0","620340035","0","35","35","203400","35","1","35","0","0","35","35","200000001","0","35"
"0","0","0","10","36","36","36","30","0","36","1","620","36","36","36","10","0","36","5893","29","36","36","1","36","0","620340036","0","36","36","203400","36","1","36","0","0","36","36","200000001","0","36"
"0","0","0","10","37","37","37","30","0","37","1","646","37","37","39","10","0","37","6125","32","37","37","1","37","0","620340037","0","37","37","203400","37","1","37","0","0","37","37","200000001","0","37"
"0","0","0","10","38","38","38","30","0","38","1","673","38","38","43","10","0","38","6357","34","38","38","1","38","0","620340038","0","38","38","203400","38","1","38","0","0","38","38","200000001","0","38"
"0","0","0","10","39","39","39","30","0","39","1","753","39","39","42","10","0","39","6701","32","39","39","1","39","0","620340039","0","39","39","203400","39","1","39","0","0","39","39","200000001","0","39"
"0","0","0","10","40","40","40","30","0","40","1","796","40","40","44","10","0","40","7365","34","40","40","1","40","0","620340040","0","40","40","203400","40","1","40","0","0","40","40","200000001","0","40"
"0","0","0","10","41","41","41","30","0","41","1","882","41","41","46","10","0","41","8740","36","41","41","1","41","0","620340041","0","41","41","203400","41","1","41","0","0","41","41","200000001","0","41"
"0","0","0","10","42","42","42","30","0","42","1","968","42","42","47","10","0","42","10115","37","42","42","1","42","0","620340042","0","42","42","203400","42","1","42","0","0","42","42","200000001","0","42"
"0","0","0","10","43","43","43","30","0","43","1","991","43","43","47","10","0","43","10410","38","43","43","1","43","0","620340043","0","43","43","203400","43","1","43","0","0","43","43","200000001","0","43"
"0","0","0","10","44","44","44","30","0","44","1","1013","44","44","47","10","0","44","10705","38","44","44","1","44","0","620340044","0","44","44","203400","44","1","44","0","0","44","44","200000001","0","44"
"0","0","0","10","45","45","45","30","0","45","1","1113","45","45","47","10","0","45","11457","39","45","45","1","45","0","620340045","0","45","45","203400","45","1","45","0","0","45","45","200000001","0","45"
"0","0","0","10","46","46","46","30","0","46","1","1113","46","46","52","10","0","46","12209","41","46","46","1","46","0","620340046","0","46","46","203400","46","1","46","0","0","46","46","200000001","0","46"
"0","0","0","10","47","47","47","30","0","47","1","1658","47","47","61","10","0","47","16589","42","47","47","1","47","0","620340047","0","47","47","203400","47","1","47","0","0","47","47","200000001","0","47"
"0","0","0","10","48","48","48","30","0","48","1","1717","48","48","71","10","0","48","19891","46","48","48","1","48","0","620340048","0","48","48","203400","48","1","48","0","0","48","48","200000001","0","48"
"0","0","0","10","49","49","49","30","0","49","1","1776","49","49","72","10","0","49","20643","47","49","49","1","49","0","620340049","0","49","49","203400","49","1","49","0","0","49","49","200000001","0","49"
"0","0","0","10","50","50","50","30","0","50","1","1836","50","50","72","10","0","50","21395","47","50","50","1","50","0","620340050","0","50","50","203400","50","1","50","0","0","50","50","200000001","0","50"
"0","0","0","10","51","51","51","30","0","51","1","1895","51","51","73","10","0","51","22147","48","51","51","1","51","0","620340051","0","51","51","203400","51","1","51","0","0","51","51","200000001","0","51"
"0","0","0","10","52","52","52","30","0","52","1","1954","52","52","73","10","0","52","22899","48","52","52","1","52","0","620340052","0","52","52","203400","52","1","52","0","0","52","52","200000001","0","52"
"0","0","0","10","53","53","53","30","0","53","1","2037","53","53","74","10","0","53","24415","49","53","53","1","53","0","620340053","0","53","53","203400","53","1","53","0","0","53","53","200000001","0","53"
"0","0","0","10","54","54","54","30","0","54","1","2120","54","54","76","10","0","54","25930","49","54","54","1","54","0","620340054","0","54","54","203400","54","1","54","0","0","54","54","200000001","0","54"
"0","0","0","10","55","55","55","30","0","55","1","2204","55","55","77","10","0","55","27446","50","55","55","1","55","0","620340055","0","55","55","203400","55","1","55","0","0","55","55","200000001","0","55"
"0","0","0","10","56","56","56","30","0","56","1","2287","56","56","78","10","0","56","28962","50","56","56","1","56","0","620340056","0","56","56","203400","56","1","56","0","0","56","56","200000001","0","56"
"0","0","0","10","57","57","57","30","0","57","1","2370","57","57","80","10","0","57","30477","51","57","57","1","57","0","620340057","0","57","57","203400","57","1","57","0","0","57","57","200000001","0","57"
"0","0","0","10","58","58","58","30","0","58","1","2453","58","58","81","10","0","58","31993","51","58","58","1","58","0","620340058","0","58","58","203400","58","1","58","0","0","58","58","200000001","0","58"
"0","0","0","10","59","59","59","30","0","59","1","2537","59","59","82","10","0","59","33508","52","59","59","1","59","0","620340059","0","59","59","203400","59","1","59","0","0","59","59","200000001","0","59"
"0","0","0","10","60","60","60","30","0","60","1","2620","60","60","84","10","0","60","35024","52","60","60","1","60","0","620340060","0","60","60","203400","60","1","60","0","0","60","60","200000001","0","60"
