7eff1fb36285592878e017e574afc8126d8b37b3b979757599839af1fc722d57,eeea4f7bc0c9653e7c03759ca2fb27e3d9044e16a1779b5130e077ebd8d89c73,94de51279ce26f6ae8422de47d4844e4a64e542ddc639511ad102f5f1761ef4b,4fe7579065382c05a90e8026c262d5e8e7c26654ba0b869da2d4c1ef333cd004,70e923a3348072140a348292e02e728c8640646a11d957b689dfda6112f4567e,3cf80c5be6334663ea5c401501ce371ba2dae3a7fce21eaefff4377588f2e957,f3e022269b2aff31286afe3ad384d45c638b7bd2bc9704f3a06803124cd5a61a,69364b65be0528cd13429db62e9c91aa749390a51e033e857810a4e2240f74c0,eff672e9d090c7d5d90b789599c09060bb00e3631d4db3620f639a6f56cd375b,1284159eb99fd98ebf8ec51d350b02159cab1dad595e8d4360879b4dbd9960c0,046a7fd1579bdc1fc43340b94a13414df0541b7d6fae93254c8696f7cd558759
"31","","10","40112","1","0","210","","401004","1401120006","401004"
"31","","-100","40112","0.7","0","135","","401006","1401120007","401006"
"31","","0","40112","1","1","0","","400011","1401120008","400011"
"91","","","40112","","","","","0","1401120009","0"
"93","","","40112","","","","","0","1401120010","0.7"
"3","","","40112","","0.2","1","","<weapon>_run","1401120011","1000001"
"2","","1.5","40112","0","","-140","","-170","1401120012","1000001"
"32","","","40112","","","","","1","1401120013","401003"
"33","","1.5","40112","0","","-140","","-170","1401120014","401003"
"93","","","40112","","","","","0","1401120015","0.2"
"23","","","40112","","","0","","se_travel_top_defeat_foot","1401120016","se_travel_top"
"93","","","40112","","","","","0","1401120017","0.5"
"12","","0","40112","0","20","0.5","220","4","1401120018","1000001"
"93","","","40112","","","","","0","1401120019","0.04"
"23","","","40112","","","0","","se_travel_top_defeat_emote_notice","1401120020","se_travel_top"
"91","","","40112","","","","","","1401120021","1401120012"
"3","","","40112","","0","1","","<weapon>_idle","1401120022","1000001"
"32","","","40112","","","","","0","1401120023","401003"
"93","","","40112","","","","","0","1401120024","0.5"
"3","","<weapon>_idle","40112","1","0","0","0","<weapon>_attack_skipQuest","1401120025","1000001"
"93","","","40112","","","","","0","1401120026","0.1"
"23","","","40112","","","0","","se_travel_top_defeat_attack_jump","1401120027","se_travel_top"
"93","","","40112","","","","","0","1401120028","0.06"
"32","","","40112","","","","","1","1401120029","401004"
"3","","","40112","","0","0","","die","1401120030","21"
"23","","","40112","","","0","","se_travel_top_defeat_wyvern_fall","1401120031","se_travel_top"
"93","","","40112","","","","","0","1401120032","1.4"
"32","","","40112","","","","","1","1401120033","401006"
"23","","","40112","","","0","","se_travel_top_defeat_fadeout","1401120034","se_travel_top"
"93","","","40112","","","","","0","1401120035","0.1"
"122","","","40112","","","0.2","","24","1401120036","0"
"23","","","40112","","","0","","se_travel_top_defeat_appear_silverbox","1401120037","se_travel_top"
"91","","","40112","","","","","","1401120038","1401120030"
"6","","1","40112","0","0.5","1","","1","1401120039","21"
"93","","","40112","","","","","0","1401120040","0.5"
"23","","","40112","","","0","","se_travel_top_defeat_drop_silverbox","1401120041","se_travel_top"
"91","","","40112","","","","","","1401120042","1401120039"
"3","","","40112","","0","0","","<weapon>_joy_short","1401120043","1000001"
"93","","","40112","","","","","0","1401120044","0.54"
"23","","","40112","","","0","","se_travel_top_defeat_joy","1401120045","se_travel_top"
"91","","","40112","","","","","","1401120046","1401120043"
"111","","","40112","","","","","","1401120047",""
"91","","","40112","","","","","","1401120048","0"
"31","","-55","40121","0.65","1","0","","401000","1401210001","401000"
"5","normal","0","40121","-73","1","55","0","0","1401210002","0"
"91","","","40121","","","","","0","1401210003","0"
"1","<weapon>_idle","-1000","40122","-140","1","51","0","1000001","1401220001","2"
"5","idle","220","40122","-140","1","50","0","22","1401220002","22"
"31","","0","40122","1","1","0","","401001","1401220003","401001"
"31","","0","40122","1","1","0","","401002","1401220004","401002"
"31","","-140","40122","1","0","-1000","","401003","1401220005","401003"
"31","","-30","40122","1","0","210","","4010041","1401220006","401004"
"31","","-30","40122","1","0","210","","4010042","1401220007","401004"
"31","","-100","40122","0.7","0","135","","401007","1401220008","401007"
"31","","-135","40122","0.8","0","215","","401008","1401220009","401008"
"31","","0","40122","1","1","0","","400012","1401220010","400012"
"91","","","40122","","","","","0","1401220011","0"
"23","","","40122","","","0","","se_travel_top_defeat_wipe","1401220012","se_travel_top"
"3","","idle","40122","1","0.2","0","0.2","awake","1401220013","22"
"93","","","40122","","","","","0","1401220014","0.83"
"23","","","40122","","","0","","se_travel_top_defeat_move_minotaur","1401220015","se_travel_top"
"93","","","40122","","","","","0","1401220016","0.07"
"122","","","40122","","","0.7","","24","1401220017","0"
"93","","","40122","","","","","0","1401220018","0.5"
"23","","","40122","","","0","","se_travel_top_defeat_move_minotaur2","1401220019","se_travel_top"
"93","","","40122","","","","","0","1401220020","1.3"
"23","","","40122","","","0","","se_travel_top_defeat_awake_minotaur","1401220021","se_travel_top"
"32","","","40122","","","","","1","1401220022","401008"
"122","","","40122","","","1","","48","1401220023","0"
"93","","","40122","","","","","0","1401220024","1.27"
"3","","","40122","","0.2","1","","<weapon>_run","1401220025","1000001"
"2","","1.5","40122","0","","-140","","-170","1401220026","1000001"
"32","","","40122","","","","","1","1401220027","401003"
"33","","1.5","40122","0","","-140","","-170","1401220028","401003"
"93","","","40122","","","","","0","1401220029","0.2"
"23","","","40122","","","0","","se_travel_top_defeat_foot","1401220030","se_travel_top"
"93","","","40122","","","","","0","1401220031","0.5"
"12","","0","40122","0","20","0.5","220","4","1401220032","1000001"
"93","","","40122","","","","","0","1401220033","0.04"
"23","","","40122","","","0","","se_travel_top_defeat_emote_notice","1401220034","se_travel_top"
"91","","","40122","","","","","","1401220035","1401220026"
"3","","","40122","","0","1","","<weapon>_idle","1401220036","1000001"
"32","","","40122","","","","","0","1401220037","401003"
"93","","","40122","","","","","0","1401220038","0.5"
"3","","<weapon>_idle","40122","1","0","0","0","<weapon>_attack_skipQuest","1401220039","1000001"
"93","","","40122","","","","","0","1401220040","0.1"
"23","","","40122","","","0","","se_travel_top_defeat_attack_jump","1401220041","se_travel_top"
"93","","","40122","","","","","0","1401220042","0.06"
"32","","","40122","","","","","1","1401220043","4010041"
"3","","idle","40122","1","0","0","0","damage","1401220044","22"
"93","","","40122","","","","","0","1401220045","1.6"
"3","","<weapon>_idle","40122","1","0","0","0","<weapon>_attack_skipQuest","1401220046","1000001"
"93","","","40122","","","","","0","1401220047","0.1"
"23","","","40122","","","0","","se_travel_top_defeat_attack_jump","1401220048","se_travel_top"
"93","","","40122","","","","","0","1401220049","0.06"
"32","","","40122","","","","","1","1401220050","4010042"
"3","","","40122","","0","0","","die","1401220051","22"
"23","","","40122","","","0","","se_travel_top_defeat_die_minotaur","1401220052","se_travel_top"
"93","","","40122","","","","","0","1401220053","1.67"
"32","","","40122","","","","","1","1401220054","401007"
"23","","","40122","","","0","","se_travel_top_defeat_die_minotaur2","1401220055","se_travel_top"
"93","","","40122","","","","","0","1401220056","0.1"
"122","","","40122","","","0.2","","24","1401220057","0"
"23","","","40122","","","0","","se_travel_top_defeat_appear_goldenbox","1401220058","se_travel_top"
"91","","","40122","","","","","","1401220059","1401220051"
"6","","1","40122","0","0.5","1","","1","1401220060","22"
"23","","","40122","","","0","","se_travel_top_defeat_fadeout","1401220061","se_travel_top"
"93","","","40122","","","","","0","1401220062","0.2"
"23","","","40122","","","0","","se_travel_top_defeat_drop_goldenbox","1401220063","se_travel_top"
"91","","","40122","","","","","","1401220064","1401220060"
"3","","","40122","","0","0","","<weapon>_joy_short","1401220065","1000001"
"93","","","40122","","","","","0","1401220066","0.54"
"23","","","40122","","","0","","se_travel_top_defeat_joy","1401220067","se_travel_top"
"91","","","40122","","","","","","1401220068","1401220065"
"111","","","40122","","","","","","1401220069",""
"91","","","40122","","","","","","1401220070","0"
"31","","-55","40131","0.65","1","0","","401300","1401310001","401300"
"5","normal","0","40131","-73","1","55","0","0","1401310002","0"
"91","","","40131","","","","","0","1401310003","0"
"1","travel_topdrama_r_4000_idle","-20","40132","-195","1.75","56","0","1000001","1401320001","1"
"1","travel_topdrama_r_4000_idle","-260","40132","-140","1.75","55","0","1000002","1401320002","1"
"1","travel_topdrama_r_4000_idle","-450","40132","-140","1.75","54","0","1000003","1401320003","1"
"5","travel_topdrama_r_4013_static","435","40132","-150","1","53","0","7","1401320004","7"
"5","travel_topdrama_r_4013_catch_1","-2000","40132","-2000","1.75","57","0","8","1401320005","8"
"31","","0","40132","1","1","0","","401301","1401320006","401301"
"31","","0","40132","1","1","0","","401303","1401320007","401303"
"31","","68","40132","1","0","50","","401304","1401320008","401304"
"31","","-158","40132","1","0","312","","401305","1401320009","401305"
"31","","-158","40132","1","0","312","","401306","1401320010","401306"
"31","","188","40132","0.8","0","36","","401307","1401320011","401307"
"31","","200","40132","1","0","-258","","401308","1401320012","401308"
"31","","255","40132","1","0","-437","","4013082","1401320013","401318"
"31","","-15","40132","1","0","120","","401309","1401320014","401309"
"31","","-15","40132","1","0","120","","401310","1401320015","401310"
"31","","-91","40132","1","0","-42","","401312","1401320016","401312"
"31","","0","40132","1","0","0","","401313","1401320017","401313"
"31","","0","40132","1","0","0","","401314","1401320018","401314"
"31","","0","40132","1","1","0","","400013","1401320019","400013"
"91","","","40132","","","","","0","1401320020","0"
"93","","","40132","","","","","0","1401320021","1"
"3","","","40132","","0.2","0","","travel_topdrama_r_4013_touch_1","1401320022","1000001"
"23","","","40132","","","","","se_travel_top_aruma_01","1401320023","se_travel_top"
"32","","","40132","","","","","1","1401320024","401309"
"93","","","40132","","","","","0","1401320025","1"
"3","","","40132","","0","0","","travel_topdrama_r_4013_danger_1","1401320026","7"
"93","","","40132","","","","","0","1401320027","1.63"
"23","","","40132","","","","","se_travel_top_aruma_04","1401320028","se_travel_top"
"93","","","40132","","","","","0","1401320029","0.04"
"3","","","40132","","0.6","1","","travel_topdrama_r_4013_touch_loop","1401320030","1000001"
"93","","","40132","","","","","0","1401320031","0.4"
"23","","","40132","","","","","se_travel_top_aruma_05","1401320032","se_travel_top"
"93","","","40132","","","","","0","1401320033","1.33"
"2","","0","40132","0","","-195","","-20","1401320034","8"
"3","","","40132","0","0","0","0","travel_topdrama_r_4013_catch_1","1401320035","8"
"23","","","40132","","","","","se_travel_top_aruma_06","1401320036","se_travel_top"
"3","","travel_topdrama_r_4013_static","40132","0","0.1","0","0.1","travel_topdrama_r_4013_safe","1401320037","7"
"3","","travel_topdrama_r_4013_runaway","40132","1","0.1","0","0","travel_topdrama_r_4013_catch","1401320038","1000001"
"32","","","40132","","","","","1","1401320039","401313"
"93","","","40132","","","","","0","1401320040","0.66"
"32","","","40132","","","","","1","1401320041","401312"
"23","","","40132","","","","","se_travel_top_aruma_07","1401320042","se_travel_top"
"93","","","40132","","","","","0","1401320043","0.97"
"4","","","40132","","","","","1","1401320044","1000001"
"3","","","40132","1","0","1","","travel_topdrama_r_4013_runaway","1401320045","1000001"
"3","","","40132","1","0.1","1","","travel_topdrama_r_4000_run_normal","1401320046","1000002"
"3","","","40132","1","0.1","1","","travel_topdrama_r_4000_run_normal","1401320047","1000003"
"23","","","40132","","","","","se_travel_top_aruma_08","1401320048","se_travel_top"
"4","","","40132","0","","","","1","1401320049","8"
"2","","2.5","40132","0","","-195","","-1600","1401320050","8"
"3","","","40132","1","0","1","0","travel_topdrama_r_4013_runaway_1","1401320051","8"
"2","","2.5","40132","0","","-195","","-1600","1401320052","1000001"
"2","","1.4","40132","0","","-195","","-20","1401320053","1000002"
"2","","1.4","40132","0","","-140","","-215","1401320054","1000003"
"93","","","40132","","","","","0","1401320055","1.4"
"32","","","40132","","","","","1","1401320056","401310"
"3","","","40132","","0.2","0","","travel_topdrama_r_4013_touch_2","1401320057","1000002"
"3","","","40132","","0.2","1","","travel_topdrama_r_4000_idle","1401320058","1000003"
"93","","","40132","","","","","0","1401320059","1"
"3","","","40132","","0","0","","travel_topdrama_r_4013_danger_2","1401320060","7"
"93","","","40132","","","","","0","1401320061","1.67"
"32","","","40132","","","","","1","1401320062","401304"
"23","","","40132","","","","","se_travel_top_aruma_10","1401320063","se_travel_top"
"93","","","40132","","","","","0","1401320064","0.3"
"3","","","40132","","0.6","1","","travel_topdrama_r_4013_touch_loop","1401320065","1000002"
"93","","","40132","","","","","0","1401320066","0.1"
"23","","","40132","","","","","se_travel_top_aruma_05","1401320067","se_travel_top"
"93","","","40132","","","","","0","1401320068","0.06"
"32","","","40132","","","","","1","1401320069","401307"
"93","","","40132","","","","","0","1401320070","0.57"
"32","","","40132","","","","","1","1401320071","401314"
"3","","travel_topdrama_r_4013_idle","40132","1","0.1","0","0.1","travel_topdrama_r_4013_out","1401320072","7"
"23","","","40132","","","","","se_travel_top_aruma_18","1401320073","se_travel_top"
"32","","","40132","","","","","1","1401320074","401308"
"32","","","40132","","","","","1","1401320075","4013082"
"93","","","40132","","","","","0","1401320076","0.1"
"3","","travel_topdrama_r_4013_run","40132","1","0","0","0","travel_topdrama_r_4013_shock","1401320077","1000002"
"3","","travel_topdrama_r_4013_run","40132","1","0","0","0","travel_topdrama_r_4013_shock","1401320078","1000003"
"93","","","40132","","","","","0","1401320079","0.86"
"3","","","40132","","0","1","","travel_topdrama_r_4013_run","1401320080","1000002"
"3","","","40132","","0","1","","travel_topdrama_r_4013_run","1401320081","1000003"
"2","","2.5","40132","0","","-195","","-1600","1401320082","1000002"
"2","","2.5","40132","0","","-140","","-1600","1401320083","1000003"
"93","","","40132","","","","","0","1401320084","0.07"
"122","","","40132","","","0.4","","24","1401320085","0"
"32","","","40132","","","","","1","1401320086","401305"
"32","","","40132","","","","","1","1401320087","401306"
"93","","","40132","","","","","0","1401320088","0.9"
"23","","","40132","","","","","se_travel_top_aruma_21","1401320089","se_travel_top"
"93","","","40132","","","","","0","1401320090","1.1"
"111","","","40132","","","","","","1401320091","0"
"91","","","40132","","","","","","1401320092","0"
"31","","-55","40141","0.65","1","0","","401300","1401410001","401300"
"5","normal","0","40141","-73","1","55","0","0","1401410002","0"
"91","","","40141","","","","","0","1401410003","0"
"1","travel_topdrama_r_4000_idle","-20","40142","-195","1.75","56","0","1000001","1401420001","1"
"1","travel_topdrama_r_4000_idle","-260","40142","-140","1.75","55","0","1000002","1401420002","1"
"1","travel_topdrama_r_4000_idle","-450","40142","-140","1.75","54","0","1000003","1401420003","1"
"5","travel_topdrama_r_4013_static","435","40142","-150","1","53","0","7","1401420004","7"
"5","travel_topdrama_r_4013_catch_1","-2000","40142","-2000","1.75","57","0","8","1401420005","8"
"31","","0","40142","1","1","0","","401301","1401420006","401301"
"31","","0","40142","1","1","0","","401303","1401420007","401303"
"31","","78","40142","1","0","40","","401304","1401420008","401304"
"31","","78","40142","1","0","40","","4013042","1401420009","401304"
"31","","-158","40142","1","0","312","","401305","1401420010","401305"
"31","","-158","40142","1","0","312","","401306","1401420011","401306"
"31","","188","40142","0.8","0","36","","401307","1401420012","401307"
"31","","200","40142","1","0","-258","","401308","1401420013","401308"
"31","","255","40142","1","0","-437","","4013082","1401420014","401308"
"31","","-15","40142","1","0","120","","401309","1401420015","401309"
"31","","-15","40142","1","0","120","","401310","1401420016","401310"
"31","","-10","40142","1","0","120","","401311","1401420017","401311"
"31","","-91","40142","1","0","-42","","401312","1401420018","401312"
"31","","-91","40142","1","0","-42","","4013122","1401420019","401312"
"31","","0","40142","1","0","0","","401313","1401420020","401313"
"31","","0","40142","1","0","0","","4013132","1401420021","401313"
"31","","0","40142","1","0","0","","401314","1401420022","401314"
"31","","0","40142","1","1","0","","401400","1401420023","400014"
"91","","","40142","","","","","0","1401420024","0"
"93","","","40142","","","","","0","1401420025","1"
"3","","travel_topdrama_r_4013_touch_loop","40142","1","0.3","0","","travel_topdrama_r_4013_touch_1","1401420026","1000001"
"23","","","40142","","","","","se_travel_top_aruma_01","1401420027","se_travel_top"
"32","","","40142","","","","","1","1401420028","401309"
"93","","","40142","","","","","0","1401420029","1"
"3","","","40142","","0","0","","travel_topdrama_r_4013_danger_1","1401420030","7"
"93","","","40142","","","","","0","1401420031","1.63"
"23","","","40142","","","","","se_travel_top_aruma_04","1401420032","se_travel_top"
"93","","","40142","","","","","0","1401420033","0.04"
"3","","","40142","","0.3","1","","travel_topdrama_r_4013_touch_loop","1401420034","1000001"
"93","","","40142","","","","","0","1401420035","0.4"
"23","","","40142","","","","","se_travel_top_aruma_05","1401420036","se_travel_top"
"93","","","40142","","","","","0","1401420037","1.33"
"2","","0","40142","0","","-195","","-20","1401420038","8"
"3","","","40142","0","0","0","","travel_topdrama_r_4013_catch_1","1401420039","8"
"23","","","40142","","","","","se_travel_top_aruma_06","1401420040","se_travel_top"
"3","","travel_topdrama_r_4013_static","40142","0","0.1","0","0.1","travel_topdrama_r_4013_safe","1401420041","7"
"3","","","40142","","0.1","0","","travel_topdrama_r_4013_catch","1401420042","1000001"
"32","","","40142","","","","","1","1401420043","401313"
"93","","","40142","","","","","0","1401420044","0.66"
"32","","","40142","","","","","1","1401420045","401312"
"23","","","40142","","","","","se_travel_top_aruma_07","1401420046","se_travel_top"
"93","","","40142","","","","","0","1401420047","0.97"
"4","","","40142","","","","","1","1401420048","1000001"
"3","","","40142","","0","1","","travel_topdrama_r_4013_runaway","1401420049","1000001"
"3","","","40142","","0.1","1","","travel_topdrama_r_4000_run_normal","1401420050","1000002"
"3","","","40142","","0.1","1","","travel_topdrama_r_4000_run_normal","1401420051","1000003"
"23","","","40142","","","","","se_travel_top_aruma_08","1401420052","se_travel_top"
"4","","","40142","0","","","","1","1401420053","8"
"2","","2.5","40142","0","","-195","","-1600","1401420054","8"
"3","","","40142","1","0","1","","travel_topdrama_r_4013_runaway_1","1401420055","8"
"2","","2.5","40142","0","","-195","","-1600","1401420056","1000001"
"2","","1.4","40142","0","","-195","","-20","1401420057","1000002"
"2","","1.4","40142","0","","-140","","-215","1401420058","1000003"
"93","","","40142","","","","","0","1401420059","1.4"
"32","","","40142","","","","","1","1401420060","401310"
"3","","travel_topdrama_r_4013_touch_loop","40142","1","0.2","0","0.3","travel_topdrama_r_4013_touch_2","1401420061","1000002"
"3","","","40142","","0.2","1","","travel_topdrama_r_4000_idle","1401420062","1000003"
"93","","","40142","","","","","0","1401420063","1"
"3","","","40142","","0","0","","travel_topdrama_r_4013_danger_2","1401420064","7"
"93","","","40142","","","","","0","1401420065","1.67"
"32","","","40142","","","","","1","1401420066","401304"
"23","","","40142","","","","","se_travel_top_aruma_10","1401420067","se_travel_top"
"93","","","40142","","","","","0","1401420068","0.3"
"3","","","40142","","0.3","1","","travel_topdrama_r_4013_touch_loop","1401420069","1000002"
"93","","","40142","","","","","0","1401420070","0.2"
"23","","","40142","","","","","se_travel_top_aruma_05","1401420071","se_travel_top"
"93","","","40142","","","","","0","1401420072","0.83"
"4","","","40142","0","","","","0","1401420073","8"
"2","","0","40142","0","","-195","","-20","1401420074","8"
"3","","","40142","","0","0","","travel_topdrama_r_4013_catch_2","1401420075","8"
"23","","","40142","","","","","se_travel_top_aruma_11","1401420076","se_travel_top"
"3","","travel_topdrama_r_4013_static","40142","0","0.1","0","0.1","travel_topdrama_r_4013_safe","1401420077","7"
"3","","travel_topdrama_r_4013_runaway","40142","1","0.1","0","0","travel_topdrama_r_4013_catch","1401420078","1000002"
"32","","","40142","","","","","1","1401420079","4013132"
"93","","","40142","","","","","0","1401420080","0.66"
"32","","","40142","","","","","1","1401420081","4013122"
"23","","","40142","","","","","se_travel_top_aruma_12","1401420082","se_travel_top"
"93","","","40142","","","","","0","1401420083","0.97"
"4","","","40142","","","","","1","1401420084","1000002"
"3","","","40142","","0","1","","travel_topdrama_r_4013_runaway","1401420085","1000002"
"3","","","40142","","0.1","1","","travel_topdrama_r_4000_run_normal","1401420086","1000003"
"23","","","40142","","","","","se_travel_top_aruma_08","1401420087","se_travel_top"
"4","","","40142","0","","","","1","1401420088","8"
"2","","2.5","40142","0","","-195","","-1600","1401420089","8"
"3","","","40142","","0","1","","travel_topdrama_r_4013_runaway_2","1401420090","8"
"2","","2.5","40142","0","","-195","","-1600","1401420091","1000002"
"2","","1.4","40142","0","","-195","","-20","1401420092","1000003"
"93","","","40142","","","","","0","1401420093","1.4"
"3","","travel_topdrama_r_4013_touch_loop","40142","1","0.2","0","0.3","travel_topdrama_r_4013_touch_3","1401420094","1000003"
"32","","","40142","","","","","1","1401420095","401311"
"93","","","40142","","","","","0","1401420096","1"
"3","","","40142","","0","0","","travel_topdrama_r_4013_danger_3_in","1401420097","7"
"93","","","40142","","","","","0","1401420098","2.16"
"32","","","40142","","","","","1","1401420099","4013042"
"93","","","40142","","","","","0","1401420100","0.54"
"3","","","40142","","0.3","1","","travel_topdrama_r_4013_touch_loop","1401420101","1000003"
"93","","","40142","","","","","0","1401420102","0.34"
"32","","","40142","","","","","1","1401420103","401307"
"93","","","40142","","","","","0","1401420104","0.5"
"32","","","40142","","","","","1","1401420105","401314"
"3","","travel_topdrama_r_4013_idle","40142","1","0.1","0","0.1","travel_topdrama_r_4013_out","1401420106","7"
"23","","","40142","","","","","se_travel_top_aruma_18","1401420107","se_travel_top"
"32","","","40142","","","","","1","1401420108","401308"
"93","","","40142","","","","","0","1401420109","0.1"
"3","","travel_topdrama_r_4013_run","40142","1","0","0","0","travel_topdrama_r_4013_shock","1401420110","1000003"
"93","","","40142","","","","","0","1401420111","0.86"
"3","","","40142","","0","1","","travel_topdrama_r_4013_run","1401420112","1000003"
"2","","2.5","40142","0","","-195","","-1600","1401420113","1000003"
"93","","","40142","","","","","0","1401420114","0.07"
"122","","","40142","","","0.4","","24","1401420115","0"
"32","","","40142","","","","","1","1401420116","401305"
"32","","","40142","","","","","1","1401420117","401306"
"93","","","40142","","","","","0","1401420118","0.9"
"23","","","40142","","","","","se_travel_top_aruma_21","1401420119","se_travel_top"
"93","","","40142","","","","","0","1401420120","1.1"
"111","","","40142","","","","","","1401420121","0"
"91","","","40142","","","","","","1401420122","0"
"31","","-55","40151","0.65","1","0","","401300","1401510001","401300"
"5","normal","0","40151","-73","1","55","0","0","1401510002","0"
"91","","","40151","","","","","0","1401510003","0"
"1","travel_topdrama_r_4000_idle","-20","40152","-195","1.75","56","0","1000001","1401520001","1"
"1","travel_topdrama_r_4000_idle","-260","40152","-140","1.75","55","0","1000002","1401520002","1"
"1","travel_topdrama_r_4000_idle","-450","40152","-140","1.75","54","0","1000003","1401520003","1"
"5","travel_topdrama_r_4013_static","435","40152","-150","1","53","0","7","1401520004","7"
"5","travel_topdrama_r_4013_catch_1","-2000","40152","-2000","1.75","57","0","8","1401520005","8"
"31","","0","40152","1","1","0","","401301","1401520006","401301"
"31","","0","40152","1","1","0","","401303","1401520007","401303"
"31","","78","40152","1","0","40","","401304","1401520008","401304"
"31","","78","40152","1","0","40","","4013042","1401520009","401304"
"31","","78","40152","1","0","40","","401315","1401520010","401315"
"31","","103","40152","1","0","27","","401316","1401520011","401316"
"31","","188","40152","0.8","0","36","","401307","1401520012","401307"
"31","","-15","40152","1","0","120","","401309","1401520013","401309"
"31","","-15","40152","1","0","120","","401310","1401520014","401310"
"31","","-10","40152","1","0","120","","401311","1401520015","401311"
"31","","-91","40152","1","0","-42","","401312","1401520016","401312"
"31","","-91","40152","1","0","-42","","4013122","1401520017","401312"
"31","","-81","40152","1","0","-42","","4013123","1401520018","401312"
"31","","0","40152","1","0","0","","401313","1401520019","401313"
"31","","0","40152","1","0","0","","4013132","1401520020","401313"
"31","","0","40152","1","0","0","","4013133","1401520021","401313"
"31","","0","40152","1","1","0","","401500","1401520022","400015"
"91","","","40152","","","","","0","1401520023","0"
"93","","","40152","","","","","0","1401520024","1"
"3","","travel_topdrama_r_4013_touch_loop","40152","1","0.2","0","0.3","travel_topdrama_r_4013_touch_1","1401520025","1000001"
"23","","","40152","","","","","se_travel_top_aruma_01","1401520026","se_travel_top"
"32","","","40152","","","","","1","1401520027","401309"
"93","","","40152","","","","","0","1401520028","1"
"3","","","40152","","0","0","","travel_topdrama_r_4013_danger_1","1401520029","7"
"93","","","40152","","","","","0","1401520030","1.63"
"23","","","40152","","","","","se_travel_top_aruma_04","1401520031","se_travel_top"
"93","","","40152","","","","","0","1401520032","0.04"
"3","","","40152","","0.3","1","","travel_topdrama_r_4013_touch_loop","1401520033","1000001"
"93","","","40152","","","","","0","1401520034","0.4"
"23","","","40152","","","","","se_travel_top_aruma_05","1401520035","se_travel_top"
"93","","","40152","","","","","0","1401520036","0.83"
"2","","0","40152","0","","-195","","-20","1401520037","8"
"3","","","40152","","0","0","","travel_topdrama_r_4013_catch_1","1401520038","8"
"23","","","40152","","","","","se_travel_top_aruma_06","1401520039","se_travel_top"
"3","","travel_topdrama_r_4013_static","40152","0","0.1","0","0.1","travel_topdrama_r_4013_safe","1401520040","7"
"3","","","40152","","0.1","0","","travel_topdrama_r_4013_catch","1401520041","1000001"
"32","","","40152","","","","","1","1401520042","401313"
"93","","","40152","","","","","0","1401520043","0.66"
"32","","","40152","","","","","1","1401520044","401312"
"23","","","40152","","","","","se_travel_top_aruma_07","1401520045","se_travel_top"
"93","","","40152","","","","","0","1401520046","0.97"
"4","","","40152","","","","","1","1401520047","1000001"
"3","","","40152","","0","1","","travel_topdrama_r_4013_runaway","1401520048","1000001"
"3","","","40152","","0.1","1","","travel_topdrama_r_4000_run_normal","1401520049","1000002"
"3","","","40152","","0.1","1","","travel_topdrama_r_4000_run_normal","1401520050","1000003"
"23","","","40152","","","","","se_travel_top_aruma_08","1401520051","se_travel_top"
"4","","","40152","0","","","","1","1401520052","8"
"2","","2.5","40152","0","","-195","","-1600","1401520053","8"
"3","","","40152","1","0","1","","travel_topdrama_r_4013_runaway_1","1401520054","8"
"2","","2.5","40152","0","","-195","","-1600","1401520055","1000001"
"2","","1.4","40152","0","","-195","","-20","1401520056","1000002"
"2","","1.4","40152","0","","-140","","-215","1401520057","1000003"
"93","","","40152","","","","","0","1401520058","1.4"
"32","","","40152","","","","","1","1401520059","401310"
"3","","travel_topdrama_r_4013_touch_loop","40152","1","0.2","0","0.3","travel_topdrama_r_4013_touch_2","1401520060","1000002"
"3","","","40152","","0.2","1","","travel_topdrama_r_4000_idle","1401520061","1000003"
"93","","","40152","","","","","0","1401520062","1"
"3","","","40152","","0","0","","travel_topdrama_r_4013_danger_2","1401520063","7"
"93","","","40152","","","","","0","1401520064","1.67"
"32","","","40152","","","","","1","1401520065","401304"
"23","","","40152","","","","","se_travel_top_aruma_10","1401520066","se_travel_top"
"93","","","40152","","","","","0","1401520067","0.3"
"3","","","40152","","0.3","1","","travel_topdrama_r_4013_touch_loop","1401520068","1000002"
"93","","","40152","","","","","0","1401520069","0.2"
"23","","","40152","","","","","se_travel_top_aruma_05","1401520070","se_travel_top"
"93","","","40152","","","","","0","1401520071","0.83"
"4","","","40152","0","","","","0","1401520072","8"
"2","","0","40152","0","","-195","","-20","1401520073","8"
"3","","","40152","","0","0","","travel_topdrama_r_4013_catch_2","1401520074","8"
"23","","","40152","","","","","se_travel_top_aruma_11","1401520075","se_travel_top"
"3","","travel_topdrama_r_4013_static","40152","0","0.1","0","0.1","travel_topdrama_r_4013_safe","1401520076","7"
"3","","travel_topdrama_r_4013_runaway","40152","1","0.1","0","0","travel_topdrama_r_4013_catch","1401520077","1000002"
"32","","","40152","","","","","1","1401520078","4013132"
"93","","","40152","","","","","0","1401520079","0.66"
"32","","","40152","","","","","1","1401520080","4013122"
"23","","","40152","","","","","se_travel_top_aruma_12","1401520081","se_travel_top"
"93","","","40152","","","","","0","1401520082","0.97"
"4","","","40152","","","","","1","1401520083","1000002"
"3","","","40152","","0","1","","travel_topdrama_r_4013_runaway","1401520084","1000002"
"3","","","40152","","0.1","1","","travel_topdrama_r_4000_run_normal","1401520085","1000003"
