a42730ef6d1d60dbfa4042bcabdb67e364686a1c3ac324c290570fdeb4ef6580,63bbb8c65136f09b4c2de9fa19002d9a409c0e2bde56ea8ecf8ba3bcb806a1a0,621a048bc071ab6766fe3ea7a226ef4f88e9a1355e0a050e90df11748b5dce8d,3d9078d974cd2ef2dcbc96115633be8e72d31dd803ba17db870dfdc8d24d0e1f
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1014001","1","10140"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1014002","1","10140"
"討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1014003","1","10140"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1014004","3","10140"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1014005","3","10140"
"EXHIBITION＋是比SPECIAL更強力的Boss戰。\n挑戰時不會消耗Boss挑戰券，但有限制挑戰次數。\n和有附加氣勢效果的角色一起挑戰強敵吧。","1014006","7","10140"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1014101","1","10141"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1014102","1","10141"
"交換討伐證將是得到獎勵的契機。\n獎勵之中，也包含在活動中登場之角色的記憶碎片。\n多多蒐集，將角色變成夥伴吧。","1014103","1","10141"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1014104","3","10141"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1014105","3","10141"
"挑戰活動任務和BOSS時，有時候會進入\n信賴度章節。依照對話的內容將會提升信賴度，\n達到特定的信賴度時可獲得禮物。","1014106","4","10141"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1014201","1","10142"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1014202","1","10142"
"討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1014203","1","10142"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1014204","3","10142"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1014205","3","10142"
"EXHIBITION＋是比SPECIAL更強力的Boss戰。\n挑戰時不會消耗Boss挑戰券，但有限制挑戰次數。\n和有附加氣勢效果的角色一起挑戰強敵吧。","1014206","7","10142"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1014301","1","10143"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1014302","1","10143"
"交換討伐證將是得到獎勵的契機。\n獎勵之中，也包含在活動中登場之角色的記憶碎片。\n多多蒐集，將角色變成夥伴吧。","1014303","1","10143"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1014304","3","10143"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1014305","3","10143"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1014401","1","10144"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1014402","1","10144"
"討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1014403","1","10144"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1014404","3","10144"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1014405","3","10144"
"EXHIBITION＋是比SPECIAL更強力的Boss戰。\n挑戰時不會消耗Boss挑戰券，但有限制挑戰次數。\n和有附加氣勢效果的角色一起挑戰強敵吧。","1014406","7","10144"
"挑戰活動任務和BOSS時，有時候會進入\n信賴度章節。依照對話的內容將會提升信賴度，\n達到特定的信賴度時可獲得禮物。","1014407","4","10144"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1014501","1","10145"
"達成活動限定的任務後，可解放的角色\n即會登場。在活動期間內\n以完成任務為目標吧。","1014502","1","10145"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1014503","1","10145"
"交換討伐證將是得到獎勵的契機。\n獎勵之中，也包含在活動中登場之角色的記憶碎片。\n多多蒐集，將角色變成夥伴吧。","1014504","1","10145"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1014505","3","10145"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1014506","3","10145"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1014601","1","10146"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1014602","1","10146"
"討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1014603","1","10146"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1014604","3","10146"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1014605","3","10146"
"EXHIBITION＋是比SPECIAL更強力的Boss戰。\n挑戰時不會消耗Boss挑戰券，但有限制挑戰次數。\n和有附加氣勢效果的角色一起挑戰強敵吧。","1014606","7","10146"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1014701","1","10147"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1014702","1","10147"
"交換討伐證將是得到獎勵的契機。\n獎勵之中，也包含在活動中登場之角色的記憶碎片。\n多多蒐集，將角色變成夥伴吧。","1014703","1","10147"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1014704","3","10147"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1014705","3","10147"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1014801","1","10148"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1014802","1","10148"
"討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1014803","1","10148"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1014804","3","10148"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1014805","3","10148"
"EXHIBITION＋是比SPECIAL更強力的Boss戰。\n挑戰時不會消耗Boss挑戰券，但有限制挑戰次數。\n和有附加氣勢效果的角色一起挑戰強敵吧。","1014806","7","10148"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1014901","1","10149"
"達成活動限定的任務後，可解放的角色\n即會登場。在活動期間內\n以完成任務為目標吧。","1014902","1","10149"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1014903","1","10149"
"交換討伐證將是得到獎勵的契機。\n獎勵之中，也包含在活動中登場之角色的記憶碎片。\n多多蒐集，將角色變成夥伴吧。","1014904","1","10149"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1014905","3","10149"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1014906","3","10149"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1015001","1","10150"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1015002","1","10150"
"討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1015003","1","10150"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1015004","3","10150"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1015005","3","10150"
"EXHIBITION＋是比SPECIAL更強力的Boss戰。\n挑戰時不會消耗Boss挑戰券，但有限制挑戰次數。\n和有附加氣勢效果的角色一起挑戰強敵吧。","1015006","7","10150"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1015101","1","10151"
"達成活動限定的任務後，可解放的角色\n即會登場。在活動期間內\n以完成任務為目標吧。","1015102","1","10151"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1015103","1","10151"
"交換討伐證將是得到獎勵的契機。\n獎勵之中，也包含在活動中登場之角色的記憶碎片。\n多多蒐集，將角色變成夥伴吧。","1015104","1","10151"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1015105","3","10151"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1015106","3","10151"
"挑戰活動任務和BOSS時，有時候會進入\n信賴度章節。依照對話的內容將會提升信賴度，\n達到特定的信賴度時可獲得禮物。","1015107","4","10151"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1015201","1","10152"
"達成活動限定的任務後，可解放的角色\n即會登場。在活動期間內\n以完成任務為目標吧。","1015202","1","10152"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1015203","1","10152"
"討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1015204","1","10152"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1015205","3","10152"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1015206","3","10152"
"EXHIBITION＋是比SPECIAL更強力的Boss戰。\n挑戰時不會消耗Boss挑戰券，但有限制挑戰次數。\n和有附加氣勢效果的角色一起挑戰強敵吧。","1015207","7","10152"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1015301","1","10153"
"達成活動限定的任務後，可解放的角色\n即會登場。在活動期間內\n以完成任務為目標吧。","1015302","1","10153"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1015303","1","10153"
"討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1015304","1","10153"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1015305","3","10153"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1015306","3","10153"
"挑戰活動任務和BOSS時，有時候會進入\n信賴度章節。依照對話的內容將會提升信賴度，\n達到特定的信賴度時可獲得禮物。","1015307","4","10153"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1015401","1","10154"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1015402","1","10154"
"討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1015403","1","10154"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1015404","3","10154"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1015405","3","10154"
"EXHIBITION＋是比SPECIAL更強力的Boss戰。\n挑戰時不會消耗Boss挑戰券，但有限制挑戰次數。\n和有附加氣勢效果的角色一起挑戰強敵吧。","1015406","7","10154"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1015501","1","10155"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1015502","1","10155"
"交換討伐證將是得到獎勵的契機。\n獎勵之中，也包含在活動中登場之角色的記憶碎片。\n多多蒐集，將角色變成夥伴吧。","1015503","1","10155"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1015504","3","10155"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1015505","3","10155"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1015601","1","10156"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1015602","1","10156"
"討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1015603","1","10156"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1015604","3","10156"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1015605","3","10156"
"EXHIBITION＋是比SPECIAL更強力的Boss戰。\n挑戰時不會消耗Boss挑戰券，但有限制挑戰次數。\n和有附加氣勢效果的角色一起挑戰強敵吧。","1015606","7","10156"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1015701","1","10157"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1015702","1","10157"
"交換討伐證將是得到獎勵的契機。\n獎勵之中，也包含在活動中登場之角色的記憶碎片。\n多多蒐集，將角色變成夥伴吧。","1015703","1","10157"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1015704","3","10157"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1015705","3","10157"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1015801","1","10158"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1015802","1","10158"
"討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1015803","1","10158"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1015804","3","10158"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1015805","3","10158"
"EXHIBITION＋是比SPECIAL更強力的Boss戰。\n挑戰時不會消耗Boss挑戰券，但有限制挑戰次數。\n和有附加氣勢效果的角色一起挑戰強敵吧。","1015806","7","10158"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1015901","1","10159"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1015902","1","10159"
"討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1015903","1","10159"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1015904","3","10159"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1015905","3","10159"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1016001","1","10160"
"達成活動限定的任務後，可解放的角色\n即會登場。在活動期間內\n以完成任務為目標吧。","1016002","1","10160"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1016003","1","10160"
"討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1016004","1","10160"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1016005","3","10160"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1016006","3","10160"
"EXHIBITION＋是比SPECIAL更強力的Boss戰。\n挑戰時不會消耗Boss挑戰券，但有限制挑戰次數。\n和有附加氣勢效果的角色一起挑戰強敵吧。","1016007","7","10160"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1016101","1","10161"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1016102","1","10161"
"討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1016103","1","10161"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1016104","3","10161"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1016105","3","10161"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1016301","1","10163"
"達成活動限定的任務後，可解放的角色\n即會登場。在活動期間內\n以完成任務為目標吧。","1016302","1","10163"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1016303","1","10163"
"討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1016304","1","10163"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1016305","3","10163"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1016306","3","10163"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1016401","1","10164"
"達成活動限定的任務後，可解放的角色\n即會登場。在活動期間內\n以完成任務為目標吧。","1016402","1","10164"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1016403","1","10164"
"討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1016404","1","10164"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1016405","3","10164"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1016406","3","10164"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1016501","1","10165"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1016502","1","10165"
"討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1016503","1","10165"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1016504","3","10165"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1016505","3","10165"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1016601","1","10166"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1016602","1","10166"
"討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1016603","1","10166"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1016604","3","10166"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1016605","3","10166"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1016701","1","10167"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1016702","1","10167"
"討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1016703","1","10167"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1016704","3","10167"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1016705","3","10167"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1016801","1","10168"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1016802","1","10168"
"討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1016803","1","10168"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1016804","3","10168"
"在EXHIBITION中，可以重複和SPECIAL的Boss對戰。\n另外，將戰鬥的記錄存檔後就可以回顧戰鬥內容，\n可以用來找尋您專屬的攻略法或嘗試各種編組不同的隊伍對戰。","1016805","3","10168"
"挑戰活動任務和BOSS時，有時候會進入\n信賴度章節。依照對話的內容將會提升信賴度，\n達到特定的信賴度時可獲得禮物。","1016806","4","10168"
"可透過活動，體驗特別的劇情。\n活動劇情將於進入活動冒險後解放。","1016901","1","10169"
"強大的VERY HARD Boss登場。\nVERY HARD Boss１天能夠討伐１隻。\n做好萬全準備後，小心地進行挑戰吧。","1016902","1","10169"
"討伐證交換是獲得獎勵的機會。\n其中也有記憶碎片跟公主騎士強化素材，\n無論是主人還是各位夥伴，都能有更進一步的成長呢。","1016903","1","10169"
"SPECIAL是有著 3 階段變化的戰鬥模式。\n去取得更豪華的獎勵與任務獎勵吧。\n由於期間中只能挑戰 1 隻，請多花點心思編組隊伍挑戰吧。","1016904","3","10169"
