89022cb2e54d53696d040d2eede33d478f508e2f7c85e3d14297111bae477a34,edf05e41ff6451436107fed9a1f85c430e9751eaf53d934dd97887953763ed5b,8d9247113091eb2c8d7419d12f4198edbfd53490c3a13a0285e6b50ee2300c46,1d69c78b37f7824e57838bb7f78734c3190743ec5c30a01d10237b511dc7f570,1529625d4b3588b2bada4a89c17e68957e46a473e44547a83b58d5edba1387a6,447e3b2e0d330ab27f2265c775cc84fb7ca061748a93f1cf882882439e2d01d1,5f44b09d12c3c081b709fcadd8068e881a77d3953726a852b08a4aac00bc0ace,0b317f34de9664efa12717832a739d339cec45f54b4fbd4deb16c6728be55949,8b6cbd0e5910fffb241fd894ec414ce103807264f66f7b92c07b46de2abf6bae,7fdd77c2a1594ecf2ca1618a565d365561cc3c4cbc4900f7fb3cca249b56f654,1ea2f9db459f2042052110de122d296d0f22d9e1903eb5a9bbe1bb959a53f1a9
"","","","","922","","","91","19220022","0",""
"","","","","922","","0","93","19220023","0.5",""
"","0.2","0","20_kasumi_cool_anger","922","1","20_kasumi_cool_anger_in","3","19220024","115711","0"
"","0.2","0","20_kasumi_cool_loop","922","1","20_kasumi_cool_anger_in","3","19220025","3","0"
"","","","0","922","","vo_fpc_22203","21","19220026","vo_fpc","0"
"0.5","0","0","1","922","0","從他們會正常講話並離開這點來看，\n似乎並不是闇影。","11","19220027","115711","8"
"","","","","922","","","91","19220028","0",""
"","","","","922","","0","93","19220029","0.5",""
"","0.3","0","20_kasumi_approach_loop","922","1","20_kasumi_approach_in","3","19220030","115711","0"
"","0.3","0","20_kasumi_approach_loop","922","1","20_kasumi_approach_in","3","19220031","3","0"
"","","","0","922","","vo_fpc_22204","21","19220032","vo_fpc","0"
"0.5","0","0","1","922","0","據說這世上會有３個樣貌相像的人，\n但是那３個人都碰巧聚在一起？不……","11","19220033","115711","9"
"","","","","922","","","91","19220034","0",""
"","","","","922","","0","93","19220035","0.5",""
"","0.1","0","20_kasumi_doya_loop","922","1","20_kasumi_doya_in","3","19220036","115711","0"
"","0.1","0","20_kasumi_doya_loop","922","1","20_kasumi_doya_in","3","19220037","3","0"
"","","","0","922","","vo_fpc_22205","21","19220038","vo_fpc","0"
"0.5","0","0","1","922","0","能進行驚人的高精度變裝的人物，\n或許就潛藏在這個墨丘利度假村中……","11","19220039","115711","9"
"","","","","922","","","91","19220040","0",""
"","","","","922","","0","93","19220041","0.5",""
"","0.2","","","922","","20_kasumi_thinking","3","19220042","115711","1"
"","0.2","","","922","","20_kasumi_thinking","3","19220043","3","1"
"","","","0","922","","vo_fpc_22206","21","19220044","vo_fpc","0"
"0.5","0","0","1","922","0","究竟那樣的人物\n是真實存在的嗎……","11","19220045","115711","7"
"","","","","922","","","91","19220046","0",""
"","","","","922","","0","93","19220047","0.5",""
"","0.2","","","922","","20_kasumi_walk","3","19220048","115711","1"
"","0.2","","","922","","20_kasumi_walk","3","19220049","3","1"
"","","","4.41176470588235","922","0","750","2","19220050","115711","-15"
"","","","4.41176470588235","922","0","750","2","19220051","3","-15"
"","","","","922","","","91","19220052","0",""
"20_kasumi_walk","1.4875","0","-750","923","-15","115711","1","19230001","1","22"
"20_kasumi_walk","1.4875","0","-750","923","-15","3","5","19230002","3","23"
"","","","","923","","se_fpc_water_random","23","19230003","se_10053800","1"
"","","","","923","","","91","19230004","19230002",""
"","","","4.41176470588235","923","0","0","2","19230005","115711","-15"
"","","","4.41176470588235","923","0","0","2","19230006","3","-15"
"","","","","923","","","91","19230007","0",""
"","0.3","","","923","","20_kasumi_talk","3","19230008","115711","1"
"","0.3","","","923","","20_kasumi_talk","3","19230009","3","1"
"","","","0","923","","vo_fpc_22300","21","19230010","vo_fpc","0"
"0.5","0","0","1","923","0","名偵探霞的墨丘利度假村事件簿\n「泳池邊鯛魚燒事件」","11","19230011","115711","8"
"","","","","923","","","91","19230012","0",""
"","","","","923","","0","93","19230013","0.5",""
"","0.2","0","20_kasumi_cool_surprise","923","1","20_kasumi_cool_in","3","19230014","115711","0"
"","0.2","0","20_kasumi_cool_loop","923","1","20_kasumi_cool_in","3","19230015","3","0"
"","","","0","923","","vo_fpc_22301","21","19230016","vo_fpc","0"
"0.5","0","0","1","923","0","傳聞說在這個墨丘利度假村中，\n有一個在泳池邊賣鯛魚燒的怪人。","11","19230017","115711","9"
"","","","","923","","","91","19230018","0",""
"","","","","923","","0","93","19230019","0.5",""
"","","","0","923","","vo_fpc_22302","21","19230020","vo_fpc","0"
"0.5","0","0","1","923","0","雖說如果是在美食街賣\n就不會有任何突兀感。","11","19230021","115711","7"
"","","","","923","","","91","19230022","0",""
"","","","","923","","0","93","19230023","0.5",""
"","0.2","","","923","","20_kasumi_cool_sad","3","19230024","115711","1"
"","0.2","","","923","","20_kasumi_cool_loop","3","19230025","3","1"
"","","","0","923","","vo_fpc_22303","21","19230026","vo_fpc","0"
"0.5","0","0","1","923","0","……但竟然在容易弄溼的泳池區域賣，\n這是常人的思維所無法想像的。","11","19230027","115711","9"
"","","","","923","","","91","19230028","0",""
"","","","","923","","0","93","19230029","0.5",""
"","0.2","","","923","","20_kasumi_cool_anger","3","19230030","115711","1"
"","0.2","","","923","","20_kasumi_cool_loop","3","19230031","3","1"
"","","","0","923","","vo_fpc_22304","21","19230032","vo_fpc","0"
"0.5","0","0","1","923","0","而且鯛魚燒的內餡據說是彩虹色的，\n味道還是極品呢。","11","19230033","115711","8"
"","","","","923","","","91","19230034","0",""
"","","","","923","","0","93","19230035","0.5",""
"","0.2","","","923","","20_kasumi_doya_normal2","3","19230036","115711","1"
"","0.2","","","923","","20_kasumi_doya_normal2","3","19230037","3","1"
"","","","0","923","","vo_fpc_22305","21","19230038","vo_fpc","0"
"0.5","0","0","1","923","0","也有聽說要是看見夢幻鯛魚燒小販，\n就能夠變得幸福喔。","11","19230039","115711","8"
"","","","","923","","","91","19230040","0",""
"","","","","923","","0","93","19230041","0.5",""
"","0.3","0","20_kasumi_approach_loop","923","1","20_kasumi_approach_in","3","19230042","115711","0"
"","0.3","0","20_kasumi_approach_loop","923","1","20_kasumi_approach_in","3","19230043","3","0"
"","","","0","923","","vo_fpc_22306","21","19230044","vo_fpc","0"
"0.5","0","0","1","923","0","在泳池邊\n賣鯛魚燒的怪人，是嗎。","11","19230045","115711","8"
"","","","","923","","","91","19230046","0",""
"","","","","923","","0","93","19230047","0.5",""
"","0.2","","","923","","20_kasumi_thinking","3","19230048","115711","1"
"","0.2","","","923","","20_kasumi_thinking","3","19230049","3","1"
"","","","0","923","","vo_fpc_22307","21","19230050","vo_fpc","0"
"0.5","0","0","1","923","0","究竟那樣的人物\n是真實存在的嗎……","11","19230051","115711","7"
"","","","","923","","","91","19230052","0",""
"","","","","923","","0","93","19230053","0.5",""
"","0.2","","","923","","20_kasumi_walk","3","19230054","115711","1"
"","0.2","","","923","","20_kasumi_walk","3","19230055","3","1"
"","","","4.41176470588235","923","0","750","2","19230056","115711","-15"
"","","","4.41176470588235","923","0","750","2","19230057","3","-15"
"","","","","923","","","91","19230058","0",""
"41_pekorine_swim_loop","1.75","0","-910","941","-180","107511","1","19410001","1","23"
"cmn_float","1.75","0","-800","941","-180","107611","1","19410002","1","22"
"41_kyaru_floatRing","1.75","0","-1000","941","-180","22","5","19410003","22","22"
"","1","","-180","941","1","1075111","31","19410004","1","-890"
"","0","","-180","941","1","1075114","31","19410005","14","0"
"","1","","-180","941","1","107611","31","19410006","4","-800"
"","1","","-180","941","1","22","31","19410007","126","-830"
"","0","","-180","941","1","105","31","19410008","105","140"
"","0","","40","941","1","108","31","19410009","108","320"
"","0","","-110","941","1","1001","31","19410010","1001","-160"
"","1","","","941","","se_fpc_water_random","23","19410011","se_10053800","1"
"","","","","941","","0","91","19410012","19410010",""
"","","","5","941","12","-150","2","19410013","22","-180"
"","","","5","941","12","-10","33","19410014","22","-180"
"","","","","941","","","91","19410015","0",""
"","","","0","941","","vo_fpc_30101","21","19410016","vo_fpc",""
"1","0","0","1","941","0","呼～偶爾像這樣\n悠悠哉哉的也不錯呢～","11","19410017","22","4"
"","","","","941","","0","91","19410018","0",""
"","","","4.52941176470588","941","0","0","2","19410019","107511","-180"
"","","","4.52941176470588","941","0","0","33","19410020","1075111","-180"
"","","","4.52941176470588","941","12","0","2","19410021","22","-180"
"","","","4.52941176470588","941","12","140","33","19410022","22","-180"
"","","","","941","","0","93","19410023","1.5",""
"","","","0","941","","vo_fpc_30102","21","19410024","vo_fpc",""
"1","0","0","1","941","0","小──凱──留──！\n嘿！","11","19410025","107511","5"
"","","","","941","","","91","19410026","19410019",""
"","","","","941","","0","32","19410027","1075111",""
"","","","","941","","1","32","19410028","1075114",""
"","0.1","0.1","41_pekorine_hug_loop","941","1","41_pekorine_hug","3","19410029","107511","0"
"","0.1","0.1","41_kyaru_surprise_loop","941","1","41_kyaru_surprise","3","19410030","22","0"
"","","","","941","","0","93","19410031","0.6",""
"","","","","941","","1","32","19410032","105",""
"","","","","941","","0","93","19410033","0.6",""
"","","","","941","","0","32","19410034","105",""
"","","","","941","","","91","19410035","19410025",""
"","","","2.94117647058824","941","12","-300","2","19410036","107611","-180"
"","","","2.94117647058824","941","12","-300","33","19410037","107611","-180"
"","","","0","941","","vo_fpc_30103","21","19410038","vo_fpc",""
"1","0","0","1","941","0","等等！喂！\n不要突然抱過來啊，白癡佩可！\n這個游泳圈只限一個人用啦！","11","19410039","22","7"
"","","","","941","","0","91","19410040","0",""
"","","","","941","","","91","19410041","19410036",""
"","","","","941","","1","32","19410042","105",""
"","0.1","","","941","","41_pekorine_shake","3","19410043","107511","1"
"","0.1","","","941","","41_kyaru_shake","3","19410044","22","1"
"","","","0","941","","vo_fpc_30104","21","19410045","vo_fpc",""
"","0.1","","","941","","41_kokkoro_float_loop","3","19410046","107611","1"
"1","0","0","1","941","0","呵呵，兩位已經完全\n沉浸在嬉鬧之中……\n好像很開心呢。","11","19410047","107611","6"
"","","","","941","","0","91","19410048","0",""
"","","","0","941","","vo_fpc_30105","21","19410049","vo_fpc",""
"1","0","0","1","941","0","啊，不行……\n已經，到極……限了……","11","19410050","22","11"
"","","","","941","","0","91","19410051","0",""
"","0.2","","","941","","41_kyaru_drown","3","19410052","22","0"
"","0.2","","","941","","41_pekorine_shake","3","19410053","107511","1"
"","","","","941","","0","93","19410054","0.2",""
"","1","","","941","","se_10053800_941_bishokuden","23","19410055","se_10053800","0"
"","","","","941","","0","93","19410056","0.8",""
"","0.1","0.1","41_kokkoro_surprise_loop","941","1","41_kokkoro_surprise","3","19410057","107611","0"
"","","","","941","","0","93","19410058","0.5",""
"","","","","941","","1","32","19410059","108",""
"","","","","941","","0","93","19410060","2.5",""
"","0.1","0.1","","941","","41_kyaru_drown_loop","3","19410061","22","1"
"","0.1","0.1","41_pekorine_notice_loop","941","1","41_pekorine_notice","3","19410062","107511","0"
"","","","","941","","0","32","19410063","105",""
"","","","","941","","0","32","19410064","22",""
"","","","0","941","","vo_fpc_30106","21","19410065","vo_fpc",""
"1","0","0","1","941","0","咦？\n小凱留？\n妳跑哪去了？","11","19410066","107511","6"
"","","","","941","","0","91","19410067","0",""
"","","","0","941","","vo_fpc_30107","21","19410068","vo_fpc",""
"1","0","0","1","941","0","糟、糟了……\n風之精靈啊！\n現在立刻用空氣\n將凱留小姐包覆起來！","11","19410069","107611","9"
"","","","","941","","0","93","19410070","2.1",""
"","0.1","0.1","41_kokkoro_action_loop","941","1","41_kokkoro_action","3","19410071","107611","0"
"","","","","941","","1","32","19410072","1001",""
"","0","0.1","cmn_swm_flutterKick_floatRing","941","1","41_pekorine_flutterKick_floatRing_in","3","19410073","107511","0"
"","0.1","","","941","","41_kyaru_flutterKick_floatRing","3","19410074","22","1"
"","","","4.52488687782805","941","0","1000","2","19410075","107511","-180"
"","","","","941","","1","32","19410076","1075111",""
"","","","","941","","0","32","19410077","1075114",""
"","","","4.52488687782805","941","0","1000","33","19410078","1075111","-180"
"","","","4.52488687782805","941","0","1000","2","19410079","22","-180"
"","","","5.88235294117647","941","0","1000","2","19410080","107611","-180"
"","","","5.88235294117647","941","0","1000","33","19410081","107611","-180"
"","","","5.88235294117647","941","0","1140","33","19410082","1001","-110"
"","","","","941","","","91","19410083","19410081",""
"42_anna_idle","1.75","0","-1060","942","-250","113211","1","19420001","1","33"
"42_shinobu_idle","1.75","0","-920","942","-250","127111","1","19420002","1","33"
"42_boat_idle","1.75","0","-1000","942","-250","2","5","19420003","2","32"
"","0","","0","942","1","107","31","19420004","107","0"
"","1","","-250","942","1","106","31","19420005","106","-1000"
"","","","","942","","47","13","19420006","113211",""
"","","","","942","","47","13","19420007","127111",""
"","1","","","942","","se_fpc_water_random","23","19420008","se_10053800","1"
"","","","","942","","0","91","19420009","19420007",""
"","","","5.88235294117647","942","12","-60","2","19420010","113211","-250"
"","","","5.88235294117647","942","12","80","2","19420011","127111","-250"
"","","","5.88235294117647","942","12","0","2","19420012","2","-250"
"","","","5.88235294117647","942","12","0","33","19420013","106","-250"
"","","","","942","","","91","19420014","",""
"","0.2","","","942","","42_anna_doyatalk","3","19420015","113211","1"
"","0.2","","","942","","42_shinobu_idle","3","19420016","127111","1"
"","0.2","","","942","","42_boat_idle","3","19420017","2","1"
"","","","0","942","","vo_fpc_30201","21","19420018","vo_fpc",""
"1","0","0","1","942","0","哈──哈哈哈！\n像這樣在水上擺盪，\n就會想起那次冒險呢！","11","19420019","113211","4"
"","","","","942","","0","91","19420020","0",""
"","0.2","","","942","","42_anna_doyatalk","3","19420021","113211","1"
"","0.2","0.1","42_shinobu_talk","942","1","42_shinobu_idle2talk","3","19420022","127111","0"
"","0.2","","","942","","42_boat_idle","3","19420023","2","1"
"","","","0","942","","vo_fpc_30202","21","19420024","vo_fpc",""
"1","0","0","1","942","0","是啊，真是非常愉快的冒險呢。\n我到現在也很珍惜地\n保管著那套服裝喔。","11","19420025","127111","6"
"","","","","942","","0","91","19420026","0",""
"","0.2","0.1","42_shinobu_idle","942","1","42_shinobu_talk2idle","3","19420027","127111","0"
"","0.2","0.1","42_anna_idle","942","1","42_anna_doya2idle","3","19420028","113211","0"
"","0.2","","","942","","42_boat_idle","3","19420029","2","1"
"","","","0","942","","vo_fpc_30203","21","19420030","vo_fpc",""
"0.5","0","0","1","942","0","那之後怎麼樣了？\n要是有什麼有趣的事件或冒險，\n請務必要說給我聽！","11","19420031","113211","6"
"","","","","942","","0","91","19420032","0",""
"","","","0","942","","vo_fpc_30204","21","19420033","vo_fpc",""
"1","0","0","1","942","0","（說不定會成為\n冥風戰記的好靈感呢！）","11","19420034","113211","7"
"","","","","942","","0","91","19420035","0",""
"","0.2","","","942","","42_anna_idle","3","19420036","113211","1"
"","0.2","0.1","42_shinobu_talk","942","1","42_shinobu_idle2talk","3","19420037","127111","0"
"","0.2","","","942","","42_boat_idle","3","19420038","2","1"
"","","","0","942","","vo_fpc_30205","21","19420039","vo_fpc",""
"0.5","0","0","1","942","0","嗯，有喔。\n在度假村發生的\n各種靈異現象……","11","19420040","127111","4"
"","","","","942","","0","91","19420041","0",""
"","0.2","","","942","","42_anna_idle","3","19420042","113211","1"
"","0.2","0.1","42_shinobu_horror","942","1","42_shinobu_talk2horror","3","19420043","127111","0"
"","0.2","","","942","","42_boat_idle","3","19420044","2","1"
"","","","","942","","1","32","19420045","107",""
"","","","0","942","","vo_fpc_30206","21","19420046","vo_fpc",""
"1","0","0","1","942","0","在那背後是生者與死者的欲望\n混雜在一起的深沉真相……","11","19420047","127111","4"
"","","","","942","","0","93","19420048","6.5",""
"","","","","942","","0","93","19420049","1.5",""
"","","","","942","","0","91","19420050","19420047",""
"","0.1","","","942","","42_shinobu_horror","3","19420051","127111","1"
"","0.1","","","942","","42_anna_scared","3","19420052","113211","1"
"","0.1","","","942","","42_boat_idle","3","19420053","2","1"
"","","","0","942","","vo_fpc_30207","21","19420054","vo_fpc",""
"1.5","0","0","1","942","0","等！等一下！\n那種事沒問題嗎？\n喂，忍……我說忍啊！","11","19420055","113211","4"
"","","","","942","","0","93","19420056","9.13333333333333",""
"","","","","942","","0","93","19420057","1.5",""
"","","","","942","","0","91","19420058","19420055",""
"","","","4.52488687782805","942","","940","2","19420059","113211","-250"
"","","","4.52488687782805","942","","1080","2","19420060","127111","-250"
"","","","4.52488687782805","942","","1000","2","19420061","2","-250"
"","","","4.52488687782805","942","","1000","33","19420062","106","-250"
"","","","","942","","","91","19420063","0",""
"cmn_float","1.75","0","-850","943","-180","122511","1","19430001","1","23"
"43_tsumugi_deredere","1.75","0","-800","943","-125","117411","1","19430002","1","13"
"cmn_float_item_09_Ball","1.75","0","-1675","943","-125","11","5","19430003","1","12"
"cmn_floatRing_pink","1.75","0","-850","943","-250","12","5","19430004","1","32"
"cmn_floatRing_blue","1.75","0","-2500","943","-250","13","5","19430005","1","32"
"","1","","-180","943","1","1225114","31","19430006","8","-850"
"","1","","-125","943","1","1174114","31","19430007","5","-800"
"","1","","-125","943","1","411","31","19430008","5","-1675"
"","1","","-250","943","1","412","31","19430009","4","-850"
"","1","","-250","943","1","413","31","19430010","4","-2500"
"","0","","-125","943","1","1101","31","19430011","110","-350"
"","1","","","943","","se_fpc_water_random","23","19430012","se_10053800","1"
"","","","","943","","","91","19430013","19430011",""
"","","","24.2647058823529","943","","2450","2","19430014","12","-250"
"","","","24.2647058823529","943","","2450","33","19430015","412","-250"
"","","","24.2647058823529","943","","1625","2","19430016","11","-125"
"","","","24.2647058823529","943","","1625","33","19430017","411","-125"
"","","","24.2647058823529","943","","800","2","19430018","13","-250"
"","","","24.2647058823529","943","","800","33","19430019","413","-250"
"","","","","943","","0","93","19430020","2",""
"","","","6.25","943","12","0","2","19430021","122511","-180"
"","","","6.25","943","12","0","33","19430022","1225114","-180"
"","","","","943","","","91","19430023","19430021",""
"","","","0","943","","vo_fpc_30301","21","19430024","vo_fpc",""
"1","0","0","1","943","0","有好多東西在漂流著呢。\n如果這裡不是泳池，\n感覺會潛藏著魚……","11","19430025","122511","5"
"","","","","943","","","91","19430026","0",""
"","","","6.92307692307692","943","12","-350","2","19430027","117411","-125"
"","","","6.92307692307692","943","12","-350","33","19430028","1174114","-125"
"","","","0","943","","vo_fpc_30302","21","19430029","vo_fpc",""
"1","0","0","1","943","0","對了，如果能透過委身於這股水流\n來體會溪流中魚群的心情，\n或許能活用在下次釣魚時呢。","11","19430030","122511","5"
"","","","","943","","","91","19430031","0",""
"","","","","943","","","91","19430032","19430028",""
"","","","0","943","","vo_fpc_30303","21","19430033","vo_fpc",""
"1","0","0","1","943","0","啊，怜大人……♡\n漂流的姿態也好美呢。\n我可以一直看下去……","11","19430034","117411","6"
"","","","","943","","","91","19430035","0",""
"","0.1","0.1","43_rei_notice_loop","943","1","43_rei_notice_in","3","19430036","122511","0"
"","","","0","943","","vo_fpc_30304","21","19430037","vo_fpc",""
"0.5","0","0","1","943","0","唔……怎麼？\n這股像是猛禽鎖定獵物般的殺氣是？\n是有誰在嗎？","11","19430038","122511","4"
"","","","","943","","","91","19430039","0",""
"","","","","943","","1","32","19430040","1101",""
"","","","","943","","0","32","19430041","1174114",""
"","0.1","0.1","43_rei_aseri","943","1","43_rei_turn","3","19430042","122511","0"
"","0.1","","","943","","43_tsumugi_hide","3","19430043","117411","0"
"","","","","943","","0","93","19430044","3",""
"","0.1","0.1","43_tsumugi_deredere","943","1","43_tsumugi_appear","3","19430045","117411","0"
"","","","","943","","0","93","19430046","1",""
"","","","","943","","0","32","19430047","1101",""
"","","","","943","","1","32","19430048","1174114",""
"","","","0","943","","vo_fpc_30305","21","19430049","vo_fpc",""
"0.5","0","0","1","943","0","沒有任何人啊……\n不……在那裡！","11","19430050","122511","6"
"","","","","943","","","91","19430051","0",""
"","","","","943","","1","32","19430052","1101",""
"","","","","943","","0","32","19430053","1174114",""
"","0.1","0.1","43_rei_aseri_2","943","1","43_rei_turn","3","19430054","122511","0"
"","0.1","","","943","","43_tsumugi_hide","3","19430055","117411","0"
"","","","","943","","0","93","19430056","3",""
"","0.1","0.1","43_tsumugi_deredere","943","1","43_tsumugi_appear","3","19430057","117411","0"
"","","","","943","","0","93","19430058","1",""
"","","","","943","","0","32","19430059","1101",""
"","","","","943","","1","32","19430060","1174114",""
"","","","0","943","","vo_fpc_30306","21","19430061","vo_fpc",""
"1","0","0","1","943","0","果然沒有任何人嗎。\n但這陣惡寒是怎麼回事……？\n唔，感覺簡直就像是被盯上的魚啊。","11","19430062","122511","5"
"","","","","943","","","91","19430063","0",""
"","","","3.84615384615385","943","","850","2","19430064","122511","-180"
"","","","3.84615384615385","943","","850","33","19430065","1225114","-180"
"","","","2.57352941176471","943","12","0","2","19430066","117411","-125"
"","","","2.57352941176471","943","12","0","33","19430067","1174114","-125"
"","","","","943","","","91","19430068","0",""
"","","","0","943","","vo_fpc_30307","21","19430069","vo_fpc",""
"1","0","0","1","943","0","啊啊，竟然能這麼近地\n欣賞怜大人凜然的姿態，\n真是大飽眼福～","11","19430070","117411","5"
"","","","","943","","","91","19430071","0",""
"","","","3.84615384615385","943","","850","2","19430072","117411","-125"
"","","","3.84615384615385","943","","850","33","19430073","1174114","-125"
"","","","","943","","","91","19430074","0",""
"44_tamaki_in","1.4875","0","800","944","-15","107911","1","19440001","1","12"
"44_tamaki_in","1.4875","0","800","944","-15","3","5","19440002","3","13"
"44_yukari_idle","1.75","0","-1000","944","-250","126811","1","19440003","1","33"
"cmn_boat_idle","1.75","0","-1000","944","-250","2","5","19440004","2","32"
"44_mifuyu_run","1.4875","0","-800","944","-15","108011","1","19440005","1","12"
"","1","","-250","944","1","126811","31","19440006","101","-1000"
"","0","","140","944","1","1004","31","19440007","1004","-560"
"","1","","","944","","se_fpc_water_random","23","19440008","se_10053800","1"
"","","","","944","","0","91","19440009","19440007",""
"","","","2.26244343891403","944","","300","2","19440010","107911","-15"
"","","","2.26244343891403","944","","300","2","19440011","3","-15"
"","","","","944","","","91","19440012","",""
"","0.1","0.1","44_tamaki_sale_loop","944","1","44_tamaki_sale","3","19440013","107911",""
"","0.1","0.1","44_tamaki_sale_loop","944","1","44_tamaki_sale","3","19440014","3",""
"","","","0","944","","vo_fpc_30401","21","19440015","vo_fpc",""
"1","0","0","1","944","0","鯛魚燒～鯛魚燒～\n好吃的鯛魚燒店喵～","11","19440016","107911","4"
"","","","","944","","","91","19440017","0",""
"","","","5.29411764705882","944","12","-100","2","19440018","126811","-250"
"","","","5.29411764705882","944","12","-100","2","19440019","2","-250"
"","","","5.29411764705882","944","12","-100","33","19440020","126811","-250"
"","","","","944","","","91","19440021","",""
"","0.1","0.1","44_tamaki_present_loop","944","1","44_tamaki_present","3","19440022","107911","0"
"","0.1","0.1","44_tamaki_present_loop","944","1","44_tamaki_present","3","19440023","3","0"
"","","","0","944","","vo_fpc_30402","21","19440024","vo_fpc",""
"1","0","0","1","944","0","好的，那邊漂過來的小姐，\n要不要來一份鯛魚燒喵？","11","19440025","107911","7"
"","","","","944","","","91","19440026","0",""
"","0.2","0.1","44_yukari_notice_loop","944","1","44_yukari_notice","3","19440027","126811","0"
"","0.2","","","944","","cmn_boat_idle","3","19440028","2","1"
"","","","0","944","","vo_fpc_30403","21","19440029","vo_fpc",""
"1","0","0","1","944","0","哎呀，這不是珠希嗎。\n妳在這種地方做什麼？","11","19440030","126811","7"
"","","","","944","","","91","19440031","0",""
"","","","0","944","","vo_fpc_30404","21","19440032","vo_fpc",""
"1","0","0","1","944","0","什麼嘛，是優花梨啊喵。\n妳問我在做什麼，當然是做生意喵！","11","19440033","107911","10"
"","","","","944","","","91","19440034","0",""
"","0.1","0.1","44_tamaki_sale_loop","944","1","44_tamaki_present2sale","3","19440035","107911","0"
"","0.1","0.1","44_tamaki_sale_loop","944","1","44_tamaki_present2sale","3","19440036","3","0"
"","","","0","944","","vo_fpc_30405","21","19440037","vo_fpc",""
"1","0","0","1","944","0","有這麼多人在的商機，\n我可不能錯過喵！","11","19440038","107911","6"
"","","","","944","","","91","19440039","0",""
"","0.2","0.1","44_yukari_worry_loop","944","1","44_yukari_worry","3","19440040","126811","0"
"","0.2","","","944","","cmn_boat_idle","3","19440041","2","1"
"","","","0","944","","vo_fpc_30406","21","19440042","vo_fpc",""
"1","0","0","1","944","0","那個有得到秋乃的同意嗎？\n要是無照營業，可是會被罵喔？","11","19440043","126811","5"
"","","","","944","","","91","19440044","0",""
"","","","0","944","","vo_fpc_30407","21","19440045","vo_fpc",""
"0.5","0","0","1","944","0","沒問題的喵！為了不被發現……\n話說，不妙喵！是巡邏喵！","11","19440046","107911","7"
"","","","","944","","","91","19440047","0",""
"","","","","944","","1","32","19440048","1004",""
"","","","","944","","0","93","19440049","1",""
"","0.1","0.1","44_tamaki_run","944","1","44_tamaki_surprise","3","19440050","107911","0"
"","0.1","0.1","44_tamaki_run","944","1","44_tamaki_surprise","3","19440051","3","0"
"","0.1","0.1","44_tamaki_run","944","1","44_tamaki_surprise","3","19440052","3","0"
"","","","0","944","","vo_fpc_30408","21","19440053","vo_fpc",""
"1","0","0","1","944","0","快溜喵──！","11","19440054","107911","8"
"","","","","944","","0","93","19440055","0.8",""
"","","","1.74034110685694","944","","800","2","19440056","107911","-15"
"","","","1.74034110685694","944","","800","2","19440057","3","-15"
"","","","4.82654600301659","944","","800","2","19440058","108011","-15"
"","","","4.82654600301659","944","","800","33","19440059","1004","-15"
"","","","","944","","0","93","19440060","0.8",""
"","","","0","944","","vo_fpc_30409","21","19440061","vo_fpc",""
"0.5","0","0","1","944","0","無照營業是要被取締的！\n給我等一下！","11","19440062","108011","12"
"","","","","944","","","91","19440063","19440058",""
"","","","0","944","","vo_fpc_30410","21","19440064","vo_fpc",""
"1.5","0","0","1","944","0","等等，珠希？\n果然是沒取得同意嘛。\n……總覺得肚子餓了呢。\n要是有先點個鯛魚燒就好了啊。","11","19440065","126811","5"
"","","","","944","","1","93","19440066","11.6571428571429",""
"","0.2","0.1","44_yukari_smile_loop","944","1","44_yukari_smile","3","19440067","126811","0"
"","0.2","","","944","","cmn_boat_idle","3","19440068","2","1"
"","","","","944","","0","93","19440069","1.5",""
"","","","","944","","","91","19440070","19440065",""
"","","","4.97737556561086","944","","1000","2","19440071","126811","-250"
"","","","4.97737556561086","944","","1000","2","19440072","2","-250"
"","","","4.97737556561086","944","","1000","33","19440073","126811","-250"
"","","","","944","","","91","19440074","0",""
"45_yui_cmn_swm_tread","1.75","0","-1150","945","-180","122611","1","19450001","1","23"
"45_makoto_idle","1.75","0","-800","945","-125","110411","1","19450002","1","12"
"empty","1.75","0","-250","945","-180","23","5","19450003","23","32"
"cmn_swm_tread_pink","1.75","0","-1150","945","-180","1","5","19450004","1","22"
"","1","","-180","945","1","1226113","31","19450005","3","-1150"
"","1","","-125","945","1","1104111","31","19450006","4","-770"
"","0","","-125","945","1","117","31","19450007","117","150"
"","0","","-180","945","1","111","31","19450008","111","-250"
"","1","","","945","","se_fpc_water_random","23","19450009","se_10053800","1"
"","","","","945","","0","91","19450010","19450008",""
"","","","5.58823529411765","945","12","150","2","19450011","110411","-125"
"","","","5.58823529411765","945","12","180","33","19450012","1104111","-125"
"","","","5.58823529411765","945","12","-200","2","19450013","122611","-180"
"","","","5.58823529411765","945","12","-200","2","19450014","1","-180"
"","","","5.58823529411765","945","12","-200","33","19450015","1226113","-180"
"","","","","945","","","91","19450016","19450015",""
"","0.1","","","945","","45_yui_idle","3","19450017","122611","1"
"","0.1","","","945","","45_yui_idle","3","19450018","1","1"
"","0.1","","","945","","45_makoto_talk","3","19450019","110411","1"
"","","","0","945","","vo_fpc_30501","21","19450020","vo_fpc",""
"1","0","0","1","945","0","怎麼了，優衣？\n妳特意為那傢伙\n做了便當吧？\n趕快邀請他不就好了。","11","19450021","110411","6"
"","","","","945","","","91","19450022","0",""
