62b9ba86919dd0ab126f54358f4f21c18030bf55405d58fbc21f44ef6afe9710,f1971617d6f2ec6df23a832a33ddde1ab68d3b6dc323e58f0f838accdac19042,6b3ba86853519aa739cb9aed2fc556a99adb636d6bab5ee500737b73d68cb120,7dd2865f76e0f0f666f44d2a6e2b32229ed6afed9dd11a44e20136ef7bfcfafc,493995a697128677ae46a8ef8ce4248e87246859f688c2f409e48bdcd5d9b3f2,cf62422e7ef60151b718086a62f9fd87660341908580f9eabe7451f69b592fe0,f3a8b784971652a6b3159f6dd51a19ca8946d7d540f43a77fd4bd94618b4cb77,5797af20d450f802a87f4fcb7bd42a3414aa71cfcdd7483a2f46f4d0864691d5,5cf1e649e092133e9fc69ff6a20e3d7e80eaa263eeadfe4f44e43e81e79a3a51,e18e3f155e660eb4c9a779e6e84dc76f78cf6dfbfe7564c75848840230e9b4ab,5410912cff742191069f0637b715f51f07fa34638674af83b3a1f4921c773ae2
"19410010","","941","","","","19410012","0","91","",""
"22","","941","5","","-180","19410013","-150","2","12",""
"22","","941","5","","-180","19410014","-10","33","12",""
"0","","941","","","","19410015","","91","",""
"vo_fpc","","941","0","","","19410016","vo_fpc_30101","21","",""
"22","0","941","1","1","4","19410017","呼～偶爾像這樣\n悠悠哉哉的也不錯呢～","11","0","0"
"0","","941","","","","19410018","0","91","",""
"107511","","941","4.52941176470588","","-180","19410019","0","2","0",""
"1075111","","941","4.52941176470588","","-180","19410020","0","33","0",""
"22","","941","4.52941176470588","","-180","19410021","0","2","12",""
"22","","941","4.52941176470588","","-180","19410022","140","33","12",""
"1.5","","941","","","","19410023","0","93","",""
"vo_fpc","","941","0","","","19410024","vo_fpc_30102","21","",""
"107511","0","941","1","1","5","19410025","小──凱──留──！\n嘿！","11","0","0"
"19410019","","941","","","","19410026","","91","",""
"1075111","","941","","","","19410027","0","32","",""
"1075114","","941","","","","19410028","1","32","",""
"107511","0.1","941","41_pekorine_hug_loop","","0","19410029","41_pekorine_hug","3","1","0.1"
"22","0.1","941","41_kyaru_surprise_loop","","0","19410030","41_kyaru_surprise","3","1","0.1"
"0.6","","941","","","","19410031","0","93","",""
"105","","941","","","","19410032","1","32","",""
"0.6","","941","","","","19410033","0","93","",""
"105","","941","","","","19410034","0","32","",""
"19410025","","941","","","","19410035","","91","",""
"107611","","941","2.94117647058824","","-180","19410036","-300","2","12",""
"107611","","941","2.94117647058824","","-180","19410037","-300","33","12",""
"vo_fpc","","941","0","","","19410038","vo_fpc_30103","21","",""
"22","0","941","1","1","7","19410039","等等！喂！\n不要突然抱過來啊，白癡佩可！\n這個游泳圈只限一個人用啦！","11","0","0"
"0","","941","","","","19410040","0","91","",""
"19410036","","941","","","","19410041","","91","",""
"105","","941","","","","19410042","1","32","",""
"107511","0.1","941","","","1","19410043","41_pekorine_shake","3","",""
"22","0.1","941","","","1","19410044","41_kyaru_shake","3","",""
"vo_fpc","","941","0","","","19410045","vo_fpc_30104","21","",""
"107611","0.1","941","","","1","19410046","41_kokkoro_float_loop","3","",""
"107611","0","941","1","1","6","19410047","呵呵，兩位已經完全\n沉浸在嬉鬧之中……\n好像很開心呢。","11","0","0"
"0","","941","","","","19410048","0","91","",""
"vo_fpc","","941","0","","","19410049","vo_fpc_30105","21","",""
"22","0","941","1","1","11","19410050","啊，不行……\n已經，到極……限了……","11","0","0"
"0","","941","","","","19410051","0","91","",""
"22","0.2","941","","","0","19410052","41_kyaru_drown","3","",""
"107511","0.2","941","","","1","19410053","41_pekorine_shake","3","",""
"0.2","","941","","","","19410054","0","93","",""
"se_10053800","1","941","","","0","19410055","se_10053800_941_bishokuden","23","",""
"0.8","","941","","","","19410056","0","93","",""
"107611","0.1","941","41_kokkoro_surprise_loop","","0","19410057","41_kokkoro_surprise","3","1","0.1"
"0.5","","941","","","","19410058","0","93","",""
"108","","941","","","","19410059","1","32","",""
"2.5","","941","","","","19410060","0","93","",""
"22","0.1","941","","","1","19410061","41_kyaru_drown_loop","3","","0.1"
"107511","0.1","941","41_pekorine_notice_loop","","0","19410062","41_pekorine_notice","3","1","0.1"
"105","","941","","","","19410063","0","32","",""
"22","","941","","","","19410064","0","32","",""
"vo_fpc","","941","0","","","19410065","vo_fpc_30106","21","",""
"107511","0","941","1","1","6","19410066","咦？\n小凱留？\n妳跑哪去了？","11","0","0"
"0","","941","","","","19410067","0","91","",""
"vo_fpc","","941","0","","","19410068","vo_fpc_30107","21","",""
"107611","0","941","1","1","9","19410069","糟、糟了……\n風之精靈啊！\n現在立刻用空氣\n將凱留小姐包覆起來！","11","0","0"
"2.1","","941","","","","19410070","0","93","",""
"107611","0.1","941","41_kokkoro_action_loop","","0","19410071","41_kokkoro_action","3","1","0.1"
"1001","","941","","","","19410072","1","32","",""
"107511","0","941","cmn_swm_flutterKick_floatRing","","0","19410073","41_pekorine_flutterKick_floatRing_in","3","1","0.1"
"22","0.1","941","","","1","19410074","41_kyaru_flutterKick_floatRing","3","",""
"107511","","941","4.52488687782805","","-180","19410075","1000","2","0",""
"1075111","","941","","","","19410076","1","32","",""
"1075114","","941","","","","19410077","0","32","",""
"1075111","","941","4.52488687782805","","-180","19410078","1000","33","0",""
"22","","941","4.52488687782805","","-180","19410079","1000","2","0",""
"107611","","941","5.88235294117647","","-180","19410080","1000","2","0",""
"107611","","941","5.88235294117647","","-180","19410081","1000","33","0",""
"1001","","941","5.88235294117647","","-110","19410082","1140","33","0",""
"19410081","","941","","","","19410083","","91","",""
"1","1.75","942","-1060","42_anna_idle","33","19420001","113211","1","-250","0"
"1","1.75","942","-920","42_shinobu_idle","33","19420002","127111","1","-250","0"
"2","1.75","942","-1000","42_boat_idle","32","19420003","2","5","-250","0"
"107","0","942","0","","0","19420004","107","31","1",""
"106","1","942","-250","","-1000","19420005","106","31","1",""
"113211","","942","","","","19420006","47","13","",""
"127111","","942","","","","19420007","47","13","",""
"se_10053800","1","942","","","1","19420008","se_fpc_water_random","23","",""
"19420007","","942","","","","19420009","0","91","",""
"113211","","942","5.88235294117647","","-250","19420010","-60","2","12",""
"127111","","942","5.88235294117647","","-250","19420011","80","2","12",""
"2","","942","5.88235294117647","","-250","19420012","0","2","12",""
"106","","942","5.88235294117647","","-250","19420013","0","33","12",""
"","","942","","","","19420014","","91","",""
"113211","0.2","942","","","1","19420015","42_anna_doyatalk","3","",""
"127111","0.2","942","","","1","19420016","42_shinobu_idle","3","",""
"2","0.2","942","","","1","19420017","42_boat_idle","3","",""
"vo_fpc","","942","0","","","19420018","vo_fpc_30201","21","",""
"113211","0","942","1","1","4","19420019","哈──哈哈哈！\n像這樣在水上擺盪，\n就會想起那次冒險呢！","11","0","0"
"0","","942","","","","19420020","0","91","",""
"113211","0.2","942","","","1","19420021","42_anna_doyatalk","3","",""
"127111","0.2","942","42_shinobu_talk","","0","19420022","42_shinobu_idle2talk","3","1","0.1"
"2","0.2","942","","","1","19420023","42_boat_idle","3","",""
"vo_fpc","","942","0","","","19420024","vo_fpc_30202","21","",""
"127111","0","942","1","1","6","19420025","是啊，真是非常愉快的冒險呢。\n我到現在也很珍惜地\n保管著那套服裝喔。","11","0","0"
"0","","942","","","","19420026","0","91","",""
"127111","0.2","942","42_shinobu_idle","","0","19420027","42_shinobu_talk2idle","3","1","0.1"
"113211","0.2","942","42_anna_idle","","0","19420028","42_anna_doya2idle","3","1","0.1"
"2","0.2","942","","","1","19420029","42_boat_idle","3","",""
"vo_fpc","","942","0","","","19420030","vo_fpc_30203","21","",""
"113211","0","942","1","0.5","6","19420031","那之後怎麼樣了？\n要是有什麼有趣的事件或冒險，\n請務必要說給我聽！","11","0","0"
"0","","942","","","","19420032","0","91","",""
"vo_fpc","","942","0","","","19420033","vo_fpc_30204","21","",""
"113211","0","942","1","1","7","19420034","（說不定會成為\n冥風戰記的好靈感呢！）","11","0","0"
"0","","942","","","","19420035","0","91","",""
"113211","0.2","942","","","1","19420036","42_anna_idle","3","",""
"127111","0.2","942","42_shinobu_talk","","0","19420037","42_shinobu_idle2talk","3","1","0.1"
"2","0.2","942","","","1","19420038","42_boat_idle","3","",""
"vo_fpc","","942","0","","","19420039","vo_fpc_30205","21","",""
"127111","0","942","1","0.5","4","19420040","嗯，有喔。\n在度假村發生的\n各種靈異現象……","11","0","0"
"0","","942","","","","19420041","0","91","",""
"113211","0.2","942","","","1","19420042","42_anna_idle","3","",""
"127111","0.2","942","42_shinobu_horror","","0","19420043","42_shinobu_talk2horror","3","1","0.1"
"2","0.2","942","","","1","19420044","42_boat_idle","3","",""
"107","","942","","","","19420045","1","32","",""
"vo_fpc","","942","0","","","19420046","vo_fpc_30206","21","",""
"127111","0","942","1","1","4","19420047","在那背後是生者與死者的欲望\n混雜在一起的深沉真相……","11","0","0"
"6.5","","942","","","","19420048","0","93","",""
"1.5","","942","","","","19420049","0","93","",""
"19420047","","942","","","","19420050","0","91","",""
"127111","0.1","942","","","1","19420051","42_shinobu_horror","3","",""
"113211","0.1","942","","","1","19420052","42_anna_scared","3","",""
"2","0.1","942","","","1","19420053","42_boat_idle","3","",""
"vo_fpc","","942","0","","","19420054","vo_fpc_30207","21","",""
"113211","0","942","1","1.5","4","19420055","等！等一下！\n那種事沒問題嗎？\n喂，忍……我說忍啊！","11","0","0"
"9.13333333333333","","942","","","","19420056","0","93","",""
"1.5","","942","","","","19420057","0","93","",""
"19420055","","942","","","","19420058","0","91","",""
"113211","","942","4.52488687782805","","-250","19420059","940","2","",""
"127111","","942","4.52488687782805","","-250","19420060","1080","2","",""
"2","","942","4.52488687782805","","-250","19420061","1000","2","",""
"106","","942","4.52488687782805","","-250","19420062","1000","33","",""
"0","","942","","","","19420063","","91","",""
"1","1.75","943","-850","cmn_float","23","19430001","122511","1","-180","0"
"1","1.75","943","-800","43_tsumugi_deredere","13","19430002","117411","1","-125","0"
"1","1.75","943","-1675","cmn_float_item_09_Ball","12","19430003","11","5","-125","0"
"1","1.75","943","-850","cmn_floatRing_pink","32","19430004","12","5","-250","0"
"1","1.75","943","-2500","cmn_floatRing_blue","32","19430005","13","5","-250","0"
"8","1","943","-180","","-850","19430006","1225114","31","1",""
"5","1","943","-125","","-800","19430007","1174114","31","1",""
"5","1","943","-125","","-1675","19430008","411","31","1",""
"4","1","943","-250","","-850","19430009","412","31","1",""
"4","1","943","-250","","-2500","19430010","413","31","1",""
"110","0","943","-125","","-350","19430011","1101","31","1",""
"se_10053800","1","943","","","1","19430012","se_fpc_water_random","23","",""
"19430011","","943","","","","19430013","","91","",""
"12","","943","24.2647058823529","","-250","19430014","2450","2","",""
"412","","943","24.2647058823529","","-250","19430015","2450","33","",""
"11","","943","24.2647058823529","","-125","19430016","1625","2","",""
"411","","943","24.2647058823529","","-125","19430017","1625","33","",""
"13","","943","24.2647058823529","","-250","19430018","800","2","",""
"413","","943","24.2647058823529","","-250","19430019","800","33","",""
"2","","943","","","","19430020","0","93","",""
"122511","","943","6.25","","-180","19430021","0","2","12",""
"1225114","","943","6.25","","-180","19430022","0","33","12",""
"19430021","","943","","","","19430023","","91","",""
"vo_fpc","","943","0","","","19430024","vo_fpc_30301","21","",""
"122511","0","943","1","1","5","19430025","有好多東西在漂流著呢。\n如果這裡不是泳池，\n感覺會潛藏著魚……","11","0","0"
"0","","943","","","","19430026","","91","",""
"117411","","943","6.92307692307692","","-125","19430027","-350","2","12",""
"1174114","","943","6.92307692307692","","-125","19430028","-350","33","12",""
"vo_fpc","","943","0","","","19430029","vo_fpc_30302","21","",""
"122511","0","943","1","1","5","19430030","對了，如果能透過委身於這股水流\n來體會溪流中魚群的心情，\n或許能活用在下次釣魚時呢。","11","0","0"
"0","","943","","","","19430031","","91","",""
"19430028","","943","","","","19430032","","91","",""
"vo_fpc","","943","0","","","19430033","vo_fpc_30303","21","",""
"117411","0","943","1","1","6","19430034","啊，怜大人……♡\n漂流的姿態也好美呢。\n我可以一直看下去……","11","0","0"
"0","","943","","","","19430035","","91","",""
"122511","0.1","943","43_rei_notice_loop","","0","19430036","43_rei_notice_in","3","1","0.1"
"vo_fpc","","943","0","","","19430037","vo_fpc_30304","21","",""
"122511","0","943","1","0.5","4","19430038","唔……怎麼？\n這股像是猛禽鎖定獵物般的殺氣是？\n是有誰在嗎？","11","0","0"
"0","","943","","","","19430039","","91","",""
"1101","","943","","","","19430040","1","32","",""
"1174114","","943","","","","19430041","0","32","",""
"122511","0.1","943","43_rei_aseri","","0","19430042","43_rei_turn","3","1","0.1"
"117411","0.1","943","","","0","19430043","43_tsumugi_hide","3","",""
"3","","943","","","","19430044","0","93","",""
"117411","0.1","943","43_tsumugi_deredere","","0","19430045","43_tsumugi_appear","3","1","0.1"
"1","","943","","","","19430046","0","93","",""
"1101","","943","","","","19430047","0","32","",""
"1174114","","943","","","","19430048","1","32","",""
"vo_fpc","","943","0","","","19430049","vo_fpc_30305","21","",""
"122511","0","943","1","0.5","6","19430050","沒有任何人啊……\n不……在那裡！","11","0","0"
"0","","943","","","","19430051","","91","",""
"1101","","943","","","","19430052","1","32","",""
"1174114","","943","","","","19430053","0","32","",""
"122511","0.1","943","43_rei_aseri_2","","0","19430054","43_rei_turn","3","1","0.1"
"117411","0.1","943","","","0","19430055","43_tsumugi_hide","3","",""
"3","","943","","","","19430056","0","93","",""
"117411","0.1","943","43_tsumugi_deredere","","0","19430057","43_tsumugi_appear","3","1","0.1"
"1","","943","","","","19430058","0","93","",""
"1101","","943","","","","19430059","0","32","",""
"1174114","","943","","","","19430060","1","32","",""
"vo_fpc","","943","0","","","19430061","vo_fpc_30306","21","",""
"122511","0","943","1","1","5","19430062","果然沒有任何人嗎。\n但這陣惡寒是怎麼回事……？\n唔，感覺簡直就像是被盯上的魚啊。","11","0","0"
"0","","943","","","","19430063","","91","",""
"122511","","943","3.84615384615385","","-180","19430064","850","2","",""
"1225114","","943","3.84615384615385","","-180","19430065","850","33","",""
"117411","","943","2.57352941176471","","-125","19430066","0","2","12",""
"1174114","","943","2.57352941176471","","-125","19430067","0","33","12",""
"0","","943","","","","19430068","","91","",""
"vo_fpc","","943","0","","","19430069","vo_fpc_30307","21","",""
"117411","0","943","1","1","5","19430070","啊啊，竟然能這麼近地\n欣賞怜大人凜然的姿態，\n真是大飽眼福～","11","0","0"
"0","","943","","","","19430071","","91","",""
"117411","","943","3.84615384615385","","-125","19430072","850","2","",""
"1174114","","943","3.84615384615385","","-125","19430073","850","33","",""
"0","","943","","","","19430074","","91","",""
"1","1.4875","944","800","44_tamaki_in","12","19440001","107911","1","-15","0"
"3","1.4875","944","800","44_tamaki_in","13","19440002","3","5","-15","0"
"1","1.75","944","-1000","44_yukari_idle","33","19440003","126811","1","-250","0"
"2","1.75","944","-1000","cmn_boat_idle","32","19440004","2","5","-250","0"
"1","1.4875","944","-800","44_mifuyu_run","12","19440005","108011","1","-15","0"
"101","1","944","-250","","-1000","19440006","126811","31","1",""
"1004","0","944","140","","-560","19440007","1004","31","1",""
"se_10053800","1","944","","","1","19440008","se_fpc_water_random","23","",""
"19440007","","944","","","","19440009","0","91","",""
"107911","","944","2.26244343891403","","-15","19440010","300","2","",""
"3","","944","2.26244343891403","","-15","19440011","300","2","",""
"","","944","","","","19440012","","91","",""
"107911","0.1","944","44_tamaki_sale_loop","","","19440013","44_tamaki_sale","3","1","0.1"
"3","0.1","944","44_tamaki_sale_loop","","","19440014","44_tamaki_sale","3","1","0.1"
"vo_fpc","","944","0","","","19440015","vo_fpc_30401","21","",""
"107911","0","944","1","1","4","19440016","鯛魚燒～鯛魚燒～\n好吃的鯛魚燒店喵～","11","0","0"
"0","","944","","","","19440017","","91","",""
"126811","","944","5.29411764705882","","-250","19440018","-100","2","12",""
"2","","944","5.29411764705882","","-250","19440019","-100","2","12",""
"126811","","944","5.29411764705882","","-250","19440020","-100","33","12",""
"","","944","","","","19440021","","91","",""
"107911","0.1","944","44_tamaki_present_loop","","0","19440022","44_tamaki_present","3","1","0.1"
"3","0.1","944","44_tamaki_present_loop","","0","19440023","44_tamaki_present","3","1","0.1"
"vo_fpc","","944","0","","","19440024","vo_fpc_30402","21","",""
"107911","0","944","1","1","7","19440025","好的，那邊漂過來的小姐，\n要不要來一份鯛魚燒喵？","11","0","0"
"0","","944","","","","19440026","","91","",""
"126811","0.2","944","44_yukari_notice_loop","","0","19440027","44_yukari_notice","3","1","0.1"
"2","0.2","944","","","1","19440028","cmn_boat_idle","3","",""
"vo_fpc","","944","0","","","19440029","vo_fpc_30403","21","",""
"126811","0","944","1","1","7","19440030","哎呀，這不是珠希嗎。\n妳在這種地方做什麼？","11","0","0"
"0","","944","","","","19440031","","91","",""
"vo_fpc","","944","0","","","19440032","vo_fpc_30404","21","",""
"107911","0","944","1","1","10","19440033","什麼嘛，是優花梨啊喵。\n妳問我在做什麼，當然是做生意喵！","11","0","0"
"0","","944","","","","19440034","","91","",""
"107911","0.1","944","44_tamaki_sale_loop","","0","19440035","44_tamaki_present2sale","3","1","0.1"
"3","0.1","944","44_tamaki_sale_loop","","0","19440036","44_tamaki_present2sale","3","1","0.1"
"vo_fpc","","944","0","","","19440037","vo_fpc_30405","21","",""
"107911","0","944","1","1","6","19440038","有這麼多人在的商機，\n我可不能錯過喵！","11","0","0"
"0","","944","","","","19440039","","91","",""
"126811","0.2","944","44_yukari_worry_loop","","0","19440040","44_yukari_worry","3","1","0.1"
"2","0.2","944","","","1","19440041","cmn_boat_idle","3","",""
"vo_fpc","","944","0","","","19440042","vo_fpc_30406","21","",""
"126811","0","944","1","1","5","19440043","那個有得到秋乃的同意嗎？\n要是無照營業，可是會被罵喔？","11","0","0"
"0","","944","","","","19440044","","91","",""
"vo_fpc","","944","0","","","19440045","vo_fpc_30407","21","",""
"107911","0","944","1","0.5","7","19440046","沒問題的喵！為了不被發現……\n話說，不妙喵！是巡邏喵！","11","0","0"
"0","","944","","","","19440047","","91","",""
"1004","","944","","","","19440048","1","32","",""
"1","","944","","","","19440049","0","93","",""
"107911","0.1","944","44_tamaki_run","","0","19440050","44_tamaki_surprise","3","1","0.1"
"3","0.1","944","44_tamaki_run","","0","19440051","44_tamaki_surprise","3","1","0.1"
"3","0.1","944","44_tamaki_run","","0","19440052","44_tamaki_surprise","3","1","0.1"
"vo_fpc","","944","0","","","19440053","vo_fpc_30408","21","",""
"107911","0","944","1","1","8","19440054","快溜喵──！","11","0","0"
"0.8","","944","","","","19440055","0","93","",""
"107911","","944","1.74034110685694","","-15","19440056","800","2","",""
"3","","944","1.74034110685694","","-15","19440057","800","2","",""
"108011","","944","4.82654600301659","","-15","19440058","800","2","",""
"1004","","944","4.82654600301659","","-15","19440059","800","33","",""
"0.8","","944","","","","19440060","0","93","",""
"vo_fpc","","944","0","","","19440061","vo_fpc_30409","21","",""
"108011","0","944","1","0.5","12","19440062","無照營業是要被取締的！\n給我等一下！","11","0","0"
"19440058","","944","","","","19440063","","91","",""
"vo_fpc","","944","0","","","19440064","vo_fpc_30410","21","",""
"126811","0","944","1","1.5","5","19440065","等等，珠希？\n果然是沒取得同意嘛。\n……總覺得肚子餓了呢。\n要是有先點個鯛魚燒就好了啊。","11","0","0"
"11.6571428571429","","944","","","","19440066","1","93","",""
"126811","0.2","944","44_yukari_smile_loop","","0","19440067","44_yukari_smile","3","1","0.1"
"2","0.2","944","","","1","19440068","cmn_boat_idle","3","",""
"1.5","","944","","","","19440069","0","93","",""
"19440065","","944","","","","19440070","","91","",""
"126811","","944","4.97737556561086","","-250","19440071","1000","2","",""
"2","","944","4.97737556561086","","-250","19440072","1000","2","",""
"126811","","944","4.97737556561086","","-250","19440073","1000","33","",""
"0","","944","","","","19440074","","91","",""
"1","1.75","945","-1150","45_yui_cmn_swm_tread","23","19450001","122611","1","-180","0"
"1","1.75","945","-800","45_makoto_idle","12","19450002","110411","1","-125","0"
"23","1.75","945","-250","empty","32","19450003","23","5","-180","0"
"1","1.75","945","-1150","cmn_swm_tread_pink","22","19450004","1","5","-180","0"
"3","1","945","-180","","-1150","19450005","1226113","31","1",""
"4","1","945","-125","","-770","19450006","1104111","31","1",""
"117","0","945","-125","","150","19450007","117","31","1",""
"111","0","945","-180","","-250","19450008","111","31","1",""
"se_10053800","1","945","","","1","19450009","se_fpc_water_random","23","",""
"19450008","","945","","","","19450010","0","91","",""
"110411","","945","5.58823529411765","","-125","19450011","150","2","12",""
"1104111","","945","5.58823529411765","","-125","19450012","180","33","12",""
"122611","","945","5.58823529411765","","-180","19450013","-200","2","12",""
"1","","945","5.58823529411765","","-180","19450014","-200","2","12",""
"1226113","","945","5.58823529411765","","-180","19450015","-200","33","12",""
"19450015","","945","","","","19450016","","91","",""
"122611","0.1","945","","","1","19450017","45_yui_idle","3","",""
"1","0.1","945","","","1","19450018","45_yui_idle","3","",""
"110411","0.1","945","","","1","19450019","45_makoto_talk","3","",""
"vo_fpc","","945","0","","","19450020","vo_fpc_30501","21","",""
"110411","0","945","1","1","6","19450021","怎麼了，優衣？\n妳特意為那傢伙\n做了便當吧？\n趕快邀請他不就好了。","11","0","0"
"0","","945","","","","19450022","","91","",""
"vo_fpc","","945","0","","","19450023","vo_fpc_30502","21","",""
"122611","0","945","1","1","5","19450024","我明明連採買都請妳幫忙了，\n抱歉啊。不過，便當的內容\n有點太幹勁十足了……","11","0","0"
"0","","945","","","","19450025","","91","",""
"vo_fpc","","945","0","","","19450026","vo_fpc_30503","21","",""
"110411","0","945","1","1","5","19450027","太幹勁十足是怎樣啊？\n妳準備的材料很正常吧？\n嗯？話說回來，妳有買粉紅色的\n櫻花魚鬆吧。難不成……","11","0","0"
"0","","945","","","","19450028","","91","",""
"110411","0.1","945","45_makoto_talk_surprise_loop","","0","19450029","45_makoto_talk_surprise","3","1","0.1"
"122611","0.1","945","45_yui_shy_loop","","0","19450030","45_yui_shy_in","3","1","0.1"
"1","0.1","945","45_yui_shy_loop","","0","19450031","45_yui_shy_in","3","1","0.1"
"vo_fpc","","945","0","","","19450032","vo_fpc_30504","21","",""
"122611","0","945","1","1","4","19450033","……嗯，我做了……\n巨大的愛心圖案……\n果然還是不能邀他吧！\n真琴能幫我吃掉嗎！？","11","0","0"
"0","","945","","","","19450034","","91","",""
"110411","0.1","945","","","1","19450035","45_makoto_idle","3","",""
"vo_fpc","","945","0","","","19450036","vo_fpc_30505","21","",""
"110411","0","945","1","0.5","7","19450037","我知道了啦。我會陪妳去，\n然後替妳吃掉的……\n其他的配菜是妳的得意之作吧？\n好了，快點走囉！","11","0","0"
"0","","945","","","","19450038","","91","",""
"110411","0.1","945","cmn_swm_dogscratch","","0","19450039","45_makoto_dogscratch_in","3","1","0.1"
"0.5","","945","","","","19450040","0","93","",""
"1104111","","945","","","","19450041","0","32","",""
"117","","945","","","","19450042","1","32","",""
"110411","","945","4.07239819004525","","-125","19450043","1050","2","0",""
"117","","945","4.07239819004525","","-125","19450044","1050","33","0",""
"122611","0.1","945","45_yui_idle_2","","0","19450045","45_yui_notice","3","1","0.1"
"1","0.1","945","45_yui_idle","","0","19450046","45_yui_notice","3","1","0.1"
"vo_fpc","","945","0","","","19450047","vo_fpc_30506","21","",""
"122611","0","945","1","1","9","19450048","啊，真琴？\n等一下啦──！","11","0","0"
"0","","945","","","","19450049","","91","",""
"122611","0.1","945","","","1","19450050","45_yui_cmn_swm_tread","3","",""
"1","0.1","945","","","1","19450051","cmn_swm_tread_pink","3","",""
"122611","","945","4.75113122171946","","-180","19450052","850","2","0",""
"1","","945","4.75113122171946","","-180","19450053","850","2","0",""
"1226113","","945","4.75113122171946","","-180","19450054","850","33","0",""
"3","","945","","","","19450055","0","93","",""
"111","","945","","","","19450056","1","32","",""
"23","0.1","945","45_eriko_float_loop","","0","19450057","45_eriko_float_in","3","1","0.1"
"2","","945","","","","19450058","0","93","",""
"vo_fpc","","945","0","","","19450059","vo_fpc_30507","21","",""
"23","0","945","1","3","3","19450060","有盯上那位大人的不檢點氣息……\n這是偷腥貓，不對，是母狗的味道？\n必須要排除才行……","11","0","0"
"16.7666666666667","","945","","","","19450061","0","93","",""
"1.5","","945","","","","19450062","0","93","",""
"19450060","","945","","","","19450063","","91","",""
"23","0.1","945","","","0","19450064","45_eriko_float_end","3","",""
"3","","945","","","","19450065","0","93","",""
"0","","945","","","","19450066","","91","",""
"1","1.4875","946","-800","cmn_walk","12","19460001","107911","1","-15","0"
"1","1.4875","946","-1000","cmn_walk","12","19460002","107811","1","-15","0"
"1","1.75","946","-910","cmn_swm_flutterKick","22","19460003","122411","1","-180","0"
"1","1","946","-180","","-910","19460004","122411","31","1",""
"1","1","946","-180","","-910","19460005","115","31","1",""
"se_10053800","1","946","","","1","19460006","se_fpc_water_random","23","",""
"19460005","","946","","","","19460007","0","91","",""
"0.3","","946","","","","19460008","0","93","",""
"107811","0.1","946","","","1","19460009","cmn_walk","3","",""
"107911","","946","3.82352941176471","","-15","19460010","-150","2","",""
"107811","","946","3.82352941176471","","-15","19460011","-350","2","",""
"","","946","","","","19460012","","91","",""
"107911","0.1","946","46_tamaki_talk_loop","","","19460013","46_tamaki_talk","3","1","0.1"
"107811","0.1","946","46_kyaru_idle_jitome_loop","","","19460014","46_kyaru_idle_jitome","3","1","0.1"
"vo_fpc","","946","0","","","19460015","vo_fpc_30601","21","",""
"107811","0","946","1","1","5","19460016","大家游了那麼久，\n居然都不會膩呢～","11","0","0"
"0","","946","","","","19460017","","91","",""
"vo_fpc","","946","0","","","19460018","vo_fpc_30602","21","",""
"107911","0","946","1","1","4","19460019","嗯？\n難道妳怕水喵？","11","0","0"
"0","","946","","","","19460020","","91","",""
"107811","0.1","946","46_kyaru_talk_loop","","","19460021","46_kyaru_talk","3","1","0.1"
"vo_fpc","","946","0","","","19460022","vo_fpc_30603","21","",""
"107811","0","946","1","1","5","19460023","嗯～坐在游泳圈上是可以啦，\n但要游的話就感覺有點……妳懂嗎？","11","0","0"
"0","","946","","","","19460024","","91","",""
"107911","0.1","946","46_tamaki_nod_loop","","","19460025","46_tamaki_nod","3","1","0.1"
"vo_fpc","","946","0","","","19460026","vo_fpc_30604","21","",""
"107911","0","946","1","0.5","6","19460027","我懂喵。感覺包括我在內的貓獸人族\n就有很多那樣的人喵。","11","0","0"
"0","","946","","","","19460028","","91","",""
"122411","","946","8.64253393665158","","-180","19460029","1000","2","",""
"122411","","946","8.64253393665158","","-180","19460030","1000","33","",""
"3","","946","","","","19460031","0","93","",""
"122411","0.1","946","46_hiyori_flutterKick_handWave_loop","","0","19460032","46_hiyori_flutterKick_handWave","3","1","0.1"
"vo_fpc","","946","0","","","19460033","vo_fpc_30605","21","",""
"122411","0","946","1","1","10","19460034","啊，哈囉──！","11","0","0"
"2","","946","","","","19460035","0","93","",""
"107911","0.1","946","46_tamaki_handwave_loop","","","19460036","46_tamaki_handwave","3","1","0.1"
"107811","0.1","946","46_kyaru_idle_smile_loop","","","19460037","46_kyaru_idle_smile","3","1","0.1"
"1.5","","946","","","","19460038","0","93","",""
"vo_fpc","","946","0","","","19460039","vo_fpc_30606","21","",""
"107911","0","946","1","1","5","19460040","哈囉──\n不過，當然還是有例外啦喵。","11","0","0"
"0","","946","","","","19460041","","91","",""
"107911","0.1","946","46_tamaki_talk2_loop","","0","19460042","46_tamaki_talk2","3","1","0.1"
"vo_fpc","","946","0","","","19460043","vo_fpc_30607","21","",""
"107811","0","946","1","0.5","6","19460044","是啊。\n……話說回來，她還真有精神呢。","11","0","0"
"0","","946","","","","19460045","","91","",""
"107811","0.1","946","46_kyaru_idle_normal_loop","","0","19460046","46_kyaru_idle_normal","3","1","0.1"
"0.5","","946","","","","19460047","0","93","",""
"115","","946","","","","19460048","0","32","",""
"122411","","946","","","","19460049","0","32","",""
"122411","","946","0","","-180","19460050","-910","2","",""
"115","","946","0","","-180","19460051","-910","33","",""
"122411","","946","4.80140774258421","","-180","19460052","1000","2","",""
