53e05fcff736f8f6f5fd1773f24cb06ff01cdaf2259b6e73df3cfe1bafd834f4,45ecb9c184a66e0cc0e886fdb3816b61a1b2d086bfe12598b78eaf5b716fedc1,91b8b03caba95a4e38d406c5ec691786b1a8642d0e68159a5cb821430955c68e,9126c67538dfbd313f4e9041247d8487c172cf20ae8619207a6a297551da9a79,2c6d7a216bd6083f9a0ea7fe7368cc135b4c796382580c8b100a4037d4cbcbbb,06b6895021af8c46e1b9564ccf33a696b60f7f898168c97b4a8c7177ce037122,d2232e5ed9139b9783e2eff32bc9f84c7cf90fe9ac66b45c3ad8b2893e34f035,5c346df5e8284bb59b1f62596ddb5212b266d836860ea1eb07e6102776d4c07c,929c19b102d42aa46e98981fc624fffba06b5cc89ee5d6f1d6f1cb9a1c3e6c77,959ff0b0f497e1c5d0bea2b156d04b644f76270c63d6c785cda995214181c765,c621583f77c2c0aaffb601f66e7629495a213a9460b6cc40f29fc3d431bc68f3
"922","19220025","20_kasumi_cool_loop","","0.2","1","3","3","0","20_kasumi_cool_anger_in","0"
"922","19220026","0","","","","vo_fpc","21","0","vo_fpc_22203",""
"922","19220027","1","0.5","0","0","115711","11","8","從他們會正常講話並離開這點來看，\n似乎並不是闇影。","0"
"922","19220028","","","","","0","91","","",""
"922","19220029","","","","","0.5","93","","0",""
"922","19220030","20_kasumi_approach_loop","","0.3","1","115711","3","0","20_kasumi_approach_in","0"
"922","19220031","20_kasumi_approach_loop","","0.3","1","3","3","0","20_kasumi_approach_in","0"
"922","19220032","0","","","","vo_fpc","21","0","vo_fpc_22204",""
"922","19220033","1","0.5","0","0","115711","11","9","據說這世上會有３個樣貌相像的人，\n但是那３個人都碰巧聚在一起？不……","0"
"922","19220034","","","","","0","91","","",""
"922","19220035","","","","","0.5","93","","0",""
"922","19220036","20_kasumi_doya_loop","","0.1","1","115711","3","0","20_kasumi_doya_in","0"
"922","19220037","20_kasumi_doya_loop","","0.1","1","3","3","0","20_kasumi_doya_in","0"
"922","19220038","0","","","","vo_fpc","21","0","vo_fpc_22205",""
"922","19220039","1","0.5","0","0","115711","11","9","能進行驚人的高精度變裝的人物，\n或許就潛藏在這個墨丘利度假村中……","0"
"922","19220040","","","","","0","91","","",""
"922","19220041","","","","","0.5","93","","0",""
"922","19220042","","","0.2","","115711","3","1","20_kasumi_thinking",""
"922","19220043","","","0.2","","3","3","1","20_kasumi_thinking",""
"922","19220044","0","","","","vo_fpc","21","0","vo_fpc_22206",""
"922","19220045","1","0.5","0","0","115711","11","7","究竟那樣的人物\n是真實存在的嗎……","0"
"922","19220046","","","","","0","91","","",""
"922","19220047","","","","","0.5","93","","0",""
"922","19220048","","","0.2","","115711","3","1","20_kasumi_walk",""
"922","19220049","","","0.2","","3","3","1","20_kasumi_walk",""
"922","19220050","4.41176470588235","","","0","115711","2","-15","750",""
"922","19220051","4.41176470588235","","","0","3","2","-15","750",""
"922","19220052","","","","","0","91","","",""
"923","19230001","-750","20_kasumi_walk","1.4875","-15","1","1","22","115711","0"
"923","19230002","-750","20_kasumi_walk","1.4875","-15","3","5","23","3","0"
"923","19230003","","","","","se_10053800","23","1","se_fpc_water_random",""
"923","19230004","","","","","19230002","91","","",""
"923","19230005","4.41176470588235","","","0","115711","2","-15","0",""
"923","19230006","4.41176470588235","","","0","3","2","-15","0",""
"923","19230007","","","","","0","91","","",""
"923","19230008","","","0.3","","115711","3","1","20_kasumi_talk",""
"923","19230009","","","0.3","","3","3","1","20_kasumi_talk",""
"923","19230010","0","","","","vo_fpc","21","0","vo_fpc_22300",""
"923","19230011","1","0.5","0","0","115711","11","8","名偵探霞的墨丘利度假村事件簿\n「泳池邊鯛魚燒事件」","0"
"923","19230012","","","","","0","91","","",""
"923","19230013","","","","","0.5","93","","0",""
"923","19230014","20_kasumi_cool_surprise","","0.2","1","115711","3","0","20_kasumi_cool_in","0"
"923","19230015","20_kasumi_cool_loop","","0.2","1","3","3","0","20_kasumi_cool_in","0"
"923","19230016","0","","","","vo_fpc","21","0","vo_fpc_22301",""
"923","19230017","1","0.5","0","0","115711","11","9","傳聞說在這個墨丘利度假村中，\n有一個在泳池邊賣鯛魚燒的怪人。","0"
"923","19230018","","","","","0","91","","",""
"923","19230019","","","","","0.5","93","","0",""
"923","19230020","0","","","","vo_fpc","21","0","vo_fpc_22302",""
"923","19230021","1","0.5","0","0","115711","11","7","雖說如果是在美食街賣\n就不會有任何突兀感。","0"
"923","19230022","","","","","0","91","","",""
"923","19230023","","","","","0.5","93","","0",""
"923","19230024","","","0.2","","115711","3","1","20_kasumi_cool_sad",""
"923","19230025","","","0.2","","3","3","1","20_kasumi_cool_loop",""
"923","19230026","0","","","","vo_fpc","21","0","vo_fpc_22303",""
"923","19230027","1","0.5","0","0","115711","11","9","……但竟然在容易弄溼的泳池區域賣，\n這是常人的思維所無法想像的。","0"
"923","19230028","","","","","0","91","","",""
"923","19230029","","","","","0.5","93","","0",""
"923","19230030","","","0.2","","115711","3","1","20_kasumi_cool_anger",""
"923","19230031","","","0.2","","3","3","1","20_kasumi_cool_loop",""
"923","19230032","0","","","","vo_fpc","21","0","vo_fpc_22304",""
"923","19230033","1","0.5","0","0","115711","11","8","而且鯛魚燒的內餡據說是彩虹色的，\n味道還是極品呢。","0"
"923","19230034","","","","","0","91","","",""
"923","19230035","","","","","0.5","93","","0",""
"923","19230036","","","0.2","","115711","3","1","20_kasumi_doya_normal2",""
"923","19230037","","","0.2","","3","3","1","20_kasumi_doya_normal2",""
"923","19230038","0","","","","vo_fpc","21","0","vo_fpc_22305",""
"923","19230039","1","0.5","0","0","115711","11","8","也有聽說要是看見夢幻鯛魚燒小販，\n就能夠變得幸福喔。","0"
"923","19230040","","","","","0","91","","",""
"923","19230041","","","","","0.5","93","","0",""
"923","19230042","20_kasumi_approach_loop","","0.3","1","115711","3","0","20_kasumi_approach_in","0"
"923","19230043","20_kasumi_approach_loop","","0.3","1","3","3","0","20_kasumi_approach_in","0"
"923","19230044","0","","","","vo_fpc","21","0","vo_fpc_22306",""
"923","19230045","1","0.5","0","0","115711","11","8","在泳池邊\n賣鯛魚燒的怪人，是嗎。","0"
"923","19230046","","","","","0","91","","",""
"923","19230047","","","","","0.5","93","","0",""
"923","19230048","","","0.2","","115711","3","1","20_kasumi_thinking",""
"923","19230049","","","0.2","","3","3","1","20_kasumi_thinking",""
"923","19230050","0","","","","vo_fpc","21","0","vo_fpc_22307",""
"923","19230051","1","0.5","0","0","115711","11","7","究竟那樣的人物\n是真實存在的嗎……","0"
"923","19230052","","","","","0","91","","",""
"923","19230053","","","","","0.5","93","","0",""
"923","19230054","","","0.2","","115711","3","1","20_kasumi_walk",""
"923","19230055","","","0.2","","3","3","1","20_kasumi_walk",""
"923","19230056","4.41176470588235","","","0","115711","2","-15","750",""
"923","19230057","4.41176470588235","","","0","3","2","-15","750",""
"923","19230058","","","","","0","91","","",""
"941","19410001","-910","41_pekorine_swim_loop","1.75","-180","1","1","23","107511","0"
"941","19410002","-800","cmn_float","1.75","-180","1","1","22","107611","0"
"941","19410003","-1000","41_kyaru_floatRing","1.75","-180","22","5","22","22","0"
"941","19410004","-180","","1","1","1","31","-890","1075111",""
"941","19410005","-180","","0","1","14","31","0","1075114",""
"941","19410006","-180","","1","1","4","31","-800","107611",""
"941","19410007","-180","","1","1","126","31","-830","22",""
"941","19410008","-180","","0","1","105","31","140","105",""
"941","19410009","40","","0","1","108","31","320","108",""
"941","19410010","-110","","0","1","1001","31","-160","1001",""
"941","19410011","","","1","","se_10053800","23","1","se_fpc_water_random",""
"941","19410012","","","","","19410010","91","","0",""
"941","19410013","5","","","12","22","2","-180","-150",""
"941","19410014","5","","","12","22","33","-180","-10",""
"941","19410015","","","","","0","91","","",""
"941","19410016","0","","","","vo_fpc","21","","vo_fpc_30101",""
"941","19410017","1","1","0","0","22","11","4","呼～偶爾像這樣\n悠悠哉哉的也不錯呢～","0"
"941","19410018","","","","","0","91","","0",""
"941","19410019","4.52941176470588","","","0","107511","2","-180","0",""
"941","19410020","4.52941176470588","","","0","1075111","33","-180","0",""
"941","19410021","4.52941176470588","","","12","22","2","-180","0",""
"941","19410022","4.52941176470588","","","12","22","33","-180","140",""
"941","19410023","","","","","1.5","93","","0",""
"941","19410024","0","","","","vo_fpc","21","","vo_fpc_30102",""
"941","19410025","1","1","0","0","107511","11","5","小──凱──留──！\n嘿！","0"
"941","19410026","","","","","19410019","91","","",""
"941","19410027","","","","","1075111","32","","0",""
"941","19410028","","","","","1075114","32","","1",""
"941","19410029","41_pekorine_hug_loop","","0.1","1","107511","3","0","41_pekorine_hug","0.1"
"941","19410030","41_kyaru_surprise_loop","","0.1","1","22","3","0","41_kyaru_surprise","0.1"
"941","19410031","","","","","0.6","93","","0",""
"941","19410032","","","","","105","32","","1",""
"941","19410033","","","","","0.6","93","","0",""
"941","19410034","","","","","105","32","","0",""
"941","19410035","","","","","19410025","91","","",""
"941","19410036","2.94117647058824","","","12","107611","2","-180","-300",""
"941","19410037","2.94117647058824","","","12","107611","33","-180","-300",""
"941","19410038","0","","","","vo_fpc","21","","vo_fpc_30103",""
"941","19410039","1","1","0","0","22","11","7","等等！喂！\n不要突然抱過來啊，白癡佩可！\n這個游泳圈只限一個人用啦！","0"
"941","19410040","","","","","0","91","","0",""
"941","19410041","","","","","19410036","91","","",""
"941","19410042","","","","","105","32","","1",""
"941","19410043","","","0.1","","107511","3","1","41_pekorine_shake",""
"941","19410044","","","0.1","","22","3","1","41_kyaru_shake",""
"941","19410045","0","","","","vo_fpc","21","","vo_fpc_30104",""
"941","19410046","","","0.1","","107611","3","1","41_kokkoro_float_loop",""
"941","19410047","1","1","0","0","107611","11","6","呵呵，兩位已經完全\n沉浸在嬉鬧之中……\n好像很開心呢。","0"
"941","19410048","","","","","0","91","","0",""
"941","19410049","0","","","","vo_fpc","21","","vo_fpc_30105",""
"941","19410050","1","1","0","0","22","11","11","啊，不行……\n已經，到極……限了……","0"
"941","19410051","","","","","0","91","","0",""
"941","19410052","","","0.2","","22","3","0","41_kyaru_drown",""
"941","19410053","","","0.2","","107511","3","1","41_pekorine_shake",""
"941","19410054","","","","","0.2","93","","0",""
"941","19410055","","","1","","se_10053800","23","0","se_10053800_941_bishokuden",""
"941","19410056","","","","","0.8","93","","0",""
"941","19410057","41_kokkoro_surprise_loop","","0.1","1","107611","3","0","41_kokkoro_surprise","0.1"
"941","19410058","","","","","0.5","93","","0",""
"941","19410059","","","","","108","32","","1",""
"941","19410060","","","","","2.5","93","","0",""
"941","19410061","","","0.1","","22","3","1","41_kyaru_drown_loop","0.1"
"941","19410062","41_pekorine_notice_loop","","0.1","1","107511","3","0","41_pekorine_notice","0.1"
"941","19410063","","","","","105","32","","0",""
"941","19410064","","","","","22","32","","0",""
"941","19410065","0","","","","vo_fpc","21","","vo_fpc_30106",""
"941","19410066","1","1","0","0","107511","11","6","咦？\n小凱留？\n妳跑哪去了？","0"
"941","19410067","","","","","0","91","","0",""
"941","19410068","0","","","","vo_fpc","21","","vo_fpc_30107",""
"941","19410069","1","1","0","0","107611","11","9","糟、糟了……\n風之精靈啊！\n現在立刻用空氣\n將凱留小姐包覆起來！","0"
"941","19410070","","","","","2.1","93","","0",""
"941","19410071","41_kokkoro_action_loop","","0.1","1","107611","3","0","41_kokkoro_action","0.1"
"941","19410072","","","","","1001","32","","1",""
"941","19410073","cmn_swm_flutterKick_floatRing","","0","1","107511","3","0","41_pekorine_flutterKick_floatRing_in","0.1"
"941","19410074","","","0.1","","22","3","1","41_kyaru_flutterKick_floatRing",""
"941","19410075","4.52488687782805","","","0","107511","2","-180","1000",""
"941","19410076","","","","","1075111","32","","1",""
"941","19410077","","","","","1075114","32","","0",""
"941","19410078","4.52488687782805","","","0","1075111","33","-180","1000",""
"941","19410079","4.52488687782805","","","0","22","2","-180","1000",""
"941","19410080","5.88235294117647","","","0","107611","2","-180","1000",""
"941","19410081","5.88235294117647","","","0","107611","33","-180","1000",""
"941","19410082","5.88235294117647","","","0","1001","33","-110","1140",""
"941","19410083","","","","","19410081","91","","",""
"942","19420001","-1060","42_anna_idle","1.75","-250","1","1","33","113211","0"
"942","19420002","-920","42_shinobu_idle","1.75","-250","1","1","33","127111","0"
"942","19420003","-1000","42_boat_idle","1.75","-250","2","5","32","2","0"
"942","19420004","0","","0","1","107","31","0","107",""
"942","19420005","-250","","1","1","106","31","-1000","106",""
"942","19420006","","","","","113211","13","","47",""
"942","19420007","","","","","127111","13","","47",""
"942","19420008","","","1","","se_10053800","23","1","se_fpc_water_random",""
"942","19420009","","","","","19420007","91","","0",""
"942","19420010","5.88235294117647","","","12","113211","2","-250","-60",""
"942","19420011","5.88235294117647","","","12","127111","2","-250","80",""
"942","19420012","5.88235294117647","","","12","2","2","-250","0",""
"942","19420013","5.88235294117647","","","12","106","33","-250","0",""
"942","19420014","","","","","","91","","",""
"942","19420015","","","0.2","","113211","3","1","42_anna_doyatalk",""
"942","19420016","","","0.2","","127111","3","1","42_shinobu_idle",""
"942","19420017","","","0.2","","2","3","1","42_boat_idle",""
"942","19420018","0","","","","vo_fpc","21","","vo_fpc_30201",""
"942","19420019","1","1","0","0","113211","11","4","哈──哈哈哈！\n像這樣在水上擺盪，\n就會想起那次冒險呢！","0"
"942","19420020","","","","","0","91","","0",""
"942","19420021","","","0.2","","113211","3","1","42_anna_doyatalk",""
"942","19420022","42_shinobu_talk","","0.2","1","127111","3","0","42_shinobu_idle2talk","0.1"
"942","19420023","","","0.2","","2","3","1","42_boat_idle",""
"942","19420024","0","","","","vo_fpc","21","","vo_fpc_30202",""
"942","19420025","1","1","0","0","127111","11","6","是啊，真是非常愉快的冒險呢。\n我到現在也很珍惜地\n保管著那套服裝喔。","0"
"942","19420026","","","","","0","91","","0",""
"942","19420027","42_shinobu_idle","","0.2","1","127111","3","0","42_shinobu_talk2idle","0.1"
"942","19420028","42_anna_idle","","0.2","1","113211","3","0","42_anna_doya2idle","0.1"
"942","19420029","","","0.2","","2","3","1","42_boat_idle",""
"942","19420030","0","","","","vo_fpc","21","","vo_fpc_30203",""
"942","19420031","1","0.5","0","0","113211","11","6","那之後怎麼樣了？\n要是有什麼有趣的事件或冒險，\n請務必要說給我聽！","0"
"942","19420032","","","","","0","91","","0",""
"942","19420033","0","","","","vo_fpc","21","","vo_fpc_30204",""
"942","19420034","1","1","0","0","113211","11","7","（說不定會成為\n冥風戰記的好靈感呢！）","0"
"942","19420035","","","","","0","91","","0",""
"942","19420036","","","0.2","","113211","3","1","42_anna_idle",""
"942","19420037","42_shinobu_talk","","0.2","1","127111","3","0","42_shinobu_idle2talk","0.1"
"942","19420038","","","0.2","","2","3","1","42_boat_idle",""
"942","19420039","0","","","","vo_fpc","21","","vo_fpc_30205",""
"942","19420040","1","0.5","0","0","127111","11","4","嗯，有喔。\n在度假村發生的\n各種靈異現象……","0"
"942","19420041","","","","","0","91","","0",""
"942","19420042","","","0.2","","113211","3","1","42_anna_idle",""
"942","19420043","42_shinobu_horror","","0.2","1","127111","3","0","42_shinobu_talk2horror","0.1"
"942","19420044","","","0.2","","2","3","1","42_boat_idle",""
"942","19420045","","","","","107","32","","1",""
"942","19420046","0","","","","vo_fpc","21","","vo_fpc_30206",""
"942","19420047","1","1","0","0","127111","11","4","在那背後是生者與死者的欲望\n混雜在一起的深沉真相……","0"
"942","19420048","","","","","6.5","93","","0",""
"942","19420049","","","","","1.5","93","","0",""
"942","19420050","","","","","19420047","91","","0",""
"942","19420051","","","0.1","","127111","3","1","42_shinobu_horror",""
"942","19420052","","","0.1","","113211","3","1","42_anna_scared",""
"942","19420053","","","0.1","","2","3","1","42_boat_idle",""
"942","19420054","0","","","","vo_fpc","21","","vo_fpc_30207",""
"942","19420055","1","1.5","0","0","113211","11","4","等！等一下！\n那種事沒問題嗎？\n喂，忍……我說忍啊！","0"
"942","19420056","","","","","9.13333333333333","93","","0",""
"942","19420057","","","","","1.5","93","","0",""
"942","19420058","","","","","19420055","91","","0",""
"942","19420059","4.52488687782805","","","","113211","2","-250","940",""
"942","19420060","4.52488687782805","","","","127111","2","-250","1080",""
"942","19420061","4.52488687782805","","","","2","2","-250","1000",""
"942","19420062","4.52488687782805","","","","106","33","-250","1000",""
"942","19420063","","","","","0","91","","",""
"943","19430001","-850","cmn_float","1.75","-180","1","1","23","122511","0"
"943","19430002","-800","43_tsumugi_deredere","1.75","-125","1","1","13","117411","0"
"943","19430003","-1675","cmn_float_item_09_Ball","1.75","-125","1","5","12","11","0"
"943","19430004","-850","cmn_floatRing_pink","1.75","-250","1","5","32","12","0"
"943","19430005","-2500","cmn_floatRing_blue","1.75","-250","1","5","32","13","0"
"943","19430006","-180","","1","1","8","31","-850","1225114",""
"943","19430007","-125","","1","1","5","31","-800","1174114",""
"943","19430008","-125","","1","1","5","31","-1675","411",""
"943","19430009","-250","","1","1","4","31","-850","412",""
"943","19430010","-250","","1","1","4","31","-2500","413",""
"943","19430011","-125","","0","1","110","31","-350","1101",""
"943","19430012","","","1","","se_10053800","23","1","se_fpc_water_random",""
"943","19430013","","","","","19430011","91","","",""
"943","19430014","24.2647058823529","","","","12","2","-250","2450",""
"943","19430015","24.2647058823529","","","","412","33","-250","2450",""
"943","19430016","24.2647058823529","","","","11","2","-125","1625",""
"943","19430017","24.2647058823529","","","","411","33","-125","1625",""
"943","19430018","24.2647058823529","","","","13","2","-250","800",""
"943","19430019","24.2647058823529","","","","413","33","-250","800",""
"943","19430020","","","","","2","93","","0",""
"943","19430021","6.25","","","12","122511","2","-180","0",""
"943","19430022","6.25","","","12","1225114","33","-180","0",""
"943","19430023","","","","","19430021","91","","",""
"943","19430024","0","","","","vo_fpc","21","","vo_fpc_30301",""
"943","19430025","1","1","0","0","122511","11","5","有好多東西在漂流著呢。\n如果這裡不是泳池，\n感覺會潛藏著魚……","0"
"943","19430026","","","","","0","91","","",""
"943","19430027","6.92307692307692","","","12","117411","2","-125","-350",""
"943","19430028","6.92307692307692","","","12","1174114","33","-125","-350",""
"943","19430029","0","","","","vo_fpc","21","","vo_fpc_30302",""
"943","19430030","1","1","0","0","122511","11","5","對了，如果能透過委身於這股水流\n來體會溪流中魚群的心情，\n或許能活用在下次釣魚時呢。","0"
"943","19430031","","","","","0","91","","",""
"943","19430032","","","","","19430028","91","","",""
"943","19430033","0","","","","vo_fpc","21","","vo_fpc_30303",""
"943","19430034","1","1","0","0","117411","11","6","啊，怜大人……♡\n漂流的姿態也好美呢。\n我可以一直看下去……","0"
"943","19430035","","","","","0","91","","",""
"943","19430036","43_rei_notice_loop","","0.1","1","122511","3","0","43_rei_notice_in","0.1"
"943","19430037","0","","","","vo_fpc","21","","vo_fpc_30304",""
"943","19430038","1","0.5","0","0","122511","11","4","唔……怎麼？\n這股像是猛禽鎖定獵物般的殺氣是？\n是有誰在嗎？","0"
"943","19430039","","","","","0","91","","",""
"943","19430040","","","","","1101","32","","1",""
"943","19430041","","","","","1174114","32","","0",""
"943","19430042","43_rei_aseri","","0.1","1","122511","3","0","43_rei_turn","0.1"
"943","19430043","","","0.1","","117411","3","0","43_tsumugi_hide",""
"943","19430044","","","","","3","93","","0",""
"943","19430045","43_tsumugi_deredere","","0.1","1","117411","3","0","43_tsumugi_appear","0.1"
"943","19430046","","","","","1","93","","0",""
"943","19430047","","","","","1101","32","","0",""
"943","19430048","","","","","1174114","32","","1",""
"943","19430049","0","","","","vo_fpc","21","","vo_fpc_30305",""
"943","19430050","1","0.5","0","0","122511","11","6","沒有任何人啊……\n不……在那裡！","0"
"943","19430051","","","","","0","91","","",""
"943","19430052","","","","","1101","32","","1",""
"943","19430053","","","","","1174114","32","","0",""
"943","19430054","43_rei_aseri_2","","0.1","1","122511","3","0","43_rei_turn","0.1"
"943","19430055","","","0.1","","117411","3","0","43_tsumugi_hide",""
"943","19430056","","","","","3","93","","0",""
"943","19430057","43_tsumugi_deredere","","0.1","1","117411","3","0","43_tsumugi_appear","0.1"
"943","19430058","","","","","1","93","","0",""
"943","19430059","","","","","1101","32","","0",""
"943","19430060","","","","","1174114","32","","1",""
"943","19430061","0","","","","vo_fpc","21","","vo_fpc_30306",""
"943","19430062","1","1","0","0","122511","11","5","果然沒有任何人嗎。\n但這陣惡寒是怎麼回事……？\n唔，感覺簡直就像是被盯上的魚啊。","0"
"943","19430063","","","","","0","91","","",""
"943","19430064","3.84615384615385","","","","122511","2","-180","850",""
"943","19430065","3.84615384615385","","","","1225114","33","-180","850",""
"943","19430066","2.57352941176471","","","12","117411","2","-125","0",""
"943","19430067","2.57352941176471","","","12","1174114","33","-125","0",""
"943","19430068","","","","","0","91","","",""
"943","19430069","0","","","","vo_fpc","21","","vo_fpc_30307",""
"943","19430070","1","1","0","0","117411","11","5","啊啊，竟然能這麼近地\n欣賞怜大人凜然的姿態，\n真是大飽眼福～","0"
"943","19430071","","","","","0","91","","",""
"943","19430072","3.84615384615385","","","","117411","2","-125","850",""
"943","19430073","3.84615384615385","","","","1174114","33","-125","850",""
"943","19430074","","","","","0","91","","",""
"944","19440001","800","44_tamaki_in","1.4875","-15","1","1","12","107911","0"
"944","19440002","800","44_tamaki_in","1.4875","-15","3","5","13","3","0"
"944","19440003","-1000","44_yukari_idle","1.75","-250","1","1","33","126811","0"
"944","19440004","-1000","cmn_boat_idle","1.75","-250","2","5","32","2","0"
"944","19440005","-800","44_mifuyu_run","1.4875","-15","1","1","12","108011","0"
"944","19440006","-250","","1","1","101","31","-1000","126811",""
"944","19440007","140","","0","1","1004","31","-560","1004",""
"944","19440008","","","1","","se_10053800","23","1","se_fpc_water_random",""
"944","19440009","","","","","19440007","91","","0",""
"944","19440010","2.26244343891403","","","","107911","2","-15","300",""
"944","19440011","2.26244343891403","","","","3","2","-15","300",""
"944","19440012","","","","","","91","","",""
"944","19440013","44_tamaki_sale_loop","","0.1","1","107911","3","","44_tamaki_sale","0.1"
"944","19440014","44_tamaki_sale_loop","","0.1","1","3","3","","44_tamaki_sale","0.1"
"944","19440015","0","","","","vo_fpc","21","","vo_fpc_30401",""
"944","19440016","1","1","0","0","107911","11","4","鯛魚燒～鯛魚燒～\n好吃的鯛魚燒店喵～","0"
"944","19440017","","","","","0","91","","",""
"944","19440018","5.29411764705882","","","12","126811","2","-250","-100",""
"944","19440019","5.29411764705882","","","12","2","2","-250","-100",""
"944","19440020","5.29411764705882","","","12","126811","33","-250","-100",""
"944","19440021","","","","","","91","","",""
"944","19440022","44_tamaki_present_loop","","0.1","1","107911","3","0","44_tamaki_present","0.1"
"944","19440023","44_tamaki_present_loop","","0.1","1","3","3","0","44_tamaki_present","0.1"
"944","19440024","0","","","","vo_fpc","21","","vo_fpc_30402",""
"944","19440025","1","1","0","0","107911","11","7","好的，那邊漂過來的小姐，\n要不要來一份鯛魚燒喵？","0"
"944","19440026","","","","","0","91","","",""
"944","19440027","44_yukari_notice_loop","","0.2","1","126811","3","0","44_yukari_notice","0.1"
"944","19440028","","","0.2","","2","3","1","cmn_boat_idle",""
"944","19440029","0","","","","vo_fpc","21","","vo_fpc_30403",""
"944","19440030","1","1","0","0","126811","11","7","哎呀，這不是珠希嗎。\n妳在這種地方做什麼？","0"
"944","19440031","","","","","0","91","","",""
"944","19440032","0","","","","vo_fpc","21","","vo_fpc_30404",""
"944","19440033","1","1","0","0","107911","11","10","什麼嘛，是優花梨啊喵。\n妳問我在做什麼，當然是做生意喵！","0"
"944","19440034","","","","","0","91","","",""
"944","19440035","44_tamaki_sale_loop","","0.1","1","107911","3","0","44_tamaki_present2sale","0.1"
"944","19440036","44_tamaki_sale_loop","","0.1","1","3","3","0","44_tamaki_present2sale","0.1"
"944","19440037","0","","","","vo_fpc","21","","vo_fpc_30405",""
"944","19440038","1","1","0","0","107911","11","6","有這麼多人在的商機，\n我可不能錯過喵！","0"
"944","19440039","","","","","0","91","","",""
"944","19440040","44_yukari_worry_loop","","0.2","1","126811","3","0","44_yukari_worry","0.1"
"944","19440041","","","0.2","","2","3","1","cmn_boat_idle",""
"944","19440042","0","","","","vo_fpc","21","","vo_fpc_30406",""
"944","19440043","1","1","0","0","126811","11","5","那個有得到秋乃的同意嗎？\n要是無照營業，可是會被罵喔？","0"
"944","19440044","","","","","0","91","","",""
"944","19440045","0","","","","vo_fpc","21","","vo_fpc_30407",""
"944","19440046","1","0.5","0","0","107911","11","7","沒問題的喵！為了不被發現……\n話說，不妙喵！是巡邏喵！","0"
"944","19440047","","","","","0","91","","",""
"944","19440048","","","","","1004","32","","1",""
"944","19440049","","","","","1","93","","0",""
"944","19440050","44_tamaki_run","","0.1","1","107911","3","0","44_tamaki_surprise","0.1"
"944","19440051","44_tamaki_run","","0.1","1","3","3","0","44_tamaki_surprise","0.1"
"944","19440052","44_tamaki_run","","0.1","1","3","3","0","44_tamaki_surprise","0.1"
"944","19440053","0","","","","vo_fpc","21","","vo_fpc_30408",""
"944","19440054","1","1","0","0","107911","11","8","快溜喵──！","0"
"944","19440055","","","","","0.8","93","","0",""
"944","19440056","1.74034110685694","","","","107911","2","-15","800",""
"944","19440057","1.74034110685694","","","","3","2","-15","800",""
"944","19440058","4.82654600301659","","","","108011","2","-15","800",""
"944","19440059","4.82654600301659","","","","1004","33","-15","800",""
"944","19440060","","","","","0.8","93","","0",""
"944","19440061","0","","","","vo_fpc","21","","vo_fpc_30409",""
"944","19440062","1","0.5","0","0","108011","11","12","無照營業是要被取締的！\n給我等一下！","0"
"944","19440063","","","","","19440058","91","","",""
"944","19440064","0","","","","vo_fpc","21","","vo_fpc_30410",""
"944","19440065","1","1.5","0","0","126811","11","5","等等，珠希？\n果然是沒取得同意嘛。\n……總覺得肚子餓了呢。\n要是有先點個鯛魚燒就好了啊。","0"
"944","19440066","","","","","11.6571428571429","93","","1",""
"944","19440067","44_yukari_smile_loop","","0.2","1","126811","3","0","44_yukari_smile","0.1"
"944","19440068","","","0.2","","2","3","1","cmn_boat_idle",""
"944","19440069","","","","","1.5","93","","0",""
"944","19440070","","","","","19440065","91","","",""
"944","19440071","4.97737556561086","","","","126811","2","-250","1000",""
"944","19440072","4.97737556561086","","","","2","2","-250","1000",""
"944","19440073","4.97737556561086","","","","126811","33","-250","1000",""
"944","19440074","","","","","0","91","","",""
"945","19450001","-1150","45_yui_cmn_swm_tread","1.75","-180","1","1","23","122611","0"
"945","19450002","-800","45_makoto_idle","1.75","-125","1","1","12","110411","0"
"945","19450003","-250","empty","1.75","-180","23","5","32","23","0"
"945","19450004","-1150","cmn_swm_tread_pink","1.75","-180","1","5","22","1","0"
"945","19450005","-180","","1","1","3","31","-1150","1226113",""
"945","19450006","-125","","1","1","4","31","-770","1104111",""
"945","19450007","-125","","0","1","117","31","150","117",""
"945","19450008","-180","","0","1","111","31","-250","111",""
"945","19450009","","","1","","se_10053800","23","1","se_fpc_water_random",""
"945","19450010","","","","","19450008","91","","0",""
"945","19450011","5.58823529411765","","","12","110411","2","-125","150",""
"945","19450012","5.58823529411765","","","12","1104111","33","-125","180",""
"945","19450013","5.58823529411765","","","12","122611","2","-180","-200",""
"945","19450014","5.58823529411765","","","12","1","2","-180","-200",""
"945","19450015","5.58823529411765","","","12","1226113","33","-180","-200",""
"945","19450016","","","","","19450015","91","","",""
"945","19450017","","","0.1","","122611","3","1","45_yui_idle",""
"945","19450018","","","0.1","","1","3","1","45_yui_idle",""
"945","19450019","","","0.1","","110411","3","1","45_makoto_talk",""
"945","19450020","0","","","","vo_fpc","21","","vo_fpc_30501",""
"945","19450021","1","1","0","0","110411","11","6","怎麼了，優衣？\n妳特意為那傢伙\n做了便當吧？\n趕快邀請他不就好了。","0"
"945","19450022","","","","","0","91","","",""
"945","19450023","0","","","","vo_fpc","21","","vo_fpc_30502",""
