46f7ae3a9a58d50beceecc02ccd1ecce51ee855f14fb2a10d961733daeafa952,ccef9b51c69ba03a7c429a51cd4bf96190953deebbc4cb3325384175daf855d8,2bff4fef308deca7ce70b98bab1aac2b5fc1ccad008af2226bcaf97abd833dd8,946e59cede6e171eb6f9114763760c36011bb92a63c4a87f40633b1111d76a72,681a05472fb19b3311a7c4c8f6b4a9942ad04c5a7f8e5249b94c265f0843bf4e,8fa632a9cd8072c50ee03b0764bb7142e19d313d0cfcbd21519470369b1e9f78,27fbcd48d544c4a16e294f780460b51c0e2ef66de5714a1310a5e04bd876fe72,3e236330ec9bb3139134351dc247d4358874d89dc812e3eac3994ea36393fb72,760c335153bb76c710847c119c034a1c41094287c2abd2bcc42c43062bd3fdbf,defc272fa963be2eb1bfb0132df3e6aaa6ab8b8dbfd3b342bd4ebddf922fc1ef,8e385d78c2d5e195fedccbfbb901d64196a8b7dc3dc6ac640a5e1f549fb6d258
"","","1007413","","","0","","93","","0.2","1007413161"
"0","1","1007413","","","mhp_walk","","3","0.2","100931","1007413162"
"0","-220","1007413","","1.5","35","","2","","100931","1007413163"
"0","-220","1007413","","1.5","35","","2","","31","1007413164"
"0","-220","1007413","","1.5","35","","2","","11","1007413165"
"0","-220","1007413","","1.5","35","","2","","12","1007413166"
"","","1007413","","","0","","93","","0.3","1007413167"
"1","0","1007413","0","mhp_handover_loop","mhp_handover_in","","3","0.2","117531","1007413168"
"1","1","1007413","0","1","1","","6","0","21","1007413169"
"1","1","1007413","0","1","1","","6","0","22","1007413170"
"1","0","1007413","0","mhp_handover_loop","mhp_handover_in","","3","0.2","21","1007413171"
"1","0","1007413","0","mhp_item_EX0008_handover_loop","mhp_item_EX0008_handover_in","","3","0.2","22","1007413172"
"","","1007413","","","0","","93","","1.2","1007413173"
"1","0","1007413","0","mhp_handover_receive_loop","mhp_handover_receive_in","","3","0.2","100931","1007413174"
"1","1","1007413","0","1","1","","6","0","11","1007413175"
"1","1","1007413","0","1","1","","6","0","12","1007413176"
"1","0","1007413","0","mhp_receive_anna_loop","mhp_receive_anna_in","","3","0.2","11","1007413177"
"1","0","1007413","0","mhp_item_EX0008_receive_loop","mhp_item_EX0008_receive_in","","3","0.2","12","1007413178"
"","","1007413","","","0","","93","","0.6","1007413179"
"1","1","1007413","0","1","1","","6","0.4","22","1007413180"
"","","1007413","","","0","","93","","0.4","1007413181"
"1","0","1007413","0","mhp_idle_normal","mhp_handover_out","","3","0.2","117531","1007413182"
"1","0","1007413","0","NoItem_idle","mhp_handover_out","","3","0.2","21","1007413183"
"1","0","1007413","0","NoItem_idle","mhp_item_EX0008_handover_out","","3","0.2","22","1007413184"
"","","1007413","","","0","","93","","0.4","1007413185"
"1","0","1007413","0","mhp_idle_normal","mhp_handover_receive_out","","3","0.2","100931","1007413186"
"1","0","1007413","0","NoItem_idle","mhp_receive_anna_out","","3","0.2","11","1007413187"
"1","0","1007413","0","NoItem_idle","mhp_item_EX0008_receive_out","","3","0.2","12","1007413188"
"","","1007413","","","","","93","","2","1007413189"
"","1","1007413","","","mhp_talk_worry","","3","0.2","100931","1007413190"
"","0","1007413","","0","vo_mhp_3015","","21","","vo_mhp_1007413","1007413191"
"0","5","1007413","0","1","嗯？奇怪，這是普通的藥丸？\n我還以為妳會拿出更像危險藥品的東西……","0.5","11","0","100931","1007413192"
"","","1007413","","","","","91","","0","1007413193"
"","1","1007413","","","mhp_talk_thinking","","3","0.2","117531","1007413194"
"","0","1007413","","0","vo_mhp_3016","","21","","vo_mhp_1007413","1007413195"
"0","6","1007413","0","1","如果妳喜歡那種的，\n我也是有喔？","0.5","11","0","117531","1007413196"
"","","1007413","","","","","91","","0","1007413197"
"1","0","1007413","0.2","mhp_anna_huhuStand_loop","mhp_anna_huhuStand_in","","3","0.2","100931","1007413198"
"","","1007413","","","0","","93","","1","1007413199"
"","1","1007413","","","mhp_idle_normal","","3","0.2","117531","1007413200"
"","1","1007413","","","mhp_talk_normal","","3","0.2","100931","1007413201"
"","0","1007413","","0","vo_mhp_3017","","21","","vo_mhp_1007413","1007413202"
"0","4","1007413","0","1","受妳們照顧了。\n我今天就先告退了。\n沒什麼，不必擔心，\n明天應該就會徹底痊癒了。再會！","0.5","11","0","100931","1007413203"
"","","1007413","","","","","91","","0","1007413204"
"","","1007413","","","0","","22","","0","1007413205"
"","1","1007413","","","mhp_run","","3","0.2","100931","1007413206"
"","","1007413","","","1","","4","","100931","1007413207"
"0","-220","1007413","","3","-1000","","2","","100931","1007413208"
"","","1007413","","","0","","93","","3","1007413209"
"","","1007413","","","","","91","","0","1007413210"
"-220","100","1007414","0","-1000","100931","mhp_idle_normal","1","1.7","1","1007414001"
"-200","100","1007414","1","365","117631","mhp_sit_idle","1","1.7","1","1007414002"
"-220","100","1007414","1","185","117531","mhp_sit_idle","1","1.7","1","1007414003"
"0.85","-240","1007414","","-154","1","","31","1","1","1007414004"
"-220","110","1007414","0","-200","11","NoItem","5","1.7","1","1007414005"
"-220","105","1007414","0","-200","12","NoItem","5","1.7","1","1007414006"
"-220","110","1007414","1","185","21","NoItem","5","1.7","1","1007414007"
"-220","105","1007414","1","185","22","NoItem","5","1.7","1","1007414008"
"0","1","1007414","0","1","1","","6","0","11","1007414009"
"0","1","1007414","0","1","1","","6","0","12","1007414010"
"0","1","1007414","0","1","1","","6","0","21","1007414011"
"0","1","1007414","0","1","1","","6","0","22","1007414012"
"-220","110","1007414","0","-1000","31","NoItem","5","1.7","1","1007414013"
"","","1007414","","","","","91","","0","1007414014"
"","1","1007414","","","mhp_sit_talk_normal","","3","0.2","117531","1007414015"
"","0","1007414","","0","vo_mhp_3101","","21","","vo_mhp_1007414","1007414016"
"0","4","1007414","0","0","杏奈，請進～","0.5","11","0","117531","1007414017"
"","","1007414","","","","","91","","0","1007414018"
"","1","1007414","","","mhp_sit_idle","","3","0.2","117531","1007414019"
"","1","1007414","","","mhp_anna_walk_sad","","3","0.2","100931","1007414020"
"0","-220","1007414","","4","-200","","2","","100931","1007414021"
"","1","1007414","","","NoItem","","3","0.2","31","1007414022"
"0","-220","1007414","","4","-200","","2","","31","1007414023"
"","","1007414","","","","","91","","0","1007414024"
"","0","1007414","","","mhp_sit_in_sad","","3","0.2","100931","1007414025"
"","","1007414","","","0","","93","","0.2","1007414026"
"1","0","1007414","","mhp_anna_dark_loop","mhp_anna_dark_in","","3","0.2","100931","1007414027"
"1","0","1007414","","mhp_anna_dark_loop","mhp_anna_dark_in","","3","0.2","31","1007414028"
"","","1007414","","","0","","93","","1","1007414029"
"","1","1007414","","","mhp_sit_talk_normal","","3","0.2","117531","1007414030"
"","0","1007414","","0","vo_mhp_3102","","21","","vo_mhp_1007414","1007414031"
"0","5","1007414","0","1","哎呀，看妳的樣子，\n那什麼「無形之暗殺者」\n好像還在繼續攻擊妳呢。","0.5","11","0","117531","1007414032"
"","","1007414","","","","","91","","0","1007414033"
"","1","1007414","","","mhp_sit_idle","","3","0.2","117531","1007414034"
"","1","1007414","","","mhp_sit_talk_sad","","3","0.2","100931","1007414035"
"","1","1007414","","","NoItem","","3","0.2","31","1007414036"
"","0","1007414","","0","vo_mhp_3103","","21","","vo_mhp_1007414","1007414037"
"0","4","1007414","0","1","是、是啊，之前是以頭部的疼痛\n削減我的專注力，嗚……\n而對方這次好像封住了我的魔法。","1","11","0","100931","1007414038"
"","","1007414","","","","","91","","0","1007414039"
"1","0","1007414","0","mhp_anna_huhu_loop","mhp_anna_huhu_in","","3","0.2","100931","1007414040"
"","0","1007414","","0","vo_mhp_3104","","21","","vo_mhp_1007414","1007414041"
"0","5","1007414","0","1","咯咯咯，對方好像相當害怕\n我的魔法，啊嗚……","0.5","11","0","100931","1007414042"
"","","1007414","","","0","","91","","0","1007414043"
"","","1007414","","","0","","93","","0.2","1007414044"
"","2","1007414","0","","15","","12","0","100931","1007414045"
"","1","1007414","","","mhp_anna_huhu_loop2","","3","0.2","100931","1007414046"
"","","1007414","","","0","","93","","2","1007414047"
"","1","1007414","","","mhp_sit_talk_thinking","","3","0.2","117531","1007414048"
"","0","1007414","","0","vo_mhp_3105","","21","","vo_mhp_1007414","1007414049"
"0","6","1007414","0","1","嗯～也就是說，\n妳是喉嚨痛到難以詠唱，\n而無法使用魔法。","0.5","11","0","117531","1007414050"
"","","1007414","","","","","91","","0","1007414051"
"","1","1007414","","","mhp_sit_idle","","3","0.2","117531","1007414052"
"","1","1007414","","","mhp_sit_talk_anger2","","3","0.2","100931","1007414053"
"","0","1007414","","0","vo_mhp_3106","","21","","vo_mhp_1007414","1007414054"
"0","5","1007414","0","1","不、不是這麼輕微的問題！\n這肯定是禁忌的封印術\n「弒魔苦痛刻印」──","0.5","11","0","100931","1007414055"
"","","1007414","","","","","91","","0","1007414056"
"","1","1007414","","","mhp_sit_talk_wish2","","3","0.2","117531","1007414057"
"","0","1007414","","0","vo_mhp_3107","","21","","vo_mhp_1007414","1007414058"
"0","7","1007414","0","1","在醫院請保持安靜。","0.5","11","0","117531","1007414059"
"","","1007414","","","","","91","","0","1007414060"
"","1","1007414","","","mhp_sit_idle","","3","0.2","117531","1007414061"
"","1","1007414","","","mhp_sit_talk_sad","","3","0.2","100931","1007414062"
"","0","1007414","","0","vo_mhp_3108","","21","","vo_mhp_1007414","1007414063"
"0","8","1007414","0","1","啊，是……","0.5","11","0","100931","1007414064"
"","","1007414","","","","","91","","0","1007414065"
"","1","1007414","","","mhp_sit_idle_sad","","3","0.2","100931","1007414066"
"","1","1007414","","","mhp_sit_talk_normal","","3","0.2","117531","1007414067"
"","0","1007414","","0","vo_mhp_3109","","21","","vo_mhp_1007414","1007414068"
"0","6","1007414","0","1","不過，看到杏奈很安靜，\n會讓人覺得有點不舒服呢。\n我們都是同個公會的人，\n我不會對妳不利的。","0.5","11","0","117531","1007414069"
"","","1007414","","","","","91","","0","1007414070"
"","","1007414","","","0","","22","","0","1007414071"
"","0","1007414","","","1007414075","","103","","我開「金色天露」給妳。","1007414072"
"","0","1007414","","","1007414128","","103","","妳用這個聖杯來漱口吧。","1007414073"
"","0","1007414","","","1007414180","","103","","妳用這條封魔帶來保濕吧。","1007414074"
"1","0","1007414","0","mhp_idle_normal","mhp_sit_out","","3","0.2","117531","1007414075"
"","","1007414","","","0","","93","","0.6","1007414076"
"1","0","1007414","0","mhp_idle_normal","mhp_sit_out","","3","0.2","100931","1007414077"
"","","1007414","","","0","","93","","0.2","1007414078"
"0","1","1007414","","","mhp_walk_sad","","3","0.2","100931","1007414079"
"0","-220","1007414","","1.5","35","","2","","100931","1007414080"
"0","-220","1007414","","1.5","35","","2","","31","1007414081"
"0","-220","1007414","","1.5","35","","2","","11","1007414082"
"0","-220","1007414","","1.5","35","","2","","12","1007414083"
"","","1007414","","","0","","93","","0.3","1007414084"
"1","0","1007414","0","mhp_handover_loop","mhp_handover_in","","3","0.2","117531","1007414085"
"1","1","1007414","0","1","1","","6","0","21","1007414086"
"1","1","1007414","0","1","1","","6","0","22","1007414087"
"1","0","1007414","0","mhp_handover_loop","mhp_handover_in","","3","0.2","21","1007414088"
"1","0","1007414","0","mhp_item_EX0005_handover_loop","mhp_item_EX0005_handover_in","","3","0.2","22","1007414089"
"","","1007414","","","0","","93","","1.2","1007414090"
"","1","1007414","","","mhp_idle_sad","","3","0.2","100931","1007414091"
"","","1007414","","","0","","93","","0.5","1007414092"
"1","0","1007414","0","mhp_talk_surprise1","mhp_surprise","","3","0.2","100931","1007414093"
"","0","1007414","","0","vo_mhp_3110","","21","","vo_mhp_1007414","1007414094"
"0","4","1007414","0","1","那、那不是能從生長於靈峰的花朵\n採取到的傳說之蜜嗎！\n只要有這個，\n我大概能馬上詠唱一千道魔法吧！","0.5","11","0","100931","1007414095"
"","","1007414","","","1","","93","","6","1007414096"
"","0","1007414","","","mhp_anna_huhuStand_in","","3","0.2","100931","1007414097"
"","","1007414","","","","","91","","0","1007414098"
"1","0","1007414","0.2","mhp_anna_ahahaStand_loop","mhp_anna_ahahaStand_in","","3","0.2","100931","1007414099"
"","","1007414","","","1","","93","","0","1007414100"
"","","1007414","","","","","91","","1007414095","1007414101"
"","","1007414","","","0","","22","","0","1007414102"
"","","1007414","","","","","93","","1","1007414103"
"1","0","1007414","0","mhp_handover_receive_loop","mhp_handover_receive_in","","3","0.2","100931","1007414104"
"1","1","1007414","0","1","1","","6","0","11","1007414105"
"1","1","1007414","0","1","1","","6","0","12","1007414106"
"1","0","1007414","0","mhp_receive_anna_loop","mhp_receive_anna_in","","3","0.2","11","1007414107"
"1","0","1007414","0","mhp_item_EX0005_receive_loop","mhp_item_EX0005_receive_in","","3","0.2","12","1007414108"
"","","1007414","","","0","","93","","0.6","1007414109"
"1","1","1007414","0","1","1","","6","0.4","22","1007414110"
"","","1007414","","","0","","93","","0.4","1007414111"
"1","0","1007414","0","mhp_idle_normal","mhp_handover_out","","3","0.2","117531","1007414112"
"1","0","1007414","0","NoItem_idle","mhp_handover_out","","3","0.2","21","1007414113"
"1","0","1007414","0","NoItem_idle","mhp_item_EX0005_handover_out","","3","0.2","22","1007414114"
"","","1007414","","","0","","93","","0.4","1007414115"
"1","0","1007414","0","mhp_idle_normal","mhp_handover_receive_out","","3","0.2","100931","1007414116"
"1","0","1007414","0","NoItem_idle","mhp_receive_anna_out","","3","0.2","11","1007414117"
"1","0","1007414","0","NoItem_idle","mhp_item_EX0005_receive_out","","3","0.2","12","1007414118"
"","","1007414","","","","","93","","2","1007414119"
"","1","1007414","","","mhp_idle_memory","","3","0.2","100931","1007414120"
"","","1007414","","","0","","93","","0.2","1007414121"
"","1","1007414","","","mhp_sit_idle_sad","","3","0.2","117631","1007414122"
"","0","1007414","","0","vo_mhp_3111","","21","","vo_mhp_1007414","1007414123"
"0","6","1007414","0","1","（那不管怎麼看\n都只是治喉嚨的感冒糖漿吧？\n這就是所謂好壞全看怎麼說嗎？）","0.5","11","0","117631","1007414124"
"","","1007414","","","","","91","","0","1007414125"
"","1","1007414","","","mhp_sit_idle","","3","0.2","117631","1007414126"
"","","1007414","","","","","101","","1007414224","1007414127"
"1","0","1007414","0","mhp_idle_normal","mhp_sit_out","","3","0.2","117531","1007414128"
"","","1007414","","","0","","93","","0.6","1007414129"
"1","0","1007414","0","mhp_idle_normal","mhp_sit_out","","3","0.2","100931","1007414130"
"","","1007414","","","0","","93","","0.2","1007414131"
"0","1","1007414","","","mhp_walk_sad","","3","0.2","100931","1007414132"
"0","-220","1007414","","1.5","35","","2","","100931","1007414133"
"0","-220","1007414","","1.5","35","","2","","31","1007414134"
"0","-220","1007414","","1.5","35","","2","","11","1007414135"
"0","-220","1007414","","1.5","35","","2","","12","1007414136"
"","","1007414","","","0","","93","","0.3","1007414137"
"1","0","1007414","0","mhp_handover_loop","mhp_handover_in","","3","0.2","117531","1007414138"
"1","1","1007414","0","1","1","","6","0","21","1007414139"
"1","1","1007414","0","1","1","","6","0","22","1007414140"
"1","0","1007414","0","mhp_handover_loop","mhp_handover_in","","3","0.2","21","1007414141"
"1","0","1007414","0","mhp_item_EX0013_handover_loop","mhp_item_EX0013_handover_in","","3","0.2","22","1007414142"
"","","1007414","","","0","","93","","1.2","1007414143"
"","1","1007414","","","mhp_idle_sad","","3","0.2","100931","1007414144"
"","","1007414","","","0","","93","","0.5","1007414145"
"1","0","1007414","0","mhp_talk_surprise1","mhp_surprise","","3","0.2","100931","1007414146"
"","0","1007414","","0","vo_mhp_3112","","21","","vo_mhp_1007414","1007414147"
"0","5","1007414","0","1","這、這是那個傳說中的……！\n哼哼哼，這樣一來，\n我應該就能抵達無上的領域了吧！","0.5","11","0","100931","1007414148"
"","","1007414","","","1","","93","","3.5","1007414149"
"","0","1007414","","","mhp_anna_huhuStand_in","","3","0.2","100931","1007414150"
"","","1007414","","","","","91","","0","1007414151"
"1","0","1007414","0.2","mhp_anna_ahahaStand_loop","mhp_anna_ahahaStand_in","","3","0.2","100931","1007414152"
"","","1007414","","","","","91","","1007414148","1007414153"
"","","1007414","","","0","","22","","0","1007414154"
"","","1007414","","","0","","93","","1","1007414155"
"1","0","1007414","0","mhp_handover_receive_loop","mhp_handover_receive_in","","3","0.2","100931","1007414156"
"1","1","1007414","0","1","1","","6","0","11","1007414157"
"1","1","1007414","0","1","1","","6","0","12","1007414158"
"1","0","1007414","0","mhp_receive_anna_loop","mhp_receive_anna_in","","3","0.2","11","1007414159"
"1","0","1007414","0","mhp_item_EX0013_receive_loop","mhp_item_EX0013_receive_in","","3","0.2","12","1007414160"
"","","1007414","","","0","","93","","0.6","1007414161"
"1","1","1007414","0","1","1","","6","0.4","22","1007414162"
"","","1007414","","","0","","93","","0.4","1007414163"
"1","0","1007414","0","mhp_idle_normal","mhp_handover_out","","3","0.2","117531","1007414164"
"1","0","1007414","0","NoItem_idle","mhp_handover_out","","3","0.2","21","1007414165"
"1","0","1007414","0","NoItem_idle","mhp_item_EX0013_handover_out","","3","0.2","22","1007414166"
"","","1007414","","","0","","93","","0.4","1007414167"
"1","0","1007414","0","mhp_idle_normal","mhp_handover_receive_out","","3","0.2","100931","1007414168"
"1","0","1007414","0","NoItem_idle","mhp_receive_anna_out","","3","0.2","11","1007414169"
"1","0","1007414","0","NoItem_idle","mhp_item_EX0013_receive_out","","3","0.2","12","1007414170"
"","","1007414","","","","","93","","2","1007414171"
"","1","1007414","","","mhp_idle_memory","","3","0.2","100931","1007414172"
"","","1007414","","","","","93","","0.2","1007414173"
"","1","1007414","","","mhp_idle_thinking","","3","0.2","117531","1007414174"
"","0","1007414","","0","vo_mhp_3113","","21","","vo_mhp_1007414","1007414175"
"0","6","1007414","0","1","（普通的杯子就能讓她這麼開心，\n這還真是划算。）","0.5","11","0","117531","1007414176"
"","","1007414","","","","","91","","0","1007414177"
"","1","1007414","","","mhp_idle_normal","","3","0.2","117531","1007414178"
"","","1007414","","","","","101","","1007414224","1007414179"
"1","0","1007414","0","mhp_idle_normal","mhp_sit_out","","3","0.2","117531","1007414180"
"","","1007414","","","0","","93","","0.6","1007414181"
"1","0","1007414","0","mhp_idle_normal","mhp_sit_out","","3","0.2","100931","1007414182"
"","","1007414","","","0","","93","","0.2","1007414183"
"0","1","1007414","","","mhp_walk_sad","","3","0.2","100931","1007414184"
"0","-220","1007414","","1.5","35","","2","","100931","1007414185"
"0","-220","1007414","","1.5","35","","2","","31","1007414186"
"0","-220","1007414","","1.5","35","","2","","11","1007414187"
"0","-220","1007414","","1.5","35","","2","","12","1007414188"
"","","1007414","","","0","","93","","0.3","1007414189"
"1","0","1007414","0","mhp_handover_loop","mhp_handover_in","","3","0.2","117531","1007414190"
"1","1","1007414","0","1","1","","6","0","21","1007414191"
"1","1","1007414","0","1","1","","6","0","22","1007414192"
"1","0","1007414","0","mhp_handover_loop","mhp_handover_in","","3","0.2","21","1007414193"
"1","0","1007414","0","mhp_item_EX0012_handover_loop","mhp_item_EX0012_handover_in","","3","0.2","22","1007414194"
"","","1007414","","","0","","93","","1.2","1007414195"
"1","0","1007414","0","mhp_handover_receive_sad_loop","mhp_handover_receive_sad_in","","3","0.2","100931","1007414196"
"1","1","1007414","0","1","1","","6","0","11","1007414197"
"1","1","1007414","0","1","1","","6","0","12","1007414198"
"1","0","1007414","0","mhp_receive_anna_loop","mhp_receive_anna_in","","3","0.2","11","1007414199"
"1","0","1007414","0","mhp_item_EX0012_receive_loop","mhp_item_EX0012_receive_in","","3","0.2","12","1007414200"
"","","1007414","","","0","","93","","0.6","1007414201"
"1","1","1007414","0","1","1","","6","0.4","22","1007414202"
"","","1007414","","","0","","93","","0.4","1007414203"
"1","0","1007414","0","mhp_idle_normal","mhp_handover_out","","3","0.2","117531","1007414204"
"1","0","1007414","0","NoItem_idle","mhp_handover_out","","3","0.2","21","1007414205"
"1","0","1007414","0","NoItem_idle","mhp_item_EX0012_handover_out","","3","0.2","22","1007414206"
"","","1007414","","","0","","93","","0.4","1007414207"
"1","0","1007414","0","mhp_idle_normal_sad","mhp_handover_receive_sad_out","","3","0.2","100931","1007414208"
"1","0","1007414","0","NoItem_idle","mhp_receive_anna_out","","3","0.2","11","1007414209"
"1","0","1007414","0","NoItem_idle","mhp_item_EX0012_receive_out","","3","0.2","12","1007414210"
"","","1007414","","","","","93","","2","1007414211"
"","1","1007414","","","mhp_idle_worry","","3","0.2","100931","1007414212"
"","","1007414","","","0","","93","","0.2","1007414213"
"","1","1007414","","","mhp_talk_worry","","3","0.2","100931","1007414214"
"","0","1007414","","0","vo_mhp_3114","","21","","vo_mhp_1007414","1007414215"
"0","4","1007414","0","1","嗚，也就是要採取戰略性休息嗎？\n我明白了，現在就乖乖照做吧……","0.5","11","0","100931","1007414216"
"","","1007414","","","","","91","","0","1007414217"
"","1","1007414","","","mhp_idle_worry","","3","0.2","100931","1007414218"
"","1","1007414","","","mhp_idle_thinking","","3","0.2","117531","1007414219"
"","0","1007414","","0","vo_mhp_3115","","21","","vo_mhp_1007414","1007414220"
"0","6","1007414","0","1","（居然這樣稱呼市售口罩……\n這樣不是連我都快被影響了嗎？）","0.5","11","0","117531","1007414221"
"","","1007414","","","","","91","","0","1007414222"
"","1","1007414","","","mhp_idle_normal","","3","0.2","117531","1007414223"
"","","1007414","","","","","91","","0","1007414224"
"1","0","1007414","0.2","mhp_anna_darkStand_loop","mhp_anna_darkStand_in","","3","0.2","100931","1007414225"
"1","0","1007414","0.2","mhp_anna_darkStand_loop","mhp_anna_darkStand_in","","3","0.2","31","1007414226"
"","","1007414","","","0","","93","","0.1","1007414227"
"","0","1007414","","0","vo_mhp_3116","","21","","vo_mhp_1007414","1007414228"
"0","4","1007414","0","1","「無形之暗殺者」……\n對方是超乎想像的強敵。\n但那群傢伙應該會後悔吧。","0.5","11","0","100931","1007414229"
"","","1007414","","","","","91","","0","1007414230"
"1","0","1007414","0.2","mhp_anna_ahahaStand_loop","mhp_anna_ahahaStand_in","","3","0.2","100931","1007414231"
"","1","1007414","","","NoItem","","3","0.2","31","1007414232"
"","0","1007414","","0","vo_mhp_3117","","21","","vo_mhp_1007414","1007414233"
"0","5","1007414","0","1","為我在克服這個危機後\n得到的全新力量渾身顫慄吧！","0.5","11","0","100931","1007414234"
"","","1007414","","","","","91","","0","1007414235"
"","1","1007414","","","mhp_talk_worry","","3","0.2","117531","1007414236"
"","0","1007414","","0","vo_mhp_3118","","21","","vo_mhp_1007414","1007414237"
"0","8","1007414","0","1","所以說，在醫院請保持安靜。","0.5","11","0","117531","1007414238"
"","","1007414","","","","","91","","0","1007414239"
"","1","1007414","","","mhp_idle_normal","","3","0.2","117531","1007414240"
"","1","1007414","","","mhp_talk_worry","","3","0.2","100931","1007414241"
"","1","1007414","","","NoItem","","3","0.2","31","1007414242"
"","0","1007414","","0","vo_mhp_3119","","21","","vo_mhp_1007414","1007414243"
"0","8","1007414","0","1","好、好的……","0.5","11","0","100931","1007414244"
"","","1007414","","","","","91","","0","1007414245"
"","","1007414","","","","","93","","1","1007414246"
"","1","1007414","","","mhp_run_sad","","3","0.2","100931","1007414247"
"","","1007414","","","1","","4","","100931","1007414248"
"0","-220","1007414","","3","-1000","","2","","100931","1007414249"
"","","1007414","","","0","","93","","3","1007414250"
"","","1007414","","","","","91","","0","1007414251"
"-220","100","1007415","0","-1000","100931","mhp_idle_normal","1","1.7","1","1007415001"
"-200","100","1007415","1","365","117631","mhp_sit_idle","1","1.7","1","1007415002"
"-220","104","1007415","1","185","117531","mhp_sit_idle","1","1.7","1","1007415003"
"0.85","-240","1007415","","-154","1","","31","1","1","1007415004"
"1","-50","1007415","","-237","120","","31","0","20","1007415005"
"1","0","1007415","","160","130","","31","0","30","1007415006"
"1","0","1007415","","0","111","","31","0","11","1007415007"
"-220","110","1007415","0","-200","11","NoItem","5","1.7","1","1007415008"
"-220","105","1007415","0","-200","12","NoItem","5","1.7","1","1007415009"
"-220","110","1007415","1","170","21","NoItem","5","1.7","1","1007415010"
"-220","105","1007415","1","170","22","NoItem","5","1.7","1","1007415011"
"0","1","1007415","0","1","1","","6","0","11","1007415012"
"0","1","1007415","0","1","1","","6","0","12","1007415013"
"0","1","1007415","0","1","1","","6","0","21","1007415014"
"0","1","1007415","0","1","1","","6","0","22","1007415015"
"","","1007415","","","","","91","","0","1007415016"
"","1","1007415","","","mhp_sit_talk_normal","","3","0.2","117531","1007415017"
"","0","1007415","","0","vo_mhp_3201","","21","","vo_mhp_1007415","1007415018"
"0","4","1007415","0","0","杏奈，請進～","0.5","11","0","117531","1007415019"
"","","1007415","","","","","91","","0","1007415020"
"","1","1007415","","","mhp_sit_idle","","3","0.2","117531","1007415021"
"","1","1007415","","","mhp_anna_chill_walk","","3","0.2","100931","1007415022"
"0","-220","1007415","","4","-200","","2","","100931","1007415023"
"","","1007415","","","","","91","","0","1007415024"
"1","0","1007415","0.2","mhp_anna_chill_sit_idle","mhp_anna_chill_sit_in","","3","0.2","100931","1007415025"
"","","1007415","","","0","","93","","2","1007415026"
"","1","1007415","","","mhp_sit_talk_normal","","3","0.2","117531","1007415027"
"","0","1007415","","0","vo_mhp_3202","","21","","vo_mhp_1007415","1007415028"
"0","6","1007415","0","1","呃……妳看起來非常難受呢，\n這也是「無形之暗殺者」\n做的好事嗎？","0.5","11","0","117531","1007415029"
"","","1007415","","","","","91","","0","1007415030"
"","1","1007415","","","mhp_sit_idle","","3","0.2","117531","1007415031"
"","1","1007415","","","mhp_anna_chill_loop","","3","0.2","100931","1007415032"
"","0","1007415","","0","vo_mhp_3203","","21","","vo_mhp_1007415","1007415033"
"0","3","1007415","0","1","我不知道……\n我一直昏昏沉沉的，\n又頭暈腦脹，就是很難受……","0.5","11","0","100931","1007415034"
"","","1007415","","","","","91","","0","1007415035"
"","1","1007415","","","mhp_sit_talk_normal","","3","0.2","117531","1007415036"
"","0","1007415","","0","vo_mhp_3204","","21","","vo_mhp_1007415","1007415037"
"0","6","1007415","0","1","這是因為妳在之前的症狀康復後，\n和七七香打起魔法對戰，\n玩得太過火而造成的吧，\n呵呵，真是個不乖的團長♪","0.5","11","0","117531","1007415038"
"","","1007415","","","","","91","","0","1007415039"
"","1","1007415","","","mhp_sit_idle","","3","0.2","117531","1007415040"
"","1","1007415","","","mhp_anna_sit_talk_sad","","3","0.2","100931","1007415041"
"","0","1007415","","0","vo_mhp_3205","","21","","vo_mhp_1007415","1007415042"
"0","3","1007415","0","1","對不、起……","0.5","11","0","100931","1007415043"
"","","1007415","","","","","91","","0","1007415044"
"","1","1007415","","","mhp_anna_chill_sit_idle","","3","0.2","100931","1007415045"
"","1","1007415","","","mhp_sit_talk_normal","","3","0.2","117531","1007415046"
"","0","1007415","","0","vo_mhp_3206","","21","","vo_mhp_1007415","1007415047"
"0","4","1007415","0","1","唉，看妳這副樣子，\n捉弄妳也沒意思啊。\n得懲罰這麼不中用的妳才行。","0.5","11","0","117531","1007415048"
"","","1007415","","","","","91","","0","1007415049"
"","1","1007415","","","mhp_sit_idle","","3","0.2","117531","1007415050"
"","1","1007415","","","mhp_anna_sit_talk_worry","","3","0.2","100931","1007415051"
"","0","1007415","","0","vo_mhp_3207","","21","","vo_mhp_1007415","1007415052"
"0","4","1007415","0","1","我、我做好覺悟了……\n但會痛的話，還是……","0.5","11","0","100931","1007415053"
"","","1007415","","","","","91","","0","1007415054"
"","1","1007415","","","mhp_anna_chill_sit_idle","","3","0.2","100931","1007415055"
"1","0","1007415","0.2","mhp_anna_ahahaStand_loop","mhp_sit_out","","3","0.2","117531","1007415056"
"","0","1007415","","0","vo_mhp_3208","","21","","vo_mhp_1007415","1007415057"
"0","6","1007415","0","1","沒事的，因為不管是什麼樣的疾病，\n都無法逃過我的獨眼！","0.5","11","0","117531","1007415058"
"","","1007415","","","","","91","","0","1007415059"
"","","1007415","","","0","","22","","0","1007415060"
