e4af8cbd9a081c6f83a9a5c4e6da445707663aae06f8ab740d0082b8334c21a8,adfca8b45739638dad6ef9881c6c8275b6f5c054af919cc3e905f6be45dfeea2,9d399c0a7cae78e90c5c4c583f37e868c84c297a95437f817a56dc18b268e44b,6d9e4e0cc2d4df47a6e4fda63757f3ae7fd1cd79344104e369d4ae209d0c772a,20d0e94cb87a9ab78b896f1f08cbd4cb83b1850e86d6aa7f1a09aeec6e80b786
"1708","9","降低HP吸收","92424020","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1709","12","火屬性獎勵特大幅度提升","92424030","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1710","boss_def_lower_limit","提升物理防禦力（不可降低）","92424030","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1711","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424030","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1712","17","賦予TP上升的上限","92424030","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1713","9","降低HP吸收","92424030","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1714","12","火屬性獎勵特大幅度提升","92424110","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1715","boss_def_lower_limit","提升物理防禦力（不可降低）","92424110","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1716","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424110","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1717","boss_tp_down_cut","減少降低TP","92424110","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1718","18","傷害值衰減","92424110","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1719","17","賦予TP上升的上限","92424110","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1720","9","降低HP吸收","92424110","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1721","12","火屬性獎勵特大幅度提升","92424120","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1722","boss_def_lower_limit","提升物理防禦力（不可降低）","92424120","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1723","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424120","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1724","boss_tp_down_cut","減少降低TP","92424120","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1725","18","傷害值衰減","92424120","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1726","17","賦予TP上升的上限","92424120","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1727","9","降低HP吸收","92424120","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1728","12","火屬性獎勵特大幅度提升","92424130","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1729","boss_def_lower_limit","提升物理防禦力（不可降低）","92424130","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1730","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424130","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1731","boss_tp_down_cut","減少降低TP","92424130","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1732","18","傷害值衰減","92424130","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1733","17","賦予TP上升的上限","92424130","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1734","9","降低HP吸收","92424130","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1735","boss_damage_cut","傷害降低","92424130","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"1736","12","火屬性獎勵特大幅度提升","92424140","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1737","boss_def_lower_limit","提升物理防禦力（不可降低）","92424140","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1738","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424140","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1739","boss_tp_down_cut","減少降低TP","92424140","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1740","18","傷害值衰減","92424140","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1741","17","賦予TP上升的上限","92424140","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1742","9","降低HP吸收","92424140","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1743","boss_damage_cut","傷害降低","92424140","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"1744","12","火屬性獎勵特大幅度提升","92424210","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1745","boss_def_lower_limit","提升物理防禦力（不可降低）","92424210","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1746","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424210","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1747","boss_tp_down_cut","減少降低TP","92424210","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1748","18","傷害值衰減","92424210","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1749","17","賦予TP上升的上限","92424210","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1750","9","降低HP吸收","92424210","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1751","12","火屬性獎勵特大幅度提升","92424220","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1752","boss_def_lower_limit","提升物理防禦力（不可降低）","92424220","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1753","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424220","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1754","boss_tp_down_cut","減少降低TP","92424220","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1755","18","傷害值衰減","92424220","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1756","17","賦予TP上升的上限","92424220","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1757","9","降低HP吸收","92424220","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1758","12","火屬性獎勵特大幅度提升","92424230","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1759","boss_def_lower_limit","提升物理防禦力（不可降低）","92424230","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1760","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424230","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1761","boss_tp_down_cut","減少降低TP","92424230","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1762","18","傷害值衰減","92424230","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1763","17","賦予TP上升的上限","92424230","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1764","9","降低HP吸收","92424230","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1765","boss_damage_cut","傷害降低","92424230","戰鬥開始時，所有怪物的傷害為\n減少20％的狀態。"
"1766","12","火屬性獎勵特大幅度提升","92424240","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1767","boss_def_lower_limit","提升物理防禦力（不可降低）","92424240","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1768","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424240","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1769","boss_tp_down_cut","減少降低TP","92424240","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1770","18","傷害值衰減","92424240","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1771","17","賦予TP上升的上限","92424240","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1772","9","降低HP吸收","92424240","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1773","boss_damage_cut","傷害降低","92424240","戰鬥開始時，所有怪物的傷害為\n減少20％的狀態。"
"1774","12","火屬性獎勵特大幅度提升","92424310","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1775","boss_def_lower_limit","提升物理防禦力（不可降低）","92424310","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1776","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424310","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1777","boss_tp_down_cut","減少降低TP","92424310","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。"
"1778","18","傷害值衰減","92424310","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1779","17","賦予TP上升的上限","92424310","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1780","9","降低HP吸收","92424310","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1781","12","火屬性獎勵特大幅度提升","92424320","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1782","boss_def_lower_limit","提升物理防禦力（不可降低）","92424320","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1783","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424320","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1784","boss_tp_down_cut","減少降低TP","92424320","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。"
"1785","18","傷害值衰減","92424320","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1786","17","賦予TP上升的上限","92424320","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1787","9","降低HP吸收","92424320","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1788","12","火屬性獎勵特大幅度提升","92424330","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1789","boss_def_lower_limit","提升物理防禦力（不可降低）","92424330","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1790","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424330","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1791","boss_tp_down_cut","減少降低TP","92424330","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。"
"1792","18","傷害值衰減","92424330","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1793","17","賦予TP上升的上限","92424330","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1794","9","降低HP吸收","92424330","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1795","boss_damage_cut","傷害降低","92424330","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"1796","12","火屬性獎勵特大幅度提升","92424340","編組4位以上的火屬性角色時，會強化角色的屬性獎勵。火屬性以外的屬性獎勵無效。"
"1797","boss_def_lower_limit","提升物理防禦力（不可降低）","92424340","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1798","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92424340","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1799","boss_tp_down_cut","減少降低TP","92424340","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。"
"1800","18","傷害值衰減","92424340","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1801","17","賦予TP上升的上限","92424340","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1802","9","降低HP吸收","92424340","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1803","boss_damage_cut","傷害降低","92424340","戰鬥開始時，所有怪物的傷害為\n減少10％的狀態。"
"1804","14","風屬性獎勵特大幅度提升","92425010","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"1805","boss_def_lower_limit","提升物理防禦力（不可降低）","92425010","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1806","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92425010","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1807","17","賦予TP上升的上限","92425010","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1808","9","降低HP吸收","92425010","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1809","14","風屬性獎勵特大幅度提升","92425020","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"1810","boss_def_lower_limit","提升物理防禦力（不可降低）","92425020","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1811","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92425020","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1812","17","賦予TP上升的上限","92425020","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1813","9","降低HP吸收","92425020","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1814","14","風屬性獎勵特大幅度提升","92425030","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"1815","boss_def_lower_limit","提升物理防禦力（不可降低）","92425030","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1816","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92425030","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1817","17","賦予TP上升的上限","92425030","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1818","9","降低HP吸收","92425030","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1819","14","風屬性獎勵特大幅度提升","92425110","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"1820","boss_def_lower_limit","提升物理防禦力（不可降低）","92425110","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1821","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92425110","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1822","boss_tp_down_cut","減少降低TP","92425110","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1823","18","傷害值衰減","92425110","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1824","17","賦予TP上升的上限","92425110","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1825","9","降低HP吸收","92425110","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1826","14","風屬性獎勵特大幅度提升","92425120","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"1827","boss_def_lower_limit","提升物理防禦力（不可降低）","92425120","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1828","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92425120","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1829","boss_tp_down_cut","減少降低TP","92425120","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1830","18","傷害值衰減","92425120","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1831","17","賦予TP上升的上限","92425120","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1832","9","降低HP吸收","92425120","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1833","14","風屬性獎勵特大幅度提升","92425130","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"1834","boss_def_lower_limit","提升物理防禦力（不可降低）","92425130","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1835","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92425130","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1836","boss_tp_down_cut","減少降低TP","92425130","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1837","18","傷害值衰減","92425130","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1838","17","賦予TP上升的上限","92425130","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1839","9","降低HP吸收","92425130","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1840","boss_damage_cut","傷害降低","92425130","戰鬥開始時，所有怪物的傷害為\n減少20％的狀態。"
"1841","14","風屬性獎勵特大幅度提升","92425140","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"1842","boss_def_lower_limit","提升物理防禦力（不可降低）","92425140","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1843","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92425140","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1844","boss_tp_down_cut","減少降低TP","92425140","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1845","18","傷害值衰減","92425140","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1846","17","賦予TP上升的上限","92425140","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1847","9","降低HP吸收","92425140","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1848","boss_damage_cut","傷害降低","92425140","戰鬥開始時，所有怪物的傷害為\n減少20％的狀態。"
"1849","14","風屬性獎勵特大幅度提升","92425210","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"1850","boss_def_lower_limit","提升物理防禦力（不可降低）","92425210","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1851","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92425210","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1852","boss_tp_down_cut","減少降低TP","92425210","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1853","18","傷害值衰減","92425210","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1854","17","賦予TP上升的上限","92425210","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1855","9","降低HP吸收","92425210","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1856","14","風屬性獎勵特大幅度提升","92425220","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"1857","boss_def_lower_limit","提升物理防禦力（不可降低）","92425220","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1858","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92425220","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1859","boss_tp_down_cut","減少降低TP","92425220","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1860","18","傷害值衰減","92425220","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1861","17","賦予TP上升的上限","92425220","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1862","9","降低HP吸收","92425220","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1863","14","風屬性獎勵特大幅度提升","92425230","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"1864","boss_def_lower_limit","提升物理防禦力（不可降低）","92425230","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1865","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92425230","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1866","boss_tp_down_cut","減少降低TP","92425230","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1867","18","傷害值衰減","92425230","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1868","17","賦予TP上升的上限","92425230","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1869","9","降低HP吸收","92425230","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1870","boss_damage_cut","傷害降低","92425230","戰鬥開始時，所有怪物的傷害為\n減少20％的狀態。"
"1871","14","風屬性獎勵特大幅度提升","92425240","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"1872","boss_def_lower_limit","提升物理防禦力（不可降低）","92425240","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1873","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92425240","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1874","boss_tp_down_cut","減少降低TP","92425240","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1875","18","傷害值衰減","92425240","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1876","17","賦予TP上升的上限","92425240","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1877","9","降低HP吸收","92425240","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1878","boss_damage_cut","傷害降低","92425240","戰鬥開始時，所有怪物的傷害為\n減少20％的狀態。"
"1879","14","風屬性獎勵特大幅度提升","92425310","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"1880","boss_def_lower_limit","提升物理防禦力（不可降低）","92425310","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1881","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92425310","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1882","boss_tp_down_cut","減少降低TP","92425310","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1883","18","傷害值衰減","92425310","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1884","17","賦予TP上升的上限","92425310","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1885","9","降低HP吸收","92425310","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1886","14","風屬性獎勵特大幅度提升","92425320","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"1887","boss_def_lower_limit","提升物理防禦力（不可降低）","92425320","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1888","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92425320","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1889","boss_tp_down_cut","減少降低TP","92425320","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1890","18","傷害值衰減","92425320","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1891","17","賦予TP上升的上限","92425320","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1892","9","降低HP吸收","92425320","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1893","14","風屬性獎勵特大幅度提升","92425330","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"1894","boss_def_lower_limit","提升物理防禦力（不可降低）","92425330","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1895","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92425330","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1896","boss_tp_down_cut","減少降低TP","92425330","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1897","18","傷害值衰減","92425330","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1898","17","賦予TP上升的上限","92425330","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1899","9","降低HP吸收","92425330","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1900","boss_damage_cut","傷害降低","92425330","戰鬥開始時，所有怪物的傷害\n為減少30％的狀態。"
"1901","14","風屬性獎勵特大幅度提升","92425340","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"1902","boss_def_lower_limit","提升物理防禦力（不可降低）","92425340","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1903","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92425340","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1904","boss_tp_down_cut","減少降低TP","92425340","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"1905","18","傷害值衰減","92425340","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"1906","17","賦予TP上升的上限","92425340","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"1907","9","降低HP吸收","92425340","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"1908","boss_damage_cut","傷害降低","92425340","戰鬥開始時，所有怪物的傷害\n為減少30％的狀態。"
"1909","13","水屬性獎勵特大幅度提升","92426010","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。"
"1910","boss_def_lower_limit","提升物理防禦力（不可降低）","92426010","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"1911","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92426010","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"1912","17","賦予TP上升的上限","92426010","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
