9a124796ffcbf0ddf3293e0a4c7b8ccdc044c055952463b2342e37cc2e5db34e,89b1a75d220c8a2ecc0c1566d46a8544ec7f0cfbf22293c4b5efca79bdaf7bd0,ee6ca56de259870cc4f7b838b55314e7dec6b8a4c7666629a512ae48da8b1882,fe66d5b93a8eed30cffb75849ff9c5022c98e002693e6ab50ea14b70577533d9,6793ea7b6e6d4809077aba9567b8b20713ac63f7e1a66617f1d19d8cf067bdaf,d7bc55ff153aeea42925ecb04d17c9b885febd8f42a7467a32f43a8f321f9cc5,67e8bc4b47d3995b2a5cfab24e225e929bf26ff23aa95c8358f6f58da9ca04a8,520b1d6069a61b9b11dd3e2c00dee9ea3b9bedad2b3bef26517a8ab737529566,6c180144a2bb0fb276616b369dacb8e612fd9b4d82bc2354e31ac7cf25e7c396,97f424932234e7a541cd187d9bcaab7fb15473893860dbf01af2c58697b3a391,a07645275814c889b6a4528665429282f744b7650a457a3d887b4888ed7723b1,60ad415449a9c83c6c61ceb1458c129844b468d2be0af54552b087938c990c2a,2d24070d731e5724e1bf753a21eafdad60c96560bafc24a1eb8f9d8a49ff2de5,64eda3c086a491aad52227dc9c8c40cccc1d5ab47a1c0adaf44fb33889115439,263f2d5b2edf6e361a52e194cc3635e33215245ca0a9f0bc25d59d16f7e9657a,ef9462b66318da19f7e18496afdd638dbcc83e922f6c540ad2087323bb6a2c21,38f0d1202fd977774973d12f54f27dcbaf4d3ccad2773f9e4f0efbc38c99dd9a,4266011291a9bcb4b2d2bfcf6e7266fa5a7710eb9eadf0962f6853afdae70f9e,6d65ef8d0e2847a4a297e62cac2d97c2665862667b36e1db9324b8a2f4ad8c0d,f759319ed0ec9f74cdcf120f531287a89ecc433a6feb1a14cbad1ab3bafe619a
"6","這個「？」裡填入的是？","30436","6","5154","25226","5","25684","把盤子摔破","6","","6","30772","6","","5154","23376","3","1","把盤子摔破"
"6","這個的名稱是什麼？","21513","6","0","22823","5","32005","大吉嶺紅茶","6","十分受歡迎的紅茶品種。和「烏巴紅茶」、「祁門紅茶」齊名，被譽為「世界三大紅茶」。","6","33590","6","","5155","23994","3","2","大吉嶺紅茶"
"6","這個的名稱是什麼？","38647","6","0","26684","5","29237","格雷伯爵茶","6","受大眾歡迎的一種紅茶，也常是製作點心的食材。含有「伯爵」的意思。","6","33590","6","","5156","20271","2","2","格雷伯爵茶"
"6","這個的名稱是什麼？","34217","6","0","38463","5","32005","阿薩姆紅茶","6","紅茶的一種。帶有淡淡的麥芽香、玫瑰香。","6","33590","6","","5157","22982","2","2","阿薩姆紅茶"
"6","這個的名稱是什麼？","26684","6","0","24681","5","23450","恩格爾定律","6","意指家庭支出總額中，「伙食費」所占的比例。","6","24459","6","","5158","29246","2","2","恩格爾定律"
"6","這個的名稱是什麼？","23615","6","0","39640","5","34880","高尿酸血症","6","血中尿酸過多的□□□□□，會增加痛風的風險。","6","30151","6","","5159","37240","2","2","高尿酸血症"
"6","這個的名稱是什麼？","33590","1","0","21488","5","56","台茶18號","6","紅茶的一種。在地野生種臺灣山茶與緬甸大葉種紅茶配種而成，茶色偏紅。又稱為「紅玉」","1","34399","6","","5160","49","2","2","台茶18號"
"6","這個的名稱是什麼？","34349","6","0","37675","5","24052","錫蘭烏巴茶","6","紅茶的一種。帶有樹、草與苔的中性香氣，最適合調製奶茶。","6","33590","6","錫蘭烏巴茶","5161","28879","3","2","錫蘭烏巴茶"
"6","這個的名稱是什麼？","26041","6","0","26481","5","20154","東方美人茶","6","茶類之一。有濃濃的蜂蜜香、熟果味。顏色是橙紅色。","6","33590","6","","5162","32654","3","2","東方美人茶"
"6","這個的名稱是什麼？","25935","6","0","36942","5","40763","過敏性鼻炎","6","又稱為「花粉症」。","6","28814","6","","5163","24615","2","2","過敏性鼻炎"
"6","這個的名稱是什麼？","24615","6","0","24392","5","26178","彈性工時制","6","不同於以往在固定時段工作的形式，可以自由決定上下班時間的工作制度。","6","21046","6","","5164","24037","2","2","彈性工時制"
"6","這個的名稱是什麼？","24335","6","0","26085","5","39080","日式和風醬","6","沙拉醬之一，醬油為基底，除了加上果糖、洋蔥、糖之外，額外還會加上鹽巴，使得鈉含量偏高。","6","37292","6","","5165","21644","2","2","日式和風醬"
"2","這個的名稱是什麼？","97","3","0","83","5","115","Salsa","3","「莎莎醬」的英文。","3","97","3","","5166","108","2","2","Salsa"
"2","這個的名稱是什麼？","101","3","0","75","5","99","Ketchup","3","「番茄醬」的英文。","3","104","3","Ketchup","5167","116","1","2","Ketch"
"6","這個的名稱是什麼？","24335","6","0","21453","5","32938","反式脂肪酸","6","人造奶油因生產過程經氫化後會產生□□□□□，容易增加心臟病與糖尿病等機率。","6","37240","6","","5168","33026","1","2","反式脂肪酸"
"6","這個的名稱是什麼？","40573","6","0","31958","5","37292","糖、鹽、醋、醬油、味精","6","料理的「基本調味料」，其使用順序為何？","6","27833","6","糖、鹽、醋、醬油、味精","5169","37259","3","2","糖鹽醋醬油"
"2","這個的名稱是什麼？","117","3","0","66","5","102","自助餐=Buffet  吃到飽=All-you-can-eat","3","","3","101","3","自助餐=Buffet  吃到飽=All-you-can-eat","5170","102","1","2","Buffet"
"3","這個的名稱是什麼？","108","3","0","108","5","97","吃到飽=All-you-can-eat","3","「吃到飽」的英文簡稱為「AYCE」，那全名為？","3","116","3","吃到飽=All-you-can-eat","5171","101","3","2","lleat"
"6","這個的名稱是什麼？","32173","6","0","39640","5","25351","史高維爾指標","6","現今飲食界廣泛使用的辣度量度指標是：","6","27161","6","史高維爾指標","5172","29246","3","2","高維爾指標"
"6","這個的名稱是什麼？","35199","6","0","22696","5","30058","墨西哥綠番茄","6","黏果酸漿，有著獨特的酸味，是墨西哥菜常用的佐料。又稱為？","6","33540","6","墨西哥綠番茄","5173","21733","2","2","墨西哥番茄"
"6","這個的名稱是什麼？","33457","6","0","27387","5","28818","櫻花蝦炒飯","6","經過炸什錦等方式料理後頗受歡迎的食用小蝦。身體是透明的粉紅色，再與飯一起炒可成為一道料理。","6","39151","6","","5174","34662","1","2","櫻花蝦炒飯"
"1","這個的名稱是什麼？","48","1","0","49","5","49","1910年6月19日","1","美國為第一個設立父親節的國家，請問當時設立父親節的日期為？ ","1","57","1","1910年6月19日","5175","54","3","2","10619"
"6","這個的名稱是什麼？","22580","6","0","29287","5","33678","牧場莎莎醬","6","以生番茄、各種辣椒、香料製成，為濃稠滑順的醬料，通常使用在熱菜上。","6","37292","6","","5176","33678","3","2","牧場莎莎醬"
"6","這個的名稱是什麼？","25954","6","0","21191","5","33678","勇敢莎莎醬","6","「狂野莎莎醬」是從西班牙馬德里變化出的莎莎醬，因為吃來很辣，又被稱為？","6","37292","6","","5177","33678","2","2","勇敢莎莎醬"
"6","這個的名稱是什麼？","26792","6","0","37226","5","33678","酪梨莎莎醬","6","以酪梨為主料的混醬(混醬是以紅辣椒為基底的墨西哥醬料形式)。","6","37292","6","","5178","33678","2","2","酪梨莎莎醬"
"6","這個的名稱是什麼？","26524","6","0","33426","5","33678","芒果莎莎醬","6","用酸度較高的芒果，搭配又辣又甜Tabasco辣椒醬的醬料。","6","37292","6","","5179","33678","3","2","芒果莎莎醬"
"6","這個的名稱是什麼？","33540","6","0","30058","5","33678","番茄莎莎醬","6","臺灣人熟悉的醬料，常用於開胃小點，會搭配白麵包。","6","37292","6","","5180","33678","3","2","番茄莎莎醬"
"6","這個的名稱是什麼？","34217","6","0","24052","5","20811","巴薩米克醋","6","是一種用葡萄榨汁熬煮，再進行醋化後的調味品，可使用在沙拉、醬汁，搭配肉類、海鮮類的餐點。","6","37259","6","","5181","31859","3","2","巴薩米克醋"
"6","這個的名稱是什麼？","27224","6","0","26577","5","33678","柑橘莎莎醬","6","用柳丁做基底的莎莎醬，酸甜清新，很適合拌入沙拉。","6","37292","6","","5182","33678","2","2","柑橘莎莎醬"
"6","這個的名稱是什麼？","21491","6","0","26368","5","36554","最右側車道","6","在高速公路上，外側車道是指主線車道中□□□□□。","6","36947","6","","5183","20596","1","2","最右側車道"
"6","這個的名稱是什麼？","30246","6","0","32406","5","32905","纖瘦肌肉男","6","意指「具有恰到好處的肌肉，低脂肪且結實的身材」的俗語。反義詞是「猩猩肌肉猛男」。","6","30007","6","","5184","32908","2","2","纖瘦肌肉男"
"6","這個的名稱是什麼？","24038","6","0","26368","5","36554","最左側車道","6","在高速公路上，內側車道是指主線車道中□□□□□。","6","36947","6","","5185","20596","1","2","最左側車道"
"6","這個的名稱是什麼？","21521","6","0","21516","5","36554","同向三車道","6","在高速公路上，中線車道是指□□□□□或五車道中之中間車道","6","36947","6","","5186","19977","2","2","同向三車道"
"6","這個的名稱是什麼？","25509","6","0","37168","5","20596","鄰接外側車道之車道","6","在高速公路上，中外車道是指同向四車道或五車道中□□□□□道之車道。","6","36554","6","鄰接外側車道之車道","5187","22806","2","2","鄰接外側車"
"6","這個的名稱是什麼？","40643","6","0","23567","5","22781","小黃瓜壽司","6","海苔壽司捲之一，中間捲有黃瓜。","6","21496","6","","5188","29916","1","2","小黃瓜壽司"
"6","這個的名稱是什麼？","25509","6","0","37168","5","20596","鄰接內側車道之車道","6","在高速公路上，中內車道是指同向四車道或五車道中□□□□□道之車道。","6","36554","6","鄰接內側車道之車道","5189","20839","2","2","鄰接內側車"
"6","這個的名稱是什麼？","36947","6","0","21277","5","32218","匝道與主線車道之間","6","在高速公路上，加速車道是指設於□□與□□□道之間，專供汽車由匝道駛入主線車道前加速之車道。","6","36554","6","匝道與主線車道之間","5190","20027","3","2","匝道主線車"
"6","這個的名稱是什麼？","20843","6","0","20108","5","40613","二八蕎麥麵","6","「蕎麥麵」的一種分類，將蕎麥麵粉與烏龍麵專用粉以2：8比例混製的蕎麥麵。","6","40629","6","","5191","34126","3","2","二八蕎麥麵"
"6","這個的名稱是什麼？","20057","6","0","30002","5","19969","甲、乙、丙、丁、戊、己、庚……","6","如果按照順序排列「地支」，最前面的五個是？","6","25098","6","甲、乙、丙、丁、戊、己、庚……","5192","19993","1","2","甲乙丙丁戊"
"6","這個的名稱是什麼？","19985","6","0","23376","5","21359","子、丑、寅、卯、辰、巳、午、未、申……","6","如果按照順序排列「天干」，最前面的五個是？","6","36784","6","子、丑、寅、卯、辰、巳、午、未、申……","5193","23493","3","2","子丑寅卯辰"
"6","這個的名稱是什麼？","21487","6","0","19981","5","22403","可燃垃圾⇔不可燃垃圾","6","","6","22334","6","","5194","29123","1","2","不可燃垃圾"
"6","這個的名稱是什麼？","38626","6","0","39387","5","32218","駛離主線車道","6","在高速公路上，減速車道是指設於主線車道與匝道之間，專供汽車□□□□□道進入匝道前減速之車道。","6","36554","6","駛離主線車道","5195","20027","3","2","駛離主線車"
"6","這個的名稱是什麼？","32218","6","0","20027","5","36947","主線車道外側","6","輔助車道是指設於□□□□□側，銜接相鄰兩交流道間加、減速車道，專供車輛進出高速公路及快速公路使用之車道。","6","22806","6","主線車道外側","5196","36554","3","2","主線車道外"
"6","這個的名稱是什麼？","20056","6","0","39640","5","36554","高乘載車道","6","在高速公路上，指專供特定車種或乘載一定人數以上之車輛行駛之車道。","6","36947","6","","5197","36617","2","2","高乘載車道"
"6","這個的名稱是什麼？","36947","6","0","21277","5","39636","匝道構成立體相交","6","交流道指高速公路或快速公路與其他道路連接，以□□構成□□□交之部分。","6","30456","6","匝道構成立體相交","5198","31435","2","2","匝道立體相"
"6","這個的名稱是什麼？","32218","6","0","20027","5","36947","主線車道外側","6","在高速公路上，爬坡道是指設於上坡路段□□□□□側，供爬坡時速低於最低速限之車輛行駛之車道。","6","22806","6","主線車道外側","5199","36554","3","2","主線車道外"
"6","這個的名稱是什麼？","22830","6","0","20013","5","38548","中央分隔帶","6","在高速公路上，指隔離雙向行車之中間界區。","6","24118","6","","5200","20998","2","2","中央分隔帶"
"6","這個的名稱是什麼？","37325","6","0","22411","5","27231","大型重型機車","6","哪一種機車是能行駛於高速公路與快速道路。","6","36554","6","大型重型機車","5201","22411","2","2","型重型機車"
"3","這個的名稱是什麼？","116","3","0","115","5","101","Rest area","3","「休息站」的英文。","3","97","3","Rest area","5202","114","2","2","strea"
"6","這個的名稱是什麼？","21205","6","0","38651","5","39693","電動刮鬍刀","6","刮鬍刀的一種。能節省時間，需要用到電才能使用。","6","20992","6","","5203","21038","1","2","電動刮鬍刀"
"3","這個的名稱是什麼？","103","3","0","105","5","119","Highway","3","「高速公路」的英文。","3","97","3","Highway","5204","104","2","2","ighwa"
"2","這個的名稱是什麼？","114","3","0","66","5","97","Breakfast","3","「早餐」的英文。","3","107","3","Breakfast","5205","101","1","2","Break"
"2","這個的名稱是什麼？","117","3","0","76","5","99","Lunch","3","「午餐」的英文。","3","104","3","","5206","110","1","2","Lunch"
"2","這個的名稱是什麼？","103","3","0","69","5","114","Egg roll","3","「蛋餅」的英文。","3","111","3","Egg roll","5207","103","2","2","Eggro"
"6","這個的名稱是什麼？","28415","6","6020","22763","5","21830","里士滿工商會","6","隸屬「克蕾琪塔」的公會名稱是？","6","26371","6","里士滿工商會","5209","24037","3","1","士滿工商會"
"2","這個的名稱是什麼？","116","3","0","83","5","97","Steamed bun","3","「饅頭」的英文。","3","109","3","Steamed bun","5211","101","3","2","Steam"
"2","這個的名稱是什麼？","114","3","0","70","5","101","Fried bread stick","3","「油條」的英文。","3","100","3","Fried bread stick","5212","105","2","2","Fried"
"3","這個的名稱是什麼？","101","3","0","112","5","110","Rice and peanut milk","3","「米漿」的英文。","3","117","3","Rice and peanut milk","5213","97","2","2","peanu"
"6","這個的名稱是什麼？","23478","6","5214","22823","5","25138","大家的遊戲桌","6","可遊玩小遊戲的公會小屋家具。","6","26700","6","大家的遊戲桌","5214","36938","2","1","大家遊戲桌"
"6","這個的名稱是什麼？","20956","6","5215","33457","5","20844","花凜的辦公桌","6","「花凜」會製造出掃蕩券的公會小屋家具。","6","26700","6","花凜的辦公桌","5215","36774","3","1","花凜辦公桌"
"6","這個的名稱是什麼？","23614","6","5216","40845","5","26481","頂級的龍尾關東煮","6","作為登頂「綠龍骸嶺」的證明，美食殿堂所獲得的料理兼公會小屋家具。","6","29038","6","頂級的龍尾關東煮","5216","38364","3","1","龍尾關東煮"
"6","這個的名稱是什麼？","28023","6","5217","38642","5","29289","雲海的魔物肉","6","作為登頂「雲海山脈」的證明，美食殿堂所獲得的料理兼公會小屋家具。","6","32905","6","雲海的魔物肉","5217","39764","3","1","雲海魔物肉"
"6","這個的名稱是什麼？","19990","6","5218","32085","5","37327","絕世好蛋與海量飯山","6","作為登頂「毒瘴闇稜」的證明，美食殿堂所獲得的料理兼公會小屋家具。","6","39151","6","絕世好蛋與海量飯山","5218","28023","3","1","絕世海量飯"
"3","這個的名稱是什麼？","113","3","0","115","5","105","Grilled squid","3","「魷魚串」的英文。","3","100","3","Grilled squid","5219","117","3","2","squid"
"6","這個的名稱是什麼？","21487","6","5220","21487","5","37666","可可蘿的錢包","6","某位角色親手製作的公會小屋家具，可以儲存瑪那。","6","21253","6","可可蘿的錢包","5220","34367","2","1","可可蘿錢包"
"6","這個的名稱是什麼？","26149","6","5221","26032","5","27085","新春金槍鮪釣起圖","6","洋溢著振興大間鎮的希望，繪有釣起某大魚景象的海報。","6","39850","6","新春金槍鮪釣起圖","5221","37329","3","1","新春金槍鮪"
"6","這個的名稱是什麼？","25292","6","0","28092","5","40643","涼拌小黃瓜","6","「Cucumber Salad 」的中文為：","6","29916","6","","5222","23567","2","2","涼拌小黃瓜"
"6","這個的名稱是什麼？","20551","2","5223","24230","5","80","克莉絲提娜度假SPA","2","克莉絲提娜所打造的SPA設備，不僅外觀華美，效果更是超群。","2","65","6","克莉絲提娜度假SPA","5223","83","3","1","度假SPA"
"2","這個的名稱是什麼？","97","3","0","66","5","111","Bacon root","3","「培根串」的英文。","3","110","3","Bacon root","5224","99","2","2","Bacon"
"6","全名是什麼？","30028","6","0","19990","6","21205","世界運動會","6","又稱為世運會，每四年舉行一次，於每屆奧運一年後舉行，世運會沒有冬季項目。","6","26371","6","世界運動會","6001","36939","1","2","世界運動會"
"6","這個的名稱是什麼？","26866","6","0","20841","6","29983","兩棲類生物","6","青蛙或蠑螈這類水陸兩棲的生物。","6","29289","6","","6002","39006","1","2","兩棲類生物"
"6","左側的角色如何稱呼右邊的角色？","24907","6","6003","35722","6","30097","變態可疑分子","6","","6","20998","6","變態可疑分子","6003","21487","2","1","變態可疑分"
"6","這個的名稱是什麼？","34174","6","6004","24503","6","29378","德蕾女的狂人","6","疑似是月光學院的男同學用以指稱優妮之「恐怖」的用語。","6","20154","6","德蕾女的狂人","6004","22899","2","1","德蕾女狂人"
"6","這個的名稱是什麼？","34174","6","6005","24503","6","29378","德蕾女的狂人","6","疑似是月光學院的男同學用以指稱琪愛兒之「恐怖」的用語。","6","20154","6","德蕾女的狂人","6005","22899","2","1","德蕾女狂人"
"6","這個的名稱是什麼？","34174","6","6006","24503","6","29378","德蕾女的狂人","6","疑似是月光學院的男同學用以指稱克蘿依之「恐怖」的用語。","6","20154","6","德蕾女的狂人","6006","22899","2","1","德蕾女狂人"
"6","這個的名稱是什麼？","39764","6","6007","24375","6","23569","可愛到爆的超強魔法少女","6","將「七七香」升到★5時\n可獲得的稱號。","6","22899","6","可愛到爆的超強魔法少女","6007","27861","2","1","強魔法少女"
"6","這個的名稱是什麼？","31532","6","0","23433","6","32005","安第斯紅鶴","6","紅鶴的一種。分布在安地斯山脈，羽毛是粉白色，腳是唯一一種有者黃色腳的紅鶴。","6","40372","6","","6008","26031","2","2","安第斯紅鶴"
"6","這個的名稱是什麼？","20083","6","0","21754","6","21205","哺乳類動物","6","犰狳屬於什麼類型的動物？","6","29289","6","","6009","39006","1","2","哺乳類動物"
"2","這個的名稱是什麼？","111","3","0","71","6","115","Goose","3","「鵝」的英文。","3","101","3","","6010","111","1","2","Goose"
"6","這個的名稱是什麼？","24029","6","0","22235","6","32114","四川金絲猴","6","一種猿類。他的肩及背部有長達30公分的親黃色長毛。","6","29492","6","","6012","37329","2","2","四川金絲猴"
"6","這個的名稱是什麼？","25484","6","0","30333","6","33218","白掌長臂猿","6","長臂猿分為：白臂長臂猿和？","6","29503","6","","6013","38263","2","2","白掌長臂猿"
"6","這個的名稱是什麼？","25289","6","0","21152","6","25096","加拉帕戈斯象龜","6","世界最大的陸龜。最高紀錄為身長6米，800斤重。","6","26031","6","加拉帕戈斯象龜","6014","24085","3","2","加拉帕戈斯"
"2","這個的名稱是什麼？","97","3","0","75","6","103","Kangaroo","3","「袋鼠」的英文。","3","97","3","Kangaroo","6015","110","1","2","Kanga"
"6","這個的名稱是什麼？","29738","6","6020","34174","6","20977","克蕾琪塔‧凱許","6","【里士滿工商會】的公會長「克蕾琪塔」。全名叫作什麼？","6","35377","6","克蕾琪塔‧凱許","6020","22612","1","1","蕾琪塔凱許"
"6","這個人是誰？","23308","6","6021","20658","6","23475","傲嬌的害羞女孩","6","將「依里」升到★5時\n可獲得的稱號。","6","32670","6","傲嬌的害羞女孩","6021","30340","2","1","傲嬌的害羞"
"2","這個的名稱是什麼？","97","3","0","80","6","100","Panda","3","「貓熊」的英文。","3","97","3","","6022","110","1","2","Panda"
"6","這個人是誰？","26834","6","6024","22909","6","27494","慈樂之音好棒棒武士","6","琪愛兒身為「慈樂之音粉絲」的綽號。","6","22763","6","慈樂之音好棒棒武士","6024","26834","1","1","好棒棒武士"
"6","這個的名稱是什麼？","39080","6","3002","30142","6","20901","疾風之冥姬","6","「杏奈」的綽號。","6","23020","6","疾風之冥姬","6025","20043","2","1","疾風之冥姬"
"6","這上面寫著什麼？","30475","6","6028","20320","6","23229","你看，是媽媽哦～","6","將「美里」升到★5時可獲得的稱號。","6","23229","6","你看，是媽媽哦～","6028","26159","2","1","你看是媽媽"
"6","這個的名稱是什麼？","22320","6","0","30334","6","30041","百地希留耶","6","「凱留」在夢境裡的姓名為？","6","32822","6","","6041","24076","2","1","百地希留耶"
"6","這個的名稱是什麼？","22022","6","6042","21696","6","22899","哀嘆之女神","6","活動「王都的名偵探 嘆息的追緝者」的Boss。","6","31070","6","哀嘆之女神","6042","20043","1","1","哀嘆之女神"
"6","這個的名稱是什麼？","20043","6","0","34915","6","29827","衣之咲璃乃","6","「璃乃」在夢境裡的姓名為？","6","20035","6","衣之咲璃乃","6043","21682","2","1","衣之咲璃乃"
"6","這個的名稱是什麼？","37266","6","6044","35258","6","24515","覺醒‧花心星","6","活動「七夕劍客旅情譚 天際川流夏之戀」的Boss。","6","26143","6","覺醒‧花心星","6044","33457","1","1","覺醒花心星"
"6","這個的名稱是什麼？","26997","6","6045","31350","6","27085","究極金槍鮪","6","活動「新春美食公主！　賭上關鍵一擲的少女們」的Boss。","6","39850","6","究極金槍鮪","6045","37329","2","1","究極金槍鮪"
"6","這個的名稱是什麼？","29579","6","6046","22899","6","27700","女王歌唱水母","6","活動「慈樂之音的夏日演唱會　Just a moment！」的Boss。","6","27597","6","女王歌唱水母","6046","27468","1","1","女王歌水母"
"6","這個的名稱是什麼？","36870","6","6047","21453","6","19977","反逆獸‧三重","6","活動「魔法少女外傳　黑暗魔法★三人組！」的Boss。","6","37325","6","反逆獸‧三重","6047","29560","1","1","反逆獸三重"
"6","這個的名稱是什麼？","29087","6","6048","25104","6","28113","成熟的淑女","6","用以形容「美咲」是個什麼樣的女性的俗稱。裝成熟的感覺很可愛。","6","22899","6","成熟的淑女","6048","30340","2","1","成熟的淑女"
"6","這個的名稱是什麼？","32218","6","0","19977","6","27580","三線閉殼龜","6","別名金錢龜、紅邊龜、金頭龜。","6","40860","6","","6049","38281","3","2","三線閉殼龜"
"6","這個的名稱是什麼？","20320","6","0","36855","6","39321","迷你麝香龜","6","世界上體型最小的烏龜。","6","40860","6","","6050","40605","2","2","迷你麝香龜"
"6","這個的名稱是什麼？","21809","6","0","39080","6","27468","風之唱喚歌姬","6","將「千歌」升到★5時可獲得的稱號。","6","23020","6","風之唱喚歌姬","6051","21914","2","2","風唱喚歌姬"
"6","這個的名稱是什麼？","27193","6","0","32005","6","29983","紅樹林生態系","6","生長在熱帶和亞熱帶部分水域的植物之總稱，會形成形狀非常獨特的根部，具有重要的生態功能。","6","24907","6","紅樹林生態系","6052","26519","2","2","紅樹林生態"
"6","這個的名稱是什麼？","28982","6","0","33258","6","24565","自然紀念物","6","作為學術性貴重資產而被保護的天然動植物、地質、礦物。例如信天翁和朱鷺等。","6","29289","6","","6053","32000","1","2","自然紀念物"
"6","這個的名稱是什麼？","30828","6","0","20725","6","25153","僵硬性扁平足","6","扁平足分為兩種：柔軟性扁平足與？","6","24179","6","僵硬性扁平足","6054","24615","2","2","僵硬性扁平"
"6","這是什麼？","32764","6","6055","30333","6","25582","白翼的指揮官","6","將「莫妮卡」升到★5時\n可獲得的稱號。","6","23448","6","白翼的指揮官","6055","25351","2","1","白翼指揮官"
"2","這個的唸法是什麼？","101","3","6056","68","6","105","獨眼惡魔\n=One Eye Devil","3","令地下社會聞之喪膽的「深月」的綽號。任誰也無法逃過她的獨眼。","3","108","3","獨眼惡魔=One Eye Devil","6056","118","3","1","Devil"
"3","這個的唸法是什麼？","99","3","6057","101","6","111","收藏家（=Collector）","3","「七七香」的綽號。源自於她會收集各式各樣魔法的習慣。","3","114","3","收藏家（=Collector）","6057","116","3","1","ector"
"6","這個的唸法是什麼？","31354","6","6058","33980","6","31354","蒼空的騎空士","6","將「吉塔」升到★5時\n可獲得的稱號。","6","22763","6","蒼空的騎空士","6058","39438","3","1","蒼空騎空士"
"6","這個的名稱是什麼？","34507","6","6059","31528","6","26550","笨蛋打架狂","6","「祈梨」在對「嘉夜」發火或嘲笑時的稱呼方式。","6","29378","6","","6059","25171","2","1","笨蛋打架狂"
"6","這個的名稱是什麼？","36948","6","0","23433","6","35199","安達盧西亞馬（Andalucian）","6","自十九世紀以來歐洲第一的馬，更是騎術學校的專用馬。","6","20126","6","安達盧西亞馬（Andalucian）","6060","30439","3","2","安達盧西亞"
"6","這個的名稱是什麼？","32946","6","0","33521","6","25289","英育阿拉伯馬","6","外貌上比較接近純血馬，擁有純血馬的體型和阿拉伯馬的耐力，具快跑能力。","6","20271","6","英育阿拉伯馬","6061","38463","3","2","英育阿拉伯"
"6","這個的名稱是什麼？","34349","6","0","33655","6","34880","荷蘭溫血馬","6","結合了兩種荷蘭本土馬種的混種馬。","6","39340","6","","6062","28331","2","2","荷蘭溫血馬"
"6","這個的名稱是什麼？","20811","6","0","36203","6","22763","赫克力士大兜蟲","6","獨角仙當中體型最大的一種，超受孩子們喜愛的昆蟲。","6","20828","6","赫克力士大兜蟲","6063","21147","1","2","赫克力士兜"
"6","這個的名稱是什麼？","22291","6","0","21322","6","38957","半圓形頭冠","6","冠龍的名字由來，是因為頭上有著？","6","20896","6","","6064","24418","2","2","半圓形頭冠"
"6","這個的名稱是什麼？","26159","6","6065","25105","6","32173","我是諾維姆啊！","6","將「矛依未」升到★5時\n可獲得的稱號。","6","22982","6","我是諾維姆啊！","6065","35582","1","1","我是諾維姆"
"6","這個的名稱是什麼？","39080","6","0","30142","6","20901","相信前世的中二病患「疾風之冥姬」","6","「杏奈」的角色介紹詞。","6","23020","6","相信前世的中二病患「疾風之冥姬」","6066","20043","1","1","疾風之冥姬"
"6","這個的名稱是什麼？","27683","6","0","20803","6","40670","元氣滿點的空腹少女","6","「貪吃佩可」的角色介紹詞。","6","30340","6","元氣滿點的空腹少女","6067","28415","2","1","元氣滿點的"
"6","這個的名稱是什麼？","39135","6","0","32905","6","26118","肉食性昆蟲","6","蜻蜓與豆娘都是屬於□□□□□，不管是成蟲還是水蠆都是以捕食維生","6","34802","6","","6068","24615","1","2","肉食性昆蟲"
"2","這個的名稱是什麼？","114","3","0","71","6","111","Grooming","3","廣為人知的貓科動物習性「理毛」。英文要怎麼說？","3","109","3","Grooming","6069","111","3","2","Groom"
"6","這個的名稱是什麼？","28500","6","0","32020","6","32769","魅惑眾多男性的純潔女老師","6","「伊緒」的角色介紹詞。","6","24107","6","魅惑眾多男性的純潔女老師","6070","22899","2","1","純潔女老師"
"6","這個的名稱是什麼？","32681","6","0","24544","6","21830","醒悟了忠義的女商人","6","「克蕾琪塔」的角色介紹詞。","6","20154","6","醒悟了忠義的女商人","6071","22899","2","1","忠義女商人"
"6","這個的名稱是什麼？","24180","6","0","19968","6","33609","一年生草本植物","6","從種子發芽、生長、開花、結實至枯萎死亡，其壽命只有一年的草本植物。","6","26412","6","一年生草本植物","6072","29983","1","2","一年生草本"
"6","這個的名稱是什麼？","25159","6","0","23567","6","27969","小扇撲流螢","6","唐詩三百首中，有一首與螢火蟲有關的詩為「銀燭秋光冷畫屏，輕羅□□□□□」。","6","34722","6","","6073","25778","2","2","小扇撲流螢"
"6","這個的名稱是什麼？","32819","6","0","35987","6","27861","倒在路旁的謎之貓耳魔法師","6","「凱留」的角色介紹詞。","6","24107","6","倒在路旁的謎之貓耳魔法師","6074","39764","1","1","貓耳魔法師"
"6","這個的名稱是什麼？","29579","6","0","22823","6","36275","大王具足蟲","6","棲息在深海裡的甲殼類。外觀類似潮蟲，大型個體體長可超過五十公分。","6","34802","6","","6075","20855","3","2","大王具足蟲"
"3","這個的名稱是什麼？","114","3","0","97","6","101","花園鰻=Garden eel","3","","3","110","3","花園鰻=Garden eel","6076","100","3","2","arden"
"6","這個的名稱是什麼？","36074","6","0","32905","6","29983","肉質寄生性草本植物","6","大王花是□□□□□草本植物，自己不製造養分，所有的生活所需的養分水分皆奪取自寄生的植物。","6","24615","6","肉質寄生性草本植物","6077","23492","3","2","肉質寄生性"
"6","這個的名稱是什麼？","34821","6","0","27602","6","33167","毒蠅鵝膏菌","6","毒蠅傘是有白點的一種菇類。具有毒性，吃下肚會產生幻覺、腹痛等症狀。又稱為？","6","33740","6","","6078","40285","3","2","毒蠅鵝膏菌"
