4138af59d7badeb865e5bcb94092c7f9d0122f20669a65bd63c10f9e8e8a15e4,9c8d705e4d06f65427e1e14e26162ee82e911c2a2325e71a38ac4c10ce0e6fbb,4a7676e7741f0d53803ca1de448526790187cab84f6094706bd0c41892e9ebf4,066ae74d555f7a311cc4c7678ca037c3f4d7b6ac787c6281bac5fc603b568026,7b3abed053604f0a6e313419b41d58a0375a2431a3b83a33c2e14f305dd231ce,ff6a24d305e3c799d99868aec3ef8736b9e4560257e40942c956d31967a74e7b,06194a8f8c171062dae6f96d31640105d37f7e88bde17ea296cc0fa6d516a285,0fdae240239147f1e25de167d64512d3c528a13592dbe7f4d950017d3d8e98d5,33cbccd19305c9e2ae3bb5de45d1b8bfda86b4520b443c73d929c726362f0bdf,63a5058001c9f3a337f74996151ba49b540d98ad99081d769ea1657b5e71b8f0,1c6c16b23200ca6b51ee3e843570e65df97cf086bd14990a91f650c078d93603,ddf892491fe30e7a93d449fe9e065d16f3f0c6decf5978efbee809cc8f578aef,3098a71d11cd24dc5a6e103d52ea70272304c6b53dd69ec3a48f5d63928cbe00,39fcaf00a00230eb91ee6ac471035082ff040f4f77b293cd7897e3e34b328c5c,9858cf94bd05c6080abd9c724aa6dacaff6c1393d1ef71da5ba4c58c0058ef78,d4ee17c683f99f909153748837b325f101c10bf1e2219dd1277b55a53308d784,9cc3aade1544d57cbc58f1e447b232674986813972cd6054e8f8b5dbd3403912,f04fd7e1d04ca22d96804a35b6ee93269292ce9901e93d43274d5b6e8b3743e6,4ebf2fb6fb0698f57c267620bf833cb6b6d75e36f2e2ee6eb5728778f678996a,20ff79ef5660e3f045e27ca44c3772ee9e93453737c3772476df0433c8124b6f,aff445f2e64def5f5978e987ec0be3a96a999a6cecffc51b8132b26c1e62c94c
"4000","4000","0","20","2","0","0","31145","151","758","0","0","1055","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31145","301","759","0","0","1055","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31145","701","760","0","0","1055","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31145","1501","761","0","0","1055","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31145","3001","762","0","0","1055","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31145","5001","763","0","0","1055","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31145","7001","764","0","0","1055","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31145","10001","765","0","0","1055","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31025","1","766","0","0","1056","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31025","2","767","0","0","1056","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31025","3","768","0","0","1056","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31025","4","769","0","0","1056","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31025","21","770","0","0","1056","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31025","51","771","0","0","1056","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31025","151","772","0","0","1056","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31025","301","773","0","0","1056","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31025","701","774","0","0","1056","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31025","1501","775","0","0","1056","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31025","3001","776","0","0","1056","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31025","5001","777","0","0","1056","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31025","7001","778","0","0","1056","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31025","10001","779","0","0","1056","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31042","1","780","0","0","1057","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31042","2","781","0","0","1057","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31042","3","782","0","0","1057","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31042","4","783","0","0","1057","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31042","21","784","0","0","1057","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31042","51","785","0","0","1057","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31042","151","786","0","0","1057","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31042","301","787","0","0","1057","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31042","701","788","0","0","1057","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31042","1501","789","0","0","1057","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31042","3001","790","0","0","1057","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31042","5001","791","0","0","1057","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31042","7001","792","0","0","1057","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31042","10001","793","0","0","1057","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31022","1","794","0","0","1058","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31022","2","795","0","0","1058","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31022","3","796","0","0","1058","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31022","4","797","0","0","1058","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31022","21","798","0","0","1058","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31022","51","799","0","0","1058","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31022","151","800","0","0","1058","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31022","301","801","0","0","1058","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31022","701","802","0","0","1058","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31022","1501","803","0","0","1058","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31022","3001","804","0","0","1058","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31022","5001","805","0","0","1058","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31022","7001","806","0","0","1058","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31022","10001","807","0","0","1058","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31043","1","808","0","0","1059","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31043","2","809","0","0","1059","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31043","3","810","0","0","1059","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31043","4","811","0","0","1059","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31043","21","812","0","0","1059","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31043","51","813","0","0","1059","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31043","151","814","0","0","1059","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31043","301","815","0","0","1059","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31043","701","816","0","0","1059","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31043","1501","817","0","0","1059","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31043","3001","818","0","0","1059","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31043","5001","819","0","0","1059","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31043","7001","820","0","0","1059","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31043","10001","821","0","0","1059","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31018","1","822","0","0","1060","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31018","2","823","0","0","1060","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31018","3","824","0","0","1060","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31018","4","825","0","0","1060","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31018","21","826","0","0","1060","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31018","51","827","0","0","1060","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31018","151","828","0","0","1060","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31018","301","829","0","0","1060","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31018","701","830","0","0","1060","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31018","1501","831","0","0","1060","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31018","3001","832","0","0","1060","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31018","5001","833","0","0","1060","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31018","7001","834","0","0","1060","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31018","10001","835","0","0","1060","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31145","1","836","0","0","1061","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31145","2","837","0","0","1061","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31145","3","838","0","0","1061","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31145","4","839","0","0","1061","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31145","21","840","0","0","1061","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31145","51","841","0","0","1061","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31145","151","842","0","0","1061","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31145","301","843","0","0","1061","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31145","701","844","0","0","1061","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31145","1501","845","0","0","1061","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31145","3001","846","0","0","1061","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31145","5001","847","0","0","1061","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31145","7001","848","0","0","1061","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31145","10001","849","0","0","1061","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31025","1","850","0","0","1063","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31025","2","851","0","0","1063","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31025","3","852","0","0","1063","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31025","4","853","0","0","1063","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31025","21","854","0","0","1063","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31025","51","855","0","0","1063","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31025","151","856","0","0","1063","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31025","301","857","0","0","1063","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31025","701","858","0","0","1063","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31025","1501","859","0","0","1063","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31025","3001","860","0","0","1063","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31025","5001","861","0","0","1063","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31025","7001","862","0","0","1063","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31025","10001","863","0","0","1063","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31042","1","864","0","0","1064","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31042","2","865","0","0","1064","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31042","3","866","0","0","1064","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31042","4","867","0","0","1064","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31042","21","868","0","0","1064","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31042","51","869","0","0","1064","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31042","151","870","0","0","1064","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31042","301","871","0","0","1064","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31042","701","872","0","0","1064","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31042","1501","873","0","0","1064","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31042","3001","874","0","0","1064","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31042","5001","875","0","0","1064","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31042","7001","876","0","0","1064","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31042","10001","877","0","0","1064","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31022","1","878","0","0","1065","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31022","2","879","0","0","1065","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31022","3","880","0","0","1065","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31022","4","881","0","0","1065","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31022","21","882","0","0","1065","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31022","51","883","0","0","1065","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31022","151","884","0","0","1065","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31022","301","885","0","0","1065","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31022","701","886","0","0","1065","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31022","1501","887","0","0","1065","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31022","3001","888","0","0","1065","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31022","5001","889","0","0","1065","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31022","7001","890","0","0","1065","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31022","10001","891","0","0","1065","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31043","1","892","0","0","1066","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31043","2","893","0","0","1066","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31043","3","894","0","0","1066","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31043","4","895","0","0","1066","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31043","21","896","0","0","1066","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31043","51","897","0","0","1066","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31043","151","898","0","0","1066","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31043","301","899","0","0","1066","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31043","701","900","0","0","1066","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31043","1501","901","0","0","1066","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31043","3001","902","0","0","1066","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31043","5001","903","0","0","1066","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31043","7001","904","0","0","1066","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31043","10001","905","0","0","1066","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31018","1","906","0","0","1067","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31018","2","907","0","0","1067","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31018","3","908","0","0","1067","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31018","4","909","0","0","1067","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31018","21","910","0","0","1067","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31018","51","911","0","0","1067","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31018","151","912","0","0","1067","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31018","301","913","0","0","1067","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31018","701","914","0","0","1067","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31018","1501","915","0","0","1067","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31018","3001","916","0","0","1067","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31018","5001","917","0","0","1067","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31018","7001","918","0","0","1067","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31018","10001","919","0","0","1067","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31145","1","920","0","0","1068","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31145","2","921","0","0","1068","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31145","3","922","0","0","1068","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31145","4","923","0","0","1068","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31145","21","924","0","0","1068","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31145","51","925","0","0","1068","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31145","151","926","0","0","1068","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31145","301","927","0","0","1068","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31145","701","928","0","0","1068","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31145","1501","929","0","0","1068","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31145","3001","930","0","0","1068","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31145","5001","931","0","0","1068","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31145","7001","932","0","0","1068","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31145","10001","933","0","0","1068","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31025","1","934","0","0","1069","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31025","2","935","0","0","1069","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31025","3","936","0","0","1069","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31025","4","937","0","0","1069","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31025","21","938","0","0","1069","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31025","51","939","0","0","1069","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31025","151","940","0","0","1069","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31025","301","941","0","0","1069","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31025","701","942","0","0","1069","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31025","1501","943","0","0","1069","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31025","3001","944","0","0","1069","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31025","5001","945","0","0","1069","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31025","7001","946","0","0","1069","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31025","10001","947","0","0","1069","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31042","1","948","0","0","1070","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31042","2","949","0","0","1070","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31042","3","950","0","0","1070","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31042","4","951","0","0","1070","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31042","21","952","0","0","1070","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31042","51","953","0","0","1070","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31042","151","954","0","0","1070","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31042","301","955","0","0","1070","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31042","701","956","0","0","1070","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31042","1501","957","0","0","1070","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31042","3001","958","0","0","1070","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31042","5001","959","0","0","1070","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31042","7001","960","0","0","1070","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31042","10001","961","0","0","1070","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31022","1","962","0","0","1071","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31022","2","963","0","0","1071","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31022","3","964","0","0","1071","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31022","4","965","0","0","1071","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31022","21","966","0","0","1071","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31022","51","967","0","0","1071","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31022","151","968","0","0","1071","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31022","301","969","0","0","1071","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31022","701","970","0","0","1071","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31022","1501","971","0","0","1071","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31022","3001","972","0","0","1071","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31022","5001","973","0","0","1071","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31022","7001","974","0","0","1071","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31022","10001","975","0","0","1071","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31043","1","976","0","0","1072","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31043","2","977","0","0","1072","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31043","3","978","0","0","1072","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31043","4","979","0","0","1072","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31043","21","980","0","0","1072","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31043","51","981","0","0","1072","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31043","151","982","0","0","1072","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31043","301","983","0","0","1072","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31043","701","984","0","0","1072","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31043","1501","985","0","0","1072","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31043","3001","986","0","0","1072","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31043","5001","987","0","0","1072","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31043","7001","988","0","0","1072","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31043","10001","989","0","0","1072","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31018","1","990","0","0","1073","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31018","2","991","0","0","1073","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31018","3","992","0","0","1073","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31018","4","993","0","0","1073","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31018","21","994","0","0","1073","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31018","51","995","0","0","1073","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31018","151","996","0","0","1073","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31018","301","997","0","0","1073","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31018","701","998","0","0","1073","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31018","1501","999","0","0","1073","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31018","3001","1000","0","0","1073","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31018","5001","1001","0","0","1073","8","2","7000","0","1","91002","0","90006"
"1000","1000","0","8","2","0","0","31018","7001","1002","0","0","1073","8","2","10000","0","1","91002","0","90006"
"750","750","0","7","2","0","0","31018","10001","1003","0","0","1073","8","2","-1","0","1","91002","0","90006"
"20000","5000","0","30","2","0","0","31145","1","1004","0","0","1074","8","2","1","0","1","91002","0","90006"
"15000","5000","0","30","2","0","0","31145","2","1005","0","0","1074","8","2","2","0","1","91002","0","90006"
"12000","5000","0","30","2","0","0","31145","3","1006","0","0","1074","8","2","3","0","1","91002","0","90006"
"10000","5000","0","30","2","0","0","31145","4","1007","0","0","1074","8","2","20","0","1","91002","0","90006"
"8000","5000","0","30","2","0","0","31145","21","1008","0","0","1074","8","2","50","0","1","91002","0","90006"
"6000","4500","0","25","2","0","0","31145","51","1009","0","0","1074","8","2","150","0","1","91002","0","90006"
"4000","4000","0","20","2","0","0","31145","151","1010","0","0","1074","8","2","300","0","1","91002","0","90006"
"3500","3500","0","18","2","0","0","31145","301","1011","0","0","1074","8","2","700","0","1","91002","0","90006"
"3000","3000","0","16","2","0","0","31145","701","1012","0","0","1074","8","2","1500","0","1","91002","0","90006"
"2500","2500","0","14","2","0","0","31145","1501","1013","0","0","1074","8","2","3000","0","1","91002","0","90006"
"2000","2000","0","12","2","0","0","31145","3001","1014","0","0","1074","8","2","5000","0","1","91002","0","90006"
"1500","1500","0","10","2","0","0","31145","5001","1015","0","0","1074","8","2","7000","0","1","91002","0","90006"
