4cfcd070b931fec4fe1ea5c76c36ec036b79f670913e63809e8ad1d132db9793,4ea57cc00e80c56143e99b9e02742036ce169927ad58b871ad7f3cc9e54cbf57,9349e9d596a8099c7e55f168fa7e4d6b07f554c5f832a984ecfaf12a16eadff2,aae6f5d23b90ef9b918ab0b37e2eac005e9ffbfe7b574a58a4ab0f63718586b4,8968601f64294fc4a5ac9bbcfd5829451abeb8f990563d51e2a595da365a68e4
"12210103","","羈絆Rank表演2","122101","102"
"12210104","","羈絆Rank表演3","122101","103"
"12210105","","羈絆Rank表演4","122101","104"
"12210106","","羈絆Rank表演5","122101","105"
"12210107","","羈絆Rank表演6","122101","106"
"12210108","","羈絆Rank表演7","122101","107"
"12220101","","解放表演1","122201","201"
"12220102","","羈絆Rank表演1","122201","101"
"12220103","","羈絆Rank表演2","122201","102"
"12220104","","羈絆Rank表演3","122201","103"
"12220105","","羈絆Rank表演4","122201","104"
"12220106","","羈絆Rank表演5","122201","105"
"12220107","","羈絆Rank表演6","122201","106"
"12220108","","羈絆Rank表演7","122201","107"
"12230101","","解放表演1","122301","201"
"12230102","","羈絆Rank表演1","122301","101"
"12230103","","羈絆Rank表演2","122301","102"
"12230104","","羈絆Rank表演3","122301","103"
"12230105","","羈絆Rank表演4","122301","104"
"12230106","","羈絆Rank表演5","122301","105"
"12230107","","羈絆Rank表演6","122301","106"
"12230108","","羈絆Rank表演7","122301","107"
"12230109","","★6才能開花演出","122301","202"
"12230110","","羈絆Rank表演8","122301","108"
"12230111","","羈絆Rank表演9","122301","109"
"12230112","","羈絆Rank表演10","122301","110"
"12230113","","羈絆Rank表演11","122301","111"
"12240101","","解放表演1","122401","201"
"12240102","","羈絆Rank表演1","122401","101"
"12240103","","羈絆Rank表演2","122401","102"
"12240104","","羈絆Rank表演3","122401","103"
"12240105","","羈絆Rank表演4","122401","104"
"12240106","","羈絆Rank表演5","122401","105"
"12240107","","羈絆Rank表演6","122401","106"
"12240108","","羈絆Rank表演7","122401","107"
"12250101","","解放表演1","122501","201"
"12250102","","羈絆Rank表演1","122501","101"
"12250103","","羈絆Rank表演2","122501","102"
"12250104","","羈絆Rank表演3","122501","103"
"12250105","","羈絆Rank表演4","122501","104"
"12250106","","羈絆Rank表演5","122501","105"
"12250107","","羈絆Rank表演6","122501","106"
"12250108","","羈絆Rank表演7","122501","107"
"12260101","","解放表演1","122601","201"
"12260102","","羈絆Rank表演1","122601","101"
"12260103","","羈絆Rank表演2","122601","102"
"12260104","","羈絆Rank表演3","122601","103"
"12260105","","羈絆Rank表演4","122601","104"
"12260106","","羈絆Rank表演5","122601","105"
"12260107","","羈絆Rank表演6","122601","106"
"12260108","","羈絆Rank表演7","122601","107"
"12270101","","解放表演1","122701","201"
"12270102","","羈絆Rank表演1","122701","101"
"12270103","","羈絆Rank表演2","122701","102"
"12270104","","羈絆Rank表演3","122701","103"
"12270105","","羈絆Rank表演4","122701","104"
"12270106","","羈絆Rank表演5","122701","105"
"12270107","","羈絆Rank表演6","122701","106"
"12270108","","羈絆Rank表演7","122701","107"
"12280101","","解放表演1","122801","201"
"12280102","","羈絆Rank表演1","122801","101"
"12280103","","羈絆Rank表演2","122801","102"
"12280104","","羈絆Rank表演3","122801","103"
"12280105","","羈絆Rank表演4","122801","104"
"12280106","","羈絆Rank表演5","122801","105"
"12280107","","羈絆Rank表演6","122801","106"
"12280108","","羈絆Rank表演7","122801","107"
"12290101","","解放表演1","122901","201"
"12290102","","羈絆Rank表演1","122901","101"
"12290103","","羈絆Rank表演2","122901","102"
"12290104","","羈絆Rank表演3","122901","103"
"12290105","","羈絆Rank表演4","122901","104"
"12290106","","羈絆Rank表演5","122901","105"
"12290107","","羈絆Rank表演6","122901","106"
"12290108","","羈絆Rank表演7","122901","107"
"12300101","","解放表演1","123001","201"
"12300102","","羈絆Rank表演1","123001","101"
"12300103","","羈絆Rank表演2","123001","102"
"12300104","","羈絆Rank表演3","123001","103"
"12300105","","羈絆Rank表演4","123001","104"
"12300106","","羈絆Rank表演5","123001","105"
"12300107","","羈絆Rank表演6","123001","106"
"12300108","","羈絆Rank表演7","123001","107"
"12310101","","解放表演1","123101","201"
"12310102","","羈絆Rank表演1","123101","101"
"12310103","","羈絆Rank表演2","123101","102"
"12310104","","羈絆Rank表演3","123101","103"
"12310105","","羈絆Rank表演4","123101","104"
"12310106","","羈絆Rank表演5","123101","105"
"12310107","","羈絆Rank表演6","123101","106"
"12310108","","羈絆Rank表演7","123101","107"
"12320101","","解放表演1","123201","201"
"12320102","","羈絆Rank表演1","123201","101"
"12320103","","羈絆Rank表演2","123201","102"
"12320104","","羈絆Rank表演3","123201","103"
"12320105","","羈絆Rank表演4","123201","104"
"12320106","","羈絆Rank表演5","123201","105"
"12320107","","羈絆Rank表演6","123201","106"
"12320108","","羈絆Rank表演7","123201","107"
"12330101","","解放表演1","123301","201"
"12330102","","羈絆Rank表演1","123301","101"
"12330103","","羈絆Rank表演2","123301","102"
"12330104","","羈絆Rank表演3","123301","103"
"12330105","","羈絆Rank表演4","123301","104"
"12330106","","羈絆Rank表演5","123301","105"
"12330107","","羈絆Rank表演6","123301","106"
"12330108","","羈絆Rank表演7","123301","107"
"12330109","","★6才能開花演出","123301","202"
"12330110","","羈絆Rank表演8","123301","108"
"12330111","","羈絆Rank表演9","123301","109"
"12330112","","羈絆Rank表演10","123301","110"
"12330113","","羈絆Rank表演11","123301","111"
"12350101","","解放表演1","123501","201"
"12350102","","羈絆Rank表演1","123501","101"
"12350103","","羈絆Rank表演2","123501","102"
"12350104","","羈絆Rank表演3","123501","103"
"12350105","","羈絆Rank表演4","123501","104"
"12350106","","羈絆Rank表演5","123501","105"
"12350107","","羈絆Rank表演6","123501","106"
"12350108","","羈絆Rank表演7","123501","107"
"12360101","","解放表演1","123601","201"
"12360102","","羈絆Rank表演1","123601","101"
"12360103","","羈絆Rank表演2","123601","102"
"12360104","","羈絆Rank表演3","123601","103"
"12360105","","羈絆Rank表演4","123601","104"
"12360106","","羈絆Rank表演5","123601","105"
"12360107","","羈絆Rank表演6","123601","106"
"12360108","","羈絆Rank表演7","123601","107"
"12370101","","解放表演1","123701","201"
"12370102","","羈絆Rank表演1","123701","101"
"12370103","","羈絆Rank表演2","123701","102"
"12370104","","羈絆Rank表演3","123701","103"
"12370105","","羈絆Rank表演4","123701","104"
"12370106","","羈絆Rank表演5","123701","105"
"12370107","","羈絆Rank表演6","123701","106"
"12370108","","羈絆Rank表演7","123701","107"
"12380101","","解放表演1","123801","201"
"12380102","","羈絆Rank表演1","123801","101"
"12380103","","羈絆Rank表演2","123801","102"
"12380104","","羈絆Rank表演3","123801","103"
"12380105","","羈絆Rank表演4","123801","104"
"12380106","","羈絆Rank表演5","123801","105"
"12380107","","羈絆Rank表演6","123801","106"
"12380108","","羈絆Rank表演7","123801","107"
"12390101","","解放表演1","123901","201"
"12390102","","羈絆Rank表演1","123901","101"
"12390103","","羈絆Rank表演2","123901","102"
"12390104","","羈絆Rank表演3","123901","103"
"12390105","","羈絆Rank表演4","123901","104"
"12390106","","羈絆Rank表演5","123901","105"
"12390107","","羈絆Rank表演6","123901","106"
"12390108","","羈絆Rank表演7","123901","107"
"12400101","","解放表演1","124001","201"
"12400102","","羈絆Rank表演1","124001","101"
"12400103","","羈絆Rank表演2","124001","102"
"12400104","","羈絆Rank表演3","124001","103"
"12400105","","羈絆Rank表演4","124001","104"
"12400106","","羈絆Rank表演5","124001","105"
"12400107","","羈絆Rank表演6","124001","106"
"12400108","","羈絆Rank表演7","124001","107"
"12410101","","解放表演1","124101","201"
"12410102","","羈絆Rank表演1","124101","101"
"12410103","","羈絆Rank表演2","124101","102"
"12410104","","羈絆Rank表演3","124101","103"
"12410105","","羈絆Rank表演4","124101","104"
"12410106","","羈絆Rank表演5","124101","105"
"12410107","","羈絆Rank表演6","124101","106"
"12410108","","羈絆Rank表演7","124101","107"
"12420101","","解放表演1","124201","201"
"12420102","","羈絆Rank表演1","124201","101"
"12420103","","羈絆Rank表演2","124201","102"
"12420104","","羈絆Rank表演3","124201","103"
"12420105","","羈絆Rank表演4","124201","104"
"12420106","","羈絆Rank表演5","124201","105"
"12420107","","羈絆Rank表演6","124201","106"
"12420108","","羈絆Rank表演7","124201","107"
"12450101","","解放表演1","124501","201"
"12450102","","羈絆Rank表演1","124501","101"
"12450103","","羈絆Rank表演2","124501","102"
"12450104","","羈絆Rank表演3","124501","103"
"12450105","","羈絆Rank表演4","124501","104"
"12450106","","羈絆Rank表演5","124501","105"
"12450107","","羈絆Rank表演6","124501","106"
"12450108","","羈絆Rank表演7","124501","107"
"12460101","","解放表演1","124601","201"
"12460102","","羈絆Rank表演1","124601","101"
"12460103","","羈絆Rank表演2","124601","102"
"12460104","","羈絆Rank表演3","124601","103"
"12460105","","羈絆Rank表演4","124601","104"
"12460106","","羈絆Rank表演5","124601","105"
"12460107","","羈絆Rank表演6","124601","106"
"12460108","","羈絆Rank表演7","124601","107"
"12470101","","解放表演1","124701","201"
"12470102","","羈絆Rank表演1","124701","101"
"12470103","","羈絆Rank表演2","124701","102"
"12470104","","羈絆Rank表演3","124701","103"
"12470105","","羈絆Rank表演4","124701","104"
"12470106","","羈絆Rank表演5","124701","105"
"12470107","","羈絆Rank表演6","124701","106"
"12470108","","羈絆Rank表演7","124701","107"
"12480101","","解放表演1","124801","201"
"12480102","","羈絆Rank表演1","124801","101"
"12480103","","羈絆Rank表演2","124801","102"
"12480104","","羈絆Rank表演3","124801","103"
"12480105","","羈絆Rank表演4","124801","104"
"12480106","","羈絆Rank表演5","124801","105"
"12480107","","羈絆Rank表演6","124801","106"
"12480108","","羈絆Rank表演7","124801","107"
"12490101","","解放表演1","124901","201"
"12490102","","羈絆Rank表演1","124901","101"
"12490103","","羈絆Rank表演2","124901","102"
"12490104","","羈絆Rank表演3","124901","103"
"12490105","","羈絆Rank表演4","124901","104"
"12490106","","羈絆Rank表演5","124901","105"
"12490107","","羈絆Rank表演6","124901","106"
"12490108","","羈絆Rank表演7","124901","107"
"12500101","","解放表演1","125001","201"
"12500102","","羈絆Rank表演1","125001","101"
"12500103","","羈絆Rank表演2","125001","102"
"12500104","","羈絆Rank表演3","125001","103"
"12500105","","羈絆Rank表演4","125001","104"
"12500106","","羈絆Rank表演5","125001","105"
"12500107","","羈絆Rank表演6","125001","106"
"12500108","","羈絆Rank表演7","125001","107"
"12510101","","解放表演1","125101","201"
"12510102","","羈絆Rank表演1","125101","101"
"12510103","","羈絆Rank表演2","125101","102"
"12510104","","羈絆Rank表演3","125101","103"
"12510105","","羈絆Rank表演4","125101","104"
"12510106","","羈絆Rank表演5","125101","105"
"12510107","","羈絆Rank表演6","125101","106"
"12510108","","羈絆Rank表演7","125101","107"
"12520101","","解放表演1","125201","201"
"12520102","","羈絆Rank表演1","125201","101"
"12520103","","羈絆Rank表演2","125201","102"
"12520104","","羈絆Rank表演3","125201","103"
"12520105","","羈絆Rank表演4","125201","104"
"12520106","","羈絆Rank表演5","125201","105"
"12520107","","羈絆Rank表演6","125201","106"
"12520108","","羈絆Rank表演7","125201","107"
"12530101","","解放表演1","125301","201"
"12530102","","羈絆Rank表演1","125301","101"
"12530103","","羈絆Rank表演2","125301","102"
"12530104","","羈絆Rank表演3","125301","103"
"12530105","","羈絆Rank表演4","125301","104"
"12530106","","羈絆Rank表演5","125301","105"
"12530107","","羈絆Rank表演6","125301","106"
"12530108","","羈絆Rank表演7","125301","107"
"12540101","","解放表演1","125401","201"
"12540102","","羈絆Rank表演1","125401","101"
"12540103","","羈絆Rank表演2","125401","102"
"12540104","","羈絆Rank表演3","125401","103"
"12540105","","羈絆Rank表演4","125401","104"
"12540106","","羈絆Rank表演5","125401","105"
"12540107","","羈絆Rank表演6","125401","106"
"12540108","","羈絆Rank表演7","125401","107"
"12550101","","解放表演1","125501","201"
"12550102","","羈絆Rank表演1","125501","101"
"12550103","","羈絆Rank表演2","125501","102"
"12550104","","羈絆Rank表演3","125501","103"
"12550105","","羈絆Rank表演4","125501","104"
"12550106","","羈絆Rank表演5","125501","105"
"12550107","","羈絆Rank表演6","125501","106"
"12550108","","羈絆Rank表演7","125501","107"
"12560101","","解放表演1","125601","201"
"12560102","","羈絆Rank表演1","125601","101"
"12560103","","羈絆Rank表演2","125601","102"
"12560104","","羈絆Rank表演3","125601","103"
"12560105","","羈絆Rank表演4","125601","104"
"12560106","","羈絆Rank表演5","125601","105"
"12560107","","羈絆Rank表演6","125601","106"
"12560108","","羈絆Rank表演7","125601","107"
"12570101","","解放表演1","125701","201"
"12570102","","羈絆Rank表演1","125701","101"
"12570103","","羈絆Rank表演2","125701","102"
"12570104","","羈絆Rank表演3","125701","103"
"12570105","","羈絆Rank表演4","125701","104"
"12570106","","羈絆Rank表演5","125701","105"
"12570107","","羈絆Rank表演6","125701","106"
"12570108","","羈絆Rank表演7","125701","107"
"12580101","","解放表演1","125801","201"
"12580102","","羈絆Rank表演1","125801","101"
"12580103","","羈絆Rank表演2","125801","102"
"12580104","","羈絆Rank表演3","125801","103"
"12580105","","羈絆Rank表演4","125801","104"
"12580106","","羈絆Rank表演5","125801","105"
"12580107","","羈絆Rank表演6","125801","106"
"12580108","","羈絆Rank表演7","125801","107"
"12600101","","解放表演1","126001","201"
"12600102","","羈絆Rank表演1","126001","101"
"12600103","","羈絆Rank表演2","126001","102"
"12600104","","羈絆Rank表演3","126001","103"
"12600105","","羈絆Rank表演4","126001","104"
"12600106","","羈絆Rank表演5","126001","105"
"12600107","","羈絆Rank表演6","126001","106"
"12600108","","羈絆Rank表演7","126001","107"
"12610101","","解放表演1","126101","201"
"12610102","","羈絆Rank表演1","126101","101"
"12610103","","羈絆Rank表演2","126101","102"
"12610104","","羈絆Rank表演3","126101","103"
"12610105","","羈絆Rank表演4","126101","104"
"12610106","","羈絆Rank表演5","126101","105"
"12610107","","羈絆Rank表演6","126101","106"
"12610108","","羈絆Rank表演7","126101","107"
"12620101","","解放表演1","126201","201"
"12620102","","羈絆Rank表演1","126201","101"
"12620103","","羈絆Rank表演2","126201","102"
"12620104","","羈絆Rank表演3","126201","103"
"12620105","","羈絆Rank表演4","126201","104"
"12620106","","羈絆Rank表演5","126201","105"
"12620107","","羈絆Rank表演6","126201","106"
"12620108","","羈絆Rank表演7","126201","107"
"12630101","","解放表演1","126301","201"
"12630102","","羈絆Rank表演1","126301","101"
"12630103","","羈絆Rank表演2","126301","102"
"12630104","","羈絆Rank表演3","126301","103"
"12630105","","羈絆Rank表演4","126301","104"
"12630106","","羈絆Rank表演5","126301","105"
"12630107","","羈絆Rank表演6","126301","106"
"12630108","","羈絆Rank表演7","126301","107"
"12640101","","解放表演1","126401","201"
"12640102","","羈絆Rank表演1","126401","101"
"12640103","","羈絆Rank表演2","126401","102"
"12640104","","羈絆Rank表演3","126401","103"
"12640105","","羈絆Rank表演4","126401","104"
"12640106","","羈絆Rank表演5","126401","105"
"12640107","","羈絆Rank表演6","126401","106"
"12640108","","羈絆Rank表演7","126401","107"
"12650101","","解放表演1","126501","201"
"12650102","","羈絆Rank表演1","126501","101"
"12650103","","羈絆Rank表演2","126501","102"
"12650104","","羈絆Rank表演3","126501","103"
"12650105","","羈絆Rank表演4","126501","104"
"12650106","","羈絆Rank表演5","126501","105"
"12650107","","羈絆Rank表演6","126501","106"
"12650108","","羈絆Rank表演7","126501","107"
"12660101","","解放表演1","126601","201"
"12660102","","羈絆Rank表演1","126601","101"
"12660103","","羈絆Rank表演2","126601","102"
"12660104","","羈絆Rank表演3","126601","103"
"12660105","","羈絆Rank表演4","126601","104"
"12660106","","羈絆Rank表演5","126601","105"
"12660107","","羈絆Rank表演6","126601","106"
"12660108","","羈絆Rank表演7","126601","107"
"12670101","","解放表演1","126701","201"
"12670102","","羈絆Rank表演1","126701","101"
"12670103","","羈絆Rank表演2","126701","102"
"12670104","","羈絆Rank表演3","126701","103"
"12670105","","羈絆Rank表演4","126701","104"
"12670106","","羈絆Rank表演5","126701","105"
"12670107","","羈絆Rank表演6","126701","106"
"12670108","","羈絆Rank表演7","126701","107"
"12680101","","解放表演1","126801","201"
"12680102","","羈絆Rank表演1","126801","101"
"12680103","","羈絆Rank表演2","126801","102"
"12680104","","羈絆Rank表演3","126801","103"
"12680105","","羈絆Rank表演4","126801","104"
"12680106","","羈絆Rank表演5","126801","105"
"12680107","","羈絆Rank表演6","126801","106"
"12680108","","羈絆Rank表演7","126801","107"
"12690101","","解放表演1","126901","201"
"12690102","","羈絆Rank表演1","126901","101"
"12690103","","羈絆Rank表演2","126901","102"
"12690104","","羈絆Rank表演3","126901","103"
"12690105","","羈絆Rank表演4","126901","104"
"12690106","","羈絆Rank表演5","126901","105"
"12690107","","羈絆Rank表演6","126901","106"
"12690108","","羈絆Rank表演7","126901","107"
"12700101","","解放表演1","127001","201"
"12700102","","羈絆Rank表演1","127001","101"
"12700103","","羈絆Rank表演2","127001","102"
"12700104","","羈絆Rank表演3","127001","103"
"12700105","","羈絆Rank表演4","127001","104"
"12700106","","羈絆Rank表演5","127001","105"
"12700107","","羈絆Rank表演6","127001","106"
"12700108","","羈絆Rank表演7","127001","107"
"12710101","","解放表演1","127101","201"
"12710102","","羈絆Rank表演1","127101","101"
"12710103","","羈絆Rank表演2","127101","102"
"12710104","","羈絆Rank表演3","127101","103"
"12710105","","羈絆Rank表演4","127101","104"
"12710106","","羈絆Rank表演5","127101","105"
"12710107","","羈絆Rank表演6","127101","106"
"12710108","","羈絆Rank表演7","127101","107"
"12720101","","解放表演1","127201","201"
"12720102","","羈絆Rank表演1","127201","101"
"12720103","","羈絆Rank表演2","127201","102"
"12720104","","羈絆Rank表演3","127201","103"
"12720105","","羈絆Rank表演4","127201","104"
"12720106","","羈絆Rank表演5","127201","105"
"12720107","","羈絆Rank表演6","127201","106"
"12720108","","羈絆Rank表演7","127201","107"
"12730101","","解放表演1","127301","201"
"12730102","","羈絆Rank表演1","127301","101"
"12730103","","羈絆Rank表演2","127301","102"
"12730104","","羈絆Rank表演3","127301","103"
"12730105","","羈絆Rank表演4","127301","104"
"12730106","","羈絆Rank表演5","127301","105"
"12730107","","羈絆Rank表演6","127301","106"
"12730108","","羈絆Rank表演7","127301","107"
"12750101","","解放表演1","127501","201"
"12750102","","羈絆Rank表演1","127501","101"
"12750103","","羈絆Rank表演2","127501","102"
"12750104","","羈絆Rank表演3","127501","103"
"12750105","","羈絆Rank表演4","127501","104"
"12750106","","羈絆Rank表演5","127501","105"
"12750107","","羈絆Rank表演6","127501","106"
"12750108","","羈絆Rank表演7","127501","107"
"12760101","","解放表演1","127601","201"
"12760102","","羈絆Rank表演1","127601","101"
"12760103","","羈絆Rank表演2","127601","102"
"12760104","","羈絆Rank表演3","127601","103"
"12760105","","羈絆Rank表演4","127601","104"
"12760106","","羈絆Rank表演5","127601","105"
"12760107","","羈絆Rank表演6","127601","106"
"12760108","","羈絆Rank表演7","127601","107"
"12770101","","解放表演1","127701","201"
"12770102","","羈絆Rank表演1","127701","101"
"12770103","","羈絆Rank表演2","127701","102"
"12770104","","羈絆Rank表演3","127701","103"
"12770105","","羈絆Rank表演4","127701","104"
"12770106","","羈絆Rank表演5","127701","105"
"12770107","","羈絆Rank表演6","127701","106"
"12770108","","羈絆Rank表演7","127701","107"
"12780101","","解放表演1","127801","201"
"12780102","","羈絆Rank表演1","127801","101"
"12780103","","羈絆Rank表演2","127801","102"
"12780104","","羈絆Rank表演3","127801","103"
"12780105","","羈絆Rank表演4","127801","104"
"12780106","","羈絆Rank表演5","127801","105"
"12780107","","羈絆Rank表演6","127801","106"
"12780108","","羈絆Rank表演7","127801","107"
"12790101","","解放表演1","127901","201"
"12790102","","羈絆Rank表演1","127901","101"
"12790103","","羈絆Rank表演2","127901","102"
"12790104","","羈絆Rank表演3","127901","103"
"12790105","","羈絆Rank表演4","127901","104"
"12790106","","羈絆Rank表演5","127901","105"
"12790107","","羈絆Rank表演6","127901","106"
"12790108","","羈絆Rank表演7","127901","107"
"12800101","","解放表演1","128001","201"
"12800102","","羈絆Rank表演1","128001","101"
"12800103","","羈絆Rank表演2","128001","102"
"12800104","","羈絆Rank表演3","128001","103"
"12800105","","羈絆Rank表演4","128001","104"
"12800106","","羈絆Rank表演5","128001","105"
"12800107","","羈絆Rank表演6","128001","106"
"12800108","","羈絆Rank表演7","128001","107"
"12830101","","解放表演1","128301","201"
"12830102","","羈絆Rank表演1","128301","101"
"12830103","","羈絆Rank表演2","128301","102"
"12830104","","羈絆Rank表演3","128301","103"
"12830105","","羈絆Rank表演4","128301","104"
"12830106","","羈絆Rank表演5","128301","105"
"12830107","","羈絆Rank表演6","128301","106"
"12830108","","羈絆Rank表演7","128301","107"
"12840101","","解放表演1","128401","201"
"12840102","","羈絆Rank表演1","128401","101"
"12840103","","羈絆Rank表演2","128401","102"
"12840104","","羈絆Rank表演3","128401","103"
"12840105","","羈絆Rank表演4","128401","104"
"12840106","","羈絆Rank表演5","128401","105"
"12840107","","羈絆Rank表演6","128401","106"
"12840108","","羈絆Rank表演7","128401","107"
"12850101","","解放表演1","128501","201"
"12850102","","羈絆Rank表演1","128501","101"
"12850103","","羈絆Rank表演2","128501","102"
"12850104","","羈絆Rank表演3","128501","103"
"12850105","","羈絆Rank表演4","128501","104"
"12850106","","羈絆Rank表演5","128501","105"
"12850107","","羈絆Rank表演6","128501","106"
"12850108","","羈絆Rank表演7","128501","107"
"12870101","","解放表演1","128701","201"
"12870102","","羈絆Rank表演1","128701","101"
"12870103","","羈絆Rank表演2","128701","102"
"12870104","","羈絆Rank表演3","128701","103"
"12870105","","羈絆Rank表演4","128701","104"
"12870106","","羈絆Rank表演5","128701","105"
"12870107","","羈絆Rank表演6","128701","106"
"12870108","","羈絆Rank表演7","128701","107"
"12880101","","解放表演1","128801","201"
"12880102","","羈絆Rank表演1","128801","101"
"12880103","","羈絆Rank表演2","128801","102"
"12880104","","羈絆Rank表演3","128801","103"
"12880105","","羈絆Rank表演4","128801","104"
"12880106","","羈絆Rank表演5","128801","105"
"12880107","","羈絆Rank表演6","128801","106"
"12880108","","羈絆Rank表演7","128801","107"
"12890101","","解放表演1","128901","201"
"12890102","","羈絆Rank表演1","128901","101"
"12890103","","羈絆Rank表演2","128901","102"
"12890104","","羈絆Rank表演3","128901","103"
"12890105","","羈絆Rank表演4","128901","104"
"12890106","","羈絆Rank表演5","128901","105"
"12890107","","羈絆Rank表演6","128901","106"
"12890108","","羈絆Rank表演7","128901","107"
"12900101","","解放表演1","129001","201"
"12900102","","羈絆Rank表演1","129001","101"
"12900103","","羈絆Rank表演2","129001","102"
"12900104","","羈絆Rank表演3","129001","103"
"12900105","","羈絆Rank表演4","129001","104"
"12900106","","羈絆Rank表演5","129001","105"
"12900107","","羈絆Rank表演6","129001","106"
"12900108","","羈絆Rank表演7","129001","107"
"12930101","","解放表演1","129301","201"
"12930102","","羈絆Rank表演1","129301","101"
"12930103","","羈絆Rank表演2","129301","102"
"12930104","","羈絆Rank表演3","129301","103"
"12930105","","羈絆Rank表演4","129301","104"
"12930106","","羈絆Rank表演5","129301","105"
"12930107","","羈絆Rank表演6","129301","106"
"12930108","","羈絆Rank表演7","129301","107"
"12940101","","解放表演1","129401","201"
"12940102","","羈絆Rank表演1","129401","101"
"12940103","","羈絆Rank表演2","129401","102"
"12940104","","羈絆Rank表演3","129401","103"
"12940105","","羈絆Rank表演4","129401","104"
"12940106","","羈絆Rank表演5","129401","105"
"12940107","","羈絆Rank表演6","129401","106"
"12940108","","羈絆Rank表演7","129401","107"
"12950101","","解放表演1","129501","201"
"12950102","","羈絆Rank表演1","129501","101"
"12950103","","羈絆Rank表演2","129501","102"
"12950104","","羈絆Rank表演3","129501","103"
"12950105","","羈絆Rank表演4","129501","104"
"12950106","","羈絆Rank表演5","129501","105"
"12950107","","羈絆Rank表演6","129501","106"
"12950108","","羈絆Rank表演7","129501","107"
"12960101","","解放表演1","129601","201"
"12960102","","羈絆Rank表演1","129601","101"
"12960103","","羈絆Rank表演2","129601","102"
"12960104","","羈絆Rank表演3","129601","103"
"12960105","","羈絆Rank表演4","129601","104"
"12960106","","羈絆Rank表演5","129601","105"
"12960107","","羈絆Rank表演6","129601","106"
"12960108","","羈絆Rank表演7","129601","107"
"12970101","","解放表演1","129701","201"
"12970102","","羈絆Rank表演1","129701","101"
"12970103","","羈絆Rank表演2","129701","102"
"12970104","","羈絆Rank表演3","129701","103"
"12970105","","羈絆Rank表演4","129701","104"
"12970106","","羈絆Rank表演5","129701","105"
"12970107","","羈絆Rank表演6","129701","106"
"12970108","","羈絆Rank表演7","129701","107"
"12980101","","解放表演1","129801","201"
"12980102","","羈絆Rank表演1","129801","101"
"12980103","","羈絆Rank表演2","129801","102"
"12980104","","羈絆Rank表演3","129801","103"
"12980105","","羈絆Rank表演4","129801","104"
"12980106","","羈絆Rank表演5","129801","105"
"12980107","","羈絆Rank表演6","129801","106"
"12980108","","羈絆Rank表演7","129801","107"
"12990101","","解放表演1","129901","201"
"12990102","","羈絆Rank表演1","129901","101"
"12990103","","羈絆Rank表演2","129901","102"
"12990104","","羈絆Rank表演3","129901","103"
"12990105","","羈絆Rank表演4","129901","104"
"12990106","","羈絆Rank表演5","129901","105"
"12990107","","羈絆Rank表演6","129901","106"
"12990108","","羈絆Rank表演7","129901","107"
"13000101","","解放表演1","130001","201"
"13000102","","羈絆Rank表演1","130001","101"
"13000103","","羈絆Rank表演2","130001","102"
"13000104","","羈絆Rank表演3","130001","103"
"13000105","","羈絆Rank表演4","130001","104"
"13000106","","羈絆Rank表演5","130001","105"
"13000107","","羈絆Rank表演6","130001","106"
"13000108","","羈絆Rank表演7","130001","107"
"13010101","","解放表演1","130101","201"
"13010102","","羈絆Rank表演1","130101","101"
"13010103","","羈絆Rank表演2","130101","102"
"13010104","","羈絆Rank表演3","130101","103"
"13010105","","羈絆Rank表演4","130101","104"
"13010106","","羈絆Rank表演5","130101","105"
"13010107","","羈絆Rank表演6","130101","106"
"13010108","","羈絆Rank表演7","130101","107"
"13020101","","解放表演1","130201","201"
"13020102","","羈絆Rank表演1","130201","101"
"13020103","","羈絆Rank表演2","130201","102"
"13020104","","羈絆Rank表演3","130201","103"
"13020105","","羈絆Rank表演4","130201","104"
"13020106","","羈絆Rank表演5","130201","105"
"13020107","","羈絆Rank表演6","130201","106"
"13020108","","羈絆Rank表演7","130201","107"
"13070101","","解放表演1","130701","201"
"13070102","","羈絆Rank表演1","130701","101"
"13070103","","羈絆Rank表演2","130701","102"
"13070104","","羈絆Rank表演3","130701","103"
"13070105","","羈絆Rank表演4","130701","104"
"13070106","","羈絆Rank表演5","130701","105"
"13070107","","羈絆Rank表演6","130701","106"
"13070108","","羈絆Rank表演7","130701","107"
"13080101","","解放表演1","130801","201"
"13080102","","羈絆Rank表演1","130801","101"
"13080103","","羈絆Rank表演2","130801","102"
"13080104","","羈絆Rank表演3","130801","103"
"13080105","","羈絆Rank表演4","130801","104"
"13080106","","羈絆Rank表演5","130801","105"
"13080107","","羈絆Rank表演6","130801","106"
"13080108","","羈絆Rank表演7","130801","107"
"13090101","","解放表演1","130901","201"
"13090102","","羈絆Rank表演1","130901","101"
"13090103","","羈絆Rank表演2","130901","102"
"13090104","","羈絆Rank表演3","130901","103"
"13090105","","羈絆Rank表演4","130901","104"
"13090106","","羈絆Rank表演5","130901","105"
"13090107","","羈絆Rank表演6","130901","106"
"13090108","","羈絆Rank表演7","130901","107"
"13100101","","解放表演1","131001","201"
"13100102","","羈絆Rank表演1","131001","101"
"13100103","","羈絆Rank表演2","131001","102"
"13100104","","羈絆Rank表演3","131001","103"
"13100105","","羈絆Rank表演4","131001","104"
"13100106","","羈絆Rank表演5","131001","105"
"13100107","","羈絆Rank表演6","131001","106"
