2a4252e60894fdada9fe8ad2438ccda5e2b77fb2a825c57e550153de0e25ac5b,b6dd6f8bd246a669834fdf6cb401195a1359ac153e76d4c4885cdedf32709394,0a93c4cac3226482b87a62f516de01cc6c9ab77a1a4555a8d59457d3d4a84450,575a0213163fe9b3e0e2fb7b332d36fe784b4ed3b9cfb9e8966267fd098b5bf6,71e6ec6347b60ba13008eda06a6d8d05cbfb57d4da07d2f4451c7cc04b8a1acf
"31224","10","2","72052023","20052045"
"31002","10","2","72052023","20052046"
"2100961","1","19","72052024","20052047"
"31224","10","2","72052025","20052048"
"31002","10","2","72052025","20052049"
"91002","30","8","72053001","20053001"
"22002","1","2","72053001","20053002"
"91002","30","8","72053002","20053003"
"22002","1","2","72053002","20053004"
"91002","30","8","72053003","20053005"
"22002","1","2","72053003","20053006"
"91002","30","8","72053004","20053007"
"22002","1","2","72053004","20053008"
"91002","30","8","72053005","20053009"
"22002","1","2","72053005","20053010"
"91002","30","8","72053006","20053011"
"22002","1","2","72053006","20053012"
"91002","30","8","72053007","20053013"
"22002","1","2","72053007","20053014"
"91002","30","8","72053008","20053015"
"22002","1","2","72053008","20053016"
"91002","30","8","72053009","20053017"
"22002","1","2","72053009","20053018"
"91002","30","8","72053010","20053019"
"22002","1","2","72053010","20053020"
"91002","30","8","72053011","20053021"
"22002","1","2","72053011","20053022"
"91002","30","8","72053012","20053023"
"22002","1","2","72053012","20053024"
"91002","30","8","72053013","20053025"
"22002","1","2","72053013","20053026"
"91002","30","8","72053014","20053027"
"22002","1","2","72053014","20053028"
"91002","30","8","72053015","20053029"
"22002","1","2","72053015","20053030"
"50003","40","2","72053015","20053031"
"91002","60","8","72053016","20053032"
"22002","2","2","72053016","20053033"
"91002","60","8","72053017","20053034"
"22002","2","2","72053017","20053035"
"91002","60","8","72053018","20053036"
"22002","2","2","72053018","20053037"
"91002","60","8","72053019","20053038"
"22002","2","2","72053019","20053039"
"91002","60","8","72053020","20053040"
"22002","2","2","72053020","20053041"
"50003","40","2","72053020","20053042"
"122801","1","1","72053021","20053043"
"21013","1","2","72053022","20053044"
"31228","10","2","72053023","20053045"
"31036","10","2","72053023","20053046"
"2100981","1","19","72053024","20053047"
"31228","10","2","72053025","20053048"
"31036","10","2","72053025","20053049"
"91002","30","8","72054001","20054001"
"22002","1","2","72054001","20054002"
"91002","30","8","72054002","20054003"
"22002","1","2","72054002","20054004"
"91002","30","8","72054003","20054005"
"22002","1","2","72054003","20054006"
"91002","30","8","72054004","20054007"
"22002","1","2","72054004","20054008"
"91002","30","8","72054005","20054009"
"22002","1","2","72054005","20054010"
"91002","30","8","72054006","20054011"
"22002","1","2","72054006","20054012"
"91002","30","8","72054007","20054013"
"22002","1","2","72054007","20054014"
"91002","30","8","72054008","20054015"
"22002","1","2","72054008","20054016"
"91002","30","8","72054009","20054017"
"22002","1","2","72054009","20054018"
"91002","30","8","72054010","20054019"
"22002","1","2","72054010","20054020"
"91002","30","8","72054011","20054021"
"22002","1","2","72054011","20054022"
"91002","30","8","72054012","20054023"
"22002","1","2","72054012","20054024"
"91002","30","8","72054013","20054025"
"22002","1","2","72054013","20054026"
"91002","30","8","72054014","20054027"
"22002","1","2","72054014","20054028"
"91002","30","8","72054015","20054029"
"22002","1","2","72054015","20054030"
"50003","40","2","72054015","20054031"
"91002","60","8","72054016","20054032"
"22002","2","2","72054016","20054033"
"91002","60","8","72054017","20054034"
"22002","2","2","72054017","20054035"
"91002","60","8","72054018","20054036"
"22002","2","2","72054018","20054037"
"91002","60","8","72054019","20054038"
"22002","2","2","72054019","20054039"
"91002","60","8","72054020","20054040"
"22002","2","2","72054020","20054041"
"50003","40","2","72054020","20054042"
"31010","5","2","72054021","20054043"
"31023","5","2","72054021","20054044"
"21901","1","2","72054022","20054045"
"21901","1","2","72054023","20054046"
"31010","5","2","72054024","20054047"
"31023","5","2","72054024","20054048"
"2101001","1","19","72054025","20054049"
"31010","10","2","72054026","20054050"
"31023","10","2","72054026","20054051"
"91002","30","8","72055001","20055001"
"22002","1","2","72055001","20055002"
"91002","30","8","72055002","20055003"
"22002","1","2","72055002","20055004"
"91002","30","8","72055003","20055005"
"22002","1","2","72055003","20055006"
"91002","30","8","72055004","20055007"
"22002","1","2","72055004","20055008"
"91002","30","8","72055005","20055009"
"22002","1","2","72055005","20055010"
"91002","30","8","72055006","20055011"
"22002","1","2","72055006","20055012"
"91002","30","8","72055007","20055013"
"22002","1","2","72055007","20055014"
"91002","30","8","72055008","20055015"
"22002","1","2","72055008","20055016"
"91002","30","8","72055009","20055017"
"22002","1","2","72055009","20055018"
"91002","30","8","72055010","20055019"
"22002","1","2","72055010","20055020"
"91002","30","8","72055011","20055021"
"22002","1","2","72055011","20055022"
"91002","30","8","72055012","20055023"
"22002","1","2","72055012","20055024"
"91002","30","8","72055013","20055025"
"22002","1","2","72055013","20055026"
"91002","30","8","72055014","20055027"
"22002","1","2","72055014","20055028"
"91002","30","8","72055015","20055029"
"22002","1","2","72055015","20055030"
"50003","40","2","72055015","20055031"
"91002","60","8","72055016","20055032"
"22002","2","2","72055016","20055033"
"91002","60","8","72055017","20055034"
"22002","2","2","72055017","20055035"
"91002","60","8","72055018","20055036"
"22002","2","2","72055018","20055037"
"91002","60","8","72055019","20055038"
"22002","2","2","72055019","20055039"
"91002","60","8","72055020","20055040"
"22002","2","2","72055020","20055041"
"50003","40","2","72055020","20055042"
"123501","1","1","72055021","20055043"
"21014","1","2","72055022","20055044"
"31235","10","2","72055023","20055045"
"31013","10","2","72055023","20055046"
"31235","10","2","72055024","20055047"
"31013","10","2","72055024","20055048"
"91002","30","8","72056001","20056001"
"22002","1","2","72056001","20056002"
"91002","30","8","72056002","20056003"
"22002","1","2","72056002","20056004"
"91002","30","8","72056003","20056005"
"22002","1","2","72056003","20056006"
"91002","30","8","72056004","20056007"
"22002","1","2","72056004","20056008"
"91002","30","8","72056005","20056009"
"22002","1","2","72056005","20056010"
"91002","30","8","72056006","20056011"
"22002","1","2","72056006","20056012"
"91002","30","8","72056007","20056013"
"22002","1","2","72056007","20056014"
"91002","30","8","72056008","20056015"
"22002","1","2","72056008","20056016"
"91002","30","8","72056009","20056017"
"22002","1","2","72056009","20056018"
"91002","30","8","72056010","20056019"
"22002","1","2","72056010","20056020"
"91002","30","8","72056011","20056021"
"22002","1","2","72056011","20056022"
"91002","30","8","72056012","20056023"
"22002","1","2","72056012","20056024"
"91002","30","8","72056013","20056025"
"22002","1","2","72056013","20056026"
"91002","30","8","72056014","20056027"
"22002","1","2","72056014","20056028"
"91002","30","8","72056015","20056029"
"22002","1","2","72056015","20056030"
"50003","40","2","72056015","20056031"
"91002","60","8","72056016","20056032"
"22002","2","2","72056016","20056033"
"91002","60","8","72056017","20056034"
"22002","2","2","72056017","20056035"
"91002","60","8","72056018","20056036"
"22002","2","2","72056018","20056037"
"91002","60","8","72056019","20056038"
"22002","2","2","72056019","20056039"
"91002","60","8","72056020","20056040"
"22002","2","2","72056020","20056041"
"50003","40","2","72056020","20056042"
"31037","5","2","72056021","20056043"
"31005","5","2","72056021","20056044"
"21901","1","2","72056022","20056045"
"21901","1","2","72056023","20056046"
"31037","5","2","72056024","20056047"
"31005","5","2","72056024","20056048"
"31037","10","2","72056025","20056049"
"31005","10","2","72056025","20056050"
"91002","30","8","72057001","20057001"
"22002","1","2","72057001","20057002"
"91002","30","8","72057002","20057003"
"22002","1","2","72057002","20057004"
"91002","30","8","72057003","20057005"
"22002","1","2","72057003","20057006"
"91002","30","8","72057004","20057007"
"22002","1","2","72057004","20057008"
"91002","30","8","72057005","20057009"
"22002","1","2","72057005","20057010"
"91002","30","8","72057006","20057011"
"22002","1","2","72057006","20057012"
"91002","30","8","72057007","20057013"
"22002","1","2","72057007","20057014"
"91002","30","8","72057008","20057015"
"22002","1","2","72057008","20057016"
"91002","30","8","72057009","20057017"
"22002","1","2","72057009","20057018"
"91002","30","8","72057010","20057019"
"22002","1","2","72057010","20057020"
"91002","30","8","72057011","20057021"
"22002","1","2","72057011","20057022"
"91002","30","8","72057012","20057023"
"22002","1","2","72057012","20057024"
"91002","30","8","72057013","20057025"
"22002","1","2","72057013","20057026"
"91002","30","8","72057014","20057027"
"22002","1","2","72057014","20057028"
"91002","30","8","72057015","20057029"
"22002","1","2","72057015","20057030"
"50003","40","2","72057015","20057031"
"91002","60","8","72057016","20057032"
"22002","2","2","72057016","20057033"
"91002","60","8","72057017","20057034"
"22002","2","2","72057017","20057035"
"91002","60","8","72057018","20057036"
"22002","2","2","72057018","20057037"
"91002","60","8","72057019","20057038"
"22002","2","2","72057019","20057039"
"91002","60","8","72057020","20057040"
"22002","2","2","72057020","20057041"
"50003","40","2","72057020","20057042"
"124101","1","1","72057021","20057043"
"21015","1","2","72057022","20057044"
"31241","10","2","72057023","20057045"
"31047","10","2","72057023","20057046"
"31241","10","2","72057024","20057047"
"31047","10","2","72057024","20057048"
"91002","30","8","72058001","20058001"
"22002","1","2","72058001","20058002"
"91002","30","8","72058002","20058003"
"22002","1","2","72058002","20058004"
"91002","30","8","72058003","20058005"
"22002","1","2","72058003","20058006"
"91002","30","8","72058004","20058007"
"22002","1","2","72058004","20058008"
"91002","30","8","72058005","20058009"
"22002","1","2","72058005","20058010"
"91002","30","8","72058006","20058011"
"22002","1","2","72058006","20058012"
"91002","30","8","72058007","20058013"
"22002","1","2","72058007","20058014"
"91002","30","8","72058008","20058015"
"22002","1","2","72058008","20058016"
"91002","30","8","72058009","20058017"
"22002","1","2","72058009","20058018"
"91002","30","8","72058010","20058019"
"22002","1","2","72058010","20058020"
"91002","30","8","72058011","20058021"
"22002","1","2","72058011","20058022"
"91002","30","8","72058012","20058023"
"22002","1","2","72058012","20058024"
"91002","30","8","72058013","20058025"
"22002","1","2","72058013","20058026"
"91002","30","8","72058014","20058027"
"22002","1","2","72058014","20058028"
"91002","30","8","72058015","20058029"
"22002","1","2","72058015","20058030"
"50003","40","2","72058015","20058031"
"91002","60","8","72058016","20058032"
"22002","2","2","72058016","20058033"
"91002","60","8","72058017","20058034"
"22002","2","2","72058017","20058035"
"91002","60","8","72058018","20058036"
"22002","2","2","72058018","20058037"
"91002","60","8","72058019","20058038"
"22002","2","2","72058019","20058039"
"91002","60","8","72058020","20058040"
"22002","2","2","72058020","20058041"
"50003","40","2","72058020","20058042"
"124701","1","1","72058021","20058043"
"21016","1","2","72058022","20058044"
"31247","10","2","72058023","20058045"
"31066","10","2","72058023","20058046"
"31247","10","2","72058024","20058047"
"31066","10","2","72058024","20058048"
"91002","30","8","72059001","20059001"
"22002","1","2","72059001","20059002"
"91002","30","8","72059002","20059003"
"22002","1","2","72059002","20059004"
"91002","30","8","72059003","20059005"
"22002","1","2","72059003","20059006"
"91002","30","8","72059004","20059007"
"22002","1","2","72059004","20059008"
"91002","30","8","72059005","20059009"
"22002","1","2","72059005","20059010"
"91002","30","8","72059006","20059011"
"22002","1","2","72059006","20059012"
"91002","30","8","72059007","20059013"
"22002","1","2","72059007","20059014"
"91002","30","8","72059008","20059015"
"22002","1","2","72059008","20059016"
"91002","30","8","72059009","20059017"
"22002","1","2","72059009","20059018"
"91002","30","8","72059010","20059019"
"22002","1","2","72059010","20059020"
"91002","30","8","72059011","20059021"
"22002","1","2","72059011","20059022"
"91002","30","8","72059012","20059023"
"22002","1","2","72059012","20059024"
"91002","30","8","72059013","20059025"
"22002","1","2","72059013","20059026"
"91002","30","8","72059014","20059027"
"22002","1","2","72059014","20059028"
"91002","30","8","72059015","20059029"
"22002","1","2","72059015","20059030"
"50003","40","2","72059015","20059031"
"91002","60","8","72059016","20059032"
"22002","2","2","72059016","20059033"
"91002","60","8","72059017","20059034"
"22002","2","2","72059017","20059035"
"91002","60","8","72059018","20059036"
"22002","2","2","72059018","20059037"
"91002","60","8","72059019","20059038"
"22002","2","2","72059019","20059039"
"91002","60","8","72059020","20059040"
"22002","2","2","72059020","20059041"
"50003","40","2","72059020","20059042"
"124901","1","1","72059021","20059043"
"21017","1","2","72059022","20059044"
"31249","10","2","72059023","20059045"
"31029","10","2","72059023","20059046"
"31249","10","2","72059024","20059047"
"31029","10","2","72059024","20059048"
"91002","30","8","72060001","20060001"
"22002","1","2","72060001","20060002"
"91002","30","8","72060002","20060003"
"22002","1","2","72060002","20060004"
"91002","30","8","72060003","20060005"
"22002","1","2","72060003","20060006"
"91002","30","8","72060004","20060007"
"22002","1","2","72060004","20060008"
"91002","30","8","72060005","20060009"
"22002","1","2","72060005","20060010"
"91002","30","8","72060006","20060011"
"22002","1","2","72060006","20060012"
"91002","30","8","72060007","20060013"
"22002","1","2","72060007","20060014"
"91002","30","8","72060008","20060015"
"22002","1","2","72060008","20060016"
"91002","30","8","72060009","20060017"
"22002","1","2","72060009","20060018"
"91002","30","8","72060010","20060019"
"22002","1","2","72060010","20060020"
"91002","30","8","72060011","20060021"
"22002","1","2","72060011","20060022"
"91002","30","8","72060012","20060023"
"22002","1","2","72060012","20060024"
"91002","30","8","72060013","20060025"
"22002","1","2","72060013","20060026"
"91002","30","8","72060014","20060027"
"22002","1","2","72060014","20060028"
"91002","30","8","72060015","20060029"
"22002","1","2","72060015","20060030"
"50003","40","2","72060015","20060031"
"91002","60","8","72060016","20060032"
"22002","2","2","72060016","20060033"
"91002","60","8","72060017","20060034"
"22002","2","2","72060017","20060035"
"91002","60","8","72060018","20060036"
"22002","2","2","72060018","20060037"
"91002","60","8","72060019","20060038"
"22002","2","2","72060019","20060039"
"91002","60","8","72060020","20060040"
"22002","2","2","72060020","20060041"
"50003","40","2","72060020","20060042"
"31249","5","2","72060021","20060043"
"31042","5","2","72060021","20060044"
"21902","1","2","72060022","20060045"
"31249","5","2","72060023","20060046"
"31042","5","2","72060023","20060047"
"31249","10","2","72060024","20060048"
"31042","10","2","72060024","20060049"
"91002","30","8","72061001","20061001"
"22002","1","2","72061001","20061002"
"91002","30","8","72061002","20061003"
"22002","1","2","72061002","20061004"
"91002","30","8","72061003","20061005"
"22002","1","2","72061003","20061006"
"91002","30","8","72061004","20061007"
"22002","1","2","72061004","20061008"
"91002","30","8","72061005","20061009"
"22002","1","2","72061005","20061010"
"91002","30","8","72061006","20061011"
"22002","1","2","72061006","20061012"
"91002","30","8","72061007","20061013"
"22002","1","2","72061007","20061014"
"91002","30","8","72061008","20061015"
"22002","1","2","72061008","20061016"
"91002","30","8","72061009","20061017"
"22002","1","2","72061009","20061018"
"91002","30","8","72061010","20061019"
"22002","1","2","72061010","20061020"
"91002","30","8","72061011","20061021"
"22002","1","2","72061011","20061022"
"91002","30","8","72061012","20061023"
"22002","1","2","72061012","20061024"
"91002","30","8","72061013","20061025"
"22002","1","2","72061013","20061026"
"91002","30","8","72061014","20061027"
"22002","1","2","72061014","20061028"
"91002","30","8","72061015","20061029"
"22002","1","2","72061015","20061030"
"50003","40","2","72061015","20061031"
"91002","60","8","72061016","20061032"
"22002","2","2","72061016","20061033"
"91002","60","8","72061017","20061034"
"22002","2","2","72061017","20061035"
"91002","60","8","72061018","20061036"
"22002","2","2","72061018","20061037"
"91002","60","8","72061019","20061038"
"22002","2","2","72061019","20061039"
"91002","60","8","72061020","20061040"
"22002","2","2","72061020","20061041"
"50003","40","2","72061020","20061042"
"31053","5","2","72061021","20061043"
"31046","5","2","72061021","20061044"
"21902","1","2","72061022","20061045"
"21902","1","2","72061023","20061046"
"31053","5","2","72061024","20061047"
"31046","5","2","72061024","20061048"
"31053","10","2","72061025","20061049"
"31046","10","2","72061025","20061050"
"91002","30","8","72062001","20062001"
"22002","1","2","72062001","20062002"
"91002","30","8","72062002","20062003"
"22002","1","2","72062002","20062004"
"91002","30","8","72062003","20062005"
"22002","1","2","72062003","20062006"
"91002","30","8","72062004","20062007"
"22002","1","2","72062004","20062008"
"91002","30","8","72062005","20062009"
"22002","1","2","72062005","20062010"
"91002","30","8","72062006","20062011"
"22002","1","2","72062006","20062012"
"91002","30","8","72062007","20062013"
"22002","1","2","72062007","20062014"
"91002","30","8","72062008","20062015"
"22002","1","2","72062008","20062016"
"91002","30","8","72062009","20062017"
"22002","1","2","72062009","20062018"
"91002","30","8","72062010","20062019"
"22002","1","2","72062010","20062020"
"91002","30","8","72062011","20062021"
"22002","1","2","72062011","20062022"
"91002","30","8","72062012","20062023"
"22002","1","2","72062012","20062024"
"91002","30","8","72062013","20062025"
"22002","1","2","72062013","20062026"
"91002","30","8","72062014","20062027"
"22002","1","2","72062014","20062028"
"91002","30","8","72062015","20062029"
"22002","1","2","72062015","20062030"
"50003","40","2","72062015","20062031"
"91002","60","8","72062016","20062032"
"22002","2","2","72062016","20062033"
"91002","60","8","72062017","20062034"
"22002","2","2","72062017","20062035"
"91002","60","8","72062018","20062036"
"22002","2","2","72062018","20062037"
"91002","60","8","72062019","20062038"
"22002","2","2","72062019","20062039"
"91002","60","8","72062020","20062040"
"22002","2","2","72062020","20062041"
"50003","40","2","72062020","20062042"
"31012","5","2","72062021","20062043"
"31038","5","2","72062021","20062044"
"21902","1","2","72062022","20062045"
"21902","1","2","72062023","20062046"
"31012","5","2","72062024","20062047"
"31038","5","2","72062024","20062048"
"31012","10","2","72062025","20062049"
"31038","10","2","72062025","20062050"
"91002","30","8","72063001","20063001"
"22002","1","2","72063001","20063002"
"91002","30","8","72063002","20063003"
"22002","1","2","72063002","20063004"
"91002","30","8","72063003","20063005"
"22002","1","2","72063003","20063006"
"91002","30","8","72063004","20063007"
"22002","1","2","72063004","20063008"
"91002","30","8","72063005","20063009"
"22002","1","2","72063005","20063010"
"91002","30","8","72063006","20063011"
"22002","1","2","72063006","20063012"
"91002","30","8","72063007","20063013"
"22002","1","2","72063007","20063014"
"91002","30","8","72063008","20063015"
"22002","1","2","72063008","20063016"
"91002","30","8","72063009","20063017"
"22002","1","2","72063009","20063018"
"91002","30","8","72063010","20063019"
"22002","1","2","72063010","20063020"
"91002","30","8","72063011","20063021"
"22002","1","2","72063011","20063022"
"91002","30","8","72063012","20063023"
"22002","1","2","72063012","20063024"
"91002","30","8","72063013","20063025"
"22002","1","2","72063013","20063026"
"91002","30","8","72063014","20063027"
"22002","1","2","72063014","20063028"
"91002","30","8","72063015","20063029"
"22002","1","2","72063015","20063030"
"50003","40","2","72063015","20063031"
"91002","60","8","72063016","20063032"
"22002","2","2","72063016","20063033"
"91002","60","8","72063017","20063034"
"22002","2","2","72063017","20063035"
"91002","60","8","72063018","20063036"
"22002","2","2","72063018","20063037"
"91002","60","8","72063019","20063038"
"22002","2","2","72063019","20063039"
"91002","60","8","72063020","20063040"
"22002","2","2","72063020","20063041"
"50003","40","2","72063020","20063042"
"125701","1","1","72063021","20063043"
"21018","1","2","72063022","20063044"
"31257","10","2","72063023","20063045"
"31057","10","2","72063023","20063046"
"31257","10","2","72063024","20063047"
"31057","10","2","72063024","20063048"
"91002","30","8","72064001","20064001"
"22002","1","2","72064001","20064002"
"91002","30","8","72064002","20064003"
"22002","1","2","72064002","20064004"
"91002","30","8","72064003","20064005"
"22002","1","2","72064003","20064006"
"91002","30","8","72064004","20064007"
"22002","1","2","72064004","20064008"
"91002","30","8","72064005","20064009"
"22002","1","2","72064005","20064010"
"91002","30","8","72064006","20064011"
"22002","1","2","72064006","20064012"
"91002","30","8","72064007","20064013"
"22002","1","2","72064007","20064014"
"91002","30","8","72064008","20064015"
"22002","1","2","72064008","20064016"
"91002","30","8","72064009","20064017"
"22002","1","2","72064009","20064018"
"91002","30","8","72064010","20064019"
"22002","1","2","72064010","20064020"
"91002","30","8","72064011","20064021"
"22002","1","2","72064011","20064022"
"91002","30","8","72064012","20064023"
"22002","1","2","72064012","20064024"
"91002","30","8","72064013","20064025"
"22002","1","2","72064013","20064026"
"91002","30","8","72064014","20064027"
"22002","1","2","72064014","20064028"
"91002","30","8","72064015","20064029"
"22002","1","2","72064015","20064030"
"50003","40","2","72064015","20064031"
"91002","60","8","72064016","20064032"
"22002","2","2","72064016","20064033"
"91002","60","8","72064017","20064034"
"22002","2","2","72064017","20064035"
"91002","60","8","72064018","20064036"
"22002","2","2","72064018","20064037"
"91002","60","8","72064019","20064038"
"22002","2","2","72064019","20064039"
"91002","60","8","72064020","20064040"
"22002","2","2","72064020","20064041"
"50003","40","2","72064020","20064042"
"31044","5","2","72064021","20064043"
"31008","5","2","72064021","20064044"
"21902","1","2","72064022","20064045"
"21902","1","2","72064023","20064046"
"31044","5","2","72064024","20064047"
"31008","5","2","72064024","20064048"
"31044","10","2","72064025","20064049"
"31008","10","2","72064025","20064050"
"91002","30","8","72065001","20065001"
"22002","1","2","72065001","20065002"
"91002","30","8","72065002","20065003"
"22002","1","2","72065002","20065004"
"91002","30","8","72065003","20065005"
"22002","1","2","72065003","20065006"
"91002","30","8","72065004","20065007"
"22002","1","2","72065004","20065008"
"91002","30","8","72065005","20065009"
"22002","1","2","72065005","20065010"
"91002","30","8","72065006","20065011"
"22002","1","2","72065006","20065012"
"91002","30","8","72065007","20065013"
"22002","1","2","72065007","20065014"
"91002","30","8","72065008","20065015"
"22002","1","2","72065008","20065016"
"91002","30","8","72065009","20065017"
"22002","1","2","72065009","20065018"
"91002","30","8","72065010","20065019"
"22002","1","2","72065010","20065020"
"91002","30","8","72065011","20065021"
"22002","1","2","72065011","20065022"
"91002","30","8","72065012","20065023"
"22002","1","2","72065012","20065024"
"91002","30","8","72065013","20065025"
"22002","1","2","72065013","20065026"
"91002","30","8","72065014","20065027"
"22002","1","2","72065014","20065028"
"91002","30","8","72065015","20065029"
"22002","1","2","72065015","20065030"
"50003","40","2","72065015","20065031"
"91002","60","8","72065016","20065032"
"22002","2","2","72065016","20065033"
"91002","60","8","72065017","20065034"
"22002","2","2","72065017","20065035"
"91002","60","8","72065018","20065036"
"22002","2","2","72065018","20065037"
"91002","60","8","72065019","20065038"
"22002","2","2","72065019","20065039"
"91002","60","8","72065020","20065040"
"22002","2","2","72065020","20065041"
"50003","40","2","72065020","20065042"
"126701","1","1","72065021","20065043"
"21019","1","2","72065022","20065044"
"31267","10","2","72065023","20065045"
"31048","10","2","72065023","20065046"
"31267","10","2","72065024","20065047"
"31048","10","2","72065024","20065048"
"91002","30","8","72066001","20066001"
"22002","1","2","72066001","20066002"
"91002","30","8","72066002","20066003"
"22002","1","2","72066002","20066004"
"91002","30","8","72066003","20066005"
"22002","1","2","72066003","20066006"
"91002","30","8","72066004","20066007"
"22002","1","2","72066004","20066008"
"91002","30","8","72066005","20066009"
"22002","1","2","72066005","20066010"
"91002","30","8","72066006","20066011"
"22002","1","2","72066006","20066012"
"91002","30","8","72066007","20066013"
"22002","1","2","72066007","20066014"
"91002","30","8","72066008","20066015"
"22002","1","2","72066008","20066016"
"91002","30","8","72066009","20066017"
"22002","1","2","72066009","20066018"
"91002","30","8","72066010","20066019"
"22002","1","2","72066010","20066020"
"91002","30","8","72066011","20066021"
"22002","1","2","72066011","20066022"
"91002","30","8","72066012","20066023"
"22002","1","2","72066012","20066024"
"91002","30","8","72066013","20066025"
"22002","1","2","72066013","20066026"
"91002","30","8","72066014","20066027"
"22002","1","2","72066014","20066028"
"91002","30","8","72066015","20066029"
"22002","1","2","72066015","20066030"
"50003","40","2","72066015","20066031"
"91002","60","8","72066016","20066032"
"22002","2","2","72066016","20066033"
"91002","60","8","72066017","20066034"
"22002","2","2","72066017","20066035"
"91002","60","8","72066018","20066036"
"22002","2","2","72066018","20066037"
"91002","60","8","72066019","20066038"
"22002","2","2","72066019","20066039"
"91002","60","8","72066020","20066040"
"22002","2","2","72066020","20066041"
"50003","40","2","72066020","20066042"
"127001","1","1","72066021","20066043"
"21020","1","2","72066022","20066044"
"31270","10","2","72066023","20066045"
"31031","10","2","72066023","20066046"
"31270","10","2","72066024","20066047"
"31031","10","2","72066024","20066048"
"91002","30","8","72067001","20067001"
"22002","1","2","72067001","20067002"
"91002","30","8","72067002","20067003"
"22002","1","2","72067002","20067004"
"91002","30","8","72067003","20067005"
"22002","1","2","72067003","20067006"
"91002","30","8","72067004","20067007"
"22002","1","2","72067004","20067008"
"91002","30","8","72067005","20067009"
"22002","1","2","72067005","20067010"
"91002","30","8","72067006","20067011"
"22002","1","2","72067006","20067012"
"91002","30","8","72067007","20067013"
"22002","1","2","72067007","20067014"
"91002","30","8","72067008","20067015"
"22002","1","2","72067008","20067016"
"91002","30","8","72067009","20067017"
"22002","1","2","72067009","20067018"
"91002","30","8","72067010","20067019"
"22002","1","2","72067010","20067020"
"50003","40","2","72067010","20067021"
"91002","60","8","72067016","20067022"
"22002","2","2","72067016","20067023"
"91002","60","8","72067017","20067024"
"22002","2","2","72067017","20067025"
"91002","60","8","72067018","20067026"
"22002","2","2","72067018","20067027"
"91002","60","8","72067019","20067028"
"22002","2","2","72067019","20067029"
"91002","60","8","72067020","20067030"
"22002","2","2","72067020","20067031"
"50003","40","2","72067020","20067032"
"128801","1","1","72067021","20067033"
"21022","1","2","72067022","20067034"
"31288","10","2","72067023","20067035"
"31002","10","2","72067023","20067036"
"31288","10","2","72067024","20067037"
"31002","10","2","72067024","20067038"
"91002","30","8","72068001","20068001"
"22002","1","2","72068001","20068002"
"91002","30","8","72068002","20068003"
"22002","1","2","72068002","20068004"
"91002","30","8","72068003","20068005"
"22002","1","2","72068003","20068006"
"91002","30","8","72068004","20068007"
"22002","1","2","72068004","20068008"
"91002","30","8","72068005","20068009"
"22002","1","2","72068005","20068010"
"91002","30","8","72068006","20068011"
"22002","1","2","72068006","20068012"
"91002","30","8","72068007","20068013"
"22002","1","2","72068007","20068014"
"91002","30","8","72068008","20068015"
"22002","1","2","72068008","20068016"
"91002","30","8","72068009","20068017"
"22002","1","2","72068009","20068018"
"91002","30","8","72068010","20068029"
"22002","1","2","72068010","20068030"
"50003","40","2","72068010","20068031"
"91002","60","8","72068016","20068032"
"22002","2","2","72068016","20068033"
"91002","60","8","72068017","20068034"
"22002","2","2","72068017","20068035"
"91002","60","8","72068018","20068036"
"22002","2","2","72068018","20068037"
"91002","60","8","72068019","20068038"
"22002","2","2","72068019","20068039"
"91002","60","8","72068020","20068040"
"22002","2","2","72068020","20068041"
"50003","40","2","72068020","20068042"
"31288","5","2","72068021","20068043"
"31001","5","2","72068021","20068044"
"21905","1","2","72068022","20068045"
"31288","5","2","72068024","20068047"
"31001","5","2","72068024","20068048"
"31288","10","2","72068025","20068049"
"31001","10","2","72068025","20068050"
"91002","30","8","72069001","20069001"
"22002","1","2","72069001","20069002"
"91002","30","8","72069002","20069003"
"22002","1","2","72069002","20069004"
"91002","30","8","72069003","20069005"
"22002","1","2","72069003","20069006"
"91002","30","8","72069004","20069007"
"22002","1","2","72069004","20069008"
"91002","30","8","72069005","20069009"
"22002","1","2","72069005","20069010"
"91002","30","8","72069006","20069011"
"22002","1","2","72069006","20069012"
"91002","30","8","72069007","20069013"
"22002","1","2","72069007","20069014"
"91002","30","8","72069008","20069015"
"22002","1","2","72069008","20069016"
"91002","30","8","72069009","20069017"
"22002","1","2","72069009","20069018"
"91002","30","8","72069010","20069019"
"22002","1","2","72069010","20069020"
"91002","30","8","72069011","20069021"
"22002","1","2","72069011","20069022"
"91002","30","8","72069012","20069023"
"22002","1","2","72069012","20069024"
"91002","30","8","72069013","20069025"
"22002","1","2","72069013","20069026"
"91002","30","8","72069014","20069027"
"22002","1","2","72069014","20069028"
"91002","30","8","72069015","20069029"
"22002","1","2","72069015","20069030"
"50003","40","2","72069015","20069031"
"91002","60","8","72069016","20069032"
"22002","2","2","72069016","20069033"
"91002","60","8","72069017","20069034"
"22002","2","2","72069017","20069035"
"91002","60","8","72069018","20069036"
"22002","2","2","72069018","20069037"
"91002","60","8","72069019","20069038"
"22002","2","2","72069019","20069039"
"91002","60","8","72069020","20069040"
"22002","2","2","72069020","20069041"
"50003","40","2","72069020","20069042"
"31011","5","2","72069021","20069043"
