72625129ea11657994e8d11f16bdbd159e8a13eae70155dd769fe8fce144438d,b2ae4d7098119bfd4e36fc3255b69bcf664711e2b01247f9ab360ca2d969f5de,3dda1c71e5be1cf544b8e382147dff300fb1d06fff6fb53748f51a55f088110a,c9ac7843f52725fed3f178053f11fbcd56ef0510f6cbe998829836c34b3d8176,57c76ea00df9b8c79acfa73d85f54c5b074350f2ee579a14256750d329d25073
"500101106","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","85001011","9"
"500101201","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001012","16"
"500101202","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001012","11"
"500101203","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001012","17"
"500101204","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001012","boss_def_lower_limit"
"500101205","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001012","boss_magic_def_lower_limit"
"500101206","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","85001012","9"
"500101301","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001013","16"
"500101302","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001013","11"
"500101303","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001013","17"
"500101304","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001013","boss_def_lower_limit"
"500101305","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001013","boss_magic_def_lower_limit"
"500101306","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","85001013","9"
"500101401","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001014","16"
"500101402","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001014","11"
"500101403","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001014","17"
"500101404","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001014","boss_def_lower_limit"
"500101405","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001014","boss_magic_def_lower_limit"
"500101406","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","85001014","9"
"500101501","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001015","16"
"500101502","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001015","11"
"500101503","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001015","17"
"500101504","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001015","boss_def_lower_limit"
"500101505","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001015","boss_magic_def_lower_limit"
"500101506","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","85001015","9"
"500101601","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001016","16"
"500101602","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001016","11"
"500101603","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001016","17"
"500101604","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001016","boss_def_lower_limit"
"500101605","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001016","boss_magic_def_lower_limit"
"500101606","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","85001016","9"
"500101701","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001017","16"
"500101702","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001017","11"
"500101703","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001017","17"
"500101704","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001017","boss_def_lower_limit"
"500101705","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001017","boss_magic_def_lower_limit"
"500101706","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","85001017","9"
"500101801","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001018","16"
"500101802","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001018","11"
"500101803","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001018","17"
"500101804","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001018","boss_def_lower_limit"
"500101805","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001018","boss_magic_def_lower_limit"
"500101806","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","85001018","9"
"500101901","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001019","16"
"500101902","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001019","11"
"500101903","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001019","17"
"500101904","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001019","boss_def_lower_limit"
"500101905","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001019","boss_magic_def_lower_limit"
"500101906","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","85001019","9"
"500102001","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001020","16"
"500102002","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001020","11"
"500102003","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001020","17"
"500102004","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001020","boss_def_lower_limit"
"500102005","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001020","boss_magic_def_lower_limit"
"500102006","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","85001020","9"
"500102007","減少TP下降","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","85001020","boss_tp_down_cut"
"500102008","減少最大HP","戰鬥開始時，讓全體角色最大 HP 減少 30％。","85001020","max_hp_down"
"500102101","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001021","16"
"500102102","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001021","11"
"500102103","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001021","17"
"500102104","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001021","boss_def_lower_limit"
"500102105","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001021","boss_magic_def_lower_limit"
"500102106","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","85001021","9"
"500102201","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001022","16"
"500102202","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001022","11"
"500102203","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001022","17"
"500102204","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001022","boss_def_lower_limit"
"500102205","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001022","boss_magic_def_lower_limit"
"500102206","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","85001022","9"
"500102301","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001023","16"
"500102302","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001023","11"
"500102303","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001023","17"
"500102304","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001023","boss_def_lower_limit"
"500102305","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001023","boss_magic_def_lower_limit"
"500102306","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","85001023","9"
"500102401","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001024","16"
"500102402","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001024","11"
"500102403","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001024","17"
"500102404","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001024","boss_def_lower_limit"
"500102405","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001024","boss_magic_def_lower_limit"
"500102406","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","85001024","9"
"500102501","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001025","16"
"500102502","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001025","11"
"500102503","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001025","17"
"500102504","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001025","boss_def_lower_limit"
"500102505","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001025","boss_magic_def_lower_limit"
"500102506","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","85001025","9"
"500102601","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001026","16"
"500102602","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001026","11"
"500102603","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001026","17"
"500102604","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001026","boss_def_lower_limit"
"500102605","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001026","boss_magic_def_lower_limit"
"500102606","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","85001026","9"
"500102701","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001027","16"
"500102702","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001027","11"
"500102703","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001027","17"
"500102704","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001027","boss_def_lower_limit"
"500102705","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001027","boss_magic_def_lower_limit"
"500102706","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","85001027","9"
"500102801","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001028","16"
"500102802","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001028","11"
"500102803","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001028","17"
"500102804","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001028","boss_def_lower_limit"
"500102805","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001028","boss_magic_def_lower_limit"
"500102806","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","85001028","9"
"500102901","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001029","16"
"500102902","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001029","11"
"500102903","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001029","17"
"500102904","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001029","boss_def_lower_limit"
"500102905","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001029","boss_magic_def_lower_limit"
"500102906","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","85001029","9"
"500103001","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001030","16"
"500103002","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001030","11"
"500103003","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001030","17"
"500103004","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001030","boss_def_lower_limit"
"500103005","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001030","boss_magic_def_lower_limit"
"500103006","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","85001030","9"
"500103007","減少TP下降","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","85001030","boss_tp_down_cut"
"500103008","賦予毒","戰鬥開始時，使全體角色中毒。","85001030","10"
"500103101","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001031","16"
"500103102","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001031","11"
"500103103","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001031","17"
"500103104","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001031","boss_def_lower_limit"
"500103105","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001031","boss_magic_def_lower_limit"
"500103106","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","85001031","9"
"500103201","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001032","16"
"500103202","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001032","11"
"500103203","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001032","17"
"500103204","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001032","boss_def_lower_limit"
"500103205","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001032","boss_magic_def_lower_limit"
"500103206","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","85001032","9"
"500103301","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001033","16"
"500103302","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001033","11"
"500103303","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001033","17"
"500103304","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001033","boss_def_lower_limit"
"500103305","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001033","boss_magic_def_lower_limit"
"500103306","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","85001033","9"
"500103401","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001034","16"
"500103402","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001034","11"
"500103403","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001034","17"
"500103404","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001034","boss_def_lower_limit"
"500103405","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001034","boss_magic_def_lower_limit"
"500103406","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","85001034","9"
"500103501","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001035","16"
"500103502","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001035","11"
"500103503","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001035","17"
"500103504","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001035","boss_def_lower_limit"
"500103505","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001035","boss_magic_def_lower_limit"
"500103506","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","85001035","9"
"500103601","危險領域","戰鬥中，發動「反擊屏障」效果。","85001036","25"
"500103602","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001036","16"
"500103603","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001036","11"
"500103604","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001036","17"
"500103605","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001036","boss_def_lower_limit"
"500103606","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001036","boss_magic_def_lower_limit"
"500103607","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","85001036","9"
"500103608","反擊屏障","戰鬥開始時，賦予所有怪物提供 5 個能夠對攻擊角色10000傷害的反擊屏障。","85001036","24"
"500103701","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001037","16"
"500103702","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001037","11"
"500103703","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001037","17"
"500103704","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001037","boss_def_lower_limit"
"500103705","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001037","boss_magic_def_lower_limit"
"500103706","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","85001037","9"
"500103801","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001038","16"
"500103802","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001038","11"
"500103803","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001038","17"
"500103804","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001038","boss_def_lower_limit"
"500103805","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001038","boss_magic_def_lower_limit"
"500103806","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","85001038","9"
"500103901","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001039","16"
"500103902","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001039","11"
"500103903","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001039","17"
"500103904","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001039","boss_def_lower_limit"
"500103905","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001039","boss_magic_def_lower_limit"
"500103906","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","85001039","9"
"500104001","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001040","16"
"500104002","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001040","11"
"500104003","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001040","17"
"500104004","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001040","boss_def_lower_limit"
"500104005","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001040","boss_magic_def_lower_limit"
"500104006","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","85001040","9"
"500104007","減少TP下降","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","85001040","boss_tp_down_cut"
"500104008","持續恢復TP","戰鬥開始時，賦予所有怪物中幅度持續恢復TP狀態。","85001040","energy_recover"
"500104101","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001041","16"
"500104102","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001041","11"
"500104103","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001041","17"
"500104104","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001041","boss_def_lower_limit"
"500104105","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001041","boss_magic_def_lower_limit"
"500104106","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","85001041","9"
"500104201","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001042","16"
"500104202","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001042","11"
"500104203","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001042","17"
"500104204","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001042","boss_def_lower_limit"
"500104205","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001042","boss_magic_def_lower_limit"
"500104206","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","85001042","9"
"500104301","闇屬性獎勵特大幅度提升","當編成4名以上闇屬性角色時，屬性獎勵數值將會強化，闇屬性以外的屬性獎勵將會無效。。","85001043","16"
"500104302","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","85001043","11"
"500104303","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","85001043","17"
"500104304","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","85001043","boss_def_lower_limit"
"500104305","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","85001043","boss_magic_def_lower_limit"
