c8144ae0641f3719f121cb421ead3ecc5e0a993685df1abfea9e6b9cbdbc2ba1,5103cb1de4b2cfad5489d8c9f1b133f3f8add1dfdf0a79b7361d15132257432f,a79400b98ce43ef73247a1a1f19695c8d2341f6e1de0ede5130fc301af34330b,67bac522b252991b122585b6f7526792a730dae2a28ea4fea37f5377c4937856,673ff79f296c5c2b99affbf50f7b5900b39e7f664a4558f52bd409dafcb55893,01476d909d2f072b869189232a03f3e3847c92f909061db4b7498cb4508f38c0,faf1b0ba6e30b3ba12e50217e668610948a2e6ab9a2a6a7513934988862cd9b3,6dce1b015e2f86c8e33c3e20b403cd69dd80682b867e86faf277f53d40487bf5,c6beac2df0c029d5e37e0c15af005bdcc1202e5d1afd0bf35df7111f226a5d5b,17c63fb48efc95bb193d5020d2af545ff7c88a45bceb8da8031570ac80885479,a142e31b8f938612026fac4e181329e698eefbe77783d991aa87261d0a788961,1e552ecda4e1fae28d30495174be866adf4759439c5dc243dbe873460be74446,6b825142989b2db306caa0ea6906181bba1dc939a9283cf2dd2c2d077027fe22,851c491dc798372511338137f69f0ce3a72a751ad7f69a0ef899232b73df6e1e,699187d537fabcadffc6b2b4efe822335534c6c2cc40856a422bc5664efed5b1,5410a727a908e484e6671b690b3e8d0ec2e9e5da7e1f072d9d39410d5e756cd9,24d2df120a8f3da5ef1d82df99b58bc339a1bad23a00992d428ab3195a0c23bb,e0a8eb6a7660ad6d976b87700a5d932c768961096e57f1ebf1d1b9d63f80bd75,8fddbdedcdefe312b1d6329856f3a4a36adc2b2f0388a8ce6702b26756190e26,013e61ffb39de601fd6bc1c4d5cdd5ea94dd3b81505a6002f34402a058b703bd
"32905","這個的名稱是什麼？","5","6","5090","37096","","6","6","6","0","30340","牛腹部的肉","牛腹部的肉","29275","2","6","33145","2","「牛腩」指的是？"
"33137","這個的名稱是什麼？","5","6","5091","33137","A腱=後腿腱   F腱=花腱","6","6","6","0","33457","後腿腱花腱","A腱=後腿腱   F腱=花腱","24460","3","6","33151","2","牛腱分別是B與D腱=腱子心、C腱=前腿小腱、E腱=側腱，那「A腱」與「F腱」為？"
"32905","這個的名稱是什麼？","5","6","5092","24460","","6","6","6","0","33151","內側後腿肉","內側後腿肉","20839","3","6","20596","2","牛的部位之一。分切剖面像一把刀，又叫「頭刀」，常用於肉片、骰子牛。"
"32905","這個的名稱是什麼？","5","6","5097","24460","","6","6","6","0","33151","外側後腿肉","外側後腿肉","22806","3","6","20596","2","牛的部位之一。外型相似又叫做「鵝頸」 。"
"32938","這個的名稱是什麼？","5","6","5098","21644","","6","6","6","0","33026","不飽和脂肪","不飽和脂肪","19981","2","6","39165","2","花生醬含有大量對人體健康有益的好脂肪，有助於降低血膽固醇以及罹患心臟病的風險。此脂肪稱為："
"20729","這個的名稱是什麼？","5","6","5099","22343","","6","6","6","0","19968","百元均一價","百元均一價","30334","1","6","20803","2","所有商品統一為100日幣類型的生活用品店。一般簡稱為什麼？"
"36865","這個的名稱是什麼？","5","6","5100","27873","沖⇒脫⇒泡⇒蓋⇒送","6","6","6","0","33995","沖脫泡蓋送","沖⇒脫⇒泡⇒蓋⇒送","27798","2","6","33067","2","燒燙傷的緊急處理有五個步驟："
"34899","這個的名稱是什麼？","5","6","5101","24489","","6","6","6","0","29990","心肺復甦術","心肺復甦術","24515","1","6","32954","2","「CPR」的全名為："
"66","這個的名稱是什麼？","5","6","5102","67","叫叫CABD","2","2","2","0","65","叫叫CAB","叫叫CABD","21483","1","6","21483","2","CPR的操作步驟主要可以囊括成哪六字訣？"
"29579","這個的名稱是什麼？","5","6","5103","30495","真步真步王國","6","6","6","2088","27493","真步真步王","真步真步王國","30495","2","6","27493","1","「真步」說是她故鄉的地方。雖然沒有被記錄在地圖上，但是確實存在的……應該。"
"28082","這是什麼？","5","6","5104","27700","","6","6","6","0","28342","草酸水溶液","草酸水溶液","33609","2","6","37240","2","衣物上的鐵銹漬，可用1%溫熱的□□□□□浸泡後，再用清水漂洗乾淨。"
"33394","這個的名稱是什麼？","5","6","5106","30340","","6","6","6","5106","38991","花兒的顏色","花兒的顏色","33457","2","6","20818","1",""
"23567","這個地點的名稱是？","5","6","5107","27583","美食殿堂的公會小屋","6","6","6","5107","22530","美食殿堂小","美食殿堂的公會小屋","32654","2","6","39135","1",""
"30340","這是什麼？","5","6","5108","29289","","6","6","6","5108","29992","抓怪物用的","抓怪物用的","25235","3","6","24618","1",""
"19977","這個的名稱是什麼？","5","6","5109","21040","","6","6","6","0","21021","初一到初三","初一到初三","21021","1","6","19968","2","新年1月1日～1月3日的期間，口語稱為？"
"24163","這個的名稱是什麼？","5","6","5110","31478","","6","6","6","5110","25216","公主競技幣","公主競技幣","20844","1","6","20027","1","用來在商店購買各種道具的道具。遊玩公主競技場即可獲得。"
"31957","這個的名稱是什麼？","5","6","5111","26524","綜合莓果蛋糕","6","6","6","5111","34507","合莓果蛋糕","綜合莓果蛋糕","21512","2","6","33683","1","提升與角色之間羈絆值的道具。"
"39173","這是什麼？","5","6","5112","21487","","6","6","6","5112","40599","販賣可麗餅","販賣可麗餅","36009","2","6","36067","1","「拉比林斯達」擔任店長是販賣什麼食物？（販賣某種西點）"
"23544","這個的名稱是什麼？","5","6","5113","24465","","6","6","6","0","23610","內外徑尺寸","內外徑尺寸","20839","2","6","22806","2","量鍋蓋大小，就是測量鍋子的□□□□□。"
"20184","這個的名稱是什麼？","5","6","5114","37329","","6","6","6","0","25903","無現金支付","無現金支付","28961","1","6","29694","2","購物時不以現金直接結帳，而使用電子貨幣等來結帳的方法。"
"111","這個的名稱是什麼？","5","3","5115","108","Rare⇒Medium⇒Well-done","3","3","3","0","100","elldo","Rare⇒Medium⇒Well-done","101","3","3","108","2","牛排的熟度。"
"40629","這個的名稱是什麼？","5","6","5116","34126","雙人羽織、蕎麥麵","6","6","6","0","40613","羽織蕎麥麵","雙人羽織、蕎麥麵","32701","2","6","32340","1","「可可蘿」與主角在新年時參加了一個以雙人□□的方式吃□□□，來考驗兩人羈絆。"
"103","這個的名稱是什麼？","5","3","5117","115","香腸=Sausage","3","3","3","0","97","ausag","香腸=Sausage","97","2","3","117","2","指腸子中塞滿肉的加工食品。「Wiener」被定義為其中的一種。(請用英文作答)"
"30007","這個的名稱是什麼？","5","6","5118","22899","","6","6","6","0","20108","一胎女二男","一胎女二男","19968","2","6","32974","2","代表「最好第1個孩子是女孩，第2個是男孩」的傳說。"
"101","這個的名稱是什麼？","5","3","5119","117","Vinegar=醋、Soy sauce=醬油、Mirin=味醂","3","3","3","0","99","sauce","Vinegar=醋、Soy sauce=醬油、Mirin=味醂","115","3","3","97","2",""
"25151","這個的名稱是什麼？","5","6","5120","35211","看不見的廚房","6","6","6","0","24282","看不見廚房","看不見的廚房","30475","2","6","19981","2","雲端餐廳、虛擬餐廳都能稱為："
"20844","這個未經省略的全稱是？","5","6","5121","33322","LCC=廉價航空公司","6","6","6","0","31354","廉價航空公","LCC=廉價航空公司","24265","3","6","20729","2","以提供低價機票為賣點，近年來形式很普及的航空公司俗稱。"
"29992","這個未經省略的全稱是？","5","6","5122","20445","特保品=特定保健用食品","6","6","6","0","20581","特定保健用","特保品=特定保健用食品","29305","3","6","23450","2",""
"34588","這個的名稱是什麼？","5","6","5123","21345","","6","6","6","0","34562","麥蘆卡蜂蜜","麥蘆卡蜂蜜","40613","3","6","34310","2","是從特定品種的花上採集的珍貴花蜜，具有殺菌、消毒、消炎等許多健康效用。"
"29986","這個的名稱是什麼？","5","6","5124","21270","全球重要農業文化遺產","6","6","6","0","36986","農業化遺產","全球重要農業文化遺產","36786","3","6","26989","2","鴨稻共生被登錄至："
"37707","這個的名稱是什麼？","5","6","5125","33104","臭臭鍋=臭豆腐火鍋","6","6","6","0","28779","臭豆腐火鍋","臭臭鍋=臭豆腐火鍋","33261","1","6","35910","2",""
"28107","這個的名稱是什麼？","5","6","5126","20912","","6","6","6","0","28103","香草冰淇淋","香草冰淇淋","39321","1","6","33609","2","冰品之一，裡面所含的黑色顆粒就是香草豆的原形。"
"40845","這個的名稱是什麼？","5","6","5127","39340","變胖的馬卡龍","6","6","6","0","21345","變胖馬卡龍","變胖的馬卡龍","35722","2","6","32982","2","「胖卡龍」是具有什麼之意的點心？尺寸比普通的馬卡龍大上一圈。"
"29702","這個的名稱是什麼？","5","6","5128","38622","","6","6","6","0","26009","花雕雞料理","花雕雞料理","33457","1","6","38613","2","一道料理。醃雞肉時會用到花雕酒。"
"29275","這個的名稱是什麼？","5","6","5129","26681","烤勃根地蝸牛","6","6","6","0","34680","烤勃根蝸牛","烤勃根地蝸牛","28900","3","6","21187","2","在法國餐廳裡，最常見的前菜料理。"
"111","這個的名稱是什麼？","5","2","5130","111","Chocolate","3","3","3","0","99","Choco","Chocolate","67","1","3","104","2","以可可豆為原料的熱門點心。從苦到甜有各式各樣的種類。(用英文作答)"
"20998","這個的名稱是什麼？","5","6","5131","30340","高貴的身分就伴隨著社會義務","6","6","6","0","36523","高貴的身分","高貴的身分就伴隨著社會義務","39640","3","6","36020","2","過去出自貴族階級的話語。"
"33756","這個的名稱是什麼？","5","6","5132","33394","","6","6","6","0","34092","黃綠色蔬菜","黃綠色蔬菜","40643","2","6","32160","2","辣椒和南瓜等綠色或黃色蔬菜的總稱。定義上是指含有一定程度以上胡蘿蔔素的蔬菜。"
"121","這個的名稱是什麼？","5","2","5133","110","Sunny-side-up egg","3","3","3","0","110","Sunny","Sunny-side-up egg","83","1","3","117","2","「太陽蛋」的英文。"
"121","這個的名稱是什麼？","5","2","5134","110","雙面半生荷包蛋=Runny egg","3","3","3","0","110","Runny","雙面半生荷包蛋=Runny egg","82","2","3","117","2",""
"108","這個的名稱是什麼？","5","3","5135","119","浴巾=Bath towel","3","3","3","0","101","towel","浴巾=Bath towel","116","1","3","111","2","大尺寸的毛巾，如字面意思，是在洗好澡時擦乾身體用。"
"27425","這個的名稱是什麼？","5","1","5136","48","","6","1","6","5136","33836","100萬次","100萬次","49","3","1","48","1",""
"32650","這個的名稱是什麼？","5","6","5137","24605","成吉思汗羊肉","6","6","6","0","27735","成吉思汗羊","成吉思汗羊肉","25104","1","6","21513","2","在使用羊肉的料理中非常受歡迎。在特殊形狀的鐵板上將羊肉和蔬菜一起烤。"
"25151","這個的名稱是什麼？","5","6","5138","24335","","6","6","6","0","27915","獨立式洋房","獨立式洋房","29544","1","6","31435","2","是一棟獨立的洋房建築，也稱為「單戶住宅」。"
"26045","這個的名稱是什麼？","5","6","5139","31001","","6","6","6","0","35373","無障礙設施","無障礙設施","28961","1","6","38556","2","又稱為行動不便者使用設施。"
"25151","這個的名稱是什麼？","5","6","5140","24335","","6","6","6","0","24282","中島式廚房","中島式廚房","20013","2","6","23798","2","與一般面對牆壁形式的廚房不同，而是像島一樣獨立型態的廚房。"
"24615","這個的名稱是什麼？","5","6","5141","22810","生物多樣性指標","6","6","6","0","27171","生物多樣性","生物多樣性指標","29983","3","6","29289","2","綠建築分為九大指標，其中「增加生物棲地，使物種多樣化」是哪一個指標？"
"27161","這個的名稱是什麼？","5","6","5142","37327","","6","6","6","0","25351","綠化量指標","綠化量指標","32160","3","6","21270","2","綠建築分為九大指標，其中「建築排放的二氧化碳轉換成植物吸收量」是哪一個指標？"
"27161","這個的名稱是什麼？","5","6","5143","27700","基地保水指標","6","6","6","0","25351","地保水指標","基地保水指標","22320","3","6","20445","2","綠建築分為九大指標，其中「使土地涵養水源，減少都市洪荒」是哪一個指標？"
"100","這個的名稱是什麼？","5","3","5144","108","Working holiday","3","3","3","0","105","holid","Working holiday","104","1","3","111","2","「打工度假」的英文。"
"27161","這個的唸法是什麼？","5","6","5145","33021","日常節能指標","6","6","6","0","25351","常節能指標","日常節能指標","24120","3","6","31680","2","綠建築分為九大指標，其中「節省日常使用能源」是哪一個指標？"
"28187","這個的名稱是什麼？","5","6","5146","21270","二氧化碳減量指標","6","6","6","0","30899","二氧化碳減","二氧化碳減量指標","20108","3","6","27687","2","綠建築分為九大指標，其中「使用低二氧化碳排放的建材」是哪一個指標？"
"37327","這個的唸法是什麼？","5","6","5147","29289","廢棄物減量指標","6","6","6","0","28187","廢棄物減量","廢棄物減量指標","24290","3","6","26820","2","綠建築分為九大指標，其中「運用自動化及規格化，避免浪費」是哪一個指標？"
"27161","這個的名稱是什麼？","5","6","5148","24247","室內健康指標","6","6","6","0","25351","內健康指標","室內健康指標","20839","3","6","20581","2","綠建築分為九大指標，其中「避免有音、光、熱、空氣、電磁等影響室內健康的因子」是哪一個指標？"
"27161","這個的名稱是什麼？","5","6","5149","28304","","6","6","6","0","25351","水資源指標","水資源指標","27700","3","6","36039","2","綠建築分為九大指標，其中「節省水源」是哪一個指標？"
"28187","這個的名稱是什麼？","5","6","5150","22403","汙水與垃圾減量指標","6","6","6","0","22334","汙水垃圾減","汙水與垃圾減量指標","27737","3","6","27700","2","綠建築分為九大指標，其中「減少日常汙水與垃圾使用量」是哪一個指標？"
"20107","這個的名稱是什麼？","5","6","5151","34892","夜間例行公事","6","6","6","0","20844","間例行公事","夜間例行公事","38291","2","6","20363","2","意指每天晚上會進行的個人習慣。"
"38498","這個的唸法是什麼？","5","6","5152","21295","","6","6","6","0","21127","百老匯劇院","百老匯劇院","30334","1","6","32769","2","美國知名劇院，是紐約市重要的旅遊景點。"
"32645","這個的名稱是什麼？","5","6","5153","22825","壽司、鰻魚、蕎麥麵、天婦羅","6","6","6","0","23142","壽司天婦羅","壽司、鰻魚、蕎麥麵、天婦羅","22781","3","6","21496","2","被稱作「江戶四大食」。"
"30772","這個「？」裡填入的是？","5","6","5154","23376","","6","6","6","5154","25684","把盤子摔破","把盤子摔破","25226","3","6","30436","1",""
"33590","這個的名稱是什麼？","5","6","5155","23994","","6","6","6","0","32005","大吉嶺紅茶","大吉嶺紅茶","22823","3","6","21513","2","十分受歡迎的紅茶品種。和「烏巴紅茶」、「祁門紅茶」齊名，被譽為「世界三大紅茶」。"
"33590","這個的名稱是什麼？","5","6","5156","20271","","6","6","6","0","29237","格雷伯爵茶","格雷伯爵茶","26684","2","6","38647","2","受大眾歡迎的一種紅茶，也常是製作點心的食材。含有「伯爵」的意思。"
"33590","這個的名稱是什麼？","5","6","5157","22982","","6","6","6","0","32005","阿薩姆紅茶","阿薩姆紅茶","38463","2","6","34217","2","紅茶的一種。帶有淡淡的麥芽香、玫瑰香。"
"24459","這個的名稱是什麼？","5","6","5158","29246","","6","6","6","0","23450","恩格爾定律","恩格爾定律","24681","2","6","26684","2","意指家庭支出總額中，「伙食費」所占的比例。"
"30151","這個的名稱是什麼？","5","6","5159","37240","","6","6","6","0","34880","高尿酸血症","高尿酸血症","39640","2","6","23615","2","血中尿酸過多的□□□□□，會增加痛風的風險。"
"34399","這個的名稱是什麼？","5","6","5160","49","","1","1","6","0","56","台茶18號","台茶18號","21488","2","6","33590","2","紅茶的一種。在地野生種臺灣山茶與緬甸大葉種紅茶配種而成，茶色偏紅。又稱為「紅玉」"
"33590","這個的名稱是什麼？","5","6","5161","28879","錫蘭烏巴茶","6","6","6","0","24052","錫蘭烏巴茶","錫蘭烏巴茶","37675","3","6","34349","2","紅茶的一種。帶有樹、草與苔的中性香氣，最適合調製奶茶。"
"33590","這個的名稱是什麼？","5","6","5162","32654","","6","6","6","0","20154","東方美人茶","東方美人茶","26481","3","6","26041","2","茶類之一。有濃濃的蜂蜜香、熟果味。顏色是橙紅色。"
"28814","這個的名稱是什麼？","5","6","5163","24615","","6","6","6","0","40763","過敏性鼻炎","過敏性鼻炎","36942","2","6","25935","2","又稱為「花粉症」。"
"21046","這個的名稱是什麼？","5","6","5164","24037","","6","6","6","0","26178","彈性工時制","彈性工時制","24392","2","6","24615","2","不同於以往在固定時段工作的形式，可以自由決定上下班時間的工作制度。"
"37292","這個的名稱是什麼？","5","6","5165","21644","","6","6","6","0","39080","日式和風醬","日式和風醬","26085","2","6","24335","2","沙拉醬之一，醬油為基底，除了加上果糖、洋蔥、糖之外，額外還會加上鹽巴，使得鈉含量偏高。"
"97","這個的名稱是什麼？","5","2","5166","108","","3","3","3","0","115","Salsa","Salsa","83","2","3","97","2","「莎莎醬」的英文。"
"104","這個的名稱是什麼？","5","2","5167","116","Ketchup","3","3","3","0","99","Ketch","Ketchup","75","1","3","101","2","「番茄醬」的英文。"
"37240","這個的名稱是什麼？","5","6","5168","33026","","6","6","6","0","32938","反式脂肪酸","反式脂肪酸","21453","1","6","24335","2","人造奶油因生產過程經氫化後會產生□□□□□，容易增加心臟病與糖尿病等機率。"
"27833","這個的名稱是什麼？","5","6","5169","37259","糖、鹽、醋、醬油、味精","6","6","6","0","37292","糖鹽醋醬油","糖、鹽、醋、醬油、味精","31958","3","6","40573","2","料理的「基本調味料」，其使用順序為何？"
"101","這個的名稱是什麼？","5","2","5170","102","自助餐=Buffet  吃到飽=All-you-can-eat","3","3","3","0","102","Buffet","自助餐=Buffet  吃到飽=All-you-can-eat","66","1","3","117","2",""
"116","這個的名稱是什麼？","5","3","5171","101","吃到飽=All-you-can-eat","3","3","3","0","97","lleat","吃到飽=All-you-can-eat","108","3","3","108","2","「吃到飽」的英文簡稱為「AYCE」，那全名為？"
"27161","這個的名稱是什麼？","5","6","5172","29246","史高維爾指標","6","6","6","0","25351","高維爾指標","史高維爾指標","39640","3","6","32173","2","現今飲食界廣泛使用的辣度量度指標是："
"33540","這個的名稱是什麼？","5","6","5173","21733","墨西哥綠番茄","6","6","6","0","30058","墨西哥番茄","墨西哥綠番茄","22696","2","6","35199","2","黏果酸漿，有著獨特的酸味，是墨西哥菜常用的佐料。又稱為？"
"39151","這個的名稱是什麼？","5","6","5174","34662","","6","6","6","0","28818","櫻花蝦炒飯","櫻花蝦炒飯","27387","1","6","33457","2","經過炸什錦等方式料理後頗受歡迎的食用小蝦。身體是透明的粉紅色，再與飯一起炒可成為一道料理。"
"57","這個的名稱是什麼？","5","1","5175","54","1910年6月19日","1","1","1","0","49","10619","1910年6月19日","49","3","1","48","2","美國為第一個設立父親節的國家，請問當時設立父親節的日期為？ "
"37292","這個的名稱是什麼？","5","6","5176","33678","","6","6","6","0","33678","牧場莎莎醬","牧場莎莎醬","29287","3","6","22580","2","以生番茄、各種辣椒、香料製成，為濃稠滑順的醬料，通常使用在熱菜上。"
"37292","這個的名稱是什麼？","5","6","5177","33678","","6","6","6","0","33678","勇敢莎莎醬","勇敢莎莎醬","21191","2","6","25954","2","「狂野莎莎醬」是從西班牙馬德里變化出的莎莎醬，因為吃來很辣，又被稱為？"
"37292","這個的名稱是什麼？","5","6","5178","33678","","6","6","6","0","33678","酪梨莎莎醬","酪梨莎莎醬","37226","2","6","26792","2","以酪梨為主料的混醬(混醬是以紅辣椒為基底的墨西哥醬料形式)。"
"37292","這個的名稱是什麼？","5","6","5179","33678","","6","6","6","0","33678","芒果莎莎醬","芒果莎莎醬","33426","3","6","26524","2","用酸度較高的芒果，搭配又辣又甜Tabasco辣椒醬的醬料。"
"37292","這個的名稱是什麼？","5","6","5180","33678","","6","6","6","0","33678","番茄莎莎醬","番茄莎莎醬","30058","3","6","33540","2","臺灣人熟悉的醬料，常用於開胃小點，會搭配白麵包。"
"37259","這個的名稱是什麼？","5","6","5181","31859","","6","6","6","0","20811","巴薩米克醋","巴薩米克醋","24052","3","6","34217","2","是一種用葡萄榨汁熬煮，再進行醋化後的調味品，可使用在沙拉、醬汁，搭配肉類、海鮮類的餐點。"
"37292","這個的名稱是什麼？","5","6","5182","33678","","6","6","6","0","33678","柑橘莎莎醬","柑橘莎莎醬","26577","2","6","27224","2","用柳丁做基底的莎莎醬，酸甜清新，很適合拌入沙拉。"
"36947","這個的名稱是什麼？","5","6","5183","20596","","6","6","6","0","36554","最右側車道","最右側車道","26368","1","6","21491","2","在高速公路上，外側車道是指主線車道中□□□□□。"
"30007","這個的名稱是什麼？","5","6","5184","32908","","6","6","6","0","32905","纖瘦肌肉男","纖瘦肌肉男","32406","2","6","30246","2","意指「具有恰到好處的肌肉，低脂肪且結實的身材」的俗語。反義詞是「猩猩肌肉猛男」。"
"36947","這個的名稱是什麼？","5","6","5185","20596","","6","6","6","0","36554","最左側車道","最左側車道","26368","1","6","24038","2","在高速公路上，內側車道是指主線車道中□□□□□。"
"36947","這個的名稱是什麼？","5","6","5186","19977","","6","6","6","0","36554","同向三車道","同向三車道","21516","2","6","21521","2","在高速公路上，中線車道是指□□□□□或五車道中之中間車道"
"36554","這個的名稱是什麼？","5","6","5187","22806","鄰接外側車道之車道","6","6","6","0","20596","鄰接外側車","鄰接外側車道之車道","37168","2","6","25509","2","在高速公路上，中外車道是指同向四車道或五車道中□□□□□道之車道。"
"21496","這個的名稱是什麼？","5","6","5188","29916","","6","6","6","0","22781","小黃瓜壽司","小黃瓜壽司","23567","1","6","40643","2","海苔壽司捲之一，中間捲有黃瓜。"
"36554","這個的名稱是什麼？","5","6","5189","20839","鄰接內側車道之車道","6","6","6","0","20596","鄰接內側車","鄰接內側車道之車道","37168","2","6","25509","2","在高速公路上，中內車道是指同向四車道或五車道中□□□□□道之車道。"
"36554","這個的名稱是什麼？","5","6","5190","20027","匝道與主線車道之間","6","6","6","0","32218","匝道主線車","匝道與主線車道之間","21277","3","6","36947","2","在高速公路上，加速車道是指設於□□與□□□道之間，專供汽車由匝道駛入主線車道前加速之車道。"
"40629","這個的名稱是什麼？","5","6","5191","34126","","6","6","6","0","40613","二八蕎麥麵","二八蕎麥麵","20108","3","6","20843","2","「蕎麥麵」的一種分類，將蕎麥麵粉與烏龍麵專用粉以2：8比例混製的蕎麥麵。"
"25098","這個的名稱是什麼？","5","6","5192","19993","甲、乙、丙、丁、戊、己、庚……","6","6","6","0","19969","甲乙丙丁戊","甲、乙、丙、丁、戊、己、庚……","30002","1","6","20057","2","如果按照順序排列「地支」，最前面的五個是？"
"36784","這個的名稱是什麼？","5","6","5193","23493","子、丑、寅、卯、辰、巳、午、未、申……","6","6","6","0","21359","子丑寅卯辰","子、丑、寅、卯、辰、巳、午、未、申……","23376","3","6","19985","2","如果按照順序排列「天干」，最前面的五個是？"
"22334","這個的名稱是什麼？","5","6","5194","29123","","6","6","6","0","22403","不可燃垃圾","可燃垃圾⇔不可燃垃圾","19981","1","6","21487","2",""
"36554","這個的名稱是什麼？","5","6","5195","20027","駛離主線車道","6","6","6","0","32218","駛離主線車","駛離主線車道","39387","3","6","38626","2","在高速公路上，減速車道是指設於主線車道與匝道之間，專供汽車□□□□□道進入匝道前減速之車道。"
"22806","這個的名稱是什麼？","5","6","5196","36554","主線車道外側","6","6","6","0","36947","主線車道外","主線車道外側","20027","3","6","32218","2","輔助車道是指設於□□□□□側，銜接相鄰兩交流道間加、減速車道，專供車輛進出高速公路及快速公路使用之車道。"
"36947","這個的名稱是什麼？","5","6","5197","36617","","6","6","6","0","36554","高乘載車道","高乘載車道","39640","2","6","20056","2","在高速公路上，指專供特定車種或乘載一定人數以上之車輛行駛之車道。"
"30456","這個的名稱是什麼？","5","6","5198","31435","匝道構成立體相交","6","6","6","0","39636","匝道立體相","匝道構成立體相交","21277","2","6","36947","2","交流道指高速公路或快速公路與其他道路連接，以□□構成□□□交之部分。"
"22806","這個的名稱是什麼？","5","6","5199","36554","主線車道外側","6","6","6","0","36947","主線車道外","主線車道外側","20027","3","6","32218","2","在高速公路上，爬坡道是指設於上坡路段□□□□□側，供爬坡時速低於最低速限之車輛行駛之車道。"
"24118","這個的名稱是什麼？","5","6","5200","20998","","6","6","6","0","38548","中央分隔帶","中央分隔帶","20013","2","6","22830","2","在高速公路上，指隔離雙向行車之中間界區。"
"36554","這個的名稱是什麼？","5","6","5201","22411","大型重型機車","6","6","6","0","27231","型重型機車","大型重型機車","22411","2","6","37325","2","哪一種機車是能行駛於高速公路與快速道路。"
"97","這個的名稱是什麼？","5","3","5202","114","Rest area","3","3","3","0","101","strea","Rest area","115","2","3","116","2","「休息站」的英文。"
"20992","這個的名稱是什麼？","5","6","5203","21038","","6","6","6","0","39693","電動刮鬍刀","電動刮鬍刀","38651","1","6","21205","2","刮鬍刀的一種。能節省時間，需要用到電才能使用。"
"97","這個的名稱是什麼？","5","3","5204","104","Highway","3","3","3","0","119","ighwa","Highway","105","2","3","103","2","「高速公路」的英文。"
"107","這個的名稱是什麼？","5","2","5205","101","Breakfast","3","3","3","0","97","Break","Breakfast","66","1","3","114","2","「早餐」的英文。"
"104","這個的名稱是什麼？","5","2","5206","110","","3","3","3","0","99","Lunch","Lunch","76","1","3","117","2","「午餐」的英文。"
"111","這個的名稱是什麼？","5","2","5207","103","Egg roll","3","3","3","0","114","Eggro","Egg roll","69","2","3","103","2","「蛋餅」的英文。"
"26371","這個的名稱是什麼？","5","6","5209","24037","里士滿工商會","6","6","6","6020","21830","士滿工商會","里士滿工商會","22763","3","6","28415","1","隸屬「克蕾琪塔」的公會名稱是？"
"109","這個的名稱是什麼？","5","2","5211","101","Steamed bun","3","3","3","0","97","Steam","Steamed bun","83","3","3","116","2","「饅頭」的英文。"
"100","這個的名稱是什麼？","5","2","5212","105","Fried bread stick","3","3","3","0","101","Fried","Fried bread stick","70","2","3","114","2","「油條」的英文。"
"117","這個的名稱是什麼？","5","3","5213","97","Rice and peanut milk","3","3","3","0","110","peanu","Rice and peanut milk","112","2","3","101","2","「米漿」的英文。"
"26700","這個的名稱是什麼？","5","6","5214","36938","大家的遊戲桌","6","6","6","5214","25138","大家遊戲桌","大家的遊戲桌","22823","2","6","23478","1","可遊玩小遊戲的公會小屋家具。"
"26700","這個的名稱是什麼？","5","6","5215","36774","花凜的辦公桌","6","6","6","5215","20844","花凜辦公桌","花凜的辦公桌","33457","3","6","20956","1","「花凜」會製造出掃蕩券的公會小屋家具。"
"29038","這個的名稱是什麼？","5","6","5216","38364","頂級的龍尾關東煮","6","6","6","5216","26481","龍尾關東煮","頂級的龍尾關東煮","40845","3","6","23614","1","作為登頂「綠龍骸嶺」的證明，美食殿堂所獲得的料理兼公會小屋家具。"
"32905","這個的名稱是什麼？","5","6","5217","39764","雲海的魔物肉","6","6","6","5217","29289","雲海魔物肉","雲海的魔物肉","38642","3","6","28023","1","作為登頂「雲海山脈」的證明，美食殿堂所獲得的料理兼公會小屋家具。"
"39151","這個的名稱是什麼？","5","6","5218","28023","絕世好蛋與海量飯山","6","6","6","5218","37327","絕世海量飯","絕世好蛋與海量飯山","32085","3","6","19990","1","作為登頂「毒瘴闇稜」的證明，美食殿堂所獲得的料理兼公會小屋家具。"
"100","這個的名稱是什麼？","5","3","5219","117","Grilled squid","3","3","3","0","105","squid","Grilled squid","115","3","3","113","2","「魷魚串」的英文。"
"21253","這個的名稱是什麼？","5","6","5220","34367","可可蘿的錢包","6","6","6","5220","37666","可可蘿錢包","可可蘿的錢包","21487","2","6","21487","1","某位角色親手製作的公會小屋家具，可以儲存瑪那。"
"39850","這個的名稱是什麼？","5","6","5221","37329","新春金槍鮪釣起圖","6","6","6","5221","27085","新春金槍鮪","新春金槍鮪釣起圖","26032","3","6","26149","1","洋溢著振興大間鎮的希望，繪有釣起某大魚景象的海報。"
"29916","這個的名稱是什麼？","5","6","5222","23567","","6","6","6","0","40643","涼拌小黃瓜","涼拌小黃瓜","28092","2","6","25292","2","「Cucumber Salad 」的中文為："
"65","這個的名稱是什麼？","5","6","5223","83","克莉絲提娜度假SPA","2","2","2","5223","80","度假SPA","克莉絲提娜度假SPA","24230","3","6","20551","1","克莉絲提娜所打造的SPA設備，不僅外觀華美，效果更是超群。"
"110","這個的名稱是什麼？","5","2","5224","99","Bacon root","3","3","3","0","111","Bacon","Bacon root","66","2","3","97","2","「培根串」的英文。"
