399855311c674ec2694463d5c655df19ee368e9665a738cda78a4f24eb61c4cc,4815afee37ee398a1e6682eb72b8253b2e6d86eece98c5304501f3c4ae8f00b3,99febe7f464df62ff81784ad96110e7fd05eb36b9c17bf6d0901f6ffb6f93835,5da99a8a567c0df5f87d3ed5f1d4cf98dcf09ff2f2fda5b935aa169c61b7df1e,be34394d62ae8ef816e140580af04c9c7128968d9c1fb86b93f31d0c76190307,863a487657563945e0f2b4ade60bcf6cb41e6b1a90a5a03ca3bb2ce29356fc07,d07ffde8be93e214bd587fa4f5cf49ebfa2c2528e2bfe4b0d99f08c85b4d9be1,07ee630a81fe9fede9c584d94b6fd595c330e1a32918a8a0365e507a86fbcf5e,2ca56f0fea446cc0c3ce998af44c0784056bfb4fdf9b5d552c124b4e79b1f9fc,184f9a7c9412dc27a8350798ab2149b4859997c61ef4a0dccd13c884731eb2e5,2ae74e39bac5dd1a933d14b2651caffd4d35455ec3d8e03a0000db15f50046a2,04c23bc2c9f360a46f2db3a805acec25124c8eb3f183da865dee6d45884a46ea,78f224a5df2a52bb880b3d63b4d0adc5af0a69056d78fa1bd44399f1376216cc,f9124156884779865020be9b2119886e1b08e752be5025c4d3da765eb182cc57,412b919abb00115a4011d6a913023d22c6104058f1842d45d44df4c17ade8b32,35e49c03cd6f902312c5f11ec5ece5d6fd522f3ebfa8c98e3a88b48ff234ac27,2ea1f13bafedf04d13b7e05075bc1722a0b3b3e667c5eb4483ec1f3dd0c1a30a,49a3136982fa68a6441d26102853c55841a269869f727345ff6359ca36f6fd85,68a503fda29d6151f861efcf0da09c6bb6930b8a42e3e6f94a2fb284376fcf94,89079ae315d61742acb72012018383bcc8270389baedcf5c167771ae2a3f840a,6dc1544e7f00690f8d3772f158a7b6fcd77508cc10725faf251d515154a14bde
"757","51","2","4500","1","150","6000","91002","0","0","1055","2","25","90006","31145","0","0","0","0","8","0"
"758","151","2","4000","1","300","4000","91002","0","0","1055","2","20","90006","31145","0","0","0","0","8","0"
"759","301","2","3500","1","700","3500","91002","0","0","1055","2","18","90006","31145","0","0","0","0","8","0"
"760","701","2","3000","1","1500","3000","91002","0","0","1055","2","16","90006","31145","0","0","0","0","8","0"
"761","1501","2","2500","1","3000","2500","91002","0","0","1055","2","14","90006","31145","0","0","0","0","8","0"
"762","3001","2","2000","1","5000","2000","91002","0","0","1055","2","12","90006","31145","0","0","0","0","8","0"
"763","5001","2","1500","1","7000","1500","91002","0","0","1055","2","10","90006","31145","0","0","0","0","8","0"
"764","7001","2","1000","1","10000","1000","91002","0","0","1055","2","8","90006","31145","0","0","0","0","8","0"
"765","10001","2","750","1","-1","750","91002","0","0","1055","2","7","90006","31145","0","0","0","0","8","0"
"766","1","2","5000","1","1","20000","91002","0","0","1056","2","30","90006","31025","0","0","0","0","8","0"
"767","2","2","5000","1","2","15000","91002","0","0","1056","2","30","90006","31025","0","0","0","0","8","0"
"768","3","2","5000","1","3","12000","91002","0","0","1056","2","30","90006","31025","0","0","0","0","8","0"
"769","4","2","5000","1","20","10000","91002","0","0","1056","2","30","90006","31025","0","0","0","0","8","0"
"770","21","2","5000","1","50","8000","91002","0","0","1056","2","30","90006","31025","0","0","0","0","8","0"
"771","51","2","4500","1","150","6000","91002","0","0","1056","2","25","90006","31025","0","0","0","0","8","0"
"772","151","2","4000","1","300","4000","91002","0","0","1056","2","20","90006","31025","0","0","0","0","8","0"
"773","301","2","3500","1","700","3500","91002","0","0","1056","2","18","90006","31025","0","0","0","0","8","0"
"774","701","2","3000","1","1500","3000","91002","0","0","1056","2","16","90006","31025","0","0","0","0","8","0"
"775","1501","2","2500","1","3000","2500","91002","0","0","1056","2","14","90006","31025","0","0","0","0","8","0"
"776","3001","2","2000","1","5000","2000","91002","0","0","1056","2","12","90006","31025","0","0","0","0","8","0"
"777","5001","2","1500","1","7000","1500","91002","0","0","1056","2","10","90006","31025","0","0","0","0","8","0"
"778","7001","2","1000","1","10000","1000","91002","0","0","1056","2","8","90006","31025","0","0","0","0","8","0"
"779","10001","2","750","1","-1","750","91002","0","0","1056","2","7","90006","31025","0","0","0","0","8","0"
"780","1","2","5000","1","1","20000","91002","0","0","1057","2","30","90006","31042","0","0","0","0","8","0"
"781","2","2","5000","1","2","15000","91002","0","0","1057","2","30","90006","31042","0","0","0","0","8","0"
"782","3","2","5000","1","3","12000","91002","0","0","1057","2","30","90006","31042","0","0","0","0","8","0"
"783","4","2","5000","1","20","10000","91002","0","0","1057","2","30","90006","31042","0","0","0","0","8","0"
"784","21","2","5000","1","50","8000","91002","0","0","1057","2","30","90006","31042","0","0","0","0","8","0"
"785","51","2","4500","1","150","6000","91002","0","0","1057","2","25","90006","31042","0","0","0","0","8","0"
"786","151","2","4000","1","300","4000","91002","0","0","1057","2","20","90006","31042","0","0","0","0","8","0"
"787","301","2","3500","1","700","3500","91002","0","0","1057","2","18","90006","31042","0","0","0","0","8","0"
"788","701","2","3000","1","1500","3000","91002","0","0","1057","2","16","90006","31042","0","0","0","0","8","0"
"789","1501","2","2500","1","3000","2500","91002","0","0","1057","2","14","90006","31042","0","0","0","0","8","0"
"790","3001","2","2000","1","5000","2000","91002","0","0","1057","2","12","90006","31042","0","0","0","0","8","0"
"791","5001","2","1500","1","7000","1500","91002","0","0","1057","2","10","90006","31042","0","0","0","0","8","0"
"792","7001","2","1000","1","10000","1000","91002","0","0","1057","2","8","90006","31042","0","0","0","0","8","0"
"793","10001","2","750","1","-1","750","91002","0","0","1057","2","7","90006","31042","0","0","0","0","8","0"
"794","1","2","5000","1","1","20000","91002","0","0","1058","2","30","90006","31022","0","0","0","0","8","0"
"795","2","2","5000","1","2","15000","91002","0","0","1058","2","30","90006","31022","0","0","0","0","8","0"
"796","3","2","5000","1","3","12000","91002","0","0","1058","2","30","90006","31022","0","0","0","0","8","0"
"797","4","2","5000","1","20","10000","91002","0","0","1058","2","30","90006","31022","0","0","0","0","8","0"
"798","21","2","5000","1","50","8000","91002","0","0","1058","2","30","90006","31022","0","0","0","0","8","0"
"799","51","2","4500","1","150","6000","91002","0","0","1058","2","25","90006","31022","0","0","0","0","8","0"
"800","151","2","4000","1","300","4000","91002","0","0","1058","2","20","90006","31022","0","0","0","0","8","0"
"801","301","2","3500","1","700","3500","91002","0","0","1058","2","18","90006","31022","0","0","0","0","8","0"
"802","701","2","3000","1","1500","3000","91002","0","0","1058","2","16","90006","31022","0","0","0","0","8","0"
"803","1501","2","2500","1","3000","2500","91002","0","0","1058","2","14","90006","31022","0","0","0","0","8","0"
"804","3001","2","2000","1","5000","2000","91002","0","0","1058","2","12","90006","31022","0","0","0","0","8","0"
"805","5001","2","1500","1","7000","1500","91002","0","0","1058","2","10","90006","31022","0","0","0","0","8","0"
"806","7001","2","1000","1","10000","1000","91002","0","0","1058","2","8","90006","31022","0","0","0","0","8","0"
"807","10001","2","750","1","-1","750","91002","0","0","1058","2","7","90006","31022","0","0","0","0","8","0"
"808","1","2","5000","1","1","20000","91002","0","0","1059","2","30","90006","31043","0","0","0","0","8","0"
"809","2","2","5000","1","2","15000","91002","0","0","1059","2","30","90006","31043","0","0","0","0","8","0"
"810","3","2","5000","1","3","12000","91002","0","0","1059","2","30","90006","31043","0","0","0","0","8","0"
"811","4","2","5000","1","20","10000","91002","0","0","1059","2","30","90006","31043","0","0","0","0","8","0"
"812","21","2","5000","1","50","8000","91002","0","0","1059","2","30","90006","31043","0","0","0","0","8","0"
"813","51","2","4500","1","150","6000","91002","0","0","1059","2","25","90006","31043","0","0","0","0","8","0"
"814","151","2","4000","1","300","4000","91002","0","0","1059","2","20","90006","31043","0","0","0","0","8","0"
"815","301","2","3500","1","700","3500","91002","0","0","1059","2","18","90006","31043","0","0","0","0","8","0"
"816","701","2","3000","1","1500","3000","91002","0","0","1059","2","16","90006","31043","0","0","0","0","8","0"
"817","1501","2","2500","1","3000","2500","91002","0","0","1059","2","14","90006","31043","0","0","0","0","8","0"
"818","3001","2","2000","1","5000","2000","91002","0","0","1059","2","12","90006","31043","0","0","0","0","8","0"
"819","5001","2","1500","1","7000","1500","91002","0","0","1059","2","10","90006","31043","0","0","0","0","8","0"
"820","7001","2","1000","1","10000","1000","91002","0","0","1059","2","8","90006","31043","0","0","0","0","8","0"
"821","10001","2","750","1","-1","750","91002","0","0","1059","2","7","90006","31043","0","0","0","0","8","0"
"822","1","2","5000","1","1","20000","91002","0","0","1060","2","30","90006","31018","0","0","0","0","8","0"
"823","2","2","5000","1","2","15000","91002","0","0","1060","2","30","90006","31018","0","0","0","0","8","0"
"824","3","2","5000","1","3","12000","91002","0","0","1060","2","30","90006","31018","0","0","0","0","8","0"
"825","4","2","5000","1","20","10000","91002","0","0","1060","2","30","90006","31018","0","0","0","0","8","0"
"826","21","2","5000","1","50","8000","91002","0","0","1060","2","30","90006","31018","0","0","0","0","8","0"
"827","51","2","4500","1","150","6000","91002","0","0","1060","2","25","90006","31018","0","0","0","0","8","0"
"828","151","2","4000","1","300","4000","91002","0","0","1060","2","20","90006","31018","0","0","0","0","8","0"
"829","301","2","3500","1","700","3500","91002","0","0","1060","2","18","90006","31018","0","0","0","0","8","0"
"830","701","2","3000","1","1500","3000","91002","0","0","1060","2","16","90006","31018","0","0","0","0","8","0"
"831","1501","2","2500","1","3000","2500","91002","0","0","1060","2","14","90006","31018","0","0","0","0","8","0"
"832","3001","2","2000","1","5000","2000","91002","0","0","1060","2","12","90006","31018","0","0","0","0","8","0"
"833","5001","2","1500","1","7000","1500","91002","0","0","1060","2","10","90006","31018","0","0","0","0","8","0"
"834","7001","2","1000","1","10000","1000","91002","0","0","1060","2","8","90006","31018","0","0","0","0","8","0"
"835","10001","2","750","1","-1","750","91002","0","0","1060","2","7","90006","31018","0","0","0","0","8","0"
"836","1","2","5000","1","1","20000","91002","0","0","1061","2","30","90006","31145","0","0","0","0","8","0"
"837","2","2","5000","1","2","15000","91002","0","0","1061","2","30","90006","31145","0","0","0","0","8","0"
"838","3","2","5000","1","3","12000","91002","0","0","1061","2","30","90006","31145","0","0","0","0","8","0"
"839","4","2","5000","1","20","10000","91002","0","0","1061","2","30","90006","31145","0","0","0","0","8","0"
"840","21","2","5000","1","50","8000","91002","0","0","1061","2","30","90006","31145","0","0","0","0","8","0"
"841","51","2","4500","1","150","6000","91002","0","0","1061","2","25","90006","31145","0","0","0","0","8","0"
"842","151","2","4000","1","300","4000","91002","0","0","1061","2","20","90006","31145","0","0","0","0","8","0"
"843","301","2","3500","1","700","3500","91002","0","0","1061","2","18","90006","31145","0","0","0","0","8","0"
"844","701","2","3000","1","1500","3000","91002","0","0","1061","2","16","90006","31145","0","0","0","0","8","0"
"845","1501","2","2500","1","3000","2500","91002","0","0","1061","2","14","90006","31145","0","0","0","0","8","0"
"846","3001","2","2000","1","5000","2000","91002","0","0","1061","2","12","90006","31145","0","0","0","0","8","0"
"847","5001","2","1500","1","7000","1500","91002","0","0","1061","2","10","90006","31145","0","0","0","0","8","0"
"848","7001","2","1000","1","10000","1000","91002","0","0","1061","2","8","90006","31145","0","0","0","0","8","0"
"849","10001","2","750","1","-1","750","91002","0","0","1061","2","7","90006","31145","0","0","0","0","8","0"
"850","1","2","5000","1","1","20000","91002","0","0","1063","2","30","90006","31025","0","0","0","0","8","0"
"851","2","2","5000","1","2","15000","91002","0","0","1063","2","30","90006","31025","0","0","0","0","8","0"
"852","3","2","5000","1","3","12000","91002","0","0","1063","2","30","90006","31025","0","0","0","0","8","0"
"853","4","2","5000","1","20","10000","91002","0","0","1063","2","30","90006","31025","0","0","0","0","8","0"
"854","21","2","5000","1","50","8000","91002","0","0","1063","2","30","90006","31025","0","0","0","0","8","0"
"855","51","2","4500","1","150","6000","91002","0","0","1063","2","25","90006","31025","0","0","0","0","8","0"
"856","151","2","4000","1","300","4000","91002","0","0","1063","2","20","90006","31025","0","0","0","0","8","0"
"857","301","2","3500","1","700","3500","91002","0","0","1063","2","18","90006","31025","0","0","0","0","8","0"
"858","701","2","3000","1","1500","3000","91002","0","0","1063","2","16","90006","31025","0","0","0","0","8","0"
"859","1501","2","2500","1","3000","2500","91002","0","0","1063","2","14","90006","31025","0","0","0","0","8","0"
"860","3001","2","2000","1","5000","2000","91002","0","0","1063","2","12","90006","31025","0","0","0","0","8","0"
"861","5001","2","1500","1","7000","1500","91002","0","0","1063","2","10","90006","31025","0","0","0","0","8","0"
"862","7001","2","1000","1","10000","1000","91002","0","0","1063","2","8","90006","31025","0","0","0","0","8","0"
"863","10001","2","750","1","-1","750","91002","0","0","1063","2","7","90006","31025","0","0","0","0","8","0"
"864","1","2","5000","1","1","20000","91002","0","0","1064","2","30","90006","31042","0","0","0","0","8","0"
"865","2","2","5000","1","2","15000","91002","0","0","1064","2","30","90006","31042","0","0","0","0","8","0"
"866","3","2","5000","1","3","12000","91002","0","0","1064","2","30","90006","31042","0","0","0","0","8","0"
"867","4","2","5000","1","20","10000","91002","0","0","1064","2","30","90006","31042","0","0","0","0","8","0"
"868","21","2","5000","1","50","8000","91002","0","0","1064","2","30","90006","31042","0","0","0","0","8","0"
"869","51","2","4500","1","150","6000","91002","0","0","1064","2","25","90006","31042","0","0","0","0","8","0"
"870","151","2","4000","1","300","4000","91002","0","0","1064","2","20","90006","31042","0","0","0","0","8","0"
"871","301","2","3500","1","700","3500","91002","0","0","1064","2","18","90006","31042","0","0","0","0","8","0"
"872","701","2","3000","1","1500","3000","91002","0","0","1064","2","16","90006","31042","0","0","0","0","8","0"
"873","1501","2","2500","1","3000","2500","91002","0","0","1064","2","14","90006","31042","0","0","0","0","8","0"
"874","3001","2","2000","1","5000","2000","91002","0","0","1064","2","12","90006","31042","0","0","0","0","8","0"
"875","5001","2","1500","1","7000","1500","91002","0","0","1064","2","10","90006","31042","0","0","0","0","8","0"
"876","7001","2","1000","1","10000","1000","91002","0","0","1064","2","8","90006","31042","0","0","0","0","8","0"
"877","10001","2","750","1","-1","750","91002","0","0","1064","2","7","90006","31042","0","0","0","0","8","0"
"878","1","2","5000","1","1","20000","91002","0","0","1065","2","30","90006","31022","0","0","0","0","8","0"
"879","2","2","5000","1","2","15000","91002","0","0","1065","2","30","90006","31022","0","0","0","0","8","0"
"880","3","2","5000","1","3","12000","91002","0","0","1065","2","30","90006","31022","0","0","0","0","8","0"
"881","4","2","5000","1","20","10000","91002","0","0","1065","2","30","90006","31022","0","0","0","0","8","0"
"882","21","2","5000","1","50","8000","91002","0","0","1065","2","30","90006","31022","0","0","0","0","8","0"
"883","51","2","4500","1","150","6000","91002","0","0","1065","2","25","90006","31022","0","0","0","0","8","0"
"884","151","2","4000","1","300","4000","91002","0","0","1065","2","20","90006","31022","0","0","0","0","8","0"
"885","301","2","3500","1","700","3500","91002","0","0","1065","2","18","90006","31022","0","0","0","0","8","0"
"886","701","2","3000","1","1500","3000","91002","0","0","1065","2","16","90006","31022","0","0","0","0","8","0"
"887","1501","2","2500","1","3000","2500","91002","0","0","1065","2","14","90006","31022","0","0","0","0","8","0"
"888","3001","2","2000","1","5000","2000","91002","0","0","1065","2","12","90006","31022","0","0","0","0","8","0"
"889","5001","2","1500","1","7000","1500","91002","0","0","1065","2","10","90006","31022","0","0","0","0","8","0"
"890","7001","2","1000","1","10000","1000","91002","0","0","1065","2","8","90006","31022","0","0","0","0","8","0"
"891","10001","2","750","1","-1","750","91002","0","0","1065","2","7","90006","31022","0","0","0","0","8","0"
"892","1","2","5000","1","1","20000","91002","0","0","1066","2","30","90006","31043","0","0","0","0","8","0"
"893","2","2","5000","1","2","15000","91002","0","0","1066","2","30","90006","31043","0","0","0","0","8","0"
"894","3","2","5000","1","3","12000","91002","0","0","1066","2","30","90006","31043","0","0","0","0","8","0"
"895","4","2","5000","1","20","10000","91002","0","0","1066","2","30","90006","31043","0","0","0","0","8","0"
"896","21","2","5000","1","50","8000","91002","0","0","1066","2","30","90006","31043","0","0","0","0","8","0"
"897","51","2","4500","1","150","6000","91002","0","0","1066","2","25","90006","31043","0","0","0","0","8","0"
"898","151","2","4000","1","300","4000","91002","0","0","1066","2","20","90006","31043","0","0","0","0","8","0"
"899","301","2","3500","1","700","3500","91002","0","0","1066","2","18","90006","31043","0","0","0","0","8","0"
"900","701","2","3000","1","1500","3000","91002","0","0","1066","2","16","90006","31043","0","0","0","0","8","0"
"901","1501","2","2500","1","3000","2500","91002","0","0","1066","2","14","90006","31043","0","0","0","0","8","0"
"902","3001","2","2000","1","5000","2000","91002","0","0","1066","2","12","90006","31043","0","0","0","0","8","0"
"903","5001","2","1500","1","7000","1500","91002","0","0","1066","2","10","90006","31043","0","0","0","0","8","0"
"904","7001","2","1000","1","10000","1000","91002","0","0","1066","2","8","90006","31043","0","0","0","0","8","0"
"905","10001","2","750","1","-1","750","91002","0","0","1066","2","7","90006","31043","0","0","0","0","8","0"
"906","1","2","5000","1","1","20000","91002","0","0","1067","2","30","90006","31018","0","0","0","0","8","0"
"907","2","2","5000","1","2","15000","91002","0","0","1067","2","30","90006","31018","0","0","0","0","8","0"
"908","3","2","5000","1","3","12000","91002","0","0","1067","2","30","90006","31018","0","0","0","0","8","0"
"909","4","2","5000","1","20","10000","91002","0","0","1067","2","30","90006","31018","0","0","0","0","8","0"
"910","21","2","5000","1","50","8000","91002","0","0","1067","2","30","90006","31018","0","0","0","0","8","0"
"911","51","2","4500","1","150","6000","91002","0","0","1067","2","25","90006","31018","0","0","0","0","8","0"
"912","151","2","4000","1","300","4000","91002","0","0","1067","2","20","90006","31018","0","0","0","0","8","0"
"913","301","2","3500","1","700","3500","91002","0","0","1067","2","18","90006","31018","0","0","0","0","8","0"
"914","701","2","3000","1","1500","3000","91002","0","0","1067","2","16","90006","31018","0","0","0","0","8","0"
"915","1501","2","2500","1","3000","2500","91002","0","0","1067","2","14","90006","31018","0","0","0","0","8","0"
"916","3001","2","2000","1","5000","2000","91002","0","0","1067","2","12","90006","31018","0","0","0","0","8","0"
"917","5001","2","1500","1","7000","1500","91002","0","0","1067","2","10","90006","31018","0","0","0","0","8","0"
"918","7001","2","1000","1","10000","1000","91002","0","0","1067","2","8","90006","31018","0","0","0","0","8","0"
"919","10001","2","750","1","-1","750","91002","0","0","1067","2","7","90006","31018","0","0","0","0","8","0"
"920","1","2","5000","1","1","20000","91002","0","0","1068","2","30","90006","31145","0","0","0","0","8","0"
"921","2","2","5000","1","2","15000","91002","0","0","1068","2","30","90006","31145","0","0","0","0","8","0"
"922","3","2","5000","1","3","12000","91002","0","0","1068","2","30","90006","31145","0","0","0","0","8","0"
"923","4","2","5000","1","20","10000","91002","0","0","1068","2","30","90006","31145","0","0","0","0","8","0"
"924","21","2","5000","1","50","8000","91002","0","0","1068","2","30","90006","31145","0","0","0","0","8","0"
"925","51","2","4500","1","150","6000","91002","0","0","1068","2","25","90006","31145","0","0","0","0","8","0"
"926","151","2","4000","1","300","4000","91002","0","0","1068","2","20","90006","31145","0","0","0","0","8","0"
"927","301","2","3500","1","700","3500","91002","0","0","1068","2","18","90006","31145","0","0","0","0","8","0"
"928","701","2","3000","1","1500","3000","91002","0","0","1068","2","16","90006","31145","0","0","0","0","8","0"
"929","1501","2","2500","1","3000","2500","91002","0","0","1068","2","14","90006","31145","0","0","0","0","8","0"
"930","3001","2","2000","1","5000","2000","91002","0","0","1068","2","12","90006","31145","0","0","0","0","8","0"
"931","5001","2","1500","1","7000","1500","91002","0","0","1068","2","10","90006","31145","0","0","0","0","8","0"
"932","7001","2","1000","1","10000","1000","91002","0","0","1068","2","8","90006","31145","0","0","0","0","8","0"
"933","10001","2","750","1","-1","750","91002","0","0","1068","2","7","90006","31145","0","0","0","0","8","0"
"934","1","2","5000","1","1","20000","91002","0","0","1069","2","30","90006","31025","0","0","0","0","8","0"
"935","2","2","5000","1","2","15000","91002","0","0","1069","2","30","90006","31025","0","0","0","0","8","0"
"936","3","2","5000","1","3","12000","91002","0","0","1069","2","30","90006","31025","0","0","0","0","8","0"
"937","4","2","5000","1","20","10000","91002","0","0","1069","2","30","90006","31025","0","0","0","0","8","0"
"938","21","2","5000","1","50","8000","91002","0","0","1069","2","30","90006","31025","0","0","0","0","8","0"
"939","51","2","4500","1","150","6000","91002","0","0","1069","2","25","90006","31025","0","0","0","0","8","0"
"940","151","2","4000","1","300","4000","91002","0","0","1069","2","20","90006","31025","0","0","0","0","8","0"
"941","301","2","3500","1","700","3500","91002","0","0","1069","2","18","90006","31025","0","0","0","0","8","0"
"942","701","2","3000","1","1500","3000","91002","0","0","1069","2","16","90006","31025","0","0","0","0","8","0"
"943","1501","2","2500","1","3000","2500","91002","0","0","1069","2","14","90006","31025","0","0","0","0","8","0"
"944","3001","2","2000","1","5000","2000","91002","0","0","1069","2","12","90006","31025","0","0","0","0","8","0"
"945","5001","2","1500","1","7000","1500","91002","0","0","1069","2","10","90006","31025","0","0","0","0","8","0"
"946","7001","2","1000","1","10000","1000","91002","0","0","1069","2","8","90006","31025","0","0","0","0","8","0"
"947","10001","2","750","1","-1","750","91002","0","0","1069","2","7","90006","31025","0","0","0","0","8","0"
"948","1","2","5000","1","1","20000","91002","0","0","1070","2","30","90006","31042","0","0","0","0","8","0"
"949","2","2","5000","1","2","15000","91002","0","0","1070","2","30","90006","31042","0","0","0","0","8","0"
"950","3","2","5000","1","3","12000","91002","0","0","1070","2","30","90006","31042","0","0","0","0","8","0"
"951","4","2","5000","1","20","10000","91002","0","0","1070","2","30","90006","31042","0","0","0","0","8","0"
"952","21","2","5000","1","50","8000","91002","0","0","1070","2","30","90006","31042","0","0","0","0","8","0"
"953","51","2","4500","1","150","6000","91002","0","0","1070","2","25","90006","31042","0","0","0","0","8","0"
"954","151","2","4000","1","300","4000","91002","0","0","1070","2","20","90006","31042","0","0","0","0","8","0"
"955","301","2","3500","1","700","3500","91002","0","0","1070","2","18","90006","31042","0","0","0","0","8","0"
"956","701","2","3000","1","1500","3000","91002","0","0","1070","2","16","90006","31042","0","0","0","0","8","0"
"957","1501","2","2500","1","3000","2500","91002","0","0","1070","2","14","90006","31042","0","0","0","0","8","0"
"958","3001","2","2000","1","5000","2000","91002","0","0","1070","2","12","90006","31042","0","0","0","0","8","0"
"959","5001","2","1500","1","7000","1500","91002","0","0","1070","2","10","90006","31042","0","0","0","0","8","0"
"960","7001","2","1000","1","10000","1000","91002","0","0","1070","2","8","90006","31042","0","0","0","0","8","0"
"961","10001","2","750","1","-1","750","91002","0","0","1070","2","7","90006","31042","0","0","0","0","8","0"
"962","1","2","5000","1","1","20000","91002","0","0","1071","2","30","90006","31022","0","0","0","0","8","0"
"963","2","2","5000","1","2","15000","91002","0","0","1071","2","30","90006","31022","0","0","0","0","8","0"
"964","3","2","5000","1","3","12000","91002","0","0","1071","2","30","90006","31022","0","0","0","0","8","0"
"965","4","2","5000","1","20","10000","91002","0","0","1071","2","30","90006","31022","0","0","0","0","8","0"
"966","21","2","5000","1","50","8000","91002","0","0","1071","2","30","90006","31022","0","0","0","0","8","0"
"967","51","2","4500","1","150","6000","91002","0","0","1071","2","25","90006","31022","0","0","0","0","8","0"
"968","151","2","4000","1","300","4000","91002","0","0","1071","2","20","90006","31022","0","0","0","0","8","0"
"969","301","2","3500","1","700","3500","91002","0","0","1071","2","18","90006","31022","0","0","0","0","8","0"
"970","701","2","3000","1","1500","3000","91002","0","0","1071","2","16","90006","31022","0","0","0","0","8","0"
"971","1501","2","2500","1","3000","2500","91002","0","0","1071","2","14","90006","31022","0","0","0","0","8","0"
"972","3001","2","2000","1","5000","2000","91002","0","0","1071","2","12","90006","31022","0","0","0","0","8","0"
"973","5001","2","1500","1","7000","1500","91002","0","0","1071","2","10","90006","31022","0","0","0","0","8","0"
"974","7001","2","1000","1","10000","1000","91002","0","0","1071","2","8","90006","31022","0","0","0","0","8","0"
"975","10001","2","750","1","-1","750","91002","0","0","1071","2","7","90006","31022","0","0","0","0","8","0"
"976","1","2","5000","1","1","20000","91002","0","0","1072","2","30","90006","31043","0","0","0","0","8","0"
"977","2","2","5000","1","2","15000","91002","0","0","1072","2","30","90006","31043","0","0","0","0","8","0"
"978","3","2","5000","1","3","12000","91002","0","0","1072","2","30","90006","31043","0","0","0","0","8","0"
"979","4","2","5000","1","20","10000","91002","0","0","1072","2","30","90006","31043","0","0","0","0","8","0"
"980","21","2","5000","1","50","8000","91002","0","0","1072","2","30","90006","31043","0","0","0","0","8","0"
"981","51","2","4500","1","150","6000","91002","0","0","1072","2","25","90006","31043","0","0","0","0","8","0"
"982","151","2","4000","1","300","4000","91002","0","0","1072","2","20","90006","31043","0","0","0","0","8","0"
"983","301","2","3500","1","700","3500","91002","0","0","1072","2","18","90006","31043","0","0","0","0","8","0"
"984","701","2","3000","1","1500","3000","91002","0","0","1072","2","16","90006","31043","0","0","0","0","8","0"
"985","1501","2","2500","1","3000","2500","91002","0","0","1072","2","14","90006","31043","0","0","0","0","8","0"
"986","3001","2","2000","1","5000","2000","91002","0","0","1072","2","12","90006","31043","0","0","0","0","8","0"
"987","5001","2","1500","1","7000","1500","91002","0","0","1072","2","10","90006","31043","0","0","0","0","8","0"
"988","7001","2","1000","1","10000","1000","91002","0","0","1072","2","8","90006","31043","0","0","0","0","8","0"
"989","10001","2","750","1","-1","750","91002","0","0","1072","2","7","90006","31043","0","0","0","0","8","0"
"990","1","2","5000","1","1","20000","91002","0","0","1073","2","30","90006","31018","0","0","0","0","8","0"
"991","2","2","5000","1","2","15000","91002","0","0","1073","2","30","90006","31018","0","0","0","0","8","0"
"992","3","2","5000","1","3","12000","91002","0","0","1073","2","30","90006","31018","0","0","0","0","8","0"
"993","4","2","5000","1","20","10000","91002","0","0","1073","2","30","90006","31018","0","0","0","0","8","0"
"994","21","2","5000","1","50","8000","91002","0","0","1073","2","30","90006","31018","0","0","0","0","8","0"
"995","51","2","4500","1","150","6000","91002","0","0","1073","2","25","90006","31018","0","0","0","0","8","0"
"996","151","2","4000","1","300","4000","91002","0","0","1073","2","20","90006","31018","0","0","0","0","8","0"
"997","301","2","3500","1","700","3500","91002","0","0","1073","2","18","90006","31018","0","0","0","0","8","0"
"998","701","2","3000","1","1500","3000","91002","0","0","1073","2","16","90006","31018","0","0","0","0","8","0"
"999","1501","2","2500","1","3000","2500","91002","0","0","1073","2","14","90006","31018","0","0","0","0","8","0"
"1000","3001","2","2000","1","5000","2000","91002","0","0","1073","2","12","90006","31018","0","0","0","0","8","0"
"1001","5001","2","1500","1","7000","1500","91002","0","0","1073","2","10","90006","31018","0","0","0","0","8","0"
"1002","7001","2","1000","1","10000","1000","91002","0","0","1073","2","8","90006","31018","0","0","0","0","8","0"
"1003","10001","2","750","1","-1","750","91002","0","0","1073","2","7","90006","31018","0","0","0","0","8","0"
"1004","1","2","5000","1","1","20000","91002","0","0","1074","2","30","90006","31145","0","0","0","0","8","0"
"1005","2","2","5000","1","2","15000","91002","0","0","1074","2","30","90006","31145","0","0","0","0","8","0"
"1006","3","2","5000","1","3","12000","91002","0","0","1074","2","30","90006","31145","0","0","0","0","8","0"
"1007","4","2","5000","1","20","10000","91002","0","0","1074","2","30","90006","31145","0","0","0","0","8","0"
"1008","21","2","5000","1","50","8000","91002","0","0","1074","2","30","90006","31145","0","0","0","0","8","0"
"1009","51","2","4500","1","150","6000","91002","0","0","1074","2","25","90006","31145","0","0","0","0","8","0"
"1010","151","2","4000","1","300","4000","91002","0","0","1074","2","20","90006","31145","0","0","0","0","8","0"
"1011","301","2","3500","1","700","3500","91002","0","0","1074","2","18","90006","31145","0","0","0","0","8","0"
"1012","701","2","3000","1","1500","3000","91002","0","0","1074","2","16","90006","31145","0","0","0","0","8","0"
"1013","1501","2","2500","1","3000","2500","91002","0","0","1074","2","14","90006","31145","0","0","0","0","8","0"
"1014","3001","2","2000","1","5000","2000","91002","0","0","1074","2","12","90006","31145","0","0","0","0","8","0"
