f4778d672af375b01c492eedc4bcb93bae0ea2645bc8318113cf6b2c879c3b2f,35131e55d0d70da4f403a87db5cfcb27bfecd44df1c9ad67146a24b5cb101644,a1de9df93f93e5b9c466b5d48e6e6b2135f388c2b62d417f65a9a0d7beeada4f,74c30114cc38a3ea440b09eff5c7177b1150856ce5e5ce6549ced9867029878c,d5291af6876de614e0637c302900d19eac921ab543470d30eedd5be7c5b98222,afced2632158c2fcbedc1c2d5497a9198da04f4c77f4d7e4390b1b6bbc25f07c,338a2250c6eaaa56f5f0217df8a6d14be32664b9cc4b674385b238eb71fbeb0b,679c061f94092d680aab3f13bd833ad2fe0ced6bba603c77470e3a0d9d9e1ed5,ed4a45ab3d205006a6300eb9e57ecb9c23d364841ac57e72f4223f5bd81e2d7c,0781bbbec11790d40e0146732ec34223f0d9d80fa05d50863bdcb6733510ed04,42228f0ca1417b8f2c7650ae0bc6bdb1da6fdd504feea832501f06dc164a122d
"38612029","","","101311","3","38612","0.2","1","wac_talk_kyapi_loop","wac_talk_kyapi_in","0"
"38612030","","","vo_wac_230307","21","38612","","","0","vo_wac_230307_001","0"
"38612031","0","0.5","101311","11","38612","0","1","1","でも、楽しいお仕事ですぞ～♪\nできればもうすこ～し、\n魔法少女チックな要素を\n付け足せたらとは思ったけど……","10"
"38612032","","","0","91","38612","","","","",""
"38612033","","","101311","3","38612","0.2","1","","wac_idle_kyapi","1"
"38612034","","","100911","3","38612","0.2","1","wac_talk_doya_loop_L","wac_talk_doya_in_L","0"
"38612035","","","vo_wac_230307","21","38612","","","0","vo_wac_230307_002","0"
"38612036","0","0.5","100911","11","38612","0","1","1","いや、どうせ付け足すのならば\nこの疾風の冥姫がいかにして\n呪われし運命を克服していったか、\nその神話が分かるような壁画を……","10"
"38612037","","","0","91","38612","","","","",""
"38612038","","","100911","3","38612","0.2","1","","wac_idle_doya_L","1"
"38612039","","","102711","3","38612","0.2","1","wac_talk_wish_loop_L","wac_talk_wish_in_L","0"
"38612040","","","vo_wac_230307","21","38612","","","0","vo_wac_230307_003","0"
"38612041","0","0.5","102711","11","38612","0","1","1","いいえ……運命の物語を描くなら、\n私とあなた様との出会いから今までを\n描いた方が素敵ですわよね……\nクスクス……♪","10"
"38612042","","","0","91","38612","","","","",""
"38612043","","","102711","3","38612","0.2","1","","wac_idle_wish_L","1"
"38612044","","","105611","3","38612","0.2","1","wac_talk_arm_crossed_loop","wac_talk_arm_crossed_in","0"
"38612045","","","vo_wac_230307","21","38612","","","0","vo_wac_230307_004","0"
"38612046","0","0.5","105611","11","38612","0","1","1","この作業も長くやってきたってのに、\n結局考えてることはバラバラだねぇ……\nそれでも上手いこと回っていくのが、\nウチのギルドのよさなんだけどさ。","10"
"38612047","","","0","91","38612","","","","",""
"38612048","","","0","22","38612","","","","0",""
"38612049","","","","111","38612","","","","",""
"38613001","","","102711","3","38613","0.2","","","wac_idle_wish_L","1"
"38613002","","","100911","3","38613","0.2","","","wac_idle_doya_L","1"
"38613003","","","105111","3","38613","0.2","","","wac_idle_arm_crossed","1"
"38613004","","","101311","3","38613","0.2","","","wac_idle_kyapi","1"
"38613005","","","105611","3","38613","0.2","","","wac_idle_arm_crossed","1"
"38613006","","","111","3","38613","0.2","","","wac_no_items","1"
"38613007","","","112","3","38613","0.2","","","wac_no_items","1"
"38613008","","","113","3","38613","0.2","","","wac_no_items","1"
"38613009","","","114","3","38613","0.2","","","wac_no_items","1"
"38613010","","","115","3","38613","0.2","","","wac_no_items","1"
"38613011","","","102711","2","38613","","","0","-335","-360"
"38613012","","","100911","2","38613","","","0","-190","-335"
"38613013","","","105111","2","38613","","","0","190","-360"
"38613014","","","101311","2","38613","","","0","350","-335"
"38613015","","","105611","2","38613","","","0","500","-360"
"38613016","","","111","2","38613","","","0","-335","-360"
"38613017","","","112","2","38613","","","0","-190","-335"
"38613018","","","113","2","38613","","","0","190","-360"
"38613019","","","114","2","38613","","","0","350","-335"
"38613020","","","115","2","38613","","","0","500","-360"
"38613021","","","50","32","38613","","","","0",""
"38613022","","","52","32","38613","","","","1",""
"38613023","","","15","32","38613","","","","0",""
"38613024","","","0","91","38613","","","","",""
"38711001","0","wac_default_01","1","1","38711","2","-213","-108","105611","202"
"38711002","0","wac_default_03","1","5","38711","2","-213","-108","111","201"
"38711003","","","43","31","38711","1","1","0","43","0"
"38711004","","","44","31","38711","0","1","0","44","0"
"38711005","","","11","31","38711","0","1","0","11","0"
"38711006","","","105611","3","38711","0.2","0","","wac_paint_01","0"
"38711007","","","111","3","38711","0.2","0","","wac_paint_03","0"
"38711008","","","0","93","38711","","","","0",""
"38711009","","","11","32","38711","","","","1",""
"38711010","","","se_10035700","23","38711","","","","se_10035700_brush","0"
"38711011","","","105611","13","38711","","","","300",""
"38711012","","","1","131","38711","","","","",""
"38712001","","","105611","3","38712","0.2","1","wac_talk_doya_loop","wac_talk_doya_in","0"
"38712002","","","111","3","38712","0.2","","","wac_no_items","1"
"38712003","","","105611","2","38712","","","0","200","-340"
"38712004","","","111","2","38712","","","0","200","-340"
"38712005","","","43","32","38712","","","","0",""
"38712006","","","44","32","38712","","","","1",""
"38712007","","","11","32","38712","","","","0",""
"38712008","","","vo_wac_230308","21","38712","","","0","vo_wac_230308_000","0"
"38712009","0","0.5","105611","11","38712","0","1","1","もうすっかり絵を描くのにも\n慣れっこだけど、最近は\nちょっと欲も出てきてね……","10"
"38712010","","","0","91","38712","","","","",""
"38712011","","","vo_wac_230308","21","38712","","","0","vo_wac_230308_001","0"
"38712012","0","0.5","105611","11","38712","0","1","1","釣った魚で魚拓をとるんじゃなく、\n水墨画みたいな感じで描いて、\n掛け軸にできないかと考えてるんだ。\n部屋に飾ったら、雰囲気が出そうだろ？","10"
"38712013","","","0","91","38712","","","","",""
"38712014","","","0","22","38712","","","","0",""
"38713001","","","105611","3","38713","0.2","","","wac_idle_doya","1"
"38713002","","","111","3","38713","0.2","","","wac_no_items","1"
"38713003","","","105611","2","38713","","","0","200","-340"
"38713004","","","111","2","38713","","","0","200","-340"
"38713005","","","43","32","38713","","","","0",""
"38713006","","","44","32","38713","","","","1",""
"38713007","","","11","32","38713","","","","0",""
"38713008","","","0","91","38713","","","","",""
"38811001","0","wac_default_01","1","1","38811","2","-213","-108","102711","202"
"38811002","0","wac_default_02","1","5","38811","2","-213","-108","111","201"
"38811003","","","43","31","38811","1","1","0","43","0"
"38811004","","","44","31","38811","0","1","0","44","0"
"38811005","","","11","31","38811","0","1","0","11","0"
"38811006","","","102711","3","38811","0.2","0","","wac_paint_01","0"
"38811007","","","111","3","38811","0.2","0","","wac_paint_02","0"
"38811008","","","0","93","38811","","","","0",""
"38811009","","","11","32","38811","","","","1",""
"38811010","","","se_10035700","23","38811","","","","se_10035700_brush","0"
"38811011","","","102711","13","38811","","","","300",""
"38811012","","","1","131","38811","","","","",""
"38812001","","","102711","3","38812","0.2","1","wac_talk_wish_loop_joy","wac_talk_wish_in_joy","0"
"38812002","","","111","3","38812","0.2","","","wac_no_items","1"
"38812003","","","102711","2","38812","","","0","200","-340"
"38812004","","","111","2","38812","","","0","200","-340"
"38812005","","","43","32","38812","","","","0",""
"38812006","","","44","32","38812","","","","1",""
"38812007","","","11","32","38812","","","","0",""
"38812008","","","vo_wac_230309","21","38812","","","0","vo_wac_230309_000","0"
"38812009","0","0.5","102711","11","38812","0","1","1","絵を描くと一口に言っても、\n様々な工程がありますが……\nあなた様は、どの作業が\n一番楽しいと感じますか？","10"
"38812010","","","0","91","38812","","","","",""
"38812011","","","102711","3","38812","0.2","","","wac_talk_wish_loop","1"
"38812012","","","vo_wac_230309","21","38812","","","0","vo_wac_230309_001","0"
"38812013","0","0.5","102711","11","38812","0","1","1","私は、やはり色を塗るときが\n最も充実していると感じますわ……\n自分の色で、相手を染め上げる瞬間が\nたまらないのです……クスクス♪","10"
"38812014","","","0","91","38812","","","","",""
"38812015","","","0","22","38812","","","","0",""
"38813001","","","102711","3","38813","0.2","","","wac_idle_wish","1"
"38813002","","","111","3","38813","0.2","","","wac_no_items","1"
"38813003","","","102711","2","38813","","","0","200","-340"
"38813004","","","111","2","38813","","","0","200","-340"
"38813005","","","43","32","38813","","","","0",""
"38813006","","","44","32","38813","","","","1",""
"38813007","","","11","32","38813","","","","0",""
"38813008","","","0","91","38813","","","","",""
"38911001","0","wac_default_bot_31","1","1","38911","2","-325","-167","118511","204"
"38911002","0","wac_default_51","1","1","38911","2","-325","230","105711","202"
"38911003","0","wac_default_bot_31","1","5","38911","2","-325","-167","111","203"
"38911004","0","wac_default_bot_53","1","5","38911","2","-325","230","113","201"
"38911005","","","105711","13","38911","","","","300",""
"38911006","","","118511","13","38911","","","","300",""
"38911007","","","48","31","38911","1","1","0","48","0"
"38911008","","","52","31","38911","0","1","0","52","0"
"38911009","","","17","31","38911","0","1","0","17","0"
"38911010","","","118511","3","38911","0.2","0","","wac_paint_bot_31","0"
"38911011","","","111","3","38911","0.2","0","","wac_paint_bot_31","0"
"38911012","","","105711","3","38911","0.2","0","","wac_paint_bot_51","0"
"38911013","","","113","3","38911","0.2","0","","wac_paint_bot_53","0"
"38911014","","","0","93","38911","","","","0",""
"38911015","","","17","32","38911","","","","1",""
"38911016","","","se_common","23","38911","","","","se_sys_login_birthday_calendar_smallbrush","0"
"38911017","","","1","131","38911","","","","",""
"38912001","","","105711","3","38912","0","","","wac_idle_sad_shy","1"
"38912002","","","118511","3","38912","0","","","wac_idle_smile_L","1"
"38912003","","","111","3","38912","0","","","wac_no_items","1"
"38912004","","","113","3","38912","0","","","wac_no_items","1"
"38912005","","","105711","2","38912","","","0","190","-335"
"38912006","","","118511","2","38912","","","0","-190","-335"
"38912007","","","111","2","38912","","","0","190","-335"
"38912008","","","113","2","38912","","","0","-190","-335"
"38912009","","","48","32","38912","","","","0",""
"38912010","","","52","32","38912","","","","1",""
"38912011","","","17","32","38912","","","","0",""
"38912012","","","105711","3","38912","0.2","","","wac_talk_sad_loop_shy","1"
"38912013","","","vo_wac_230310","21","38912","","","0","vo_wac_230310_000","0"
"38912014","0","0.5","105711","11","38912","0","1","1","こんな感じ……かな？\n壁に大きな絵を描くなんて、\nちょっと緊張しちゃうね……","10"
"38912015","","","0","91","38912","","","","",""
"38912016","","","105711","3","38912","0.2","1","wac_talk_wish_loop_joy","wac_talk_wish_in_joy","0"
"38912017","","","vo_wac_230310","21","38912","","","0","vo_wac_230310_001","0"
"38912018","0","0.5","105711","11","38912","0","1","1","でも……これだけ大きかったら、\n空からでもはっきり見えるよね？\nどんな景色になったか、\n騎空艇に乗ったら確かめてみようね♪","10"
"38912019","","","0","91","38912","","","","",""
"38912020","","","0","22","38912","","","","0",""
"38912021","","","","111","38912","","","","",""
"38913001","","","105711","3","38913","0.2","","","wac_idle_wish_joy","1"
"38913002","","","118511","3","38913","0.2","","","wac_idle_smile_L","1"
"38913003","","","111","3","38913","0.2","","","wac_no_items","1"
"38913004","","","113","3","38913","0.2","","","wac_no_items","1"
"38913005","","","105711","2","38913","","","0","190","-335"
"38913006","","","118511","2","38913","","","0","-190","-335"
"38913007","","","111","2","38913","","","0","190","-335"
"38913008","","","113","2","38913","","","0","-190","-335"
"38913009","","","48","32","38913","","","","0",""
"38913010","","","52","32","38913","","","","1",""
"38913011","","","17","32","38913","","","","0",""
"38913012","","","0","91","38913","","","","",""
"39011001","0","wac_default_11","1","1","39011","2","-213","-108","101311","202"
"39011002","0","wac_default_12","1","5","39011","2","-213","-108","111","201"
"39011003","","","43","31","39011","1","1","0","43","0"
"39011004","","","44","31","39011","0","1","0","44","0"
"39011005","","","11","31","39011","0","1","0","11","0"
"39011006","","","101311","3","39011","0.2","0","","wac_paint_11","0"
"39011007","","","111","3","39011","0.2","0","","wac_paint_12","0"
"39011008","","","0.3","93","39011","","","","0",""
"39011009","","","11","32","39011","","","","1",""
"39011010","","","se_10035700","23","39011","","","","se_10035700_roller","0"
"39011011","","","101311","13","39011","","","","300",""
"39011012","","","1","131","39011","","","","",""
"39012001","","","101311","3","39012","0.2","1","wac_talk_smile_loop","wac_talk_smile_in","0"
"39012002","","","111","3","39012","0.2","","","wac_no_items","1"
"39012003","","","101311","2","39012","","","0","200","-340"
"39012004","","","111","2","39012","","","0","200","-340"
"39012005","","","43","32","39012","","","","0",""
"39012006","","","44","32","39012","","","","1",""
"39012007","","","11","32","39012","","","","0",""
"39012008","","","vo_wac_230311","21","39012","","","0","vo_wac_230311_000","0"
"39012009","0","0.5","101311","11","39012","0","1","1","今回も大満足な出来栄えですな～♪\n特に発色には気をつかったんだけど、\nちゃんと鮮やかになってるでしょ？","10"
"39012010","","","0","91","39012","","","","",""
"39012011","","","101311","3","39012","0.2","1","wac_talk_doya_loop","wac_talk_doya_in_fromblink","0"
"39012012","","","vo_wac_230311","21","39012","","","0","vo_wac_230311_001","0"
"39012013","0","0.5","101311","11","39012","0","1","1","色って、周囲の明るさによって\n見え方が変わっちゃうからね～\nだからこの作業をするときは、\n晴れの日をお薦めしますぞ～♪","10"
"39012014","","","0","91","39012","","","","",""
"39012015","","","0","22","39012","","","","0",""
"39013001","","","101311","3","39013","0.2","","","wac_idle_doya","1"
"39013002","","","111","3","39013","0.2","","","wac_no_items","1"
"39013003","","","101311","2","39013","","","0","200","-340"
"39013004","","","111","2","39013","","","0","200","-340"
"39013005","","","43","32","39013","","","","0",""
"39013006","","","44","32","39013","","","","1",""
"39013007","","","11","32","39013","","","","0",""
"39013008","","","0","91","39013","","","","",""
"39111001","0","wac_default_31","1","1","39111","2","-185","-167","104811","204"
"39111002","0","wac_default_51","1","1","39111","2","-185","230","103211","202"
"39111003","0","wac_default_bot_61","1","1","39111","2","-350","-330","104611","256"
"39111004","0","wac_default_bot_71","1","1","39111","2","-350","340","103411","254"
"39111005","0","wac_default_31","1","5","39111","2","-185","-167","111","203"
"39111006","0","wac_default_57","1","5","39111","2","-185","230","113","201"
"39111007","0","wac_default_67","1","5","39111","2","-350","-330","114","255"
"39111008","0","wac_default_71","1","5","39111","2","-350","340","115","253"
"39111009","","","104611","13","39111","","","","300",""
"39111010","","","103411","13","39111","","","","300",""
"39111011","","","103211","13","39111","","","","300",""
"39111012","","","104811","13","39111","","","","300",""
"39111013","","","49","31","39111","1","1","0","49","0"
"39111014","","","52","31","39111","0","1","0","52","0"
"39111015","","","15","31","39111","0","1","0","15","0"
"39111016","","","104811","3","39111","0.2","0","","wac_paint_31","0"
"39111017","","","111","3","39111","0.2","0","","wac_paint_31","0"
"39111018","","","103211","3","39111","0.2","0","","wac_paint_51","0"
"39111019","","","113","3","39111","0.2","0","","wac_paint_57","0"
"39111020","","","104611","3","39111","0.2","0","","wac_paint_bot_61","0"
"39111021","","","114","3","39111","0.2","0","","wac_paint_67","0"
"39111022","","","103411","3","39111","0.2","0","","wac_paint_bot_71","0"
"39111023","","","115","3","39111","0.2","0","","wac_paint_71","0"
"39111024","","","0","93","39111","","","","0",""
"39111025","","","15","32","39111","","","","1",""
"39111026","","","se_common","23","39111","","","","se_sys_login_birthday_calendar_smallbrush","0"
"39111027","","","1","131","39111","","","","",""
"39112001","","","104611","3","39112","0","","","wac_idle_smile_L","1"
"39112002","","","103411","3","39112","0","","","wac_idle_normal_L","1"
"39112003","","","103211","3","39112","0","","","wac_idle_wish_joy","1"
"39112004","","","104811","3","39112","0","","","wac_idle_arm_crossed","1"
"39112005","","","111","3","39112","0","","","wac_no_items","1"
"39112006","","","113","3","39112","0","","","wac_no_items","1"
"39112007","","","114","3","39112","0","","","wac_no_items","1"
"39112008","","","115","3","39112","0","","","wac_no_items","1"
"39112009","","","104611","2","39112","","","0","-335","-360"
"39112010","","","103411","2","39112","","","0","-190","-335"
"39112011","","","103211","2","39112","","","0","190","-335"
"39112012","","","104811","2","39112","","","0","350","-360"
"39112013","","","111","2","39112","","","0","-335","-360"
"39112014","","","113","2","39112","","","0","-190","-335"
"39112015","","","114","2","39112","","","0","190","-335"
"39112016","","","115","2","39112","","","0","350","-360"
"39112017","","","49","32","39112","","","","0",""
"39112018","","","52","32","39112","","","","1",""
"39112019","","","15","32","39112","","","","0",""
"39112020","","","103211","3","39112","0.2","1","wac_talk_wish_loop_joy","wac_talk_wish_in_joy","0"
"39112021","","","vo_wac_230312","21","39112","","","0","vo_wac_230312_000","0"
"39112022","0","0.5","103211","11","39112","0","1","1","これで完成ですわ！\nみなさん、手分けして仕上がりを\nチェックしていきましょう。","10"
"39112023","","","0","91","39112","","","","",""
"39112024","","","103211","3","39112","0.2","1","","wac_idle_wish_joy","1"
"39112025","","","103411","3","39112","0.2","1","wac_talk_doya_loop_L","wac_talk_doya_in_L","0"
"39112026","","","vo_wac_230312","21","39112","","","0","vo_wac_230312_001","0"
"39112027","0","0.5","103411","11","39112","0","1","1","分かったわ。\n……線のはみだし、なし！\n色の塗り忘れも、なし！","10"
"39112028","","","0","91","39112","","","","",""
"39112029","","","103411","3","39112","0.2","1","","wac_idle_doya_L","1"
"39112030","","","104611","3","39112","0.2","1","wac_talk_smile_loop_L","wac_talk_smile_in_L","0"
"39112031","","","vo_wac_230312","21","39112","","","0","vo_wac_230312_002","0"
"39112032","0","0.5","104611","11","39112","0","1","1","指示書の指定通りになってない\n線や色も特にないにゃ。\nいつも通り、完璧な仕上がりにゃ～♪","10"
"39112033","","","0","91","39112","","","","",""
"39112034","","","104611","3","39112","0.2","1","","wac_idle_smile_L","1"
"39112035","","","104811","3","39112","0.2","1","wac_talk_arm_crossed_loop","wac_talk_arm_crossed_in","0"
"39112036","","","vo_wac_230312","21","39112","","","0","vo_wac_230312_003","0"
"39112037","0","0.5","104811","11","39112","0","1","1","もう連携して絵を描くのも慣れっこね。\n時々アキノさんも言っているけれど、\nこの経験はぜひとも新規事業の\n開拓に活かしていきたいわ。","10"
"39112038","","","0","91","39112","","","","",""
"39112039","","","0","22","39112","","","","0",""
"39112040","","","","111","39112","","","","",""
"39113001","","","104611","3","39113","0.2","","","wac_idle_smile_L","1"
"39113002","","","103411","3","39113","0.2","","","wac_idle_doya_L","1"
"39113003","","","103211","3","39113","0.2","","","wac_idle_wish_joy","1"
"39113004","","","104811","3","39113","0.2","","","wac_idle_arm_crossed","1"
"39113005","","","111","3","39113","0.2","","","wac_no_items","1"
"39113006","","","113","3","39113","0.2","","","wac_no_items","1"
"39113007","","","114","3","39113","0.2","","","wac_no_items","1"
"39113008","","","115","3","39113","0.2","","","wac_no_items","1"
"39113009","","","104611","2","39113","","","0","-335","-360"
"39113010","","","103411","2","39113","","","0","-190","-335"
"39113011","","","103211","2","39113","","","0","190","-335"
"39113012","","","104811","2","39113","","","0","350","-360"
"39113013","","","111","2","39113","","","0","-335","-360"
"39113014","","","113","2","39113","","","0","-190","-335"
"39113015","","","114","2","39113","","","0","190","-335"
"39113016","","","115","2","39113","","","0","350","-360"
"39113017","","","49","32","39113","","","","0",""
"39113018","","","52","32","39113","","","","1",""
"39113019","","","15","32","39113","","","","0",""
"39113020","","","0","91","39113","","","","",""
"39211001","0","wac_default_bot_21","1","1","39211","2","-325","-108","104811","202"
"39211002","0","wac_default_bot_21","1","5","39211","2","-325","-108","111","201"
"39211003","","","45","31","39211","1","1","0","45","0"
"39211004","","","44","31","39211","0","1","0","44","0"
"39211005","","","13","31","39211","0","1","0","13","0"
"39211006","","","104811","3","39211","0.2","0","","wac_paint_bot_21","0"
"39211007","","","111","3","39211","0.2","0","","wac_paint_bot_21","0"
"39211008","","","0","93","39211","","","","0",""
"39211009","","","13","32","39211","","","","1",""
"39211010","","","se_common","23","39211","","","","se_sys_login_birthday_calendar_brush","0"
"39211011","","","104811","13","39211","","","","300",""
"39211012","","","1","131","39211","","","","",""
"39212001","","","104811","3","39212","0.2","1","wac_talk_sad_loop","wac_talk_sad_in","0"
"39212002","","","111","3","39212","0.2","","","wac_no_items","1"
"39212003","","","104811","2","39212","","","0","200","-340"
"39212004","","","111","2","39212","","","0","200","-340"
"39212005","","","45","32","39212","","","","0",""
"39212006","","","44","32","39212","","","","1",""
"39212007","","","13","32","39212","","","","0",""
"39212008","","","vo_wac_230313","21","39212","","","0","vo_wac_230313_000","0"
"39212009","0","0.5","104811","11","39212","0","1","1","できたけど……\nちょっと今日は反省すべき点が\n多かったわね……うーん……","10"
"39212010","","","0","91","39212","","","","",""
"39212011","","","104811","3","39212","0.2","1","wac_talk_arm_crossed_loop","wac_talk_arm_crossed_in","0"
"39212012","","","vo_wac_230313","21","39212","","","0","vo_wac_230313_001","0"
"39212013","0","0.5","104811","11","39212","0","1","1","いえ、絵の仕上がりは大丈夫よ。\nただ完成度にこだわるあまり、\n大量に絵の具を消費してしまって……\n経費も意識して、作業しないとね。","10"
"39212014","","","0","91","39212","","","","",""
"39212015","","","0","22","39212","","","","0",""
"39213001","","","104811","3","39213","0.2","","","wac_idle_arm_crossed","1"
"39213002","","","111","3","39213","0.2","","","wac_no_items","1"
"39213003","","","104811","2","39213","","","0","200","-340"
"39213004","","","111","2","39213","","","0","200","-340"
"39213005","","","45","32","39213","","","","0",""
"39213006","","","44","32","39213","","","","1",""
"39213007","","","13","32","39213","","","","0",""
"39213008","","","0","91","39213","","","","",""
"39311001","0","wac_default_31","1","1","39311","2","-185","-167","103311","204"
"39311002","0","wac_default_51","1","1","39311","2","-185","230","105211","202"
"39311003","0","wac_default_bot_81","1","1","39311","2","-350","-330","103811","256"
"39311004","0","wac_default_bot_91","1","1","39311","2","-350","340","102611","254"
"39311005","0","wac_default_37","1","5","39311","2","-185","-167","111","203"
"39311006","0","wac_default_57","1","5","39311","2","-185","230","113","201"
"39311007","0","wac_default_81","1","5","39311","2","-350","-330","114","255"
"39311008","0","wac_default_98","1","5","39311","2","-350","340","115","253"
"39311009","","","103811","13","39311","","","","300",""
"39311010","","","102611","13","39311","","","","300",""
"39311011","","","105211","13","39311","","","","300",""
"39311012","","","103311","13","39311","","","","300",""
"39311013","","","49","31","39311","1","1","0","49","0"
"39311014","","","52","31","39311","0","1","0","52","0"
"39311015","","","15","31","39311","0","1","0","15","0"
"39311016","","","103311","3","39311","0.2","0","","wac_paint_31","0"
"39311017","","","111","3","39311","0.2","0","","wac_paint_37","0"
"39311018","","","105211","3","39311","0.2","0","","wac_paint_51","0"
"39311019","","","113","3","39311","0.2","0","","wac_paint_57","0"
"39311020","","","103811","3","39311","0.2","0","","wac_paint_bot_81","0"
"39311021","","","114","3","39311","0.2","0","","wac_paint_81","0"
"39311022","","","102611","3","39311","0.2","0","","wac_paint_bot_91","0"
"39311023","","","115","3","39311","0.2","0","","wac_paint_98","0"
"39311024","","","0","93","39311","","","","0",""
"39311025","","","15","32","39311","","","","1",""
"39311026","","","se_common","23","39311","","","","se_sys_login_birthday_calendar_smallbrush","0"
"39311027","","","1","131","39311","","","","",""
"39312001","","","103811","3","39312","0","","","wac_idle_wish_joy_L","1"
"39312002","","","102611","3","39312","0","","","wac_idle_normal_L","1"
"39312003","","","105211","3","39312","0","","","wac_idle_smile","1"
"39312004","","","103311","3","39312","0","","","wac_idle_doya","1"
"39312005","","","111","3","39312","0","","","wac_no_items","1"
"39312006","","","113","3","39312","0","","","wac_no_items","1"
"39312007","","","114","3","39312","0","","","wac_no_items","1"
"39312008","","","115","3","39312","0","","","wac_no_items","1"
"39312009","","","103811","2","39312","","","0","-335","-360"
"39312010","","","102611","2","39312","","","0","-190","-335"
"39312011","","","105211","2","39312","","","0","190","-335"
"39312012","","","103311","2","39312","","","0","350","-360"
"39312013","","","111","2","39312","","","0","-335","-360"
"39312014","","","113","2","39312","","","0","-190","-335"
"39312015","","","114","2","39312","","","0","190","-335"
"39312016","","","115","2","39312","","","0","350","-360"
"39312017","","","49","32","39312","","","","0",""
"39312018","","","52","32","39312","","","","1",""
"39312019","","","15","32","39312","","","","0",""
"39312020","","","105211","3","39312","0.2","1","wac_talk_smile_loop","wac_talk_smile_in","0"
"39312021","","","vo_wac_230314","21","39312","","","0","vo_wac_230314_000","0"
"39312022","0","0.5","105211","11","39312","0","1","1","ふんふふーん♪\nあとはここの線を整えて……\nうんうん、いい感じね～♪","10"
"39312023","","","0","91","39312","","","","",""
"39312024","","","105211","3","39312","0.2","1","","wac_idle_smile","1"
"39312025","","","102611","3","39312","0.2","1","wac_talk_sad_loop_surprise_L","wac_talk_sad_in_surprise_L","0"
"39312026","","","vo_wac_230314","21","39312","","","0","vo_wac_230314_001","0"
"39312027","0","0.5","102611","11","39312","0","1","1","リマって器用だよね～\n仕上げの作業なんか、\nあたしよりずっと丁寧に\nこなしてるしさ～","10"
"39312028","","","0","91","39312","","","","",""
"39312029","","","102611","3","39312","0.2","1","","wac_idle_arm_crossed_L","1"
"39312030","","","103811","3","39312","0.2","1","wac_talk_wish_loop_joy_L","wac_talk_wish_in_joy_L","0"
"39312031","","","vo_wac_230314","21","39312","","","0","vo_wac_230314_002","0"
"39312032","0","0.5","103811","11","39312","0","1","1","そうだね……♪\nリマさんってかわいい物が\n好きみたいだし、こういう\nお仕事もあってるんじゃないかな……？","10"
"39312033","","","0","91","39312","","","","",""
"39312034","","","103811","3","39312","0.2","1","","wac_idle_wish_joy_L","1"
"39312035","","","103311","3","39312","0.2","1","wac_talk_doya_loop","wac_talk_doya_in","0"
"39312036","","","vo_wac_230314","21","39312","","","0","vo_wac_230314_003","0"
"39312037","0","0.5","103311","11","39312","0","1","1","好きこそものの上手なれ、\nってやつだな～！\nオラたちも見習わねぇと！","10"
"39312038","","","0","91","39312","","","","",""
"39312039","","","0","22","39312","","","","0",""
"39312040","","","","111","39312","","","","",""
"39313001","","","103811","3","39313","0.2","","","wac_idle_wish_joy_L","1"
"39313002","","","102611","3","39313","0.2","","","wac_idle_arm_crossed_L","1"
"39313003","","","105211","3","39313","0.2","","","wac_idle_smile","1"
"39313004","","","103311","3","39313","0.2","","","wac_idle_doya","1"
"39313005","","","111","3","39313","0.2","","","wac_no_items","1"
"39313006","","","113","3","39313","0.2","","","wac_no_items","1"
"39313007","","","114","3","39313","0.2","","","wac_no_items","1"
"39313008","","","115","3","39313","0.2","","","wac_no_items","1"
"39313009","","","103811","2","39313","","","0","-335","-360"
"39313010","","","102611","2","39313","","","0","-190","-335"
"39313011","","","105211","2","39313","","","0","190","-335"
"39313012","","","103311","2","39313","","","0","350","-360"
"39313013","","","111","2","39313","","","0","-335","-360"
"39313014","","","113","2","39313","","","0","-190","-335"
"39313015","","","114","2","39313","","","0","190","-335"
"39313016","","","115","2","39313","","","0","350","-360"
"39313017","","","49","32","39313","","","","0",""
"39313018","","","52","32","39313","","","","1",""
"39313019","","","15","32","39313","","","","0",""
"39313020","","","0","91","39313","","","","",""
"39411001","0","wac_default_bot_21","1","1","39411","2","-325","-108","104611","202"
"39411002","0","wac_default_bot_26","1","5","39411","2","-325","-108","111","201"
"39411003","","","45","31","39411","1","1","0","45","0"
"39411004","","","44","31","39411","0","1","0","44","0"
"39411005","","","13","31","39411","0","1","0","13","0"
"39411006","","","104611","3","39411","0.2","0","","wac_paint_bot_21","0"
"39411007","","","111","3","39411","0.2","0","","wac_paint_bot_26","0"
"39411008","","","0","93","39411","","","","0",""
"39411009","","","13","32","39411","","","","1",""
"39411010","","","se_common","23","39411","","","","se_sys_login_birthday_calendar_brush","0"
"39411011","","","104611","13","39411","","","","300",""
"39411012","","","1","131","39411","","","","",""
"39412001","","","104611","3","39412","0.2","1","wac_talk_smile_loop","wac_talk_smile_in","0"
"39412002","","","111","3","39412","0.2","","","wac_no_items","1"
"39412003","","","104611","2","39412","","","0","200","-340"
"39412004","","","111","2","39412","","","0","200","-340"
"39412005","","","45","32","39412","","","","0",""
"39412006","","","44","32","39412","","","","1",""
"39412007","","","13","32","39412","","","","0",""
"39412008","","","vo_wac_230315","21","39412","","","0","vo_wac_230315_000","0"
