68d3128be9b1ace9909951cc9809bd276cba1f95e93e9e97d0466eb5c22c5e3b,e3bfa3ace1fed0e8f3ff915d6242550906f03b91dd78f5778d08a901fab19efc,6c668a0427e54c3056fc62d55f03f8b9ddd06b93aa33b543b0d8fe24772e286b,af3b14ad3e21af827e4270bc100b260065f244474de746a80f189e7c76815e3e,99f547c45a0f06e492c3f69206422875c9471583f88fef6ad99bafe724ca17f5,0219016d6cd5fb955645e3a2c06641e350ce3974c3252db96fcde4c86dbeda08,0056f761bd91e7f1ef93d2552659dc6e4b61cbcd80ba5b4f460ab6e29ec151e0,63d71c4f7d355f5178b47b81c31220426eb190b7855b192ea637bac3b0bb1ace,0a1d320d0980296698ab6d21cc035384932b1a428ea5cc72fee1475464d8d543,5507fd44ff87c4aab5d1b41eb02a9ef0df4763c57369d2426097c6266323243f,d98742d1dcdeb776c7ad23ec0bee33f98f17b99e6a5ebca330fe2c4495284bf3
"1","0","3","0.2","mhp_item_EX0008_receive_in","","0","mhp_item_EX0008_receive_loop","1007413","12","1007413178"
"","","93","","0","","","","1007413","0.6","1007413179"
"1","1","6","0.4","1","","0","1","1007413","22","1007413180"
"","","93","","0","","","","1007413","0.4","1007413181"
"1","0","3","0.2","mhp_handover_out","","0","mhp_idle_normal","1007413","117531","1007413182"
"1","0","3","0.2","mhp_handover_out","","0","NoItem_idle","1007413","21","1007413183"
"1","0","3","0.2","mhp_item_EX0008_handover_out","","0","NoItem_idle","1007413","22","1007413184"
"","","93","","0","","","","1007413","0.4","1007413185"
"1","0","3","0.2","mhp_handover_receive_out","","0","mhp_idle_normal","1007413","100931","1007413186"
"1","0","3","0.2","mhp_receive_anna_out","","0","NoItem_idle","1007413","11","1007413187"
"1","0","3","0.2","mhp_item_EX0008_receive_out","","0","NoItem_idle","1007413","12","1007413188"
"","","93","","","","","","1007413","2","1007413189"
"","1","3","0.2","mhp_talk_worry","","","","1007413","100931","1007413190"
"","0","21","","vo_mhp_3015","","","0","1007413","vo_mhp_1007413","1007413191"
"0","5","11","0","ん？　あれ、これって普通の錠剤？\nもっと劇薬みたいのが出てくるかと……","0.5","0","1","1007413","100931","1007413192"
"","","91","","","","","","1007413","0","1007413193"
"","1","3","0.2","mhp_talk_thinking","","","","1007413","117531","1007413194"
"","0","21","","vo_mhp_3016","","","0","1007413","vo_mhp_1007413","1007413195"
"0","8","11","0","そういうのがお好みなら\nそっちもあるわよ？","0.5","0","1","1007413","117531","1007413196"
"","","91","","","","","","1007413","0","1007413197"
"1","0","3","0.2","mhp_anna_huhuStand_in","","0.2","mhp_anna_huhuStand_loop","1007413","100931","1007413198"
"","","93","","0","","","","1007413","1","1007413199"
"","1","3","0.2","mhp_idle_normal","","","","1007413","117531","1007413200"
"","1","3","0.2","mhp_talk_normal","","","","1007413","100931","1007413201"
"","0","21","","vo_mhp_3017","","","0","1007413","vo_mhp_1007413","1007413202"
"0","5","11","0","世話になったな\nひとまず今日のところは退くとしよう。\nなに、心配は無用だ、明日には\n完治しているだろう。さらばだ！","0.5","0","1","1007413","100931","1007413203"
"","","91","","","","","","1007413","0","1007413204"
"","","22","","0","","","","1007413","0","1007413205"
"","1","3","0.2","mhp_run","","","","1007413","100931","1007413206"
"","","4","","1","","","","1007413","100931","1007413207"
"0","-220","2","","-1000","","","3","1007413","100931","1007413208"
"","","93","","0","","","","1007413","3","1007413209"
"","","91","","","","","","1007413","0","1007413210"
"-220","100","1","1.7","100931","mhp_idle_normal","0","-1000","1007414","1","1007414001"
"-200","100","1","1.7","117631","mhp_sit_idle","1","365","1007414","1","1007414002"
"-220","100","1","1.7","117531","mhp_sit_idle","1","185","1007414","1","1007414003"
"0.85","-240","31","1","1","","","-154","1007414","1","1007414004"
"-220","110","5","1.7","11","NoItem","0","-200","1007414","1","1007414005"
"-220","105","5","1.7","12","NoItem","0","-200","1007414","1","1007414006"
"-220","110","5","1.7","21","NoItem","1","185","1007414","1","1007414007"
"-220","105","5","1.7","22","NoItem","1","185","1007414","1","1007414008"
"0","1","6","0","1","","0","1","1007414","11","1007414009"
"0","1","6","0","1","","0","1","1007414","12","1007414010"
"0","1","6","0","1","","0","1","1007414","21","1007414011"
"0","1","6","0","1","","0","1","1007414","22","1007414012"
"-220","110","5","1.7","31","NoItem","0","-1000","1007414","1","1007414013"
"","","91","","","","","","1007414","0","1007414014"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007414","117531","1007414015"
"","0","21","","vo_mhp_3101","","","0","1007414","vo_mhp_1007414","1007414016"
"0","8","11","0","アンナちゃん、どうぞー","0.5","0","0","1007414","117531","1007414017"
"","","91","","","","","","1007414","0","1007414018"
"","1","3","0.2","mhp_sit_idle","","","","1007414","117531","1007414019"
"","1","3","0.2","mhp_anna_walk_sad","","","","1007414","100931","1007414020"
"0","-220","2","","-200","","","4","1007414","100931","1007414021"
"","1","3","0.2","NoItem","","","","1007414","31","1007414022"
"0","-220","2","","-200","","","4","1007414","31","1007414023"
"","","91","","","","","","1007414","0","1007414024"
"","0","3","0.2","mhp_sit_in_sad","","","","1007414","100931","1007414025"
"","","93","","0","","","","1007414","0.2","1007414026"
"1","0","3","0.2","mhp_anna_dark_in","","","mhp_anna_dark_loop","1007414","100931","1007414027"
"1","0","3","0.2","mhp_anna_dark_in","","","mhp_anna_dark_loop","1007414","31","1007414028"
"","","93","","0","","","","1007414","1","1007414029"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007414","117531","1007414030"
"","0","21","","vo_mhp_3102","","","0","1007414","vo_mhp_1007414","1007414031"
"0","6","11","0","あら、その様子だと\n「不可視の暗殺者」とやらの攻撃は\nまだ続いてるみたいね。","0.5","0","1","1007414","117531","1007414032"
"","","91","","","","","","1007414","0","1007414033"
"","1","3","0.2","mhp_sit_idle","","","","1007414","117531","1007414034"
"","1","3","0.2","mhp_sit_talk_sad","","","","1007414","100931","1007414035"
"","1","3","0.2","NoItem","","","","1007414","31","1007414036"
"","0","21","","vo_mhp_3103","","","0","1007414","vo_mhp_1007414","1007414037"
"0","4","11","0","う、うむ、前は頭の痛みで集中力を\n削ぎにきていたが、うぅ……\n今回は魔法を封じにきたようだ。","1","0","1","1007414","100931","1007414038"
"","","91","","","","","","1007414","0","1007414039"
"1","0","3","0.2","mhp_anna_huhu_in","","0","mhp_anna_huhu_loop","1007414","100931","1007414040"
"","0","21","","vo_mhp_3104","","","0","1007414","vo_mhp_1007414","1007414041"
"0","6","11","0","くくく、よほど我が魔法が\n恐ろしいらしい、あぅ……","0.5","0","1","1007414","100931","1007414042"
"","","91","","0","","","","1007414","0","1007414043"
"","","93","","0","","","","1007414","0.2","1007414044"
"","2","12","0","15","","0","","1007414","100931","1007414045"
"","1","3","0.2","mhp_anna_huhu_loop2","","","","1007414","100931","1007414046"
"","","93","","0","","","","1007414","2","1007414047"
"","1","3","0.2","mhp_sit_talk_thinking","","","","1007414","117531","1007414048"
"","0","21","","vo_mhp_3105","","","0","1007414","vo_mhp_1007414","1007414049"
"0","6","11","0","ふーん、つまりのどが痛くて\n詠唱が辛くて魔法が使えないと。","0.5","0","1","1007414","117531","1007414050"
"","","91","","","","","","1007414","0","1007414051"
"","1","3","0.2","mhp_sit_idle","","","","1007414","117531","1007414052"
"","1","3","0.2","mhp_sit_talk_anger2","","","","1007414","100931","1007414053"
"","0","21","","vo_mhp_3106","","","0","1007414","vo_mhp_1007414","1007414054"
"0","6","11","0","そ、そんな軽いものではない！\nこれは禁じられた封印術\n「魔殺しの痛刻」に違いな――","0.5","0","1","1007414","100931","1007414055"
"","","91","","","","","","1007414","0","1007414056"
"","1","3","0.2","mhp_sit_talk_wish2","","","","1007414","117531","1007414057"
"","0","21","","vo_mhp_3107","","","0","1007414","vo_mhp_1007414","1007414058"
"0","8","11","0","病院内ではお静かに。","0.5","0","1","1007414","117531","1007414059"
"","","91","","","","","","1007414","0","1007414060"
"","1","3","0.2","mhp_sit_idle","","","","1007414","117531","1007414061"
"","1","3","0.2","mhp_sit_talk_sad","","","","1007414","100931","1007414062"
"","0","21","","vo_mhp_3108","","","0","1007414","vo_mhp_1007414","1007414063"
"0","10","11","0","あ、はい……","0.5","0","1","1007414","100931","1007414064"
"","","91","","","","","","1007414","0","1007414065"
"","1","3","0.2","mhp_sit_idle_sad","","","","1007414","100931","1007414066"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007414","117531","1007414067"
"","0","21","","vo_mhp_3109","","","0","1007414","vo_mhp_1007414","1007414068"
"0","7","11","0","でも、アンナちゃんが静かというのも\nなんだか気持ちが悪いわね。\n同じギルドのよしみ、\n悪いようにはしないわ。","0.5","0","1","1007414","117531","1007414069"
"","","91","","","","","","1007414","0","1007414070"
"","","22","","0","","","","1007414","0","1007414071"
"","0","103","","1007414075","","","","1007414","「金色の天露」を処方するわね。","1007414072"
"","0","103","","1007414128","","","","1007414","この聖杯でうがいしなさい。","1007414073"
"","0","103","","1007414180","","","","1007414","この封魔帯で乾燥を防ぎなさい。","1007414074"
"1","0","3","0.2","mhp_sit_out","","0","mhp_idle_normal","1007414","117531","1007414075"
"","","93","","0","","","","1007414","0.6","1007414076"
"1","0","3","0.2","mhp_sit_out","","0","mhp_idle_normal","1007414","100931","1007414077"
"","","93","","0","","","","1007414","0.2","1007414078"
"0","1","3","0.2","mhp_walk_sad","","","","1007414","100931","1007414079"
"0","-220","2","","35","","","1.5","1007414","100931","1007414080"
"0","-220","2","","35","","","1.5","1007414","31","1007414081"
"0","-220","2","","35","","","1.5","1007414","11","1007414082"
"0","-220","2","","35","","","1.5","1007414","12","1007414083"
"","","93","","0","","","","1007414","0.3","1007414084"
"1","0","3","0.2","mhp_handover_in","","0","mhp_handover_loop","1007414","117531","1007414085"
"1","1","6","0","1","","0","1","1007414","21","1007414086"
"1","1","6","0","1","","0","1","1007414","22","1007414087"
"1","0","3","0.2","mhp_handover_in","","0","mhp_handover_loop","1007414","21","1007414088"
"1","0","3","0.2","mhp_item_EX0005_handover_in","","0","mhp_item_EX0005_handover_loop","1007414","22","1007414089"
"","","93","","0","","","","1007414","1.2","1007414090"
"","1","3","0.2","mhp_idle_sad","","","","1007414","100931","1007414091"
"","","93","","0","","","","1007414","0.5","1007414092"
"1","0","3","0.2","mhp_surprise","","0","mhp_talk_surprise1","1007414","100931","1007414093"
"","0","21","","vo_mhp_3110","","","0","1007414","vo_mhp_1007414","1007414094"
"0","5","11","0","そ、それは霊峰に生息する花から\n採れる、伝説の蜜では！\nこれさえあればすぐにでも\n千の魔法を唱えられるであろう！","0.5","0","1","1007414","100931","1007414095"
"","","93","","1","","","","1007414","6","1007414096"
"","0","3","0.2","mhp_anna_huhuStand_in","","","","1007414","100931","1007414097"
"","","91","","","","","","1007414","0","1007414098"
"1","0","3","0.2","mhp_anna_ahahaStand_in","","0.2","mhp_anna_ahahaStand_loop","1007414","100931","1007414099"
"","","93","","1","","","","1007414","0","1007414100"
"","","91","","","","","","1007414","1007414095","1007414101"
"","","22","","0","","","","1007414","0","1007414102"
"","","93","","","","","","1007414","1","1007414103"
"1","0","3","0.2","mhp_handover_receive_in","","0","mhp_handover_receive_loop","1007414","100931","1007414104"
"1","1","6","0","1","","0","1","1007414","11","1007414105"
"1","1","6","0","1","","0","1","1007414","12","1007414106"
"1","0","3","0.2","mhp_receive_anna_in","","0","mhp_receive_anna_loop","1007414","11","1007414107"
"1","0","3","0.2","mhp_item_EX0005_receive_in","","0","mhp_item_EX0005_receive_loop","1007414","12","1007414108"
"","","93","","0","","","","1007414","0.6","1007414109"
"1","1","6","0.4","1","","0","1","1007414","22","1007414110"
"","","93","","0","","","","1007414","0.4","1007414111"
"1","0","3","0.2","mhp_handover_out","","0","mhp_idle_normal","1007414","117531","1007414112"
"1","0","3","0.2","mhp_handover_out","","0","NoItem_idle","1007414","21","1007414113"
"1","0","3","0.2","mhp_item_EX0005_handover_out","","0","NoItem_idle","1007414","22","1007414114"
"","","93","","0","","","","1007414","0.4","1007414115"
"1","0","3","0.2","mhp_handover_receive_out","","0","mhp_idle_normal","1007414","100931","1007414116"
"1","0","3","0.2","mhp_receive_anna_out","","0","NoItem_idle","1007414","11","1007414117"
"1","0","3","0.2","mhp_item_EX0005_receive_out","","0","NoItem_idle","1007414","12","1007414118"
"","","93","","","","","","1007414","2","1007414119"
"","1","3","0.2","mhp_idle_memory","","","","1007414","100931","1007414120"
"","","93","","0","","","","1007414","0.2","1007414121"
"","1","3","0.2","mhp_sit_idle_sad","","","","1007414","117631","1007414122"
"","0","21","","vo_mhp_3111","","","0","1007414","vo_mhp_1007414","1007414123"
"0","6","11","0","（あれ、どう見てもただの\nのど用シロップだよね？\n物は言いようってやつかな）","0.5","0","1","1007414","117631","1007414124"
"","","91","","","","","","1007414","0","1007414125"
"","1","3","0.2","mhp_sit_idle","","","","1007414","117631","1007414126"
"","","101","","","","","","1007414","1007414224","1007414127"
"1","0","3","0.2","mhp_sit_out","","0","mhp_idle_normal","1007414","117531","1007414128"
"","","93","","0","","","","1007414","0.6","1007414129"
"1","0","3","0.2","mhp_sit_out","","0","mhp_idle_normal","1007414","100931","1007414130"
"","","93","","0","","","","1007414","0.2","1007414131"
"0","1","3","0.2","mhp_walk_sad","","","","1007414","100931","1007414132"
"0","-220","2","","35","","","1.5","1007414","100931","1007414133"
"0","-220","2","","35","","","1.5","1007414","31","1007414134"
"0","-220","2","","35","","","1.5","1007414","11","1007414135"
"0","-220","2","","35","","","1.5","1007414","12","1007414136"
"","","93","","0","","","","1007414","0.3","1007414137"
"1","0","3","0.2","mhp_handover_in","","0","mhp_handover_loop","1007414","117531","1007414138"
"1","1","6","0","1","","0","1","1007414","21","1007414139"
"1","1","6","0","1","","0","1","1007414","22","1007414140"
"1","0","3","0.2","mhp_handover_in","","0","mhp_handover_loop","1007414","21","1007414141"
"1","0","3","0.2","mhp_item_EX0013_handover_in","","0","mhp_item_EX0013_handover_loop","1007414","22","1007414142"
"","","93","","0","","","","1007414","1.2","1007414143"
"","1","3","0.2","mhp_idle_sad","","","","1007414","100931","1007414144"
"","","93","","0","","","","1007414","0.5","1007414145"
"1","0","3","0.2","mhp_surprise","","0","mhp_talk_surprise1","1007414","100931","1007414146"
"","0","21","","vo_mhp_3112","","","0","1007414","vo_mhp_1007414","1007414147"
"0","5","11","0","こ、これがあの伝説の……！\nふふふ、これでわれはさらに至高の\n領域へと達するであろう！","0.5","0","1","1007414","100931","1007414148"
"","","93","","1","","","","1007414","3.5","1007414149"
"","0","3","0.2","mhp_anna_huhuStand_in","","","","1007414","100931","1007414150"
"","","91","","","","","","1007414","0","1007414151"
"1","0","3","0.2","mhp_anna_ahahaStand_in","","0.2","mhp_anna_ahahaStand_loop","1007414","100931","1007414152"
"","","91","","","","","","1007414","1007414148","1007414153"
"","","22","","0","","","","1007414","0","1007414154"
"","","93","","0","","","","1007414","1","1007414155"
"1","0","3","0.2","mhp_handover_receive_in","","0","mhp_handover_receive_loop","1007414","100931","1007414156"
"1","1","6","0","1","","0","1","1007414","11","1007414157"
"1","1","6","0","1","","0","1","1007414","12","1007414158"
"1","0","3","0.2","mhp_receive_anna_in","","0","mhp_receive_anna_loop","1007414","11","1007414159"
"1","0","3","0.2","mhp_item_EX0013_receive_in","","0","mhp_item_EX0013_receive_loop","1007414","12","1007414160"
"","","93","","0","","","","1007414","0.6","1007414161"
"1","1","6","0.4","1","","0","1","1007414","22","1007414162"
"","","93","","0","","","","1007414","0.4","1007414163"
"1","0","3","0.2","mhp_handover_out","","0","mhp_idle_normal","1007414","117531","1007414164"
"1","0","3","0.2","mhp_handover_out","","0","NoItem_idle","1007414","21","1007414165"
"1","0","3","0.2","mhp_item_EX0013_handover_out","","0","NoItem_idle","1007414","22","1007414166"
"","","93","","0","","","","1007414","0.4","1007414167"
"1","0","3","0.2","mhp_handover_receive_out","","0","mhp_idle_normal","1007414","100931","1007414168"
"1","0","3","0.2","mhp_receive_anna_out","","0","NoItem_idle","1007414","11","1007414169"
"1","0","3","0.2","mhp_item_EX0013_receive_out","","0","NoItem_idle","1007414","12","1007414170"
"","","93","","","","","","1007414","2","1007414171"
"","1","3","0.2","mhp_idle_memory","","","","1007414","100931","1007414172"
"","","93","","","","","","1007414","0.2","1007414173"
"","1","3","0.2","mhp_idle_thinking","","","","1007414","117531","1007414174"
"","0","21","","vo_mhp_3113","","","0","1007414","vo_mhp_1007414","1007414175"
"0","7","11","0","（ただのコップでこんなによろこんで\nくれるなら安いものだわ）","0.5","0","1","1007414","117531","1007414176"
"","","91","","","","","","1007414","0","1007414177"
"","1","3","0.2","mhp_idle_normal","","","","1007414","117531","1007414178"
"","","101","","","","","","1007414","1007414224","1007414179"
"1","0","3","0.2","mhp_sit_out","","0","mhp_idle_normal","1007414","117531","1007414180"
"","","93","","0","","","","1007414","0.6","1007414181"
"1","0","3","0.2","mhp_sit_out","","0","mhp_idle_normal","1007414","100931","1007414182"
"","","93","","0","","","","1007414","0.2","1007414183"
"0","1","3","0.2","mhp_walk_sad","","","","1007414","100931","1007414184"
"0","-220","2","","35","","","1.5","1007414","100931","1007414185"
"0","-220","2","","35","","","1.5","1007414","31","1007414186"
"0","-220","2","","35","","","1.5","1007414","11","1007414187"
"0","-220","2","","35","","","1.5","1007414","12","1007414188"
"","","93","","0","","","","1007414","0.3","1007414189"
"1","0","3","0.2","mhp_handover_in","","0","mhp_handover_loop","1007414","117531","1007414190"
"1","1","6","0","1","","0","1","1007414","21","1007414191"
"1","1","6","0","1","","0","1","1007414","22","1007414192"
"1","0","3","0.2","mhp_handover_in","","0","mhp_handover_loop","1007414","21","1007414193"
"1","0","3","0.2","mhp_item_EX0012_handover_in","","0","mhp_item_EX0012_handover_loop","1007414","22","1007414194"
"","","93","","0","","","","1007414","1.2","1007414195"
"1","0","3","0.2","mhp_handover_receive_sad_in","","0","mhp_handover_receive_sad_loop","1007414","100931","1007414196"
"1","1","6","0","1","","0","1","1007414","11","1007414197"
"1","1","6","0","1","","0","1","1007414","12","1007414198"
"1","0","3","0.2","mhp_receive_anna_in","","0","mhp_receive_anna_loop","1007414","11","1007414199"
"1","0","3","0.2","mhp_item_EX0012_receive_in","","0","mhp_item_EX0012_receive_loop","1007414","12","1007414200"
"","","93","","0","","","","1007414","0.6","1007414201"
"1","1","6","0.4","1","","0","1","1007414","22","1007414202"
"","","93","","0","","","","1007414","0.4","1007414203"
"1","0","3","0.2","mhp_handover_out","","0","mhp_idle_normal","1007414","117531","1007414204"
"1","0","3","0.2","mhp_handover_out","","0","NoItem_idle","1007414","21","1007414205"
"1","0","3","0.2","mhp_item_EX0012_handover_out","","0","NoItem_idle","1007414","22","1007414206"
"","","93","","0","","","","1007414","0.4","1007414207"
"1","0","3","0.2","mhp_handover_receive_sad_out","","0","mhp_idle_normal_sad","1007414","100931","1007414208"
"1","0","3","0.2","mhp_receive_anna_out","","0","NoItem_idle","1007414","11","1007414209"
"1","0","3","0.2","mhp_item_EX0012_receive_out","","0","NoItem_idle","1007414","12","1007414210"
"","","93","","","","","","1007414","2","1007414211"
"","1","3","0.2","mhp_idle_worry","","","","1007414","100931","1007414212"
"","","93","","0","","","","1007414","0.2","1007414213"
"","1","3","0.2","mhp_talk_worry","","","","1007414","100931","1007414214"
"","0","21","","vo_mhp_3114","","","0","1007414","vo_mhp_1007414","1007414215"
"0","4","11","0","くっ、つまりは戦略的休息ということか\n分かった、今は大人しく従おう……","0.5","0","1","1007414","100931","1007414216"
"","","91","","","","","","1007414","0","1007414217"
"","1","3","0.2","mhp_idle_worry","","","","1007414","100931","1007414218"
"","1","3","0.2","mhp_idle_thinking","","","","1007414","117531","1007414219"
"","0","21","","vo_mhp_3115","","","0","1007414","vo_mhp_1007414","1007414220"
"0","7","11","0","（市販のマスクをこんな呼び方して……\n私まで染められてきちゃったじゃない）","0.5","0","1","1007414","117531","1007414221"
"","","91","","","","","","1007414","0","1007414222"
"","1","3","0.2","mhp_idle_normal","","","","1007414","117531","1007414223"
"","","91","","","","","","1007414","0","1007414224"
"1","0","3","0.2","mhp_anna_darkStand_in","","0.2","mhp_anna_darkStand_loop","1007414","100931","1007414225"
"1","0","3","0.2","mhp_anna_darkStand_in","","0.2","mhp_anna_darkStand_loop","1007414","31","1007414226"
"","","93","","0","","","","1007414","0.1","1007414227"
"","0","21","","vo_mhp_3116","","","0","1007414","vo_mhp_1007414","1007414228"
"0","5","11","0","「不可視の暗殺者」……\n想像以上の難敵だ。\nだがやつらは\n後悔することになるだろう。","0.5","0","1","1007414","100931","1007414229"
"","","91","","","","","","1007414","0","1007414230"
"1","0","3","0.2","mhp_anna_ahahaStand_in","","0.2","mhp_anna_ahahaStand_loop","1007414","100931","1007414231"
"","1","3","0.2","NoItem","","","","1007414","31","1007414232"
"","0","21","","vo_mhp_3117","","","0","1007414","vo_mhp_1007414","1007414233"
"0","5","11","0","この危機を克服した私の\n新たなる力に戦慄するがいい！","0.5","0","1","1007414","100931","1007414234"
"","","91","","","","","","1007414","0","1007414235"
"","1","3","0.2","mhp_talk_worry","","","","1007414","117531","1007414236"
"","0","21","","vo_mhp_3118","","","0","1007414","vo_mhp_1007414","1007414237"
"0","8","11","0","だから、病院内では静かに。","0.5","0","1","1007414","117531","1007414238"
"","","91","","","","","","1007414","0","1007414239"
"","1","3","0.2","mhp_idle_normal","","","","1007414","117531","1007414240"
"","1","3","0.2","mhp_talk_worry","","","","1007414","100931","1007414241"
"","1","3","0.2","NoItem","","","","1007414","31","1007414242"
"","0","21","","vo_mhp_3119","","","0","1007414","vo_mhp_1007414","1007414243"
"0","8","11","0","は、はい……","0.5","0","1","1007414","100931","1007414244"
"","","91","","","","","","1007414","0","1007414245"
"","","93","","","","","","1007414","1","1007414246"
"","1","3","0.2","mhp_run_sad","","","","1007414","100931","1007414247"
"","","4","","1","","","","1007414","100931","1007414248"
"0","-220","2","","-1000","","","3","1007414","100931","1007414249"
"","","93","","0","","","","1007414","3","1007414250"
"","","91","","","","","","1007414","0","1007414251"
"-220","100","1","1.7","100931","mhp_idle_normal","0","-1000","1007415","1","1007415001"
"-200","100","1","1.7","117631","mhp_sit_idle","1","365","1007415","1","1007415002"
"-220","104","1","1.7","117531","mhp_sit_idle","1","185","1007415","1","1007415003"
"0.85","-240","31","1","1","","","-154","1007415","1","1007415004"
"1","-50","31","0","120","","","-237","1007415","20","1007415005"
"1","0","31","0","130","","","160","1007415","30","1007415006"
"1","0","31","0","111","","","0","1007415","11","1007415007"
"-220","110","5","1.7","11","NoItem","0","-200","1007415","1","1007415008"
"-220","105","5","1.7","12","NoItem","0","-200","1007415","1","1007415009"
"-220","110","5","1.7","21","NoItem","1","170","1007415","1","1007415010"
"-220","105","5","1.7","22","NoItem","1","170","1007415","1","1007415011"
"0","1","6","0","1","","0","1","1007415","11","1007415012"
"0","1","6","0","1","","0","1","1007415","12","1007415013"
"0","1","6","0","1","","0","1","1007415","21","1007415014"
"0","1","6","0","1","","0","1","1007415","22","1007415015"
"","","91","","","","","","1007415","0","1007415016"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007415","117531","1007415017"
"","0","21","","vo_mhp_3201","","","0","1007415","vo_mhp_1007415","1007415018"
"0","8","11","0","アンナちゃん、どうぞー","0.5","0","0","1007415","117531","1007415019"
"","","91","","","","","","1007415","0","1007415020"
"","1","3","0.2","mhp_sit_idle","","","","1007415","117531","1007415021"
"","1","3","0.2","mhp_anna_chill_walk","","","","1007415","100931","1007415022"
"0","-220","2","","-200","","","4","1007415","100931","1007415023"
"","","91","","","","","","1007415","0","1007415024"
"1","0","3","0.2","mhp_anna_chill_sit_in","","0.2","mhp_anna_chill_sit_idle","1007415","100931","1007415025"
"","","93","","0","","","","1007415","2","1007415026"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007415","117531","1007415027"
"","0","21","","vo_mhp_3202","","","0","1007415","vo_mhp_1007415","1007415028"
"0","6","11","0","って、……ずいぶん辛そうね\nそれも「不可視の暗殺者」の\n仕業かしら？","0.5","0","1","1007415","117531","1007415029"
"","","91","","","","","","1007415","0","1007415030"
"","1","3","0.2","mhp_sit_idle","","","","1007415","117531","1007415031"
"","1","3","0.2","mhp_anna_chill_loop","","","","1007415","100931","1007415032"
"","0","21","","vo_mhp_3203","","","0","1007415","vo_mhp_1007415","1007415033"
"0","4","11","0","分かんない……\nなんかもう、ぼうっとするし\nぐらぐらするし、ひたすらつらい……","0.5","0","1","1007415","100931","1007415034"
"","","91","","","","","","1007415","0","1007415035"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007415","117531","1007415036"
"","0","21","","vo_mhp_3204","","","0","1007415","vo_mhp_1007415","1007415037"
"0","7","11","0","これまでの症状が治まったからって\nナナカちゃんと魔法合戦なんかして\n羽目を外し過ぎたせいね\nふふ、ダメな団長さん♪","0.5","0","1","1007415","117531","1007415038"
"","","91","","","","","","1007415","0","1007415039"
"","1","3","0.2","mhp_sit_idle","","","","1007415","117531","1007415040"
"","1","3","0.2","mhp_anna_sit_talk_sad","","","","1007415","100931","1007415041"
"","0","21","","vo_mhp_3205","","","0","1007415","vo_mhp_1007415","1007415042"
"0","5","11","0","ごめん、なさい……","0.5","0","1","1007415","100931","1007415043"
"","","91","","","","","","1007415","0","1007415044"
"","1","3","0.2","mhp_anna_chill_sit_idle","","","","1007415","100931","1007415045"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007415","117531","1007415046"
"","0","21","","vo_mhp_3206","","","0","1007415","vo_mhp_1007415","1007415047"
"0","6","11","0","はぁ、こんな調子じゃ\nからかいがいもないわね\nそんなふがいないあなたには\n罰を与えなきゃ。","0.5","0","1","1007415","117531","1007415048"
"","","91","","","","","","1007415","0","1007415049"
"","1","3","0.2","mhp_sit_idle","","","","1007415","117531","1007415050"
"","1","3","0.2","mhp_anna_sit_talk_worry","","","","1007415","100931","1007415051"
"","0","21","","vo_mhp_3207","","","0","1007415","vo_mhp_1007415","1007415052"
"0","5","11","0","か、覚悟はしている……\nでも、痛いのはちょっと……","0.5","0","1","1007415","100931","1007415053"
"","","91","","","","","","1007415","0","1007415054"
"","1","3","0.2","mhp_anna_chill_sit_idle","","","","1007415","100931","1007415055"
"1","0","3","0.2","mhp_sit_out","","0.2","mhp_anna_ahahaStand_loop","1007415","117531","1007415056"
"","0","21","","vo_mhp_3208","","","0","1007415","vo_mhp_1007415","1007415057"
"0","6","11","0","大丈夫、どんな病も私の目からは\n逃れられないから！","0.5","0","1","1007415","117531","1007415058"
"","","91","","","","","","1007415","0","1007415059"
"","","22","","0","","","","1007415","0","1007415060"
"0","1","3","0.2","mhp_walk","","","","1007415","117531","1007415061"
"0","-220","2","","-50","","","2","1007415","117531","1007415062"
"0","-220","2","","-50","","","2","1007415","21","1007415063"
"0","-220","2","","-50","","","2","1007415","22","1007415064"
"","","93","","0","","","","1007415","2","1007415065"
"1","1","6","0","1","","0","1","1007415","21","1007415066"
"1","0","3","0.2","mhp_mitsuki_injection_in","","0","mhp_mitsuki_injection_loop","1007415","117531","1007415067"
"1","0","3","0.2","mhp_mitsuki_injection_in","","0","mhp_mitsuki_injection_loop","1007415","21","1007415068"
"","1","3","0.2","mhp_anna_pain_in_blue","","","","1007415","100931","1007415069"
"","","93","","","","","","1007415","1.2","1007415070"
"","","23","","se_10031400_syringe","","","","1007415","se_10031400","1007415071"
"","","93","","","","","","1007415","0.6","1007415072"
"1","0","3","0.2","mhp_mitsuki_injection_out","","0","mhp_idle_normal","1007415","117531","1007415073"
"1","0","3","0.2","mhp_mitsuki_injection_out","","0","NoItem","1007415","21","1007415074"
"","","93","","","","","","1007415","0.5","1007415075"
"","0","3","0.2","mhp_anna_down","","","","1007415","100931","1007415076"
"","0","21","","vo_mhp_3209","","","0","1007415","vo_mhp_1007415","1007415077"
