85477d8b1f14c398a2a3ea20468501c4af32b8c1b3812a4f5fd3259437761135,7269b5c78f815a7fd810c28c24e04e7f610708fb7192dfa42db3a7930e06ddbe,843e8036f6ca7b82e31a2764a505acdc623659e7cebb2647775dbeba60fb722f,dd35ea0b3a17ca7c0008f9ff95435308d874cbd905b0505730843dd6a7a811fe,a428688bbae11cb8ceaadbb053d3579c5337a1d572a7a6b43520e1175e57631a,cb432587d9348df3d72202c6cb24d08ae4123acd66c49af1958ab99ea01b6a23,b96754452f3b917c9ae6369ab4506b66ea3ccaa83079e9ef6ff0800af24b189a,9ac7a74e3519bc439b5e0815a1376b5422141df3c84bc7e9af7a6f95d9facf24,2286b748a5eb3dafec0bd265bf143a3a1f258411a4cb8b436cb7e0b97d08ee10,cb6d20383a922a4c1c73d71c60ee7abdf00625d0b939ef2d2b780a5d47a58175,da9803ec9889e0321862406d3053f70e99f96f280df137edcd83174ec026dbb6
"lsv_run","","102011","3","","0.2","1","","1009811","","1009811110"
"-750","0","102011","2","0.8","","-235","","1009811","","1009811111"
"0","","103611","4","","","","","1009811","","1009811112"
"lsv_run","","103611","3","","0.2","1","","1009811","","1009811113"
"750","0","103611","2","0.8","","-220","","1009811","","1009811114"
"0","","100411","4","","","","","1009811","","1009811115"
"lsv_run","","100411","3","","0.2","1","","1009811","","1009811116"
"850","0","100411","2","0.8","","-250","","1009811","","1009811117"
"","","0.6","93","","","","","1009811","","1009811118"
"1","0","102011","6","1","0.2","1","","1009811","0","1009811119"
"1","0","103611","6","1","0.2","1","","1009811","0","1009811120"
"1","0","100411","6","1","0.2","1","","1009811","0","1009811121"
"","","0","91","","","","","1009811","","1009811122"
"103611","-235","1","1","-750","1.95","102","lsv_idle_normal","1009812","0","1009812001"
"100411","-220","1","1","650","1.95","100","lsv_idle_normal","1009812","1","1009812002"
"102011","-250","1","1","750","1.95","101","lsv_idle_normal","1009812","1","1009812003"
"333","0","1","5","0","1","0","lsv_white_loop","1009812","0","1009812004"
"1","0","333","6","1","0","1","","1009812","0","1009812005"
"1","0","103611","6","1","0","1","","1009812","0","1009812006"
"1","0","100411","6","1","0","1","","1009812","0","1009812007"
"1","0","102011","6","1","0","1","","1009812","0","1009812008"
"2","","103611","7","0","","0","","1009812","","1009812009"
"-750","0","103611","2","0.5","","-235","","1009812","","1009812010"
"16","0.8","1","31","10","0","-140","","1009812","","1009812011"
"2","","16","34","0","","0","","1009812","","1009812012"
"0","","1","93","","","","","1009812","","1009812013"
"1","0.4","333","6","1","0.8","1","","1009812","0","1009812014"
"lsv_see_think_pre","1","103611","3","lsv_see_think","0.2","0","","1009812","0","1009812015"
"-600","0","103611","2","1.1","","-235","","1009812","","1009812016"
"1","1","103611","6","1","0.4","1","","1009812","0","1009812017"
"","","1","93","","","","","1009812","","1009812018"
"1","","16","32","","","","","1009812","","1009812019"
"","","0","91","","","","","1009812","","1009812020"
"240","80","103611","94","0","","260","","1009812","","1009812021"
"0","","16","32","","","","","1009812","","1009812022"
"0","","103611","7","0","","2","","1009812","","1009812023"
"lsv_walk","","103611","3","","0.2","1","","1009812","","1009812024"
"-250","0","103611","2","2","","-235","","1009812","","1009812025"
"lsv_walk_joy","","100411","3","","0.2","1","","1009812","","1009812026"
"100","0","100411","2","2","","-220","","1009812","","1009812027"
"1","1","100411","6","1","0.4","1","","1009812","0","1009812028"
"lsv_walk","","102011","3","","0.2","1","","1009812","","1009812029"
"270","0","102011","2","2","","-250","","1009812","","1009812030"
"1","1","102011","6","1","0.4","1","","1009812","0","1009812031"
"","","2","93","","","","","1009812","","1009812032"
"lsv_idle_normal","","103611","3","","0.2","1","","1009812","","1009812033"
"lsv_idle_joy","","100411","3","","0.2","1","","1009812","","1009812034"
"lsv_idle_normal","","102011","3","","0.2","1","","1009812","","1009812035"
"","","0.5","93","","","","","1009812","","1009812036"
"","","0","91","","","","","1009812","","1009812037"
"lsv_talk_normal_sad","","103611","3","","0.2","1","","1009812","","1009812038"
"vo_lsv_1221","","vo_lsv","21","0","","0","","1009812","","1009812039"
"ヒミツって…\nもう答えが描いてあるよね？","1","103611","11","1","0","10","0","1009812","0","1009812040"
"","","0","91","","","","","1009812","","1009812041"
"lsv_idle_normal_sad","","103611","3","","0.2","1","","1009812","","1009812042"
"lsv_talk_sad","","102011","3","","0.2","1","","1009812","","1009812043"
"vo_lsv_1222","","vo_lsv","21","0","","0","","1009812","","1009812044"
"ミソギちゃん、\nおにいちゃんに\nイタズラしちゃったの？","1","102011","11","1","0","10","0","1009812","0","1009812045"
"","","0","91","","","","","1009812","","1009812046"
"lsv_idle_sad","","102011","3","","0.2","1","","1009812","","1009812047"
"lsv_talk_cool_joy","1","100411","3","lsv_talk_cool_joy_loop","0","0","","1009812","0.2","1009812048"
"vo_lsv_1223","","vo_lsv","21","0","","0","","1009812","","1009812049"
"ちっちっち！\nこれは想像だよー！\nまだ教えただけっ。","1","100411","11","1","0","10","0","1009812","0","1009812050"
"","","0","91","","","","","1009812","","1009812051"
"lsv_talk_cool_joy_loop","","100411","3","","0.2","1","","1009812","","1009812052"
"vo_lsv_1224","","vo_lsv","21","0","","0","","1009812","","1009812053"
"あと、教えたのはひとつだけ\nじゃないよ？　ミソギ先生の\n授業は盛り沢山だからね！","1","100411","11","1","0","10","0","1009812","0","1009812054"
"","","0","91","","","","","1009812","","1009812055"
"lsv_idle_cool_joy","","100411","3","","0.2","1","","1009812","","1009812056"
"lsv_talk_bitter_sad","","103611","3","","0.2","1","","1009812","","1009812057"
"vo_lsv_1225","","vo_lsv","21","0","","0","","1009812","","1009812058"
"いったいどんなことを\n教えたか、不安だなぁ…","1","103611","11","1","0","10","0","1009812","0","1009812059"
"","","0","91","","","","","1009812","","1009812060"
"lsv_idle_bitter_sad","","103611","3","","0.2","1","","1009812","","1009812061"
"lsv_choice","1","103611","3","lsv_look_idle_normal","0","0","","1009812","0.2","1009812062"
"lsv_choice","1","100411","3","lsv_look_idle_normal","0","0","","1009812","0.2","1009812063"
"lsv_choice","1","102011","3","lsv_look_idle_normal","0","0","","1009812","0.2","1009812064"
"0","","0.1","93","","","","","1009812","","1009812065"
"-452","2","103611","2","0.33","","-235","","1009812","0.2","1009812066"
"420","2","100411","2","0.33","","-220","","1009812","0.2","1009812067"
"545","2","102011","2","0.33","","-250","","1009812","0.2","1009812068"
"0","","0","22","","0.2","1","","1009812","","1009812069"
"1009812073","","落とし穴の作り方とか？","103","","","0","","1009812","","1009812070"
"1009812097","","逃げ足講座とか？","103","","","0","","1009812","","1009812071"
"1009812121","","ウソ泣きのやり方とか？","103","","","0","","1009812","","1009812072"
"lsv_choice","1","103611","3","lsv_idle_normal","0","0","","1009812","0.2","1009812073"
"lsv_choice","1","100411","3","lsv_idle_normal","0","0","","1009812","0.2","1009812074"
"lsv_choice","1","102011","3","lsv_idle_normal","0","0","","1009812","0.2","1009812075"
"0","","0.1","93","","","","","1009812","","1009812076"
"-200","2","103611","2","0.33","","-235","","1009812","0.2","1009812077"
"100","2","100411","2","0.33","","-220","","1009812","0.2","1009812078"
"270","2","102011","2","0.33","","-250","","1009812","0.2","1009812079"
"0","","0.7","93","","","","","1009812","","1009812080"
"lsv_surprise_R2","1","102011","3","lsv_talk_surprise_R2","0","0","","1009812","0.2","1009812081"
"vo_lsv_1226","","vo_lsv","21","0","","0","","1009812","","1009812082"
"ええっ？\n落とし穴はちょっと危ないよ～","1","102011","11","1","0","10","0","1009812","0","1009812083"
"","","0","91","","","","","1009812","","1009812084"
"lsv_idle_surprise","","102011","3","","0.2","1","","1009812","","1009812085"
"lsv_talk_bitter","","100411","3","","0.2","1","","1009812","","1009812086"
"vo_lsv_1227","","vo_lsv","21","0","","0","","1009812","","1009812087"
"んー…落とし穴はねー\nみゅ～ちゃんがスコップを\n持てなかったから諦めたんだー","1","100411","11","1","0","10","0","1009812","0","1009812088"
"","","0","91","","","","","1009812","","1009812089"
"lsv_idle_bitter","","100411","3","","0.2","1","","1009812","","1009812090"
"lsv_talk_cool_sad","1","103611","3","lsv_talk_cool_sad_loop","0","0","","1009812","0.2","1009812091"
"vo_lsv_1228","","vo_lsv","21","0","","0","","1009812","","1009812092"
"試しはしたんだね…","1","103611","11","1","0","10","0","1009812","0","1009812093"
"","","0","91","","","","","1009812","","1009812094"
"lsv_idle_normal_sad","","103611","3","","0.2","1","","1009812","","1009812095"
"","","1009812145","101","","","","","1009812","","1009812096"
"lsv_choice","1","103611","3","lsv_idle_normal","0","0","","1009812","0.2","1009812097"
"lsv_choice","1","100411","3","lsv_idle_normal","0","0","","1009812","0.2","1009812098"
"lsv_choice","1","102011","3","lsv_idle_normal","0","0","","1009812","0.2","1009812099"
"0","","0.1","93","","","","","1009812","","1009812100"
"-200","2","103611","2","0.33","","-235","","1009812","0.2","1009812101"
"100","2","100411","2","0.33","","-220","","1009812","0.2","1009812102"
"270","2","102011","2","0.33","","-250","","1009812","0.2","1009812103"
"0","","0.7","93","","","","","1009812","","1009812104"
"lsv_exactly_joy_in","1","100411","3","lsv_exactly_joy_loop","0","0","","1009812","0.2","1009812105"
"vo_lsv_1229","","vo_lsv","21","0","","0","","1009812","","1009812106"
"お！　にいちゃん、するどい！\n正解だよ！\n逃げ足は大事だもんねー","1","100411","11","1","0","10","0","1009812","0","1009812107"
"","","0","91","","","","","1009812","","1009812108"
"lsv_idle_joy","","100411","3","","0.2","1","","1009812","","1009812109"
"lsv_talk_thinking","","103611","3","","0.2","1","","1009812","","1009812110"
"vo_lsv_1230","","vo_lsv","21","0","","0","","1009812","","1009812111"
"逃げ足って…\nでも、確かに自然の中では\n大切なことかも。","1","103611","11","1","0","10","0","1009812","0","1009812112"
"","","0","91","","","","","1009812","","1009812113"
"lsv_idle_thinking_anger","","103611","3","","0.2","1","","1009812","","1009812114"
"lsv_talk_wish_joy","","102011","3","","0.2","1","","1009812","","1009812115"
"vo_lsv_1231","","vo_lsv","21","0","","0","","1009812","","1009812116"
"かけっこが得意な\nみゅ～ちゃんもかわいいね～","1","102011","11","1","0","10","0","1009812","0","1009812117"
"","","0","91","","","","","1009812","","1009812118"
"lsv_idle_wish_joy","","102011","3","","0.2","1","","1009812","","1009812119"
"","","1009812145","101","","","","","1009812","","1009812120"
"lsv_choice","1","103611","3","lsv_idle_normal","0","0","","1009812","0.2","1009812121"
"lsv_choice","1","100411","3","lsv_idle_normal","0","0","","1009812","0.2","1009812122"
"lsv_choice","1","102011","3","lsv_idle_normal","0","0","","1009812","0.2","1009812123"
"0","","0.1","93","","","","","1009812","","1009812124"
"-200","2","103611","2","0.33","","-235","","1009812","0.2","1009812125"
"100","2","100411","2","0.33","","-220","","1009812","0.2","1009812126"
"270","2","102011","2","0.33","","-250","","1009812","0.2","1009812127"
"0","","0.7","93","","","","","1009812","","1009812128"
"lsv_idle_sad3","","100411","3","","0.2","1","","1009812","","1009812129"
"vo_lsv_1232","","vo_lsv","21","0","","0","","1009812","","1009812130"
"…ぐすん。\nミソギ、ウソ泣きなんて\n教えてないもん…ぐすぐす…","1","100411","11","1","0","10","0","1009812","0","1009812131"
"","","0","91","","","","","1009812","","1009812132"
"lsv_idle_sad3","","100411","3","","0.2","1","","1009812","","1009812133"
"lsv_talk_sad3","","102011","3","","0.2","1","","1009812","","1009812134"
"vo_lsv_1233","","vo_lsv","21","0","","0","","1009812","","1009812135"
"わわ…！\nミソギちゃん、泣かないで～","1","102011","11","1","0","10","0","1009812","0","1009812136"
"","","0","91","","","","","1009812","","1009812137"
"lsv_idle_sad","","102011","3","","0.2","1","","1009812","","1009812138"
"lsv_talk_cool_sad","1","103611","3","lsv_talk_cool_sad_loop","0","0","","1009812","0.2","1009812139"
"vo_lsv_1234","","vo_lsv","21","0","","0","","1009812","","1009812140"
"…これは間違いなく\n教えましたね。\nまったくもう…","1","103611","11","1","0","10","0","1009812","0","1009812141"
"","","0","91","","","","","1009812","","1009812142"
"lsv_idle_cool_sad","","103611","3","","0.2","1","","1009812","","1009812143"
"","","1009812145","101","","","","","1009812","","1009812144"
"","","0","91","","","","","1009812","","1009812145"
"","","","102","","","","","1009812","","1009812146"
"0.2","","0","22","","","","","1009812","","1009812147"
"","","0.2","93","","","","","1009812","","1009812148"
"10","0","100411","12","0","0","1","0","1009812","0","1009812149"
"lsv_eieio","1","100411","3","lsv_eieio_loop","0","0","","1009812","0.2","1009812150"
"0","","3","93","","","","","1009812","","1009812151"
"lsv_idle_cool_joy","","100411","3","","0.2","1","","1009812","","1009812152"
"4","0","102011","12","0","0","1","0","1009812","0","1009812153"
"lsv_surprise","1","102011","3","lsv_talk_surprise","0","0","","1009812","0.2","1009812154"
"0","","3","93","","","","","1009812","","1009812155"
"lsv_idle_wish_joyR","","102011","3","","0.2","1","","1009812","","1009812156"
"2","0","103611","12","0","0","1","0","1009812","0","1009812157"
"lsv_talk_sad","","103611","3","","0.2","1","","1009812","","1009812158"
"0","","3","93","","","","","1009812","","1009812159"
"lsv_idle_sad","","103611","3","","0.2","1","","1009812","","1009812160"
"","","1009812149","101","","","","","1009812","","1009812161"
"1","0","333","6","1","1","1","","1009812","0","1009812162"
"1","","103611","4","","","","","1009812","","1009812163"
"lsv_run","","103611","3","","0.2","1","","1009812","","1009812164"
"-750","0","103611","2","0.8","","-235","","1009812","","1009812165"
"0","","100411","4","","","","","1009812","","1009812166"
"lsv_run","","100411","3","","0.2","1","","1009812","","1009812167"
"750","0","100411","2","0.8","","-220","","1009812","","1009812168"
"0","","102011","4","","","","","1009812","","1009812169"
"lsv_run","","102011","3","","0.2","1","","1009812","","1009812170"
"850","0","102011","2","0.8","","-250","","1009812","","1009812171"
"","","0.6","93","","","","","1009812","","1009812172"
"1","0","103611","6","1","0.2","1","","1009812","0","1009812173"
"1","0","100411","6","1","0.2","1","","1009812","0","1009812174"
"1","0","102011","6","1","0.2","1","","1009812","0","1009812175"
"","","0","91","","","","","1009812","","1009812176"
"100411","-235","1","1","-750","1.95","102","lsv_idle_normal","1009813","0","1009813001"
"103611","-220","1","1","650","1.95","100","lsv_idle_normal","1009813","1","1009813002"
"102011","-250","1","1","750","1.95","101","lsv_idle_normal","1009813","1","1009813003"
"333","0","1","5","0","1","0","lsv_white_loop","1009813","0","1009813004"
"1","0","333","6","1","0","1","","1009813","0","1009813005"
"1","0","100411","6","1","0","1","","1009813","0","1009813006"
"1","0","103611","6","1","0","1","","1009813","0","1009813007"
"1","0","102011","6","1","0","1","","1009813","0","1009813008"
"2","","100411","7","0","","0","","1009813","","1009813009"
"-750","0","100411","2","0.5","","-235","","1009813","","1009813010"
"16","0.8","1","31","10","0","-140","","1009813","","1009813011"
"2","","16","34","0","","0","","1009813","","1009813012"
"0","","1","93","","","","","1009813","","1009813013"
"1","0.4","333","6","1","0.8","1","","1009813","0","1009813014"
"lsv_see_think_pre","1","100411","3","lsv_see_think","0.2","0","","1009813","0","1009813015"
"-600","0","100411","2","1.1","","-235","","1009813","","1009813016"
"1","1","100411","6","1","0.4","1","","1009813","0","1009813017"
"","","1","93","","","","","1009813","","1009813018"
"1","","16","32","","","","","1009813","","1009813019"
"","","0","91","","","","","1009813","","1009813020"
"240","80","100411","94","0","","260","","1009813","","1009813021"
"0","","16","32","","","","","1009813","","1009813022"
"0","","100411","7","0","","2","","1009813","","1009813023"
"lsv_walk","","100411","3","","0.2","1","","1009813","","1009813024"
"-250","0","100411","2","2","","-235","","1009813","","1009813025"
"lsv_walk_joy","","103611","3","","0.2","1","","1009813","","1009813026"
"100","0","103611","2","2","","-220","","1009813","","1009813027"
"1","1","103611","6","1","0.4","1","","1009813","0","1009813028"
"lsv_walk","","102011","3","","0.2","1","","1009813","","1009813029"
"270","0","102011","2","2","","-250","","1009813","","1009813030"
"1","1","102011","6","1","0.4","1","","1009813","0","1009813031"
"","","2","93","","","","","1009813","","1009813032"
"lsv_idle_normal_talkR","","100411","3","","0.2","1","","1009813","","1009813033"
"lsv_idle_joy","","103611","3","","0.2","1","","1009813","","1009813034"
"lsv_idle_normal","","102011","3","","0.2","1","","1009813","","1009813035"
"","","0.5","93","","","","","1009813","","1009813036"
"","","0","91","","","","","1009813","","1009813037"
"lsv_talk_sad","","100411","3","","0.2","1","","1009813","","1009813038"
"vo_lsv_1321","","vo_lsv","21","0","","0","","1009813","","1009813039"
"うう…なんだかほんとに\n学校の先生みたいなこと\n書いてるね…","1","100411","11","1","0","10","0","1009813","0","1009813040"
"","","0","91","","","","","1009813","","1009813041"
"lsv_idle_surprise_talkR1","","100411","3","","0.2","1","","1009813","","1009813042"
"lsv_talk_doya","1","103611","3","lsv_talk_doya_loop","0","0","","1009813","0.2","1009813043"
"vo_lsv_1322","","vo_lsv","21","0","","0","","1009813","","1009813044"
"だって今日は私が先生だもん。\n先生らしくしなくっちゃ！","1","103611","11","1","0","10","0","1009813","0","1009813045"
"","","0","91","","","","","1009813","","1009813046"
"lsv_idle_doya","","103611","3","","0.2","1","","1009813","","1009813047"
"lsv_talk_wish_joy","","102011","3","","0.2","1","","1009813","","1009813048"
"vo_lsv_1323","","vo_lsv","21","0","","0","","1009813","","1009813049"
"キョウカちゃん、\n張りきってたもんね♪\nどんなお勉強をしたの？","1","102011","11","1","0","10","0","1009813","0","1009813050"
"","","0","91","","","","","1009813","","1009813051"
"lsv_idle_wish_joy","","102011","3","","0.2","1","","1009813","","1009813052"
"lsv_talk_cool_joy_loop","","103611","3","","0.2","1","","1009813","","1009813053"
"vo_lsv_1324","","vo_lsv","21","0","","0","","1009813","","1009813054"
"ミミ、いい質問ですね。\nそれでは…\nここでみんなに問題です。","1","103611","11","1","0","10","0","1009813","0","1009813055"
"","","0","91","","","","","1009813","","1009813056"
"lsv_idle_cool_joy","","103611","3","","0.2","1","","1009813","","1009813057"
"lsv_talk_cool_sad","1","100411","3","lsv_talk_cool_sad_loop","0","0","","1009813","0.2","1009813058"
"vo_lsv_1325","","vo_lsv","21","0","","0","","1009813","","1009813059"
"急に先生っぽくしてる…！\n…ね、にいちゃんから\n何か言ってやってよっ。","1","100411","11","1","0","10","0","1009813","0","1009813060"
"","","0","91","","","","","1009813","","1009813061"
"lsv_idle_cool_sad","","100411","3","","0.2","1","","1009813","","1009813062"
"lsv_choice","1","100411","3","lsv_look_idle_normal","0","0","","1009813","0.2","1009813063"
"lsv_choice","1","103611","3","lsv_look_idle_normal","0","0","","1009813","0.2","1009813064"
"lsv_choice","1","102011","3","lsv_look_idle_normal","0","0","","1009813","0.2","1009813065"
"0","","0.1","93","","","","","1009813","","1009813066"
"-452","2","100411","2","0.33","","-235","","1009813","0.2","1009813067"
"420","2","103611","2","0.33","","-220","","1009813","0.2","1009813068"
"545","2","102011","2","0.33","","-250","","1009813","0.2","1009813069"
"0","","0","22","","0.2","1","","1009813","","1009813070"
"1009813074","","はい、先生！","103","","","0","","1009813","","1009813071"
"1009813096","","寝たふりをしよう。","103","","","0","","1009813","","1009813072"
"1009813119","","どんな問題が来るのかなぁ。","103","","","0","","1009813","","1009813073"
"lsv_choice","1","100411","3","lsv_idle_normal","0","0","","1009813","0.2","1009813074"
"lsv_choice","1","103611","3","lsv_idle_normal","0","0","","1009813","0.2","1009813075"
"lsv_choice","1","102011","3","lsv_idle_normal","0","0","","1009813","0.2","1009813076"
"0","","0.1","93","","","","","1009813","","1009813077"
"-200","2","100411","2","0.33","","-235","","1009813","0.2","1009813078"
"100","2","103611","2","0.33","","-220","","1009813","0.2","1009813079"
"270","2","102011","2","0.33","","-250","","1009813","0.2","1009813080"
"0","","0.7","93","","","","","1009813","","1009813081"
"lsv_surprise3","1","100411","3","lsv_surprise3_loop","0","0","","1009813","0.2","1009813082"
"vo_lsv_1326","","vo_lsv","21","0","","0","","1009813","","1009813083"
"ノリノリだー！？","1","100411","11","1","0","10","0","1009813","0","1009813084"
"","","0","91","","","","","1009813","","1009813085"
"lsv_talk_thinking_joyR","","103611","3","","0.2","1","","1009813","","1009813086"
"vo_lsv_1327","","vo_lsv","21","0","","0","","1009813","","1009813087"
"いいお返事ですね。\nでは、みんなで\nおさらいしてみましょうか。","1","103611","11","1","0","10","0","1009813","0","1009813088"
"","","0","91","","","","","1009813","","1009813089"
"lsv_idle_thinking_joy1","","103611","3","","0.2","1","","1009813","","1009813090"
"lsv_handsup_joy","1","102011","3","lsv_idle_joy","0","0","","1009813","0.2","1009813091"
"vo_lsv_1328","","vo_lsv","21","0","","0","","1009813","","1009813092"
"は～い、わかりましたっ。\nキョウカちゃん先生♪","1","102011","11","1","0","10","0","1009813","0","1009813093"
"","","0","91","","","","","1009813","","1009813094"
"","","1009813143","101","","","","","1009813","","1009813095"
"lsv_choice","1","100411","3","lsv_idle_normal","0","0","","1009813","0.2","1009813096"
"lsv_choice","1","103611","3","lsv_idle_normal","0","0","","1009813","0.2","1009813097"
"lsv_choice","1","102011","3","lsv_idle_normal","0","0","","1009813","0.2","1009813098"
"0","","0.1","93","","","","","1009813","","1009813099"
"-200","2","100411","2","0.33","","-235","","1009813","0.2","1009813100"
"100","2","103611","2","0.33","","-220","","1009813","0.2","1009813101"
"270","2","102011","2","0.33","","-250","","1009813","0.2","1009813102"
"0","","0.7","93","","","","","1009813","","1009813103"
"lsv_look_idle_sad_wink","1","100411","3","lsv_sleep","0.2","0","","1009813","0.2","1009813104"
"vo_lsv_1329","","vo_lsv","21","0","","0","","1009813","","1009813105"
"そ…\nそれだよ、にいちゃんっ。\n……ぐーぐーぐー","1","100411","11","1","0","10","0","1009813","0","1009813106"
"","","0","91","","","","","1009813","","1009813107"
"lsv_sleep","","100411","3","","0.2","1","","1009813","","1009813108"
"lsv_exactly_in","1","103611","3","lsv_exactly_loop","0","0","","1009813","0.2","1009813109"
"vo_lsv_1330","","vo_lsv","21","0","","0","","1009813","","1009813110"
"はい、そこの二人！\n授業中に寝ない！","1","103611","11","1","0","10","0","1009813","0","1009813111"
"","","0","91","","","","","1009813","","1009813112"
"lsv_idle_arm_crossed","","103611","3","","0.2","1","","1009813","","1009813113"
"lsv_surprise3_pain","1","102011","3","lsv_surprise3_pain_loop","0","0","","1009813","0.2","1009813114"
"vo_lsv_1331","","vo_lsv","21","0","","0","","1009813","","1009813115"
"二人とも、起きて～！\n一緒にお勉強しようよ～！","1","102011","11","1","0","10","0","1009813","0","1009813116"
"","","0","91","","","","","1009813","","1009813117"
"","","1009813143","101","","","","","1009813","","1009813118"
"lsv_choice","1","100411","3","lsv_idle_normal","0","0","","1009813","0.2","1009813119"
"lsv_choice","1","103611","3","lsv_idle_normal","0","0","","1009813","0.2","1009813120"
"lsv_choice","1","102011","3","lsv_idle_normal","0","0","","1009813","0.2","1009813121"
"0","","0.1","93","","","","","1009813","","1009813122"
"-200","2","100411","2","0.33","","-235","","1009813","0.2","1009813123"
"100","2","103611","2","0.33","","-220","","1009813","0.2","1009813124"
"270","2","102011","2","0.33","","-250","","1009813","0.2","1009813125"
"0","","0.7","93","","","","","1009813","","1009813126"
"lsv_talk_bitter_sad","","100411","3","","0.2","1","","1009813","","1009813127"
"vo_lsv_1332","","vo_lsv","21","0","","0","","1009813","","1009813128"
"あ、そっち？\nキョウカの先生キャラに\nツッコミはないんだ…","1","100411","11","1","0","10","0","1009813","0","1009813129"
"","","0","91","","","","","1009813","","1009813130"
"lsv_idle_bitter","","100411","3","","0.2","1","","1009813","","1009813131"
"lsv_exactly_in","1","103611","3","lsv_exactly_loop","0","0","","1009813","0.2","1009813132"
"vo_lsv_1333","","vo_lsv","21","0","","0","","1009813","","1009813133"
"ミソギさん？\n先生にキャラとか\n言わないように！","1","103611","11","1","0","10","0","1009813","0","1009813134"
"","","0","91","","","","","1009813","","1009813135"
"lsv_idle_arm_crossed","","103611","3","","0.2","1","","1009813","","1009813136"
"lsv_talk_surprise_talkjoy","","102011","3","","0.2","1","","1009813","","1009813137"
"vo_lsv_1334","","vo_lsv","21","0","","0","","1009813","","1009813138"
"わぁっ…！\n本当の先生みた～い！\nちゃんとお勉強しなくちゃ…！","1","102011","11","1","0","10","0","1009813","0","1009813139"
"","","0","91","","","","","1009813","","1009813140"
"lsv_idle_surprise_joy","","102011","3","","0.2","1","","1009813","","1009813141"
"","","1009813143","101","","","","","1009813","","1009813142"
"","","0","91","","","","","1009813","","1009813143"
"","","","102","","","","","1009813","","1009813144"
"0.2","","0","22","","","","","1009813","","1009813145"
"","","0.2","93","","","","","1009813","","1009813146"
"5","0","102011","12","0","0","1","0","1009813","0","1009813147"
"lsv_talk_surprise","","102011","3","","0.2","1","","1009813","","1009813148"
"0","","3","93","","","","","1009813","","1009813149"
"lsv_idle_surprise","","102011","3","","0.2","1","","1009813","","1009813150"
"10","0","103611","12","0","0","1","0","1009813","0","1009813151"
"lsv_talk_arm_crossed_joy","1","103611","3","lsv_talk_arm_crossed_loop_joy","0","0","","1009813","0.2","1009813152"
"0","","3","93","","","","","1009813","","1009813153"
"lsv_idle_cool_joy","","103611","3","","0.2","1","","1009813","","1009813154"
"2","0","100411","12","0","0","1","0","1009813","0","1009813155"
"lsv_talk_bitter","","100411","3","","0.2","1","","1009813","","1009813156"
"0","","3","93","","","","","1009813","","1009813157"
"lsv_idle_normal_talkR","","100411","3","","0.2","1","","1009813","","1009813158"
"","","1009813147","101","","","","","1009813","","1009813159"
"1","0","333","6","1","1","1","","1009813","0","1009813160"
"1","","100411","4","","","","","1009813","","1009813161"
"lsv_run","","100411","3","","0.2","1","","1009813","","1009813162"
"-750","0","100411","2","0.8","","-235","","1009813","","1009813163"
"0","","103611","4","","","","","1009813","","1009813164"
"lsv_run","","103611","3","","0.2","1","","1009813","","1009813165"
"750","0","103611","2","0.8","","-220","","1009813","","1009813166"
"0","","102011","4","","","","","1009813","","1009813167"
"lsv_run","","102011","3","","0.2","1","","1009813","","1009813168"
"850","0","102011","2","0.8","","-250","","1009813","","1009813169"
"","","0.6","93","","","","","1009813","","1009813170"
"1","0","100411","6","1","0.2","1","","1009813","0","1009813171"
"1","0","103611","6","1","0.2","1","","1009813","0","1009813172"
"1","0","102011","6","1","0.2","1","","1009813","0","1009813173"
"","","0","91","","","","","1009813","","1009813174"
"122811","-235","1","1","-650","1.95","102","lsv_idle_normal","1009814","0","1009814001"
"122911","-220","1","1","650","1.95","100","lsv_idle_normal","1009814","1","1009814002"
"122711","-250","1","1","750","1.95","101","lsv_idle_normal","1009814","1","1009814003"
"333","0","1","5","0","1","0","lsv_white_loop","1009814","0","1009814004"
"1","0","333","6","1","0","1","","1009814","0","1009814005"
"1","0","122811","6","1","0","1","","1009814","0","1009814006"
"1","0","122911","6","1","0","1","","1009814","0","1009814007"
"1","0","122711","6","1","0","1","","1009814","0","1009814008"
"bgm_M610","","bgm_M610","25","0","","0","","1009814","","1009814009"
"0","","1","93","","","","","1009814","","1009814010"
"1","0.4","333","6","1","0.8","1","","1009814","0","1009814011"
"lsv_walk","","122911","3","","0.2","1","","1009814","","1009814012"
"100","0","122911","2","2","","-220","","1009814","","1009814013"
"1","1","122911","6","1","0.4","1","","1009814","0","1009814014"
"lsv_walk","","122711","3","","0.2","1","","1009814","","1009814015"
"270","0","122711","2","2","","-250","","1009814","","1009814016"
"1","1","122711","6","1","0.4","1","","1009814","0","1009814017"
"0","","2","93","","","","","1009814","","1009814018"
"lsv_idle_normal","","122911","3","","0.2","1","","1009814","","1009814019"
"lsv_idle_normal","","122711","3","","0.2","1","","1009814","","1009814020"
"0","","0.6","93","","","","","1009814","","1009814021"
"lsv_idle_sad","","122711","3","","0.2","1","","1009814","","1009814022"
"lsv_idle_sad","","122911","3","","0.2","1","","1009814","","1009814023"
"vo_lsv_1421","","vo_lsv","21","0","","0","","1009814","","1009814024"
"…………","1","122711","11","1","0","10","0","1009814","0","1009814025"
"…………","1","122911","11","1","0","10","0","1009814","0","1009814026"
"","","0","91","","","","","1009814","","1009814027"
