ddd2dc90cb4e2aca39f2ae7ccae1e727ea8422d97a2bdc5b56c0fd7e347b88cc,1044319fd232c61d647419f84fd64c2b34e04f284f1073d69e29afde3898260d,07074b991a457cd446e2924250a6c4f51f60f4863701cde7caefd42da9af789d,3147dcef27b734becdabbd0fd6f33b14fed6f580ac5eccaa55710b930ffed6e5,0c16c4f4fcc926f95f9214fb5234779f0d59e7d48f6e01972cd0094edaadaeea,bbcf130b2a06e1e8af762aed03dadbf2946546f36d35e4a887468bbef12466eb,3cd816e3db14e32b7035392008b213e50f23c9c3ba81fc29b7b9eae121f6e628,118d4d21ce98f51442479489e4af46ebc37ede0c2a831b3b8f915145b840fd55,bb8e809e3af5d4736444eeb635034c4883fb0989282776a197785697d4de576f,324dcb6443504ed937e5ea45f4b919ed242522311d5e34a9800293f40bfe13aa,c40288f98c9261902a480acfaccbb6ffe4490d35efcb92e958030add270c6210,1a6d68f2b1203e68383a27001da7763e63693ef5f3a20477be8fccfa24d7e350
"10164015","1","0","128901","2025/03/17 20:59:59","5136005","2025/03/10 12:00:00","0","10164","2","1003","5136466"
"10164016","1","0","128802","2025/03/17 20:59:59","5136005","2025/03/10 12:00:00","0","10164","3","1003","5136467"
"10164017","1","0","128701","2025/03/17 20:59:59","5136005","2025/03/10 12:00:00","0","10164","4","1003","5136448"
"10165001","0","1","128901","2025/03/22 20:59:59","0","2025/03/15 12:00:00","0","10165","1016503","1002","5137402"
"10165002","0","0","128802","2025/03/22 20:59:59","0","2025/03/15 12:00:00","0","10165","7","1003","5137406"
"10165003","0","0","128701","2025/03/22 20:59:59","0","2025/03/15 12:00:00","0","10165","8","1003","5137407"
"10165004","0","0","128901","2025/03/22 20:59:59","0","2025/03/15 12:00:00","0","10165","9","1003","5137408"
"10165005","1","1","128901","2025/03/22 20:59:59","5137002","2025/03/15 12:00:00","0","10165","1016503","1002","5137422"
"10165006","1","0","128802","2025/03/22 20:59:59","5137002","2025/03/15 12:00:00","0","10165","7","1003","5137426"
"10165007","1","0","128701","2025/03/22 20:59:59","5137002","2025/03/15 12:00:00","0","10165","8","1003","5137427"
"10165008","1","0","128901","2025/03/22 20:59:59","5137002","2025/03/15 12:00:00","0","10165","9","1003","5137428"
"10165009","1","1","128901","2025/03/22 20:59:59","5137005","2025/03/15 12:00:00","0","10165","1016503","1002","5137442"
"10165010","1","0","128802","2025/03/22 20:59:59","5137005","2025/03/15 12:00:00","0","10165","7","1003","5137446"
"10165011","1","0","128701","2025/03/22 20:59:59","5137005","2025/03/15 12:00:00","0","10165","8","1003","5137447"
"10165012","1","0","128901","2025/03/22 20:59:59","5137005","2025/03/15 12:00:00","0","10165","9","1003","5137448"
"10165013","1","0","128901","2025/03/22 20:59:59","5137005","2025/03/15 12:00:00","0","10165","14","1003","5137411"
"10166001","0","1","110901","2024/04/23 20:59:59","0","2024/04/16 12:00:00","0","10166","1016603","1002","5140402"
"10166002","1","1","129501","2024/04/23 20:59:59","5140002","2024/04/16 12:00:00","0","10166","1016603","1002","5140422"
"10166003","1","0","129501","2024/04/23 20:59:59","5140002","2024/04/16 12:00:00","0","10166","2","1003","5140406"
"10166004","1","0","129301","2024/04/23 20:59:59","5140002","2024/04/16 12:00:00","0","10166","3","1003","5140407"
"10166005","1","0","129401","2024/04/23 20:59:59","5140002","2024/04/16 12:00:00","0","10166","4","1003","5140408"
"10166006","1","0","129501","2024/04/23 20:59:59","5140002","2024/04/16 12:00:00","0","10166","5","1003","5140409"
"10166007","1","0","129301","2024/04/23 20:59:59","5140002","2024/04/16 12:00:00","0","10166","6","1003","5140410"
"10166008","1","0","129301","2024/04/23 20:59:59","5140002","2024/04/16 12:00:00","0","10166","8","1003","5140411"
"20004001","0","0","107601","2030/07/22 20:59:59","0","2020/06/19 15:00:00","0","20004","107601","1004","5004401"
"20004002","0","1","107601","2030/07/22 20:59:59","0","2020/06/19 15:00:00","0","20004","2000403","1002","5004402"
"20004003","0","0","107501","2030/07/22 20:59:59","0","2020/06/19 15:00:00","0","20004","2","1003","5004406"
"20004004","0","0","107601","2030/07/22 20:59:59","0","2020/06/19 15:00:00","0","20004","3","1003","5004407"
"20004005","0","0","107801","2030/07/22 20:59:59","0","2020/06/19 15:00:00","0","20004","4","1003","5004408"
"20004006","0","0","107701","2030/07/22 20:59:59","0","2020/06/19 15:00:00","0","20004","5","1003","5004409"
"20004007","0","0","107501","2030/07/22 20:59:59","0","2020/06/19 15:00:00","0","20004","6","1003","5004410"
"20004008","0","0","107601","2030/07/22 20:59:59","0","2020/06/19 15:00:00","0","20004","7","1003","5004411"
"20005001","0","0","108001","2030/07/22 20:59:59","0","2020/07/20 15:00:00","0","20005","108001","1004","5005401"
"20005002","0","1","107901","2030/07/22 20:59:59","0","2020/07/20 15:00:00","0","20005","2000503","1002","5005402"
"20005003","0","0","107901","2030/07/22 20:59:59","0","2020/07/20 15:00:00","0","20005","2","1003","5005406"
"20005004","0","0","108001","2030/07/22 20:59:59","0","2020/07/20 15:00:00","0","20005","3","1003","5005407"
"20005005","0","0","107901","2030/07/22 20:59:59","0","2020/07/20 15:00:00","0","20005","4","1003","5005408"
"20005006","0","0","108001","2030/07/22 20:59:59","0","2020/07/20 15:00:00","0","20005","5","1003","5005409"
"20005007","0","0","107901","2030/07/22 20:59:59","0","2020/07/20 15:00:00","0","20005","6","1003","5005410"
"20005008","0","0","108001","2030/07/22 20:59:59","0","2020/07/20 15:00:00","0","20005","7","1003","5005411"
"20006001","0","1","103701","2030/07/22 20:59:59","0","2020/08/19 15:00:00","0","20006","2000603","1002","5006402"
"20006002","0","0","100501","2030/07/22 20:59:59","0","2020/08/19 15:00:00","0","20006","2","1003","5006406"
"20006003","0","0","103701","2030/07/22 20:59:59","0","2020/08/19 15:00:00","0","20006","3","1003","5006407"
"20006004","0","0","104701","2030/07/22 20:59:59","0","2020/08/19 15:00:00","0","20006","4","1003","5006408"
"20006005","0","0","107101","2030/07/22 20:59:59","0","2020/08/19 15:00:00","0","20006","5","1003","5006409"
"20006006","0","0","100501","2030/07/22 20:59:59","0","2020/08/19 15:00:00","0","20006","6","1003","5006410"
"20006007","0","0","104701","2030/07/22 20:59:59","0","2020/08/19 15:00:00","0","20006","7","1003","5006411"
"20007001","0","0","108201","2030/07/22 20:59:59","0","2020/09/23 15:00:00","0","20007","108201","1004","5007401"
"20007002","0","1","108101","2030/07/22 20:59:59","0","2020/09/23 15:00:00","0","20007","2000703","1002","5007402"
"20007003","0","0","108201","2030/07/22 20:59:59","0","2020/09/23 15:00:00","0","20007","2","1003","5007406"
"20007004","0","0","108101","2030/07/22 20:59:59","0","2020/09/23 15:00:00","0","20007","3","1003","5007407"
"20007005","0","0","108201","2030/07/22 20:59:59","0","2020/09/23 15:00:00","0","20007","4","1003","5007408"
"20007006","0","0","108101","2030/07/22 20:59:59","0","2020/09/23 15:00:00","0","20007","5","1003","5007409"
"20007007","0","0","108201","2030/07/22 20:59:59","0","2020/09/23 15:00:00","0","20007","6","1003","5007410"
"20007008","0","0","108101","2030/07/22 20:59:59","0","2020/09/23 15:00:00","0","20007","7","1003","5007411"
"20008001","0","1","105601","2030/07/22 20:59:59","0","2020/10/19 12:00:00","0","20008","2000803","1002","5008402"
"20008002","0","0","105601","2030/07/22 20:59:59","0","2020/10/19 15:00:00","0","20008","2","1003","5008406"
"20008003","0","0","100901","2030/07/22 20:59:59","0","2020/10/19 15:00:00","0","20008","3","1003","5008407"
"20008004","0","0","101301","2030/07/22 20:59:59","0","2020/10/19 15:00:00","0","20008","4","1003","5008408"
"20008005","0","0","105101","2030/07/22 20:59:59","0","2020/10/19 15:00:00","0","20008","5","1003","5008409"
"20008006","0","0","102701","2030/07/22 20:59:59","0","2020/10/19 15:00:00","0","20008","6","1003","5008410"
"20008007","0","0","105601","2030/07/22 20:59:59","0","2020/10/19 15:00:00","0","20008","7","1003","5008411"
"20009001","0","0","108501","2030/07/22 20:59:59","0","2020/11/24 15:00:00","0","20009","108501","1004","5009401"
"20009002","0","1","108401","2030/07/22 20:59:59","0","2020/11/24 15:00:00","0","20009","2000903","1002","5009402"
"20009003","0","0","108601","2030/07/22 20:59:59","0","2020/11/24 15:00:00","0","20009","2","1003","5009406"
"20009004","0","0","108601","2030/07/22 20:59:59","0","2020/11/24 15:00:00","0","20009","3","1003","5009407"
"20009005","0","0","108501","2030/07/22 20:59:59","0","2020/11/24 15:00:00","0","20009","4","1003","5009408"
"20009006","0","0","108501","2030/07/22 20:59:59","0","2020/11/24 15:00:00","0","20009","5","1003","5009409"
"20009007","0","0","108401","2030/07/22 20:59:59","0","2020/11/24 15:00:00","0","20009","6","1003","5009410"
"20009008","0","0","108401","2030/07/22 20:59:59","0","2020/11/24 15:00:00","0","20009","7","1003","5009411"
"20010001","0","0","108901","2030/07/22 20:59:59","0","2020/12/22 15:00:00","0","20010","108901","1004","5010401"
"20010002","0","1","108801","2030/07/22 20:59:59","0","2020/12/22 15:00:00","0","20010","2001003","1002","5010402"
"20010003","0","0","108801","2030/07/22 20:59:59","0","2020/12/22 15:00:00","0","20010","2","1003","5010406"
"20010004","0","0","108901","2030/07/22 20:59:59","0","2020/12/22 15:00:00","0","20010","3","1003","5010407"
"20010005","0","0","108701","2030/07/22 20:59:59","0","2020/12/22 15:00:00","0","20010","4","1003","5010408"
"20010006","0","0","108901","2030/07/22 20:59:59","0","2020/12/22 15:00:00","0","20010","5","1003","5010409"
"20010007","0","0","108801","2030/07/22 20:59:59","0","2020/12/22 15:00:00","0","20010","6","1003","5010410"
"20010008","0","0","108701","2030/07/22 20:59:59","0","2020/12/22 15:00:00","0","20010","7","1003","5010411"
"20011001","0","0","109001","2030/07/22 20:59:59","0","2021/01/25 15:00:00","0","20011","109001","1004","5011401"
"20011002","0","1","101101","2030/07/22 20:59:59","0","2021/01/25 15:00:00","0","20011","2001103","1002","5011402"
"20011003","0","0","109101","2030/07/22 20:59:59","0","2021/01/25 15:00:00","0","20011","2","1003","5011406"
"20011004","0","0","109001","2030/07/22 20:59:59","0","2021/01/25 15:00:00","0","20011","3","1003","5011407"
"20011005","0","0","109101","2030/07/22 20:59:59","0","2021/01/25 15:00:00","0","20011","4","1003","5011408"
"20011006","0","0","109001","2030/07/22 20:59:59","0","2021/01/25 15:00:00","0","20011","5","1003","5011409"
"20011007","0","0","101101","2030/07/22 20:59:59","0","2021/01/25 15:00:00","0","20011","6","1003","5011410"
"20011008","0","0","109101","2030/07/22 20:59:59","0","2021/01/25 15:00:00","0","20011","7","1003","5011411"
"20012001","0","1","101401","2030/07/22 20:59:59","0","2021/02/18 15:00:00","0","20012","2001203","1002","5012402"
"20012002","0","0","101401","2030/07/22 20:59:59","0","2021/02/18 15:00:00","0","20012","2","1003","5012406"
"20012003","0","0","101401","2030/07/22 20:59:59","0","2021/02/18 15:00:00","0","20012","3","1003","5012407"
"20012004","0","0","101401","2030/07/22 20:59:59","0","2021/02/18 15:00:00","0","20012","4","1003","5012408"
"20012005","0","0","105501","2030/07/22 20:59:59","0","2021/02/18 15:00:00","0","20012","5","1003","5012409"
"20012006","0","0","105501","2030/07/22 20:59:59","0","2021/02/18 15:00:00","0","20012","6","1003","5012410"
"20012007","0","0","101401","2030/07/22 20:59:59","0","2021/02/18 15:00:00","0","20012","7","1003","5012411"
"20013001","0","0","109301","2030/07/22 20:59:59","0","2021/03/23 15:00:00","0","20013","109301","1004","5013401"
"20013002","0","1","109201","2030/07/22 20:59:59","0","2021/03/23 15:00:00","0","20013","2001303","1002","5013402"
"20013003","0","0","109201","2030/07/22 20:59:59","0","2021/03/23 15:00:00","0","20013","2","1003","5013406"
"20013004","0","0","109401","2030/07/22 20:59:59","0","2021/03/23 15:00:00","0","20013","3","1003","5013407"
"20013005","0","0","109301","2030/07/22 20:59:59","0","2021/03/23 15:00:00","0","20013","4","1003","5013408"
"20013006","0","0","109201","2030/07/22 20:59:59","0","2021/03/23 15:00:00","0","20013","5","1003","5013409"
"20013007","0","0","109401","2030/07/22 20:59:59","0","2021/03/23 15:00:00","0","20013","6","1003","5013410"
"20013008","0","0","109201","2030/07/22 20:59:59","0","2021/03/23 15:00:00","0","20013","7","1003","5013411"
"20014001","0","1","105301","2030/07/22 20:59:59","0","2021/04/16 15:00:00","0","20014","2001403","1002","5015402"
"20014005","0","0","109501","2030/07/22 20:59:59","0","2021/04/16 15:00:00","0","20014","2","1003","5015406"
"20014006","0","0","109501","2030/07/22 20:59:59","0","2021/04/16 15:00:00","0","20014","3","1003","5015407"
"20014007","0","0","105301","2030/07/22 20:59:59","0","2021/04/16 15:00:00","0","20014","4","1003","5015408"
"20014008","0","0","109601","2030/07/22 20:59:59","0","2021/04/16 15:00:00","0","20014","5","1003","5015409"
"20014009","0","0","109601","2030/07/22 20:59:59","0","2021/04/16 15:00:00","0","20014","6","1003","5015410"
"20014010","0","0","105301","2030/07/22 20:59:59","0","2021/04/16 15:00:00","0","20014","7","1003","5015411"
"20015001","0","0","110101","2030/07/22 20:59:59","0","2021/05/18 15:00:00","0","20015","110101","1004","5019401"
"20015002","0","1","110201","2030/07/22 20:59:59","0","2021/05/18 15:00:00","0","20015","2001503","1002","5019402"
"20015003","0","0","110001","2030/07/22 20:59:59","0","2021/05/18 15:00:00","0","20015","2","1003","5019406"
"20015004","0","0","110001","2030/07/22 20:59:59","0","2021/05/18 15:00:00","0","20015","3","1003","5019407"
"20015005","0","0","110201","2030/07/22 20:59:59","0","2021/05/18 15:00:00","0","20015","4","1003","5019408"
"20015006","0","0","110101","2030/07/22 20:59:59","0","2021/05/18 15:00:00","0","20015","5","1003","5019409"
"20015007","0","0","110101","2030/07/22 20:59:59","0","2021/05/18 15:00:00","0","20015","6","1003","5019410"
"20015008","0","0","110201","2030/07/22 20:59:59","0","2021/05/18 15:00:00","0","20015","7","1003","5019411"
"20016001","0","0","110501","2030/07/22 20:59:59","0","2021/06/18 15:00:00","0","20016","110501","1004","5021401"
"20016002","0","1","110401","2030/07/22 20:59:59","0","2021/06/18 15:00:00","0","20016","2001603","1002","5021402"
"20016003","0","0","110601","2030/07/22 20:59:59","0","2021/06/18 15:00:00","0","20016","2","1003","5021406"
"20016004","0","0","110401","2030/07/22 20:59:59","0","2021/06/18 15:00:00","0","20016","3","1003","5021407"
"20016005","0","0","110501","2030/07/22 20:59:59","0","2021/06/18 15:00:00","0","20016","4","1003","5021408"
"20016006","0","0","110401","2030/07/22 20:59:59","0","2021/06/18 15:00:00","0","20016","5","1003","5021409"
"20016007","0","0","110601","2030/07/22 20:59:59","0","2021/06/18 15:00:00","0","20016","6","1003","5021410"
"20016008","0","0","110501","2030/07/22 20:59:59","0","2021/06/18 15:00:00","0","20016","7","1003","5021411"
"20017001","0","1","110701","2030/07/22 20:59:59","0","2021/08/16 15:00:00","0","20017","2001703","1002","5023402"
"20017002","0","0","110701","2030/07/22 20:59:59","0","2021/08/16 15:00:00","0","20017","2","1003","5023406"
"20017003","0","0","110701","2030/07/22 20:59:59","0","2021/08/16 15:00:00","0","20017","3","1003","5023407"
"20017004","0","0","111001","2030/07/22 20:59:59","0","2021/08/16 15:00:00","0","20017","4","1003","5023408"
"20017005","0","0","110801","2030/07/22 20:59:59","0","2021/08/16 15:00:00","0","20017","5","1003","5023409"
"20017006","0","0","110901","2030/07/22 20:59:59","0","2021/08/16 15:00:00","0","20017","6","1003","5023410"
"20017007","0","0","110701","2030/07/22 20:59:59","0","2021/08/16 15:00:00","0","20017","7","1003","5023411"
"20018001","0","0","111201","2030/07/22 20:59:59","0","2021/08/16 15:00:00","0","20018","111201","1004","5025401"
"20018002","0","1","111301","2030/07/22 20:59:59","0","2021/08/16 15:00:00","0","20018","2001803","1002","5025402"
"20018003","0","0","111101","2030/07/22 20:59:59","0","2021/08/16 15:00:00","0","20018","2","1003","5025406"
"20018004","0","0","111101","2030/07/22 20:59:59","0","2021/08/16 15:00:00","0","20018","3","1003","5025407"
"20018005","0","0","111201","2030/07/22 20:59:59","0","2021/08/16 15:00:00","0","20018","4","1003","5025408"
"20018006","0","0","111301","2030/07/22 20:59:59","0","2021/08/16 15:00:00","0","20018","5","1003","5025409"
"20018007","0","0","111301","2030/07/22 20:59:59","0","2021/08/16 15:00:00","0","20018","6","1003","5025410"
"20018008","0","0","111301","2030/07/22 20:59:59","0","2021/08/16 15:00:00","0","20018","7","1003","5025411"
"20018011","1","0","111201","2030/07/22 20:59:59","5025001","2021/08/16 15:00:00","0","20018","111201","1004","5025421"
"20018012","1","1","111301","2030/07/22 20:59:59","5025001","2021/08/16 15:00:00","0","20018","2001803","1002","5025422"
"20018013","1","0","111101","2030/07/22 20:59:59","5025001","2021/08/16 15:00:00","0","20018","2","1003","5025426"
"20018014","1","0","111101","2030/07/22 20:59:59","5025001","2021/08/16 15:00:00","0","20018","3","1003","5025427"
"20018015","1","0","111201","2030/07/22 20:59:59","5025001","2021/08/16 15:00:00","0","20018","4","1003","5025428"
"20018016","1","0","111301","2030/07/22 20:59:59","5025001","2021/08/16 15:00:00","0","20018","5","1003","5025429"
"20018017","1","0","111301","2030/07/22 20:59:59","5025001","2021/08/16 15:00:00","0","20018","6","1003","5025430"
"20018018","1","0","111301","2030/07/22 20:59:59","5025001","2021/08/16 15:00:00","0","20018","7","1003","5025431"
"20019001","0","1","106601","2030/07/22 20:59:59","0","2021/09/16 15:00:00","0","20019","2001903","1002","5027402"
"20019002","0","0","100501","2030/07/22 20:59:59","0","2021/09/16 15:00:00","0","20019","2","1003","5027406"
"20019003","0","0","103701","2030/07/22 20:59:59","0","2021/09/16 15:00:00","0","20019","3","1003","5027407"
"20019004","0","0","106501","2030/07/22 20:59:59","0","2021/09/16 15:00:00","0","20019","4","1003","5027408"
"20019005","0","0","100501","2030/07/22 20:59:59","0","2021/09/16 15:00:00","0","20019","5","1003","5027409"
"20019006","0","0","103701","2030/07/22 20:59:59","0","2021/09/16 15:00:00","0","20019","6","1003","5027410"
"20019007","0","0","100501","2030/07/22 20:59:59","0","2021/09/16 15:00:00","0","20019","7","1003","5027411"
"20020001","0","0","111601","2030/07/22 20:59:59","0","2021/10/19 15:00:00","0","20020","111601","1004","5029401"
"20020002","0","1","111501","2030/07/22 20:59:59","0","2021/10/19 15:00:00","0","20020","2002003","1002","5029402"
"20020003","0","0","111501","2030/07/22 20:59:59","0","2021/10/19 15:00:00","0","20020","2","1003","5029406"
"20020004","0","0","111701","2030/07/22 20:59:59","0","2021/10/19 15:00:00","0","20020","3","1003","5029407"
"20020005","0","0","111601","2030/07/22 20:59:59","0","2021/10/19 15:00:00","0","20020","4","1003","5029408"
"20020006","0","0","111701","2030/07/22 20:59:59","0","2021/10/19 15:00:00","0","20020","5","1003","5029409"
"20020007","0","0","111501","2030/07/22 20:59:59","0","2021/10/19 15:00:00","0","20020","6","1003","5029410"
"20020008","0","0","111501","2030/07/22 20:59:59","0","2021/10/19 15:00:00","0","20020","7","1003","5029411"
"20021001","0","0","112101","2030/01/01 14:59:59","0","2021/11/16 15:00:00","0","20021","112101","1004","5031401"
"20021002","0","1","112001","2030/01/01 14:59:59","0","2021/11/16 15:00:00","0","20021","2002103","1002","5031402"
"20021003","0","0","111801","2030/01/01 14:59:59","0","2021/11/16 15:00:00","0","20021","2","1003","5031406"
"20021004","0","0","112001","2030/01/01 14:59:59","0","2021/11/16 15:00:00","0","20021","3","1003","5031407"
"20021005","0","0","111901","2030/01/01 14:59:59","0","2021/11/16 15:00:00","0","20021","4","1003","5031408"
"20021006","0","0","112101","2030/01/01 14:59:59","0","2021/11/16 15:00:00","0","20021","5","1003","5031409"
"20021007","0","0","112101","2030/01/01 14:59:59","0","2021/11/16 15:00:00","0","20021","6","1003","5031410"
"20021008","0","0","112101","2030/01/01 14:59:59","0","2021/11/16 15:00:00","0","20021","7","1003","5031411"
"20022001","0","0","112301","2030/01/01 14:59:59","0","2021/12/16 15:00:00","0","20022","112301","1004","5033401"
"20022002","0","1","112201","2030/01/01 14:59:59","0","2021/12/16 15:00:00","0","20022","2002203","1002","5033402"
"20022006","0","0","112201","2030/01/01 14:59:59","0","2021/12/16 15:00:00","0","20022","2","1003","5033406"
"20022007","0","0","112301","2030/01/01 14:59:59","0","2021/12/16 15:00:00","0","20022","3","1003","5033407"
"20022008","0","0","112201","2030/01/01 14:59:59","0","2021/12/16 15:00:00","0","20022","4","1003","5033408"
"20022009","0","0","112301","2030/01/01 14:59:59","0","2021/12/16 15:00:00","0","20022","5","1003","5033409"
"20022010","0","0","112201","2030/01/01 14:59:59","0","2021/12/16 15:00:00","0","20022","6","1003","5033410"
"20022011","0","0","112201","2030/01/01 14:59:59","0","2021/12/16 15:00:00","0","20022","7","1003","5033411"
"20023001","0","1","110801","2030/01/01 14:59:59","0","2022/01/17 15:00:00","0","20023","2002303","1002","5038402"
"20023005","0","0","111001","2030/01/01 14:59:59","0","2022/01/17 15:00:00","0","20023","2","1003","5038406"
"20023006","0","0","110901","2030/01/01 14:59:59","0","2022/01/17 15:00:00","0","20023","3","1003","5038407"
"20023007","0","0","110901","2030/01/01 14:59:59","0","2022/01/17 15:00:00","0","20023","4","1003","5038408"
"20023008","0","0","110801","2030/01/01 14:59:59","0","2022/01/17 15:00:00","0","20023","5","1003","5038409"
"20023009","0","0","111001","2030/01/01 14:59:59","0","2022/01/17 15:00:00","0","20023","6","1003","5038410"
"20023010","0","0","110901","2030/01/01 14:59:59","0","2022/01/17 15:00:00","0","20023","7","1003","5038411"
"20024001","0","1","102601","2030/01/01 14:59:59","0","2022/02/18 15:00:00","0","20024","2002403","1002","5040402"
"20024005","0","0","102601","2030/01/01 14:59:59","0","2022/02/18 15:00:00","0","20024","2","1003","5040406"
"20024006","0","0","103301","2030/01/01 14:59:59","0","2022/02/18 15:00:00","0","20024","3","1003","5040407"
"20024007","0","0","105201","2030/01/01 14:59:59","0","2022/02/18 15:00:00","0","20024","4","1003","5040408"
"20024008","0","0","103801","2030/01/01 14:59:59","0","2022/02/18 15:00:00","0","20024","5","1003","5040409"
"20024009","0","0","103301","2030/01/01 14:59:59","0","2022/02/18 15:00:00","0","20024","6","1003","5040410"
"20024010","0","0","102601","2030/01/01 14:59:59","0","2022/02/18 15:00:00","0","20024","7","1003","5040411"
"20025001","0","0","113001","2030/01/01 14:59:59","0","2022/03/17 15:00:00","0","20025","113001","1004","5042401"
"20025002","0","1","112901","2030/01/01 14:59:59","0","2022/03/17 15:00:00","0","20025","2002503","1002","5042402"
"20025006","0","0","101101","2030/01/01 14:59:59","0","2022/03/17 15:00:00","0","20025","2","1003","5042426"
"20025007","1","0","112901","2030/01/01 14:59:59","5042001","2022/03/17 15:00:00","0","20025","2","1003","5042406"
"20025008","0","0","105501","2030/01/01 14:59:59","0","2022/03/17 15:00:00","0","20025","3","1003","5042427"
"20025009","1","0","113001","2030/01/01 14:59:59","5042001","2022/03/17 15:00:00","0","20025","3","1003","5042407"
"20025010","0","0","100101","2030/01/01 14:59:59","0","2022/03/17 15:00:00","0","20025","4","1003","5042428"
"20025011","1","0","900103","2030/01/01 14:59:59","5042001","2022/03/17 15:00:00","0","20025","4","1003","5042408"
"20025012","0","0","101101","2030/01/01 14:59:59","0","2022/03/17 15:00:00","0","20025","5","1003","5042431"
"20025013","1","0","112901","2030/01/01 14:59:59","5042001","2022/03/17 15:00:00","0","20025","5","1003","5042411"
"20026001","0","0","113201","2030/01/01 14:59:59","0","2022/04/18 15:00:00","0","20026","113201","1004","5044401"
"20026002","0","1","100901","2030/01/01 14:59:59","0","2022/04/18 15:00:00","0","20026","2002603","1002","5044422"
"20026006","0","0","105601","2030/01/01 14:59:59","0","2022/04/18 15:00:00","0","20026","2","1003","5044426"
"20026007","0","0","100901","2030/01/01 14:59:59","0","2022/04/18 15:00:00","0","20026","3","1003","5044427"
"20026008","0","0","101301","2030/01/01 14:59:59","0","2022/04/18 15:00:00","0","20026","4","1003","5044428"
"20026009","0","0","105601","2030/01/01 14:59:59","0","2022/04/18 15:00:00","0","20026","5","1003","5044429"
"20026010","0","0","101301","2030/01/01 14:59:59","0","2022/04/18 15:00:00","0","20026","6","1003","5044430"
"20026011","0","0","105601","2030/01/01 14:59:59","0","2022/04/18 15:00:00","0","20026","7","1003","5044431"
"20026012","1","0","113101","2030/01/01 14:59:59","5044001","2022/04/18 15:00:00","0","20026","2","1003","5044406"
"20026013","1","0","113201","2030/01/01 14:59:59","5044001","2022/04/18 15:00:00","0","20026","3","1003","5044407"
"20026014","1","0","113301","2030/01/01 14:59:59","5044001","2022/04/18 15:00:00","0","20026","4","1003","5044408"
"20026015","1","0","113101","2030/01/01 14:59:59","5044001","2022/04/18 15:00:00","0","20026","5","1003","5044409"
"20026016","1","0","113301","2030/01/01 14:59:59","5044001","2022/04/18 15:00:00","0","20026","6","1003","5044410"
"20026017","1","0","113101","2030/01/01 14:59:59","5044001","2022/04/18 15:00:00","0","20026","7","1003","5044411"
"20026018","1","1","113201","2030/01/01 14:59:59","5044001","2022/04/18 15:00:00","0","20026","2002603","1002","5044402"
"20027001","0","0","113501","2030/01/01 14:59:59","0","2022/05/18 15:00:00","0","20027","113501","1004","5046401"
"20027002","0","1","101501","2030/01/01 14:59:59","0","2022/05/18 15:00:00","0","20027","2002703","1002","5046412"
"20027006","0","0","101501","2030/01/01 14:59:59","0","2022/05/18 15:00:00","0","20027","2","1003","5046406"
"20027007","0","0","101201","2030/01/01 14:59:59","0","2022/05/18 15:00:00","0","20027","3","1003","5046407"
"20027008","0","0","101501","2030/01/01 14:59:59","0","2022/05/18 15:00:00","0","20027","4","1003","5046408"
"20027009","0","0","101201","2030/01/01 14:59:59","0","2022/05/18 15:00:00","0","20027","5","1003","5046409"
"20027010","0","0","101501","2030/01/01 14:59:59","0","2022/05/18 15:00:00","0","20027","6","1003","5046410"
"20027011","0","0","101501","2030/01/01 14:59:59","0","2022/05/18 15:00:00","0","20027","7","1003","5046411"
"20027012","1","0","113501","2030/01/01 14:59:59","5046001","2022/05/18 15:00:00","0","20027","2","1003","5046426"
"20027013","1","0","113501","2030/01/01 14:59:59","5046001","2022/05/18 15:00:00","0","20027","4","1003","5046428"
"20027014","1","0","113501","2030/01/01 14:59:59","5046001","2022/05/18 15:00:00","0","20027","6","1003","5046430"
"20027015","1","0","113501","2030/01/01 14:59:59","5046001","2022/05/18 15:00:00","0","20027","7","1003","5046431"
"20027016","1","0","113501","2030/01/01 14:59:59","5046002","2022/05/18 15:00:00","0","20027","2","1003","5046446"
"20027017","1","0","113401","2030/01/01 14:59:59","5046002","2022/05/18 15:00:00","0","20027","3","1003","5046447"
"20027018","1","0","113501","2030/01/01 14:59:59","5046002","2022/05/18 15:00:00","0","20027","4","1003","5046448"
"20027019","1","0","113401","2030/01/01 14:59:59","5046002","2022/05/18 15:00:00","0","20027","5","1003","5046449"
"20027020","1","0","113501","2030/01/01 14:59:59","5046002","2022/05/18 15:00:00","0","20027","6","1003","5046450"
"20027021","1","0","113501","2030/01/01 14:59:59","5046002","2022/05/18 15:00:00","0","20027","7","1003","5046451"
"20027022","1","1","113501","2030/01/01 14:59:59","5046001","2022/05/18 15:00:00","0","20027","2002703","1002","5046422"
"20027026","1","1","113501","2030/01/01 14:59:59","5046002","2022/05/18 15:00:00","0","20027","2002703","1002","5046402"
"20028001","0","1","100601","2030/01/01 14:59:59","0","2022/06/16 15:00:00","0","20028","2002803","1002","5048422"
"20028002","1","1","113701","2030/01/01 14:59:59","5048001","2022/06/16 15:00:00","0","20028","2002803","1002","5048402"
"20028008","0","0","113801","2030/01/01 14:59:59","0","2022/06/16 15:00:00","0","20028","2","1003","5048406"
"20028009","0","0","100601","2030/01/01 14:59:59","0","2022/06/16 15:00:00","0","20028","3","1003","5048427"
