9dc812e73984a79ed6f011a73267363e9831b7f8645d71cd9172ac4a5dc1c3de,c176052983849a4d1836580b89355a4a7cae5d4d728bd07e77312b8347f0ed7f,0b9a01345e83da58c93c5ca0300ee496ff1d04b31bae3690b163799d5c2672b7,5f7682e55f1d84a6444aaa4679eccfbfed5c59c6ecef181d14b36f12fad2b655,64b5b921d6bf7e4157e5c8135ae883eec5f3a3cd3107802c0b28493a42f359a6,380813d6d3ffe459f20c409f9e3a223c3a13cfffed7648f9e5b60199cbb69750,8894d334f6b61e4ce2ee9d3ca8052dfae63c8b4073face8036934d8dd27b6c29,e36c94302f038ca2d33c5f560501efe16f695c6efe55e22d6557acf6f7ff8a4d,37a5fd25bae4f9db511d6ad81085898c3451bb1c89868dec476542e9d235681e,186583cf62fd71480af98c3f5d875ce88ce8f4f17a7b647d183e24e945b78a44,f65921b7a112f75cc28b19c243a88501c7d9b738b4150d04afe5ad795290347f,a54bab93233186b7e548ee1fdd552a1672d2b13c92ee3ae9e2993417fdbb69fd,f5ec68e5f32d4d80a696b547098c39723d2177c318966a2a1f9c0f4684181dab,43ef7f0023528d74df20c780fc38ef85706a38203f74200832c2e7a63bf2d19f,b19b16b0e059bed2ba2049dd9fa661453e4012deadaa55616ee5c2e8eb2eae3a,c185d8ec17b6add6f5352753e47f499484ab52b6b48693b497309bd2cf034f7f,522146757c7b31a6b70d2826bd836a61f6096158db357498aa179cfbcded9d6b,8df74ad93cd9ceba8c044e58c236cb768aa6e207dfefaf90966ee6d3b586d8c4,50038840efa81c88580126ee0bd0d49ef521417def642892cedf6d5e5602c9c5,ef1d0ae0e44c7fcb0c0854c1ef9f91d2e99fa2ab687c13e5f6be6d3e7c3f6df5,22816c4bf40aebee00bc7c72ce482fe6e3af081158c62599dc94e4fad449ae5e
"聖者のローブＲ","0","0","0","0","0","0","89","0","2","2","0","魔法服","0","0","0","0","10","1","0","10037036"
"翠緑の霊衣Ｒ","0","0","0","0","0","0","92.4","0","2","2","0","魔法服","0","0","0","0","10","1","0","10037037"
"妖精叢盾スプリガン","74.2","0","0","0","0","0","0","0","0","0","105","盾","0","0","0","0","10","0","0","10040032"
"麝香猫果の薫盾","61.6","0","0","0","0","0","0","0","3","3","72","盾","0","0","0","0","10","0","0","10040033"
"激突重盾トライセラ","66.4","0","0","0","0","0","0","0","3.2","3.2","72","盾","0","0","0","0","10","0","0","10040035"
"ガーディアンシールドＲ","70","0","0","0","0","0","0","0","3.2","3.2","72","盾","0","0","0","0","10","0","0","10040036"
"翠華西瓜の海水駄","87.8","0","0","0","0","0","0","0","1.2","1.2","0","靴","0","0","0","0","10","0","0","10043033"
"餓竜疾靴デュアルラプター","92.6","0","0","0","0","0","0","0","1.4","1.4","0","靴","0","0","0","0","10","0","0","10043035"
"妖精舞沓シルキー","0","0","0","0","0","0","77","0","0.8","0.8","100","魔法靴","0","0","0","0","10","0","0","10046032"
"紅玉苺の短靴","0","0","0","0","0","0","80.4","0","0.8","0.8","100","魔法靴","0","0","0","0","10","0","0","10046033"
"ネクロマンサーブーツＲ","0","0","0","0","0","0","88.8","0","1","1","100","魔法靴","0","0","0","0","10","0","0","10046036"
"アクエリアスブーツＲ","0","0","0","0","0","0","91","0","1","1","100","魔法靴","0","0","0","0","10","0","0","10046037"
"オートマトンバイザー","91.2","0","0","0","0","0","0","0","0","0","105","帽子","0","0","0","0","10","0","0","10049034"
"ドラゴンヘッドＲ","97.8","0","0","0","0","0","0","0","0","0","110","帽子","0","0","0","0","10","0","0","10049037"
"オートマトンフルフェイス","0","0","0","0","0","0","95","0","0.8","0.8","0","魔法帽子","0","0","0","0","10","0","0","10052034"
"翼竜額冠ロンギケプス","0","0","0","0","0","0","98.6","0","0.8","0.8","0","魔法帽子","0","0","0","0","10","0","0","10052035"
"リングオブメタトロン","91.6","0","0","0","0","0","0","0","0","0","0","攻撃アクセサリ","0","0","1.8","0","10","0","0","10055032"
"妖精晶翅ヴァハ","99","0","0","0","0","0","0","0","0","0","0","攻撃アクセサリ","0","0","1.8","0","10","0","0","10055033"
"紅玉の徽章","102.8","0","0","0","0","0","0","0","0","0","0","攻撃アクセサリ","0","0","1.8","0","10","0","0","10055034"
"クリムゾンデルタ","106.6","0","0","0","0","0","0","0","0","0","0","攻撃アクセサリ","0","0","1.8","0","10","0","0","10055035"
"紅飾ラディオドンタ","110.4","0","0","0","0","0","0","0","0","0","0","攻撃アクセサリ","0","0","1.8","0","10","0","0","10055036"
"猫神のペンダントＲ","114","0","0","0","0","0","0","0","0","0","0","攻撃アクセサリ","0","0","1.8","0","10","0","0","10055037"
"リングオブセフィロト","0","0","0","0","0","0","0","0","6.6","6.6","236","防御アクセサリ","0","0","0","0","10","0","0","10058032"
"妖精踊翅ネヴァン","0","0","0","0","0","0","0","0","6.8","6.8","284","防御アクセサリ","0","0","0","0","10","0","0","10058033"
"鬼木天蓼の徽章","0","0","0","0","0","0","0","0","6.8","6.8","318","防御アクセサリ","0","0","0","0","10","0","0","10058034"
"ヴェルデスクエア","0","0","0","0","0","0","0","0","6.8","6.8","352","防御アクセサリ","0","0","0","0","10","0","0","10058035"
"碧飾ケロニオイデア","0","0","0","0","0","0","0","0","7","7","367","防御アクセサリ","0","0","0","0","10","0","0","10058036"
"月のブレスレットＲ","0","0","0","0","0","0","0","0","7","7","400","防御アクセサリ","0","0","0","0","10","0","0","10058037"
"リングオブサンダルフォン","0","0","0","0","0","0","91","0","0","0","0","魔法アクセサリ","0","0","0","0","10","1.4","0","10061032"
"妖精環翅モーリアン","0","0","0","0","0","0","98.6","0","0","0","0","魔法アクセサリ","0","0","0","0","10","1.4","0","10061033"
"巨峰の徽章","0","0","0","0","0","0","102.4","0","0","0","0","魔法アクセサリ","0","0","0","0","10","1.4","0","10061034"
"アズールサーキュラー","0","0","0","0","0","0","106.2","0","0","0","0","魔法アクセサリ","0","0","0","0","10","1.4","0","10061035"
"蒼飾フィロセラス","0","0","0","0","0","0","109.8","0","0","0","0","魔法アクセサリ","0","0","0","0","10","1.4","0","10061036"
"竜の涙Ｒ","0","0","0","0","0","0","113.6","0","0","0","0","魔法アクセサリ","0","0","0","0","10","1.4","0","10061037"
