5d4c3bee8463ee84b9168c24f7305a8ab0bec1ad498cc585b00c0eb43bca5b0c,f5513770000ca67d0e78d6599b9476e704877c141a44fd07f2766906782f3245,5abd925917fd47bcc37b2f8bdaf71f88a0a6403a8af720cffc2de9c6fbe4d749,ccc5b757e9cc78e38ef20345d3fd8f31a00c1b0d03979d30c4fe47abad854b82,e49a5b03b00efc0b2b1d7f585c683cc20553002c51947566006664d1367be752,7333e7bcb416e624119d2d660b4702bcf9a1f645a54232f31f25b1e3864225d4,6f3b626bdb05233b9dd843586fbcb1b2e86e1d8fc7085a05703df7110748dcb5,b03ef757a8378e7889843c288a0dbbae023765b1871de17e594837c9579e2819,16b17cdcbc7ae7cc2e8925c162ff96bd0d7e8d629521aacb0da96232e69b2439,b3fddf3cca45a7682c9f6b024b05ab8e0534f63df6f71d7baea0fa7e27222b9a,3706a80d0d906808c3a4c7e88745c9c683b81bd2c53607c06c583b19a3097204
"13","31","","91201","0","1","900005","0","0","1912010016",""
"18","31","","91201","0","1","900011","-600","0","1912010017",""
"17","31","","91201","0","1","900009","0","-34","1912010018",""
"912001","31","","91201","0","1","912001","0","0","1912010019",""
"0","91","","91201","","","0","","","1912010020",""
"1","32","","91201","","","10","","","1912010021",""
"0","93","","91201","","","0.7","","","1912010022",""
"1","32","","91201","","","0","","","1912010023",""
"1","32","","91201","","","17","","","1912010024",""
"checkpoint_karin_idle","3","","91201","0","","118511","1","","1912010025",""
"","26","","91201","","","0.5","","","1912010026",""
"se_caravan_goal_amb_gehena","23","","91201","","","se_caravan","0","","1912010027",""
"se_caravan_goal_onigiri","23","","91201","","","se_caravan","0","","1912010028",""
"0","93","","91201","","","0.5","","","1912010029",""
"run_checkpoint","3","","91201","0","1","100","0","idle","1912010030","0"
"run_checkpoint","3","","91201","0","1","110","0","idle","1912010031","0"
"1","32","","91201","","","12","","","1912010032",""
"67","2","","91201","","11","100","-276","2.5","1912010033",""
"67","2","","91201","","11","110","-276","2.5","1912010034",""
"67","33","","91201","","11","12","-276","2.5","1912010035",""
"0","93","","91201","","","2","","","1912010036",""
"se_caravan_goal_chara_appear","23","","91201","","","se_caravan","0","","1912010037",""
"checkpoint_peko_in","3","","91201","0","1","105811","0","checkpoint_peko_loop","1912010038","0"
"checkpoint_kokkoro_in","3","","91201","0","1","105911","0","checkpoint_kokkoro_loop","1912010039","0"
"checkpoint_kyaru_in","3","","91201","0","1","106011","0","checkpoint_kyaru_loop","1912010040","0"
"checkpoint_shefy_in","3","","91201","0","1","106411","0","checkpoint_shefy_loop","1912010041","0"
"0","140","","91201","","","6","0","","1912010042",""
"0","93","","91201","","","1.6","","","1912010043",""
"se_caravan_goal_arrival_gehenna","23","","91201","","","se_caravan","0","","1912010044",""
"1","32","","91201","","","13","","","1912010045",""
"checkpoint_karin_clap","3","","91201","0.2","","118511","1","","1912010046",""
"0","93","","91201","","","2.6","","","1912010047",""
"-600","33","","91201","","3","11","0","1","1912010048",""
"0","121","","91201","3","1","600","1","1","1912010049",""
"se_caravan_goal_bandy_appear","23","","91201","","","se_caravan","0","","1912010050",""
"run_gakkari","3","","91201","","","11","0","","1912010051",""
"run_gakkari","3","","91201","","","12","0","","1912010052",""
"run_gakkari","3","","91201","","","13","0","","1912010053",""
"run_gakkari","3","","91201","","1","200","0","idle","1912010054","0.1"
"1","32","","91201","","","912001","","","1912010055",""
"0","93","","91201","","","0.4","","","1912010056",""
"checkpoint_peko_loop_r","3","","91201","0.1","","105811","1","","1912010057",""
"checkpoint_kokkoro_loop_r","3","","91201","0.1","","105911","1","","1912010058",""
"checkpoint_kyaru_loop_r","3","","91201","0.1","","106011","1","","1912010059",""
"checkpoint_shefy_loop_r","3","","91201","0.1","","106411","1","","1912010060",""
"0","140","","91201","","","61","0","","1912010061",""
"0","93","","91201","","","0.1","","","1912010062",""
"1","32","","91201","","","18","","","1912010063",""
"0","93","","91201","","","3.7","","","1912010064",""
"","101","","91201","","","1912010066","","","1912010065",""
"bgm_MC103","25","","91201","","","bgm_MC103","","","1912010066",""
"0","32","","91201","","","12","","","1912010067",""
"0","32","","91201","","","912001","","","1912010068",""
"","113","","91201","","","1","","","1912010069",""
"0","93","","91201","","","0.3","","","1912010070",""
"1","32","","91201","","","11","","","1912010071",""
"0","93","","91201","","","0.4","","","1912010072",""
"0","32","","91201","","","0","","","1912010073",""
"0","32","","91201","","","13","","","1912010074",""
"0","32","","91201","","","18","","","1912010075",""
"0","32","","91201","","","17","","","1912010076",""
"1","6","","91201","0","0","105811","1","1","1912010077","0"
"1","6","","91201","0","0","105911","1","1","1912010078","0"
"1","6","","91201","0","0","106011","1","1","1912010079","0"
"1","6","","91201","0","0","106411","1","1","1912010080","0"
"1","6","","91201","0","0","100","1","1","1912010081","0"
"1","6","","91201","0","0","110","1","1","1912010082","0"
"1","6","","91201","0","0","118511","1","1","1912010083","0"
"1","6","","91201","0","0","11","1","1","1912010084","0"
"1","6","","91201","0","0","12","1","1","1912010085","0"
"1","6","","91201","0","0","13","1","1","1912010086","0"
"1","6","","91201","0","0","200","1","1","1912010087","0"
"0","121","","91201","3","0","0","1","1","1912010088",""
"0","33","","91201","","0","11","0","0","1912010089",""
"","91","","91201","","","0","","","1912010090",""
"105811","1","empty","91301","1","-50","1","62","-1250","1913010001","0"
"105911","1","empty","91301","1","-70","1","66","-1390","1913010002","0"
"106011","1","empty","91301","1","-50","1","64","-1520","1913010003","0"
"106411","1","empty","91301","1","-70","1","64","-1660","1913010004","0"
"100","5","idle","91301","0.4","-266","100","58","-1085","1913010005","1"
"110","5","idle","91301","0.4","-266","110","56","-1085","1913010006","1"
"11","5","empty","91301","0.64","-330","14","64","285","1913010007","0"
"12","5","empty","91301","0.64","-330","15","66","570","1913010008","0"
"13","5","empty","91301","0.64","-300","16","62","425","1913010009","0"
"200","5","empty","91301","0.75","-250","200","58","570","1913010010","0"
"0","31","","91301","0","1","911000","-300","0","1913010011",""
"10","31","","91301","0","1","900001","0","0","1913010012",""
"11","31","","91301","0","1","900002","0","0","1913010013",""
"912000","31","","91301","0","1","912000","430","0","1913010014",""
"20021","31","","91301","0","1","912002","-1250","-50","1913010015",""
"20022","31","","91301","0","1","912002","-1390","-70","1913010016",""
"20023","31","","91301","0","1","912002","-1520","-50","1913010017",""
"20024","31","","91301","0","1","912002","-1660","-70","1913010018",""
"19","31","","91301","0","1","900012","0","0","1913010019",""
"0","91","","91301","","","0","","","1913010020",""
"1","32","","91301","","","10","","","1913010021",""
"0","93","","91301","","","0.7","","","1913010022",""
"1","32","","91301","","","0","","","1913010023",""
"doya_wait","3","","91301","","","11","1","","1913010024",""
"doya_wait","3","","91301","","","12","1","","1913010025",""
"doya_wait","3","","91301","","","13","1","","1913010026",""
"idle","3","","91301","","","200","1","","1913010027",""
"1","32","","91301","","","912000","","","1913010028",""
"","26","","91301","","","0.5","","","1913010029",""
"se_caravan_goal_amb_gehena","23","","91301","","","se_caravan","0","","1913010030",""
"se_caravan_goal_onigiri_bishoku_appear","23","","91301","","","se_caravan","0","","1913010031",""
"run","3","","91301","","","105811","1","","1913010032",""
"run","3","","91301","","","105911","1","","1913010033",""
"run","3","","91301","","","106011","1","","1913010034",""
"run","3","","91301","","","106411","1","","1913010035",""
"run_checkpoint","3","","91301","0","1","100","0","idle","1913010036","0"
"run_checkpoint","3","","91301","0","1","110","0","idle","1913010037","0"
"-150","2","","91301","","11","105811","-50","2.5","1913010038",""
"-290","2","","91301","","11","105911","-70","2.5","1913010039",""
"-420","2","","91301","","11","106011","-50","2.5","1913010040",""
"-560","2","","91301","","11","106411","-70","2.5","1913010041",""
"1","32","","91301","","","20021","","","1913010042",""
"1","32","","91301","","","20022","","","1913010043",""
"1","32","","91301","","","20023","","","1913010044",""
"1","32","","91301","","","20024","","","1913010045",""
"-150","33","","91301","","11","20021","-50","2.5","1913010046",""
"-290","33","","91301","","11","20022","-70","2.5","1913010047",""
"-420","33","","91301","","11","20023","-50","2.5","1913010048",""
"-560","33","","91301","","11","20024","-70","2.5","1913010049",""
"-100","2","","91301","","11","100","-276","2.5","1913010050",""
"-100","2","","91301","","11","110","-276","2.5","1913010051",""
"0","93","","91301","","","2.1","","","1913010052",""
"0","140","","91301","","","62","0","","1913010053",""
"1","32","","91301","","","19","","","1913010054",""
"0","93","","91301","","","0.4","","","1913010055",""
"gakkari","3","","91301","0.3","","105811","0","","1913010056",""
"gakkari","3","","91301","0.3","","105911","0","","1913010057",""
"gakkari","3","","91301","0.3","","106011","0","","1913010058",""
"gakkari","3","","91301","0.3","","106411","0","","1913010059",""
"0","93","","91301","","","0.9","","","1913010060",""
"doya_loop_in","3","","91301","0.1","1","11","0","doya_loop","1913010061",""
"doya_loop_in","3","","91301","0.1","1","12","0","doya_loop","1913010062",""
"doya_loop_in","3","","91301","0.1","1","13","0","doya_loop","1913010063",""
"0","93","","91301","","","2.9","","","1913010064",""
"","101","","91301","","","1913010066","","","1913010065",""
"bgm_MC103","25","","91301","","","bgm_MC103","","","1913010066",""
"0","32","","91301","","","20021","","","1913010067",""
"0","32","","91301","","","20022","","","1913010068",""
"0","32","","91301","","","20023","","","1913010069",""
"0","32","","91301","","","20024","","","1913010070",""
"","113","","91301","","","1","","","1913010071",""
"0","93","","91301","","","0.3","","","1913010072",""
"1","32","","91301","","","11","","","1913010073",""
"0","93","","91301","","","0.4","","","1913010074",""
"0","32","","91301","","","19","","","1913010075",""
"0","32","","91301","","","0","","","1913010076",""
"0","32","","91301","","","912000","","","1913010077",""
"1","6","","91301","0","0","105811","1","1","1913010078","0"
"1","6","","91301","0","0","105911","1","1","1913010079","0"
"1","6","","91301","0","0","106011","1","1","1913010080","0"
"1","6","","91301","0","0","106411","1","1","1913010081","0"
"1","6","","91301","0","0","100","1","1","1913010082","0"
"1","6","","91301","0","0","110","1","1","1913010083","0"
"1","6","","91301","0","0","11","1","1","1913010084","0"
"1","6","","91301","0","0","12","1","1","1913010085","0"
"1","6","","91301","0","0","13","1","1","1913010086","0"
"1","6","","91301","0","0","200","1","1","1913010087","0"
"","91","","91301","","","0","","","1913010088",""
"105811","1","empty","91401","1","-34","1","62","0","1914010001","0"
"105911","1","empty","91401","1","-34","1","66","0","1914010002","0"
"106011","1","empty","91401","1","-34","1","64","0","1914010003","0"
"106411","1","empty","91401","1","-34","1","65","0","1914010004","0"
"118511","1","empty","91401","1","-34","1","52","0","1914010005","0"
"100","5","idle","91401","0.4","-266","100","58","-1085","1914010006","1"
"110","5","idle","91401","0.4","-266","110","56","-1085","1914010007","1"
"40","31","","91401","0","1","904000","0","0","1914010008",""
"41","31","","91401","0","1","904001","0","0","1914010009",""
"42","31","","91401","0","1","904002","0","0","1914010010",""
"0","31","","91401","0","1","911000","-300","0","1914010011",""
"1","31","","91401","0","1","900002","0","0","1914010012",""
"2","31","","91401","0","1","900002","0","0","1914010013",""
"3","31","","91401","0","1","900002","0","0","1914010014",""
"4","31","","91401","0","1","900004","-1085","-266","1914010015",""
"5","31","","91401","0","1","900005","0","0","1914010016",""
"9","31","","91401","0","1","900009","0","-34","1914010017",""
"0","91","","91401","","","0","","","1914010018",""
"1","32","","91401","","","1","","","1914010019",""
"0","93","","91401","","","0.4","","","1914010020",""
"1","32","","91401","","","40","","","1914010021",""
"1","32","","91401","","","41","","","1914010022",""
"1","32","","91401","","","42","","","1914010023",""
"se_caravan_section_skip","23","","91401","","","se_caravan","0","","1914010024",""
"vo_caravan_onigiriskip","21","","91401","","","vo_caravan","0","","1914010025",""
"240","2","","91401","","11","100","-266","0","1914010026",""
"240","2","","91401","","11","110","-266","0","1914010027",""
"skip","3","","91401","","","100","1","","1914010028",""
"skip","3","","91401","","","110","1","","1914010029",""
"0","93","","91401","","","2.2","","","1914010030",""
"1","32","","91401","","","2","","","1914010031",""
"0","93","","91401","","","0.4","","","1914010032",""
"0","32","","91401","","","40","","","1914010033",""
"0","32","","91401","","","41","","","1914010034",""
"0","32","","91401","","","42","","","1914010035",""
"-1085","2","","91401","","11","100","-266","0","1914010036",""
"-1085","2","","91401","","11","110","-266","0","1914010037",""
"1","32","","91401","","","0","","","1914010038",""
"1","32","","91401","","","9","","","1914010039",""
"checkpoint_karin_idle","3","","91401","0","","118511","1","","1914010040",""
"","26","","91401","","","0.5","","","1914010041",""
"se_caravan_goal_amb_gehena","23","","91401","","","se_caravan","0","","1914010042",""
"0","93","","91401","","","0.9","","","1914010043",""
"se_caravan_goal_onigiri","23","","91401","","","se_caravan","0","","1914010044",""
"0","93","","91401","","","0.5","","","1914010045",""
"run_checkpoint","3","","91401","0","1","100","0","idle","1914010046","0"
"run_checkpoint","3","","91401","0","1","110","0","idle","1914010047","0"
"1","32","","91401","","","4","","","1914010048",""
"67","2","","91401","","11","100","-276","2.5","1914010049",""
"67","2","","91401","","11","110","-276","2.5","1914010050",""
"67","33","","91401","","11","4","-276","2.5","1914010051",""
"0","93","","91401","","","2","","","1914010052",""
"se_caravan_goal_chara_appear","23","","91401","","","se_caravan","0","","1914010053",""
"checkpoint_peko_in","3","","91401","0","1","105811","0","checkpoint_peko_loop","1914010054","0"
"checkpoint_kokkoro_in","3","","91401","0","1","105911","0","checkpoint_kokkoro_loop","1914010055","0"
"checkpoint_kyaru_in","3","","91401","0","1","106011","0","checkpoint_kyaru_loop","1914010056","0"
"checkpoint_shefy_in","3","","91401","0","1","106411","0","checkpoint_shefy_loop","1914010057","0"
"0","140","","91401","","","6","0","","1914010058",""
"0","93","","91401","","","1.6","","","1914010059",""
"se_caravan_goal_arrival_gehenna","23","","91401","","","se_caravan","0","","1914010060",""
"1","32","","91401","","","5","","","1914010061",""
"checkpoint_karin_clap","3","","91401","0.2","","118511","1","","1914010062",""
"0","93","","91401","","","3","","","1914010063",""
"","101","","91401","","","1914010065","","","1914010064",""
"bgm_MC103","25","","91401","","","bgm_MC103","","","1914010065",""
"0","32","","91401","","","4","","","1914010066",""
"","113","","91401","","","1","","","1914010067",""
"0","93","","91401","","","0.3","","","1914010068",""
"1","32","","91401","","","3","","","1914010069",""
"0","93","","91401","","","0.4","","","1914010070",""
"1","6","","91401","0","0","100","1","1","1914010071","0"
"1","6","","91401","0","0","110","1","1","1914010072","0"
"0","32","","91401","","","0","","","1914010073",""
"0","32","","91401","","","5","","","1914010074",""
"0","32","","91401","","","9","","","1914010075",""
"1","6","","91401","0","0","105811","1","1","1914010076","0"
"1","6","","91401","0","0","105911","1","1","1914010077","0"
"1","6","","91401","0","0","106011","1","1","1914010078","0"
"1","6","","91401","0","0","106411","1","1","1914010079","0"
"1","6","","91401","0","0","118511","1","1","1914010080","0"
"","91","","91401","","","0","","","1914010081",""
"105811","1","empty","92101","1","-34","1","62","0","1921010001","0"
"105911","1","empty","92101","1","-34","1","66","0","1921010002","0"
"106011","1","empty","92101","1","-34","1","64","0","1921010003","0"
"106411","1","empty","92101","1","-34","1","65","0","1921010004","0"
"118511","1","empty","92101","1","-34","1","52","0","1921010005","0"
"100","5","idle","92101","0.4","-266","100","58","-1085","1921010006","1"
"110","5","idle","92101","0.4","-266","110","56","-1085","1921010007","1"
"0","31","","92101","0","1","921000","-300","0","1921010008",""
"1","31","","92101","0","1","900001","0","0","1921010009",""
"2","31","","92101","0","1","900002","0","0","1921010010",""
"4","31","","92101","0","1","900004","-1085","-266","1921010011",""
"5","31","","92101","0","1","900005","0","0","1921010012",""
"9","31","","92101","0","1","900009","0","-34","1921010013",""
"0","91","","92101","","","0","","","1921010014",""
"1","32","","92101","","","1","","","1921010015",""
"0","93","","92101","","","0.7","","","1921010016",""
"1","32","","92101","","","0","","","1921010017",""
"1","32","","92101","","","9","","","1921010018",""
"checkpoint_karin_idle","3","","92101","0","","118511","1","","1921010019",""
"","26","","92101","","","0.5","","","1921010020",""
"se_caravan_goal_amb_niflhel","23","","92101","","","se_caravan","0","","1921010021",""
"0","93","","92101","","","0.9","","","1921010022",""
"se_caravan_goal_onigiri","23","","92101","","","se_caravan","0","","1921010023",""
"0","93","","92101","","","0.5","","","1921010024",""
"run_checkpoint","3","","92101","0","1","100","0","idle","1921010025","0"
"run_checkpoint","3","","92101","0","1","110","0","idle","1921010026","0"
"1","32","","92101","","","4","","","1921010027",""
"67","2","","92101","","11","100","-276","2.5","1921010028",""
"67","2","","92101","","11","110","-276","2.5","1921010029",""
"67","33","","92101","","11","4","-276","2.5","1921010030",""
"0","93","","92101","","","2","","","1921010031",""
"se_caravan_goal_chara_appear","23","","92101","","","se_caravan","0","","1921010032",""
"checkpoint_peko_in","3","","92101","0","1","105811","0","checkpoint_peko_loop","1921010033","0"
"checkpoint_kokkoro_in","3","","92101","0","1","105911","0","checkpoint_kokkoro_loop","1921010034","0"
"checkpoint_kyaru_in","3","","92101","0","1","106011","0","checkpoint_kyaru_loop","1921010035","0"
"checkpoint_shefy_in","3","","92101","0","1","106411","0","checkpoint_shefy_loop","1921010036","0"
"0","140","","92101","","","6","0","","1921010037",""
"0","93","","92101","","","1.6","","","1921010038",""
"se_caravan_goal_arrival_niflhel","23","","92101","","","se_caravan","0","","1921010039",""
"1","32","","92101","","","5","","","1921010040",""
"checkpoint_karin_clap","3","","92101","0.2","","118511","1","","1921010041",""
"0","93","","92101","","","3","","","1921010042",""
"","101","","92101","","","1921010044","","","1921010043",""
"bgm_MC211","25","","92101","","","bgm_MC211","","","1921010044",""
"0","32","","92101","","","4","","","1921010045",""
"","113","","92101","","","1","","","1921010046",""
"0","93","","92101","","","0.3","","","1921010047",""
"1","32","","92101","","","2","","","1921010048",""
"0","93","","92101","","","0.4","","","1921010049",""
"1","6","","92101","0","0","100","1","1","1921010050","0"
"1","6","","92101","0","0","110","1","1","1921010051","0"
"0","32","","92101","","","0","","","1921010052",""
"0","32","","92101","","","5","","","1921010053",""
"0","32","","92101","","","9","","","1921010054",""
"1","6","","92101","0","0","105811","1","1","1921010055","0"
"1","6","","92101","0","0","105911","1","1","1921010056","0"
"1","6","","92101","0","0","106011","1","1","1921010057","0"
"1","6","","92101","0","0","106411","1","1","1921010058","0"
"1","6","","92101","0","0","118511","1","1","1921010059","0"
"","91","","92101","","","0","","","1921010060",""
"105811","1","empty","92102","1","-34","1","62","0","1921020001","0"
"105911","1","empty","92102","1","-34","1","66","0","1921020002","0"
"106011","1","empty","92102","1","-34","1","64","0","1921020003","0"
"106411","1","empty","92102","1","-34","1","64","0","1921020004","0"
"118511","1","empty","92102","1","-34","1","52","0","1921020005","0"
"900000","5","empty","92102","1","-34","900000","54","0","1921020006","0"
"1","6","","92102","0","1","105811","1","1","1921020007","0"
"1","6","","92102","0","1","105911","1","1","1921020008","0"
"1","6","","92102","0","1","106011","1","1","1921020009","0"
"1","6","","92102","0","1","106411","1","1","1921020010","0"
"1","6","","92102","0","1","118511","1","1","1921020011","0"
"0","2","","92102","0","1","105811","-34","0","1921020012","0"
"0","2","","92102","0","1","105911","-34","0","1921020013","0"
"0","2","","92102","0","1","106011","-34","0","1921020014","0"
"0","2","","92102","0","1","106411","-34","0","1921020015","0"
"921001","31","","92102","1","1","921001","-250","0","1921020016",""
"900002","31","","92102","0","1","900002","0","0","1921020017",""
"900003","31","","92102","0","1","900003","0","0","1921020018",""
"900006","31","","92102","0","1","900006","0","0","1921020019",""
"900008","31","","92102","0","1","900008","0","0","1921020020",""
"0","91","","92102","","","0","","","1921020021",""
"treasure_peko","3","","92102","0","","105811","1","","1921020022",""
"treasure_kokkoro","3","","92102","0","","105911","1","","1921020023",""
"treasure_kyaru","3","","92102","0","","106011","1","","1921020024",""
"treasure_shefy","3","","92102","0","","106411","1","","1921020025",""
"treasure_karin_normal","3","","92102","0","","118511","0","","1921020026",""
"treasure_karin_normal","3","","92102","0","","900000","0","","1921020027",""
"1","32","","92102","","","900006","","","1921020028",""
"1","32","","92102","","","900008","","","1921020029",""
"0","93","","92102","","","0.4","","","1921020030",""
"0","140","","92102","","","7","0","","1921020031",""
"0","93","","92102","","","3.9","","","1921020032",""
"","101","","92102","","","1921020035","","","1921020033",""
"0","32","","92102","","","900006","","","1921020034",""
"","113","","92102","0.1","0","2","1","1","1921020035","0"
"0","93","","92102","","","0.2","","","1921020036",""
"1","32","","92102","","","900003","","","1921020037",""
"0","93","","92102","","","0.2","","","1921020038",""
"0","32","","92102","","","921001","","","1921020039",""
"0","32","","92102","","","900006","","","1921020040",""
"1","6","","92102","0","0","105811","1","1","1921020041","0"
"1","6","","92102","0","0","105911","1","1","1921020042","0"
"1","6","","92102","0","0","106011","1","1","1921020043","0"
"1","6","","92102","0","0","106411","1","1","1921020044","0"
"1","6","","92102","0","0","118511","1","1","1921020045","0"
"1","6","","92102","0","0","900000","1","1","1921020046","0"
"0","93","","92102","","","0.1","","","1921020047",""
"105811","1","empty","92103","1","-34","1","62","0","1921030001","0"
"105911","1","empty","92103","1","-34","1","66","0","1921030002","0"
"106011","1","empty","92103","1","-34","1","64","0","1921030003","0"
"106411","1","empty","92103","1","-34","1","64","0","1921030004","0"
"118511","1","empty","92103","1","-34","1","52","0","1921030005","0"
"900000","5","empty","92103","1","-34","900000","54","0","1921030006","0"
"1","6","","92103","0","1","105811","1","1","1921030007","0"
"1","6","","92103","0","1","105911","1","1","1921030008","0"
"1","6","","92103","0","1","106011","1","1","1921030009","0"
"1","6","","92103","0","1","106411","1","1","1921030010","0"
"1","6","","92103","0","1","118511","1","1","1921030011","0"
"0","2","","92103","0","1","105811","-34","0","1921030012","0"
"0","2","","92103","0","1","105911","-34","0","1921030013","0"
"0","2","","92103","0","1","106011","-34","0","1921030014","0"
"0","2","","92103","0","1","106411","-34","0","1921030015","0"
"921001","31","","92103","1","1","921001","-250","0","1921030016",""
"900002","31","","92103","0","1","900002","0","0","1921030017",""
"900003","31","","92103","0","1","900003","0","0","1921030018",""
"900007","31","","92103","0","1","900007","0","0","1921030019",""
"900008","31","","92103","0","1","900008","0","0","1921030020",""
"0","91","","92103","","","0","","","1921030021",""
"treasure_peko","3","","92103","0","","105811","1","","1921030022",""
"treasure_kokkoro","3","","92103","0","","105911","1","","1921030023",""
"treasure_kyaru","3","","92103","0","","106011","1","","1921030024",""
"treasure_shefy","3","","92103","0","","106411","1","","1921030025",""
"treasure_karin_rare","3","","92103","0","","118511","0","","1921030026",""
"treasure_karin_rare","3","","92103","0","","900000","0","","1921030027",""
"1","32","","92103","","","900007","","","1921030028",""
"1","32","","92103","","","900008","","","1921030029",""
"0","93","","92103","","","0.4","","","1921030030",""
"0","140","","92103","","","7","0","","1921030031",""
"0","93","","92103","","","2.2","","","1921030032",""
"vo_caravan_118501_appraise_001","21","","92103","","","vo_caravan","0","0","1921030033",""
"0","93","","92103","","","2.7","","","1921030034",""
"","101","","92103","","","1921030037","","","1921030035",""
"0","32","","92103","","","900007","","","1921030036",""
"","113","","92103","0.1","0","2","1","1","1921030037","0"
"0","93","","92103","","","0.2","","","1921030038",""
"1","32","","92103","","","900003","","","1921030039",""
"0","93","","92103","","","0.2","","","1921030040",""
"0","32","","92103","","","921001","","","1921030041",""
"0","32","","92103","","","900007","","","1921030042",""
"0","32","","92103","","","900008","","","1921030043",""
"1","6","","92103","0","0","105811","1","1","1921030044","0"
"1","6","","92103","0","0","105911","1","1","1921030045","0"
"1","6","","92103","0","0","106011","1","1","1921030046","0"
"1","6","","92103","0","0","106411","1","1","1921030047","0"
"1","6","","92103","0","0","118511","1","1","1921030048","0"
"1","6","","92103","0","0","900000","1","1","1921030049","0"
"0","93","","92103","","","0.1","","","1921030050",""
"105811","1","empty","92201","1","-34","1","62","0","1922010001","0"
"105911","1","empty","92201","1","-34","1","66","0","1922010002","0"
"106011","1","empty","92201","1","-34","1","64","0","1922010003","0"
"106411","1","empty","92201","1","-34","1","65","0","1922010004","0"
"100","5","idle","92201","0.4","-266","100","58","-1085","1922010005","1"
"110","5","idle","92201","0.4","-266","110","56","-1085","1922010006","1"
"118511","1","empty","92201","1","-34","1","52","0","1922010007","0"
"11","5","empty","92201","0.64","-300","14","62","-800","1922010008","0"
"12","5","empty","92201","0.64","-300","15","64","-1120","1922010009","0"
"13","5","empty","92201","0.64","-320","16","66","-970","1922010010","0"
"200","5","empty","92201","0.75","-250","200","58","-1120","1922010011","1"
"0","31","","92201","0","1","921000","-300","0","1922010012",""
"10","31","","92201","0","1","900001","0","0","1922010013",""
"11","31","","92201","0","1","900002","0","0","1922010014",""
"12","31","","92201","0","1","900004","-1085","-266","1922010015",""
"13","31","","92201","0","1","900005","0","0","1922010016",""
"18","31","","92201","0","1","900011","-600","0","1922010017",""
"17","31","","92201","0","1","900009","0","-34","1922010018",""
"912001","31","","92201","0","1","912001","0","0","1922010019",""
"0","91","","92201","","","0","","","1922010020",""
"1","32","","92201","","","10","","","1922010021",""
"0","93","","92201","","","0.7","","","1922010022",""
"1","32","","92201","","","0","","","1922010023",""
"1","32","","92201","","","17","","","1922010024",""
"checkpoint_karin_idle","3","","92201","0","","118511","1","","1922010025",""
"","26","","92201","","","0.5","","","1922010026",""
"se_caravan_goal_amb_niflhel","23","","92201","","","se_caravan","0","","1922010027",""
"se_caravan_goal_onigiri","23","","92201","","","se_caravan","0","","1922010028",""
"0","93","","92201","","","0.5","","","1922010029",""
"run_checkpoint","3","","92201","0","1","100","0","idle","1922010030","0"
"run_checkpoint","3","","92201","0","1","110","0","idle","1922010031","0"
"1","32","","92201","","","12","","","1922010032",""
"67","2","","92201","","11","100","-276","2.5","1922010033",""
"67","2","","92201","","11","110","-276","2.5","1922010034",""
"67","33","","92201","","11","12","-276","2.5","1922010035",""
"0","93","","92201","","","2","","","1922010036",""
"se_caravan_goal_chara_appear","23","","92201","","","se_caravan","0","","1922010037",""
"checkpoint_peko_in","3","","92201","0","1","105811","0","checkpoint_peko_loop","1922010038","0"
"checkpoint_kokkoro_in","3","","92201","0","1","105911","0","checkpoint_kokkoro_loop","1922010039","0"
"checkpoint_kyaru_in","3","","92201","0","1","106011","0","checkpoint_kyaru_loop","1922010040","0"
"checkpoint_shefy_in","3","","92201","0","1","106411","0","checkpoint_shefy_loop","1922010041","0"
"0","140","","92201","","","6","0","","1922010042",""
"0","93","","92201","","","1.6","","","1922010043",""
"se_caravan_goal_arrival_niflhel","23","","92201","","","se_caravan","0","","1922010044",""
"1","32","","92201","","","13","","","1922010045",""
"checkpoint_karin_clap","3","","92201","0.2","","118511","1","","1922010046",""
"0","93","","92201","","","2.6","","","1922010047",""
"-600","33","","92201","","3","11","0","1","1922010048",""
"0","121","","92201","3","1","600","1","1","1922010049",""
"se_caravan_goal_bandy_appear","23","","92201","","","se_caravan","0","","1922010050",""
"run_gakkari","3","","92201","","","11","0","","1922010051",""
"run_gakkari","3","","92201","","","12","0","","1922010052",""
"run_gakkari","3","","92201","","","13","0","","1922010053",""
"run_gakkari","3","","92201","","1","200","0","idle","1922010054","0.1"
"1","32","","92201","","","912001","","","1922010055",""
"0","93","","92201","","","0.4","","","1922010056",""
"checkpoint_peko_loop_r","3","","92201","0.1","","105811","1","","1922010057",""
"checkpoint_kokkoro_loop_r","3","","92201","0.1","","105911","1","","1922010058",""
"checkpoint_kyaru_loop_r","3","","92201","0.1","","106011","1","","1922010059",""
"checkpoint_shefy_loop_r","3","","92201","0.1","","106411","1","","1922010060",""
"0","140","","92201","","","61","0","","1922010061",""
"0","93","","92201","","","0.1","","","1922010062",""
"1","32","","92201","","","18","","","1922010063",""
"0","93","","92201","","","3.7","","","1922010064",""
"","101","","92201","","","1922010066","","","1922010065",""
"bgm_MC211","25","","92201","","","bgm_MC211","","","1922010066",""
"0","32","","92201","","","12","","","1922010067",""
"0","32","","92201","","","912001","","","1922010068",""
"","113","","92201","","","1","","","1922010069",""
"0","93","","92201","","","0.3","","","1922010070",""
"1","32","","92201","","","11","","","1922010071",""
"0","93","","92201","","","0.4","","","1922010072",""
