6c69f0ebb7126dbc03e3857c0b4434ae641c20b6f985fa5c01e0cb067b5bbca0,c331caba8361926e7bee8537f97295c6d0d431c13b7d0e61f2482c6980b4802d,8283130e099d2e79a6ef95aa51c81d78c5aa017bb8f49c8953c58cbd539144db,7b5d5bdb891e1ce5869865159d6b33b3cd75c90e12e5acb5d3aefea9bb5743b0,97f166d16d2a3b6ccb432c302840bd924ecf3aee52d440cf194c414b7d6d5216
"2407","92430310","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"2408","92430310","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"2409","92430310","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2410","92430310","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2411","92430320","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","15","光属性ボーナス特大アップ"
"2412","92430320","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2413","92430320","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2414","92430320","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"2415","92430320","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"2416","92430320","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2417","92430320","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2418","92430330","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","15","光属性ボーナス特大アップ"
"2419","92430330","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2420","92430330","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2421","92430330","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"2422","92430330","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"2423","92430330","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2424","92430330","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2425","92430330","バトル開始時、すべてのモンスターがダメージ\n20％カット状態になる。","boss_damage_cut","ダメージカット"
"2426","92430340","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","15","光属性ボーナス特大アップ"
"2427","92430340","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2428","92430340","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2429","92430340","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"2430","92430340","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"2431","92430340","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2432","92430340","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2433","92430340","バトル開始時、すべてのモンスターがダメージ\n20％カット状態になる。","boss_damage_cut","ダメージカット"
"2434","92431010","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","水属性ボーナス特大アップ"
"2435","92431010","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2436","92431010","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2437","92431010","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2438","92431010","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2439","92431020","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","水属性ボーナス特大アップ"
"2440","92431020","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2441","92431020","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2442","92431020","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2443","92431020","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2444","92431030","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","水属性ボーナス特大アップ"
"2445","92431030","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2446","92431030","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2447","92431030","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2448","92431030","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2449","92431110","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","水属性ボーナス特大アップ"
"2450","92431110","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2451","92431110","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2452","92431110","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"2453","92431110","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"2454","92431110","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2455","92431110","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2456","92431120","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","水属性ボーナス特大アップ"
"2457","92431120","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2458","92431120","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2459","92431120","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"2460","92431120","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"2461","92431120","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2462","92431120","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2463","92431130","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","水属性ボーナス特大アップ"
"2464","92431130","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2465","92431130","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2466","92431130","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"2467","92431130","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"2468","92431130","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2469","92431130","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2470","92431130","バトル開始時、すべてのモンスターがダメージ\n30％カット状態になる。","boss_damage_cut","ダメージカット"
"2471","92431140","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","水属性ボーナス特大アップ"
"2472","92431140","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2473","92431140","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2474","92431140","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"2475","92431140","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"2476","92431140","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2477","92431140","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2478","92431140","バトル開始時、すべてのモンスターがダメージ\n30％カット状態になる。","boss_damage_cut","ダメージカット"
"2479","92431210","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","水属性ボーナス特大アップ"
"2480","92431210","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2481","92431210","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2482","92431210","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"2483","92431210","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"2484","92431210","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2485","92431210","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2486","92431220","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","水属性ボーナス特大アップ"
"2487","92431220","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2488","92431220","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2489","92431220","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"2490","92431220","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"2491","92431220","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2492","92431220","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2493","92431230","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","水属性ボーナス特大アップ"
"2494","92431230","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2495","92431230","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2496","92431230","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"2497","92431230","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"2498","92431230","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2499","92431230","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2500","92431230","バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","boss_damage_cut","ダメージカット"
"2501","92431240","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","水属性ボーナス特大アップ"
"2502","92431240","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2503","92431240","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2504","92431240","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"2505","92431240","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"2506","92431240","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2507","92431240","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2508","92431240","バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","boss_damage_cut","ダメージカット"
"2509","92431310","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","水属性ボーナス特大アップ"
"2510","92431310","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2511","92431310","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2512","92431310","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"2513","92431310","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"2514","92431310","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2515","92431310","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2516","92431320","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","水属性ボーナス特大アップ"
"2517","92431320","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2518","92431320","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2519","92431320","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"2520","92431320","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"2521","92431320","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2522","92431320","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2523","92431330","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","水属性ボーナス特大アップ"
"2524","92431330","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2525","92431330","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2526","92431330","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"2527","92431330","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"2528","92431330","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2529","92431330","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2530","92431330","バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","boss_damage_cut","ダメージカット"
"2531","92431340","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","13","水属性ボーナス特大アップ"
"2532","92431340","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2533","92431340","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2534","92431340","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"2535","92431340","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"2536","92431340","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2537","92431340","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2538","92431340","バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","boss_damage_cut","ダメージカット"
"2539","92432010","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","闇属性ボーナス特大アップ"
"2540","92432010","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2541","92432010","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2542","92432010","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2543","92432010","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2544","92432020","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","闇属性ボーナス特大アップ"
"2545","92432020","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2546","92432020","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2547","92432020","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2548","92432020","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2549","92432030","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","闇属性ボーナス特大アップ"
"2550","92432030","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2551","92432030","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2552","92432030","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2553","92432030","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2554","92432110","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","闇属性ボーナス特大アップ"
"2555","92432110","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2556","92432110","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2557","92432110","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"2558","92432110","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"2559","92432110","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2560","92432110","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2561","92432120","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","闇属性ボーナス特大アップ"
"2562","92432120","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2563","92432120","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2564","92432120","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"2565","92432120","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"2566","92432120","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2567","92432120","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2568","92432130","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","闇属性ボーナス特大アップ"
"2569","92432130","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2570","92432130","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2571","92432130","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"2572","92432130","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"2573","92432130","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2574","92432130","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2575","92432130","バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","boss_damage_cut","ダメージカット"
"2576","92432140","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","闇属性ボーナス特大アップ"
"2577","92432140","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2578","92432140","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2579","92432140","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"2580","92432140","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"2581","92432140","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2582","92432140","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2583","92432140","バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","boss_damage_cut","ダメージカット"
"2584","92432210","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","闇属性ボーナス特大アップ"
"2585","92432210","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2586","92432210","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2587","92432210","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"2588","92432210","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"2589","92432210","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"2590","92432210","バトル開始時、すべてのキャラのＨＰ吸収をダウンさせる。","9","ＨＰ吸収ダウン"
"2591","92432220","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","闇属性ボーナス特大アップ"
"2592","92432220","バトル開始時、すべてのモンスターの物理防御力をアップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"2593","92432220","バトル開始時、すべてのモンスターの魔法防御力をアップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"2594","92432220","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
