8dc541d17c84051701b3f7841243f1af67188af3d3cfbf8ec41fa25190edabe9,8ab2545fe3690b2f54141f99057a135ef0d19e26c6ea4d9579799b45022f569a,b240e596788f1d7d79d868d0845d8e7e6ba572dac5168587a9a0a43e8f3a99b9,a4f5eac57d192742459e20096ed59c12b3b5e95fe471fdd2f5ebd04ac319b07e,abf8eaaa907e8f261126e42d85727bdf994b28e5ca140aeed9df969882470718,fbdfd19544053eddbef764d41de4932d5afe28aa67521e570503d10517cd63cb,ef5c230d8fb4315b9b886b63397a00d67f1871456aae4101eaa7c4d666c108c0,77947b5329b51a0857d2b40f5ae15cbc85938537badf8e1c14a6d945330e43e3,bcd524e601353d048a394747d1d576bd2dd61ad6d719993ebbb0c4da411c0f67,9c7bbe5c673de609ed469efe3acf37536df1a91f5878fc861309cae8891f0a19,0b8f6f2655e1b436c2e74559cc7bc7f26506b03c4dc93d6ce7e64b4ad41b9c95
"","0","0","","","1009811","21","vo_lsv_1128","","vo_lsv","1009811078"
"0","10","1","0","0","1009811","11","問題の意味がないじゃん！？\n…でもミミらしいかぁ。","1","100411","1009811079"
"","","","","","1009811","91","","","0","1009811080"
"","1","","","0.2","1009811","3","lsv_idle_normal","","100411","1009811081"
"","1","","","0.2","1009811","3","lsv_talk_wish","","103611","1009811082"
"","0","0","","","1009811","21","vo_lsv_1129","","vo_lsv","1009811083"
"0","10","1","0","0","1009811","11","それに授業で習うよりも\n実際にやってみたほうが\nいいこともあるしね。","1","103611","1009811084"
"","","","","","1009811","91","","","0","1009811085"
"","1","","","0.2","1009811","3","lsv_idle_wish","","103611","1009811086"
"","1","","","0.2","1009811","3","lsv_talk_joy3","","102011","1009811087"
"","0","0","","","1009811","21","vo_lsv_1130","","vo_lsv","1009811088"
"0","10","1","0","0","1009811","11","先生って楽しいね～\nえへへ♪","1","102011","1009811089"
"","","","","","1009811","91","","","0","1009811090"
"","1","","","0.2","1009811","3","lsv_idle_joy","","102011","1009811091"
"","","","","","1009811","102","","","","1009811092"
"","","","","","1009811","22","0.2","","0","1009811093"
"","","","","","1009811","93","","","1","1009811094"
"0","1","0","0","0","1009811","12","2","0","100411","1009811095"
"","1","","","0.2","1009811","3","lsv_talk_bitter","","100411","1009811096"
"","","","","","1009811","93","0","","3","1009811097"
"","1","","","0.2","1009811","3","lsv_idle_normal","","100411","1009811098"
"0","1","0","0","0","1009811","12","10","0","103611","1009811099"
"","1","","","0.2","1009811","3","lsv_talk_joy1_normal","","103611","1009811100"
"","","","","","1009811","93","0","","3","1009811101"
"","1","","","0.2","1009811","3","lsv_idle_wish","","103611","1009811102"
"0","1","0","0","0","1009811","12","6","0","102011","1009811103"
"","1","","","0.2","1009811","3","lsv_talk_memory_dere2","","102011","1009811104"
"","","","","","1009811","93","0","","3","1009811105"
"","1","","","0.2","1009811","3","lsv_idle_joy","","102011","1009811106"
"","","","","","1009811","101","","","1009811095","1009811107"
"0","1","1","","1","1009811","6","1","0","333","1009811108"
"","","","","","1009811","4","1","","102011","1009811109"
"","1","","","0.2","1009811","3","lsv_run","","102011","1009811110"
"","-235","0.8","","","1009811","2","-750","0","102011","1009811111"
"","","","","","1009811","4","0","","103611","1009811112"
"","1","","","0.2","1009811","3","lsv_run","","103611","1009811113"
"","-220","0.8","","","1009811","2","750","0","103611","1009811114"
"","","","","","1009811","4","0","","100411","1009811115"
"","1","","","0.2","1009811","3","lsv_run","","100411","1009811116"
"","-250","0.8","","","1009811","2","850","0","100411","1009811117"
"","","","","","1009811","93","","","0.6","1009811118"
"0","1","1","","0.2","1009811","6","1","0","102011","1009811119"
"0","1","1","","0.2","1009811","6","1","0","103611","1009811120"
"0","1","1","","0.2","1009811","6","1","0","100411","1009811121"
"","","","","","1009811","91","","","0","1009811122"
"0","102","-750","lsv_idle_normal","1.95","1009812","1","103611","-235","1","1009812001"
"1","100","650","lsv_idle_normal","1.95","1009812","1","100411","-220","1","1009812002"
"1","101","750","lsv_idle_normal","1.95","1009812","1","102011","-250","1","1009812003"
"0","0","0","lsv_white_loop","1","1009812","5","333","0","1","1009812004"
"0","1","1","","0","1009812","6","1","0","333","1009812005"
"0","1","1","","0","1009812","6","1","0","103611","1009812006"
"0","1","1","","0","1009812","6","1","0","100411","1009812007"
"0","1","1","","0","1009812","6","1","0","102011","1009812008"
"","0","0","","","1009812","7","2","","103611","1009812009"
"","-235","0.5","","","1009812","2","-750","0","103611","1009812010"
"","-140","10","","0","1009812","31","16","0.8","1","1009812011"
"","0","0","","","1009812","34","2","","16","1009812012"
"","","","","","1009812","93","0","","1","1009812013"
"0","1","1","","0.8","1009812","6","1","0.4","333","1009812014"
"0","0","lsv_see_think","","0.2","1009812","3","lsv_see_think_pre","1","103611","1009812015"
"","-235","1.1","","","1009812","2","-600","0","103611","1009812016"
"0","1","1","","0.4","1009812","6","1","1","103611","1009812017"
"","","","","","1009812","93","","","1","1009812018"
"","","","","","1009812","32","1","","16","1009812019"
"","","","","","1009812","91","","","0","1009812020"
"","260","0","","","1009812","94","240","80","103611","1009812021"
"","","","","","1009812","32","0","","16","1009812022"
"","2","0","","","1009812","7","0","","103611","1009812023"
"","1","","","0.2","1009812","3","lsv_walk","","103611","1009812024"
"","-235","2","","","1009812","2","-250","0","103611","1009812025"
"","1","","","0.2","1009812","3","lsv_walk_joy","","100411","1009812026"
"","-220","2","","","1009812","2","100","0","100411","1009812027"
"0","1","1","","0.4","1009812","6","1","1","100411","1009812028"
"","1","","","0.2","1009812","3","lsv_walk","","102011","1009812029"
"","-250","2","","","1009812","2","270","0","102011","1009812030"
"0","1","1","","0.4","1009812","6","1","1","102011","1009812031"
"","","","","","1009812","93","","","2","1009812032"
"","1","","","0.2","1009812","3","lsv_idle_normal","","103611","1009812033"
"","1","","","0.2","1009812","3","lsv_idle_joy","","100411","1009812034"
"","1","","","0.2","1009812","3","lsv_idle_normal","","102011","1009812035"
"","","","","","1009812","93","","","0.5","1009812036"
"","","","","","1009812","91","","","0","1009812037"
"","1","","","0.2","1009812","3","lsv_talk_normal_sad","","103611","1009812038"
"","0","0","","","1009812","21","vo_lsv_1221","","vo_lsv","1009812039"
"0","10","1","0","0","1009812","11","ヒミツって…\nもう答えが描いてあるよね？","1","103611","1009812040"
"","","","","","1009812","91","","","0","1009812041"
"","1","","","0.2","1009812","3","lsv_idle_normal_sad","","103611","1009812042"
"","1","","","0.2","1009812","3","lsv_talk_sad","","102011","1009812043"
"","0","0","","","1009812","21","vo_lsv_1222","","vo_lsv","1009812044"
"0","10","1","0","0","1009812","11","ミソギちゃん、\nおにいちゃんに\nイタズラしちゃったの？","1","102011","1009812045"
"","","","","","1009812","91","","","0","1009812046"
"","1","","","0.2","1009812","3","lsv_idle_sad","","102011","1009812047"
"0.2","0","lsv_talk_cool_joy_loop","","0","1009812","3","lsv_talk_cool_joy","1","100411","1009812048"
"","0","0","","","1009812","21","vo_lsv_1223","","vo_lsv","1009812049"
"0","10","1","0","0","1009812","11","ちっちっち！\nこれは想像だよー！\nまだ教えただけっ。","1","100411","1009812050"
"","","","","","1009812","91","","","0","1009812051"
"","1","","","0.2","1009812","3","lsv_talk_cool_joy_loop","","100411","1009812052"
"","0","0","","","1009812","21","vo_lsv_1224","","vo_lsv","1009812053"
"0","10","1","0","0","1009812","11","あと、教えたのはひとつだけ\nじゃないよ？　ミソギ先生の\n授業は盛り沢山だからね！","1","100411","1009812054"
"","","","","","1009812","91","","","0","1009812055"
"","1","","","0.2","1009812","3","lsv_idle_cool_joy","","100411","1009812056"
"","1","","","0.2","1009812","3","lsv_talk_bitter_sad","","103611","1009812057"
"","0","0","","","1009812","21","vo_lsv_1225","","vo_lsv","1009812058"
"0","10","1","0","0","1009812","11","いったいどんなことを\n教えたか、不安だなぁ…","1","103611","1009812059"
"","","","","","1009812","91","","","0","1009812060"
"","1","","","0.2","1009812","3","lsv_idle_bitter_sad","","103611","1009812061"
"0.2","0","lsv_look_idle_normal","","0","1009812","3","lsv_choice","1","103611","1009812062"
"0.2","0","lsv_look_idle_normal","","0","1009812","3","lsv_choice","1","100411","1009812063"
"0.2","0","lsv_look_idle_normal","","0","1009812","3","lsv_choice","1","102011","1009812064"
"","","","","","1009812","93","0","","0.1","1009812065"
"0.2","-235","0.33","","","1009812","2","-452","2","103611","1009812066"
"0.2","-220","0.33","","","1009812","2","420","2","100411","1009812067"
"0.2","-250","0.33","","","1009812","2","545","2","102011","1009812068"
"","1","","","0.2","1009812","22","0","","0","1009812069"
"","0","","","","1009812","103","1009812073","","落とし穴の作り方とか？","1009812070"
"","0","","","","1009812","103","1009812097","","逃げ足講座とか？","1009812071"
"","0","","","","1009812","103","1009812121","","ウソ泣きのやり方とか？","1009812072"
"0.2","0","lsv_idle_normal","","0","1009812","3","lsv_choice","1","103611","1009812073"
"0.2","0","lsv_idle_normal","","0","1009812","3","lsv_choice","1","100411","1009812074"
"0.2","0","lsv_idle_normal","","0","1009812","3","lsv_choice","1","102011","1009812075"
"","","","","","1009812","93","0","","0.1","1009812076"
"0.2","-235","0.33","","","1009812","2","-200","2","103611","1009812077"
"0.2","-220","0.33","","","1009812","2","100","2","100411","1009812078"
"0.2","-250","0.33","","","1009812","2","270","2","102011","1009812079"
"","","","","","1009812","93","0","","0.7","1009812080"
"0.2","0","lsv_talk_surprise_R2","","0","1009812","3","lsv_surprise_R2","1","102011","1009812081"
"","0","0","","","1009812","21","vo_lsv_1226","","vo_lsv","1009812082"
"0","10","1","0","0","1009812","11","ええっ？\n落とし穴はちょっと危ないよ～","1","102011","1009812083"
"","","","","","1009812","91","","","0","1009812084"
"","1","","","0.2","1009812","3","lsv_idle_surprise","","102011","1009812085"
"","1","","","0.2","1009812","3","lsv_talk_bitter","","100411","1009812086"
"","0","0","","","1009812","21","vo_lsv_1227","","vo_lsv","1009812087"
"0","10","1","0","0","1009812","11","んー…落とし穴はねー\nみゅ～ちゃんがスコップを\n持てなかったから諦めたんだー","1","100411","1009812088"
"","","","","","1009812","91","","","0","1009812089"
"","1","","","0.2","1009812","3","lsv_idle_bitter","","100411","1009812090"
"0.2","0","lsv_talk_cool_sad_loop","","0","1009812","3","lsv_talk_cool_sad","1","103611","1009812091"
"","0","0","","","1009812","21","vo_lsv_1228","","vo_lsv","1009812092"
"0","10","1","0","0","1009812","11","試しはしたんだね…","1","103611","1009812093"
"","","","","","1009812","91","","","0","1009812094"
"","1","","","0.2","1009812","3","lsv_idle_normal_sad","","103611","1009812095"
"","","","","","1009812","101","","","1009812145","1009812096"
"0.2","0","lsv_idle_normal","","0","1009812","3","lsv_choice","1","103611","1009812097"
"0.2","0","lsv_idle_normal","","0","1009812","3","lsv_choice","1","100411","1009812098"
"0.2","0","lsv_idle_normal","","0","1009812","3","lsv_choice","1","102011","1009812099"
"","","","","","1009812","93","0","","0.1","1009812100"
"0.2","-235","0.33","","","1009812","2","-200","2","103611","1009812101"
"0.2","-220","0.33","","","1009812","2","100","2","100411","1009812102"
"0.2","-250","0.33","","","1009812","2","270","2","102011","1009812103"
"","","","","","1009812","93","0","","0.7","1009812104"
"0.2","0","lsv_exactly_joy_loop","","0","1009812","3","lsv_exactly_joy_in","1","100411","1009812105"
"","0","0","","","1009812","21","vo_lsv_1229","","vo_lsv","1009812106"
"0","10","1","0","0","1009812","11","お！　にいちゃん、するどい！\n正解だよ！\n逃げ足は大事だもんねー","1","100411","1009812107"
"","","","","","1009812","91","","","0","1009812108"
"","1","","","0.2","1009812","3","lsv_idle_joy","","100411","1009812109"
"","1","","","0.2","1009812","3","lsv_talk_thinking","","103611","1009812110"
"","0","0","","","1009812","21","vo_lsv_1230","","vo_lsv","1009812111"
"0","10","1","0","0","1009812","11","逃げ足って…\nでも、確かに自然の中では\n大切なことかも。","1","103611","1009812112"
"","","","","","1009812","91","","","0","1009812113"
"","1","","","0.2","1009812","3","lsv_idle_thinking_anger","","103611","1009812114"
"","1","","","0.2","1009812","3","lsv_talk_wish_joy","","102011","1009812115"
"","0","0","","","1009812","21","vo_lsv_1231","","vo_lsv","1009812116"
"0","10","1","0","0","1009812","11","かけっこが得意な\nみゅ～ちゃんもかわいいね～","1","102011","1009812117"
"","","","","","1009812","91","","","0","1009812118"
"","1","","","0.2","1009812","3","lsv_idle_wish_joy","","102011","1009812119"
"","","","","","1009812","101","","","1009812145","1009812120"
"0.2","0","lsv_idle_normal","","0","1009812","3","lsv_choice","1","103611","1009812121"
"0.2","0","lsv_idle_normal","","0","1009812","3","lsv_choice","1","100411","1009812122"
"0.2","0","lsv_idle_normal","","0","1009812","3","lsv_choice","1","102011","1009812123"
"","","","","","1009812","93","0","","0.1","1009812124"
"0.2","-235","0.33","","","1009812","2","-200","2","103611","1009812125"
"0.2","-220","0.33","","","1009812","2","100","2","100411","1009812126"
"0.2","-250","0.33","","","1009812","2","270","2","102011","1009812127"
"","","","","","1009812","93","0","","0.7","1009812128"
"","1","","","0.2","1009812","3","lsv_idle_sad3","","100411","1009812129"
"","0","0","","","1009812","21","vo_lsv_1232","","vo_lsv","1009812130"
"0","10","1","0","0","1009812","11","…ぐすん。\nミソギ、ウソ泣きなんて\n教えてないもん…ぐすぐす…","1","100411","1009812131"
"","","","","","1009812","91","","","0","1009812132"
"","1","","","0.2","1009812","3","lsv_idle_sad3","","100411","1009812133"
"","1","","","0.2","1009812","3","lsv_talk_sad3","","102011","1009812134"
"","0","0","","","1009812","21","vo_lsv_1233","","vo_lsv","1009812135"
"0","10","1","0","0","1009812","11","わわ…！\nミソギちゃん、泣かないで～","1","102011","1009812136"
"","","","","","1009812","91","","","0","1009812137"
"","1","","","0.2","1009812","3","lsv_idle_sad","","102011","1009812138"
"0.2","0","lsv_talk_cool_sad_loop","","0","1009812","3","lsv_talk_cool_sad","1","103611","1009812139"
"","0","0","","","1009812","21","vo_lsv_1234","","vo_lsv","1009812140"
"0","10","1","0","0","1009812","11","…これは間違いなく\n教えましたね。\nまったくもう…","1","103611","1009812141"
"","","","","","1009812","91","","","0","1009812142"
"","1","","","0.2","1009812","3","lsv_idle_cool_sad","","103611","1009812143"
"","","","","","1009812","101","","","1009812145","1009812144"
"","","","","","1009812","91","","","0","1009812145"
"","","","","","1009812","102","","","","1009812146"
"","","","","","1009812","22","0.2","","0","1009812147"
"","","","","","1009812","93","","","0.2","1009812148"
"0","1","0","0","0","1009812","12","10","0","100411","1009812149"
"0.2","0","lsv_eieio_loop","","0","1009812","3","lsv_eieio","1","100411","1009812150"
"","","","","","1009812","93","0","","3","1009812151"
"","1","","","0.2","1009812","3","lsv_idle_cool_joy","","100411","1009812152"
"0","1","0","0","0","1009812","12","4","0","102011","1009812153"
"0.2","0","lsv_talk_surprise","","0","1009812","3","lsv_surprise","1","102011","1009812154"
"","","","","","1009812","93","0","","3","1009812155"
"","1","","","0.2","1009812","3","lsv_idle_wish_joyR","","102011","1009812156"
"0","1","0","0","0","1009812","12","2","0","103611","1009812157"
"","1","","","0.2","1009812","3","lsv_talk_sad","","103611","1009812158"
"","","","","","1009812","93","0","","3","1009812159"
"","1","","","0.2","1009812","3","lsv_idle_sad","","103611","1009812160"
"","","","","","1009812","101","","","1009812149","1009812161"
"0","1","1","","1","1009812","6","1","0","333","1009812162"
"","","","","","1009812","4","1","","103611","1009812163"
"","1","","","0.2","1009812","3","lsv_run","","103611","1009812164"
"","-235","0.8","","","1009812","2","-750","0","103611","1009812165"
"","","","","","1009812","4","0","","100411","1009812166"
"","1","","","0.2","1009812","3","lsv_run","","100411","1009812167"
"","-220","0.8","","","1009812","2","750","0","100411","1009812168"
"","","","","","1009812","4","0","","102011","1009812169"
"","1","","","0.2","1009812","3","lsv_run","","102011","1009812170"
"","-250","0.8","","","1009812","2","850","0","102011","1009812171"
"","","","","","1009812","93","","","0.6","1009812172"
"0","1","1","","0.2","1009812","6","1","0","103611","1009812173"
"0","1","1","","0.2","1009812","6","1","0","100411","1009812174"
"0","1","1","","0.2","1009812","6","1","0","102011","1009812175"
"","","","","","1009812","91","","","0","1009812176"
"0","102","-750","lsv_idle_normal","1.95","1009813","1","100411","-235","1","1009813001"
"1","100","650","lsv_idle_normal","1.95","1009813","1","103611","-220","1","1009813002"
"1","101","750","lsv_idle_normal","1.95","1009813","1","102011","-250","1","1009813003"
"0","0","0","lsv_white_loop","1","1009813","5","333","0","1","1009813004"
"0","1","1","","0","1009813","6","1","0","333","1009813005"
"0","1","1","","0","1009813","6","1","0","100411","1009813006"
"0","1","1","","0","1009813","6","1","0","103611","1009813007"
"0","1","1","","0","1009813","6","1","0","102011","1009813008"
"","0","0","","","1009813","7","2","","100411","1009813009"
"","-235","0.5","","","1009813","2","-750","0","100411","1009813010"
"","-140","10","","0","1009813","31","16","0.8","1","1009813011"
"","0","0","","","1009813","34","2","","16","1009813012"
"","","","","","1009813","93","0","","1","1009813013"
"0","1","1","","0.8","1009813","6","1","0.4","333","1009813014"
"0","0","lsv_see_think","","0.2","1009813","3","lsv_see_think_pre","1","100411","1009813015"
"","-235","1.1","","","1009813","2","-600","0","100411","1009813016"
"0","1","1","","0.4","1009813","6","1","1","100411","1009813017"
"","","","","","1009813","93","","","1","1009813018"
"","","","","","1009813","32","1","","16","1009813019"
"","","","","","1009813","91","","","0","1009813020"
"","260","0","","","1009813","94","240","80","100411","1009813021"
"","","","","","1009813","32","0","","16","1009813022"
"","2","0","","","1009813","7","0","","100411","1009813023"
"","1","","","0.2","1009813","3","lsv_walk","","100411","1009813024"
"","-235","2","","","1009813","2","-250","0","100411","1009813025"
"","1","","","0.2","1009813","3","lsv_walk_joy","","103611","1009813026"
"","-220","2","","","1009813","2","100","0","103611","1009813027"
"0","1","1","","0.4","1009813","6","1","1","103611","1009813028"
"","1","","","0.2","1009813","3","lsv_walk","","102011","1009813029"
"","-250","2","","","1009813","2","270","0","102011","1009813030"
"0","1","1","","0.4","1009813","6","1","1","102011","1009813031"
"","","","","","1009813","93","","","2","1009813032"
"","1","","","0.2","1009813","3","lsv_idle_normal_talkR","","100411","1009813033"
"","1","","","0.2","1009813","3","lsv_idle_joy","","103611","1009813034"
"","1","","","0.2","1009813","3","lsv_idle_normal","","102011","1009813035"
"","","","","","1009813","93","","","0.5","1009813036"
"","","","","","1009813","91","","","0","1009813037"
"","1","","","0.2","1009813","3","lsv_talk_sad","","100411","1009813038"
"","0","0","","","1009813","21","vo_lsv_1321","","vo_lsv","1009813039"
"0","10","1","0","0","1009813","11","うう…なんだかほんとに\n学校の先生みたいなこと\n書いてるね…","1","100411","1009813040"
"","","","","","1009813","91","","","0","1009813041"
"","1","","","0.2","1009813","3","lsv_idle_surprise_talkR1","","100411","1009813042"
"0.2","0","lsv_talk_doya_loop","","0","1009813","3","lsv_talk_doya","1","103611","1009813043"
"","0","0","","","1009813","21","vo_lsv_1322","","vo_lsv","1009813044"
"0","10","1","0","0","1009813","11","だって今日は私が先生だもん。\n先生らしくしなくっちゃ！","1","103611","1009813045"
"","","","","","1009813","91","","","0","1009813046"
"","1","","","0.2","1009813","3","lsv_idle_doya","","103611","1009813047"
"","1","","","0.2","1009813","3","lsv_talk_wish_joy","","102011","1009813048"
"","0","0","","","1009813","21","vo_lsv_1323","","vo_lsv","1009813049"
"0","10","1","0","0","1009813","11","キョウカちゃん、\n張りきってたもんね♪\nどんなお勉強をしたの？","1","102011","1009813050"
"","","","","","1009813","91","","","0","1009813051"
"","1","","","0.2","1009813","3","lsv_idle_wish_joy","","102011","1009813052"
"","1","","","0.2","1009813","3","lsv_talk_cool_joy_loop","","103611","1009813053"
"","0","0","","","1009813","21","vo_lsv_1324","","vo_lsv","1009813054"
"0","10","1","0","0","1009813","11","ミミ、いい質問ですね。\nそれでは…\nここでみんなに問題です。","1","103611","1009813055"
"","","","","","1009813","91","","","0","1009813056"
"","1","","","0.2","1009813","3","lsv_idle_cool_joy","","103611","1009813057"
"0.2","0","lsv_talk_cool_sad_loop","","0","1009813","3","lsv_talk_cool_sad","1","100411","1009813058"
"","0","0","","","1009813","21","vo_lsv_1325","","vo_lsv","1009813059"
"0","10","1","0","0","1009813","11","急に先生っぽくしてる…！\n…ね、にいちゃんから\n何か言ってやってよっ。","1","100411","1009813060"
"","","","","","1009813","91","","","0","1009813061"
"","1","","","0.2","1009813","3","lsv_idle_cool_sad","","100411","1009813062"
"0.2","0","lsv_look_idle_normal","","0","1009813","3","lsv_choice","1","100411","1009813063"
"0.2","0","lsv_look_idle_normal","","0","1009813","3","lsv_choice","1","103611","1009813064"
"0.2","0","lsv_look_idle_normal","","0","1009813","3","lsv_choice","1","102011","1009813065"
"","","","","","1009813","93","0","","0.1","1009813066"
"0.2","-235","0.33","","","1009813","2","-452","2","100411","1009813067"
"0.2","-220","0.33","","","1009813","2","420","2","103611","1009813068"
"0.2","-250","0.33","","","1009813","2","545","2","102011","1009813069"
"","1","","","0.2","1009813","22","0","","0","1009813070"
"","0","","","","1009813","103","1009813074","","はい、先生！","1009813071"
"","0","","","","1009813","103","1009813096","","寝たふりをしよう。","1009813072"
"","0","","","","1009813","103","1009813119","","どんな問題が来るのかなぁ。","1009813073"
"0.2","0","lsv_idle_normal","","0","1009813","3","lsv_choice","1","100411","1009813074"
"0.2","0","lsv_idle_normal","","0","1009813","3","lsv_choice","1","103611","1009813075"
"0.2","0","lsv_idle_normal","","0","1009813","3","lsv_choice","1","102011","1009813076"
"","","","","","1009813","93","0","","0.1","1009813077"
"0.2","-235","0.33","","","1009813","2","-200","2","100411","1009813078"
"0.2","-220","0.33","","","1009813","2","100","2","103611","1009813079"
"0.2","-250","0.33","","","1009813","2","270","2","102011","1009813080"
"","","","","","1009813","93","0","","0.7","1009813081"
"0.2","0","lsv_surprise3_loop","","0","1009813","3","lsv_surprise3","1","100411","1009813082"
"","0","0","","","1009813","21","vo_lsv_1326","","vo_lsv","1009813083"
"0","10","1","0","0","1009813","11","ノリノリだー！？","1","100411","1009813084"
"","","","","","1009813","91","","","0","1009813085"
"","1","","","0.2","1009813","3","lsv_talk_thinking_joyR","","103611","1009813086"
"","0","0","","","1009813","21","vo_lsv_1327","","vo_lsv","1009813087"
"0","10","1","0","0","1009813","11","いいお返事ですね。\nでは、みんなで\nおさらいしてみましょうか。","1","103611","1009813088"
"","","","","","1009813","91","","","0","1009813089"
"","1","","","0.2","1009813","3","lsv_idle_thinking_joy1","","103611","1009813090"
"0.2","0","lsv_idle_joy","","0","1009813","3","lsv_handsup_joy","1","102011","1009813091"
"","0","0","","","1009813","21","vo_lsv_1328","","vo_lsv","1009813092"
"0","10","1","0","0","1009813","11","は～い、わかりましたっ。\nキョウカちゃん先生♪","1","102011","1009813093"
"","","","","","1009813","91","","","0","1009813094"
"","","","","","1009813","101","","","1009813143","1009813095"
"0.2","0","lsv_idle_normal","","0","1009813","3","lsv_choice","1","100411","1009813096"
"0.2","0","lsv_idle_normal","","0","1009813","3","lsv_choice","1","103611","1009813097"
"0.2","0","lsv_idle_normal","","0","1009813","3","lsv_choice","1","102011","1009813098"
"","","","","","1009813","93","0","","0.1","1009813099"
"0.2","-235","0.33","","","1009813","2","-200","2","100411","1009813100"
"0.2","-220","0.33","","","1009813","2","100","2","103611","1009813101"
"0.2","-250","0.33","","","1009813","2","270","2","102011","1009813102"
"","","","","","1009813","93","0","","0.7","1009813103"
"0.2","0","lsv_sleep","","0.2","1009813","3","lsv_look_idle_sad_wink","1","100411","1009813104"
"","0","0","","","1009813","21","vo_lsv_1329","","vo_lsv","1009813105"
"0","10","1","0","0","1009813","11","そ…\nそれだよ、にいちゃんっ。\n……ぐーぐーぐー","1","100411","1009813106"
"","","","","","1009813","91","","","0","1009813107"
"","1","","","0.2","1009813","3","lsv_sleep","","100411","1009813108"
"0.2","0","lsv_exactly_loop","","0","1009813","3","lsv_exactly_in","1","103611","1009813109"
"","0","0","","","1009813","21","vo_lsv_1330","","vo_lsv","1009813110"
"0","10","1","0","0","1009813","11","はい、そこの二人！\n授業中に寝ない！","1","103611","1009813111"
"","","","","","1009813","91","","","0","1009813112"
"","1","","","0.2","1009813","3","lsv_idle_arm_crossed","","103611","1009813113"
"0.2","0","lsv_surprise3_pain_loop","","0","1009813","3","lsv_surprise3_pain","1","102011","1009813114"
"","0","0","","","1009813","21","vo_lsv_1331","","vo_lsv","1009813115"
"0","10","1","0","0","1009813","11","二人とも、起きて～！\n一緒にお勉強しようよ～！","1","102011","1009813116"
"","","","","","1009813","91","","","0","1009813117"
"","","","","","1009813","101","","","1009813143","1009813118"
"0.2","0","lsv_idle_normal","","0","1009813","3","lsv_choice","1","100411","1009813119"
"0.2","0","lsv_idle_normal","","0","1009813","3","lsv_choice","1","103611","1009813120"
"0.2","0","lsv_idle_normal","","0","1009813","3","lsv_choice","1","102011","1009813121"
"","","","","","1009813","93","0","","0.1","1009813122"
"0.2","-235","0.33","","","1009813","2","-200","2","100411","1009813123"
"0.2","-220","0.33","","","1009813","2","100","2","103611","1009813124"
"0.2","-250","0.33","","","1009813","2","270","2","102011","1009813125"
"","","","","","1009813","93","0","","0.7","1009813126"
"","1","","","0.2","1009813","3","lsv_talk_bitter_sad","","100411","1009813127"
"","0","0","","","1009813","21","vo_lsv_1332","","vo_lsv","1009813128"
"0","10","1","0","0","1009813","11","あ、そっち？\nキョウカの先生キャラに\nツッコミはないんだ…","1","100411","1009813129"
"","","","","","1009813","91","","","0","1009813130"
"","1","","","0.2","1009813","3","lsv_idle_bitter","","100411","1009813131"
"0.2","0","lsv_exactly_loop","","0","1009813","3","lsv_exactly_in","1","103611","1009813132"
"","0","0","","","1009813","21","vo_lsv_1333","","vo_lsv","1009813133"
"0","10","1","0","0","1009813","11","ミソギさん？\n先生にキャラとか\n言わないように！","1","103611","1009813134"
"","","","","","1009813","91","","","0","1009813135"
"","1","","","0.2","1009813","3","lsv_idle_arm_crossed","","103611","1009813136"
"","1","","","0.2","1009813","3","lsv_talk_surprise_talkjoy","","102011","1009813137"
"","0","0","","","1009813","21","vo_lsv_1334","","vo_lsv","1009813138"
"0","10","1","0","0","1009813","11","わぁっ…！\n本当の先生みた～い！\nちゃんとお勉強しなくちゃ…！","1","102011","1009813139"
"","","","","","1009813","91","","","0","1009813140"
"","1","","","0.2","1009813","3","lsv_idle_surprise_joy","","102011","1009813141"
"","","","","","1009813","101","","","1009813143","1009813142"
"","","","","","1009813","91","","","0","1009813143"
"","","","","","1009813","102","","","","1009813144"
"","","","","","1009813","22","0.2","","0","1009813145"
"","","","","","1009813","93","","","0.2","1009813146"
"0","1","0","0","0","1009813","12","5","0","102011","1009813147"
"","1","","","0.2","1009813","3","lsv_talk_surprise","","102011","1009813148"
"","","","","","1009813","93","0","","3","1009813149"
"","1","","","0.2","1009813","3","lsv_idle_surprise","","102011","1009813150"
"0","1","0","0","0","1009813","12","10","0","103611","1009813151"
"0.2","0","lsv_talk_arm_crossed_loop_joy","","0","1009813","3","lsv_talk_arm_crossed_joy","1","103611","1009813152"
"","","","","","1009813","93","0","","3","1009813153"
"","1","","","0.2","1009813","3","lsv_idle_cool_joy","","103611","1009813154"
"0","1","0","0","0","1009813","12","2","0","100411","1009813155"
"","1","","","0.2","1009813","3","lsv_talk_bitter","","100411","1009813156"
"","","","","","1009813","93","0","","3","1009813157"
"","1","","","0.2","1009813","3","lsv_idle_normal_talkR","","100411","1009813158"
"","","","","","1009813","101","","","1009813147","1009813159"
"0","1","1","","1","1009813","6","1","0","333","1009813160"
"","","","","","1009813","4","1","","100411","1009813161"
"","1","","","0.2","1009813","3","lsv_run","","100411","1009813162"
"","-235","0.8","","","1009813","2","-750","0","100411","1009813163"
"","","","","","1009813","4","0","","103611","1009813164"
"","1","","","0.2","1009813","3","lsv_run","","103611","1009813165"
"","-220","0.8","","","1009813","2","750","0","103611","1009813166"
"","","","","","1009813","4","0","","102011","1009813167"
