5ceb422fac5e0daa75e5e709e77becdafa4274fd5b20a9d4557f5afc58618f4c,7ba2c5681751025b052dda36ff9b38903fd89288eb2d5b0c7fd0a8c27a7b02ea,cd16efad14b0a9ef91a678f44af00f59916fb2b3b7dfcb41eeedd239f6a0b3d4,7d42281323a643724a587eb6a4eae1d45685579bf043b0f5d1b80924b3067a3b,8aaf861fac33a841db9b39558e949b6f4c6fe3e2c907b72da543e1095e6d1deb
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92422030","1501"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92422030","1502"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92422030","1503"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92422110","1504"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92422110","1505"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92422110","1506"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92422110","1507"
"ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92422110","1508"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92422110","1509"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92422110","1510"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92422120","1511"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92422120","1512"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92422120","1513"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92422120","1514"
"ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92422120","1515"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92422120","1516"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92422120","1517"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92422130","1518"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92422130","1519"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92422130","1520"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92422130","1521"
"ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92422130","1522"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92422130","1523"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92422130","1524"
"ダメージカット","boss_damage_cut","バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","92422130","1525"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92422140","1526"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92422140","1527"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92422140","1528"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92422140","1529"
"ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92422140","1530"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92422140","1531"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92422140","1532"
"ダメージカット","boss_damage_cut","バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","92422140","1533"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92422210","1534"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92422210","1535"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92422210","1536"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","92422210","1537"
"ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92422210","1538"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92422210","1539"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92422210","1540"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92422220","1541"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92422220","1542"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92422220","1543"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","92422220","1544"
"ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92422220","1545"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92422220","1546"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92422220","1547"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92422230","1548"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92422230","1549"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92422230","1550"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","92422230","1551"
"ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92422230","1552"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92422230","1553"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92422230","1554"
"ダメージカット","boss_damage_cut","バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","92422230","1555"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92422240","1556"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92422240","1557"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92422240","1558"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","92422240","1559"
"ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92422240","1560"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92422240","1561"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92422240","1562"
"ダメージカット","boss_damage_cut","バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","92422240","1563"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92422310","1564"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92422310","1565"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92422310","1566"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92422310","1567"
"ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92422310","1568"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92422310","1569"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92422310","1570"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92422320","1571"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92422320","1572"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92422320","1573"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92422320","1574"
"ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92422320","1575"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92422320","1576"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92422320","1577"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92422330","1578"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92422330","1579"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92422330","1580"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92422330","1581"
"ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92422330","1582"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92422330","1583"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92422330","1584"
"ダメージカット","boss_damage_cut","バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","92422330","1585"
"水属性ボーナス特大アップ","13","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","92422340","1586"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92422340","1587"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92422340","1588"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92422340","1589"
"ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92422340","1590"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92422340","1591"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92422340","1592"
"ダメージカット","boss_damage_cut","バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","92422340","1593"
"光属性ボーナス特大アップ","15","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","92423010","1594"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92423010","1595"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92423010","1596"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92423010","1597"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92423010","1598"
"光属性ボーナス特大アップ","15","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","92423020","1599"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92423020","1600"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92423020","1601"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92423020","1602"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92423020","1603"
"光属性ボーナス特大アップ","15","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","92423030","1604"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92423030","1605"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92423030","1606"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92423030","1607"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92423030","1608"
"光属性ボーナス特大アップ","15","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","92423110","1609"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92423110","1610"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92423110","1611"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92423110","1612"
"ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92423110","1613"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92423110","1614"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92423110","1615"
"光属性ボーナス特大アップ","15","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","92423120","1616"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92423120","1617"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92423120","1618"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92423120","1619"
"ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92423120","1620"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92423120","1621"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92423120","1622"
"光属性ボーナス特大アップ","15","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","92423130","1623"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92423130","1624"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92423130","1625"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92423130","1626"
"ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92423130","1627"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92423130","1628"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92423130","1629"
"ダメージカット","boss_damage_cut","バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","92423130","1630"
"光属性ボーナス特大アップ","15","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","92423140","1631"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92423140","1632"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92423140","1633"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92423140","1634"
"ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92423140","1635"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92423140","1636"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92423140","1637"
"ダメージカット","boss_damage_cut","バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","92423140","1638"
"光属性ボーナス特大アップ","15","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","92423210","1639"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92423210","1640"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92423210","1641"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","92423210","1642"
"ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92423210","1643"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92423210","1644"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92423210","1645"
"光属性ボーナス特大アップ","15","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","92423220","1646"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92423220","1647"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92423220","1648"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","92423220","1649"
"ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92423220","1650"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92423220","1651"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92423220","1652"
"光属性ボーナス特大アップ","15","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","92423230","1653"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92423230","1654"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92423230","1655"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","92423230","1656"
"ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92423230","1657"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92423230","1658"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92423230","1659"
"ダメージカット","boss_damage_cut","バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","92423230","1660"
"光属性ボーナス特大アップ","15","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","92423240","1661"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92423240","1662"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92423240","1663"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","92423240","1664"
"ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92423240","1665"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92423240","1666"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92423240","1667"
"ダメージカット","boss_damage_cut","バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","92423240","1668"
"光属性ボーナス特大アップ","15","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","92423310","1669"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92423310","1670"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92423310","1671"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92423310","1672"
"ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92423310","1673"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92423310","1674"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92423310","1675"
"光属性ボーナス特大アップ","15","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","92423320","1676"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92423320","1677"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92423320","1678"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92423320","1679"
"ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92423320","1680"
"ＴＰ上昇上限付与","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92423320","1681"
"ＨＰ吸収ダウン","9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92423320","1682"
"光属性ボーナス特大アップ","15","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","92423330","1683"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92423330","1684"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92423330","1685"
"ＴＰダウンカット","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92423330","1686"
"ダメージ減衰","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92423330","1687"
