7dd2865f76e0f0f666f44d2a6e2b32229ed6afed9dd11a44e20136ef7bfcfafc,5410912cff742191069f0637b715f51f07fa34638674af83b3a1f4921c773ae2,62b9ba86919dd0ab126f54358f4f21c18030bf55405d58fbc21f44ef6afe9710,e18e3f155e660eb4c9a779e6e84dc76f78cf6dfbfe7564c75848840230e9b4ab,f1971617d6f2ec6df23a832a33ddde1ab68d3b6dc323e58f0f838accdac19042,6b3ba86853519aa739cb9aed2fc556a99adb636d6bab5ee500737b73d68cb120,493995a697128677ae46a8ef8ce4248e87246859f688c2f409e48bdcd5d9b3f2,5cf1e649e092133e9fc69ff6a20e3d7e80eaa263eeadfe4f44e43e81e79a3a51,cf62422e7ef60151b718086a62f9fd87660341908580f9eabe7451f69b592fe0,5797af20d450f802a87f4fcb7bd42a3414aa71cfcdd7483a2f46f4d0864691d5,f3a8b784971652a6b3159f6dd51a19ca8946d7d540f43a77fd4bd94618b4cb77
"2.94117647058824","","107611","12","","941","","33","-180","-300","19410037"
"0","","vo_fpc","","","941","","21","","vo_fpc_30103","19410038"
"1","0","22","0","0","941","1","11","9","ちょっ！　コラッ！\nいきなり抱き付いてくんなアホリーヌ！\nこの浮き輪は定員一名なのよ！","19410039"
"","","0","","","941","","91","","0","19410040"
"","","19410036","","","941","","91","","","19410041"
"","","105","","","941","","32","","1","19410042"
"","","107511","","0.1","941","","3","1","41_pekorine_shake","19410043"
"","","22","","0.1","941","","3","1","41_kyaru_shake","19410044"
"0","","vo_fpc","","","941","","21","","vo_fpc_30104","19410045"
"","","107611","","0.1","941","","3","1","41_kokkoro_float_loop","19410046"
"1","0","107611","0","0","941","1","11","8","ふふっ、お二人とも\nすっかりはしゃいで…\n楽しそうでございますね。","19410047"
"","","0","","","941","","91","","0","19410048"
"0","","vo_fpc","","","941","","21","","vo_fpc_30105","19410049"
"1","0","22","0","0","941","1","11","10","あ、ダメ…\nもう、げん…かい…","19410050"
"","","0","","","941","","91","","0","19410051"
"","","22","","0.2","941","","3","0","41_kyaru_drown","19410052"
"","","107511","","0.2","941","","3","1","41_pekorine_shake","19410053"
"","","0.2","","","941","","93","","0","19410054"
"","","se_10053800","","1","941","","23","0","se_10053800_941_bishokuden","19410055"
"","","0.8","","","941","","93","","0","19410056"
"41_kokkoro_surprise_loop","0.1","107611","1","0.1","941","","3","0","41_kokkoro_surprise","19410057"
"","","0.5","","","941","","93","","0","19410058"
"","","108","","","941","","32","","1","19410059"
"","","2.5","","","941","","93","","0","19410060"
"","0.1","22","","0.1","941","","3","1","41_kyaru_drown_loop","19410061"
"41_pekorine_notice_loop","0.1","107511","1","0.1","941","","3","0","41_pekorine_notice","19410062"
"","","105","","","941","","32","","0","19410063"
"","","22","","","941","","32","","0","19410064"
"0","","vo_fpc","","","941","","21","","vo_fpc_30106","19410065"
"1","0","107511","0","0","941","1","11","11","あれ？\nキャルちゃん？\nどこかにいっちゃいました？","19410066"
"","","0","","","941","","91","","0","19410067"
"0","","vo_fpc","","","941","","21","","vo_fpc_30107","19410068"
"1","0","107611","0","0","941","1","11","10","い、いけません…\n風の精霊よ！\nいますぐキャルさまに\n空気の衣を！","19410069"
"","","2.1","","","941","","93","","0","19410070"
"41_kokkoro_action_loop","0.1","107611","1","0.1","941","","3","0","41_kokkoro_action","19410071"
"","","1001","","","941","","32","","1","19410072"
"cmn_swm_flutterKick_floatRing","0.1","107511","1","0","941","","3","0","41_pekorine_flutterKick_floatRing_in","19410073"
"","","22","","0.1","941","","3","1","41_kyaru_flutterKick_floatRing","19410074"
"4.52488687782805","","107511","0","","941","","2","-180","1000","19410075"
"","","1075111","","","941","","32","","1","19410076"
"","","1075114","","","941","","32","","0","19410077"
"4.52488687782805","","1075111","0","","941","","33","-180","1000","19410078"
"4.52488687782805","","22","0","","941","","2","-180","1000","19410079"
"5.88235294117647","","107611","0","","941","","2","-180","1000","19410080"
"5.88235294117647","","107611","0","","941","","33","-180","1000","19410081"
"5.88235294117647","","1001","0","","941","","33","-110","1140","19410082"
"","","19410081","","","941","","91","","","19410083"
"-1060","0","1","-250","1.75","942","42_anna_idle","1","33","113211","19420001"
"-920","0","1","-250","1.75","942","42_shinobu_idle","1","33","127111","19420002"
"-1000","0","2","-250","1.75","942","42_boat_idle","5","32","2","19420003"
"0","","107","1","0","942","","31","0","107","19420004"
"-250","","106","1","1","942","","31","-1000","106","19420005"
"","","113211","","","942","","13","","47","19420006"
"","","127111","","","942","","13","","47","19420007"
"","","se_10053800","","1","942","","23","1","se_fpc_water_random","19420008"
"","","19420007","","","942","","91","","0","19420009"
"5.88235294117647","","113211","12","","942","","2","-250","-60","19420010"
"5.88235294117647","","127111","12","","942","","2","-250","80","19420011"
"5.88235294117647","","2","12","","942","","2","-250","0","19420012"
"5.88235294117647","","106","12","","942","","33","-250","0","19420013"
"","","","","","942","","91","","","19420014"
"","","113211","","0.2","942","","3","1","42_anna_doyatalk","19420015"
"","","127111","","0.2","942","","3","1","42_shinobu_idle","19420016"
"","","2","","0.2","942","","3","1","42_boat_idle","19420017"
"0","","vo_fpc","","","942","","21","","vo_fpc_30201","19420018"
"1","0","113211","0","0","942","1","11","6","はーっはっはっは！\nこうして水の上をたゆたっていると\nあの冒険を思い出すな！","19420019"
"","","0","","","942","","91","","0","19420020"
"","","113211","","0.2","942","","3","1","42_anna_doyatalk","19420021"
"42_shinobu_talk","0.1","127111","1","0.2","942","","3","0","42_shinobu_idle2talk","19420022"
"","","2","","0.2","942","","3","1","42_boat_idle","19420023"
"0","","vo_fpc","","","942","","21","","vo_fpc_30202","19420024"
"1","0","127111","0","0","942","1","11","7","ええ、とても楽しい冒険でしたね。\nあの衣装は今でも\n大切に保管していますよ。","19420025"
"","","0","","","942","","91","","0","19420026"
"42_shinobu_idle","0.1","127111","1","0.2","942","","3","0","42_shinobu_talk2idle","19420027"
"42_anna_idle","0.1","113211","1","0.2","942","","3","0","42_anna_doya2idle","19420028"
"","","2","","0.2","942","","3","1","42_boat_idle","19420029"
"0","","vo_fpc","","","942","","21","","vo_fpc_30203","19420030"
"1","0","113211","0","0","942","0.5","11","7","あれからどうだ？\nなにか面白い事件や冒険があったなら\nぜひ聞かせてくれ！","19420031"
"","","0","","","942","","91","","0","19420032"
"0","","vo_fpc","","","942","","21","","vo_fpc_30204","19420033"
"1","0","113211","0","0","942","1","11","10","（冥風戦記のいいネタに\nなるかもしれないからな！）","19420034"
"","","0","","","942","","91","","0","19420035"
"","","113211","","0.2","942","","3","1","42_anna_idle","19420036"
"42_shinobu_talk","0.1","127111","1","0.2","942","","3","0","42_shinobu_idle2talk","19420037"
"","","2","","0.2","942","","3","1","42_boat_idle","19420038"
"0","","vo_fpc","","","942","","21","","vo_fpc_30205","19420039"
"1","0","127111","0","0","942","0.5","11","6","はい。ありましたよ。\nリゾートビーチで巻き起こる\n様々な霊障…","19420040"
"","","0","","","942","","91","","0","19420041"
"","","113211","","0.2","942","","3","1","42_anna_idle","19420042"
"42_shinobu_horror","0.1","127111","1","0.2","942","","3","0","42_shinobu_talk2horror","19420043"
"","","2","","0.2","942","","3","1","42_boat_idle","19420044"
"","","107","","","942","","32","","1","19420045"
"0","","vo_fpc","","","942","","21","","vo_fpc_30206","19420046"
"1","0","127111","0","0","942","1","11","5","その裏には生者と死者の欲望が\n混ざり合ったどろどろとした真実が…","19420047"
"","","6.5","","","942","","93","","0","19420048"
"","","1.5","","","942","","93","","0","19420049"
"","","19420047","","","942","","91","","0","19420050"
"","","127111","","0.1","942","","3","1","42_shinobu_horror","19420051"
"","","113211","","0.1","942","","3","1","42_anna_scared","19420052"
"","","2","","0.1","942","","3","1","42_boat_idle","19420053"
"0","","vo_fpc","","","942","","21","","vo_fpc_30207","19420054"
"1","0","113211","0","0","942","1.5","11","6","ちょっ！　待ってくれ！\nそれ大丈夫なヤツ？\nなあ、シノブ…シノブってばあ！","19420055"
"","","9.13333333333333","","","942","","93","","0","19420056"
"","","1.5","","","942","","93","","0","19420057"
"","","19420055","","","942","","91","","0","19420058"
"4.52488687782805","","113211","","","942","","2","-250","940","19420059"
"4.52488687782805","","127111","","","942","","2","-250","1080","19420060"
"4.52488687782805","","2","","","942","","2","-250","1000","19420061"
"4.52488687782805","","106","","","942","","33","-250","1000","19420062"
"","","0","","","942","","91","","","19420063"
"-850","0","1","-180","1.75","943","cmn_float","1","23","122511","19430001"
"-800","0","1","-125","1.75","943","43_tsumugi_deredere","1","13","117411","19430002"
"-1675","0","1","-125","1.75","943","cmn_float_item_09_Ball","5","12","11","19430003"
"-850","0","1","-250","1.75","943","cmn_floatRing_pink","5","32","12","19430004"
"-2500","0","1","-250","1.75","943","cmn_floatRing_blue","5","32","13","19430005"
"-180","","8","1","1","943","","31","-850","1225114","19430006"
"-125","","5","1","1","943","","31","-800","1174114","19430007"
"-125","","5","1","1","943","","31","-1675","411","19430008"
"-250","","4","1","1","943","","31","-850","412","19430009"
"-250","","4","1","1","943","","31","-2500","413","19430010"
"-125","","110","1","0","943","","31","-350","1101","19430011"
"","","se_10053800","","1","943","","23","1","se_fpc_water_random","19430012"
"","","19430011","","","943","","91","","","19430013"
"24.2647058823529","","12","","","943","","2","-250","2450","19430014"
"24.2647058823529","","412","","","943","","33","-250","2450","19430015"
"24.2647058823529","","11","","","943","","2","-125","1625","19430016"
"24.2647058823529","","411","","","943","","33","-125","1625","19430017"
"24.2647058823529","","13","","","943","","2","-250","800","19430018"
"24.2647058823529","","413","","","943","","33","-250","800","19430019"
"","","2","","","943","","93","","0","19430020"
"6.25","","122511","12","","943","","2","-180","0","19430021"
"6.25","","1225114","12","","943","","33","-180","0","19430022"
"","","19430021","","","943","","91","","","19430023"
"0","","vo_fpc","","","943","","21","","vo_fpc_30301","19430024"
"1","0","122511","0","0","943","1","11","7","ずいぶんと色々なものが流れているね。\nここがプールでないなら、\n魚が潜んでいそうだけど…","19430025"
"","","0","","","943","","91","","","19430026"
"6.92307692307692","","117411","12","","943","","2","-125","-350","19430027"
"6.92307692307692","","1174114","12","","943","","33","-125","-350","19430028"
"0","","vo_fpc","","","943","","21","","vo_fpc_30302","19430029"
"1","0","122511","0","0","943","1","11","6","そうだ、この流れに身を任せることで\n渓流の魚たちの気持ちを学べば、\n次の釣りに活かせるかもしれないな。","19430030"
"","","0","","","943","","91","","","19430031"
"","","19430028","","","943","","91","","","19430032"
"0","","vo_fpc","","","943","","21","","vo_fpc_30303","19430033"
"1","0","117411","0","0","943","1","11","7","はぁ、レイ様…♡\n流れる姿も麗しいですね。\nずっと見ていられるぅ…","19430034"
"","","0","","","943","","91","","","19430035"
"43_rei_notice_loop","0.1","122511","1","0.1","943","","3","0","43_rei_notice_in","19430036"
"0","","vo_fpc","","","943","","21","","vo_fpc_30304","19430037"
"1","0","122511","0","0","943","0.5","11","5","むっ…なんだ？\nこの獲物を狙う猛禽のような殺気は？\n誰かいるのか？","19430038"
"","","0","","","943","","91","","","19430039"
"","","1101","","","943","","32","","1","19430040"
"","","1174114","","","943","","32","","0","19430041"
"43_rei_aseri","0.1","122511","1","0.1","943","","3","0","43_rei_turn","19430042"
"","","117411","","0.1","943","","3","0","43_tsumugi_hide","19430043"
"","","3","","","943","","93","","0","19430044"
"43_tsumugi_deredere","0.1","117411","1","0.1","943","","3","0","43_tsumugi_appear","19430045"
"","","1","","","943","","93","","0","19430046"
"","","1101","","","943","","32","","0","19430047"
"","","1174114","","","943","","32","","1","19430048"
"0","","vo_fpc","","","943","","21","","vo_fpc_30305","19430049"
"1","0","122511","0","0","943","0.5","11","6","誰もいなかったな…\nいや…そこ！","19430050"
"","","0","","","943","","91","","","19430051"
"","","1101","","","943","","32","","1","19430052"
"","","1174114","","","943","","32","","0","19430053"
"43_rei_aseri_2","0.1","122511","1","0.1","943","","3","0","43_rei_turn","19430054"
"","","117411","","0.1","943","","3","0","43_tsumugi_hide","19430055"
"","","3","","","943","","93","","0","19430056"
"43_tsumugi_deredere","0.1","117411","1","0.1","943","","3","0","43_tsumugi_appear","19430057"
"","","1","","","943","","93","","0","19430058"
"","","1101","","","943","","32","","0","19430059"
"","","1174114","","","943","","32","","1","19430060"
"0","","vo_fpc","","","943","","21","","vo_fpc_30306","19430061"
"1","0","122511","0","0","943","1","11","5","やはり誰もいないか。\nだがこの悪寒はなんだ…？\nくっ、まるで狙われる魚の気持ちだよ。","19430062"
"","","0","","","943","","91","","","19430063"
"3.84615384615385","","122511","","","943","","2","-180","850","19430064"
"3.84615384615385","","1225114","","","943","","33","-180","850","19430065"
"2.57352941176471","","117411","12","","943","","2","-125","0","19430066"
"2.57352941176471","","1174114","12","","943","","33","-125","0","19430067"
"","","0","","","943","","91","","","19430068"
"0","","vo_fpc","","","943","","21","","vo_fpc_30307","19430069"
"1","0","117411","0","0","943","1","11","6","ああ、レイ様の凛々しいお姿を\nこんな近くで見られるなんて\n眼福です～","19430070"
"","","0","","","943","","91","","","19430071"
"3.84615384615385","","117411","","","943","","2","-125","850","19430072"
"3.84615384615385","","1174114","","","943","","33","-125","850","19430073"
"","","0","","","943","","91","","","19430074"
"800","0","1","-15","1.4875","944","44_tamaki_in","1","12","107911","19440001"
"800","0","3","-15","1.4875","944","44_tamaki_in","5","13","3","19440002"
"-1000","0","1","-250","1.75","944","44_yukari_idle","1","33","126811","19440003"
"-1000","0","2","-250","1.75","944","cmn_boat_idle","5","32","2","19440004"
"-800","0","1","-15","1.4875","944","44_mifuyu_run","1","12","108011","19440005"
"-250","","101","1","1","944","","31","-1000","126811","19440006"
"140","","1004","1","0","944","","31","-560","1004","19440007"
"","","se_10053800","","1","944","","23","1","se_fpc_water_random","19440008"
"","","19440007","","","944","","91","","0","19440009"
"2.26244343891403","","107911","","","944","","2","-15","300","19440010"
"2.26244343891403","","3","","","944","","2","-15","300","19440011"
"","","","","","944","","91","","","19440012"
"44_tamaki_sale_loop","0.1","107911","1","0.1","944","","3","","44_tamaki_sale","19440013"
"44_tamaki_sale_loop","0.1","3","1","0.1","944","","3","","44_tamaki_sale","19440014"
"0","","vo_fpc","","","944","","21","","vo_fpc_30401","19440015"
"1","0","107911","0","0","944","1","11","6","たい焼き～、たい焼き～\nおいしいたい焼き屋さんにゃ～","19440016"
"","","0","","","944","","91","","","19440017"
"5.29411764705882","","126811","12","","944","","2","-250","-100","19440018"
"5.29411764705882","","2","12","","944","","2","-250","-100","19440019"
"5.29411764705882","","126811","12","","944","","33","-250","-100","19440020"
"","","","","","944","","91","","","19440021"
"44_tamaki_present_loop","0.1","107911","1","0.1","944","","3","0","44_tamaki_present","19440022"
"44_tamaki_present_loop","0.1","3","1","0.1","944","","3","0","44_tamaki_present","19440023"
"0","","vo_fpc","","","944","","21","","vo_fpc_30402","19440024"
"1","0","107911","0","0","944","1","11","8","はい、そこの流れてくるおねーさん\nたい焼きいかがかにゃ？","19440025"
"","","0","","","944","","91","","","19440026"
"44_yukari_notice_loop","0.1","126811","1","0.2","944","","3","0","44_yukari_notice","19440027"
"","","2","","0.2","944","","3","1","cmn_boat_idle","19440028"
"0","","vo_fpc","","","944","","21","","vo_fpc_30403","19440029"
"1","0","126811","0","0","944","1","11","10","あら、タマキさんじゃない。\nこんなところで何やってるの？","19440030"
"","","0","","","944","","91","","","19440031"
"0","","vo_fpc","","","944","","21","","vo_fpc_30404","19440032"
"1","0","107911","0","0","944","1","11","10","なんだ、ユカリだったかにゃ。\n何ってもちろん商売にゃ！","19440033"
"","","0","","","944","","91","","","19440034"
"44_tamaki_sale_loop","0.1","107911","1","0.1","944","","3","0","44_tamaki_present2sale","19440035"
"44_tamaki_sale_loop","0.1","3","1","0.1","944","","3","0","44_tamaki_present2sale","19440036"
"0","","vo_fpc","","","944","","21","","vo_fpc_30405","19440037"
"1","0","107911","0","0","944","1","11","10","こんなに人がいっぱいいる商機、\n見逃すわけにはいかないにゃ！","19440038"
"","","0","","","944","","91","","","19440039"
"44_yukari_worry_loop","0.1","126811","1","0.2","944","","3","0","44_yukari_worry","19440040"
"","","2","","0.2","944","","3","1","cmn_boat_idle","19440041"
"0","","vo_fpc","","","944","","21","","vo_fpc_30406","19440042"
"1","0","126811","0","0","944","1","11","7","それ、アキノさんの許可とってるの？\nもし無許可だったら怒られるわよ？","19440043"
"","","0","","","944","","91","","","19440044"
"0","","vo_fpc","","","944","","21","","vo_fpc_30407","19440045"
"1","0","107911","0","0","944","0.5","11","8","大丈夫にゃ。バレないように…\nってやばいにゃ！　見回りだにゃ！","19440046"
"","","0","","","944","","91","","","19440047"
"","","1004","","","944","","32","","1","19440048"
"","","1","","","944","","93","","0","19440049"
"44_tamaki_run","0.1","107911","1","0.1","944","","3","0","44_tamaki_surprise","19440050"
"44_tamaki_run","0.1","3","1","0.1","944","","3","0","44_tamaki_surprise","19440051"
"44_tamaki_run","0.1","3","1","0.1","944","","3","0","44_tamaki_surprise","19440052"
"0","","vo_fpc","","","944","","21","","vo_fpc_30408","19440053"
"1","0","107911","0","0","944","1","11","10","ズラかるにゃー！","19440054"
"","","0.8","","","944","","93","","0","19440055"
"1.74034110685694","","107911","","","944","","2","-15","800","19440056"
"1.74034110685694","","3","","","944","","2","-15","800","19440057"
"4.82654600301659","","108011","","","944","","2","-15","800","19440058"
"4.82654600301659","","1004","","","944","","33","-15","800","19440059"
"","","0.8","","","944","","93","","0","19440060"
"0","","vo_fpc","","","944","","21","","vo_fpc_30409","19440061"
"1","0","108011","0","0","944","0.5","11","15","無許可営業は取り締まり対象よ！\n待ちなさい！","19440062"
"","","19440058","","","944","","91","","","19440063"
"0","","vo_fpc","","","944","","21","","vo_fpc_30410","19440064"
"1","0","126811","0","0","944","1.5","11","7","ちょ、タマキさん？\nやっぱり無許可だったんじゃない。\n…なんだかお腹減ったわね。\nたい焼きもらっておけばよかったわ。","19440065"
"","","11.6571428571429","","","944","","93","","1","19440066"
"44_yukari_smile_loop","0.1","126811","1","0.2","944","","3","0","44_yukari_smile","19440067"
"","","2","","0.2","944","","3","1","cmn_boat_idle","19440068"
"","","1.5","","","944","","93","","0","19440069"
"","","19440065","","","944","","91","","","19440070"
"4.97737556561086","","126811","","","944","","2","-250","1000","19440071"
"4.97737556561086","","2","","","944","","2","-250","1000","19440072"
"4.97737556561086","","126811","","","944","","33","-250","1000","19440073"
"","","0","","","944","","91","","","19440074"
"-1150","0","1","-180","1.75","945","45_yui_cmn_swm_tread","1","23","122611","19450001"
"-800","0","1","-125","1.75","945","45_makoto_idle","1","12","110411","19450002"
"-250","0","23","-180","1.75","945","empty","5","32","23","19450003"
"-1150","0","1","-180","1.75","945","cmn_swm_tread_pink","5","22","1","19450004"
"-180","","3","1","1","945","","31","-1150","1226113","19450005"
"-125","","4","1","1","945","","31","-770","1104111","19450006"
"-125","","117","1","0","945","","31","150","117","19450007"
"-180","","111","1","0","945","","31","-250","111","19450008"
"","","se_10053800","","1","945","","23","1","se_fpc_water_random","19450009"
"","","19450008","","","945","","91","","0","19450010"
"5.58823529411765","","110411","12","","945","","2","-125","150","19450011"
"5.58823529411765","","1104111","12","","945","","33","-125","180","19450012"
"5.58823529411765","","122611","12","","945","","2","-180","-200","19450013"
"5.58823529411765","","1","12","","945","","2","-180","-200","19450014"
"5.58823529411765","","1226113","12","","945","","33","-180","-200","19450015"
"","","19450015","","","945","","91","","","19450016"
"","","122611","","0.1","945","","3","1","45_yui_idle","19450017"
"","","1","","0.1","945","","3","1","45_yui_idle","19450018"
"","","110411","","0.1","945","","3","1","45_makoto_talk","19450019"
"0","","vo_fpc","","","945","","21","","vo_fpc_30501","19450020"
"1","0","110411","0","0","945","1","11","10","どうしたんだ、ユイ？\nあいつのために\nわざわざ弁当作ってきたんだろ？\nとっとと誘えばいいじゃないか。","19450021"
"","","0","","","945","","91","","","19450022"
"0","","vo_fpc","","","945","","21","","vo_fpc_30502","19450023"
"1","0","122611","0","0","945","1","11","7","買い出しまで手伝ってもらったのに\nごめんね。でも、お弁当の中身、\nちょっと張り切りすぎちゃって…","19450024"
"","","0","","","945","","91","","","19450025"
"0","","vo_fpc","","","945","","21","","vo_fpc_30503","19450026"
"1","0","110411","0","0","945","1","11","7","なんだよ、張り切りすぎちゃったって。\n用意してた材料は普通だったろ？\nん？　そういやあピンクの桜でんぶ\n買ってたよな。まさか…","19450027"
"","","0","","","945","","91","","","19450028"
"45_makoto_talk_surprise_loop","0.1","110411","1","0.1","945","","3","0","45_makoto_talk_surprise","19450029"
"45_yui_shy_loop","0.1","122611","1","0.1","945","","3","0","45_yui_shy_in","19450030"
"45_yui_shy_loop","0.1","1","1","0.1","945","","3","0","45_yui_shy_in","19450031"
"0","","vo_fpc","","","945","","21","","vo_fpc_30504","19450032"
"1","0","122611","0","0","945","1","11","5","…うん、やっちゃった…\nおっきなハートマーク…\nやっぱりこれは無しで！\nマコトちゃん食べてくれる！？","19450033"
"","","0","","","945","","91","","","19450034"
"","","110411","","0.1","945","","3","1","45_makoto_idle","19450035"
"0","","vo_fpc","","","945","","21","","vo_fpc_30505","19450036"
"1","0","110411","0","0","945","0.5","11","9","わかったよ。あたしがついてって\nかわりに食ってやるから…\n他のおかずは自信作なんだろ？\nほら、早く行くぞ！","19450037"
"","","0","","","945","","91","","","19450038"
"cmn_swm_dogscratch","0.1","110411","1","0.1","945","","3","0","45_makoto_dogscratch_in","19450039"
"","","0.5","","","945","","93","","0","19450040"
"","","1104111","","","945","","32","","0","19450041"
"","","117","","","945","","32","","1","19450042"
"4.07239819004525","","110411","0","","945","","2","-125","1050","19450043"
"4.07239819004525","","117","0","","945","","33","-125","1050","19450044"
"45_yui_idle_2","0.1","122611","1","0.1","945","","3","0","45_yui_notice","19450045"
"45_yui_idle","0.1","1","1","0.1","945","","3","0","45_yui_notice","19450046"
"0","","vo_fpc","","","945","","21","","vo_fpc_30506","19450047"
"1","0","122611","0","0","945","1","11","12","あ、マコトちゃん？\n待ってよー！","19450048"
"","","0","","","945","","91","","","19450049"
"","","122611","","0.1","945","","3","1","45_yui_cmn_swm_tread","19450050"
"","","1","","0.1","945","","3","1","cmn_swm_tread_pink","19450051"
"4.75113122171946","","122611","0","","945","","2","-180","850","19450052"
"4.75113122171946","","1","0","","945","","2","-180","850","19450053"
"4.75113122171946","","1226113","0","","945","","33","-180","850","19450054"
"","","3","","","945","","93","","0","19450055"
"","","111","","","945","","32","","1","19450056"
"45_eriko_float_loop","0.1","23","1","0.1","945","","3","0","45_eriko_float_in","19450057"
"","","2","","","945","","93","","0","19450058"
"0","","vo_fpc","","","945","","21","","vo_fpc_30507","19450059"
"1","0","23","0","0","945","3","11","3","あのおかたを狙う不埒な気配…\nこれは泥棒猫、いいえ雌犬の匂い？\n排除しなくては…","19450060"
"","","16.7666666666667","","","945","","93","","0","19450061"
"","","1.5","","","945","","93","","0","19450062"
"","","19450060","","","945","","91","","","19450063"
"","","23","","0.1","945","","3","0","45_eriko_float_end","19450064"
"","","3","","","945","","93","","0","19450065"
"","","0","","","945","","91","","","19450066"
"-800","0","1","-15","1.4875","946","cmn_walk","1","12","107911","19460001"
"-1000","0","1","-15","1.4875","946","cmn_walk","1","12","107811","19460002"
"-910","0","1","-180","1.75","946","cmn_swm_flutterKick","1","22","122411","19460003"
"-180","","1","1","1","946","","31","-910","122411","19460004"
"-180","","1","1","1","946","","31","-910","115","19460005"
"","","se_10053800","","1","946","","23","1","se_fpc_water_random","19460006"
"","","19460005","","","946","","91","","0","19460007"
"","","0.3","","","946","","93","","0","19460008"
"","","107811","","0.1","946","","3","1","cmn_walk","19460009"
"3.82352941176471","","107911","","","946","","2","-15","-150","19460010"
"3.82352941176471","","107811","","","946","","2","-15","-350","19460011"
"","","","","","946","","91","","","19460012"
"46_tamaki_talk_loop","0.1","107911","1","0.1","946","","3","","46_tamaki_talk","19460013"
"46_kyaru_idle_jitome_loop","0.1","107811","1","0.1","946","","3","","46_kyaru_idle_jitome","19460014"
"0","","vo_fpc","","","946","","21","","vo_fpc_30601","19460015"
"1","0","107811","0","0","946","1","11","6","みんなあれだけ泳いで\nよく飽きないわね～","19460016"
"","","0","","","946","","91","","","19460017"
"0","","vo_fpc","","","946","","21","","vo_fpc_30602","19460018"
"1","0","107911","0","0","946","1","11","8","うん？\nもしかして水場は苦手にゃ？","19460019"
"","","0","","","946","","91","","","19460020"
"46_kyaru_talk_loop","0.1","107811","1","0.1","946","","3","","46_kyaru_talk","19460021"
"0","","vo_fpc","","","946","","21","","vo_fpc_30603","19460022"
"1","0","107811","0","0","946","1","11","6","ん～、浮輪に乗ったりするのはいいけど\n泳ぐのはちょっと、って感じ。わかる？","19460023"
"","","0","","","946","","91","","","19460024"
"46_tamaki_nod_loop","0.1","107911","1","0.1","946","","3","","46_tamaki_nod","19460025"
"0","","vo_fpc","","","946","","21","","vo_fpc_30604","19460026"
"1","0","107911","0","0","946","0.5","11","7","わかるにゃ。あたし含めて猫の獣人族は\nそういう人多い気がするにゃ。","19460027"
"","","0","","","946","","91","","","19460028"
"8.64253393665158","","122411","","","946","","2","-180","1000","19460029"
"8.64253393665158","","122411","","","946","","33","-180","1000","19460030"
"","","3","","","946","","93","","0","19460031"
"46_hiyori_flutterKick_handWave_loop","0.1","122411","1","0.1","946","","3","0","46_hiyori_flutterKick_handWave","19460032"
"0","","vo_fpc","","","946","","21","","vo_fpc_30605","19460033"
"1","0","122411","0","0","946","1","11","10","あ、やっほー！","19460034"
"","","2","","","946","","93","","0","19460035"
"46_tamaki_handwave_loop","0.1","107911","1","0.1","946","","3","","46_tamaki_handwave","19460036"
"46_kyaru_idle_smile_loop","0.1","107811","1","0.1","946","","3","","46_kyaru_idle_smile","19460037"
"","","1.5","","","946","","93","","0","19460038"
"0","","vo_fpc","","","946","","21","","vo_fpc_30606","19460039"
"1","0","107911","0","0","946","1","11","6","やっほー\nまあ、当然例外もいるけどにゃ。","19460040"
"","","0","","","946","","91","","","19460041"
"46_tamaki_talk2_loop","0.1","107911","1","0.1","946","","3","0","46_tamaki_talk2","19460042"
"0","","vo_fpc","","","946","","21","","vo_fpc_30607","19460043"
"1","0","107811","0","0","946","0.5","11","5","そうね。\n…にしても元気ねえ。","19460044"
"","","0","","","946","","91","","","19460045"
"46_kyaru_idle_normal_loop","0.1","107811","1","0.1","946","","3","0","46_kyaru_idle_normal","19460046"
"","","0.5","","","946","","93","","0","19460047"
"","","115","","","946","","32","","0","19460048"
"","","122411","","","946","","32","","0","19460049"
"0","","122411","","","946","","2","-180","-910","19460050"
"0","","115","","","946","","33","-180","-910","19460051"
"4.80140774258421","","122411","","","946","","2","-180","1000","19460052"
"4.80140774258421","","115","","","946","","33","-180","1000","19460053"
"","","115","","","946","","32","","1","19460054"
"","","122411","","0.1","946","","3","1","46_hiyori_flutterKickFast","19460055"
"","","1.5","","","946","","93","","0","19460056"
"0","","vo_fpc","","","946","","21","","vo_fpc_30608","19460057"
"1","0","122411","0","0","946","1","11","15","わーい！","19460058"
"","","0.766666666666667","","","946","","93","","0","19460059"
"","","1.5","","","946","","93","","0","19460060"
"","","19460052","","","946","","91","","","19460061"
"46_tamaki_talk3_loop","0.1","107911","1","0.1","946","","3","","46_tamaki_talk3","19460062"
"0","","vo_fpc","","","946","","21","","vo_fpc_30609","19460063"
"1","0","107911","0","0","946","0.5","11","10","…あれ？　ここのプールって、\n結構な長さだったはずにゃ。","19460064"
"","","0","","","946","","91","","","19460065"
"46_kyaru_idle_normal2_loop","0.1","107811","1","0.1","946","","3","0","46_kyaru_idle_normal2","19460066"
"","","115","","","946","","32","","0","19460067"
"0","","122411","","","946","","2","-180","-910","19460068"
"0","","115","","","946","","33","-180","-910","19460069"
"2.1606334841629","","122411","","","946","","2","-180","1000","19460070"
"2.1606334841629","","115","","","946","","33","-180","1000","19460071"
"","","115","","","946","","32","","1","19460072"
