7f223e859bdb1407ba363e07f3f0b2bd685c658f7f2ccb040e8aa1a03f2142df,d867c461ca5288a3edb4884a1ecddb50bb8dbb88dda71b5deccb10c23b1a8948,10ef2a09fbab93a5bd428cf9845916630325791315501162f918ce42a8f79631,10216d95b2c97b7482e388b306c7c98cb54efd116a5c6b3cfd63a911c69b48ec,bff103eb19bb2471ba35c9080bd961fdf09ab3113bc80f2666a739d24ed9dfce,91032c72c36d9dec09077c5a107db1f106fff739082ea7a1b0f295f23db6617d,500f40a9ce778431cd5ae7a85ea78b9ba4128fde53910b2e9ac0f694ec86e0e9,a4542bd1a7ace5025777419d4b23030ae00526c28f15ece7f61f4feaa2ee2b12,4cefa1a4ed6a2b1cc1053ef0e1509c67b6f1e476fcd1f0bd97174d1602fcbab7,5428b9272cb3a65186f0c044f2fd288c79c8f5b5ccbd34917b2bbc52c35ec587,3203aa38061a042b6ef570ad93ef2a5f6b7aabc7998878abff1ef79ae4f01e5d
"","68069","","","tahaha_idle","105811","3","","0.2","1","5146068"
"","68070","","","tahaha_idle","1058","3","","0.2","1","5146068"
"1","68071","surprise3_loop_anger2","","surprise3_in_anger2","106011","3","0","0.2","0","5146068"
"1","68072","surprise3_loop_anger2","","surprise3_in_anger2","1060","3","0","0.2","0","5146068"
"","68073","0","","vo_apg_0808","vo_apg","21","","","0","5146068"
"1","68074","1","0","ハンドルとドーナツ間違えんな～っ！","106011","11","0","0","10","5146068"
"","68075","","","","0","91","","","","5146068"
"","68076","","","0","106011","4","","","","5146068"
"","68077","","","0","1060","4","","","","5146068"
"","68078","","","surprise3_loop_surprise_slow","106011","3","","0.2","1","5146068"
"","68079","","","surprise3_loop_surprise_slow","1060","3","","0.2","1","5146068"
"1","68080","peko_slurp_loop","","peko_slurp_in","105811","3","0","0.2","0","5146068"
"1","68081","peko_slurp_loop","","peko_slurp_in","1058","3","0","0.2","0","5146068"
"1","68082","takeout_talk","","takeout_in","130911","3","0","0.2","0","5146068"
"1","68083","takeout_talk","","takeout_in","97","3","0","0.2","0","5146068"
"","68084","0","","vo_apg_0809","vo_apg","21","","","0","5146068"
"1","68085","1","0","あ、そんなに謝らなくていいですよ。\n新しいドーナツのハンドルに\n付け替えますので♪","130911","11","0","0","10","5146068"
"","68086","","","","0","91","","","","5146068"
"","68087","","","takeout_idle","130911","3","","0.2","1","5146068"
"","68088","","","takeout_idle","97","3","","0.2","1","5146068"
"","68089","","","peko_slurp_loop","105811","3","","0.2","1","5146068"
"","68090","","","peko_slurp_loop","1058","3","","0.2","1","5146068"
"1","68091","cool_talk_jitome","","cool_idle_jitome","106011","3","0.2","0.2","0","5146068"
"1","68092","cool_talk_jitome","","cool_idle_jitome_in","1060","3","0.2","0.2","0","5146068"
"","68093","0","","vo_apg_0810","vo_apg","21","","","0","5146068"
"1","68094","1","0","……\nドーナツはドーナツなのね…","106011","11","0","0","10","5146068"
"","68095","","","","0","91","","","","5146068"
"","68096","","","","68097","101","","","","5146068"
"","68097","","","0.2","0","22","","","","5146068"
"-278","69001","-225","riri_idle","131311","1","1","0","1.8","100","5146069"
"-278","69002","-225","riri_idle","1313","5","5","0","1.8","101","5146069"
"-288","69003","-385","idle_normal","131411","1","1","0","1.8","103","5146069"
"-288","69004","-385","idle_normal","1314","2","5","0","1.8","104","5146069"
"-278","69005","225","joy_idle_noface","130911","1","1","1","1.8","106","5146069"
"-278","69006","225","joy_idle_kururu","98","1","5","1","1.8","107","5146069"
"","69007","","","200","131311","13","","","","5146069"
"","69008","","","203","131411","13","","","","5146069"
"","69009","","","206","130911","13","","","","5146069"
"-174","69010","0","idle","9","9","5","0","0.85","15","5146069"
"12","69011","-307","empty","22","22","5","0","1","210","5146069"
"153","69012","0","empty","21","21","5","0","1","60","5146069"
"1","69013","0","","1","1","31","","1","0","5146069"
"","69014","","","0","0","91","","","","5146069"
"","69015","","","0","0","102","","","0","5146069"
"","69016","","","0","1","93","","","","5146069"
"","69017","","","riri_talk_noface","131311","3","","0.2","1","5146069"
"","69018","","","riri_talk_noface","1313","3","","0.2","1","5146069"
"","69019","","","idle_normal_surprise_lookupS","131411","3","","0.2","1","5146069"
"","69020","","","idle_normal_surprise_lookupS","1314","3","","0.2","1","5146069"
"","69021","0","","vo_apg_0901","vo_apg","21","","","0","5146069"
"1","69022","1","0","リアさん。\n見慣れないものを見つけたのですが\nこれは何でしょう…？","131311","11","0","0","10","5146069"
"","69023","","","","0","91","","","","5146069"
"","69024","","","riri_idle_lookup","131311","3","","0.2","1","5146069"
"","69025","","","riri_idle_lookup","1313","3","","0.2","1","5146069"
"","69026","","","coffee_2_in","21","3","","0","0","5146069"
"","69027","","","se_10055900_photo","se_10055900","23","","","0","5146069"
"","69028","","","0","0.1","93","","","","5146069"
"1","69029","talk_normal_joy_lookup","","idle_normal_surprise_lookup","131411","3","0.2","0.2","0","5146069"
"1","69030","talk_normal_joy_lookup","","idle_normal_surprise_lookup","1314","3","0.2","0.2","0","5146069"
"","69031","0","","vo_apg_0902","vo_apg","21","","","0","5146069"
"1","69032","1","0","え？\n…あ、これってもしかして\nかばばん君のシルエットかな？","131411","11","0","0","10","5146069"
"","69033","","","","0","91","","","","5146069"
"","69034","","","riri_idle_surprise","131311","3","","0.2","1","5146069"
"","69035","","","riri_idle_surprise","1313","3","","0.2","1","5146069"
"","69036","","","idle_normal_surprise","131411","3","","0.2","1","5146069"
"","69037","","","idle_normal_surprise","1314","3","","0.2","1","5146069"
"1","69038","talk_normal_joy","","handsup_to_talk","130911","3","0.2","0.2","0","5146069"
"","69039","","","handsup","98","3","0.2","0.2","1","5146069"
"","69040","0","","vo_apg_0903","vo_apg","21","","","0","5146069"
"1","69041","1","0","おめでとうございますですっ！！\nよく見つけてくださいましたっ！","130911","11","0","0","10","5146069"
"","69042","","","","0","91","","","","5146069"
"","69043","","","joy_talk_anger","130911","3","","0.2","1","5146069"
"","69044","0","","vo_apg_0904","vo_apg","21","","","0","5146069"
"1","69045","1","0","これはですねっ！\n『隠れかばばん君』です♪","130911","11","0","0","10","5146069"
"","69046","","","","0","91","","","","5146069"
"","69047","","","joy_idle_doya","130911","3","","0.2","1","5146069"
"1","69048","notice_loop_shy","","notice_in_shy","131311","3","0","0.2","0","5146069"
"1","69049","notice_loop_shy","","notice_in_shy","1313","3","0","0.2","0","5146069"
"","69050","","","surprise_talk_normal","131411","3","","0.2","1","5146069"
"","69051","","","surprise_talk_normal","1314","3","","0.2","1","5146069"
"","69052","0","","vo_apg_0905","vo_apg","21","","","0","5146069"
"","69053","","","0905_in","22","3","","0","0","5146069"
"","69054","","","1","1.2","93","","","","5146069"
"","69055","","","0905_mid","22","3","","0","0","5146069"
"","69056","","","","","92","","","","5146069"
"","69057","","","0905_out","22","3","","0","0","5146069"
"","69058","","","0","0.2","93","","","","5146069"
"","69059","","","","0","91","","","","5146069"
"","69060","","","riri_sad_talk_dead","131311","3","","0.2","1","5146069"
"","69061","","","riri_sad_talk_dead","1313","3","","0.2","1","5146069"
"","69062","","","surprise_idle","131411","3","","0.2","1","5146069"
"","69063","","","surprise_idle","1314","3","","0.2","1","5146069"
"","69064","","","idle_normal_surprise2","130911","3","","0.2","1","5146069"
"","69065","0","","vo_apg_0906","vo_apg","21","","","0","5146069"
"1","69066","1","0","かばばん様が隠れていたのですね。\n申し訳ありません、\n知らぬこととはいえ見つけてしまい\nしかも話題にしてしまうなど…","131311","11","0","0","10","5146069"
"","69067","","","","0","91","","","","5146069"
"","69068","","","riri_sad_idle","131311","3","","0.2","1","5146069"
"","69069","","","riri_sad_idle","1313","3","","0.2","1","5146069"
"1","69070","talk_normal_dere","","watawata","130911","3","0.2","0.2","0","5146069"
"1","69071","talk_normal_dere","","watawata","98","3","0.2","0.2","0","5146069"
"","69072","0","","vo_apg_0907","vo_apg","21","","","0","5146069"
"1","69073","1","0","いえいえいえ違うんです～っ\n隠しすぎて誰にも見つけて\nもらえなかったんです～～\n他にも探してみてくださいね♪","130911","11","0","0","10","5146069"
"","69074","","","","0","91","","","","5146069"
"","69075","","","idle_normal_noface","130911","3","","0.2","1","5146069"
"","69076","","","idle_normal_kururu","98","3","","0.2","1","5146069"
"","69077","","","coffee_2_out","21","3","","0","0","5146069"
"","69078","","","clear_wish_talk_joy","131411","3","","0.2","1","5146069"
"","69079","","","clear_wish_talk_joy","1314","3","","0.2","1","5146069"
"","69080","0","","vo_apg_0908","vo_apg","21","","","0","5146069"
"1","69081","1","0","わあ、面白そうですね～♪\nリリちゃん一緒に探しましょう♪","131411","11","0","0","10","5146069"
"","69082","","","","0","91","","","","5146069"
"","69083","","","clear_wish_idle","131411","3","","0.2","1","5146069"
"","69084","","","clear_wish_idle","1314","3","","0.2","1","5146069"
"","69085","","","guts2_talk_joy3","131311","3","","0.2","1","5146069"
"","69086","","","guts2_talk_joy3","1313","3","","0.2","1","5146069"
"","69087","0","","vo_apg_0909","vo_apg","21","","","0","5146069"
"1","69088","1","0","はい、リアさん！","131311","11","0","0","10","5146069"
"","69089","","","","0","91","","","","5146069"
"","69090","","","riri_idle","131311","3","","0.2","1","5146069"
"","69091","","","riri_idle","1313","3","","0.2","1","5146069"
"","69092","","","clear_wish_idle_normal","131411","3","","0.2","1","5146069"
"","69093","","","clear_wish_idle_normal","1314","3","","0.2","1","5146069"
"","69094","","","talk_normal_anger","130911","3","","0.2","1","5146069"
"","69095","","","talk_normal","98","3","","0.2","1","5146069"
"","69096","0","","vo_apg_0910","vo_apg","21","","","0","5146069"
"1","69097","1","0","ではでは、まずは一つ目の\n『隠れかばばん君』の場所に\n案内しますです～♪","130911","11","0","0","10","5146069"
"","69098","","","","0","91","","","","5146069"
"","69099","","","idle_normal_noface","130911","3","","0.2","1","5146069"
"","69100","","","idle_normal_kururu","98","3","","0.2","1","5146069"
"1","69101","idle_normal_joy2","","riri_bow","131311","3","0","0.2","0","5146069"
"1","69102","idle_normal_joy2","","riri_bow","1313","3","0","0.2","0","5146069"
"1","69103","idle_normal_joy2","","clear_agree","131411","3","0.2","0.2","0","5146069"
"1","69104","idle_normal_joy2","","clear_agree","1314","3","0.2","0.2","0","5146069"
"","69105","0","","vo_apg_0911","vo_apg","21","","","0","5146069"
"","69106","","","0911_in","22","3","","0","0","5146069"
"","69107","","","1","0.9","93","","","","5146069"
"","69108","","","0911_mid","22","3","","0","0","5146069"
"","69109","","","","","92","","","","5146069"
"","69110","","","0911_out","22","3","","0","0","5146069"
"","69111","","","0","0.2","93","","","","5146069"
"","69112","","","","0","91","","","","5146069"
"","69113","","","0","130911","4","","","","5146069"
"","69114","","","0","98","4","","","","5146069"
"","69115","","","walk_normal_slow","131311","3","","0.2","1","5146069"
"","69116","","","walk_normal_slow","1313","3","","0.2","1","5146069"
"","69117","","","walk_normal_slow","131411","3","","0.2","1","5146069"
"","69118","","","walk_normal_slow","1314","3","","0.2","1","5146069"
"","69119","","","walk_kyapi_slow","130911","3","","0.2","1","5146069"
"","69120","","","walk_kyapi_slow","98","3","","0.2","1","5146069"
"0","69121","1.5","","-75","131311","2","","","-278","5146069"
"0","69122","1.5","","-75","1313","2","","","-278","5146069"
"0","69123","1.5","","-225","131411","2","","","-288","5146069"
"0","69124","1.5","","-225","1314","2","","","-288","5146069"
"0","69125","1.5","","325","130911","2","","","-278","5146069"
"","69126","","","0","1.5","93","","","","5146069"
"","69127","","","1","131311","4","","","","5146069"
"","69128","","","1","1313","4","","","","5146069"
"","69129","","","1","130911","4","","","","5146069"
"","69130","","","idle_normal_surprise","131311","3","","0.2","1","5146069"
"","69131","","","idle_normal_surprise","1313","3","","0.2","1","5146069"
"1","69132","notice_loop_dere","","notice_in_dere","131411","3","0","0.2","0","5146069"
"1","69133","notice_loop_dere","","notice_in_dere","1314","3","0","0.2","0","5146069"
"","69134","","","idle_normal_surprise","130911","3","","0.2","1","5146069"
"","69135","0","","vo_apg_0912","vo_apg","21","","","0","5146069"
"1","69136","1","0","…って、\n教えてもらっちゃったら\n意味ないんじゃ…？","131411","11","0","0","10","5146069"
"","69137","","","","0","91","","","","5146069"
"","69138","","","hawawa","130911","3","","0.2","0","5146069"
"","69139","0","","vo_apg_0913","vo_apg","21","","","0","5146069"
"1","69140","1","0","はわわっ！？","130911","11","0","-30","10","5146069"
"","69141","","","","0","91","","","","5146069"
"","69142","","","bowbowbow","130911","3","","0.1","0","5146069"
"","69143","","","0","131311","4","","","","5146069"
"","69144","","","0","1313","4","","","","5146069"
"","69145","","","riri_talk_noervous","131311","3","","0.2","1","5146069"
"","69146","","","riri_talk_noervous","1313","3","","0.2","1","5146069"
"1","69147","clear_smile_idle","","clear_smile_in","131411","3","0","0.2","0","5146069"
"1","69148","clear_smile_idle","","clear_smile_in","1314","3","0","0.2","0","5146069"
"0","69149","0","0","2","131311","12","0","0","2","5146069"
"0","69150","0","0","2","131411","12","0","0","2","5146069"
"0","69151","0","0","2","130911","12","0","-30","2","5146069"
"","69152","","","0","2","93","","","","5146069"
"","69153","","","","69154","101","","","","5146069"
"","69154","","","0.2","0","22","","","","5146069"
"-278","70001","0","walk_normal_joy","102111","1","1","1","1.8","106","5146070"
"-278","70002","-195","idle_normal","99","1","5","0","1.8","107","5146070"
"-278","70003","195","idle_normal_noface","130911","1","1","1","1.8","108","5146070"
"-278","70004","195","idle_normal_kururu","98","1","5","1","1.8","109","5146070"
"","70005","","","206","102111","13","","","","5146070"
"","70006","","","208","130911","13","","","","5146070"
"-174","70007","0","idle","10","10","5","0","0.85","15","5146070"
"48","70008","-237","empty","20","20","5","0","1","290","5146070"
"1","70009","0","","1","1","31","","1","0","5146070"
"1","70010","-57.7","","2","2","31","","1","0","5146070"
"","70011","","","black","2","37","","","","5146070"
"1","70012","-278","","14","14","31","","0","-176","5146070"
"","70013","","","0","0","91","","","","5146070"
"","70014","","","0","0","102","","","0","5146070"
"","70015","","","0","0.4","93","","","","5146070"
"","70016","","","iris_out","2","37","","","","5146070"
"0","70017","2","","-195","102111","2","","","-278","5146070"
"","70018","","","0","2","93","","","","5146070"
"","70019","","","0","102111","4","","","","5146070"
"","70020","","","idle_normal_joy","102111","3","","0.2","1","5146070"
"","70021","","","idle_normal_joy","99","3","","0.2","1","5146070"
"","70022","","","0","0.1","93","","","","5146070"
"","70023","","","wish_talk_noface","102111","3","","0.2","1","5146070"
"","70024","","","kurumi_wish_talk","99","3","","0.2","1","5146070"
"","70025","0","","vo_apg_1001","vo_apg","21","","","0","5146070"
"1","70026","1","0","わあ…♪\n『ダイブ・トゥ・ザ・３Ｄワールド』\nとってもワクワクしましたぁ…♪","102111","11","0","0","10","5146070"
"","70027","","","","0","91","","","","5146070"
"1","70028","sad_talk_normal","","notice_in_normal2","102111","3","0.2","0.2","0","5146070"
"1","70029","sad_talk","","notice_in","99","3","0.2","0.2","0","5146070"
"","70030","0","","vo_apg_1002","vo_apg","21","","","0","5146070"
"1","70031","1","0","そうだ、この映像体験\nお話を作って体験してもらうのも\n楽しそうですぅ…♪","102111","11","0","0","10","5146070"
"","70032","","","","0","91","","","","5146070"
"","70033","","","talk_normal_noface","102111","3","","0.2","1","5146070"
"","70034","","","kurumi_talk_normal","99","3","","0.2","1","5146070"
"","70035","0","","vo_apg_1003","vo_apg","21","","","0","5146070"
"1","70036","1","0","クルルさん、次の立体映像の題材は、\n洞窟探検なんてどうですか？\n立体ネズミさんと一緒に大冒険ですぅ♪","102111","11","0","0","10","5146070"
"","70037","","","","0","91","","","","5146070"
"","70038","","","idle_normal_noface","102111","3","","0.2","1","5146070"
"","70039","","","kurumi_idle_normal","99","3","","0.2","1","5146070"
"","70040","","","kururu_wish_talk_joy","130911","3","","0.2","1","5146070"
"","70041","","","kururu_wish_talk_joy","98","3","","0.2","1","5146070"
"","70042","0","","vo_apg_1004","vo_apg","21","","","0","5146070"
"1","70043","1","0","わあっ、それすてきですますっ♪\nその時はぜひクルミちゃんに主役を……","130911","11","0","0","10","5146070"
"","70044","","","","0","91","","","","5146070"
"","70045","","","kururu_wish_idle_surprise","130911","3","","0.2","1","5146070"
"","70046","","","kururu_wish_idle_light","98","3","","0.2","1","5146070"
"","70047","","","surprise_talk_dere","102111","3","","0.2","1","5146070"
"","70048","","","surprise_talk_dere","99","3","","0.2","1","5146070"
"","70049","0","","vo_apg_1005","vo_apg","21","","","0","5146070"
"1","70050","1","0","遊園地はみんなが主役ですぅ…♪\nそれに、たまには怖い役とかも\nやってみたいかも…\n悪い魔女だったらこんな感じで…","102111","11","0","0","10","5146070"
"","70051","","","","0","91","","","","5146070"
"","70052","","","0","0","22","","","","5146070"
"1","70053","kurumi_witch_loop","","kurumi_witch_in","102111","3","0","0.2","0","5146070"
"1","70054","kurumi_witch_loop","","kurumi_witch_in","99","3","0","0.2","0","5146070"
"","70055","","","0","0.3","93","","","","5146070"
"0","70056","1.05","","20","0","121","","0","1.05","5146070"
"","70057","","","fade105_in","2","37","","","","5146070"
"","70058","","","30","30","122","","","0.5","5146070"
"","70059","","","kururu_wish_doteyes_static","130911","3","","0","1","5146070"
"","70060","0","","vo_apg_1006","vo_apg","21","","","0","5146070"
"","70061","","","1006_in","20","3","","0","0","5146070"
"","70062","","","1","1.2","93","","","","5146070"
"","70063","","","1006_mid","20","3","","0","0","5146070"
"","70064","","","","","92","","","","5146070"
"","70065","","","1006_out","20","3","","0","0","5146070"
"","70066","","","0","0.2","93","","","","5146070"
"1","70067","idle_normal","","kurumi_witch_out","102111","3","0","0.2","0","5146070"
"1","70068","idle_normal","","kurumi_witch_out","99","3","0","0.2","0","5146070"
"0","70069","0","","305","20","2","","","-45","5146070"
"","70070","","","fade105_out","2","37","","","","5146070"
"0","70071","1","","0","0","121","","0","1","5146070"
"","70072","","","30","30","122","","","0.5","5146070"
"1","70073","kururu_scared_idle","","kururu_scared_in","130911","3","0","0.2","0","5146070"
"","70074","0","","vo_apg_1007","vo_apg","21","","","0","5146070"
"","70075","","","1007_in","20","3","","0","0","5146070"
"","70076","","","1","1.2","93","","","","5146070"
"","70077","","","1007_mid","20","3","","0","0","5146070"
"","70078","","","","","92","","","","5146070"
"","70079","","","1007_out","20","3","","0","0","5146070"
"","70080","","","0","0.2","93","","","","5146070"
"","70081","","","empty","20","3","","0","0","5146070"
"","70082","","","worry_talk_lookdown","102111","3","","0.2","1","5146070"
"","70083","","","worry_talk_lookdown","99","3","","0.2","1","5146070"
"","70084","0","","vo_apg_1008","vo_apg","21","","","0","5146070"
"1","70085","1","0","ご…ごめんなさいぃ…\n大丈夫ですかぁ…？","102111","11","0","0","10","5146070"
"","70086","","","","0","91","","","","5146070"
"","70087","","","kururu_scared_talk_dere","130911","3","","0.2","1","5146070"
"","70088","","","kururu_scared_talk_dere","98","3","","0.2","1","5146070"
"","70089","0","","vo_apg_1009","vo_apg","21","","","0","5146070"
"1","70090","1","0","ささ、さすが天才女優さま…\n立体映像よりも\n迫力満点ですます～…","130911","11","-60","-10","10","5146070"
"","70091","","","","0","91","","","","5146070"
"","70092","","","kururu_scared_idle_noface","130911","3","","0.2","1","5146070"
"","70093","","","kururu_scared_idle","98","3","","0.2","1","5146070"
"","70094","","","anger_talk_dere_red","102111","3","","0.2","1","5146070"
"","70095","","","anger_talk_dere_red","99","3","","0.2","1","5146070"
"","70096","0","","vo_apg_1010","vo_apg","21","","","0","5146070"
"1","70097","1","0","…そ、そんな天才だなんて…","102111","11","0","0","10","5146070"
"","70098","","","","0","91","","","","5146070"
"","70099","","","0","0","22","","","","5146070"
"","70100","","","1","14","32","","","","5146070"
"1","70101","kurumi_shy_loop","","kurumi_shy_in","102111","3","0","0.2","0","5146070"
"1","70102","kurumi_shy_loop","","kurumi_shy_in","99","3","0","0.2","0","5146070"
"","70103","","","0","2.5","93","","","","5146070"
"","70104","","","kururu_scared_talk_dere","130911","3","","0.2","1","5146070"
"","70105","","","kururu_scared_talk_dere","98","3","","0.2","1","5146070"
"","70106","0","","vo_apg_1011","vo_apg","21","","","0","5146070"
"1","70107","1","0","…あの","130911","11","-60","-10","10","5146070"
"","70108","","","","0","91","","","","5146070"
"","70109","","","kururu_scared_talk_nervous","130911","3","","0.2","1","5146070"
"1","70110","kururu_scared_talk_sweat_loop","","kururu_scared_talk_sweat_in","98","3","0","0","0","5146070"
"","70111","0","","vo_apg_1012","vo_apg","21","","","0","5146070"
"1","70112","1","0","腰抜けちゃいましたです…","130911","11","-60","-10","10","5146070"
"","70113","","","","0","91","","","","5146070"
"","70114","","","","70115","101","","","","5146070"
"","70115","","","0.2","0","22","","","","5146070"
"-278","71001","-1100","idle_normal","130911","1","1","0","1.8","110","5146071"
"-233","71002","-193","idle","8","11","5","0","0.5","106","5146071"
"-233","71003","267","idle","9","12","5","0","0.6","107","5146071"
"","71004","","","210","130911","13","","","","5146071"
"","71005","","","206","8","13","","","","5146071"
"","71006","","","207","9","13","","","","5146071"
"-174","71007","0","idle","10","10","5","0","0.85","15","5146071"
"1","71008","0","","1","1","31","","1","0","5146071"
"1","71009","0","","2","2","31","","0","0","5146071"
"1","71010","-278","","14","14","31","","0","0","5146071"
"1","71011","0","","17","17","31","","0","0","5146071"
"1","71012","0","","18","18","31","","0","0","5146071"
"","71013","","","0","0","91","","","","5146071"
"","71014","","","0","0","102","","","0","5146071"
"","71015","","","0","0.2","93","","","","5146071"
"","71016","","","1","17","32","","","","5146071"
"","71017","","","0","0.5","93","","","","5146071"
"","71018","","","0","0","93","","","","5146071"
"","71019","","","0","3.5","93","","","","5146071"
"0","71020","0","0","12","8","12","0","0","2.2","5146071"
"0","71021","0","0","12","9","12","0","0","2.2","5146071"
"","71022","","","lookup","8","3","","0.6","1","5146071"
"","71023","","","lookdown","9","3","","0.6","1","5146071"
"0","71024","3","","-380","130911","2","","","-278","5146071"
"","71025","","","walk_normal","130911","3","","0.2","1","5146071"
"","71026","","","0","3","93","","","","5146071"
"","71027","","","kururu_surprise_talk","130911","3","","0.2","1","5146071"
"","71028","0","","vo_apg_1101","vo_apg","21","","","0","5146071"
"1","71029","1","0","新マスコットオーディションで\nお待ちのぺんぽこりんさま―…","130911","11","0","0","10","5146071"
"","71030","","","","0","91","","","","5146071"
"0","71031","1.1","","20","0","121","","0","1.1","5146071"
"","71032","","","1","2","32","","","","5146071"
"","71033","","","fade105_in","2","37","","","","5146071"
"","71034","","","50","50","122","","","0.5","5146071"
"","71035","","","1","18","32","","","","5146071"
"","71036","","","se_10055900_bachibachi","se_10055900","23","","","0","5146071"
"1","71037","shock_loop_surprise2","","shock_in_surprise2","130911","3","0","0.2","0","5146071"
"","71038","0","","vo_apg_1102","vo_apg","21","","","0","5146071"
"1","71039","1","0","ひえぇっ！？\nバッチバチですますっ！？","130911","11","0","-20","10","5146071"
"","71040","","","","0","91","","","","5146071"
"","71041","","","0","0","22","","","","5146071"
"","71042","","","0","18","32","","","","5146071"
"","71043","","","fade105_out","2","37","","","","5146071"
"0.5","71044","1","","0","0","121","","11","1","5146071"
"","71045","","","walk_jog_sad_quick","130911","3","","0.2","1","5146071"
"","71046","","","idle","8","3","","0.4","1","5146071"
"","71047","","","idle","9","3","","0.4","1","5146071"
"0","71048","0.5","","0","130911","2","","","-278","5146071"
"","71049","","","0","0.3","93","","","","5146071"
"","71050","","","idle","8","3","","0.4","1","5146071"
"","71051","","","idle","9","3","","0.4","1","5146071"
"","71052","","","0","0.2","93","","","","5146071"
"","71053","","","1","130911","4","","","","5146071"
"","71054","","","kururu_worry_talk_lookdown","130911","3","","0","1","5146071"
"","71055","0","","vo_apg_1103","vo_apg","21","","","0","5146071"
"1","71056","1","0","か、かばばん君安心してください！\nうちのメインマスコットは\nかばばん君ですから…♪","130911","11","0","0","10","5146071"
"","71057","","","","0","91","","","","5146071"
"","71058","","","0","130911","4","","","","5146071"
"","71059","","","kururu_worry_talk_lookup","130911","3","","0","1","5146071"
"","71060","0","","vo_apg_1104","vo_apg","21","","","0","5146071"
"1","71061","1","0","で、でもでもライバルキャラの方が\n人気出ちゃうなんてことも…","130911","11","0","0","10","5146071"
"","71062","","","","0","91","","","","5146071"
"10","71063","1.15","","40","0","121","","10","1.15","5146071"
"","71064","","","1","14","32","","","","5146071"
"","71065","","","0","0","22","","","","5146071"
"","71066","","","0","130911","4","","","","5146071"
"","71067","","","kururu_wish_idle_search","130911","3","","0.2","1","5146071"
"0","71068","0","0","12","8","12","0","0","3","5146071"
"0","71069","0","0","12","9","12","0","0","3","5146071"
"","71070","","","0","4","93","","","","5146071"
"","71071","","","0","14","32","","","","5146071"
"1","71072","approach_loop","","approach_in","8","3","0","0.2","0","5146071"
"1","71073","approach_loop","","approach_in","9","3","0","0.2","0","5146071"
"1","71074","0.8","","0.8","8","6","10","0.6","0.8","5146071"
"1","71075","0.8","","0.8","9","6","10","0.6","0.8","5146071"
"","71076","","","0","0.6","93","","","","5146071"
"1","71077","kururu_down_loop","","kururu_down_in","130911","3","0","0.2","0","5146071"
"","71078","0","","vo_apg_1105","vo_apg","21","","","0","5146071"
"1","71079","1","0","ひぃぃ…","130911","11","0","0","10","5146071"
"","71080","","","","0","91","","","","5146071"
"","71081","","","","71082","101","","","","5146071"
"","71082","","","0.2","0","22","","","","5146071"
