eb6313ab5cd30dbb094200b8d42f8dbefdeff0357c2cc46bfdc10959c11774fc,cb315a27af780f11d4234d5a2a31674ca26fe3832f7450d683fb6652ad3e5b7c,3b18192645a14e2c8fe72562082a53db307751b79eab54dee201f9499ae15121,86f28b4b89b42a8bc62ee0be0e5d7a218c3f7a0ecad0fb06a7092571a9c9742e,90dd786c4e7f5f795a2654584b9ba8f3d358bf4eb3e2abe3434a456541119d4f,fcc599351562aae30424cff721e471ca374a7f2053c8da9265f1886816705706,e04f21617b6a66b2b0a9283a5da0e8deb11c159eb64b4cf56f04ea9e2353077f,316bab890a892f7464b4f9ac0b73c5d8113b10e3475df4a7936b6e3a0f16c67e,d52ea472e7bd8fd9fad8e9738c01fdb68f9e6cf9daea1488ac0e16e1ef9c35ef,11908b444a80f193109d50d98a54fce24bee769a3edac5071bed145793f7671e,730c019dc9c27c89a0ff794e14cb43e3dc1e691fdc86e72891893193dd701750,98a8e31504da4b3e74dbb49f0be323aac01a9f2e19a21fa4edca357be4ed68e9,955e17213feacbc28182bcbf8329bf3c3d37ea3b5e899d0494c7a5740b0f7d11,bd0caf6e8ffaeb40707681d4f9784ceb77705c591b9dc31a4042f152224e2738,e6d2840af79c068f59c16e70fba1e9a9229d30bd59d931a7d2b16743be0d497a,49cfb5d630705c5af18631cf07299cca4b3a9beda4b85e7119d64af6949bf4c8,f6990886d9635ff53e57957d3e360f076bb8d43b786cb0f7e0baa28672278d6a,bb2eb17732cb58d2649b7216255faa2937933a5fe56eb66494a7738beaab7580,05a63001229e34194bcb6e49b186e7b4ee0a29a5080f43605d9228a16f0a2417,a1651f42ac6507ab3f338908f620ac5f399abc3405abae6bcae5099847df1603
"5196","12459","5","12540","2","12450","5","12471","カーシェア","5","12455","5","レンタカーに並び、近年急速に普及した貸し車サービス。短時間でも気軽に使えるのが長所","","0","5","これ、何と言う？","5","2","カーシェア"
"5197","12471","5","12517","2","12452","5","12454","焼売＝シュウマイ","5","12510","5","豚のひき肉を皮で包んで蒸した、中華料理の一つ","","0","5","これ、何と読む？","5","2","シュウマイ"
"5198","12481","5","12515","1","12531","5","12540","炒飯＝チャーハン","5","12495","5","","","0","5","この料理、何と読む？","5","2","チャーハン"
"5199","12358","4","12427","2","12375","4","12358","うるうどし","4","12393","4","太陽暦では実際の季節と暦とがわずかにズレるので、4年に一度、「366日」の年を設けること","","0","5","これ、何と言う？","4","2","うるうどし"
"5200","12496","5","12473","2","12488","5","12477","バスソルト","5","12523","5","入浴剤の一種で、ミネラルを多く含んだ塩系の成分を主として作られるものを特にこう呼ぶ","","0","5","これ、何と言う？","5","2","バスソルト"
"5201","12400","4","12428","2","12423","4","12356","ばれいしょ","4","12375","4","「じゃがいも」の別の呼び名。一般には馴染みが薄いが行政などではこちらが好まれることも","","0","5","これ、何と言う？","4","2","ばれいしょ"
"5202","12458","5","12463","1","12531","5","12471","オークション","5","12519","5","「競売」とも呼ばれる、物品の売買の方法の一つ。「入札」「落札」などの用語が使われる","オークション","0","5","これ、何と言う？","5","2","オクション"
"5203","12471","5","12455","1","12540","5","12540","シェーバー","5","12496","5","本来はカミソリ全般を指す言葉だが、一般には特に電動のひげ剃り機を指して使うことが多い","","0","5","これ、何と言う？","5","2","シェーバー"
"5204","12510","5","12493","3","12503","5","12463","マネークリップ","5","12522","5","紙幣やカードなどを挟んで持ち歩く道具で、財布と比べ気軽に携帯できるため使う人が増えている","マネークリップ","0","5","これ、何と言う？","5","2","マネクリプ"
"5205","12385","4","12421","1","12525","4","12358","ちゅうトロ","5","12488","5","お寿司のネタとしてよく知られるマグロの部位。脂のノリがほどよく、テッパンの人気を誇る","","0","5","これ、何と言う？","4","2","ちゅうトロ"
"5206","12496","5","12501","3","12491","5","12531","バフンウニ","5","12454","5","ウニの一種。食べものとしては抵抗のある名前だが、非常に美味と言われる","","0","5","これ、何と言う？","5","2","バフンウニ"
"5207","12469","5","12452","2","12540","5","12489","サイドカー","5","12459","5","オートバイの横に取り付ける自走しない車で、人を乗せることも可能","","0","5","これ、何と言う？","5","2","サイドカー"
"5209","12522","5","12481","3","12489","5","12514","リッチモンド商工会","5","12531","5","『クレジッタ』の所属するギルドの名前は？","リッチモンド商工会","6020","5","これ、何と言う？","5","1","リチモンド"
"5211","12363","4","12364","1","12385","4","12415","かがみもち","4","12418","4","お正月に飾られる、ついたお餅を重ねたもの","","0","5","これ、何と言う？","4","2","かがみもち"
"5212","12362","4","22909","1","12365","6","12415","お好み焼き","6","28988","4","鉄板焼きの一種。由来は諸説あるが、具や焼き具合を、好みの通りにして味わったことなど","","0","5","これ、何と言う？","4","2","お好み焼き"
"5213","12384","4","12375","1","21365","4","24059","だし巻き卵","4","12365","6","卵焼きの一種で、だし汁をたっぷり含ませて焼いたものをこう呼ぶ","","0","5","これ、何と言う？","6","2","だし巻き卵"
"5214","12466","5","12512","2","12523","5","12486","みんなのゲームテーブル","5","12502","5","ミニゲームを遊べるギルドハウス家具","みんなのゲームテーブル","5214","5","これ、何と言う？","5","1","ゲムテブル"
"5215","12459","5","12522","3","26426","5","12531","カリンの机","4","12398","6","『カリン』がスキップチケットを作ってくれるギルドハウス家具","","5215","5","これ、何と言う？","5","1","カリンの机"
"5216","33267","6","39640","3","12435","6","12362","至高のドラゴンテイルおでん","4","12391","4","『緑竜の骸嶺』を登頂した証として美食殿一行が手にした料理、兼ギルドハウス家具","至高のドラゴンテイルおでん","5216","5","これ、何と言う？","4","1","至高おでん"
"5217","38642","6","28023","3","32905","6","39764","雲海の魔物肉","6","29289","6","『雲海の山脈』を登頂した証として美食殿一行が手にした料理、兼ギルドハウス家具","雲海の魔物肉","5217","5","これ、何と言う？","6","1","雲海魔物肉"
"5218","23665","6","30427","3","39151","6","12426","絶世の卵と山盛りご飯","4","12372","6","『毒瘴の闇稜』を登頂した証として美食殿一行が手にした料理、兼ギルドハウス家具","","5218","5","これ、何と言う？","4","1","山盛りご飯"
"5219","12503","5","12522","2","12415","5","12368","プリぐるみ","4","12427","4","ギルドハウスに置くことができる、プリティーなプリンセスのぬいぐるみシリーズ","","5219","5","これ、何と言う？","4","1","プリぐるみ"
"5220","12467","5","12483","2","12398","5","12467","コッコロのおさいふ","5","12525","4","とあるキャラが手作りしてくれた、マナを貯めることができるギルドハウス家具","","5220","5","これ、何と言う？","5","1","コッコロの"
"5221","12488","5","12453","3","12473","5","12531","新春トゥンヌス釣上図柄","5","12492","5","オーマの町の振興を願い、とある大物の魚を釣り上げた場面を描いたポスター","","5221","5","これ、何と言う？","5","1","トゥンヌス"
"5222","28961","6","38480","1","12366","6","12362","無限おにぎり","4","12395","4","食べても食べても無くならない、食いしん坊のペコリーヌにはたまらないおにぎり","","5222","5","これ、何と言う？","4","1","無限おにぎ"
"5223","12522","5","12478","3","12497","5","12488","クリスティーナ・リゾートスパ","5","12473","5","クリスティーナがプロデュースした、見た目もゴージャスで効能も抜群なスパ設備","リゾートスパ","5223","5","これ、何と言う？","5","1","リゾトスパ"
"5224","12405","4","12367","1","12356","4","12431","ふくわらい","4","12425","4","お正月の恒例行事。目隠しをして、紙に描かれた顔の輪郭の中に、目や鼻を置いて楽しむ遊び","","0","5","これ、何と言う？","4","2","ふくわらい"
"6001","12450","5","12523","1","12451","5","12466","アルゲティ","5","12486","5","","","6001","6","このモンスター、何と言う？","5","1","アルゲティ"
"6002","12426","4","12423","1","12356","4","12358","りょうせい類","4","12379","4","カエルやイモリなど、水中でも陸上でも生きることができる生物","","0","6","これ、何と言う？","4","2","りょうせい"
"6003","12405","4","12375","2","12419","4","12435","へんたいふしんしゃさん","4","12375","4","","","6003","6","左のキャラは右のキャラを何と呼ぶ？","4","1","ふしんしゃ"
"6004","12420","4","12409","2","12388","4","12540","テレ女のやべーやつ","4","12420","4","ルーセント学院の男子生徒が、ユニの「ヤバさ」を指して言ったのではという疑惑のある言葉","","6004","6","これ、何と言う？","4","1","やべーやつ"
"6005","12420","4","12409","2","12388","4","12540","テレ女のやべーやつ","4","12420","4","ルーセント学院の男子生徒が、チエルの「ヤバさ」を指して言ったのではという疑惑のある言葉","","6005","6","これ、何と言う？","4","1","やべーやつ"
"6006","12420","4","12409","2","12388","4","12540","テレ女のやべーやつ","4","12420","4","ルーセント学院の男子生徒が、クロエの「ヤバさ」を指して言ったのではという疑惑のある言葉","","6006","6","これ、何と言う？","4","1","やべーやつ"
"6007","12459","5","12514","2","12471","5","12494","カモノハシ","5","12495","5","ゴムのような柔らかいくちばし、水かき、哺乳類でありながら卵を産むなどの特徴をもつ動物","","0","6","これ、何と言う？","5","2","カモノハシ"
"6008","12501","5","12521","1","12468","5","12511","フラミンゴ","5","12531","5","淡いピンク色の身体に、長い首と脚をもつ、片足立ちが特徴の鳥","","0","6","これ、何と言う？","5","2","フラミンゴ"
"6009","12450","5","12523","1","12525","5","12510","アルマジロ","5","12472","5","「武装した小さなもの」という意味の哺乳類。硬い甲羅を持ち、ピンチのときは球状に丸まる","","0","6","これ、何と言う？","5","2","アルマジロ"
"6010","12399","4","12367","1","12358","4","12385","はくちょう","4","12423","4","童話「みにくいアヒルの子」で、アヒルの子は本当はどんな鳥だった？","","0","6","これ、何と言う？","4","2","はくちょう"
"6012","12486","5","12490","2","12523","5","12460","テナガザル","5","12470","5","猿の種類の一つ。その名の通り長い手を使って、樹上を軽やかに動く","","0","6","これ、何と言う？","5","2","テナガザル"
"6013","12450","5","12521","2","12510","5","12452","アライグマ","5","12464","5","哺乳類の一種。水に直接手を突っ込んで獲物を取る様子が「洗っている」ように見える","","0","6","これ、何と言う？","5","2","アライグマ"
"6014","12511","5","12489","2","12513","5","12522","ミドリガメ","5","12460","5","お祭りや縁日でも親しまれてきたカメの通称。幼い頃の甲羅の色に由来している","","0","6","これ、何と言う？","5","2","ミドリガメ"
"6015","12459","5","12531","1","12540","5","12460","カンガルー","5","12523","5","ジャンプが得意な、哺乳類の一種。お腹の袋で子育てをすることでよく知られる","","0","6","これ、何と言う？","5","2","カンガルー"
"6020","12461","5","12515","1","12517","5","12483","クレジッタ・キャッシュ","5","12471","5","【リッチモンド商工会】のギルドマスターの『クレジッタ』。フルネームはなんと言う？","","6020","6","これ、何と言う？","5","1","キャッシュ"
"6021","12489","5","12463","2","29238","5","12525","ドクロ親父","6","35242","6","『シノブ』の父親の通称。過去の霊媒の仕事で、ドクロ姿になってしまったことから","","6021","6","この人は誰？","5","1","ドクロ親父"
"6022","12489","5","12521","2","12435","5","12385","ドラちゃん","4","12419","4","エルピス島で発見された生物。正しくは『ドラゴンもどき』だが、『イノリ』からの呼ばれ方は？","","6022","6","これ、何と言う？","4","1","ドラちゃん"
"6024","12377","4","12371","1","20365","4","12377","カルミナすこすこ侍","4","12371","6","チエルの、「カルミナファン」としての二つ名","","6024","6","この人は誰？","4","1","すこすこ侍"
"6025","30142","6","39080","2","23019","6","12398","疾風の冥姫","6","20901","6","『アンナ』の二つ名。後ろの2文字はそのままでは読まず、「ヘカーテ」と読むらしい","","3002","6","これ、何と言う？","4","1","疾風の冥姫"
"6028","12510","5","12510","2","12424","5","12391","ほぉら、ママですよ～","4","12377","4","『ミサト』を★5にしたときに獲得できる称号","","6028","6","これ、何と書いてある？","4","1","ママですよ"
"6041","12486","5","12531","1","12473","5","12479","テンタパス","5","12497","5","イベント「デンジャラスバカンス！　渚のグルメプリンセス」のボス","","6041","6","これ、何と言う？","5","1","テンタパス"
"6042","22022","6","12365","1","31070","4","12398","嘆きの女神","6","22899","6","イベント「王都の名探偵 嘆きの追跡者」のボス","","6042","6","これ、何と言う？","4","1","嘆きの女神"
"6043","12501","5","12449","1","12512","5","12531","ファントムバロン","5","12488","5","イベント「リトル・ブレイブ・ハロウィンナイト！」のボス","","6043","6","これ、何と言う？","5","1","ファントム"
"6044","12358","4","12431","1","12375","4","12365","覚醒・うわきぼし","4","12412","4","イベント「七夕剣客旅情譚　天に流れる夏の恋」のボス","","6044","6","これ、何と言う？","4","1","うわきぼし"
"6045","12488","5","12453","2","12473","5","12531","グレートトゥンヌス","5","12492","5","イベント「新春グルメプリンセス！　一投にかけた乙女たち」のボス","","6045","6","これ、何と言う？","5","1","トゥンヌス"
"6046","12454","5","12479","1","12466","5","12463","クイーンウタクラゲ","5","12521","5","イベント「カルミナサマーライブ　ジャスト　ア　モーメント！」のボス","","6046","6","これ、何と言う？","5","1","ウタクラゲ"
"6047","12488","5","12522","1","12451","5","12491","アンチビースト・トリニティ","5","12486","5","イベント「魔法少女外伝　マジカル★ノワールズ！」のボス","","6047","6","これ、何と言う？","5","1","トリニティ"
"6048","22823","6","20154","2","12451","6","12524","大人のレディ","5","12487","5","『ミサキ』がどのような女性であるかを表した通称。背伸び感が可愛らしい","大人のレディ","6048","6","これ、何と言う？","5","1","大人レディ"
"6049","84","2","12524","2","12473","5","12483","Tレックス","5","12463","5","『ティラノサウルス』の別の言い方","","0","6","これ、何と言う？","5","2","Tレックス"
"6050","12465","5","12521","1","12473","5","12488","トリケラトプス","5","12503","5","3本の立派なツノが特徴の、有名な恐竜。名前の読み方は、「トリ」で区切るのが実は正しい","","0","6","これ、何と言う？","5","2","ケラトプス"
"6051","12525","5","12465","2","12531","5","12471","エコーロケーション","5","12519","5","イルカやコウモリなどが持つ能力。超音波を発し、その反響によって周囲の様子を探る","エコーロケーション","0","6","これ、何と言う？","5","2","ロケション"
"6052","12510","5","12531","1","12502","5","12464","マングローブ","5","12525","5","熱帯や亜熱帯の一部の水辺に生育する植物の総称で、非常にユニークな形の根っこを形成する","マングローブ","0","6","これ、何と言う？","5","2","マングロブ"
"6053","22825","6","28982","1","29289","6","35352","天然記念物","6","24565","6","学術的に貴重なものとして保護される、天然の動物・植物・地質・鉱物。アホウドリやトキなど","","0","6","これ、何と言う？","6","2","天然記念物"
"6054","12388","4","12385","1","12378","4","12405","つちふまず","4","12414","4","人間の足の裏の、地面と接しないくぼんだ部分。人によっては無い場合もある","","0","6","これ、何と言う？","4","2","つちふまず"
"6055","12501","5","12449","2","12512","5","12531","ファントムキャッツ","5","12488","5","『タマキ』の裏の名前にして、恵まれない人たちを助ける、謎に包まれた義賊","","5036","6","これは何？","5","1","ファントム"
"6056","12527","5","12531","3","12489","5","12450","隻眼の赤い悪魔\n＝ワンアイドデビル","5","12452","5","裏社会で恐れられる『ミツキ』の二つ名。彼女の隻眼からは逃れられない","","6056","6","これ、何と読む？","5","1","ワンアイド"
"6057","12467","5","12524","3","12540","5","12463","蒐集家（＝コレクター）","5","12479","5","『ナナカ』の二つ名。さまざまな魔法を探し集めていることに由来する","","6057","6","これ、何と読む？","5","1","コレクター"
"6058","12524","5","12464","3","12488","5","12490","変貌大妃（＝メタモルレグナント）","5","12531","5","『ネネカ』の、『七冠』としての二つ名。あらゆるものに姿を変化させられることから","","6058","6","これ、何と読む？","5","1","レグナント"
"6059","12465","5","12531","2","12459","5","12459","脳筋ケンカバカ","5","12496","5","『イノリ』が『カヤ』に対して、ムキになったり、おちょくったりするときの呼び方","","6059","6","これ、何と言う？","5","1","ケンカバカ"
"6060","12469","5","12521","1","12489","5","12502","サラブレッド","5","12524","5","レースのために、長い年月をかけて改良された類の馬。家柄の良い人のたとえ表現でもおなじみ","サラブレッド","0","6","これ、何と言う？","5","2","サラブレド"
"6061","12473","5","12490","3","12493","5","12462","チベットスナギツネ","5","12484","5","キツネの一種。冷ややかで悟りを開いたような表情に見えることで近年人気を博している","","0","6","これ、何と言う？","5","2","スナギツネ"
"6062","12471","5","12521","2","12473","5","12459","シーラカンス","5","12531","5","数億年も前から変わらない姿のまま現存しているため、「生きた化石」と呼ばれる深海魚","シーラカンス","0","6","これ、何と言う？","5","2","シラカンス"
"6063","12504","5","12521","1","12473","5","12463","ヘラクレスオオカブト","5","12524","5","カブトムシの中で最大のサイズを誇る種として、子どもたちからも絶大な人気を誇る昆虫","","0","6","これ、何と言う？","5","2","ヘラクレス"
"6064","12450","5","12502","1","12471","5","12521","アブラムシ","5","12512","5","昔の子どもたちがこの虫の体液を髪に塗り、テカテカさせて遊んでいたことに由来する虫の名前","","0","6","これ、何と言う？","5","2","アブラムシ"
"6065","27875","6","12365","1","12429","4","12412","泣きぼくろ","4","12367","4","目のすぐ下のあたりにあるほくろの通称","","0","6","これ、何と言う？","4","2","泣きぼくろ"
"6066","12471","5","12523","3","12463","5","12496","シルバーバック","5","12496","5","年を重ねたオスのゴリラの背中の毛が白くなる現象。群れの中のボス個体によく見られる","シルバーバック","0","6","これ、何と言う？","5","2","シルババク"
"6067","12459","5","12513","1","12531","5","12524","カメレオン","5","12458","5","身体の色を自在に変化させることでおなじみの爬虫類。演技の幅が広い俳優や声優のたとえにも","","0","6","これ、何と言う？","5","2","カメレオン"
"6068","12458","5","12491","1","12510","5","12516","オニヤンマ","5","12531","5","非常に大きなトンボの一種。「鬼」の服装とよく似た、黒と黄色のシマシマ模様が特徴的","","0","6","これ、何と言う？","5","2","オニヤンマ"
"6069","12464","5","12523","3","12464","5","12511","グルーミング","5","12531","5","猫などの動物の習性として知られる「毛づくろい」。英語でなんと言う？","グルーミング","0","6","これ、何と言う？","5","2","グルミング"
"6070","12510","5","12531","1","12473","5","12464","マングース","5","12540","5","一般に「ハブ」の天敵というイメージを持たれている、体長数十センチほどの哺乳類","","0","6","これ、何と言う？","5","2","マングース"
"6071","12462","5","12531","2","12510","5","12516","ギンヤンマ","5","12531","5","トンボの一種。身体は黄緑色だが、よく見るとキレイな銀色の模様があることからこう呼ばれる","","0","6","これ、何と言う？","5","2","ギンヤンマ"
"6072","12459","5","12514","3","12523","5","12511","カモミール","5","12540","5","「カミツレ」とも呼ばれるハーブの一種。りんごのような香りがあり、お茶としてよく好まれる","","0","6","これ、何と言う？","5","2","カモミール"
"6073","12507","5","12479","2","12459","5","12523","ホタルイカ","5","12452","5","指先ほどのサイズの小さなイカ。青白く発光する性質があり、また食用としても好まれる","","0","6","これ、何と言う？","5","2","ホタルイカ"
"6074","12461","5","12531","1","12452","5","12513","キンメダイ","5","12480","5","高級魚や縁起物としておなじみのタイの一種。名前は、目が金色に輝くことから","","0","6","これ、何と言う？","5","2","キンメダイ"
"6075","12464","5","12477","3","12471","5","12463","ダイオウグソクムシ","5","12512","5","深海に生息する甲殻類。姿はダンゴムシに似ていて、大きなものは体長50cmを超える","","0","6","これ、何と言う？","5","2","グソクムシ"
"6076","12481","5","12531","2","12468","5","12450","チンアナゴ","5","12490","5","水族館でも人気なアナゴの一種。砂底から身体を出し、群れで同じ方向をじっと向く姿が特徴的","","0","6","これ、何と言う？","5","2","チンアナゴ"
"6077","12521","5","12501","1","12450","5","12524","ラフレシア","5","12471","5","「世界最大の花」としておなじみの、熱帯地域に生息する花。強い悪臭を放つことでも有名","","0","6","これ、何と言う？","5","2","ラフレシア"
"6078","12505","5","12491","3","12464","5","12486","ベニテングタケ","5","12531","5","真っ赤なカサに白い点のある、キノコの一種。毒があり、食べると幻覚・腹痛などの症状が出る","","0","6","これ、何と言う？","5","2","ベニテング"
"6079","12467","5","12494","3","12463","5","12495","コノハズク","5","12474","5","「フクロウ」の一種。身の危険を感じたときに身体を細く縮めて、木の枝に擬態する習性がある","","0","6","これ、何と言う？","5","2","コノハズク"
"6080","12469","5","12531","3","12454","5","12471","サンショウウオ","5","12519","5","両生類の一種。防衛のために出す粘液の匂いが、和食に使うとあるスパイスに似ているのが由来","","0","6","これ、何と言う？","5","2","サンショウ"
"6081","12501","5","12461","3","12454","5","12494","フキノトウ","5","12488","5","「蕗（フキ）」が大きく成長する前の、つぼみの部分。春の山菜として、天ぷらなどで好まれる","","0","6","これ、何と言う？","5","2","フキノトウ"
"6082","12469","5","12488","1","12499","5","12454","サトウキビ","5","12461","5","砂糖の原料となる、イネ科の植物","","0","6","これ、何と言う？","5","2","サトウキビ"
"6083","12405","4","12375","1","12358","4","12385","ふしちょう","4","12423","4","フェニックスとも呼ばれる、死しても再びよみがえるとされる伝説の鳥","","0","6","これ、何と言う？","4","2","ふしちょう"
"6084","12365","4","12421","1","12367","4","12358","きゅうかく","4","12363","4","「五感」と呼ばれる動物の機能、視覚・聴覚・触覚・味覚と、あと一つは？","","0","6","これ、何と言う？","4","2","きゅうかく"
"6085","12489","5","12521","2","12464","5","12511","ドラミング","5","12531","5","ゴリラが手で胸をドコドコと叩いて音をたてる行動","","0","6","これ、何と言う？","5","2","ドラミング"
"6086","12495","5","12512","3","12522","5","12473","ハムストリング","5","12488","5","太ももの裏にある、大きな筋肉の集まり。筋トレでも重要視されることが多い","","0","6","これ、何と言う？","5","2","ハムストリ"
"6087","12374","4","12387","1","12367","4","12375","ざっしょく","4","12423","4","肉を食べるのは肉食。植物を食べるのは草食。では、どちらかに限らずいろいろ食べるのは？","","0","6","これ、何と言う？","4","2","ざっしょく"
"6088","12360","4","12356","2","12358","4","12365","乳歯⇔えいきゅう歯","4","12421","4","","","0","6","これ、何と言う？","4","2","えいきゅう"
"6089","12496","5","12452","3","12531","5","12467","二角獣＝バイコーン","5","12540","5","一角獣＝ユニコーン　","","0","6","これ、何と言う？","5","2","バイコーン"
"6090","12465","5","12523","1","12473","5","12505","ケルベロス","5","12525","5","「地獄の番犬」と呼ばれる、三つ首の怪物","","0","6","これ、何と言う？","5","2","ケルベロス"
"6091","12458","5","12523","3","12473","5","12488","オルトロス","5","12525","5","有名な三つ首の犬の怪物は「ケルベロス」。ではその兄弟で、二つ首の怪物は？","","0","6","これ、何と言う？","5","2","オルトロス"
"6092","12388","4","12367","2","12415","4","12418","つくもがみ","4","12364","4","漢字では「付喪神」と書く、長い年月が経った道具などに宿るとされる神様","","0","6","これ、何と言う？","4","2","つくもがみ"
"6093","12398","4","12410","1","12358","4","12425","のっぺらぼう","4","12412","4","とても有名な妖怪。目も鼻も口も無いまっさらな顔をしている","のっぺらぼう","0","6","これ、何と言う？","4","2","のぺらぼう"
"6094","12503","5","12525","3","12469","5","12487","プロデューサー","5","12517","5","","プロデューサー","6094","6","左のキャラ達は右のキャラを何と呼ぶ？","5","1","プロデュサ"
"6095","22825","6","27004","2","21091","6","35207","天楼覇断剣","6","26029","6","『ムイミ』の持つ大剣の名称","","6095","6","これ、何と言う？","6","1","天楼覇断剣"
"6096","12362","4","12395","3","12435","4","12540","おにーたん","4","12383","4","","","6096","6","左のキャラは右のキャラを何と呼ぶ？","4","1","おにーたん"
"6097","12463","5","12521","1","12474","5","12454","七冠＝セブンクラウンズ","5","12531","5","","","6097","6","これ、何と読む？","5","1","クラウンズ"
"6098","12415","4","12366","2","12356","4","12363","左ヒラメ　みぎかれい","4","12428","4","「ヒラメ」とよく似たとある魚の見分け方として、よく使われるフレーズ。目の向きがポイント","","0","6","これ、何と言う？","4","2","みぎかれい"
"6100","12511","5","12493","3","12359","5","12523","ミネルべぇ","4","12409","4","","","6100","6","初対面のとき何と呼んだ？","5","1","ミネルべぇ"
"6102","12471","5","12519","1","12531","5","12540","ショーグン","5","12464","5","","","6102","6","左のキャラは右のキャラを何と呼ぶ？","5","1","ショーグン"
"6104","12511","5","12511","2","12462","5","12511","ミミとミソギ","5","12477","5","ギルド【リトルリリカル】のメンバー。『キョウカ』と、あと2人は誰と誰？","ミミとミソギ","0","6","このキャラの名前は？","5","1","ミミミソギ"
"6105","12456","5","12522","1","12473","5","12470","エリザベス","5","12505","5","『マヒル』の相棒である牛の名前","","6105","6","これ、何と言う？","5","1","エリザベス"
"6112","12506","5","12467","1","12492","5","12522","ペコリーヌ","5","12540","5","","","6112","6","このキャラの名前は？","5","1","ペコリーヌ"
"6113","12452","5","12531","2","12488","5","12469","覇瞳皇帝\n＝カイザーインサイト","5","12452","5","","","6113","6","これ、何と読む？","5","1","インサイト"
"6114","12521","5","12499","1","12479","5","12522","ラビリスタ","5","12473","5","","","6114","6","このキャラの名前は？","5","1","ラビリスタ"
"6115","12521","5","12499","2","12473","5","12522","迷宮女王\n＝クイーンラビリンス","5","12531","5","『ラビリスタ』の二つ名","","6115","6","これ、何と読む？","5","1","ラビリンス"
"6116","12510","5","12523","3","12488","5","12459","ラジクマール・ラジニカーント","5","12531","5","『ラジラジ』のフルネーム","ラジクマール・ラジニカーント","6116","6","このキャラの名前は？","5","1","マルカント"
"6117","12461","5","12531","3","12503","5","12464","跳躍王＝キングリープ","5","12522","5","『ラジラジ』の二つ名","跳躍王＝キングリープ","6116","6","これ、何と読む？","5","1","キングリプ"
"6119","12418","4","12418","1","12358","4","12383","桃から生まれたももたろう","4","12429","4","","","0","6","この昔話の登場人物は？","4","2","ももたろう"
"6120","12365","4","12435","1","12358","4","12383","まさかり担いだきんたろう","4","12429","4","","","0","6","この昔話の登場人物は？","4","2","きんたろう"
"6122","12394","4","12365","2","12429","4","12393","弁慶のなきどころ","4","12371","4","向こうずねのこと。転じて、屈強な人間であってもこの部位は痛みに弱いことから、急所のこと","","0","6","これ、何と言う？","4","2","なきどころ"
"6132","12385","4","12423","3","12423","4","12358","ちょうちょ","4","12385","4","『ネネカ』がペコリーヌとの初対面時、変身していたものとは","","6058","6","これ、何と言う？","4","1","ちょうちょ"
"6134","12458","5","12479","1","12515","5","12510","オタマジャクシ","5","12472","5","成長すると「カエル」になる生き物","","0","6","これ、何と言う？","5","2","オタマジャ"
"6135","12520","5","12522","1","12522","5","12450","ヨリとアカリ","5","12459","5","プリコネの登場キャラで、「双子の姉妹」としておなじみの二人","ヨリとアカリ","0","6","このキャラ、何と言う？","5","1","ヨリアカリ"
"6136","12527","5","12452","1","12531","5","12496","ワイバーン","5","12540","5","","","6136","6","このモンスター、何と言う？","5","1","ワイバーン"
"6137","12464","5","12522","1","12531","5","12501","ワイルドグリフォン","5","12457","5","","","6137","6","このモンスター、何と言う？","5","1","グリフォン"
"6138","12358","4","12373","3","12435","4","12366","うさぎさん","4","12373","4","『ミミ』の好きな動物を、ミミの言葉づかいで言うと？","","0","6","これ、何と言う？","4","1","うさぎさん"
"6139","12362","4","12358","2","12435","4","12376","おうじはん","4","12399","4","","","6139","6","左のキャラは右のキャラを何と呼ぶ？","4","1","おうじはん"
"6140","12395","4","12356","2","12435","4","12385","にいちゃん","4","12419","4","","","6140","6","左のキャラは右のキャラを何と呼ぶ？","4","1","にいちゃん"
"6141","12362","4","12414","2","12435","4","12360","おまえさん","4","12373","4","","","6141","6","左のキャラは右のキャラを何と呼ぶ？","4","1","おまえさん"
"6142","12376","4","12423","2","12367","4","12375","じょしゅくん","4","12421","4","","","6142","6","左のキャラは右のキャラを何と呼ぶ？","4","1","じょしゅく"
"6143","12489","5","12456","2","12435","5","12473","ドエスさん","4","12373","4","","","6143","6","左のキャラは右のキャラを何と呼ぶ？","5","1","ドエスさん"
"6144","12384","4","12435","2","12358","4","12385","だんちょうさん","4","12423","4","","","6144","6","左のキャラは右のキャラを何と呼ぶ？","4","1","だんちょう"
"6146","12490","5","12510","1","12494","5","12465","ナマケモノ","5","12514","5","哺乳類の一種。その命名の通り、めったに活動せず、動くときも非常にゆっくりと動く","","0","6","これ、何と言う？","5","2","ナマケモノ"
"6147","12481","5","12519","1","12513","5","12454","チョウザメ","5","12470","5","世界三大珍味の一つ「キャビア」は何と言う生き物の卵？","","0","6","これ、何？","5","2","チョウザメ"
"6151","12500","5","12517","3","12540","5","12450","魔法少女ピュアリー★シオリ","5","12522","5","","","6151","6","このキャラの名前は？","5","1","ピュアリー"
"6153","12471","5","12515","3","12540","5","12452","魔法少女シャイニー★トモ","5","12491","5","","","6153","6","このキャラの名前は？","5","1","シャイニー"
"6155","12469","5","12500","1","12473","5","12456","ホモ・サピエンス","5","12531","5","「賢い人間」を意味する、ヒト属の種の学名。現生人類もこれに属する","","0","6","これ、何と言う？","5","2","サピエンス"
