f4f0f310685cfe336af506dd8694eecc2f82782869a64c735f18bb78bb12bcce,b53646cf1ef8dcc5298b590261f078e1e5f352fbd7a1da7586e1a7f9b044ff06,994d2df8755660cedd0fbb7b6a507fa1c4ceb7af082d659c03f73699ca9ba49e,15a2044578aa738c6f2c2d0436457210252f00423992dba11ee0c2de8f2309ab,baea566145a7b5626ff774877b84193ba699d779c85613976704b6cba228a283,5bd157e08010df47a706f05c59f50b1b2b20b3cdf198f71b96c23598ebd0d8d5,f17e495600ffa8fb9fa3b9975afee061f2d3a127e2a188b66148603af2335154,e665c0bc55f78257bd061a51a1c7dad81fa1e1f165fe66e1e54d710eea13c017,79183d7069354f8e1bed69b5a042467cf41b3b2a31f3d2dfc2f039ec091c4c8d,afa40dc4bcd9c58298cf5a5bf0a09e30e6a788ef7749fde422de061ca09a2eb3,aee9a77a353090536d72d3248bf7c0a3dce6bd62d439a7adc552bae37e1399a4
"2.5","","","","","","0","93","","1021327","1021327064"
"1021327066","","","","","","","101","","1021327","1021327065"
"10","","","","","","0","32","","1021327","1021327066"
"100","","","","","","0","32","","1021327","1021327067"
"20","","","","","","1","32","","1021327","1021327068"
"200","","","","","","1","32","","1021327","1021327069"
"300","","","","","","1","32","","1021327","1021327070"
"se_obtent_10213_drama_eat","","","","","","0","24","","1021327","1021327071"
"0","","","","","","0","22","","1021327","1021327072"
"vo_obtent_1021327","","0","","","0","vo_obtent_1021327_05","21","","1021327","1021327073"
"bgm_MC319A","","","","","","bgm_MC319A","25","","1021327","1021327074"
"se_10067600","","0","","","","se_obtent_10213_drama_break_1","23","","1021327","1021327075"
"3.5","","","","","","0","93","","1021327","1021327076"
"1021327078","","","","","","","101","","1021327","1021327077"
"20","","","","","","break_2","37","","1021327","1021327078"
"200","","","","","","break_2","37","","1021327","1021327079"
"300","","","","","","break_2","37","","1021327","1021327080"
"se_obtent_10213_drama_break_1","","","","","","0","24","","1021327","1021327081"
"0","","","","","","0","22","","1021327","1021327082"
"vo_obtent_1021327","","0","","","0","vo_obtent_1021327_06","21","","1021327","1021327083"
"se_10067600","","0","","","","se_obtent_10213_drama_break_2","23","","1021327","1021327084"
"4","","","","","","0","93","","1021327","1021327085"
"1021327087","","","","","","","101","","1021327","1021327086"
"20","","","","","","break_3","37","","1021327","1021327087"
"200","","","","","","break_3","37","","1021327","1021327088"
"300","","","","","","break_3","37","","1021327","1021327089"
"se_obtent_10213_drama_break_2","","","","","","0","24","","1021327","1021327090"
"0","","","","","","0","22","","1021327","1021327091"
"vo_obtent_1021327","","0","","","0","vo_obtent_1021327_07","21","","1021327","1021327092"
"se_10067600","","0","","","","se_obtent_10213_drama_break_3","23","","1021327","1021327093"
"5","","","","","","0","93","","1021327","1021327094"
"1021327096","","","","","","","101","","1021327","1021327095"
"300","","","","","","break_4","37","","1021327","1021327096"
"21","","","","","","1","32","","1021327","1021327097"
"0.2","","","","","","0","93","","1021327","1021327098"
"0","","","","","","","141","","1021327","1021327099"
"0.1","","","","","","0","93","","1021327","1021327100"
"","","","","","","","92","","1021327","1021327101"
"1021327103","","","","","","","101","","1021327","1021327102"
"se_obtent_10213_drama_break_3","","","","","","0","24","","1021327","1021327103"
"0","","","","","","0","22","","1021327","1021327104"
"22","","","","","","1","32","","1021327","1021327105"
"0.4","","","","","","0","93","","1021327","1021327106"
"1","peko_hammer_idle","34","0","1","0","1","5","0","1021602","1021602001"
"2","idle_normalB","42","0","1","0","2","5","0","1021602","1021602002"
"3","idle_normalB","46","0","1","0","3","5","0","1021602","1021602003"
"4","idle_normalB","54","0","1","0","4","5","0","1021602","1021602004"
"5","idle_normalB","30","0","1","0","5","5","0","1021602","1021602005"
"6","idle_normalB","38","0","1","0","6","5","0","1021602","1021602006"
"7","idle_normalB","50","0","1","0","7","5","0","1021602","1021602007"
"10","empty","100","0","1","0","10","5","0","1021602","1021602008"
"11","empty","61","0","1","0","11","5","0","1021602","1021602009"
"11","empty","61","0","1","0","12","5","0","1021602","1021602010"
"1","","0","","1","0","1","31","1","1021602","1021602011"
"2","","0","","1","0","2","31","1","1021602","1021602012"
"3","","0","","0","0","3","31","1","1021602","1021602013"
"4","","0","","0","0","4","31","1","1021602","1021602014"
"5","","0","","0","0","5","31","1","1021602","1021602015"
"6","","0","","1","0","6","31","1","1021602","1021602016"
"6","","0","","1","0","7","31","1","1021602","1021602017"
"4","","","","","","62","13","","1021602","1021602018"
"1","","","","","","","141","","1021602","1021602019"
"0","","","","","","","91","","1021602","1021602020"
"bgm_MC345","","","","","","bgm_MC345_02","25","","1021602","1021602021"
"1","","","","","","0","93","","1021602","1021602022"
"1","","0","0","0.2","peko_hammer_up_loop","peko_hammer_up_in","3","1","1021602","1021602023"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_000","21","","1021602","1021602024"
"10","","0","","0","","text_1_in","3","","1021602","1021602025"
"1.066","","","","","","1","93","","1021602","1021602026"
"10","","0","","0","","text_1_mid","3","","1021602","1021602027"
"","","","","","","","92","","1021602","1021602028"
"10","","0","","0","","text_1_out","3","","1021602","1021602029"
"0.2","","","","","","0","93","","1021602","1021602030"
"0","","","","","","0","22","","1021602","1021602031"
"se_10068900","","0","","","","se_obtent_10216_drama_crawler","23","","1021602","1021602032"
"6","","","","","","jump","37","","1021602","1021602033"
"1","","0","","0","","peko_jump_in","3","","1021602","1021602034"
"0.6","","","","","","0","93","","1021602","1021602035"
"2","","","","","","panzer_2_in","37","","1021602","1021602036"
"3","","","","","","1","32","","1021602","1021602037"
"25","","0.5","","","","20","122","","1021602","1021602038"
"5","","1","","0.2","","idle_normalB_surprise","3","","1021602","1021602039"
"4","","1","","0.2","","idle_normalB_surprise","3","","1021602","1021602040"
"7","","1","","0.2","","idle_normalB_surprise","3","","1021602","1021602041"
"2","","1","","0.2","","idle_normalB_surprise","3","","1021602","1021602042"
"6","","1","","0.2","","idle_normalB_surprise","3","","1021602","1021602043"
"3","","1","","0.2","","idle_normalB_surprise","3","","1021602","1021602044"
"0.8","","","","","","0","93","","1021602","1021602045"
"0","","1.05","","0","1.05","-5","121","0","1021602","1021602046"
"25","","0.5","","","","20","122","","1021602","1021602047"
"0.8","","","","","","0","93","","1021602","1021602048"
"0","","1.1","","0","1.1","-10","121","0","1021602","1021602049"
"25","","0.5","","","","20","122","","1021602","1021602050"
"0.7","","","","","","0","93","","1021602","1021602051"
"0","","1","","0","1","0","121","0","1021602","1021602052"
"50","","0.8","","","","50","122","","1021602","1021602053"
"0.1","","","","","","0","93","","1021602","1021602054"
"5","","0","0","0.2","react_crawler_loop","react_crawler_in","3","1","1021602","1021602055"
"1","","0","0","0","peko_comeback_loop","peko_comeback_in","3","1","1021602","1021602056"
"4","","0","0","0.2","react_crawler_loop","react_crawler_in","3","1","1021602","1021602057"
"7","","0","0","0.2","react_crawler_loop","react_crawler_in","3","1","1021602","1021602058"
"0.1","","","","","","0","93","","1021602","1021602059"
"6","","0","0","0.2","react_crawler_loop","react_crawler_in","3","1","1021602","1021602060"
"3","","0","0","0.2","react_crawler_loop","react_crawler_in","3","1","1021602","1021602061"
"2","","0","0","0.2","react_crawler_loop","react_crawler_in","3","1","1021602","1021602062"
"1.1","","","","","","0","93","","1021602","1021602063"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_001","21","","1021602","1021602064"
"1","0","10","0","0","1","これでどうでしょうっ？","11","1","1021602","1021602065"
"0","","","","","","","91","","1021602","1021602066"
"2","","1","","0.2","","kokkoro_wishB_talk","3","","1021602","1021602067"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_002","21","","1021602","1021602068"
"2","0","10","-15","0","1","ペコリーヌさま、\nさすがのお力でございます。\nすっかり戦車らしくなりましたね。","11","1","1021602","1021602069"
"0","","","","","","","91","","1021602","1021602070"
"2","","","","","","panzer_2_out","37","","1021602","1021602071"
"5","","1","","0.2","","idle_normalB","3","","1021602","1021602072"
"3","","0","0","0.2","kyaru_watchB_talk","kyaru_watchB_in","3","1","1021602","1021602073"
"4","","1","","0.2","","idle_normalB","3","","1021602","1021602074"
"6","","1","","0.2","","idle_normalB","3","","1021602","1021602075"
"1","","1","","0.2","","idle_normalB","3","","1021602","1021602076"
"7","","1","","0.2","","idle_normalB_lookup","3","","1021602","1021602077"
"2","","1","","0.2","","idle_normalB","3","","1021602","1021602078"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_003","21","","1021602","1021602079"
"3","0","10","-25","0","1","これ、『履帯』……って言ってたっけ。\nなんでこんな形してるのかしら。","11","1","1021602","1021602080"
"0","","","","","","","91","","1021602","1021602081"
"3","","1","","0.2","","kyaru_watchB_idle","3","","1021602","1021602082"
"4","","0","0","0.2","shefy_thinkB_loop","shefy_thinkB_in","3","1","1021602","1021602083"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_004","21","","1021602","1021602084"
"4","0","10","-25","0","1","車輪よりも地面に付いてる面が\n広いから…重い車体でも\n動けるのかもしれないわね。","11","1","1021602","1021602085"
"0","","","","","","","91","","1021602","1021602086"
"4","","0","0","0.2","shefy_lookup_surprise","shefy_thinkB_to_lookup","3","1","1021602","1021602087"
"3","","0","0","0.1","kyaru_lookup_surprise","kyaru_watchB_to_lookup","3","1","1021602","1021602088"
"5","","0","0","0.2","miho_wish_talkA","miho_wish_in","3","1","1021602","1021602089"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_005","21","","1021602","1021602090"
"5","0","10","0","0","1","はいっ！\n『無限軌道』って言うんです！","11","1","1021602","1021602091"
"0","","","","","","","91","","1021602","1021602092"
"5","","1","","0.2","","miho_wish_talkB","3","","1021602","1021602093"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_006","21","","1021602","1021602094"
"5","0","10","0","0","1","車輪では乗り越えられない\nデコボコ道も、\n進めちゃうんです！","11","1","1021602","1021602095"
"0","","","","","","","91","","1021602","1021602096"
"5","","1","","0.2","","idle_normalB","3","","1021602","1021602097"
"4","","1","","0.2","","shefy_lookup_joy","3","","1021602","1021602098"
"3","","1","","0.2","","kyaru_think_talk","3","","1021602","1021602099"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_007","21","","1021602","1021602100"
"3","0","10","-25","0","1","ふ～ん、なるほど。\n発明した人は\nよく考えついたもんよね。","11","1","1021602","1021602101"
"0","","","","","","","91","","1021602","1021602102"
"4","","1","","0.2","","idle_normalB_lookup","3","","1021602","1021602103"
"3","","1","","0.2","","kyaru_think_idle","3","","1021602","1021602104"
"7","","0","0","0.2","erika_cool_talk","erika_doya_to_cool","3","1","1021602","1021602105"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_008","21","","1021602","1021602106"
"7","0","10","-25","0","1","ふふん、戦車ってすごいのよ。\nアストルムの荒野だって、\nなんなら火山帯だって踏破できるわ！\n想像できるかしら？","11","1","1021602","1021602107"
"0","","","","","","","91","","1021602","1021602108"
"7","","1","","0.2","","erika_cool_idle","3","","1021602","1021602109"
"3","","0","0","0.2","kyaru_watchD","kyaru_think_idle_to_watchD","3","1","1021602","1021602110"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_009","21","","1021602","1021602111"
"3","0","10","-25","0","1","へえ、じゃあ今度、ほんとに\n火山帯に連れてってやるわよ。\n試してみようじゃないの！","11","1","1021602","1021602112"
"0","","","","","","","91","","1021602","1021602113"
"3","","0","0","0.2","kyaru_notice_loop","kyaru_watchD_to_notice","3","1","1021602","1021602114"
"7","","0","0","0.2","erika_notice_loop","erika_notice_in","3","1","1021602","1021602115"
"5","","1","","0.2","","idle_normalB_look","3","","1021602","1021602116"
"6","","0","0","0.2","maho_armcrossed_talk","maho_armcrossed_in","3","1","1021602","1021602117"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_010","21","","1021602","1021602118"
"6","0","10","0","0","1","二人ともいつの間にか、\nそんな軽口を言いあえるほど\n仲良くなったんだな。","11","1","1021602","1021602119"
"0","","","","","","","91","","1021602","1021602120"
"5","","1","","0.2","","miho_idle_normal_lookdown_Ex0010","3","","1021602","1021602121"
"11","","0","0","0","miho_idle_normal_lookdown_loop","miho_idle_normal_lookdown_in","3","1","1021602","1021602122"
"6","","1","","0.2","","maho_armcrossed_idle","3","","1021602","1021602123"
"7","","0","0","0.2","erika_thinkB_loop","erika_thinkB_in","3","1","1021602","1021602124"
"3","","0","0","0.2","kyaru_puiB_loop","kyaru_puiB_in","3","1","1021602","1021602125"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_011","21","","1021602","1021602126"
"7","0","10","0","0","1","べつに……","11","1","1021602","1021602127"
"3","0","10","0","0","1","べつに……","11","1","1021602","1021602128"
"0","","","","","","","91","","1021602","1021602129"
"6","","1","","0.2","","idle_normalB","3","","1021602","1021602130"
"7","","1","","0.2","","erika_lookup_normal","3","","1021602","1021602131"
"3","","0","0","0.2","kyaru_lookup_normal","kyaru_puiB_to_lookup","3","1","1021602","1021602132"
"5","","1","","0.2","","miho_talk_normal","3","","1021602","1021602133"
"11","","0","","0","","empty","3","","1021602","1021602134"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_012","21","","1021602","1021602135"
"5","0","10","0","0","1","戦車で走ったあとは、\nお手入れしてあげてくださいね。\nおつかれさま、って。","11","1","1021602","1021602136"
"0","","","","","","","91","","1021602","1021602137"
"5","","1","","0.2","","idle_normalB","3","","1021602","1021602138"
"6","","0","0","0.2","maho_coolA_talk","maho_coolA_in","3","1","1021602","1021602139"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_013","21","","1021602","1021602140"
"6","0","10","0","0","1","泥が乾くと厄介だからな。\n泥を落とすのなら、\nヘラのようなものを使うといい。","11","1","1021602","1021602141"
"0","","","","","","","91","","1021602","1021602142"
"6","","1","","0.2","","maho_coolA_idle","3","","1021602","1021602143"
"2","","1","","0.2","","kokkoro_wish_talk","3","","1021602","1021602144"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_014","21","","1021602","1021602145"
"2","0","10","-15","0","1","はい、大変実用的なアドバイス、\nありがとうございます。","11","1","1021602","1021602146"
"0","","","","","","","91","","1021602","1021602147"
"2","","1","","0.2","","kokkoro_wish_talk_talkJoy2","3","","1021602","1021602148"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_015","21","","1021602","1021602149"
"2","0","10","-15","0","1","この履帯があるからこそ\nシェフィさまが氷の上を滑るような\n軽やかな動きができるのですね。","11","1","1021602","1021602150"
"0","","","","","","","91","","1021602","1021602151"
"2","","1","","0.2","","idle_normalB_joy","3","","1021602","1021602152"
"6","","1","","0.2","","maho_think_talk","3","","1021602","1021602153"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_016","21","","1021602","1021602154"
"6","0","10","0","0","1","滑る、か。\nくるりん作戦の時の\n氷は確かに……","11","1","1021602","1021602155"
"0","","","","","","","91","","1021602","1021602156"
"6","","1","","0.2","","maho_think_idle","3","","1021602","1021602157"
"4","","1","","0.2","","idle_normalB_joy","3","","1021602","1021602158"
"1","","0","0","0.2","peko_gutsB_talk","peko_gutsB_in","3","1","1021602","1021602159"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_017","21","","1021602","1021602160"
"1","0","10","0","0","1","はい！\nシェフィちゃんは、\n氷の魔法の使い手なんです♪","11","1","1021602","1021602161"
"0","","","","","","","91","","1021602","1021602162"
"1","","1","","0.2","","idle_normalB","3","","1021602","1021602163"
"7","","0","0","0.1","idle_normalB","erika_lookup_normal_to_idle_normal","3","1","1021602","1021602164"
"3","","0","0","0.1","kyaru_joy_talk","kyaru_lookup_normal_to_joy_talk","3","1","1021602","1021602165"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_018","21","","1021602","1021602166"
"3","0","10","-25","0","1","そうだ、シェフィ。\nあんた、アレ、やってあげたら？","11","1","1021602","1021602167"
"0","","","","","","","91","","1021602","1021602168"
"3","","1","","0.2","","kyaru_idle_normal_doya","3","","1021602","1021602169"
"4","","0","0","0.2","shefy_noticeB_talk","shefy_noticeB_in","3","1","1021602","1021602170"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_019","21","","1021602","1021602171"
"4","0","10","-25","0","1","アレ？\nそうね。せーの……っ","11","1","1021602","1021602172"
"0","","","","","","","91","","1021602","1021602173"
"0","","","","","","0","22","","1021602","1021602174"
"3","","","","","","","26","","1021602","1021602175"
"se_10068900","","0","","","","se_obtent_10216_drama_frozen","23","","1021602","1021602176"
"4","","0","0","0.2","shefy_idle_normal_joy","shefy_spin","3","1","1021602","1021602177"
"11","","0","","0","","shefy_spin","3","","1021602","1021602178"
"0.6","","","","","","0","93","","1021602","1021602179"
"5","","0.5","","","","5","122","","1021602","1021602180"
"4","","","","","","1","32","","1021602","1021602181"
"7","","0","0","0.2","react_frozen_loop","react_frozen_in","3","1","1021602","1021602182"
"0.033","","","","","","0","93","","1021602","1021602183"
"5","","0","0","0.2","react_frozen_loop","react_frozen_in","3","1","1021602","1021602184"
"0.033","","","","","","0","93","","1021602","1021602185"
"6","","0","0","0.2","maho_think_idle_react_frozen_loop","maho_think_idle_react_frozen_in","3","1","1021602","1021602186"
"2.434","","","","","","0","93","","1021602","1021602187"
"bgm_M321","","","","","","bgm_M321","25","","1021602","1021602188"
"6","","0","0","0.2","maho_fumu_idle","maho_fumu_in","3","1","1021602","1021602189"
"7","","0","0","0.2","erika_surprise_idle","erika_surprise_in","3","1","1021602","1021602190"
"5","","0","0","0.2","miho_lookAround_loop","miho_lookAround_in","3","1","1021602","1021602191"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_020","21","","1021602","1021602192"
"5","0","10","0","20","1","わあ……！\nすごい……！\nシェフィちゃんが凍らせたの？","11","1","1021602","1021602193"
"0","","","","","","","91","","1021602","1021602194"
"5","","1","","0.2","","miho_sad_idle","3","","1021602","1021602195"
"6","","1","","0.2","","maho_coolB_idle","3","","1021602","1021602196"
"6","","","","","","skate_1","37","","1021602","1021602197"
"se_10068900","","0","","","","se_obtent_10216_drama_skate1","23","","1021602","1021602198"
"4","","0","0","0.2","empty","shefy_skate_dash","3","0","1021602","1021602199"
"3","","0","0","0.2","empty","kyaru_skate_dash","3","0","1021602","1021602200"
"7","","0","0","0.2","empty","erika_skate_dash","3","0","1021602","1021602201"
"1","","1","","0.2","","peko_joy_talk","3","","1021602","1021602202"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_021","21","","1021602","1021602203"
"1","0","10","0","0","1","えっへへ～♪\nときどきみんなで遊ぶんです。\nミホちゃんも行きましょう。","11","1","1021602","1021602204"
"0","","","","","","","91","","1021602","1021602205"
"7","","","","","","skate_2","37","","1021602","1021602206"
"se_10068900","","0","","","","se_obtent_10216_drama_skate2","23","","1021602","1021602207"
"2","","0","0","0.2","kokkoro_idle_normal_joy","kokkoro_watch_peko","3","1","1021602","1021602208"
"5","","0","0","0.2","miho_watch_peko_idle","miho_watch_peko_in","3","1","1021602","1021602209"
"1","","0","0","0.2","peko_skate_dash_idle","peko_skate_dash","3","1","1021602","1021602210"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_022","21","","1021602","1021602211"
"1","1.2","25","0","0","0","……ほらっ。すいーっ♪","11","0","1021602","1021602212"
"3.7","","","","","","0","93","","1021602","1021602213"
"5","","1","","0.2","","miho_think_talk","3","","1021602","1021602214"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_023","21","","1021602","1021602215"
"5","0","10","0","0","1","できるかな……\nえっと……","11","1","1021602","1021602216"
"0","","","","","","","91","","1021602","1021602217"
"0","","","","","","0","22","","1021602","1021602218"
"6","","","","","","skate_3","37","","1021602","1021602219"
"se_10068900","","0","","","","se_obtent_10216_drama_skate3","23","","1021602","1021602220"
"2","","0","0","0.2","kokkoro_watch_miho_dash_idle","kokkoro_watch_miho_dash_in","3","1","1021602","1021602221"
"6","","0","0","0.2","maho_coolB_idle","maho_watch_miho_dash","3","1","1021602","1021602222"
"1","","0","0","0.2","peko_catch_miho_talk","peko_catch_miho_in","3","1","1021602","1021602223"
"5","","0","0","0.2","miho_skate_dash_idle","miho_skate_dash_in","3","1","1021602","1021602224"
"11","","0","","0","","miho_skate_dash_in","3","","1021602","1021602225"
"10","","0","","0","","text_2","3","","1021602","1021602226"
"0.9","","","","","","0","93","","1021602","1021602227"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_024","21","","1021602","1021602228"
"1.133","","","","","","0","93","","1021602","1021602229"
"5","","0.5","","","","5","122","","1021602","1021602230"
"1.633","","","","","","0","93","","1021602","1021602231"
"se_10068900","","0","","","","se_obtent_10216_drama_skate4","23","","1021602","1021602232"
"4","","0","0","0","empty","shefy_skate_cross","3","0","1021602","1021602233"
"7","","0","0","0","empty","erika_skate_cross","3","0","1021602","1021602234"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_025","21","","1021602","1021602235"
"1","0","10","0","0","1","──おっと！\n大丈夫ですか？\nわたしが手をつないでいますので、\nもう一回、一緒にチャレンジです！","11","1","1021602","1021602236"
"0","","","","","","","91","","1021602","1021602237"
"1","","1","","0.2","","peko_catch_miho_idle","3","","1021602","1021602238"
"5","","1","","0.2","","miho_skate_dash_talk","3","","1021602","1021602239"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_026","21","","1021602","1021602240"
"5","0","10","0","0","1","ありがとう、ペコさん。\nえへへ……♪","11","1","1021602","1021602241"
"0","","","","","","","91","","1021602","1021602242"
"0","","","","","","0","22","","1021602","1021602243"
"7","","","","","","skate_4","37","","1021602","1021602244"
"se_10068900","","0","","","","se_obtent_10216_drama_skate5","23","","1021602","1021602245"
"1","","0","0","0.2","empty","peko_skate_out","3","0","1021602","1021602246"
"5","","0","0","0.2","empty","miho_skate_out","3","0","1021602","1021602247"
"2","","0","0","0.2","kokkoro_watch_miho_out_idle","kokkoro_watch_miho_out_in","3","1","1021602","1021602248"
"6","","0","0","0.2","maho_skate_dash_talk","maho_skate_dash_in","3","1","1021602","1021602249"
"11","","0","","0","","maho_skate_dash_in","3","","1021602","1021602250"
"2.7","","","","","","0","93","","1021602","1021602251"
"se_10068900","","0","","","","se_obtent_10216_drama_skate6","23","","1021602","1021602252"
"0.7","","","","","","0","93","","1021602","1021602253"
"-126","","1.2","","3","1.2","-41","121","3.8","1021602","1021602254"
"2.2","","","","","","0","93","","1021602","1021602255"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_027","21","","1021602","1021602256"
"6","0","10","0","0","1","コッコロも、\nもし怖ければ、\nわたしの手につかまるといい。","11","1","1021602","1021602257"
"0","","","","","","","91","","1021602","1021602258"
"6","","1","","0.2","","maho_skate_dash_idle","3","","1021602","1021602259"
"2","","0","0","0.2","kokkoro_wish_talk","kokkoro_wish_talk_in","3","1","1021602","1021602260"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_028","21","","1021602","1021602261"
"2","0","10","-15","0","1","さすがマホさま、堂々とした滑り。\nわたくし一応、慣れてはおりますが、\nでは、お言葉に甘えて……","11","1","1021602","1021602262"
"0","","","","","","","91","","1021602","1021602263"
"0","","","","","","0","22","","1021602","1021602264"
"6","","","","","","skate_5","37","","1021602","1021602265"
"se_10068900","","0","","","","se_obtent_10216_drama_skate7","23","","1021602","1021602266"
"7","","0","","0","","erika_skate_crash","3","","1021602","1021602267"
"11","","0","","0","","erika_skate_crash","3","","1021602","1021602268"
"3","","0","","0","","kyaru_skate_crash","3","","1021602","1021602269"
"12","","0","","0","","kyaru_skate_crash","3","","1021602","1021602270"
"6","","0","0","0.2","empty","maho_skate_out","3","0","1021602","1021602271"
"2","","0","0","0.2","empty","kokkoro_skate_out","3","0","1021602","1021602272"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_029","21","","1021602","1021602273"
"2","2","10","0","0","0","ふふ。すいーっ♪","11","0","1021602","1021602274"
"1.6","","","","","","0","93","","1021602","1021602275"
"126","","1.2","","3","1.2","-41","121","5","1021602","1021602276"
"3.6","","","","","","0","93","","1021602","1021602277"
"0","","1.2","","3","1.2","-41","121","2","1021602","1021602278"
"1021602269","","","","","","","91","","1021602","1021602279"
"0","","1.15","","0","1.15","0","121","0","1021602","1021602280"
"50","","0.5","","","","50","122","","1021602","1021602281"
"5","","","","","","1","32","","1021602","1021602282"
"7","","0","0","0.2","erika_scare_down_idle","erika_scare_down_in","3","1","1021602","1021602283"
"3","","0","0","0.2","kyaru_scare_down_idle","kyaru_scare_down_in","3","1","1021602","1021602284"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_030","21","","1021602","1021602285"
"10","","0","","0","","text_4_in","3","","1021602","1021602286"
"1.6","","","","","","0","93","","1021602","1021602287"
"10","","0","","0","","text_4_out","3","","1021602","1021602288"
"0.2","","","","","","0","93","","1021602","1021602289"
"7","","0","0","0.2","erika_angerJump_talk","erika_angerJump_in","3","1","1021602","1021602290"
"0.2","","","","","","0","93","","1021602","1021602291"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_031","21","","1021602","1021602292"
"10","","0","","0","","text_5_in","3","","1021602","1021602293"
"2.633","","","","","","1","93","","1021602","1021602294"
"10","","1","","0","","text_5_mid","3","","1021602","1021602295"
"","","","","","","","92","","1021602","1021602296"
"10","","0","","0","","text_5_out","3","","1021602","1021602297"
"0.2","","","","","","0","93","","1021602","1021602298"
"0","","","","","","0","22","","1021602","1021602299"
"7","","1","","0.2","","erika_angerJump_idle","3","","1021602","1021602300"
"3","","0","0","0.2","kyaru_angerJump_talk","kyaru_angerJump_in","3","1","1021602","1021602301"
"0.2","","","","","","0","93","","1021602","1021602302"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_032","21","","1021602","1021602303"
"10","","0","","0","","text_6_in","3","","1021602","1021602304"
"4.466","","","","","","1","93","","1021602","1021602305"
"10","","1","","0","","text_6_mid","3","","1021602","1021602306"
"","","","","","","","92","","1021602","1021602307"
"10","","0","","0","","text_6_out","3","","1021602","1021602308"
"0.2","","","","","","0","93","","1021602","1021602309"
"0","","","","","","0","22","","1021602","1021602310"
"se_10068900","","0","","","","se_obtent_10216_drama_anger","23","","1021602","1021602311"
"7","","0","0","0.2","erika_angerGP_loop","erika_angerGP_in","3","1","1021602","1021602312"
"11","","0","0","0","erika_angerGP_loop","erika_angerGP_in","3","1","1021602","1021602313"
"3","","0","0","0.2","kyaru_panic_loop","kyaru_panic_in","3","1","1021602","1021602314"
"12","","0","0","0","kyaru_panic_loop","kyaru_panic_in","3","1","1021602","1021602315"
"1","","","","","","0","93","","1021602","1021602316"
"4","","","","","","1","4","","1021602","1021602317"
"4","","0","0","0","shefy_skate_stop_loop","shefy_skate_stop_in","3","1","1021602","1021602318"
"0.6","","","","","","0","93","","1021602","1021602319"
"se_10068900","","0","","","","se_obtent_10216_drama_skate8","23","","1021602","1021602320"
"1.9","","","","","","0","93","","1021602","1021602321"
"4","","0","0","0.2","shefy_skate_laugh_talk","shefy_skate_laugh_in","3","1","1021602","1021602322"
"vo_adv_5216062","","0","","","0","vo_adv_5216062_033","21","","1021602","1021602323"
"4","0","10","0","20","1","ふふっ、あの二人、\nやっぱり仲よさそうね♪","11","1","1021602","1021602324"
"0","","","","","","","91","","1021602","1021602325"
"0","","","","","","0","22","","1021602","1021602326"
"4","","1","","0.2","","shefy_skate_laugh_idle","3","","1021602","1021602327"
"0","","","","","","0","22","","1021602","1021602328"
"0.3","","","","","","0","93","","1021602","1021602329"
"1","","","","","","fadeout","37","","1021602","1021602330"
"1","","","","","","0","93","","1021602","1021602331"
"1","idle_normal","50","0","1.75","203","1","5","-194","1021603","1021603001"
"2","idle_normal","51","0","1.75","54","2","5","-241","1021603","1021603002"
"3","idle_normal","52","1","1.75","363","3","5","-200","1021603","1021603003"
"4","idle_normal","53","1","1.75","520","4","5","-246","1021603","1021603004"
"5","idle_normal","50","0","1.75","-366","5","5","-203","1021603","1021603005"
"6","idle_normal","51","0","1.75","-226","6","5","-218","1021603","1021603006"
