847d1baabc72a1d6643691e8a83572f193b5433c6afa8c0ec7137c39d97108c4,f52362898b48628eb38b625de898fec0e28fc197c7d7ee960f1214fb2f0b0d5f,74e757f1514a4278e851df4917176e518375c1375c7e73802efacb41b6e065f1,d258b74fba357726ed10b57720619eafbacc9644c4dfc1c5456b5f6b73673b4c,f280be45ef6880481fb87e82241583146864f6cfec00c410d0e321f1bf88898a,663eb2dd517f98040a604e3a0c7d4d90bf254e59ac087dece8d30ddcb4ae8401,66c954a680e1dc97970461bec8a938640d4c0feea27d6195e103bd64a246f0c8,8dd78b166dfa8dd4df16cc02fc666ac7afada5e4ea5262f80139b76091635fde,d926c1cbf2ec0e8e55fd05fee626ab358e723e788e173458e2a058dfc9bd087e,a964f3bc3ca8dd42bdd3500881a56ed8f234c25c62d07761e11e490f41669f83,8ac05dbe241e146026bdb1e87ae997f39ae9cea5a48924ad2729fdf12c959ea8
"20_kasumi_doya_loop","3","20_kasumi_doya_in","0","0.1","0","","19220037","922","3","1"
"0","21","vo_fpc_22205","","","0","","19220038","922","vo_fpc",""
"1","11","恐ろしく精度の高い変装を行える人物が\nこのメルクリゾートに潜んでいる…","0","0","10","0.5","19220039","922","115711","0"
"","91","","","","","","19220040","922","0",""
"","93","0","","","","","19220041","922","0.5",""
"","3","20_kasumi_thinking","","0.2","1","","19220042","922","115711",""
"","3","20_kasumi_thinking","","0.2","1","","19220043","922","3",""
"0","21","vo_fpc_22206","","","0","","19220044","922","vo_fpc",""
"1","11","果たして、そんな人物が、\n実在するのであろうか…","0","0","10","0.5","19220045","922","115711","0"
"","91","","","","","","19220046","922","0",""
"","93","0","","","","","19220047","922","0.5",""
"","3","20_kasumi_walk","","0.2","1","","19220048","922","115711",""
"","3","20_kasumi_walk","","0.2","1","","19220049","922","3",""
"4.41176470588235","2","750","","","-15","","19220050","922","115711","0"
"4.41176470588235","2","750","","","-15","","19220051","922","3","0"
"","91","","","","","","19220052","922","0",""
"-750","1","115711","0","1.4875","22","20_kasumi_walk","19230001","923","1","-15"
"-750","5","3","0","1.4875","23","20_kasumi_walk","19230002","923","3","-15"
"","23","se_fpc_water_random","","","1","","19230003","923","se_10053800",""
"","91","","","","","","19230004","923","19230002",""
"4.41176470588235","2","0","","","-15","","19230005","923","115711","0"
"4.41176470588235","2","0","","","-15","","19230006","923","3","0"
"","91","","","","","","19230007","923","0",""
"","3","20_kasumi_talk","","0.3","1","","19230008","923","115711",""
"","3","20_kasumi_talk","","0.3","1","","19230009","923","3",""
"0","21","vo_fpc_22300","","","0","","19230010","923","vo_fpc",""
"1","11","名探偵カスミのメルクリゾート事件簿\n「プールサイドたい焼き事件」","0","0","10","0.5","19230011","923","115711","0"
"","91","","","","","","19230012","923","0",""
"","93","0","","","","","19230013","923","0.5",""
"20_kasumi_cool_surprise","3","20_kasumi_cool_in","0","0.2","0","","19230014","923","115711","1"
"20_kasumi_cool_loop","3","20_kasumi_cool_in","0","0.2","0","","19230015","923","3","1"
"0","21","vo_fpc_22301","","","0","","19230016","923","vo_fpc",""
"1","11","ここメルクリゾートではプールサイドで\nたい焼きを売る怪人の噂がある。","0","0","10","0.5","19230017","923","115711","0"
"","91","","","","","","19230018","923","0",""
"","93","0","","","","","19230019","923","0.5",""
"0","21","vo_fpc_22302","","","0","","19230020","923","vo_fpc",""
"1","11","フードコートで売っているのであれば\n何ら違和感はないけれど。","0","0","10","0.5","19230021","923","115711","0"
"","91","","","","","","19230022","923","0",""
"","93","0","","","","","19230023","923","0.5",""
"","3","20_kasumi_cool_sad","","0.2","1","","19230024","923","115711",""
"","3","20_kasumi_cool_loop","","0.2","1","","19230025","923","3",""
"0","21","vo_fpc_22303","","","0","","19230026","923","vo_fpc",""
"1","11","…濡れやすいプールエリアで売る\nなんて常人の思考では考えられない。","0","0","10","0.5","19230027","923","115711","0"
"","91","","","","","","19230028","923","0",""
"","93","0","","","","","19230029","923","0.5",""
"","3","20_kasumi_cool_anger","","0.2","1","","19230030","923","115711",""
"","3","20_kasumi_cool_loop","","0.2","1","","19230031","923","3",""
"0","21","vo_fpc_22304","","","0","","19230032","923","vo_fpc",""
"1","11","しかもたい焼きの中身は虹色で、\n極上の味だというじゃないか。","0","0","10","0.5","19230033","923","115711","0"
"","91","","","","","","19230034","923","0",""
"","93","0","","","","","19230035","923","0.5",""
"","3","20_kasumi_doya_normal2","","0.2","1","","19230036","923","115711",""
"","3","20_kasumi_doya_normal2","","0.2","1","","19230037","923","3",""
"0","21","vo_fpc_22305","","","0","","19230038","923","vo_fpc",""
"1","11","幻のたい焼き売りの姿を見ると\n幸せになれるだなんて話も聞いたよ。","0","0","10","0.5","19230039","923","115711","0"
"","91","","","","","","19230040","923","0",""
"","93","0","","","","","19230041","923","0.5",""
"20_kasumi_approach_loop","3","20_kasumi_approach_in","0","0.3","0","","19230042","923","115711","1"
"20_kasumi_approach_loop","3","20_kasumi_approach_in","0","0.3","0","","19230043","923","3","1"
"0","21","vo_fpc_22306","","","0","","19230044","923","vo_fpc",""
"1","11","プールサイドで\nたい焼きを売る怪人、か。","0","0","10","0.5","19230045","923","115711","0"
"","91","","","","","","19230046","923","0",""
"","93","0","","","","","19230047","923","0.5",""
"","3","20_kasumi_thinking","","0.2","1","","19230048","923","115711",""
"","3","20_kasumi_thinking","","0.2","1","","19230049","923","3",""
"0","21","vo_fpc_22307","","","0","","19230050","923","vo_fpc",""
"1","11","果たして、そんな人物が、\n実在するのであろうか…","0","0","10","0.5","19230051","923","115711","0"
"","91","","","","","","19230052","923","0",""
"","93","0","","","","","19230053","923","0.5",""
"","3","20_kasumi_walk","","0.2","1","","19230054","923","115711",""
"","3","20_kasumi_walk","","0.2","1","","19230055","923","3",""
"4.41176470588235","2","750","","","-15","","19230056","923","115711","0"
"4.41176470588235","2","750","","","-15","","19230057","923","3","0"
"","91","","","","","","19230058","923","0",""
"-910","1","107511","0","1.75","23","41_pekorine_swim_loop","19410001","941","1","-180"
"-800","1","107611","0","1.75","22","cmn_float","19410002","941","1","-180"
"-1000","5","22","0","1.75","22","41_kyaru_floatRing","19410003","941","22","-180"
"-180","31","1075111","","1","-890","","19410004","941","1","1"
"-180","31","1075114","","0","0","","19410005","941","14","1"
"-180","31","107611","","1","-800","","19410006","941","4","1"
"-180","31","22","","1","-830","","19410007","941","126","1"
"-180","31","105","","0","140","","19410008","941","105","1"
"40","31","108","","0","320","","19410009","941","108","1"
"-110","31","1001","","0","-160","","19410010","941","1001","1"
"","23","se_fpc_water_random","","1","1","","19410011","941","se_10053800",""
"","91","0","","","","","19410012","941","19410010",""
"5","2","-150","","","-180","","19410013","941","22","12"
"5","33","-10","","","-180","","19410014","941","22","12"
"","91","","","","","","19410015","941","0",""
"0","21","vo_fpc_30101","","","","","19410016","941","vo_fpc",""
"1","11","は～…たまにはこうやって\nのんびりするのも悪くないわね～","0","0","6","1","19410017","941","22","0"
"","91","0","","","","","19410018","941","0",""
"4.52941176470588","2","0","","","-180","","19410019","941","107511","0"
"4.52941176470588","33","0","","","-180","","19410020","941","1075111","0"
"4.52941176470588","2","0","","","-180","","19410021","941","22","12"
"4.52941176470588","33","140","","","-180","","19410022","941","22","12"
"","93","0","","","","","19410023","941","1.5",""
"0","21","vo_fpc_30102","","","","","19410024","941","vo_fpc",""
"1","11","キャールーちゃーん！\nえいっ！","0","0","6","1","19410025","941","107511","0"
"","91","","","","","","19410026","941","19410019",""
"","32","0","","","","","19410027","941","1075111",""
"","32","1","","","","","19410028","941","1075114",""
"41_pekorine_hug_loop","3","41_pekorine_hug","0.1","0.1","0","","19410029","941","107511","1"
"41_kyaru_surprise_loop","3","41_kyaru_surprise","0.1","0.1","0","","19410030","941","22","1"
"","93","0","","","","","19410031","941","0.6",""
"","32","1","","","","","19410032","941","105",""
"","93","0","","","","","19410033","941","0.6",""
"","32","0","","","","","19410034","941","105",""
"","91","","","","","","19410035","941","19410025",""
"2.94117647058824","2","-300","","","-180","","19410036","941","107611","12"
"2.94117647058824","33","-300","","","-180","","19410037","941","107611","12"
"0","21","vo_fpc_30103","","","","","19410038","941","vo_fpc",""
"1","11","ちょっ！　コラッ！\nいきなり抱き付いてくんなアホリーヌ！\nこの浮き輪は定員一名なのよ！","0","0","9","1","19410039","941","22","0"
"","91","0","","","","","19410040","941","0",""
"","91","","","","","","19410041","941","19410036",""
"","32","1","","","","","19410042","941","105",""
"","3","41_pekorine_shake","","0.1","1","","19410043","941","107511",""
"","3","41_kyaru_shake","","0.1","1","","19410044","941","22",""
"0","21","vo_fpc_30104","","","","","19410045","941","vo_fpc",""
"","3","41_kokkoro_float_loop","","0.1","1","","19410046","941","107611",""
"1","11","ふふっ、お二人とも\nすっかりはしゃいで…\n楽しそうでございますね。","0","0","8","1","19410047","941","107611","0"
"","91","0","","","","","19410048","941","0",""
"0","21","vo_fpc_30105","","","","","19410049","941","vo_fpc",""
"1","11","あ、ダメ…\nもう、げん…かい…","0","0","10","1","19410050","941","22","0"
"","91","0","","","","","19410051","941","0",""
"","3","41_kyaru_drown","","0.2","0","","19410052","941","22",""
"","3","41_pekorine_shake","","0.2","1","","19410053","941","107511",""
"","93","0","","","","","19410054","941","0.2",""
"","23","se_10053800_941_bishokuden","","1","0","","19410055","941","se_10053800",""
"","93","0","","","","","19410056","941","0.8",""
"41_kokkoro_surprise_loop","3","41_kokkoro_surprise","0.1","0.1","0","","19410057","941","107611","1"
"","93","0","","","","","19410058","941","0.5",""
"","32","1","","","","","19410059","941","108",""
"","93","0","","","","","19410060","941","2.5",""
"","3","41_kyaru_drown_loop","0.1","0.1","1","","19410061","941","22",""
"41_pekorine_notice_loop","3","41_pekorine_notice","0.1","0.1","0","","19410062","941","107511","1"
"","32","0","","","","","19410063","941","105",""
"","32","0","","","","","19410064","941","22",""
"0","21","vo_fpc_30106","","","","","19410065","941","vo_fpc",""
"1","11","あれ？\nキャルちゃん？\nどこかにいっちゃいました？","0","0","11","1","19410066","941","107511","0"
"","91","0","","","","","19410067","941","0",""
"0","21","vo_fpc_30107","","","","","19410068","941","vo_fpc",""
"1","11","い、いけません…\n風の精霊よ！\nいますぐキャルさまに\n空気の衣を！","0","0","10","1","19410069","941","107611","0"
"","93","0","","","","","19410070","941","2.1",""
"41_kokkoro_action_loop","3","41_kokkoro_action","0.1","0.1","0","","19410071","941","107611","1"
"","32","1","","","","","19410072","941","1001",""
"cmn_swm_flutterKick_floatRing","3","41_pekorine_flutterKick_floatRing_in","0.1","0","0","","19410073","941","107511","1"
"","3","41_kyaru_flutterKick_floatRing","","0.1","1","","19410074","941","22",""
"4.52488687782805","2","1000","","","-180","","19410075","941","107511","0"
"","32","1","","","","","19410076","941","1075111",""
"","32","0","","","","","19410077","941","1075114",""
"4.52488687782805","33","1000","","","-180","","19410078","941","1075111","0"
"4.52488687782805","2","1000","","","-180","","19410079","941","22","0"
"5.88235294117647","2","1000","","","-180","","19410080","941","107611","0"
"5.88235294117647","33","1000","","","-180","","19410081","941","107611","0"
"5.88235294117647","33","1140","","","-110","","19410082","941","1001","0"
"","91","","","","","","19410083","941","19410081",""
"-1060","1","113211","0","1.75","33","42_anna_idle","19420001","942","1","-250"
"-920","1","127111","0","1.75","33","42_shinobu_idle","19420002","942","1","-250"
"-1000","5","2","0","1.75","32","42_boat_idle","19420003","942","2","-250"
"0","31","107","","0","0","","19420004","942","107","1"
"-250","31","106","","1","-1000","","19420005","942","106","1"
"","13","47","","","","","19420006","942","113211",""
"","13","47","","","","","19420007","942","127111",""
"","23","se_fpc_water_random","","1","1","","19420008","942","se_10053800",""
"","91","0","","","","","19420009","942","19420007",""
"5.88235294117647","2","-60","","","-250","","19420010","942","113211","12"
"5.88235294117647","2","80","","","-250","","19420011","942","127111","12"
"5.88235294117647","2","0","","","-250","","19420012","942","2","12"
"5.88235294117647","33","0","","","-250","","19420013","942","106","12"
"","91","","","","","","19420014","942","",""
"","3","42_anna_doyatalk","","0.2","1","","19420015","942","113211",""
"","3","42_shinobu_idle","","0.2","1","","19420016","942","127111",""
"","3","42_boat_idle","","0.2","1","","19420017","942","2",""
"0","21","vo_fpc_30201","","","","","19420018","942","vo_fpc",""
"1","11","はーっはっはっは！\nこうして水の上をたゆたっていると\nあの冒険を思い出すな！","0","0","6","1","19420019","942","113211","0"
"","91","0","","","","","19420020","942","0",""
"","3","42_anna_doyatalk","","0.2","1","","19420021","942","113211",""
"42_shinobu_talk","3","42_shinobu_idle2talk","0.1","0.2","0","","19420022","942","127111","1"
"","3","42_boat_idle","","0.2","1","","19420023","942","2",""
"0","21","vo_fpc_30202","","","","","19420024","942","vo_fpc",""
"1","11","ええ、とても楽しい冒険でしたね。\nあの衣装は今でも\n大切に保管していますよ。","0","0","7","1","19420025","942","127111","0"
"","91","0","","","","","19420026","942","0",""
"42_shinobu_idle","3","42_shinobu_talk2idle","0.1","0.2","0","","19420027","942","127111","1"
"42_anna_idle","3","42_anna_doya2idle","0.1","0.2","0","","19420028","942","113211","1"
"","3","42_boat_idle","","0.2","1","","19420029","942","2",""
"0","21","vo_fpc_30203","","","","","19420030","942","vo_fpc",""
"1","11","あれからどうだ？\nなにか面白い事件や冒険があったなら\nぜひ聞かせてくれ！","0","0","7","0.5","19420031","942","113211","0"
"","91","0","","","","","19420032","942","0",""
"0","21","vo_fpc_30204","","","","","19420033","942","vo_fpc",""
"1","11","（冥風戦記のいいネタに\nなるかもしれないからな！）","0","0","10","1","19420034","942","113211","0"
"","91","0","","","","","19420035","942","0",""
"","3","42_anna_idle","","0.2","1","","19420036","942","113211",""
"42_shinobu_talk","3","42_shinobu_idle2talk","0.1","0.2","0","","19420037","942","127111","1"
"","3","42_boat_idle","","0.2","1","","19420038","942","2",""
"0","21","vo_fpc_30205","","","","","19420039","942","vo_fpc",""
"1","11","はい。ありましたよ。\nリゾートビーチで巻き起こる\n様々な霊障…","0","0","6","0.5","19420040","942","127111","0"
"","91","0","","","","","19420041","942","0",""
"","3","42_anna_idle","","0.2","1","","19420042","942","113211",""
"42_shinobu_horror","3","42_shinobu_talk2horror","0.1","0.2","0","","19420043","942","127111","1"
"","3","42_boat_idle","","0.2","1","","19420044","942","2",""
"","32","1","","","","","19420045","942","107",""
"0","21","vo_fpc_30206","","","","","19420046","942","vo_fpc",""
"1","11","その裏には生者と死者の欲望が\n混ざり合ったどろどろとした真実が…","0","0","5","1","19420047","942","127111","0"
"","93","0","","","","","19420048","942","6.5",""
"","93","0","","","","","19420049","942","1.5",""
"","91","0","","","","","19420050","942","19420047",""
"","3","42_shinobu_horror","","0.1","1","","19420051","942","127111",""
"","3","42_anna_scared","","0.1","1","","19420052","942","113211",""
"","3","42_boat_idle","","0.1","1","","19420053","942","2",""
"0","21","vo_fpc_30207","","","","","19420054","942","vo_fpc",""
"1","11","ちょっ！　待ってくれ！\nそれ大丈夫なヤツ？\nなあ、シノブ…シノブってばあ！","0","0","6","1.5","19420055","942","113211","0"
"","93","0","","","","","19420056","942","9.13333333333333",""
"","93","0","","","","","19420057","942","1.5",""
"","91","0","","","","","19420058","942","19420055",""
"4.52488687782805","2","940","","","-250","","19420059","942","113211",""
"4.52488687782805","2","1080","","","-250","","19420060","942","127111",""
"4.52488687782805","2","1000","","","-250","","19420061","942","2",""
"4.52488687782805","33","1000","","","-250","","19420062","942","106",""
"","91","","","","","","19420063","942","0",""
"-850","1","122511","0","1.75","23","cmn_float","19430001","943","1","-180"
"-800","1","117411","0","1.75","13","43_tsumugi_deredere","19430002","943","1","-125"
"-1675","5","11","0","1.75","12","cmn_float_item_09_Ball","19430003","943","1","-125"
"-850","5","12","0","1.75","32","cmn_floatRing_pink","19430004","943","1","-250"
"-2500","5","13","0","1.75","32","cmn_floatRing_blue","19430005","943","1","-250"
"-180","31","1225114","","1","-850","","19430006","943","8","1"
"-125","31","1174114","","1","-800","","19430007","943","5","1"
"-125","31","411","","1","-1675","","19430008","943","5","1"
"-250","31","412","","1","-850","","19430009","943","4","1"
"-250","31","413","","1","-2500","","19430010","943","4","1"
"-125","31","1101","","0","-350","","19430011","943","110","1"
"","23","se_fpc_water_random","","1","1","","19430012","943","se_10053800",""
"","91","","","","","","19430013","943","19430011",""
"24.2647058823529","2","2450","","","-250","","19430014","943","12",""
"24.2647058823529","33","2450","","","-250","","19430015","943","412",""
"24.2647058823529","2","1625","","","-125","","19430016","943","11",""
"24.2647058823529","33","1625","","","-125","","19430017","943","411",""
"24.2647058823529","2","800","","","-250","","19430018","943","13",""
"24.2647058823529","33","800","","","-250","","19430019","943","413",""
"","93","0","","","","","19430020","943","2",""
"6.25","2","0","","","-180","","19430021","943","122511","12"
"6.25","33","0","","","-180","","19430022","943","1225114","12"
"","91","","","","","","19430023","943","19430021",""
"0","21","vo_fpc_30301","","","","","19430024","943","vo_fpc",""
"1","11","ずいぶんと色々なものが流れているね。\nここがプールでないなら、\n魚が潜んでいそうだけど…","0","0","7","1","19430025","943","122511","0"
"","91","","","","","","19430026","943","0",""
"6.92307692307692","2","-350","","","-125","","19430027","943","117411","12"
"6.92307692307692","33","-350","","","-125","","19430028","943","1174114","12"
"0","21","vo_fpc_30302","","","","","19430029","943","vo_fpc",""
"1","11","そうだ、この流れに身を任せることで\n渓流の魚たちの気持ちを学べば、\n次の釣りに活かせるかもしれないな。","0","0","6","1","19430030","943","122511","0"
"","91","","","","","","19430031","943","0",""
"","91","","","","","","19430032","943","19430028",""
"0","21","vo_fpc_30303","","","","","19430033","943","vo_fpc",""
"1","11","はぁ、レイ様…♡\n流れる姿も麗しいですね。\nずっと見ていられるぅ…","0","0","7","1","19430034","943","117411","0"
"","91","","","","","","19430035","943","0",""
"43_rei_notice_loop","3","43_rei_notice_in","0.1","0.1","0","","19430036","943","122511","1"
"0","21","vo_fpc_30304","","","","","19430037","943","vo_fpc",""
"1","11","むっ…なんだ？\nこの獲物を狙う猛禽のような殺気は？\n誰かいるのか？","0","0","5","0.5","19430038","943","122511","0"
"","91","","","","","","19430039","943","0",""
"","32","1","","","","","19430040","943","1101",""
"","32","0","","","","","19430041","943","1174114",""
"43_rei_aseri","3","43_rei_turn","0.1","0.1","0","","19430042","943","122511","1"
"","3","43_tsumugi_hide","","0.1","0","","19430043","943","117411",""
"","93","0","","","","","19430044","943","3",""
"43_tsumugi_deredere","3","43_tsumugi_appear","0.1","0.1","0","","19430045","943","117411","1"
"","93","0","","","","","19430046","943","1",""
"","32","0","","","","","19430047","943","1101",""
"","32","1","","","","","19430048","943","1174114",""
"0","21","vo_fpc_30305","","","","","19430049","943","vo_fpc",""
"1","11","誰もいなかったな…\nいや…そこ！","0","0","6","0.5","19430050","943","122511","0"
"","91","","","","","","19430051","943","0",""
"","32","1","","","","","19430052","943","1101",""
"","32","0","","","","","19430053","943","1174114",""
"43_rei_aseri_2","3","43_rei_turn","0.1","0.1","0","","19430054","943","122511","1"
"","3","43_tsumugi_hide","","0.1","0","","19430055","943","117411",""
"","93","0","","","","","19430056","943","3",""
"43_tsumugi_deredere","3","43_tsumugi_appear","0.1","0.1","0","","19430057","943","117411","1"
"","93","0","","","","","19430058","943","1",""
"","32","0","","","","","19430059","943","1101",""
"","32","1","","","","","19430060","943","1174114",""
"0","21","vo_fpc_30306","","","","","19430061","943","vo_fpc",""
"1","11","やはり誰もいないか。\nだがこの悪寒はなんだ…？\nくっ、まるで狙われる魚の気持ちだよ。","0","0","5","1","19430062","943","122511","0"
"","91","","","","","","19430063","943","0",""
"3.84615384615385","2","850","","","-180","","19430064","943","122511",""
"3.84615384615385","33","850","","","-180","","19430065","943","1225114",""
"2.57352941176471","2","0","","","-125","","19430066","943","117411","12"
"2.57352941176471","33","0","","","-125","","19430067","943","1174114","12"
"","91","","","","","","19430068","943","0",""
"0","21","vo_fpc_30307","","","","","19430069","943","vo_fpc",""
"1","11","ああ、レイ様の凛々しいお姿を\nこんな近くで見られるなんて\n眼福です～","0","0","6","1","19430070","943","117411","0"
"","91","","","","","","19430071","943","0",""
"3.84615384615385","2","850","","","-125","","19430072","943","117411",""
"3.84615384615385","33","850","","","-125","","19430073","943","1174114",""
"","91","","","","","","19430074","943","0",""
"800","1","107911","0","1.4875","12","44_tamaki_in","19440001","944","1","-15"
"800","5","3","0","1.4875","13","44_tamaki_in","19440002","944","3","-15"
"-1000","1","126811","0","1.75","33","44_yukari_idle","19440003","944","1","-250"
"-1000","5","2","0","1.75","32","cmn_boat_idle","19440004","944","2","-250"
"-800","1","108011","0","1.4875","12","44_mifuyu_run","19440005","944","1","-15"
"-250","31","126811","","1","-1000","","19440006","944","101","1"
"140","31","1004","","0","-560","","19440007","944","1004","1"
"","23","se_fpc_water_random","","1","1","","19440008","944","se_10053800",""
"","91","0","","","","","19440009","944","19440007",""
"2.26244343891403","2","300","","","-15","","19440010","944","107911",""
"2.26244343891403","2","300","","","-15","","19440011","944","3",""
"","91","","","","","","19440012","944","",""
"44_tamaki_sale_loop","3","44_tamaki_sale","0.1","0.1","","","19440013","944","107911","1"
"44_tamaki_sale_loop","3","44_tamaki_sale","0.1","0.1","","","19440014","944","3","1"
"0","21","vo_fpc_30401","","","","","19440015","944","vo_fpc",""
"1","11","たい焼き～、たい焼き～\nおいしいたい焼き屋さんにゃ～","0","0","6","1","19440016","944","107911","0"
"","91","","","","","","19440017","944","0",""
"5.29411764705882","2","-100","","","-250","","19440018","944","126811","12"
"5.29411764705882","2","-100","","","-250","","19440019","944","2","12"
"5.29411764705882","33","-100","","","-250","","19440020","944","126811","12"
"","91","","","","","","19440021","944","",""
"44_tamaki_present_loop","3","44_tamaki_present","0.1","0.1","0","","19440022","944","107911","1"
"44_tamaki_present_loop","3","44_tamaki_present","0.1","0.1","0","","19440023","944","3","1"
"0","21","vo_fpc_30402","","","","","19440024","944","vo_fpc",""
"1","11","はい、そこの流れてくるおねーさん\nたい焼きいかがかにゃ？","0","0","8","1","19440025","944","107911","0"
"","91","","","","","","19440026","944","0",""
"44_yukari_notice_loop","3","44_yukari_notice","0.1","0.2","0","","19440027","944","126811","1"
"","3","cmn_boat_idle","","0.2","1","","19440028","944","2",""
"0","21","vo_fpc_30403","","","","","19440029","944","vo_fpc",""
"1","11","あら、タマキさんじゃない。\nこんなところで何やってるの？","0","0","10","1","19440030","944","126811","0"
"","91","","","","","","19440031","944","0",""
"0","21","vo_fpc_30404","","","","","19440032","944","vo_fpc",""
"1","11","なんだ、ユカリだったかにゃ。\n何ってもちろん商売にゃ！","0","0","10","1","19440033","944","107911","0"
"","91","","","","","","19440034","944","0",""
"44_tamaki_sale_loop","3","44_tamaki_present2sale","0.1","0.1","0","","19440035","944","107911","1"
"44_tamaki_sale_loop","3","44_tamaki_present2sale","0.1","0.1","0","","19440036","944","3","1"
"0","21","vo_fpc_30405","","","","","19440037","944","vo_fpc",""
"1","11","こんなに人がいっぱいいる商機、\n見逃すわけにはいかないにゃ！","0","0","10","1","19440038","944","107911","0"
"","91","","","","","","19440039","944","0",""
"44_yukari_worry_loop","3","44_yukari_worry","0.1","0.2","0","","19440040","944","126811","1"
"","3","cmn_boat_idle","","0.2","1","","19440041","944","2",""
"0","21","vo_fpc_30406","","","","","19440042","944","vo_fpc",""
"1","11","それ、アキノさんの許可とってるの？\nもし無許可だったら怒られるわよ？","0","0","7","1","19440043","944","126811","0"
"","91","","","","","","19440044","944","0",""
"0","21","vo_fpc_30407","","","","","19440045","944","vo_fpc",""
"1","11","大丈夫にゃ。バレないように…\nってやばいにゃ！　見回りだにゃ！","0","0","8","0.5","19440046","944","107911","0"
"","91","","","","","","19440047","944","0",""
"","32","1","","","","","19440048","944","1004",""
"","93","0","","","","","19440049","944","1",""
"44_tamaki_run","3","44_tamaki_surprise","0.1","0.1","0","","19440050","944","107911","1"
"44_tamaki_run","3","44_tamaki_surprise","0.1","0.1","0","","19440051","944","3","1"
"44_tamaki_run","3","44_tamaki_surprise","0.1","0.1","0","","19440052","944","3","1"
"0","21","vo_fpc_30408","","","","","19440053","944","vo_fpc",""
"1","11","ズラかるにゃー！","0","0","10","1","19440054","944","107911","0"
"","93","0","","","","","19440055","944","0.8",""
"1.74034110685694","2","800","","","-15","","19440056","944","107911",""
"1.74034110685694","2","800","","","-15","","19440057","944","3",""
"4.82654600301659","2","800","","","-15","","19440058","944","108011",""
"4.82654600301659","33","800","","","-15","","19440059","944","1004",""
"","93","0","","","","","19440060","944","0.8",""
"0","21","vo_fpc_30409","","","","","19440061","944","vo_fpc",""
"1","11","無許可営業は取り締まり対象よ！\n待ちなさい！","0","0","15","0.5","19440062","944","108011","0"
"","91","","","","","","19440063","944","19440058",""
"0","21","vo_fpc_30410","","","","","19440064","944","vo_fpc",""
"1","11","ちょ、タマキさん？\nやっぱり無許可だったんじゃない。\n…なんだかお腹減ったわね。\nたい焼きもらっておけばよかったわ。","0","0","7","1.5","19440065","944","126811","0"
"","93","1","","","","","19440066","944","11.6571428571429",""
"44_yukari_smile_loop","3","44_yukari_smile","0.1","0.2","0","","19440067","944","126811","1"
"","3","cmn_boat_idle","","0.2","1","","19440068","944","2",""
"","93","0","","","","","19440069","944","1.5",""
"","91","","","","","","19440070","944","19440065",""
"4.97737556561086","2","1000","","","-250","","19440071","944","126811",""
"4.97737556561086","2","1000","","","-250","","19440072","944","2",""
"4.97737556561086","33","1000","","","-250","","19440073","944","126811",""
"","91","","","","","","19440074","944","0",""
"-1150","1","122611","0","1.75","23","45_yui_cmn_swm_tread","19450001","945","1","-180"
"-800","1","110411","0","1.75","12","45_makoto_idle","19450002","945","1","-125"
"-250","5","23","0","1.75","32","empty","19450003","945","23","-180"
"-1150","5","1","0","1.75","22","cmn_swm_tread_pink","19450004","945","1","-180"
"-180","31","1226113","","1","-1150","","19450005","945","3","1"
"-125","31","1104111","","1","-770","","19450006","945","4","1"
"-125","31","117","","0","150","","19450007","945","117","1"
"-180","31","111","","0","-250","","19450008","945","111","1"
"","23","se_fpc_water_random","","1","1","","19450009","945","se_10053800",""
"","91","0","","","","","19450010","945","19450008",""
"5.58823529411765","2","150","","","-125","","19450011","945","110411","12"
"5.58823529411765","33","180","","","-125","","19450012","945","1104111","12"
"5.58823529411765","2","-200","","","-180","","19450013","945","122611","12"
"5.58823529411765","2","-200","","","-180","","19450014","945","1","12"
"5.58823529411765","33","-200","","","-180","","19450015","945","1226113","12"
"","91","","","","","","19450016","945","19450015",""
"","3","45_yui_idle","","0.1","1","","19450017","945","122611",""
"","3","45_yui_idle","","0.1","1","","19450018","945","1",""
"","3","45_makoto_talk","","0.1","1","","19450019","945","110411",""
"0","21","vo_fpc_30501","","","","","19450020","945","vo_fpc",""
"1","11","どうしたんだ、ユイ？\nあいつのために\nわざわざ弁当作ってきたんだろ？\nとっとと誘えばいいじゃないか。","0","0","10","1","19450021","945","110411","0"
"","91","","","","","","19450022","945","0",""
"0","21","vo_fpc_30502","","","","","19450023","945","vo_fpc",""
"1","11","買い出しまで手伝ってもらったのに\nごめんね。でも、お弁当の中身、\nちょっと張り切りすぎちゃって…","0","0","7","1","19450024","945","122611","0"
"","91","","","","","","19450025","945","0",""
"0","21","vo_fpc_30503","","","","","19450026","945","vo_fpc",""
"1","11","なんだよ、張り切りすぎちゃったって。\n用意してた材料は普通だったろ？\nん？　そういやあピンクの桜でんぶ\n買ってたよな。まさか…","0","0","7","1","19450027","945","110411","0"
"","91","","","","","","19450028","945","0",""
"45_makoto_talk_surprise_loop","3","45_makoto_talk_surprise","0.1","0.1","0","","19450029","945","110411","1"
"45_yui_shy_loop","3","45_yui_shy_in","0.1","0.1","0","","19450030","945","122611","1"
"45_yui_shy_loop","3","45_yui_shy_in","0.1","0.1","0","","19450031","945","1","1"
"0","21","vo_fpc_30504","","","","","19450032","945","vo_fpc",""
