d505e7e3161e44135d397d0ec78bee28336a79c5eeb1f97a92236bb44bd407c9,3554f261260f65e4aa2b6cae3ed676529d967bb114e22a5bd1c7abf43eda70ec,bb19a44146a66dbf9f63f48337e01ba9afd3eb8152693d35f1788d0257b454a4,b5bb7dd1348534b377e17754fc7ed553842ff8df7a77c0980c41b083b0e89cf3,5a14f8d75fb1045f586281ac9801e18a3b03e713f54da20668d7e6a8effacd03,9b58b0073117ce6bc75be549ba7d15a654dd8b5373e23ad3f635643db62548b7,795ba3d6884e40c3adf9fc5f66b0a9f2be304e0e994473d0cd9c0822cbf6a36e,458c75ed0da358e08a730c3959dd2e9b1fd6f3450d11cd818b7086fce692cf76,eb792ff1c44ce4cffe711962faa0dbe3e9c47fc5d5ca20b726f1a448dc52b363
"10220007","42","2","11003001","239","2030/12/31 23:59:59","220","2020/11/16 5:00:00","20002"
"10220008","10","8","11003001","239","2030/12/31 23:59:59","220","2020/11/16 5:00:00","91002"
"10220009","30","5","13002001","239","2030/12/31 23:59:59","220","2020/11/16 5:00:00","0"
"10220010","30","5","18004001","239","2030/12/31 23:59:59","220","2020/11/16 5:00:00","0"
"10220011","40","5","16006001","239","2024/02/14 23:59:59","220","2020/11/16 5:00:00","0"
"10220012","35","5","16007001","239","2024/02/14 23:59:59","220","2020/11/16 5:00:00","0"
"10220013","3","2","16007001","239","2024/02/14 23:59:59","220","2020/11/16 5:00:00","22001"
"10220014","45","5","11004001","239","2030/12/31 23:59:59","220","2020/11/16 5:00:00","0"
"10220015","42","2","11004001","239","2030/12/31 23:59:59","220","2020/11/16 5:00:00","20002"
"10220016","500","2","11004001","239","2030/12/31 23:59:59","220","2020/11/16 5:00:00","90007"
"10220017","55","5","11005001","239","2030/12/31 23:59:59","220","2020/11/16 5:00:00","0"
"10220018","130000","12","11005001","239","2030/12/31 23:59:59","220","2020/11/16 5:00:00","94002"
"10220019","500","2","11005001","239","2030/12/31 23:59:59","220","2020/11/16 5:00:00","90007"
"10220024","55","5","14001001","239","2030/12/31 23:59:59","220","2020/11/16 5:00:00","0"
"10220025","300000","12","14001001","239","2030/12/31 23:59:59","220","2020/11/16 5:00:00","94002"
"10220026","12","2","14001001","239","2030/12/31 23:59:59","220","2020/11/16 5:00:00","20003"
"10220027","70","5","14003001","239","2030/12/31 23:59:59","220","2020/11/16 5:00:00","0"
"10220028","510000","12","14003001","239","2030/12/31 23:59:59","220","2020/11/16 5:00:00","94002"
"10220029","4","2","14003001","239","2030/12/31 23:59:59","220","2020/11/16 5:00:00","22002"
"10220114","30","5","11101001","239","2030/12/31 23:59:59","220","2020/11/16 5:00:00","0"
"10220115","12","2","11101001","239","2030/12/31 23:59:59","220","2020/11/16 5:00:00","20003"
"10220121","45","5","11001002","239","2030/12/31 23:59:59","220","2020/11/16 5:00:00","0"
"10220122","120000","12","11001002","239","2030/12/31 23:59:59","220","2020/11/16 5:00:00","94002"
"10220123","6","2","11001002","239","2030/12/31 23:59:59","220","2020/11/16 5:00:00","23001"
"10240003","45","5","11001001","259","2030/12/31 23:59:59","240","2020/11/16 5:00:00","0"
"10240004","130000","12","11001001","259","2030/12/31 23:59:59","240","2020/11/16 5:00:00","94002"
"10240005","10","8","11001001","259","2030/12/31 23:59:59","240","2020/11/16 5:00:00","91002"
"10240006","60","5","11003001","259","2030/12/31 23:59:59","240","2020/11/16 5:00:00","0"
"10240007","46","2","11003001","259","2030/12/31 23:59:59","240","2020/11/16 5:00:00","20002"
"10240008","10","8","11003001","259","2030/12/31 23:59:59","240","2020/11/16 5:00:00","91002"
"10240009","30","5","13002001","259","2030/12/31 23:59:59","240","2020/11/16 5:00:00","0"
"10240010","30","5","18004001","259","2030/12/31 23:59:59","240","2020/11/16 5:00:00","0"
"10240011","40","5","16006001","259","2024/02/14 23:59:59","240","2020/11/16 5:00:00","0"
"10240012","35","5","16007001","259","2024/02/14 23:59:59","240","2020/11/16 5:00:00","0"
"10240013","3","2","16007001","259","2024/02/14 23:59:59","240","2020/11/16 5:00:00","22001"
"10240014","45","5","11004001","259","2030/12/31 23:59:59","240","2020/11/16 5:00:00","0"
"10240015","46","2","11004001","259","2030/12/31 23:59:59","240","2020/11/16 5:00:00","20002"
"10240016","500","2","11004001","259","2030/12/31 23:59:59","240","2020/11/16 5:00:00","90007"
"10240017","55","5","11005001","259","2030/12/31 23:59:59","240","2020/11/16 5:00:00","0"
"10240018","140000","12","11005001","259","2030/12/31 23:59:59","240","2020/11/16 5:00:00","94002"
"10240019","500","2","11005001","259","2030/12/31 23:59:59","240","2020/11/16 5:00:00","90007"
"10240024","55","5","14001001","259","2030/12/31 23:59:59","240","2020/11/16 5:00:00","0"
"10240025","320000","12","14001001","259","2030/12/31 23:59:59","240","2020/11/16 5:00:00","94002"
"10240026","13","2","14001001","259","2030/12/31 23:59:59","240","2020/11/16 5:00:00","20003"
"10240027","70","5","14003001","259","2030/12/31 23:59:59","240","2020/11/16 5:00:00","0"
"10240028","540000","12","14003001","259","2030/12/31 23:59:59","240","2020/11/16 5:00:00","94002"
"10240029","4","2","14003001","259","2030/12/31 23:59:59","240","2020/11/16 5:00:00","22002"
"10240114","30","5","11101001","259","2030/12/31 23:59:59","240","2020/11/16 5:00:00","0"
"10240115","13","2","11101001","259","2030/12/31 23:59:59","240","2020/11/16 5:00:00","20003"
"10240121","45","5","11001002","259","2030/12/31 23:59:59","240","2020/11/16 5:00:00","0"
"10240122","130000","12","11001002","259","2030/12/31 23:59:59","240","2020/11/16 5:00:00","94002"
"10240123","6","2","11001002","259","2030/12/31 23:59:59","240","2020/11/16 5:00:00","23001"
"10260003","45","5","11001001","279","2030/12/31 23:59:59","260","2020/11/16 5:00:00","0"
"10260004","140000","12","11001001","279","2030/12/31 23:59:59","260","2020/11/16 5:00:00","94002"
"10260005","10","8","11001001","279","2030/12/31 23:59:59","260","2020/11/16 5:00:00","91002"
"10260006","60","5","11003001","279","2030/12/31 23:59:59","260","2020/11/16 5:00:00","0"
"10260007","50","2","11003001","279","2030/12/31 23:59:59","260","2020/11/16 5:00:00","20002"
"10260008","10","8","11003001","279","2030/12/31 23:59:59","260","2020/11/16 5:00:00","91002"
"10260009","30","5","13002001","279","2030/12/31 23:59:59","260","2020/11/16 5:00:00","0"
"10260010","30","5","18004001","279","2030/12/31 23:59:59","260","2020/11/16 5:00:00","0"
"10260011","40","5","16006001","279","2024/02/14 23:59:59","260","2020/11/16 5:00:00","0"
"10260012","35","5","16007001","279","2024/02/14 23:59:59","260","2020/11/16 5:00:00","0"
"10260013","3","2","16007001","279","2024/02/14 23:59:59","260","2020/11/16 5:00:00","22001"
"10260014","45","5","11004001","279","2030/12/31 23:59:59","260","2020/11/16 5:00:00","0"
"10260015","50","2","11004001","279","2030/12/31 23:59:59","260","2020/11/16 5:00:00","20002"
"10260016","500","2","11004001","279","2030/12/31 23:59:59","260","2020/11/16 5:00:00","90007"
"10260017","55","5","11005001","279","2030/12/31 23:59:59","260","2020/11/16 5:00:00","0"
"10260018","150000","12","11005001","279","2030/12/31 23:59:59","260","2020/11/16 5:00:00","94002"
"10260019","500","2","11005001","279","2030/12/31 23:59:59","260","2020/11/16 5:00:00","90007"
"10260024","55","5","14001001","279","2030/12/31 23:59:59","260","2020/11/16 5:00:00","0"
"10260025","340000","12","14001001","279","2030/12/31 23:59:59","260","2020/11/16 5:00:00","94002"
"10260026","14","2","14001001","279","2030/12/31 23:59:59","260","2020/11/16 5:00:00","20003"
"10260027","70","5","14003001","279","2030/12/31 23:59:59","260","2020/11/16 5:00:00","0"
"10260028","570000","12","14003001","279","2030/12/31 23:59:59","260","2020/11/16 5:00:00","94002"
"10260029","4","2","14003001","279","2030/12/31 23:59:59","260","2020/11/16 5:00:00","22002"
"10260114","30","5","11101001","279","2030/12/31 23:59:59","260","2020/11/16 5:00:00","0"
"10260115","14","2","11101001","279","2030/12/31 23:59:59","260","2020/11/16 5:00:00","20003"
"10260121","45","5","11001002","279","2030/12/31 23:59:59","260","2020/11/16 5:00:00","0"
"10260122","140000","12","11001002","279","2030/12/31 23:59:59","260","2020/11/16 5:00:00","94002"
"10260123","6","2","11001002","279","2030/12/31 23:59:59","260","2020/11/16 5:00:00","23001"
"10280003","45","5","11001001","299","2030/12/31 23:59:59","280","2020/11/16 5:00:00","0"
"10280004","150000","12","11001001","299","2030/12/31 23:59:59","280","2020/11/16 5:00:00","94002"
"10280005","10","8","11001001","299","2030/12/31 23:59:59","280","2020/11/16 5:00:00","91002"
"10280006","60","5","11003001","299","2030/12/31 23:59:59","280","2020/11/16 5:00:00","0"
"10280007","54","2","11003001","299","2030/12/31 23:59:59","280","2020/11/16 5:00:00","20002"
"10280008","10","8","11003001","299","2030/12/31 23:59:59","280","2020/11/16 5:00:00","91002"
"10280009","30","5","13002001","299","2030/12/31 23:59:59","280","2020/11/16 5:00:00","0"
"10280010","30","5","18004001","299","2030/12/31 23:59:59","280","2020/11/16 5:00:00","0"
"10280011","40","5","16006001","-1","2024/02/14 23:59:59","280","2020/11/16 5:00:00","0"
"10280012","35","5","16007001","-1","2024/02/14 23:59:59","280","2020/11/16 5:00:00","0"
"10280013","3","2","16007001","-1","2024/02/14 23:59:59","280","2020/11/16 5:00:00","22001"
"10280014","45","5","11004001","299","2030/12/31 23:59:59","280","2020/11/16 5:00:00","0"
"10280015","54","2","11004001","299","2030/12/31 23:59:59","280","2020/11/16 5:00:00","20002"
"10280016","500","2","11004001","299","2030/12/31 23:59:59","280","2020/11/16 5:00:00","90007"
"10280017","55","5","11005001","299","2030/12/31 23:59:59","280","2020/11/16 5:00:00","0"
"10280018","160000","12","11005001","299","2030/12/31 23:59:59","280","2020/11/16 5:00:00","94002"
"10280019","500","2","11005001","299","2030/12/31 23:59:59","280","2020/11/16 5:00:00","90007"
"10280024","55","5","14001001","299","2030/12/31 23:59:59","280","2020/11/16 5:00:00","0"
"10280025","360000","12","14001001","299","2030/12/31 23:59:59","280","2020/11/16 5:00:00","94002"
"10280026","15","2","14001001","299","2030/12/31 23:59:59","280","2020/11/16 5:00:00","20003"
"10280027","70","5","14003001","299","2030/12/31 23:59:59","280","2020/11/16 5:00:00","0"
"10280028","600000","12","14003001","299","2030/12/31 23:59:59","280","2020/11/16 5:00:00","94002"
"10280029","4","2","14003001","299","2030/12/31 23:59:59","280","2020/11/16 5:00:00","22002"
"10280114","30","5","11101001","299","2030/12/31 23:59:59","280","2020/11/16 5:00:00","0"
"10280115","15","2","11101001","299","2030/12/31 23:59:59","280","2020/11/16 5:00:00","20003"
"10280121","45","5","11001002","299","2030/12/31 23:59:59","280","2020/11/16 5:00:00","0"
"10280122","150000","12","11001002","299","2030/12/31 23:59:59","280","2020/11/16 5:00:00","94002"
"10280123","6","2","11001002","299","2030/12/31 23:59:59","280","2020/11/16 5:00:00","23001"
"10290011","140","5","16008001","-1","2030/12/31 23:59:59","1","2024/02/15 0:00:00","0"
"10290012","3","2","16008001","-1","2030/12/31 23:59:59","1","2024/02/15 0:00:00","22001"
"10300003","45","5","11001001","-1","2030/12/31 23:59:59","300","2020/11/16 5:00:00","0"
"10300004","160000","12","11001001","-1","2030/12/31 23:59:59","300","2020/11/16 5:00:00","94002"
"10300005","10","8","11001001","-1","2030/12/31 23:59:59","300","2020/11/16 5:00:00","91002"
"10300006","60","5","11003001","-1","2030/12/31 23:59:59","300","2020/11/16 5:00:00","0"
"10300007","58","2","11003001","-1","2030/12/31 23:59:59","300","2020/11/16 5:00:00","20002"
"10300008","10","8","11003001","-1","2030/12/31 23:59:59","300","2020/11/16 5:00:00","91002"
"10300009","30","5","13002001","-1","2030/12/31 23:59:59","300","2020/11/16 5:00:00","0"
"10300010","30","5","18004001","-1","2030/12/31 23:59:59","300","2020/11/16 5:00:00","0"
"10300014","45","5","11004001","-1","2030/12/31 23:59:59","300","2020/11/16 5:00:00","0"
"10300015","58","2","11004001","-1","2030/12/31 23:59:59","300","2020/11/16 5:00:00","20002"
"10300016","500","2","11004001","-1","2030/12/31 23:59:59","300","2020/11/16 5:00:00","90007"
"10300017","55","5","11005001","-1","2030/12/31 23:59:59","300","2020/11/16 5:00:00","0"
"10300018","170000","12","11005001","-1","2030/12/31 23:59:59","300","2020/11/16 5:00:00","94002"
"10300019","500","2","11005001","-1","2030/12/31 23:59:59","300","2020/11/16 5:00:00","90007"
"10300024","55","5","14001001","-1","2030/12/31 23:59:59","300","2020/11/16 5:00:00","0"
"10300025","380000","12","14001001","-1","2030/12/31 23:59:59","300","2020/11/16 5:00:00","94002"
"10300026","16","2","14001001","-1","2030/12/31 23:59:59","300","2020/11/16 5:00:00","20003"
"10300027","70","5","14003001","-1","2030/12/31 23:59:59","300","2020/11/16 5:00:00","0"
"10300028","630000","12","14003001","-1","2030/12/31 23:59:59","300","2020/11/16 5:00:00","94002"
"10300029","4","2","14003001","-1","2030/12/31 23:59:59","300","2020/11/16 5:00:00","22002"
"10300114","30","5","11101001","-1","2030/12/31 23:59:59","300","2020/11/16 5:00:00","0"
"10300115","16","2","11101001","-1","2030/12/31 23:59:59","300","2020/11/16 5:00:00","20003"
"10300121","45","5","11001002","-1","2030/12/31 23:59:59","300","2020/11/16 5:00:00","0"
"10300122","160000","12","11001002","-1","2030/12/31 23:59:59","300","2020/11/16 5:00:00","94002"
"10300123","6","2","11001002","-1","2030/12/31 23:59:59","300","2020/11/16 5:00:00","23001"
"11005002","50","8","11005002","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","91002"
"11005003","50","8","11005003","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","91002"
"11701001","100","2","11701001","-1","2030/12/31 23:59:59","1","2020/11/16 5:00:00","25021"
"18010001","50","2","18010001","-1","2030/12/31 23:59:59","1","2024/02/15 15:00:00","90005"
"25010001","100","2","25010001","-1","2030/12/31 23:59:59","1","2020/12/26 5:00:00","90006"
"25010002","500","2","25010002","-1","2030/12/31 23:59:59","1","2020/12/26 5:00:00","90006"
"25010003","1500","2","25010003","-1","2030/12/31 23:59:59","1","2020/12/26 5:00:00","90006"
"25010004","2500","2","25010004","-1","2030/12/31 23:59:59","1","2020/12/26 5:00:00","90006"
"25010011","500","2","25010011","-1","2030/12/31 23:59:59","1","2020/12/26 5:00:00","90006"
"25010012","2500","2","25010012","-1","2030/12/31 23:59:59","1","2020/12/26 5:00:00","90006"
"25010013","3500","2","25010013","-1","2030/12/31 23:59:59","1","2020/12/26 5:00:00","90006"
"28014001","1000","8","28014001","-1","2023/02/28 11:59:59","1","2023/02/15 15:00:00","91002"
