ef3d2b9ed01e3e237a963c9ea885d9597bc74a7a3494f6f9e491b7ecd93afb91,41ad48bdaeeb68ef22f8b7ed1c8cb781593e45b8d04bfe89e7b9ddfae4cd0b8e,59145d39f007413c2a5486b57b754cf742ca7e27bda876843f940f5708a2cd2b,429b8a8b295294ca6784eea5dfaf0d05104f1d395e1c62ae080b6532a5e8790b,b6db9ea4de9b51e738eb49ce9874253e1c29cceb6a894d6380b8924bf7b54e56,30c74d33df9f3d24a73828a4a39c3b10c237a8cd738a429293174ec6ff46c7b1,824a0578c7c7fbe3c1b40d254938fbc21f6a61b66d55a0878f49226f2bb4f275,20947e18f308ca086a5d0718cfb1952dc05e6f3ef87cebe1d005107122ac0a1a,bb5337053feaa8dd57475614bcaaa4be3c8e00561358b8534c2156885e79b349,f4965fe432992ab7cf27ab5119bf745ab6c19deed6b78db13081e3373470aedc,b89321b64b6c9e20517d1ee3d5e184bd8b7a525eb0fc5eb50e3e97405281aaf6
"","tahaha_idle","5146068","3","","105811","68069","0.2","1","",""
"","tahaha_idle","5146068","3","","1058","68070","0.2","1","",""
"surprise3_loop_anger2","surprise3_in_anger2","5146068","3","1","106011","68071","0.2","0","","0"
"surprise3_loop_anger2","surprise3_in_anger2","5146068","3","1","1060","68072","0.2","0","","0"
"0","vo_apg_0808","5146068","21","","vo_apg","68073","","0","",""
"1","ハンドルとドーナツ間違えんな～っ！","5146068","11","1","106011","68074","0","10","0","0"
"","","5146068","91","","0","68075","","","",""
"","0","5146068","4","","106011","68076","","","",""
"","0","5146068","4","","1060","68077","","","",""
"","surprise3_loop_surprise_slow","5146068","3","","106011","68078","0.2","1","",""
"","surprise3_loop_surprise_slow","5146068","3","","1060","68079","0.2","1","",""
"peko_slurp_loop","peko_slurp_in","5146068","3","1","105811","68080","0.2","0","","0"
"peko_slurp_loop","peko_slurp_in","5146068","3","1","1058","68081","0.2","0","","0"
"takeout_talk","takeout_in","5146068","3","1","130911","68082","0.2","0","","0"
"takeout_talk","takeout_in","5146068","3","1","97","68083","0.2","0","","0"
"0","vo_apg_0809","5146068","21","","vo_apg","68084","","0","",""
"1","あ、そんなに謝らなくていいですよ。\n新しいドーナツのハンドルに\n付け替えますので♪","5146068","11","1","130911","68085","0","10","0","0"
"","","5146068","91","","0","68086","","","",""
"","takeout_idle","5146068","3","","130911","68087","0.2","1","",""
"","takeout_idle","5146068","3","","97","68088","0.2","1","",""
"","peko_slurp_loop","5146068","3","","105811","68089","0.2","1","",""
"","peko_slurp_loop","5146068","3","","1058","68090","0.2","1","",""
"cool_talk_jitome","cool_idle_jitome","5146068","3","1","106011","68091","0.2","0","","0.2"
"cool_talk_jitome","cool_idle_jitome_in","5146068","3","1","1060","68092","0.2","0","","0.2"
"0","vo_apg_0810","5146068","21","","vo_apg","68093","","0","",""
"1","……\nドーナツはドーナツなのね…","5146068","11","1","106011","68094","0","10","0","0"
"","","5146068","91","","0","68095","","","",""
"","","5146068","101","","68097","68096","","","",""
"","0.2","5146068","22","","0","68097","","","",""
"-225","131311","5146069","1","-278","1","69001","1.8","100","riri_idle","0"
"-225","1313","5146069","5","-278","5","69002","1.8","101","riri_idle","0"
"-385","131411","5146069","1","-288","1","69003","1.8","103","idle_normal","0"
"-385","1314","5146069","5","-288","2","69004","1.8","104","idle_normal","0"
"225","130911","5146069","1","-278","1","69005","1.8","106","joy_idle_noface","1"
"225","98","5146069","5","-278","1","69006","1.8","107","joy_idle_kururu","1"
"","200","5146069","13","","131311","69007","","","",""
"","203","5146069","13","","131411","69008","","","",""
"","206","5146069","13","","130911","69009","","","",""
"0","9","5146069","5","-174","9","69010","0.85","15","idle","0"
"-307","22","5146069","5","12","22","69011","1","210","empty","0"
"0","21","5146069","5","153","21","69012","1","60","empty","0"
"0","1","5146069","31","1","1","69013","1","0","",""
"","0","5146069","91","","0","69014","","","",""
"","0","5146069","102","","0","69015","","0","",""
"","0","5146069","93","","1","69016","","","",""
"","riri_talk_noface","5146069","3","","131311","69017","0.2","1","",""
"","riri_talk_noface","5146069","3","","1313","69018","0.2","1","",""
"","idle_normal_surprise_lookupS","5146069","3","","131411","69019","0.2","1","",""
"","idle_normal_surprise_lookupS","5146069","3","","1314","69020","0.2","1","",""
"0","vo_apg_0901","5146069","21","","vo_apg","69021","","0","",""
"1","リアさん。\n見慣れないものを見つけたのですが\nこれは何でしょう…？","5146069","11","1","131311","69022","0","10","0","0"
"","","5146069","91","","0","69023","","","",""
"","riri_idle_lookup","5146069","3","","131311","69024","0.2","1","",""
"","riri_idle_lookup","5146069","3","","1313","69025","0.2","1","",""
"","coffee_2_in","5146069","3","","21","69026","0","0","",""
"","se_10055900_photo","5146069","23","","se_10055900","69027","","0","",""
"","0","5146069","93","","0.1","69028","","","",""
"talk_normal_joy_lookup","idle_normal_surprise_lookup","5146069","3","1","131411","69029","0.2","0","","0.2"
"talk_normal_joy_lookup","idle_normal_surprise_lookup","5146069","3","1","1314","69030","0.2","0","","0.2"
"0","vo_apg_0902","5146069","21","","vo_apg","69031","","0","",""
"1","え？\n…あ、これってもしかして\nかばばん君のシルエットかな？","5146069","11","1","131411","69032","0","10","0","0"
"","","5146069","91","","0","69033","","","",""
"","riri_idle_surprise","5146069","3","","131311","69034","0.2","1","",""
"","riri_idle_surprise","5146069","3","","1313","69035","0.2","1","",""
"","idle_normal_surprise","5146069","3","","131411","69036","0.2","1","",""
"","idle_normal_surprise","5146069","3","","1314","69037","0.2","1","",""
"talk_normal_joy","handsup_to_talk","5146069","3","1","130911","69038","0.2","0","","0.2"
"","handsup","5146069","3","","98","69039","0.2","1","","0.2"
"0","vo_apg_0903","5146069","21","","vo_apg","69040","","0","",""
"1","おめでとうございますですっ！！\nよく見つけてくださいましたっ！","5146069","11","1","130911","69041","0","10","0","0"
"","","5146069","91","","0","69042","","","",""
"","joy_talk_anger","5146069","3","","130911","69043","0.2","1","",""
"0","vo_apg_0904","5146069","21","","vo_apg","69044","","0","",""
"1","これはですねっ！\n『隠れかばばん君』です♪","5146069","11","1","130911","69045","0","10","0","0"
"","","5146069","91","","0","69046","","","",""
"","joy_idle_doya","5146069","3","","130911","69047","0.2","1","",""
"notice_loop_shy","notice_in_shy","5146069","3","1","131311","69048","0.2","0","","0"
"notice_loop_shy","notice_in_shy","5146069","3","1","1313","69049","0.2","0","","0"
"","surprise_talk_normal","5146069","3","","131411","69050","0.2","1","",""
"","surprise_talk_normal","5146069","3","","1314","69051","0.2","1","",""
"0","vo_apg_0905","5146069","21","","vo_apg","69052","","0","",""
"","0905_in","5146069","3","","22","69053","0","0","",""
"","1","5146069","93","","1.2","69054","","","",""
"","0905_mid","5146069","3","","22","69055","0","0","",""
"","","5146069","92","","","69056","","","",""
"","0905_out","5146069","3","","22","69057","0","0","",""
"","0","5146069","93","","0.2","69058","","","",""
"","","5146069","91","","0","69059","","","",""
"","riri_sad_talk_dead","5146069","3","","131311","69060","0.2","1","",""
"","riri_sad_talk_dead","5146069","3","","1313","69061","0.2","1","",""
"","surprise_idle","5146069","3","","131411","69062","0.2","1","",""
"","surprise_idle","5146069","3","","1314","69063","0.2","1","",""
"","idle_normal_surprise2","5146069","3","","130911","69064","0.2","1","",""
"0","vo_apg_0906","5146069","21","","vo_apg","69065","","0","",""
"1","かばばん様が隠れていたのですね。\n申し訳ありません、\n知らぬこととはいえ見つけてしまい\nしかも話題にしてしまうなど…","5146069","11","1","131311","69066","0","10","0","0"
"","","5146069","91","","0","69067","","","",""
"","riri_sad_idle","5146069","3","","131311","69068","0.2","1","",""
"","riri_sad_idle","5146069","3","","1313","69069","0.2","1","",""
"talk_normal_dere","watawata","5146069","3","1","130911","69070","0.2","0","","0.2"
"talk_normal_dere","watawata","5146069","3","1","98","69071","0.2","0","","0.2"
"0","vo_apg_0907","5146069","21","","vo_apg","69072","","0","",""
"1","いえいえいえ違うんです～っ\n隠しすぎて誰にも見つけて\nもらえなかったんです～～\n他にも探してみてくださいね♪","5146069","11","1","130911","69073","0","10","0","0"
"","","5146069","91","","0","69074","","","",""
"","idle_normal_noface","5146069","3","","130911","69075","0.2","1","",""
"","idle_normal_kururu","5146069","3","","98","69076","0.2","1","",""
"","coffee_2_out","5146069","3","","21","69077","0","0","",""
"","clear_wish_talk_joy","5146069","3","","131411","69078","0.2","1","",""
"","clear_wish_talk_joy","5146069","3","","1314","69079","0.2","1","",""
"0","vo_apg_0908","5146069","21","","vo_apg","69080","","0","",""
"1","わあ、面白そうですね～♪\nリリちゃん一緒に探しましょう♪","5146069","11","1","131411","69081","0","10","0","0"
"","","5146069","91","","0","69082","","","",""
"","clear_wish_idle","5146069","3","","131411","69083","0.2","1","",""
"","clear_wish_idle","5146069","3","","1314","69084","0.2","1","",""
"","guts2_talk_joy3","5146069","3","","131311","69085","0.2","1","",""
"","guts2_talk_joy3","5146069","3","","1313","69086","0.2","1","",""
"0","vo_apg_0909","5146069","21","","vo_apg","69087","","0","",""
"1","はい、リアさん！","5146069","11","1","131311","69088","0","10","0","0"
"","","5146069","91","","0","69089","","","",""
"","riri_idle","5146069","3","","131311","69090","0.2","1","",""
"","riri_idle","5146069","3","","1313","69091","0.2","1","",""
"","clear_wish_idle_normal","5146069","3","","131411","69092","0.2","1","",""
"","clear_wish_idle_normal","5146069","3","","1314","69093","0.2","1","",""
"","talk_normal_anger","5146069","3","","130911","69094","0.2","1","",""
"","talk_normal","5146069","3","","98","69095","0.2","1","",""
"0","vo_apg_0910","5146069","21","","vo_apg","69096","","0","",""
"1","ではでは、まずは一つ目の\n『隠れかばばん君』の場所に\n案内しますです～♪","5146069","11","1","130911","69097","0","10","0","0"
"","","5146069","91","","0","69098","","","",""
"","idle_normal_noface","5146069","3","","130911","69099","0.2","1","",""
"","idle_normal_kururu","5146069","3","","98","69100","0.2","1","",""
"idle_normal_joy2","riri_bow","5146069","3","1","131311","69101","0.2","0","","0"
"idle_normal_joy2","riri_bow","5146069","3","1","1313","69102","0.2","0","","0"
"idle_normal_joy2","clear_agree","5146069","3","1","131411","69103","0.2","0","","0.2"
"idle_normal_joy2","clear_agree","5146069","3","1","1314","69104","0.2","0","","0.2"
"0","vo_apg_0911","5146069","21","","vo_apg","69105","","0","",""
"","0911_in","5146069","3","","22","69106","0","0","",""
"","1","5146069","93","","0.9","69107","","","",""
"","0911_mid","5146069","3","","22","69108","0","0","",""
"","","5146069","92","","","69109","","","",""
"","0911_out","5146069","3","","22","69110","0","0","",""
"","0","5146069","93","","0.2","69111","","","",""
"","","5146069","91","","0","69112","","","",""
"","0","5146069","4","","130911","69113","","","",""
"","0","5146069","4","","98","69114","","","",""
"","walk_normal_slow","5146069","3","","131311","69115","0.2","1","",""
"","walk_normal_slow","5146069","3","","1313","69116","0.2","1","",""
"","walk_normal_slow","5146069","3","","131411","69117","0.2","1","",""
"","walk_normal_slow","5146069","3","","1314","69118","0.2","1","",""
"","walk_kyapi_slow","5146069","3","","130911","69119","0.2","1","",""
"","walk_kyapi_slow","5146069","3","","98","69120","0.2","1","",""
"1.5","-75","5146069","2","0","131311","69121","","-278","",""
"1.5","-75","5146069","2","0","1313","69122","","-278","",""
"1.5","-225","5146069","2","0","131411","69123","","-288","",""
"1.5","-225","5146069","2","0","1314","69124","","-288","",""
"1.5","325","5146069","2","0","130911","69125","","-278","",""
"","0","5146069","93","","1.5","69126","","","",""
"","1","5146069","4","","131311","69127","","","",""
"","1","5146069","4","","1313","69128","","","",""
"","1","5146069","4","","130911","69129","","","",""
"","idle_normal_surprise","5146069","3","","131311","69130","0.2","1","",""
"","idle_normal_surprise","5146069","3","","1313","69131","0.2","1","",""
"notice_loop_dere","notice_in_dere","5146069","3","1","131411","69132","0.2","0","","0"
"notice_loop_dere","notice_in_dere","5146069","3","1","1314","69133","0.2","0","","0"
"","idle_normal_surprise","5146069","3","","130911","69134","0.2","1","",""
"0","vo_apg_0912","5146069","21","","vo_apg","69135","","0","",""
"1","…って、\n教えてもらっちゃったら\n意味ないんじゃ…？","5146069","11","1","131411","69136","0","10","0","0"
"","","5146069","91","","0","69137","","","",""
"","hawawa","5146069","3","","130911","69138","0.2","0","",""
"0","vo_apg_0913","5146069","21","","vo_apg","69139","","0","",""
"1","はわわっ！？","5146069","11","1","130911","69140","-30","10","0","0"
"","","5146069","91","","0","69141","","","",""
"","bowbowbow","5146069","3","","130911","69142","0.1","0","",""
"","0","5146069","4","","131311","69143","","","",""
"","0","5146069","4","","1313","69144","","","",""
"","riri_talk_noervous","5146069","3","","131311","69145","0.2","1","",""
"","riri_talk_noervous","5146069","3","","1313","69146","0.2","1","",""
"clear_smile_idle","clear_smile_in","5146069","3","1","131411","69147","0.2","0","","0"
"clear_smile_idle","clear_smile_in","5146069","3","1","1314","69148","0.2","0","","0"
"0","2","5146069","12","0","131311","69149","0","2","0","0"
"0","2","5146069","12","0","131411","69150","0","2","0","0"
"0","2","5146069","12","0","130911","69151","-30","2","0","0"
"","0","5146069","93","","2","69152","","","",""
"","","5146069","101","","69154","69153","","","",""
"","0.2","5146069","22","","0","69154","","","",""
"0","102111","5146070","1","-278","1","70001","1.8","106","walk_normal_joy","1"
"-195","99","5146070","5","-278","1","70002","1.8","107","idle_normal","0"
"195","130911","5146070","1","-278","1","70003","1.8","108","idle_normal_noface","1"
"195","98","5146070","5","-278","1","70004","1.8","109","idle_normal_kururu","1"
"","206","5146070","13","","102111","70005","","","",""
"","208","5146070","13","","130911","70006","","","",""
"0","10","5146070","5","-174","10","70007","0.85","15","idle","0"
"-237","20","5146070","5","48","20","70008","1","290","empty","0"
"0","1","5146070","31","1","1","70009","1","0","",""
"-57.7","2","5146070","31","1","2","70010","1","0","",""
"","black","5146070","37","","2","70011","","","",""
"-278","14","5146070","31","1","14","70012","0","-176","",""
"","0","5146070","91","","0","70013","","","",""
"","0","5146070","102","","0","70014","","0","",""
"","0","5146070","93","","0.4","70015","","","",""
"","iris_out","5146070","37","","2","70016","","","",""
"2","-195","5146070","2","0","102111","70017","","-278","",""
"","0","5146070","93","","2","70018","","","",""
"","0","5146070","4","","102111","70019","","","",""
"","idle_normal_joy","5146070","3","","102111","70020","0.2","1","",""
"","idle_normal_joy","5146070","3","","99","70021","0.2","1","",""
"","0","5146070","93","","0.1","70022","","","",""
"","wish_talk_noface","5146070","3","","102111","70023","0.2","1","",""
"","kurumi_wish_talk","5146070","3","","99","70024","0.2","1","",""
"0","vo_apg_1001","5146070","21","","vo_apg","70025","","0","",""
"1","わあ…♪\n『ダイブ・トゥ・ザ・３Ｄワールド』\nとってもワクワクしましたぁ…♪","5146070","11","1","102111","70026","0","10","0","0"
"","","5146070","91","","0","70027","","","",""
"sad_talk_normal","notice_in_normal2","5146070","3","1","102111","70028","0.2","0","","0.2"
"sad_talk","notice_in","5146070","3","1","99","70029","0.2","0","","0.2"
"0","vo_apg_1002","5146070","21","","vo_apg","70030","","0","",""
"1","そうだ、この映像体験\nお話を作って体験してもらうのも\n楽しそうですぅ…♪","5146070","11","1","102111","70031","0","10","0","0"
"","","5146070","91","","0","70032","","","",""
"","talk_normal_noface","5146070","3","","102111","70033","0.2","1","",""
"","kurumi_talk_normal","5146070","3","","99","70034","0.2","1","",""
"0","vo_apg_1003","5146070","21","","vo_apg","70035","","0","",""
"1","クルルさん、次の立体映像の題材は、\n洞窟探検なんてどうですか？\n立体ネズミさんと一緒に大冒険ですぅ♪","5146070","11","1","102111","70036","0","10","0","0"
"","","5146070","91","","0","70037","","","",""
"","idle_normal_noface","5146070","3","","102111","70038","0.2","1","",""
"","kurumi_idle_normal","5146070","3","","99","70039","0.2","1","",""
"","kururu_wish_talk_joy","5146070","3","","130911","70040","0.2","1","",""
"","kururu_wish_talk_joy","5146070","3","","98","70041","0.2","1","",""
"0","vo_apg_1004","5146070","21","","vo_apg","70042","","0","",""
"1","わあっ、それすてきですますっ♪\nその時はぜひクルミちゃんに主役を……","5146070","11","1","130911","70043","0","10","0","0"
"","","5146070","91","","0","70044","","","",""
"","kururu_wish_idle_surprise","5146070","3","","130911","70045","0.2","1","",""
"","kururu_wish_idle_light","5146070","3","","98","70046","0.2","1","",""
"","surprise_talk_dere","5146070","3","","102111","70047","0.2","1","",""
"","surprise_talk_dere","5146070","3","","99","70048","0.2","1","",""
"0","vo_apg_1005","5146070","21","","vo_apg","70049","","0","",""
"1","遊園地はみんなが主役ですぅ…♪\nそれに、たまには怖い役とかも\nやってみたいかも…\n悪い魔女だったらこんな感じで…","5146070","11","1","102111","70050","0","10","0","0"
"","","5146070","91","","0","70051","","","",""
"","0","5146070","22","","0","70052","","","",""
"kurumi_witch_loop","kurumi_witch_in","5146070","3","1","102111","70053","0.2","0","","0"
"kurumi_witch_loop","kurumi_witch_in","5146070","3","1","99","70054","0.2","0","","0"
"","0","5146070","93","","0.3","70055","","","",""
"1.05","20","5146070","121","0","0","70056","0","1.05","",""
"","fade105_in","5146070","37","","2","70057","","","",""
"","30","5146070","122","","30","70058","","0.5","",""
"","kururu_wish_doteyes_static","5146070","3","","130911","70059","0","1","",""
"0","vo_apg_1006","5146070","21","","vo_apg","70060","","0","",""
"","1006_in","5146070","3","","20","70061","0","0","",""
"","1","5146070","93","","1.2","70062","","","",""
"","1006_mid","5146070","3","","20","70063","0","0","",""
"","","5146070","92","","","70064","","","",""
"","1006_out","5146070","3","","20","70065","0","0","",""
"","0","5146070","93","","0.2","70066","","","",""
"idle_normal","kurumi_witch_out","5146070","3","1","102111","70067","0.2","0","","0"
"idle_normal","kurumi_witch_out","5146070","3","1","99","70068","0.2","0","","0"
"0","305","5146070","2","0","20","70069","","-45","",""
"","fade105_out","5146070","37","","2","70070","","","",""
"1","0","5146070","121","0","0","70071","0","1","",""
"","30","5146070","122","","30","70072","","0.5","",""
"kururu_scared_idle","kururu_scared_in","5146070","3","1","130911","70073","0.2","0","","0"
"0","vo_apg_1007","5146070","21","","vo_apg","70074","","0","",""
"","1007_in","5146070","3","","20","70075","0","0","",""
"","1","5146070","93","","1.2","70076","","","",""
"","1007_mid","5146070","3","","20","70077","0","0","",""
"","","5146070","92","","","70078","","","",""
"","1007_out","5146070","3","","20","70079","0","0","",""
"","0","5146070","93","","0.2","70080","","","",""
"","empty","5146070","3","","20","70081","0","0","",""
"","worry_talk_lookdown","5146070","3","","102111","70082","0.2","1","",""
"","worry_talk_lookdown","5146070","3","","99","70083","0.2","1","",""
"0","vo_apg_1008","5146070","21","","vo_apg","70084","","0","",""
"1","ご…ごめんなさいぃ…\n大丈夫ですかぁ…？","5146070","11","1","102111","70085","0","10","0","0"
"","","5146070","91","","0","70086","","","",""
"","kururu_scared_talk_dere","5146070","3","","130911","70087","0.2","1","",""
"","kururu_scared_talk_dere","5146070","3","","98","70088","0.2","1","",""
"0","vo_apg_1009","5146070","21","","vo_apg","70089","","0","",""
"1","ささ、さすが天才女優さま…\n立体映像よりも\n迫力満点ですます～…","5146070","11","1","130911","70090","-10","10","0","-60"
"","","5146070","91","","0","70091","","","",""
"","kururu_scared_idle_noface","5146070","3","","130911","70092","0.2","1","",""
"","kururu_scared_idle","5146070","3","","98","70093","0.2","1","",""
"","anger_talk_dere_red","5146070","3","","102111","70094","0.2","1","",""
"","anger_talk_dere_red","5146070","3","","99","70095","0.2","1","",""
"0","vo_apg_1010","5146070","21","","vo_apg","70096","","0","",""
"1","…そ、そんな天才だなんて…","5146070","11","1","102111","70097","0","10","0","0"
"","","5146070","91","","0","70098","","","",""
"","0","5146070","22","","0","70099","","","",""
"","1","5146070","32","","14","70100","","","",""
"kurumi_shy_loop","kurumi_shy_in","5146070","3","1","102111","70101","0.2","0","","0"
"kurumi_shy_loop","kurumi_shy_in","5146070","3","1","99","70102","0.2","0","","0"
"","0","5146070","93","","2.5","70103","","","",""
"","kururu_scared_talk_dere","5146070","3","","130911","70104","0.2","1","",""
"","kururu_scared_talk_dere","5146070","3","","98","70105","0.2","1","",""
"0","vo_apg_1011","5146070","21","","vo_apg","70106","","0","",""
"1","…あの","5146070","11","1","130911","70107","-10","10","0","-60"
"","","5146070","91","","0","70108","","","",""
"","kururu_scared_talk_nervous","5146070","3","","130911","70109","0.2","1","",""
"kururu_scared_talk_sweat_loop","kururu_scared_talk_sweat_in","5146070","3","1","98","70110","0","0","","0"
"0","vo_apg_1012","5146070","21","","vo_apg","70111","","0","",""
"1","腰抜けちゃいましたです…","5146070","11","1","130911","70112","-10","10","0","-60"
"","","5146070","91","","0","70113","","","",""
"","","5146070","101","","70115","70114","","","",""
"","0.2","5146070","22","","0","70115","","","",""
"-1100","130911","5146071","1","-278","1","71001","1.8","110","idle_normal","0"
"-193","8","5146071","5","-233","11","71002","0.5","106","idle","0"
"267","9","5146071","5","-233","12","71003","0.6","107","idle","0"
"","210","5146071","13","","130911","71004","","","",""
"","206","5146071","13","","8","71005","","","",""
"","207","5146071","13","","9","71006","","","",""
"0","10","5146071","5","-174","10","71007","0.85","15","idle","0"
"0","1","5146071","31","1","1","71008","1","0","",""
"0","2","5146071","31","1","2","71009","0","0","",""
"-278","14","5146071","31","1","14","71010","0","0","",""
"0","17","5146071","31","1","17","71011","0","0","",""
"0","18","5146071","31","1","18","71012","0","0","",""
"","0","5146071","91","","0","71013","","","",""
"","0","5146071","102","","0","71014","","0","",""
"","0","5146071","93","","0.2","71015","","","",""
"","1","5146071","32","","17","71016","","","",""
"","0","5146071","93","","0.5","71017","","","",""
"","0","5146071","93","","0","71018","","","",""
"","0","5146071","93","","3.5","71019","","","",""
"0","12","5146071","12","0","8","71020","0","2.2","0","0"
"0","12","5146071","12","0","9","71021","0","2.2","0","0"
"","lookup","5146071","3","","8","71022","0.6","1","",""
"","lookdown","5146071","3","","9","71023","0.6","1","",""
"3","-380","5146071","2","0","130911","71024","","-278","",""
"","walk_normal","5146071","3","","130911","71025","0.2","1","",""
"","0","5146071","93","","3","71026","","","",""
"","kururu_surprise_talk","5146071","3","","130911","71027","0.2","1","",""
"0","vo_apg_1101","5146071","21","","vo_apg","71028","","0","",""
"1","新マスコットオーディションで\nお待ちのぺんぽこりんさま―…","5146071","11","1","130911","71029","0","10","0","0"
"","","5146071","91","","0","71030","","","",""
"1.1","20","5146071","121","0","0","71031","0","1.1","",""
"","1","5146071","32","","2","71032","","","",""
"","fade105_in","5146071","37","","2","71033","","","",""
"","50","5146071","122","","50","71034","","0.5","",""
"","1","5146071","32","","18","71035","","","",""
"","se_10055900_bachibachi","5146071","23","","se_10055900","71036","","0","",""
"shock_loop_surprise2","shock_in_surprise2","5146071","3","1","130911","71037","0.2","0","","0"
"0","vo_apg_1102","5146071","21","","vo_apg","71038","","0","",""
"1","ひえぇっ！？\nバッチバチですますっ！？","5146071","11","1","130911","71039","-20","10","0","0"
"","","5146071","91","","0","71040","","","",""
"","0","5146071","22","","0","71041","","","",""
"","0","5146071","32","","18","71042","","","",""
"","fade105_out","5146071","37","","2","71043","","","",""
"1","0","5146071","121","0.5","0","71044","11","1","",""
"","walk_jog_sad_quick","5146071","3","","130911","71045","0.2","1","",""
"","idle","5146071","3","","8","71046","0.4","1","",""
"","idle","5146071","3","","9","71047","0.4","1","",""
"0.5","0","5146071","2","0","130911","71048","","-278","",""
"","0","5146071","93","","0.3","71049","","","",""
"","idle","5146071","3","","8","71050","0.4","1","",""
"","idle","5146071","3","","9","71051","0.4","1","",""
"","0","5146071","93","","0.2","71052","","","",""
"","1","5146071","4","","130911","71053","","","",""
"","kururu_worry_talk_lookdown","5146071","3","","130911","71054","0","1","",""
"0","vo_apg_1103","5146071","21","","vo_apg","71055","","0","",""
"1","か、かばばん君安心してください！\nうちのメインマスコットは\nかばばん君ですから…♪","5146071","11","1","130911","71056","0","10","0","0"
"","","5146071","91","","0","71057","","","",""
"","0","5146071","4","","130911","71058","","","",""
"","kururu_worry_talk_lookup","5146071","3","","130911","71059","0","1","",""
"0","vo_apg_1104","5146071","21","","vo_apg","71060","","0","",""
"1","で、でもでもライバルキャラの方が\n人気出ちゃうなんてことも…","5146071","11","1","130911","71061","0","10","0","0"
"","","5146071","91","","0","71062","","","",""
"1.15","40","5146071","121","10","0","71063","10","1.15","",""
"","1","5146071","32","","14","71064","","","",""
"","0","5146071","22","","0","71065","","","",""
"","0","5146071","4","","130911","71066","","","",""
"","kururu_wish_idle_search","5146071","3","","130911","71067","0.2","1","",""
"0","12","5146071","12","0","8","71068","0","3","0","0"
"0","12","5146071","12","0","9","71069","0","3","0","0"
"","0","5146071","93","","4","71070","","","",""
"","0","5146071","32","","14","71071","","","",""
"approach_loop","approach_in","5146071","3","1","8","71072","0.2","0","","0"
"approach_loop","approach_in","5146071","3","1","9","71073","0.2","0","","0"
"0.8","0.8","5146071","6","1","8","71074","0.6","0.8","","10"
"0.8","0.8","5146071","6","1","9","71075","0.6","0.8","","10"
"","0","5146071","93","","0.6","71076","","","",""
"kururu_down_loop","kururu_down_in","5146071","3","1","130911","71077","0.2","0","","0"
"0","vo_apg_1105","5146071","21","","vo_apg","71078","","0","",""
"1","ひぃぃ…","5146071","11","1","130911","71079","0","10","0","0"
"","","5146071","91","","0","71080","","","",""
"","","5146071","101","","71082","71081","","","",""
"","0.2","5146071","22","","0","71082","","","",""
