27753e76b85c859bfae86c2c5579e7771844461d2be1e2fd6f59ab2b3d238d6d,80db138bb4113d7cc33a5406d0b85e7c6953dd2eee4efe5af3ba6628270673a9,2b82803253cfcb2d5deca2ca69c29d53a1209794da45bbef4ddd99bc1c595e2e,e3ad83585f8d6f2ecdf402b86084f81458764f4c97f4aa559b3765ec0e2c9de1,c7f243f9f3034a006eec79a8d41797796ea6462df1a9fec5d11b37c9d484c263,6950d81d9385d8e51b6a673beb0c79cec9becf59205bc45b60f8fe9c960eb56c,03c9c2277d80f680a9b6505aeac1db3976cfdf0ce86070341363c46459674218,7be1c2280831b936c92822761df8213b0ab32e9cfe912b771ad72ee105e90f32,0529fc33666abc736e3fcb8f2a3addd49c2ff1c5d6ce4fdc284b69c324928114,3a7c84738ff6f46dc14f9a3215808272ea7a2192fd49c08cc65205d6db8c4b02,76dd5bbdce3a22fdaf739bd64aaf6f773d17fd78c1c2c996e1254f4bcf50f01f
"923","","3","1","20_kasumi_cool_loop","","0.2","","","3","19230025"
"923","","vo_fpc","0","vo_fpc_22303","","","0","","21","19230026"
"923","0","115711","10","…濡れやすいプールエリアで売る\nなんて常人の思考では考えられない。","0.5","0","1","0","11","19230027"
"923","","0","","","","","","","91","19230028"
"923","","0.5","","0","","","","","93","19230029"
"923","","115711","1","20_kasumi_cool_anger","","0.2","","","3","19230030"
"923","","3","1","20_kasumi_cool_loop","","0.2","","","3","19230031"
"923","","vo_fpc","0","vo_fpc_22304","","","0","","21","19230032"
"923","0","115711","10","しかもたい焼きの中身は虹色で、\n極上の味だというじゃないか。","0.5","0","1","0","11","19230033"
"923","","0","","","","","","","91","19230034"
"923","","0.5","","0","","","","","93","19230035"
"923","","115711","1","20_kasumi_doya_normal2","","0.2","","","3","19230036"
"923","","3","1","20_kasumi_doya_normal2","","0.2","","","3","19230037"
"923","","vo_fpc","0","vo_fpc_22305","","","0","","21","19230038"
"923","0","115711","10","幻のたい焼き売りの姿を見ると\n幸せになれるだなんて話も聞いたよ。","0.5","0","1","0","11","19230039"
"923","","0","","","","","","","91","19230040"
"923","","0.5","","0","","","","","93","19230041"
"923","1","115711","0","20_kasumi_approach_in","","0.3","20_kasumi_approach_loop","0","3","19230042"
"923","1","3","0","20_kasumi_approach_in","","0.3","20_kasumi_approach_loop","0","3","19230043"
"923","","vo_fpc","0","vo_fpc_22306","","","0","","21","19230044"
"923","0","115711","10","プールサイドで\nたい焼きを売る怪人、か。","0.5","0","1","0","11","19230045"
"923","","0","","","","","","","91","19230046"
"923","","0.5","","0","","","","","93","19230047"
"923","","115711","1","20_kasumi_thinking","","0.2","","","3","19230048"
"923","","3","1","20_kasumi_thinking","","0.2","","","3","19230049"
"923","","vo_fpc","0","vo_fpc_22307","","","0","","21","19230050"
"923","0","115711","10","果たして、そんな人物が、\n実在するのであろうか…","0.5","0","1","0","11","19230051"
"923","","0","","","","","","","91","19230052"
"923","","0.5","","0","","","","","93","19230053"
"923","","115711","1","20_kasumi_walk","","0.2","","","3","19230054"
"923","","3","1","20_kasumi_walk","","0.2","","","3","19230055"
"923","0","115711","-15","750","","","4.41176470588235","","2","19230056"
"923","0","3","-15","750","","","4.41176470588235","","2","19230057"
"923","","0","","","","","","","91","19230058"
"941","-180","1","23","107511","41_pekorine_swim_loop","1.75","-910","0","1","19410001"
"941","-180","1","22","107611","cmn_float","1.75","-800","0","1","19410002"
"941","-180","22","22","22","41_kyaru_floatRing","1.75","-1000","0","5","19410003"
"941","1","1","-890","1075111","","1","-180","","31","19410004"
"941","1","14","0","1075114","","0","-180","","31","19410005"
"941","1","4","-800","107611","","1","-180","","31","19410006"
"941","1","126","-830","22","","1","-180","","31","19410007"
"941","1","105","140","105","","0","-180","","31","19410008"
"941","1","108","320","108","","0","40","","31","19410009"
"941","1","1001","-160","1001","","0","-110","","31","19410010"
"941","","se_10053800","1","se_fpc_water_random","","1","","","23","19410011"
"941","","19410010","","0","","","","","91","19410012"
"941","12","22","-180","-150","","","5","","2","19410013"
"941","12","22","-180","-10","","","5","","33","19410014"
"941","","0","","","","","","","91","19410015"
"941","","vo_fpc","","vo_fpc_30101","","","0","","21","19410016"
"941","0","22","6","は～…たまにはこうやって\nのんびりするのも悪くないわね～","1","0","1","0","11","19410017"
"941","","0","","0","","","","","91","19410018"
"941","0","107511","-180","0","","","4.52941176470588","","2","19410019"
"941","0","1075111","-180","0","","","4.52941176470588","","33","19410020"
"941","12","22","-180","0","","","4.52941176470588","","2","19410021"
"941","12","22","-180","140","","","4.52941176470588","","33","19410022"
"941","","1.5","","0","","","","","93","19410023"
"941","","vo_fpc","","vo_fpc_30102","","","0","","21","19410024"
"941","0","107511","6","キャールーちゃーん！\nえいっ！","1","0","1","0","11","19410025"
"941","","19410019","","","","","","","91","19410026"
"941","","1075111","","0","","","","","32","19410027"
"941","","1075114","","1","","","","","32","19410028"
"941","1","107511","0","41_pekorine_hug","","0.1","41_pekorine_hug_loop","0.1","3","19410029"
"941","1","22","0","41_kyaru_surprise","","0.1","41_kyaru_surprise_loop","0.1","3","19410030"
"941","","0.6","","0","","","","","93","19410031"
"941","","105","","1","","","","","32","19410032"
"941","","0.6","","0","","","","","93","19410033"
"941","","105","","0","","","","","32","19410034"
"941","","19410025","","","","","","","91","19410035"
"941","12","107611","-180","-300","","","2.94117647058824","","2","19410036"
"941","12","107611","-180","-300","","","2.94117647058824","","33","19410037"
"941","","vo_fpc","","vo_fpc_30103","","","0","","21","19410038"
"941","0","22","9","ちょっ！　コラッ！\nいきなり抱き付いてくんなアホリーヌ！\nこの浮き輪は定員一名なのよ！","1","0","1","0","11","19410039"
"941","","0","","0","","","","","91","19410040"
"941","","19410036","","","","","","","91","19410041"
"941","","105","","1","","","","","32","19410042"
"941","","107511","1","41_pekorine_shake","","0.1","","","3","19410043"
"941","","22","1","41_kyaru_shake","","0.1","","","3","19410044"
"941","","vo_fpc","","vo_fpc_30104","","","0","","21","19410045"
"941","","107611","1","41_kokkoro_float_loop","","0.1","","","3","19410046"
"941","0","107611","8","ふふっ、お二人とも\nすっかりはしゃいで…\n楽しそうでございますね。","1","0","1","0","11","19410047"
"941","","0","","0","","","","","91","19410048"
"941","","vo_fpc","","vo_fpc_30105","","","0","","21","19410049"
"941","0","22","10","あ、ダメ…\nもう、げん…かい…","1","0","1","0","11","19410050"
"941","","0","","0","","","","","91","19410051"
"941","","22","0","41_kyaru_drown","","0.2","","","3","19410052"
"941","","107511","1","41_pekorine_shake","","0.2","","","3","19410053"
"941","","0.2","","0","","","","","93","19410054"
"941","","se_10053800","0","se_10053800_941_bishokuden","","1","","","23","19410055"
"941","","0.8","","0","","","","","93","19410056"
"941","1","107611","0","41_kokkoro_surprise","","0.1","41_kokkoro_surprise_loop","0.1","3","19410057"
"941","","0.5","","0","","","","","93","19410058"
"941","","108","","1","","","","","32","19410059"
"941","","2.5","","0","","","","","93","19410060"
"941","","22","1","41_kyaru_drown_loop","","0.1","","0.1","3","19410061"
"941","1","107511","0","41_pekorine_notice","","0.1","41_pekorine_notice_loop","0.1","3","19410062"
"941","","105","","0","","","","","32","19410063"
"941","","22","","0","","","","","32","19410064"
"941","","vo_fpc","","vo_fpc_30106","","","0","","21","19410065"
"941","0","107511","11","あれ？\nキャルちゃん？\nどこかにいっちゃいました？","1","0","1","0","11","19410066"
"941","","0","","0","","","","","91","19410067"
"941","","vo_fpc","","vo_fpc_30107","","","0","","21","19410068"
"941","0","107611","10","い、いけません…\n風の精霊よ！\nいますぐキャルさまに\n空気の衣を！","1","0","1","0","11","19410069"
"941","","2.1","","0","","","","","93","19410070"
"941","1","107611","0","41_kokkoro_action","","0.1","41_kokkoro_action_loop","0.1","3","19410071"
"941","","1001","","1","","","","","32","19410072"
"941","1","107511","0","41_pekorine_flutterKick_floatRing_in","","0","cmn_swm_flutterKick_floatRing","0.1","3","19410073"
"941","","22","1","41_kyaru_flutterKick_floatRing","","0.1","","","3","19410074"
"941","0","107511","-180","1000","","","4.52488687782805","","2","19410075"
"941","","1075111","","1","","","","","32","19410076"
"941","","1075114","","0","","","","","32","19410077"
"941","0","1075111","-180","1000","","","4.52488687782805","","33","19410078"
"941","0","22","-180","1000","","","4.52488687782805","","2","19410079"
"941","0","107611","-180","1000","","","5.88235294117647","","2","19410080"
"941","0","107611","-180","1000","","","5.88235294117647","","33","19410081"
"941","0","1001","-110","1140","","","5.88235294117647","","33","19410082"
"941","","19410081","","","","","","","91","19410083"
"942","-250","1","33","113211","42_anna_idle","1.75","-1060","0","1","19420001"
"942","-250","1","33","127111","42_shinobu_idle","1.75","-920","0","1","19420002"
"942","-250","2","32","2","42_boat_idle","1.75","-1000","0","5","19420003"
"942","1","107","0","107","","0","0","","31","19420004"
"942","1","106","-1000","106","","1","-250","","31","19420005"
"942","","113211","","47","","","","","13","19420006"
"942","","127111","","47","","","","","13","19420007"
"942","","se_10053800","1","se_fpc_water_random","","1","","","23","19420008"
"942","","19420007","","0","","","","","91","19420009"
"942","12","113211","-250","-60","","","5.88235294117647","","2","19420010"
"942","12","127111","-250","80","","","5.88235294117647","","2","19420011"
"942","12","2","-250","0","","","5.88235294117647","","2","19420012"
"942","12","106","-250","0","","","5.88235294117647","","33","19420013"
"942","","","","","","","","","91","19420014"
"942","","113211","1","42_anna_doyatalk","","0.2","","","3","19420015"
"942","","127111","1","42_shinobu_idle","","0.2","","","3","19420016"
"942","","2","1","42_boat_idle","","0.2","","","3","19420017"
"942","","vo_fpc","","vo_fpc_30201","","","0","","21","19420018"
"942","0","113211","6","はーっはっはっは！\nこうして水の上をたゆたっていると\nあの冒険を思い出すな！","1","0","1","0","11","19420019"
"942","","0","","0","","","","","91","19420020"
"942","","113211","1","42_anna_doyatalk","","0.2","","","3","19420021"
"942","1","127111","0","42_shinobu_idle2talk","","0.2","42_shinobu_talk","0.1","3","19420022"
"942","","2","1","42_boat_idle","","0.2","","","3","19420023"
"942","","vo_fpc","","vo_fpc_30202","","","0","","21","19420024"
"942","0","127111","7","ええ、とても楽しい冒険でしたね。\nあの衣装は今でも\n大切に保管していますよ。","1","0","1","0","11","19420025"
"942","","0","","0","","","","","91","19420026"
"942","1","127111","0","42_shinobu_talk2idle","","0.2","42_shinobu_idle","0.1","3","19420027"
"942","1","113211","0","42_anna_doya2idle","","0.2","42_anna_idle","0.1","3","19420028"
"942","","2","1","42_boat_idle","","0.2","","","3","19420029"
"942","","vo_fpc","","vo_fpc_30203","","","0","","21","19420030"
"942","0","113211","7","あれからどうだ？\nなにか面白い事件や冒険があったなら\nぜひ聞かせてくれ！","0.5","0","1","0","11","19420031"
"942","","0","","0","","","","","91","19420032"
"942","","vo_fpc","","vo_fpc_30204","","","0","","21","19420033"
"942","0","113211","10","（冥風戦記のいいネタに\nなるかもしれないからな！）","1","0","1","0","11","19420034"
"942","","0","","0","","","","","91","19420035"
"942","","113211","1","42_anna_idle","","0.2","","","3","19420036"
"942","1","127111","0","42_shinobu_idle2talk","","0.2","42_shinobu_talk","0.1","3","19420037"
"942","","2","1","42_boat_idle","","0.2","","","3","19420038"
"942","","vo_fpc","","vo_fpc_30205","","","0","","21","19420039"
"942","0","127111","6","はい。ありましたよ。\nリゾートビーチで巻き起こる\n様々な霊障…","0.5","0","1","0","11","19420040"
"942","","0","","0","","","","","91","19420041"
"942","","113211","1","42_anna_idle","","0.2","","","3","19420042"
"942","1","127111","0","42_shinobu_talk2horror","","0.2","42_shinobu_horror","0.1","3","19420043"
"942","","2","1","42_boat_idle","","0.2","","","3","19420044"
"942","","107","","1","","","","","32","19420045"
"942","","vo_fpc","","vo_fpc_30206","","","0","","21","19420046"
"942","0","127111","5","その裏には生者と死者の欲望が\n混ざり合ったどろどろとした真実が…","1","0","1","0","11","19420047"
"942","","6.5","","0","","","","","93","19420048"
"942","","1.5","","0","","","","","93","19420049"
"942","","19420047","","0","","","","","91","19420050"
"942","","127111","1","42_shinobu_horror","","0.1","","","3","19420051"
"942","","113211","1","42_anna_scared","","0.1","","","3","19420052"
"942","","2","1","42_boat_idle","","0.1","","","3","19420053"
"942","","vo_fpc","","vo_fpc_30207","","","0","","21","19420054"
"942","0","113211","6","ちょっ！　待ってくれ！\nそれ大丈夫なヤツ？\nなあ、シノブ…シノブってばあ！","1.5","0","1","0","11","19420055"
"942","","9.13333333333333","","0","","","","","93","19420056"
"942","","1.5","","0","","","","","93","19420057"
"942","","19420055","","0","","","","","91","19420058"
"942","","113211","-250","940","","","4.52488687782805","","2","19420059"
"942","","127111","-250","1080","","","4.52488687782805","","2","19420060"
"942","","2","-250","1000","","","4.52488687782805","","2","19420061"
"942","","106","-250","1000","","","4.52488687782805","","33","19420062"
"942","","0","","","","","","","91","19420063"
"943","-180","1","23","122511","cmn_float","1.75","-850","0","1","19430001"
"943","-125","1","13","117411","43_tsumugi_deredere","1.75","-800","0","1","19430002"
"943","-125","1","12","11","cmn_float_item_09_Ball","1.75","-1675","0","5","19430003"
"943","-250","1","32","12","cmn_floatRing_pink","1.75","-850","0","5","19430004"
"943","-250","1","32","13","cmn_floatRing_blue","1.75","-2500","0","5","19430005"
"943","1","8","-850","1225114","","1","-180","","31","19430006"
"943","1","5","-800","1174114","","1","-125","","31","19430007"
"943","1","5","-1675","411","","1","-125","","31","19430008"
"943","1","4","-850","412","","1","-250","","31","19430009"
"943","1","4","-2500","413","","1","-250","","31","19430010"
"943","1","110","-350","1101","","0","-125","","31","19430011"
"943","","se_10053800","1","se_fpc_water_random","","1","","","23","19430012"
"943","","19430011","","","","","","","91","19430013"
"943","","12","-250","2450","","","24.2647058823529","","2","19430014"
"943","","412","-250","2450","","","24.2647058823529","","33","19430015"
"943","","11","-125","1625","","","24.2647058823529","","2","19430016"
"943","","411","-125","1625","","","24.2647058823529","","33","19430017"
"943","","13","-250","800","","","24.2647058823529","","2","19430018"
"943","","413","-250","800","","","24.2647058823529","","33","19430019"
"943","","2","","0","","","","","93","19430020"
"943","12","122511","-180","0","","","6.25","","2","19430021"
"943","12","1225114","-180","0","","","6.25","","33","19430022"
"943","","19430021","","","","","","","91","19430023"
"943","","vo_fpc","","vo_fpc_30301","","","0","","21","19430024"
"943","0","122511","7","ずいぶんと色々なものが流れているね。\nここがプールでないなら、\n魚が潜んでいそうだけど…","1","0","1","0","11","19430025"
"943","","0","","","","","","","91","19430026"
"943","12","117411","-125","-350","","","6.92307692307692","","2","19430027"
"943","12","1174114","-125","-350","","","6.92307692307692","","33","19430028"
"943","","vo_fpc","","vo_fpc_30302","","","0","","21","19430029"
"943","0","122511","6","そうだ、この流れに身を任せることで\n渓流の魚たちの気持ちを学べば、\n次の釣りに活かせるかもしれないな。","1","0","1","0","11","19430030"
"943","","0","","","","","","","91","19430031"
"943","","19430028","","","","","","","91","19430032"
"943","","vo_fpc","","vo_fpc_30303","","","0","","21","19430033"
"943","0","117411","7","はぁ、レイ様…♡\n流れる姿も麗しいですね。\nずっと見ていられるぅ…","1","0","1","0","11","19430034"
"943","","0","","","","","","","91","19430035"
"943","1","122511","0","43_rei_notice_in","","0.1","43_rei_notice_loop","0.1","3","19430036"
"943","","vo_fpc","","vo_fpc_30304","","","0","","21","19430037"
"943","0","122511","5","むっ…なんだ？\nこの獲物を狙う猛禽のような殺気は？\n誰かいるのか？","0.5","0","1","0","11","19430038"
"943","","0","","","","","","","91","19430039"
"943","","1101","","1","","","","","32","19430040"
"943","","1174114","","0","","","","","32","19430041"
"943","1","122511","0","43_rei_turn","","0.1","43_rei_aseri","0.1","3","19430042"
"943","","117411","0","43_tsumugi_hide","","0.1","","","3","19430043"
"943","","3","","0","","","","","93","19430044"
"943","1","117411","0","43_tsumugi_appear","","0.1","43_tsumugi_deredere","0.1","3","19430045"
"943","","1","","0","","","","","93","19430046"
"943","","1101","","0","","","","","32","19430047"
"943","","1174114","","1","","","","","32","19430048"
"943","","vo_fpc","","vo_fpc_30305","","","0","","21","19430049"
"943","0","122511","6","誰もいなかったな…\nいや…そこ！","0.5","0","1","0","11","19430050"
"943","","0","","","","","","","91","19430051"
"943","","1101","","1","","","","","32","19430052"
"943","","1174114","","0","","","","","32","19430053"
"943","1","122511","0","43_rei_turn","","0.1","43_rei_aseri_2","0.1","3","19430054"
"943","","117411","0","43_tsumugi_hide","","0.1","","","3","19430055"
"943","","3","","0","","","","","93","19430056"
"943","1","117411","0","43_tsumugi_appear","","0.1","43_tsumugi_deredere","0.1","3","19430057"
"943","","1","","0","","","","","93","19430058"
"943","","1101","","0","","","","","32","19430059"
"943","","1174114","","1","","","","","32","19430060"
"943","","vo_fpc","","vo_fpc_30306","","","0","","21","19430061"
"943","0","122511","5","やはり誰もいないか。\nだがこの悪寒はなんだ…？\nくっ、まるで狙われる魚の気持ちだよ。","1","0","1","0","11","19430062"
"943","","0","","","","","","","91","19430063"
"943","","122511","-180","850","","","3.84615384615385","","2","19430064"
"943","","1225114","-180","850","","","3.84615384615385","","33","19430065"
"943","12","117411","-125","0","","","2.57352941176471","","2","19430066"
"943","12","1174114","-125","0","","","2.57352941176471","","33","19430067"
"943","","0","","","","","","","91","19430068"
"943","","vo_fpc","","vo_fpc_30307","","","0","","21","19430069"
"943","0","117411","6","ああ、レイ様の凛々しいお姿を\nこんな近くで見られるなんて\n眼福です～","1","0","1","0","11","19430070"
"943","","0","","","","","","","91","19430071"
"943","","117411","-125","850","","","3.84615384615385","","2","19430072"
"943","","1174114","-125","850","","","3.84615384615385","","33","19430073"
"943","","0","","","","","","","91","19430074"
"944","-15","1","12","107911","44_tamaki_in","1.4875","800","0","1","19440001"
"944","-15","3","13","3","44_tamaki_in","1.4875","800","0","5","19440002"
"944","-250","1","33","126811","44_yukari_idle","1.75","-1000","0","1","19440003"
"944","-250","2","32","2","cmn_boat_idle","1.75","-1000","0","5","19440004"
"944","-15","1","12","108011","44_mifuyu_run","1.4875","-800","0","1","19440005"
"944","1","101","-1000","126811","","1","-250","","31","19440006"
"944","1","1004","-560","1004","","0","140","","31","19440007"
"944","","se_10053800","1","se_fpc_water_random","","1","","","23","19440008"
"944","","19440007","","0","","","","","91","19440009"
"944","","107911","-15","300","","","2.26244343891403","","2","19440010"
"944","","3","-15","300","","","2.26244343891403","","2","19440011"
"944","","","","","","","","","91","19440012"
"944","1","107911","","44_tamaki_sale","","0.1","44_tamaki_sale_loop","0.1","3","19440013"
"944","1","3","","44_tamaki_sale","","0.1","44_tamaki_sale_loop","0.1","3","19440014"
"944","","vo_fpc","","vo_fpc_30401","","","0","","21","19440015"
"944","0","107911","6","たい焼き～、たい焼き～\nおいしいたい焼き屋さんにゃ～","1","0","1","0","11","19440016"
"944","","0","","","","","","","91","19440017"
"944","12","126811","-250","-100","","","5.29411764705882","","2","19440018"
"944","12","2","-250","-100","","","5.29411764705882","","2","19440019"
"944","12","126811","-250","-100","","","5.29411764705882","","33","19440020"
"944","","","","","","","","","91","19440021"
"944","1","107911","0","44_tamaki_present","","0.1","44_tamaki_present_loop","0.1","3","19440022"
"944","1","3","0","44_tamaki_present","","0.1","44_tamaki_present_loop","0.1","3","19440023"
"944","","vo_fpc","","vo_fpc_30402","","","0","","21","19440024"
"944","0","107911","8","はい、そこの流れてくるおねーさん\nたい焼きいかがかにゃ？","1","0","1","0","11","19440025"
"944","","0","","","","","","","91","19440026"
"944","1","126811","0","44_yukari_notice","","0.2","44_yukari_notice_loop","0.1","3","19440027"
"944","","2","1","cmn_boat_idle","","0.2","","","3","19440028"
"944","","vo_fpc","","vo_fpc_30403","","","0","","21","19440029"
"944","0","126811","10","あら、タマキさんじゃない。\nこんなところで何やってるの？","1","0","1","0","11","19440030"
"944","","0","","","","","","","91","19440031"
"944","","vo_fpc","","vo_fpc_30404","","","0","","21","19440032"
"944","0","107911","10","なんだ、ユカリだったかにゃ。\n何ってもちろん商売にゃ！","1","0","1","0","11","19440033"
"944","","0","","","","","","","91","19440034"
"944","1","107911","0","44_tamaki_present2sale","","0.1","44_tamaki_sale_loop","0.1","3","19440035"
"944","1","3","0","44_tamaki_present2sale","","0.1","44_tamaki_sale_loop","0.1","3","19440036"
"944","","vo_fpc","","vo_fpc_30405","","","0","","21","19440037"
"944","0","107911","10","こんなに人がいっぱいいる商機、\n見逃すわけにはいかないにゃ！","1","0","1","0","11","19440038"
"944","","0","","","","","","","91","19440039"
"944","1","126811","0","44_yukari_worry","","0.2","44_yukari_worry_loop","0.1","3","19440040"
"944","","2","1","cmn_boat_idle","","0.2","","","3","19440041"
"944","","vo_fpc","","vo_fpc_30406","","","0","","21","19440042"
"944","0","126811","7","それ、アキノさんの許可とってるの？\nもし無許可だったら怒られるわよ？","1","0","1","0","11","19440043"
"944","","0","","","","","","","91","19440044"
"944","","vo_fpc","","vo_fpc_30407","","","0","","21","19440045"
"944","0","107911","8","大丈夫にゃ。バレないように…\nってやばいにゃ！　見回りだにゃ！","0.5","0","1","0","11","19440046"
"944","","0","","","","","","","91","19440047"
"944","","1004","","1","","","","","32","19440048"
"944","","1","","0","","","","","93","19440049"
"944","1","107911","0","44_tamaki_surprise","","0.1","44_tamaki_run","0.1","3","19440050"
"944","1","3","0","44_tamaki_surprise","","0.1","44_tamaki_run","0.1","3","19440051"
"944","1","3","0","44_tamaki_surprise","","0.1","44_tamaki_run","0.1","3","19440052"
"944","","vo_fpc","","vo_fpc_30408","","","0","","21","19440053"
"944","0","107911","10","ズラかるにゃー！","1","0","1","0","11","19440054"
"944","","0.8","","0","","","","","93","19440055"
"944","","107911","-15","800","","","1.74034110685694","","2","19440056"
"944","","3","-15","800","","","1.74034110685694","","2","19440057"
"944","","108011","-15","800","","","4.82654600301659","","2","19440058"
"944","","1004","-15","800","","","4.82654600301659","","33","19440059"
"944","","0.8","","0","","","","","93","19440060"
"944","","vo_fpc","","vo_fpc_30409","","","0","","21","19440061"
"944","0","108011","15","無許可営業は取り締まり対象よ！\n待ちなさい！","0.5","0","1","0","11","19440062"
"944","","19440058","","","","","","","91","19440063"
"944","","vo_fpc","","vo_fpc_30410","","","0","","21","19440064"
"944","0","126811","7","ちょ、タマキさん？\nやっぱり無許可だったんじゃない。\n…なんだかお腹減ったわね。\nたい焼きもらっておけばよかったわ。","1.5","0","1","0","11","19440065"
"944","","11.6571428571429","","1","","","","","93","19440066"
"944","1","126811","0","44_yukari_smile","","0.2","44_yukari_smile_loop","0.1","3","19440067"
"944","","2","1","cmn_boat_idle","","0.2","","","3","19440068"
"944","","1.5","","0","","","","","93","19440069"
"944","","19440065","","","","","","","91","19440070"
"944","","126811","-250","1000","","","4.97737556561086","","2","19440071"
"944","","2","-250","1000","","","4.97737556561086","","2","19440072"
"944","","126811","-250","1000","","","4.97737556561086","","33","19440073"
"944","","0","","","","","","","91","19440074"
"945","-180","1","23","122611","45_yui_cmn_swm_tread","1.75","-1150","0","1","19450001"
"945","-125","1","12","110411","45_makoto_idle","1.75","-800","0","1","19450002"
"945","-180","23","32","23","empty","1.75","-250","0","5","19450003"
"945","-180","1","22","1","cmn_swm_tread_pink","1.75","-1150","0","5","19450004"
"945","1","3","-1150","1226113","","1","-180","","31","19450005"
"945","1","4","-770","1104111","","1","-125","","31","19450006"
"945","1","117","150","117","","0","-125","","31","19450007"
"945","1","111","-250","111","","0","-180","","31","19450008"
"945","","se_10053800","1","se_fpc_water_random","","1","","","23","19450009"
"945","","19450008","","0","","","","","91","19450010"
"945","12","110411","-125","150","","","5.58823529411765","","2","19450011"
"945","12","1104111","-125","180","","","5.58823529411765","","33","19450012"
"945","12","122611","-180","-200","","","5.58823529411765","","2","19450013"
"945","12","1","-180","-200","","","5.58823529411765","","2","19450014"
"945","12","1226113","-180","-200","","","5.58823529411765","","33","19450015"
"945","","19450015","","","","","","","91","19450016"
"945","","122611","1","45_yui_idle","","0.1","","","3","19450017"
"945","","1","1","45_yui_idle","","0.1","","","3","19450018"
"945","","110411","1","45_makoto_talk","","0.1","","","3","19450019"
"945","","vo_fpc","","vo_fpc_30501","","","0","","21","19450020"
"945","0","110411","10","どうしたんだ、ユイ？\nあいつのために\nわざわざ弁当作ってきたんだろ？\nとっとと誘えばいいじゃないか。","1","0","1","0","11","19450021"
"945","","0","","","","","","","91","19450022"
"945","","vo_fpc","","vo_fpc_30502","","","0","","21","19450023"
"945","0","122611","7","買い出しまで手伝ってもらったのに\nごめんね。でも、お弁当の中身、\nちょっと張り切りすぎちゃって…","1","0","1","0","11","19450024"
"945","","0","","","","","","","91","19450025"
"945","","vo_fpc","","vo_fpc_30503","","","0","","21","19450026"
"945","0","110411","7","なんだよ、張り切りすぎちゃったって。\n用意してた材料は普通だったろ？\nん？　そういやあピンクの桜でんぶ\n買ってたよな。まさか…","1","0","1","0","11","19450027"
"945","","0","","","","","","","91","19450028"
"945","1","110411","0","45_makoto_talk_surprise","","0.1","45_makoto_talk_surprise_loop","0.1","3","19450029"
"945","1","122611","0","45_yui_shy_in","","0.1","45_yui_shy_loop","0.1","3","19450030"
"945","1","1","0","45_yui_shy_in","","0.1","45_yui_shy_loop","0.1","3","19450031"
"945","","vo_fpc","","vo_fpc_30504","","","0","","21","19450032"
"945","0","122611","5","…うん、やっちゃった…\nおっきなハートマーク…\nやっぱりこれは無しで！\nマコトちゃん食べてくれる！？","1","0","1","0","11","19450033"
"945","","0","","","","","","","91","19450034"
"945","","110411","1","45_makoto_idle","","0.1","","","3","19450035"
"945","","vo_fpc","","vo_fpc_30505","","","0","","21","19450036"
"945","0","110411","9","わかったよ。あたしがついてって\nかわりに食ってやるから…\n他のおかずは自信作なんだろ？\nほら、早く行くぞ！","0.5","0","1","0","11","19450037"
"945","","0","","","","","","","91","19450038"
"945","1","110411","0","45_makoto_dogscratch_in","","0.1","cmn_swm_dogscratch","0.1","3","19450039"
"945","","0.5","","0","","","","","93","19450040"
"945","","1104111","","0","","","","","32","19450041"
"945","","117","","1","","","","","32","19450042"
"945","0","110411","-125","1050","","","4.07239819004525","","2","19450043"
"945","0","117","-125","1050","","","4.07239819004525","","33","19450044"
"945","1","122611","0","45_yui_notice","","0.1","45_yui_idle_2","0.1","3","19450045"
"945","1","1","0","45_yui_notice","","0.1","45_yui_idle","0.1","3","19450046"
"945","","vo_fpc","","vo_fpc_30506","","","0","","21","19450047"
"945","0","122611","12","あ、マコトちゃん？\n待ってよー！","1","0","1","0","11","19450048"
"945","","0","","","","","","","91","19450049"
"945","","122611","1","45_yui_cmn_swm_tread","","0.1","","","3","19450050"
"945","","1","1","cmn_swm_tread_pink","","0.1","","","3","19450051"
"945","0","122611","-180","850","","","4.75113122171946","","2","19450052"
"945","0","1","-180","850","","","4.75113122171946","","2","19450053"
"945","0","1226113","-180","850","","","4.75113122171946","","33","19450054"
"945","","3","","0","","","","","93","19450055"
"945","","111","","1","","","","","32","19450056"
"945","1","23","0","45_eriko_float_in","","0.1","45_eriko_float_loop","0.1","3","19450057"
"945","","2","","0","","","","","93","19450058"
"945","","vo_fpc","","vo_fpc_30507","","","0","","21","19450059"
"945","0","23","3","あのおかたを狙う不埒な気配…\nこれは泥棒猫、いいえ雌犬の匂い？\n排除しなくては…","3","0","1","0","11","19450060"
"945","","16.7666666666667","","0","","","","","93","19450061"
"945","","1.5","","0","","","","","93","19450062"
"945","","19450060","","","","","","","91","19450063"
"945","","23","0","45_eriko_float_end","","0.1","","","3","19450064"
"945","","3","","0","","","","","93","19450065"
"945","","0","","","","","","","91","19450066"
"946","-15","1","12","107911","cmn_walk","1.4875","-800","0","1","19460001"
"946","-15","1","12","107811","cmn_walk","1.4875","-1000","0","1","19460002"
"946","-180","1","22","122411","cmn_swm_flutterKick","1.75","-910","0","1","19460003"
"946","1","1","-910","122411","","1","-180","","31","19460004"
"946","1","1","-910","115","","1","-180","","31","19460005"
"946","","se_10053800","1","se_fpc_water_random","","1","","","23","19460006"
"946","","19460005","","0","","","","","91","19460007"
