7ca2a35bdf65420fb8e37ea2a40e3d7c088e43c89dd827dedd20981ac52a9993,9e1659088c45cdb3c801ea7c9823369ba49b9f1fd6bf31c146c33786d8d54a9e,b8918007fe7f4eb5440f904a7a3270a0d838c7a516ee8a50f4979f6bc490b677,c5e402894fd51e19264a60956096c656a03c88e45e2d7995e55c2224f237eea0,5d6038aa924d3dfbcc437ce041d8f903dc02643f963b6895a920047525f31e5b
"988","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","92417010","闇属性ボーナス特大アップ"
"989","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92417010","物理防御力（ダウン不可）アップ"
"990","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92417010","魔法防御力（ダウン不可）アップ"
"991","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92417010","ＴＰ上昇上限付与"
"992","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92417010","ＨＰ吸収ダウン"
"993","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","92417020","闇属性ボーナス特大アップ"
"994","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92417020","物理防御力（ダウン不可）アップ"
"995","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92417020","魔法防御力（ダウン不可）アップ"
"996","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92417020","ＴＰ上昇上限付与"
"997","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92417020","ＨＰ吸収ダウン"
"998","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","92417030","闇属性ボーナス特大アップ"
"999","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92417030","物理防御力（ダウン不可）アップ"
"1000","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92417030","魔法防御力（ダウン不可）アップ"
"1001","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92417030","ＴＰ上昇上限付与"
"1002","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92417030","ＨＰ吸収ダウン"
"1003","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","92417110","闇属性ボーナス特大アップ"
"1004","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92417110","物理防御力（ダウン不可）アップ"
"1005","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92417110","魔法防御力（ダウン不可）アップ"
"1006","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92417110","ＴＰダウンカット"
"1007","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92417110","ダメージ減衰"
"1008","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92417110","ＴＰ上昇上限付与"
"1009","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92417110","ＨＰ吸収ダウン"
"1010","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","92417120","闇属性ボーナス特大アップ"
"1011","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92417120","物理防御力（ダウン不可）アップ"
"1012","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92417120","魔法防御力（ダウン不可）アップ"
"1013","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92417120","ＴＰダウンカット"
"1014","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92417120","ダメージ減衰"
"1015","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92417120","ＴＰ上昇上限付与"
"1016","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92417120","ＨＰ吸収ダウン"
"1017","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","92417130","闇属性ボーナス特大アップ"
"1018","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92417130","物理防御力（ダウン不可）アップ"
"1019","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92417130","魔法防御力（ダウン不可）アップ"
"1020","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92417130","ＴＰダウンカット"
"1021","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92417130","ダメージ減衰"
"1022","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92417130","ＴＰ上昇上限付与"
"1023","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92417130","ＨＰ吸収ダウン"
"1024","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","92417140","闇属性ボーナス特大アップ"
"1025","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92417140","物理防御力（ダウン不可）アップ"
"1026","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92417140","魔法防御力（ダウン不可）アップ"
"1027","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92417140","ＴＰダウンカット"
"1028","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92417140","ダメージ減衰"
"1029","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92417140","ＴＰ上昇上限付与"
"1030","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92417140","ＨＰ吸収ダウン"
"1031","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","92417210","闇属性ボーナス特大アップ"
"1032","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92417210","物理防御力（ダウン不可）アップ"
"1033","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92417210","魔法防御力（ダウン不可）アップ"
"1034","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92417210","ＴＰダウンカット"
"1035","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92417210","ダメージ減衰"
"1036","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92417210","ＴＰ上昇上限付与"
"1037","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92417210","ＨＰ吸収ダウン"
"1038","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","92417220","闇属性ボーナス特大アップ"
"1039","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92417220","物理防御力（ダウン不可）アップ"
"1040","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92417220","魔法防御力（ダウン不可）アップ"
"1041","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92417220","ＴＰダウンカット"
"1042","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92417220","ダメージ減衰"
"1043","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92417220","ＴＰ上昇上限付与"
"1044","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92417220","ＨＰ吸収ダウン"
"1045","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","92417230","闇属性ボーナス特大アップ"
"1046","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92417230","物理防御力（ダウン不可）アップ"
"1047","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92417230","魔法防御力（ダウン不可）アップ"
"1048","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92417230","ＴＰダウンカット"
"1049","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92417230","ダメージ減衰"
"1050","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92417230","ＴＰ上昇上限付与"
"1051","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92417230","ＨＰ吸収ダウン"
"1052","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","92417240","闇属性ボーナス特大アップ"
"1053","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92417240","物理防御力（ダウン不可）アップ"
"1054","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92417240","魔法防御力（ダウン不可）アップ"
"1055","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92417240","ＴＰダウンカット"
"1056","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92417240","ダメージ減衰"
"1057","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92417240","ＴＰ上昇上限付与"
"1058","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92417240","ＨＰ吸収ダウン"
"1059","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","92417310","闇属性ボーナス特大アップ"
"1060","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92417310","物理防御力（ダウン不可）アップ"
"1061","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92417310","魔法防御力（ダウン不可）アップ"
"1062","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","boss_tp_down_cut","92417310","ＴＰダウンカット"
"1063","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92417310","ダメージ減衰"
"1064","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92417310","ＴＰ上昇上限付与"
"1065","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92417310","ＨＰ吸収ダウン"
"1066","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","92417320","闇属性ボーナス特大アップ"
"1067","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92417320","物理防御力（ダウン不可）アップ"
"1068","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92417320","魔法防御力（ダウン不可）アップ"
"1069","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","boss_tp_down_cut","92417320","ＴＰダウンカット"
"1070","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92417320","ダメージ減衰"
"1071","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92417320","ＴＰ上昇上限付与"
"1072","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92417320","ＨＰ吸収ダウン"
"1073","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","92417330","闇属性ボーナス特大アップ"
"1074","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92417330","物理防御力（ダウン不可）アップ"
"1075","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92417330","魔法防御力（ダウン不可）アップ"
"1076","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","boss_tp_down_cut","92417330","ＴＰダウンカット"
"1077","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92417330","ダメージ減衰"
"1078","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92417330","ＴＰ上昇上限付与"
"1079","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92417330","ＨＰ吸収ダウン"
"1080","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","92417340","闇属性ボーナス特大アップ"
"1081","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92417340","物理防御力（ダウン不可）アップ"
"1082","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92417340","魔法防御力（ダウン不可）アップ"
"1083","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","boss_tp_down_cut","92417340","ＴＰダウンカット"
"1084","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92417340","ダメージ減衰"
"1085","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92417340","ＴＰ上昇上限付与"
"1086","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92417340","ＨＰ吸収ダウン"
"1087","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","92418010","火属性ボーナス特大アップ"
"1088","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92418010","物理防御力（ダウン不可）アップ"
"1089","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92418010","魔法防御力（ダウン不可）アップ"
"1090","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92418010","ＴＰ上昇上限付与"
"1091","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92418010","ＨＰ吸収ダウン"
"1092","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","92418020","火属性ボーナス特大アップ"
"1093","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92418020","物理防御力（ダウン不可）アップ"
"1094","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92418020","魔法防御力（ダウン不可）アップ"
"1095","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92418020","ＴＰ上昇上限付与"
"1096","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92418020","ＨＰ吸収ダウン"
"1097","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","92418030","火属性ボーナス特大アップ"
"1098","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92418030","物理防御力（ダウン不可）アップ"
"1099","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92418030","魔法防御力（ダウン不可）アップ"
"1100","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92418030","ＴＰ上昇上限付与"
"1101","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92418030","ＨＰ吸収ダウン"
"1102","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","92418110","火属性ボーナス特大アップ"
"1103","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92418110","物理防御力（ダウン不可）アップ"
"1104","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92418110","魔法防御力（ダウン不可）アップ"
"1105","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92418110","ＴＰダウンカット"
"1106","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92418110","ダメージ減衰"
"1107","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92418110","ＴＰ上昇上限付与"
"1108","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92418110","ＨＰ吸収ダウン"
"1109","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","92418120","火属性ボーナス特大アップ"
"1110","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92418120","物理防御力（ダウン不可）アップ"
"1111","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92418120","魔法防御力（ダウン不可）アップ"
"1112","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92418120","ＴＰダウンカット"
"1113","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92418120","ダメージ減衰"
"1114","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92418120","ＴＰ上昇上限付与"
"1115","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92418120","ＨＰ吸収ダウン"
"1116","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","92418130","火属性ボーナス特大アップ"
"1117","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92418130","物理防御力（ダウン不可）アップ"
"1118","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92418130","魔法防御力（ダウン不可）アップ"
"1119","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92418130","ＴＰダウンカット"
"1120","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92418130","ダメージ減衰"
"1121","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92418130","ＴＰ上昇上限付与"
"1122","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92418130","ＨＰ吸収ダウン"
"1123","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","92418140","火属性ボーナス特大アップ"
"1124","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92418140","物理防御力（ダウン不可）アップ"
"1125","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92418140","魔法防御力（ダウン不可）アップ"
"1126","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92418140","ＴＰダウンカット"
"1127","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92418140","ダメージ減衰"
"1128","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92418140","ＴＰ上昇上限付与"
"1129","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92418140","ＨＰ吸収ダウン"
"1130","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","92418210","火属性ボーナス特大アップ"
"1131","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92418210","物理防御力（ダウン不可）アップ"
"1132","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92418210","魔法防御力（ダウン不可）アップ"
"1133","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92418210","ＴＰダウンカット"
"1134","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92418210","ダメージ減衰"
"1135","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92418210","ＴＰ上昇上限付与"
"1136","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92418210","ＨＰ吸収ダウン"
"1137","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","92418220","火属性ボーナス特大アップ"
"1138","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92418220","物理防御力（ダウン不可）アップ"
"1139","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92418220","魔法防御力（ダウン不可）アップ"
"1140","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92418220","ＴＰダウンカット"
"1141","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92418220","ダメージ減衰"
"1142","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92418220","ＴＰ上昇上限付与"
"1143","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92418220","ＨＰ吸収ダウン"
"1144","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","92418230","火属性ボーナス特大アップ"
"1145","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92418230","物理防御力（ダウン不可）アップ"
"1146","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92418230","魔法防御力（ダウン不可）アップ"
"1147","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92418230","ＴＰダウンカット"
"1148","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92418230","ダメージ減衰"
"1149","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92418230","ＴＰ上昇上限付与"
"1150","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92418230","ＨＰ吸収ダウン"
"1151","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","92418240","火属性ボーナス特大アップ"
"1152","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92418240","物理防御力（ダウン不可）アップ"
"1153","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92418240","魔法防御力（ダウン不可）アップ"
"1154","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92418240","ＴＰダウンカット"
"1155","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92418240","ダメージ減衰"
"1156","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92418240","ＴＰ上昇上限付与"
"1157","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92418240","ＨＰ吸収ダウン"
"1158","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","92418310","火属性ボーナス特大アップ"
"1159","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92418310","物理防御力（ダウン不可）アップ"
"1160","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92418310","魔法防御力（ダウン不可）アップ"
"1161","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92418310","ＴＰダウンカット"
"1162","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92418310","ダメージ減衰"
"1163","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92418310","ＴＰ上昇上限付与"
"1164","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92418310","ＨＰ吸収ダウン"
"1165","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","92418320","火属性ボーナス特大アップ"
"1166","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92418320","物理防御力（ダウン不可）アップ"
"1167","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92418320","魔法防御力（ダウン不可）アップ"
"1168","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92418320","ＴＰダウンカット"
"1169","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92418320","ダメージ減衰"
"1170","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92418320","ＴＰ上昇上限付与"
"1171","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92418320","ＨＰ吸収ダウン"
