2ba1174a200c7d5fec687aa0f41b101a8e79a76d13c4789c1866d89b91fc01f8,628ba6ad543cc423580619b98dc3ddf7489ff7a697bec2d197c1f14f3d679cb0,9a3496e424b19e5c88a180bc24719f1a9a30ce3fa3827d885a6d9856b8a33dd5,1a7cf1a058000e5d3b0e6bffeb24623561a14458c0d02cc593b75fd97c62261e,168369f1f6e4b5d1e5980630e9d78bb85fdca3d33c76fb0220a045abb52463d4,20c84d975a4b4ec11ce649a7fb5d330639ab3e3d230aaba4cd6df7ccc3053883,4bdc301e1ddf3d1e9ba55f57b10a9f550fb0761cd854ae248188fc0d1454b542,d3cd3a461bac871822222b6ba04cb58804bddf0f225e9a47c96f7c4404919028,0aecf594db1561cbf0e8c3b5f3efb73232d363f22adb2dcf63aa5108994d3c1d,9193c64c21c53fa9413dcab038e4c25a07d643458de2e2b333dedf285539531b,5fa0f3fb7d8417636f702f5be1b35f0d7a6464ac75e5096c52bc36d0a018fa69
"3","","0.2","102011","1009811","","","lsv_idle_joy","1","1009811106",""
"101","","","1009811095","1009811","","","","","1009811107",""
"6","1","1","333","1009811","0","0","1","1","1009811108",""
"4","","","102011","1009811","","","1","","1009811109",""
"3","","0.2","102011","1009811","","","lsv_run","1","1009811110",""
"2","0.8","","102011","1009811","0","","-750","-235","1009811111",""
"4","","","103611","1009811","","","0","","1009811112",""
"3","","0.2","103611","1009811","","","lsv_run","1","1009811113",""
"2","0.8","","103611","1009811","0","","750","-220","1009811114",""
"4","","","100411","1009811","","","0","","1009811115",""
"3","","0.2","100411","1009811","","","lsv_run","1","1009811116",""
"2","0.8","","100411","1009811","0","","850","-250","1009811117",""
"93","","","0.6","1009811","","","","","1009811118",""
"6","1","0.2","102011","1009811","0","0","1","1","1009811119",""
"6","1","0.2","103611","1009811","0","0","1","1","1009811120",""
"6","1","0.2","100411","1009811","0","0","1","1","1009811121",""
"91","","","0","1009811","","","","","1009811122",""
"1","-750","1.95","1","1009812","-235","0","103611","102","1009812001","lsv_idle_normal"
"1","650","1.95","1","1009812","-220","1","100411","100","1009812002","lsv_idle_normal"
"1","750","1.95","1","1009812","-250","1","102011","101","1009812003","lsv_idle_normal"
"5","0","1","1","1009812","0","0","333","0","1009812004","lsv_white_loop"
"6","1","0","333","1009812","0","0","1","1","1009812005",""
"6","1","0","103611","1009812","0","0","1","1","1009812006",""
"6","1","0","100411","1009812","0","0","1","1","1009812007",""
"6","1","0","102011","1009812","0","0","1","1","1009812008",""
"7","0","","103611","1009812","","","2","0","1009812009",""
"2","0.5","","103611","1009812","0","","-750","-235","1009812010",""
"31","10","0","1","1009812","0.8","","16","-140","1009812011",""
"34","0","","16","1009812","","","2","0","1009812012",""
"93","","","1","1009812","","","0","","1009812013",""
"6","1","0.8","333","1009812","0.4","0","1","1","1009812014",""
"3","lsv_see_think","0.2","103611","1009812","1","0","lsv_see_think_pre","0","1009812015",""
"2","1.1","","103611","1009812","0","","-600","-235","1009812016",""
"6","1","0.4","103611","1009812","1","0","1","1","1009812017",""
"93","","","1","1009812","","","","","1009812018",""
"32","","","16","1009812","","","1","","1009812019",""
"91","","","0","1009812","","","","","1009812020",""
"94","0","","103611","1009812","80","","240","260","1009812021",""
"32","","","16","1009812","","","0","","1009812022",""
"7","0","","103611","1009812","","","0","2","1009812023",""
"3","","0.2","103611","1009812","","","lsv_walk","1","1009812024",""
"2","2","","103611","1009812","0","","-250","-235","1009812025",""
"3","","0.2","100411","1009812","","","lsv_walk_joy","1","1009812026",""
"2","2","","100411","1009812","0","","100","-220","1009812027",""
"6","1","0.4","100411","1009812","1","0","1","1","1009812028",""
"3","","0.2","102011","1009812","","","lsv_walk","1","1009812029",""
"2","2","","102011","1009812","0","","270","-250","1009812030",""
"6","1","0.4","102011","1009812","1","0","1","1","1009812031",""
"93","","","2","1009812","","","","","1009812032",""
"3","","0.2","103611","1009812","","","lsv_idle_normal","1","1009812033",""
"3","","0.2","100411","1009812","","","lsv_idle_joy","1","1009812034",""
"3","","0.2","102011","1009812","","","lsv_idle_normal","1","1009812035",""
"93","","","0.5","1009812","","","","","1009812036",""
"91","","","0","1009812","","","","","1009812037",""
"3","","0.2","103611","1009812","","","lsv_talk_normal_sad","1","1009812038",""
"21","0","","vo_lsv","1009812","","","vo_lsv_1221","0","1009812039",""
"11","1","0","103611","1009812","1","0","ヒミツって…\nもう答えが描いてあるよね？","10","1009812040","0"
"91","","","0","1009812","","","","","1009812041",""
"3","","0.2","103611","1009812","","","lsv_idle_normal_sad","1","1009812042",""
"3","","0.2","102011","1009812","","","lsv_talk_sad","1","1009812043",""
"21","0","","vo_lsv","1009812","","","vo_lsv_1222","0","1009812044",""
"11","1","0","102011","1009812","1","0","ミソギちゃん、\nおにいちゃんに\nイタズラしちゃったの？","10","1009812045","0"
"91","","","0","1009812","","","","","1009812046",""
"3","","0.2","102011","1009812","","","lsv_idle_sad","1","1009812047",""
"3","lsv_talk_cool_joy_loop","0","100411","1009812","1","0.2","lsv_talk_cool_joy","0","1009812048",""
"21","0","","vo_lsv","1009812","","","vo_lsv_1223","0","1009812049",""
"11","1","0","100411","1009812","1","0","ちっちっち！\nこれは想像だよー！\nまだ教えただけっ。","10","1009812050","0"
"91","","","0","1009812","","","","","1009812051",""
"3","","0.2","100411","1009812","","","lsv_talk_cool_joy_loop","1","1009812052",""
"21","0","","vo_lsv","1009812","","","vo_lsv_1224","0","1009812053",""
"11","1","0","100411","1009812","1","0","あと、教えたのはひとつだけ\nじゃないよ？　ミソギ先生の\n授業は盛り沢山だからね！","10","1009812054","0"
"91","","","0","1009812","","","","","1009812055",""
"3","","0.2","100411","1009812","","","lsv_idle_cool_joy","1","1009812056",""
"3","","0.2","103611","1009812","","","lsv_talk_bitter_sad","1","1009812057",""
"21","0","","vo_lsv","1009812","","","vo_lsv_1225","0","1009812058",""
"11","1","0","103611","1009812","1","0","いったいどんなことを\n教えたか、不安だなぁ…","10","1009812059","0"
"91","","","0","1009812","","","","","1009812060",""
"3","","0.2","103611","1009812","","","lsv_idle_bitter_sad","1","1009812061",""
"3","lsv_look_idle_normal","0","103611","1009812","1","0.2","lsv_choice","0","1009812062",""
"3","lsv_look_idle_normal","0","100411","1009812","1","0.2","lsv_choice","0","1009812063",""
"3","lsv_look_idle_normal","0","102011","1009812","1","0.2","lsv_choice","0","1009812064",""
"93","","","0.1","1009812","","","0","","1009812065",""
"2","0.33","","103611","1009812","2","0.2","-452","-235","1009812066",""
"2","0.33","","100411","1009812","2","0.2","420","-220","1009812067",""
"2","0.33","","102011","1009812","2","0.2","545","-250","1009812068",""
"22","","0.2","0","1009812","","","0","1","1009812069",""
"103","","","落とし穴の作り方とか？","1009812","","","1009812073","0","1009812070",""
"103","","","逃げ足講座とか？","1009812","","","1009812097","0","1009812071",""
"103","","","ウソ泣きのやり方とか？","1009812","","","1009812121","0","1009812072",""
"3","lsv_idle_normal","0","103611","1009812","1","0.2","lsv_choice","0","1009812073",""
"3","lsv_idle_normal","0","100411","1009812","1","0.2","lsv_choice","0","1009812074",""
"3","lsv_idle_normal","0","102011","1009812","1","0.2","lsv_choice","0","1009812075",""
"93","","","0.1","1009812","","","0","","1009812076",""
"2","0.33","","103611","1009812","2","0.2","-200","-235","1009812077",""
"2","0.33","","100411","1009812","2","0.2","100","-220","1009812078",""
"2","0.33","","102011","1009812","2","0.2","270","-250","1009812079",""
"93","","","0.7","1009812","","","0","","1009812080",""
"3","lsv_talk_surprise_R2","0","102011","1009812","1","0.2","lsv_surprise_R2","0","1009812081",""
"21","0","","vo_lsv","1009812","","","vo_lsv_1226","0","1009812082",""
"11","1","0","102011","1009812","1","0","ええっ？\n落とし穴はちょっと危ないよ～","10","1009812083","0"
"91","","","0","1009812","","","","","1009812084",""
"3","","0.2","102011","1009812","","","lsv_idle_surprise","1","1009812085",""
"3","","0.2","100411","1009812","","","lsv_talk_bitter","1","1009812086",""
"21","0","","vo_lsv","1009812","","","vo_lsv_1227","0","1009812087",""
"11","1","0","100411","1009812","1","0","んー…落とし穴はねー\nみゅ～ちゃんがスコップを\n持てなかったから諦めたんだー","10","1009812088","0"
"91","","","0","1009812","","","","","1009812089",""
"3","","0.2","100411","1009812","","","lsv_idle_bitter","1","1009812090",""
"3","lsv_talk_cool_sad_loop","0","103611","1009812","1","0.2","lsv_talk_cool_sad","0","1009812091",""
"21","0","","vo_lsv","1009812","","","vo_lsv_1228","0","1009812092",""
"11","1","0","103611","1009812","1","0","試しはしたんだね…","10","1009812093","0"
"91","","","0","1009812","","","","","1009812094",""
"3","","0.2","103611","1009812","","","lsv_idle_normal_sad","1","1009812095",""
"101","","","1009812145","1009812","","","","","1009812096",""
"3","lsv_idle_normal","0","103611","1009812","1","0.2","lsv_choice","0","1009812097",""
"3","lsv_idle_normal","0","100411","1009812","1","0.2","lsv_choice","0","1009812098",""
"3","lsv_idle_normal","0","102011","1009812","1","0.2","lsv_choice","0","1009812099",""
"93","","","0.1","1009812","","","0","","1009812100",""
"2","0.33","","103611","1009812","2","0.2","-200","-235","1009812101",""
"2","0.33","","100411","1009812","2","0.2","100","-220","1009812102",""
"2","0.33","","102011","1009812","2","0.2","270","-250","1009812103",""
"93","","","0.7","1009812","","","0","","1009812104",""
"3","lsv_exactly_joy_loop","0","100411","1009812","1","0.2","lsv_exactly_joy_in","0","1009812105",""
"21","0","","vo_lsv","1009812","","","vo_lsv_1229","0","1009812106",""
"11","1","0","100411","1009812","1","0","お！　にいちゃん、するどい！\n正解だよ！\n逃げ足は大事だもんねー","10","1009812107","0"
"91","","","0","1009812","","","","","1009812108",""
"3","","0.2","100411","1009812","","","lsv_idle_joy","1","1009812109",""
"3","","0.2","103611","1009812","","","lsv_talk_thinking","1","1009812110",""
"21","0","","vo_lsv","1009812","","","vo_lsv_1230","0","1009812111",""
"11","1","0","103611","1009812","1","0","逃げ足って…\nでも、確かに自然の中では\n大切なことかも。","10","1009812112","0"
"91","","","0","1009812","","","","","1009812113",""
"3","","0.2","103611","1009812","","","lsv_idle_thinking_anger","1","1009812114",""
"3","","0.2","102011","1009812","","","lsv_talk_wish_joy","1","1009812115",""
"21","0","","vo_lsv","1009812","","","vo_lsv_1231","0","1009812116",""
"11","1","0","102011","1009812","1","0","かけっこが得意な\nみゅ～ちゃんもかわいいね～","10","1009812117","0"
"91","","","0","1009812","","","","","1009812118",""
"3","","0.2","102011","1009812","","","lsv_idle_wish_joy","1","1009812119",""
"101","","","1009812145","1009812","","","","","1009812120",""
"3","lsv_idle_normal","0","103611","1009812","1","0.2","lsv_choice","0","1009812121",""
"3","lsv_idle_normal","0","100411","1009812","1","0.2","lsv_choice","0","1009812122",""
"3","lsv_idle_normal","0","102011","1009812","1","0.2","lsv_choice","0","1009812123",""
"93","","","0.1","1009812","","","0","","1009812124",""
"2","0.33","","103611","1009812","2","0.2","-200","-235","1009812125",""
"2","0.33","","100411","1009812","2","0.2","100","-220","1009812126",""
"2","0.33","","102011","1009812","2","0.2","270","-250","1009812127",""
"93","","","0.7","1009812","","","0","","1009812128",""
"3","","0.2","100411","1009812","","","lsv_idle_sad3","1","1009812129",""
"21","0","","vo_lsv","1009812","","","vo_lsv_1232","0","1009812130",""
"11","1","0","100411","1009812","1","0","…ぐすん。\nミソギ、ウソ泣きなんて\n教えてないもん…ぐすぐす…","10","1009812131","0"
"91","","","0","1009812","","","","","1009812132",""
"3","","0.2","100411","1009812","","","lsv_idle_sad3","1","1009812133",""
"3","","0.2","102011","1009812","","","lsv_talk_sad3","1","1009812134",""
"21","0","","vo_lsv","1009812","","","vo_lsv_1233","0","1009812135",""
"11","1","0","102011","1009812","1","0","わわ…！\nミソギちゃん、泣かないで～","10","1009812136","0"
"91","","","0","1009812","","","","","1009812137",""
"3","","0.2","102011","1009812","","","lsv_idle_sad","1","1009812138",""
"3","lsv_talk_cool_sad_loop","0","103611","1009812","1","0.2","lsv_talk_cool_sad","0","1009812139",""
"21","0","","vo_lsv","1009812","","","vo_lsv_1234","0","1009812140",""
"11","1","0","103611","1009812","1","0","…これは間違いなく\n教えましたね。\nまったくもう…","10","1009812141","0"
"91","","","0","1009812","","","","","1009812142",""
"3","","0.2","103611","1009812","","","lsv_idle_cool_sad","1","1009812143",""
"101","","","1009812145","1009812","","","","","1009812144",""
"91","","","0","1009812","","","","","1009812145",""
"102","","","","1009812","","","","","1009812146",""
"22","","","0","1009812","","","0.2","","1009812147",""
"93","","","0.2","1009812","","","","","1009812148",""
"12","0","0","100411","1009812","0","0","10","1","1009812149","0"
"3","lsv_eieio_loop","0","100411","1009812","1","0.2","lsv_eieio","0","1009812150",""
"93","","","3","1009812","","","0","","1009812151",""
"3","","0.2","100411","1009812","","","lsv_idle_cool_joy","1","1009812152",""
"12","0","0","102011","1009812","0","0","4","1","1009812153","0"
"3","lsv_talk_surprise","0","102011","1009812","1","0.2","lsv_surprise","0","1009812154",""
"93","","","3","1009812","","","0","","1009812155",""
"3","","0.2","102011","1009812","","","lsv_idle_wish_joyR","1","1009812156",""
"12","0","0","103611","1009812","0","0","2","1","1009812157","0"
"3","","0.2","103611","1009812","","","lsv_talk_sad","1","1009812158",""
"93","","","3","1009812","","","0","","1009812159",""
"3","","0.2","103611","1009812","","","lsv_idle_sad","1","1009812160",""
"101","","","1009812149","1009812","","","","","1009812161",""
"6","1","1","333","1009812","0","0","1","1","1009812162",""
"4","","","103611","1009812","","","1","","1009812163",""
"3","","0.2","103611","1009812","","","lsv_run","1","1009812164",""
"2","0.8","","103611","1009812","0","","-750","-235","1009812165",""
"4","","","100411","1009812","","","0","","1009812166",""
"3","","0.2","100411","1009812","","","lsv_run","1","1009812167",""
"2","0.8","","100411","1009812","0","","750","-220","1009812168",""
"4","","","102011","1009812","","","0","","1009812169",""
"3","","0.2","102011","1009812","","","lsv_run","1","1009812170",""
"2","0.8","","102011","1009812","0","","850","-250","1009812171",""
"93","","","0.6","1009812","","","","","1009812172",""
"6","1","0.2","103611","1009812","0","0","1","1","1009812173",""
"6","1","0.2","100411","1009812","0","0","1","1","1009812174",""
"6","1","0.2","102011","1009812","0","0","1","1","1009812175",""
"91","","","0","1009812","","","","","1009812176",""
"1","-750","1.95","1","1009813","-235","0","100411","102","1009813001","lsv_idle_normal"
"1","650","1.95","1","1009813","-220","1","103611","100","1009813002","lsv_idle_normal"
"1","750","1.95","1","1009813","-250","1","102011","101","1009813003","lsv_idle_normal"
"5","0","1","1","1009813","0","0","333","0","1009813004","lsv_white_loop"
"6","1","0","333","1009813","0","0","1","1","1009813005",""
"6","1","0","100411","1009813","0","0","1","1","1009813006",""
"6","1","0","103611","1009813","0","0","1","1","1009813007",""
"6","1","0","102011","1009813","0","0","1","1","1009813008",""
"7","0","","100411","1009813","","","2","0","1009813009",""
"2","0.5","","100411","1009813","0","","-750","-235","1009813010",""
"31","10","0","1","1009813","0.8","","16","-140","1009813011",""
"34","0","","16","1009813","","","2","0","1009813012",""
"93","","","1","1009813","","","0","","1009813013",""
"6","1","0.8","333","1009813","0.4","0","1","1","1009813014",""
"3","lsv_see_think","0.2","100411","1009813","1","0","lsv_see_think_pre","0","1009813015",""
"2","1.1","","100411","1009813","0","","-600","-235","1009813016",""
"6","1","0.4","100411","1009813","1","0","1","1","1009813017",""
"93","","","1","1009813","","","","","1009813018",""
"32","","","16","1009813","","","1","","1009813019",""
"91","","","0","1009813","","","","","1009813020",""
"94","0","","100411","1009813","80","","240","260","1009813021",""
"32","","","16","1009813","","","0","","1009813022",""
"7","0","","100411","1009813","","","0","2","1009813023",""
"3","","0.2","100411","1009813","","","lsv_walk","1","1009813024",""
"2","2","","100411","1009813","0","","-250","-235","1009813025",""
"3","","0.2","103611","1009813","","","lsv_walk_joy","1","1009813026",""
"2","2","","103611","1009813","0","","100","-220","1009813027",""
"6","1","0.4","103611","1009813","1","0","1","1","1009813028",""
"3","","0.2","102011","1009813","","","lsv_walk","1","1009813029",""
"2","2","","102011","1009813","0","","270","-250","1009813030",""
"6","1","0.4","102011","1009813","1","0","1","1","1009813031",""
"93","","","2","1009813","","","","","1009813032",""
"3","","0.2","100411","1009813","","","lsv_idle_normal_talkR","1","1009813033",""
"3","","0.2","103611","1009813","","","lsv_idle_joy","1","1009813034",""
"3","","0.2","102011","1009813","","","lsv_idle_normal","1","1009813035",""
"93","","","0.5","1009813","","","","","1009813036",""
"91","","","0","1009813","","","","","1009813037",""
"3","","0.2","100411","1009813","","","lsv_talk_sad","1","1009813038",""
"21","0","","vo_lsv","1009813","","","vo_lsv_1321","0","1009813039",""
"11","1","0","100411","1009813","1","0","うう…なんだかほんとに\n学校の先生みたいなこと\n書いてるね…","10","1009813040","0"
"91","","","0","1009813","","","","","1009813041",""
"3","","0.2","100411","1009813","","","lsv_idle_surprise_talkR1","1","1009813042",""
"3","lsv_talk_doya_loop","0","103611","1009813","1","0.2","lsv_talk_doya","0","1009813043",""
"21","0","","vo_lsv","1009813","","","vo_lsv_1322","0","1009813044",""
"11","1","0","103611","1009813","1","0","だって今日は私が先生だもん。\n先生らしくしなくっちゃ！","10","1009813045","0"
"91","","","0","1009813","","","","","1009813046",""
"3","","0.2","103611","1009813","","","lsv_idle_doya","1","1009813047",""
"3","","0.2","102011","1009813","","","lsv_talk_wish_joy","1","1009813048",""
"21","0","","vo_lsv","1009813","","","vo_lsv_1323","0","1009813049",""
"11","1","0","102011","1009813","1","0","キョウカちゃん、\n張りきってたもんね♪\nどんなお勉強をしたの？","10","1009813050","0"
"91","","","0","1009813","","","","","1009813051",""
"3","","0.2","102011","1009813","","","lsv_idle_wish_joy","1","1009813052",""
"3","","0.2","103611","1009813","","","lsv_talk_cool_joy_loop","1","1009813053",""
"21","0","","vo_lsv","1009813","","","vo_lsv_1324","0","1009813054",""
"11","1","0","103611","1009813","1","0","ミミ、いい質問ですね。\nそれでは…\nここでみんなに問題です。","10","1009813055","0"
"91","","","0","1009813","","","","","1009813056",""
"3","","0.2","103611","1009813","","","lsv_idle_cool_joy","1","1009813057",""
"3","lsv_talk_cool_sad_loop","0","100411","1009813","1","0.2","lsv_talk_cool_sad","0","1009813058",""
"21","0","","vo_lsv","1009813","","","vo_lsv_1325","0","1009813059",""
"11","1","0","100411","1009813","1","0","急に先生っぽくしてる…！\n…ね、にいちゃんから\n何か言ってやってよっ。","10","1009813060","0"
"91","","","0","1009813","","","","","1009813061",""
"3","","0.2","100411","1009813","","","lsv_idle_cool_sad","1","1009813062",""
"3","lsv_look_idle_normal","0","100411","1009813","1","0.2","lsv_choice","0","1009813063",""
"3","lsv_look_idle_normal","0","103611","1009813","1","0.2","lsv_choice","0","1009813064",""
"3","lsv_look_idle_normal","0","102011","1009813","1","0.2","lsv_choice","0","1009813065",""
"93","","","0.1","1009813","","","0","","1009813066",""
"2","0.33","","100411","1009813","2","0.2","-452","-235","1009813067",""
"2","0.33","","103611","1009813","2","0.2","420","-220","1009813068",""
"2","0.33","","102011","1009813","2","0.2","545","-250","1009813069",""
"22","","0.2","0","1009813","","","0","1","1009813070",""
"103","","","はい、先生！","1009813","","","1009813074","0","1009813071",""
"103","","","寝たふりをしよう。","1009813","","","1009813096","0","1009813072",""
"103","","","どんな問題が来るのかなぁ。","1009813","","","1009813119","0","1009813073",""
"3","lsv_idle_normal","0","100411","1009813","1","0.2","lsv_choice","0","1009813074",""
"3","lsv_idle_normal","0","103611","1009813","1","0.2","lsv_choice","0","1009813075",""
"3","lsv_idle_normal","0","102011","1009813","1","0.2","lsv_choice","0","1009813076",""
"93","","","0.1","1009813","","","0","","1009813077",""
"2","0.33","","100411","1009813","2","0.2","-200","-235","1009813078",""
"2","0.33","","103611","1009813","2","0.2","100","-220","1009813079",""
"2","0.33","","102011","1009813","2","0.2","270","-250","1009813080",""
"93","","","0.7","1009813","","","0","","1009813081",""
"3","lsv_surprise3_loop","0","100411","1009813","1","0.2","lsv_surprise3","0","1009813082",""
"21","0","","vo_lsv","1009813","","","vo_lsv_1326","0","1009813083",""
"11","1","0","100411","1009813","1","0","ノリノリだー！？","10","1009813084","0"
"91","","","0","1009813","","","","","1009813085",""
"3","","0.2","103611","1009813","","","lsv_talk_thinking_joyR","1","1009813086",""
"21","0","","vo_lsv","1009813","","","vo_lsv_1327","0","1009813087",""
"11","1","0","103611","1009813","1","0","いいお返事ですね。\nでは、みんなで\nおさらいしてみましょうか。","10","1009813088","0"
"91","","","0","1009813","","","","","1009813089",""
"3","","0.2","103611","1009813","","","lsv_idle_thinking_joy1","1","1009813090",""
"3","lsv_idle_joy","0","102011","1009813","1","0.2","lsv_handsup_joy","0","1009813091",""
"21","0","","vo_lsv","1009813","","","vo_lsv_1328","0","1009813092",""
"11","1","0","102011","1009813","1","0","は～い、わかりましたっ。\nキョウカちゃん先生♪","10","1009813093","0"
"91","","","0","1009813","","","","","1009813094",""
"101","","","1009813143","1009813","","","","","1009813095",""
"3","lsv_idle_normal","0","100411","1009813","1","0.2","lsv_choice","0","1009813096",""
"3","lsv_idle_normal","0","103611","1009813","1","0.2","lsv_choice","0","1009813097",""
"3","lsv_idle_normal","0","102011","1009813","1","0.2","lsv_choice","0","1009813098",""
"93","","","0.1","1009813","","","0","","1009813099",""
"2","0.33","","100411","1009813","2","0.2","-200","-235","1009813100",""
"2","0.33","","103611","1009813","2","0.2","100","-220","1009813101",""
"2","0.33","","102011","1009813","2","0.2","270","-250","1009813102",""
"93","","","0.7","1009813","","","0","","1009813103",""
"3","lsv_sleep","0.2","100411","1009813","1","0.2","lsv_look_idle_sad_wink","0","1009813104",""
"21","0","","vo_lsv","1009813","","","vo_lsv_1329","0","1009813105",""
"11","1","0","100411","1009813","1","0","そ…\nそれだよ、にいちゃんっ。\n……ぐーぐーぐー","10","1009813106","0"
"91","","","0","1009813","","","","","1009813107",""
"3","","0.2","100411","1009813","","","lsv_sleep","1","1009813108",""
"3","lsv_exactly_loop","0","103611","1009813","1","0.2","lsv_exactly_in","0","1009813109",""
"21","0","","vo_lsv","1009813","","","vo_lsv_1330","0","1009813110",""
"11","1","0","103611","1009813","1","0","はい、そこの二人！\n授業中に寝ない！","10","1009813111","0"
"91","","","0","1009813","","","","","1009813112",""
"3","","0.2","103611","1009813","","","lsv_idle_arm_crossed","1","1009813113",""
"3","lsv_surprise3_pain_loop","0","102011","1009813","1","0.2","lsv_surprise3_pain","0","1009813114",""
"21","0","","vo_lsv","1009813","","","vo_lsv_1331","0","1009813115",""
"11","1","0","102011","1009813","1","0","二人とも、起きて～！\n一緒にお勉強しようよ～！","10","1009813116","0"
"91","","","0","1009813","","","","","1009813117",""
"101","","","1009813143","1009813","","","","","1009813118",""
"3","lsv_idle_normal","0","100411","1009813","1","0.2","lsv_choice","0","1009813119",""
"3","lsv_idle_normal","0","103611","1009813","1","0.2","lsv_choice","0","1009813120",""
"3","lsv_idle_normal","0","102011","1009813","1","0.2","lsv_choice","0","1009813121",""
"93","","","0.1","1009813","","","0","","1009813122",""
"2","0.33","","100411","1009813","2","0.2","-200","-235","1009813123",""
"2","0.33","","103611","1009813","2","0.2","100","-220","1009813124",""
"2","0.33","","102011","1009813","2","0.2","270","-250","1009813125",""
"93","","","0.7","1009813","","","0","","1009813126",""
"3","","0.2","100411","1009813","","","lsv_talk_bitter_sad","1","1009813127",""
"21","0","","vo_lsv","1009813","","","vo_lsv_1332","0","1009813128",""
"11","1","0","100411","1009813","1","0","あ、そっち？\nキョウカの先生キャラに\nツッコミはないんだ…","10","1009813129","0"
"91","","","0","1009813","","","","","1009813130",""
"3","","0.2","100411","1009813","","","lsv_idle_bitter","1","1009813131",""
"3","lsv_exactly_loop","0","103611","1009813","1","0.2","lsv_exactly_in","0","1009813132",""
"21","0","","vo_lsv","1009813","","","vo_lsv_1333","0","1009813133",""
"11","1","0","103611","1009813","1","0","ミソギさん？\n先生にキャラとか\n言わないように！","10","1009813134","0"
"91","","","0","1009813","","","","","1009813135",""
"3","","0.2","103611","1009813","","","lsv_idle_arm_crossed","1","1009813136",""
"3","","0.2","102011","1009813","","","lsv_talk_surprise_talkjoy","1","1009813137",""
"21","0","","vo_lsv","1009813","","","vo_lsv_1334","0","1009813138",""
"11","1","0","102011","1009813","1","0","わぁっ…！\n本当の先生みた～い！\nちゃんとお勉強しなくちゃ…！","10","1009813139","0"
"91","","","0","1009813","","","","","1009813140",""
"3","","0.2","102011","1009813","","","lsv_idle_surprise_joy","1","1009813141",""
"101","","","1009813143","1009813","","","","","1009813142",""
"91","","","0","1009813","","","","","1009813143",""
"102","","","","1009813","","","","","1009813144",""
"22","","","0","1009813","","","0.2","","1009813145",""
"93","","","0.2","1009813","","","","","1009813146",""
"12","0","0","102011","1009813","0","0","5","1","1009813147","0"
"3","","0.2","102011","1009813","","","lsv_talk_surprise","1","1009813148",""
"93","","","3","1009813","","","0","","1009813149",""
"3","","0.2","102011","1009813","","","lsv_idle_surprise","1","1009813150",""
"12","0","0","103611","1009813","0","0","10","1","1009813151","0"
"3","lsv_talk_arm_crossed_loop_joy","0","103611","1009813","1","0.2","lsv_talk_arm_crossed_joy","0","1009813152",""
"93","","","3","1009813","","","0","","1009813153",""
"3","","0.2","103611","1009813","","","lsv_idle_cool_joy","1","1009813154",""
"12","0","0","100411","1009813","0","0","2","1","1009813155","0"
"3","","0.2","100411","1009813","","","lsv_talk_bitter","1","1009813156",""
"93","","","3","1009813","","","0","","1009813157",""
"3","","0.2","100411","1009813","","","lsv_idle_normal_talkR","1","1009813158",""
"101","","","1009813147","1009813","","","","","1009813159",""
"6","1","1","333","1009813","0","0","1","1","1009813160",""
"4","","","100411","1009813","","","1","","1009813161",""
"3","","0.2","100411","1009813","","","lsv_run","1","1009813162",""
"2","0.8","","100411","1009813","0","","-750","-235","1009813163",""
"4","","","103611","1009813","","","0","","1009813164",""
"3","","0.2","103611","1009813","","","lsv_run","1","1009813165",""
"2","0.8","","103611","1009813","0","","750","-220","1009813166",""
"4","","","102011","1009813","","","0","","1009813167",""
"3","","0.2","102011","1009813","","","lsv_run","1","1009813168",""
"2","0.8","","102011","1009813","0","","850","-250","1009813169",""
"93","","","0.6","1009813","","","","","1009813170",""
"6","1","0.2","100411","1009813","0","0","1","1","1009813171",""
"6","1","0.2","103611","1009813","0","0","1","1","1009813172",""
"6","1","0.2","102011","1009813","0","0","1","1","1009813173",""
"91","","","0","1009813","","","","","1009813174",""
"1","-650","1.95","1","1009814","-235","0","122811","102","1009814001","lsv_idle_normal"
"1","650","1.95","1","1009814","-220","1","122911","100","1009814002","lsv_idle_normal"
"1","750","1.95","1","1009814","-250","1","122711","101","1009814003","lsv_idle_normal"
"5","0","1","1","1009814","0","0","333","0","1009814004","lsv_white_loop"
"6","1","0","333","1009814","0","0","1","1","1009814005",""
"6","1","0","122811","1009814","0","0","1","1","1009814006",""
"6","1","0","122911","1009814","0","0","1","1","1009814007",""
"6","1","0","122711","1009814","0","0","1","1","1009814008",""
"25","0","","bgm_M610","1009814","","","bgm_M610","0","1009814009",""
"93","","","1","1009814","","","0","","1009814010",""
"6","1","0.8","333","1009814","0.4","0","1","1","1009814011",""
"3","","0.2","122911","1009814","","","lsv_walk","1","1009814012",""
"2","2","","122911","1009814","0","","100","-220","1009814013",""
"6","1","0.4","122911","1009814","1","0","1","1","1009814014",""
"3","","0.2","122711","1009814","","","lsv_walk","1","1009814015",""
"2","2","","122711","1009814","0","","270","-250","1009814016",""
"6","1","0.4","122711","1009814","1","0","1","1","1009814017",""
"93","","","2","1009814","","","0","","1009814018",""
"3","","0.2","122911","1009814","","","lsv_idle_normal","1","1009814019",""
"3","","0.2","122711","1009814","","","lsv_idle_normal","1","1009814020",""
"93","","","0.6","1009814","","","0","","1009814021",""
"3","","0.2","122711","1009814","","","lsv_idle_sad","1","1009814022",""
"3","","0.2","122911","1009814","","","lsv_idle_sad","1","1009814023",""
