28e2e255d3e0937e8cc8e8782afa032a19b529abe58b6070bf1319129e47033e,202bd7a64b54d6771ac3028f89eecd4f04ea3c608437d4da16c9b6d29de06ad0,8fb3f19a496abe53fabd4aa3f569ddeb6dae27d9546d9f2a68969e2e9eb42008,91498976d6d80ff7200a3f17a054a85e9a7112364cf997b624c16b2c5a6df06c,3336f48a6eceffb56675b7a1486ef2e2bc4f449203cecb287a9cda05d1a94256,a20f18fa4c9bcc49195c09eb8e180dbd0bff8200235cec04e486a55dcb076434,dec3e84a6e007093d582c9e511100dc7f29fce5e3985b76ef97b30d35b574d6c,b5ce7aad8d142ba9e28b16fbfaa8a65d6d547b08354b565b7f2b1392d822894a,47b93b469fd650beec9d2a786456d37b553fafc1c9aab406cc5ddc26d8bbe654,96f1010064a813ac57d36aae7dd12c3a763f30bf035fc0306808ebb4cf2cfaff,9f0f9ac029b5932ab372e62081812f3597d8eaf09c5a15dbdb10146e70232fd5,df58df8a2a9666b29fcc4d1f193731b364caf065cac97db2a76c07ad3cd3b7b6,0dbabebfb1f23377eb07a1efc7f7264095d3e19f0190187047234218efa90988,761574e8cc567af4158c5fb5f7f810f84903208190f5307773ef3edec4d81275,dea761924d7646a4485eb501b0816be07208f25283923ed6ff86b5aab324bee2,fdbcf216f6463a4810452e1e0322d9fe43e6582ac85c886a8cecc8e3e820866a,ed2590c85a2dd24ecc751f85081088d909ab83ffe3964794e00148aa670747fd,3206a86b720c99be67b7a2586f8591702bb9a04b1ee2da65092f5f23b369dc28,9c7a024724091c30b55e2399dbf6746d990b7aa8cb90b8da0950bec10bc13721,b10796c927e950dd1bf9fa9bfaafe4b5dc0a3fe14bea5cdad9bb18d278665b59,076f534b61423a43cb7821be22ab59121f47ef0b4642f51ceb5ce396080d22a4
"フェニックスロッドＲ","10","10025037","115.6","回復杖","0.4","0","0","0","0","0","0","0.4","0","0","0","60","0","0","0","0"
"ハイエンジェルロッドＲ","10","10025038","119.2","回復杖","0.4","0","0","0","0","0","0","0.4","0","0","0","60","0","0","0","0"
"フレイアムルロッドＲ","10","10025039","123","回復杖","0.4","0","0","0","0","0","0","0.4","0","0","0","60","0","0","0","0"
"神花の聖杖Ｒ","11","10025040","128.2","回復杖","0.4","0","0","0","0","0","0","0.4","0","0","0","80","0","0","0","0"
"アトランティスロッドＲ","11","10025041","132","回復杖","0.4","0","0","0","0","0","0","0.4","0","0","0","80","0","0","0","0"
"妖精輝装クーフーリン","10","10028032","0","軽装鎧","2.2","0","0","0","0","73.4","0","2.2","0","0","0","0","1.6","0","0","0"
"白蓮閣の鱗鎧","10","10028033","0","軽装鎧","2.2","0","0","0","0","76.8","0","2.2","0","0","0","0","1.6","0","0","0"
"オートマトンエグゾスカル","10","10028034","0","軽装鎧","2.2","0","0","0","0","80.2","0","2.2","0","0","0","0","1.6","0","0","0"
"絶滅骸装タイラント","10","10028035","0","軽装鎧","2.4","0","0","0","0","81.8","0","2.4","0","0","0","0","1.6","0","0","0"
"クルセイダープレートＲ","10","10028036","0","軽装鎧","2.4","0","0","0","0","85.2","0","2.4","0","0","0","0","1.6","0","0","0"
"スカーレットメイルＲ","10","10028037","0","軽装鎧","2.4","0","0","0","0","87.4","0","2.4","0","0","0","0","1.6","0","0","0"
"ファンタズムメイルＲ","10","10028038","0","軽装鎧","2.4","0","0","0","0","89.8","0","2.4","0","0","0","0","1.6","0","0","0"
"九天の鎧Ｒ","10","10028039","0","軽装鎧","2.4","0","0","0","0","93.8","0","2.4","0","0","0","0","1.6","0","0","0"
"レイジクイーンドレスＲ","11","10028040","0","軽装鎧","2.6","0","0","0","0","98.2","0","2.6","0","0","0","0","1.6","0","0","0"
"妖精鎧甲オーベロン","10","10031032","0","重装鎧","3.8","0","0","0","0","0","0","3.8","0","0","0","518","0","0","0","0"
"鳳梨の重殻鎧","10","10031033","0","重装鎧","3.8","0","0","0","0","0","0","3.8","0","0","0","548","0","0","0","0"
"オートマトンエグゾシェル","10","10031034","0","重装鎧","3.8","0","0","0","0","0","0","3.8","0","0","0","578","0","0","0","0"
"撃滅鱗装ギガント","10","10031035","0","重装鎧","4","0","0","0","0","0","0","4","0","0","0","592","0","0","0","0"
"バイオレットアーマーＲ","10","10031036","0","重装鎧","4","0","0","0","0","0","0","4","0","0","0","622","0","0","0","0"
"ドラゴニックアーマーＲ","10","10031037","0","重装鎧","4","0","0","0","0","0","0","4","0","0","0","642","0","0","0","0"
"蒼輝の鎧Ｒ","10","10031038","0","重装鎧","4","0","0","0","0","0","0","4","0","0","0","663","0","0","0","0"
"聖櫻の鎧Ｒ","10","10031039","0","重装鎧","4","0","0","0","0","0","0","4","0","0","0","698","0","0","0","0"
"煌金の王鎧Ｒ","11","10031040","0","重装鎧","4.2","0","0","0","0","0","0","4.2","0","0","0","738","0","0","0","0"
"妖精舞装アヌーン","10","10034032","0","服","1.2","0","0","0","0","75.8","0","1.2","0","0","0","74","0","0","0","0"
"オートマトンジャケット","10","10034034","0","服","1.2","0","0","0","0","82.8","0","1.2","0","0","0","74","0","0","0","0"
"蒼天のローブＲ","10","10034036","0","服","1.4","0","0","0","0","86.6","0","1.4","0","0","0","84","0","0","0","0"
"ダークテラードレスＲ","10","10034037","0","服","1.4","0","0","0","0","90","0","1.4","0","0","0","84","0","0","0","0"
"メイデンクロースＲ","10","10034039","0","服","1.4","0","0","0","0","94.6","0","1.4","0","0","0","84","0","0","0","0"
"鬼焔の闘衣Ｒ","11","10034040","0","服","1.6","0","0","0","0","98.6","0","1.6","0","0","0","94","0","0","0","0"
"妖精麗装ティターニア","10","10037032","77.2","魔法服","1.8","0","0","0","0","0","0","1.8","1","0","0","0","0","0","0","0"
"葡萄柚の霊装","10","10037033","80.6","魔法服","1.8","0","0","0","0","0","0","1.8","1","0","0","0","0","0","0","0"
"オートマトンエグゾスーツ","10","10037034","84.2","魔法服","1.8","0","0","0","0","0","0","1.8","1","0","0","0","0","0","0","0"
"幻蝦霊装アノーマリー","10","10037035","85.6","魔法服","2","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0"
"聖者のローブＲ","10","10037036","89","魔法服","2","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0"
"翠緑の霊衣Ｒ","10","10037037","92.4","魔法服","2","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0"
"純潔の巫女装束Ｒ","10","10037038","94.8","魔法服","2","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0"
"エンプレスローブＲ","10","10037039","100.8","魔法服","2","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0"
"エクゾマギアローブＲ","11","10037040","103","魔法服","2.2","0","0","0","0","0","0","2.2","1","0","0","0","0","0","0","0"
"妖精叢盾スプリガン","10","10040032","0","盾","0","0","0","0","0","74.2","0","0","0","0","0","105","0","0","0","0"
"麝香猫果の薫盾","10","10040033","0","盾","3","0","0","0","0","61.6","0","3","0","0","0","72","0","0","0","0"
"激突重盾トライセラ","10","10040035","0","盾","3.2","0","0","0","0","66.4","0","3.2","0","0","0","72","0","0","0","0"
"ガーディアンシールドＲ","10","10040036","0","盾","3.2","0","0","0","0","70","0","3.2","0","0","0","72","0","0","0","0"
"翠華西瓜の海水駄","10","10043033","0","靴","1.2","0","0","0","0","87.8","0","1.2","0","0","0","0","0","0","0","0"
"餓竜疾靴デュアルラプター","10","10043035","0","靴","1.4","0","0","0","0","92.6","0","1.4","0","0","0","0","0","0","0","0"
"インファナルグリーブＲ","10","10043038","0","靴","1.6","0","0","0","0","100.8","0","1.6","0","0","0","0","0","0","0","0"
"フェアリアルブーツＲ","10","10043039","0","靴","1.6","0","0","0","0","106.6","0","1.6","0","0","0","0","0","0","0","0"
"妖精舞沓シルキー","10","10046032","77","魔法靴","0.8","0","0","0","0","0","0","0.8","0","0","0","100","0","0","0","0"
"紅玉苺の短靴","10","10046033","80.4","魔法靴","0.8","0","0","0","0","0","0","0.8","0","0","0","100","0","0","0","0"
"ネクロマンサーブーツＲ","10","10046036","88.8","魔法靴","1","0","0","0","0","0","0","1","0","0","0","100","0","0","0","0"
"アクエリアスブーツＲ","10","10046037","91","魔法靴","1","0","0","0","0","0","0","1","0","0","0","100","0","0","0","0"
"ブラッドルビーヒールＲ","11","10046040","99","魔法靴","1.2","0","0","0","0","0","0","1.2","0","0","0","108","0","0","0","0"
"オートマトンバイザー","10","10049034","0","帽子","0","0","0","0","0","91.2","0","0","0","0","0","105","0","0","0","0"
"ドラゴンヘッドＲ","10","10049037","0","帽子","0","0","0","0","0","97.8","0","0","0","0","0","110","0","0","0","0"
"フェザーワルツＲ","10","10049038","0","帽子","0","0","0","0","0","100","0","0","0","0","0","110","0","0","0","0"
"ロイヤルガードハットＲ","11","10049040","0","帽子","0","0","0","0","0","110.2","0","0","0","0","0","115","0","0","0","0"
"オートマトンフルフェイス","10","10052034","95","魔法帽子","0.8","0","0","0","0","0","0","0.8","0","0","0","0","0","0","0","0"
"翼竜額冠ロンギケプス","10","10052035","98.6","魔法帽子","0.8","0","0","0","0","0","0","0.8","0","0","0","0","0","0","0","0"
"忘哭の冠Ｒ","10","10052038","105.4","魔法帽子","0.8","0","0","0","0","0","0","0.8","0","0","0","0","0","0","0","0"
"白祈の聖冠Ｒ","10","10052039","113","魔法帽子","0.8","0","0","0","0","0","0","0.8","0","0","0","0","0","0","0","0"
"リングオブメタトロン","10","10055032","0","攻撃アクセサリ","0","0","0","0","0","91.6","0","0","0","0","0","0","1.8","0","0","0"
"妖精晶翅ヴァハ","10","10055033","0","攻撃アクセサリ","0","0","0","0","0","99","0","0","0","0","0","0","1.8","0","0","0"
"紅玉の徽章","10","10055034","0","攻撃アクセサリ","0","0","0","0","0","102.8","0","0","0","0","0","0","1.8","0","0","0"
"クリムゾンデルタ","10","10055035","0","攻撃アクセサリ","0","0","0","0","0","106.6","0","0","0","0","0","0","1.8","0","0","0"
"紅飾ラディオドンタ","10","10055036","0","攻撃アクセサリ","0","0","0","0","0","110.4","0","0","0","0","0","0","1.8","0","0","0"
"猫神のペンダントＲ","10","10055037","0","攻撃アクセサリ","0","0","0","0","0","114","0","0","0","0","0","0","1.8","0","0","0"
"焔帝の指輪Ｒ","10","10055038","0","攻撃アクセサリ","0","0","0","0","0","117.8","0","0","0","0","0","0","1.8","0","0","0"
"ミレニアムイヤリングＲ","10","10055039","0","攻撃アクセサリ","0","0","0","0","0","121.6","0","0","0","0","0","0","1.8","0","0","0"
"赫怒竜のペンダントＲ","11","10055040","0","攻撃アクセサリ","0","0","0","0","0","129.2","0","0","0","0","0","0","1.8","0","0","0"
"闘神の荒腕Ｒ","11","10055041","0","攻撃アクセサリ","0","0","0","0","0","132.8","0","0","0","0","0","0","1.8","0","0","0"
"リングオブセフィロト","10","10058032","0","防御アクセサリ","6.6","0","0","0","0","0","0","6.6","0","0","0","236","0","0","0","0"
"妖精踊翅ネヴァン","10","10058033","0","防御アクセサリ","6.8","0","0","0","0","0","0","6.8","0","0","0","284","0","0","0","0"
"鬼木天蓼の徽章","10","10058034","0","防御アクセサリ","6.8","0","0","0","0","0","0","6.8","0","0","0","318","0","0","0","0"
"ヴェルデスクエア","10","10058035","0","防御アクセサリ","6.8","0","0","0","0","0","0","6.8","0","0","0","352","0","0","0","0"
"碧飾ケロニオイデア","10","10058036","0","防御アクセサリ","7","0","0","0","0","0","0","7","0","0","0","367","0","0","0","0"
"月のブレスレットＲ","10","10058037","0","防御アクセサリ","7","0","0","0","0","0","0","7","0","0","0","400","0","0","0","0"
"聖信徒のペンダントＲ","10","10058038","0","防御アクセサリ","7","0","0","0","0","0","0","7","0","0","0","433","0","0","0","0"
"精霊王の護石Ｒ","10","10058039","0","防御アクセサリ","7","0","0","0","0","0","0","7","0","0","0","466","0","0","0","0"
"人魚姫の霊涙Ｒ","11","10058040","0","防御アクセサリ","7.2","0","0","0","0","0","0","7.2","0","0","0","516","0","0","0","0"
"英盾王の腕輪Ｒ","11","10058041","0","防御アクセサリ","7.2","0","0","0","0","0","0","7.2","0","0","0","548","0","0","0","0"
"リングオブサンダルフォン","10","10061032","91","魔法アクセサリ","0","0","0","0","0","0","0","0","1.4","0","0","0","0","0","0","0"
"妖精環翅モーリアン","10","10061033","98.6","魔法アクセサリ","0","0","0","0","0","0","0","0","1.4","0","0","0","0","0","0","0"
"巨峰の徽章","10","10061034","102.4","魔法アクセサリ","0","0","0","0","0","0","0","0","1.4","0","0","0","0","0","0","0"
"アズールサーキュラー","10","10061035","106.2","魔法アクセサリ","0","0","0","0","0","0","0","0","1.4","0","0","0","0","0","0","0"
"蒼飾フィロセラス","10","10061036","109.8","魔法アクセサリ","0","0","0","0","0","0","0","0","1.4","0","0","0","0","0","0","0"
"竜の涙Ｒ","10","10061037","113.6","魔法アクセサリ","0","0","0","0","0","0","0","0","1.4","0","0","0","0","0","0","0"
"大賢者の宝珠Ｒ","10","10061038","117.4","魔法アクセサリ","0","0","0","0","0","0","0","0","1.4","0","0","0","0","0","0","0"
"海神の耳飾りＲ","10","10061039","121","魔法アクセサリ","0","0","0","0","0","0","0","0","1.4","0","0","0","0","0","0","0"
"聖獣の祈念Ｒ","11","10061040","128.6","魔法アクセサリ","0","0","0","0","0","0","0","0","1.4","0","0","0","0","0","0","0"
"ソフォスブレスレットＲ","11","10061041","132.4","魔法アクセサリ","0","0","0","0","0","0","0","0","1.4","0","0","0","0","0","0","0"
